Orthogroup	Euclidium_syriacum	Camelina_sativa
OG0011295	ESY1_g10798_DN3_SP6_c0.t1	XP_010516060.1, XP_010427245.1, XP_010504342.1
OG0011296	ESY1_g10830_DN3_SP8_c0.t1	XP_019102361.1, XP_010427208.1
OG0011297	ESY1_g10850_DN3_SP8_c0.t1	XP_010516024.1, XP_010427203.1
OG0011298	ESY1_g10860_DN3_SP6_c0.t1	XP_010504303.1, XP_010516017.1, XP_010427195.1
OG0011299	ESY1_g10878_DN3_SP8_c0.t1	XP_010504283.1, XP_010516007.1, XP_010427179.1
OG0011300	ESY1_g10888_DN3_SP8_c0.t1	XP_010427174.1, XP_010504276.1, XP_010516002.1
OG0011301	ESY1_g10889_DN3_SP0_c0.t1	XP_010427173.1, XP_010516001.1, XP_010504275.1
OG0011302	ESY1_g10894_DN3_SP8_c0.t1	XP_010427168.1, XP_010504272.1, XP_010515997.1
OG0011303	ESY1_g10948_DN3_SP0_c0.t1	XP_010427155.1, XP_010504252.1, XP_010515976.1, XP_010412770.1
OG0011304	ESY1_g10950_DN3_SP5_c0.t1	XP_010504251.1, XP_010515975.1, XP_010427150.1
OG0011306	ESY1_g10983_DN3_SP8_c0.t1	XP_010427090.1, XP_010515938.1
OG0011307	ESY19_g42004_DN3_SP0_c0.t1	XP_010437132.1, XP_019087853.1, XP_010415339.1, XP_010470674.1, XP_010511709.1
OG0011308	ESY1_g11007_DN3_SP5_c0.t1	XP_010515914.1, XP_010504190.1
OG0011309	ESY1_g11012_DN2_SP0_c0.t1	XP_010427061.1, XP_010504186.1, XP_010515908.1, XP_010515910.1
OG0011310	ESY1_g11029_DN3_SP0_c0.t1	XP_010427051.1, XP_010515895.1, XP_010504169.1
OG0011311	ESY1_g11090_DN3_SP8_c0.t1	XP_010515852.1, XP_019100310.1
OG0011312	ESY1_g11103_DN3_SP8_c0.t1	XP_010515844.1, XP_010504113.1, XP_010426999.1
OG0011313	ESY1_g11106_DN3_SP0_c0.t1	XP_010504109.1, XP_010426997.1, XP_010515837.1
OG0011314	ESY1_g11163_DN3_SP8_c0.t1	XP_010426946.1, XP_010515802.1
OG0011315	ESY1_g10504_DN3_SP8_c0.t1	XP_010504046.1, XP_010515773.1, XP_019084851.1
OG0011316	ESY1_g10491_DN3_SP8_c0.t1	XP_010515767.1, XP_010504039.1, XP_010426919.1
OG0011317	ESY1_g10452_DN3_SP7_c0.t1	XP_010426893.1, XP_010515746.1, XP_010504018.1
OG0011318	ESY1_g10442_DN3_SP7_c0.t1	XP_010515736.1, XP_010426887.1, XP_010504012.1
OG0011319	ESY6_g47628_DN3_SP7_c0.t1	XP_010482837.1, XP_010443003.1, XP_010446745.1
OG0011320	ESY6_g47554_DN2_SP0_c0.t1	XP_010442972.1, XP_010442971.1, XP_010446316.1, XP_010482807.1
OG0011321	ESY6_g47526_DN2_SP0_c14.t1	XP_010482792.1, XP_010442960.1, XP_010446168.1
OG0011322	ESY6_g47513_DN2_SP0_c0.t1	XP_010442953.1, XP_010482786.1, XP_010446103.1
OG0011323	ESY6_g47503_DN3_SP0_c0.t1	XP_010446010.1, XP_010442947.1, XP_010482779.1
OG0011324	ESY6_g47448_DN3_SP6_c0.t1	XP_010445886.1, XP_010442919.1
OG0011325	ESY6_g47359_DN3_SP8_c0.t1	XP_019096113.1, XP_010442892.1, XP_010445710.1
OG0011326	ESY6_g47170_DN3_SP0_c0.t1, ESY6_g48963_DN3_SP0_c0.t1	XP_010445664.1, XP_010442880.1, XP_010482710.1
OG0011327	ESY2_g38416_DN3_SP0_c0.t1	XP_010449848.1, XP_010440204.1, XP_010434883.1
OG0011328	ESY3_g27846_DN3_SP3_c0.t1	XP_010513655.1, XP_010488574.1, XP_010466887.1
OG0011329	ESY3_g27800_DN2_SP0_c0.t1	XP_010513694.1, XP_010466901.1, XP_010488582.1
OG0011330	ESY3_g27760_DN1_SP0_c0.t1	XP_010466908.1, XP_010488590.1, XP_019098724.1
OG0011331	ESY3_g27495_DN3_SP0_c0.t1	XP_010466925.1, XP_010513810.1, XP_010488614.1
OG0011332	ESY3_g27503_DN3_SP8_c0.t1	XP_010488618.1, XP_010513915.2, XP_010466931.1
OG0011333	ESY10_g14005_DN3_SP2_c0.t1	XP_010514030.1, XP_010466942.1, XP_010488631.1
OG0011334	ESY3_g27418_DN3_SP7_c0.t1	XP_010488648.1, XP_010514175.1, XP_010466963.1
OG0011335	ESY3_g27325_DN3_SP8_c0.t1	XP_010466966.1, XP_010488656.1, XP_010514225.1
OG0011336	ESY3_g27318_DN3_SP1_c18.t1	XP_010488664.1, XP_019083624.1, XP_010466978.1
OG0011337	ESY3_g27301_DN1_SP0_c0.t1	XP_010514327.1, XP_010466979.1, XP_010488665.1
OG0011338	ESY9_g45557_DN3_SP6_c0.t1	XP_010518636.1, XP_010467028.1, XP_010488715.1
OG0011339	ESY11_g52649_DN3_SP6_c0.t1	XP_010412694.1, XP_010488772.1, XP_010467091.1
OG0011340	ESY11_g52830_DN3_SP8_c0.t1	XP_019084453.1, XP_010488803.1, XP_010467134.1
OG0011341	ESY2_g35228_DN3_SP7_c0.t1	XP_010511498.1, XP_010496725.1, XP_010470544.1
OG0011342	ESY2_g35213_DN3_SP0_c0.t1	XP_010511586.1, XP_010470555.1, XP_010415219.1
OG0011343	ESY2_g35202_DN3_SP8_c0.t1	XP_010415230.1, XP_010511596.1, XP_010470570.1
OG0011344	ESY2_g35192_DN3_SP0_c0.t1	XP_019093180.1, XP_010415256.1, XP_010511622.1
OG0011345	ESY16_g61613_DN3_SP0_c0.t1, ESY3_g27319_DN2_SP0_c0.t1	XP_010511656.1, XP_010415306.1, XP_010470635.1
OG0011346	ESY5_g5118_DN2_SP0_c0.t1	XP_010470678.1, XP_010415344.1, XP_010511714.1
OG0011347	ESY19_g41841_DN3_SP6_c0.t1	XP_010511722.1, XP_010415348.1, XP_010470685.1
OG0011348	ESY19_g41853_DN3_SP2_c0.t1	XP_010415359.1, XP_010470698.1, XP_010511730.1
OG0011349	ESY2_g34529_DN3_SP8_c13.t1	XP_010415399.1, XP_010470733.1, XP_010511765.1
OG0011350	ESY8_g59565_DN3_SP0_c0.t1	XP_010499148.1, XP_010477986.1, XP_010460421.1
OG0011351	ESY2_g34528_DN3_SP0_c0.t1	XP_010415417.1, XP_010470754.1, XP_010511790.1
OG0011352	ESY2_g34511_DN3_SP6_c0.t1	XP_010470747.1, XP_010419065.1, XP_010511779.1
OG0011353	ESY2_g34502_DN3_SP0_c0.t1	XP_019093573.1, XP_019101610.1, XP_019083236.1
OG0011354	ESY2_g34465_DN3_SP1_c0.t1	XP_010470789.1, XP_019083247.1, XP_010511829.1
OG0011356	ESY2_g34453_DN2_SP0_c0.t1	XP_010511846.1, XP_010470799.1, XP_010415470.1
OG0011357	ESY8_g58436_DN3_SP0_c0.t1	XP_010482120.1, XP_010493704.1, XP_010442310.1
OG0011358	ESY11_g54188_DN3_SP8_c0.t1	XP_010413128.1, XP_010467607.1, XP_010489499.1
OG0011359	ESY11_g54190_DN3_SP0_c0.t1	XP_010490425.1, XP_010467609.1, XP_010413119.1
OG0011360	ESY11_g54201_DN3_SP0_c0.t1	XP_010413908.1, XP_019096948.1, XP_010467613.1
OG0011361	ESY11_g54251_DN3_SP8_c0.t1	XP_010414081.1, XP_010467634.1
OG0011362	ESY11_g54253_DN3_SP0_c0.t1	XP_010467640.1, XP_010489530.1, XP_010489531.1, XP_010414122.1
OG0011363	ESY11_g54279_DN3_SP0_c0.t1	XP_010489539.1, XP_010467646.1, XP_010414224.1
OG0011364	ESY11_g54285_DN3_SP0_c0.t1	XP_010467651.1, XP_010489544.1, XP_010414258.1
OG0011365	ESY11_g54300_DN3_SP1_c0.t1	XP_010489552.1, XP_010414353.1, XP_010467665.1
OG0011367	ESY11_g54344_DN1_SP0_c0.t1	XP_010414560.1, XP_010489577.1, XP_010467697.1, XP_010467698.1
OG0011368	ESY11_g54416_DN3_SP8_c0.t1	XP_019096552.1, XP_010414828.1
OG0011369	ESY11_g54424_DN3_SP5_c0.t1	XP_010467731.1, XP_010489612.1, XP_010414851.1
OG0011370	ESY11_g54442_DN3_SP0_c0.t1	XP_010490405.1, XP_010414982.1, XP_010468750.1
OG0011371	ESY11_g54499_DN3_SP4_c0.t1	XP_010489454.1, XP_010415018.1, XP_010467742.1
OG0011372	ESY11_g54604_DN3_SP0_c0.t1	XP_010425656.1, XP_010489484.1, XP_010468807.1
OG0011373	ESY11_g54621_DN2_SP0_c0.t1	XP_010467892.1, XP_010489479.1, XP_010415380.1
OG0011374	ESY11_g54628_DN3_SP0_c0.t1	XP_010467897.1, XP_010415434.1
OG0011375	ESY11_g54657_DN1_SP0_c0.t1	XP_010495932.1, XP_010489144.1, XP_010416800.2
OG0011376	ESY11_g54702_DN3_SP8_c0.t1	XP_010416642.1, XP_010467926.1, XP_010489129.1
OG0011378	ESY12_g51087_DN3_SP8_c0.t1	XP_010505891.1, XP_010508741.1, XP_010517612.1
OG0011379	ESY12_g51022_DN3_SP0_c0.t1	XP_010505852.1, XP_010508786.1, XP_019082302.1
OG0011380	ESY12_g51011_DN3_SP1_c0.t1	XP_010508791.1, XP_010505846.1
OG0011381	ESY12_g51003_DN2_SP0_c0.t1	XP_010517529.1, XP_010508795.1, XP_010505843.1
OG0011382	ESY12_g51001_DN3_SP0_c0.t1	XP_010508797.1, XP_010505840.1, XP_010517526.1
OG0011383	ESY12_g50960_DN3_SP8_c0.t1, ESY12_g50961_DN3_SP0_c0.t1	XP_010505823.1, XP_010508819.1, XP_010412971.2
OG0011384	ESY12_g50865_DN3_SP0_c0.t1	XP_010508872.1, XP_010505766.1, XP_010517458.1
OG0011385	ESY12_g50860_DN3_SP0_c0.t1	XP_010508876.1, XP_010517453.1, XP_010505763.1
OG0011386	ESY12_g50826_DN3_SP5_c0.t1	XP_010508895.1, XP_010505744.1, XP_010517435.1
OG0011387	ESY9_g45662_DN3_SP0_c0.t1	XP_010517386.1, XP_010505701.1, XP_010508935.1
OG0011388	ESY9_g45650_DN3_SP8_c0.t1	XP_010508938.1
OG0011389	ESY9_g45588_DN2_SP0_c0.t1	XP_010508989.1, XP_010517325.1
OG0011390	ESY6_g46721_DN3_SP0_c0.t1	XP_010497344.1, XP_019095386.1, XP_019091174.1, XP_019087173.1
OG0011391	ESY9_g45472_DN3_SP7_c0.t1	XP_010505592.1, XP_010509041.1, XP_010517262.1
OG0011392	ESY9_g45445_DN3_SP1_c0.t1	XP_010505570.1, XP_010509074.1, XP_010517242.1
OG0011393	ESY9_g45444_DN3_SP1_c0.t1	XP_010505569.1, XP_010509076.1, XP_010517241.1
OG0011394	ESY9_g45435_DN2_SP0_c0.t1	XP_010505553.1, XP_019102531.1, XP_010509093.1
OG0011395	ESY9_g45423_DN3_SP1_c0.t1	XP_010509097.1, XP_010505546.1, XP_010517216.1
OG0011396	ESY7_g17301_DN2_SP0_c0.t1	XP_010492547.1, XP_019089859.1, XP_019089860.1, XP_019090353.1, XP_010492552.1, XP_019090036.1, XP_010492550.1, XP_019089861.1, XP_010492551.1, XP_010492544.1
OG0011397	ESY8_g60154_DN3_SP0_c0.t1	XP_010441265.1, XP_010436042.1, XP_010450577.1, XP_010430979.1, XP_010422470.1
OG0011398	ESY9_g45339_DN2_SP0_c0.t1	XP_010509130.1, XP_010507613.1, XP_010412928.1
OG0011399	ESY8_g59213_DN3_SP0_c0.t1	XP_010429669.1, XP_010417440.1, XP_010474474.1
OG0011400	ESY9_g43621_DN3_SP0_c0.t1, ESY9_g45319_DN2_SP0_c0.t1	XP_010427156.1, XP_010517135.1, XP_010505464.1, XP_010509114.1
OG0011401	ESY9_g45283_DN3_SP0_c0.t1	XP_010517128.1, XP_010517129.1, XP_010505459.1, XP_010509184.1
OG0011402	ESY3_g27299_DN2_SP3_c0.t1	XP_010488756.1, XP_010467064.1, XP_010412572.1
OG0011403	ESY9_g45241_DN2_SP0_c0.t1	XP_010517102.1, XP_010509218.1
OG0011404	ESY9_g45183_DN3_SP8_c0.t1	XP_010505418.1, XP_010517091.1, XP_010509229.1
OG0011405	ESY7_g19006_DN3_SP0_c0.t1	XP_010517090.1, XP_010505417.1, XP_010509230.1
OG0011406	ESY9_g45161_DN3_SP2_c0.t1	XP_010517083.1, XP_010509238.1, XP_010505410.1
OG0011407	ESY9_g45129_DN2_SP0_c0.t1	XP_010517069.1, XP_010505389.1, XP_010509261.1
OG0011408	ESY9_g44956_DN3_SP0_c0.t1	XP_010517037.1, XP_010505361.1
OG0011409	ESY9_g44878_DN3_SP0_c0.t1	XP_019100481.1, XP_010517026.1, XP_010509319.1
OG0011410	ESY9_g44784_DN3_SP0_c0.t1	XP_010516986.1, XP_010505304.1, XP_010509359.1
OG0011411	ESY9_g44735_DN3_SP0_c0.t1	XP_010509377.1, XP_010505279.1, XP_010516961.1
OG0011412	ESY9_g44644_DN3_SP3_c0.t1	XP_010505249.1, XP_010516935.1, XP_010509408.1
OG0011413	ESY7_g16119_DN3_SP2_c0.t1	XP_010496154.1, XP_010455721.1, XP_010433103.1
OG0011414	ESY7_g16212_DN2_SP0_c19.t1	XP_010432866.1, XP_010422267.1, XP_010496178.1
OG0011415	ESY7_g16361_DN3_SP2_c11.t1	XP_010422322.1, XP_010455788.1, XP_010432109.1
OG0011416	ESY7_g16365_DN3_SP1_c0.t1	XP_010432065.1, XP_019090244.1, XP_010422326.1
OG0011417	ESY7_g16370_DN3_SP8_c0.t1	XP_010455809.1, XP_019089346.1
OG0011418	ESY18_g63028_DN3_SP0_c0.t1	XP_010422175.1, XP_010455639.1, XP_010433799.1
OG0011420	ESY18_g63054_DN3_SP0_c0.t1	XP_010422150.1, XP_010455619.1, XP_010433965.1
OG0011421	ESY18_g63055_DN3_SP0_c0.t1	XP_010424551.1, XP_010422153.1, XP_010455614.1, XP_019089562.1
OG0011422	ESY18_g63090_DN3_SP3_c6.t1	XP_010455609.1, XP_010434047.1, XP_010422146.1
OG0011423	ESY18_g62995_DN3_SP0_c0.t1	XP_010422190.1, XP_010455665.1, XP_010433651.1
OG0011424	ESY8_g59905_DN3_SP8_c0.t1	XP_010472094.1, XP_010429010.1, XP_010416859.1
OG0011425	ESY8_g59901_DN3_SP8_c0.t1	XP_010429012.1, XP_010416860.1
OG0011426	ESY4_g26814_DN3_SP0_c0.t1	XP_010429062.1, XP_010416897.1, XP_019094130.1, XP_010497521.1
OG0011427	ESY8_g59813_DN3_SP1_c0.t1	XP_010416924.2, XP_010472164.1, XP_010429090.1
OG0011428	ESY8_g59800_DN3_SP0_c16.t1	XP_019085073.1, XP_019093024.1
OG0011429	ESY8_g59737_DN2_SP0_c0.t1	XP_010472204.1, XP_010429122.1, XP_019093531.1, XP_010416966.1
OG0011430	ESY8_g59734_DN3_SP0_c0.t1	XP_019085718.1, XP_019082867.1, XP_019093532.1
OG0011431	ESY8_g59637_DN3_SP0_c0.t1	XP_010417045.1, XP_010472284.1, XP_010429220.1
OG0011432	ESY8_g59539_DN3_SP0_c0.t1	XP_010419289.1, XP_010429320.1, XP_010472368.1
OG0011433	ESY8_g59467_DN3_SP8_c0.t1	XP_010472430.1, XP_010417176.1, XP_010429397.1
OG0011434	ESY8_g59349_DN3_SP8_c0.t1	XP_019098607.1, XP_019085133.1, XP_010474458.1
OG0011435	ESY8_g59343_DN3_SP0_c0.t1	XP_010474461.1, XP_019085652.1, XP_010417308.1
OG0011436	ESY8_g59367_DN3_SP1_c0.t1	XP_010417284.1, XP_010429510.1, XP_010472522.1
OG0011437	ESY8_g59388_DN3_SP0_c0.t1	XP_010429483.1, XP_010417250.1, XP_010474449.2
OG0011438	ESY8_g59439_DN3_SP8_c12.t1	XP_010417189.1
OG0011439	ESY11_g54882_DN3_SP0_c0.t1	XP_010499217.1, XP_010460496.1, XP_010478073.1
OG0011440	ESY5_g1166_DN3_SP2_c0.t1	XP_010478069.1, XP_010460495.1
OG0011441	ESY4_g21901_DN3_SP4_c0.t1	XP_010461414.1, XP_010500116.1, XP_010479019.1
OG0011442	ESY14_g20898_DN3_SP6_c0.t1	XP_010500143.1, XP_010479048.1
OG0011443	ESY3_g29361_DN3_SP2_c0.t1	XP_010461445.1, XP_010500152.1, XP_010479053.1
OG0011444	ESY14_g21525_DN3_SP1_c0.t1	XP_010479054.1, XP_010500153.1, XP_010461446.2
OG0011445	ESY14_g21162_DN1_SP0_c0.t1	XP_010478963.1, XP_010500079.1, XP_010497692.1, XP_010501808.1, XP_010461364.1
OG0011446	ESY14_g21058_DN3_SP0_c0.t1	XP_010461358.1, XP_010500077.1, XP_010511131.1
OG0011447	ESY4_g25270_DN3_SP1_c0.t1	XP_010432737.1, XP_010447407.1, XP_010445012.1
OG0011448	ESY4_g26300_DN3_SP4_c0.t1	XP_010500013.1, XP_010461290.1, XP_010496598.1
OG0011449	ESY14_g20635_DN3_SP0_c0.t1	XP_010461287.1, XP_010500011.1, XP_010478920.1
OG0011450	ESY14_g20569_DN3_SP0_c0.t1	XP_010461257.1, XP_010499975.1, XP_010478861.1
OG0011451	ESY14_g20568_DN3_SP0_c0.t1	XP_010499972.1, XP_010463128.1, XP_010478858.1
OG0011452	ESY14_g19991_DN2_SP0_c0.t1, ESY14_g19990_DN2_SP0_c0.t1	XP_010478828.2, XP_010461237.1, XP_010499950.1
OG0011453	ESY14_g20310_DN3_SP0_c0.t1	XP_010499918.1, XP_010461199.1, XP_010478808.1
OG0011454	ESY14_g20332_DN3_SP8_c0.t1	XP_010461194.1, XP_010499910.1, XP_010478788.1
OG0011455	ESY14_g20391_DN3_SP0_c0.t1	XP_010478774.1, XP_010461182.1, XP_010499899.1
OG0011456	ESY14_g19871_DN3_SP8_c0.t1	XP_010478756.1, XP_010461163.1, XP_010499875.1
OG0011457	ESY5_g3382_DN3_SP8_c0.t1	XP_010455359.1, XP_010421874.1, XP_010438131.1
OG0011458	ESY19_g41703_DN3_SP0_c0.t1	XP_010421744.1, XP_010455256.1, XP_010436461.1, XP_010436447.1
OG0011459	ESY25_g62715_DN3_SP7_c0.t1	XP_019090658.1, XP_019089873.1, XP_010421806.2
OG0011460	ESY5_g3040_DN3_SP0_c0.t1	XP_010455313.1, XP_010421820.1, XP_010436077.1
OG0011461	ESY25_g62756_DN3_SP6_c0.t1	XP_010437690.1, XP_010421916.1, XP_010455396.1
OG0011462	ESY18_g64120_DN3_SP8_c43.t1	XP_010455441.1, XP_010421961.1
OG0011463	ESY18_g64051_DN3_SP0_c0.t1	XP_010436872.1, XP_010455456.1, XP_010421976.1
OG0011464	ESY18_g63985_DN3_SP8_c0.t1	XP_010455468.1, XP_010422000.1, XP_010436773.1
OG0011465	ESY18_g63918_DN3_SP8_c0.t1	XP_010455474.1, XP_010422007.1, XP_010436694.1
OG0011466	ESY18_g63692_DN3_SP0_c0.t1	XP_010422049.1, XP_010435520.1, XP_019090394.1
OG0011467	ESY11_g53921_DN2_SP0_c0.t1, ESY18_g63418_DN3_SP0_c0.t1	XP_010434986.1, XP_010422093.1, XP_010455546.1
OG0011468	ESY18_g63391_DN3_SP8_c0.t1	XP_010434947.1, XP_010422094.1, XP_010455548.1
OG0011469	ESY7_g16906_DN3_SP0_c0.t1	XP_010420694.1, XP_010454172.1, XP_010492948.1
OG0011470	ESY7_g16892_DN3_SP8_c0.t1	XP_010420708.1, XP_010492965.1, XP_010456589.2
OG0011471	ESY7_g16881_DN3_SP2_c0.t1	XP_010454191.1, XP_010492976.1, XP_010420718.1
OG0011472	ESY7_g16869_DN3_SP0_c0.t1	XP_010492988.1, XP_010454204.1
OG0011473	ESY10_g15291_DN2_SP0_c0.t1	XP_010455004.1, XP_010493911.1, XP_010421512.1
OG0011474	ESY10_g15412_DN3_SP5_c0.t1	XP_010455070.1, XP_010493958.1, XP_019084267.1
OG0011475	ESY10_g15504_DN3_SP0_c0.t1	XP_010421589.1, XP_019090014.1, XP_010495539.1
OG0011476	ESY1_g11977_DN2_SP0_c0.t1	XP_010494007.1, XP_010421607.2, XP_010455119.1
OG0011477	ESY10_g15582_DN2_SP0_c0.t1	XP_010494012.1, XP_010455127.1, XP_010421634.1
OG0011478	ESY10_g15640_DN3_SP0_c0.t1	XP_010494030.1, XP_010455143.1, XP_010421647.1
OG0011479	ESY10_g15641_DN3_SP0_c0.t1	XP_010494032.1, XP_010455147.1
OG0011480	ESY10_g15676_DN3_SP8_c2.t1	XP_010494055.1, XP_019090043.1
OG0011481	ESY10_g15739_DN3_SP0_c0.t1	XP_010455171.1, XP_010494089.1, XP_010421687.1
OG0011482	ESY11_g54810_DN3_SP8_c0.t1	XP_010467943.1, XP_010489105.1, XP_010416371.1
OG0011483	ESY11_g54834_DN3_SP8_c0.t1	XP_010489087.1
OG0011484	ESY11_g54844_DN3_SP0_c0.t1	XP_010416057.1, XP_010489075.1, XP_010495918.1
OG0011485	ESY11_g54885_DN3_SP0_c0.t1	XP_010467835.1, XP_010415869.1, XP_010489049.1
OG0011486	ESY3_g30740_DN3_SP0_c0.t1, ESY6_g45906_DN3_SP0_c0.t1	XP_010442597.1, XP_010482443.1, XP_010426304.1
OG0011487	ESY11_g54898_DN2_SP2_c0.t1, ESY11_g54905_DN2_SP2_c0.t1	XP_010489033.1, XP_010415681.1, XP_010467814.1
OG0011488	ESY11_g54941_DN2_SP8_c0.t1	XP_019092954.1, XP_019098968.1, XP_019096749.1
OG0011489	ESY11_g54944_DN3_SP1_c0.t1	XP_010467798.1, XP_010489019.1, XP_010415523.1
OG0011490	ESY11_g54961_DN3_SP5_c0.t1	XP_010467782.1, XP_010489008.1
OG0011491	ESY11_g54993_DN3_SP2_c0.t1	XP_010474973.1, XP_010467763.1, XP_010488987.1
OG0011492	ESY12_g52336_DN1_SP1_c0.t1	XP_019098718.1, XP_010507808.1, XP_010507802.1, XP_010507805.1, XP_010497019.1
OG0011493	ESY12_g52333_DN3_SP7_c0.t1	XP_010518527.1, XP_010507812.1
OG0011494	ESY12_g52328_DN2_SP0_c0.t1	XP_010497142.1, XP_010507815.1
OG0011495	ESY15_g65839_DN2_SP0_c0.t1, ESY12_g52314_DN3_SP0_c0.t1	XP_010518518.1, XP_010506847.1
OG0011496	ESY12_g52270_DN3_SP0_c0.t1	XP_010518489.1, XP_010507859.1
OG0011497	ESY12_g52254_DN3_SP0_c0.t1	XP_010506803.1, XP_010507869.1, XP_010518471.1
OG0011498	ESY12_g52231_DN3_SP8_c0.t1	XP_010452587.1, XP_010518454.1, XP_010506786.1, XP_010507883.1
OG0011499	ESY12_g52224_DN3_SP8_c0.t1	XP_010518447.1, XP_010507887.1
OG0011500	ESY12_g52215_DN3_SP8_c0.t1	XP_010518437.1, XP_010507894.1, XP_010506775.1
OG0011501	ESY12_g52211_DN1_SP0_c0.t1	XP_010413102.1, XP_010507896.1
OG0011502	ESY12_g52207_DN3_SP0_c0.t1	XP_010506764.1, XP_010507907.1, XP_010518424.1
OG0011503	ESY12_g51384_DN3_SP6_c0.t1	XP_010518405.1, XP_010506736.1, XP_010507925.1
OG0011504	ESY12_g51375_DN3_SP0_c0.t1	XP_019082437.1, XP_010506719.1, XP_010507945.1
OG0011505	ESY12_g51618_DN3_SP7_c0.t1	XP_010507974.1, XP_010518355.1
OG0011506	ESY12_g51656_DN3_SP3_c0.t1	XP_010518344.1, XP_010506679.1, XP_010507987.1
OG0011507	ESY12_g51668_DN3_SP0_c0.t1	XP_010506666.1, XP_010518331.1, XP_010507999.1
OG0011508	ESY12_g51734_DN3_SP0_c45.t1	XP_010512828.1, XP_010508056.1, XP_010506616.1, XP_010518285.1
OG0011509	ESY12_g51742_DN3_SP0_c0.t1, ESY12_g51741_DN3_SP0_c0.t1	XP_010518278.1, XP_010506613.1, XP_010508060.1
OG0011510	ESY12_g51787_DN3_SP8_c0.t1	XP_010506569.1, XP_010518232.1, XP_010508097.1
OG0011511	ESY12_g51790_DN3_SP0_c0.t1	XP_010518230.1, XP_010506566.1, XP_010508100.1
OG0011512	ESY12_g51808_DN3_SP8_c0.t1	XP_010518218.1, XP_010508109.1
OG0011513	ESY12_g51844_DN3_SP0_c0.t1	XP_010518186.1, XP_010506542.1, XP_010508132.1
OG0011514	ESY12_g51887_DN3_SP0_c0.t1	XP_010508168.1, XP_010518162.1, XP_010506489.1
OG0011515	ESY12_g51905_DN3_SP0_c0.t1	XP_010508177.1, XP_010506480.1, XP_010518157.1
OG0011516	ESY12_g52051_DN3_SP0_c0.t1	XP_010518068.1, XP_010506393.1, XP_010508271.1
OG0011517	ESY12_g52068_DN3_SP2_c0.t1	XP_010508285.1, XP_010518049.1, XP_010506379.1
OG0011518	ESY12_g52140_DN1_SP0_c0.t1	XP_010508350.1, XP_010506305.1
OG0011519	ESY12_g52144_DN3_SP3_c0.t1	XP_010517978.1, XP_010413043.1, XP_010506300.1, XP_010508353.1
OG0011520	ESY12_g52173_DN3_SP0_c0.t1	XP_010508377.1, XP_010506275.1, XP_010517956.1
OG0011521	ESY12_g52174_DN3_SP8_c0.t1	XP_010508379.1, XP_010517954.1, XP_010506279.1
OG0011522	ESY12_g51500_DN3_SP0_c0.t1	XP_019101982.1, XP_010506180.1, XP_010508456.1
OG0011523	ESY12_g51501_DN3_SP0_c0.t1, ESY12_g51503_DN1_SP0_c48.t1	XP_010517874.1, XP_010506178.1, XP_010508464.1
OG0011524	ESY12_g51520_DN3_SP8_c0.t1	XP_010517865.1, XP_019100593.1, XP_010508468.1
OG0011525	ESY12_g51521_DN3_SP0_c0.t1	XP_010508470.1, XP_010517864.1, XP_010506169.1
OG0011526	ESY12_g51529_DN3_SP8_c0.t1	XP_010517861.1, XP_010508473.1, XP_010506166.1
OG0011527	ESY12_g51531_DN3_SP0_c0.t1	XP_010517859.1, XP_010506162.1
OG0011528	ESY12_g51550_DN3_SP0_c0.t1	XP_010506148.1, XP_010517846.1, XP_010508491.1
OG0011529	ESY12_g51554_DN3_SP8_c0.t1	XP_010508504.1, XP_010517845.1, XP_010506140.1
OG0011530	ESY11_g54978_DN3_SP4_c0.t1	XP_010516730.1, XP_010467370.1
OG0011531	ESY12_g51582_DN3_SP7_c0.t1	XP_010506109.1, XP_010517812.1, XP_010508536.1
OG0011532	ESY12_g51278_DN3_SP5_c0.t1	XP_019094706.1, XP_010508612.1, XP_010517723.1, XP_010506016.1
OG0011533	ESY12_g51273_DN3_SP7_c0.t1	XP_010508622.1, XP_019100569.1, XP_010517716.1
OG0011534	ESY12_g51211_DN3_SP5_c0.t1	XP_010508677.1, XP_010517668.1, XP_010505966.1
OG0011535	ESY12_g51220_DN3_SP0_c0.t1	XP_010413006.1, XP_019100723.1, XP_010508662.1, XP_019101222.1, XP_010505980.1
OG0011536	ESY12_g51221_DN2_SP5_c0.t1	XP_010517678.1, XP_010505981.1, XP_010508660.1, XP_019100724.1, XP_010508661.1
OG0011537	ESY12_g51228_DN3_SP4_c0.t1	XP_010505973.1, XP_019082321.1, XP_010508669.1
OG0011538	ESY12_g51189_DN3_SP0_c0.t1	XP_010508694.1, XP_010505949.1, XP_010517656.1
OG0011539	ESY12_g51167_DN3_SP0_c0.t1	XP_010517651.1, XP_010505941.1, XP_010508698.1
OG0011542	ESY12_g51154_DN3_SP8_c0.t1	XP_010508715.1, XP_010517641.1
OG0011543	ESY12_g51137_DN3_SP0_c0.t1	XP_010505921.1, XP_010517632.1, XP_010508721.1
OG0011544	ESY10_g14827_DN3_SP8_c18.t1	XP_010441468.1, XP_010481334.1, XP_010495816.1
OG0011545	ESY10_g14830_DN3_SP0_c0.t1	XP_010441469.1, XP_010494968.1, XP_019095781.1, XP_019095477.1
OG0011546	ESY10_g14832_DN3_SP8_c0.t1	XP_010484734.1, XP_010481337.1, XP_010441471.1
