Orthogroup	Euclidium_syriacum	Brassica_oleracea
OG0008750	ESY8_g58317_DN3_SP5_c0.t1	XP_013612688.1, XP_013615641.1
OG0008751	ESY8_g58316_DN3_SP1_c0.t1	XP_013612924.1
OG0008752	ESY8_g58293_DN3_SP7_c0.t1	XP_013622681.1, XP_013608632.1
OG0008753	ESY5_g3360_DN3_SP7_c0.t1	XP_013593898.1, XP_013608657.1
OG0008754	ESY24_g33217_DN3_SP8_c0.t1	XP_013599601.1
OG0008755	ESY13_g56931_DN2_SP0_c0.t1	XP_013593846.1, XP_013607708.1
OG0008756	ESY3_g31478_DN3_SP0_c0.t1	XP_013607702.1
OG0008757	ESY20_g13067_DN2_SP0_c0.t1	XP_013620868.1
OG0008758	ESY8_g59172_DN3_SP7_c0.t1	XP_013593272.1, XP_013586345.1
OG0008759	ESY8_g59167_DN3_SP7_c0.t1	XP_013636703.1, XP_013599179.1
OG0008760	ESY8_g59135_DN3_SP6_c0.t1	XP_013621755.1
OG0008762	ESY8_g59064_DN3_SP4_c0.t1	XP_013636884.1, XP_013637206.1
OG0008763	ESY8_g59056_DN3_SP5_c16.t1	XP_013614277.1, XP_013632176.1
OG0008764	ESY8_g59051_DN3_SP3_c0.t1	XP_013631084.1, XP_013637322.1
OG0008765	ESY8_g59049_DN3_SP8_c0.t1	XP_013635304.1, XP_013627542.1
OG0008766	ESY8_g59019_DN3_SP7_c0.t1	XP_013633676.1
OG0008768	ESY8_g59010_DN3_SP6_c0.t1	XP_013635479.1, XP_013634679.1
OG0008769	ESY8_g59005_DN3_SP1_c0.t1	XP_013634814.1
OG0008770	ESY8_g59000_DN3_SP8_c5.t1	XP_013631234.1, XP_013637447.1
OG0008771	ESY3_g30762_DN3_SP0_c4.t1	XP_013636559.1
OG0008772	ESY8_g58988_DN3_SP0_c0.t1	XP_013636523.1
OG0008773	ESY8_g58976_DN3_SP0_c0.t1	XP_013635518.1
OG0008774	ESY8_g58972_DN2_SP0_c0.t1	XP_013636873.1, XP_013634406.1
OG0008775	ESY8_g58970_DN1_SP0_c0.t1	XP_013631402.1, XP_013632090.1
OG0008776	ESY8_g58934_DN3_SP8_c0.t1	XP_013636794.1, XP_013630843.1
OG0008777	ESY8_g58928_DN3_SP6_c0.t1	XP_013635866.1
OG0008778	ESY8_g58904_DN3_SP0_c0.t1	XP_013630405.1
OG0008779	ESY8_g58898_DN2_SP0_c0.t1	XP_013632149.1, XP_013630973.1
OG0008780	ESY8_g58875_DN2_SP4_c0.t1	XP_013634501.1, XP_013633556.1
OG0008781	ESY8_g58872_DN3_SP0_c0.t1	XP_013632142.1, XP_013631757.1
OG0008782	ESY8_g58871_DN3_SP8_c0.t1	XP_013637149.1
OG0008783	ESY8_g58862_DN1_SP0_c0.t1	XP_013626159.1, XP_013614503.1, XP_013634779.1
OG0008784	ESY8_g58861_DN3_SP1_c0.t1	XP_013637387.1, XP_013634468.1
OG0008785	ESY8_g58853_DN3_SP8_c0.t1	XP_013635221.1, XP_013636069.1
OG0008786	ESY8_g58829_DN2_SP0_c0.t1	XP_013633897.1, XP_013636977.1
OG0008787	ESY8_g58790_DN3_SP7_c0.t1	XP_013631712.1, XP_013630593.1
OG0008788	ESY8_g58788_DN2_SP0_c0.t1	XP_013631732.1
OG0008789	ESY8_g58717_DN3_SP6_c0.t1	XP_013631525.1, XP_013634601.1
OG0008790	ESY8_g58710_DN3_SP8_c11.t1	XP_013637359.1, XP_013622288.1
OG0008791	ESY8_g58704_DN3_SP0_c0.t1	XP_013636381.1
OG0008792	ESY8_g58693_DN3_SP6_c0.t1	XP_013635070.1, XP_013635178.1
OG0008793	ESY8_g58669_DN3_SP0_c0.t1	XP_013633318.1, XP_013633741.1
OG0008794	ESY8_g58659_DN2_SP0_c0.t1	XP_013634675.1
OG0008795	ESY8_g58612_DN3_SP8_c0.t1	XP_013630782.1, XP_013636511.1
OG0008796	ESY8_g58611_DN3_SP7_c0.t1	XP_013621946.1
OG0008797	ESY8_g58579_DN3_SP8_c0.t1	XP_013627876.1, XP_013636731.1
OG0008798	ESY8_g58516_DN3_SP8_c0.t1	XP_013637650.1
OG0008799	ESY8_g58524_DN3_SP0_c0.t1	XP_013635128.1, XP_013622050.1
OG0008800	ESY8_g58525_DN3_SP3_c0.t1	XP_013622051.1
OG0008801	ESY8_g58538_DN3_SP7_c0.t1	XP_013631526.1
OG0008802	ESY8_g58549_DN3_SP7_c0.t1	XP_013636995.1, XP_013630934.1
OG0008803	ESY8_g58551_DN3_SP0_c0.t1	XP_013637009.1, XP_013636652.1
OG0008804	ESY8_g58483_DN3_SP3_c15.t1	XP_013631350.1, XP_013625132.1, XP_013633844.1
OG0008805	ESY8_g58477_DN3_SP0_c0.t1	XP_013633517.1, XP_013625136.1
OG0008806	ESY8_g58414_DN2_SP1_c0.t1	XP_013631196.1, XP_013623267.1
OG0008807	ESY8_g58407_DN3_SP8_c0.t1	XP_013635829.1, XP_013636042.1
OG0008809	ESY8_g58347_DN3_SP0_c0.t1	XP_013633805.1
OG0008810	ESY20_g12684_DN3_SP0_c0.t1	XP_013633942.1, XP_013633996.1
OG0008811	ESY20_g13339_DN2_SP1_c0.t1	XP_013634908.1, XP_013635380.1, XP_013627801.1
OG0008812	ESY17_g39505_DN3_SP0_c0.t1	XP_013599953.1
OG0008814	ESY20_g12733_DN3_SP6_c0.t1	XP_013636126.1
OG0008815	ESY20_g12793_DN3_SP2_c0.t1	XP_013633983.1
OG0008816	ESY20_g12810_DN3_SP5_c0.t1	XP_013631379.1, XP_013622116.1
OG0008817	ESY20_g12827_DN3_SP8_c0.t1	XP_013633633.1, XP_013622120.1
OG0008818	ESY20_g12828_DN3_SP0_c0.t1	XP_013632310.1
OG0008819	ESY20_g12832_DN3_SP0_c0.t1	XP_013634748.1, XP_013632574.1
OG0008820	ESY20_g12837_DN3_SP2_c0.t1	XP_013631762.1, XP_013631467.1
OG0008821	ESY20_g12853_DN3_SP0_c0.t1	XP_013621346.1, XP_013597978.1
OG0008822	ESY20_g12885_DN3_SP0_c0.t1	XP_013596929.1, XP_013609850.1
OG0008823	ESY20_g12905_DN3_SP0_c0.t1	XP_013609849.1, XP_013596472.1
OG0008824	ESY20_g12666_DN3_SP3_c0.t1	XP_013616079.1
OG0008825	ESY8_g58108_DN3_SP8_c0.t1	XP_013607345.1, XP_013618698.1
OG0008826	ESY8_g58110_DN3_SP8_c0.t1	XP_013593019.1, XP_013616176.1
OG0008827	ESY8_g58191_DN2_SP0_c0.t1, ESY8_g58189_DN3_SP0_c0.t1	XP_013598655.1, XP_013599748.1
OG0008829	ESY8_g58236_DN3_SP0_c0.t1	XP_013610883.1
OG0008829	ESY5_g5114_DN3_SP0_c4.t1, ESY5_g5112_DN3_SP0_c0.t1	XP_013639091.1
OG0008830	ESY13_g56744_DN3_SP0_c0.t1	XP_013616807.1
OG0008831	ESY13_g56746_DN2_SP0_c0.t1	XP_013597250.1, XP_013595122.1
OG0008832	ESY13_g56432_DN3_SP0_c0.t1	XP_013595264.1, XP_013616493.1
OG0008833	ESY4_g25350_DN2_SP0_c0.t1	XP_013588230.1
OG0008834	ESY4_g22568_DN3_SP0_c0.t1	XP_013638746.1, XP_013599578.1
OG0008835	ESY4_g21977_DN3_SP8_c0.t1	XP_013599779.1, XP_013638405.1
OG0008836	ESY6_g49469_DN3_SP0_c0.t1	XP_013638284.1
OG0008837	ESY9_g42853_DN3_SP2_c0.t1	XP_013615636.1, XP_013590158.1, XP_013615634.1
OG0008838	ESY1_g6211_DN3_SP0_c0.t1	XP_013602002.1, XP_013592426.1
OG0008840	ESY4_g22251_DN3_SP0_c0.t1	XP_013589910.1, XP_013600124.1
OG0008841	ESY4_g22315_DN3_SP0_c0.t1	XP_013588593.1, XP_013600551.1
OG0008843	ESY10_g14902_DN3_SP0_c0.t1	XP_013593054.1, XP_013585734.1
OG0008844	ESY4_g22760_DN3_SP1_c0.t1	XP_013595559.1, XP_013584196.1
OG0008845	ESY3_g27520_DN3_SP6_c0.t1	XP_013597048.1, XP_013629494.1
OG0008846	ESY4_g22670_DN3_SP0_c0.t1	XP_013597236.1, XP_013585180.1
OG0008847	ESY3_g28720_DN2_SP0_c0.t1	XP_013625197.1, XP_013587394.1
OG0008848	ESY11_g53782_DN3_SP6_c0.t1	XP_013594057.1, XP_013638340.1
OG0008849	ESY4_g23097_DN3_SP2_c0.t1	XP_013637813.1
OG0008849	ESY1_g11020_DN2_SP0_c0.t1	XP_013635931.1
OG0008850	ESY4_g23098_DN3_SP0_c0.t1	XP_013596128.1, XP_013637811.1
OG0008851	ESY4_g23126_DN2_SP3_c0.t1	XP_013584462.1, XP_013626512.1
OG0008852	ESY4_g23294_DN3_SP4_c0.t1	XP_013622090.1, XP_013595495.1
OG0008853	ESY15_g64327_DN3_SP2_c0.t1	XP_013606694.1
OG0008854	ESY4_g23300_DN3_SP0_c0.t1	XP_013589361.1, XP_013628925.1, XP_013585511.1
OG0008855	ESY6_g50679_DN3_SP0_c0.t1, ESY4_g23331_DN3_SP1_c0.t1	XP_013597647.1
OG0008856	ESY4_g23468_DN2_SP8_c0.t1	XP_013596030.1, XP_013586728.1
OG0008857	ESY4_g23589_DN3_SP8_c0.t1	XP_013586187.1, XP_013629482.1
OG0008858	ESY4_g23691_DN3_SP2_c0.t1	XP_013584275.1, XP_013595932.1
OG0008859	ESY4_g23715_DN3_SP0_c0.t1	XP_013586976.1, XP_013598649.1
OG0008860	ESY4_g23764_DN3_SP0_c0.t1	XP_013587427.1
OG0008861	ESY16_g62067_DN3_SP8_c0.t1	XP_013587582.1, XP_013599305.1
OG0008862	ESY16_g62046_DN3_SP0_c0.t1	XP_013584271.1, XP_013618000.1
OG0008863	ESY16_g62037_DN3_SP0_c0.t1	XP_013608698.1
OG0008864	ESY16_g62020_DN3_SP5_c0.t1	XP_013621588.1, XP_013587509.1
OG0008865	ESY16_g61975_DN3_SP0_c0.t1	XP_013584316.1
OG0008866	ESY16_g61956_DN3_SP8_c0.t1	XP_013598675.1
OG0008867	ESY24_g32970_DN3_SP0_c0.t1, ESY22_g40895_DN2_SP0_c0.t1	XP_013606100.1
OG0008868	ESY16_g61907_DN3_SP2_c0.t1	XP_013586715.1, XP_013604876.1
OG0008869	ESY16_g61828_DN3_SP0_c0.t1	XP_013584356.1, XP_013638272.1
OG0008870	ESY16_g61792_DN3_SP7_c0.t1	XP_013637772.1, XP_013600851.1
OG0008872	ESY16_g61665_DN3_SP5_c0.t1	XP_013599765.1
OG0008873	ESY2_g34172_DN2_SP0_c0.t1	XP_013635685.1
OG0008874	ESY10_g14382_DN3_SP7_c0.t1	XP_013598239.1
OG0008875	ESY10_g14336_DN3_SP0_c0.t1	XP_013619381.1, XP_013597227.1
OG0008876	ESY10_g14212_DN3_SP5_c0.t1	XP_013596083.1
OG0008877	ESY1_g12404_DN3_SP8_c0.t1	XP_013604289.1
OG0008878	ESY6_g50313_DN3_SP0_c0.t1	XP_013611721.1, XP_013593618.1
OG0008879	ESY6_g50310_DN3_SP5_c0.t1	XP_013598691.1
OG0008880	ESY6_g50324_DN3_SP0_c0.t1	XP_013596477.1, XP_013610348.1
OG0008881	ESY6_g50364_DN3_SP5_c0.t1	XP_013607292.1, XP_013593881.1
OG0008882	ESY6_g50362_DN3_SP0_c0.t1	XP_013598407.1, XP_013611662.1
OG0008883	ESY6_g50360_DN3_SP0_c0.t1	XP_013609709.1, XP_013594767.1
OG0008884	ESY6_g50354_DN3_SP6_c0.t1	XP_013597986.1, XP_013613157.1
OG0008885	ESY6_g50346_DN3_SP5_c0.t1	XP_013634584.1, XP_013598390.1, XP_013632630.1
OG0008886	ESY6_g50387_DN3_SP4_c10.t1	XP_013609391.1, XP_013594755.1
OG0008887	ESY6_g50394_DN3_SP0_c0.t1	XP_013598572.1, XP_013617841.1, XP_013618146.1
OG0008888	ESY6_g50414_DN3_SP0_c0.t1	XP_013621155.1, XP_013628302.1
OG0008889	ESY6_g50437_DN3_SP0_c0.t1	XP_013618850.1, XP_013602846.1, XP_013610607.1
OG0008890	ESY6_g50426_DN2_SP0_c0.t1	XP_013619085.1, XP_013627228.1
OG0008891	ESY6_g50467_DN3_SP0_c0.t1	XP_013613182.1, XP_013622030.1
OG0008892	ESY6_g50470_DN3_SP0_c0.t1	XP_013622137.1, XP_013618266.1
OG0008893	ESY6_g50483_DN3_SP0_c0.t1	XP_013614266.1, XP_013628402.1
OG0008894	ESY6_g50521_DN3_SP0_c0.t1	XP_013613636.1, XP_013628737.1
OG0008895	ESY6_g50543_DN3_SP8_c0.t1	XP_013613886.1, XP_013613606.1
OG0008896	ESY6_g50544_DN3_SP0_c0.t1	XP_013613888.1, XP_013613634.1, XP_013624402.1
OG0008897	ESY6_g50546_DN3_SP8_c0.t1	XP_013612150.1, XP_013630350.1
OG0008898	ESY6_g50563_DN3_SP8_c0.t1	XP_013620183.1
OG0008899	ESY6_g50590_DN3_SP0_c0.t1	XP_013630388.1
OG0008900	ESY6_g50609_DN3_SP0_c0.t1	XP_013630827.1, XP_013620002.1
OG0008901	ESY6_g50640_DN3_SP0_c0.t1	XP_013623318.1, XP_013610906.1
OG0008902	ESY6_g50697_DN3_SP8_c17.t1	XP_013629816.1, XP_013606401.1
OG0008903	ESY6_g50712_DN3_SP0_c0.t1	XP_013616328.1
OG0008904	ESY6_g50731_DN3_SP0_c0.t1	XP_013625495.1, XP_013628148.1
OG0008905	ESY6_g49601_DN3_SP6_c11.t1	XP_013621373.1, XP_013630741.1
OG0008906	ESY6_g49607_DN3_SP8_c0.t1	XP_013606881.1, XP_013629941.1
OG0008907	ESY6_g49622_DN3_SP1_c0.t1	XP_013621401.1, XP_013622505.1
OG0008908	ESY6_g49644_DN3_SP0_c0.t1	XP_013617974.1, XP_013627397.1
OG0008909	ESY6_g49680_DN3_SP3_c0.t1	XP_013623350.1, XP_013612957.1
OG0008910	ESY6_g49701_DN3_SP0_c0.t1	XP_013626319.1, XP_013619213.1
OG0008911	ESY6_g49716_DN3_SP6_c7.t1	XP_013612550.1, XP_013627284.1
OG0008912	ESY6_g49791_DN3_SP6_c0.t1	XP_013607164.1, XP_013623637.1
OG0008913	ESY6_g49806_DN3_SP0_c0.t1	XP_013618980.1, XP_013627064.1
OG0008914	ESY6_g49817_DN3_SP3_c0.t1	XP_013618536.1, XP_013628572.1
OG0008915	ESY6_g49825_DN3_SP8_c0.t1	XP_013619082.1, XP_013622545.1
OG0008916	ESY6_g49843_DN3_SP1_c0.t1	XP_013630672.1
OG0008917	ESY6_g49340_DN3_SP0_c0.t1	XP_013606552.1, XP_013621158.1
OG0008918	ESY6_g49347_DN3_SP0_c3.t1	XP_013616691.1, XP_013629314.1
OG0008919	ESY6_g49364_DN3_SP8_c0.t1	XP_013627888.1, XP_013619810.1
OG0008920	ESY6_g49370_DN3_SP0_c0.t1	XP_013626687.1, XP_013607394.1
OG0008921	ESY6_g49377_DN3_SP2_c0.t1	XP_013618785.1, XP_013626027.1
OG0008922	ESY6_g49397_DN3_SP0_c0.t1	XP_013619464.1, XP_013628122.1, XP_013610507.1
OG0008923	ESY6_g49408_DN3_SP1_c0.t1	XP_013619080.1, XP_013621852.1
OG0008924	ESY6_g49420_DN3_SP0_c0.t1	XP_013618730.1, XP_013623223.1
OG0008925	ESY6_g49423_DN3_SP8_c0.t1	XP_013616384.1, XP_013626515.1
OG0008926	ESY6_g49435_DN3_SP6_c0.t1	XP_013627201.1, XP_013619677.1
OG0008927	ESY6_g49448_DN3_SP8_c0.t1	XP_013625341.1, XP_013609100.1
OG0008928	ESY6_g49506_DN3_SP0_c0.t1	XP_013593141.1, XP_013595748.1
OG0008929	ESY6_g49551_DN3_SP0_c7.t1	XP_013613371.1, XP_013606101.1
OG0008930	ESY6_g50210_DN3_SP5_c0.t1	XP_013598062.1, XP_013613819.1
OG0008931	ESY6_g50198_DN3_SP0_c0.t1	XP_013618035.1, XP_013597904.1
OG0008932	ESY6_g50193_DN3_SP8_c0.t1	XP_013618039.1, XP_013595993.1
OG0008933	ESY6_g50183_DN3_SP7_c0.t1	XP_013609056.1, XP_013597844.1
OG0008934	ESY6_g50180_DN3_SP8_c0.t1	XP_013599328.1, XP_013618043.1
OG0008935	ESY6_g50167_DN3_SP8_c0.t1	XP_013598057.1, XP_013620453.1
OG0008936	ESY6_g50164_DN3_SP0_c0.t1	XP_013613257.1, XP_013598326.1
OG0008937	ESY6_g50158_DN3_SP8_c0.t1	XP_013598913.1
OG0008938	ESY6_g50122_DN2_SP3_c0.t1	XP_013599342.1, XP_013621689.1
OG0008939	ESY6_g50094_DN3_SP4_c0.t1, ESY3_g32224_DN3_SP0_c0.t1	XP_013619142.1
OG0008940	ESY6_g50065_DN3_SP4_c0.t1	XP_013593245.1
OG0008942	ESY6_g50047_DN3_SP6_c0.t1	XP_013595538.1, XP_013618707.1
OG0008943	ESY6_g50043_DN3_SP8_c0.t1	XP_013616721.1, XP_013598466.1
OG0008944	ESY6_g50032_DN3_SP7_c0.t1	XP_013597675.1, XP_013613027.1
OG0008945	ESY6_g50004_DN2_SP6_c0.t1	XP_013611790.1
OG0008946	ESY6_g50003_DN3_SP8_c0.t1	XP_013621590.1, XP_013598731.1
OG0008947	ESY6_g49992_DN3_SP8_c0.t1	XP_013616142.1, XP_013606342.1
OG0008948	ESY6_g49990_DN3_SP8_c0.t1	XP_013595541.1, XP_013618004.1
OG0008949	ESY6_g49979_DN3_SP8_c0.t1	XP_013618075.1, XP_013608816.1
OG0008950	ESY6_g49971_DN3_SP0_c0.t1	XP_013598041.1, XP_013615967.1
OG0008951	ESY6_g49930_DN3_SP0_c0.t1	XP_013608797.1, XP_013593793.1
OG0008952	ESY6_g49923_DN3_SP0_c0.t1	XP_013610031.1, XP_013595593.1
OG0008953	ESY6_g49893_DN3_SP2_c0.t1	XP_013609820.1
OG0008954	ESY6_g49864_DN3_SP0_c0.t1	XP_013614044.1, XP_013621123.1
OG0008955	ESY6_g49857_DN2_SP0_c0.t1	XP_013610605.1, XP_013621103.1
OG0008956	ESY10_g15725_DN2_SP0_c0.t1, ESY6_g49855_DN3_SP8_c0.t1, ESY10_g15724_DN2_SP0_c0.t1	XP_013611269.1
OG0008957	ESY6_g49854_DN3_SP0_c0.t1	XP_013616167.1, XP_013622231.1
OG0008958	ESY6_g49853_DN2_SP0_c0.t1	XP_013621127.1
OG0008959	ESY6_g49851_DN3_SP0_c0.t1	XP_013621126.1
OG0008960	ESY6_g49303_DN3_SP8_c14.t1	XP_013620389.1, XP_013611247.1
OG0008961	ESY6_g49301_DN3_SP2_c0.t1	XP_013620387.1, XP_013617935.1, XP_013611246.1
OG0008963	ESY6_g49284_DN3_SP2_c0.t1	XP_013609734.1, XP_013618938.1
OG0008964	ESY6_g49279_DN3_SP0_c0.t1	XP_013616060.1, XP_013607385.1
OG0008965	ESY6_g49246_DN3_SP0_c0.t1	XP_013618310.1
OG0008966	ESY6_g49242_DN3_SP7_c0.t1	XP_013609943.1, XP_013625705.1
OG0008967	ESY6_g49235_DN3_SP0_c0.t1	XP_013621195.1, XP_013611817.1
OG0008968	ESY6_g49231_DN3_SP2_c0.t1	XP_013620662.1, XP_013612073.1
OG0008969	ESY6_g49196_DN3_SP3_c0.t1	XP_013616112.1, XP_013613308.1
OG0008970	ESY6_g49174_DN2_SP1_c0.t1	XP_013606131.1, XP_013612348.1
OG0008971	ESY6_g49162_DN3_SP8_c0.t1	XP_013609806.1, XP_013626669.1
OG0008972	ESY6_g49160_DN3_SP3_c0.t1	XP_013630742.1, XP_013618576.1
OG0008973	ESY6_g49149_DN3_SP8_c0.t1	XP_013612134.1, XP_013620324.1
OG0008974	ESY6_g49146_DN3_SP7_c0.t1	XP_013630211.1, XP_013607050.1
OG0008975	ESY6_g49139_DN3_SP0_c0.t1	XP_013611691.1, XP_013628205.1
OG0008976	ESY6_g49136_DN3_SP8_c0.t1	XP_013609220.1, XP_013613892.1
OG0008977	ESY6_g49110_DN2_SP4_c0.t1	XP_013611154.1, XP_013628211.1
OG0008978	ESY6_g49082_DN3_SP8_c0.t1	XP_013629716.1, XP_013611264.1
OG0008980	ESY6_g49033_DN3_SP8_c0.t1	XP_013618264.1, XP_013606979.1
OG0008981	ESY6_g49030_DN3_SP0_c0.t1	XP_013621286.1, XP_013610572.1
OG0008983	ESY5_g4730_DN3_SP0_c0.t1	XP_013630681.1, XP_013615717.1, XP_013625847.1
OG0008984	ESY6_g48985_DN3_SP8_c0.t1	XP_013606185.1, XP_013615906.1
OG0008985	ESY6_g48964_DN3_SP2_c0.t1	XP_013610440.1, XP_013619257.1
OG0008986	ESY6_g48950_DN3_SP8_c0.t1	XP_013611542.1, XP_013612417.1
OG0008987	ESY2_g33402_DN3_SP0_c0.t1, ESY6_g48913_DN3_SP0_c0.t1	XP_013609003.1, XP_013590067.1, XP_013622208.1
OG0008988	ESY6_g48896_DN3_SP1_c0.t1	XP_013621647.1
OG0008989	ESY6_g48856_DN3_SP0_c0.t1	XP_013606977.1, XP_013616152.1
OG0008990	ESY6_g48853_DN3_SP4_c0.t1	XP_013618950.1, XP_013612289.1
OG0008991	ESY6_g48826_DN3_SP7_c0.t1	XP_013607246.1, XP_013616540.1
OG0008992	ESY6_g48845_DN2_SP1_c0.t1	XP_013623429.1, XP_013608794.1
OG0008993	ESY6_g48820_DN3_SP0_c0.t1	XP_013610193.1, XP_013619741.1
OG0008994	ESY6_g48684_DN3_SP7_c0.t1	XP_013609450.1, XP_013626374.1
OG0008995	ESY6_g48680_DN3_SP7_c0.t1	XP_013618409.1
OG0008996	ESY6_g48663_DN3_SP8_c0.t1	XP_013612843.1, XP_013616407.1
OG0008997	ESY6_g48668_DN3_SP8_c0.t1	XP_013620711.1, XP_013611952.1
OG0008998	ESY6_g48660_DN3_SP3_c12.t1	XP_013612011.1
OG0008999	ESY6_g48621_DN3_SP0_c0.t1	XP_013622713.1, XP_013606560.1
OG0009000	ESY6_g48584_DN3_SP0_c0.t1	XP_013611412.1, XP_013628897.1
OG0009001	ESY6_g48574_DN3_SP0_c0.t1, ESY6_g48572_DN3_SP0_c0.t1	XP_013629988.1, XP_013620760.1
OG0009002	ESY6_g48556_DN3_SP0_c0.t1	XP_013615914.1, XP_013611392.1
OG0009003	ESY5_g3885_DN3_SP0_c0.t1	XP_013585735.1
OG0009004	ESY6_g48544_DN3_SP0_c0.t1	XP_013630349.1, XP_013611149.1
OG0009005	ESY2_g36111_DN3_SP6_c5.t1	XP_013617361.1, XP_013591190.1
OG0009006	ESY6_g48523_DN3_SP0_c0.t1	XP_013611784.1
OG0009007	ESY6_g48473_DN3_SP0_c0.t1	XP_013627329.1, XP_013619531.1
OG0009008	ESY6_g48455_DN3_SP3_c0.t1	XP_013609492.1, XP_013618786.1
OG0009009	ESY6_g48429_DN3_SP0_c0.t1	XP_013616424.1, XP_013608757.1
OG0009010	ESY6_g48423_DN3_SP8_c0.t1	XP_013629074.1, XP_013613062.1
OG0009011	ESY6_g48419_DN3_SP5_c0.t1	XP_013625799.1
OG0009012	ESY6_g48407_DN3_SP8_c0.t1	XP_013610112.1
OG0009013	ESY6_g48402_DN2_SP0_c0.t1	XP_013612066.1, XP_013621247.1
OG0009014	ESY6_g48401_DN3_SP7_c0.t1	XP_013609063.1
OG0009015	ESY6_g48362_DN3_SP0_c0.t1	XP_013621383.1
OG0009016	ESY6_g48359_DN3_SP0_c0.t1	XP_013607405.1, XP_013618238.1
OG0009017	ESY6_g48327_DN3_SP0_c0.t1	XP_013628974.1, XP_013608234.1, XP_013610238.1
OG0009018	ESY6_g48318_DN3_SP1_c0.t1	XP_013609825.1, XP_013626270.1
OG0009019	ESY6_g48298_DN3_SP7_c0.t1	XP_013612635.1, XP_013616569.1
OG0009020	ESY6_g48295_DN3_SP8_c0.t1	XP_013607117.1, XP_013628291.1
OG0009021	ESY6_g48273_DN3_SP8_c0.t1	XP_013626174.1
OG0009022	ESY6_g48271_DN3_SP0_c0.t1	XP_013618441.1, XP_013608228.1, XP_013629536.1
OG0009023	ESY6_g48212_DN3_SP0_c0.t1	XP_013630082.1, XP_013613016.1
OG0009024	ESY6_g48210_DN3_SP0_c0.t1	XP_013621991.1, XP_013611622.1
OG0009025	ESY6_g48176_DN3_SP0_c0.t1	XP_013612905.1
OG0009026	ESY6_g48188_DN3_SP0_c0.t1, ESY6_g48185_DN3_SP8_c0.t1	XP_013606606.1, XP_013629715.1
OG0009027	ESY6_g48119_DN3_SP4_c0.t1	XP_013625622.1, XP_013606338.1
OG0009028	ESY6_g48116_DN3_SP8_c0.t1	XP_013612030.1
OG0009029	ESY6_g48105_DN3_SP0_c0.t1	XP_013612637.1, XP_013627084.1
OG0009030	ESY6_g48069_DN1_SP0_c0.t1	XP_013625347.1, XP_013609180.1
OG0009031	ESY6_g48068_DN3_SP0_c0.t1	XP_013618419.1, XP_013606930.1
OG0009032	ESY6_g48057_DN2_SP0_c0.t1	XP_013611773.1
OG0009033	ESY6_g48056_DN3_SP0_c0.t1	XP_013612505.1, XP_013630482.1
OG0009034	ESY6_g48003_DN3_SP3_c0.t1	XP_013612322.1, XP_013626415.1
OG0009035	ESY10_g14436_DN2_SP0_c0.t1	XP_013620128.1, XP_013610795.1
OG0009036	ESY6_g47987_DN3_SP8_c0.t1	XP_013613058.1, XP_013621457.1
OG0009037	ESY6_g47980_DN3_SP3_c0.t1	XP_013615901.1, XP_013611803.1
OG0009038	ESY6_g47972_DN3_SP0_c0.t1	XP_013628930.1, XP_013608906.1
OG0009039	ESY1_g9672_DN3_SP0_c0.t1	XP_013627593.1, XP_013603661.1
OG0009040	ESY1_g9621_DN3_SP4_c0.t1	XP_013600116.1, XP_013630785.1
OG0009042	ESY1_g9449_DN3_SP8_c0.t1	XP_013626555.1, XP_013603677.1
OG0009043	ESY1_g9422_DN3_SP8_c0.t1	XP_013599477.1
OG0009044	ESY1_g9324_DN3_SP0_c0.t1	XP_013590262.1
OG0009045	ESY9_g42865_DN3_SP0_c0.t1, ESY1_g10805_DN3_SP0_c0.t1, ESY1_g9305_DN3_SP0_c0.t1	XP_013597611.1
OG0009046	ESY6_g47616_DN3_SP7_c0.t1	XP_013612739.1, XP_013630153.1
OG0009047	ESY6_g47627_DN3_SP8_c0.t1	XP_013620569.1, XP_013611401.1
OG0009048	ESY20_g13222_DN3_SP0_c0.t1	XP_013620692.1
OG0009049	ESY20_g13312_DN3_SP0_c0.t1	XP_013607199.1
OG0009050	ESY8_g59286_DN3_SP5_c0.t1, ESY7_g16884_DN3_SP0_c0.t1	XP_013636157.1
OG0009052	ESY20_g12794_DN3_SP0_c0.t1	XP_013601205.1
OG0009053	ESY2_g33261_DN3_SP3_c0.t1	XP_013611834.1
OG0009054	ESY7_g18455_DN3_SP8_c0.t1	XP_013609185.1, XP_013623649.1
OG0009055	ESY7_g18719_DN3_SP8_c0.t1	XP_013621493.1
OG0009056	ESY7_g18754_DN3_SP0_c6.t1	XP_013629552.1, XP_013613216.1
OG0009057	ESY7_g18760_DN3_SP0_c0.t1	XP_013612661.1
OG0009058	ESY7_g18775_DN3_SP0_c0.t1	XP_013627298.1, XP_013607415.1
OG0009059	ESY7_g18783_DN2_SP3_c0.t1	XP_013628241.1, XP_013609500.1
OG0009060	ESY7_g17027_DN3_SP8_c0.t1	XP_013616835.1, XP_013621916.1
OG0009061	ESY7_g17030_DN1_SP0_c0.t1	XP_013616837.1
OG0009062	ESY5_g3919_DN3_SP0_c0.t1	XP_013584751.1, XP_013596622.1
OG0009063	ESY7_g18816_DN3_SP0_c0.t1	XP_013627963.1, XP_013610723.1
OG0009064	ESY13_g57502_DN3_SP1_c0.t1	XP_013638388.1
OG0009065	ESY7_g18831_DN3_SP0_c0.t1	XP_013627463.1, XP_013609297.1
