Orthogroup	Euclidium_syriacum	Arabidopsis_arenosa
OG0008763	ESY8_g59056_DN3_SP5_c16.t1	jg17632
OG0008764	ESY8_g59051_DN3_SP3_c0.t1	jg17639
OG0008765	ESY8_g59049_DN3_SP8_c0.t1	jg17642
OG0008766	ESY8_g59019_DN3_SP7_c0.t1	jg17677
OG0008767	ESY10_g13801_DN1_SP0_c0.t1	jg14211
OG0008767	ESY6_g48995_DN2_SP0_c0.t1	jg13488
OG0008768	ESY8_g59010_DN3_SP6_c0.t1	jg17704
OG0008770	ESY8_g59000_DN3_SP8_c5.t1	jg17717
OG0008771	ESY3_g30762_DN3_SP0_c4.t1	jg17725
OG0008772	ESY8_g58988_DN3_SP0_c0.t1	jg17736
OG0008773	ESY8_g58976_DN3_SP0_c0.t1	jg17760
OG0008774	ESY8_g58972_DN2_SP0_c0.t1	jg17763
OG0008775	ESY8_g58970_DN1_SP0_c0.t1	jg17764
OG0008776	ESY8_g58934_DN3_SP8_c0.t1	jg17801
OG0008777	ESY8_g58928_DN3_SP6_c0.t1	jg17807
OG0008778	ESY8_g58904_DN3_SP0_c0.t1	jg17831
OG0008779	ESY8_g58898_DN2_SP0_c0.t1	jg17834
OG0008780	ESY8_g58875_DN2_SP4_c0.t1	jg17855
OG0008781	ESY8_g58872_DN3_SP0_c0.t1	jg17858
OG0008782	ESY8_g58871_DN3_SP8_c0.t1	jg17859, jg24238
OG0008784	ESY8_g58861_DN3_SP1_c0.t1	jg17866
OG0008785	ESY8_g58853_DN3_SP8_c0.t1	jg17874
OG0008786	ESY8_g58829_DN2_SP0_c0.t1	jg17901
OG0008787	ESY8_g58790_DN3_SP7_c0.t1	jg17946
OG0008788	ESY8_g58788_DN2_SP0_c0.t1	jg17947
OG0008789	ESY8_g58717_DN3_SP6_c0.t1	jg18036
OG0008790	ESY8_g58710_DN3_SP8_c11.t1	jg18041
OG0008791	ESY8_g58704_DN3_SP0_c0.t1	jg18045
OG0008792	ESY8_g58693_DN3_SP6_c0.t1	jg18053
OG0008794	ESY8_g58659_DN2_SP0_c0.t1	jg18079
OG0008795	ESY8_g58612_DN3_SP8_c0.t1	jg18093
OG0008796	ESY8_g58611_DN3_SP7_c0.t1	jg18094
OG0008797	ESY8_g58579_DN3_SP8_c0.t1	jg18119
OG0008798	ESY8_g58516_DN3_SP8_c0.t1	jg18159, jg18180
OG0008799	ESY8_g58524_DN3_SP0_c0.t1	jg18163
OG0008800	ESY8_g58525_DN3_SP3_c0.t1	jg18164
OG0008801	ESY8_g58538_DN3_SP7_c0.t1	jg18172
OG0008802	ESY8_g58549_DN3_SP7_c0.t1	jg18185
OG0008803	ESY8_g58551_DN3_SP0_c0.t1	jg18188
OG0008804	ESY8_g58483_DN3_SP3_c15.t1	jg18197
OG0008805	ESY8_g58477_DN3_SP0_c0.t1	jg18202
OG0008806	ESY8_g58414_DN2_SP1_c0.t1	jg18239
OG0008807	ESY8_g58407_DN3_SP8_c0.t1	jg18245
OG0008809	ESY8_g58347_DN3_SP0_c0.t1	jg18283
OG0008810	ESY20_g12684_DN3_SP0_c0.t1	jg18321
OG0008811	ESY20_g13339_DN2_SP1_c0.t1	jg18301
OG0008812	ESY17_g39505_DN3_SP0_c0.t1	jg11618
OG0008814	ESY20_g12733_DN3_SP6_c0.t1	jg18361
OG0008815	ESY20_g12793_DN3_SP2_c0.t1	jg18402
OG0008816	ESY20_g12810_DN3_SP5_c0.t1	jg18419, jg18421
OG0008817	ESY20_g12827_DN3_SP8_c0.t1	jg18429
OG0008818	ESY20_g12828_DN3_SP0_c0.t1	jg18430
OG0008819	ESY20_g12832_DN3_SP0_c0.t1	jg18433
OG0008820	ESY20_g12837_DN3_SP2_c0.t1	jg18438
OG0008821	ESY20_g12853_DN3_SP0_c0.t1	jg20904
OG0008822	ESY20_g12885_DN3_SP0_c0.t1	jg20855
OG0008823	ESY20_g12905_DN3_SP0_c0.t1	jg20848
OG0008824	ESY20_g12666_DN3_SP3_c0.t1	jg20834
OG0008825	ESY8_g58108_DN3_SP8_c0.t1	jg20818
OG0008826	ESY8_g58110_DN3_SP8_c0.t1	jg20816
OG0008827	ESY8_g58191_DN2_SP0_c0.t1, ESY8_g58189_DN3_SP0_c0.t1	jg10027
OG0008829	ESY5_g5114_DN3_SP0_c4.t1, ESY5_g5112_DN3_SP0_c0.t1	jg28678
OG0008830	ESY13_g56744_DN3_SP0_c0.t1	jg9953
OG0008831	ESY13_g56746_DN2_SP0_c0.t1	jg9951
OG0008832	ESY13_g56432_DN3_SP0_c0.t1	jg9933
OG0008833	ESY4_g25350_DN2_SP0_c0.t1	jg32826
OG0008834	ESY4_g22568_DN3_SP0_c0.t1	jg32815
OG0008835	ESY4_g21977_DN3_SP8_c0.t1	jg32809
OG0008836	ESY6_g49469_DN3_SP0_c0.t1	jg32796, jg32791
OG0008837	ESY4_g25233_DN3_SP0_c0.t1, ESY9_g42853_DN3_SP2_c0.t1	jg32782
OG0008838	ESY1_g6211_DN3_SP0_c0.t1	jg32776
OG0008840	ESY4_g22251_DN3_SP0_c0.t1	jg32729
OG0008841	ESY4_g22315_DN3_SP0_c0.t1	jg32742
OG0008843	ESY10_g14902_DN3_SP0_c0.t1	jg31309
OG0008844	ESY4_g22760_DN3_SP1_c0.t1	jg31336
OG0008845	ESY3_g27520_DN3_SP6_c0.t1	jg26854
OG0008846	ESY4_g22670_DN3_SP0_c0.t1	jg31352
OG0008847	ESY3_g28720_DN2_SP0_c0.t1	jg31369
OG0008848	ESY11_g53782_DN3_SP6_c0.t1	jg31415
OG0008849	ESY4_g23097_DN3_SP2_c0.t1, ESY1_g11020_DN2_SP0_c0.t1	jg31446
OG0008850	ESY4_g23098_DN3_SP0_c0.t1	jg31447
OG0008851	ESY4_g23126_DN2_SP3_c0.t1	jg31452
OG0008852	ESY4_g23294_DN3_SP4_c0.t1	jg31499
OG0008853	ESY15_g64327_DN3_SP2_c0.t1	jg21550
OG0008854	ESY4_g23300_DN3_SP0_c0.t1	jg31516
OG0008855	ESY6_g50679_DN3_SP0_c0.t1, ESY4_g23331_DN3_SP1_c0.t1	jg31534
OG0008856	ESY4_g23468_DN2_SP8_c0.t1	jg31543
OG0008857	ESY4_g23589_DN3_SP8_c0.t1	jg31580
OG0008858	ESY4_g23691_DN3_SP2_c0.t1	jg31623
OG0008859	ESY4_g23715_DN3_SP0_c0.t1	jg31627
OG0008860	ESY4_g23764_DN3_SP0_c0.t1	jg31634
OG0008861	ESY16_g62067_DN3_SP8_c0.t1	jg31654
OG0008862	ESY16_g62046_DN3_SP0_c0.t1	jg31660
OG0008863	ESY16_g62037_DN3_SP0_c0.t1	jg31664
OG0008864	ESY16_g62020_DN3_SP5_c0.t1	jg31685
OG0008865	ESY16_g61975_DN3_SP0_c0.t1	jg31735
OG0008866	ESY16_g61956_DN3_SP8_c0.t1	jg31744
OG0008867	ESY24_g32970_DN3_SP0_c0.t1, ESY22_g40895_DN2_SP0_c0.t1	jg21708
OG0008868	ESY16_g61907_DN3_SP2_c0.t1	jg31776
OG0008869	ESY16_g61828_DN3_SP0_c0.t1	jg31813
OG0008870	ESY16_g61792_DN3_SP7_c0.t1	jg31832
OG0008871	ESY16_g61727_DN3_SP0_c0.t1	jg31882
OG0008872	ESY16_g61665_DN3_SP5_c0.t1	jg31907
OG0008873	ESY2_g34172_DN2_SP0_c0.t1	jg18651
OG0008874	ESY10_g14382_DN3_SP7_c0.t1	jg13059
OG0008875	ESY10_g14336_DN3_SP0_c0.t1	jg13082
OG0008876	ESY10_g14212_DN3_SP5_c0.t1	jg13139
OG0008877	ESY1_g12404_DN3_SP8_c0.t1	jg16265
OG0008878	ESY6_g50313_DN3_SP0_c0.t1	jg23715
OG0008879	ESY6_g50310_DN3_SP5_c0.t1	jg23712
OG0008880	ESY6_g50324_DN3_SP0_c0.t1	jg23710
OG0008881	ESY6_g50364_DN3_SP5_c0.t1	jg23695
OG0008882	ESY6_g50362_DN3_SP0_c0.t1	jg23693, jg15085
OG0008883	ESY6_g50360_DN3_SP0_c0.t1	jg23690
OG0008884	ESY6_g50354_DN3_SP6_c0.t1	jg23683
OG0008885	ESY6_g50346_DN3_SP5_c0.t1	jg23672
OG0008886	ESY6_g50387_DN3_SP4_c10.t1	jg23653
OG0008887	ESY6_g50394_DN3_SP0_c0.t1	jg23650
OG0008888	ESY6_g50414_DN3_SP0_c0.t1	jg23631
OG0008890	ESY6_g50426_DN2_SP0_c0.t1	jg23614
OG0008891	ESY6_g50467_DN3_SP0_c0.t1	jg23583
OG0008892	ESY6_g50470_DN3_SP0_c0.t1	jg23577
OG0008893	ESY6_g50483_DN3_SP0_c0.t1	jg23567
OG0008894	ESY6_g50521_DN3_SP0_c0.t1	jg23536
OG0008895	ESY6_g50543_DN3_SP8_c0.t1	jg23522
OG0008896	ESY6_g50544_DN3_SP0_c0.t1	jg23521
OG0008897	ESY6_g50546_DN3_SP8_c0.t1	jg23519
OG0008898	ESY6_g50563_DN3_SP8_c0.t1	jg23509
OG0008899	ESY6_g50590_DN3_SP0_c0.t1	jg23501
OG0008901	ESY6_g50640_DN3_SP0_c0.t1	jg23468
OG0008902	ESY6_g50697_DN3_SP8_c17.t1	jg23424
OG0008903	ESY6_g50712_DN3_SP0_c0.t1	jg23413
OG0008904	ESY6_g50731_DN3_SP0_c0.t1	jg23397
OG0008905	ESY6_g49601_DN3_SP6_c11.t1	jg23381
OG0008906	ESY6_g49607_DN3_SP8_c0.t1	jg23374
OG0008907	ESY6_g49622_DN3_SP1_c0.t1	jg23357
OG0008908	ESY6_g49644_DN3_SP0_c0.t1	jg23339, jg23342
OG0008909	ESY6_g49680_DN3_SP3_c0.t1	jg23319
OG0008910	ESY6_g49701_DN3_SP0_c0.t1	jg23307
OG0008911	ESY6_g49716_DN3_SP6_c7.t1	jg23292
OG0008912	ESY6_g49791_DN3_SP6_c0.t1	jg23255
OG0008913	ESY6_g49806_DN3_SP0_c0.t1	jg23243
OG0008914	ESY6_g49817_DN3_SP3_c0.t1	jg23236
OG0008915	ESY6_g49825_DN3_SP8_c0.t1	jg23228
OG0008916	ESY6_g49843_DN3_SP1_c0.t1	jg23218
OG0008917	ESY6_g49340_DN3_SP0_c0.t1	jg23208
OG0008918	ESY6_g49347_DN3_SP0_c3.t1	jg23204
OG0008919	ESY6_g49364_DN3_SP8_c0.t1	jg23195
OG0008920	ESY6_g49370_DN3_SP0_c0.t1	jg23189
OG0008921	ESY6_g49377_DN3_SP2_c0.t1	jg23181
OG0008922	ESY6_g49397_DN3_SP0_c0.t1	jg23164
OG0008923	ESY6_g49408_DN3_SP1_c0.t1	jg23152
OG0008925	ESY6_g49423_DN3_SP8_c0.t1	jg23146
OG0008926	ESY6_g49435_DN3_SP6_c0.t1	jg23132
OG0008927	ESY6_g49448_DN3_SP8_c0.t1	jg23125
OG0008928	ESY6_g49506_DN3_SP0_c0.t1	jg23089
OG0008929	ESY6_g49551_DN3_SP0_c7.t1	jg23057
OG0008930	ESY6_g50210_DN3_SP5_c0.t1	jg6142
OG0008931	ESY6_g50198_DN3_SP0_c0.t1	jg6160
OG0008932	ESY6_g50193_DN3_SP8_c0.t1	jg6164
OG0008933	ESY6_g50183_DN3_SP7_c0.t1	jg6180
OG0008934	ESY6_g50180_DN3_SP8_c0.t1	jg6182
OG0008935	ESY6_g50167_DN3_SP8_c0.t1	jg6195
OG0008936	ESY6_g50164_DN3_SP0_c0.t1	jg6198
OG0008937	ESY6_g50158_DN3_SP8_c0.t1	jg6205
OG0008938	ESY6_g50122_DN2_SP3_c0.t1	jg6243
OG0008939	ESY6_g50094_DN3_SP4_c0.t1, ESY3_g32224_DN3_SP0_c0.t1	jg6275
OG0008940	ESY6_g50065_DN3_SP4_c0.t1	jg6304
OG0008942	ESY6_g50047_DN3_SP6_c0.t1	jg6324
OG0008943	ESY6_g50043_DN3_SP8_c0.t1	jg6327
OG0008944	ESY6_g50032_DN3_SP7_c0.t1	jg6339
OG0008945	ESY6_g50004_DN2_SP6_c0.t1	jg6367
OG0008946	ESY6_g50003_DN3_SP8_c0.t1	jg6372
OG0008947	ESY6_g49992_DN3_SP8_c0.t1	jg6387
OG0008948	ESY6_g49990_DN3_SP8_c0.t1	jg6389
OG0008949	ESY6_g49979_DN3_SP8_c0.t1	jg6399
OG0008950	ESY6_g49971_DN3_SP0_c0.t1	jg6411
OG0008952	ESY6_g49923_DN3_SP0_c0.t1	jg6470
OG0008953	ESY6_g49893_DN3_SP2_c0.t1	jg6532
OG0008954	ESY6_g49864_DN3_SP0_c0.t1	jg5818
OG0008955	ESY6_g49857_DN2_SP0_c0.t1	jg5827
OG0008956	ESY10_g15728_DN3_SP0_c0.t1, ESY10_g15725_DN2_SP0_c0.t1, ESY6_g49855_DN3_SP8_c0.t1, ESY10_g15724_DN2_SP0_c0.t1	jg5823
OG0008957	ESY6_g49854_DN3_SP0_c0.t1	jg5822
OG0008958	ESY6_g49853_DN2_SP0_c0.t1	jg5821
OG0008959	ESY6_g49851_DN3_SP0_c0.t1	jg5819
OG0008960	ESY6_g49303_DN3_SP8_c14.t1	jg5835
OG0008961	ESY6_g49301_DN3_SP2_c0.t1	jg5836
OG0008963	ESY6_g49284_DN3_SP2_c0.t1	jg5853
OG0008964	ESY6_g49279_DN3_SP0_c0.t1	jg5855
OG0008965	ESY6_g49246_DN3_SP0_c0.t1	jg5877
OG0008966	ESY6_g49242_DN3_SP7_c0.t1	jg5881
OG0008967	ESY6_g49235_DN3_SP0_c0.t1	jg5885
OG0008968	ESY6_g49231_DN3_SP2_c0.t1	jg5890
OG0008969	ESY6_g49196_DN3_SP3_c0.t1	jg5912
OG0008970	ESY6_g49174_DN2_SP1_c0.t1	jg5935
OG0008971	ESY6_g49162_DN3_SP8_c0.t1	jg5948
OG0008972	ESY6_g49160_DN3_SP3_c0.t1	jg5951
OG0008973	ESY6_g49149_DN3_SP8_c0.t1	jg5961
OG0008974	ESY6_g49146_DN3_SP7_c0.t1	jg5965
OG0008975	ESY6_g49139_DN3_SP0_c0.t1	jg5970
OG0008976	ESY6_g49136_DN3_SP8_c0.t1	jg5972
OG0008977	ESY6_g49110_DN2_SP4_c0.t1	jg5990
OG0008978	ESY6_g49082_DN3_SP8_c0.t1	jg6004
OG0008979	ESY6_g49053_DN3_SP0_c0.t1	jg6028, jg6024
OG0008980	ESY6_g49033_DN3_SP8_c0.t1	jg6043
OG0008981	ESY6_g49030_DN3_SP0_c0.t1	jg6050
OG0008983	ESY5_g4730_DN3_SP0_c0.t1	jg22175
OG0008984	ESY6_g48985_DN3_SP8_c0.t1	jg6118
OG0008985	ESY6_g48964_DN3_SP2_c0.t1	jg6135
OG0008986	ESY6_g48950_DN3_SP8_c0.t1	jg23010
OG0008988	ESY6_g48896_DN3_SP1_c0.t1	jg22966
OG0008989	ESY6_g48856_DN3_SP0_c0.t1	jg22937
OG0008990	ESY6_g48853_DN3_SP4_c0.t1	jg22934
OG0008991	ESY6_g48826_DN3_SP7_c0.t1	jg22916
OG0008992	ESY6_g48845_DN2_SP1_c0.t1	jg22924
OG0008993	ESY6_g48820_DN3_SP0_c0.t1	jg22912
OG0008994	ESY6_g48684_DN3_SP7_c0.t1	jg22844
OG0008995	ESY6_g48680_DN3_SP7_c0.t1	jg22840
OG0008996	ESY6_g48663_DN3_SP8_c0.t1	jg22827
OG0008997	ESY6_g48668_DN3_SP8_c0.t1	jg22821
OG0008998	ESY6_g48660_DN3_SP3_c12.t1	jg22818
OG0008999	ESY6_g48621_DN3_SP0_c0.t1	jg22779
OG0009002	ESY6_g48556_DN3_SP0_c0.t1	jg22721
OG0009003	ESY5_g3885_DN3_SP0_c0.t1	jg30642
OG0009004	ESY6_g48544_DN3_SP0_c0.t1	jg22708
OG0009005	ESY2_g36111_DN3_SP6_c5.t1	jg3531
OG0009006	ESY6_g48523_DN3_SP0_c0.t1	jg22690
OG0009007	ESY6_g48473_DN3_SP0_c0.t1	jg22665
OG0009008	ESY6_g48455_DN3_SP3_c0.t1	jg22654
OG0009009	ESY6_g48429_DN3_SP0_c0.t1	jg22637
OG0009010	ESY6_g48423_DN3_SP8_c0.t1	jg22629
OG0009011	ESY6_g48419_DN3_SP5_c0.t1	jg22627, jg22625
OG0009012	ESY6_g48407_DN3_SP8_c0.t1	jg22618
OG0009013	ESY6_g48402_DN2_SP0_c0.t1	jg22615
OG0009014	ESY6_g48401_DN3_SP7_c0.t1	jg22613, jg22614
OG0009015	ESY6_g48362_DN3_SP0_c0.t1	jg22586
OG0009016	ESY6_g48359_DN3_SP0_c0.t1	jg22585
OG0009017	ESY6_g48327_DN3_SP0_c0.t1	jg22573
OG0009018	ESY6_g48318_DN3_SP1_c0.t1	jg22569
OG0009019	ESY6_g48298_DN3_SP7_c0.t1	jg22562
OG0009020	ESY6_g48295_DN3_SP8_c0.t1	jg22558
OG0009021	ESY6_g48273_DN3_SP8_c0.t1	jg22540
OG0009022	ESY6_g48271_DN3_SP0_c0.t1	jg22535
OG0009023	ESY6_g48212_DN3_SP0_c0.t1	jg22493
OG0009024	ESY6_g48210_DN3_SP0_c0.t1	jg22490
OG0009025	ESY6_g48176_DN3_SP0_c0.t1	jg22471
OG0009026	ESY6_g48188_DN3_SP0_c0.t1, ESY6_g48185_DN3_SP8_c0.t1	jg22480
OG0009027	ESY6_g48119_DN3_SP4_c0.t1	jg22439
OG0009028	ESY6_g48116_DN3_SP8_c0.t1	jg22438
OG0009029	ESY6_g48105_DN3_SP0_c0.t1	jg22425
OG0009030	ESY6_g48069_DN1_SP0_c0.t1	jg22398
OG0009031	ESY6_g48068_DN3_SP0_c0.t1	jg22397
OG0009032	ESY6_g48057_DN2_SP0_c0.t1	jg22388
OG0009033	ESY6_g48056_DN3_SP0_c0.t1	jg22387
OG0009034	ESY6_g48003_DN3_SP3_c0.t1	jg22348
OG0009035	ESY10_g14436_DN2_SP0_c0.t1	jg22339
OG0009036	ESY6_g47987_DN3_SP8_c0.t1	jg22338
OG0009037	ESY6_g47980_DN3_SP3_c0.t1	jg22330
OG0009038	ESY6_g47972_DN3_SP0_c0.t1	jg22323
OG0009039	ESY1_g9672_DN3_SP0_c0.t1	jg14806
OG0009040	ESY1_g9621_DN3_SP4_c0.t1	jg14767
OG0009042	ESY1_g9449_DN3_SP8_c0.t1	jg14742
OG0009043	ESY1_g9422_DN3_SP8_c0.t1	jg14735, jg14738
OG0009044	ESY1_g9324_DN3_SP0_c0.t1	jg14714, jg7359
OG0009045	ESY9_g42865_DN3_SP0_c0.t1, ESY1_g10805_DN3_SP0_c0.t1, ESY1_g9305_DN3_SP0_c0.t1	jg14702
OG0009046	ESY6_g47616_DN3_SP7_c0.t1	jg22208
OG0009047	ESY6_g47627_DN3_SP8_c0.t1	jg22220
OG0009048	ESY20_g13222_DN3_SP0_c0.t1	jg7983
OG0009049	ESY20_g13312_DN3_SP0_c0.t1	jg7860
OG0009050	ESY8_g59286_DN3_SP5_c0.t1, ESY7_g16884_DN3_SP0_c0.t1	jg17175
OG0009052	ESY20_g12794_DN3_SP0_c0.t1	jg11960
OG0009053	ESY2_g33261_DN3_SP3_c0.t1	jg370
OG0009054	ESY7_g18455_DN3_SP8_c0.t1	jg4506
OG0009055	ESY7_g18719_DN3_SP8_c0.t1	jg4442
OG0009056	ESY7_g18754_DN3_SP0_c6.t1	jg4423
OG0009057	ESY7_g18760_DN3_SP0_c0.t1	jg4417
OG0009058	ESY7_g18775_DN3_SP0_c0.t1	jg4396
OG0009059	ESY7_g18783_DN2_SP3_c0.t1	jg4386
OG0009060	ESY7_g17027_DN3_SP8_c0.t1	jg5693
OG0009061	ESY7_g17030_DN1_SP0_c0.t1	jg5692
OG0009062	ESY5_g3919_DN3_SP0_c0.t1	jg31198
OG0009063	ESY7_g18816_DN3_SP0_c0.t1	jg4367
OG0009064	ESY13_g57502_DN3_SP1_c0.t1	jg31214
OG0009065	ESY7_g18831_DN3_SP0_c0.t1	jg4356
OG0009066	ESY7_g18832_DN3_SP8_c0.t1	jg4355
OG0009068	ESY7_g18873_DN3_SP8_c0.t1	jg4327
OG0009069	ESY7_g18889_DN3_SP0_c0.t1	jg4316
OG0009071	ESY7_g18923_DN3_SP8_c2.t1	jg4295
OG0009072	ESY7_g18942_DN3_SP1_c0.t1	jg4284
OG0009073	ESY7_g18953_DN3_SP8_c0.t1	jg4275
OG0009074	ESY7_g18954_DN3_SP0_c0.t1	jg4274
OG0009075	ESY12_g51575_DN3_SP4_c0.t1	jg19595
OG0009076	ESY7_g18977_DN3_SP3_c0.t1	jg4257
OG0009077	ESY7_g18988_DN3_SP0_c0.t1	jg4250
OG0009078	ESY7_g18989_DN3_SP8_c0.t1	jg4249
OG0009079	ESY7_g19019_DN3_SP6_c0.t1	jg4230
OG0009080	ESY7_g19089_DN3_SP7_c0.t1	jg4196
OG0009081	ESY7_g19110_DN3_SP0_c9.t1	jg4181
OG0009082	ESY16_g61447_DN3_SP5_c0.t1	jg4173
OG0009083	ESY7_g19150_DN3_SP0_c0.t1	jg4167
OG0009084	ESY20_g12940_DN3_SP7_c0.t1	jg8205
OG0009085	ESY7_g19177_DN3_SP0_c0.t1	jg4147
OG0009086	ESY7_g19189_DN3_SP8_c0.t1	jg4141
OG0009087	ESY7_g19210_DN1_SP0_c0.t1	jg4132
OG0009088	ESY7_g19218_DN3_SP0_c0.t1	jg4125
OG0009089	ESY7_g19223_DN3_SP8_c8.t1	jg4119
OG0009090	ESY7_g19234_DN3_SP8_c0.t1	jg4116
OG0009091	ESY24_g33234_DN3_SP8_c0.t1	jg21746
OG0009092	ESY7_g19239_DN3_SP0_c0.t1	jg4111
OG0009093	ESY7_g19291_DN3_SP8_c0.t1	jg4096
OG0009094	ESY7_g19292_DN3_SP8_c0.t1	jg4095
OG0009096	ESY7_g19369_DN3_SP0_c0.t1	jg4052
OG0009097	ESY7_g19376_DN3_SP0_c0.t1	jg4047
OG0009098	ESY7_g19422_DN3_SP0_c0.t1	jg4021
OG0009099	ESY10_g15052_DN2_SP0_c0.t1	jg32556
OG0009100	ESY4_g23987_DN2_SP0_c0.t1, ESY7_g19470_DN3_SP0_c0.t1, ESY4_g23986_DN3_SP0_c0.t1	jg3988
OG0009101	ESY7_g19494_DN3_SP0_c0.t1	jg3973
OG0009102	ESY7_g19518_DN3_SP3_c12.t1	jg3955
OG0009103	ESY11_g52441_DN2_SP0_c0.t1, ESY7_g19530_DN3_SP0_c0.t1	jg3944
OG0009104	ESY7_g19543_DN3_SP0_c0.t1	jg3932
OG0009105	ESY7_g19622_DN3_SP2_c3.t1	jg3856
OG0009106	ESY7_g19636_DN3_SP0_c0.t1, ESY7_g19639_DN3_SP0_c0.t1, ESY7_g19638_DN3_SP0_c0.t1	jg3851
OG0009107	ESY7_g19631_DN3_SP0_c0.t1	jg3845
OG0009108	ESY7_g19645_DN3_SP0_c0.t1	jg21395, jg3839
OG0009109	ESY7_g19649_DN3_SP0_c24.t1	jg22241, jg3835
OG0009110	ESY7_g19648_DN3_SP0_c0.t1	jg3836
OG0009111	ESY7_g19678_DN3_SP8_c0.t1	jg3807
OG0009112	ESY8_g60273_DN3_SP8_c0.t1	jg12676
OG0009113	ESY8_g60175_DN3_SP0_c0.t1	jg11561, jg12704
OG0009114	ESY21_g55765_DN3_SP8_c0.t1	jg12705
OG0009115	ESY10_g13779_DN3_SP0_c0.t1	jg13406
OG0009116	ESY8_g60148_DN2_SP0_c0.t1	jg12725
OG0009117	ESY8_g60144_DN3_SP2_c0.t1	jg12728
OG0009118	ESY8_g60143_DN3_SP0_c0.t1	jg12730
OG0009119	ESY10_g15083_DN3_SP0_c0.t1	jg24750
OG0009120	ESY8_g59993_DN3_SP8_c0.t1	jg12845
OG0009122	ESY2_g36497_DN3_SP8_c0.t1	jg3776
OG0009123	ESY2_g36488_DN3_SP0_c0.t1	jg3779
OG0009124	ESY2_g36480_DN2_SP0_c0.t1	jg3785
OG0009125	ESY2_g36516_DN3_SP0_c0.t1, ESY5_g4971_DN1_SP0_c0.t1	jg3766
OG0009126	ESY2_g36524_DN3_SP0_c0.t1	jg3759
OG0009127	ESY2_g36528_DN3_SP0_c0.t1	jg3757
OG0009128	ESY2_g36533_DN3_SP0_c0.t1	jg3755
OG0009129	ESY2_g36538_DN3_SP7_c0.t1	jg3750
OG0009130	ESY2_g36545_DN3_SP6_c0.t1	jg3746
OG0009131	ESY2_g36563_DN3_SP8_c0.t1	jg3734
OG0009132	ESY2_g36593_DN3_SP4_c0.t1	jg3713
OG0009133	ESY2_g36600_DN3_SP0_c0.t1, ESY18_g63329_DN3_SP0_c0.t1	jg3706
OG0009134	ESY2_g36611_DN1_SP0_c0.t1	jg3700
OG0009135	ESY2_g36612_DN3_SP2_c0.t1	jg3699
OG0009136	ESY2_g36626_DN3_SP5_c0.t1	jg3683
OG0009137	ESY2_g36637_DN3_SP5_c0.t1	jg3675
OG0009138	ESY2_g36652_DN3_SP3_c0.t1	jg3665
OG0009139	ESY2_g36654_DN3_SP0_c0.t1	jg3663
OG0009140	ESY2_g36659_DN3_SP8_c0.t1, ESY5_g1081_DN3_SP0_c0.t1	jg3660
OG0009141	ESY2_g36690_DN2_SP0_c0.t1	jg3636
OG0009142	ESY2_g36781_DN3_SP0_c0.t1	jg3596
OG0009143	ESY2_g36810_DN3_SP4_c12.t1	jg3581
OG0009144	ESY2_g36152_DN3_SP7_c0.t1	jg3559
OG0009145	ESY2_g36139_DN3_SP0_c0.t1	jg3553
OG0009146	ESY2_g36120_DN3_SP5_c0.t1	jg3538
OG0009147	ESY2_g36100_DN3_SP5_c0.t1	jg3519
OG0009148	ESY2_g34831_DN3_SP0_c0.t1	jg3515
OG0009150	ESY2_g35042_DN3_SP0_c0.t1	jg3484
OG0009151	ESY2_g35049_DN3_SP0_c0.t1	jg3478
OG0009152	ESY2_g35072_DN3_SP0_c0.t1	jg3455
OG0009153	ESY1_g10713_DN3_SP0_c0.t1	jg14081
OG0009154	ESY2_g35086_DN2_SP8_c0.t1	jg3446
OG0009155	ESY2_g35094_DN3_SP8_c0.t1	jg3439
OG0009156	ESY2_g34623_DN3_SP0_c0.t1	jg3409
OG0009157	ESY2_g34598_DN3_SP0_c0.t1, ESY2_g34624_DN3_SP0_c0.t1	jg3408
OG0009158	ESY2_g34636_DN3_SP3_c11.t1	jg3396
OG0009160	ESY2_g34655_DN3_SP8_c0.t1	jg3378
OG0009161	ESY2_g34669_DN3_SP8_c0.t1	jg3366
OG0009162	ESY2_g34677_DN3_SP8_c0.t1	jg3357
OG0009163	ESY2_g34730_DN3_SP8_c0.t1	jg3312
OG0009164	ESY2_g34737_DN3_SP0_c0.t1	jg3306
OG0009165	ESY2_g34754_DN3_SP6_c0.t1	jg3291
OG0009166	ESY2_g34783_DN3_SP8_c0.t1	jg3273
OG0009167	ESY2_g36247_DN2_SP0_c0.t1	jg32213
OG0009168	ESY3_g30304_DN3_SP0_c0.t1	jg25398
OG0009169	ESY2_g34806_DN3_SP1_c0.t1	jg3255
OG0009170	ESY2_g34814_DN3_SP0_c21.t1, ESY2_g34813_DN3_SP0_c0.t1	jg3249
OG0009171	ESY2_g36079_DN3_SP7_c0.t1	jg3226
OG0009172	ESY11_g53062_DN2_SP0_c0.t1	jg27358
OG0009173	ESY2_g36025_DN3_SP0_c0.t1	jg3190
OG0009174	ESY2_g36003_DN3_SP0_c0.t1	jg3178
OG0009175	ESY2_g35997_DN3_SP8_c0.t1	jg3173
OG0009176	ESY11_g54071_DN3_SP0_c0.t1	jg27890
OG0009177	ESY11_g54073_DN3_SP2_c0.t1	jg27893
OG0009179	ESY11_g54155_DN3_SP8_c0.t1	jg27925
OG0009180	ESY1_g9812_DN3_SP0_c0.t1	jg14850
