Orthogroup	Euclidium_syriacum	Raphanus_sativus
OG0006656	ESY2_g34370_DN3_SP0_c11.t1	XP_018484710.1, XP_018482460.1, XP_018457474.1
OG0006657	ESY9_g45234_DN3_SP8_c0.t1	XP_018440820.1, XP_018485058.1, XP_018472658.1
OG0006658	ESY9_g45162_DN3_SP8_c0.t1	XP_018433950.1, XP_018483356.1
OG0006659	ESY9_g45152_DN3_SP0_c0.t1	XP_018437064.1, XP_018475086.1, XP_018466501.1
OG0006660	ESY9_g44865_DN3_SP6_c0.t1	XP_018481001.1, XP_018480803.1, XP_018437565.1
OG0006661	ESY9_g44821_DN3_SP5_c0.t1	XP_018479923.1, XP_018473090.1, XP_018436765.1
OG0006662	ESY9_g44800_DN3_SP0_c0.t1	XP_018475260.1, XP_018433297.1
OG0006663	ESY9_g44593_DN3_SP0_c0.t1	XP_018474691.1, XP_018439280.1
OG0006664	ESY7_g16115_DN3_SP7_c0.t1	XP_018450763.1, XP_018452659.1
OG0006665	ESY7_g16325_DN2_SP0_c0.t1	XP_018457993.1
OG0006666	ESY18_g63139_DN3_SP8_c0.t1	XP_018462890.1
OG0006667	ESY18_g63144_DN3_SP8_c0.t1	XP_018458741.1, XP_018452045.1
OG0006668	ESY7_g16889_DN3_SP5_c0.t1	XP_018442184.1, XP_018472609.1
OG0006669	ESY8_g59884_DN3_SP8_c0.t1	XP_018433540.1
OG0006670	ESY8_g59867_DN3_SP8_c0.t1	XP_018439374.1, XP_018472830.1, XP_018472829.1
OG0006671	ESY8_g59828_DN2_SP0_c0.t1	XP_018477871.1, XP_018438975.1, XP_018467080.1
OG0006672	ESY8_g59771_DN3_SP1_c0.t1	XP_018477286.1
OG0006673	ESY8_g59747_DN3_SP0_c0.t1	XP_018482090.1, XP_018437955.1, XP_018437934.1
OG0006674	ESY8_g59720_DN3_SP0_c0.t1	XP_018483062.1, XP_018438866.1, XP_018438734.1
OG0006675	ESY8_g59566_DN3_SP8_c0.t1	XP_018480300.1, XP_018480949.1, XP_018437467.1, XP_018464038.1
OG0006676	ESY8_g59251_DN3_SP8_c0.t1	XP_018489949.1, XP_018489950.1, XP_018483970.1
OG0006677	ESY8_g59394_DN3_SP7_c5.t1	XP_018476951.1, XP_018476941.1
OG0006678	ESY16_g62570_DN3_SP2_c0.t1	XP_018478329.1, XP_018453746.1, XP_018465524.1
OG0006679	ESY13_g57633_DN3_SP8_c0.t1	XP_018465411.1, XP_018484913.1, XP_018472143.1
OG0006680	ESY9_g43269_DN3_SP0_c6.t1	XP_018460600.1, XP_018447641.1, XP_018438557.1
OG0006681	ESY14_g20153_DN3_SP0_c0.t1	XP_018486635.1, XP_018436431.1
OG0006682	ESY14_g20157_DN3_SP0_c0.t1	XP_018440308.1, XP_018487049.1, XP_018459715.1
OG0006683	ESY25_g62807_DN2_SP0_c0.t1	XP_018478462.1, XP_018472882.1, XP_018467488.1
OG0006684	ESY3_g29280_DN3_SP7_c0.t1	XP_018465414.1, XP_018473770.1, XP_018452528.1
OG0006685	ESY2_g37668_DN3_SP4_c0.t1	XP_018492716.1, XP_018447488.1
OG0006686	ESY18_g63604_DN3_SP8_c0.t1	XP_018476656.1, XP_018457061.1, XP_018457063.1
OG0006687	ESY18_g63603_DN3_SP8_c0.t1	XP_018459574.1, XP_018476655.1, XP_018457060.1
OG0006688	ESY10_g15288_DN3_SP8_c0.t1	XP_018440823.1, XP_018483813.1
OG0006689	ESY10_g15464_DN3_SP0_c0.t1	XP_018483797.1, XP_018456323.1
OG0006690	ESY13_g57604_DN3_SP7_c0.t1	XP_018469916.1, XP_018447900.1, XP_018484753.1
OG0006691	ESY10_g15509_DN3_SP6_c0.t1	XP_018436718.1, XP_018440237.1, XP_018454522.1
OG0006692	ESY10_g15519_DN3_SP1_c0.t1	XP_018434239.1, XP_018434249.1, XP_018452573.1
OG0006693	ESY10_g15594_DN3_SP4_c0.t1	XP_018456981.1, XP_018477430.1
OG0006694	ESY15_g64580_DN2_SP0_c0.t1	XP_018455707.1, XP_018461627.1, XP_018478865.1
OG0006695	ESY11_g54779_DN3_SP0_c0.t1	XP_018437570.1, XP_018464461.1
OG0006696	ESY11_g54852_DN3_SP8_c0.t1	XP_018440710.1, XP_018454372.1, XP_018433958.1
OG0006697	ESY11_g54893_DN3_SP0_c0.t1, ESY11_g54894_DN3_SP0_c0.t1	XP_018438440.1, XP_018452734.1
OG0006698	ESY11_g54895_DN3_SP8_c0.t1	XP_018452195.1, XP_018462495.1, XP_018439767.1
OG0006699	ESY10_g14740_DN3_SP0_c0.t1	XP_018458514.1, XP_018442435.1
OG0006700	ESY12_g51648_DN2_SP0_c0.t1	XP_018481377.1, XP_018433939.1
OG0006701	ESY12_g51662_DN3_SP0_c0.t1	XP_018478536.1, XP_018473098.1
OG0006702	ESY12_g51664_DN2_SP0_c0.t1	XP_018477395.1, XP_018472770.1, XP_018437892.1, XP_018434986.1
OG0006704	ESY12_g51719_DN3_SP0_c0.t1	XP_018465209.1, XP_018473947.1, XP_018438126.1, XP_018438124.1
OG0006705	ESY12_g51732_DN3_SP4_c0.t1	XP_018466587.1, XP_018437597.1, XP_018437325.1
OG0006706	ESY12_g51779_DN3_SP0_c0.t1	XP_018480859.1, XP_018479137.1, XP_018436618.1
OG0006707	ESY12_g51802_DN3_SP8_c0.t1	XP_018479154.1, XP_018480918.1, XP_018439973.1
OG0006708	ESY12_g51840_DN3_SP0_c0.t1	XP_018434724.1, XP_018434738.1, XP_018475672.1, XP_018475682.1
OG0006709	ESY12_g51842_DN3_SP8_c0.t1	XP_018473308.1, XP_018475670.1, XP_018484721.1
OG0006710	ESY12_g51889_DN3_SP0_c0.t1	XP_018440276.1, XP_018481401.1, XP_018463884.1
OG0006711	ESY12_g51925_DN3_SP8_c31.t1	XP_018472786.1, XP_018440051.1, XP_018480003.1
OG0006712	ESY12_g51973_DN3_SP0_c0.t1	XP_018459819.1
OG0006713	ESY12_g51995_DN3_SP2_c0.t1, ESY1_g11005_DN3_SP0_c0.t1	XP_018439521.1, XP_018485319.1
OG0006715	ESY12_g52028_DN3_SP6_c0.t1	XP_018474950.1, XP_018434830.1, XP_018483425.1
OG0006716	ESY12_g52095_DN1_SP0_c0.t1	XP_018476585.1, XP_018482528.1, XP_018438279.1
OG0006717	ESY12_g52145_DN3_SP6_c0.t1	XP_018476321.1, XP_018477964.1, XP_018477912.1
OG0006718	ESY12_g52181_DN3_SP8_c0.t1	XP_018484649.1, XP_018441012.1, XP_018476183.1
OG0006719	ESY12_g52188_DN3_SP0_c0.t1	XP_018484218.1, XP_018472536.1
OG0006720	ESY12_g52192_DN3_SP5_c0.t1	XP_018472676.1
OG0006721	ESY12_g52193_DN3_SP5_c0.t1	XP_018474856.1, XP_018481275.1
OG0006722	ESY12_g51486_DN3_SP7_c0.t1	XP_018434938.1, XP_018476982.1
OG0006723	ESY12_g51519_DN3_SP8_c0.t1	XP_018433807.1, XP_018465062.1, XP_018474990.1
OG0006724	ESY12_g51566_DN3_SP1_c0.t1	XP_018435192.1, XP_018483387.1
OG0006725	ESY12_g51340_DN3_SP8_c0.t1	XP_018482774.1, XP_018485029.1, XP_018476442.1
OG0006726	ESY12_g51323_DN3_SP0_c0.t1	XP_018436967.1
OG0006727	ESY12_g51300_DN3_SP0_c0.t1	XP_018480230.1, XP_018434876.1
OG0006729	ESY12_g51142_DN3_SP1_c0.t1	XP_018484873.1, XP_018472687.1
OG0006730	ESY12_g51097_DN3_SP5_c0.t1	XP_018480888.1, XP_018436701.1
OG0006731	ESY12_g51092_DN3_SP0_c0.t1	XP_018439607.1, XP_018439151.1, XP_018474934.1
OG0006732	ESY10_g14893_DN3_SP2_c0.t1	XP_018441490.1, XP_018435779.1
OG0006733	ESY4_g25909_DN3_SP0_c0.t1	XP_018459254.1, XP_018451750.1
OG0006734	ESY3_g32568_DN3_SP5_c0.t1	XP_018488824.1, XP_018493117.1
OG0006735	ESY3_g32549_DN3_SP8_c9.t1	XP_018460455.1, XP_018458022.1, XP_018470417.1
OG0006736	ESY3_g32497_DN3_SP8_c0.t1	XP_018492741.1, XP_018440688.1, XP_018466585.1
OG0006737	ESY3_g29399_DN3_SP0_c0.t1	XP_018439338.1, XP_018432763.1
OG0006738	ESY3_g32410_DN3_SP0_c0.t1, ESY3_g32426_DN3_SP8_c0.t1	XP_018491793.1, XP_018491794.1, XP_018493540.1
OG0006739	ESY3_g32425_DN3_SP8_c0.t1	XP_018464625.1, XP_018488334.1, XP_018489756.1, XP_018493543.1
OG0006740	ESY3_g32376_DN3_SP8_c0.t1	XP_018436801.1, XP_018434522.1, XP_018488582.1, XP_018488605.1
OG0006741	ESY3_g32317_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32318_DN3_SP8_c0.t1	XP_018442020.1, XP_018492692.1
OG0006742	ESY3_g32267_DN3_SP0_c0.t1	XP_018485493.1, XP_018492679.1, XP_018487307.1
OG0006743	ESY3_g32221_DN3_SP1_c0.t1, ESY3_g32222_DN3_SP1_c0.t1	XP_018491451.1, XP_018492796.1
OG0006744	ESY3_g32206_DN3_SP8_c0.t1	XP_018441433.1, XP_018441435.1, XP_018486210.1
OG0006745	ESY3_g32030_DN3_SP0_c0.t1	XP_018486860.1, XP_018486160.1
OG0006746	ESY3_g31780_DN3_SP0_c0.t1	XP_018437222.1, XP_018463359.1, XP_018490608.1
OG0006747	ESY3_g31777_DN3_SP0_c0.t1	XP_018487122.1, XP_018434720.1
OG0006748	ESY3_g31704_DN3_SP6_c0.t1	XP_018486995.1, XP_018440160.1, XP_018440159.1, XP_018438851.1
OG0006749	ESY3_g31691_DN3_SP6_c0.t1	XP_018492954.1, XP_018490572.1
OG0006750	ESY1_g11475_DN3_SP0_c0.t1	XP_018464537.1, XP_018450499.1
OG0006751	ESY3_g31605_DN3_SP0_c0.t1	XP_018438259.1, XP_018491960.1, XP_018489602.1
OG0006752	ESY3_g31604_DN3_SP0_c0.t1	XP_018437030.1, XP_018491961.1, XP_018488862.1
OG0006753	ESY3_g31441_DN3_SP0_c0.t1	XP_018486089.1, XP_018492486.1, XP_018492488.1
OG0006754	ESY3_g31450_DN3_SP0_c0.t1	XP_018489159.1, XP_018437208.1, XP_018489676.1
OG0006755	ESY3_g31401_DN3_SP0_c0.t1	XP_018438876.1, XP_018461637.1, XP_018490003.1
OG0006756	ESY3_g31389_DN3_SP6_c0.t1	XP_018493183.1, XP_018432796.1
OG0006757	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1	XP_018492977.1
OG0006758	ESY3_g31385_DN3_SP0_c0.t1	XP_018487088.1, XP_018489451.1, XP_018486573.1
OG0006759	ESY3_g31381_DN3_SP0_c0.t1	XP_018491151.1, XP_018489292.1, XP_018462743.1
OG0006760	ESY3_g31364_DN2_SP0_c0.t1	XP_018489050.1, XP_018466583.1, XP_018493245.1, XP_018462744.1
OG0006761	ESY3_g30673_DN3_SP0_c0.t1	XP_018486553.1, XP_018486555.1
OG0006762	ESY3_g30705_DN3_SP8_c0.t1	XP_018434895.1, XP_018492582.1
OG0006763	ESY3_g30714_DN2_SP0_c0.t1	XP_018465366.1, XP_018438899.1, XP_018485798.1
OG0006764	ESY3_g30715_DN3_SP3_c0.t1	XP_018465365.1, XP_018438909.1
OG0006765	ESY3_g30804_DN3_SP3_c0.t1	XP_018433672.1, XP_018438078.1, XP_018491227.1
OG0006766	ESY3_g30829_DN3_SP0_c0.t1	XP_018491881.1, XP_018438236.1, XP_018466071.1
OG0006767	ESY3_g30870_DN3_SP0_c0.t1	XP_018492899.1, XP_018489492.1
OG0006768	ESY3_g30845_DN3_SP0_c0.t1	XP_018439326.1, XP_018438714.1, XP_018492178.1
OG0006769	ESY3_g30907_DN2_SP0_c0.t1	XP_018438650.1, XP_018490394.1
OG0006770	ESY6_g49315_DN2_SP0_c0.t1	XP_018485821.1, XP_018490180.1, XP_018462976.1
OG0006771	ESY3_g31254_DN3_SP0_c0.t1, ESY3_g31252_DN3_SP0_c0.t1	XP_018441909.1, XP_018462121.1
OG0006772	ESY3_g31178_DN3_SP4_c0.t1	XP_018485417.1, XP_018460976.1, XP_018433517.1, XP_018433956.1
OG0006773	ESY3_g31194_DN3_SP0_c0.t1	XP_018486927.1, XP_018436576.1
OG0006774	ESY3_g31195_DN3_SP0_c0.t1	XP_018486926.1, XP_018462506.1
OG0006775	ESY3_g31246_DN3_SP3_c0.t1	XP_018441668.1, XP_018493135.1
OG0006776	ESY3_g31281_DN3_SP0_c0.t1	XP_018488927.1, XP_018489603.1, XP_018455249.1
OG0006777	ESY3_g31283_DN3_SP1_c0.t1	XP_018489589.1, XP_018493096.1
OG0006778	ESY3_g31286_DN2_SP0_c0.t1	XP_018487040.1
OG0006779	ESY3_g31323_DN3_SP0_c6.t1	XP_018491317.1, XP_018491318.1, XP_018491083.1
OG0006780	ESY3_g31322_DN3_SP8_c0.t1	XP_018436915.1, XP_018436916.1, XP_018489799.1, XP_018491323.1
OG0006782	ESY3_g30075_DN2_SP3_c0.t1, ESY3_g30081_DN3_SP0_c0.t1, ESY3_g30076_DN2_SP0_c0.t1	XP_018490597.1
OG0006783	ESY3_g30100_DN3_SP8_c0.t1	XP_018488868.1, XP_018463837.1, XP_018440400.1
OG0006784	ESY3_g30108_DN3_SP2_c0.t1	XP_018489034.1, XP_018437728.1
OG0006785	ESY3_g30130_DN3_SP0_c0.t1	XP_018489945.1, XP_018437965.1, XP_018490238.1
OG0006786	ESY3_g30143_DN3_SP2_c0.t1	XP_018491143.1, XP_018488286.1, XP_018485813.1
OG0006787	ESY8_g58548_DN3_SP5_c0.t1	XP_018460847.1, XP_018481614.1, XP_018463087.1
OG0006788	ESY3_g30247_DN3_SP8_c0.t1	XP_018490835.1, XP_018492918.1
OG0006789	ESY3_g30263_DN3_SP0_c0.t1, ESY3_g30261_DN3_SP6_c0.t1	XP_018433414.1, XP_018487141.1
OG0006790	ESY3_g30303_DN3_SP8_c0.t1	XP_018432654.1, XP_018459554.1, XP_018489219.1
OG0006791	ESY2_g33747_DN3_SP0_c0.t1	XP_018448439.1, XP_018470303.1, XP_018470372.1
OG0006792	ESY3_g30347_DN3_SP0_c0.t1	XP_018490354.1, XP_018490098.1
OG0006793	ESY3_g30351_DN3_SP0_c0.t1	XP_018490360.1
OG0006794	ESY3_g30415_DN3_SP0_c0.t1	XP_018492901.1, XP_018485520.1, XP_018440359.1
OG0006795	ESY3_g30435_DN3_SP0_c0.t1	XP_018486244.1, XP_018491168.1, XP_018491170.1
OG0006796	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	XP_018488652.1, XP_018435095.1
OG0006797	ESY3_g30505_DN2_SP0_c0.t1, ESY3_g30504_DN3_SP0_c0.t1	XP_018441611.1, XP_018493240.1
OG0006798	ESY3_g30536_DN3_SP0_c0.t1	XP_018492260.1, XP_018493239.1, XP_018433582.1
OG0006799	ESY3_g30566_DN3_SP8_c0.t1	XP_018459447.1, XP_018490719.1, XP_018490790.1, XP_018489925.1
OG0006800	ESY3_g30590_DN3_SP0_c0.t1	XP_018492896.1, XP_018437885.1, XP_018437880.1
OG0006801	ESY3_g30640_DN3_SP4_c0.t1	XP_018493295.1, XP_018493397.1
OG0006802	ESY3_g30643_DN3_SP8_c0.t1	XP_018492114.1, XP_018440718.1
OG0006803	ESY3_g29991_DN3_SP8_c0.t1	XP_018434356.1, XP_018434329.1, XP_018493138.1
OG0006804	ESY3_g29986_DN3_SP8_c0.t1	XP_018437257.1, XP_018441148.1, XP_018466889.1, XP_018492998.1
OG0006805	ESY5_g5052_DN3_SP0_c0.t1	XP_018487904.1, XP_018436837.1
OG0006806	ESY3_g29845_DN3_SP0_c0.t1	XP_018464643.1, XP_018437466.1, XP_018485973.1
OG0006807	ESY3_g29830_DN3_SP7_c0.t1	XP_018465487.1, XP_018439902.1, XP_018493569.1, XP_018490439.1, XP_018490440.1
OG0006808	ESY3_g29802_DN3_SP8_c15.t1	XP_018433920.1, XP_018487317.1
OG0006809	ESY3_g29792_DN3_SP0_c0.t1	XP_018490213.1, XP_018463207.1, XP_018489539.1
OG0006810	ESY7_g18271_DN3_SP0_c18.t1	XP_018470806.1, XP_018466418.1
OG0006811	ESY3_g29782_DN3_SP7_c0.t1	XP_018441421.1, XP_018489108.1
OG0006812	ESY3_g29781_DN3_SP4_c0.t1	XP_018488900.1, XP_018440896.1
OG0006813	ESY3_g29757_DN3_SP8_c0.t1	XP_018489284.1, XP_018492529.1, XP_018437358.1
OG0006814	ESY3_g29742_DN3_SP0_c0.t1	XP_018466682.1, XP_018486220.1, XP_018460933.1
OG0006815	ESY3_g29711_DN3_SP8_c0.t1	XP_018487211.1, XP_018434797.1
OG0006816	ESY3_g29701_DN2_SP6_c0.t1	XP_018462659.1, XP_018441109.1
OG0006817	ESY3_g29678_DN3_SP4_c0.t1	XP_018492387.1, XP_018438589.1, XP_018463386.1, XP_018489608.1
OG0006818	ESY3_g29670_DN3_SP8_c6.t1	XP_018442060.1, XP_018485748.1
OG0006819	ESY3_g29625_DN3_SP0_c0.t1	XP_018439821.1, XP_018489410.1, XP_018491759.1, XP_018492886.1
OG0006820	ESY3_g29600_DN3_SP4_c0.t1	XP_018493285.1, XP_018492515.1
OG0006821	ESY5_g4148_DN3_SP0_c0.t1	XP_018451263.1, XP_018451256.1, XP_018435057.1
OG0006822	ESY3_g29312_DN3_SP6_c0.t1	XP_018489854.1, XP_018489851.1, XP_018485423.1, XP_018433299.1, XP_018433323.1
OG0006823	ESY3_g29309_DN3_SP8_c4.t1	XP_018461646.1, XP_018487352.1, XP_018486940.1
OG0006824	ESY3_g29240_DN3_SP0_c0.t1	XP_018439951.1, XP_018439950.1, XP_018490782.1
OG0006825	ESY3_g29209_DN3_SP3_c0.t1	XP_018490918.1
OG0006826	ESY3_g29207_DN3_SP0_c0.t1	XP_018490920.1, XP_018436820.1
OG0006827	ESY3_g29206_DN3_SP2_c0.t1	XP_018438617.1, XP_018490010.1
OG0006828	ESY3_g29166_DN2_SP0_c0.t1	XP_018432639.1, XP_018458251.1
OG0006829	ESY3_g29143_DN3_SP0_c0.t1	XP_018487136.1, XP_018491263.1, XP_018491805.1
OG0006830	ESY3_g29124_DN3_SP1_c0.t1	XP_018485782.1
OG0006831	ESY3_g29110_DN3_SP4_c0.t1	XP_018486093.1
OG0006832	ESY5_g3373_DN3_SP4_c0.t1	XP_018433084.1, XP_018488446.1
OG0006833	ESY8_g61046_DN3_SP7_c0.t1	XP_018484042.1, XP_018467481.1, XP_018442578.1
OG0006834	ESY17_g40275_DN3_SP8_c0.t1	XP_018481395.1, XP_018482724.1
OG0006835	ESY15_g65041_DN3_SP8_c0.t1	XP_018484594.1, XP_018454483.1
OG0006836	ESY15_g65081_DN3_SP8_c0.t1	XP_018456618.1, XP_018483366.1
OG0006837	ESY3_g28278_DN3_SP1_c0.t1	XP_018439957.1
OG0006838	ESY3_g28859_DN3_SP0_c34.t1	XP_018435170.1, XP_018489261.1
OG0006840	ESY4_g24699_DN2_SP0_c0.t1	XP_018488486.1, XP_018462685.1, XP_018458537.1, XP_018458536.1
OG0006841	ESY4_g24472_DN3_SP5_c0.t1	XP_018450303.1, XP_018470903.1
OG0006842	ESY4_g24454_DN3_SP1_c0.t1	XP_018453545.1, XP_018482745.1, XP_018450304.1, XP_018472030.1
OG0006843	ESY2_g34357_DN3_SP0_c0.t1	XP_018445648.1, XP_018488715.1, XP_018451951.1, XP_018470920.1
OG0006844	ESY2_g34353_DN3_SP0_c0.t1	XP_018471906.1
OG0006845	ESY18_g63646_DN1_SP0_c0.t1, ESY7_g16971_DN3_SP8_c12.t1	XP_018472680.1, XP_018446343.1
OG0006846	ESY7_g16975_DN3_SP0_c0.t1	XP_018474275.1, XP_018476202.1, XP_018445554.1, XP_018445555.1
OG0006847	ESY7_g17032_DN3_SP7_c0.t1	XP_018458835.1, XP_018464241.1, XP_018463138.1
OG0006848	ESY7_g17060_DN3_SP8_c0.t1	XP_018473507.1, XP_018468696.1, XP_018442763.1
OG0006849	ESY15_g64225_DN3_SP8_c50.t1	XP_018484341.1, XP_018441363.1
OG0006850	ESY1_g6677_DN3_SP0_c0.t1	XP_018484789.1, XP_018436648.1
OG0006851	ESY15_g64748_DN3_SP1_c0.t1	XP_018483439.1, XP_018440865.1
OG0006852	ESY1_g10401_DN3_SP0_c0.t1	XP_018485251.1, XP_018485248.1, XP_018484888.1, XP_018484874.1
OG0006854	ESY1_g10342_DN3_SP5_c0.t1	XP_018438822.1, XP_018439581.1, XP_018458897.1
OG0006855	ESY1_g10321_DN3_SP0_c0.t1	XP_018434389.1, XP_018438819.1, XP_018461674.1, XP_018482449.1
OG0006856	ESY1_g10317_DN3_SP8_c0.t1	XP_018483174.1, XP_018436838.1
OG0006857	ESY1_g10315_DN3_SP6_c0.t1	XP_018482794.1, XP_018433337.1
OG0006858	ESY1_g10160_DN3_SP8_c0.t1	XP_018441057.1, XP_018440252.1, XP_018447435.1
OG0006860	ESY1_g10139_DN3_SP8_c0.t1, ESY9_g43634_DN3_SP0_c0.t1, ESY6_g50742_DN3_SP0_c0.t1	XP_018439733.1
OG0006861	ESY1_g10133_DN3_SP5_c0.t1	XP_018471827.1, XP_018478808.1
OG0006862	ESY5_g5513_DN3_SP0_c0.t1, ESY5_g5512_DN3_SP0_c0.t1, ESY5_g5514_DN3_SP0_c0.t1	XP_018482313.1, XP_018475015.1
OG0006863	ESY5_g5510_DN3_SP0_c0.t1	XP_018436378.1
OG0006863	ESY5_g5511_DN3_SP0_c0.t1	XP_018451165.1
OG0006864	ESY5_g5494_DN3_SP0_c0.t1	XP_018476450.1, XP_018485674.1, XP_018487367.1
OG0006865	ESY5_g5452_DN3_SP7_c0.t1	XP_018486753.1, XP_018488718.1, XP_018463497.1
OG0006866	ESY5_g5396_DN3_SP2_c0.t1	XP_018489210.1, XP_018492211.1, XP_018455109.1
OG0006867	ESY5_g5358_DN3_SP6_c0.t1	XP_018486489.1, XP_018469773.1
OG0006868	ESY5_g5284_DN3_SP0_c0.t1	XP_018481298.1, XP_018447787.1
OG0006869	ESY5_g5266_DN3_SP6_c0.t1, ESY5_g5254_DN3_SP0_c0.t1	XP_018447731.1, XP_018487355.1
OG0006870	ESY5_g5243_DN3_SP7_c0.t1	XP_018487766.1, XP_018465992.1, XP_018490619.1
OG0006871	ESY5_g5147_DN2_SP0_c7.t1	XP_018466598.1, XP_018449244.1, XP_018449975.1
OG0006872	ESY5_g5045_DN3_SP0_c0.t1	XP_018486279.1, XP_018486284.1, XP_018479598.1
OG0006873	ESY11_g53677_DN1_SP0_c0.t1	XP_018491587.1, XP_018491589.1
OG0006874	ESY5_g4973_DN3_SP0_c0.t1	XP_018489988.1, XP_018463393.1, XP_018443303.1
OG0006875	ESY5_g4962_DN3_SP0_c0.t1	XP_018448183.1, XP_018471126.1, XP_018489455.1, XP_018489195.1
OG0006876	ESY5_g4952_DN3_SP8_c0.t1	XP_018490792.1, XP_018447640.1
OG0006877	ESY2_g33528_DN3_SP0_c0.t1	XP_018441369.1
OG0006878	ESY5_g4914_DN3_SP0_c0.t1	XP_018447327.1, XP_018491699.1, XP_018487925.1, XP_018487920.1
OG0006879	ESY5_g4878_DN3_SP0_c0.t1	XP_018439273.1, XP_018451457.1
OG0006880	ESY5_g4848_DN3_SP8_c0.t1	XP_018479338.1, XP_018487349.1, XP_018489560.1, XP_018489554.1
OG0006881	ESY5_g4785_DN3_SP0_c0.t1	XP_018448002.1, XP_018448008.1
OG0006881	ESY5_g4786_DN3_SP8_c0.t1	XP_018491819.1, XP_018491818.1
OG0006882	ESY5_g4718_DN3_SP8_c15.t1	XP_018489200.1, XP_018485320.1, XP_018482889.1
OG0006883	ESY5_g4715_DN3_SP0_c0.t1	XP_018451702.1, XP_018483154.1, XP_018490379.1
OG0006884	ESY5_g4668_DN3_SP0_c11.t1, ESY5_g4667_DN3_SP0_c14.t1, ESY5_g4666_DN3_SP0_c10.t1, ESY5_g4665_DN3_SP7_c11.t1	XP_018492532.1, XP_018472495.1
OG0006885	ESY5_g4654_DN3_SP4_c0.t1	XP_018472577.1, XP_018447292.1
OG0006886	ESY5_g4622_DN3_SP0_c0.t1	XP_018432664.1
OG0006887	ESY5_g4605_DN3_SP6_c0.t1	XP_018436551.1, XP_018462861.1, XP_018451170.1
OG0006888	ESY5_g4602_DN3_SP0_c0.t1	XP_018489753.1, XP_018486524.1
OG0006889	ESY13_g57181_DN3_SP2_c0.t1	XP_018449670.1, XP_018471242.1
OG0006890	ESY5_g4427_DN3_SP0_c0.t1	XP_018482343.1
OG0006891	ESY5_g3095_DN3_SP8_c0.t1	XP_018447358.1, XP_018486105.1
OG0006892	ESY5_g3109_DN2_SP3_c0.t1	XP_018438239.1, XP_018432797.1
OG0006893	ESY5_g3132_DN3_SP5_c0.t1	XP_018432662.1, XP_018443025.1
OG0006894	ESY5_g3145_DN3_SP0_c0.t1	XP_018490640.1, XP_018447525.1
OG0006895	ESY5_g3200_DN3_SP0_c0.t1	XP_018461720.1, XP_018450254.1, XP_018441594.1
OG0006896	ESY5_g3211_DN3_SP0_c0.t1	XP_018450257.1, XP_018485514.1, XP_018471789.1
OG0006897	ESY5_g3224_DN3_SP0_c0.t1	XP_018465802.1, XP_018491076.1
OG0006898	ESY5_g3249_DN3_SP0_c0.t1, ESY5_g3252_DN3_SP0_c0.t1	XP_018451117.1, XP_018451118.1
OG0006899	ESY5_g3279_DN3_SP0_c0.t1	XP_018448988.1, XP_018451316.1, XP_018488899.1
OG0006900	ESY5_g3349_DN3_SP5_c0.t1	XP_018475571.1, XP_018471893.1, XP_018460025.1, XP_018450853.1
OG0006901	ESY5_g3395_DN3_SP8_c0.t1	XP_018469419.1, XP_018432794.1
OG0006902	ESY5_g3422_DN3_SP0_c0.t1	XP_018459727.1, XP_018437109.1
OG0006903	ESY5_g3474_DN3_SP5_c0.t1	XP_018469664.1
OG0006904	ESY2_g34028_DN3_SP0_c0.t1	XP_018434029.1, XP_018472175.1, XP_018437584.1
OG0006905	ESY5_g3541_DN3_SP0_c0.t1	XP_018438210.1, XP_018489450.1, XP_018485373.1
OG0006906	ESY5_g3586_DN3_SP0_c0.t1	XP_018436269.1, XP_018450159.1, XP_018484065.1, XP_018461429.1
OG0006907	ESY5_g3614_DN3_SP0_c0.t1, ESY5_g3608_DN3_SP0_c0.t1	XP_018448219.1, XP_018448218.1, XP_018481110.1
OG0006908	ESY5_g3617_DN3_SP7_c0.t1	XP_018447851.1, XP_018447852.1, XP_018490863.1, XP_018489023.1
OG0006909	ESY5_g3621_DN3_SP0_c0.t1, ESY5_g3627_DN3_SP0_c0.t1	XP_018486246.1
OG0006910	ESY5_g3635_DN3_SP8_c0.t1, ESY9_g43650_DN3_SP0_c0.t1	XP_018485450.1, XP_018490230.1
OG0006912	ESY5_g3696_DN3_SP0_c0.t1	XP_018450314.1, XP_018458349.1
OG0006913	ESY5_g3702_DN3_SP0_c0.t1	XP_018458315.1, XP_018458312.1, XP_018490292.1
OG0006914	ESY5_g3718_DN3_SP0_c7.t1	XP_018449120.1, XP_018470337.1, XP_018492672.1
OG0006916	ESY5_g3767_DN3_SP8_c0.t1	XP_018464592.1, XP_018451619.1, XP_018439156.1
OG0006917	ESY5_g3787_DN3_SP8_c0.t1	XP_018449566.1, XP_018451870.1, XP_018432728.1
OG0006918	ESY5_g3799_DN3_SP8_c0.t1	XP_018487265.1, XP_018487287.1, XP_018468108.1
OG0006919	ESY20_g12921_DN3_SP1_c21.t1	XP_018452769.1
OG0006920	ESY5_g3833_DN3_SP0_c0.t1	XP_018463938.1, XP_018449465.1
