Orthogroup	Euclidium_syriacum	Arabidopsis_thaliana
OG0009441	ESY1_g12340_DN3_SP0_c0.t1	AT3G61670.1
OG0009442	ESY1_g12279_DN3_SP0_c0.t1	AT3G61360.1
OG0009443	ESY9_g42818_DN3_SP0_c0.t1, ESY9_g42819_DN3_SP0_c0.t1	AT2G34100.1
OG0009444	ESY1_g12253_DN3_SP0_c0.t1	AT3G61200.1
OG0009445	ESY1_g12238_DN3_SP8_c0.t1	AT3G61130.1
OG0009446	ESY1_g12217_DN3_SP0_c0.t1	AT3G61060.2
OG0009447	ESY1_g12139_DN3_SP7_c0.t1	AT3G60660.1
OG0009448	ESY1_g12120_DN3_SP0_c0.t1	AT3G60590.3
OG0009449	ESY1_g12111_DN3_SP0_c0.t1	AT3G60530.1
OG0009450	ESY1_g12110_DN3_SP3_c0.t1	AT3G60520.1
OG0009451	ESY1_g12092_DN1_SP0_c0.t1	AT3G60480.3
OG0009452	ESY1_g12071_DN3_SP3_c0.t1	AT3G60460.1
OG0009453	ESY1_g11924_DN3_SP0_c0.t1	AT3G59950.1
OG0009454	ESY1_g11206_DN3_SP2_c0.t1	AT3G59490.2
OG0009455	ESY1_g11208_DN3_SP8_c0.t1	AT3G59470.2
OG0009457	ESY1_g11239_DN3_SP8_c0.t1	AT3G59300.3
OG0009459	ESY3_g30445_DN3_SP0_c0.t1, ESY1_g11339_DN3_SP4_c0.t1	AT3G58970.1
OG0009460	ESY1_g11373_DN3_SP6_c0.t1	AT3G58790.1
OG0009461	ESY1_g11388_DN3_SP0_c0.t1	AT3G58720.3
OG0009462	ESY1_g11401_DN3_SP6_c5.t1	AT3G58640.1
OG0009463	ESY1_g11421_DN3_SP0_c0.t1	AT3G58550.1
OG0009464	ESY1_g11433_DN3_SP1_c0.t1	AT3G58450.1
OG0009465	ESY1_g11496_DN3_SP1_c0.t1	AT3G58190.1
OG0009466	ESY1_g11503_DN3_SP8_c0.t1	AT3G58140.1
OG0009467	ESY1_g11543_DN2_SP0_c0.t1	AT3G58000.1
OG0009468	ESY1_g11251_DN3_SP0_c0.t1, ESY1_g11558_DN3_SP0_c0.t1	AT3G57860.1
OG0009469	ESY1_g11735_DN3_SP0_c0.t1	AT3G57170.1
OG0009470	ESY1_g11744_DN3_SP0_c0.t1	AT3G57120.1
OG0009471	ESY1_g11754_DN3_SP8_c0.t1	AT3G57060.2
OG0009472	ESY1_g11774_DN3_SP8_c0.t1	AT3G56940.1
OG0009473	ESY1_g11775_DN3_SP7_c0.t1	AT3G56930.1
OG0009474	ESY14_g20277_DN3_SP0_c0.t1, ESY1_g10514_DN3_SP3_c0.t1	AT3G56510.1
OG0009475	ESY1_g10544_DN3_SP6_c0.t1	AT3G56290.1
OG0009476	ESY1_g10627_DN3_SP2_c0.t1	AT3G55970.1
OG0009477	ESY1_g10651_DN3_SP4_c0.t1	AT3G55850.5
OG0009478	ESY1_g10723_DN2_SP0_c0.t1	AT3G55550.1
OG0009479	ESY1_g10753_DN2_SP0_c0.t1	AT3G55420.1
OG0009480	ESY1_g10761_DN2_SP0_c0.t1	AT3G55370.3
OG0009481	ESY1_g10769_DN3_SP5_c0.t1	AT3G55270.1
OG0009482	ESY1_g10771_DN3_SP8_c0.t1	AT3G55250.1
OG0009483	ESY1_g10813_DN3_SP8_c0.t1	AT3G54950.1
OG0009484	ESY1_g10818_DN3_SP3_c0.t1	AT3G54920.1
OG0009485	ESY1_g10869_DN3_SP0_c0.t1	AT3G54750.3
OG0009486	ESY1_g10874_DN3_SP0_c0.t1	AT3G54720.1
OG0009487	ESY1_g10879_DN1_SP0_c0.t1	AT3G54680.1
OG0009488	ESY1_g10962_DN3_SP8_c0.t1	AT3G54360.1
OG0009489	ESY1_g10963_DN3_SP0_c0.t1	AT3G54350.1
OG0009490	ESY1_g10976_DN3_SP0_c0.t1	AT3G54270.1
OG0009491	ESY1_g10982_DN3_SP8_c0.t1	AT3G54220.1
OG0009492	ESY1_g10988_DN3_SP6_c0.t1	AT3G54170.1
OG0009493	ESY1_g10990_DN3_SP1_c0.t1	AT3G54150.1
OG0009494	ESY1_g10993_DN3_SP0_c0.t1	AT3G54120.1
OG0009495	ESY5_g3900_DN3_SP1_c0.t1	AT1G20890.1
OG0009496	ESY1_g11000_DN3_SP7_c0.t1	AT3G54050.1
OG0009497	ESY1_g11033_DN3_SP5_c0.t1	AT3G53850.1
OG0009498	ESY1_g11104_DN3_SP0_c17.t1	AT3G53490.1
OG0009499	ESY1_g11145_DN3_SP0_c0.t1	AT3G53220.1
OG0009500	ESY1_g11146_DN3_SP0_c0.t1	AT3G53200.1
OG0009501	ESY1_g11147_DN3_SP7_c0.t1	AT3G53190.1
OG0009503	ESY1_g10487_DN3_SP1_c0.t1	AT3G52870.1
OG0009504	ESY1_g10482_DN3_SP2_c0.t1	AT3G52860.1
OG0009505	ESY1_g10410_DN3_SP2_c0.t1	AT3G52570.1
OG0009506	ESY6_g47508_DN3_SP4_c0.t1	AT5G53800.1
OG0009507	ESY6_g47498_DN2_SP0_c0.t1	AT5G53660.1
OG0009508	ESY6_g47461_DN3_SP7_c0.t1	AT5G53570.2
OG0009509	ESY6_g47460_DN3_SP8_c0.t1	AT5G53560.1
OG0009510	ESY6_g47416_DN2_SP0_c0.t1	AT5G53486.4
OG0009511	ESY2_g33339_DN3_SP8_c1.t1	AT5G53460.1
OG0009512	ESY6_g47362_DN3_SP7_c0.t1	AT5G53350.1
OG0009513	ESY6_g47358_DN3_SP3_c0.t1	AT5G53330.1
OG0009515	ESY3_g27936_DN3_SP1_c0.t1	AT3G24515.3
OG0009516	ESY3_g27915_DN3_SP8_c0.t1	AT3G24570.1
OG0009518	ESY11_g54434_DN3_SP6_c0.t1, ESY11_g54361_DN3_SP2_c0.t1	AT2G05830.1
OG0009519	ESY3_g28058_DN3_SP8_c0.t1	AT3G23920.1
OG0009520	ESY3_g28026_DN3_SP0_c0.t1	AT3G24315.1
OG0009521	ESY2_g35227_DN3_SP8_c0.t1	AT1G66680.1
OG0009522	ESY2_g35182_DN3_SP0_c0.t1	AT1G67170.1
OG0009523	ESY7_g16101_DN3_SP6_c0.t1	AT1G67325.2
OG0009524	ESY19_g42084_DN1_SP0_c0.t1	AT1G67350.1
OG0009525	ESY19_g42083_DN3_SP0_c0.t1	AT1G67360.1
OG0009526	ESY19_g41938_DN3_SP2_c0.t1	AT1G67560.1
OG0009527	ESY5_g4999_DN3_SP0_c3.t1, ESY7_g18706_DN3_SP0_c2.t1	AT1G67690.1
OG0009528	ESY2_g34527_DN3_SP0_c0.t1	AT1G67950.2
OG0009529	ESY2_g34524_DN3_SP0_c0.t1	AT1G67970.1
OG0009530	ESY2_g34506_DN2_SP0_c0.t1	AT1G68110.1
OG0009531	ESY2_g34504_DN3_SP6_c0.t1	AT1G68130.1
OG0009532	ESY2_g34493_DN3_SP0_c0.t1	AT1G68190.2
OG0009533	ESY2_g34487_DN3_SP0_c0.t1	AT1G68230.2
OG0009534	ESY2_g34461_DN3_SP0_c0.t1	AT1G68440.1
OG0009535	ESY17_g40044_DN3_SP4_c0.t1	AT5G36210.1
OG0009536	ESY17_g40003_DN3_SP1_c0.t1	AT5G36250.2
OG0009537	ESY15_g64397_DN3_SP0_c0.t1	AT5G48830.2
OG0009538	ESY11_g54182_DN3_SP0_c0.t1	AT2G18000.2
OG0009540	ESY11_g54326_DN2_SP0_c0.t1	AT2G18630.1
OG0009541	ESY11_g54438_DN3_SP0_c0.t1	AT2G19000.1
OG0009542	ESY11_g54631_DN3_SP0_c0.t1	AT2G19530.1
OG0009543	ESY11_g54632_DN3_SP1_c0.t1	AT2G19540.1
OG0009544	ESY11_g54668_DN3_SP1_c14.t1	AT2G19690.2
OG0009545	ESY12_g51064_DN3_SP8_c0.t1	AT2G41220.1
OG0009546	ESY12_g51027_DN3_SP0_c0.t1	AT2G40990.1
OG0009547	ESY12_g50998_DN3_SP2_c0.t1	AT2G40820.4
OG0009548	ESY12_g50981_DN3_SP0_c0.t1	AT2G40770.1
OG0009549	ESY12_g50969_DN3_SP0_c0.t1	AT2G40740.3
OG0009550	ESY12_g50954_DN3_SP0_c0.t1	AT2G40640.1
OG0009551	ESY12_g50910_DN3_SP8_c0.t1	AT2G40490.1
OG0009552	ESY12_g50909_DN3_SP1_c0.t1	AT2G40480.1
OG0009553	ESY12_g50864_DN3_SP8_c8.t1	AT2G40370.1
OG0009554	ESY12_g50858_DN3_SP8_c0.t1	AT2G40320.1
OG0009555	ESY12_g50828_DN3_SP0_c0.t1	AT2G40220.1
OG0009556	ESY9_g45686_DN3_SP0_c0.t1	AT2G40113.1
OG0009557	ESY9_g45683_DN2_SP8_c0.t1	AT2G40095.1
OG0009558	ESY9_g45622_DN3_SP0_c0.t1	AT2G39870.1
OG0009559	ESY9_g45612_DN3_SP8_c0.t1	AT2G39840.1
OG0009560	ESY9_g45608_DN3_SP0_c0.t1	AT2G39810.1
OG0009561	ESY9_g45607_DN3_SP3_c0.t1	AT2G39805.2
OG0009562	ESY9_g45586_DN3_SP0_c0.t1	AT2G39705.1
OG0009563	ESY1_g6821_DN3_SP0_c0.t1	AT3G43610.2
OG0009564	ESY9_g45537_DN3_SP6_c0.t1	AT2G39510.1
OG0009565	ESY9_g45534_DN2_SP0_c0.t1	AT2G39490.1
OG0009566	ESY9_g45522_DN3_SP0_c0.t1	AT2G39440.1
OG0009567	ESY9_g45470_DN3_SP4_c0.t1	AT2G39220.1
OG0009568	ESY9_g45451_DN3_SP6_c0.t1	AT2G39130.1
OG0009569	ESY9_g45409_DN3_SP8_c0.t1	AT2G38880.11
OG0009570	ESY9_g45392_DN3_SP0_c0.t1	AT2G38790.1
OG0009571	ESY9_g45391_DN3_SP0_c0.t1	AT2G38780.6
OG0009572	ESY9_g45375_DN2_SP8_c11.t1	AT2G38730.1
OG0009573	ESY9_g45371_DN3_SP7_c0.t1	AT2G38710.1
OG0009574	ESY9_g45368_DN3_SP1_c0.t1	AT2G38695.3
OG0009575	ESY9_g45357_DN3_SP8_c0.t1	AT2G38610.1
OG0009576	ESY9_g45356_DN3_SP0_c0.t1	AT2G38600.1
OG0009577	ESY9_g45333_DN3_SP0_c0.t1	AT2G38490.1
OG0009578	ESY9_g45329_DN3_SP0_c0.t1	AT2G38480.1
OG0009579	ESY9_g45273_DN3_SP5_c9.t1	AT2G38320.1
OG0009580	ESY9_g45252_DN3_SP0_c0.t1	AT2G38270.1
OG0009581	ESY9_g45199_DN2_SP8_c0.t1	AT2G38110.1
OG0009582	ESY9_g45164_DN3_SP0_c0.t1	AT2G38040.1
OG0009583	ESY9_g45157_DN3_SP8_c0.t1	AT2G37980.1
OG0009584	ESY10_g14632_DN3_SP0_c0.t1	AT2G01390.1, AT2G01360.1
OG0009585	ESY9_g45122_DN3_SP3_c0.t1	AT2G37860.3
OG0009586	ESY9_g45084_DN2_SP0_c0.t1	AT2G37780.1
OG0009587	ESY9_g44820_DN2_SP0_c0.t1	AT2G37430.1
OG0009588	ESY9_g44818_DN2_SP0_c0.t1	AT2G37410.1
OG0009589	ESY9_g44799_DN3_SP4_c0.t1	AT2G37370.1
OG0009590	ESY10_g14470_DN3_SP0_c0.t1	AT2G02050.1
OG0009591	ESY9_g44793_DN3_SP8_c0.t1	AT2G37330.1
OG0009592	ESY19_g41269_DN2_SP0_c0.t1	AT4G08960.1
OG0009593	ESY9_g44778_DN3_SP6_c0.t1	AT2G37250.1
OG0009594	ESY9_g44741_DN3_SP8_c0.t1	AT2G37130.1
OG0009595	ESY9_g44687_DN3_SP5_c0.t1	AT2G37050.3
OG0009596	ESY9_g44628_DN3_SP5_c0.t1	AT2G36930.1
OG0009597	ESY9_g44622_DN3_SP8_c21.t1	AT2G36910.1
OG0009598	ESY7_g16072_DN3_SP0_c0.t1, ESY3_g27588_DN2_SP0_c0.t1	AT4G12540.1
OG0009599	ESY7_g16087_DN3_SP0_c0.t1	AT4G12580.1
OG0009600	ESY7_g16176_DN3_SP2_c0.t1	AT4G04210.1
OG0009601	ESY7_g16208_DN3_SP3_c0.t1	AT4G04360.1
OG0009602	ESY7_g16299_DN2_SP0_c0.t1	AT4G04630.1
OG0009603	ESY10_g14614_DN3_SP1_c0.t1	AT2G01490.1
OG0009604	ESY7_g16363_DN3_SP0_c0.t1	AT4G04880.2
OG0009605	ESY18_g63026_DN3_SP8_c0.t1	AT4G12070.1
OG0009606	ESY18_g62979_DN3_SP0_c0.t1, ESY18_g62980_DN3_SP0_c0.t1	AT4G12360.1
OG0009607	ESY18_g62972_DN3_SP0_c0.t1	AT4G12390.1
OG0009608	ESY18_g62938_DN3_SP8_c0.t1	AT4G12420.1
OG0009609	ESY9_g43628_DN2_SP0_c0.t1	AT2G21230.3
OG0009610	ESY8_g59879_DN3_SP8_c0.t1	AT2G21300.1
OG0009611	ESY8_g59831_DN3_SP0_c0.t1, ESY8_g59829_DN3_SP0_c0.t1	AT2G21550.1
OG0009612	ESY8_g59817_DN3_SP6_c0.t1	AT2G21630.1
OG0009613	ESY8_g59768_DN3_SP4_c0.t1	AT2G21880.1
OG0009614	ESY8_g59766_DN3_SP0_c0.t1	AT2G21900.1
OG0009615	ESY8_g59572_DN3_SP0_c12.t1	AT2G23450.1
OG0009616	ESY8_g59522_DN3_SP4_c0.t1	AT2G23820.2
OG0009617	ESY8_g59529_DN2_SP0_c0.t1	AT2G23770.1
OG0009618	ESY8_g59459_DN3_SP0_c0.t1	AT2G24310.1
OG0009619	ESY8_g59357_DN3_SP8_c0.t1	AT2G25280.1
OG0009620	ESY8_g59377_DN3_SP8_c0.t1	AT2G25110.1
OG0009621	ESY8_g59220_DN3_SP0_c0.t1	AT2G26410.1
OG0009622	ESY8_g59227_DN3_SP8_c15.t1	AT2G26330.1
OG0009623	ESY8_g59237_DN3_SP2_c0.t1	AT2G26280.1
OG0009624	ESY8_g59212_DN3_SP0_c0.t1	AT2G26490.1
OG0009625	ESY13_g57585_DN2_SP0_c0.t1	AT4G24640.1
OG0009626	ESY14_g21577_DN3_SP8_c0.t1	AT1G43850.1
OG0009627	ESY14_g21138_DN2_SP0_c0.t1	AT2G25720.1
OG0009628	ESY14_g21137_DN2_SP0_c0.t1	AT1G60360.1
OG0009629	ESY14_g21109_DN2_SP8_c0.t1	AT1G36310.1
OG0009630	ESY14_g20738_DN3_SP0_c0.t1	AT1G35470.2
OG0009631	ESY14_g20625_DN3_SP0_c0.t1	AT1G34780.1
OG0009632	ESY14_g20621_DN3_SP8_c0.t1	AT1G34750.1
OG0009633	ESY14_g20585_DN3_SP0_c0.t1	AT1G34355.1
OG0009634	ESY14_g20294_DN2_SP0_c0.t1, ESY14_g20158_DN3_SP5_c0.t1	AT1G33811.1
OG0009635	ESY14_g20388_DN2_SP0_c0.t1	AT1G33520.1
OG0009636	ESY16_g62217_DN3_SP3_c0.t1	AT4G09750.1
OG0009637	ESY25_g62826_DN3_SP8_c0.t1	AT4G09730.1
OG0009638	ESY19_g41778_DN3_SP0_c0.t1	AT4G08540.1
OG0009639	ESY19_g41723_DN3_SP5_c0.t1	AT4G08390.1
OG0009640	ESY25_g62577_DN3_SP2_c0.t1	AT4G10360.1
OG0009641	ESY18_g64053_DN3_SP5_c0.t1	AT4G10610.1
OG0009642	ESY18_g64038_DN3_SP0_c0.t1	AT4G10640.1
OG0009643	ESY18_g63990_DN3_SP0_c0.t1	AT4G10720.1
OG0009644	ESY18_g63946_DN3_SP8_c0.t1	AT4G10790.1
OG0009645	ESY18_g63158_DN3_SP3_c0.t1	AT4G11790.1
OG0009646	ESY7_g16875_DN3_SP0_c0.t1	AT5G19260.1
OG0009647	ESY7_g16874_DN3_SP0_c0.t1	AT5G19280.2
OG0009648	ESY10_g15280_DN2_SP2_c0.t1	AT5G26330.1
OG0009649	ESY10_g15284_DN3_SP7_c0.t1	AT5G26570.1
OG0009650	ESY10_g15290_DN3_SP8_c0.t1	AT5G26740.1
OG0009651	ESY10_g15302_DN3_SP8_c0.t1	AT5G26670.1
OG0009652	ESY10_g15377_DN3_SP1_c0.t1	AT5G26770.5
OG0009653	ESY10_g15406_DN3_SP0_c0.t1	AT5G26940.1
OG0009654	ESY10_g15427_DN3_SP0_c0.t1	AT5G27920.1
OG0009655	ESY2_g35276_DN2_SP0_c0.t1	AT2G03820.1
OG0009656	ESY10_g15484_DN3_SP8_c0.t1	AT5G27740.1
OG0009657	ESY10_g15515_DN3_SP0_c0.t1	AT5G27610.1
OG0009658	ESY10_g15574_DN3_SP0_c0.t1	AT5G27450.1
OG0009659	ESY10_g15576_DN3_SP8_c0.t1	AT5G27430.1
OG0009660	ESY10_g15735_DN3_SP8_c0.t1	AT5G28290.1
OG0009661	ESY11_g54804_DN3_SP0_c0.t1	AT2G20020.1
OG0009662	ESY11_g54812_DN3_SP6_c0.t1	AT2G20080.1
OG0009663	ESY11_g54829_DN3_SP0_c12.t1	AT2G20180.2
OG0009664	ESY11_g54859_DN3_SP0_c0.t1	AT2G20310.1
OG0009665	ESY11_g54884_DN2_SP0_c0.t1	AT2G20362.1
OG0009666	ESY11_g54918_DN3_SP8_c0.t1	AT2G20470.1
OG0009667	ESY11_g54981_DN3_SP0_c0.t1	AT2G20815.3, AT2G20616.1
OG0009668	ESY1_g8029_DN3_SP8_c0.t1	AT3G46220.2
OG0009669	ESY1_g8028_DN3_SP5_c0.t1	AT3G46210.1
OG0009670	ESY1_g8027_DN3_SP0_c0.t1	AT3G46200.1
OG0009671	ESY12_g52323_DN3_SP8_c0.t1, ESY14_g19773_DN2_SP0_c0.t1	AT2G48060.2
OG0009672	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1	AT2G48020.1
OG0009673	ESY12_g52313_DN3_SP0_c0.t1	AT2G47980.1
OG0009674	ESY12_g52308_DN3_SP7_c0.t1	AT2G47940.1
OG0009675	ESY12_g52304_DN3_SP8_c0.t1	AT2G47900.3
OG0009676	ESY12_g52300_DN3_SP0_c0.t1	AT2G47890.1
OG0009677	ESY12_g52294_DN3_SP0_c0.t1	AT2G47820.1
OG0009678	ESY12_g52261_DN2_SP0_c0.t1	AT2G47670.1
OG0009679	ESY12_g51633_DN2_SP0_c0.t1	AT2G46735.1
OG0009680	ESY12_g51636_DN3_SP4_c0.t1	AT2G46710.1
OG0009681	ESY12_g51658_DN3_SP0_c0.t1	AT2G46630.1
OG0009682	ESY12_g51676_DN3_SP0_c0.t1	AT2G46510.1
OG0009683	ESY16_g62319_DN3_SP8_c0.t1	AT4G27120.1
OG0009684	ESY12_g51678_DN2_SP0_c0.t1	AT2G46505.1
OG0009685	ESY12_g51681_DN3_SP0_c0.t1	AT2G46500.1
OG0009686	ESY2_g37474_DN3_SP0_c0.t1, ESY2_g37473_DN2_SP0_c0.t1, ESY12_g51695_DN3_SP0_c0.t1	AT2G46455.2
OG0009687	ESY14_g20874_DN3_SP8_c0.t1	AT1G44575.1
OG0009688	ESY12_g51728_DN3_SP0_c0.t1	AT2G46250.1
OG0009689	ESY12_g51731_DN3_SP7_c0.t1	AT2G46225.2
OG0009690	ESY12_g51740_DN3_SP0_c0.t1	AT2G46160.1
OG0009691	ESY12_g51754_DN1_SP0_c0.t1	AT2G46080.1
OG0009692	ESY12_g51771_DN3_SP8_c0.t1	AT2G46020.2
OG0009693	ESY12_g51829_DN3_SP3_c0.t1	AT2G45750.1
OG0009694	ESY12_g51831_DN3_SP0_c0.t1	AT2G45730.1
OG0009695	ESY12_g51832_DN3_SP0_c0.t1	AT2G45720.1
OG0009696	ESY12_g51845_DN3_SP0_c0.t1	AT2G45640.1
OG0009697	ESY12_g51882_DN3_SP7_c0.t1	AT2G45500.5
OG0009698	ESY12_g51883_DN3_SP0_c0.t1, ESY12_g51884_DN3_SP2_c0.t1	AT2G45490.1
OG0009699	ESY12_g51890_DN3_SP1_c0.t1	AT2G45420.1
OG0009700	ESY12_g51922_DN3_SP2_c0.t1	AT2G45270.1
OG0009701	ESY12_g51923_DN1_SP0_c0.t1	AT2G45260.1
OG0009702	ESY12_g51933_DN3_SP8_c0.t1	AT2G45200.2
OG0009703	ESY12_g51941_DN3_SP7_c0.t1	AT2G45130.1
OG0009704	ESY12_g51974_DN3_SP3_c0.t1	AT2G45050.1
OG0009705	ESY12_g51977_DN3_SP8_c0.t1	AT1G45332.1, AT2G45030.1
OG0009706	ESY12_g52035_DN3_SP0_c0.t1	AT2G44730.1
OG0009707	ESY12_g52084_DN3_SP0_c0.t1	AT2G44420.2
OG0009708	ESY12_g52113_DN3_SP0_c0.t1	AT2G44190.1
OG0009709	ESY12_g52121_DN2_SP0_c0.t1	AT2G44130.1
OG0009710	ESY12_g52168_DN3_SP0_c0.t1	AT2G43800.1
OG0009711	ESY12_g51464_DN3_SP6_c0.t1	AT2G43490.1
OG0009712	ESY12_g51481_DN3_SP6_c0.t1	AT2G43370.1
OG0009713	ESY12_g51488_DN3_SP8_c0.t1	AT2G43320.1
OG0009714	ESY12_g51492_DN1_SP0_c0.t1	AT2G43290.1
OG0009715	ESY12_g51532_DN3_SP0_c0.t1	AT2G43050.1
OG0009716	ESY12_g51534_DN3_SP8_c0.t1	AT2G43040.1
OG0009717	ESY3_g30976_DN3_SP0_c0.t1, ESY3_g31423_DN3_SP0_c0.t1, ESY12_g51551_DN3_SP0_c0.t1	AT2G42940.1
OG0009718	ESY12_g51557_DN3_SP1_c0.t1	AT2G42890.1
OG0009719	ESY10_g14982_DN3_SP0_c0.t1	AT5G46730.1
OG0009720	ESY12_g51568_DN3_SP8_c0.t1	AT2G42820.1
OG0009721	ESY12_g51357_DN3_SP4_c0.t1	AT2G42570.1
OG0009722	ESY12_g51355_DN3_SP0_c0.t1	AT2G42560.1
OG0009723	ESY12_g51332_DN2_SP0_c0.t1	AT2G42410.3
OG0009724	ESY12_g51331_DN3_SP0_c0.t1	AT2G42400.1
OG0009725	ESY12_g51310_DN3_SP0_c0.t1	AT2G42360.1
OG0009726	ESY12_g51305_DN3_SP2_c0.t1	AT2G42320.1
OG0009727	ESY12_g51210_DN3_SP8_c0.t1	AT2G41710.4
OG0009728	ESY12_g51227_DN3_SP7_c9.t1	AT2G41820.1
OG0009729	ESY12_g51241_DN3_SP0_c0.t1	AT2G41850.1
OG0009730	ESY12_g51153_DN3_SP5_c0.t1	AT2G41475.1
OG0009732	ESY10_g14912_DN3_SP8_c0.t1	AT5G47020.1
OG0009733	ESY3_g32569_DN3_SP6_c0.t1	AT3G01120.1
OG0009734	ESY3_g32534_DN3_SP0_c0.t1	AT3G02170.1
OG0009735	ESY3_g32496_DN3_SP0_c16.t1	AT3G02360.1
OG0009736	ESY3_g32493_DN3_SP3_c0.t1	AT3G02410.1
OG0009737	ESY3_g32475_DN2_SP3_c0.t1	AT3G02550.1
OG0009738	ESY3_g32469_DN3_SP7_c0.t1	AT3G02600.1
OG0009739	ESY3_g32433_DN3_SP0_c0.t1	AT3G02840.1
OG0009740	ESY3_g32404_DN1_SP0_c0.t1	AT3G02910.1
OG0009741	ESY3_g32362_DN3_SP0_c0.t1	AT3G03140.1
OG0009742	ESY3_g32355_DN3_SP3_c0.t1	AT3G03200.1
OG0009743	ESY3_g32351_DN3_SP8_c0.t1	AT3G03220.1
OG0009744	ESY3_g32302_DN3_SP8_c0.t1	AT3G03420.1
OG0009745	ESY3_g32274_DN3_SP2_c0.t1, ESY4_g26602_DN3_SP0_c0.t1	AT3G03570.1
OG0009746	ESY3_g32154_DN3_SP1_c0.t1	AT3G03950.3
OG0009747	ESY3_g32113_DN3_SP5_c0.t1	AT3G04060.1
OG0009748	ESY3_g32036_DN3_SP2_c0.t1	AT3G04340.1
OG0009749	ESY3_g32026_DN3_SP7_c0.t1	AT3G04460.2
OG0009750	ESY3_g31994_DN3_SP0_c0.t1	AT3G04570.1
OG0009751	ESY3_g31993_DN3_SP8_c0.t1	AT3G04580.1
OG0009752	ESY3_g31976_DN3_SP0_c0.t1	AT3G04630.3
OG0009753	ESY3_g31961_DN3_SP8_c0.t1	AT3G04670.1
OG0009754	ESY3_g31958_DN3_SP2_c0.t1	AT3G04700.1
OG0009755	ESY3_g31950_DN3_SP7_c0.t1	AT3G04730.1
OG0009756	ESY3_g31910_DN3_SP7_c0.t1	AT3G04910.1
OG0009757	ESY3_g30021_DN3_SP0_c0.t1	AT3G05000.1
OG0009758	ESY3_g31835_DN3_SP0_c0.t1	AT3G05070.1
OG0009759	ESY3_g31805_DN3_SP0_c0.t1	AT3G05155.1
OG0009760	ESY3_g31667_DN3_SP0_c0.t1	AT3G05670.1
OG0009761	ESY3_g31594_DN3_SP7_c0.t1	AT3G06050.1
OG0009762	ESY3_g31592_DN3_SP2_c0.t1	AT3G06070.1
OG0009763	ESY2_g37227_DN3_SP0_c0.t1, ESY3_g31566_DN3_SP0_c0.t1, ESY3_g31578_DN3_SP0_c0.t1, ESY3_g31577_DN1_SP0_c0.t1	AT3G06230.1
OG0009764	ESY3_g31556_DN3_SP8_c0.t1	AT3G06270.1
OG0009765	ESY3_g31555_DN3_SP0_c0.t1	AT3G06290.1
OG0009766	ESY3_g31532_DN3_SP8_c0.t1	AT3G06420.1
OG0009767	ESY3_g31515_DN3_SP1_c12.t1	AT3G06540.1
OG0009768	ESY3_g31494_DN3_SP7_c0.t1	AT3G66654.1
OG0009769	ESY3_g31442_DN3_SP6_c0.t1	AT3G06790.1
OG0009770	ESY16_g62395_DN3_SP7_c0.t1	AT4G26810.1
OG0009771	ESY3_g31452_DN3_SP0_c0.t1	AT3G06890.1
OG0009773	ESY3_g31482_DN3_SP2_c0.t1	AT3G07090.1
OG0009774	ESY3_g31421_DN1_SP0_c0.t1	AT3G07120.1
OG0009775	ESY3_g31411_DN3_SP0_c0.t1	AT3G07195.2
OG0009776	ESY3_g31396_DN3_SP8_c0.t1	AT3G07300.3
OG0009777	ESY3_g31393_DN3_SP3_c0.t1	AT3G07310.1
OG0009778	ESY3_g31387_DN3_SP0_c0.t1	AT3G07350.1
OG0009779	ESY3_g30661_DN3_SP0_c0.t1	AT3G07540.1
OG0009780	ESY3_g30688_DN3_SP8_c0.t1	AT3G07630.1
OG0009781	ESY3_g30692_DN3_SP6_c0.t1	AT3G07650.1
OG0009782	ESY3_g30707_DN3_SP8_c0.t1	AT3G07770.1
OG0009783	ESY3_g30732_DN3_SP8_c0.t1	AT3G07940.1
OG0009784	ESY3_g30733_DN3_SP8_c0.t1	AT3G07950.1
OG0009785	ESY3_g30734_DN3_SP8_c0.t1	AT3G07960.1
OG0009786	ESY3_g30735_DN3_SP2_c0.t1	AT3G07970.1
OG0009787	ESY4_g23807_DN3_SP0_c0.t1	AT4G27810.1
OG0009788	ESY10_g14328_DN3_SP0_c0.t1, ESY3_g30743_DN3_SP7_c0.t1	AT3G08030.1
OG0009789	ESY3_g30747_DN3_SP2_c0.t1	AT3G08500.1
OG0009790	ESY3_g30771_DN3_SP7_c0.t1, ESY3_g30773_DN3_SP1_c0.t1	AT3G08620.1
OG0009792	ESY3_g30850_DN3_SP0_c0.t1	AT3G09085.1
OG0009793	ESY3_g30906_DN2_SP0_c0.t1	AT3G09280.1
OG0009794	ESY3_g30914_DN3_SP0_c0.t1	AT3G09330.1, AT3G09340.1
OG0009795	ESY3_g30929_DN3_SP0_c0.t1	AT3G09400.1
OG0009796	ESY3_g30998_DN3_SP8_c23.t1	AT3G09830.1
OG0009797	ESY6_g49323_DN3_SP8_c0.t1	AT3G09980.1
OG0009798	ESY3_g31035_DN3_SP1_c0.t1	AT3G10130.1
OG0009799	ESY3_g31042_DN3_SP0_c0.t1	AT3G10140.1
OG0009800	ESY3_g31075_DN3_SP8_c0.t1	AT3G10350.2
OG0009801	ESY3_g31105_DN3_SP7_c0.t1	AT3G10520.1
