Orthogroup	Euclidium_syriacum	Eutrema_salsugineum
OG0006475	ESY10_g13944_DN1_SP0_c0.t1	XP_006395562.1, XP_006395564.1
OG0006476	ESY10_g13945_DN2_SP0_c0.t1	XP_006395565.2
OG0006477	ESY10_g13976_DN3_SP7_c0.t1	XP_006395588.1
OG0006478	ESY2_g37297_DN3_SP0_c0.t1	XP_006413446.1
OG0006479	ESY10_g14018_DN3_SP8_c0.t1	XP_006395617.1
OG0006480	ESY10_g14541_DN3_SP0_c5.t1	XP_006395381.1
OG0006481	ESY10_g14049_DN3_SP0_c0.t1	XP_006395638.1
OG0006482	ESY2_g35477_DN3_SP0_c0.t1	XP_006390950.2
OG0006484	ESY2_g35433_DN2_SP0_c0.t1	XP_006390995.1
OG0006485	ESY2_g35431_DN3_SP0_c0.t1	XP_006390998.1
OG0006486	ESY2_g35410_DN3_SP1_c0.t1, ESY5_g1426_DN3_SP0_c0.t1	XP_006391013.1
OG0006487	ESY2_g35399_DN3_SP1_c0.t1	XP_006391024.1
OG0006488	ESY10_g15202_DN3_SP8_c0.t1	XP_006398288.2
OG0006489	ESY7_g16862_DN3_SP3_c0.t1	XP_006398275.1
OG0006490	ESY7_g16810_DN3_SP3_c0.t1	XP_006398238.1
OG0006491	ESY5_g5443_DN3_SP0_c0.t1	XP_006418378.1
OG0006492	ESY7_g16725_DN3_SP0_c0.t1	XP_006398155.1
OG0006493	ESY2_g37649_DN3_SP1_c0.t1	XP_006393239.1
OG0006494	ESY2_g37635_DN3_SP4_c0.t1	XP_006393226.1
OG0006495	ESY2_g37574_DN3_SP0_c0.t1	XP_006393209.1
OG0006496	ESY2_g37546_DN3_SP5_c0.t1	XP_006393187.1
OG0006497	ESY2_g37463_DN3_SP8_c0.t1	XP_006393149.1
OG0006498	ESY6_g46756_DN3_SP0_c0.t1	XP_006401841.1
OG0006499	ESY2_g37247_DN3_SP8_c0.t1	XP_006393032.1
OG0006500	ESY2_g37245_DN3_SP8_c0.t1	XP_006393029.1
OG0006501	ESY2_g37102_DN3_SP7_c0.t1	XP_024006289.1
OG0006502	ESY2_g37073_DN3_SP0_c0.t1	XP_006392924.1
OG0006503	ESY2_g35425_DN3_SP7_c0.t1, ESY6_g47925_DN3_SP1_c0.t1	XP_006391507.1
OG0006504	ESY6_g48241_DN3_SP3_c0.t1	XP_006410551.1
OG0006505	ESY1_g5738_DN3_SP8_c0.t1	XP_024016689.1
OG0006506	ESY16_g61687_DN3_SP0_c0.t1	XP_006410604.1
OG0006508	ESY12_g51164_DN3_SP0_c0.t1	XP_006410633.1
OG0006510	ESY9_g43873_DN3_SP8_c0.t1	XP_006410678.1
OG0006511	ESY9_g43952_DN3_SP8_c0.t1	XP_006410719.1
OG0006512	ESY3_g30061_DN3_SP0_c0.t1	XP_006410733.1
OG0006513	ESY9_g44036_DN3_SP0_c0.t1	XP_006410744.1
OG0006514	ESY8_g59144_DN3_SP0_c0.t1	XP_006397373.1
OG0006516	ESY9_g42924_DN3_SP8_c0.t1, ESY2_g33365_DN3_SP0_c0.t1	XP_006413992.1
OG0006517	ESY9_g42904_DN3_SP3_c0.t1	XP_006413995.1
OG0006518	ESY9_g42896_DN3_SP0_c11.t1	XP_006414002.1
OG0006519	ESY9_g42884_DN3_SP8_c0.t1	XP_006414007.1
OG0006520	ESY9_g42766_DN2_SP0_c0.t1	XP_006414047.1
OG0006521	ESY9_g42737_DN3_SP0_c0.t1	XP_006414061.1
OG0006522	ESY9_g42657_DN3_SP0_c0.t1	XP_006414104.2
OG0006523	ESY2_g34570_DN3_SP8_c0.t1	XP_006395296.1
OG0006524	ESY9_g42651_DN3_SP0_c0.t1	XP_006414109.1
OG0006525	ESY9_g42615_DN3_SP2_c0.t1	XP_006414133.1
OG0006526	ESY9_g42591_DN3_SP6_c0.t1, ESY4_g24071_DN3_SP0_c0.t1	XP_006414142.1
OG0006527	ESY9_g42543_DN3_SP7_c0.t1	XP_006414163.1
OG0006528	ESY9_g42529_DN3_SP0_c0.t1	XP_006414171.1
OG0006529	ESY9_g42519_DN3_SP7_c0.t1	XP_006414177.1
OG0006530	ESY9_g42480_DN3_SP3_c0.t1	XP_006414201.1
OG0006531	ESY9_g42444_DN3_SP0_c0.t1	XP_024005048.1
OG0006532	ESY9_g42423_DN3_SP0_c0.t1	XP_006414257.1
OG0006533	ESY9_g42420_DN3_SP0_c0.t1	XP_006414261.2
OG0006534	ESY1_g10106_DN3_SP1_c0.t1	XP_006403958.2
OG0006535	ESY1_g10098_DN3_SP0_c0.t1	XP_006403966.1
OG0006536	ESY1_g10082_DN3_SP3_c0.t1	XP_006403982.1
OG0006537	ESY1_g10078_DN3_SP7_c0.t1	XP_006403988.1
OG0006538	ESY1_g9934_DN3_SP0_c0.t1	XP_006404032.1
OG0006539	ESY23_g164_DN3_SP8_c0.t1	XP_006413533.1
OG0006540	ESY23_g124_DN3_SP5_c0.t1	XP_006413552.1
OG0006541	ESY6_g46859_DN3_SP2_c0.t1	XP_006401813.1
OG0006542	ESY24_g33229_DN2_SP6_c0.t1	XP_024011973.1
OG0006543	ESY6_g45845_DN3_SP0_c0.t1	XP_024011819.1
OG0006544	ESY6_g45905_DN3_SP0_c0.t1	XP_006402012.1
OG0006545	ESY5_g4762_DN3_SP0_c14.t1	XP_024016572.1
OG0006546	ESY11_g53580_DN3_SP7_c0.t1	XP_006409583.1
OG0006547	ESY11_g53627_DN3_SP6_c0.t1	XP_006409567.2
OG0006548	ESY16_g62275_DN2_SP0_c0.t1	XP_006409468.1
OG0006549	ESY11_g53956_DN3_SP0_c0.t1	XP_006409350.1
OG0006550	ESY23_g367_DN3_SP8_c0.t1	XP_006413484.1
OG0006551	ESY23_g340_DN3_SP3_c0.t1	XP_006413486.1
OG0006552	ESY23_g258_DN3_SP8_c0.t1	XP_006413510.1
OG0006553	ESY23_g211_DN3_SP1_c0.t1	XP_006413522.1
OG0006554	ESY9_g43853_DN3_SP0_c0.t1	XP_006413627.1
OG0006556	ESY9_g43815_DN2_SP2_c0.t1	XP_006413635.1
OG0006557	ESY9_g43814_DN3_SP8_c0.t1	XP_006413636.1
OG0006558	ESY9_g43749_DN3_SP4_c0.t1	XP_006413675.1
OG0006559	ESY2_g34185_DN3_SP0_c0.t1	XP_006392412.1
OG0006560	ESY2_g33536_DN3_SP0_c0.t1	XP_006391764.1
OG0006561	ESY9_g43275_DN3_SP8_c0.t1	XP_006413883.1
OG0006562	ESY3_g31277_DN2_SP0_c0.t1	XP_024015527.1
OG0006563	ESY9_g43378_DN3_SP8_c0.t1	XP_006413948.1, XP_024005135.1
OG0006564	ESY9_g43401_DN3_SP0_c0.t1	XP_006413833.2
OG0006565	ESY8_g59275_DN3_SP0_c0.t1	XP_006408652.1, XP_006408817.1
OG0006566	ESY9_g43424_DN3_SP1_c0.t1	XP_006413817.1
OG0006567	ESY9_g43447_DN3_SP1_c0.t1	XP_006413802.1
OG0006568	ESY9_g43528_DN3_SP0_c0.t1	XP_024005342.1
OG0006569	ESY9_g43531_DN2_SP7_c0.t1	XP_006413778.1
OG0006570	ESY9_g43618_DN3_SP0_c0.t1	XP_006413753.1
OG0006571	ESY9_g43589_DN2_SP0_c0.t1	XP_006413740.1
OG0006572	ESY9_g43548_DN3_SP0_c0.t1	XP_024004434.1
OG0006573	ESY9_g43153_DN3_SP8_c0.t1, ESY7_g16723_DN3_SP1_c15.t1	XP_006413929.1
OG0006574	ESY9_g43061_DN3_SP1_c0.t1	XP_006413940.1
OG0006575	ESY16_g61461_DN2_SP0_c0.t1	XP_024004776.1
OG0006576	ESY16_g61501_DN2_SP0_c0.t1	XP_006414320.1
OG0006577	ESY16_g61551_DN3_SP0_c0.t1	XP_024005473.1
OG0006578	ESY16_g61615_DN3_SP5_c0.t1	XP_006414282.1
OG0006579	ESY6_g50285_DN3_SP0_c0.t1	XP_006393854.1
OG0006580	ESY6_g50283_DN3_SP0_c0.t1	XP_024007524.1
OG0006581	ESY6_g50236_DN3_SP8_c0.t1	XP_006393822.1
OG0006582	ESY1_g12587_DN3_SP3_c6.t1, ESY20_g12894_DN3_SP0_c0.t1	XP_006402273.1
OG0006583	ESY1_g12558_DN3_SP6_c0.t1	XP_006402300.1
OG0006584	ESY1_g12521_DN3_SP8_c0.t1, ESY9_g43249_DN2_SP0_c0.t1	XP_006402327.1
OG0006585	ESY1_g12488_DN3_SP0_c0.t1, ESY1_g12489_DN3_SP0_c0.t1	XP_006402357.1
OG0006586	ESY1_g12407_DN3_SP0_c0.t1	XP_006402419.1
OG0006587	ESY1_g12398_DN1_SP0_c0.t1	XP_006402424.1
OG0006588	ESY1_g12347_DN3_SP6_c0.t1	XP_006402452.1
OG0006589	ESY1_g12345_DN3_SP1_c1.t1	XP_006402455.1
OG0006590	ESY1_g12272_DN3_SP7_c0.t1	XP_006402493.2
OG0006591	ESY1_g12258_DN3_SP6_c0.t1	XP_006402502.1
OG0006593	ESY1_g12151_DN1_SP4_c0.t1	XP_024012939.1
OG0006594	ESY1_g6450_DN3_SP4_c0.t1	XP_006402604.1
OG0006595	ESY1_g11898_DN3_SP5_c0.t1	XP_006402650.1
OG0006596	ESY1_g11387_DN3_SP0_c0.t1	XP_006402754.1
OG0006597	ESY1_g11395_DN3_SP8_c0.t1	XP_006402759.1
OG0006598	ESY1_g11397_DN3_SP8_c0.t1	XP_006402761.1
OG0006599	ESY12_g52264_DN2_SP0_c0.t1	XP_006402060.1
OG0006600	ESY1_g11641_DN3_SP0_c0.t1	XP_024012804.1
OG0006601	ESY1_g11651_DN3_SP0_c0.t1	XP_006402871.1
OG0006602	ESY1_g11712_DN3_SP8_c0.t1	XP_024012826.1
OG0006603	ESY1_g11786_DN3_SP8_c0.t1	XP_006402943.1
OG0006604	ESY1_g10516_DN3_SP3_c0.t1	XP_006402981.1
OG0006605	ESY1_g10562_DN3_SP8_c0.t1	XP_006403012.1
OG0006606	ESY1_g10614_DN1_SP0_c0.t1	XP_006403034.1
OG0006607	ESY1_g10646_DN3_SP0_c0.t1	XP_006403402.1
OG0006608	ESY1_g10745_DN3_SP1_c0.t1	XP_006403454.1
OG0006609	ESY1_g10751_DN3_SP8_c0.t1	XP_006403458.1
OG0006610	ESY1_g10779_DN3_SP0_c0.t1, ESY1_g10784_DN3_SP0_c0.t1	XP_006403488.1
OG0006611	ESY1_g10822_DN3_SP8_c0.t1	XP_006403520.1
OG0006612	ESY1_g10849_DN3_SP0_c0.t1	XP_006403530.1
OG0006613	ESY9_g44841_DN3_SP0_c0.t1	XP_006403667.1
OG0006614	ESY1_g10489_DN3_SP3_c0.t1	XP_006403758.1
OG0006615	ESY6_g47519_DN3_SP8_c0.t1	XP_006401656.1
OG0006616	ESY6_g47506_DN3_SP0_c0.t1	XP_006401665.1
OG0006617	ESY6_g47501_DN3_SP0_c0.t1	XP_006401669.1
OG0006619	ESY3_g27835_DN3_SP7_c0.t1	XP_006418702.1, XP_006414950.1
OG0006620	ESY3_g27992_DN2_SP1_c0.t1	XP_006418750.1
OG0006621	ESY2_g35173_DN1_SP0_c0.t1	XP_006391505.1
OG0006622	ESY19_g41901_DN3_SP0_c0.t1	XP_006391216.1
OG0006623	ESY21_g55171_DN3_SP7_c0.t1	XP_006391212.1
OG0006624	ESY2_g34497_DN1_SP0_c0.t1	XP_006391176.2
OG0006625	ESY2_g34477_DN3_SP5_c0.t1	XP_006391151.1
OG0006626	ESY15_g64470_DN2_SP0_c17.t1	XP_006395144.2
OG0006627	ESY11_g54215_DN3_SP6_c0.t1	XP_006409192.1
OG0006628	ESY11_g54290_DN3_SP8_c0.t1	XP_006409159.1
OG0006629	ESY11_g54289_DN2_SP0_c0.t1	XP_024016643.1
OG0006630	ESY11_g54497_DN3_SP0_c0.t1	XP_006409088.1
OG0006631	ESY11_g54543_DN3_SP0_c0.t1	XP_006409075.1
OG0006632	ESY18_g63747_DN2_SP0_c0.t1	XP_006395850.1
OG0006633	ESY11_g54614_DN3_SP4_c0.t1	XP_006409057.1
OG0006634	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1	XP_006408458.1
OG0006635	ESY11_g54642_DN2_SP8_c0.t1	XP_006408875.1
OG0006636	ESY11_g54648_DN3_SP3_c0.t1	XP_006408876.1
OG0006637	ESY11_g54693_DN2_SP0_c0.t1	XP_006408895.1
OG0006638	ESY12_g50955_DN3_SP4_c0.t1	XP_024016725.1
OG0006639	ESY12_g50904_DN3_SP8_c15.t1	XP_006411309.1
OG0006640	ESY12_g51763_DN3_SP0_c0.t1	XP_024010795.1
OG0006641	ESY12_g50847_DN3_SP0_c0.t1	XP_006411281.1
OG0006642	ESY12_g50827_DN3_SP0_c0.t1	XP_006411274.1
OG0006643	ESY9_g45713_DN3_SP5_c9.t1	XP_006411264.1
OG0006644	ESY9_g45672_DN3_SP4_c0.t1	XP_006411252.1
OG0006645	ESY9_g45611_DN3_SP8_c0.t1	XP_006411222.1
OG0006646	ESY9_g45600_DN3_SP0_c0.t1	XP_006411210.1
OG0006647	ESY9_g45560_DN3_SP5_c0.t1	XP_006411189.1
OG0006648	ESY5_g4499_DN3_SP0_c0.t1	XP_006417786.1
OG0006649	ESY9_g45364_DN3_SP8_c0.t1	XP_006411085.1
OG0006650	ESY9_g45348_DN3_SP0_c0.t1	XP_006411073.1
OG0006651	ESY9_g45328_DN3_SP0_c0.t1	XP_006411061.1
OG0006652	ESY9_g45281_DN3_SP6_c0.t1	XP_006411047.1
OG0006653	ESY9_g45272_DN3_SP0_c0.t1	XP_006411045.1
OG0006654	ESY9_g45253_DN3_SP8_c0.t1	XP_006411028.1
OG0006655	ESY9_g45249_DN3_SP0_c0.t1	XP_006411026.1
OG0006656	ESY2_g34370_DN3_SP0_c11.t1	XP_024006935.1
OG0006657	ESY9_g45234_DN3_SP8_c0.t1	XP_006411014.1
OG0006658	ESY9_g45162_DN3_SP8_c0.t1	XP_006411002.1
OG0006659	ESY9_g45152_DN3_SP0_c0.t1	XP_006410994.1
OG0006660	ESY9_g44865_DN3_SP6_c0.t1	XP_006410941.1
OG0006661	ESY9_g44821_DN3_SP5_c0.t1	XP_006410929.2
OG0006662	ESY9_g44800_DN3_SP0_c0.t1	XP_006410920.1
OG0006663	ESY9_g44593_DN3_SP0_c0.t1	XP_006410862.1
OG0006664	ESY7_g16115_DN3_SP7_c0.t1	XP_006396727.1
OG0006665	ESY7_g16325_DN2_SP0_c0.t1	XP_024009833.1
OG0006666	ESY18_g63139_DN3_SP8_c0.t1	XP_006396843.1
OG0006667	ESY18_g63144_DN3_SP8_c0.t1	XP_006396844.1, XP_024011420.1
OG0006668	ESY7_g16889_DN3_SP5_c0.t1	XP_024011982.1
OG0006669	ESY8_g59884_DN3_SP8_c0.t1	XP_006404566.1
OG0006670	ESY8_g59867_DN3_SP8_c0.t1	XP_006404573.1
OG0006671	ESY8_g59828_DN2_SP0_c0.t1	XP_006404611.1
OG0006672	ESY8_g59771_DN3_SP1_c0.t1	XP_006404639.1
OG0006673	ESY8_g59747_DN3_SP0_c0.t1	XP_024014287.1
OG0006674	ESY8_g59720_DN3_SP0_c0.t1	XP_006404673.1
OG0006675	ESY8_g59566_DN3_SP8_c0.t1	XP_006404839.1
OG0006676	ESY8_g59251_DN3_SP8_c0.t1	XP_006408857.1
OG0006677	ESY8_g59394_DN3_SP7_c5.t1	XP_006405047.1
OG0006678	ESY16_g62570_DN3_SP2_c0.t1	XP_006413188.1
OG0006679	ESY13_g57633_DN3_SP8_c0.t1	XP_006413409.1
OG0006680	ESY9_g43269_DN3_SP0_c6.t1	XP_006396069.1
OG0006681	ESY14_g20153_DN3_SP0_c0.t1	XP_006415049.1
OG0006682	ESY14_g20157_DN3_SP0_c0.t1	XP_024009119.1
OG0006683	ESY25_g62807_DN2_SP0_c0.t1	XP_024009802.1
OG0006684	ESY3_g29280_DN3_SP7_c0.t1	XP_006397127.1
OG0006685	ESY2_g37668_DN3_SP4_c0.t1	XP_006393253.2
OG0006686	ESY18_g63604_DN3_SP8_c0.t1	XP_006396929.1
OG0006687	ESY18_g63603_DN3_SP8_c0.t1	XP_006396930.1
OG0006688	ESY10_g15288_DN3_SP8_c0.t1	XP_006394884.1
OG0006689	ESY10_g15464_DN3_SP0_c0.t1	XP_024007102.1
OG0006690	ESY13_g57604_DN3_SP7_c0.t1	XP_006413430.1
OG0006691	ESY10_g15509_DN3_SP6_c0.t1	XP_006394954.1
OG0006692	ESY10_g15519_DN3_SP1_c0.t1	XP_024007327.1
OG0006693	ESY10_g15594_DN3_SP4_c0.t1	XP_024007192.1
OG0006694	ESY15_g64580_DN2_SP0_c0.t1	XP_006394984.2
OG0006695	ESY11_g54779_DN3_SP0_c0.t1	XP_006408911.1
OG0006696	ESY11_g54852_DN3_SP8_c0.t1	XP_006408943.1
OG0006697	ESY11_g54893_DN3_SP0_c0.t1, ESY11_g54894_DN3_SP0_c0.t1	XP_006408958.1
OG0006698	ESY11_g54895_DN3_SP8_c0.t1	XP_006408960.1
OG0006699	ESY10_g14740_DN3_SP0_c0.t1	XP_024014687.1
OG0006700	ESY12_g51648_DN2_SP0_c0.t1	XP_006397859.1
OG0006701	ESY12_g51662_DN3_SP0_c0.t1	XP_006397854.2
OG0006702	ESY12_g51664_DN2_SP0_c0.t1	XP_006397852.1
OG0006704	ESY12_g51719_DN3_SP0_c0.t1	XP_006397816.1
OG0006705	ESY12_g51732_DN3_SP4_c0.t1	XP_006397806.1
OG0006706	ESY12_g51779_DN3_SP0_c0.t1	XP_006397783.1
OG0006707	ESY12_g51802_DN3_SP8_c0.t1	XP_024010816.1
OG0006708	ESY12_g51840_DN3_SP0_c0.t1	XP_006397748.1
OG0006709	ESY12_g51842_DN3_SP8_c0.t1	XP_006397746.1
OG0006710	ESY12_g51889_DN3_SP0_c0.t1	XP_006397724.1
OG0006711	ESY12_g51925_DN3_SP8_c31.t1	XP_006397702.1
OG0006712	ESY12_g51973_DN3_SP0_c0.t1	XP_006397686.1
OG0006713	ESY12_g51995_DN3_SP2_c0.t1, ESY1_g11005_DN3_SP0_c0.t1	XP_006397676.1
OG0006715	ESY12_g52028_DN3_SP6_c0.t1	XP_006397656.1
OG0006716	ESY12_g52095_DN1_SP0_c0.t1	XP_006397610.2
OG0006717	ESY12_g52145_DN3_SP6_c0.t1	XP_006397569.1
OG0006718	ESY12_g52181_DN3_SP8_c0.t1	XP_024010729.1
OG0006719	ESY12_g52188_DN3_SP0_c0.t1	XP_006397541.1
OG0006720	ESY12_g52192_DN3_SP5_c0.t1	XP_006397535.1
OG0006722	ESY12_g51486_DN3_SP7_c0.t1	XP_006397499.1
OG0006723	ESY12_g51519_DN3_SP8_c0.t1	XP_006411588.1
OG0006724	ESY12_g51566_DN3_SP1_c0.t1	XP_006411555.1
OG0006725	ESY12_g51340_DN3_SP8_c0.t1	XP_006411506.2
OG0006726	ESY12_g51323_DN3_SP0_c0.t1	XP_024003939.1
OG0006727	ESY12_g51300_DN3_SP0_c0.t1	XP_006411489.1
OG0006729	ESY12_g51142_DN3_SP1_c0.t1	XP_006411408.1
OG0006730	ESY12_g51097_DN3_SP5_c0.t1	XP_006411396.1
OG0006731	ESY12_g51092_DN3_SP0_c0.t1	XP_006411394.1
OG0006732	ESY10_g14893_DN3_SP2_c0.t1	XP_006398401.1
OG0006733	ESY4_g25909_DN3_SP0_c0.t1	XP_006412365.1
OG0006734	ESY3_g32568_DN3_SP5_c0.t1	XP_006408462.1
OG0006735	ESY3_g32549_DN3_SP8_c9.t1	XP_006401573.1
OG0006736	ESY3_g32497_DN3_SP8_c0.t1	XP_006408424.1
OG0006737	ESY3_g29399_DN3_SP0_c0.t1	XP_024015549.1
OG0006738	ESY3_g32410_DN3_SP0_c0.t1, ESY3_g32426_DN3_SP8_c0.t1	XP_006408375.1
OG0006739	ESY3_g32425_DN3_SP8_c0.t1	XP_006408372.1
OG0006740	ESY3_g32376_DN3_SP8_c0.t1	XP_006408342.1
OG0006741	ESY3_g32317_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32318_DN3_SP8_c0.t1	XP_006408310.1
OG0006742	ESY3_g32267_DN3_SP0_c0.t1	XP_006408287.1
OG0006743	ESY3_g32221_DN3_SP1_c0.t1, ESY3_g32222_DN3_SP1_c0.t1	XP_006408267.1
OG0006744	ESY3_g32206_DN3_SP8_c0.t1	XP_006408257.1
OG0006745	ESY3_g32030_DN3_SP0_c0.t1	XP_006408190.1
OG0006746	ESY3_g31780_DN3_SP0_c0.t1	XP_006408090.1
OG0006747	ESY3_g31777_DN3_SP0_c0.t1	XP_006408088.1
OG0006748	ESY3_g31704_DN3_SP6_c0.t1	XP_006408068.1
OG0006749	ESY3_g31691_DN3_SP6_c0.t1	XP_006408059.1
OG0006750	ESY1_g11475_DN3_SP0_c0.t1	XP_006415813.1
OG0006751	ESY3_g31605_DN3_SP0_c0.t1	XP_006408002.1
OG0006752	ESY3_g31604_DN3_SP0_c0.t1	XP_006408001.1
OG0006753	ESY3_g31441_DN3_SP0_c0.t1	XP_006407901.1
OG0006754	ESY3_g31450_DN3_SP0_c0.t1	XP_006407894.1
OG0006755	ESY3_g31401_DN3_SP0_c0.t1	XP_024015557.1
OG0006756	ESY3_g31389_DN3_SP6_c0.t1	XP_006407848.1
OG0006757	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1	XP_024008008.1, XP_006407847.1
OG0006758	ESY3_g31385_DN3_SP0_c0.t1	XP_006407843.1
OG0006759	ESY3_g31381_DN3_SP0_c0.t1	XP_006407839.1
OG0006760	ESY3_g31364_DN2_SP0_c0.t1	XP_024014864.1
OG0006761	ESY3_g30673_DN3_SP0_c0.t1	XP_006407820.1
OG0006762	ESY3_g30705_DN3_SP8_c0.t1	XP_006407801.1
OG0006763	ESY3_g30714_DN2_SP0_c0.t1	XP_006407797.1
OG0006764	ESY3_g30715_DN3_SP3_c0.t1	XP_006407796.1
OG0006765	ESY3_g30804_DN3_SP3_c0.t1	XP_024015163.1
OG0006766	ESY3_g30829_DN3_SP0_c0.t1	XP_006407723.1
OG0006767	ESY3_g30870_DN3_SP0_c0.t1	XP_006392641.1
OG0006768	ESY3_g30845_DN3_SP0_c0.t1	XP_006407715.1
OG0006769	ESY3_g30907_DN2_SP0_c0.t1	XP_006407692.1
OG0006770	ESY6_g49315_DN2_SP0_c0.t1	XP_006407612.1
OG0006771	ESY3_g31254_DN3_SP0_c0.t1, ESY3_g31252_DN3_SP0_c0.t1	XP_006407447.1
OG0006772	ESY3_g31178_DN3_SP4_c0.t1	XP_006407490.1
OG0006773	ESY3_g31194_DN3_SP0_c0.t1	XP_006407478.1
OG0006774	ESY3_g31195_DN3_SP0_c0.t1	XP_006407479.1
OG0006775	ESY3_g31246_DN3_SP3_c0.t1	XP_006407450.1
OG0006776	ESY3_g31281_DN3_SP0_c0.t1	XP_006407430.1
OG0006777	ESY3_g31283_DN3_SP1_c0.t1	XP_006407429.1
OG0006778	ESY3_g31286_DN2_SP0_c0.t1	XP_006407426.1
OG0006779	ESY3_g31323_DN3_SP0_c6.t1	XP_024015427.1
OG0006780	ESY3_g31322_DN3_SP8_c0.t1	XP_006407417.1
OG0006782	ESY3_g30075_DN2_SP3_c0.t1, ESY3_g30081_DN3_SP0_c0.t1, ESY3_g30076_DN2_SP0_c0.t1	XP_006407328.1
OG0006783	ESY3_g30100_DN3_SP8_c0.t1	XP_024015158.1
OG0006784	ESY3_g30108_DN3_SP2_c0.t1	XP_006407301.1
OG0006785	ESY3_g30130_DN3_SP0_c0.t1	XP_006407283.1
OG0006786	ESY3_g30143_DN3_SP2_c0.t1	XP_006407273.1
OG0006787	ESY8_g58548_DN3_SP5_c0.t1	XP_006410256.1
OG0006788	ESY3_g30247_DN3_SP8_c0.t1	XP_006407187.1
OG0006789	ESY3_g30263_DN3_SP0_c0.t1, ESY3_g30261_DN3_SP6_c0.t1	XP_006407176.1
OG0006790	ESY3_g30303_DN3_SP8_c0.t1	XP_006407148.1
OG0006791	ESY2_g33747_DN3_SP0_c0.t1	XP_024011659.1
OG0006792	ESY3_g30347_DN3_SP0_c0.t1	XP_006407118.1
OG0006793	ESY3_g30351_DN3_SP0_c0.t1	XP_006407115.1
OG0006794	ESY3_g30415_DN3_SP0_c0.t1	XP_006407071.1
OG0006795	ESY3_g30435_DN3_SP0_c0.t1	XP_006407064.1
OG0006796	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	XP_006407046.1
OG0006797	ESY3_g30505_DN2_SP0_c0.t1, ESY3_g30504_DN3_SP0_c0.t1	XP_024015394.1
OG0006798	ESY3_g30536_DN3_SP0_c0.t1	XP_006407001.1
OG0006799	ESY3_g30566_DN3_SP8_c0.t1	XP_006406976.1
OG0006800	ESY3_g30590_DN3_SP0_c0.t1	XP_006406960.1
OG0006801	ESY3_g30640_DN3_SP4_c0.t1	XP_006406909.1
OG0006802	ESY3_g30643_DN3_SP8_c0.t1	XP_006406906.1
OG0006803	ESY3_g29991_DN3_SP8_c0.t1	XP_006406864.1
OG0006804	ESY3_g29986_DN3_SP8_c0.t1	XP_006406856.1
OG0006805	ESY5_g5052_DN3_SP0_c0.t1	XP_006418153.1
OG0006806	ESY3_g29845_DN3_SP0_c0.t1	XP_006406767.1
OG0006807	ESY3_g29830_DN3_SP7_c0.t1	XP_024015069.1
OG0006808	ESY3_g29802_DN3_SP8_c15.t1	XP_006406732.1
OG0006809	ESY3_g29792_DN3_SP0_c0.t1	XP_006406719.1
OG0006810	ESY7_g18271_DN3_SP0_c18.t1	XP_024010316.1
OG0006811	ESY3_g29782_DN3_SP7_c0.t1	XP_006406712.1
OG0006812	ESY3_g29781_DN3_SP4_c0.t1	XP_006406711.1
OG0006813	ESY3_g29757_DN3_SP8_c0.t1	XP_024015517.1
OG0006814	ESY3_g29742_DN3_SP0_c0.t1	XP_006406679.1
OG0006815	ESY3_g29711_DN3_SP8_c0.t1	XP_006406641.1
OG0006816	ESY3_g29701_DN2_SP6_c0.t1	XP_006406635.1
OG0006817	ESY3_g29678_DN3_SP4_c0.t1	XP_006406609.1
OG0006818	ESY3_g29670_DN3_SP8_c6.t1	XP_006406599.1
OG0006819	ESY3_g29625_DN3_SP0_c0.t1	XP_006406568.1
OG0006820	ESY3_g29600_DN3_SP4_c0.t1	XP_006406555.1
OG0006821	ESY5_g4148_DN3_SP0_c0.t1	XP_006416559.1
OG0006822	ESY3_g29312_DN3_SP6_c0.t1	XP_006406431.1
OG0006823	ESY3_g29309_DN3_SP8_c4.t1	XP_006406426.1
OG0006824	ESY3_g29240_DN3_SP0_c0.t1	XP_006406395.1
OG0006825	ESY3_g29209_DN3_SP3_c0.t1	XP_024015567.1
OG0006826	ESY3_g29207_DN3_SP0_c0.t1	XP_006406368.1
OG0006827	ESY3_g29206_DN3_SP2_c0.t1	XP_006406367.1
OG0006828	ESY3_g29166_DN2_SP0_c0.t1	XP_024015363.1
OG0006829	ESY3_g29143_DN3_SP0_c0.t1	XP_006406333.1
OG0006830	ESY3_g29124_DN3_SP1_c0.t1	XP_006406321.1
OG0006831	ESY3_g29110_DN3_SP4_c0.t1	XP_006406303.1, XP_006406170.1
OG0006832	ESY5_g3373_DN3_SP4_c0.t1	XP_006417528.1, XP_024013858.1
OG0006833	ESY8_g61046_DN3_SP7_c0.t1	XP_006405766.1
OG0006834	ESY17_g40275_DN3_SP8_c0.t1	XP_006405878.1
OG0006835	ESY15_g65041_DN3_SP8_c0.t1	XP_006395235.1
OG0006836	ESY15_g65081_DN3_SP8_c0.t1	XP_006395240.1
OG0006837	ESY3_g28278_DN3_SP1_c0.t1	XP_006418841.1
