Orthogroup	Euclidium_syriacum	Arabis_alpina
OG0007025	ESY4_g25474_DN3_SP0_c0.t1	Aa_G720750.h1.t1
OG0007027	ESY4_g25504_DN3_SP2_c0.t1	Aa_G180410.h1.t1
OG0007028	ESY4_g25544_DN3_SP8_c0.t1	Aa_G385140.h1.t1
OG0007030	ESY4_g25566_DN3_SP4_c0.t1	Aa_G238230.h1.t1
OG0007031	ESY4_g25094_DN1_SP0_c0.t1	Aa_G394960.h1.t1
OG0007032	ESY4_g25095_DN3_SP4_c0.t1	Aa_G394980.h1.t1
OG0007033	ESY4_g25272_DN3_SP5_c0.t1	Aa_G395060.h1.t1
OG0007035	ESY4_g25195_DN3_SP0_c0.t1	Aa_G596830.h1.t1, Aa_G424870.h1.t1
OG0007036	ESY4_g25166_DN3_SP4_c0.t1	Aa_G646990.h1.t1
OG0007037	ESY4_g25152_DN3_SP0_c0.t1	Aa_G440510.h1.t1
OG0007038	ESY16_g62042_DN3_SP0_c0.t1	Aa_G508020.h1.t1
OG0007038	ESY1_g11668_DN3_SP7_c0.t1, ESY1_g12057_DN3_SP0_c0.t1	Aa_G337800.h1.t1
OG0007039	ESY8_g59263_DN3_SP0_c0.t1, ESY4_g25112_DN3_SP0_c0.t1	Aa_G661860.h1.t1
OG0007040	ESY4_g25985_DN3_SP8_c0.t1	Aa_G432670.h1.t1
OG0007041	ESY4_g25956_DN3_SP8_c0.t1	Aa_G288240.h1.t1
OG0007042	ESY4_g25857_DN2_SP0_c0.t1	Aa_G592040.h1.t1
OG0007043	ESY11_g53160_DN3_SP0_c0.t1	Aa_G105480.h1.t1
OG0007044	ESY4_g25830_DN3_SP7_c0.t1	Aa_G214760.h1.t1, Aa_G214750.h1.t1
OG0007045	ESY4_g25806_DN2_SP0_c0.t1	Aa_G214610.h1.t1
OG0007046	ESY4_g25778_DN3_SP7_c0.t1	Aa_G776400.h1.t1
OG0007047	ESY4_g25674_DN3_SP0_c0.t1	Aa_G432450.h1.t1
OG0007048	ESY4_g25677_DN3_SP0_c0.t1	Aa_G857200.h1.t1
OG0007049	ESY4_g25769_DN3_SP8_c0.t1	Aa_G274320.h1.t1, Aa_G58570.h1.t1, Aa_G274330.h1.t1, Aa_G274350.h1.t1
OG0007050	ESY4_g25766_DN3_SP7_c0.t1	Aa_G274370.h1.t1
OG0007051	ESY4_g25054_DN3_SP0_c0.t1	Aa_G324920.h1.t1
OG0007052	ESY4_g25048_DN3_SP8_c0.t1	Aa_G324980.h1.t1
OG0007053	ESY4_g24868_DN3_SP5_c0.t1	Aa_G32910.h1.t1
OG0007054	ESY4_g24861_DN3_SP0_c0.t1	Aa_G32940.h1.t1
OG0007055	ESY4_g24832_DN3_SP0_c5.t1	Aa_G33050.h1.t1
OG0007056	ESY4_g24821_DN3_SP8_c0.t1	Aa_G122950.h1.t1, Aa_G556830.h1.t1
OG0007058	ESY4_g24758_DN3_SP0_c0.t1	Aa_G190670.h1.t1
OG0007059	ESY4_g24729_DN3_SP0_c0.t1	Aa_G273420.h1.t1
OG0007060	ESY3_g28201_DN3_SP0_c0.t1	Aa_G179060.h1.t1
OG0007061	ESY3_g28088_DN3_SP0_c0.t1	Aa_G254690.h1.t1
OG0007062	ESY2_g35825_DN3_SP2_c0.t1	Aa_G187150.h1.t1
OG0007064	ESY2_g35775_DN2_SP0_c0.t1	Aa_G252170.h1.t1
OG0007065	ESY5_g2042_DN3_SP8_c0.t1	Aa_G62380.h1.t1
OG0007066	ESY5_g2022_DN3_SP0_c0.t1	Aa_G62290.h1.t1
OG0007067	ESY5_g1764_DN2_SP0_c0.t1	Aa_G352720.h1.t1, Aa_G352710.h1.t1
OG0007068	ESY20_g13188_DN3_SP1_c0.t1	Aa_G191480.h1.t1
OG0007069	ESY20_g13163_DN3_SP0_c0.t1	Aa_G46570.h1.t1
OG0007070	ESY20_g13100_DN3_SP0_c0.t1	Aa_G347430.h1.t1
OG0007071	ESY20_g13075_DN3_SP1_c0.t1	Aa_G78380.h1.t1
OG0007072	ESY20_g13055_DN3_SP0_c0.t1	Aa_G67820.h1.t1
OG0007073	ESY20_g13029_DN2_SP0_c0.t1	Aa_G53400.h1.t1
OG0007074	ESY20_g13007_DN3_SP0_c0.t1	Aa_G53260.h1.t1
OG0007075	ESY20_g12984_DN3_SP0_c0.t1	Aa_G425520.h1.t1
OG0007076	ESY20_g13345_DN3_SP3_c0.t1	Aa_G242350.h1.t1
OG0007077	ESY20_g13367_DN2_SP7_c0.t1	Aa_G136080.h1.t1
OG0007078	ESY8_g59946_DN2_SP0_c0.t1	Aa_G36370.h1.t1
OG0007079	ESY5_g760_DN3_SP0_c0.t1	Aa_G396200.h1.t1
OG0007080	ESY14_g21628_DN3_SP0_c0.t1	Aa_G160660.h1.t1
OG0007081	ESY4_g23919_DN3_SP0_c0.t1	Aa_G112100.h1.t1
OG0007082	ESY5_g5345_DN3_SP0_c0.t1	Aa_G278800.h1.t1, Aa_G6490.h1.t1
OG0007084	ESY5_g4389_DN1_SP0_c0.t1	Aa_G126400.h1.t1
OG0007085	ESY5_g4327_DN3_SP0_c0.t1	Aa_G343580.h1.t1
OG0007086	ESY5_g2033_DN1_SP0_c0.t1	Aa_G62360.h1.t1
OG0007087	ESY5_g1367_DN3_SP0_c0.t1	Aa_G617600.h1.t1
OG0007088	ESY13_g57451_DN2_SP0_c0.t1	Aa_G474470.h1.t1
OG0007089	ESY5_g749_DN3_SP8_c0.t1	Aa_G61730.h1.t1
OG0007090	ESY13_g57818_DN3_SP8_c0.t1	Aa_G613120.h1.t1
OG0007093	ESY2_g35819_DN3_SP0_c0.t1	Aa_G199370.h1.t1
OG0007096	ESY10_g14651_DN3_SP0_c0.t1	Aa_G251380.h1.t1
OG0007097	ESY10_g14027_DN3_SP0_c0.t1	Aa_G409700.h1.t1, Aa_G207100.h1.t1
OG0007098	ESY2_g34547_DN3_SP8_c0.t1	Aa_G486860.h1.t1
OG0007099	ESY2_g35151_DN3_SP3_c0.t1	Aa_G263580.h1.t1
OG0007101	ESY1_g8242_DN3_SP0_c10.t1	Aa_G715860.h1.t1
OG0007102	ESY1_g10320_DN2_SP0_c0.t1	Aa_G300310.h1.t1
OG0007103	ESY1_g11152_DN3_SP1_c0.t1	Aa_G622340.h1.t1, Aa_G622320.h1.t1
OG0007105	ESY7_g17021_DN3_SP0_c0.t1	Aa_G280240.h1.t1
OG0007107	ESY19_g41581_DN2_SP0_c0.t1	Aa_G3390.h1.t1
OG0007108	ESY18_g63164_DN3_SP0_c0.t1	Aa_G409240.h1.t1
OG0007109	ESY1_g12040_DN3_SP0_c0.t1	Aa_G356880.h1.t1
OG0007110	ESY13_g56220_DN2_SP0_c0.t1, ESY13_g56222_DN1_SP0_c0.t1	Aa_G5820.h1.t1
OG0007112	ESY9_g42801_DN3_SP8_c0.t1	Aa_G244590.h1.t1
OG0007113	ESY8_g61160_DN3_SP0_c0.t1, ESY8_g61184_DN3_SP0_c0.t1	Aa_G285010.h1.t1
OG0007115	ESY15_g64554_DN3_SP0_c0.t1	Aa_G102200.h1.t1
OG0007127	ESY13_g56808_DN2_SP0_c0.t1	Aa_G70410.h1.t1, Aa_G610100.h1.t1, Aa_G530930.h1.t1, Aa_G597250.h1.t1, Aa_G159980.h1.t1, Aa_G23190.h1.t1, Aa_G35540.h1.t1
OG0007128	ESY2_g33597_DN2_SP0_c0.t1, ESY2_g33568_DN3_SP0_c0.t1, ESY2_g33981_DN1_SP0_c0.t1	Aa_G336800.h1.t1
OG0007129	ESY26_g42411_DN3_SP7_c0.t1	Aa_G360260.h1.t1
OG0007130	ESY6_g47857_DN3_SP8_c0.t1	Aa_G54580.h1.t1
OG0007131	ESY6_g49703_DN3_SP7_c0.t1	Aa_G75350.h1.t1
OG0007132	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1	Aa_G197650.h1.t1
OG0007133	ESY1_g9177_DN3_SP8_c0.t1	Aa_G253600.h1.t1
OG0007134	ESY1_g9106_DN3_SP0_c10.t1	Aa_G556700.h1.t1, Aa_G492150.h1.t1
OG0007135	ESY1_g8865_DN3_SP2_c0.t1	Aa_G492000.h1.t1
OG0007136	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1	Aa_G492040.h1.t1
OG0007137	ESY10_g14664_DN3_SP0_c0.t1	Aa_G623700.h1.t1
OG0007138	ESY10_g14646_DN3_SP2_c0.t1	Aa_G251420.h1.t1
OG0007139	ESY4_g24371_DN2_SP0_c0.t1	Aa_G195740.h1.t1
OG0007140	ESY10_g14568_DN3_SP7_c0.t1	Aa_G244060.h1.t1
OG0007141	ESY10_g14439_DN3_SP1_c0.t1	Aa_G323290.h1.t1
OG0007142	ESY9_g45123_DN1_SP0_c0.t1	Aa_G115300.h1.t1
OG0007143	ESY10_g14979_DN3_SP5_c0.t1	Aa_G26380.h1.t1
OG0007144	ESY2_g35038_DN3_SP3_c0.t1	Aa_G485920.h1.t1
OG0007146	ESY7_g17141_DN3_SP0_c0.t1	Aa_G325650.h1.t1, Aa_G580240.h1.t1
OG0007147	ESY7_g17167_DN1_SP7_c0.t1	Aa_G192840.h1.t1
OG0007148	ESY7_g17169_DN3_SP3_c0.t1	Aa_G192860.h1.t1
OG0007149	ESY7_g17194_DN3_SP5_c0.t1	Aa_G334610.h1.t1
OG0007150	ESY7_g17206_DN3_SP0_c0.t1	Aa_G334670.h1.t1
OG0007151	ESY7_g17237_DN3_SP8_c0.t1	Aa_G162200.h1.t1
OG0007153	ESY7_g17280_DN2_SP5_c0.t1	Aa_G158120.h1.t1
OG0007154	ESY7_g17281_DN3_SP6_c17.t1	Aa_G158110.h1.t1
OG0007155	ESY7_g17287_DN3_SP8_c0.t1	Aa_G158030.h1.t1
OG0007156	ESY7_g17300_DN3_SP0_c0.t1	Aa_G157930.h1.t1
OG0007157	ESY7_g17319_DN3_SP1_c0.t1	Aa_G96780.h1.t1
OG0007158	ESY7_g17354_DN3_SP4_c0.t1	Aa_G59270.h1.t1
OG0007159	ESY4_g26605_DN2_SP0_c0.t1	Aa_G426210.h1.t1
OG0007160	ESY7_g17401_DN3_SP7_c0.t1	Aa_G383460.h1.t1
OG0007161	ESY7_g17410_DN3_SP1_c0.t1	Aa_G376790.h1.t1, Aa_G249280.h1.t1
OG0007162	ESY7_g17433_DN3_SP0_c0.t1	Aa_G133070.h1.t1, Aa_G431430.h1.t1
OG0007163	ESY7_g17436_DN3_SP0_c0.t1	Aa_G431440.h1.t1
OG0007164	ESY7_g17476_DN3_SP0_c0.t1	Aa_G321010.h1.t1
OG0007165	ESY7_g17524_DN3_SP0_c0.t1	Aa_G499760.h1.t1
OG0007166	ESY7_g17531_DN3_SP6_c0.t1	Aa_G450410.h1.t1
OG0007167	ESY7_g17532_DN3_SP2_c0.t1	Aa_G450400.h1.t1
OG0007168	ESY7_g17540_DN3_SP5_c0.t1	Aa_G644330.h1.t1
OG0007169	ESY7_g17555_DN3_SP3_c0.t1	Aa_G7980.h1.t1
OG0007170	ESY7_g17560_DN3_SP7_c0.t1	Aa_G7920.h1.t1
OG0007171	ESY1_g11354_DN2_SP0_c0.t1	Aa_G262290.h1.t1
OG0007171	ESY1_g12477_DN3_SP0_c0.t1, ESY1_g12475_DN3_SP0_c0.t1	Aa_G233670.h1.t1
OG0007172	ESY18_g64062_DN2_SP0_c0.t1	Aa_G129080.h1.t1
OG0007173	ESY7_g17637_DN3_SP8_c0.t1	Aa_G72760.h1.t1
OG0007174	ESY7_g17638_DN3_SP0_c0.t1	Aa_G72770.h1.t1
OG0007175	ESY7_g17641_DN3_SP7_c0.t1	Aa_G72790.h1.t1
OG0007176	ESY7_g17658_DN1_SP1_c0.t1	Aa_G72900.h1.t1
OG0007177	ESY7_g17667_DN3_SP0_c0.t1	Aa_G354690.h1.t1
OG0007178	ESY7_g17670_DN3_SP1_c0.t1	Aa_G354720.h1.t1
OG0007179	ESY7_g17673_DN3_SP0_c0.t1	Aa_G354730.h1.t1
OG0007180	ESY7_g17675_DN3_SP8_c0.t1	Aa_G354750.h1.t1
OG0007181	ESY7_g17677_DN3_SP0_c0.t1	Aa_G354770.h1.t1
OG0007182	ESY7_g17678_DN3_SP0_c4.t1	Aa_G556000.h1.t1
OG0007183	ESY7_g17705_DN3_SP3_c0.t1	Aa_G209560.h1.t1, Aa_G209550.h1.t1
OG0007184	ESY7_g17711_DN3_SP5_c0.t1	Aa_G209500.h1.t1
OG0007185	ESY7_g17713_DN3_SP8_c0.t1	Aa_G209490.h1.t1
OG0007186	ESY7_g17720_DN3_SP8_c0.t1	Aa_G209430.h1.t1
OG0007187	ESY7_g17721_DN3_SP8_c0.t1	Aa_G209420.h1.t1
OG0007188	ESY15_g64381_DN2_SP0_c0.t1	Aa_G382480.h1.t1
OG0007189	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1	Aa_G388310.h1.t1
OG0007190	ESY7_g17739_DN3_SP0_c0.t1	Aa_G717960.h1.t1
OG0007191	ESY7_g17740_DN3_SP8_c0.t1	Aa_G717950.h1.t1
OG0007192	ESY7_g17765_DN3_SP8_c0.t1	Aa_G19680.h1.t1
OG0007193	ESY7_g18428_DN3_SP8_c0.t1	Aa_G19550.h1.t1
OG0007194	ESY6_g48095_DN3_SP0_c0.t1	Aa_G571570.h1.t1, Aa_G647650.h1.t1, Aa_G647660.h1.t1, Aa_G647640.h1.t1
OG0007195	ESY7_g18399_DN3_SP6_c0.t1	Aa_G385310.h1.t1
OG0007196	ESY7_g18392_DN3_SP8_c0.t1	Aa_G155220.h1.t1
OG0007197	ESY7_g18346_DN3_SP2_c0.t1	Aa_G138290.h1.t1
OG0007198	ESY7_g18299_DN3_SP0_c0.t1	Aa_G256480.h1.t1
OG0007199	ESY7_g18291_DN3_SP8_c0.t1, ESY7_g18290_DN3_SP0_c0.t1	Aa_G233080.h1.t1
OG0007200	ESY7_g18270_DN2_SP0_c0.t1	Aa_G663520.h1.t1
OG0007202	ESY7_g18243_DN2_SP0_c0.t1	Aa_G267630.h1.t1
OG0007203	ESY7_g18191_DN3_SP8_c0.t1	Aa_G116820.h1.t1
OG0007204	ESY7_g18184_DN3_SP0_c0.t1	Aa_G116780.h1.t1
OG0007205	ESY13_g57255_DN2_SP0_c0.t1	Aa_G92280.h1.t1
OG0007206	ESY7_g18167_DN3_SP8_c0.t1	Aa_G158470.h1.t1
OG0007207	ESY7_g18069_DN3_SP0_c0.t1	Aa_G168510.h1.t1
OG0007208	ESY7_g18061_DN3_SP6_c0.t1	Aa_G711460.h1.t1, Aa_G98340.h1.t1
OG0007209	ESY18_g63403_DN3_SP0_c0.t1	Aa_G102280.h1.t1
OG0007210	ESY7_g18044_DN3_SP7_c0.t1	Aa_G98240.h1.t1
OG0007211	ESY7_g18004_DN3_SP1_c0.t1	Aa_G159100.h1.t1
OG0007212	ESY7_g17982_DN3_SP6_c0.t1	Aa_G356470.h1.t1
OG0007213	ESY7_g17978_DN3_SP0_c0.t1	Aa_G579950.h1.t1
OG0007214	ESY7_g17961_DN3_SP8_c0.t1	Aa_G458440.h1.t1
OG0007215	ESY7_g17924_DN3_SP7_c0.t1	Aa_G152800.h1.t1
OG0007216	ESY7_g17866_DN3_SP8_c15.t1	Aa_G231050.h1.t1
OG0007217	ESY7_g17811_DN2_SP0_c0.t1	Aa_G130460.h2.t1, Aa_G130460.h1.t1
OG0007218	ESY7_g17783_DN3_SP0_c0.t1	Aa_G635950.h1.t1
OG0007219	ESY7_g17766_DN3_SP3_c0.t1	Aa_G210830.h1.t1
OG0007220	ESY7_g18673_DN2_SP0_c0.t1	Aa_G691930.h1.t1
OG0007221	ESY7_g18649_DN3_SP8_c0.t1	Aa_G665900.h1.t1
OG0007222	ESY7_g18645_DN2_SP0_c0.t1	Aa_G701540.h1.t1
OG0007223	ESY7_g18612_DN3_SP8_c0.t1	Aa_G611220.h1.t1
OG0007224	ESY8_g58345_DN3_SP0_c0.t1	Aa_G189010.h1.t1
OG0007225	ESY8_g58320_DN3_SP7_c0.t1	Aa_G189190.h1.t1
OG0007226	ESY8_g58319_DN3_SP0_c0.t1	Aa_G189220.h1.t1
OG0007227	ESY8_g58300_DN3_SP8_c0.t1	Aa_G187700.h1.t1
OG0007228	ESY13_g56861_DN3_SP8_c0.t1	Aa_G353680.h1.t1
OG0007229	ESY13_g56940_DN3_SP0_c0.t1	Aa_G622920.h1.t1, Aa_G622920.h2.t1, Aa_G427150.h1.t1
OG0007230	ESY13_g57034_DN3_SP0_c29.t1	Aa_G130200.h1.t1
OG0007231	ESY8_g59149_DN3_SP7_c0.t1	Aa_G2950.h1.t1
OG0007232	ESY8_g59107_DN3_SP1_c0.t1	Aa_G432290.h1.t1
OG0007233	ESY8_g59081_DN3_SP0_c0.t1	Aa_G662590.h1.t1
OG0007234	ESY8_g59055_DN3_SP3_c0.t1	Aa_G319260.h1.t1
OG0007235	ESY4_g25524_DN3_SP0_c0.t1	Aa_G362370.h1.t1
OG0007236	ESY8_g59028_DN3_SP1_c0.t1	Aa_G266940.h1.t1, Aa_G541870.h1.t1
OG0007237	ESY8_g59011_DN3_SP0_c0.t1	Aa_G371220.h1.t1
OG0007238	ESY8_g58994_DN3_SP2_c0.t1	Aa_G466710.h1.t1
OG0007239	ESY8_g58945_DN3_SP8_c0.t1	Aa_G18010.h1.t1
OG0007240	ESY8_g58930_DN1_SP0_c0.t1	Aa_G18170.h1.t1
OG0007241	ESY8_g58925_DN3_SP7_c0.t1	Aa_G405380.h1.t1
OG0007242	ESY8_g58902_DN3_SP3_c0.t1	Aa_G60100.h1.t1
OG0007243	ESY8_g58863_DN3_SP8_c0.t1	Aa_G460130.h1.t1
OG0007244	ESY8_g58858_DN3_SP0_c0.t1	Aa_G243190.h1.t1
OG0007246	ESY8_g58831_DN2_SP4_c0.t1	Aa_G459860.h1.t1
OG0007247	ESY8_g58749_DN3_SP0_c0.t1	Aa_G154160.h1.t1
OG0007248	ESY8_g58748_DN3_SP0_c0.t1	Aa_G302680.h1.t1
OG0007249	ESY8_g58714_DN3_SP0_c0.t1	Aa_G85510.h1.t1
OG0007250	ESY8_g58706_DN3_SP0_c0.t1	Aa_G25080.h1.t1
OG0007252	ESY8_g58660_DN2_SP1_c0.t1	Aa_G249110.h1.t1
OG0007253	ESY8_g58614_DN2_SP0_c0.t1	Aa_G159320.h1.t1
OG0007254	ESY8_g58504_DN3_SP0_c0.t1	Aa_G263140.h1.t1
OG0007255	ESY8_g58510_DN3_SP8_c5.t1	Aa_G263120.h1.t1
OG0007256	ESY8_g58526_DN3_SP0_c0.t1	Aa_G589090.h1.t1
OG0007257	ESY8_g58481_DN3_SP2_c0.t1	Aa_G167490.h1.t1
OG0007258	ESY8_g58458_DN3_SP7_c0.t1	Aa_G889290.h1.t1, Aa_G889290.h2.t1, Aa_G292020.h1.t1, Aa_G167430.h1.t1, Aa_G509080.h1.t1
OG0007260	ESY20_g12681_DN3_SP0_c0.t1	Aa_G243580.h1.t1
OG0007261	ESY20_g13343_DN3_SP0_c0.t1	Aa_G243680.h1.t1
OG0007262	ESY20_g13336_DN3_SP8_c0.t1	Aa_G243740.h1.t1
OG0007263	ESY20_g12711_DN3_SP6_c31.t1	Aa_G257810.h1.t1
OG0007264	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1	Aa_G148590.h1.t1, Aa_G148600.h1.t1
OG0007265	ESY20_g12744_DN3_SP1_c4.t1	Aa_G148660.h1.t1
OG0007267	ESY20_g12754_DN3_SP0_c0.t1	Aa_G404560.h1.t1
OG0007268	ESY20_g12783_DN3_SP8_c0.t1	Aa_G183690.h1.t1
OG0007269	ESY20_g12833_DN3_SP0_c0.t1	Aa_G208700.h1.t1
OG0007270	ESY20_g12836_DN2_SP0_c0.t1	Aa_G208670.h1.t1
OG0007271	ESY8_g58126_DN3_SP0_c0.t1	Aa_G89730.h1.t1
OG0007272	ESY8_g58198_DN3_SP0_c0.t1	Aa_G215310.h1.t1
OG0007273	ESY7_g18642_DN3_SP0_c0.t1	Aa_G484000.h1.t1, Aa_G831180.h1.t1
OG0007274	ESY13_g56428_DN3_SP7_c0.t1	Aa_G90910.h1.t1
OG0007275	ESY13_g56679_DN3_SP0_c0.t1	Aa_G29660.h1.t1
OG0007276	ESY7_g16215_DN3_SP0_c0.t1	Aa_G586320.h1.t1, Aa_G29580.h1.t1
OG0007277	ESY4_g22048_DN2_SP3_c0.t1	Aa_G438570.h1.t1, Aa_G438500.h1.t1
OG0007278	ESY4_g21964_DN3_SP2_c0.t1	Aa_G438540.h1.t1
OG0007279	ESY4_g22236_DN3_SP2_c0.t1	Aa_G309640.h1.t1
OG0007280	ESY4_g22421_DN3_SP1_c0.t1	Aa_G171110.h1.t1
OG0007281	ESY4_g22422_DN3_SP8_c0.t1	Aa_G171100.h1.t1
OG0007282	ESY2_g35209_DN2_SP0_c0.t1	Aa_G130880.h1.t1
OG0007283	ESY4_g22889_DN3_SP8_c0.t1	Aa_G613740.h1.t1
OG0007284	ESY4_g22632_DN3_SP3_c0.t1	Aa_G48050.h1.t1, Aa_G48080.h1.t1
OG0007286	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1	Aa_G650860.h1.t1
OG0007287	ESY4_g23043_DN3_SP8_c0.t1	Aa_G366280.h1.t1
OG0007288	ESY4_g23045_DN2_SP0_c0.t1	Aa_G366300.h1.t1, Aa_G374460.h1.t1
OG0007289	ESY4_g23079_DN3_SP0_c0.t1	Aa_G348060.h1.t1
OG0007290	ESY3_g31537_DN3_SP0_c0.t1	Aa_G223690.h1.t1
OG0007292	ESY7_g17761_DN2_SP2_c0.t1	Aa_G655020.h1.t1
OG0007293	ESY4_g23555_DN3_SP0_c0.t1	Aa_G417020.h1.t1
OG0007295	ESY4_g23638_DN3_SP0_c0.t1	Aa_G389850.h1.t1
OG0007296	ESY4_g23658_DN3_SP8_c0.t1	Aa_G138680.h1.t1
OG0007297	ESY9_g45599_DN3_SP8_c0.t1	Aa_G138740.h1.t1
OG0007298	ESY9_g43242_DN3_SP0_c0.t1	Aa_G279780.h1.t1
OG0007299	ESY16_g62221_DN3_SP8_c0.t1, ESY4_g23779_DN3_SP0_c0.t1	Aa_G216320.h1.t1
OG0007300	ESY16_g62041_DN3_SP0_c0.t1	Aa_G476220.h1.t1
OG0007301	ESY16_g62040_DN2_SP0_c0.t1	Aa_G476210.h1.t1
OG0007302	ESY16_g62016_DN2_SP4_c0.t1	Aa_G355800.h1.t1
OG0007303	ESY16_g61957_DN3_SP0_c0.t1	Aa_G414290.h1.t1
OG0007304	ESY16_g61927_DN3_SP0_c0.t1	Aa_G282470.h1.t1, Aa_G414390.h1.t1
OG0007305	ESY16_g61905_DN3_SP0_c0.t1	Aa_G368860.h1.t1, Aa_G434770.h1.t1
OG0007306	ESY16_g61765_DN3_SP0_c0.t1	Aa_G489220.h1.t1
OG0007307	ESY16_g61763_DN3_SP7_c0.t1	Aa_G915050.h1.t1, Aa_G489240.h1.t1, Aa_G489250.h1.t1
OG0007308	ESY16_g61758_DN3_SP8_c0.t1	Aa_G489290.h1.t1
OG0007309	ESY16_g61743_DN3_SP6_c0.t1	Aa_G109190.h1.t1
OG0007310	ESY16_g61703_DN3_SP7_c0.t1	Aa_G109320.h1.t1
OG0007311	ESY16_g61691_DN3_SP8_c0.t1	Aa_G109360.h1.t1
OG0007312	ESY10_g14372_DN3_SP8_c0.t1	Aa_G484270.h1.t1
OG0007313	ESY10_g14316_DN3_SP8_c0.t1	Aa_G279500.h1.t1
OG0007314	ESY10_g14309_DN3_SP1_c0.t1	Aa_G279520.h1.t1
OG0007315	ESY10_g14294_DN3_SP0_c0.t1	Aa_G171990.h1.t1
OG0007316	ESY10_g14229_DN3_SP3_c0.t1	Aa_G480330.h1.t1
OG0007317	ESY6_g50317_DN3_SP8_c0.t1	Aa_G147050.h1.t1
OG0007318	ESY6_g50379_DN3_SP8_c0.t1	Aa_G165830.h1.t1
OG0007319	ESY6_g50400_DN3_SP0_c0.t1	Aa_G383080.h1.t1
OG0007320	ESY6_g50402_DN3_SP8_c0.t1	Aa_G383060.h1.t1
OG0007321	ESY4_g23940_DN2_SP7_c0.t1	Aa_G716110.h1.t1
OG0007323	ESY6_g50452_DN3_SP0_c22.t1	Aa_G500320.h1.t1, Aa_G524520.h1.t1
OG0007324	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1	Aa_G81320.h1.t1
OG0007325	ESY6_g50466_DN3_SP8_c0.t1	Aa_G81330.h1.t1
OG0007326	ESY6_g50496_DN3_SP8_c0.t1	Aa_G527000.h1.t1
OG0007327	ESY6_g50510_DN2_SP0_c0.t1	Aa_G37400.h1.t1
OG0007328	ESY6_g50515_DN3_SP8_c0.t1	Aa_G159150.h1.t1, Aa_G37330.h1.t1
OG0007329	ESY6_g50554_DN3_SP8_c0.t1	Aa_G585340.h1.t1, Aa_G804580.h1.t1
OG0007330	ESY6_g50613_DN3_SP8_c0.t1	Aa_G20860.h1.t1
OG0007331	ESY6_g50615_DN3_SP6_c0.t1	Aa_G20880.h1.t1
OG0007332	ESY6_g50632_DN3_SP8_c0.t1	Aa_G21010.h1.t1
OG0007333	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1	Aa_G306120.h1.t1
OG0007335	ESY6_g50678_DN3_SP0_c0.t1	Aa_G51420.h1.t1
OG0007336	ESY6_g50680_DN3_SP0_c0.t1	Aa_G51430.h1.t1
OG0007337	ESY6_g50689_DN3_SP0_c0.t1	Aa_G51490.h1.t1
OG0007337	ESY7_g17869_DN3_SP0_c0.t1, ESY7_g17871_DN3_SP0_c0.t1	Aa_G231060.h1.t1
OG0007338	ESY6_g50695_DN3_SP0_c0.t1	Aa_G51550.h1.t1
OG0007339	ESY6_g50722_DN3_SP8_c0.t1	Aa_G268370.h1.t1
OG0007340	ESY6_g50738_DN3_SP0_c0.t1	Aa_G268240.h1.t1
OG0007341	ESY6_g49595_DN3_SP8_c0.t1	Aa_G268220.h1.t1
OG0007343	ESY6_g49619_DN3_SP8_c0.t1	Aa_G76100.h1.t1
OG0007344	ESY6_g49623_DN3_SP7_c0.t1	Aa_G76060.h1.t1
OG0007345	ESY6_g49726_DN3_SP7_c0.t1	Aa_G472770.h1.t1
OG0007346	ESY6_g49728_DN3_SP2_c0.t1	Aa_G320850.h1.t1
OG0007347	ESY6_g49744_DN3_SP8_c0.t1	Aa_G320890.h1.t1
OG0007348	ESY6_g49745_DN3_SP0_c0.t1	Aa_G320900.h1.t1
OG0007349	ESY6_g49750_DN3_SP0_c0.t1	Aa_G320940.h1.t1
OG0007350	ESY6_g49822_DN3_SP0_c0.t1	Aa_G621080.h1.t1
OG0007351	ESY6_g49361_DN3_SP0_c0.t1	Aa_G13520.h1.t1
OG0007352	ESY6_g49362_DN3_SP0_c0.t1	Aa_G13510.h1.t1
OG0007353	ESY6_g49379_DN3_SP5_c11.t1	Aa_G315960.h1.t1
OG0007354	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1	Aa_G61450.h1.t1
OG0007355	ESY27_g13584_DN3_SP0_c0.t1	Aa_G206580.h1.t1
OG0007356	ESY6_g49470_DN3_SP0_c0.t1	Aa_G583360.h1.t1
OG0007357	ESY6_g49477_DN3_SP0_c0.t1	Aa_G401150.h1.t1
OG0007358	ESY6_g49482_DN3_SP0_c0.t1	Aa_G401180.h1.t1
OG0007359	ESY6_g49485_DN3_SP8_c7.t1, ESY24_g32911_DN2_SP0_c0.t1	Aa_G401210.h1.t1
