Orthogroup	Euclidium_syriacum	Capsella_rubella
OG0007224	ESY8_g58345_DN3_SP0_c0.t1	XP_006287436.1
OG0007225	ESY8_g58320_DN3_SP7_c0.t1	XP_006286760.1
OG0007226	ESY8_g58319_DN3_SP0_c0.t1	XP_006287030.2
OG0007227	ESY8_g58300_DN3_SP8_c0.t1	XP_006288367.1
OG0007228	ESY13_g56861_DN3_SP8_c0.t1	XP_006284729.1
OG0007229	ESY13_g56940_DN3_SP0_c0.t1	XP_006283812.1
OG0007230	ESY13_g57034_DN3_SP0_c29.t1	XP_023635579.1
OG0007231	ESY8_g59149_DN3_SP7_c0.t1	XP_006293818.1
OG0007232	ESY8_g59107_DN3_SP1_c0.t1	XP_023640225.1
OG0007233	ESY8_g59081_DN3_SP0_c0.t1	XP_006294834.2
OG0007234	ESY8_g59055_DN3_SP3_c0.t1	XP_006294532.1
OG0007235	ESY4_g25524_DN3_SP0_c0.t1	XP_023640674.1
OG0007236	ESY8_g59028_DN3_SP1_c0.t1	XP_006294358.1
OG0007237	ESY8_g59011_DN3_SP0_c0.t1	XP_006295271.1
OG0007238	ESY8_g58994_DN3_SP2_c0.t1	XP_006295762.1
OG0007239	ESY8_g58945_DN3_SP8_c0.t1	XP_006294505.2
OG0007240	ESY8_g58930_DN1_SP0_c0.t1	XP_006295257.1
OG0007241	ESY8_g58925_DN3_SP7_c0.t1	XP_006296187.1
OG0007242	ESY8_g58902_DN3_SP3_c0.t1	XP_006295654.1
OG0007243	ESY8_g58863_DN3_SP8_c0.t1	XP_006294186.1
OG0007244	ESY8_g58858_DN3_SP0_c0.t1	XP_006294561.1
OG0007245	ESY8_g58832_DN3_SP7_c0.t1	XP_006295222.1
OG0007246	ESY8_g58831_DN2_SP4_c0.t1	XP_006296014.2
OG0007247	ESY8_g58749_DN3_SP0_c0.t1	XP_006294390.1
OG0007248	ESY8_g58748_DN3_SP0_c0.t1	XP_006293938.1
OG0007249	ESY8_g58714_DN3_SP0_c0.t1	XP_006294159.1
OG0007250	ESY8_g58706_DN3_SP0_c0.t1	XP_006296397.1
OG0007251	ESY6_g49013_DN3_SP0_c0.t1	XP_006286633.1
OG0007252	ESY8_g58660_DN2_SP1_c0.t1	XP_006295663.1
OG0007253	ESY8_g58614_DN2_SP0_c0.t1	XP_023639373.1
OG0007254	ESY8_g58504_DN3_SP0_c0.t1	XP_006293862.1
OG0007255	ESY8_g58510_DN3_SP8_c5.t1	XP_006293717.1
OG0007256	ESY8_g58526_DN3_SP0_c0.t1	XP_023640914.1
OG0007257	ESY8_g58481_DN3_SP2_c0.t1	XP_006296307.1
OG0007258	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1	XP_023640657.1
OG0007259	ESY8_g58359_DN2_SP0_c0.t1	XP_006296107.1
OG0007260	ESY20_g12681_DN3_SP0_c0.t1	XP_006296077.2
OG0007261	ESY20_g13343_DN3_SP0_c0.t1	XP_023640688.1
OG0007262	ESY20_g13336_DN3_SP8_c0.t1	XP_006295126.1
OG0007263	ESY20_g12711_DN3_SP6_c31.t1	XP_023639632.1
OG0007265	ESY20_g12744_DN3_SP1_c4.t1	XP_006293722.2
OG0007267	ESY20_g12753_DN2_SP0_c0.t1	XP_023640272.1
OG0007268	ESY20_g12783_DN3_SP8_c0.t1	XP_006293609.1
OG0007269	ESY20_g12833_DN3_SP0_c0.t1	XP_006293864.1
OG0007270	ESY20_g12836_DN2_SP0_c0.t1	XP_023640589.1
OG0007271	ESY8_g58126_DN3_SP0_c0.t1	XP_006280646.2
OG0007272	ESY8_g58198_DN3_SP0_c0.t1	XP_006279640.1
OG0007273	ESY7_g18642_DN3_SP0_c0.t1	XP_006285766.1
OG0007274	ESY13_g56428_DN3_SP7_c0.t1	XP_006283834.1
OG0007275	ESY13_g56679_DN3_SP0_c0.t1	XP_006283622.1
OG0007276	ESY7_g16215_DN3_SP0_c0.t1	XP_006284146.1
OG0007277	ESY4_g22048_DN2_SP3_c0.t1	XP_006303444.2
OG0007278	ESY4_g21964_DN3_SP2_c0.t1	XP_006304043.2
OG0007279	ESY4_g22236_DN3_SP2_c0.t1	XP_006304997.2
OG0007280	ESY4_g22421_DN3_SP1_c0.t1	XP_023644988.1
OG0007281	ESY4_g22422_DN3_SP8_c0.t1	XP_006307222.1
OG0007282	ESY2_g35209_DN2_SP0_c0.t1	XP_023633097.1
OG0007283	ESY4_g22889_DN3_SP8_c0.t1	XP_006304864.2
OG0007284	ESY4_g22632_DN3_SP3_c0.t1	XP_023644745.1
OG0007286	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1	XP_006307426.2, XP_023640936.1
OG0007287	ESY4_g23043_DN3_SP8_c0.t1	XP_023645783.1
OG0007288	ESY4_g23045_DN2_SP0_c0.t1	XP_006307623.1
OG0007289	ESY4_g23079_DN3_SP0_c0.t1	XP_023645588.1
OG0007290	ESY3_g31537_DN3_SP0_c0.t1	XP_023645719.1
OG0007292	ESY7_g17761_DN2_SP2_c0.t1	XP_006305258.1
OG0007293	ESY4_g23555_DN3_SP0_c0.t1	XP_006306777.1
OG0007294	ESY4_g23575_DN3_SP8_c0.t1	XP_023644924.1
OG0007295	ESY4_g23638_DN3_SP0_c0.t1	XP_006306879.1
OG0007296	ESY4_g23658_DN3_SP8_c0.t1	XP_006306671.2
OG0007297	ESY9_g45599_DN3_SP8_c0.t1	XP_006306764.1
OG0007298	ESY9_g43242_DN3_SP0_c0.t1	XP_006306030.1, XP_006306380.1
OG0007299	ESY16_g62221_DN3_SP8_c0.t1, ESY4_g23779_DN3_SP0_c0.t1	XP_006307230.1
OG0007300	ESY16_g62041_DN3_SP0_c0.t1	XP_006303512.1
OG0007301	ESY16_g62040_DN2_SP0_c0.t1	XP_006303442.1
OG0007302	ESY16_g62016_DN2_SP4_c0.t1	XP_006303652.1
OG0007303	ESY16_g61957_DN3_SP0_c0.t1	XP_006305838.2, XP_006306664.1
OG0007304	ESY16_g61927_DN3_SP0_c0.t1	XP_006305056.1
OG0007305	ESY16_g61905_DN3_SP0_c0.t1	XP_023645562.1
OG0007306	ESY16_g61765_DN3_SP0_c0.t1	XP_023632928.1
OG0007307	ESY16_g61763_DN3_SP7_c0.t1	XP_006303981.1
OG0007308	ESY16_g61758_DN3_SP8_c0.t1	XP_006303176.1
OG0007309	ESY16_g61743_DN3_SP6_c0.t1	XP_006307698.1
OG0007310	ESY16_g61703_DN3_SP7_c0.t1	XP_006305496.1
OG0007311	ESY16_g61691_DN3_SP8_c0.t1	XP_006307023.1
OG0007312	ESY10_g14372_DN3_SP8_c0.t1	XP_006290253.1
OG0007313	ESY10_g14316_DN3_SP8_c0.t1	XP_006291795.1
OG0007314	ESY10_g14309_DN3_SP1_c0.t1	XP_023637839.1
OG0007315	ESY10_g14294_DN3_SP0_c0.t1	XP_006291078.1
OG0007316	ESY10_g14229_DN3_SP3_c0.t1	XP_006290926.1
OG0007317	ESY6_g50317_DN3_SP8_c0.t1	XP_006280348.1
OG0007318	ESY6_g50379_DN3_SP8_c0.t1	XP_006280438.2
OG0007319	ESY6_g50400_DN3_SP0_c0.t1	XP_006280866.1
OG0007320	ESY6_g50402_DN3_SP8_c0.t1	XP_023636839.1
OG0007321	ESY4_g23940_DN2_SP7_c0.t1	XP_006284345.1
OG0007323	ESY6_g50452_DN3_SP0_c22.t1	XP_006279944.1
OG0007324	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1	XP_006280337.2
OG0007325	ESY6_g50466_DN3_SP8_c0.t1	XP_006279483.1
OG0007326	ESY6_g50496_DN3_SP8_c0.t1	XP_023645010.1
OG0007327	ESY6_g50510_DN2_SP0_c0.t1	XP_006282319.1
OG0007328	ESY6_g50515_DN3_SP8_c0.t1	XP_006280072.1
OG0007329	ESY6_g50554_DN3_SP8_c0.t1	XP_006280422.2
OG0007330	ESY6_g50613_DN3_SP8_c0.t1	XP_006280757.1
OG0007331	ESY6_g50615_DN3_SP6_c0.t1	XP_006281667.1
OG0007332	ESY6_g50632_DN3_SP8_c0.t1	XP_006280921.1
OG0007333	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1	XP_006282086.1
OG0007335	ESY6_g50678_DN3_SP0_c0.t1	XP_006279853.1
OG0007336	ESY6_g50680_DN3_SP0_c0.t1	XP_006279847.1
OG0007337	ESY6_g50689_DN3_SP0_c0.t1	XP_006279993.1
OG0007338	ESY6_g50695_DN3_SP0_c0.t1	XP_023637322.1
OG0007339	ESY6_g50722_DN3_SP8_c0.t1	XP_006281329.1
OG0007340	ESY6_g50738_DN3_SP0_c0.t1	XP_006281488.1
OG0007341	ESY6_g49595_DN3_SP8_c0.t1	XP_006279637.1
OG0007342	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1	XP_006282266.1
OG0007343	ESY6_g49619_DN3_SP8_c0.t1	XP_006279958.2
OG0007344	ESY6_g49623_DN3_SP7_c0.t1	XP_006280952.1
OG0007345	ESY6_g49726_DN3_SP7_c0.t1	XP_006280553.1
OG0007346	ESY6_g49728_DN3_SP2_c0.t1	XP_006280654.1
OG0007347	ESY6_g49744_DN3_SP8_c0.t1	XP_006281376.1
OG0007348	ESY6_g49745_DN3_SP0_c0.t1	XP_006281149.1
OG0007349	ESY6_g49750_DN3_SP0_c0.t1	XP_006282142.1
OG0007350	ESY6_g49822_DN3_SP0_c0.t1	XP_006280949.1
OG0007351	ESY6_g49361_DN3_SP0_c0.t1	XP_006281035.2
OG0007352	ESY6_g49362_DN3_SP0_c0.t1	XP_006280864.1
OG0007353	ESY6_g49379_DN3_SP5_c11.t1	XP_006280610.1
OG0007354	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1	XP_023635731.1
OG0007355	ESY27_g13584_DN3_SP0_c0.t1	XP_006284542.1
OG0007356	ESY6_g49470_DN3_SP0_c0.t1	XP_006281764.1
OG0007357	ESY6_g49477_DN3_SP0_c0.t1	XP_006281687.2
OG0007358	ESY6_g49482_DN3_SP0_c0.t1	XP_006280030.1
OG0007359	ESY24_g32911_DN2_SP0_c0.t1	XP_023632559.1
OG0007360	ESY6_g49521_DN2_SP0_c0.t1	XP_006280822.1
OG0007361	ESY6_g49565_DN3_SP0_c0.t1	XP_023637329.1
OG0007362	ESY6_g49580_DN3_SP3_c0.t1	XP_023633535.1
OG0007363	ESY6_g49582_DN3_SP8_c0.t1	XP_006280281.2
OG0007364	ESY6_g50204_DN3_SP0_c0.t1	XP_006288391.1
OG0007365	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1	XP_006288359.1
OG0007366	ESY6_g50142_DN3_SP0_c0.t1	XP_006286557.1
OG0007367	ESY6_g50136_DN3_SP7_c0.t1	XP_006288585.1
OG0007368	ESY6_g50125_DN3_SP0_c0.t1	XP_023635927.1
OG0007369	ESY6_g50096_DN3_SP2_c0.t1	XP_006289001.1
OG0007370	ESY6_g50089_DN3_SP6_c0.t1	XP_006288613.1
OG0007371	ESY6_g50072_DN3_SP3_c0.t1	XP_006288072.1
OG0007372	ESY6_g50055_DN3_SP1_c0.t1	XP_006287394.1
OG0007374	ESY6_g50040_DN3_SP0_c0.t1	XP_023637708.1
OG0007375	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1	XP_023637707.1
OG0007376	ESY6_g50033_DN3_SP0_c10.t1	XP_023635958.1
OG0007378	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1	XP_006288628.1
OG0007379	ESY6_g49996_DN3_SP0_c0.t1	XP_006288745.1
OG0007380	ESY6_g49968_DN3_SP0_c0.t1	XP_006287080.1
OG0007381	ESY6_g49955_DN2_SP0_c0.t1	XP_006288767.1
OG0007382	ESY6_g49950_DN3_SP1_c0.t1	XP_006286384.1
OG0007383	ESY6_g49933_DN3_SP8_c0.t1	XP_006288826.1
OG0007384	ESY6_g49874_DN3_SP0_c0.t1	XP_023635832.1
OG0007385	ESY6_g49868_DN3_SP5_c0.t1	XP_006287675.2
OG0007386	ESY6_g49849_DN3_SP8_c0.t1	XP_006288189.1
OG0007387	ESY6_g49848_DN3_SP8_c0.t1	XP_006287100.1
OG0007390	ESY6_g49288_DN3_SP0_c0.t1	XP_006289623.2
OG0007391	ESY6_g49277_DN3_SP7_c0.t1	XP_006288554.1
OG0007392	ESY6_g49249_DN3_SP0_c0.t1	XP_006290058.1
OG0007393	ESY6_g49243_DN3_SP7_c0.t1	XP_006288232.2
OG0007394	ESY6_g49194_DN3_SP8_c0.t1	XP_023637303.1
OG0007395	ESY6_g49170_DN3_SP0_c0.t1	XP_006288672.1
OG0007396	ESY6_g49156_DN3_SP0_c0.t1	XP_006288695.1
OG0007397	ESY6_g49152_DN3_SP4_c0.t1	XP_023636170.1
OG0007398	ESY6_g49148_DN3_SP0_c0.t1	XP_006286896.1
OG0007399	ESY6_g49126_DN3_SP0_c0.t1	XP_006286832.1
OG0007400	ESY6_g49108_DN3_SP1_c0.t1	XP_006288462.1
OG0007401	ESY6_g49086_DN3_SP7_c0.t1	XP_006287376.1
OG0007402	ESY6_g49025_DN3_SP2_c0.t1	XP_023636153.1
OG0007403	ESY6_g49014_DN3_SP0_c0.t1	XP_006290167.1, XP_006289732.1
OG0007404	ESY6_g49001_DN3_SP0_c4.t1	XP_006289692.1
OG0007405	ESY6_g48997_DN3_SP6_c0.t1	XP_006287779.1
OG0007406	ESY6_g48971_DN3_SP3_c0.t1	XP_023637354.1
OG0007407	ESY6_g48959_DN3_SP8_c0.t1	XP_006280175.2
OG0007408	ESY6_g48951_DN2_SP0_c0.t1	XP_023639542.1
OG0007409	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1	XP_006281551.1
OG0007410	ESY2_g38023_DN3_SP8_c0.t1	XP_023644589.1
OG0007411	ESY6_g48866_DN3_SP0_c0.t1	XP_006281434.2
OG0007412	ESY6_g46452_DN3_SP8_c0.t1	XP_006282172.1
OG0007413	ESY6_g48857_DN3_SP2_c0.t1	XP_006280933.2
OG0007414	ESY6_g48854_DN3_SP8_c0.t1	XP_006280985.1
OG0007415	ESY9_g43862_DN3_SP0_c0.t1	XP_023640944.1
OG0007416	ESY6_g48814_DN3_SP8_c0.t1	XP_023640880.1
OG0007417	ESY6_g48711_DN2_SP0_c0.t1	XP_006282087.1
OG0007419	ESY6_g48678_DN3_SP1_c0.t1	XP_006279627.1
OG0007420	ESY6_g48664_DN3_SP0_c0.t1	XP_023645705.1
OG0007421	ESY6_g48650_DN3_SP8_c0.t1	XP_006280320.1
OG0007422	ESY6_g48639_DN3_SP4_c0.t1	XP_006280863.1
OG0007423	ESY6_g48632_DN3_SP8_c0.t1	XP_006281118.1
OG0007424	ESY6_g48598_DN3_SP4_c0.t1	XP_006279957.1
OG0007425	ESY6_g48597_DN3_SP0_c0.t1	XP_006281173.1
OG0007426	ESY6_g48590_DN3_SP7_c0.t1	XP_006284632.1
OG0007427	ESY6_g48541_DN3_SP5_c0.t1	XP_006282219.1
OG0007428	ESY6_g48519_DN3_SP7_c0.t1	XP_006281381.1
OG0007429	ESY6_g48517_DN3_SP0_c0.t1	XP_006280408.2
OG0007430	ESY6_g48513_DN3_SP1_c0.t1	XP_006279741.1
OG0007431	ESY6_g48480_DN2_SP4_c0.t1	XP_006280689.1
OG0007432	ESY6_g48434_DN1_SP2_c0.t1	XP_006281929.1
OG0007433	ESY11_g54649_DN3_SP0_c0.t1	XP_006282100.1
OG0007434	ESY8_g58143_DN3_SP0_c0.t1, ESY6_g48364_DN3_SP3_c0.t1	XP_006280349.1
OG0007435	ESY6_g48367_DN3_SP7_c0.t1	XP_006280298.1
OG0007436	ESY6_g48381_DN3_SP8_c0.t1	XP_023635075.1
OG0007437	ESY6_g48382_DN3_SP0_c0.t1	XP_006280860.1
OG0007438	ESY6_g48397_DN3_SP5_c0.t1	XP_023645056.1
OG0007439	ESY4_g22208_DN1_SP0_c0.t1, ESY6_g48330_DN3_SP0_c6.t1	XP_006279916.1
OG0007440	ESY6_g48263_DN3_SP8_c0.t1	XP_006279626.1
OG0007441	ESY6_g48169_DN3_SP8_c0.t1	XP_023637306.1
OG0007442	ESY6_g48161_DN3_SP7_c0.t1	XP_006281519.1
OG0007443	ESY6_g48110_DN3_SP8_c6.t1	XP_006281106.1
OG0007444	ESY4_g24130_DN3_SP0_c14.t1	XP_006285528.1
OG0007445	ESY6_g48066_DN3_SP0_c0.t1	XP_006282268.1
OG0007446	ESY6_g47982_DN2_SP0_c0.t1	XP_023633407.1
OG0007447	ESY6_g47973_DN3_SP1_c0.t1	XP_006279592.2
OG0007448	ESY6_g47966_DN3_SP0_c0.t1	XP_023640493.1
OG0007449	ESY1_g9690_DN3_SP2_c0.t1	XP_006292916.1
OG0007451	ESY1_g9304_DN3_SP4_c0.t1	XP_006291034.1
OG0007452	ESY6_g47601_DN3_SP7_c0.t1	XP_006280953.1
OG0007453	ESY6_g47625_DN3_SP8_c0.t1	XP_023641170.1
OG0007454	ESY6_g47626_DN3_SP8_c0.t1	XP_023645845.1
OG0007455	ESY20_g13218_DN3_SP8_c0.t1	XP_006287533.1
OG0007456	ESY20_g13221_DN3_SP4_c10.t1	XP_006288215.1
OG0007457	ESY20_g13296_DN3_SP0_c0.t1	XP_006288678.1
OG0007458	ESY20_g13313_DN3_SP7_c0.t1, ESY3_g28745_DN2_SP0_c0.t1	XP_006287974.1
OG0007459	ESY7_g18545_DN3_SP6_c0.t1	XP_006288596.1, XP_006286566.1
OG0007460	ESY7_g18517_DN3_SP7_c0.t1	XP_023636279.1
OG0007461	ESY7_g18510_DN3_SP0_c0.t1	XP_006287883.1
OG0007462	ESY7_g18481_DN3_SP8_c17.t1	XP_006287717.1
OG0007463	ESY7_g18716_DN3_SP3_c0.t1	XP_006287297.1
OG0007464	ESY7_g18748_DN2_SP0_c0.t1	XP_006290100.1
OG0007465	ESY7_g18751_DN1_SP0_c0.t1	XP_006290093.1
OG0007466	ESY7_g18771_DN3_SP8_c13.t1	XP_006288643.1
OG0007467	ESY7_g18854_DN3_SP4_c0.t1	XP_006288654.1
OG0007468	ESY7_g18886_DN3_SP0_c0.t1	XP_006287622.1
OG0007469	ESY7_g18948_DN3_SP0_c0.t1	XP_006286489.1
OG0007470	ESY7_g18952_DN3_SP0_c0.t1	XP_006287970.1
OG0007471	ESY7_g19020_DN3_SP0_c0.t1	XP_006288265.2
OG0007472	ESY7_g19073_DN3_SP0_c0.t1	XP_006286481.1
OG0007473	ESY7_g19111_DN3_SP6_c0.t1	XP_006287516.1
OG0007474	ESY7_g19154_DN3_SP0_c0.t1	XP_006286833.1
OG0007475	ESY3_g31052_DN3_SP0_c0.t1	XP_006288691.2, XP_006296622.1
OG0007476	ESY7_g19203_DN3_SP5_c0.t1	XP_006289149.1
OG0007477	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1	XP_006289547.1
OG0007478	ESY7_g19276_DN3_SP0_c0.t1, ESY5_g3485_DN3_SP0_c0.t1	XP_006289785.1
OG0007479	ESY7_g19318_DN3_SP8_c0.t1	XP_023636453.1
OG0007480	ESY7_g19320_DN3_SP7_c0.t1	XP_006290989.1
OG0007482	ESY7_g19375_DN3_SP0_c0.t1	XP_006287667.1
OG0007483	ESY7_g19377_DN3_SP4_c0.t1	XP_006287634.1
OG0007484	ESY7_g19394_DN3_SP0_c0.t1	XP_006288605.1
OG0007485	ESY7_g19446_DN2_SP0_c0.t1	XP_006288341.2
OG0007486	ESY3_g30960_DN3_SP0_c0.t1	XP_023641544.1
OG0007487	ESY7_g19471_DN3_SP2_c0.t1	XP_023635850.1
OG0007488	ESY7_g19492_DN3_SP0_c0.t1	XP_006287552.1
OG0007489	ESY7_g19491_DN3_SP0_c0.t1	XP_023637182.1
OG0007490	ESY7_g19489_DN3_SP5_c0.t1	XP_023636751.1
OG0007491	ESY7_g19483_DN1_SP0_c0.t1	XP_023635974.1
OG0007492	ESY7_g19522_DN3_SP0_c0.t1	XP_006289002.1
OG0007493	ESY7_g19558_DN1_SP0_c0.t1	XP_006288058.1
OG0007494	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1	XP_006287256.1
OG0007495	ESY7_g19576_DN3_SP8_c0.t1	XP_006287534.1
OG0007496	ESY7_g19581_DN3_SP0_c0.t1	XP_006287885.1
OG0007497	ESY7_g19593_DN3_SP8_c0.t1	XP_006288271.1
OG0007498	ESY7_g19657_DN3_SP0_c0.t1	XP_006279345.1
OG0007499	ESY8_g60149_DN3_SP8_c0.t1	XP_006283644.2
OG0007500	ESY8_g60021_DN3_SP7_c0.t1	XP_006283718.1
OG0007501	ESY8_g60003_DN3_SP0_c0.t1	XP_006283614.2
OG0007502	ESY8_g59982_DN3_SP8_c0.t1	XP_006284002.1
OG0007503	ESY2_g36482_DN3_SP6_c0.t1	XP_006300949.1
OG0007504	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1	XP_006302052.2
OG0007505	ESY18_g63333_DN1_SP0_c0.t1, ESY2_g36598_DN2_SP0_c0.t1	XP_006302189.2
OG0007506	ESY2_g36606_DN3_SP8_c0.t1	XP_006302240.1
OG0007507	ESY5_g2977_DN3_SP0_c0.t1	XP_006300673.1
OG0007508	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1	XP_023643632.1
OG0007509	ESY2_g36653_DN3_SP7_c11.t1	XP_006300498.1
OG0007510	ESY2_g36665_DN3_SP8_c0.t1	XP_006300815.1
OG0007511	ESY2_g35015_DN2_SP0_c0.t1	XP_006298318.1
OG0007512	ESY2_g36754_DN3_SP0_c0.t1	XP_023643056.1
OG0007513	ESY2_g36779_DN3_SP2_c0.t1	XP_006302502.1
OG0007514	ESY2_g36784_DN3_SP0_c0.t1	XP_023644153.1
OG0007515	ESY2_g36795_DN3_SP8_c0.t1	XP_006301561.1
OG0007516	ESY2_g36798_DN3_SP0_c0.t1	XP_023643035.1
OG0007517	ESY2_g36800_DN3_SP7_c0.t1	XP_006301292.1
OG0007518	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1	XP_006302731.2
OG0007519	ESY2_g36137_DN3_SP1_c0.t1	XP_006302567.1
OG0007520	ESY2_g36136_DN3_SP1_c0.t1	XP_006301840.1
OG0007521	ESY2_g36123_DN3_SP7_c0.t1	XP_006302525.1
OG0007522	ESY2_g35023_DN3_SP5_c0.t1	XP_006302488.1
OG0007523	ESY2_g35040_DN3_SP0_c0.t1	XP_006302124.1
OG0007524	ESY2_g35052_DN3_SP0_c0.t1	XP_006302909.1
OG0007525	ESY2_g35078_DN3_SP0_c0.t1	XP_023643424.1
OG0007526	ESY2_g35084_DN1_SP0_c0.t1	XP_006301166.2
OG0007527	ESY2_g34599_DN3_SP0_c0.t1	XP_006300594.1
OG0007528	ESY2_g34614_DN3_SP7_c0.t1	XP_006302393.1
OG0007529	ESY2_g34640_DN3_SP0_c9.t1	XP_006302133.1
OG0007530	ESY2_g34647_DN3_SP0_c0.t1	XP_006300367.1
OG0007531	ESY2_g34650_DN3_SP0_c0.t1	XP_006302710.1
OG0007532	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1	XP_006301250.1
OG0007533	ESY2_g34684_DN3_SP8_c0.t1	XP_006302213.1
OG0007534	ESY2_g34697_DN3_SP0_c0.t1	XP_006301259.1
OG0007535	ESY2_g34765_DN3_SP0_c0.t1	XP_006301451.1
OG0007536	ESY2_g34794_DN3_SP0_c0.t1	XP_006302690.1
OG0007537	ESY2_g34796_DN3_SP0_c0.t1	XP_006301363.1
OG0007538	ESY2_g34808_DN3_SP2_c0.t1	XP_006291987.1, XP_006302754.1
OG0007539	ESY2_g34826_DN1_SP0_c0.t1	XP_006301599.1
OG0007540	ESY2_g34827_DN3_SP4_c0.t1	XP_006301887.1
OG0007541	ESY2_g36077_DN3_SP0_c0.t1	XP_006302134.1
OG0007542	ESY2_g34535_DN3_SP4_c0.t1	XP_006290511.1
OG0007543	ESY2_g35996_DN3_SP7_c0.t1	XP_006300630.1
OG0007544	ESY2_g35975_DN3_SP8_c0.t1	XP_006302529.1
OG0007545	ESY11_g54025_DN3_SP1_c0.t1	XP_006296985.1
OG0007546	ESY11_g54044_DN3_SP0_c0.t1	XP_006298646.1
OG0007547	ESY11_g54045_DN3_SP5_c0.t1	XP_006299646.1
OG0007548	ESY11_g54112_DN3_SP7_c0.t1	XP_006299902.1
OG0007549	ESY1_g9820_DN3_SP5_c0.t1	XP_006291765.1
OG0007550	ESY1_g9817_DN3_SP0_c0.t1	XP_006291812.1
OG0007551	ESY1_g9808_DN3_SP2_c0.t1	XP_006293131.1
OG0007552	ESY6_g47888_DN2_SP0_c0.t1	XP_006281306.1
OG0007553	ESY6_g47881_DN3_SP0_c0.t1	XP_006280901.1
OG0007554	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1	XP_006291760.1
OG0007556	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1	XP_006305348.1
OG0007557	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1	XP_023638260.1
OG0007558	ESY2_g36274_DN3_SP0_c0.t1	XP_006307597.2
OG0007559	ESY2_g36262_DN3_SP0_c0.t1	XP_006305837.1
OG0007560	ESY2_g36255_DN3_SP0_c0.t1	XP_006304226.1
OG0007561	ESY2_g36225_DN3_SP0_c0.t1	XP_006307069.2
OG0007562	ESY2_g36196_DN3_SP0_c0.t1	XP_006303363.2
OG0007563	ESY2_g36903_DN3_SP7_c0.t1	XP_006304315.1
OG0007564	ESY2_g36911_DN3_SP4_c0.t1	XP_006306910.1
OG0007565	ESY2_g36971_DN3_SP4_c0.t1	XP_006307191.1
OG0007566	ESY9_g44170_DN3_SP4_c0.t1	XP_006294872.1
OG0007567	ESY9_g44270_DN3_SP0_c0.t1	XP_006296104.1
OG0007568	ESY9_g44324_DN3_SP8_c0.t1	XP_023639835.1
OG0007569	ESY1_g7585_DN3_SP8_c0.t1	XP_006290826.1
OG0007570	ESY1_g6949_DN3_SP8_c0.t1	XP_006290745.1, XP_006279395.2
OG0007571	ESY9_g44379_DN2_SP0_c0.t1, ESY15_g65317_DN3_SP6_c0.t1	XP_023641416.1
OG0007572	ESY24_g33019_DN3_SP0_c0.t1, ESY9_g42980_DN3_SP0_c0.t1	XP_023634813.1
OG0007573	ESY6_g47168_DN3_SP0_c7.t1	XP_006279561.1
OG0007574	ESY6_g47192_DN3_SP0_c0.t1	XP_006279485.1
OG0007575	ESY6_g47202_DN3_SP5_c0.t1	XP_023635118.1
OG0007576	ESY6_g47218_DN3_SP8_c0.t1	XP_006280090.1
OG0007577	ESY15_g65183_DN3_SP8_c0.t1	XP_006280044.1
OG0007578	ESY24_g33123_DN3_SP0_c0.t1	XP_006280184.1
OG0007579	ESY2_g34311_DN3_SP0_c0.t1	XP_006280367.1
OG0007580	ESY4_g26146_DN3_SP0_c0.t1, ESY17_g39819_DN3_SP0_c0.t1	XP_006306789.2, XP_006282564.1
OG0007581	ESY17_g39839_DN3_SP6_c0.t1	XP_006284506.2
OG0007582	ESY17_g39808_DN3_SP0_c0.t1	XP_006282600.2
