Orthogroup	Euclidium_syriacum	Arabidopsis_lyrata_NCBI
OG0009957	ESY5_g5465_DN3_SP0_c0.t1	XP_002889375.1
OG0009958	ESY10_g15706_DN1_SP0_c0.t1	XP_002889377.1
OG0009959	ESY20_g13076_DN1_SP0_c0.t1, ESY5_g5449_DN2_SP0_c0.t1	XP_002889383.1
OG0009960	ESY5_g5436_DN3_SP2_c0.t1	XP_020868152.1
OG0009961	ESY5_g5355_DN3_SP5_c0.t1	XP_002889400.1
OG0009962	ESY5_g5367_DN3_SP8_c11.t1	XP_002892109.1
OG0009963	ESY5_g5328_DN3_SP0_c0.t1	XP_020870286.1
OG0009965	ESY5_g5312_DN3_SP0_c0.t1	XP_020868979.1
OG0009966	ESY5_g5248_DN3_SP8_c19.t1, ESY5_g5292_DN2_SP0_c0.t1	XP_002889431.2
OG0009967	ESY5_g5247_DN3_SP0_c0.t1	XP_002892143.1
OG0009968	ESY5_g5239_DN2_SP0_c0.t1	XP_002892147.1
OG0009969	ESY5_g5233_DN2_SP0_c0.t1	XP_020868322.1
OG0009970	ESY5_g5214_DN3_SP8_c0.t1	XP_020868080.1
OG0009971	ESY5_g5167_DN3_SP8_c0.t1	XP_020867706.1
OG0009972	ESY5_g5098_DN3_SP0_c0.t1	XP_002892167.1
OG0009973	ESY5_g5109_DN3_SP8_c0.t1	XP_020868681.1
OG0009974	ESY5_g5110_DN3_SP8_c0.t1	XP_002889465.1
OG0009975	ESY5_g5146_DN3_SP3_c0.t1	XP_002892182.1
OG0009976	ESY5_g5153_DN3_SP0_c0.t1	XP_002889480.1
OG0009977	ESY5_g5089_DN3_SP8_c0.t1	XP_002892189.1
OG0009978	ESY5_g5083_DN2_SP0_c0.t1	XP_020869564.1
OG0009979	ESY5_g5037_DN3_SP0_c0.t1	XP_002892208.1
OG0009980	ESY5_g4991_DN3_SP4_c0.t1	XP_002892221.1
OG0009981	ESY5_g4985_DN3_SP0_c0.t1	XP_002889512.1
OG0009982	ESY5_g4963_DN3_SP0_c0.t1	XP_020870628.1
OG0009983	ESY5_g4961_DN3_SP7_c0.t1	XP_020866004.1
OG0009984	ESY5_g4958_DN3_SP2_c0.t1, ESY5_g4794_DN1_SP0_c0.t1, ESY5_g4793_DN1_SP0_c0.t1	XP_020867116.1
OG0009985	ESY5_g4948_DN3_SP7_c0.t1	XP_020867675.1
OG0009986	ESY5_g4940_DN3_SP0_c0.t1	XP_002889524.1
OG0009987	ESY5_g4858_DN3_SP3_c0.t1	XP_020870781.1
OG0009988	ESY5_g4857_DN2_SP8_c0.t1	XP_002892274.1
OG0009989	ESY5_g4824_DN3_SP0_c0.t1	XP_002892288.1
OG0009990	ESY5_g4819_DN3_SP1_c0.t1	XP_020868615.1
OG0009991	ESY5_g4812_DN3_SP8_c0.t1	XP_020866808.1
OG0009992	ESY5_g4798_DN3_SP0_c0.t1	XP_020866557.1
OG0009993	ESY5_g4727_DN3_SP5_c0.t1	XP_002889580.1
OG0009994	ESY5_g4720_DN3_SP0_c0.t1	XP_020867849.1
OG0009995	ESY5_g4697_DN3_SP0_c0.t1	XP_020868982.1
OG0009996	ESY5_g4693_DN3_SP0_c0.t1	XP_002892332.1
OG0009997	ESY5_g4682_DN3_SP0_c13.t1	XP_002889600.1
OG0009998	ESY5_g4660_DN3_SP0_c0.t1, ESY3_g28746_DN1_SP0_c0.t1	XP_020869236.1
OG0009999	ESY3_g32229_DN3_SP0_c13.t1	XP_002892349.1
OG0010000	ESY5_g4648_DN3_SP0_c0.t1	XP_002892352.1
OG0010002	ESY5_g4523_DN3_SP2_c0.t1	XP_020869763.1
OG0010003	ESY5_g4497_DN3_SP0_c0.t1, ESY5_g4498_DN3_SP0_c0.t1	XP_020868455.1
OG0010004	ESY5_g4443_DN3_SP0_c0.t1	XP_020870250.1
OG0010005	ESY5_g4439_DN3_SP5_c0.t1	XP_020870049.1
OG0010007	ESY5_g3096_DN3_SP0_c0.t1	XP_020870699.1
OG0010008	ESY5_g3125_DN3_SP8_c0.t1	XP_020870852.1
OG0010009	ESY5_g3127_DN3_SP3_c0.t1	XP_020867508.1
OG0010010	ESY5_g3141_DN3_SP8_c0.t1	XP_002892457.1
OG0010011	ESY5_g3147_DN3_SP1_c0.t1	XP_020866923.1
OG0010012	ESY5_g3155_DN3_SP6_c0.t1	XP_020868473.1
OG0010013	ESY5_g3156_DN3_SP0_c0.t1	XP_002892463.1
OG0010014	ESY5_g3161_DN3_SP0_c0.t1	XP_020866312.1
OG0010015	ESY13_g57670_DN3_SP0_c0.t1	XP_002890719.1
OG0010016	ESY5_g3168_DN3_SP8_c0.t1	XP_002892467.1
OG0010017	ESY5_g3187_DN3_SP6_c0.t1	XP_020869693.1
OG0010018	ESY5_g3198_DN3_SP3_c0.t1	XP_020867231.1
OG0010019	ESY2_g34384_DN1_SP0_c0.t1	XP_002888405.1
OG0010020	ESY5_g3203_DN3_SP8_c0.t1	XP_002889716.1
OG0010022	ESY5_g3238_DN3_SP0_c0.t1	XP_020867301.1
OG0010023	ESY6_g50144_DN2_SP0_c0.t1	XP_020870653.1, XP_002884411.1
OG0010024	ESY5_g3280_DN3_SP0_c0.t1	XP_002892499.1
OG0010025	ESY5_g3288_DN3_SP0_c0.t1	XP_002889746.2
OG0010027	ESY5_g3315_DN3_SP0_c0.t1	XP_020869902.1
OG0010028	ESY5_g3316_DN3_SP7_c0.t1	XP_002889757.1
OG0010029	ESY5_g3490_DN3_SP3_c0.t1	XP_002892574.2
OG0010030	ESY5_g3521_DN3_SP0_c0.t1	XP_020870799.1
OG0010031	ESY5_g3522_DN3_SP5_c0.t1	XP_020870807.1
OG0010032	ESY5_g3524_DN3_SP1_c0.t1	XP_002889823.1
OG0010033	ESY5_g3534_DN3_SP0_c0.t1	XP_002892595.1
OG0010034	ESY5_g3540_DN3_SP7_c0.t1	XP_002892597.1
OG0010035	ESY5_g3556_DN2_SP0_c0.t1, ESY5_g3560_DN2_SP0_c0.t1, ESY5_g3557_DN3_SP0_c0.t1	XP_020870710.1
OG0010037	ESY3_g31919_DN3_SP0_c0.t1	XP_020874333.1
OG0010038	ESY5_g3601_DN3_SP0_c0.t1	XP_020870433.1
OG0010039	ESY5_g3612_DN3_SP0_c0.t1	XP_020870619.1
OG0010040	ESY5_g3663_DN3_SP8_c0.t1	XP_002892642.1
OG0010041	ESY5_g3664_DN3_SP4_c0.t1	XP_020866057.1
OG0010042	ESY5_g3677_DN3_SP0_c0.t1	XP_020870712.1
OG0010043	ESY5_g3684_DN3_SP2_c0.t1	XP_020869929.1
OG0010044	ESY5_g3698_DN3_SP2_c0.t1, ESY2_g33787_DN3_SP8_c0.t1	XP_020891306.1
OG0010045	ESY5_g3711_DN3_SP5_c0.t1, ESY6_g48757_DN3_SP0_c0.t1	XP_002889891.2
OG0010046	ESY5_g3724_DN3_SP7_c0.t1	XP_020869317.1
OG0010047	ESY5_g3725_DN3_SP6_c0.t1	XP_002889897.2
OG0010048	ESY5_g3740_DN3_SP5_c0.t1	XP_020869797.1
OG0010049	ESY5_g3770_DN3_SP7_c0.t1	XP_002892677.1
OG0010050	ESY5_g3795_DN3_SP8_c0.t1	XP_002889930.1
OG0010051	ESY7_g16201_DN3_SP0_c0.t1	XP_020870760.1
OG0010052	ESY5_g2567_DN3_SP0_c0.t1	XP_002889978.1
OG0010053	ESY5_g2576_DN3_SP0_c0.t1	XP_002892724.1
OG0010054	ESY5_g2619_DN3_SP5_c0.t1	XP_002889997.1
OG0010055	ESY5_g2628_DN3_SP0_c0.t1	XP_020867538.1
OG0010056	ESY5_g2698_DN3_SP0_c0.t1	XP_020868218.1
OG0010057	ESY5_g2718_DN3_SP0_c0.t1	XP_002892778.1
OG0010058	ESY5_g2742_DN3_SP0_c0.t1	XP_020869725.1
OG0010059	ESY5_g2724_DN3_SP0_c0.t1	XP_002892780.1
OG0010060	ESY5_g2767_DN3_SP0_c0.t1	XP_002892794.1
OG0010061	ESY5_g2770_DN3_SP0_c0.t1	XP_002892796.1
OG0010062	ESY5_g2776_DN3_SP8_c0.t1	XP_020867067.1
OG0010063	ESY8_g59218_DN3_SP5_c0.t1	XP_020884536.1
OG0010065	ESY27_g13386_DN3_SP5_c0.t1	XP_020868587.1
OG0010066	ESY5_g2869_DN3_SP7_c0.t1	XP_020868588.1
OG0010067	ESY5_g2871_DN3_SP0_c0.t1	XP_002890083.1
OG0010068	ESY5_g2874_DN3_SP0_c0.t1	XP_020867283.1
OG0010069	ESY5_g2894_DN3_SP0_c0.t1	XP_020866383.1
OG0010070	ESY5_g2921_DN3_SP0_c0.t1	XP_002892866.1
OG0010071	ESY5_g2924_DN3_SP0_c0.t1	XP_002892868.1
OG0010072	ESY5_g2936_DN3_SP2_c0.t1	XP_002892873.1
OG0010074	ESY5_g2999_DN3_SP2_c0.t1	XP_020867563.1
OG0010075	ESY5_g3004_DN3_SP0_c0.t1	XP_002892892.1
OG0010076	ESY5_g3039_DN3_SP0_c0.t1	XP_020869372.1
OG0010077	ESY5_g3044_DN3_SP0_c0.t1, ESY5_g3043_DN3_SP0_c0.t1	XP_002890161.1
OG0010078	ESY3_g31238_DN3_SP0_c0.t1, ESY3_g31236_DN3_SP0_c0.t1, ESY5_g3046_DN3_SP0_c0.t1, ESY3_g31237_DN3_SP0_c0.t1	XP_020868846.1
OG0010079	ESY5_g3060_DN2_SP0_c0.t1	XP_020866011.1
OG0010080	ESY5_g3063_DN2_SP0_c0.t1	XP_020869105.1
OG0010081	ESY5_g3068_DN2_SP0_c0.t1	XP_020865831.1
OG0010081	ESY11_g54228_DN3_SP0_c0.t1, ESY11_g54238_DN3_SP0_c0.t1, ESY11_g54243_DN3_SP0_c0.t1, ESY11_g54244_DN3_SP0_c0.t1	XP_020865719.1
OG0010082	ESY5_g4395_DN3_SP6_c0.t1	XP_020867454.1
OG0010083	ESY5_g4368_DN3_SP2_c0.t1	XP_020867096.1
OG0010084	ESY5_g4363_DN3_SP0_c0.t1	XP_020868944.1
OG0010085	ESY5_g4329_DN3_SP0_c0.t1	XP_002892948.1
OG0010086	ESY2_g35862_DN2_SP0_c0.t1	XP_020890260.1
OG0010087	ESY5_g4286_DN3_SP0_c0.t1, ESY5_g4285_DN3_SP0_c0.t1	XP_002892962.2
OG0010088	ESY5_g4235_DN3_SP5_c0.t1	XP_020869031.1
OG0010090	ESY5_g4224_DN3_SP0_c0.t1	XP_002890268.1
OG0010091	ESY5_g4201_DN3_SP8_c0.t1	XP_020867084.1
OG0010092	ESY5_g4186_DN1_SP8_c7.t1	XP_002890286.1
OG0010093	ESY5_g4179_DN3_SP1_c0.t1	XP_020867623.1
OG0010094	ESY5_g4167_DN3_SP7_c0.t1	XP_020867615.1
OG0010095	ESY5_g4157_DN3_SP0_c0.t1	XP_020867391.1
OG0010096	ESY5_g4143_DN3_SP8_c0.t1	XP_002893022.1
OG0010097	ESY5_g4094_DN2_SP0_c0.t1	XP_002893033.1
OG0010098	ESY5_g4089_DN3_SP5_c0.t1	XP_020866500.1
OG0010099	ESY5_g4067_DN3_SP0_c0.t1	XP_020868102.1
OG0010100	ESY5_g4065_DN3_SP0_c0.t1	XP_020867722.1
OG0010101	ESY5_g4062_DN3_SP0_c0.t1	XP_020870085.1
OG0010102	ESY5_g4044_DN3_SP0_c8.t1	XP_002893057.1
OG0010103	ESY5_g4038_DN3_SP0_c0.t1	XP_020870163.1
OG0010104	ESY5_g4026_DN3_SP5_c0.t1	XP_020867749.1
OG0010105	ESY5_g4009_DN3_SP8_c0.t1	XP_020867392.1
OG0010106	ESY5_g3999_DN3_SP0_c0.t1	XP_020870430.1
OG0010107	ESY5_g3997_DN3_SP0_c0.t1	XP_020866481.1
OG0010108	ESY5_g3996_DN3_SP0_c0.t1	XP_020866483.1
OG0010109	ESY5_g3970_DN3_SP0_c0.t1	XP_020869772.1
OG0010110	ESY5_g3969_DN3_SP8_c12.t1	XP_020869773.1
OG0010111	ESY5_g3928_DN3_SP8_c0.t1	XP_020866685.1
OG0010112	ESY5_g3907_DN3_SP8_c0.t1	XP_020870744.1
OG0010113	ESY5_g3906_DN3_SP5_c0.t1	XP_002893134.1
OG0010114	ESY5_g2560_DN3_SP7_c0.t1	XP_002893147.1
OG0010115	ESY5_g2552_DN3_SP0_c0.t1	XP_020870759.1
OG0010116	ESY5_g2370_DN3_SP1_c0.t1	XP_002894028.2, XP_020866420.1
OG0010117	ESY5_g2367_DN3_SP8_c0.t1	XP_002893207.1
OG0010118	ESY5_g2366_DN1_SP0_c0.t1	XP_020867952.1
OG0010119	ESY10_g14594_DN3_SP0_c0.t1	XP_020881066.1
OG0010120	ESY5_g2325_DN2_SP0_c0.t1	XP_002890505.1
OG0010121	ESY5_g2252_DN3_SP8_c0.t1	XP_020867351.1
OG0010122	ESY5_g2235_DN3_SP8_c0.t1	XP_020870983.1
OG0010123	ESY5_g2233_DN3_SP8_c0.t1	XP_002893246.2
OG0010124	ESY5_g2167_DN3_SP0_c0.t1	XP_002893254.1
OG0010125	ESY5_g2140_DN3_SP8_c0.t1	XP_020869169.1
OG0010126	ESY2_g35742_DN3_SP8_c0.t1	XP_002887401.1
OG0010127	ESY2_g35736_DN3_SP8_c0.t1	XP_002888851.1
OG0010128	ESY2_g35733_DN3_SP0_c0.t1	XP_002887395.1
OG0010129	ESY2_g35690_DN3_SP7_c0.t1	XP_002888841.1
OG0010130	ESY2_g35593_DN2_SP0_c0.t1	XP_020865957.1
OG0010131	ESY2_g35580_DN3_SP8_c0.t1	XP_002887310.1
OG0010132	ESY2_g35566_DN3_SP0_c0.t1	XP_002887304.2
OG0010133	ESY2_g35549_DN3_SP2_c0.t1	XP_020891125.1
OG0010134	ESY2_g35548_DN3_SP0_c0.t1	XP_020865903.1
OG0010135	ESY2_g35547_DN3_SP4_c0.t1	XP_020891150.1
OG0010136	ESY2_g35545_DN2_SP3_c0.t1	XP_002888771.2
OG0010137	ESY2_g35535_DN3_SP8_c0.t1	XP_002888763.1
OG0010138	ESY2_g35528_DN3_SP0_c17.t1	XP_002887288.1
OG0010139	ESY2_g35489_DN3_SP5_c0.t1	XP_020891771.1
OG0010140	ESY14_g19780_DN3_SP4_c0.t1	XP_020868150.1
OG0010141	ESY16_g62082_DN3_SP1_c32.t1	XP_002877272.1
OG0010142	ESY1_g6435_DN3_SP0_c0.t1	XP_020891142.1
OG0010143	ESY2_g33414_DN3_SP8_c0.t1	XP_020891284.1
OG0010144	ESY2_g33551_DN3_SP0_c0.t1	XP_002887973.1
OG0010145	ESY2_g33589_DN3_SP0_c0.t1	XP_002886441.1
OG0010146	ESY2_g33587_DN3_SP8_c0.t1	XP_020890578.1
OG0010147	ESY2_g33645_DN3_SP8_c0.t1	XP_020891587.1
OG0010148	ESY2_g33701_DN3_SP1_c0.t1	XP_002886475.1
OG0010149	ESY14_g19874_DN3_SP3_c0.t1	XP_002865333.1, XP_002893764.1
OG0010150	ESY2_g33826_DN3_SP3_c0.t1	XP_020890088.1
OG0010152	ESY2_g33839_DN3_SP8_c0.t1	XP_020890084.1
OG0010153	ESY2_g33864_DN3_SP0_c0.t1	XP_020890122.1
OG0010154	ESY2_g33869_DN3_SP0_c0.t1	XP_002886553.1
OG0010155	ESY2_g33872_DN3_SP8_c0.t1	XP_020890081.1
OG0010156	ESY2_g33919_DN3_SP2_c0.t1	XP_002886573.1
OG0010157	ESY2_g33956_DN3_SP0_c0.t1	XP_002888126.1
OG0010158	ESY2_g33958_DN3_SP0_c12.t1	XP_020890104.1
OG0010159	ESY2_g34007_DN3_SP8_c10.t1, ESY8_g59086_DN2_SP0_c0.t1	XP_002886634.1
OG0010160	ESY2_g34018_DN3_SP8_c0.t1	XP_020890497.1
OG0010161	ESY2_g34027_DN3_SP1_c0.t1	XP_020890168.1
OG0010162	ESY2_g34054_DN3_SP8_c0.t1	XP_020890290.1
OG0010163	ESY2_g34064_DN3_SP7_c0.t1	XP_020890294.1
OG0010164	ESY2_g34087_DN3_SP0_c0.t1	XP_002888216.2
OG0010165	ESY2_g34092_DN3_SP0_c0.t1	XP_020865585.1
OG0010167	ESY20_g13023_DN3_SP0_c0.t1	XP_002872905.2
OG0010168	ESY2_g34107_DN1_SP0_c0.t1	XP_020890872.1
OG0010169	ESY2_g34117_DN3_SP0_c0.t1	XP_002886704.1
OG0010170	ESY2_g34167_DN3_SP7_c0.t1, ESY2_g34166_DN3_SP0_c0.t1	XP_002894676.1
OG0010171	ESY2_g34189_DN3_SP3_c0.t1	XP_020872068.1
OG0010172	ESY2_g33346_DN3_SP3_c0.t1	XP_002887921.1
OG0010173	ESY2_g33296_DN3_SP0_c0.t1	XP_020891690.1
OG0010174	ESY2_g33290_DN3_SP0_c0.t1, ESY2_g33291_DN3_SP6_c0.t1	XP_020889951.1
OG0010175	ESY7_g18808_DN3_SP3_c0.t1	XP_020877532.1
OG0010176	ESY10_g15009_DN3_SP0_c0.t1	XP_002865171.1
OG0010177	ESY10_g14969_DN2_SP0_c0.t1	XP_002865162.1
OG0010178	ESY10_g14964_DN3_SP0_c0.t1	XP_002863389.1
OG0010179	ESY10_g14755_DN3_SP2_c0.t1	XP_002863326.1
OG0010180	ESY10_g14754_DN3_SP0_c1.t1	XP_020884195.1
OG0010181	ESY7_g16663_DN3_SP8_c0.t1	XP_020891092.1
OG0010182	ESY7_g16659_DN3_SP0_c14.t1	XP_002863549.1
OG0010183	ESY1_g6222_DN3_SP0_c0.t1	XP_020871193.1
OG0010184	ESY7_g16603_DN3_SP1_c0.t1	XP_002863566.1
OG0010185	ESY7_g16588_DN3_SP8_c0.t1	XP_002865365.1
OG0010186	ESY13_g57306_DN2_SP0_c0.t1	XP_002869728.2
OG0010187	ESY7_g16420_DN3_SP0_c0.t1	XP_020876360.1
OG0010188	ESY4_g24345_DN3_SP8_c0.t1	XP_002867412.2
OG0010190	ESY4_g24432_DN3_SP8_c0.t1	XP_002869408.1
OG0010192	ESY2_g37917_DN3_SP1_c0.t1	XP_002894133.1
OG0010193	ESY2_g37864_DN3_SP5_c0.t1	XP_020868445.1
OG0010194	ESY2_g37853_DN3_SP0_c0.t1	XP_020866597.1
OG0010195	ESY2_g37846_DN3_SP2_c0.t1	XP_002891472.1
OG0010196	ESY2_g37695_DN3_SP1_c0.t1	XP_020866186.1, XP_020870906.1
OG0010197	ESY2_g35958_DN3_SP0_c0.t1	XP_020891435.1
OG0010198	ESY2_g35956_DN3_SP0_c0.t1	XP_020891094.1
OG0010199	ESY4_g26947_DN3_SP8_c0.t1	XP_020872523.1
OG0010200	ESY4_g26946_DN3_SP0_c0.t1	XP_020872525.1
OG0010201	ESY10_g14780_DN3_SP6_c0.t1	XP_020874960.1
OG0010202	ESY4_g26925_DN3_SP7_c0.t1	XP_020873875.1
OG0010203	ESY4_g26913_DN3_SP7_c0.t1	XP_020872408.1
OG0010204	ESY4_g26910_DN3_SP8_c0.t1	XP_020872407.1
OG0010205	ESY4_g26851_DN3_SP8_c0.t1	XP_002866826.1
OG0010206	ESY4_g26826_DN3_SP0_c0.t1	XP_002868892.1
OG0010207	ESY4_g26792_DN3_SP0_c0.t1	XP_020872550.1
OG0010208	ESY8_g59795_DN3_SP2_c0.t1	XP_002878571.1
OG0010208	ESY4_g26778_DN3_SP8_c0.t1	XP_020872778.1
OG0010209	ESY8_g60741_DN1_SP0_c0.t1, ESY4_g26767_DN3_SP0_c0.t1, ESY8_g60742_DN3_SP0_c0.t1	XP_020875148.1
OG0010210	ESY4_g26720_DN3_SP0_c0.t1	XP_020875651.1
OG0010211	ESY4_g26711_DN3_SP0_c0.t1	XP_002866884.1
OG0010212	ESY4_g26704_DN2_SP0_c0.t1	XP_020874393.1
OG0010213	ESY4_g26694_DN3_SP0_c0.t1	XP_020872230.1
OG0010215	ESY4_g26609_DN1_SP0_c0.t1	XP_020875560.1
OG0010216	ESY4_g26610_DN3_SP2_c0.t1	XP_020872847.1
OG0010217	ESY4_g26612_DN3_SP8_c0.t1	XP_020872846.1
OG0010218	ESY4_g26582_DN2_SP1_c0.t1	XP_002868962.1
OG0010219	ESY4_g26573_DN3_SP0_c0.t1	XP_020875486.1
OG0010220	ESY4_g26550_DN3_SP0_c0.t1	XP_002868977.2
OG0010221	ESY4_g26534_DN3_SP8_c0.t1	XP_020872732.1, XP_020881400.1
OG0010222	ESY4_g26522_DN3_SP0_c0.t1	XP_020874667.1
OG0010223	ESY4_g26484_DN3_SP0_c0.t1	XP_002868994.1
OG0010224	ESY4_g26468_DN3_SP0_c0.t1	XP_020875640.1
OG0010225	ESY4_g26426_DN3_SP0_c0.t1	XP_002869002.1
OG0010226	ESY2_g36977_DN3_SP0_c0.t1	XP_020876182.1
OG0010227	ESY4_g26307_DN3_SP7_c0.t1	XP_002869025.1
OG0010228	ESY4_g26252_DN3_SP0_c0.t1	XP_002869031.1
OG0010229	ESY4_g26250_DN3_SP0_c0.t1	XP_020873066.1
OG0010230	ESY4_g26205_DN3_SP8_c0.t1	XP_020873208.1
OG0010231	ESY4_g26125_DN3_SP0_c0.t1	XP_002869047.1
OG0010232	ESY4_g26022_DN3_SP8_c0.t1	XP_020873010.1
OG0010233	ESY4_g26015_DN3_SP0_c0.t1	XP_020874956.1
OG0010235	ESY4_g25452_DN3_SP8_c0.t1	XP_002869102.1
OG0010236	ESY4_g25483_DN3_SP8_c0.t1	XP_002867093.1
OG0010237	ESY4_g25518_DN3_SP0_c0.t1	XP_002869116.1
OG0010238	ESY4_g25560_DN3_SP4_c0.t1	XP_020872645.1
OG0010239	ESY4_g25568_DN3_SP8_c0.t1	XP_020872145.1
OG0010240	ESY4_g25587_DN3_SP0_c0.t1	XP_002869141.1
OG0010241	ESY4_g25619_DN3_SP1_c0.t1	XP_020875514.1
OG0010242	ESY4_g25620_DN3_SP3_c0.t1	XP_020875513.1
OG0010243	ESY4_g25627_DN3_SP0_c0.t1	XP_020873110.1
OG0010244	ESY23_g70_DN3_SP1_c0.t1	XP_020870570.1
OG0010245	ESY4_g25633_DN3_SP0_c0.t1	XP_020875244.1
OG0010246	ESY4_g25993_DN3_SP5_c0.t1	XP_020873186.1
OG0010247	ESY4_g25191_DN3_SP8_c0.t1	XP_020875743.1
OG0010248	ESY4_g25178_DN3_SP0_c0.t1	XP_020872745.1
OG0010249	ESY4_g25172_DN3_SP1_c0.t1	XP_002869254.1
OG0010250	ESY4_g25111_DN3_SP8_c0.t1	XP_002869232.1
OG0010251	ESY4_g25109_DN3_SP0_c0.t1	XP_002867218.1
OG0010252	ESY4_g25987_DN3_SP8_c0.t1	XP_002869224.1
OG0010253	ESY4_g25983_DN3_SP5_c0.t1	XP_002867201.1
OG0010254	ESY4_g25970_DN3_SP3_c0.t1	XP_020875432.1
OG0010255	ESY4_g25943_DN3_SP4_c0.t1	XP_002867186.2
OG0010256	ESY4_g25911_DN3_SP0_c0.t1	XP_002869218.1
OG0010257	ESY4_g25905_DN3_SP8_c0.t1	XP_002869215.1
OG0010258	ESY4_g25904_DN3_SP1_c0.t1	XP_002869214.1
OG0010259	ESY4_g25884_DN3_SP5_c0.t1	XP_002869213.1
OG0010260	ESY4_g25883_DN3_SP1_c0.t1	XP_002867181.1
OG0010262	ESY12_g51497_DN3_SP3_c0.t1	XP_002865800.1
OG0010263	ESY4_g25676_DN3_SP8_c0.t1	XP_002869183.1
OG0010264	ESY4_g25685_DN3_SP0_c0.t1	XP_020874468.1
OG0010265	ESY4_g25075_DN3_SP8_c6.t1	XP_020873160.1
OG0010266	ESY4_g25017_DN3_SP0_c0.t1	XP_002867277.1
OG0010267	ESY4_g24995_DN3_SP8_c0.t1	XP_020872059.1
OG0010268	ESY4_g24991_DN3_SP0_c0.t1	XP_002869316.1
OG0010269	ESY4_g24923_DN3_SP0_c0.t1	XP_020871143.1
OG0010270	ESY4_g24920_DN3_SP0_c0.t1	XP_020873892.1
OG0010271	ESY4_g24919_DN3_SP5_c0.t1	XP_002869322.1
OG0010272	ESY4_g24893_DN3_SP0_c3.t1	XP_020872386.1
OG0010273	ESY4_g24873_DN2_SP0_c0.t1	XP_020874759.1
OG0010274	ESY4_g24748_DN3_SP0_c0.t1	XP_020872221.1
OG0010275	ESY4_g24751_DN3_SP4_c0.t1	XP_020872120.1
OG0010276	ESY3_g28162_DN3_SP8_c0.t1	XP_002883477.1
OG0010277	ESY3_g28150_DN3_SP0_c0.t1	XP_020887633.1
OG0010278	ESY2_g35845_DN2_SP0_c0.t1	XP_002888889.1
OG0010281	ESY2_g35779_DN3_SP0_c0.t1	XP_002887423.1
OG0010282	ESY2_g35778_DN3_SP0_c0.t1	XP_002888863.1
OG0010283	ESY2_g35757_DN3_SP6_c0.t1	XP_002887411.1
OG0010284	ESY2_g35752_DN3_SP0_c0.t1	XP_020891258.1
OG0010285	ESY2_g35743_DN3_SP8_c0.t1	XP_020891236.1
OG0010286	ESY5_g1709_DN3_SP3_c0.t1	XP_020868161.1
OG0010287	ESY5_g1702_DN3_SP0_c0.t1	XP_002893358.1
OG0010288	ESY43_g13370_DN3_SP8_c0.t1	XP_002893370.1
OG0010289	ESY2_g35360_DN3_SP0_c0.t1	XP_020868966.1
OG0010290	ESY5_g1355_DN3_SP8_c0.t1	XP_020869573.1
OG0010291	ESY5_g1236_DN3_SP8_c0.t1	XP_002890671.1
OG0010292	ESY5_g1143_DN3_SP3_c0.t1	XP_002890723.1
OG0010293	ESY20_g13214_DN3_SP0_c0.t1	XP_020879162.1
OG0010294	ESY20_g13211_DN3_SP8_c0.t1	XP_020879158.1
OG0010295	ESY20_g13206_DN3_SP0_c0.t1	XP_020876316.1
OG0010296	ESY20_g13204_DN3_SP7_c0.t1	XP_020876320.1
OG0010297	ESY20_g13194_DN3_SP0_c0.t1	XP_002872852.1
OG0010298	ESY20_g13179_DN3_SP0_c0.t1	XP_020878397.1
OG0010299	ESY20_g13173_DN3_SP8_c12.t1	XP_002874943.1
OG0010300	ESY20_g13168_DN3_SP7_c0.t1	XP_002874945.1
OG0010301	ESY20_g13153_DN3_SP0_c0.t1	XP_020876300.1
OG0010302	ESY21_g55425_DN2_SP0_c0.t1	XP_020879744.1
OG0010303	ESY5_g5376_DN3_SP2_c0.t1	XP_002874964.1
OG0010304	ESY20_g13098_DN3_SP8_c0.t1	XP_002872891.1
OG0010305	ESY20_g13095_DN1_SP0_c0.t1, ESY20_g13096_DN3_SP0_c0.t1	XP_002874978.1
OG0010306	ESY20_g13091_DN3_SP1_c0.t1	XP_020879030.1
OG0010307	ESY20_g13042_DN3_SP0_c0.t1	XP_020877997.1
OG0010308	ESY20_g13017_DN3_SP8_c0.t1	XP_002872898.1
OG0010309	ESY20_g13006_DN3_SP2_c0.t1	XP_002872896.1
OG0010310	ESY20_g12988_DN3_SP8_c0.t1	XP_020879298.1
OG0010311	ESY20_g12979_DN3_SP0_c0.t1	XP_020878087.1
OG0010312	ESY20_g12969_DN3_SP8_c0.t1	XP_020878086.1
OG0010313	ESY20_g12965_DN3_SP0_c0.t1	XP_002875021.1
OG0010314	ESY20_g12959_DN3_SP0_c10.t1	XP_020878064.1
OG0010315	ESY20_g12951_DN3_SP1_c0.t1	XP_020879440.1
OG0010317	ESY20_g12920_DN3_SP8_c0.t1	XP_020873045.1
OG0010318	ESY8_g59927_DN3_SP8_c0.t1	XP_020884337.1
OG0010319	ESY8_g59918_DN3_SP1_c0.t1	XP_020883422.1
OG0010320	ESY5_g680_DN3_SP6_c0.t1	XP_020867104.1
OG0010321	ESY5_g899_DN3_SP8_c0.t1, ESY90_g5586_DN3_SP0_c0.t1	XP_002890685.1
OG0010322	ESY5_g1213_DN3_SP4_c0.t1	XP_002890677.1
OG0010323	ESY4_g21765_DN3_SP7_c0.t1	XP_020868340.1
OG0010324	ESY16_g62573_DN3_SP8_c0.t1	XP_002867567.1
