Orthogroup	Noccaea_praecox	Cardamine_amara
OG0010756	Np002G122880	evm.model.RL_3.127
OG0010757	Np002G120990	evm.model.RL_3.210
OG0010758	Np007G408930	evm.model.RL_1.1150
OG0010759	Np005G279630	evm.model.RL_2.2138
OG0010760	Np006G330500	evm.model.RL_6.2254
OG0010761	Np006G330800	evm.model.RL_6.2219
OG0010762	Np006G330750	evm.model.RL_6.2224
OG0010763	Np006G331270	evm.model.RL_6.2186
OG0010765	Np007G413740	evm.model.RL_1.819
OG0010766	Np007G413430	evm.model.RL_1.852
OG0010767	Np007G412190	evm.model.RL_6.2248, evm.model.RL_1.922.1.687c87eb
OG0010768	Np007G412100	evm.model.RL_1.927
OG0010769	Np007G412090	evm.model.RL_1.928
OG0010770	Np005G288480	evm.model.RL_2.1571
OG0010771	Np007G411230	evm.model.RL_1.992
OG0010772	Np005G268280	evm.model.RL_3.107
OG0010773	Np007G410920	evm.model.RL_1.1015
OG0010774	Np005G263300	evm.model.RL_2.2832
OG0010775	Np004G218660, Np007G410280	evm.model.RL_1.1058
OG0010776	Np007G409670	evm.model.RL_1.1100
OG0010777	Np007G409360	evm.model.RL_1.1119
OG0010778	Np007G409250	evm.model.RL_1.1128
OG0010779	Np007G409230	evm.model.RL_1.1129
OG0010780	Np007G409040	evm.model.RL_1.1141
OG0010781	Np007G409030	evm.model.RL_1.1142
OG0010782	Np003G175140	evm.model.RL_8.987
OG0010783	Np003G174680	evm.model.RL_6.234
OG0010784	Np003G174740	evm.model.RL_8.1053
OG0010785	Np003G174570	evm.model.RL_8.1059
OG0010786	Np003G172830	evm.model.RL_8.1152
OG0010787	Np003G172990	evm.model.RL_8.1139
OG0010788	Np003G172950	evm.model.RL_8.1141
OG0010789	Np003G172780	evm.model.RL_8.1153
OG0010790	Np003G172050	evm.model.RL_8.1183
OG0010791	Np005G281230	evm.model.RL_8.1206
OG0010793	Np003G184550	evm.model.RL_8.1242
OG0010794	Np004G225400	evm.model.RL_8.1251
OG0010795	Np003G168040	evm.model.RL_8.1265
OG0010796	Np003G167450	evm.model.RL_8.1285
OG0010797	Np003G166220, Np003G166400	evm.model.RL_8.1319
OG0010798	Np003G164160	evm.model.RL_8.1423
OG0010799	Np003G164440	evm.model.RL_8.1411
OG0010800	Np003G163840	evm.model.RL_8.1440.1.687c97c0
OG0010802	Np003G162380	evm.model.RL_8.1510.1.687c855c
OG0010803	Np003G161950, Np003G161810, Np003G161940, Np003G161900, Np003G161840	evm.model.RL_8.1481
OG0010804	Np003G161620	evm.model.RL_8.1468
OG0010805	Np003G163390	evm.model.RL_8.1555
OG0010806	Np005G278450	evm.model.RL_2.2226
OG0010807	Np003G160790	evm.model.RL_8.1585
OG0010808	Np003G159530	evm.model.RL_8.1638
OG0010809	Np003G159230	evm.model.RL_8.1659
OG0010810	Np003G158610	evm.model.RL_8.1677
OG0010811	Np003G158200	evm.model.RL_8.1700
OG0010812	Np003G156530	evm.model.RL_8.1781
OG0010813	Np003G156350	evm.model.RL_8.1794
OG0010814	Np003G156250	evm.model.RL_8.1799
OG0010815	Np003G155750	evm.model.RL_8.1835
OG0010816	Np003G155240	evm.model.RL_8.1857.1.687c855e
OG0010817	Np003G155050	evm.model.RL_8.1875
OG0010819	Np003G139290	evm.model.RL_4.2342
OG0010820	Np003G138950, Np003G138930	evm.model.RL_4.2376
OG0010822	Np003G138400	evm.model.RL_4.2417
OG0010823	Np003G138310	evm.model.RL_4.2426
OG0010824	Np003G138240	evm.model.RL_4.2431
OG0010826	Np003G137720	evm.model.RL_4.2470
OG0010828	Np003G137420	evm.model.RL_4.2485
OG0010829	Np003G137340	evm.model.RL_3.330, evm.model.RL_4.2490
OG0010830	Np003G136990	evm.model.RL_4.2519
OG0010831	Np001G002910	evm.model.RL_8.2641
OG0010832	Np003G136850	evm.model.RL_4.2528
OG0010833	Np003G136340	evm.model.RL_4.2570
OG0010834	Np003G136330	evm.model.RL_4.2571
OG0010835	Np003G135970	evm.model.RL_4.2612
OG0010836	Np003G135830	evm.model.RL_4.2623
OG0010837	Np001G004820	evm.model.RL_8.2499.2.687c8561
OG0010838	Np003G134800	evm.model.RL_3.864, evm.model.RL_3.904, evm.model.RL_3.903
OG0010839	Np003G177820	evm.model.RL_6.2963
OG0010840	Np003G133330	evm.model.RL_4.2810
OG0010841	Np005G295910	evm.model.RL_2.1277
OG0010842	Np005G293620	evm.model.RL_2.1327
OG0010843	Np005G292850	evm.model.RL_2.1355
OG0010844	Np005G291730	evm.model.RL_2.1397
OG0010845	Np005G291490	evm.model.RL_2.1410
OG0010846	Np005G291390	evm.model.RL_2.1415
OG0010847	Np005G291220	evm.model.RL_2.1422
OG0010848	Np005G290620	evm.model.RL_2.1450
OG0010849	Np005G290350	evm.model.RL_2.1471
OG0010850	Np005G290090	evm.model.RL_2.1486
OG0010851	Np005G289690	evm.model.RL_2.1513
OG0010852	Np005G289230	evm.model.RL_2.1533
OG0010853	Np005G288100	evm.model.RL_2.1592
OG0010854	Np005G287060	evm.model.RL_2.1596
OG0010856	Np005G286660	evm.model.RL_2.1655
OG0010857	Np005G286860	evm.model.RL_2.1660
OG0010858	Np005G286700	evm.model.RL_2.1679
OG0010860	Np005G283470	evm.model.RL_2.1874
OG0010861	Np005G282830	evm.model.RL_2.1923
OG0010862	Np004G206280	evm.model.RL_5.2633
OG0010863	Np004G206450	evm.model.RL_5.2615
OG0010864	Np004G206780	evm.model.RL_5.2604
OG0010865	Np004G206850	evm.model.RL_5.2600
OG0010866	Np004G204040	evm.model.RL_5.2519
OG0010867	Np004G204110	evm.model.RL_5.2513
OG0010868	Np003G157680	evm.model.RL_6.2110
OG0010869	Np004G202570	evm.model.RL_5.2331
OG0010871	Np004G203190	evm.model.RL_5.2366
OG0010872	Np001G037810, Np007G393990, Np001G013050, Np004G200910	evm.model.RL_5.2265
OG0010873	Np004G210880	evm.model.RL_5.3089
OG0010874	Np004G211090, Np002G096390	evm.model.RL_5.3071
OG0010875	Np004G211430	evm.model.RL_5.3051
OG0010876	Np004G211440	evm.model.RL_5.3049
OG0010878	Np004G211790	evm.model.RL_5.3026
OG0010879	Np004G213430	evm.model.RL_5.2946
OG0010880	Np004G213890	evm.model.RL_5.2886
OG0010881	Np004G214110	evm.model.RL_5.2872
OG0010882	Np004G214410	evm.model.RL_5.2858
OG0010883	Np004G201200	evm.model.RL_5.2838
OG0010884	Np005G267080	evm.model.RL_2.3090
OG0010885	Np005G267660	evm.model.RL_2.3136
OG0010886	Np005G267980	evm.model.RL_2.3158
OG0010887	Np007G374690	evm.model.RL_1.3013
OG0010888	Np005G268340	evm.model.RL_2.3181
OG0010889	Np005G268400	evm.model.RL_2.3186
OG0010890	Np005G269340	evm.model.RL_2.3259
OG0010891	Np005G269460	evm.model.RL_2.3267.1.687c86e8
OG0010893	Np006G369030, Np005G262220	evm.model.RL_2.3342
OG0010894	Np005G262010	evm.model.RL_2.3360
OG0010896	Np005G261090	evm.model.RL_2.3426
OG0010897	Np005G260500	evm.model.RL_2.3461
OG0010898	Np005G260430	evm.model.RL_2.3468
OG0010899	Np006G371310	evm.model.RL_4.83
OG0010900	Np006G371330	evm.model.RL_6.7
OG0010901	Np005G260090	evm.model.RL_2.3494
OG0010902	Np005G260150	evm.model.RL_2.3488
OG0010903	Np005G260250	evm.model.RL_2.3482
OG0010904	Np005G260260	evm.model.RL_2.3481
OG0010905	Np005G259990	evm.model.RL_2.3504
OG0010906	Np005G310770	evm.model.RL_2.572
OG0010907	Np005G310930	evm.model.RL_2.559
OG0010908	Np005G311370	evm.model.RL_2.505
OG0010909	Np007G383540	evm.model.RL_1.2171
OG0010910	Np005G312510	evm.model.RL_2.436
OG0010911	Np005G313870	evm.model.RL_2.362
OG0010912	Np005G314090	evm.model.RL_2.353, evm.model.RL_2.348, evm.model.RL_2.360
OG0010913	Np005G314410	evm.model.RL_2.329
OG0010914	Np005G314660	evm.model.RL_2.305
OG0010915	Np005G315830	evm.model.RL_2.263
OG0010916	Np006G341020	evm.model.RL_6.1587
OG0010917	Np006G340970	evm.model.RL_6.1591
OG0010918	Np006G340710	evm.model.RL_6.1615
OG0010919	Np004G205530	evm.model.RL_5.2697
OG0010920	Np003G177260	evm.model.RL_8.827.2.687c8558
OG0010921	Np003G177070	evm.model.RL_3.910
OG0010922	Np003G175780	evm.model.RL_8.893
OG0010923	Np003G184610	evm.model.RL_8.900
OG0010924	Np003G175470	evm.model.RL_8.913
OG0010925	Np006G342580	evm.model.RL_6.1516
OG0010926	Np006G342780	evm.model.RL_6.1497
OG0010927	Np006G343290	evm.model.RL_6.1478
OG0010928	Np006G343350	evm.model.RL_6.1473
OG0010929	Np001G041540	evm.model.RL_4.546
OG0010930	Np001G042280	evm.model.RL_4.634, evm.model.RL_4.637
OG0010932	Np001G042370	evm.model.RL_4.646
OG0010933	Np003G171250	evm.model.RL_4.653
OG0010934	Np001G042640	evm.model.RL_4.676.5.687c86cf
OG0010935	Np003G178040	evm.model.RL_8.766
OG0010936	Np003G178860	evm.model.RL_8.705
OG0010937	Np003G180310	evm.model.RL_8.654
OG0010938	Np003G181610	evm.model.RL_8.581.3.687c8557
OG0010939	Np003G183290	evm.model.RL_8.481
OG0010940	Np003G183800	evm.model.RL_8.448.1.687c8556
OG0010941	Np003G183940	evm.model.RL_8.441
OG0010942	Np003G183960	evm.model.RL_8.437, evm.model.RL_4.708
OG0010943	Np003G184020	evm.model.RL_8.431
OG0010944	Np001G039610	evm.model.RL_4.412
OG0010945	Np002G089940	evm.model.RL_3.1189
OG0010946	Np001G037110	evm.model.RL_4.282
OG0010947	Np001G036860	evm.model.RL_4.257
OG0010948	Np001G036710	evm.model.RL_4.249
OG0010949	Np001G035310	evm.model.RL_4.179
OG0010950	Np001G034470	evm.model.RL_4.142
OG0010951	Np006G364970, Np001G033210	evm.model.RL_4.89
OG0010952	Np001G032660	evm.model.RL_4.217, evm.model.RL_4.9
OG0010953	Np001G031070	evm.model.RL_4.54
OG0010954	Np007G388600	evm.model.RL_1.2459
OG0010955	Np007G388570	evm.model.RL_1.2454
OG0010956	Np005G310600	evm.model.RL_2.589
OG0010957	Np007G388440	evm.model.RL_1.2448
OG0010958	Np005G307430	evm.model.RL_2.763
OG0010959	Np005G307510	evm.model.RL_6.2088
OG0010960	Np005G308880	evm.model.RL_2.843
OG0010961	Np005G306800	evm.model.RL_2.892
OG0010962	Np005G306700	evm.model.RL_2.894
OG0010963	Np005G306620	evm.model.RL_2.899, evm.model.RL_5.2307.1.687c88ba
OG0010964	Np005G306390	evm.model.RL_2.905, evm.model.RL_2.904
OG0010965	Np007G385780	evm.model.RL_3.883, evm.model.RL_2.784
OG0010966	Np005G304540	evm.model.RL_2.989
OG0010968	Np005G316430	evm.model.RL_2.229
OG0010969	Np005G316450	evm.model.RL_2.226
OG0010970	Np005G316570	evm.model.RL_1.2474
OG0010971	Np005G316690	evm.model.RL_1.2482
OG0010972	Np006G341560	evm.model.RL_1.2483
OG0010973	Np006G341570	evm.model.RL_2.209
OG0010974	Np005G317620	evm.model.RL_2.28
OG0010975	Np005G317740	evm.model.RL_2.36
OG0010976	Np005G317940	evm.model.RL_2.47
OG0010977	Np005G318070	evm.model.RL_2.55
OG0010978	Np005G319980	evm.model.RL_2.165
OG0010979	Np005G320240	evm.model.RL_2.197
OG0010980	Np006G320750	evm.model.RL_6.2939
OG0010981	Np006G320810	evm.model.RL_6.2932
OG0010982	Np006G320830	evm.model.RL_6.2931
OG0010983	Np006G321240	evm.model.RL_6.2899
OG0010984	Np006G321400	evm.model.RL_6.2892
OG0010985	Np005G306190	evm.model.RL_6.2838, evm.model.RL_6.2883, evm.model.RL_6.2839
OG0010986	Np006G321760	evm.model.RL_6.2870
OG0010987	Np006G322430	evm.model.RL_6.2815
OG0010988	Np006G323200	evm.model.RL_6.2758
OG0010990	Np006G324010	evm.model.RL_6.2701
OG0010991	Np006G324020	evm.model.RL_6.2700
OG0010992	Np006G324590	evm.model.RL_6.2660, evm.model.RL_6.2695, evm.model.RL_1.497
OG0010993	Np006G324870	evm.model.RL_6.2637, evm.model.RL_8.2838
OG0010994	Np006G325420	evm.model.RL_6.2594
OG0010995	Np006G325430	evm.model.RL_6.2593
OG0010996	Np006G325550	evm.model.RL_6.2582
OG0010997	Np006G325730	evm.model.RL_6.2566
OG0010998	Np001G064690	evm.model.RL_7.414
OG0010999	Np002G089080, Np002G089160	evm.model.RL_3.1230
OG0011000	Np006G327820	evm.model.RL_6.2417
OG0011001	Np006G327930	evm.model.RL_6.2408
OG0011002	Np006G328240	evm.model.RL_6.2388
OG0011003	Np006G328750	evm.model.RL_6.2351
OG0011004	Np006G329580	evm.model.RL_6.2309
OG0011005	Np006G329680	evm.model.RL_6.2302
OG0011006	Np006G329810	evm.model.RL_6.2296
OG0011007	Np006G329820	evm.model.RL_6.2295
OG0011008	Np006G329970	evm.model.RL_6.2289
OG0011009	Np006G330000	evm.model.RL_6.2286
OG0011010	Np003G125150	evm.model.RL_4.3413
OG0011011	Np003G125200	evm.model.RL_4.3408
OG0011013	Np003G125260	evm.model.RL_4.3401
OG0011014	Np003G125270	evm.model.RL_4.3399
OG0011015	Np003G125310	evm.model.RL_4.3396
OG0011016	Np003G185200	evm.model.RL_8.372
OG0011018	Np003G126750	evm.model.RL_4.3286
OG0011019	Np003G126840	evm.model.RL_4.3278
OG0011020	Np003G126880	evm.model.RL_4.3272
OG0011021	Np003G127050	evm.model.RL_4.3255
OG0011022	Np003G127510	evm.model.RL_4.3206
OG0011023	Np004G199540	evm.model.RL_4.3193
OG0011024	Np003G128450	evm.model.RL_4.3132
OG0011026	Np001G013830	evm.model.RL_4.1134.1.687c86d2
OG0011028	Np001G000090	evm.model.RL_8.2862
OG0011029	Np003G148860	evm.model.RL_4.1593
OG0011030	Np003G149040	evm.model.RL_4.1580
OG0011031	Np003G149270	evm.model.RL_4.1563
OG0011032	Np003G149530	evm.model.RL_4.1544
OG0011033	Np003G149890	evm.model.RL_4.1526
OG0011034	Np003G149950, Np008G427060, Np008G427050	evm.model.RL_4.1522
OG0011035	Np003G150570	evm.model.RL_4.1464
OG0011036	Np003G150610	evm.model.RL_4.1463
OG0011038	Np003G151630	evm.model.RL_8.2128
OG0011039	Np003G151760	evm.model.RL_8.2118
OG0011040	Np003G151830	evm.model.RL_8.2113
OG0011041	Np003G153170	evm.model.RL_8.2016
OG0011042	Np003G153010	evm.model.RL_8.2030
OG0011044	Np001G005650	evm.model.RL_8.2430
OG0011045	Np001G005280	evm.model.RL_8.2456
OG0011046	Np001G004860	evm.model.RL_8.2495
OG0011047	Np001G004850	evm.model.RL_8.2496
OG0011048	Np001G004790	evm.model.RL_8.2502
OG0011049	Np001G004240	evm.model.RL_8.2546
OG0011050	Np001G052090	evm.model.RL_7.1326, evm.model.RL_7.1006
OG0011051	Np002G079880, Np001G001100	evm.model.RL_8.2785
OG0011052	Np001G001090	evm.model.RL_8.2786
OG0011053	Np001G000750	evm.model.RL_8.2807
OG0011054	Np001G000350	evm.model.RL_8.2832
OG0011055	Np001G000200	evm.model.RL_8.2854
OG0011056	Np001G000010	evm.model.RL_3.493
OG0011057	Np003G189190	evm.model.RL_8.73, evm.model.RL_7.1840
OG0011058	Np003G189200	evm.model.RL_8.72
OG0011059	Np003G189430	evm.model.RL_8.53
OG0011060	Np003G189570	evm.model.RL_8.41
OG0011061	Np003G188250	evm.model.RL_8.145
OG0011063	Np003G187810	evm.model.RL_8.214.1.687c8555
OG0011064	Np003G187800	evm.model.RL_8.213
OG0011065	Np003G187750	evm.model.RL_8.210
OG0011066	Np003G187690	evm.model.RL_8.206
OG0011067	Np003G187660	evm.model.RL_8.203
OG0011069	Np003G187570	evm.model.RL_8.180
OG0011070	Np003G187190	evm.model.RL_8.166
OG0011071	Np003G186920	evm.model.RL_8.242
OG0011072	Np003G186660	evm.model.RL_8.265
OG0011073	Np003G186610	evm.model.RL_8.269
OG0011074	Np003G186480	evm.model.RL_8.277
OG0011075	Np003G185980	evm.model.RL_8.313
OG0011076	Np003G186040	evm.model.RL_8.309
OG0011077	Np003G185270	evm.model.RL_8.368
OG0011078	Np001G040690	evm.model.RL_4.486
OG0011079	Np006G357630	evm.model.RL_6.1387
OG0011080	Np006G348810	evm.model.RL_7.255
OG0011081	Np006G357350	evm.model.RL_6.1367
OG0011082	Np006G357540	evm.model.RL_6.1313, evm.model.RL_6.1382
OG0011083	Np006G357550	evm.model.RL_6.1383
OG0011084	Np006G356090	evm.model.RL_6.1306
OG0011085	Np006G348170, Np006G354750	evm.model.RL_6.1214
OG0011086	Np006G348860, Np006G354130	evm.model.RL_6.1186
OG0011087	Np006G353420, Np006G347280	evm.model.RL_6.1145
OG0011088	Np006G350950, Np006G365980	evm.model.RL_6.1080
OG0011089	Np006G350160, Np008G428170	evm.model.RL_6.1058
OG0011090	Np006G342410	evm.model.RL_6.1038
OG0011091	Np006G360000	evm.model.RL_6.994
OG0011092	Np006G359570	evm.model.RL_6.1783, evm.model.RL_6.964
OG0011093	Np006G359100	evm.model.RL_6.935
OG0011094	Np006G359020	evm.model.RL_6.928
OG0011095	Np006G369710, Np006G370430	evm.model.RL_6.906
OG0011096	Np006G358010	evm.model.RL_6.849
OG0011097	Np006G361580	evm.model.RL_6.755
OG0011098	Np006G361030	evm.model.RL_6.814
OG0011100	Np006G334900	evm.model.RL_6.748
OG0011101	Np001G017810	evm.model.RL_4.787
OG0011102	Np006G362320	evm.model.RL_4.2593
OG0011103	Np004G209320	evm.model.RL_5.3219
OG0011104	Np006G363390	evm.model.RL_6.489
OG0011105	Np005G278610	evm.model.RL_2.2213
OG0011106	Np007G424660	evm.model.RL_1.82
OG0011107	Np007G424770	evm.model.RL_1.71
OG0011109	Np006G352370	evm.model.RL_6.1108
OG0011110	Np005G311730	evm.model.RL_1.10
OG0011111	Np006G330190	evm.model.RL_6.2270
OG0011112	Np006G330230	evm.model.RL_6.2268
OG0011113	Np005G278770	evm.model.RL_2.2197
OG0011114	Np005G278840	evm.model.RL_2.2193
OG0011115	Np005G278850	evm.model.RL_2.2192
OG0011117	Np007G423150	evm.model.RL_1.184
OG0011118	Np007G423080	evm.model.RL_1.194.3.687c87e9
OG0011119	Np007G422820	evm.model.RL_1.218
OG0011120	Np003G147600	evm.model.RL_4.1693
OG0011121	Np007G421600	evm.model.RL_1.297
OG0011122	Np007G420550	evm.model.RL_1.358
OG0011123	Np007G419370	evm.model.RL_1.429
OG0011124	Np007G419460	evm.model.RL_1.419.1.687c87ea
OG0011126	Np007G418820	evm.model.RL_1.466
OG0011127	Np007G412410, Np007G417990	evm.model.RL_1.517.2.687c87ea
OG0011128	Np007G417640	evm.model.RL_1.540
OG0011129	Np007G417550	evm.model.RL_1.544
OG0011130	Np007G389080	evm.model.RL_1.2509
OG0011132	Np001G017590	evm.model.RL_1.687
OG0011133	Np007G414700	evm.model.RL_1.750
OG0011134	Np007G414450	evm.model.RL_1.763
OG0011135	Np007G413980	evm.model.RL_1.802
OG0011136	Np007G413960	evm.model.RL_1.803
OG0011137	Np006G331510	evm.model.RL_6.2172
OG0011139	Np006G333210	evm.model.RL_6.2082
OG0011140	Np006G334520	evm.model.RL_6.2011
OG0011141	Np006G334880	evm.model.RL_6.1993, evm.model.RL_6.1988
OG0011142	Np006G339710	evm.model.RL_6.1696
OG0011143	Np006G339460	evm.model.RL_6.1716
OG0011144	Np006G338060	evm.model.RL_6.1796
OG0011145	Np006G337540	evm.model.RL_6.1850
OG0011146	Np006G337210	evm.model.RL_6.1840
OG0011147	Np006G336900	evm.model.RL_6.1817
OG0011148	Np006G336740	evm.model.RL_6.1878
OG0011149	Np006G336440	evm.model.RL_6.1895, evm.model.RL_6.1054
OG0011150	Np006G335780	evm.model.RL_6.1932
OG0011151	Np006G335310	evm.model.RL_6.1961
OG0011152	Np006G335320	evm.model.RL_6.1960
OG0011153	Np004G240310	evm.model.RL_5.1449
OG0011155	Np004G240170	evm.model.RL_5.1458
OG0011156	Np004G239890	evm.model.RL_5.1485
OG0011158	Np004G238950	evm.model.RL_5.1565
OG0011159	Np004G238330	evm.model.RL_5.1602
OG0011161	Np004G238040	evm.model.RL_5.1623
OG0011162	Np004G235900	evm.model.RL_5.1793
OG0011163	Np004G235710	evm.model.RL_5.1810
OG0011165	Np004G235140	evm.model.RL_5.3696
OG0011166	Np004G234090	evm.model.RL_5.3615
OG0011167	Np004G233310	evm.model.RL_5.3579
OG0011168	Np004G231270	evm.model.RL_5.3478
OG0011169	Np004G229810	evm.model.RL_5.3402
OG0011170	Np004G228730	evm.model.RL_5.3369
OG0011171	Np004G227950	evm.model.RL_5.3352
OG0011172	Np004G226930	evm.model.RL_5.3317
OG0011173	Np004G225860	evm.model.RL_5.3287
OG0011174	Np007G408560	evm.model.RL_1.1176
OG0011175	Np004G209160	evm.model.RL_5.3230
OG0011176	Np004G209230	evm.model.RL_5.3226
OG0011177	Np004G209410	evm.model.RL_5.3214
OG0011178	Np004G209490	evm.model.RL_5.3199
OG0011179	Np004G209640	evm.model.RL_5.3195
OG0011180	Np004G209930	evm.model.RL_5.3172
OG0011181	Np004G210010	evm.model.RL_5.3151
OG0011183	Np004G259210	evm.model.RL_8.2869
OG0011184	Np004G210310	evm.model.RL_5.3139
OG0011185	Np004G217280	evm.model.RL_2.655
OG0011186	Np005G281130	evm.model.RL_2.2028
OG0011187	Np005G280400	evm.model.RL_2.2076
OG0011191	Np006G366340	evm.model.RL_6.298
OG0011192	Np006G366730	evm.model.RL_6.260
OG0011193	Np006G366770	evm.model.RL_6.257
OG0011194	Np006G368100	evm.model.RL_6.196
OG0011195	Np006G369330	evm.model.RL_6.115
OG0011196	Np006G370330	evm.model.RL_6.95
OG0011197	Np006G370040	evm.model.RL_6.73
OG0011199	Np004G242380	evm.model.RL_5.1276
OG0011200	Np004G242480	evm.model.RL_5.1267
OG0011201	Np004G242660	evm.model.RL_5.1256
OG0011202	Np004G242940	evm.model.RL_5.1235
OG0011203	Np004G243160	evm.model.RL_5.1215
OG0011204	Np004G244540	evm.model.RL_5.1152
OG0011205	Np004G244640	evm.model.RL_5.1142
OG0011207	Np004G246030	evm.model.RL_5.1065.3.687c88b1
OG0011208	Np004G246310, Np004G246290	evm.model.RL_5.1050
OG0011209	Np004G246840	evm.model.RL_5.1016.2.687c88b1
OG0011210	Np004G247720	evm.model.RL_5.955
OG0011211	Np004G248220	evm.model.RL_5.915
OG0011213	Np004G248850	evm.model.RL_5.866
OG0011214	Np004G250150	evm.model.RL_5.765
OG0011215	Np005G298770, Np002G102140	evm.model.RL_2.1229
OG0011216	Np004G250370	evm.model.RL_5.745
OG0011217	Np004G250580	evm.model.RL_5.727
OG0011218	Np004G200240	evm.model.RL_5.2226
OG0011219	Np004G251260	evm.model.RL_5.660
OG0011220	Np004G252210	evm.model.RL_5.585
OG0011222	Np004G252750	evm.model.RL_5.541
OG0011223	Np004G253360	evm.model.RL_5.494
OG0011224	Np004G253690, Np004G228270	evm.model.RL_5.464
OG0011226	Np004G253750	evm.model.RL_5.458
OG0011227	Np004G253790	evm.model.RL_5.453.1.687c88ac
OG0011228	Np004G254340	evm.model.RL_5.419
OG0011231	Np004G255500	evm.model.RL_5.323
OG0011232	Np004G255690	evm.model.RL_5.310
OG0011233	Np004G256390	evm.model.RL_5.251
OG0011234	Np004G256890	evm.model.RL_5.210
OG0011235	Np004G256800	evm.model.RL_5.217
OG0011236	Np004G256620	evm.model.RL_5.233
OG0011237	Np004G257050	evm.model.RL_5.198
OG0011238	Np004G257120	evm.model.RL_5.189
OG0011239	Np004G257180	evm.model.RL_5.180
OG0011240	Np004G257220	evm.model.RL_5.176
OG0011241	Np004G257490	evm.model.RL_5.150
OG0011243	Np004G257770	evm.model.RL_5.120
OG0011244	Np004G257860	evm.model.RL_5.109
OG0011245	Np004G258640	evm.model.RL_5.51
OG0011246	Np004G203180	evm.model.RL_8.2907
OG0011247	Np003G140850	evm.model.RL_4.2227
OG0011248	Np003G141190	evm.model.RL_4.2195
OG0011249	Np003G141060	evm.model.RL_4.2207
OG0011251	Np003G141620	evm.model.RL_4.2159
OG0011252	Np003G142210	evm.model.RL_4.2103
OG0011253	Np003G143450	evm.model.RL_4.2001
OG0011254	Np003G143560	evm.model.RL_4.1991
OG0011255	Np003G143810	evm.model.RL_4.1973
OG0011256	Np003G144720	evm.model.RL_4.1904
OG0011257	Np003G144680	evm.model.RL_4.1906
OG0011258	Np003G145210	evm.model.RL_4.1859
OG0011259	Np002G089610, Np002G089620	evm.model.RL_3.687, evm.model.RL_3.1210
OG0011260	Np003G145950	evm.model.RL_4.1813
OG0011261	Np003G146300, Np003G146060	evm.model.RL_4.1805
OG0011262	Np003G146430	evm.model.RL_4.1790
OG0011263	Np003G146950	evm.model.RL_4.1746
OG0011264	Np001G014020	evm.model.RL_4.1119
OG0011265	Np001G014300	evm.model.RL_4.1098
