Orthogroup	Noccaea_praecox	Erysimum_linariifolium
OG0010244	Np004G241740	El002G098780
OG0010245	Np004G242260	El002G098370
OG0010246	Np004G242470	El002G098170
OG0010247	Np004G242890	El002G097770
OG0010248	Np004G243830, Np004G243950, Np004G243760	El002G096990
OG0010249	Np004G243750	El002G097000
OG0010250	Np004G244170	El002G096790
OG0010251	Np004G245540	El002G095810
OG0010252	Np006G334780, Np004G247230	El002G094560, El002G094590
OG0010253	Np004G247440	El002G094220
OG0010254	Np004G247590	El002G094070
OG0010255	Np004G247710	El002G093970
OG0010256	Np004G248000	El002G093700
OG0010257	Np004G248280	El002G093450
OG0010258	Np004G249590	El002G092370
OG0010259	Np004G249700	El002G092270
OG0010260	Np004G250080	El002G091860
OG0010262	Np004G250420	El002G091560
OG0010263	Np004G251870	El002G090230
OG0010264	Np005G313890, Np004G252920	El002G089190
OG0010265	Np004G253270	El002G088830
OG0010266	Np003G177830	El006G279640
OG0010267	Np004G254130, Np004G257250, Np004G254090, Np004G254120, Np004G257260	El002G088010
OG0010268	Np004G254480	El002G087660
OG0010269	Np004G254510	El002G087630
OG0010270	Np004G254880	El002G087360
OG0010271	Np004G254890	El002G087350
OG0010272	Np004G255330	El002G086930
OG0010273	Np004G255390	El002G086860
OG0010274	Np004G255780	El002G086510
OG0010275	Np004G255930	El002G086300
OG0010276	Np004G256320	El002G085870
OG0010277	Np004G256360	El002G085830
OG0010278	Np004G256790	El002G085440
OG0010279	Np004G256580	El002G085600
OG0010280	Np004G256530	El002G085650
OG0010281	Np004G257100	El002G085140
OG0010282	Np004G257410	El002G084790
OG0010283	Np001G014050	El002G084330
OG0010284	Np001G035060, Np004G257980	El002G084130
OG0010285	Np004G257940	El002G084170
OG0010286	Np004G258890	El002G083360
OG0010287	Np003G140820	El001G067650
OG0010288	Np003G141140	El001G067280
OG0010289	Np003G141650	El001G066750
OG0010290	Np003G142530	El001G065780
OG0010291	Np003G142370	El001G066000
OG0010292	Np003G143580	El001G064510
OG0010293	Np003G143800	El001G064290
OG0010294	Np003G143790	El001G064300
OG0010295	Np003G143910	El001G064210
OG0010296	Np003G144390	El001G063770
OG0010297	Np003G144480	El001G063680
OG0010298	Np003G145000	El001G063210
OG0010299	Np007G421300	El005G238520
OG0010300	Np003G145850	El001G062360
OG0010301	Np003G146860	El001G061480
OG0010302	Np003G147180	El001G061140
OG0010303	Np005G263510	El003G149290
OG0010304	Np001G015460	El001G048810
OG0010305	Np001G015630	El001G048240
OG0010306	Np001G015700	El001G047910
OG0010307	Np001G015800	El001G047660
OG0010308	Np001G015820	El001G047620
OG0010309	Np001G016400	El007G345450
OG0010310	Np001G016420	El007G345470
OG0010311	Np001G016740	El007G346260
OG0010312	Np001G016520	El007G345560, El007G345730, El007G345840, El007G345600
OG0010314	Np007G415520	El005G242660
OG0010315	Np003G140500	El001G067990
OG0010316	Np003G132720	El001G074810
OG0010317	Np004G204010	El003G151450
OG0010318	Np003G132000	El001G075460
OG0010319	Np003G131780	El001G075540
OG0010320	Np003G131650	El001G075870
OG0010322	Np003G130690	El001G076550
OG0010323	Np003G130570	El001G076730
OG0010324	Np003G130420	El001G076880
OG0010326	Np003G130270	El001G076990
OG0010327	Np003G130010	El001G077090
OG0010328	Np003G130000	El001G077100
OG0010329	Np003G129720	El001G077360
OG0010330	Np003G129730	El001G077350
OG0010331	Np001G013510	El001G052250
OG0010332	Np001G012520	El001G053570
OG0010333	Np001G011880	El001G055170
OG0010334	Np001G011800	El001G055310
OG0010335	Np001G011860	El001G055250
OG0010336	Np001G011250	El001G055840
OG0010337	Np001G011190	El001G055910
OG0010338	Np001G011010	El001G056150
OG0010339	Np001G010690	El001G056480
OG0010340	Np001G010020	El001G057130
OG0010341	Np001G009810	El007G329970
OG0010342	Np001G009210	El007G329380
OG0010343	Np001G008950	El007G329240
OG0010344	Np001G007590	El007G328440
OG0010345	Np001G007330	El007G328210
OG0010346	Np001G007280	El007G328170
OG0010347	Np001G007030	El007G327930
OG0010348	Np003G154730	El007G333270
OG0010349	Np001G053150	El001G021640
OG0010350	Np001G052630	El001G021200
OG0010351	Np001G052440	El001G020980
OG0010352	Np001G052410	El001G020930
OG0010353	Np001G051810	El001G020480
OG0010354	Np001G050680	El001G019560
OG0010355	Np001G050070	El001G018990
OG0010356	Np001G049920	El001G018780
OG0010357	Np001G049210	El001G018280
OG0010358	Np001G049050	El001G018200
OG0010359	Np001G048780	El001G018130
OG0010360	Np001G048240	El001G017820
OG0010361	Np001G047930	El001G017490
OG0010362	Np001G047660	El001G017300
OG0010364	Np001G044700	El001G013820
OG0010365	Np001G044290	El001G013090
OG0010366	Np001G044210	El001G012810
OG0010367	Np001G043720	El008G369500, El008G369440, El001G012290
OG0010368	Np001G043680	El001G012170
OG0010369	Np001G043570	El001G011930
OG0010370	Np002G091090	El004G218170
OG0010372	Np002G089700	El004G218880
OG0010373	Np002G090370	El004G218520
OG0010374	Np002G088880	El004G219400
OG0010375	Np002G088830	El004G219460
OG0010376	Np002G088340	El004G219660
OG0010377	Np002G088500, Np002G088530	El004G219570
OG0010378	Np002G087670	El004G220050
OG0010379	Np002G087530	El004G220200
OG0010380	Np002G087400	El004G220260
OG0010382	Np002G085640	El004G221760
OG0010383	Np002G084160	El004G222900
OG0010384	Np002G083920	El004G223110
OG0010385	Np002G083460	El004G223560
OG0010386	Np002G082790	El004G224130
OG0010387	Np002G073550	El004G231640
OG0010388	Np002G073940	El004G231290
OG0010389	Np002G074440	El004G230940, El004G230930
OG0010390	Np002G074710	El004G230690
OG0010391	Np002G075010	El004G230470
OG0010392	Np001G053300	El001G021760
OG0010393	Np002G075300	El004G230180
OG0010394	Np002G075430	El004G230090
OG0010395	Np004G235380	El002G104440
OG0010396	Np002G078270	El004G227720
OG0010397	Np002G079660	El004G226670
OG0010398	Np002G079720	El004G226620
OG0010399	Np002G080180	El004G226260
OG0010400	Np002G080230	El004G226200
OG0010401	Np002G080830	El004G226010
OG0010402	Np002G081010	El004G225810
OG0010403	Np002G081120	El004G225670
OG0010404	Np002G081590	El004G225160
OG0010405	Np002G081680	El004G225080
OG0010407	Np002G081690	El004G225070
OG0010408	Np002G082590	El004G224390
OG0010409	Np002G072610	El004G232540
OG0010410	Np002G072200	El004G232900
OG0010411	Np002G071680	El004G233330
OG0010412	Np002G071210	El004G233680
OG0010413	Np002G071140	El004G233750, El004G233760
OG0010414	Np002G070940	El004G233980
OG0010415	Np002G070660	El004G234310
OG0010416	Np002G070520	El004G234430
OG0010417	Np003G160320	El007G336950
OG0010418	Np007G408010	El005G249060
OG0010419	Np007G407820	El005G249230
OG0010420	Np007G407260	El005G249550
OG0010421	Np007G405790	El005G250550
OG0010422	Np007G405600	El005G250710
OG0010423	Np007G405560	El005G250750
OG0010424	Np007G405470	El005G250800
OG0010425	Np007G405050	El005G251160
OG0010426	Np003G148300	El001G060080
OG0010427	Np007G404470	El005G251720
OG0010428	Np007G404140, Np007G404080	El005G251890
OG0010429	Np007G403530	El005G252130
OG0010430	Np007G402860	El005G252310
OG0010431	Np007G390710	El005G253110
OG0010432	Np005G301300	El003G171640
OG0010433	Np007G392500	El005G254270
OG0010434	Np007G392780	El005G254510
OG0010435	Np007G393290	El005G254850
OG0010436	Np007G394070	El005G255430
OG0010437	Np001G038880, Np007G394250	El005G255530
OG0010438	Np007G394300	El005G255690
OG0010439	Np007G394510	El005G255810
OG0010440	Np007G394690	El005G255940
OG0010441	Np007G395040	El005G256110
OG0010442	Np007G395260	El005G256320
OG0010443	Np007G395370	El005G256380
OG0010444	Np007G395580	El005G256470
OG0010445	Np004G198140	El002G133540
OG0010446	Np007G396960	El005G257180
OG0010447	Np007G397020	El005G257210
OG0010448	Np007G397570	El005G257380
OG0010449	Np007G397580	El005G257390
OG0010450	Np004G196720, Np007G398300	El002G134640
OG0010451	Np007G398850	El005G257920
OG0010452	Np007G398890	El005G257940
OG0010453	Np007G398920	El005G257950
OG0010454	Np007G399150	El005G258000
OG0010455	Np007G399160	El005G258010
OG0010456	Np007G400200	El005G258230
OG0010457	Np012G436880, Np011G436200	El005G258360
OG0010459	Np007G380330	El005G258560
OG0010460	Np007G380810	El005G259060
OG0010461	Np007G381520	El005G259710
OG0010462	Np007G382050	El005G260100
OG0010463	Np007G382340, Np007G382280	El005G260250
OG0010464	Np007G382390	El005G260380
OG0010465	Np007G382590	El005G260900
OG0010466	Np007G383590	El005G261810
OG0010467	Np007G386820	El005G267430
OG0010468	Np007G383890	El005G262620
OG0010469	Np007G383910	El005G262710
OG0010470	Np007G383980	El005G263070, El005G262930
OG0010471	Np007G384110	El005G263860
OG0010472	Np007G384310	El005G264400
OG0010473	Np007G384790	El005G265010
OG0010474	Np007G385690	El005G266710
OG0010475	Np007G385880	El005G266840, El005G266810
OG0010476	Np007G386830	El005G267520, El005G267450
OG0010477	Np007G388120	El005G269070
OG0010478	Np007G389950	El005G271400
OG0010479	Np007G379040	El005G272430
OG0010480	Np007G378150	El005G272920
OG0010481	Np007G377730	El005G273290
OG0010483	Np007G377370	El005G273660
OG0010484	Np007G376620	El005G274150
OG0010485	Np007G376600	El005G274170
OG0010486	Np007G376440	El005G274330
OG0010487	Np007G376130	El005G274550
OG0010488	Np007G374590	El005G276720
OG0010489	Np007G373270	El005G277990
OG0010490	Np007G373240	El005G278020
OG0010491	Np007G373030	El005G278120
OG0010492	Np007G372850	El005G278240
OG0010494	Np007G372470	El005G278530
OG0010495	Np005G275700	El003G154820
OG0010496	Np007G372380	El005G278630
OG0010497	Np007G372130	El005G278820
OG0010498	Np007G371930	El005G279060
OG0010499	Np007G371900	El005G279080
OG0010500	Np004G190100	El002G141510
OG0010501	Np004G190180	El002G141400
OG0010502	Np004G190760	El002G140770
OG0010503	Np005G307940	El003G178810
OG0010504	Np004G195380	El002G136020
OG0010505	Np001G053310	El001G021770
OG0010506	Np004G196220	El002G135190
OG0010507	Np004G195750	El002G135640
OG0010508	Np004G196380	El002G134970
OG0010509	Np004G196620	El002G134740
OG0010510	Np004G196650	El002G134700
OG0010511	Np004G196810	El002G134560
OG0010512	Np004G198120	El002G133600
OG0010513	Np004G198990	El002G132580
OG0010514	Np004G198580	El002G137320, El002G132970
OG0010515	Np004G199300	El002G132210, El007G347630
OG0010516	Np004G199590, Np004G199580	El002G131940, El002G131970
OG0010517	Np004G199870	El002G131500
OG0010520	Np006G341890	El006G296720
OG0010521	Np006G341940	El006G296760
OG0010522	Np001G053920	El001G022370
OG0010523	Np001G053950	El001G022410
OG0010524	Np001G053970	El001G022420
OG0010525	Np001G054250	El001G022610
OG0010526	Np001G054270	El001G022630
OG0010527	Np001G054580	El001G022810
OG0010528	Np001G055130	El001G023430
OG0010529	Np001G055140	El003G179520, El001G023440
OG0010530	Np003G148120	El001G060220
OG0010531	Np001G055210	El001G023500
OG0010532	Np001G055990	El001G023820
OG0010533	Np001G055630, Np001G055500, Np001G055880	El001G023730
OG0010534	Np001G055980	El001G023800
OG0010535	Np001G056340	El001G024130
OG0010536	Np001G056400	El001G024190
OG0010537	Np001G056890	El001G024650, El001G059540, El002G085480, El002G086180, El001G028920
OG0010538	Np001G053750	El001G022210
OG0010539	Np001G057450	El001G025100
OG0010540	Np001G057770	El001G025440
OG0010541	Np001G058060	El001G025620
OG0010542	Np001G058580	El001G025940
OG0010543	Np001G058630	El001G025960
OG0010544	Np001G058830	El001G026060
OG0010546	Np001G061350	El007G352640, El001G028220
OG0010547	Np001G061340	El001G028240
OG0010548	Np001G061400	El001G028290
OG0010550	Np001G063460	El001G030190
OG0010551	Np001G063670, Np006G334750	El001G030370
OG0010552	Np001G064240	El001G030590
OG0010553	Np001G057440	El001G025090
OG0010554	Np001G064900	El001G031270
OG0010555	Np001G065040	El001G031360
OG0010556	Np001G066220	El001G032180
OG0010557	Np001G066350	El001G032360
OG0010558	Np001G066960	El001G033090
OG0010559	Np001G066970	El001G033100
OG0010560	Np001G067090	El001G033200
OG0010562	Np001G067390	El001G033520
OG0010563	Np001G067900	El001G033990
OG0010564	Np001G067960	El001G034110
OG0010565	Np001G067970	El001G034120
OG0010566	Np001G068070	El001G034180
OG0010567	Np001G068800	El001G034760, El002G123660
OG0010568	Np001G069310	El001G035210
OG0010569	Np004G213870	El002G117090
OG0010570	Np001G069620	El001G035500
OG0010571	Np001G069700	El001G035600
OG0010572	Np004G241070	El002G099340
OG0010575	Np001G053940	El001G022400
OG0010576	Np001G057510	El001G025190
OG0010577	Np001G062760	El001G029460
OG0010578	Np006G332360	El006G289580
OG0010579	Np006G331130	El006G288770
OG0010580	Np005G273380	El003G152690
OG0010581	Np005G261400	El003G142780
OG0010582	Np004G257400	El002G084800
OG0010583	Np004G254440	El002G087720
OG0010585	Np004G251430	El002G090650
OG0010586	Np004G249610, Np004G249620	El002G092350
OG0010587	Np004G246040	El002G095360
OG0010588	Np004G194310	El006G303520, El006G303570, El006G303550, El006G303620, El006G303490
OG0010589	Np004G232730	El002G106590
OG0010591	Np002G089030	El004G219270
OG0010592	Np002G089890	El004G218760
OG0010593	Np005G264410	El005G270670
OG0010594	Np001G022560	El001G040820
OG0010595	Np006G358620	El006G305940
OG0010596	Np007G387130	El005G267800
OG0010597	Np007G382470	El005G260870
OG0010598	Np007G392850	El005G254570
OG0010599	Np007G405810	El005G250530
OG0010601	Np007G408660	El005G248520
OG0010602	Np007G408870	El005G248350
OG0010603	Np007G413450	El005G244580
OG0010604	Np007G412290, Np007G413880	El005G244180
OG0010605	Np007G415860	El005G242470
OG0010607	Np003G175460	El006G315860
OG0010608	Np003G129870	El001G077260
OG0010609	Np003G132050	El001G075410
OG0010610	Np006G371400	El006G318760
OG0010611	Np006G369600	El006G320430
OG0010613	Np005G290470, Np005G302680	El003G167270
OG0010614	Np005G291160	El003G167820
OG0010615	Np005G294890	El003G169540
OG0010616	Np004G213150	El002G116000
OG0010617	Np006G357500	El006G299160
OG0010618	Np003G135310, Np001G005290	El001G072850
OG0010620	Np003G141820	El002G104060, El037G374590, El006G308170, El006G308180, El002G103410, El002G128050
OG0010621	Np003G140730	El001G067760
OG0010623	Np001G015610	El001G048260
OG0010624	Np005G274940, Np005G274980	El003G153790, El003G154060, El003G153950
OG0010625	Np001G043650	El001G012140
OG0010626	Np003G150300	El001G058240
OG0010628	Np001G013490	El001G052310
OG0010629	Np001G011910	El001G055130
OG0010630	Np001G007500	El007G328340
OG0010632	Np004G244930, Np004G243070	El002G097460
OG0010633	Np005G293390	El002G109440
OG0010634	Np004G199100, Np004G205870, Np004G202620	El002G127990
OG0010635	Np004G225660, Np002G094920	El005G264450
OG0010636	Np003G157690	El007G347390, El007G347330, El007G349230, El007G347120
OG0010637	Np004G195800	El002G135570
OG0010638	Np002G081430	El004G225280
OG0010640	Np006G370110	El005G272080
OG0010644	Np001G015900	El001G047280
OG0010645	Np005G295870	El003G169840
OG0010660	Np005G276720	El003G155740
OG0010661	Np005G276580	El003G155620
OG0010662	Np005G276160	El003G155260
OG0010664	Np005G273550, Np005G273530	El003G152830
OG0010665	Np005G272870	El003G152280
OG0010666	Np005G260020	El003G141650
OG0010667	Np005G272420	El003G151900
OG0010668	Np005G272180	El003G151710
OG0010669	Np005G271750	El003G151480
OG0010670	Np005G271370	El003G151160
OG0010671	Np005G270800	El003G150700
OG0010672	Np005G270030	El003G150160
OG0010673	Np005G262780	El003G149970
OG0010674	Np005G263320	El003G149480
OG0010675	Np005G263180	El003G149620
OG0010676	Np003G150270	El001G058270
OG0010677	Np005G264110	El003G148730
OG0010678	Np006G337010	El006G292780
OG0010679	Np005G264450	El003G148310, El005G264840
OG0010680	Np005G264290	El008G370570, El003G148460
OG0010681	Np005G264720	El006G308660, El003G148040
OG0010682	Np002G092110	El004G217420
OG0010683	Np005G265520	El003G147530
OG0010685	Np003G140650	El001G067860
OG0010686	Np004G216670, Np004G216780	El002G118920
OG0010687	Np004G217910	El002G119380
OG0010688	Np005G296130	El003G169980
OG0010689	Np002G090520	El003G170030
OG0010690	Np005G296270	El003G170070
OG0010691	Np005G299390	El003G170800
OG0010692	Np005G299480	El003G171040
OG0010693	Np006G340050	El006G295270
OG0010694	Np005G299760	El003G171160
OG0010695	Np005G300150	El003G171240
OG0010696	Np005G300190	El003G171280
OG0010697	Np002G107490	El004G208670, El004G208430, El004G208620, El004G208520
OG0010698	Np001G060690	El001G027850
OG0010699	Np002G107700	El004G208370, El004G208530
OG0010700	Np002G111500	El004G206430
OG0010701	Np002G111730	El004G206290
OG0010702	Np002G112900	El004G204760
OG0010703	Np002G113140	El004G204640
OG0010704	Np002G113600	El004G203310
OG0010705	Np002G114680	El004G202170
OG0010706	Np002G114430	El004G202320
OG0010707	Np002G114970, Np005G301650	El004G201770
OG0010708	Np002G115030	El004G201700
OG0010709	Np002G115170, Np002G115190	El005G253550, El004G201630
OG0010710	Np002G115370	El004G201510
OG0010711	Np002G115680	El004G201400
OG0010712	Np002G115690	El004G201360
OG0010713	Np002G115710	El004G201330
OG0010714	Np002G115900, Np002G115850	El004G201150
OG0010715	Np002G116030, Np002G116020	El004G201080
OG0010716	Np002G116450	El004G200610, El001G076090
OG0010717	Np002G117290	El004G200100
OG0010718	Np002G117750	El004G199740
OG0010719	Np002G118550	El004G199230
OG0010720	Np002G118710	El004G199130
OG0010722	Np001G029790	El001G036050
OG0010723	Np001G026620	El001G036750
OG0010724	Np001G026020	El001G037240
OG0010725	Np001G025520	El001G037620
OG0010726	Np001G025420	El001G037670
OG0010727	Np001G025300	El001G037760
OG0010728	Np001G025200	El001G037820
OG0010729	Np001G025130	El001G037920
OG0010730	Np001G024660	El001G038480
OG0010731	Np001G023590	El001G039580, El004G200350
OG0010733	Np001G023060	El001G040250
OG0010734	Np004G244150	El002G096800
OG0010736	Np001G022800	El001G040490
OG0010737	Np001G022630	El001G040720
OG0010738	Np001G020620	El001G042530
OG0010739	Np001G020560	El001G042610
OG0010740	Np001G020170	El007G367000, El007G321870
OG0010741	Np001G019980	El001G043380
