Orthogroup	Noccaea_praecox	Aethionema_saxatile
OG0008870	Np006G328660	As005G104920
OG0008871	Np006G328690	As005G104960
OG0008872	Np003G138410	As005G105000
OG0008873	Np006G329540	As005G105460
OG0008874	Np006G329780	As005G105770
OG0008875	Np006G330100	As005G106130
OG0008876	Np006G330120	As005G106140
OG0008877	Np003G125620	As005G106690
OG0008878	Np004G205590, Np001G035450	As005G106830
OG0008879	Np003G125760	As005G106880
OG0008880	Np003G126020	As005G106970, As005G106960
OG0008881	Np003G126620	As005G107490
OG0008882	Np003G126940	As005G107760
OG0008883	Np003G127300	As005G108060
OG0008884	Np003G128100	As005G108590
OG0008885	Np003G128210	As005G108710
OG0008886	Np003G128400	As005G108880
OG0008887	Np003G128690	As005G109250
OG0008888	Np003G147340	As005G109920
OG0008889	Np003G147630	As005G110230
OG0008890	Np003G147730	As005G110460
OG0008891	Np003G147800	As005G110610
OG0008892	Np003G148370	As005G111310
OG0008893	Np003G148380	As005G111360
OG0008894	Np003G147820	As005G111650
OG0008895	Np003G148780	As005G111820
OG0008896	Np001G009900	As008G192090
OG0008897	Np003G149280	As005G112420
OG0008898	Np003G149310	As005G112450
OG0008899	Np003G149730	As005G112710
OG0008900	Np003G149800	As005G112920
OG0008901	Np003G149840	As005G112950
OG0008902	Np003G149970	As005G113110
OG0008903	Np003G150390	As005G113320
OG0008904	Np003G150420	As005G113360
OG0008905	Np003G150990	As005G113710
OG0008906	Np003G151300	As005G113870
OG0008907	Np003G151470	As005G114030
OG0008908	Np003G152030	As005G114450
OG0008909	Np001G005260	As005G114520
OG0008910	Np003G152320	As005G114660
OG0008911	Np003G152330	As005G114670
OG0008912	Np003G152470	As005G114750
OG0008913	Np003G152560	As005G114820
OG0008914	Np003G152590	As005G114900
OG0008915	Np003G153450	As005G115290
OG0008916	Np003G153580	As010G224270, As005G115400
OG0008917	Np003G152840	As005G115610
OG0008918	Np003G153290	As005G115750
OG0008919	Np003G153690	As005G115810
OG0008920	Np003G153720	As005G115850
OG0008921	Np003G153810, Np006G351290, Np006G351280	As005G115890
OG0008922	Np001G005390	As005G116720
OG0008923	Np001G005320	As005G116780
OG0008924	Np004G233220, Np004G251110	As005G116820
OG0008925	Np001G005200	As005G116880
OG0008926	Np001G004810	As005G117200
OG0008927	Np001G004640	As005G117330
OG0008928	Np001G004230	As005G117630
OG0008929	Np001G004030	As005G117790
OG0008930	Np001G003680	As005G118120
OG0008931	Np001G003570	As005G118210
OG0008932	Np001G003550	As005G118230
OG0008934	Np001G002350	As005G119070
OG0008935	Np001G002100	As005G119240
OG0008936	Np001G001950	As005G119360
OG0008937	Np001G001500	As005G119710
OG0008938	Np001G001200	As005G119860
OG0008939	Np001G001170	As005G119870
OG0008940	Np001G000970	As005G120000
OG0008941	Np001G000770	As005G120250
OG0008942	Np001G000710	As005G120320
OG0008943	Np001G000670	As005G120350
OG0008944	Np001G000590	As005G120520
OG0008945	Np001G000310	As005G120660
OG0008946	Np001G000080	As005G120880
OG0008947	Np003G189140	As006G121320
OG0008948	Np004G259410	As008G199160, As006G121330
OG0008949	Np003G189390	As006G121570
OG0008950	Np003G189540	As006G121650
OG0008951	Np003G189560	As006G121670
OG0008952	Np003G188860	As006G121800
OG0008953	Np003G188320	As006G122120
OG0008954	Np003G188060	As006G122350
OG0008955	Np003G187170	As006G122870
OG0008956	Np003G187060, Np003G187050	As006G122950
OG0008957	Np003G186870	As006G123090
OG0008958	Np003G186180	As006G123550
OG0008959	Np003G186070	As006G123680
OG0008960	Np003G185650	As006G123860
OG0008961	Np003G185630	As006G123880
OG0008963	Np001G040700	As006G124740
OG0008964	Np001G040730	As006G124760
OG0008965	Np001G041100	As006G124970
OG0008966	Np001G041200	As006G125010
OG0008968	Np006G357740	As006G125490
OG0008969	Np006G357880	As006G125560
OG0008970	Np006G357430	As006G125940
OG0008971	Np006G357510	As006G126000
OG0008972	Np006G357020	As006G126210
OG0008974	Np006G356940	As006G126270
OG0008975	Np004G190030	As006G126750, As007G153780
OG0008977	Np006G355150	As006G127280
OG0008978	Np006G354920	As006G127390
OG0008979	Np006G354640, Np006G348280	As006G127540
OG0008980	Np006G354060, Np006G348930	As006G127750
OG0008981	Np006G347110, Np006G353690	As006G127910
OG0008982	Np006G352620	As006G128240
OG0008983	Np006G352570	As006G128280
OG0008984	Np006G360580	As006G128900
OG0008985	Np006G360140	As006G129120
OG0008986	Np006G360120	As006G129140
OG0008987	Np006G358080, Np006G360010	As006G129300
OG0008988	Np006G359980	As006G129340
OG0008989	Np006G359610	As006G129590
OG0008990	Np006G359590	As006G129630
OG0008991	Np006G359180	As006G129880
OG0008992	Np006G359050	As006G129950
OG0008993	Np006G358860	As006G130070
OG0008994	Np006G358130	As006G130350
OG0008995	Np006G358120	As006G130360
OG0008996	Np006G361120	As006G130760
OG0008997	Np006G361020	As006G130820
OG0008998	Np006G360890	As006G130860
OG0008999	Np006G360680	As006G130940
OG0009001	Np006G362470	As006G131550
OG0009002	Np006G363330	As006G132080
OG0009003	Np006G363380	As006G132180
OG0009004	Np005G277940	As006G132280
OG0009005	Np005G277970	As006G132310
OG0009006	Np005G278480	As006G132590
OG0009007	Np007G424730	As006G132800
OG0009008	Np007G424750	As006G132820
OG0009009	Np007G424760	As006G132830
OG0009010	Np007G425000	As006G132920, As008G184190
OG0009011	Np007G424990	As006G132930
OG0009012	Np007G425170	As006G133240
OG0009013	Np005G279310	As006G134080
OG0009014	Np005G278620	As006G134370
OG0009015	Np005G278740	As006G134500
OG0009016	Np007G424310	As006G134920
OG0009017	Np007G423790	As006G135170
OG0009018	Np007G423310	As006G135550
OG0009019	Np007G423210	As006G135610
OG0009020	Np007G422960	As006G135840
OG0009021	Np007G422860	As006G135930
OG0009022	Np007G422630	As006G136080
OG0009023	Np007G422560	As006G136150
OG0009024	Np007G422570	As006G136160
OG0009025	Np007G422150	As006G136460
OG0009026	Np007G421740	As006G136720
OG0009027	Np007G421250	As006G137270
OG0009028	Np007G421170	As006G137330
OG0009029	Np007G421090, Np007G421020	As006G137340
OG0009030	Np007G420790	As006G137480
OG0009031	Np007G420530	As006G137660
OG0009032	Np007G420340	As006G137830
OG0009033	Np007G420260	As009G207100, As006G137860
OG0009034	Np007G420220	As006G137910
OG0009035	Np007G419690, Np007G419830	As006G138100
OG0009036	Np007G419290	As006G138400
OG0009037	Np007G419260	As006G138450
OG0009038	Np007G418480	As006G139040
OG0009039	Np007G418460	As006G139060
OG0009040	Np007G417610	As006G139590
OG0009041	Np007G417320	As006G139860
OG0009042	Np007G416920	As006G140160
OG0009043	Np007G416700	As006G140280
OG0009044	Np007G416300	As006G140540
OG0009045	Np007G416000	As006G140780, As009G208470
OG0009046	Np001G017120	As009G208490, As006G140790
OG0009047	Np007G415750	As006G141030
OG0009048	Np007G415640	As006G141060
OG0009048	Np001G017460	As009G209610
OG0009049	Np007G415600, Np007G415580	As006G141080
OG0009050	Np002G106020	As006G141670
OG0009051	Np006G362630	As006G141700
OG0009052	Np005G318910	As006G141800
OG0009054	Np007G414500	As006G141880
OG0009055	Np004G201130	As006G142230
OG0009056	Np006G331440	As006G142280
OG0009057	Np006G331530	As006G142350
OG0009058	Np006G331630	As006G142450
OG0009059	Np006G331740	As006G142550
OG0009060	Np006G331800	As006G142590
OG0009061	Np006G332020	As006G142720
OG0009062	Np006G333230	As006G143340
OG0009063	Np006G333260	As006G143350
OG0009064	Np006G333650	As006G143520
OG0009065	Np006G334120	As006G143720
OG0009066	Np006G333760	As006G143920
OG0009067	Np006G334310	As006G143950
OG0009068	Np006G334970	As006G144360
OG0009069	Np002G089930	As006G144370
OG0009070	Np006G334990	As006G144400
OG0009071	Np006G339560	As006G144660
OG0009072	Np006G339490	As006G144720
OG0009073	Np006G339470	As006G144740
OG0009074	Np001G054940	As006G144760
OG0009075	Np006G339100	As006G145080
OG0009076	Np006G338730	As006G145190
OG0009077	Np006G338170	As006G145460
OG0009078	Np006G337890	As006G145720
OG0009079	Np006G337440	As006G146050
OG0009080	Np006G336530	As006G146930
OG0009081	Np006G336520	As006G146940
OG0009082	Np006G335160	As006G147260
OG0009083	Np006G335170	As006G147310
OG0009084	Np006G336130	As006G147940
OG0009085	Np006G335350	As006G148410
OG0009086	Np006G335580	As006G148420
OG0009087	Np006G335620	As006G148610
OG0009088	Np006G339940	As006G148830
OG0009089	Np004G241120	As007G151900
OG0009090	Np004G241100	As007G151920
OG0009092	Np004G240860	As007G152060
OG0009093	Np004G240730	As007G152180
OG0009094	Np004G240670	As007G152210
OG0009095	Np004G240260	As007G152440
OG0009097	Np004G239850	As007G152890, As007G162460
OG0009098	Np004G239680	As007G152980
OG0009099	Np004G239640	As007G153010
OG0009100	Np004G239320	As007G153290
OG0009101	Np004G238940	As007G153650, As010G241560
OG0009102	Np004G238770	As007G153810
OG0009103	Np004G238690	As007G153920
OG0009104	Np004G238360	As007G154080
OG0009105	Np004G237700	As007G154600
OG0009106	Np004G237200	As007G155010
OG0009107	Np004G237130, Np005G311320	As007G155050
OG0009108	Np004G237110	As007G155070
OG0009109	Np004G237090	As007G155090
OG0009110	Np004G236630	As007G155460
OG0009111	Np004G235570	As007G156120
OG0009112	Np004G235560	As007G156130
OG0009113	Np004G235280	As007G156360
OG0009114	Np004G234450	As007G157020
OG0009115	Np004G234270	As007G157120
OG0009116	Np001G057300	As007G157770
OG0009117	Np004G233270	As007G157910
OG0009118	Np004G232800	As007G158070
OG0009119	Np004G232780	As007G158080
OG0009121	Np004G231790	As007G158730
OG0009122	Np004G230970	As007G159220
OG0009123	Np004G230440	As007G159470
OG0009124	Np004G230180	As007G159600
OG0009125	Np004G229830, Np006G364630	As007G159690
OG0009126	Np004G227890	As007G160210
OG0009127	Np004G227440	As007G160330
OG0009128	Np004G226610	As007G160560
OG0009129	Np004G226240	As007G160610
OG0009130	Np002G087190	As007G160660, As010G232420
OG0009131	Np004G225820	As007G160770
OG0009133	Np004G224740	As007G161000
OG0009134	Np004G224660	As007G161010
OG0009135	Np004G209150	As007G161290
OG0009136	Np004G209170	As007G161320
OG0009137	Np004G209460	As007G161560
OG0009138	Np004G209590	As007G161590
OG0009139	Np004G209820	As007G161860
OG0009140	Np004G210070	As007G162090, As007G162100
OG0009141	Np005G282560	As007G162760
OG0009143	Np005G282210	As007G162980
OG0009144	Np005G281630	As007G163550
OG0009145	Np005G281490	As007G163730
OG0009146	Np006G364160	As007G167100
OG0009148	Np006G364570	As007G176810, As007G176820
OG0009149	Np006G364420	As007G177640
OG0009150	Np006G365610	As007G177990
OG0009151	Np006G366000	As007G178310
OG0009152	Np006G366510	As007G178970
OG0009153	Np006G366680	As007G179130
OG0009154	Np006G367450	As007G179580
OG0009155	Np006G367750	As007G179720
OG0009156	Np001G053290	As007G179780
OG0009157	Np006G368720	As007G180150
OG0009158	Np006G368890	As007G180250
OG0009159	Np006G370310	As007G180660
OG0009160	Np006G370640	As007G181040
OG0009161	Np006G371130	As007G181950
OG0009162	Np004G241390	As008G182420
OG0009163	Np004G241690	As008G182670
OG0009164	Np004G241890	As008G182780
OG0009165	Np004G242590	As008G183180
OG0009166	Np004G242620	As008G183270
OG0009167	Np004G242860	As008G183440
OG0009168	Np004G244030	As008G183960
OG0009169	Np004G243990	As008G183980
OG0009170	Np004G244510	As008G184350
OG0009171	Np004G245530	As008G184880
OG0009172	Np004G246320	As008G185600
OG0009173	Np004G246490	As008G185680
OG0009174	Np004G247000	As008G186050
OG0009176	Np004G247900	As008G186830
OG0009177	Np004G247990	As008G186930
OG0009178	Np004G248610	As008G187340
OG0009179	Np004G249200	As008G187540
OG0009180	Np004G249090	As008G187640
OG0009181	Np004G249650	As008G188250
OG0009182	Np004G249820	As008G188450
OG0009184	Np004G250100	As008G188920
OG0009185	Np004G250240	As008G189090
OG0009186	Np003G148090	As008G189310
OG0009187	Np004G250400	As008G189380
OG0009188	Np004G250460	As008G189500
OG0009189	Np004G250720	As008G189850
OG0009190	Np004G250710	As008G189870
OG0009191	Np004G250670	As008G190010
OG0009192	Np004G250650	As008G190070
OG0009193	Np004G250820	As008G190600
OG0009194	Np004G250900	As008G190940
OG0009195	Np004G251390	As008G191250
OG0009196	Np004G251020	As008G191310
OG0009197	Np004G251820	As008G192130
OG0009198	Np004G252120	As008G192730
OG0009199	Np004G252360	As008G193010
OG0009200	Np004G253260	As008G193650
OG0009201	Np004G253330	As008G193700
OG0009202	Np004G253460	As008G193870
OG0009203	Np004G253500	As008G193910
OG0009204	Np004G253740	As008G194220
OG0009205	Np004G253960	As008G194430
OG0009206	Np004G254560	As008G194920
OG0009207	Np004G254590	As008G194930
OG0009208	Np004G254770	As008G195010
OG0009209	Np005G309660	As008G195110, As010G244040
OG0009210	Np004G255230	As008G195560
OG0009211	Np004G255350	As008G195710
OG0009212	Np004G255410	As008G195790
OG0009213	Np004G255740	As008G196040
OG0009214	Np004G255970	As008G196300
OG0009215	Np004G256310	As008G196590
OG0009216	Np004G256960	As008G197030
OG0009217	Np004G257320	As008G197410
OG0009218	Np004G257390	As008G197490
OG0009219	Np004G257620	As008G197680
OG0009220	Np004G257850	As008G197910, As008G198100
OG0009221	Np004G257950	As008G198030
OG0009222	Np004G258320	As008G198230
OG0009223	Np004G258400	As008G198350
OG0009224	Np004G258480	As008G198410
OG0009225	Np004G258590	As008G198510
OG0009226	Np004G258660	As008G198580
OG0009227	Np004G258730	As008G198620
OG0009228	Np004G259100	As008G198690
OG0009229	Np004G259350	As008G199110
OG0009230	Np004G259770	As008G199460
OG0009231	Np004G259880	As008G199630
OG0009232	Np003G140830	As009G199790
OG0009233	Np003G140890	As009G199840
OG0009234	Np003G141110	As009G200170
OG0009235	Np003G140990	As009G200290
OG0009236	Np003G141790	As009G200650
OG0009237	Np003G141840	As009G200690
OG0009238	Np003G141900	As009G200750
OG0009239	Np003G142560	As009G200890
OG0009240	Np003G142320	As009G201180
OG0009241	Np003G142120	As009G201350
OG0009242	Np003G142700	As009G201560
OG0009243	Np003G143170	As009G202040
OG0009245	Np003G143850	As009G202630
OG0009246	Np003G143920	As009G202710
OG0009247	Np003G144270	As009G202960
OG0009248	Np003G144380	As009G203050
OG0009249	Np003G144930	As009G203530
OG0009250	Np003G145590	As009G204000
OG0009251	Np003G146740	As009G204710
OG0009252	Np003G146810	As009G204800
OG0009253	Np003G147220	As009G205120
OG0009254	Np003G147230	As009G205130
OG0009255	Np001G015050	As009G206510
OG0009256	Np001G015810	As009G207140
OG0009257	Np001G016700	As009G207300, As009G207960
OG0009258	Np001G016240	As009G207350
OG0009259	Np001G016770	As009G207900
OG0009260	Np001G016930	As009G208150
OG0009261	Np001G016980, Np002G097100, Np006G351260	As009G208170
OG0009262	Np003G140470	As009G210270
OG0009263	Np003G140370	As009G210410
OG0009264	Np003G132530, Np003G130950	As009G210690
OG0009265	Np003G132550	As009G210710
OG0009267	Np003G140670	As009G211490
OG0009268	Np003G132380	As009G211750
OG0009269	Np003G132340	As009G211780
OG0009270	Np003G140080	As009G212010
OG0009271	Np003G131580	As009G212450
OG0009272	Np003G131570	As009G212460
OG0009273	Np003G131350	As009G212660
OG0009274	Np004G235990, Np003G131250	As009G212700
OG0009275	Np003G130980	As009G212950
OG0009276	Np003G172420, Np002G118530, Np003G130370	As009G213350
OG0009277	Np003G130080	As009G213860
OG0009278	Np003G130040	As009G213890
OG0009279	Np003G129740	As009G214220
OG0009280	Np003G129450	As009G214270
OG0009281	Np001G013100	As009G215050
OG0009282	Np001G013370	As009G215100
OG0009283	Np001G013140	As009G215260
OG0009284	Np001G012810	As009G215360
OG0009285	Np001G012650	As009G215430
OG0009286	Np001G012460	As009G215500
OG0009287	Np001G012280	As009G215670
OG0009288	Np001G012260	As009G215690
OG0009289	Np001G012010	As009G215870
OG0009290	Np001G011950	As009G215930
OG0009291	Np001G057970	As009G215990
OG0009292	Np001G011890	As009G216000
OG0009293	Np001G011750	As009G216200
OG0009294	Np001G011070	As009G216710
OG0009295	Np001G010620	As009G217070
OG0009296	Np001G010520	As009G217120
OG0009297	Np001G010430	As009G217170
OG0009298	Np001G010390	As009G217190
OG0009299	Np001G010200	As009G217340
OG0009300	Np001G009550	As009G217800
OG0009301	Np001G008730	As009G218320
OG0009302	Np001G008540	As009G218440
OG0009303	Np001G006850	As009G219260
OG0009304	Np001G048100	As009G219350, As010G223030
OG0009305	Np001G006660	As009G219410
OG0009306	Np003G154040	As009G219580
OG0009307	Np003G154560	As009G219970
OG0009308	Np001G053030	As010G220370
OG0009309	Np006G364340, Np001G052980	As010G220390
OG0009310	Np001G052950	As010G220400
OG0009311	Np001G052720	As010G220520
OG0009312	Np001G052560	As010G220620
OG0009313	Np001G052170	As010G220860
OG0009314	Np001G052040	As010G220970
OG0009315	Np001G051060	As010G221350
OG0009316	Np001G051020	As010G221380
OG0009317	Np001G051000	As010G221400
OG0009318	Np001G050620	As010G221660
OG0009319	Np001G050210	As010G222050
OG0009320	Np001G049950	As010G222170
OG0009321	Np001G049410	As010G222430
OG0009322	Np001G049140	As010G222580
OG0009323	Np001G048540	As010G222710
OG0009325	Np001G047950	As010G223160
OG0009326	Np001G047820	As010G223290
OG0009328	Np001G044050	As010G226210
OG0009330	Np005G263210	As010G226860
OG0009331	Np001G018310	As010G227410
OG0009332	Np002G092130	As010G228440
OG0009333	Np002G092080	As010G230630
OG0009334	Np002G088870	As010G231180
OG0009335	Np002G088310	As010G231380
OG0009336	Np002G088490	As010G231550
OG0009337	Np002G087620	As010G232020
OG0009338	Np002G087330	As010G232270
OG0009339	Np002G087250	As010G232390
OG0009340	Np002G086970	As010G232590
OG0009341	Np006G362220	As010G232790
OG0009342	Np002G086340	As010G232850
OG0009343	Np002G086330	As010G232860
OG0009344	Np002G086020	As010G233030
OG0009345	Np002G085410	As010G233310
OG0009346	Np002G084730	As010G233620
OG0009347	Np002G083950	As010G234080
OG0009348	Np002G083810	As010G234210
OG0009349	Np002G083570	As010G234400
OG0009350	Np002G083300	As010G234680
OG0009351	Np002G083220	As010G234770
OG0009352	Np002G082830	As010G235040
OG0009354	Np002G082730	As010G235120
OG0009355	Np002G082720	As010G235130
