Orthogroup	Alyssum_gmelinii	Erysimum_linariifolium
OG0007069	Ag004G315770	El002G095880
OG0007070	Ag004G314820	El002G095250
OG0007071	Ag004G314380	El007G344460
OG0007072	Ag004G313310	El002G094350
OG0007073	Ag004G313280	El002G094240
OG0007074	Ag004G313060	El002G094130
OG0007075	Ag004G313010	El002G094080
OG0007076	Ag004G311750	El002G093290
OG0007077	Ag004G311060	El002G093000
OG0007078	Ag004G310560	El002G092540
OG0007079	Ag004G310550	El002G092530
OG0007080	Ag004G309760	El002G092050
OG0007081	Ag004G309210	El002G091750, El002G124750
OG0007082	Ag004G308980	El002G091550
OG0007083	Ag004G308300	El002G091010
OG0007084	Ag002G203610	El006G281470
OG0007085	Ag004G307070	El002G090030, El002G090040
OG0007086	Ag004G306790	El002G089810
OG0007087	Ag004G306750	El002G089780
OG0007088	Ag004G306020	El002G089270
OG0007089	Ag008G677350	El007G343290
OG0007090	Ag003G277140	El003G149580, El004G211730
OG0007091	Ag008G692410, Ag004G305310	El002G088610
OG0007092	Ag004G305150	El002G088460
OG0007093	Ag004G304590	El002G087990
OG0007094	Ag004G303190	El002G087040
OG0007095	Ag004G302950	El002G086820
OG0007096	Ag004G302800	El002G086710
OG0007097	Ag004G302650	El002G086620
OG0007098	Ag004G302610	El002G086570
OG0007099	Ag004G302260	El002G086210
OG0007100	Ag004G397740, Ag004G301050	El002G085330
OG0007101	Ag004G301660	El002G085660
OG0007102	Ag004G300110	El002G084780
OG0007103	Ag004G300040	El002G084760
OG0007104	Ag004G299990	El002G084660
OG0007105	Ag004G299970	El002G084640
OG0007106	Ag004G298310	El002G083330
OG0007107	Ag001G066990	El001G021780
OG0007108	Ag004G297410	El002G082550
OG0007109	Ag007G613940	El001G067150
OG0007111	Ag007G613820	El001G067190
OG0007112	Ag007G613500	El001G067330
OG0007113	Ag007G615880	El003G179700, El001G066670
OG0007114	Ag007G618170	El001G066070
OG0007115	Ag007G617550	El001G066300
OG0007116	Ag007G619370	El001G065710
OG0007117	Ag007G622170	El001G064630
OG0007118	Ag007G622910	El001G064380
OG0007119	Ag007G622950	El001G064370
OG0007121	Ag007G624730	El001G063710
OG0007122	Ag007G625300	El001G063530
OG0007123	Ag007G629950	El001G061970
OG0007124	Ag007G632650, Ag002G142970	El001G061200
OG0007125	Ag007G634280	El001G051430
OG0007126	Ag007G634670	El001G051300
OG0007127	Ag007G635870	El001G050400
OG0007128	Ag007G637040	El001G049440
OG0007129	Ag007G641920	El001G047450
OG0007130	Ag008G718180, Ag008G718160	El007G345430
OG0007131	Ag007G642510	El007G346810
OG0007132	Ag003G219560	El007G346970
OG0007133	Ag001G080690, Ag007G642950	El007G349070
OG0007134	Ag007G643870	El007G347680
OG0007135	Ag007G611820	El001G068160
OG0007136	Ag006G506020	El001G074840
OG0007137	Ag006G505320	El001G075130
OG0007138	Ag006G504820	El001G075340
OG0007139	Ag004G312840, Ag007G611800	El001G068230
OG0007141	Ag006G503850	El001G075610
OG0007142	Ag006G501000	El001G076740
OG0007143	Ag006G499710	El001G077270
OG0007144	Ag006G499190	El001G077620
OG0007145	Ag006G499280	El001G077450
OG0007146	Ag006G498200	El001G078030
OG0007147	Ag008G719590	El007G328930, El001G060860
OG0007148	Ag008G720220	El001G052320
OG0007149	Ag008G720270	El001G052370
OG0007150	Ag008G720290	El001G052400
OG0007151	Ag008G721430	El001G054050
OG0007152	Ag008G721460	El001G054100
OG0007153	Ag008G721840	El001G054530
OG0007154	Ag008G721850	El001G054560
OG0007155	Ag008G722720	El001G055670
OG0007156	Ag008G722940	El001G055820
OG0007157	Ag008G722950	El001G055830
OG0007158	Ag008G691190	El001G018550
OG0007159	Ag008G723730	El001G056420
OG0007160	Ag008G723830	El001G056510
OG0007161	Ag008G724190	El001G056760
OG0007162	Ag008G724200	El001G056770
OG0007163	Ag008G724740	El007G330050
OG0007164	Ag008G724920	El007G329980
OG0007165	Ag008G725000	El007G329930
OG0007167	Ag008G726080	El007G329270
OG0007168	Ag008G727630	El007G328250
OG0007169	Ag008G727820	El007G328160
OG0007170	Ag008G727910	El007G328070
OG0007171	Ag008G728330	El007G327840
OG0007172	Ag001G055120	El001G017540, El001G017550
OG0007173	Ag008G728680	El007G327660
OG0007174	Ag008G706420	El007G332720
OG0007175	Ag001G062920	El001G021090
OG0007176	Ag001G058440	El001G019710
OG0007178	Ag007G609210, Ag001G054950	El001G017690
OG0007180	Ag002G173790, Ag001G054080	El004G203090
OG0007181	Ag001G052880, Ag004G400250, Ag001G019550, Ag006G526030	El001G016280
OG0007182	Ag008G710180	El001G015120
OG0007183	Ag004G381130, Ag004G381160, Ag006G492200	El006G306600
OG0007184	Ag010G740070, Ag001G049810	El001G013880
OG0007185	Ag010G739600, Ag001G049450	El001G012640
OG0007186	Ag002G139060, Ag002G139080, Ag008G671700	El001G012150
OG0007187	Ag004G355820	El004G217720
OG0007188	Ag004G355940	El004G217570
OG0007189	Ag001G094820	El001G033480
OG0007190	Ag005G478360	El005G244000, El004G220230
OG0007191	Ag004G349270	El004G220480
OG0007192	Ag004G348590	El004G220750
OG0007193	Ag004G353970	El004G218810
OG0007194	Ag004G347360	El004G221210
OG0007195	Ag004G347290, Ag006G563190	El004G221220
OG0007196	Ag004G346770	El004G221350
OG0007197	Ag004G344200	El004G222460
OG0007198	Ag004G344010	El004G222690
OG0007199	Ag004G343740	El004G222840
OG0007200	Ag004G343310	El004G223090
OG0007201	Ag004G342340	El004G223570
OG0007202	Ag003G241160	El004G223780
OG0007203	Ag008G719040	El001G060310
OG0007204	Ag003G214580	El004G231660
OG0007205	Ag003G216680	El004G230790
OG0007207	Ag003G218230, Ag003G218220	El004G230390
OG0007208	Ag003G218650	El004G230310
OG0007209	Ag004G318820, Ag005G419590, Ag004G318810, Ag003G219600	El004G229730
OG0007210	Ag003G220430	El004G229320
OG0007211	Ag003G221830, Ag003G221820, Ag003G221840	El004G229070
OG0007212	Ag003G222700	El004G228860
OG0007213	Ag003G224490	El004G228370
OG0007214	Ag003G224590	El004G228340
OG0007215	Ag003G228350	El004G227510
OG0007216	Ag003G228680	El004G227450
OG0007217	Ag003G229060, Ag003G228970	El004G227370
OG0007218	Ag003G229340	El004G227340
OG0007219	Ag003G230860	El004G227030
OG0007220	Ag003G234330	El004G226140
OG0007221	Ag003G237030	El004G225340
OG0007222	Ag002G206760	El006G279680
OG0007223	Ag003G238650	El004G224890
OG0007224	Ag005G416480, Ag003G239820	El004G224430
OG0007225	Ag003G214320	El004G231720
OG0007226	Ag003G213180	El004G232070
OG0007227	Ag005G475250	El003G150760, El005G245920
OG0007228	Ag003G211850	El004G232780
OG0007229	Ag003G211660	El004G232880
OG0007230	Ag003G210950	El004G233190
OG0007231	Ag004G324430	El002G100060
OG0007232	Ag003G207910, Ag003G285270	El004G234490, El004G199300
OG0007233	Ag003G210240	El004G233520
OG0007234	Ag003G269520, Ag003G210190	El004G233580
OG0007235	Ag003G209670	El004G233670
OG0007236	Ag008G664000, Ag003G209120	El004G233850
OG0007237	Ag004G323790	El002G099840
OG0007238	Ag003G208310	El002G104930
OG0007239	Ag005G471180, Ag003G208250	El004G234300
OG0007240	Ag005G470220	El005G248880
OG0007241	Ag005G470020	El005G248940
OG0007243	Ag005G468420	El005G249710
OG0007244	Ag005G468070	El005G249920
OG0007245	Ag005G466460, Ag005G466550	El005G250330
OG0007246	Ag005G466380	El005G250390
OG0007247	Ag005G465410	El005G250910
OG0007248	Ag005G463850	El005G251930
OG0007249	Ag005G463460	El005G252110
OG0007250	Ag005G463180, Ag003G239160	El005G252190
OG0007251	Ag005G462710	El005G252430
OG0007252	Ag005G462640	El005G252480
OG0007253	Ag005G461900	El002G097570, El005G252750
OG0007254	Ag005G461890	El005G252760
OG0007255	Ag005G461780	El005G252880
OG0007256	Ag005G461680	El005G252940
OG0007257	Ag007G656400, Ag005G455210	El005G255510, El007G352080
OG0007258	Ag005G459180	El005G253930
OG0007259	Ag005G458880	El005G254120
OG0007261	Ag005G457080	El005G254700
OG0007262	Ag005G457040	El005G254720
OG0007263	Ag005G456500	El005G254880
OG0007264	Ag005G456170	El005G259980, El004G202490, El005G255200
OG0007265	Ag005G455910	El005G255300
OG0007266	Ag005G454740	El005G255770
OG0007267	Ag005G453310	El005G256070
OG0007268	Ag005G452840	El005G256260
OG0007269	Ag005G450670	El005G256690
OG0007270	Ag005G450440	El005G256890
OG0007271	Ag005G450070	El005G256920
OG0007272	Ag005G449510	El005G256980
OG0007273	Ag005G448650	El005G257230
OG0007274	Ag005G447370	El005G257600
OG0007275	Ag005G446530	El005G257990
OG0007276	Ag005G442980, Ag005G444270	El005G258890
OG0007277	Ag005G442350, Ag005G443660	El005G259290
OG0007278	Ag005G441360	El005G259800
OG0007279	Ag005G441670	El005G259640
OG0007280	Ag005G441730	El005G259620
OG0007281	Ag005G441950	El005G259470
OG0007282	Ag005G439280	El005G260960
OG0007283	Ag003G252500, Ag005G439300	El005G260970
OG0007284	Ag005G438930	El005G261120
OG0007285	Ag005G438920	El005G261130
OG0007286	Ag005G438280	El005G261370
OG0007287	Ag005G437660	El005G261560
OG0007288	Ag005G437530	El005G261780
OG0007289	Ag005G434240, Ag005G433360	El005G265280
OG0007290	Ag005G434020, Ag005G432710	El005G265590, El005G265470
OG0007291	Ag005G432500, Ag005G433870	El005G265610, El005G265660
OG0007292	Ag005G431700	El005G266890
OG0007293	Ag001G010760	El005G267090, El002G084520
OG0007294	Ag005G430320, Ag005G430640	El005G267610
OG0007295	Ag005G429560	El005G267810
OG0007296	Ag003G275310	El005G271590
OG0007297	Ag007G595970	El001G010310, El006G305530
OG0007298	Ag005G420670	El005G271520
OG0007299	Ag005G419610	El005G272700
OG0007301	Ag005G416840	El005G274700
OG0007302	Ag005G416180	El005G274760
OG0007303	Ag005G414220	El005G275250
OG0007304	Ag005G412720	El005G276280
OG0007305	Ag005G408880	El005G277350
OG0007306	Ag005G407320	El005G277700
OG0007307	Ag005G405650	El005G278050
OG0007308	Ag005G403440	El005G278860
OG0007309	Ag005G470840	El005G248470
OG0007310	Ag001G001440	El002G140610
OG0007311	Ag001G002410	El002G140300
OG0007312	Ag001G002690	El002G140140
OG0007313	Ag001G004810	El002G139360
OG0007314	Ag001G008280	El002G137440
OG0007315	Ag001G009030	El002G136910
OG0007316	Ag001G009280	El002G136760
OG0007317	Ag001G010480	El002G136260
OG0007318	Ag001G010690	El002G135990
OG0007319	Ag001G016600	El002G134250
OG0007320	Ag001G021020	El002G133330
OG0007321	Ag001G024390	El002G132520
OG0007322	Ag001G023500	El002G132750
OG0007323	Ag001G025570, Ag008G710900	El001G047360
OG0007324	Ag001G026550, Ag001G026540	El002G131710
OG0007325	Ag001G027810, Ag001G027900, Ag001G027980	El002G131340
OG0007327	Ag001G029160	El003G171460
OG0007328	Ag001G031570, Ag001G030390	El003G172040
OG0007329	Ag002G161470	El006G296360
OG0007330	Ag002G161370	El006G296380, El005G275920
OG0007331	Ag001G064640	El005G259990
OG0007332	Ag001G064620	El001G022430
OG0007333	Ag001G064140	El001G022710
OG0007334	Ag001G068840	El001G022910
OG0007335	Ag001G068910	El001G022920
OG0007336	Ag001G071780	El001G023780
OG0007337	Ag001G065990	El001G022140
OG0007338	Ag001G066270	El001G022000
OG0007339	Ag001G075160	El001G025150
OG0007340	Ag001G075760, Ag003G235720, Ag001G075810	El001G025400
OG0007342	Ag001G078640	El001G026470
OG0007343	Ag005G453400, Ag003G279040	El003G150390
OG0007344	Ag001G079910	El001G027030
OG0007345	Ag001G081620	El001G027830
OG0007346	Ag001G082970	El001G028200
OG0007347	Ag001G088570	El001G030310
OG0007348	Ag001G088590	El001G030330
OG0007349	Ag001G091180	El003G174740, El001G031200
OG0007350	Ag001G093310	El001G032370
OG0007351	Ag001G093510	El001G032580
OG0007352	Ag001G094340	El001G033220
OG0007353	Ag001G096420	El001G034300
OG0007354	Ag001G096580	El001G034390
OG0007355	Ag001G098590	El001G035520
OG0007356	Ag001G008690	El002G137140
OG0007357	Ag001G029420, Ag002G134980, Ag001G056350, Ag002G179020	El006G291110
OG0007360	Ag001G096740	El001G034440
OG0007361	Ag002G123650	El007G366920
OG0007362	Ag007G634380, Ag002G160250, Ag003G215590	El007G359800, El001G053820, El002G129140, El001G002370, El003G188130, El001G012740, El002G124980, El007G346700
OG0007363	Ag002G160570	El006G296900
OG0007364	Ag002G160890	El006G296710
OG0007365	Ag002G161890	El006G296190
OG0007366	Ag002G202750	El003G171830, El003G171780, El003G171740, El006G282280
OG0007367	Ag003G226480	El005G265230
OG0007368	Ag003G226570	El004G227910
OG0007370	Ag003G272340	El003G150820
OG0007372	Ag004G302480, Ag006G535890	El002G086450
OG0007373	Ag004G315700	El002G095800
OG0007374	Ag005G457290, Ag005G457280	El005G254620
OG0007376	Ag005G462400	El005G252650
OG0007377	Ag005G470120, Ag005G470060, Ag005G472800	El006G304480
OG0007379	Ag006G545740, Ag006G551530, Ag006G543170, Ag006G544410, Ag007G610620	El001G068600
OG0007380	Ag006G567570	El003G163950, El003G163970
OG0007382	Ag006G575610	El003G168540, El003G168530
OG0007383	Ag007G581720	El006G296930
OG0007384	Ag007G597030	El007G349360, El001G009060, El001G009070
OG0007385	Ag007G624560	El001G063840
OG0007386	Ag007G638280	El001G048190
OG0007387	Ag008G699400	El007G335470, El007G335460, El002G119690
OG0007388	Ag008G702330	El007G334390
OG0007389	Ag008G709110	El001G015880
OG0007413	Ag008G734200	El003G155690
OG0007414	Ag003G254330	El003G155400
OG0007415	Ag003G254350	El003G155380
OG0007416	Ag003G254970	El003G155210
OG0007417	Ag003G255190	El003G155120
OG0007418	Ag003G255620	El003G154990
OG0007420	Ag003G258580	El003G153610
OG0007422	Ag003G260160	El003G153140
OG0007423	Ag003G260410	El003G153060
OG0007424	Ag007G616530	El003G152810
OG0007425	Ag003G262840, Ag003G264190	El003G152420
OG0007426	Ag003G268090	El003G151800
OG0007427	Ag003G268330	El003G151690
OG0007428	Ag003G268760	El003G151590
OG0007429	Ag003G268940	El003G151550
OG0007430	Ag003G269530	El003G151440
OG0007431	Ag003G269600	El003G151420
OG0007432	Ag003G270870	El003G151200
OG0007434	Ag003G273210	El003G150660
OG0007435	Ag003G279950	El003G150650
OG0007436	Ag003G279750	El003G150610
OG0007437	Ag003G279690	El003G150590
OG0007438	Ag003G279410, Ag004G350890	El003G150480
OG0007439	Ag003G278950	El003G150210
OG0007440	Ag003G278230	El003G149990
OG0007441	Ag003G276700	El003G149450
OG0007442	Ag003G277130	El003G149570
OG0007443	Ag003G276300	El003G149250
OG0007444	Ag003G276310	El003G149260
OG0007445	Ag003G274480	El003G148860
OG0007446	Ag003G281040	El003G148270
OG0007448	Ag003G273550	El003G148480
OG0007449	Ag003G273580	El003G148500
OG0007450	Ag003G273690	El003G148560
OG0007451	Ag003G281910	El003G148000
OG0007452	Ag003G282040	El003G147950
OG0007453	Ag003G282160	El003G147860
OG0007454	Ag003G282180	El003G147840
OG0007456	Ag003G283100	El003G147480
OG0007457	Ag007G579600	El002G118170
OG0007458	Ag007G579120	El002G118760
OG0007459	Ag007G579100	El002G118780
OG0007460	Ag007G578670	El002G119140
OG0007461	Ag007G578500	El002G119470
OG0007462	Ag007G578460	El002G119530
OG0007463	Ag007G578350	El002G119620
OG0007464	Ag001G101500	El003G170460
OG0007465	Ag004G356950, Ag001G101770	El003G170730
OG0007466	Ag001G102010	El003G171200
OG0007467	Ag001G101820	El003G171310
OG0007468	Ag004G364560	El004G210720
OG0007469	Ag004G364950, Ag004G365490	El004G209200
OG0007470	Ag004G366740	El003G172810
OG0007471	Ag004G366800	El004G206920
OG0007472	Ag006G508450	El001G074310
OG0007473	Ag004G368430	El004G204530
OG0007475	Ag004G373960	El004G200130
OG0007476	Ag004G374640	El004G199870
OG0007477	Ag004G313140	El002G094210
OG0007478	Ag004G376390	El004G199340
OG0007479	Ag004G377150	El004G199180
OG0007480	Ag004G377260	El004G199140
OG0007481	Ag008G658630, Ag012G741360	El001G035980
OG0007482	Ag001G001100	El001G036080
OG0007483	Ag008G658360	El001G036170
OG0007484	Ag008G660400	El001G036790
OG0007485	Ag004G321300	El002G098790
OG0007486	Ag008G661270	El001G037950
OG0007487	Ag008G661760	El001G038080
OG0007488	Ag008G662030	El001G038190
OG0007489	Ag008G662200	El001G038430
OG0007490	Ag008G662550	El001G038600
OG0007491	Ag004G331840	El002G103450
OG0007492	Ag008G663670	El001G039410
OG0007494	Ag008G665160	El001G040040
OG0007495	Ag008G666350	El001G040740
OG0007496	Ag008G666390	El001G040810
OG0007497	Ag008G667450	El001G041290
OG0007498	Ag008G667850	El001G041560
OG0007499	Ag008G668280	El001G041630, El001G041650
OG0007500	Ag007G655490	El003G192080
OG0007501	Ag008G668820	El001G041890
OG0007502	Ag008G668850	El001G041900
OG0007503	Ag008G669130	El001G042250
OG0007504	Ag008G670880	El001G042670
OG0007505	Ag001G049220, Ag010G739380	El001G045020
OG0007506	Ag006G574900	El001G045070
OG0007510	Ag004G356530	El004G217290
OG0007511	Ag004G357460	El004G217070
OG0007512	Ag004G357990	El004G216310
OG0007513	Ag003G287550, Ag003G287230, Ag002G193820, Ag002G193860, Ag004G359890	El004G215300
OG0007514	Ag004G360220	El004G215210
OG0007515	Ag004G360690	El004G214250
OG0007518	Ag004G401710	El004G193960
OG0007519	Ag001G002980	El002G140000
OG0007520	Ag004G397150	El004G194740
OG0007521	Ag004G390600, Ag004G395390	El004G195110
OG0007522	Ag004G393690, Ag004G388710	El004G195780
OG0007523	Ag004G385960, Ag004G386000	El008G369300
OG0007524	Ag006G556410, Ag004G385540	El004G196350, El008G369180
OG0007525	Ag004G382940	El004G196720
OG0007526	Ag004G382260	El004G196980
OG0007527	Ag004G379810	El004G198050
OG0007528	Ag004G379620	El004G198130
OG0007530	Ag005G470880	El005G248440
OG0007531	Ag005G470940	El005G248420
OG0007532	Ag005G470950	El005G248410
OG0007533	Ag005G471170	El005G248270
OG0007534	Ag003G253210	El003G155950
OG0007535	Ag001G017630	El003G158660
OG0007536	Ag004G312480	El003G158520
OG0007538	Ag002G188240	El006G288650
OG0007539	Ag002G188130	El006G288740
OG0007540	Ag002G188010	El006G288780
OG0007541	Ag005G478120	El005G244340
OG0007542	Ag005G478160	El005G244350
OG0007543	Ag005G477880	El005G244400
OG0007544	Ag005G476950	El005G244680
OG0007545	Ag005G476900	El005G244720
OG0007546	Ag005G476620	El005G244940
OG0007547	Ag005G476420	El005G245040
OG0007548	Ag006G496540	El001G078930
OG0007549	Ag005G476040	El005G245300
OG0007550	Ag005G475970	El005G245420
OG0007551	Ag005G475730	El005G245690
OG0007552	Ag005G475300	El005G245890
OG0007553	Ag006G498360	El001G077950
OG0007554	Ag005G474550	El005G246170
OG0007555	Ag005G473690	El005G246680
OG0007556	Ag005G473490	El005G246740
OG0007557	Ag005G473160	El005G246950
OG0007558	Ag005G472750, Ag005G472840	El005G247080
OG0007559	Ag005G472500	El005G247280
OG0007560	Ag005G472370	El005G247380
OG0007561	Ag005G472320	El005G247420
OG0007562	Ag005G472180	El005G247540
OG0007563	Ag003G253390	El003G155890
OG0007564	Ag005G472040	El005G247720
OG0007565	Ag005G472030	El005G247730
OG0007566	Ag005G471870	El005G247770
OG0007567	Ag005G471410, Ag005G416230	El005G248110
OG0007568	Ag005G471390	El005G248130
OG0007570	Ag001G039880	El007G344830
OG0007571	Ag002G120340	El007G365840
OG0007572	Ag007G585000	El002G130140
OG0007573	Ag008G702310	El007G343530
OG0007574	Ag006G513460	El007G343470
OG0007575	Ag001G086470	El007G343370
OG0007576	Ag008G675680	El007G343330
OG0007577	Ag003G276510, Ag003G276270	El003G149320
OG0007578	Ag008G682890, Ag008G682080	El007G341140
OG0007579	Ag008G685870	El007G339830
OG0007581	Ag008G685010	El007G340040
OG0007582	Ag008G684880	El007G340160
OG0007583	Ag008G684840	El007G340190
OG0007584	Ag008G685890	El007G339780, El006G299870
OG0007585	Ag008G686190	El007G339700
OG0007586	Ag008G688400, Ag008G690080	El007G338550
OG0007587	Ag008G688060	El007G338760
OG0007588	Ag001G057230	El007G338010
OG0007589	Ag001G057950	El007G337830
OG0007590	Ag008G694170	El007G337390
OG0007591	Ag008G696050	El007G336520
OG0007592	Ag008G696570	El007G336260
OG0007593	Ag008G697540	El007G336060
OG0007594	Ag008G698240	El007G335960
OG0007595	Ag004G312010	El002G094840
OG0007596	Ag008G700530	El007G335040
OG0007597	Ag008G701670	El007G334860
OG0007598	Ag008G701600	El007G334830
