Orthogroup	Alyssum_gmelinii	Cardamine_amara
OG0006493	Ag004G353440	evm.model.RL_5.3953
OG0006494	Ag001G002300	evm.model.RL_5.3919
OG0006495	Ag004G383150, Ag001G003510	evm.model.RL_5.3884
OG0006496	Ag001G003640	evm.model.RL_5.3874
OG0006497	Ag001G003730	evm.model.RL_5.3872
OG0006498	Ag001G006230	evm.model.RL_5.3798
OG0006499	Ag001G006330	evm.model.RL_5.3793
OG0006500	Ag001G009300	evm.model.RL_5.1872
OG0006501	Ag001G009940	evm.model.RL_5.1882
OG0006503	Ag001G011190	evm.model.RL_5.1927
OG0006504	Ag001G015140	evm.model.RL_5.2005
OG0006505	Ag001G017540	evm.model.RL_5.2047
OG0006506	Ag001G018290, Ag001G018270	evm.model.RL_5.2061
OG0006507	Ag001G027320	evm.model.RL_5.2210
OG0006508	Ag001G029460, Ag001G030830	evm.model.RL_2.1160
OG0006509	Ag002G160950	evm.model.RL_6.1552
OG0006510	Ag002G160930	evm.model.RL_6.1550
OG0006511	Ag002G160820	evm.model.RL_6.1544
OG0006512	Ag002G160810	evm.model.RL_6.1543
OG0006513	Ag001G064590	evm.model.RL_7.1176
OG0006514	Ag001G064540	evm.model.RL_7.1172
OG0006515	Ag001G076200, Ag006G512630	evm.model.RL_7.895
OG0006516	Ag001G078600	evm.model.RL_7.819
OG0006517	Ag001G078620	evm.model.RL_7.818
OG0006518	Ag001G080030	evm.model.RL_7.772
OG0006519	Ag001G081300	evm.model.RL_7.729
OG0006520	Ag001G081920	evm.model.RL_7.712
OG0006521	Ag001G084310	evm.model.RL_7.639
OG0006522	Ag001G088620	evm.model.RL_7.489
OG0006523	Ag001G092340	evm.model.RL_7.350
OG0006524	Ag001G093420	evm.model.RL_7.298, evm.model.RL_7.441
OG0006525	Ag001G093850	evm.model.RL_6.2711
OG0006526	Ag001G095510	evm.model.RL_7.197
OG0006527	Ag001G096270	evm.model.RL_7.171
OG0006528	Ag001G098300	evm.model.RL_7.67
OG0006529	Ag001G098660	evm.model.RL_7.41
OG0006530	Ag005G450640	evm.model.RL_7.40
OG0006531	Ag001G098970	evm.model.RL_7.16
OG0006532	Ag001G064600	evm.model.RL_7.1177
OG0006533	Ag001G066960	evm.model.RL_7.1231
OG0006536	Ag005G460410, Ag002G177530, Ag007G618680, Ag007G621970, Ag007G618820, Ag007G618890	evm.model.RL_1.1589
OG0006538	Ag003G215930	evm.model.RL_3.2178
OG0006539	Ag003G256140	evm.model.RL_2.2419
OG0006540	Ag004G307320	evm.model.RL_5.615
OG0006541	Ag004G335950	evm.model.RL_5.3639
OG0006542	Ag004G353620	evm.model.RL_3.1211
OG0006543	Ag006G577380, Ag007G640600, Ag006G512600, Ag005G413920	evm.model.RL_8.164
OG0006544	Ag005G433920, Ag005G437470	evm.model.RL_1.2173
OG0006545	Ag005G442200, Ag005G443520, Ag006G552300, Ag008G663410	evm.model.RL_8.438, evm.model.RL_1.1839
OG0006549	Ag006G551680	evm.model.RL_2.1769
OG0006570	Ag003G254410	evm.model.RL_2.2369
OG0006571	Ag003G254820	evm.model.RL_2.2378
OG0006572	Ag003G255070	evm.model.RL_2.2387
OG0006573	Ag003G255260	evm.model.RL_2.2393
OG0006574	Ag003G257010	evm.model.RL_2.2441
OG0006575	Ag003G257060	evm.model.RL_2.2443
OG0006576	Ag003G258510	evm.model.RL_2.2485
OG0006577	Ag003G259680	evm.model.RL_2.2516
OG0006579	Ag003G266280, Ag003G265500	evm.model.RL_2.2560
OG0006580	Ag003G268110	evm.model.RL_2.2622
OG0006581	Ag003G268500	evm.model.RL_2.2639
OG0006582	Ag001G019100, Ag003G268980	evm.model.RL_2.2656
OG0006583	Ag003G272170	evm.model.RL_2.2710
OG0006584	Ag003G279920	evm.model.RL_2.2729
OG0006585	Ag003G278760	evm.model.RL_2.2771
OG0006586	Ag004G330620	evm.model.RL_5.1711
OG0006587	Ag003G278290	evm.model.RL_2.2782
OG0006589	Ag003G274550	evm.model.RL_2.2889
OG0006590	Ag003G273950	evm.model.RL_2.2905
OG0006591	Ag005G439070, Ag003G273530, Ag005G445130, Ag006G516710	evm.model.RL_2.2921
OG0006592	Ag003G282360	evm.model.RL_2.3430, evm.model.RL_2.2994
OG0006593	Ag003G282840	evm.model.RL_2.3007
OG0006594	Ag003G283140	evm.model.RL_1.2842, evm.model.RL_2.3021
OG0006595	Ag003G283170	evm.model.RL_2.3022
OG0006596	Ag003G283540	evm.model.RL_2.3034
OG0006597	Ag003G284750	evm.model.RL_2.3048
OG0006598	Ag007G579680	evm.model.RL_5.2830
OG0006599	Ag007G578120	evm.model.RL_5.2714
OG0006601	Ag001G101440	evm.model.RL_2.1246
OG0006602	Ag001G101450	evm.model.RL_2.1245
OG0006603	Ag001G101760	evm.model.RL_2.1221
OG0006604	Ag002G164680	evm.model.RL_6.1665
OG0006605	Ag008G728150	evm.model.RL_4.954
OG0006606	Ag004G310480	evm.model.RL_5.824
OG0006607	Ag004G369220	evm.model.RL_3.539
OG0006608	Ag004G312030	evm.model.RL_5.914
OG0006609	Ag004G374210	evm.model.RL_3.427, evm.model.RL_3.428
OG0006610	Ag004G313690	evm.model.RL_3.327, evm.model.RL_5.1002
OG0006611	Ag004G313890	evm.model.RL_5.1009
OG0006612	Ag004G314630	evm.model.RL_5.1043
OG0006613	Ag004G322570	evm.model.RL_5.1361
OG0006615	Ag007G614370	evm.model.RL_7.2686
OG0006616	Ag008G659530, Ag008G658930	evm.model.RL_7.2716.3.687c84be
OG0006617	Ag008G661630	evm.model.RL_7.2556
OG0006618	Ag004G319150	evm.model.RL_5.1231
OG0006619	Ag004G318730	evm.model.RL_5.1217
OG0006620	Ag008G663340	evm.model.RL_7.2478
OG0006621	Ag008G663760	evm.model.RL_7.2457
OG0006622	Ag008G664930	evm.model.RL_7.2436
OG0006623	Ag008G666340	evm.model.RL_7.2385
OG0006624	Ag008G666380	evm.model.RL_7.2380
OG0006625	Ag008G667210	evm.model.RL_7.2357
OG0006626	Ag008G667240	evm.model.RL_7.2354
OG0006627	Ag008G667970	evm.model.RL_7.2328
OG0006628	Ag008G668410	evm.model.RL_7.2323
OG0006629	Ag008G669760	evm.model.RL_7.2261
OG0006631	Ag008G664200	evm.model.RL_7.2218
OG0006632	Ag002G175540	evm.model.RL_7.2183
OG0006633	Ag005G408640, Ag007G601500	evm.model.RL_7.267, evm.model.RL_7.2165
OG0006634	Ag010G739180, Ag001G049060	evm.model.RL_7.2124
OG0006635	Ag001G057990	evm.model.RL_8.1546
OG0006636	Ag004G327950	evm.model.RL_3.853
OG0006637	Ag004G363460	evm.model.RL_3.867
OG0006638	Ag004G363510	evm.model.RL_3.871
OG0006639	Ag005G406030	evm.model.RL_1.3126
OG0006640	Ag001G041520	evm.model.RL_8.2174
OG0006641	Ag004G364300	evm.model.RL_3.595
OG0006642	Ag004G402030, Ag004G402000	evm.model.RL_2.202
OG0006643	Ag007G657420, Ag006G563860	evm.model.RL_2.185
OG0006644	Ag004G390580, Ag004G395360	evm.model.RL_3.90
OG0006645	Ag004G385530, Ag004G385230	evm.model.RL_3.168
OG0006646	Ag004G382450, Ag004G382380	evm.model.RL_3.184
OG0006647	Ag002G187870	evm.model.RL_6.2189
OG0006648	Ag005G478100	evm.model.RL_1.814
OG0006649	Ag005G478030	evm.model.RL_1.820
OG0006650	Ag003G285750, Ag003G272740	evm.model.RL_2.3071
OG0006651	Ag005G477730	evm.model.RL_1.837
OG0006652	Ag006G494780	evm.model.RL_4.3228, evm.model.RL_4.3183
OG0006653	Ag005G476020	evm.model.RL_1.913
OG0006654	Ag005G475130	evm.model.RL_1.964
OG0006655	Ag005G474560	evm.model.RL_1.987
OG0006656	Ag005G474230	evm.model.RL_1.1003.2.687c87ec
OG0006657	Ag005G474130	evm.model.RL_1.1014
OG0006658	Ag005G474140, Ag004G322520	evm.model.RL_1.1013
OG0006659	Ag005G473120, Ag005G475540	evm.model.RL_1.1050
OG0006660	Ag005G472450	evm.model.RL_1.1071
OG0006661	Ag005G472330	evm.model.RL_1.1083
OG0006662	Ag005G472150	evm.model.RL_1.1093
OG0006663	Ag005G471760	evm.model.RL_1.1117
OG0006664	Ag005G471640	evm.model.RL_1.1123
OG0006665	Ag005G471200	evm.model.RL_1.1147
OG0006666	Ag001G040290	evm.model.RL_8.1067
OG0006667	Ag008G718530	evm.model.RL_4.1643
OG0006668	Ag007G598660	evm.model.RL_2.2012
OG0006669	Ag008G676960	evm.model.RL_8.1213
OG0006670	Ag008G679730	evm.model.RL_8.1235
OG0006671	Ag008G682930, Ag008G682030	evm.model.RL_8.1340
OG0006672	Ag008G683390, Ag008G682180	evm.model.RL_8.1353
OG0006674	Ag008G684950	evm.model.RL_8.1406
OG0006676	Ag008G689970, Ag008G688480	evm.model.RL_8.1509
OG0006677	Ag008G687640	evm.model.RL_8.1473
OG0006678	Ag005G490040	evm.model.RL_8.1533
OG0006680	Ag001G057890	evm.model.RL_8.1543
OG0006681	Ag008G693410	evm.model.RL_8.1552
OG0006682	Ag008G694340	evm.model.RL_8.1592
OG0006683	Ag008G734700, Ag008G720570	evm.model.RL_8.2755
OG0006684	Ag008G696350	evm.model.RL_8.1657
OG0006685	Ag002G171260, Ag008G697980	evm.model.RL_8.1704
OG0006686	Ag008G699560	evm.model.RL_8.1727
OG0006687	Ag008G701220	evm.model.RL_8.1792
OG0006688	Ag008G702270	evm.model.RL_8.1803.1.687c855d
OG0006689	Ag002G108730, Ag008G703030	evm.model.RL_8.1826
OG0006691	Ag007G644310	evm.model.RL_4.745
OG0006692	Ag007G610210	evm.model.RL_4.2324
OG0006693	Ag007G610150	evm.model.RL_4.2328
OG0006694	Ag007G609620	evm.model.RL_4.2338
OG0006695	Ag007G609490	evm.model.RL_4.2344
OG0006696	Ag007G605130	evm.model.RL_4.2523
OG0006697	Ag007G604960	evm.model.RL_4.2531
OG0006698	Ag007G604320	evm.model.RL_4.2561
OG0006699	Ag007G604170	evm.model.RL_4.2569
OG0006700	Ag007G603380	evm.model.RL_4.2598
OG0006701	Ag008G730790	evm.model.RL_8.2492.3.687c8561
OG0006702	Ag007G602100, Ag003G221050, Ag003G231030	evm.model.RL_4.2659
OG0006703	Ag007G601530	evm.model.RL_4.2689
OG0006704	Ag007G601200	evm.model.RL_4.2708
OG0006705	Ag007G600950	evm.model.RL_4.2720
OG0006706	Ag007G600680	evm.model.RL_4.2745
OG0006707	Ag007G600020	evm.model.RL_4.2782
OG0006708	Ag006G577800	evm.model.RL_2.1276
OG0006709	Ag008G705050	evm.model.RL_2.1283
OG0006710	Ag006G577250	evm.model.RL_2.1314
OG0006711	Ag006G577210	evm.model.RL_2.1318
OG0006712	Ag006G576180	evm.model.RL_2.1356
OG0006713	Ag006G576130	evm.model.RL_2.1359
OG0006714	Ag006G575450	evm.model.RL_2.1376
OG0006716	Ag006G572870	evm.model.RL_3.1035, evm.model.RL_2.1456
OG0006717	Ag006G571810	evm.model.RL_2.1482
OG0006718	Ag006G569910	evm.model.RL_2.1521
OG0006720	Ag005G410450, Ag002G124450	evm.model.RL_4.374
OG0006721	Ag006G560780	evm.model.RL_2.1569
OG0006722	Ag006G560920	evm.model.RL_2.1575
OG0006723	Ag006G577760	evm.model.RL_2.1280
OG0006724	Ag006G565210	evm.model.RL_2.1648
OG0006725	Ag006G566830	evm.model.RL_2.1680
OG0006726	Ag006G567560	evm.model.RL_2.1692
OG0006727	Ag006G551720	evm.model.RL_2.1768
OG0006728	Ag006G548190, Ag006G546480	evm.model.RL_2.1861
OG0006729	Ag006G548290, Ag006G546400	evm.model.RL_2.1865
OG0006730	Ag006G546930, Ag006G542030	evm.model.RL_2.1878
OG0006731	Ag006G545050, Ag006G542560	evm.model.RL_2.1889, evm.model.RL_8.671
OG0006732	Ag006G544890, Ag006G542680	evm.model.RL_2.1895
OG0006733	Ag006G542960, Ag006G544630	evm.model.RL_2.1912
OG0006734	Ag006G543210, Ag006G544360	evm.model.RL_2.1915
OG0006735	Ag006G543360, Ag006G544150	evm.model.RL_2.1916
OG0006736	Ag006G541470, Ag006G541480	evm.model.RL_2.1927
OG0006737	Ag006G541370	evm.model.RL_2.1929
OG0006738	Ag006G539500, Ag006G536970	evm.model.RL_5.2601
OG0006739	Ag006G534930	evm.model.RL_5.2449
OG0006740	Ag004G329750	evm.model.RL_6.2430, evm.model.RL_5.1659
OG0006741	Ag006G532120	evm.model.RL_5.2350
OG0006742	Ag006G530870	evm.model.RL_5.2371
OG0006743	Ag004G322730	evm.model.RL_5.1373
OG0006745	Ag007G584830	evm.model.RL_5.2266
OG0006746	Ag007G583950	evm.model.RL_5.3106
OG0006747	Ag004G307270	evm.model.RL_5.613
OG0006748	Ag003G250180	evm.model.RL_2.1934
OG0006749	Ag007G584100	evm.model.RL_5.3121
OG0006750	Ag007G584370	evm.model.RL_5.2284
OG0006751	Ag007G584020	evm.model.RL_5.3113.1.687c88bf
OG0006752	Ag008G710910	evm.model.RL_1.2481, evm.model.RL_1.3183
OG0006753	Ag007G583040	evm.model.RL_5.3047
OG0006754	Ag005G471280, Ag007G582450	evm.model.RL_5.3014
OG0006755	Ag007G582430	evm.model.RL_5.3012
OG0006756	Ag007G582390	evm.model.RL_5.3008
OG0006757	Ag007G582200	evm.model.RL_5.2992
OG0006758	Ag007G581620	evm.model.RL_5.2953
OG0006759	Ag007G581030	evm.model.RL_5.2937
OG0006760	Ag007G580760	evm.model.RL_5.2902
OG0006761	Ag007G580610	evm.model.RL_5.2891
OG0006762	Ag007G580240, Ag007G580210, Ag007G580200	evm.model.RL_5.2864
OG0006763	Ag007G579800	evm.model.RL_5.2843
OG0006764	Ag003G286180	evm.model.RL_2.3094
OG0006765	Ag003G288360	evm.model.RL_2.3150
OG0006766	Ag003G289000	evm.model.RL_2.3177
OG0006767	Ag003G289270	evm.model.RL_2.3188
OG0006768	Ag003G290330, Ag003G290340	evm.model.RL_2.3230
OG0006769	Ag003G290700	evm.model.RL_2.3238
OG0006770	Ag003G291640	evm.model.RL_2.3274
OG0006771	Ag003G291570	evm.model.RL_2.3277
OG0006773	Ag006G523190	evm.model.RL_6.163
OG0006774	Ag006G522490	evm.model.RL_6.117
OG0006775	Ag004G389060, Ag004G394010, Ag006G520790	evm.model.RL_6.36
OG0006777	Ag003G296650	evm.model.RL_2.3463
OG0006778	Ag003G296870	evm.model.RL_2.3480
OG0006780	Ag007G647080	evm.model.RL_2.374
OG0006781	Ag002G163610	evm.model.RL_6.1632
OG0006782	Ag002G151400, Ag009G736280	evm.model.RL_8.869
OG0006783	Ag006G531820	evm.model.RL_5.2377
OG0006785	Ag003G276730, Ag003G277790	evm.model.RL_6.1470
OG0006786	Ag007G584410, Ag003G233780, Ag004G379840, Ag002G157680	evm.model.RL_4.614
OG0006787	Ag002G157560	evm.model.RL_4.624
OG0006788	Ag001G092520	evm.model.RL_4.672.1.687c86cf
OG0006789	Ag005G488470, Ag003G241120	evm.model.RL_1.208
OG0006791	Ag002G146200	evm.model.RL_8.658
OG0006792	Ag002G145210	evm.model.RL_8.617.1.687c8557
OG0006794	Ag002G145030	evm.model.RL_8.605
OG0006795	Ag002G143300	evm.model.RL_8.597.1.687c8557
OG0006796	Ag002G144050, Ag002G144560	evm.model.RL_8.566
OG0006797	Ag002G140220	evm.model.RL_8.477
OG0006798	Ag002G138450, Ag002G137610	evm.model.RL_8.455.1.687c8556
OG0006799	Ag002G128720	evm.model.RL_8.386
OG0006800	Ag002G127730	evm.model.RL_4.427
OG0006801	Ag002G126820	evm.model.RL_4.410
OG0006802	Ag003G252360	evm.model.RL_6.794, evm.model.RL_2.2273
OG0006803	Ag002G110140, Ag002G106520	evm.model.RL_4.245
OG0006804	Ag002G108200, Ag002G111670	evm.model.RL_4.214
OG0006805	Ag002G117840	evm.model.RL_4.162
OG0006806	Ag002G119210	evm.model.RL_4.141
OG0006807	Ag002G120010	evm.model.RL_4.137
OG0006808	Ag002G120170	evm.model.RL_4.125, evm.model.RL_4.131
OG0006809	Ag002G120350	evm.model.RL_4.119
OG0006810	Ag002G115290, Ag002G121080	evm.model.RL_4.92
OG0006811	Ag002G174910	evm.model.RL_6.1902
OG0006812	Ag002G123530	evm.model.RL_4.27
OG0006813	Ag002G123660	evm.model.RL_4.11
OG0006814	Ag005G410160	evm.model.RL_1.3044
OG0006815	Ag005G426500	evm.model.RL_1.2450
OG0006816	Ag005G427480	evm.model.RL_1.2404
OG0006817	Ag005G428580	evm.model.RL_1.2370
OG0006818	Ag001G039130	evm.model.RL_2.826
OG0006819	Ag001G037720	evm.model.RL_2.916
OG0006820	Ag005G436700	evm.model.RL_1.2189
OG0006821	Ag001G035460	evm.model.RL_2.534, evm.model.RL_2.1007
OG0006822	Ag001G035140	evm.model.RL_2.1013
OG0006823	Ag001G033810	evm.model.RL_2.1066
OG0006825	Ag007G629650, Ag005G468960, Ag004G309360	evm.model.RL_2.1088
OG0006826	Ag007G654340	evm.model.RL_2.65
OG0006827	Ag007G654890	evm.model.RL_2.73.1.687c86df
OG0006828	Ag007G657600	evm.model.RL_2.195
OG0006829	Ag007G657750	evm.model.RL_2.199, evm.model.RL_2.201
OG0006830	Ag002G206710	evm.model.RL_6.2959
OG0006831	Ag002G206640	evm.model.RL_6.2955
OG0006832	Ag001G038650	evm.model.RL_5.2627
OG0006833	Ag002G205820	evm.model.RL_6.2895
OG0006834	Ag004G317510, Ag002G160720	evm.model.RL_6.1540
OG0006835	Ag002G204290	evm.model.RL_6.2823
OG0006836	Ag002G203920	evm.model.RL_6.2811
OG0006837	Ag002G203400	evm.model.RL_6.2782
OG0006838	Ag002G203280	evm.model.RL_6.2773
OG0006839	Ag002G202870, Ag002G186780	evm.model.RL_6.2748
OG0006840	Ag002G202800	evm.model.RL_6.2743
OG0006841	Ag002G202630	evm.model.RL_6.2729
OG0006842	Ag002G202160	evm.model.RL_6.2705
OG0006843	Ag002G202130	evm.model.RL_6.2703
OG0006845	Ag002G200510	evm.model.RL_6.2616
OG0006846	Ag002G196880	evm.model.RL_6.2461
OG0006847	Ag002G196520	evm.model.RL_6.2439
OG0006848	Ag002G195580	evm.model.RL_6.2410
OG0006849	Ag002G195550	evm.model.RL_6.2407
OG0006850	Ag005G465080, Ag002G193970	evm.model.RL_6.2363
OG0006851	Ag002G193410	evm.model.RL_6.2348
OG0006852	Ag002G192230	evm.model.RL_6.2306
OG0006853	Ag002G190800	evm.model.RL_6.2273
OG0006854	Ag006G492750	evm.model.RL_4.3324
OG0006855	Ag006G492990	evm.model.RL_4.3308
OG0006857	Ag006G493040	evm.model.RL_4.3291
OG0006859	Ag006G494770	evm.model.RL_4.3229
OG0006860	Ag006G494990	evm.model.RL_4.3216
OG0006861	Ag006G495290	evm.model.RL_4.3203
OG0006862	Ag006G496780	evm.model.RL_4.3139
OG0006863	Ag006G496830, Ag001G060110	evm.model.RL_4.3136.1.687c86dd
OG0006864	Ag007G582750	evm.model.RL_5.3034
OG0006865	Ag008G719250	evm.model.RL_4.1679.1.687c86d5
OG0006866	Ag008G718950, Ag008G718960	evm.model.RL_4.1659
OG0006867	Ag008G718720	evm.model.RL_4.1651
OG0006868	Ag008G718260	evm.model.RL_4.1627
OG0006869	Ag008G718060	evm.model.RL_4.1613
OG0006870	Ag008G717050	evm.model.RL_4.1572
OG0006871	Ag008G716830	evm.model.RL_4.1566
OG0006872	Ag008G716660	evm.model.RL_4.1559, evm.model.RL_4.795
OG0006873	Ag008G716280	evm.model.RL_4.1529
OG0006874	Ag008G716070	evm.model.RL_4.1515
OG0006875	Ag008G713280	evm.model.RL_4.1429
OG0006876	Ag008G712590	evm.model.RL_8.2133
OG0006877	Ag008G711590	evm.model.RL_4.594, evm.model.RL_8.2107
OG0006878	Ag008G710480	evm.model.RL_8.2073.1.687c855f
OG0006879	Ag008G710030	evm.model.RL_8.2058
OG0006880	Ag008G729090	evm.model.RL_8.2391
OG0006881	Ag008G730230	evm.model.RL_8.2448
OG0006882	Ag008G730240	evm.model.RL_8.2449
OG0006883	Ag008G730580	evm.model.RL_8.2479
OG0006884	Ag008G730740	evm.model.RL_8.2487
OG0006885	Ag008G730950	evm.model.RL_8.2503
OG0006886	Ag007G578430, Ag003G232250	evm.model.RL_8.2511
OG0006887	Ag008G731240	evm.model.RL_8.2526
OG0006888	Ag008G731250	evm.model.RL_8.2527
OG0006889	Ag008G731820	evm.model.RL_8.2563
OG0006890	Ag008G732000	evm.model.RL_8.2575
OG0006891	Ag008G732230	evm.model.RL_8.2585
OG0006892	Ag008G732410	evm.model.RL_8.2592
OG0006893	Ag008G732820	evm.model.RL_8.2621
OG0006894	Ag008G733090	evm.model.RL_8.2637
OG0006895	Ag008G734070	evm.model.RL_8.2704
OG0006896	Ag008G734100	evm.model.RL_8.2707
OG0006897	Ag008G734270	evm.model.RL_8.2718
OG0006898	Ag004G354270	evm.model.RL_3.1183
OG0006899	Ag001G099690	evm.model.RL_8.2814
OG0006900	Ag001G099580	evm.model.RL_4.1917
OG0006901	Ag001G099550	evm.model.RL_8.2820
OG0006902	Ag006G518880	evm.model.RL_8.12
OG0006903	Ag006G519720, Ag004G316050, Ag004G339080, Ag004G339110, Ag006G515050	evm.model.RL_8.34
OG0006904	Ag006G516930	evm.model.RL_8.88
OG0006905	Ag006G517300	evm.model.RL_8.62
OG0006906	Ag006G515760	evm.model.RL_8.121
OG0006907	Ag006G514970	evm.model.RL_8.150
OG0006908	Ag004G298750	evm.model.RL_5.63
OG0006909	Ag006G512260	evm.model.RL_8.232
OG0006910	Ag007G599490	evm.model.RL_8.318
OG0006911	Ag007G599420	evm.model.RL_8.326
OG0006912	Ag007G599250	evm.model.RL_8.343
OG0006913	Ag007G599050	evm.model.RL_8.359
OG0006914	Ag004G301460	evm.model.RL_5.228
OG0006915	Ag007G587040	evm.model.RL_4.474
OG0006916	Ag007G587090	evm.model.RL_4.480
OG0006917	Ag007G587250	evm.model.RL_4.488
OG0006918	Ag007G588210	evm.model.RL_6.1421
OG0006919	Ag007G588570	evm.model.RL_6.1396
OG0006920	Ag007G589220	evm.model.RL_6.2451, evm.model.RL_5.1315, evm.model.RL_6.1312
OG0006921	Ag007G589040	evm.model.RL_6.1356
OG0006923	Ag007G588950	evm.model.RL_6.1360
OG0006924	Ag007G588780	evm.model.RL_6.1373
OG0006925	Ag007G589660	evm.model.RL_6.1342
OG0006926	Ag007G589560	evm.model.RL_6.1336
OG0006927	Ag007G589840	evm.model.RL_6.1310, evm.model.RL_6.1309
OG0006928	Ag007G589980	evm.model.RL_6.1298
OG0006929	Ag007G590570	evm.model.RL_6.1269
OG0006930	Ag007G590590	evm.model.RL_6.1272
OG0006931	Ag007G590930	evm.model.RL_6.1253
OG0006932	Ag007G591790	evm.model.RL_6.1190
OG0006933	Ag007G592130, Ag003G227400	evm.model.RL_6.1164
OG0006934	Ag007G592350	evm.model.RL_6.1143
OG0006935	Ag007G592590	evm.model.RL_6.1127
OG0006936	Ag004G306080	evm.model.RL_5.544
OG0006937	Ag007G592890	evm.model.RL_6.1109
OG0006938	Ag007G593370	evm.model.RL_6.1098
OG0006939	Ag007G593780	evm.model.RL_6.1064
OG0006940	Ag007G594790	evm.model.RL_6.1007
OG0006941	Ag007G595000	evm.model.RL_6.991
OG0006942	Ag007G595190	evm.model.RL_6.978
OG0006943	Ag007G595530	evm.model.RL_6.960
OG0006944	Ag007G595800	evm.model.RL_6.941
OG0006945	Ag007G597750	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc
OG0006946	Ag007G597660	evm.model.RL_6.771
OG0006947	Ag007G597490, Ag003G236270	evm.model.RL_6.784
OG0006948	Ag007G597100	evm.model.RL_6.817
OG0006949	Ag007G596970	evm.model.RL_6.831
OG0006950	Ag006G525760	evm.model.RL_6.532
OG0006951	Ag003G277730	evm.model.RL_6.517
OG0006952	Ag006G563520	evm.model.RL_6.503
OG0006953	Ag005G490580, Ag005G403030	evm.model.RL_1.85
OG0006954	Ag006G531010	evm.model.RL_2.2155
OG0006956	Ag005G490460	evm.model.RL_1.93
OG0006957	Ag005G490230	evm.model.RL_1.112
OG0006958	Ag005G490190	evm.model.RL_1.114
OG0006959	Ag005G489940	evm.model.RL_1.127
OG0006960	Ag005G489120	evm.model.RL_1.174
OG0006961	Ag005G489010	evm.model.RL_1.183
OG0006962	Ag005G488490	evm.model.RL_1.206
OG0006963	Ag005G488260	evm.model.RL_1.221
OG0006964	Ag005G488150	evm.model.RL_1.228
OG0006965	Ag005G487040	evm.model.RL_1.281
OG0006966	Ag005G486900	evm.model.RL_1.293
OG0006967	Ag005G486670	evm.model.RL_1.304
OG0006968	Ag005G486170	evm.model.RL_1.324
OG0006969	Ag003G218660, Ag005G485800	evm.model.RL_1.345
OG0006970	Ag005G485650	evm.model.RL_1.355
OG0006971	Ag005G485450	evm.model.RL_1.369
OG0006972	Ag005G484920	evm.model.RL_1.396
OG0006973	Ag005G484710	evm.model.RL_1.412
OG0006974	Ag005G484030	evm.model.RL_1.456
OG0006975	Ag005G483500	evm.model.RL_1.472
OG0006976	Ag005G482410	evm.model.RL_1.533
OG0006977	Ag005G482400	evm.model.RL_1.534
OG0006978	Ag005G482300	evm.model.RL_1.542
OG0006979	Ag005G481970	evm.model.RL_1.558
OG0006980	Ag005G481920	evm.model.RL_1.561
OG0006981	Ag007G630430	evm.model.RL_4.1802
OG0006982	Ag005G480820	evm.model.RL_1.616
OG0006983	Ag005G480800	evm.model.RL_1.623
OG0006984	Ag005G480550	evm.model.RL_1.643
OG0006985	Ag005G480360	evm.model.RL_1.657.1.687c87eb
OG0006986	Ag005G479730	evm.model.RL_1.684
OG0006987	Ag005G479230	evm.model.RL_1.731
OG0006988	Ag005G478240	evm.model.RL_1.805
OG0006989	Ag002G185690	evm.model.RL_6.2140
OG0006990	Ag002G185130	evm.model.RL_6.2131
OG0006991	Ag002G184810	evm.model.RL_6.2118
OG0006992	Ag002G183940	evm.model.RL_6.2095
OG0006993	Ag002G183210	evm.model.RL_6.2086
OG0006994	Ag002G182050	evm.model.RL_6.2072
OG0006995	Ag002G180600	evm.model.RL_6.2042
OG0006996	Ag002G181000	evm.model.RL_6.2048
OG0006997	Ag002G178260	evm.model.RL_6.1999
OG0006998	Ag002G178090	evm.model.RL_6.1989
OG0006999	Ag002G177970	evm.model.RL_6.1984
OG0007000	Ag002G177960	evm.model.RL_6.1983
OG0007001	Ag002G164870	evm.model.RL_6.1676
OG0007002	Ag002G164900	evm.model.RL_6.1678
OG0007004	Ag002G165890	evm.model.RL_6.1703
OG0007005	Ag002G166120	evm.model.RL_6.1712
OG0007006	Ag002G166600	evm.model.RL_6.1719
OG0007007	Ag007G620120, Ag002G167240	evm.model.RL_6.1740
OG0007008	Ag002G171070	evm.model.RL_6.1872
OG0007009	Ag002G171520	evm.model.RL_6.1876
OG0007010	Ag002G171760	evm.model.RL_6.1849
OG0007011	Ag002G171900	evm.model.RL_6.1845
