Orthogroup	Cardamine_hirsuta	Odontarrhena_muralis
OG0008956	CARHR290840, CARHR290820, CARHR290830	Om004G159390
OG0008957	CARHR250480	Om004G159590
OG0008958	CARHR251060	Om004G160270
OG0008959	CARHR251150	Om004G160370
OG0008960	CARHR251520	Om004G160730
OG0008961	CARHR251540	Om004G160750
OG0008962	CARHR127350	Om007G278370
OG0008963	CARHR216610, CARHR179560	Om007G277600
OG0008964	CARHR179590	Om007G277620
OG0008965	CARHR006240	Om007G277890
OG0008966	CARHR180090	Om007G277920
OG0008967	CARHR127310	Om007G278410
OG0008968	CARHR127160	Om007G278590
OG0008969	CARHR127260	Om007G278460
OG0008970	CARHR126800	Om007G278860
OG0008971	CARHR126840	Om007G278810
OG0008972	CARHR126450	Om007G279550
OG0008973	CARHR156740, CARHR126410	Om007G279520
OG0008974	CARHR126340	Om007G279490
OG0008975	CARHR046060	Om003G089350
OG0008977	CARHR125040	Om007G280500
OG0008978	CARHR124870	Om007G280670
OG0008979	CARHR124700	Om007G280860
OG0008980	CARHR124420, CARHR124890	Om007G281120
OG0008981	CARHR124180	Om007G281290
OG0008982	CARHR123600	Om003G113810, Om007G281740
OG0008983	CARHR123540	Om007G281780
OG0008984	CARHR122680	Om007G282560
OG0008985	CARHR122290	Om007G282970
OG0008986	CARHR122260	Om007G283000
OG0008987	CARHR122080	Om007G283130
OG0008988	CARHR122030	Om007G283170
OG0008989	CARHR121740	Om007G283410
OG0008990	CARHR121640	Om007G283440
OG0008991	CARHR121330	Om007G283680
OG0008992	CARHR121210, CARHR121220	Om007G283790
OG0008993	CARHR120960	Om007G283960
OG0008994	CARHR120440	Om007G284380
OG0008995	CARHR120400	Om007G284400
OG0008996	CARHR119730	Om007G284870
OG0008997	CARHR119850	Om007G284820
OG0008998	CARHR119950	Om007G284780
OG0008999	CARHR120160	Om007G284610
OG0009000	CARHR119680	Om007G296300
OG0009001	CARHR287840	Om004G149420
OG0009002	CARHR115490	Om004G150930
OG0009003	CARHR115500	Om003G093680
OG0009004	CARHR235160	Om001G020650
OG0009005	CARHR235130	Om001G020500
OG0009006	CARHR234730	Om001G019460
OG0009007	CARHR075520	Om002G042730
OG0009008	CARHR075500	Om002G042710
OG0009009	CARHR075490	Om002G042700
OG0009010	CARHR075240	Om002G042460, Om001G001650
OG0009011	CARHR075250	Om002G042470
OG0009012	CARHR075140	Om002G042340
OG0009013	CARHR233930	Om001G017830
OG0009014	CARHR234570	Om001G019370
OG0009015	CARHR234430	Om002G060600
OG0009016	CARHR075930	Om002G043110
OG0009017	CARHR076140	Om002G043460
OG0009018	CARHR076550	Om002G043850
OG0009019	CARHR076620	Om002G043930
OG0009020	CARHR076850	Om002G044220
OG0009021	CARHR076940	Om002G044300
OG0009022	CARHR077080	Om002G044520
OG0009023	CARHR077160	Om002G044590
OG0009024	CARHR077170	Om002G044600
OG0009025	CARHR077440	Om002G044920
OG0009026	CARHR077700	Om002G045200, Om002G045190
OG0009027	CARHR078130	Om002G045680
OG0009028	CARHR078180	Om002G045760
OG0009029	CARHR078200	Om002G045780
OG0009030	CARHR078440	Om002G045970
OG0009031	CARHR078630	Om002G046100
OG0009032	CARHR078840	Om002G046400
OG0009033	CARHR078900	Om002G046470
OG0009034	CARHR078940	Om002G046510
OG0009035	CARHR079160	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750
OG0009036	CARHR079460	Om002G047130
OG0009037	CARHR079520	Om002G047200, Om002G047190, Om002G047210
OG0009038	CARHR080110	Om002G047900
OG0009039	CARHR080130	Om002G047920
OG0009040	CARHR080590	Om002G048510, Om002G048520
OG0009041	CARHR080780	Om002G048800
OG0009042	CARHR081060	Om002G049140
OG0009043	CARHR081200	Om002G049310
OG0009044	CARHR081510	Om002G049580
OG0009045	CARHR081680	Om002G049800
OG0009047	CARHR081950	Om002G050010
OG0009048	CARHR081980	Om002G050040
OG0009049	CARHR082000	Om002G050060
OG0009050	CARHR082660	Om007G307670, Om007G318270, Om007G313180
OG0009051	CARHR118440	Om004G132500, Om006G270770, Om006G270450
OG0009052	CARHR061100	Om004G169230
OG0009053	CARHR082770	Om002G050860
OG0009054	CARHR082810	Om002G050920
OG0009055	CARHR036740	Om007G287850
OG0009056	CARHR135650	Om008G329520
OG0009057	CARHR135600	Om008G329620
OG0009058	CARHR135550	Om008G329820
OG0009059	CARHR135450	Om008G330010
OG0009060	CARHR135410	Om008G330090
OG0009061	CARHR135250	Om008G330260
OG0009062	CARHR134550	Om008G331470
OG0009063	CARHR134540	Om008G331480
OG0009064	CARHR134400	Om008G331800
OG0009065	CARHR133980	Om008G332270
OG0009066	CARHR134300, CARHR087370	Om008G331960, Om006G267510
OG0009067	CARHR133890	Om008G332480
OG0009068	CARHR133420	Om008G333240
OG0009069	CARHR060780	Om005G211490
OG0009070	CARHR133400	Om008G333260
OG0009071	CARHR130370	Om008G337620
OG0009072	CARHR130450	Om008G337550
OG0009073	CARHR130470	Om008G337480
OG0009074	CARHR162600	Om006G255640
OG0009075	CARHR130770	Om008G337060
OG0009076	CARHR130920	Om008G336850
OG0009077	CARHR131390	Om008G336440
OG0009078	CARHR131550	Om008G336180
OG0009079	CARHR132230	Om008G335780
OG0009080	CARHR132410	Om008G334850
OG0009081	CARHR132420	Om008G334840
OG0009082	CARHR133280	Om008G333410
OG0009083	CARHR133270	Om008G333420
OG0009084	CARHR132610	Om008G334590
OG0009085	CARHR133170	Om008G333700, Om008G333670
OG0009086	CARHR132950	Om002G054090
OG0009087	CARHR132890	Om008G333980
OG0009088	CARHR130060	Om008G338070
OG0009089	CARHR015770	Om005G195920
OG0009090	CARHR015800	Om005G195940
OG0009091	CARHR015930	Om005G196110
OG0009092	CARHR016000	Om005G196180
OG0009093	CARHR016110	Om005G196280
OG0009094	CARHR016170	Om005G196420
OG0009095	CARHR016470	Om005G196850
OG0009096	CARHR016620	Om005G197030
OG0009097	CARHR016890	Om005G197330, Om005G197320
OG0009098	CARHR016980	Om005G197470
OG0009099	CARHR017010	Om005G197500
OG0009100	CARHR017350	Om005G197870
OG0009101	CARHR017800	Om005G198340
OG0009102	CARHR017960	Om005G198520
OG0009103	CARHR017980	Om005G198640
OG0009104	CARHR018250	Om005G198990
OG0009105	CARHR018760, CARHR018770	Om005G199710
OG0009106	CARHR019200	Om005G200310
OG0009107	CARHR233730	Om008G346320
OG0009108	CARHR019260	Om005G200380
OG0009109	CARHR019280	Om005G200400
OG0009110	CARHR019660	Om005G200920
OG0009111	CARHR020410	Om005G202030
OG0009112	CARHR020420	Om005G202050
OG0009113	CARHR020690	Om005G202330
OG0009115	CARHR021560	Om005G203300
OG0009116	CARHR164110	Om006G253650
OG0009117	CARHR022250	Om005G204260
OG0009118	CARHR022380	Om005G204460
OG0009119	CARHR022390	Om005G204480
OG0009120	CARHR023070	Om005G205210
OG0009121	CARHR023080	Om005G205220
OG0009122	CARHR023470	Om005G205700
OG0009123	CARHR023780	Om004G143700
OG0009124	CARHR023880	Om004G143800
OG0009125	CARHR024120	Om004G144380
OG0009126	CARHR024850	Om004G145080
OG0009127	CARHR024970, CARHR024980	Om004G145240
OG0009128	CARHR025210	Om004G145520
OG0009129	CARHR025310	Om004G146000, Om001G013680
OG0009131	CARHR025490	Om004G146210
OG0009132	CARHR025640	Om004G146570
OG0009134	CARHR025720	Om004G146670
OG0009135	CARHR026020	Om004G147100
OG0009136	CARHR026040	Om004G147220
OG0009137	CARHR026320	Om004G170610
OG0009138	CARHR026360	Om004G147510
OG0009139	CARHR026660	Om004G148070
OG0009141	CARHR231710	Om007G298170
OG0009142	CARHR259180	Om003G107490
OG0009143	CARHR231890	Om007G292870
OG0009144	CARHR232170	Om007G285700
OG0009145	CARHR232310	Om007G285790
OG0009146	CARHR116260	Om004G151700
OG0009148	CARHR116640	Om004G151340
OG0009149	CARHR116580	Om004G151590
OG0009150	CARHR117530	Om004G153430, Om018G374090
OG0009151	CARHR117830	Om018G373810, Om004G153110
OG0009153	CARHR184830	Om004G155310, Om004G152940
OG0009155	CARHR114370	Om004G151530
OG0009156	CARHR161070	Om006G257240
OG0009157	CARHR113750	Om004G154040
OG0009158	CARHR113660	Om004G153850
OG0009159	CARHR112850, CARHR112860, CARHR293120, CARHR034070	Om004G155750
OG0009160	CARHR112270	Om004G156120
OG0009161	CARHR111950	Om004G156450
OG0009162	CARHR015550	Om005G195640
OG0009163	CARHR015300	Om005G195260
OG0009164	CARHR015130	Om005G195030
OG0009165	CARHR014610	Om005G194260
OG0009166	CARHR014580	Om005G194210
OG0009167	CARHR014340	Om005G194050
OG0009168	CARHR013650	Om005G192990
OG0009169	CARHR013680	Om005G193020
OG0009170	CARHR013320	Om005G192550
OG0009171	CARHR012650	Om005G191770
OG0009172	CARHR012130	Om005G191020
OG0009173	CARHR012030	Om005G190870
OG0009174	CARHR011640	Om005G190320
OG0009175	CARHR010980	Om005G189470
OG0009176	CARHR010930	Om005G189430
OG0009177	CARHR010840	Om005G189320
OG0009178	CARHR010380	Om005G188790
OG0009179	CARHR009850	Om005G188190
OG0009180	CARHR009970	Om005G188280
OG0009181	CARHR009500	Om005G187690
OG0009182	CARHR009280	Om005G187410
OG0009183	CARHR006410	Om005G184200, Om005G187340
OG0009184	CARHR009000	Om005G187110
OG0009185	CARHR008880	Om005G186990
OG0009186	CARHR192970	Om006G241580
OG0009187	CARHR008750	Om005G186870
OG0009188	CARHR008700	Om005G186820
OG0009189	CARHR008470	Om005G186600
OG0009190	CARHR008480	Om005G186610
OG0009191	CARHR008510	Om005G186630
OG0009192	CARHR008530	Om005G186650
OG0009193	CARHR008390	Om005G186530
OG0009194	CARHR008330	Om005G186440
OG0009195	CARHR007800	Om005G185900
OG0009196	CARHR008210	Om005G186300
OG0009197	CARHR007450	Om005G185460
OG0009198	CARHR007170	Om005G185170
OG0009199	CARHR006920	Om005G184780
OG0009200	CARHR006080	Om005G183940
OG0009201	CARHR006020	Om005G183880
OG0009202	CARHR005860	Om005G183750
OG0009203	CARHR005810	Om005G183710
OG0009205	CARHR005310	Om005G183180
OG0009206	CARHR004880	Om005G182740
OG0009207	CARHR004850	Om005G182700
OG0009208	CARHR004730	Om005G182560
OG0009209	CARHR074290	Om004G130130
OG0009210	CARHR004360	Om005G182140
OG0009211	CARHR004220	Om005G181970, Om005G181960
OG0009212	CARHR004170	Om005G181920
OG0009213	CARHR003880	Om005G181590
OG0009214	CARHR003640	Om005G181360
OG0009215	CARHR003360	Om005G181060
OG0009216	CARHR002840	Om005G180380
OG0009217	CARHR002430	Om005G179950
OG0009218	CARHR002360	Om005G179860
OG0009219	CARHR002130	Om005G179600
OG0009220	CARHR001880	Om005G179360
OG0009221	CARHR001780	Om005G179290
OG0009222	CARHR001560	Om005G179000
OG0009223	CARHR001480	Om005G178910
OG0009224	CARHR001380, CARHR259900	Om005G178820
OG0009225	CARHR001280	Om005G178730
OG0009226	CARHR001210	Om005G178640
OG0009227	CARHR001130	Om005G178570
OG0009228	CARHR000770	Om005G178290
OG0009229	CARHR248690, CARHR000600	Om005G178100
OG0009230	CARHR000270	Om005G177710
OG0009231	CARHR000180	Om005G177600
OG0009232	CARHR199430	Om007G301950
OG0009233	CARHR199360	Om007G301880
OG0009234	CARHR199110	Om007G301580
OG0009235	CARHR199240	Om007G301760
OG0009236	CARHR198430	Om007G300580
OG0009237	CARHR198360	Om007G300510
OG0009238	CARHR198290	Om007G300440
OG0009239	CARHR197680	Om007G299530
OG0009240	CARHR197910	Om007G299870
OG0009241	CARHR198080	Om007G300130
OG0009242	CARHR197550	Om007G299320
OG0009243	CARHR197150	Om007G298820
OG0009244	CARHR197090	Om007G298690
OG0009245	CARHR196480	Om007G297920
OG0009246	CARHR196400	Om007G297840
OG0009247	CARHR196110	Om007G297410
OG0009249	CARHR195600	Om007G296820
OG0009250	CARHR194950	Om007G296150
OG0009251	CARHR194110	Om007G295000
OG0009252	CARHR194030	Om007G295050
OG0009253	CARHR193690	Om007G294760
OG0009254	CARHR193680	Om007G294750
OG0009255	CARHR186030	Om007G293610
OG0009256	CARHR185320	Om007G303270
OG0009257	CARHR286000, CARHR186440	Om001G005500
OG0009258	CARHR287970	Om008G339630
OG0009260	CARHR284570	Om007G304580
OG0009262	CARHR199800	Om004G161140
OG0009263	CARHR199880	Om004G161250
OG0009264	CARHR206350	Om004G169800
OG0009265	CARHR206330	Om004G169770
OG0009267	CARHR199620	Om004G160870
OG0009268	CARHR206490	Om004G169980
OG0009269	CARHR206520	Om004G170020
OG0009270	CARHR200100	Om004G144900, Om004G156440
OG0009271	CARHR206970	Om004G170500
OG0009272	CARHR206950	Om004G170510
OG0009273	CARHR206770	Om004G170740
OG0009274	CARHR207220	Om004G170880
OG0009275	CARHR207420	Om004G171120
OG0009276	CARHR207880	Om004G171690
OG0009277	CARHR207990	Om004G171880
OG0009278	CARHR208030	Om004G171910
OG0009279	CARHR208260	Om004G172210
OG0009280	CARHR208460	Om004G172480
OG0009281	CARHR187900	Om006G240280
OG0009282	CARHR187630	Om006G240510
OG0009283	CARHR187850	Om006G240320
OG0009284	CARHR188060	Om006G240070
OG0009285	CARHR188220	Om006G239970
OG0009286	CARHR188340	Om006G239830
OG0009287	CARHR188460, CARHR188480, CARHR150640	Om006G239650
OG0009288	CARHR188510	Om006G239630
OG0009289	CARHR188770	Om006G239370
OG0009290	CARHR188830	Om006G239310
OG0009291	CARHR164720	Om006G252880
OG0009292	CARHR188870	Om006G239270
OG0009293	CARHR189020	Om006G239050
OG0009294	CARHR189620	Om006G238530
OG0009295	CARHR190030	Om006G238030
OG0009296	CARHR190100	Om006G237930
OG0009297	CARHR190200	Om006G237820
OG0009298	CARHR190230	Om006G237790
OG0009299	CARHR190380	Om006G237620
OG0009300	CARHR274840	Om006G237010
OG0009301	CARHR275530	Om006G236320
OG0009302	CARHR275660	Om006G236140
OG0009303	CARHR276660	Om006G234930
OG0009304	CARHR156880	Om006G263180
OG0009305	CARHR276820	Om006G234770
OG0009306	CARHR272680	Om006G247320
OG0009307	CARHR272240	Om006G247790
OG0009308	CARHR160870	Om006G257470
OG0009309	CARHR160820	Om006G257520
OG0009310	CARHR160800	Om006G257540
OG0009311	CARHR160610	Om006G257740
OG0009313	CARHR160170	Om006G258370
OG0009314	CARHR160030	Om006G258590
OG0009315	CARHR159010	Om006G259540
OG0009316	CARHR158980	Om006G259590
OG0009317	CARHR158960	Om006G259620
OG0009318	CARHR158620	Om006G260210
OG0009319	CARHR158130	Om006G260480
OG0009320	CARHR157930	Om005G221820, Om002G074190
OG0009321	CARHR157520	Om006G261540
OG0009322	CARHR157350	Om006G261870
OG0009323	CARHR157220	Om006G262440
OG0009324	CARHR157160	Om006G262570
OG0009325	CARHR156720	Om006G263490
OG0009326	CARHR156610	Om006G263780
OG0009327	CARHR156000	Om006G265870
OG0009328	CARHR104500	Om006G268820
OG0009329	CARHR152450	Om006G268550
OG0009330	CARHR241120	Om001G030360
OG0009331	CARHR153570	Om002G082360
OG0009332	CARHR059790	Om005G212540
OG0009333	CARHR059820	Om005G212520
OG0009334	CARHR061380	Om005G210640
OG0009335	CARHR061640	Om005G210290
OG0009336	CARHR061550	Om005G210450
OG0009337	CARHR061910	Om005G209860
OG0009338	CARHR062150	Om005G209620
OG0009340	CARHR062420	Om005G209340
OG0009341	CARHR118570	Om007G285500
OG0009342	CARHR062870	Om005G208650
OG0009343	CARHR062880	Om005G208640
OG0009344	CARHR063100	Om005G208370
OG0009345	CARHR063580	Om005G207820
OG0009346	CARHR063950	Om005G207280
OG0009347	CARHR064470	Om005G206630
OG0009348	CARHR064610	Om005G206490
OG0009349	CARHR291130	Om005G206140
OG0009350	CARHR064680	Om005G205850
OG0009351	CARHR064750	Om005G205760
OG0009352	CARHR065010	Om004G142970
OG0009353	CARHR065080	Om004G142870
OG0009354	CARHR065090	Om004G142860
OG0009355	CARHR065100	Om004G142850
OG0009356	CARHR071690	Om004G133500
OG0009357	CARHR070770	Om004G134980
OG0009358	CARHR070690, CARHR256330	Om004G135060
OG0009359	CARHR070530	Om004G135270
OG0009360	CARHR097160	Om002G069300
OG0009361	CARHR070450	Om004G135400
OG0009362	CARHR070400	Om004G135490
OG0009363	CARHR069090	Om004G137600
OG0009364	CARHR068540	Om004G137770
OG0009365	CARHR068270	Om004G138700
OG0009366	CARHR068250	Om004G138670
OG0009367	CARHR067800	Om004G139400
OG0009368	CARHR067760	Om004G139460
OG0009369	CARHR067740	Om004G139480
OG0009370	CARHR066920	Om004G140440
OG0009371	CARHR066610	Om004G140930
OG0009372	CARHR018870	Om005G199860
OG0009373	CARHR066530	Om004G141030
OG0009377	CARHR065980	Om004G141980
OG0009378	CARHR065570	Om004G142380
OG0009379	CARHR065520	Om004G142420
OG0009381	CARHR065390	Om004G142550
OG0009382	CARHR065190	Om004G142750
OG0009384	CARHR071900	Om004G133270
OG0009385	CARHR071940	Om004G133230
OG0009386	CARHR072080	Om004G132990
OG0009387	CARHR072140	Om004G132960
OG0009388	CARHR072180	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630
OG0009389	CARHR072340	Om004G132680
OG0009390	CARHR072550	Om004G132380
OG0009391	CARHR072770	Om004G132150
OG0009392	CARHR073490	Om004G131320
OG0009393	CARHR073510	Om004G131300
OG0009394	CARHR073620	Om004G131170
OG0009395	CARHR074060	Om004G130590
OG0009396	CARHR074250	Om004G130180
OG0009397	CARHR074340	Om004G130080
OG0009398	CARHR074500	Om004G129800
OG0009399	CARHR074530	Om004G129780
OG0009400	CARHR074660	Om004G129640
OG0009401	CARHR087330	Om002G056640
OG0009402	CARHR087520	Om002G056900
OG0009403	CARHR087620	Om002G057010
OG0009404	CARHR087640	Om002G057030
OG0009405	CARHR087850	Om002G057320
OG0009406	CARHR087980	Om002G057510
OG0009407	CARHR088210	Om002G057810
OG0009408	CARHR088480	Om002G058120
OG0009410	CARHR089200	Om002G059100
OG0009411	CARHR089440	Om002G059280
OG0009412	CARHR089380	Om002G059400
OG0009413	CARHR089520	Om002G059560
OG0009414	CARHR089660	Om002G059780
OG0009415	CARHR089680	Om002G059800
OG0009416	CARHR090030	Om002G060240
OG0009417	CARHR090060	Om002G060270
OG0009418	CARHR090090	Om002G060290
OG0009419	CARHR090770	Om002G061310
OG0009420	CARHR090870	Om002G061440
OG0009421	CARHR090890	Om002G061460
OG0009422	CARHR090930	Om002G061490
OG0009423	CARHR090960, CARHR090950	Om002G061510
OG0009424	CARHR091290	Om002G061940
OG0009425	CARHR091330	Om002G061990
OG0009426	CARHR091400	Om002G062070
OG0009427	CARHR092050	Om002G063160
OG0009428	CARHR092110	Om002G063260
OG0009429	CARHR092120	Om002G063270
OG0009430	CARHR092480, CARHR115180	Om002G063760
OG0009431	CARHR092600	Om002G063880
OG0009432	CARHR092610	Om002G063890
OG0009433	CARHR248910	Om004G157890
OG0009434	CARHR092970	Om002G064280
OG0009435	CARHR093370	Om002G064800
OG0009436	CARHR093590	Om002G065160
OG0009437	CARHR093730	Om002G065350
OG0009438	CARHR093940	Om002G065600
OG0009439	CARHR094000	Om002G065660
OG0009440	CARHR094360	Om002G066140
OG0009442	CARHR094930	Om002G066870
OG0009443	CARHR094940	Om002G066880
OG0009444	CARHR095440	Om002G067370
OG0009445	CARHR095500	Om002G067470
OG0009446	CARHR095970	Om002G068020
OG0009447	CARHR096190	Om002G068210
OG0009449	CARHR096320	Om002G068370
OG0009450	CARHR096760	Om002G068860
OG0009451	CARHR097010	Om002G069130
OG0009452	CARHR097610	Om002G069740
OG0009453	CARHR098180	Om002G070560
OG0009454	CARHR098340	Om002G070770
OG0009455	CARHR098860	Om002G071310
OG0009456	CARHR099380	Om002G072320
OG0009457	CARHR099390	Om002G072310
OG0009458	CARHR101520	Om002G075070
OG0009459	CARHR264160, CARHR150020	Om003G112500
OG0009460	CARHR104050	Om002G079300
OG0009461	CARHR103980	Om002G077890
OG0009462	CARHR105010	Om002G078880
OG0009463	CARHR105170	Om002G079170
OG0009464	CARHR105160	Om002G079190
OG0009465	CARHR104810	Om002G079470
OG0009466	CARHR201250	Om004G163050
OG0009467	CARHR106040	Om005G181460
OG0009468	CARHR106070	Om002G081890
OG0009469	CARHR106090	Om002G081920
OG0009470	CARHR106150	Om002G081930
OG0009471	CARHR293520	Om002G083760
OG0009472	CARHR107610	Om002G084030
OG0009473	CARHR107660	Om002G084120
OG0009474	CARHR108390	Om002G084610
OG0009475	CARHR109110	Om002G085850
OG0009476	CARHR109610	Om002G086620
OG0009477	CARHR109970	Om002G087210
OG0009478	CARHR110800	Om002G088060
OG0009479	CARHR110850	Om002G088070
OG0009480	CARHR110890	Om002G088150
OG0009481	CARHR111020	Om002G088220
OG0009482	CARHR111520	Om002G088580
OG0009483	CARHR045730	Om003G089700
OG0009484	CARHR044940	Om003G090670
OG0009485	CARHR044760	Om003G090940
OG0009486	CARHR044400	Om003G091570
OG0009487	CARHR044070	Om003G092170
OG0009488	CARHR044040	Om003G092190
OG0009490	CARHR043370	Om003G093450
OG0009491	CARHR043220	Om003G093710
OG0009492	CARHR043120	Om003G093830, Om003G093820
OG0009493	CARHR042550	Om003G094560
OG0009494	CARHR040960	Om001G014150, Om003G096420
OG0009495	CARHR041190	Om003G096100
OG0009496	CARHR040400	Om003G097140
OG0009497	CARHR040180	Om003G097420
OG0009498	CARHR040140	Om003G097520
OG0009499	CARHR199710	Om004G161010
OG0009500	CARHR039780	Om003G097870
OG0009501	CARHR039640	Om003G098030
OG0009502	CARHR039600	Om003G098110
OG0009503	CARHR172940	Om003G128240
OG0009504	CARHR039050	Om003G098820
OG0009505	CARHR039000	Om003G098870
OG0009506	CARHR038970	Om003G098910
OG0009507	CARHR128750	Om008G339830
OG0009509	CARHR128480	Om008G340170
OG0009510	CARHR161530	Om006G256690
OG0009511	CARHR161810	Om006G256490
OG0009512	CARHR161890	Om006G256420
