Orthogroup	Raphanus_sativus	Cardamine_amara
OG0006947	XP_018476723.1, XP_018478505.1, XP_018478507.1	evm.model.RL_6.784
OG0006948	XP_018466851.1, XP_018474544.1, XP_018444397.1	evm.model.RL_6.817
OG0006949	XP_018485225.1, XP_018478871.1, XP_018440862.1	evm.model.RL_6.831
OG0006950	XP_018483970.1, XP_018489950.1, XP_018489949.1	evm.model.RL_6.532
OG0006951	XP_018483654.1, XP_018440379.1	evm.model.RL_6.517
OG0006952	XP_018473455.1	evm.model.RL_6.503
OG0006953	XP_018490960.1	evm.model.RL_1.85
OG0006954	XP_018478329.1, XP_018453746.1	evm.model.RL_2.2155
OG0006955	XP_018482653.1, XP_018483185.1, XP_018451553.1, XP_018447305.1	evm.model.RL_2.2211
OG0006956	XP_018488811.1, XP_018492790.1	evm.model.RL_1.93
OG0006957	XP_018488824.1, XP_018493117.1	evm.model.RL_1.112
OG0006958	XP_018485961.1, XP_018488828.1, XP_018433503.1	evm.model.RL_1.114
OG0006959	XP_018489088.1, XP_018491351.1	evm.model.RL_1.127
OG0006960	XP_018493260.1, XP_018440951.1, XP_018441410.1	evm.model.RL_1.174
OG0006961	XP_018439338.1, XP_018432763.1	evm.model.RL_1.183
OG0006962	XP_018491794.1, XP_018491793.1	evm.model.RL_1.206
OG0006963	XP_018488501.1, XP_018488329.1, XP_018491802.1	evm.model.RL_1.221
OG0006964	XP_018490657.1, XP_018485725.1, XP_018436797.1, XP_018436798.1	evm.model.RL_1.228
OG0006965	XP_018485493.1, XP_018492679.1, XP_018487307.1	evm.model.RL_1.281
OG0006966	XP_018432749.1	evm.model.RL_1.293
OG0006967	XP_018441433.1, XP_018441435.1, XP_018486210.1	evm.model.RL_1.304
OG0006968	XP_018432890.1	evm.model.RL_1.324
OG0006969	XP_018490416.1, XP_018490418.1	evm.model.RL_1.345
OG0006970	XP_018486860.1, XP_018486160.1	evm.model.RL_1.355
OG0006971	XP_018490374.1	evm.model.RL_1.369
OG0006972	XP_018439563.1, XP_018439562.1, XP_018493254.1	evm.model.RL_1.396
OG0006973	XP_018491333.1, XP_018464605.1, XP_018490486.1, XP_018491337.1	evm.model.RL_1.412
OG0006974	XP_018487122.1, XP_018434720.1	evm.model.RL_1.456
OG0006975	XP_018440160.1, XP_018440159.1, XP_018438851.1, XP_018486995.1	evm.model.RL_1.472
OG0006976	XP_018491960.1, XP_018489602.1, XP_018438259.1	evm.model.RL_1.533
OG0006977	XP_018437030.1, XP_018491961.1, XP_018488862.1	evm.model.RL_1.534
OG0006978	XP_018488738.1, XP_018487365.1	evm.model.RL_1.542
OG0006979	XP_018492041.1, XP_018486726.1	evm.model.RL_1.558
OG0006980	XP_018486268.1, XP_018437033.1	evm.model.RL_1.561
OG0006981	XP_018446986.1, XP_018476012.1	evm.model.RL_4.1802
OG0006982	XP_018437788.1, XP_018492937.1	evm.model.RL_1.616
OG0006983	XP_018486088.1, XP_018436965.1	evm.model.RL_1.623
OG0006984	XP_018491896.1, XP_018486934.1, XP_018433258.1	evm.model.RL_1.643
OG0006985	XP_018441036.1, XP_018491423.1, XP_018488311.1	evm.model.RL_1.657.1.687c87eb
OG0006986	XP_018491151.1, XP_018462743.1, XP_018489292.1	evm.model.RL_1.684
OG0006987	XP_018465366.1, XP_018438899.1, XP_018485798.1	evm.model.RL_1.731
OG0006988	XP_018491881.1, XP_018466071.1, XP_018438236.1	evm.model.RL_1.805
OG0006989	XP_018477937.1, XP_018475549.1	evm.model.RL_6.2140
OG0006990	XP_018477784.1, XP_018479956.1, XP_018477796.1, XP_018433317.1	evm.model.RL_6.2131
OG0006991	XP_018476197.1, XP_018440362.1, XP_018466355.1	evm.model.RL_6.2118
OG0006992	XP_018476172.1, XP_018434170.1	evm.model.RL_6.2095
OG0006993	XP_018464226.1, XP_018475346.1, XP_018483679.1	evm.model.RL_6.2086
OG0006994	XP_018436633.1, XP_018472860.1	evm.model.RL_6.2072
OG0006995	XP_018458150.1, XP_018472522.1	evm.model.RL_6.2042
OG0006996	XP_018438784.1, XP_018481828.1	evm.model.RL_6.2048
OG0006997	XP_018477518.1, XP_018484975.1, XP_018476934.1	evm.model.RL_6.1999
OG0006998	XP_018437981.1, XP_018472838.1	evm.model.RL_6.1989
OG0006999	XP_018482166.1, XP_018473440.1	evm.model.RL_6.1984
OG0007000	XP_018474576.1	evm.model.RL_6.1983
OG0007001	XP_018441720.1	evm.model.RL_6.1676
OG0007002	XP_018483003.1, XP_018482920.1, XP_018474909.1	evm.model.RL_6.1678
OG0007003	XP_018481683.1, XP_018481692.1, XP_018437289.1	evm.model.RL_6.1699
OG0007004	XP_018481378.1, XP_018437389.1	evm.model.RL_6.1703
OG0007005	XP_018441407.1, XP_018484911.1	evm.model.RL_6.1712
OG0007006	XP_018434014.1, XP_018483007.1	evm.model.RL_6.1719
OG0007007	XP_018478911.1	evm.model.RL_6.1740
OG0007008	XP_018472989.1, XP_018461238.1, XP_018477293.1	evm.model.RL_6.1872
OG0007009	XP_018475703.1	evm.model.RL_6.1876
OG0007009	XP_018477599.1, XP_018477319.1	evm.model.RL_6.1858
OG0007010	XP_018478763.1, XP_018478762.1, XP_018434200.1	evm.model.RL_6.1849
OG0007011	XP_018475260.1, XP_018433297.1	evm.model.RL_6.1845
OG0007012	XP_018465120.1, XP_018437483.1	evm.model.RL_6.1839
OG0007013	XP_018460910.1, XP_018480719.1	evm.model.RL_6.1892
OG0007014	XP_018485129.1, XP_018441360.1	evm.model.RL_6.1933
OG0007015	XP_018475917.1, XP_018437522.1	evm.model.RL_6.1959
OG0007016	XP_018472494.1, XP_018439502.1	evm.model.RL_5.1437
OG0007017	XP_018445920.1	evm.model.RL_3.2404
OG0007018	XP_018433469.1, XP_018449266.1	evm.model.RL_5.1479
OG0007019	XP_018437728.1	evm.model.RL_1.1171
OG0007020	XP_018484810.1, XP_018455007.1	evm.model.RL_5.1527
OG0007021	XP_018465595.1, XP_018447639.1	evm.model.RL_5.1532
OG0007022	XP_018437409.1, XP_018450946.1, XP_018451549.1	evm.model.RL_5.1555
OG0007023	XP_018468634.1, XP_018456751.1, XP_018456736.1	evm.model.RL_3.1624
OG0007024	XP_018449205.1, XP_018461056.1, XP_018481929.1	evm.model.RL_5.1598
OG0007025	XP_018473592.1, XP_018435873.1	evm.model.RL_5.1603
OG0007026	XP_018447888.1, XP_018432655.1, XP_018441752.1	evm.model.RL_5.1616
OG0007027	XP_018449713.1, XP_018437708.1, XP_018437706.1	evm.model.RL_5.1626
OG0007028	XP_018449158.1, XP_018449161.1, XP_018461069.1, XP_018451578.1	evm.model.RL_5.1696
OG0007029	XP_018455204.1, XP_018440769.1, XP_018438678.1	evm.model.RL_5.1732, evm.model.RL_5.1734
OG0007030	XP_018473220.1, XP_018451739.1	evm.model.RL_5.1735
OG0007031	XP_018449740.1, XP_018449728.1, XP_018435384.1	evm.model.RL_5.1756
OG0007033	XP_018432819.1, XP_018432795.1	evm.model.RL_5.1788
OG0007034	XP_018451854.1, XP_018481347.1, XP_018490607.1	evm.model.RL_5.1801
OG0007035	XP_018447040.1, XP_018485537.1	evm.model.RL_5.3673
OG0007036	XP_018473493.1, XP_018436861.1	evm.model.RL_5.3656
OG0007037	XP_018450506.1, XP_018440777.1, XP_018440788.1	evm.model.RL_5.3611
OG0007038	XP_018447920.1, XP_018448058.1, XP_018448053.1, XP_018473018.1	evm.model.RL_5.3569
OG0007039	XP_018482265.1	evm.model.RL_5.3563
OG0007042	XP_018443925.1, XP_018455476.1, XP_018455480.1	evm.model.RL_3.1580
OG0007043	XP_018438612.1, XP_018488238.1	evm.model.RL_5.3424
OG0007044	XP_018441042.1	evm.model.RL_5.3400
OG0007045	XP_018466643.1, XP_018449542.1, XP_018467074.1	evm.model.RL_5.3387
OG0007046	XP_018447617.1, XP_018479375.1	evm.model.RL_5.3364
OG0007047	XP_018451765.1, XP_018460367.1, XP_018479196.1, XP_018464569.1	evm.model.RL_5.3242
OG0007048	XP_018468193.1, XP_018450496.1	evm.model.RL_5.3193
OG0007049	XP_018449328.1, XP_018467251.1	evm.model.RL_5.3178
OG0007050	XP_018449741.1, XP_018458055.1	evm.model.RL_2.1946
OG0007051	XP_018470664.1, XP_018447656.1	evm.model.RL_2.1968
OG0007052	XP_018483489.1, XP_018467930.1	evm.model.RL_2.1982.2.687c86e4
OG0007053	XP_018443885.1, XP_018452206.1	evm.model.RL_8.1263
OG0007054	XP_018449594.1, XP_018478335.1	evm.model.RL_2.2278
OG0007055	XP_018481176.1, XP_018437172.1, XP_018437752.1	evm.model.RL_6.335
OG0007056	XP_018480300.1, XP_018480949.1, XP_018437467.1, XP_018464038.1	evm.model.RL_6.243
OG0007057	XP_018483356.1, XP_018433950.1	evm.model.RL_6.1904
OG0007058	XP_018439159.1, XP_018436996.1, XP_018464423.1	evm.model.RL_6.185
OG0007059	XP_018483062.1, XP_018438866.1, XP_018438734.1	evm.model.RL_6.120
OG0007060	XP_018476542.1, XP_018476543.1, XP_018434028.1	evm.model.RL_6.14
OG0007061	XP_018440830.1, XP_018457910.1, XP_018482554.1	evm.model.RL_4.770
OG0007062	XP_018485634.1, XP_018437610.1	evm.model.RL_5.1302
OG0007063	XP_018449838.1, XP_018449913.1	evm.model.RL_5.1264
OG0007065	XP_018441791.1, XP_018434982.1	evm.model.RL_5.1174
OG0007066	XP_018434740.1, XP_018468415.1, XP_018468435.1	evm.model.RL_5.1159
OG0007067	XP_018437911.1, XP_018450029.1, XP_018450019.1	evm.model.RL_5.1153
OG0007068	XP_018451246.1, XP_018491997.1	evm.model.RL_5.1108
OG0007069	XP_018487287.1, XP_018487265.1, XP_018468108.1	evm.model.RL_5.1104
OG0007070	XP_018458299.1, XP_018463029.1	evm.model.RL_5.1056
OG0007072	XP_018447851.1, XP_018447852.1, XP_018490863.1, XP_018489023.1	evm.model.RL_5.981
OG0007073	XP_018481110.1	evm.model.RL_5.979
OG0007074	XP_018442197.1, XP_018485496.1	evm.model.RL_5.968
OG0007075	XP_018484065.1, XP_018461429.1, XP_018450159.1, XP_018436269.1	evm.model.RL_5.966
OG0007076	XP_018472000.1, XP_018469287.1	evm.model.RL_5.894
OG0007077	XP_018465573.1, XP_018483703.1, XP_018433452.1	evm.model.RL_5.864
OG0007078	XP_018471893.1, XP_018475571.1, XP_018450853.1, XP_018460025.1	evm.model.RL_5.832
OG0007079	XP_018492350.1, XP_018460024.1, XP_018450847.1	evm.model.RL_5.831
OG0007080	XP_018448967.1, XP_018448965.1, XP_018435665.1	evm.model.RL_5.788
OG0007081	XP_018451691.1, XP_018435502.1	evm.model.RL_5.761
OG0007082	XP_018441594.1, XP_018450254.1, XP_018461720.1	evm.model.RL_5.740
OG0007083	XP_018432797.1, XP_018438239.1	evm.model.RL_5.686
OG0007084	XP_018473064.1, XP_018439867.1	evm.model.RL_6.2794
OG0007085	XP_018486168.1	evm.model.RL_5.601
OG0007086	XP_018434758.1, XP_018489393.1	evm.model.RL_5.582
OG0007087	XP_018489391.1, XP_018461515.1, XP_018488046.1	evm.model.RL_5.580
OG0007088	XP_018441552.1	evm.model.RL_5.540
OG0007089	XP_018470978.1, XP_018470977.1, XP_018457320.1, XP_018457319.1	evm.model.RL_8.1193
OG0007090	XP_018449563.1, XP_018470264.1, XP_018468793.1	evm.model.RL_2.2826
OG0007091	XP_018453207.1, XP_018447370.1	evm.model.RL_5.480
OG0007092	XP_018482889.1, XP_018485320.1, XP_018489200.1	evm.model.RL_5.466
OG0007093	XP_018491822.1, XP_018491823.1, XP_018451571.1, XP_018451559.1	evm.model.RL_5.429
OG0007094	XP_018447327.1, XP_018491699.1, XP_018487925.1, XP_018487920.1	evm.model.RL_5.348.1.687c88ab
OG0007095	XP_018490792.1	evm.model.RL_5.329
OG0007096	XP_018448183.1, XP_018471126.1, XP_018489455.1, XP_018489195.1	evm.model.RL_5.319
OG0007097	XP_018489988.1, XP_018463393.1, XP_018443303.1	evm.model.RL_5.311
OG0007098	XP_018480413.1	evm.model.RL_5.307
OG0007099	XP_018486279.1, XP_018486284.1, XP_018479598.1	evm.model.RL_5.281
OG0007100	XP_018450430.1, XP_018483110.1	evm.model.RL_5.249
OG0007101	XP_018466598.1, XP_018449244.1, XP_018449975.1	evm.model.RL_5.240
OG0007102	XP_018492368.1, XP_018438047.1	evm.model.RL_5.155
OG0007103	XP_018487355.1, XP_018447731.1	evm.model.RL_5.153
OG0007104	XP_018447787.1, XP_018481298.1	evm.model.RL_5.149
OG0007105	XP_018448042.1	evm.model.RL_5.147
OG0007106	XP_018487367.1, XP_018485674.1	evm.model.RL_5.19.1.687c88a9
OG0007107	XP_018478984.1	evm.model.RL_7.1233
OG0007108	XP_018490665.1	evm.model.RL_8.2914
OG0007109	XP_018473710.1, XP_018473711.1, XP_018448213.1, XP_018466856.1	evm.model.RL_4.2189
OG0007110	XP_018444880.1, XP_018473707.1, XP_018473706.1	evm.model.RL_4.2192
OG0007111	XP_018473708.1, XP_018473709.1, XP_018446555.1	evm.model.RL_4.2194
OG0007112	XP_018445208.1, XP_018473679.1, XP_018473690.1	evm.model.RL_4.2205
OG0007113	XP_018446914.1, XP_018472970.1	evm.model.RL_4.2149
OG0007114	XP_018476990.1, XP_018476991.1, XP_018442896.1	evm.model.RL_4.2097
OG0007115	XP_018468231.1, XP_018444855.1	evm.model.RL_4.2114
OG0007116	XP_018476004.1, XP_018470198.1	evm.model.RL_4.2071
OG0007117	XP_018447413.1, XP_018467113.1, XP_018475803.1	evm.model.RL_4.2000
OG0007118	XP_018446564.1, XP_018472003.1	evm.model.RL_4.1981
OG0007119	XP_018442917.1, XP_018470215.1, XP_018460610.1	evm.model.RL_4.1980
OG0007120	XP_018455144.1, XP_018463931.1	evm.model.RL_4.1945
OG0007121	XP_018474280.1, XP_018444790.1, XP_018446023.1	evm.model.RL_4.1920
OG0007122	XP_018467647.1, XP_018460051.1	evm.model.RL_4.1901
OG0007123	XP_018474275.1, XP_018476202.1, XP_018445554.1, XP_018445555.1	evm.model.RL_4.1784.1.687c86d5
OG0007124	XP_018472609.1, XP_018442184.1	evm.model.RL_4.1735
OG0007125	XP_018457138.1, XP_018440826.1, XP_018435180.1	evm.model.RL_4.1125
OG0007126	XP_018437725.1, XP_018481333.1, XP_018465745.1	evm.model.RL_4.1114
OG0007127	XP_018465718.1, XP_018452208.1, XP_018466511.1, XP_018478887.1	evm.model.RL_4.1072
OG0007128	XP_018441787.1, XP_018457580.1	evm.model.RL_4.1039
OG0007129	XP_018436648.1, XP_018484789.1	evm.model.RL_4.966
OG0007130	XP_018454823.1, XP_018482997.1, XP_018482996.1	evm.model.RL_4.926
OG0007131	XP_018484877.1, XP_018454781.1	evm.model.RL_4.876
OG0007133	XP_018483969.1, XP_018461202.1, XP_018439709.1	evm.model.RL_4.790
OG0007134	XP_018482886.1, XP_018454844.1	evm.model.RL_4.838
OG0007135	XP_018476054.1, XP_018465121.1	evm.model.RL_4.2274
OG0007136	XP_018449238.1, XP_018442420.1, XP_018444045.1	evm.model.RL_4.2849
OG0007137	XP_018444366.1, XP_018464231.1, XP_018475121.1	evm.model.RL_4.2870
OG0007138	XP_018475345.1, XP_018444246.1	evm.model.RL_4.2887
OG0007139	XP_018476271.1, XP_018471176.1	evm.model.RL_4.2276
OG0007140	XP_018445466.1, XP_018468226.1	evm.model.RL_4.2277
OG0007141	XP_018446932.1, XP_018473310.1, XP_018472754.1, XP_018472755.1	evm.model.RL_4.2910
OG0007142	XP_018445382.1, XP_018463179.1	evm.model.RL_4.2987
OG0007143	XP_018472850.1	evm.model.RL_4.3031
OG0007144	XP_018475444.1, XP_018445945.1, XP_018445943.1	evm.model.RL_4.3051
OG0007145	XP_018475442.1, XP_018443900.1	evm.model.RL_4.3045
OG0007146	XP_018475782.1	evm.model.RL_4.3082
OG0007147	XP_018442354.1	evm.model.RL_4.1706
OG0007148	XP_018460135.1, XP_018460134.1, XP_018478673.1, XP_018456159.1	evm.model.RL_4.1165
OG0007149	XP_018478352.1, XP_018460132.1, XP_018454728.1, XP_018456156.1	evm.model.RL_4.1168
OG0007150	XP_018458422.1, XP_018478445.1	evm.model.RL_4.1169
OG0007151	XP_018484799.1	evm.model.RL_4.1226
OG0007152	XP_018477975.1, XP_018467620.1	evm.model.RL_4.1229
OG0007153	XP_018464017.1, XP_018439015.1, XP_018483927.1	evm.model.RL_4.1245
OG0007154	XP_018439024.1, XP_018464015.1, XP_018483928.1	evm.model.RL_4.1246
OG0007155	XP_018482939.1	evm.model.RL_4.1303
OG0007156	XP_018452621.1, XP_018478472.1, XP_018478471.1	evm.model.RL_4.1323
OG0007157	XP_018454829.1, XP_018462229.1, XP_018481348.1	evm.model.RL_4.1324
OG0007158	XP_018433042.1, XP_018486982.1	evm.model.RL_7.1497
OG0007159	XP_018455969.1, XP_018439505.1	evm.model.RL_4.1364
OG0007160	XP_018456044.1, XP_018444288.1, XP_018478841.1	evm.model.RL_4.1373
OG0007161	XP_018484126.1, XP_018484142.1, XP_018456987.1, XP_018454075.1	evm.model.RL_4.1396
OG0007162	XP_018456990.1, XP_018455606.1, XP_018484145.1, XP_018484128.1	evm.model.RL_4.1397
OG0007163	XP_018459739.1, XP_018477339.1, XP_018455164.1	evm.model.RL_8.2155
OG0007164	XP_018457451.1, XP_018433254.1, XP_018493310.1	evm.model.RL_8.2161
OG0007165	XP_018455057.1, XP_018437652.1, XP_018488994.1	evm.model.RL_8.2166
OG0007166	XP_018488993.1, XP_018466698.1	evm.model.RL_8.2195
OG0007167	XP_018457948.1, XP_018484781.1	evm.model.RL_8.2229
OG0007168	XP_018489917.1, XP_018435574.1	evm.model.RL_8.2313
OG0007169	XP_018437818.1, XP_018489141.1, XP_018466920.1	evm.model.RL_8.2321
OG0007170	XP_018456306.1, XP_018467157.1, XP_018461744.1	evm.model.RL_8.2329
OG0007171	XP_018486939.1, XP_018486933.1, XP_018454558.1	evm.model.RL_8.2347
OG0007172	XP_018433797.1	evm.model.RL_7.1578, evm.model.RL_7.1577
OG0007173	XP_018493140.1, XP_018493141.1, XP_018452511.1	evm.model.RL_8.2371
OG0007174	XP_018466809.1, XP_018473123.1	evm.model.RL_8.1951
OG0007175	XP_018437537.1, XP_018469186.1, XP_018479270.1, XP_018482143.1	evm.model.RL_7.1296
OG0007176	XP_018437495.1, XP_018472322.1, XP_018472321.1, XP_018449327.1	evm.model.RL_7.1416
OG0007177	XP_018440720.1	evm.model.RL_7.1436
OG0007178	XP_018439975.1	evm.model.RL_7.1564
OG0007179	XP_018458212.1	evm.model.RL_7.1585
OG0007180	XP_018485546.1	evm.model.RL_7.1620
OG0007181	XP_018441691.1	evm.model.RL_7.1675
OG0007182	XP_018461615.1, XP_018468807.1	evm.model.RL_7.1765
OG0007183	XP_018445143.1, XP_018464780.1	evm.model.RL_7.1836
OG0007184	XP_018433665.1	evm.model.RL_7.1844
OG0007185	XP_018442057.1, XP_018432793.1, XP_018491632.1	evm.model.RL_7.1917
OG0007186	XP_018489725.1, XP_018433898.1	evm.model.RL_7.1971
OG0007187	XP_018472297.1, XP_018442382.1, XP_018442270.1	evm.model.RL_3.1123
OG0007188	XP_018461680.1, XP_018443052.1, XP_018443164.1	evm.model.RL_3.1118
OG0007189	XP_018477240.1	evm.model.RL_7.225
OG0007190	XP_018485706.1, XP_018491494.1	evm.model.RL_3.1302
OG0007191	XP_018461477.1, XP_018470262.1, XP_018462361.1, XP_018457777.1	evm.model.RL_3.1322
OG0007192	XP_018442840.1, XP_018442819.1, XP_018456083.1, XP_018456086.1	evm.model.RL_3.1345
OG0007193	XP_018453374.1, XP_018453377.1	evm.model.RL_3.1198
OG0007194	XP_018471200.1	evm.model.RL_3.1383
OG0007195	XP_018471199.1, XP_018457371.1	evm.model.RL_3.1384
OG0007196	XP_018468964.1, XP_018465490.1, XP_018454726.1	evm.model.RL_3.1393
OG0007197	XP_018454826.1, XP_018442249.1, XP_018461691.1	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	XP_018474836.1, XP_018458039.1	evm.model.RL_3.1496
OG0007199	XP_018470580.1	evm.model.RL_3.1504
OG0007200	XP_018452768.1	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	XP_018452646.1	evm.model.RL_3.1570
OG0007202	XP_018452475.1, XP_018442404.1	evm.model.RL_3.1589
OG0007203	XP_018445413.1, XP_018475638.1	evm.model.RL_4.1663
OG0007204	XP_018453418.1, XP_018463981.1	evm.model.RL_3.2230
OG0007205	XP_018464328.1, XP_018443824.1, XP_018461020.1	evm.model.RL_3.2170
OG0007207	XP_018449395.1, XP_018464940.1	evm.model.RL_3.2137
OG0007208	XP_018457873.1, XP_018443939.1	evm.model.RL_3.2129
OG0007209	XP_018482385.1, XP_018444953.1	evm.model.RL_3.2083
OG0007210	XP_018468921.1, XP_018444483.1	evm.model.RL_3.2053
OG0007211	XP_018445884.1	evm.model.RL_3.2038
OG0007212	XP_018443019.1, XP_018464870.1, XP_018469341.1	evm.model.RL_3.2019
OG0007213	XP_018445445.1, XP_018463657.1	evm.model.RL_3.1985
OG0007214	XP_018470540.1, XP_018443152.1, XP_018462825.1, XP_018465970.1	evm.model.RL_3.1982
OG0007215	XP_018443050.1, XP_018443035.1, XP_018442898.1	evm.model.RL_3.1910.1.687c84bd
OG0007216	XP_018456369.1, XP_018446568.1, XP_018446570.1	evm.model.RL_3.1904
OG0007217	XP_018472432.1, XP_018460247.1, XP_018445564.1, XP_018445545.1	evm.model.RL_3.1897
OG0007218	XP_018446957.1, XP_018465528.1, XP_018445563.1, XP_018445544.1	evm.model.RL_3.1894
OG0007219	XP_018444173.1, XP_018444091.1, XP_018446923.1	evm.model.RL_3.1863
OG0007220	XP_018456638.1, XP_018445750.1	evm.model.RL_3.1784
OG0007221	XP_018453224.1, XP_018453094.1, XP_018468410.1	evm.model.RL_3.1726
OG0007222	XP_018470335.1	evm.model.RL_6.1225
OG0007223	XP_018442945.1, XP_018458595.1, XP_018467515.1, XP_018456023.1	evm.model.RL_3.1670
OG0007224	XP_018470764.1, XP_018457282.1, XP_018457283.1	evm.model.RL_3.1632
OG0007225	XP_018446785.1, XP_018461489.1	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	XP_018457162.1, XP_018472207.1	evm.model.RL_3.2266
OG0007227	XP_018433303.1, XP_018463111.1	evm.model.RL_1.961
OG0007228	XP_018459394.1, XP_018456547.1, XP_018443800.1, XP_018443777.1	evm.model.RL_3.2331
OG0007229	XP_018443806.1, XP_018453406.1, XP_018457392.1	evm.model.RL_3.2339
OG0007230	XP_018446884.1, XP_018470832.1	evm.model.RL_3.2361
OG0007231	XP_018488797.1	evm.model.RL_7.1886
OG0007232	XP_018445354.1	evm.model.RL_3.2471
OG0007233	XP_018444326.1, XP_018454427.1	evm.model.RL_3.2389
OG0007234	XP_018442894.1	evm.model.RL_3.2394
OG0007235	XP_018453327.1, XP_018467022.1, XP_018444340.1	evm.model.RL_3.2402
OG0007237	XP_018450700.1, XP_018440061.1, XP_018492740.1	evm.model.RL_5.1430
OG0007238	XP_018443577.1, XP_018442548.1, XP_018471578.1	evm.model.RL_3.2450
OG0007239	XP_018442340.1	evm.model.RL_3.2454
OG0007240	XP_018491143.1, XP_018488286.1, XP_018485813.1	evm.model.RL_1.1200, evm.model.RL_1.1294
OG0007241	XP_018441996.1, XP_018470287.1, XP_018485878.1	evm.model.RL_1.1205
OG0007243	XP_018433414.1, XP_018487141.1	evm.model.RL_1.1288
OG0007244	XP_018434803.1, XP_018438439.1, XP_018493270.1	evm.model.RL_1.1300
OG0007245	XP_018490354.1, XP_018490098.1	evm.model.RL_1.1338
OG0007246	XP_018440947.1, XP_018441887.1, XP_018490101.1, XP_018466101.1	evm.model.RL_1.1343
OG0007247	XP_018486244.1, XP_018491170.1, XP_018491168.1	evm.model.RL_1.1383
OG0007248	XP_018490719.1, XP_018459447.1, XP_018490790.1, XP_018489925.1	evm.model.RL_1.1463
OG0007249	XP_018492896.1, XP_018437880.1, XP_018437885.1	evm.model.RL_1.1478
OG0007250	XP_018493331.1, XP_018440692.1	evm.model.RL_1.1483
OG0007251	XP_018438098.1, XP_018439536.1, XP_018463723.1, XP_018488597.1	evm.model.RL_1.1500
OG0007252	XP_018486566.1, XP_018492475.1	evm.model.RL_1.1505
OG0007253	XP_018441717.1, XP_018440395.1	evm.model.RL_1.1527
OG0007254	XP_018441020.1, XP_018441028.1, XP_018492973.1	evm.model.RL_1.1528.1.687c87ed
OG0007255	XP_018489144.1, XP_018438857.1	evm.model.RL_1.1537
OG0007256	XP_018434356.1, XP_018434329.1, XP_018493138.1	evm.model.RL_1.1543
OG0007257	XP_018486380.1	evm.model.RL_1.1745
OG0007258	XP_018488397.1, XP_018486020.1	evm.model.RL_1.1632
OG0007259	XP_018465487.1, XP_018439902.1, XP_018490440.1, XP_018493569.1, XP_018490439.1	evm.model.RL_1.1644
OG0007260	XP_018439476.1, XP_018487559.1	evm.model.RL_1.1668
OG0007261	XP_018440207.1, XP_018493546.1, XP_018489286.1	evm.model.RL_1.1696
OG0007262	XP_018488263.1, XP_018486132.1, XP_018440209.1	evm.model.RL_1.1698
OG0007263	XP_018462303.1	evm.model.RL_1.1707
OG0007264	XP_018489679.1	evm.model.RL_4.1042
OG0007265	XP_018434797.1, XP_018487211.1	evm.model.RL_1.1728
