Orthogroup	Raphanus_sativus	Erysimum_linariifolium
OG0007758	XP_018471942.1, XP_018471941.1	El003G181540, El005G277500
OG0007759	XP_018492297.1, XP_018492641.1	El005G268560
OG0007761	XP_018484311.1	El003G177740
OG0007762	XP_018478777.1, XP_018482716.1, XP_018458402.1	El003G176620
OG0007763	XP_018451368.1, XP_018483525.1	El003G175180
OG0007765	XP_018477412.1, XP_018443700.1, XP_018444228.1	El003G192140
OG0007766	XP_018478168.1, XP_018442814.1	El003G193310
OG0007767	XP_018478375.1, XP_018458761.1, XP_018443869.1	El003G193590
OG0007768	XP_018443983.1, XP_018460685.1	El004G199380
OG0007769	XP_018441444.1	El006G279960
OG0007770	XP_018439800.1, XP_018476597.1	El006G280080
OG0007771	XP_018437976.1, XP_018480836.1	El006G280130
OG0007772	XP_018434187.1, XP_018466790.1, XP_018461796.1, XP_018473100.1	El006G280490
OG0007773	XP_018434303.1, XP_018434279.1, XP_018478508.1	El006G280590
OG0007774	XP_018434288.1, XP_018485149.1	El006G280690
OG0007775	XP_018481452.1, XP_018438809.1	El006G280710
OG0007776	XP_018437890.1	El006G281360
OG0007777	XP_018476218.1, XP_018484440.1	El006G281480
OG0007778	XP_018437597.1, XP_018466587.1, XP_018437325.1	El006G281900
OG0007779	XP_018464998.1, XP_018480452.1	El006G282030
OG0007780	XP_018464997.1, XP_018480785.1, XP_018433988.1	El006G282050
OG0007781	XP_018479147.1, XP_018482507.1, XP_018441544.1	El006G282060
OG0007782	XP_018475754.1, XP_018479152.1, XP_018482511.1	El006G282090
OG0007783	XP_018475752.1, XP_018479141.1, XP_018482502.1	El006G282100
OG0007784	XP_018484256.1, XP_018479132.1, XP_018436609.1	El006G282360
OG0007785	XP_018434255.1, XP_018434269.1	El006G282670
OG0007786	XP_018481043.1, XP_018436971.1, XP_018466942.1	El006G283030
OG0007787	XP_018437343.1, XP_018478704.1	El006G283700
OG0007788	XP_018467273.1, XP_018433763.1, XP_018472750.1	El006G284280
OG0007789	XP_018441686.1, XP_018463097.1, XP_018472775.1	El006G284690
OG0007790	XP_018475951.1, XP_018484378.1, XP_018484031.1	El006G284770
OG0007791	XP_018438669.1	El006G284920
OG0007792	XP_018476972.1	El006G286010
OG0007793	XP_018478624.1, XP_018482780.1, XP_018436549.1, XP_018436550.1	El006G286450
OG0007794	XP_018474595.1	El006G287220
OG0007795	XP_018478746.1, XP_018478659.1, XP_018433730.1	El006G286950
OG0007796	XP_018474417.1	El001G081820
OG0007797	XP_018468670.1, XP_018475512.1	El001G081550
OG0007798	XP_018442448.1, XP_018479451.1, XP_018466898.1	El001G081360
OG0007799	XP_018475232.1, XP_018449449.1	El001G081210
OG0007800	XP_018443160.1, XP_018446984.1	El001G081110
OG0007801	XP_018474354.1, XP_018474352.1	El001G080760
OG0007802	XP_018446517.1, XP_018446516.1, XP_018476570.1	El001G080650
OG0007803	XP_018472950.1, XP_018446099.1, XP_018446086.1	El001G080570
OG0007804	XP_018474813.1	El001G080560
OG0007805	XP_018446619.1, XP_018446612.1, XP_018476811.1	El001G080150
OG0007806	XP_018474870.1	El001G078820
OG0007807	XP_018442547.1	El001G079860
OG0007808	XP_018445249.1, XP_018474964.1	El001G078860
OG0007809	XP_018469490.1, XP_018444646.1	El001G078680
OG0007810	XP_018447348.1, XP_018444365.1	El001G078490
OG0007811	XP_018444319.1, XP_018451417.1	El001G078430
OG0007813	XP_018473151.1, XP_018444322.1, XP_018443249.1	El001G078240
OG0007814	XP_018470635.1, XP_018443950.1	El001G060940
OG0007815	XP_018446475.1, XP_018476942.1	El001G060480
OG0007817	XP_018470863.1, XP_018446632.1, XP_018443382.1, XP_018466692.1	El001G059430
OG0007818	XP_018464722.1, XP_018474888.1, XP_018442858.1	El001G059280
OG0007819	XP_018476559.1, XP_018442963.1	El001G059040
OG0007820	XP_018442473.1, XP_018475141.1	El001G058980
OG0007822	XP_018469507.1, XP_018442626.1	El001G058870
OG0007823	XP_018476554.1, XP_018445221.1	El001G058590
OG0007824	XP_018474485.1, XP_018445926.1	El001G058050
OG0007825	XP_018472994.1, XP_018442512.1	El001G057560
OG0007826	XP_018475824.1, XP_018475826.1, XP_018492301.1	El007G330130
OG0007827	XP_018471535.1, XP_018445999.1	El007G330210
OG0007828	XP_018476944.1, XP_018444629.1, XP_018460397.1	El007G330420
OG0007829	XP_018454351.1, XP_018474627.1	El007G330740
OG0007830	XP_018455348.1, XP_018455029.1, XP_018469200.1	El007G330970
OG0007831	XP_018476647.1, XP_018471690.1	El007G331290
OG0007833	XP_018476354.1, XP_018452133.1	El007G332240
OG0007834	XP_018472525.1	El007G332500
OG0007835	XP_018490688.1, XP_018454459.1	El007G327470
OG0007836	XP_018458211.1	El007G327400
OG0007837	XP_018492385.1, XP_018456790.1	El007G327390
OG0007838	XP_018485632.1, XP_018462986.1	El007G327100, El003G151980
OG0007839	XP_018452501.1, XP_018452306.1	El007G334940
OG0007840	XP_018456387.1, XP_018486603.1, XP_018467158.1	El007G326560
OG0007841	XP_018488478.1, XP_018439958.1	El007G326510
OG0007842	XP_018489995.1, XP_018489982.1	El007G325870
OG0007843	XP_018486895.1, XP_018452242.1	El007G325740
OG0007844	XP_018452359.1, XP_018493548.1	El007G325510
OG0007845	XP_018458210.1, XP_018438774.1	El007G325490
OG0007846	XP_018492461.1	El007G325020
OG0007847	XP_018492162.1, XP_018441304.1	El007G324960
OG0007848	XP_018441642.1	El007G324880
OG0007849	XP_018433770.1, XP_018485736.1	El007G324430
OG0007850	XP_018486077.1, XP_018434445.1	El007G324410
OG0007851	XP_018492909.1, XP_018456202.1	El007G324290, El007G326480
OG0007852	XP_018464297.1, XP_018488959.1	El007G323950
OG0007853	XP_018440935.1, XP_018434068.1, XP_018454415.1	El007G323700
OG0007854	XP_018433515.1, XP_018441627.1, XP_018441631.1	El001G020120
OG0007855	XP_018438953.1, XP_018456168.1	El007G323500
OG0007856	XP_018459869.1, XP_018457858.1	El007G323080
OG0007857	XP_018453305.1, XP_018441002.1	El007G322520
OG0007858	XP_018482662.1, XP_018480374.1	El001G021400
OG0007859	XP_018437505.1, XP_018463817.1	El007G322340
OG0007860	XP_018472534.1, XP_018456214.1, XP_018485643.1	El001G000810
OG0007861	XP_018457958.1, XP_018457960.1	El001G000680
OG0007862	XP_018456897.1	El001G000950
OG0007863	XP_018452480.1, XP_018474366.1, XP_018473588.1	El001G001210
OG0007864	XP_018457770.1	El001G001280
OG0007865	XP_018453011.1	El004G228500, El001G001620
OG0007866	XP_018473238.1, XP_018474962.1	El001G001860
OG0007867	XP_018454504.1, XP_018455047.1, XP_018473376.1	El001G002400
OG0007868	XP_018472160.1, XP_018463324.1, XP_018457519.1	El001G002780
OG0007869	XP_018464936.1, XP_018448459.1	El001G002810
OG0007870	XP_018452039.1, XP_018465895.1, XP_018455261.1	El001G002850
OG0007872	XP_018456963.1	El001G003410
OG0007873	XP_018457848.1, XP_018472706.1	El001G003700
OG0007874	XP_018457740.1, XP_018464262.1, XP_018472721.1	El001G003900
OG0007875	XP_018434622.1, XP_018434634.1, XP_018478265.1	El007G360270
OG0007876	XP_018478890.1, XP_018461506.1, XP_018481016.1	El007G359830
OG0007877	XP_018483890.1, XP_018440565.1	El007G358740
OG0007878	XP_018464783.1, XP_018478655.1, XP_018486835.1, XP_018434265.1	El006G298510
OG0007879	XP_018477163.1, XP_018433660.1	El006G298540
OG0007880	XP_018438654.1	El006G299940
OG0007882	XP_018475498.1, XP_018466808.1, XP_018433575.1	El006G299990
OG0007883	XP_018472972.1, XP_018441566.1	El006G299070
OG0007884	XP_018482355.1, XP_018476698.1	El003G162200, El006G299860
OG0007885	XP_018439591.1, XP_018484851.1	El006G300520
OG0007886	XP_018463087.1, XP_018481614.1, XP_018460847.1	El006G301230
OG0007887	XP_018434359.1	El006G301380
OG0007888	XP_018485183.1, XP_018436282.1	El006G301540
OG0007889	XP_018441334.1, XP_018477457.1	El006G301580
OG0007890	XP_018472716.1	El002G088910
OG0007891	XP_018472765.1, XP_018483621.1	El006G301770
OG0007892	XP_018441739.1	El006G302140
OG0007893	XP_018481257.1	El006G302320
OG0007894	XP_018485159.1, XP_018481717.1	El006G302350
OG0007895	XP_018480958.1, XP_018475150.1, XP_018438043.1	El006G302500
OG0007896	XP_018447632.1, XP_018450860.1	El002G089580
OG0007897	XP_018463205.1, XP_018440851.1	El006G302810
OG0007898	XP_018481473.1, XP_018435221.1, XP_018463081.1	El006G304620
OG0007899	XP_018478543.1, XP_018438626.1	El006G304640
OG0007900	XP_018475713.1, XP_018438390.1, XP_018440393.1	El006G305090
OG0007901	XP_018437145.1, XP_018437158.1, XP_018480599.1	El006G305260
OG0007902	XP_018484543.1, XP_018440676.1	El006G305430
OG0007903	XP_018483394.1, XP_018476313.1	El006G306110
OG0007904	XP_018436555.1, XP_018436253.1, XP_018439696.1, XP_018485102.1, XP_018477050.1	El006G308240
OG0007905	XP_018440266.1, XP_018483702.1, XP_018483704.1	El006G309640
OG0007906	XP_018442516.1	El001G075470, El001G074970
OG0007907	XP_018465798.1, XP_018459053.1, XP_018488853.1	El006G311870
OG0007908	XP_018489952.1, XP_018486265.1, XP_018485104.1	El006G312560
OG0007909	XP_018447063.1, XP_018478479.1	El003G156850
OG0007910	XP_018478893.1, XP_018472413.1	El003G157190
OG0007911	XP_018448274.1, XP_018445337.1	El001G066720
OG0007912	XP_018489878.1, XP_018490235.1	El005G235490
OG0007913	XP_018473717.1, XP_018473716.1	El001G067450
OG0007914	XP_018488992.1	El003G168760
OG0007915	XP_018470916.1, XP_018472155.1, XP_018477711.1	El003G157990
OG0007916	XP_018433025.1, XP_018486617.1	El005G235950
OG0007917	XP_018488827.1, XP_018463655.1	El005G236000, El006G318480
OG0007918	XP_018445663.1, XP_018476551.1	El001G066180
OG0007919	XP_018462868.1, XP_018489321.1	El005G236290
OG0007920	XP_018490816.1	El005G236520
OG0007921	XP_018439337.1	El005G236890, El004G219040, El004G219030, El004G219020, El004G221610
OG0007922	XP_018440409.1, XP_018489067.1, XP_018491803.1	El005G237050
OG0007923	XP_018493004.1, XP_018440406.1	El005G237150
OG0007924	XP_018434522.1, XP_018436801.1, XP_018488605.1, XP_018488582.1	El005G237380
OG0007925	XP_018486057.1, XP_018439818.1	El005G237770
OG0007926	XP_018492796.1, XP_018491451.1	El005G238220
OG0007927	XP_018486215.1, XP_018440914.1	El005G238690
OG0007928	XP_018490119.1	El005G239430
OG0007929	XP_018439561.1, XP_018467588.1	El005G239480
OG0007930	XP_018492869.1	El007G362480, El005G239680
OG0007931	XP_018492427.1, XP_018493274.1	El005G239950
OG0007932	XP_018493322.1	El005G239800
OG0007933	XP_018493320.1	El005G240040
OG0007934	XP_018490624.1, XP_018485965.1	El005G240080
OG0007935	XP_018436882.1, XP_018489419.1	El005G240210
OG0007936	XP_018438849.1, XP_018440158.1, XP_018490575.1, XP_018492957.1	El005G240430
OG0007937	XP_018489549.1, XP_018490580.1, XP_018492642.1	El005G240380
OG0007938	XP_018434875.1	El005G240650
OG0007939	XP_018489449.1, XP_018488963.1, XP_018492934.1	El005G241000
OG0007940	XP_018464769.1, XP_018488817.1	El005G241120
OG0007941	XP_018487334.1, XP_018462366.1, XP_018491100.1	El005G241290
OG0007942	XP_018485491.1, XP_018490522.1	El005G241730
OG0007943	XP_018485718.1	El005G241790
OG0007944	XP_018440181.1, XP_018486595.1	El005G241810
OG0007945	XP_018437097.1, XP_018432960.1	El005G241830
OG0007946	XP_018440199.1, XP_018440175.1, XP_018489809.1	El005G241860
OG0007947	XP_018492810.1, XP_018440179.1, XP_018440202.1	El005G241870
OG0007948	XP_018440523.1	El007G347000
OG0007949	XP_018491709.1, XP_018438100.1, XP_018485586.1	El005G242390
OG0007950	XP_018493183.1, XP_018432796.1	El005G242600
OG0007951	XP_018493244.1, XP_018493241.1	El005G242850
OG0007952	XP_018493440.1, XP_018487444.1, XP_018440382.1	El005G243070
OG0007953	XP_018492582.1, XP_018434895.1	El005G243160
OG0007954	XP_018488772.1, XP_018436711.1	El005G243170
OG0007955	XP_018433964.1, XP_018486774.1	El005G243410
OG0007956	XP_018438573.1, XP_018489309.1, XP_018485411.1	El005G243540
OG0007958	XP_018474957.1, XP_018459957.1	El006G289440
OG0007959	XP_018472599.1	El006G289510, El006G289490
OG0007960	XP_018462981.1, XP_018476901.1, XP_018459970.1	El006G289530
OG0007961	XP_018478204.1, XP_018461648.1, XP_018434505.1	El006G289780
OG0007962	XP_018477146.1, XP_018433762.1	El006G289940
OG0007963	XP_018437958.1, XP_018437957.1	El006G290400, El006G290440
OG0007964	XP_018479940.1, XP_018484981.1, XP_018473181.1	El006G291310
OG0007965	XP_018481200.1, XP_018461271.1, XP_018437498.1	El006G294820
OG0007966	XP_018480858.1, XP_018480885.1	El006G294770
OG0007967	XP_018478975.1, XP_018441529.1	El006G294630
OG0007968	XP_018438178.1, XP_018479913.1, XP_018475280.1	El006G294280
OG0007969	XP_018483481.1, XP_018440384.1	El006G294240
OG0007970	XP_018480861.1	El006G294020
OG0007971	XP_018439283.1, XP_018474619.1	El006G293600
OG0007972	XP_018433465.1	El006G293570
OG0007973	XP_018476823.1, XP_018439720.1	El006G293450
OG0007974	XP_018482444.1, XP_018439900.1, XP_018439647.1	El006G293300
OG0007975	XP_018479926.1, XP_018437450.1	El006G292710
OG0007976	XP_018459355.1, XP_018435029.1	El006G292620
OG0007977	XP_018482438.1, XP_018459362.1, XP_018437707.1	El006G292530
OG0007978	XP_018481752.1, XP_018460911.1, XP_018475146.1	El006G292400
OG0007979	XP_018436525.1, XP_018477767.1	El006G292150
OG0007980	XP_018436632.1	El006G291990
OG0007981	XP_018472783.1, XP_018484208.1	El006G291840
OG0007982	XP_018459733.1, XP_018480423.1	El006G295190
OG0007983	XP_018433140.1, XP_018438091.1	El002G099470
OG0007984	XP_018493086.1, XP_018440211.1	El002G100260
OG0007985	XP_018436973.1, XP_018450740.1	El002G100720
OG0007986	XP_018434627.1, XP_018466696.1, XP_018434471.1	El002G101960
OG0007987	XP_018450007.1, XP_018440825.1	El002G102450
OG0007988	XP_018433274.1, XP_018450385.1	El002G102350
OG0007989	XP_018470151.1, XP_018440824.1	El002G102510
OG0007990	XP_018462227.1, XP_018437368.1	El002G102530
OG0007991	XP_018447302.1, XP_018439680.1, XP_018439692.1	El002G102640
OG0007992	XP_018449148.1, XP_018449151.1, XP_018441405.1	El002G102800
OG0007993	XP_018441403.1, XP_018470225.1	El002G102850
OG0007994	XP_018451256.1, XP_018451263.1, XP_018435057.1	El002G103030
OG0007995	XP_018450585.1, XP_018487191.1	El002G103550
OG0007996	XP_018450591.1, XP_018449931.1	El002G103570
OG0007997	XP_018493175.1, XP_018440213.1	El002G103740
OG0007998	XP_018438195.1, XP_018447444.1	El002G103770
OG0007999	XP_018449497.1	El002G104180
OG0008000	XP_018449494.1, XP_018465882.1, XP_018437637.1	El002G104190
OG0008001	XP_018438599.1, XP_018449346.1	El002G104270
OG0008002	XP_018473406.1, XP_018449765.1	El002G104520
OG0008003	XP_018437619.1, XP_018486970.1	El002G104610
OG0008004	XP_018450990.1, XP_018437645.1	El002G105200
OG0008005	XP_018464583.1, XP_018443158.1	El004G229360
OG0008006	XP_018437568.1, XP_018491291.1	El002G105370
OG0008007	XP_018469237.1, XP_018438675.1	El002G105770
OG0008008	XP_018435602.1, XP_018435218.1	El002G105900
OG0008009	XP_018448272.1, XP_018450509.1, XP_018447932.1	El002G105920
OG0008010	XP_018456193.1, XP_018442208.1, XP_018444350.1, XP_018462119.1	El004G230140
OG0008011	XP_018438767.1, XP_018439813.1	El002G105930
OG0008012	XP_018489956.1, XP_018448107.1, XP_018462519.1	El002G106040
OG0008013	XP_018441468.1, XP_018434547.1, XP_018437950.1	El002G106130
OG0008014	XP_018437927.1, XP_018483714.1	El002G107200
OG0008015	XP_018437720.1, XP_018482995.1	El002G107380
OG0008016	XP_018489442.1	El002G107590, El002G107580
OG0008017	XP_018451340.1, XP_018440321.1	El002G107730
OG0008018	XP_018468362.1, XP_018436757.1	El002G108300
OG0008019	XP_018449467.1, XP_018449782.1, XP_018448049.1, XP_018438616.1	El002G108770
OG0008020	XP_018473830.1, XP_018449769.1, XP_018451526.1	El002G109200
OG0008021	XP_018450390.1, XP_018440746.1	El002G109690
OG0008022	XP_018447775.1, XP_018464302.1, XP_018433056.1	El002G111820
OG0008023	XP_018433044.1, XP_018486643.1	El002G111860
OG0008024	XP_018447154.1	El002G111940
OG0008025	XP_018442425.1, XP_018453376.1	El006G319480, El004G230290, El004G218790
OG0008026	XP_018433761.1	El002G112610
OG0008027	XP_018436089.1	El002G112910
OG0008028	XP_018447463.1, XP_018436093.1	El002G112900
OG0008029	XP_018450557.1, XP_018489054.1, XP_018449946.1	El002G113070
OG0008030	XP_018469704.1	El003G160580
OG0008031	XP_018485305.1, XP_018485297.1, XP_018472335.1	El003G160530
OG0008032	XP_018449042.1, XP_018472246.1	El003G160470
OG0008033	XP_018477924.1, XP_018469921.1	El003G160230
OG0008034	XP_018461365.1, XP_018477726.1, XP_018470663.1	El003G160150
OG0008035	XP_018470850.1, XP_018478374.1	El003G159570
OG0008036	XP_018472015.1, XP_018471978.1, XP_018484620.1, XP_018484600.1	El003G159500
OG0008037	XP_018482378.1, XP_018469777.1, XP_018469787.1	El003G159350
OG0008038	XP_018448244.1, XP_018477418.1	El003G159190
OG0008039	XP_018466508.1, XP_018477679.1	El003G159210
OG0008040	XP_018480979.1, XP_018469300.1	El003G156230
OG0008041	XP_018448081.1, XP_018468042.1	El003G156110
OG0008042	XP_018476951.1, XP_018476941.1	El006G316080, El006G316060
OG0008043	XP_018480972.1, XP_018437180.1	El006G316710
OG0008044	XP_018481712.1	El006G317100, El006G317110
OG0008045	XP_018441944.1, XP_018437823.1, XP_018480293.1	El006G318570
OG0008046	XP_018445082.1	El004G226810
OG0008047	XP_018440234.1, XP_018480991.1	El006G319410
OG0008048	XP_018437719.1, XP_018480745.1	El006G319430
OG0008049	XP_018483540.1, XP_018460818.1, XP_018441318.1	El006G319500
OG0008050	XP_018481654.1, XP_018481639.1, XP_018441709.1	El006G319610
OG0008051	XP_018485055.1, XP_018484701.1, XP_018433810.1	El006G319660
OG0008052	XP_018482090.1	El006G320340
OG0008053	XP_018441908.1, XP_018478163.1	El006G320460
OG0008054	XP_018437615.1	El006G320550
OG0008055	XP_018463934.1, XP_018478467.1, XP_018441793.1	El006G321140
OG0008056	XP_018484670.1, XP_018441189.1	El006G321310
OG0008057	XP_018433540.1	El006G321400
OG0008058	XP_018436641.1	El006G321550
OG0008059	XP_018434081.1, XP_018434137.1, XP_018450501.1	El002G099170
OG0008060	XP_018433067.1, XP_018482420.1	El002G099090
OG0008061	XP_018491139.1, XP_018438606.1	El002G099070
OG0008062	XP_018491021.1, XP_018447801.1, XP_018449959.1	El002G098950
OG0008063	XP_018459578.1, XP_018434729.1	El002G098840
OG0008064	XP_018462150.1, XP_018438481.1, XP_018482081.1	El002G098610
OG0008065	XP_018492730.1, XP_018437465.1	El002G098360
OG0008066	XP_018451085.1, XP_018438255.1	El002G097930
OG0008067	XP_018480829.1, XP_018441348.1	El002G097860
OG0008068	XP_018437635.1, XP_018491226.1	El002G097390
OG0008069	XP_018484144.1	El002G096740
OG0008070	XP_018447404.1, XP_018447412.1, XP_018465322.1, XP_018468182.1	El002G096610
OG0008071	XP_018468171.1, XP_018465241.1, XP_018447399.1, XP_018447408.1	El002G096600
OG0008072	XP_018449465.1, XP_018463938.1	El002G096120
OG0008073	XP_018452287.1, XP_018451868.1	El002G095970
OG0008074	XP_018447432.1, XP_018442755.1	El002G095890
OG0008075	XP_018486547.1	El002G095440
OG0008076	XP_018449110.1, XP_018458359.1	El002G095230
OG0008077	XP_018472128.1	El002G095210
OG0008078	XP_018458349.1, XP_018450314.1	El002G094910
OG0008079	XP_018465249.1	El002G094770
OG0008080	XP_018447599.1, XP_018450573.1, XP_018454027.1, XP_018463286.1	El002G094720
OG0008081	XP_018432717.1, XP_018441640.1, XP_018432784.1	El002G093650
OG0008082	XP_018490053.1, XP_018488420.1	El002G093370
OG0008084	XP_018491481.1, XP_018486123.1, XP_018440003.1	El002G093100
OG0008085	XP_018433085.1, XP_018437773.1, XP_018483806.1	El002G092590
OG0008086	XP_018477092.1, XP_018486309.1, XP_018489709.1	El001G025240
OG0008087	XP_018461721.1, XP_018448215.1, XP_018471764.1	El002G091540
OG0008088	XP_018441710.1, XP_018451292.1	El002G091270
OG0008089	XP_018451293.1, XP_018466589.1	El002G091290
OG0008090	XP_018482964.1, XP_018450566.1	El002G090110
OG0008091	XP_018461517.1, XP_018489389.1, XP_018493232.1	El002G089690
OG0008092	XP_018462291.1, XP_018450676.1, XP_018437155.1	El002G089500
OG0008093	XP_018472622.1, XP_018493479.1	El002G088950
OG0008094	XP_018472554.1, XP_018463434.1, XP_018490590.1	El002G089170
OG0008095	XP_018472588.1, XP_018451141.1	El007G345360, El002G089030
