Orthogroup	Arabidopsis_lyrata_Rawat	Erysimum_linariifolium
OG0008676	AL8G33110	El007G334600
OG0008677	AL8G33270	El007G334400
OG0008678	AL8G33650	El007G333980
OG0008679	AL8G33930	El007G333690
OG0008680	AL8G34130	El007G333520
OG0008681	AL8G34140	El007G333510
OG0008682	AL8G19800	El007G351680
OG0008683	AL8G19900	El007G351280
OG0008684	AL8G19920	El007G351260
OG0008685	AL6G23920	El001G068400
OG0008686	AL6G23900	El001G068420
OG0008687	AL6G23700	El001G068630
OG0008688	AL6G23670	El001G068670
OG0008689	AL6G23660	El001G068690
OG0008690	AL6G23590	El001G068750
OG0008691	AL6G23140	El001G069160
OG0008692	AL6G23130	El001G069180
OG0008693	AL6G22970	El001G069330
OG0008694	AL6G22740	El001G069560
OG0008695	AL6G22610	El001G069700
OG0008696	AL6G22570	El002G131760, El001G069730
OG0008697	AL6G22510	El001G069840
OG0008698	AL6G21960	El001G070360
OG0008699	AL6G21270	El001G071190
OG0008700	AL6G21000	El001G071470
OG0008701	AL6G20870	El001G071620
OG0008702	AL6G20610, AL6G20640	El001G071870
OG0008703	AL6G20300	El001G072160
OG0008704	AL6G20110	El001G072360
OG0008705	AL6G20010	El001G072440
OG0008706	AL6G19730	El001G072740
OG0008707	AL6G19350	El001G073050
OG0008708	AL6G19310	El001G073100
OG0008709	AL6G18880	El001G073330
OG0008710	AL6G18640	El001G073560
OG0008711	AL6G18290	El001G073850
OG0008712	AL6G18250	El001G073890
OG0008713	AL6G18160	El001G074000
OG0008714	AL6G17890	El001G074180
OG0008715	AL7G37490	El003G169880
OG0008716	AL7G36940	El003G169260
OG0008717	AL7G36890	El003G169210
OG0008718	AL7G36760	El003G169090
OG0008719	AL7G36720	El003G169020
OG0008720	AL7G36710	El003G169010
OG0008721	AL7G36570	El003G168840
OG0008722	AL7G36280	El003G168580
OG0008723	AL7G35490	El003G167600
OG0008724	AL1G45730	El007G363380
OG0008725	AL7G34950	El003G167010
OG0008726	AL7G34920	El003G166960
OG0008727	AL7G34690	El003G166610
OG0008728	AL7G34630	El003G166500
OG0008729	AL7G34580	El003G166390
OG0008730	AL7G33860	El003G165850
OG0008731	AL7G33830	El003G165800
OG0008732	AL7G33650	El003G165620
OG0008733	AL7G33400	El003G165350
OG0008734	AL7G33130	El003G165040
OG0008735	AL3G11760, AL7G32920	El003G164870
OG0008736	AL7G32610	El003G164600
OG0008737	AL7G32130	El003G164090
OG0008738	AL7G30980	El003G162900
OG0008739	AL6G47110	El001G006360
OG0008740	AL7G30830	El003G162770
OG0008741	AL7G30650	El003G162610
OG0008742	AL7G30540	El003G162470
OG0008743	AL7G30510	El003G162440
OG0008744	AL7G30380	El003G162240
OG0008745	AL7G29980	El003G161710
OG0008746	AL2G29890	El004G222110
OG0008748	AL6G44260	El001G009010
OG0008749	AL1G47900	El002G121400
OG0008750	AL1G48600	El002G122290
OG0008751	AL1G48720	El002G122620, El002G122630
OG0008752	AL1G48890	El002G122930
OG0008753	AL1G49170	El002G123410
OG0008754	AL1G50340	El002G123860
OG0008755	AL1G52420	El002G128110
OG0008756	AL1G52370	El002G128070
OG0008757	AL1G41160	El002G113240
OG0008758	AL1G52830	El002G128750
OG0008759	AL1G41420	El002G113560
OG0008760	AL1G41830	El002G113920
OG0008761	AL2G33150	El004G225630
OG0008762	AL1G42990	El002G115130
OG0008763	AL1G43070	El002G115170
OG0008764	AL1G43580	El002G115780
OG0008765	AL1G44710	El002G117310
OG0008766	AL1G45000	El002G117580
OG0008767	AL1G45150	El002G117630
OG0008768	AL1G45380	El002G118000
OG0008769	AL7G15380	El003G146510
OG0008770	AL7G15340	El003G146460
OG0008772	AL7G14550	El003G145710
OG0008773	AL7G14250	El003G145440
OG0008774	AL7G13860	El003G145140
OG0008775	AL7G13740	El003G145010
OG0008776	AL7G13680	El003G144950
OG0008778	AL7G12860	El003G144280
OG0008779	nbis-gene-1699	El003G144240
OG0008780	AL7G12600	El003G143960
OG0008781	AL7G12450	El003G143780
OG0008782	AL7G12410, AL7G12430	El003G143760
OG0008783	AL7G12070	El003G143470
OG0008784	AL7G11250	El003G142740
OG0008785	AL7G25080	El003G156510
OG0008786	AL7G45180	El003G184150
OG0008787	AL7G45470	El003G184610, El003G180800
OG0008788	AL7G52660	El003G186850
OG0008789	AL4G42380	El002G122840, El006G285290
OG0008790	AL7G51240	El003G188960
OG0008791	AL1G45370	El002G117990
OG0008792	AL6G15520	El001G076600
OG0008793	AL1G46210	El002G119480
OG0008794	AL4G31740	El006G295370
OG0008795	AL6G43200, AL6G43190	El001G009980
OG0008796	AL4G29710	El006G297860
OG0008797	nbis-gene-2015, AL97U10020, AL8G17140, AL97U10010, AL8G17150	El007G355240
OG0008798	AL8G17800	El007G358070
OG0008799	AL8G18050	El007G358000
OG0008800	AL4G44920	El006G282610
OG0008801	AL8G19650	El007G355410, El007G355490
OG0008802	AL6G44270	El001G008990
OG0008803	AL6G45350	El001G007860
OG0008804	AL6G46810	El001G006880, El001G006820
OG0008805	AL6G47050	El001G006460
OG0008806	AL6G47260	El001G006220
OG0008807	AL6G47310	El001G006180
OG0008808	AL6G47520	El001G006010
OG0008809	AL6G48340	El001G005150
OG0008810	AL6G48750	El001G004780
OG0008811	AL6G48810	El001G004720
OG0008811	nbis-gene-1808	El003G164820
OG0008812	AL8G15380	El007G360990
OG0008813	AL8G15270	El007G361080
OG0008814	AL8G14800	El007G361560
OG0008815	AL8G14380, AL8G14200	El007G362050
OG0008816	AL8G13470	El007G363290
OG0008817	AL8G12730	El007G364100
OG0008818	AL8G12650	El007G364160
OG0008819	AL8G11620	El007G365670
OG0008820	AL8G11560	El007G365730
OG0008821	AL8G11260	El007G366000
OG0008822	AL8G10270	El007G366870
OG0008823	AL8G10260	El007G366880
OG0008824	AL7G44490	El003G183350
OG0008825	AL9U11740	El003G179660
OG0008826	AL9U10880	El003G178340
OG0008827	AL9U10750	El003G178180
OG0008828	AL9U10080	El008G368830, El003G177530
OG0008829	AL3G39630	El005G267320
OG0008830	AL7G42170	El003G175670
OG0008831	AL7G42000	El003G175260
OG0008832	AL7G41910	El003G175170
OG0008833	AL7G41170	El003G174390
OG0008834	AL7G40560	El003G173800, El003G173470
OG0008835	AL7G40490	El003G173620
OG0008836	AL7G40070	El003G172870
OG0008837	AL7G39990	El003G172790
OG0008838	AL7G49740	El003G190790
OG0008839	AL7G48530	El003G192120, El001G011300
OG0008840	AL7G49190	El003G191600
OG0008841	AL7G48450	El003G192210
OG0008842	AL7G48470	El003G192180
OG0008843	AL7G47820	El003G193040
OG0008844	AL7G47340	El003G193390
OG0008845	AL7G47250	El003G193470
OG0008846	AL4G47620	El006G279800
OG0008847	AL39U10130, AL4G47530	El006G279850
OG0008848	AL4G47490, AL39U10100	El006G279900
OG0008849	AL4G46180	El006G281190
OG0008850	AL4G46060	El006G281270
OG0008851	AL4G45930	El006G281460
OG0008852	AL4G45410	El006G281950
OG0008853	AL4G45310	El006G282040
OG0008854	AL4G44940	El006G282590
OG0008855	AL4G44590	El006G283000
OG0008856	AL4G44320	El006G283200
OG0008857	AL4G44220	El006G283350
OG0008858	AL4G44140	El006G283420
OG0008859	AL5G42430	El001G031920
OG0008860	AL4G43140	El006G284590
OG0008861	AL4G42930	El006G284760
OG0008862	AL4G42890	El006G284800
OG0008863	AL4G42880	El006G284810
OG0008864	AL4G42680	El006G285010
OG0008865	AL4G42000	El006G285570
OG0008866	AL4G41690	El006G285830
OG0008867	AL5G40980	El001G030680
OG0008868	AL4G41240	El001G045560, El006G286320
OG0008869	AL409U10030, AL4G40840	El006G286680
OG0008870	AL4G40810, AL409U10010	El006G286720
OG0008871	AL4G40770	El006G286750
OG0008872	AL6G22450	El001G069880
OG0008873	nbis-gene-1140	El006G287370
OG0008874	AL4G40020	El006G287660
OG0008875	AL4G39560	El006G287890
OG0008876	AL4G39920, AL4G39540	El006G287910
OG0008877	AL6G10800	El001G081520
OG0008878	AL6G10910	El001G081420
OG0008879	AL6G10970	El001G081340
OG0008880	AL6G11120	El001G081220
OG0008881	AL6G11660	El001G080710
OG0008882	AL6G12000	El001G080180
OG0008883	AL6G12450	El001G079780
OG0008884	AL6G13180	El001G079020
OG0008885	AL6G13300	El001G078910
OG0008886	AL6G13480	El001G078740
OG0008887	AL6G13820	El001G078400
OG0008888	AL6G30880	El001G060950
OG0008889	AL6G31110	El001G060580
OG0008890	AL6G31160	El001G060520
OG0008891	AL6G31250	El001G060450
OG0008892	AL6G31680	El001G060020
OG0008893	AL6G31700	El001G059990
OG0008894	AL6G31270	El001G060410
OG0008895	AL6G32050	El001G059530
OG0008896	AL8G37490	El007G330060
OG0008897	AL6G32500	El001G059100
OG0008898	AL6G32520	El001G059080
OG0008899	AL6G32780	El001G058840
OG0008900	AL6G32860	El001G058770
OG0008901	nbis-gene-1547	El001G058710
OG0008902	AL6G32990	El001G058550
OG0008903	AL6G33370	El001G058170
OG0008904	AL6G33410	El001G058120
OG0008905	AL6G33960	El001G057460
OG0008906	AL6G34130	El001G057160
OG0008907	AL8G37290	El007G330220
OG0008908	AL8G36820	El007G330720
OG0008909	AL8G41120	El007G326670
OG0008910	AL8G36530	El007G331000
OG0008911	AL8G36520	El007G331010
OG0008912	AL215U10040	El007G331090
OG0008913	AL8G36340	El007G331170
OG0008914	AL8G36280	El007G331210
OG0008915	AL8G35550, AL48U10050	El007G332030
OG0008916	AL48U10090, AL8G35470	El007G332130
OG0008917	AL8G36050	El007G331550
OG0008919	AL8G35390	El007G332230
OG0008920	AL8G35350	El007G332340
OG0008921	AL8G35300, AL139U10020	El007G332390
OG0008922	AL8G41000	El007G326780
OG0008923	AL8G41070	El007G326720
OG0008924	AL1G18630	El002G090940
OG0008925	AL8G41180	El007G326600
OG0008926	AL372U10020, AL8G41500	El007G326280
OG0008927	AL8G41690	El007G326130
OG0008928	AL8G42050	El007G325780
OG0008929	AL8G42230	El007G325610
OG0008930	AL8G42530	El007G325260
OG0008931	AL8G42620	El007G325150
OG0008932	AL8G42640	El007G325130
OG0008933	AL8G43640	El007G324070
OG0008934	AL8G43750	El007G323910
OG0008935	AL8G43940	El007G323720
OG0008936	AL8G44060	El007G323560
OG0008937	AL8G44450	El007G323160
OG0008938	AL8G44650	El007G322960
OG0008939	AL8G44670	El007G322940
OG0008940	AL8G44800	El007G322810
OG0008941	AL8G44980	El007G322590
OG0008942	AL8G45070	El007G322510
OG0008943	AL8G45100	El007G322490
OG0008944	AL8G45210	El007G322360
OG0008945	AL8G45420	El007G322180
OG0008946	AL8G45650	El007G321950
OG0008947	AL6G52800	El001G000750
OG0008948	AL1G10560	El002G082950
OG0008949	AL6G53060	El001G000500
OG0008950	AL6G53180	El001G000400
OG0008951	nbis-gene-1678	El001G000360
OG0008952	AL6G52090	El001G000960
OG0008953	AL6G52430	El001G001300
OG0008954	AL6G51990	El001G001570
OG0008955	AL6G51180	El001G002340
OG0008956	AL4G17990	El006G313510
OG0008957	AL6G50860	El001G002790
OG0008958	AL6G50280	El001G003330
OG0008959	AL6G50150	El001G003430
OG0008960	AL6G49860	El001G003770
OG0008961	AL6G49840	El001G003790
OG0008962	AL4G29000	El006G298600
OG0008963	AL8G16270	El007G359760
OG0008964	AL8G16290	El007G359740
OG0008965	AL484U10020	El003G162370
OG0008966	AL8G16750	El007G359190
OG0008967	AL4G28960	El006G298670
OG0008968	nbis-gene-1068, AL569U10010	El006G298880, El006G297470, El006G297280
OG0008969	AL4G28890	El006G298760
OG0008970	AL4G28350	El006G299210
OG0008971	AL4G28410	El006G299150
OG0008972	AL4G28000	El006G299550
OG0008973	AL4G27950	El006G299590
OG0008974	AL4G27900	El006G299620
OG0008975	AL1G64610	El002G121760, El002G141570
OG0008976	nbis-gene-1058	El006G300320
OG0008976	nbis-gene-1057, nbis-gene-1965	El006G300340
OG0008977	AL4G26660	El006G301010
OG0008978	AL4G26510	El006G301160
OG0008979	AL4G26300	El006G301390
OG0008980	AL4G25860	El006G301700
OG0008981	AL4G25580	El006G301940
OG0008982	AL4G25130	El006G302410, El002G090440
OG0008983	AL4G25070, AL346U10010	El006G302480
OG0008984	AL4G23960	El006G303650
OG0008985	AL4G23620	El006G304170
OG0008986	AL4G23600, AL146U10010	El006G304190
OG0008987	AL4G23440	El006G304370
OG0008988	AL4G23410	El006G304400
OG0008989	AL4G23150	El006G304900
OG0008990	AL4G23110	El006G304940
OG0008991	AL4G21650	El006G305300
OG0008992	AL4G21800	El006G305450
OG0008993	AL4G22030	El006G305720
OG0008994	AL4G22560	El006G306280
OG0008995	AL4G22570	El006G306300
OG0008996	AL4G21140	El006G307450
OG0008997	AL4G21250	El006G307090, El006G307290
OG0008998	AL4G21320	El006G307210
OG0008999	AL4G21490	El006G306680
OG0009000	AL6G47180, AL4G20980	El006G307520
OG0009001	AL4G19310	El006G311510
OG0009002	AL4G17420	El006G313790
OG0009003	AL4G17410	El006G313820
OG0009004	AL7G25290	El003G156710
OG0009005	AL7G25320	El003G156760
OG0009006	AL7G25720	El003G157270
OG0009007	AL3G10730	El005G235610
OG0009008	AL3G10710	El005G235590
OG0009009	AL3G10700	El005G235580
OG0009010	AL3G10470	El005G235330
OG0009011	AL3G10480	El005G235340
OG0009012	AL3G10340	El005G235170
OG0009013	nbis-gene-1776	El003G158100
OG0009014	AL7G25870	El003G157380
OG0009015	AL7G26030	El003G157510
OG0009016	AL3G11140	El005G236060, El001G066110
OG0009017	AL3G11420	El005G236340
OG0009018	AL3G11910	El005G236720
OG0009019	AL3G11980	El005G236840
OG0009020	AL3G12260	El005G237100
OG0009021	AL3G12360	El005G237200
OG0009022	AL3G12580	El005G237350
OG0009023	AL3G12750	El005G237420
OG0009024	AL3G12760	El005G237430
OG0009025	AL3G13090	El005G237750
OG0009026	AL3G13430, AL3G13440	El005G238050
OG0009027	AL3G13900	El005G238560
OG0009028	AL3G13970	El005G238660
OG0009029	AL3G13980	El005G238670
OG0009030	AL3G14260	El005G238900
OG0009031	AL3G14430	El005G239040
OG0009032	AL3G14670	El005G239240
OG0009033	AL3G14730	El005G239350
OG0009034	AL3G14790	El005G239440
OG0009036	AL3G15520	El005G240010
OG0009037	AL3G15600	El005G240060
OG0009038	AL3G16320	El005G240620
OG0009039	AL3G16340	El005G240640
OG0009040	AL3G16930	El005G241230
OG0009041	AL3G17180	El005G241460
OG0009042	AL3G17540	El005G241760
OG0009043	AL3G17730	El005G241920
OG0009044	AL3G18020	El005G242180
OG0009045	AL3G18320	El005G242360
OG0009046	AL8G21990	El007G347060
OG0009047	AL3G18600	El005G242570
OG0009048	AL3G18630	El005G242610
OG0009049	AL3G18650	El005G242640
OG0009050	AL3G19300	El005G243390
OG0009051	AL4G18970	El006G312150
OG0009052	AL3G38880	El005G265950, El005G266070
OG0009053	AL3G19420	El005G243490
OG0009054	AL3G19480	El005G243550
OG0009055	AL1G53320	El002G129290
OG0009056	AL4G38390	El006G288990
OG0009057	AL4G38330	El006G289060
OG0009058	AL4G38270	El006G289110
OG0009059	AL4G38190	El006G289210
OG0009060	AL4G38150	El006G289250
OG0009061	AL4G37940	El006G289380
OG0009062	AL4G37170	El006G290120
OG0009063	AL4G37150	El006G290130
OG0009064	AL4G36930	El006G290380
OG0009065	AL4G36530	El006G290800
OG0009066	AL4G36810	El006G290500
OG0009067	AL4G36430	El006G290900
OG0009068	AL4G36030	El006G291400
OG0009069	AL2G26800	El004G218740
OG0009070	AL4G36010	El006G291420
OG0009071	AL4G32220	El006G294720
OG0009072	AL4G32310	El006G294650
OG0009073	AL4G32330	El006G294620
OG0009074	nbis-gene-1356	El001G023180
OG0009075	AL4G32650, nbis-gene-627	El006G294250
OG0009076	AL4G32820	El006G294090
OG0009077	AL4G33140	El006G293610
OG0009078	AL4G33390	El006G293480
OG0009079	AL4G33740	El006G293110
OG0009080	AL4G34800	El006G292420
OG0009081	AL4G34810	El006G292410
OG0009082	AL4G35880	El006G291580
OG0009083	AL4G35870	El006G291590
OG0009084	AL4G35040	El006G292230
OG0009085	AL4G35760	El006G291710
OG0009086	AL96U10060, AL4G35560, AL4G35520	El006G291870
OG0009087	AL4G35510	El006G291880
OG0009088	AL4G31920	El006G295170
OG0009089	AL1G27330	El002G099310
OG0009090	AL1G27350	El002G099330
OG0009091	AL1G27500	El002G099460
OG0009092	AL1G27560	El002G099530
OG0009093	AL1G27680	El002G099640
OG0009094	AL1G27770	El002G099710
OG0009095	AL1G28130	El002G100040
OG0009097	AL1G28550	El002G100400
OG0009098	AL1G28670	El002G100490
OG0009099	AL1G28700	El002G100520
OG0009100	AL1G29050	El002G100870
OG0009101	AL1G29460	El002G101320
OG0009102	AL1G29630, AL8G26820	El002G101460
OG0009103	AL1G29650	El002G101490
OG0009104	AL1G29970	El002G101780
OG0009105	AL1G30560	El002G102330
OG0009106	AL1G31020	El002G102760
OG0009107	AL7G26780	El003G158280
OG0009108	AL1G31070	El002G102810
OG0009109	AL1G31090	El002G102830
OG0009110	AL1G31620	El002G103270
OG0009111	AL1G32650	El002G104240
OG0009112	AL1G32660	El002G104250
OG0009113	AL1G33030	El002G104530
OG0009114	AL1G34040	El002G105350
OG0009115	AL1G34140	El002G105490
OG0009116	AL5G35250	El001G024930
OG0009117	AL1G35100	El002G106370
OG0009118	AL1G35440	El002G106490
OG0009119	AL1G35460	El002G106500
OG0009120	AL1G36240	El002G107810
OG0009121	AL1G36250	El002G107840
OG0009122	AL1G36660	El002G108360
OG0009123	AL1G37120	El002G108670
OG0009124	AL1G37240	El002G108780
OG0009125	AL1G37480	El002G109120, El002G109130, El003G188910
OG0009126	AL1G38430	El002G109960, El002G136990
OG0009127	AL1G38610, AL1G41130	El002G110190
OG0009128	AL1G38960	El002G111420
OG0009129	AL1G39070	El002G111320
OG0009130	AL2G28450	El004G220410
OG0009131	AL1G39270	El002G111150
OG0009132	AL1G39470	El002G110890
OG0009133	AL1G39550	El002G110820, El002G110690
OG0009134	AL1G39560	El002G111680
OG0009135	AL1G39860	El002G112020
OG0009136	AL1G39890	El002G112040
OG0009137	AL1G40120	El002G112360
OG0009138	AL1G40190	El003G179110, El002G112410
OG0009139	AL1G40470	El002G112640
OG0009140	AL1G40740	El002G112960
OG0009141	AL7G28970	El003G160490
OG0009142	AL8G23550	El007G345110
OG0009143	AL7G28720	El003G160220
OG0009144	AL7G28400	El003G159900
OG0009145	AL7G28290	El003G159800
OG0009146	AL4G16610	El006G315070
OG0009148	AL4G16200	El006G315820
OG0009149	AL4G16270	El006G315740
OG0009150	AL4G14980	El006G316850
OG0009151	AL4G14600	El006G317150
OG0009152	AL4G14020	El006G317770
OG0009153	AL4G13820	El006G318090
OG0009154	AL4G13260	El006G318580
OG0009155	AL4G12980	El006G318880
OG0009156	AL5G31930	El001G021750
OG0009157	AL4G12100	El006G319640
OG0009158	AL4G11970	El006G319790
OG0009159	AL4G11170	El006G320470
OG0009160	AL4G10560	El006G321220
OG0009161	AL4G10210	El006G321580
OG0009162	AL1G27070	El002G099080
OG0009163	AL1G26790	El002G098820
OG0009164	AL1G26600	El002G098650
OG0009165	AL1G26080	El002G098090
OG0009166	AL1G26050	El002G098060
OG0009167	AL1G25810	El002G097820
OG0009168	AL1G24980	El002G096930
OG0009169	AL1G25060	El002G096960
OG0009170	AL1G24630	El002G096550
OG0009171	AL1G23680	El002G095830
OG0009172	AL1G22980	El002G095160
OG0009173	AL1G22860	El002G095040
OG0009174	AL1G22490	El002G094670
OG0009175	AL1G21690	El002G093830
OG0009176	AL1G21660	El002G093810
OG0009177	AL1G21520	El002G093710
OG0009178	AL1G21010	El002G093230
OG0009179	AL1G20430	El002G092670
OG0009180	AL1G20520	El002G092880
OG0009181	AL1G20050	El002G092330
OG0009182	AL1G19810	El002G092100
OG0009184	AL1G19570	El002G091840
OG0009185	AL1G19410	El002G091720
OG0009186	AL6G31420	El001G060260
OG0009187	AL1G19260	El002G091580
OG0009188	AL1G19210	El002G091530
OG0009189	AL1G19000	El002G091300
OG0009190	AL1G19010	El002G091310
OG0009191	AL1G19030	El002G091330
OG0009192	AL1G19050	El002G091350
OG0009193	AL1G18930	El002G091230
OG0009194	AL1G18860	El002G091170
OG0009195	AL1G18360	El002G090690
OG0009196	AL1G18740	El002G091050
OG0009197	AL1G17850	El002G090280
OG0009198	AL1G17580	El002G089970
OG0009200	AL1G16480	El002G088840
OG0009201	AL1G16420	El002G088780
OG0009202	AL1G16290	El002G088670
OG0009203	AL1G16240	El002G088640
OG0009204	AL1G15940	El002G088340
OG0009205	AL1G15700	El002G088070
OG0009206	AL1G15190	El002G087590
OG0009207	AL1G15150	El002G087570
OG0009208	AL1G15040	El002G087440
OG0009209	AL2G41320	El004G234320
OG0009210	AL1G14680	El002G087050
OG0009211	AL1G14550	El002G086900
OG0009212	AL1G14500	El002G086850
OG0009213	AL1G14190	El002G086550
OG0009214	AL1G13910	El002G086260
OG0009215	AL1G13620	El002G085880
OG0009216	AL1G12970	El002G085310
OG0009217	AL1G12540	El002G084880
OG0009218	AL1G12470	El002G084810
OG0009219	AL1G12200	El002G084510
OG0009220	AL1G11900	El002G084240
OG0009221	AL1G11800	El002G084160
OG0009222	AL1G11600	El002G083930
OG0009223	AL1G11500	El002G083860
OG0009224	AL1G11440	El002G083810
OG0009225	AL1G11290	El002G083680
OG0009226	AL1G11210	El002G083600
OG0009227	AL1G11140	El002G083530
OG0009228	AL1G10810	El002G083200
OG0009229	AL6G52940	El001G000630
OG0009230	AL1G10220	El002G082570
OG0009231	AL1G10080	El002G082460
OG0009232	AL6G24620	El001G067640
OG0009233	AL6G24680	El001G067580
OG0009234	AL6G24910	El001G067310
OG0009235	AL6G24770	El001G067460
OG0009236	AL6G25690	El001G066580
OG0009237	AL6G25740	El001G066530
OG0009238	AL6G25840	El001G066450
OG0009239	AL6G26490	El001G065740
OG0009240	AL6G26260	El001G066040
OG0009241	AL6G26080	El001G066250
OG0009242	AL6G26620	El001G065600
OG0009243	AL6G27030	El001G065190
OG0009244	AL6G27110	El001G065110
OG0009245	AL6G27710	El001G064260
