Orthogroup	Brassica_oleracea	Arabis_alpina
OG0008943	XP_013616721.1, XP_013598466.1	Aa_G45260.h1.t1
OG0008944	XP_013597675.1, XP_013613027.1	Aa_G392310.h1.t1
OG0008945	XP_013611790.1	Aa_G596580.h1.t1
OG0008946	XP_013621590.1, XP_013598731.1	Aa_G596560.h1.t1
OG0008947	XP_013616142.1, XP_013606342.1	Aa_G398080.h1.t1
OG0008948	XP_013595541.1, XP_013618004.1	Aa_G398040.h1.t1
OG0008949	XP_013618075.1, XP_013608816.1	Aa_G267300.h1.t1
OG0008950	XP_013598041.1, XP_013615967.1	Aa_G70620.h1.t1
OG0008951	XP_013608797.1, XP_013593793.1	Aa_G539340.h1.t1
OG0008952	XP_013610031.1, XP_013595593.1	Aa_G574350.h1.t1
OG0008953	XP_013609820.1	Aa_G112850.h1.t1
OG0008954	XP_013614044.1, XP_013621123.1	Aa_G181300.h1.t1
OG0008955	XP_013610605.1, XP_013621103.1	Aa_G181250.h1.t1
OG0008956	XP_013611269.1	Aa_G181230.h1.t1
OG0008957	XP_013616167.1, XP_013622231.1	Aa_G181220.h1.t1
OG0008958	XP_013621127.1	Aa_G181200.h1.t1
OG0008959	XP_013621126.1	Aa_G181180.h1.t1
OG0008960	XP_013620389.1, XP_013611247.1	Aa_G478110.h1.t1
OG0008961	XP_013620387.1, XP_013617935.1, XP_013611246.1	Aa_G478100.h1.t1
OG0008962	XP_013611245.1, XP_013622717.1	Aa_G478090.h1.t1
OG0008964	XP_013616060.1, XP_013607385.1	Aa_G68410.h1.t1
OG0008965	XP_013618310.1	Aa_G68210.h1.t1, Aa_G171800.h1.t1
OG0008966	XP_013609943.1, XP_013625705.1	Aa_G68170.h1.t1
OG0008967	XP_013621195.1, XP_013611817.1	Aa_G68130.h1.t1
OG0008968	XP_013620662.1, XP_013612073.1	Aa_G68090.h1.t1
OG0008970	XP_013606131.1, XP_013612348.1	Aa_G15350.h1.t1
OG0008971	XP_013609806.1, XP_013626669.1	Aa_G501670.h1.t1
OG0008972	XP_013630742.1, XP_013618576.1	Aa_G501650.h1.t1
OG0008973	XP_013612134.1, XP_013620324.1	Aa_G633680.h1.t1
OG0008974	XP_013630211.1, XP_013607050.1	Aa_G404790.h1.t1
OG0008975	XP_013611691.1, XP_013628205.1	Aa_G404750.h1.t1
OG0008976	XP_013609220.1, XP_013613892.1	Aa_G404710.h1.t1
OG0008977	XP_013611154.1, XP_013628211.1	Aa_G9040.h1.t1
OG0008978	XP_013629716.1, XP_013611264.1	Aa_G8860.h1.t1
OG0008980	XP_013618264.1, XP_013606979.1	Aa_G459150.h1.t1
OG0008981	XP_013621286.1, XP_013610572.1	Aa_G707140.h1.t1
OG0008982	XP_013612861.1, XP_013621630.1	Aa_G173880.h1.t1
OG0008983	XP_013630681.1, XP_013615717.1, XP_013625847.1	Aa_G88180.h1.t1
OG0008984	XP_013606185.1, XP_013615906.1	Aa_G815710.h1.t1
OG0008985	XP_013610440.1, XP_013619257.1	Aa_G583140.h1.t1
OG0008986	XP_013611542.1, XP_013612417.1	Aa_G127220.h1.t1
OG0008987	XP_013609003.1, XP_013590067.1, XP_013622208.1	Aa_G362180.h1.t1
OG0008988	XP_013621647.1	Aa_G234760.h1.t1
OG0008989	XP_013606977.1, XP_013616152.1	Aa_G33930.h1.t1
OG0008990	XP_013618950.1, XP_013612289.1	Aa_G33900.h1.t1
OG0008991	XP_013607246.1, XP_013616540.1	Aa_G821710.h1.t1
OG0008993	XP_013610193.1, XP_013619741.1	Aa_G448470.h1.t1
OG0008995	XP_013618409.1	Aa_G225480.h1.t1
OG0008996	XP_013612843.1, XP_013616407.1	Aa_G345580.h1.t1
OG0008997	XP_013620711.1, XP_013611952.1	Aa_G345630.h1.t1
OG0008998	XP_013612011.1	Aa_G345670.h1.t1
OG0008999	XP_013622713.1, XP_013606560.1	Aa_G93990.h1.t1
OG0009000	XP_013611412.1, XP_013628897.1	Aa_G344380.h1.t1
OG0009001	XP_013629988.1, XP_013620760.1	Aa_G344260.h1.t1
OG0009002	XP_013615914.1, XP_013611392.1	Aa_G31490.h1.t1
OG0009003	XP_013585735.1	Aa_G327720.h1.t1, Aa_G521170.h1.t1
OG0009004	XP_013630349.1, XP_013611149.1	Aa_G31610.h1.t1
OG0009005	XP_013591190.1	Aa_G343750.h1.t1
OG0009006	XP_013611784.1	Aa_G31740.h1.t1
OG0009007	XP_013627329.1, XP_013619531.1	Aa_G228170.h1.t1
OG0009008	XP_013609492.1, XP_013618786.1	Aa_G575500.h1.t1
OG0009009	XP_013616424.1, XP_013608757.1	Aa_G307420.h1.t1
OG0009010	XP_013629074.1, XP_013613062.1	Aa_G307350.h1.t1
OG0009011	XP_013625799.1	Aa_G307330.h1.t1
OG0009012	XP_013610112.1	Aa_G69070.h1.t1
OG0009013	XP_013612066.1, XP_013621247.1	Aa_G69040.h1.t1
OG0009014	XP_013609063.1	Aa_G69030.h1.t1
OG0009015	XP_013621383.1	Aa_G641870.h1.t1
OG0009016	XP_013607405.1, XP_013618238.1	Aa_G197800.h1.t1
OG0009017	XP_013628974.1, XP_013608234.1, XP_013610238.1	Aa_G355120.h1.t1
OG0009018	XP_013609825.1, XP_013626270.1	Aa_G21900.h1.t1
OG0009019	XP_013612635.1, XP_013616569.1	Aa_G21980.h1.t1
OG0009020	XP_013607117.1, XP_013628291.1	Aa_G22010.h1.t1
OG0009021	XP_013626174.1	Aa_G22200.h1.t1
OG0009022	XP_013618441.1, XP_013608228.1, XP_013629536.1	Aa_G232840.h1.t1
OG0009023	XP_013630082.1, XP_013613016.1	Aa_G242720.h1.t1
OG0009024	XP_013621991.1, XP_013611622.1	Aa_G242680.h1.t1
OG0009025	XP_013612905.1	Aa_G216620.h1.t1
OG0009026	XP_013606606.1, XP_013629715.1	Aa_G216550.h1.t1
OG0009027	XP_013625622.1, XP_013606338.1	Aa_G441210.h1.t1
OG0009028	XP_013612030.1	Aa_G441220.h1.t1
OG0009029	XP_013612637.1, XP_013627084.1	Aa_G673800.h1.t1
OG0009031	XP_013618419.1, XP_013606930.1	Aa_G48520.h1.t1
OG0009032	XP_013611773.1	Aa_G48430.h1.t1
OG0009033	XP_013612505.1	Aa_G48420.h1.t1
OG0009034	XP_013612322.1, XP_013626415.1	Aa_G442060.h1.t1
OG0009036	XP_013613058.1, XP_013621457.1	Aa_G441950.h1.t1
OG0009037	XP_013615901.1, XP_013611803.1	Aa_G483090.h1.t1
OG0009038	XP_013628930.1, XP_013608906.1	Aa_G489810.h1.t1
OG0009039	XP_013603661.1	Aa_G225230.h1.t1
OG0009040	XP_013600116.1, XP_013630785.1	Aa_G102540.h1.t1
OG0009042	XP_013626555.1, XP_013603677.1	Aa_G608650.h1.t1
OG0009043	XP_013599477.1	Aa_G712080.h1.t1, Aa_G411730.h1.t1
OG0009044	XP_013590262.1	Aa_G106860.h1.t1
OG0009045	XP_013597611.1	Aa_G426080.h1.t1
OG0009046	XP_013612739.1, XP_013630153.1	Aa_G184110.h1.t1
OG0009047	XP_013620569.1	Aa_G54480.h1.t1
OG0009048	XP_013620692.1	Aa_G99730.h1.t1
OG0009049	XP_013607199.1	Aa_G188870.h1.t1
OG0009050	XP_013636157.1	Aa_G35760.h1.t1
OG0009051	XP_013609790.1, XP_013619263.1	Aa_G275580.h1.t1
OG0009053	XP_013611834.1	Aa_G277400.h1.t1
OG0009054	XP_013609185.1, XP_013623649.1	Aa_G386470.h1.t1
OG0009055	XP_013621493.1	Aa_G420750.h1.t1
OG0009056	XP_013629552.1, XP_013613216.1	Aa_G414690.h1.t1
OG0009057	XP_013612661.1	Aa_G414740.h1.t1
OG0009058	XP_013627298.1, XP_013607415.1	Aa_G414850.h1.t1
OG0009059	XP_013628241.1, XP_013609500.1	Aa_G209780.h1.t1
OG0009060	XP_013616835.1, XP_013621916.1	Aa_G449390.h1.t1
OG0009061	XP_013616837.1	Aa_G449380.h1.t1
OG0009062	XP_013584751.1, XP_013596622.1	Aa_G233430.h1.t1
OG0009063	XP_013627963.1, XP_013610723.1	Aa_G195310.h1.t1
OG0009064	XP_013638388.1	Aa_G431800.h1.t1
OG0009065	XP_013627463.1, XP_013609297.1	Aa_G195260.h1.t1
OG0009066	XP_013625969.1, XP_013621420.1	Aa_G195250.h1.t1
OG0009068	XP_013616087.1	Aa_G526550.h1.t1
OG0009069	XP_013620519.1	Aa_G464260.h1.t1
OG0009070	XP_013628952.1	Aa_G170410.h1.t1
OG0009071	XP_013618892.1, XP_013609289.1	Aa_G170460.h1.t1
OG0009072	XP_013619679.1, XP_013609295.1	Aa_G170570.h1.t1
OG0009073	XP_013628466.1, XP_013612929.1	Aa_G353300.h1.t1
OG0009074	XP_013628465.1, XP_013612928.1	Aa_G353310.h1.t1
OG0009075	XP_013633739.1	Aa_G374580.h1.t1, Aa_G757360.h1.t1
OG0009076	XP_013610138.1, XP_013627356.1	Aa_G634260.h1.t1
OG0009077	XP_013612266.1	Aa_G303900.h1.t1
OG0009078	XP_013616352.1, XP_013622397.1	Aa_G303890.h1.t1
OG0009079	XP_013610399.1	Aa_G331800.h1.t1
OG0009080	XP_013607054.1, XP_013588592.1	Aa_G73110.h1.t1
OG0009081	XP_013612971.1, XP_013608545.1	Aa_G181590.h1.t1
OG0009082	XP_013623527.1, XP_013613218.1	Aa_G191770.h1.t1
OG0009083	XP_013618152.1, XP_013613343.1	Aa_G140710.h1.t1
OG0009084	XP_013611306.1, XP_013622257.1	Aa_G299910.h1.t1
OG0009085	XP_013611668.1	Aa_G259010.h1.t1
OG0009086	XP_013606306.1, XP_013613125.1	Aa_G259060.h1.t1
OG0009087	XP_013621106.1, XP_013614450.1	Aa_G337170.h1.t1
OG0009088	XP_013609779.1, XP_013626452.1	Aa_G226350.h1.t1
OG0009089	XP_013612809.1, XP_013621873.1	Aa_G226380.h1.t1
OG0009090	XP_013629528.1, XP_013611348.1	Aa_G226400.h1.t1
OG0009091	XP_013628616.1	Aa_G124240.h1.t1
OG0009092	XP_013623610.1, XP_013607427.1	Aa_G519960.h1.t1
OG0009093	XP_013611868.1	Aa_G625630.h1.t1
OG0009094	XP_013618904.1, XP_013609309.1	Aa_G170070.h1.t1
OG0009095	XP_013618432.1, XP_013606191.1	Aa_G259900.h1.t1
OG0009096	XP_013611498.1, XP_013625253.1	Aa_G456290.h1.t1
OG0009097	XP_013613158.1, XP_013623680.1	Aa_G451910.h1.t1
OG0009098	XP_013620458.1, XP_013628714.1	Aa_G260820.h1.t1
OG0009099	XP_013588863.1	Aa_G462870.h1.t1
OG0009100	XP_013618242.1	Aa_G506860.h1.t1
OG0009101	XP_013610614.1, XP_013627738.1	Aa_G85270.h1.t1
OG0009102	XP_013608895.1, XP_013620136.1	Aa_G274570.h1.t1
OG0009103	XP_013608693.1, XP_013623667.1	Aa_G18880.h1.t1
OG0009104	XP_013627180.1, XP_013612227.1	Aa_G18710.h1.t1
OG0009105	XP_013628625.1	Aa_G53900.h1.t1
OG0009106	XP_013628347.1	Aa_G626120.h1.t1
OG0009107	XP_013620991.1, XP_013606926.1	Aa_G481280.h1.t1
OG0009108	XP_013627053.1	Aa_G264680.h1.t1
OG0009109	XP_013615691.1, XP_013607080.1, XP_013623920.1, XP_013608562.1	Aa_G264640.h1.t1
OG0009110	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1	Aa_G264650.h1.t1
OG0009111	XP_013622893.1, XP_013587309.1	Aa_G271690.h1.t1
OG0009112	XP_013633867.1	Aa_G266760.h1.t1
OG0009113	XP_013636747.1	Aa_G352850.h1.t1
OG0009114	XP_013631494.1	Aa_G427080.h1.t1, Aa_G924840.h1.t1
OG0009115	XP_013590300.1, XP_013632283.1	Aa_G370870.h1.t1
OG0009115	XP_013595548.1, XP_013615127.1, XP_013618568.1	Aa_G120870.h1.t1
OG0009116	XP_013632037.1, XP_013587990.1	Aa_G298380.h1.t1
OG0009117	XP_013588563.1, XP_013633650.1	Aa_G298350.h1.t1
OG0009118	XP_013587772.1, XP_013631711.1	Aa_G298330.h1.t1
OG0009119	XP_013596644.1	Aa_G258610.h1.t1
OG0009120	XP_013631452.1, XP_013589835.1	Aa_G184950.h1.t1
OG0009121	XP_013617396.1, XP_013618129.1, XP_013589777.1	Aa_G238990.h1.t1
OG0009122	XP_013591431.1, XP_013616626.1, XP_013589767.1	Aa_G239030.h1.t1
OG0009123	XP_013619099.1	Aa_G239080.h1.t1
OG0009126	XP_013590061.1	Aa_G389050.h1.t1, Aa_G389010.h1.t1
OG0009127	XP_013588683.1, XP_013618532.1	Aa_G385750.h1.t1
OG0009128	XP_013588794.1, XP_013616641.1	Aa_G385730.h1.t1
OG0009129	XP_013618846.1	Aa_G385680.h1.t1
OG0009130	XP_013590793.1, XP_013589423.1	Aa_G497480.h1.t1
OG0009131	XP_013617390.1, XP_013591617.1	Aa_G312130.h1.t1
OG0009132	XP_013619640.1, XP_013590816.1	Aa_G410440.h1.t1
OG0009134	XP_013591245.1	Aa_G21560.h1.t1, Aa_G21550.h1.t1, Aa_G21540.h1.t1
OG0009135	XP_013621445.1, XP_013591244.1	Aa_G21570.h1.t1
OG0009136	XP_013588131.1, XP_013588631.1	Aa_G21710.h1.t1
OG0009137	XP_013588437.1	Aa_G462540.h1.t1
OG0009138	XP_013591129.1, XP_013591943.1	Aa_G293620.h1.t1
OG0009139	XP_013588521.1, XP_013591126.1	Aa_G293640.h1.t1
OG0009140	XP_013587863.1, XP_013592500.1	Aa_G293680.h1.t1
OG0009141	XP_013590291.1, XP_013619515.1	Aa_G145410.h1.t1
OG0009142	XP_013591565.1, XP_013591801.1	Aa_G444610.h1.t1
OG0009143	XP_013620376.1, XP_013590893.1	Aa_G293080.h1.t1
OG0009144	XP_013588308.1, XP_013625010.1	Aa_G457950.h1.t1
OG0009145	XP_013590920.1	Aa_G335470.h1.t1
OG0009146	XP_013618218.1, XP_013591597.1	Aa_G656430.h1.t1
OG0009147	XP_013616155.1, XP_013588054.1	Aa_G470670.h1.t1
OG0009148	XP_013619938.1, XP_013591239.1	Aa_G470690.h1.t1
OG0009149	XP_013618106.1	Aa_G476910.h1.t1
OG0009150	XP_013620158.1, XP_013588147.1	Aa_G197890.h1.t1
OG0009151	XP_013591735.1	Aa_G204350.h1.t1, Aa_G424920.h1.t1, Aa_G139250.h1.t1
OG0009152	XP_013587957.1, XP_013590621.1	Aa_G526860.h1.t1
OG0009153	XP_013628829.1	Aa_G17970.h1.t1, Aa_G697310.h1.t1
OG0009154	XP_013590129.1	Aa_G121560.h1.t1
OG0009155	XP_013590163.1, XP_013616521.1	Aa_G121500.h1.t1
OG0009156	XP_013619886.1, XP_013591666.1	Aa_G129240.h1.t1
OG0009157	XP_013591664.1	Aa_G129210.h1.t1
OG0009158	XP_013587868.1, XP_013620816.1	Aa_G104290.h1.t1
OG0009159	XP_013615952.1, XP_013587969.1	Aa_G104360.h1.t1
OG0009160	XP_013590222.1, XP_013592365.1	Aa_G215640.h1.t1
OG0009161	XP_013592170.1, XP_013592232.1	Aa_G215530.h1.t1
OG0009162	XP_013591884.1, XP_013591819.1	Aa_G447430.h1.t1
OG0009163	XP_013621192.1, XP_013589697.1	Aa_G111080.h1.t1
OG0009164	XP_013590281.1, XP_013590049.1	Aa_G111140.h1.t1
OG0009165	XP_013590403.1, XP_013590013.1	Aa_G315340.h1.t1
OG0009166	XP_013591826.1, XP_013618182.1	Aa_G87830.h1.t1
OG0009168	XP_013626005.1	Aa_G472300.h1.t1
OG0009169	XP_013588399.1, XP_013614040.1	Aa_G410800.h1.t1
OG0009170	XP_013619133.1	Aa_G281660.h1.t1
OG0009171	XP_013615043.1, XP_013590218.1	Aa_G64900.h1.t1
OG0009172	XP_013629607.1	Aa_G105510.h1.t1
OG0009173	XP_013590033.1	Aa_G348760.h1.t1
OG0009174	XP_013590823.1	Aa_G348830.h1.t1
OG0009175	XP_013589683.1, XP_013592167.1	Aa_G348870.h1.t1
OG0009176	XP_013628921.1	Aa_G344750.h1.t1
OG0009177	XP_013609704.1, XP_013626170.1	Aa_G580080.h1.t1
OG0009178	XP_013623207.1	Aa_G329650.h1.t1
OG0009179	XP_013626836.1, XP_013596404.1	Aa_G249550.h1.t1
OG0009180	XP_013620978.1, XP_013600622.1	Aa_G52920.h1.t1
OG0009181	XP_013614976.1, XP_013616373.1	Aa_G123450.h1.t1
OG0009182	XP_013614974.1, XP_013619365.1, XP_013623101.1	Aa_G123460.h1.t1
OG0009183	XP_013612042.1	Aa_G123490.h1.t1
OG0009184	XP_013625044.1, XP_013590250.1	Aa_G205500.h1.t1
OG0009185	XP_013589821.1	Aa_G108920.h1.t1
OG0009186	XP_013628284.1, XP_013626534.1	Aa_G109000.h1.t1
OG0009188	XP_013630328.1	Aa_G600240.h2.t1, Aa_G600240.h1.t1
OG0009189	XP_013591568.1, XP_013591591.1	Aa_G231460.h1.t1
OG0009190	XP_013590175.1, XP_013623468.1	Aa_G272680.h1.t1
OG0009191	XP_013591194.1, XP_013625547.1	Aa_G610360.h1.t1
OG0009192	XP_013592700.1, XP_013588134.1	Aa_G127770.h1.t1
OG0009193	XP_013590146.1, XP_013590270.1	Aa_G127750.h1.t1
OG0009194	XP_013628659.1, XP_013591739.1	Aa_G504530.h1.t1
OG0009196	XP_013613498.1, XP_013592598.1	Aa_G74250.h1.t1
OG0009197	XP_013626997.1, XP_013592138.1	Aa_G74230.h1.t1
OG0009198	XP_013625719.1	Aa_G74200.h1.t1
OG0009199	XP_013588554.1	Aa_G81890.h1.t1
OG0009200	XP_013592826.1, XP_013588065.1	Aa_G674980.h1.t1
OG0009201	XP_013631032.1	Aa_G354190.h1.t1
OG0009202	XP_013634536.1, XP_013634177.1	Aa_G550060.h1.t1
OG0009203	XP_013630972.1, XP_013631832.1	Aa_G177470.h1.t1
OG0009204	XP_013634574.1	Aa_G177500.h1.t1
OG0009206	XP_013627039.1	Aa_G38510.h1.t1
OG0009206	XP_013594096.1	Aa_G450890.h1.t1
OG0009207	XP_013635984.1	Aa_G159720.h1.t1
OG0009210	XP_013622216.1	Aa_G311700.h1.t1
OG0009211	XP_013595300.1	Aa_G486900.h1.t1
OG0009212	XP_013625399.1, XP_013613966.1	Aa_G90110.h1.t1
OG0009213	XP_013621816.1	Aa_G584320.h1.t1, Aa_G73960.h1.t1
OG0009214	XP_013619338.1, XP_013609780.1	Aa_G636610.h1.t1
OG0009215	XP_013592152.1	Aa_G241690.h1.t1
OG0009216	XP_013633679.1	Aa_G679810.h1.t1
OG0009217	XP_013605444.1, XP_013637127.1	Aa_G452230.h1.t1
OG0009218	XP_013630638.1	Aa_G255350.h1.t1
OG0009219	XP_013637238.1, XP_013605657.1	Aa_G168490.h1.t1
OG0009220	XP_013633801.1	Aa_G66690.h1.t1
OG0009221	XP_013631275.1, XP_013623515.1	Aa_G250880.h1.t1
OG0009222	XP_013630459.1, XP_013636271.1	Aa_G250850.h1.t1
OG0009223	XP_013607722.1	Aa_G294480.h1.t1
OG0009224	XP_013602147.1, XP_013592017.1	Aa_G31010.h1.t1
OG0009225	XP_013590440.1	Aa_G31060.h1.t1
OG0009226	XP_013635775.1, XP_013590911.1	Aa_G764510.h1.t1
OG0009227	XP_013602060.1, XP_013615294.1, XP_013602237.1	Aa_G601610.h1.t1
OG0009228	XP_013605217.1, XP_013593212.1	Aa_G496680.h1.t1
OG0009229	XP_013601667.1, XP_013598543.1	Aa_G37860.h1.t1
OG0009230	XP_013590295.1, XP_013618646.1	Aa_G341720.h1.t1
OG0009231	XP_013621410.1, XP_013590796.1	Aa_G341760.h1.t1
OG0009232	XP_013592096.1	Aa_G341810.h1.t1
OG0009233	XP_013613913.1	Aa_G640620.h1.t1
OG0009234	XP_013599768.1	Aa_G524710.h1.t1
OG0009235	XP_013621651.1, XP_013588823.1	Aa_G577500.h1.t1
OG0009236	XP_013592837.1, XP_013587827.1	Aa_G203130.h1.t1
OG0009237	XP_013589935.1, XP_013588289.1	Aa_G30350.h1.t1
OG0009238	XP_013591909.1, XP_013587866.1	Aa_G30440.h1.t1
OG0009239	XP_013588248.1, XP_013621561.1	Aa_G98840.h1.t1
OG0009240	XP_013619930.1, XP_013591134.1	Aa_G98850.h1.t1
OG0009241	XP_013617865.1	Aa_G177250.h1.t1
OG0009242	XP_013591513.1, XP_013591492.1	Aa_G449830.h1.t1
OG0009243	XP_013591386.1, XP_013588534.1	Aa_G283740.h1.t1
OG0009244	XP_013618906.1, XP_013591710.1	Aa_G423720.h1.t1
OG0009245	XP_013589895.1, XP_013588813.1	Aa_G299440.h1.t1
OG0009246	XP_013614310.1, XP_013587860.1	Aa_G305270.h1.t1
OG0009247	XP_013588103.1, XP_013613718.1	Aa_G283330.h1.t1
OG0009248	XP_013589927.1, XP_013591023.1	Aa_G317520.h1.t1
OG0009249	XP_013609952.1, XP_013596215.1	Aa_G55500.h1.t1
OG0009250	XP_013601759.1	Aa_G317860.h1.t1
OG0009251	XP_013636513.1, XP_013595377.1	Aa_G317830.h1.t1
OG0009253	XP_013596059.1, XP_013617257.1	Aa_G23870.h1.t1
OG0009254	XP_013604988.1, XP_013596673.1	Aa_G186680.h1.t1
OG0009255	XP_013611891.1, XP_013621010.1	Aa_G94230.h1.t1
OG0009256	XP_013606140.1	Aa_G65920.h1.t1
OG0009257	XP_013608617.1	Aa_G65930.h1.t1
OG0009260	XP_013632155.1	Aa_G356890.h1.t1
OG0009261	XP_013635780.1, XP_013588255.1	Aa_G568810.h1.t1
OG0009262	XP_013635110.1	Aa_G505770.h1.t1, Aa_G505760.h1.t1, Aa_G1002090.h1.t1
OG0009263	XP_013631462.1	Aa_G675960.h1.t1
OG0009264	XP_013628614.1, XP_013606266.1	Aa_G124250.h1.t1
OG0009265	XP_013608827.1	Aa_G79990.h1.t1, Aa_G79980.h1.t1, Aa_G365770.h1.t1
OG0009266	XP_013594090.1, XP_013611017.1	Aa_G570800.h1.t1
OG0009267	XP_013620361.1, XP_013597692.1	Aa_G264250.h1.t1
OG0009268	XP_013596186.1	Aa_G27340.h1.t1
OG0009269	XP_013634795.1, XP_013614370.1	Aa_G249960.h1.t1
OG0009270	XP_013598376.1, XP_013618630.1	Aa_G27400.h1.t1
OG0009271	XP_013618662.1, XP_013595964.1	Aa_G437820.h1.t1
OG0009272	XP_013593645.1, XP_013611941.1	Aa_G120920.h1.t1
OG0009273	XP_013611943.1, XP_013619762.1, XP_013595477.1	Aa_G247900.h1.t1
OG0009274	XP_013611940.1, XP_013593321.1	Aa_G247910.h1.t1
OG0009275	XP_013613408.1, XP_013596129.1	Aa_G247930.h1.t1
OG0009276	XP_013609039.1, XP_013613375.1	Aa_G247950.h1.t1
OG0009277	XP_013613434.1, XP_013598822.1	Aa_G248000.h1.t1
OG0009278	XP_013613416.1, XP_013598710.1	Aa_G248020.h1.t1
OG0009279	XP_013613370.1	Aa_G25510.h1.t1
OG0009280	XP_013613379.1, XP_013597643.1	Aa_G25620.h1.t1
OG0009281	XP_013597547.1	Aa_G276840.h1.t1
OG0009282	XP_013613376.1, XP_013597548.1	Aa_G276830.h1.t1
OG0009283	XP_013597546.1, XP_013613398.1	Aa_G276820.h1.t1
OG0009285	XP_013598406.1, XP_013606243.1	Aa_G257350.h1.t1
OG0009286	XP_013610869.1, XP_013597819.1	Aa_G207050.h1.t1
OG0009287	XP_013627675.1	Aa_G73930.h1.t1
OG0009288	XP_013618371.1, XP_013595350.1	Aa_G227060.h1.t1
OG0009289	XP_013622133.1	Aa_G424190.h1.t1
OG0009290	XP_013589912.1, XP_013590272.1	Aa_G452770.h1.t1
OG0009291	XP_013587845.1, XP_013590410.1	Aa_G553940.h1.t1
OG0009292	XP_013593338.1	Aa_G671960.h1.t1
OG0009293	XP_013616590.1	Aa_G566490.h1.t1
OG0009294	XP_013621035.1, XP_013614850.1	Aa_G419980.h1.t1
OG0009295	XP_013598805.1	Aa_G28520.h1.t1
OG0009296	XP_013593121.1, XP_013606018.1	Aa_G220230.h1.t1
OG0009297	XP_013606495.1	Aa_G176610.h1.t1
OG0009298	XP_013616033.1, XP_013606717.1	Aa_G149480.h1.t1
OG0009299	XP_013592352.1	Aa_G560580.h1.t1
OG0009300	XP_013598348.1	Aa_G98790.h1.t1
OG0009301	XP_013613465.1, XP_013621610.1	Aa_G200150.h1.t1
OG0009302	XP_013604257.1, XP_013590176.1	Aa_G687520.h1.t1
OG0009304	XP_013622894.1, XP_013591370.1	Aa_G416530.h1.t1
OG0009305	XP_013623378.1, XP_013592091.1	Aa_G334860.h1.t1
OG0009306	XP_013622239.1	Aa_G178260.h1.t1
OG0009307	XP_013601483.1, XP_013585090.1	Aa_G121240.h1.t1
OG0009308	XP_013584737.1, XP_013627026.1	Aa_G582120.h1.t1
OG0009309	XP_013625262.1, XP_013590030.1	Aa_G166300.h1.t1
OG0009310	XP_013592760.1, XP_013628708.1	Aa_G166320.h1.t1
OG0009311	XP_013621863.1, XP_013588109.1	Aa_G630060.h1.t1
OG0009312	XP_013589981.1	Aa_G625040.h1.t1
OG0009313	XP_013590860.1	Aa_G465580.h1.t1
OG0009314	XP_013591136.1, XP_013591105.1	Aa_G465500.h1.t1
OG0009315	XP_013625400.1, XP_013589930.1	Aa_G396680.h1.t1
OG0009316	XP_013614075.1, XP_013637467.1	Aa_G492530.h1.t1
OG0009317	XP_013626978.1, XP_013636244.1	Aa_G113350.h1.t1
OG0009318	XP_013634567.1, XP_013634770.1	Aa_G113450.h1.t1
OG0009319	XP_013630846.1	Aa_G337790.h1.t1
OG0009320	XP_013635623.1, XP_013631969.1	Aa_G255670.h1.t1
OG0009321	XP_013634807.1, XP_013634256.1	Aa_G146040.h1.t1
OG0009322	XP_013636944.1, XP_013632269.1	Aa_G339550.h1.t1
OG0009324	XP_013627493.1, XP_013635203.1, XP_013632563.1	Aa_G291640.h1.t1
OG0009325	XP_013622956.1, XP_013636448.1	Aa_G713000.h1.t1
OG0009326	XP_013631929.1, XP_013631900.1	Aa_G351420.h1.t1
OG0009327	XP_013628490.1	Aa_G562830.h1.t1
OG0009328	XP_013634561.1, XP_013634621.1	Aa_G15100.h1.t1
OG0009329	XP_013633964.1, XP_013634016.1	Aa_G15160.h1.t1
OG0009330	XP_013635934.1, XP_013635426.1	Aa_G405990.h1.t1
OG0009331	XP_013629583.1, XP_013636267.1	Aa_G296930.h1.t1
OG0009332	XP_013622094.1, XP_013631257.1	Aa_G52170.h1.t1
OG0009333	XP_013637229.1, XP_013632551.1	Aa_G11120.h1.t1
OG0009334	XP_013628592.1, XP_013635949.1	Aa_G24800.h1.t1
OG0009335	XP_013621737.1, XP_013615112.1, XP_013631444.1	Aa_G24770.h1.t1
OG0009336	XP_013634355.1, XP_013627880.1	Aa_G24620.h1.t1
OG0009337	XP_013633595.1, XP_013623317.1	Aa_G24580.h1.t1
OG0009338	XP_013636632.1, XP_013628947.1	Aa_G24550.h1.t1
OG0009339	XP_013626529.1, XP_013627185.1	Aa_G455340.h1.t1
OG0009340	XP_013631654.1	Aa_G391430.h1.t1, Aa_G10170.h1.t1, Aa_G391420.h1.t1
OG0009341	XP_013595670.1, XP_013609022.1	Aa_G78160.h1.t1
OG0009342	XP_013593572.1, XP_013597106.1	Aa_G203360.h1.t1
OG0009343	XP_013596610.1, XP_013597255.1	Aa_G244630.h1.t1
OG0009344	XP_013597319.1	Aa_G244650.h1.t1
OG0009345	XP_013602062.1, XP_013615453.1	Aa_G287490.h1.t1
OG0009346	XP_013605320.1, XP_013603830.1	Aa_G575640.h1.t1
OG0009347	XP_013596071.1	Aa_G652540.h1.t1
OG0009348	XP_013638001.1, XP_013596531.1	Aa_G267070.h1.t1
OG0009349	XP_013600821.1, XP_013586578.1	Aa_G520190.h1.t1
