Orthogroup	Brassica_oleracea	Euclidium_syriacum
OG0010524	XP_013620274.1, XP_013608492.1	ESY7_g17902_DN1_SP0_c0.t1
OG0010526	XP_013611506.1	ESY7_g17862_DN3_SP0_c0.t1
OG0010527	XP_013607143.1	ESY7_g17842_DN3_SP8_c0.t1
OG0010528	XP_013609501.1	ESY7_g17835_DN3_SP0_c0.t1
OG0010529	XP_013596026.1	ESY9_g43045_DN3_SP2_c0.t1, ESY2_g36905_DN3_SP0_c0.t1
OG0010530	XP_013583818.1	ESY3_g28981_DN3_SP0_c0.t1
OG0010532	XP_013612411.1	ESY7_g18702_DN3_SP1_c0.t1
OG0010533	XP_013620087.1	ESY7_g18691_DN3_SP0_c0.t1
OG0010534	XP_013629758.1	ESY7_g17195_DN2_SP0_c0.t1, ESY7_g18684_DN3_SP6_c0.t1
OG0010535	XP_013629757.1	ESY7_g18682_DN3_SP0_c0.t1
OG0010536	XP_013621709.1, XP_013611327.1, XP_013618262.1	ESY7_g18634_DN2_SP0_c0.t1
OG0010537	XP_013618261.1	ESY7_g18617_DN3_SP7_c0.t1
OG0010538	XP_013619007.1, XP_013609077.1	ESY7_g18599_DN3_SP7_c0.t1
OG0010539	XP_013623611.1	ESY7_g18565_DN3_SP0_c0.t1
OG0010540	XP_013630213.1	ESY8_g58343_DN3_SP0_c14.t1
OG0010541	XP_013612551.1	ESY8_g58338_DN3_SP1_c0.t1
OG0010542	XP_013612370.1	ESY8_g58335_DN3_SP0_c0.t1
OG0010543	XP_013612923.1	ESY8_g58314_DN3_SP0_c0.t1, ESY9_g45285_DN3_SP0_c0.t1
OG0010544	XP_013606643.1	ESY8_g58313_DN3_SP0_c0.t1
OG0010545	XP_013606644.1	ESY8_g58310_DN3_SP0_c0.t1
OG0010546	XP_013608629.1, XP_013630205.1	ESY8_g58306_DN3_SP0_c28.t1
OG0010547	XP_013608631.1	ESY8_g58294_DN3_SP0_c0.t1
OG0010548	XP_013608982.1	ESY8_g58286_DN3_SP0_c0.t1
OG0010549	XP_013638012.1	ESY13_g56837_DN3_SP0_c0.t1, ESY13_g56825_DN3_SP0_c0.t1
OG0010550	XP_013597703.1, XP_013599593.1	ESY13_g56838_DN3_SP8_c0.t1
OG0010551	XP_013603528.1, XP_013600953.1	ESY8_g59228_DN2_SP0_c0.t1
OG0010552	XP_013594065.1	ESY13_g56958_DN3_SP0_c0.t1
OG0010553	XP_013635548.1	ESY8_g59108_DN3_SP0_c0.t1
OG0010554	XP_013607461.1, XP_013609491.1	ESY8_g59106_DN3_SP0_c0.t1
OG0010555	XP_013627757.1	ESY8_g59102_DN3_SP0_c0.t1
OG0010556	XP_013635765.1	ESY8_g59061_DN2_SP0_c0.t1
OG0010557	XP_013631335.1	ESY8_g59042_DN3_SP8_c0.t1
OG0010558	XP_013631822.1	ESY8_g59016_DN3_SP0_c0.t1
OG0010559	XP_013633800.1	ESY8_g59009_DN3_SP1_c11.t1
OG0010560	XP_013633644.1	ESY3_g31480_DN3_SP0_c0.t1
OG0010561	XP_013631489.1	ESY8_g58998_DN3_SP0_c0.t1
OG0010562	XP_013635252.1, XP_013635040.1	ESY8_g58992_DN3_SP5_c0.t1
OG0010563	XP_013633836.1, XP_013633681.1	ESY8_g58956_DN1_SP0_c0.t1
OG0010564	XP_013631511.1	ESY6_g46480_DN3_SP0_c0.t1, ESY8_g58950_DN3_SP0_c0.t1, ESY5_g4431_DN3_SP0_c2.t1
OG0010565	XP_013637209.1	ESY8_g58940_DN3_SP3_c0.t1, ESY8_g58936_DN3_SP4_c0.t1
OG0010566	XP_013635862.1	ESY8_g58926_DN3_SP0_c0.t1
OG0010567	XP_013633972.1, XP_013625773.1	ESY8_g58903_DN3_SP0_c0.t1
OG0010568	XP_013615200.1	ESY8_g58859_DN3_SP0_c0.t1
OG0010569	XP_013618684.1	ESY8_g58817_DN3_SP0_c0.t1
OG0010570	XP_013635157.1	ESY8_g58812_DN3_SP0_c1.t1
OG0010571	XP_013637357.1	ESY8_g58763_DN3_SP8_c0.t1
OG0010572	XP_013631310.1	ESY8_g58728_DN3_SP0_c0.t1
OG0010573	XP_013625294.1	ESY8_g58673_DN3_SP0_c0.t1
OG0010574	XP_013631394.1	ESY8_g58619_DN3_SP0_c0.t1, ESY8_g58618_DN3_SP0_c9.t1
OG0010575	XP_013632071.1, XP_013634953.1	ESY8_g58584_DN3_SP0_c0.t1
OG0010576	XP_013631914.1	ESY8_g59736_DN3_SP0_c0.t1
OG0010577	XP_013632639.1	ESY8_g58497_DN3_SP0_c0.t1
OG0010578	XP_013635899.1	ESY8_g58500_DN3_SP0_c0.t1
OG0010579	XP_013636725.1	ESY8_g58512_DN3_SP6_c0.t1
OG0010580	XP_013631872.1	ESY8_g58540_DN3_SP7_c0.t1
OG0010581	XP_013635096.1, XP_013634977.1	ESY8_g58541_DN3_SP1_c0.t1
OG0010582	XP_013629620.1	ESY8_g58446_DN3_SP6_c0.t1, ESY11_g53748_DN3_SP2_c0.t1
OG0010583	XP_013631819.1	ESY8_g58419_DN3_SP4_c0.t1
OG0010584	XP_013637123.1, XP_013630747.1	ESY8_g58409_DN3_SP8_c0.t1
OG0010585	XP_013634939.1	ESY8_g58386_DN3_SP0_c0.t1, ESY8_g58396_DN3_SP0_c0.t1, ESY1_g10384_DN1_SP0_c0.t1
OG0010586	XP_013629251.1	ESY8_g58389_DN3_SP8_c0.t1
OG0010587	XP_013637589.1	ESY8_g58349_DN3_SP8_c0.t1
OG0010588	XP_013605643.1	ESY8_g59226_DN2_SP0_c0.t1
OG0010589	XP_013633612.1	ESY20_g12694_DN3_SP2_c0.t1
OG0010590	XP_013637269.1	ESY20_g12693_DN3_SP0_c0.t1
OG0010591	XP_013631046.1	ESY20_g12677_DN3_SP0_c0.t1, ESY10_g14305_DN3_SP0_c0.t1
OG0010592	XP_013628891.1, XP_013636167.1	ESY20_g12673_DN3_SP0_c0.t1
OG0010593	XP_013635643.1	ESY20_g13342_DN3_SP0_c0.t1
OG0010594	XP_013630154.1	ESY20_g12732_DN3_SP0_c9.t1
OG0010595	XP_013635454.1, XP_013627859.1	ESY20_g12743_DN2_SP0_c0.t1
OG0010596	XP_013637215.1	ESY20_g12748_DN3_SP8_c0.t1
OG0010597	XP_013631264.1	ESY20_g12760_DN3_SP8_c0.t1
OG0010598	XP_013631920.1, XP_013631256.1	ESY20_g12846_DN3_SP8_c0.t1
OG0010599	XP_013616010.1	ESY20_g12879_DN3_SP0_c0.t1
OG0010600	XP_013628114.1	ESY4_g26914_DN3_SP8_c0.t1
OG0010601	XP_013595806.1, XP_013593115.1	ESY20_g12897_DN3_SP8_c0.t1
OG0010602	XP_013599101.1, XP_013612371.1	ESY8_g58111_DN3_SP0_c0.t1
OG0010603	XP_013612991.1	ESY8_g58194_DN2_SP0_c0.t1
OG0010604	XP_013611388.1, XP_013622160.1	ESY8_g58226_DN3_SP8_c0.t1
OG0010605	XP_013610580.1	ESY8_g58229_DN3_SP8_c0.t1
OG0010606	XP_013606322.1	ESY8_g58231_DN2_SP0_c0.t1
OG0010607	XP_013611344.1	ESY8_g58254_DN3_SP0_c0.t1
OG0010608	XP_013612597.1	ESY8_g58259_DN3_SP3_c16.t1
OG0010609	XP_013605094.1	ESY4_g22405_DN3_SP0_c0.t1
OG0010610	XP_013638744.1, XP_013599577.1	ESY4_g22569_DN3_SP7_c0.t1
OG0010611	XP_013600278.1	ESY4_g22570_DN3_SP0_c0.t1
OG0010613	XP_013593592.1, XP_013622115.1	ESY4_g22494_DN3_SP0_c0.t1
OG0010614	XP_013599579.1	ESY4_g22207_DN3_SP0_c0.t1
OG0010615	XP_013595342.1, XP_013625815.1	ESY4_g22447_DN3_SP0_c0.t1
OG0010616	XP_013613557.1	ESY4_g22635_DN3_SP0_c0.t1
OG0010617	XP_013586160.1	ESY4_g22806_DN2_SP4_c0.t1
OG0010618	XP_013623170.1	ESY10_g15025_DN3_SP0_c0.t1
OG0010619	XP_013596124.1, XP_013638897.1	ESY4_g22900_DN3_SP0_c0.t1
OG0010620	XP_013625971.1	ESY7_g16580_DN3_SP0_c0.t1, ESY7_g16619_DN3_SP0_c0.t1
OG0010621	XP_013595488.1, XP_013615488.1	ESY4_g22946_DN3_SP2_c0.t1
OG0010622	XP_013594214.1	ESY4_g23289_DN3_SP1_c0.t1
OG0010623	XP_013593220.1, XP_013630356.1	ESY4_g23296_DN3_SP8_c0.t1
OG0010625	XP_013593013.1, XP_013630148.1	ESY4_g23336_DN3_SP2_c0.t1
OG0010626	XP_013622279.1, XP_013586727.1	ESY4_g23469_DN3_SP7_c0.t1
OG0010627	XP_013584539.1	ESY3_g32454_DN3_SP0_c0.t1
OG0010628	XP_013622212.1	ESY7_g17826_DN3_SP0_c0.t1
OG0010629	XP_013624748.1, XP_013625102.1, XP_013585689.1	ESY7_g16970_DN3_SP0_c0.t1
OG0010631	XP_013596409.1, XP_013584033.1	ESY4_g25719_DN3_SP0_c0.t1
OG0010632	XP_013628631.1, XP_013598274.1	ESY4_g23662_DN3_SP0_c0.t1
OG0010633	XP_013639004.1, XP_013628630.1	ESY8_g59247_DN2_SP0_c0.t1, ESY4_g23663_DN3_SP2_c0.t1
OG0010634	XP_013630847.1	ESY8_g59995_DN3_SP7_c0.t1
OG0010636	XP_013597108.1, XP_013585157.1	ESY16_g62048_DN3_SP0_c0.t1
OG0010637	XP_013592950.1, XP_013583634.1	ESY16_g62022_DN3_SP4_c0.t1
OG0010638	XP_013584075.1	ESY16_g62019_DN3_SP0_c5.t1, ESY7_g16683_DN2_SP0_c0.t1
OG0010639	XP_013619258.1, XP_013587484.1, XP_013593296.1	ESY16_g61991_DN3_SP0_c0.t1
OG0010640	XP_013600380.1, XP_013637677.1	ESY16_g61980_DN3_SP8_c0.t1
OG0010641	XP_013600772.1	ESY16_g61884_DN3_SP0_c0.t1
OG0010642	XP_013603344.1	ESY16_g61841_DN3_SP0_c0.t1
OG0010643	XP_013587393.1, XP_013637948.1	ESY16_g61839_DN3_SP8_c0.t1
OG0010644	XP_013587436.1, XP_013586729.1	ESY16_g61816_DN3_SP8_c0.t1
OG0010645	XP_013587534.1	ESY16_g61814_DN3_SP0_c0.t1
OG0010646	XP_013583792.1	ESY16_g61805_DN3_SP5_c0.t1
OG0010647	XP_013583958.1	ESY16_g61764_DN3_SP6_c0.t1
OG0010648	XP_013585472.1, XP_013639023.1	ESY16_g61750_DN3_SP7_c0.t1
OG0010649	XP_013587622.1	ESY16_g61714_DN3_SP4_c0.t1
OG0010651	XP_013601188.1	ESY16_g61654_DN2_SP0_c0.t1
OG0010652	XP_013583992.1	ESY16_g61651_DN2_SP0_c0.t1
OG0010653	XP_013613942.1, XP_013615829.1, XP_013584680.1	ESY16_g61648_DN3_SP0_c0.t1
OG0010654	XP_013595463.1	ESY10_g14370_DN3_SP3_c0.t1
OG0010655	XP_013621439.1, XP_013598091.1	ESY10_g14346_DN3_SP8_c0.t1
OG0010656	XP_013612835.1	ESY10_g14338_DN3_SP1_c0.t1
OG0010657	XP_013636875.1	ESY12_g51577_DN3_SP6_c0.t1
OG0010658	XP_013615339.1, XP_013593473.1	ESY10_g14306_DN3_SP8_c0.t1
OG0010659	XP_013611461.1	ESY3_g31990_DN1_SP0_c0.t1, ESY3_g31989_DN2_SP0_c0.t1, ESY10_g14298_DN3_SP0_c0.t1
OG0010660	XP_013594032.1, XP_013618499.1	ESY10_g14201_DN3_SP7_c0.t1
OG0010661	XP_013619171.1, XP_013596328.1	ESY6_g50316_DN3_SP8_c11.t1
OG0010662	XP_013610706.1, XP_013597226.1	ESY6_g50329_DN3_SP0_c0.t1
OG0010663	XP_013599333.1	ESY6_g50344_DN3_SP4_c0.t1
OG0010664	XP_013607294.1, XP_013593880.1	ESY6_g50363_DN3_SP0_c0.t1
OG0010665	XP_013610330.1	ESY2_g33951_DN3_SP0_c0.t1
OG0010666	XP_013599327.1	ESY6_g50366_DN3_SP6_c0.t1
OG0010667	XP_013595304.1, XP_013611426.1	ESY6_g50373_DN3_SP0_c53.t1
OG0010668	XP_013592992.1	ESY6_g50375_DN3_SP4_c0.t1, ESY14_g21275_DN1_SP0_c0.t1
OG0010669	XP_013597543.1	ESY6_g50382_DN3_SP1_c0.t1
OG0010670	XP_013598860.1, XP_013618142.1	ESY6_g50404_DN3_SP1_c13.t1
OG0010671	XP_013606646.1, XP_013596570.1	ESY6_g50407_DN3_SP0_c0.t1
OG0010672	XP_013628305.1	ESY6_g50416_DN3_SP0_c0.t1
OG0010673	XP_013608833.1	ESY9_g42457_DN3_SP5_c0.t1
OG0010674	XP_013612570.1	ESY6_g50418_DN3_SP1_c0.t1
OG0010675	XP_013621876.1	ESY6_g50453_DN3_SP1_c0.t1
OG0010676	XP_013626030.1	ESY6_g50455_DN3_SP0_c0.t1
OG0010677	XP_013618722.1, XP_013607106.1, XP_013630156.1	ESY6_g50468_DN3_SP7_c0.t1
OG0010679	XP_013629464.1	ESY6_g50494_DN3_SP0_c0.t1
OG0010680	XP_013613638.1, XP_013622530.1	ESY6_g50532_DN3_SP1_c0.t1
OG0010683	XP_013610911.1	ESY6_g49959_DN3_SP0_c0.t1
OG0010684	XP_013623510.1	ESY6_g50645_DN3_SP0_c0.t1, ESY6_g50649_DN3_SP1_c9.t1, ESY6_g50654_DN3_SP8_c0.t1
OG0010685	XP_013629403.1, XP_013606561.1	ESY6_g50691_DN3_SP8_c0.t1
OG0010686	XP_013628989.1, XP_013610767.1	ESY6_g50705_DN3_SP8_c0.t1
OG0010687	XP_013628332.1	ESY6_g50714_DN3_SP6_c0.t1
OG0010688	XP_013628334.1, XP_013611037.1	ESY6_g50717_DN3_SP8_c0.t1
OG0010689	XP_013618318.1, XP_013629955.1	ESY6_g50735_DN3_SP4_c0.t1
OG0010690	XP_013629675.1	ESY6_g49597_DN3_SP8_c0.t1
OG0010691	XP_013606364.1	ESY6_g49609_DN3_SP7_c0.t1
OG0010692	XP_013629170.1	ESY6_g49620_DN2_SP0_c0.t1
OG0010693	XP_013629169.1	ESY6_g49621_DN3_SP6_c0.t1
OG0010694	XP_013622782.1, XP_013612657.1	ESY6_g49627_DN3_SP8_c0.t1
OG0010695	XP_013609417.1	ESY6_g49682_DN3_SP8_c0.t1
OG0010696	XP_013621810.1, XP_013608710.1	ESY6_g49696_DN3_SP7_c0.t1
OG0010697	XP_013591495.1, XP_013636927.1	ESY8_g59973_DN3_SP0_c0.t1
OG0010698	XP_013630607.1, XP_013607068.1	ESY6_g49833_DN3_SP4_c19.t1
OG0010699	XP_013608995.1	ESY6_g49334_DN3_SP8_c0.t1
OG0010700	XP_013629313.1	ESY6_g49346_DN3_SP8_c0.t1
OG0010701	XP_013607540.1, XP_013627884.1	ESY6_g49382_DN3_SP0_c0.t1
OG0010702	XP_013619774.1, XP_013627926.1	ESY6_g49396_DN3_SP0_c0.t1, ESY5_g5025_DN3_SP0_c0.t1
OG0010703	XP_013606905.1	ESY6_g49449_DN3_SP0_c0.t1, ESY6_g49452_DN3_SP0_c0.t1
OG0010704	XP_013619850.1, XP_013596264.1	ESY6_g49473_DN3_SP5_c0.t1
OG0010705	XP_013606067.1	ESY6_g49515_DN3_SP5_c2.t1
OG0010706	XP_013593421.1	ESY6_g50215_DN3_SP0_c0.t1
OG0010707	XP_013598661.1	ESY6_g50192_DN3_SP0_c0.t1
OG0010708	XP_013618054.1	ESY6_g50190_DN3_SP0_c0.t1
OG0010709	XP_013598660.1	ESY6_g50189_DN3_SP0_c0.t1
OG0010712	XP_013597528.1	ESY6_g50156_DN3_SP0_c0.t1
OG0010713	XP_013611632.1	ESY7_g18903_DN3_SP0_c0.t1, ESY3_g31202_DN3_SP0_c0.t1
OG0010714	XP_013611774.1, XP_013598184.1	ESY6_g50128_DN3_SP0_c0.t1
OG0010715	XP_013597810.1	ESY6_g50115_DN3_SP0_c0.t1
OG0010716	XP_013612481.1, XP_013593109.1	ESY6_g50114_DN3_SP1_c0.t1
OG0010717	XP_013596843.1, XP_013608760.1	ESY6_g50106_DN2_SP2_c0.t1
OG0010718	XP_013597064.1	ESY6_g50103_DN3_SP3_c0.t1
OG0010719	XP_013594099.1	ESY6_g50095_DN3_SP3_c0.t1
OG0010720	XP_013617927.1, XP_013618067.1	ESY6_g50058_DN3_SP0_c0.t1
OG0010721	XP_013613174.1, XP_013595017.1	ESY6_g50056_DN2_SP0_c0.t1
OG0010722	XP_013593012.1, XP_013620820.1	ESY6_g50049_DN3_SP7_c26.t1
OG0010723	XP_013620821.1, XP_013596012.1	ESY6_g50048_DN3_SP0_c0.t1
OG0010724	XP_013598459.1	ESY6_g47998_DN3_SP0_c0.t1, ESY6_g50034_DN3_SP0_c0.t1
OG0010725	XP_013596440.1	ESY6_g50016_DN3_SP0_c16.t1
OG0010726	XP_013597992.1, XP_013621664.1	ESY6_g49951_DN3_SP8_c0.t1
OG0010727	XP_013598550.1	ESY6_g49946_DN3_SP0_c0.t1
OG0010728	XP_013613114.1, XP_013598549.1	ESY6_g49945_DN3_SP3_c0.t1
OG0010729	XP_013628790.1	ESY3_g27168_DN3_SP4_c0.t1
OG0010731	XP_013593443.1	ESY6_g49921_DN3_SP6_c0.t1
OG0010732	XP_013621341.1	ESY6_g49889_DN3_SP4_c0.t1
OG0010733	XP_013621623.1, XP_013629063.1	ESY6_g49870_DN3_SP2_c0.t1
OG0010734	XP_013625445.1, XP_013619144.1	ESY6_g49861_DN3_SP1_c0.t1
OG0010735	XP_013603940.1	ESY1_g11399_DN3_SP4_c0.t1
OG0010737	XP_013626218.1, XP_013615574.1	ESY6_g49261_DN3_SP0_c23.t1
OG0010738	XP_013618253.1, XP_013625371.1	ESY6_g49256_DN3_SP4_c0.t1
OG0010739	XP_013623002.1, XP_013621416.1	ESY6_g49255_DN3_SP0_c0.t1
OG0010740	XP_013618625.1, XP_013626216.1	ESY6_g49248_DN1_SP4_c0.t1
OG0010741	XP_013621950.1	ESY6_g49238_DN3_SP2_c0.t1
OG0010742	XP_013611494.1	ESY6_g49218_DN3_SP0_c0.t1
OG0010743	XP_013626764.1, XP_013611901.1	ESY6_g49186_DN1_SP0_c0.t1
OG0010744	XP_013611133.1	ESY6_g49176_DN3_SP0_c0.t1
OG0010745	XP_013611237.1, XP_013620446.1	ESY6_g49171_DN3_SP7_c0.t1
OG0010746	XP_013606450.1, XP_013620321.1	ESY6_g49153_DN3_SP0_c0.t1
OG0010747	XP_013621339.1, XP_013606210.1, XP_013612235.1	ESY6_g49133_DN3_SP0_c0.t1
OG0010748	XP_013611001.1	ESY6_g49124_DN3_SP0_c0.t1
OG0010749	XP_013621440.1, XP_013613291.1	ESY6_g49116_DN3_SP3_c0.t1
OG0010750	XP_013628210.1	ESY6_g49112_DN3_SP0_c0.t1
OG0010751	XP_013618236.1	ESY6_g49107_DN3_SP0_c0.t1
OG0010752	XP_013621122.1	ESY6_g49084_DN3_SP0_c0.t1
OG0010753	XP_013626921.1, XP_013619851.1	ESY6_g49040_DN3_SP0_c0.t1
OG0010754	XP_013612874.1	ESY6_g49036_DN3_SP0_c8.t1
OG0010755	XP_013618984.1	ESY6_g49027_DN3_SP0_c0.t1
OG0010757	XP_013612087.1	ESY6_g49017_DN3_SP8_c9.t1
OG0010758	XP_013609646.1	ESY6_g49015_DN3_SP0_c0.t1
OG0010759	XP_013619542.1, XP_013609021.1	ESY6_g49012_DN2_SP6_c0.t1
OG0010760	XP_013620559.1	ESY6_g48994_DN3_SP7_c0.t1
OG0010761	XP_013616511.1, XP_013607318.1	ESY6_g48956_DN3_SP8_c0.t1
OG0010762	XP_013630123.1	ESY6_g48929_DN3_SP0_c0.t1, ESY4_g25808_DN3_SP0_c0.t1
OG0010763	XP_013612786.1	ESY6_g48925_DN3_SP2_c0.t1
OG0010764	XP_013618305.1	ESY6_g48916_DN3_SP1_c0.t1
OG0010765	XP_013631126.1	ESY12_g50885_DN3_SP0_c0.t1
OG0010766	XP_013612484.1, XP_013616024.1	ESY6_g48748_DN3_SP1_c0.t1
OG0010767	XP_013616231.1	ESY1_g12541_DN3_SP0_c0.t1
OG0010768	XP_013609479.1, XP_013623252.1	ESY6_g48732_DN3_SP3_c0.t1
OG0010769	XP_013616582.1, XP_013623253.1	ESY6_g48731_DN3_SP0_c0.t1
OG0010770	XP_013611823.1	ESY6_g48727_DN3_SP0_c0.t1
OG0010771	XP_013612536.1	ESY6_g48726_DN3_SP8_c0.t1
OG0010772	XP_013612931.1	ESY6_g48679_DN3_SP7_c0.t1
OG0010773	XP_013613153.1	ESY6_g48662_DN3_SP0_c0.t1
OG0010774	XP_013611950.1	ESY6_g48669_DN3_SP8_c0.t1
OG0010775	XP_013618212.1	ESY6_g48645_DN3_SP8_c0.t1
OG0010776	XP_013613214.1	ESY6_g48635_DN3_SP8_c0.t1
OG0010777	XP_013623865.1, XP_013613213.1	ESY6_g48634_DN3_SP5_c0.t1
OG0010778	XP_013616952.1, XP_013611030.1	ESY6_g48579_DN2_SP0_c0.t1
OG0010779	XP_013630716.1	ESY6_g48569_DN3_SP8_c9.t1
OG0010780	XP_013629091.1	ESY6_g48565_DN3_SP3_c0.t1
OG0010781	XP_013612025.1	ESY6_g48564_DN3_SP0_c0.t1
OG0010782	XP_013625925.1, XP_013615893.1	ESY6_g48558_DN3_SP0_c0.t1
OG0010783	XP_013608708.1, XP_013620297.1	ESY6_g48550_DN3_SP6_c0.t1
OG0010784	XP_013626581.1	ESY6_g48540_DN3_SP3_c0.t1
OG0010785	XP_013626068.1, XP_013614223.1	ESY6_g48543_DN3_SP8_c0.t1
OG0010786	XP_013614214.1, XP_013606089.1	ESY6_g48542_DN3_SP0_c0.t1
OG0010787	XP_013618394.1, XP_013606763.1	ESY6_g48538_DN3_SP1_c0.t1
OG0010788	XP_013611788.1	ESY6_g48525_DN3_SP0_c0.t1
OG0010789	XP_013620277.1, XP_013612500.1	ESY6_g48515_DN3_SP0_c0.t1
OG0010790	XP_013627401.1, XP_013610151.1	ESY6_g48510_DN2_SP0_c0.t1
OG0010791	XP_013607065.1, XP_013619120.1	ESY6_g48505_DN3_SP7_c0.t1
OG0010792	XP_013620554.1, XP_013611437.1	ESY6_g48493_DN3_SP1_c0.t1
OG0010793	XP_013606439.1, XP_013629439.1	ESY6_g48437_DN3_SP0_c0.t1
OG0010794	XP_013612855.1	ESY6_g48408_DN3_SP3_c0.t1
OG0010795	XP_013620934.1	ESY6_g48355_DN3_SP0_c0.t1
OG0010796	XP_013610273.1, XP_013621888.1	ESY6_g48296_DN3_SP8_c0.t1
OG0010797	XP_013628293.1	ESY6_g48294_DN3_SP1_c0.t1
OG0010798	XP_013607355.1	ESY6_g48278_DN3_SP6_c0.t1
OG0010799	XP_013616423.1, XP_013606387.1	ESY6_g48256_DN3_SP8_c0.t1
OG0010800	XP_013611263.1, XP_013621490.1	ESY6_g48168_DN3_SP8_c0.t1
OG0010801	XP_013606874.1	ESY6_g48163_DN3_SP8_c0.t1
OG0010802	XP_013609613.1	ESY6_g48151_DN3_SP0_c0.t1
OG0010803	XP_013619107.1	ESY6_g48082_DN2_SP1_c0.t1
OG0010804	XP_013621296.1, XP_013630068.1	ESY6_g48080_DN3_SP8_c0.t1
OG0010805	XP_013628602.1, XP_013612555.1	ESY6_g48067_DN3_SP0_c0.t1
OG0010806	XP_013592186.1	ESY2_g35812_DN3_SP0_c0.t1
OG0010807	XP_013604035.1	ESY1_g10057_DN3_SP0_c0.t1
OG0010808	XP_013620641.1	ESY6_g48027_DN3_SP0_c5.t1
OG0010809	XP_013627681.1, XP_013616503.1	ESY97_g19683_DN1_SP0_p0.t1, ESY6_g47989_DN3_SP0_c0.t1
OG0010810	XP_013619993.1, XP_013610626.1	ESY6_g47984_DN3_SP0_c0.t1
OG0010812	XP_013613224.1	ESY6_g47963_DN3_SP0_c0.t1
OG0010813	XP_013603669.1, XP_013630025.1	ESY1_g9444_DN3_SP0_c0.t1
OG0010814	XP_013603245.1	ESY1_g9338_DN3_SP6_c0.t1
OG0010815	XP_013623351.1	ESY1_g9308_DN2_SP8_c0.t1
OG0010816	XP_013621677.1	ESY7_g18265_DN3_SP2_c43.t1, ESY6_g47553_DN3_SP6_c43.t1
OG0010817	XP_013609237.1	ESY6_g47593_DN3_SP0_c0.t1
OG0010818	XP_013606426.1	ESY6_g47555_DN2_SP0_c0.t1
OG0010820	XP_013612743.1	ESY20_g13217_DN3_SP8_c0.t1
OG0010821	XP_013630130.1	ESY15_g65046_DN3_SP1_c0.t1
OG0010822	XP_013621638.1	ESY20_g13245_DN3_SP1_c0.t1, ESY11_g54763_DN3_SP1_c0.t1
OG0010823	XP_013614764.1	ESY20_g13274_DN3_SP0_c0.t1
OG0010824	XP_013621060.1	ESY19_g41863_DN3_SP0_c80.t1
OG0010825	XP_013629026.1	ESY20_g13290_DN3_SP8_c0.t1
OG0010826	XP_013611609.1	ESY20_g13295_DN3_SP0_c0.t1
OG0010827	XP_013609822.1, XP_013620703.1	ESY20_g13298_DN3_SP0_c0.t1
OG0010828	XP_013615928.1, XP_013613318.1	ESY7_g18514_DN3_SP8_c0.t1
OG0010829	XP_013623764.1	ESY7_g18500_DN2_SP0_c0.t1
OG0010830	XP_013625725.1	ESY2_g34156_DN3_SP1_c0.t1
OG0010831	XP_013606770.1, XP_013618370.1	ESY7_g18480_DN3_SP1_c0.t1
OG0010832	XP_013611375.1	ESY7_g18477_DN3_SP0_c0.t1
OG0010833	XP_013611374.1	ESY7_g18476_DN3_SP8_c0.t1
OG0010834	XP_013635408.1	ESY7_g18468_DN3_SP0_c0.t1
OG0010835	XP_013612665.1	ESY7_g18388_DN3_SP0_c0.t1, ESY7_g18453_DN3_SP1_c0.t1
OG0010836	XP_013613333.1	ESY7_g18736_DN3_SP6_c0.t1
OG0010837	XP_013613288.1	ESY7_g18781_DN3_SP0_c10.t1
OG0010838	XP_013609263.1	ESY7_g18784_DN3_SP6_c0.t1
OG0010839	XP_013620420.1	ESY7_g18795_DN3_SP4_c0.t1
OG0010840	XP_013620413.1, XP_013612724.1	ESY7_g18800_DN3_SP8_c0.t1
OG0010841	XP_013620517.1, XP_013611094.1	ESY7_g18891_DN3_SP1_c0.t1
OG0010842	XP_013619863.1, XP_013611634.1	ESY7_g18904_DN3_SP0_c0.t1
OG0010843	XP_013610020.1	ESY7_g18905_DN3_SP0_c0.t1, ESY7_g18881_DN3_SP0_c0.t1
OG0010844	XP_013605959.1	ESY7_g18925_DN3_SP0_c0.t1
OG0010845	XP_013606031.1, XP_013619829.1	ESY7_g18933_DN3_SP0_c0.t1
OG0010846	XP_013587407.1, XP_013606952.1, XP_013627045.1	ESY7_g18975_DN3_SP0_c0.t1
OG0010847	XP_013622561.1, XP_013612267.1	ESY7_g18987_DN3_SP4_c0.t1
OG0010848	XP_013623408.1	ESY7_g18994_DN3_SP0_c0.t1
OG0010849	XP_013611753.1	ESY7_g19022_DN3_SP7_c3.t1
OG0010850	XP_013604221.1	ESY8_g59485_DN3_SP2_c9.t1
OG0010851	XP_013612315.1, XP_013616271.1	ESY7_g19086_DN3_SP1_c0.t1
OG0010852	XP_013597593.1	ESY5_g4152_DN3_SP8_c0.t1
OG0010853	XP_013607245.1	ESY7_g19107_DN3_SP0_c0.t1
OG0010854	XP_013614447.1, XP_013610556.1	ESY7_g19204_DN3_SP0_c0.t1
OG0010855	XP_013609215.1	ESY7_g19222_DN3_SP0_c0.t1
OG0010856	XP_013606836.1	ESY7_g19232_DN3_SP0_c0.t1
OG0010858	XP_013611806.1	ESY7_g19317_DN3_SP0_c0.t1
OG0010859	XP_013614292.1	ESY7_g19358_DN3_SP8_c0.t1
OG0010860	XP_013610375.1, XP_013626966.1	ESY7_g19362_DN3_SP6_c0.t1
