Orthogroup	Brassica_oleracea	Cochlearia_excelsa
OG0007319	XP_013597621.1, XP_013615073.1, XP_013609606.1	g85
OG0007320	XP_013618145.1, XP_013606189.1	g87
OG0007321	XP_013615832.1, XP_013594109.1	g17051, g23567
OG0007322	XP_013612677.1, XP_013593021.1	g98
OG0007323	XP_013629013.1, XP_013611140.1	g129
OG0007324	XP_013625479.1	g9698, g140
OG0007325	XP_013618642.1	g141
OG0007326	XP_013613602.1, XP_013630548.1	g9712, g150
OG0007327	XP_013610367.1, XP_013613631.1, XP_013624399.1	g157
OG0007328	XP_013622144.1, XP_013613635.1	g160
OG0007329	XP_013623621.1, XP_013613628.1	g184
OG0007330	XP_013625238.1	g9745
OG0007331	XP_013619577.1, XP_013609911.1	g204
OG0007332	XP_013625215.1, XP_013610909.1	g9750, g212
OG0007333	XP_013624415.1	g36015, g36014, g18644
OG0007334	XP_013638594.1	g32315
OG0007335	XP_013618795.1, XP_013630734.1	g18645
OG0007336	XP_013630305.1, XP_013616061.1	g9763, g232
OG0007337	XP_013628595.1	g235
OG0007338	XP_013609619.1, XP_013619806.1, XP_013625190.1	g238
OG0007339	XP_013625867.1, XP_013611319.1	g250
OG0007340	XP_013621303.1, XP_013629768.1	g9791
OG0007341	XP_013622706.1	g9793
OG0007342	XP_013609750.1	g9797, g265
OG0007343	XP_013611384.1, XP_013629027.1	g270, g9799
OG0007344	XP_013630002.1, XP_013620870.1	g273
OG0007345	XP_013629039.1, XP_013613230.1	g18631
OG0007346	XP_013622048.1, XP_013616062.1	g316, g9823
OG0007347	XP_013626072.1, XP_013612754.1	g317
OG0007348	XP_013612753.1, XP_013626813.1	g318, g9825
OG0007349	XP_013626660.1, XP_013610101.1	g9827
OG0007350	XP_013625359.1, XP_013609966.1	g334
OG0007351	XP_013616549.1, XP_013625531.1	g9858
OG0007352	XP_013618482.1, XP_013625763.1	g9859
OG0007353	XP_013621848.1, XP_013617962.1	g366, g367
OG0007354	XP_013629123.1, XP_013620236.1	g9879
OG0007355	XP_013631998.1, XP_013600377.1	g24594
OG0007357	XP_013597619.1, XP_013608991.1	g412
OG0007358	XP_013614653.1, XP_013599109.1	g415
OG0007360	XP_013613339.1, XP_013595539.1	g427
OG0007361	XP_013611625.1	g439
OG0007361	XP_013598330.1	g9926
OG0007362	XP_013597468.1	g9940
OG0007362	XP_013621394.1, XP_013623062.1	g3987
OG0007363	XP_013612979.1, XP_013598882.1	g445, g9941
OG0007364	XP_013594016.1, XP_013606046.1	g462
OG0007365	XP_013593720.1	g497
OG0007366	XP_013610763.1, XP_013593324.1	g18582, g9987
OG0007367	XP_013609385.1, XP_013597852.1	g503
OG0007368	XP_013612740.1, XP_013599023.1	g36086, g18580
OG0007369	XP_013594101.1	g9997
OG0007371	XP_013619432.1, XP_013597554.1	g540
OG0007372	XP_013613172.1, XP_013598521.1	g544
OG0007374	XP_013620822.1	g551
OG0007375	XP_013597972.1, XP_013610146.1	g552
OG0007376	XP_013598458.1, XP_013613312.1	g558, g10023
OG0007377	XP_013616479.1, XP_013596799.1	g10035
OG0007378	XP_013596801.1, XP_013609125.1	g10036
OG0007379	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1	g10038
OG0007380	XP_013616598.1, XP_013594163.1	g10062
OG0007381	XP_013619187.1, XP_013596106.1	g10071
OG0007382	XP_013621665.1, XP_013595283.1	g605, g10068
OG0007383	XP_013611519.1, XP_013593794.1	g10075
OG0007384	XP_013620497.1, XP_013611249.1	g29113
OG0007385	XP_013629062.1	g29109
OG0007386	XP_013621099.1, XP_013611112.1	g41421, g660
OG0007387	XP_013616882.1, XP_013611108.1, XP_013630524.1	g41420
OG0007388	XP_013611989.1, XP_013628525.1, XP_013621117.1	g667
OG0007389	XP_013621379.1, XP_013623433.1, XP_013610464.1	g41417, g28966
OG0007390	XP_013621380.1, XP_013606607.1	g671
OG0007391	XP_013625180.1	g687
OG0007392	XP_013627537.1	g703
OG0007393	XP_013619207.1, XP_013625234.1	g705
OG0007394	XP_013606501.1, XP_013616381.1	g28929
OG0007395	XP_013626352.1, XP_013607120.1	g28918
OG0007396	XP_013609198.1, XP_013620480.1	g28912
OG0007397	XP_013620325.1, XP_013622808.1	g28909
OG0007398	XP_013620289.1, XP_013620291.1, XP_013611093.1	g28908
OG0007399	XP_013621217.1, XP_013612486.1	g28901
OG0007400	XP_013611155.1, XP_013628212.1	g766, g28896
OG0007401	XP_013621766.1, XP_013606341.1	g41365
OG0007402	XP_013611725.1, XP_013629117.1	g798
OG0007404	XP_013628750.1, XP_013620552.1	g28864
OG0007405	XP_013623562.1	g28862
OG0007405	XP_013608990.1	g811
OG0007406	XP_013614224.1, XP_013630609.1	g41335
OG0007407	XP_013620912.1, XP_013628868.1	g28850
OG0007408	XP_013611526.1, XP_013620878.1	g41331
OG0007409	XP_013610120.1, XP_013630121.1	g41328
OG0007410	XP_013585914.1, XP_013604277.1	g36322
OG0007411	XP_013627283.1	g861
OG0007412	XP_013620686.1	g41172
OG0007413	XP_013609717.1, XP_013619377.1	g1299
OG0007414	XP_013612288.1	g1295
OG0007415	XP_013636009.1, XP_013628306.1	g37122
OG0007416	XP_013621527.1, XP_013621716.1	g39225, g1284
OG0007417	XP_013619939.1	g1263
OG0007417	XP_013610841.1	g1264
OG0007419	XP_013607261.1	g1245, g39248
OG0007420	XP_013612845.1, XP_013626275.1	g1239
OG0007421	XP_013626308.1, XP_013619362.1	g39264
OG0007422	XP_013606892.1, XP_013616514.1	g1221
OG0007423	XP_013612451.1, XP_013630628.1	g1217, g28718
OG0007424	XP_013623219.1, XP_013613123.1	g28723
OG0007425	XP_013610256.1	g1190
OG0007426	XP_013612469.1	g39278
OG0007428	XP_013625947.1, XP_013620278.1	g39289
OG0007429	XP_013629024.1, XP_013629022.1	g28663
OG0007430	XP_013612749.1	g28660
OG0007431	XP_013621617.1, XP_013612908.1	g28650
OG0007432	XP_013620009.1, XP_013610756.1	g28641
OG0007433	XP_013627372.1, XP_013619352.1	g28285
OG0007434	XP_013619390.1	g1095
OG0007435	XP_013606172.1, XP_013622022.1	g28596
OG0007436	XP_013620571.1, XP_013612901.1	g28609
OG0007437	XP_013608240.1, XP_013615875.1	g28611
OG0007438	XP_013613139.1, XP_013627238.1	g28619
OG0007439	XP_013611576.1, XP_013620668.1	g28575
OG0007440	XP_013606659.1, XP_013621215.1	g39345
OG0007441	XP_013613988.1, XP_013607121.1	g28548
OG0007442	XP_013621602.1, XP_013610460.1	g28542, g39357
OG0007443	XP_013608936.1	g1038
OG0007443	XP_013622317.1	g28535
OG0007444	XP_013596773.1	g17031
OG0007445	XP_013612557.1, XP_013619759.1	g28521
OG0007446	XP_013608185.1, XP_013623874.1, XP_013617006.1	g994
OG0007447	XP_013608183.1, XP_013628926.1	g39395
OG0007448	XP_013626155.1, XP_013606913.1	g28496
OG0007449	XP_013604850.1	g2620
OG0007450	XP_013621637.1	g11385
OG0007451	XP_013622000.1, XP_013605443.1	g2689
OG0007452	XP_013615964.1, XP_013609368.1	g28455
OG0007453	XP_013621545.1, XP_013612683.1	g949
OG0007454	XP_013606183.1	g28470
OG0007455	XP_013606548.1	g30791
OG0007456	XP_013612022.1	g25464
OG0007457	XP_013606357.1	g39603
OG0007460	XP_013622218.1, XP_013606944.1	g5555
OG0007461	XP_013612966.1, XP_013622352.1	g5562
OG0007462	XP_013612986.1	g45469
OG0007462	XP_013622455.1	g29649
OG0007463	XP_013612135.1	g45458, g29663
OG0007464	XP_013608511.1, XP_013608510.1, XP_013619834.1	g26055, g29676
OG0007465	XP_013626658.1, XP_013611493.1	g45453
OG0007466	XP_013612353.1	g29685, g5601
OG0007467	XP_013611872.1, XP_013619323.1	g45436, g5621
OG0007468	XP_013611096.1	g29720
OG0007469	XP_013613329.1, XP_013618596.1	g29735
OG0007470	XP_013620143.1, XP_013628467.1	g29737
OG0007471	XP_013619442.1	g5662
OG0007471	XP_013609266.1	g29767
OG0007472	XP_013629457.1, XP_013612347.1, XP_013619146.1	g45406, g29787
OG0007473	XP_013623664.1, XP_013609374.1	g29796
OG0007474	XP_013619563.1, XP_013613023.1	g5699, g29801
OG0007475	XP_013583912.1	g12376
OG0007476	XP_013611681.1, XP_013616509.1, XP_013616742.1	g29809
OG0007477	XP_013614451.1, XP_013621108.1	g5714, g29816
OG0007478	XP_013629469.1	g5722
OG0007479	XP_013618344.1, XP_013608684.1	g5734
OG0007480	XP_013622972.1	g5735
OG0007482	XP_013608554.1, XP_013608553.1, XP_013613146.1	g29840
OG0007483	XP_013606397.1	g5753
OG0007484	XP_013607172.1, XP_013616638.1	g5759
OG0007485	XP_013615944.1, XP_013621425.1, XP_013621424.1, XP_013609673.1	g29847
OG0007486	XP_013585721.1	g13055
OG0007487	XP_013622935.1, XP_013612080.1	g45316
OG0007488	XP_013623580.1, XP_013609277.1	g5790
OG0007489	XP_013609874.1, XP_013627025.1	g5789
OG0007490	XP_013619130.1, XP_013622628.1	g5788
OG0007491	XP_013630168.1, XP_013610799.1	g5785
OG0007492	XP_013606361.1	g5795
OG0007493	XP_013630275.1, XP_013616435.1	g5806
OG0007494	XP_013618691.1, XP_013606422.1	g5807
OG0007495	XP_013621983.1, XP_013607017.1	g5814
OG0007497	XP_013622354.1	g45289
OG0007498	XP_013620117.1, XP_013628124.1	g5865
OG0007499	XP_013587989.1, XP_013632036.1	g46654
OG0007500	XP_013590438.1, XP_013633712.1	g16771
OG0007501	XP_013589294.1, XP_013631744.1	g46624
OG0007502	XP_013636926.1, XP_013591494.1	g16758
OG0007503	XP_013589770.1, XP_013592248.1	g46610
OG0007504	XP_013592128.1, XP_013592187.1	g46572, g13600
OG0007505	XP_013620402.1	g17929
OG0007506	XP_013591246.1, XP_013615126.1	g46569
OG0007507	XP_013620862.1, XP_013591711.1	g46561
OG0007508	XP_013589849.1, XP_013618378.1	g46554
OG0007509	XP_013591127.1, XP_013591940.1	g46539
OG0007510	XP_013588693.1, XP_013592542.1	g14406
OG0007511	XP_013603885.1, XP_013632143.1	g1502
OG0007512	XP_013591157.1, XP_013618390.1	g46513
OG0007513	XP_013590384.1	g44336
OG0007513	XP_013588418.1	g46501
OG0007514	XP_013619497.1, XP_013588796.1	g46498, g44340
OG0007515	XP_013591729.1, XP_013621146.1	g44341
OG0007516	XP_013591303.1, XP_013588576.1	g46497
OG0007517	XP_013620369.1, XP_013591301.1	g46495, g44345
OG0007518	XP_013623024.1, XP_013588306.1	g46475
OG0007519	XP_013615912.1, XP_013590172.1	g44353
OG0007520	XP_013592612.1, XP_013619025.1	g46470
OG0007521	XP_013592242.1	g46466
OG0007522	XP_013592094.1, XP_013588502.1	g46437
OG0007523	XP_013590214.1, XP_013590835.1	g46420
OG0007524	XP_013588118.1	g46406
OG0007525	XP_013620634.1, XP_013590618.1	g44360
OG0007526	XP_013590617.1, XP_013618916.1, XP_013619066.1	g46388
OG0007527	XP_013591731.1	g46376
OG0007528	XP_013591436.1, XP_013618282.1	g46366
OG0007529	XP_013592818.1, XP_013588038.1	g44364
OG0007530	XP_013590995.1, XP_013590695.1	g46334
OG0007531	XP_013589704.1, XP_013590942.1	g46327
OG0007532	XP_013591059.1	g46323
OG0007533	XP_013587753.1	g46309
OG0007534	XP_013620253.1, XP_013589460.1	g44386
OG0007535	XP_013590923.1, XP_013590569.1	g46263
OG0007536	XP_013591846.1, XP_013619590.1	g44416
OG0007537	XP_013590261.1	g46248
OG0007538	XP_013589690.1	g46243
OG0007539	XP_013591146.1, XP_013618416.1	g44432
OG0007540	XP_013592746.1, XP_013621161.1	g46233
OG0007541	XP_013587754.1, XP_013621154.1	g46226
OG0007542	XP_013598828.1	g10383
OG0007543	XP_013588152.1, XP_013591754.1	g46188
OG0007544	XP_013587816.1, XP_013591836.1	g46181
OG0007545	XP_013599099.1, XP_013611575.1	g14032, g6091
OG0007546	XP_013595831.1	g14027, g6088
OG0007547	XP_013595723.1, XP_013612933.1	g14025
OG0007548	XP_013593101.1, XP_013630445.1	g6046
OG0007549	XP_013595370.1, XP_013603164.1	g19378
OG0007550	XP_013585905.1, XP_013596326.1	g19379
OG0007551	XP_013605757.1	g19383
OG0007551	XP_013601152.1	g2599
OG0007552	XP_013626445.1, XP_013607323.1	g39413
OG0007553	XP_013612044.1	g28485
OG0007554	XP_013628646.1, XP_013622889.1	g19506
OG0007555	XP_013614618.1, XP_013591314.1	g54385
OG0007556	XP_013629685.1, XP_013588025.1	g54365
OG0007557	XP_013616558.1, XP_013594258.1	g51421
OG0007558	XP_013627370.1, XP_013627023.1, XP_013623042.1	g36707
OG0007559	XP_013588107.1, XP_013590205.1	g54335, g36700
OG0007560	XP_013625748.1	g36696
OG0007561	XP_013587800.1, XP_013590238.1	g36687, g54344
OG0007563	XP_013613486.1	g54292
OG0007563	XP_013590184.1	g36630
OG0007564	XP_013592679.1, XP_013630403.1	g54284, g36620
OG0007565	XP_013590302.1, XP_013625530.1	g36599
OG0007566	XP_013614625.1	g51568, g23508
OG0007567	XP_013632062.1, XP_013632438.1	g51574, g38031
OG0007568	XP_013625212.1, XP_013633604.1	g38033
OG0007569	XP_013631941.1, XP_013616602.1	g11446
OG0007570	XP_013621854.1	g3131
OG0007571	XP_013612183.1	g41154
OG0007572	XP_013611815.1	g28260
OG0007573	XP_013606333.1	g41246
OG0007574	XP_013620770.1, XP_013613185.1	g28400
OG0007575	XP_013620753.1, XP_013609409.1	g901
OG0007576	XP_013606570.1, XP_013620483.1	g28405
OG0007577	XP_013629491.1, XP_013621096.1	g1468
OG0007578	XP_013622411.1	g28253
OG0007579	XP_013621299.1, XP_013587785.1	g17889
OG0007580	XP_013615058.1, XP_013615293.1	g46880
OG0007581	XP_013602391.1, XP_013588050.1, XP_013633866.1	g46872
OG0007582	XP_013632165.1	g46940
OG0007583	XP_013632020.1	g24752, g24757
OG0007584	XP_013602461.1	g46652
OG0007585	XP_013613641.1, XP_013637116.1	g46988
OG0007586	XP_013605124.1	g46995, g24635
OG0007587	XP_013605749.1	g47009
OG0007588	XP_013636278.1	g24535
OG0007589	XP_013628852.1, XP_013636279.1	g24534
OG0007590	XP_013622511.1	g24522
OG0007591	XP_013638943.1	g24501, g47068
OG0007592	XP_013601979.1	g24499
OG0007593	XP_013603608.1, XP_013594293.1	g47080
OG0007594	XP_013603150.1, XP_013589819.1	g17688
OG0007595	XP_013591487.1, XP_013589253.1	g24471
OG0007597	XP_013627938.1, XP_013596239.1	g24425
OG0007598	XP_013590960.1, XP_013592831.1	g44582
OG0007599	XP_013619825.1, XP_013590944.1	g46032
OG0007600	XP_013591984.1	g44574
OG0007601	XP_013588523.1, XP_013592873.1	g44573
OG0007602	XP_013590414.1, XP_013590360.1	g44556, g46094
OG0007603	XP_013589974.1	g46096
OG0007604	XP_013620982.1, XP_013591813.1	g46143, g44518
OG0007605	XP_013616051.1, XP_013592864.1	g46145
OG0007606	XP_013592785.1, XP_013618204.1	g44508
OG0007607	XP_013592629.1, XP_013612871.1	g41530
OG0007608	XP_013612218.1	g53374, g36754
OG0007609	XP_013615780.1	g44785
OG0007609	XP_013592060.1	g45763
OG0007610	XP_013592305.1	g44782
OG0007610	XP_013621548.1	g45769
OG0007611	XP_013592887.1	g23550, g47675
OG0007613	XP_013593488.1, XP_013605899.1, XP_013596780.1	g23538
OG0007614	XP_013603028.1, XP_013622153.1, XP_013638369.1	g23531, g47679
OG0007615	XP_013598929.1, XP_013598242.1	g23488
OG0007616	XP_013612251.1	g28407
OG0007617	XP_013596036.1	g16640
OG0007619	XP_013609174.1, XP_013606936.1	g40783
OG0007620	XP_013606273.1, XP_013606797.1	g40806
OG0007621	XP_013633737.1	g43418, g43419
OG0007622	XP_013589887.1	g16873, g16872
OG0007623	XP_013620366.1	g28414
OG0007625	XP_013619259.1	g10192
OG0007626	XP_013598101.1	g10505
OG0007627	XP_013616533.1, XP_013612179.1	g10516
OG0007628	XP_013613409.1, XP_013597284.1	g10545
OG0007629	XP_013606378.1, XP_013613426.1	g1598
OG0007630	XP_013613395.1, XP_013597304.1	g10552
OG0007631	XP_013606331.1, XP_013593486.1	g10573
OG0007632	XP_013596684.1	g1587
OG0007633	XP_013620680.1, XP_013632519.1, XP_013609861.1	g28304
OG0007634	XP_013590377.1, XP_013590697.1, XP_013619336.1	g45826
OG0007635	XP_013620742.1	g44716
OG0007636	XP_013616164.1, XP_013591693.1	g45819
OG0007637	XP_013619298.1, XP_013592830.1	g45817
OG0007638	XP_013619305.1, XP_013592829.1	g44724
OG0007641	XP_013593052.1, XP_013616677.1	g10949
OG0007642	XP_013620181.1, XP_013596035.1	g40607
OG0007643	XP_013613346.1, XP_013595680.1	g10253
OG0007644	XP_013595652.1	g10955
OG0007645	XP_013621455.1, XP_013598689.1	g10957
OG0007646	XP_013619492.1, XP_013593808.1	g40602
OG0007647	XP_013609433.1, XP_013595997.1	g40600
OG0007649	XP_013609049.1, XP_013595404.1	g10986
OG0007650	XP_013602420.1, XP_013636175.1	g46865
OG0007651	XP_013593264.1, XP_013597566.1, XP_013616169.1	g10997
OG0007652	XP_013591623.1	g54136
OG0007653	XP_013590011.1, XP_013584006.1	g54138
OG0007654	XP_013586555.1, XP_013596339.1	g23734, g17150
OG0007655	XP_013587930.1, XP_013621714.1	g28059
OG0007656	XP_013629444.1	g36430, g54164
OG0007657	XP_013589838.1	g36439, g54165
OG0007658	XP_013627289.1, XP_013584757.1	g54209, g36455
OG0007659	XP_013587779.1	g36471
OG0007660	XP_013588713.1, XP_013626995.1	g54190
OG0007661	XP_013592320.1, XP_013626594.1	g54188
OG0007662	XP_013622127.1, XP_013590094.1, XP_013588022.1	g36513
OG0007663	XP_013630470.1, XP_013588586.1	g28032
OG0007664	XP_013591951.1, XP_013592902.1	g28031, g36521
OG0007665	XP_013625343.1, XP_013615101.1, XP_013589820.1	g36531
OG0007666	XP_013605322.1, XP_013586535.1	g30893
OG0007667	XP_013627384.1, XP_013591212.1	g54250
OG0007668	XP_013592012.1, XP_013621760.1	g36553
OG0007670	XP_013615543.1, XP_013587818.1	g54274
OG0007671	XP_013586698.1	g50012
OG0007672	XP_013612854.1	g37026
OG0007673	XP_013599635.1	g38482
OG0007674	XP_013632156.1, XP_013616642.1	g37040
OG0007675	XP_013612880.1, XP_013637191.1	g11141
OG0007676	XP_013630857.1, XP_013637511.1	g37065
OG0007677	XP_013633643.1, XP_013634192.1	g51366
OG0007678	XP_013637097.1, XP_013622353.1	g51399
OG0007679	XP_013637217.1, XP_013623115.1	g51400
OG0007680	XP_013631127.1, XP_013631443.1	g51405
OG0007681	XP_013635564.1, XP_013635262.1	g51410
OG0007683	XP_013631004.1	g51447
OG0007684	XP_013631845.1, XP_013622442.1	g37095, g37076
OG0007685	XP_013629409.1, XP_013636258.1, XP_013636437.1	g51471
OG0007686	XP_013609154.1	g10184
OG0007687	XP_013637232.1, XP_013633720.1	g51523
OG0007688	XP_013634832.1, XP_013627358.1, XP_013634757.1	g51539
OG0007689	XP_013586545.1	g49661
OG0007691	XP_013626800.1, XP_013633824.1	g51551
OG0007692	XP_013591310.1, XP_013598561.1	g24128
OG0007693	XP_013626299.1, XP_013600512.1	g47302, g24148
OG0007695	XP_013622123.1, XP_013597314.1, XP_013639751.1	g17470
OG0007696	XP_013615849.1, XP_013624214.1, XP_013624209.1	g47273
OG0007697	XP_013616970.1, XP_013593573.1	g24191
OG0007698	XP_013600314.1, XP_013593515.1	g17496, g24223
OG0007699	XP_013618779.1, XP_013592946.1	g24226
OG0007700	XP_013603814.1, XP_013605318.1	g47248, g24229
OG0007701	XP_013604423.1, XP_013597532.1	g47240
OG0007702	XP_013596098.1, XP_013583340.1	g24233, g17519
OG0007703	XP_013593671.1, XP_013637493.1	g24242
OG0007704	XP_013600916.1, XP_013638954.1	g47235
OG0007705	XP_013597719.1, XP_013638807.1	g24246
OG0007707	XP_013609865.1	g10946, g40622
OG0007708	XP_013595306.1, XP_013604701.1	g19323
OG0007709	XP_013595341.1	g2500, g2501, g2499
OG0007710	XP_013593722.1, XP_013586867.1	g2496
OG0007711	XP_013602897.1, XP_013596248.1	g2508
OG0007712	XP_013599701.1, XP_013595754.1	g2540
OG0007713	XP_013597402.1, XP_013602138.1	g2541
OG0007714	XP_013622907.1, XP_013637030.1	g23884
OG0007715	XP_013609190.1, XP_013593310.1	g23894
OG0007716	XP_013621176.1, XP_013626073.1	g882
OG0007717	XP_013612390.1, XP_013620515.1	g28370, g41222
OG0007718	XP_013618430.1	g878
OG0007719	XP_013618246.1	g41175, g41193
OG0007720	XP_013621391.1, XP_013612489.1	g41163
OG0007722	XP_013627345.1	g1351
OG0007723	XP_013628615.1, XP_013620775.1	g1362, g28300
OG0007724	XP_013630081.1, XP_013593546.1	g6585
OG0007725	XP_013622070.1, XP_013608999.1	g36064, g14326
OG0007726	XP_013612565.1, XP_013598643.1	g14236
OG0007727	XP_013621898.1, XP_013593108.1	g6150
OG0007728	XP_013595608.1, XP_013629694.1	g6139
OG0007729	XP_013595400.1, XP_013611606.1	g6126, g14103
OG0007730	XP_013629190.1, XP_013598295.1	g13716
OG0007731	XP_013622437.1	g14050
OG0007732	XP_013599204.1, XP_013625809.1	g14042
OG0007733	XP_013599298.1	g47487, g23850
OG0007734	XP_013593765.1, XP_013599246.1	g23860
OG0007735	XP_013619833.1, XP_013595232.1	g23858
OG0007736	XP_013598127.1, XP_013616539.1	g23878
OG0007738	XP_013599074.1	g23928
OG0007739	XP_013593540.1, XP_013634329.1	g23933
OG0007740	XP_013616753.1	g23946, g47435
OG0007741	XP_013630480.1, XP_013598454.1	g17294
OG0007742	XP_013632393.1, XP_013632326.1, XP_013593376.1	g47419, g17303
OG0007743	XP_013596680.1	g47413
OG0007744	XP_013606473.1	g40747
OG0007745	XP_013614142.1, XP_013597945.1	g24079
OG0007746	XP_013595794.1, XP_013597934.1	g24075
OG0007747	XP_013594245.1, XP_013630606.1	g47335, g24069
OG0007748	XP_013598438.1, XP_013629429.1, XP_013604566.1	g24065
OG0007750	XP_013598148.1, XP_013599144.1	g24063
OG0007751	XP_013626828.1	g47344
OG0007751	XP_013602421.1	g17374
OG0007752	XP_013602410.1, XP_013622982.1	g24008
OG0007753	XP_013597903.1, XP_013604010.1	g47391
OG0007754	XP_013614536.1	g47400
OG0007755	XP_013625927.1, XP_013608584.1	g29023
OG0007756	XP_013614875.1, XP_013609547.1	g19648, g9639
OG0007757	XP_013621802.1	g40262
OG0007758	XP_013618090.1	g37137
OG0007759	XP_013621019.1	g37015
OG0007760	XP_013602409.1, XP_013596296.1	g24355, g2666
OG0007761	XP_013605551.1, XP_013592285.1	g24327
OG0007762	XP_013596510.1, XP_013620176.1	g47179, g24316
OG0007763	XP_013600048.1, XP_013607634.1	g47183
OG0007764	XP_013592428.1, XP_013603976.1	g24307
OG0007765	XP_013622548.1, XP_013638150.1	g7640
OG0007766	XP_013586688.1, XP_013621116.1	g12721
OG0007767	XP_013627077.1, XP_013585517.1	g12716
OG0007768	XP_013639193.1, XP_013585413.1	g7930
OG0007769	XP_013585411.1, XP_013639069.1	g7929
OG0007770	XP_013636362.1	g49985
OG0007772	XP_013618617.1, XP_013609020.1	g19643
OG0007773	XP_013613588.1, XP_013607034.1	g19633
OG0007774	XP_013607899.1, XP_013607588.1, XP_013595892.1	g9629
OG0007775	XP_013599858.1	g2476, g19313
OG0007776	XP_013599639.1, XP_013636561.1	g11145
OG0007777	XP_013599840.1, XP_013632023.1	g18771
OG0007778	XP_013635710.1	g18768
