Orthogroup	Brassica_oleracea	Camelina_sativa
OG0006013	XP_013597951.1	XP_010432360.1, XP_010447014.1, XP_010437545.1
OG0006014	XP_013595452.1	XP_010437574.1, XP_010432383.1, XP_010447042.1
OG0006015	XP_013610092.1, XP_013595913.1, XP_013625060.1	XP_010447086.1, XP_010437621.1, XP_010432419.1
OG0006016	XP_013605554.1, XP_013584743.1, XP_013596132.1	XP_010432642.1, XP_010444995.1, XP_010437836.1, XP_010447323.1
OG0006017	XP_013619710.1, XP_013628817.1, XP_013584854.1	XP_010432569.1, XP_010437767.1, XP_010447246.1
OG0006018	XP_013606968.1	XP_010437742.1, XP_010432536.1
OG0006019	XP_013606987.1, XP_013598536.1	XP_010437744.1, XP_010432535.1, XP_010447217.1
OG0006020	XP_013598535.1, XP_013629753.1	XP_010437740.1, XP_010432534.1, XP_010447214.1
OG0006021	XP_013596917.1, XP_013593437.1	XP_010447446.1, XP_010432778.1, XP_010437959.1
OG0006022	XP_013625269.1, XP_013636666.1, XP_013593224.1	XP_010447590.1, XP_010438056.1, XP_010432880.1
OG0006023	XP_013598986.1, XP_013598554.1	XP_010445035.1, XP_010432895.1, XP_010447598.1
OG0006024	XP_013609061.1, XP_013595161.1, XP_013630571.1	XP_019086650.1, XP_010447647.1, XP_010438111.1
OG0006026	XP_013620328.1, XP_013592228.1	XP_010415922.1, XP_010474287.2, XP_010471223.1, XP_010428054.1
OG0006027	XP_013590282.1, XP_013618358.1, XP_013590554.1	XP_010471216.1, XP_010415918.1, XP_010428050.1
OG0006028	XP_013598252.1, XP_013602295.1, XP_013637816.1	XP_010460133.1, XP_019099159.1, XP_019094268.1
OG0006029	XP_013637702.1, XP_013604865.1	XP_010477684.1, XP_010477682.1, XP_010460154.1, XP_010498885.1
OG0006030	XP_013585710.1, XP_013626550.1, XP_013595401.1	XP_010477849.1, XP_010460303.1, XP_010499034.1
OG0006031	XP_013628963.1, XP_013612306.1	XP_010456221.1, XP_010422780.1, XP_010427675.1
OG0006032	XP_013609462.1, XP_013628624.1	XP_010457010.1, XP_010427611.1, XP_010422787.1
OG0006033	XP_013610255.1, XP_013621948.1	XP_010426522.1, XP_010419529.1, XP_010456327.1
OG0006035	XP_013593804.1, XP_013605462.1, XP_013608058.1	XP_010448235.1, XP_010438718.1, XP_010433465.1
OG0006036	XP_013600834.1, XP_013594121.1	XP_010438583.1, XP_010448100.1, XP_010433341.1
OG0006037	XP_013618557.1, XP_013609668.1, XP_013596546.1	XP_010514140.1, XP_010425168.1, XP_010502392.1
OG0006038	XP_013605712.1	XP_010457666.1, XP_010485260.1, XP_010475290.1, XP_019095018.1, XP_010475293.1, XP_010457667.1, XP_019089447.1
OG0006039	XP_013602219.1	XP_010476164.1, XP_010458631.1, XP_010493696.1
OG0006040	XP_013603442.1, XP_013605721.1, XP_013587445.1	XP_019095100.1, XP_019091792.1, XP_019099041.1
OG0006041	XP_013627619.1, XP_013596530.1	XP_010477842.1, XP_010460289.1, XP_010499022.1
OG0006042	XP_013625765.1, XP_013583837.1, XP_013595297.1	XP_010499118.1, XP_010460392.1, XP_010477941.1
OG0006043	XP_013638949.1, XP_013630438.1, XP_013598419.1	XP_010499129.1, XP_010477951.1, XP_010460402.1
OG0006044	XP_013612108.1	XP_010451201.1, XP_010451215.1, XP_010483124.1
OG0006045	XP_013617838.1, XP_013626204.1	XP_010468530.1, XP_010500109.1, XP_010463191.1
OG0006047	XP_013587247.1, XP_013628590.1, XP_013595602.1	XP_010486643.1, XP_010464713.1, XP_010483821.1
OG0006049	XP_013595636.1, XP_013618561.1, XP_013609457.1	XP_010502069.1, XP_010513818.1, XP_010424850.1
OG0006050	XP_013613647.1, XP_013596246.1, XP_013610371.1	XP_010514166.1, XP_010502422.1, XP_010425193.1
OG0006051	XP_013599285.1, XP_013619244.1, XP_013609475.1, XP_013611092.1	XP_019101836.1, XP_019099631.1
OG0006053	XP_013603704.1	XP_010426599.1, XP_010503725.1, XP_019102088.1
OG0006055	XP_013627512.1, XP_013594834.1, XP_013597422.1, XP_013597338.1	XP_019088075.1, XP_019086555.1
OG0006056	XP_013606638.1	XP_010449498.1, XP_010439897.1, XP_010434569.1
OG0006057	XP_013609705.1	XP_010442042.1, XP_010494309.1, XP_010481875.1
OG0006062	XP_013626290.1	XP_010429355.1
OG0006062	XP_013602909.1	XP_010429353.1, XP_010472396.1, XP_010417140.1
OG0006066	XP_013594503.1, XP_013617553.1, XP_013589139.1, XP_013594592.1, XP_013615153.1, XP_013588954.1, XP_013633328.1, XP_013614473.1, XP_013589225.1, XP_013594566.1, XP_013632849.1, XP_013639619.1, XP_013627848.1	XP_019090079.1
OG0006075	XP_013638424.1, XP_013596109.1	XP_010436325.1, XP_010432984.1, XP_010447715.1, XP_010438176.1
OG0006076	XP_013602422.1, XP_013599031.1	XP_010447695.1, XP_010432967.1
OG0006077	XP_013595508.1, XP_013637381.1	XP_010432962.1, XP_010438152.1, XP_010447692.1
OG0006078	XP_013596734.1, XP_013588049.1	XP_010439241.1, XP_010448784.1
OG0006079	XP_013626622.1	XP_010515044.1, XP_010426179.1, XP_010503338.1
OG0006081	XP_013615487.1, XP_013626169.1, XP_013614564.1, XP_013604542.1	XP_010515125.1, XP_010426282.1
OG0006082	XP_013598484.1, XP_013614069.1	XP_010497545.1, XP_019085916.1, XP_010502057.1, XP_010513811.1
OG0006083	XP_013598056.1	XP_010496938.2, XP_010513816.1, XP_010506870.1, XP_010502063.1, XP_010424849.1
OG0006084	XP_013621087.1, XP_013614550.1	XP_010424913.1, XP_010513865.1
OG0006085	XP_013593018.1, XP_013621681.1	XP_010513871.1, XP_010424919.1, XP_010502128.1
OG0006086	XP_013622953.1, XP_013619451.1, XP_013615093.1	XP_010454040.1, XP_010492812.1, XP_010420556.1
OG0006087	XP_013615130.1, XP_013631114.1	XP_010510800.1, XP_010473111.1, XP_010417871.1
OG0006088	XP_013606425.1, XP_013620285.1	XP_010420499.1, XP_010492730.1, XP_010453971.1
OG0006089	XP_013610364.1	XP_010453958.1, XP_010492718.1, XP_010420485.1
OG0006090	XP_013630815.1, XP_013616481.1	XP_010492651.1, XP_010420418.1, XP_010453894.1
OG0006091	XP_013629602.1, XP_013616156.1	XP_010420415.1, XP_010492639.1, XP_010453887.1
OG0006092	XP_013587984.1	XP_010418132.1, XP_019093159.1, XP_019085797.1
OG0006093	XP_013585315.1, XP_013584816.1, XP_013626111.1	XP_019092501.1, XP_019096273.1, XP_019096718.1
OG0006094	XP_013625183.1, XP_013615949.1	XP_010456549.1, XP_010420330.1, XP_010453799.1, XP_010492538.1
OG0006095	XP_013628189.1, XP_013611145.1	XP_019090664.1, XP_010420315.1
OG0006096	XP_013616575.1, XP_013627270.1	XP_010453774.1, XP_010420299.1, XP_010492497.1
OG0006097	XP_013618376.1, XP_013611984.1	XP_010492424.1, XP_010453721.1, XP_010420250.1
OG0006098	XP_013595505.1, XP_013614467.1	XP_010425688.1, XP_010514613.1, XP_010502898.1
OG0006099	XP_013628170.1, XP_013619283.1	XP_010453705.1, XP_010492408.1, XP_010420241.1
OG0006100	XP_013616341.1, XP_013625322.1	XP_010420232.1, XP_010492405.1, XP_010453698.1
OG0006101	XP_013611590.1, XP_013620597.1	NP_001289911.1, XP_010420224.1, XP_010492400.1
OG0006102	XP_013620771.1, XP_013611998.1	XP_019090546.1, XP_010495204.2, XP_019083822.1
OG0006103	XP_013625514.1, XP_013608790.1	XP_010492369.1, XP_010420191.1, XP_010453671.1
OG0006104	XP_013607182.1, XP_013625855.1, XP_013616160.1	XP_010453666.1, XP_010492363.1
OG0006105	XP_013619246.1, XP_013627168.1, XP_013614400.1	XP_010453648.1, XP_010420176.1
OG0006106	XP_013628553.1	XP_019096325.1, XP_010464105.1, XP_010430845.1
OG0006107	XP_013598677.1, XP_013622915.1	XP_010438197.1, XP_010433006.1
OG0006108	XP_013611914.1, XP_013597198.1	XP_010467911.1, XP_010489118.1, XP_010416533.1
OG0006109	XP_013608841.1	XP_010433706.1, XP_010455657.1, XP_010422187.1
OG0006110	XP_013621151.1, XP_013612470.1	XP_010453601.1, XP_010420123.1, XP_010492285.1
OG0006111	XP_013621152.1, XP_013610628.1, XP_013623463.1	XP_010492284.1, XP_010420120.1
OG0006112	XP_013620467.1	XP_010421702.1, XP_010455195.1, XP_010494110.1
OG0006113	XP_013614549.1, XP_013619403.1	XP_010502117.1, XP_019102158.1, XP_010424910.1
OG0006114	XP_013626659.1, XP_013616131.1	XP_010453555.1, XP_010492237.1, XP_010420070.1
OG0006115	XP_013627652.1, XP_013610539.1, XP_013635711.1	XP_010495189.1, XP_010453553.1, XP_010420064.1
OG0006116	XP_013612722.1	XP_010453551.1, XP_019098043.1, XP_010420063.1
OG0006117	XP_013614888.1	XP_010417255.1, XP_010429488.1, XP_010472506.1
OG0006118	XP_013615381.1, XP_013622676.1	XP_010456522.1, XP_010419991.1, XP_010492162.1
OG0006119	XP_013621259.1, XP_013612357.1	XP_010419974.1, XP_010419975.1, XP_010453466.1, XP_010492146.1
OG0006120	XP_013625507.1	XP_010453432.1, XP_010419933.1, XP_010492113.1, XP_019084185.1
OG0006121	XP_013612879.1, XP_013629338.1	XP_010492104.1, XP_010453424.1, XP_010419927.1
OG0006122	XP_013612899.1, XP_013609545.1	XP_010456515.1, XP_010511859.1, XP_010419926.1, XP_010492102.1, XP_010453419.1, XP_010453423.1
OG0006123	XP_013626808.1, XP_013620839.1, XP_013612173.1	XP_010453388.1, XP_010492077.1, XP_010419900.1
OG0006124	XP_013626579.1, XP_013609826.1, XP_013619428.1	XP_010453384.1, XP_010419897.1, XP_010492071.1
OG0006125	XP_013611074.1, XP_013619472.1, XP_013628102.1	XP_019090197.1, XP_010419860.1, XP_019097792.1
OG0006126	XP_013618606.1, XP_013626675.1	XP_010419852.1, XP_010492028.1, XP_010453345.1
OG0006127	XP_013622452.1, XP_013611223.1	XP_010419837.1, XP_010492008.1, XP_010453325.1
OG0006128	XP_013622702.1, XP_013612545.1	XP_010453322.1, XP_019083786.1, XP_010492006.1
OG0006129	XP_013625712.1, XP_013608967.1	XP_010492000.1, XP_010419832.1, XP_010453317.1
OG0006130	XP_013622633.1, XP_013616334.1	XP_010491927.1, XP_010453230.1, XP_010419761.1
OG0006131	XP_013608836.1, XP_013621275.1, XP_013628724.1	XP_010453194.1, XP_010491884.1
OG0006132	XP_013612355.1	XP_010491844.1, XP_010453167.1, XP_010419677.1
OG0006133	XP_013629586.1	XP_010422901.1, XP_010422902.1, XP_010453024.1, XP_010491659.1
OG0006134	XP_013606468.1	XP_010491595.1, XP_010422966.1, XP_010452952.1
OG0006135	XP_013620644.1, XP_013611571.1	XP_010423037.1, XP_010491517.1, XP_019090269.1
OG0006136	XP_013611209.1	XP_010423044.1, XP_010452875.1, XP_010491509.1
OG0006137	XP_013629987.1, XP_013612086.1	XP_010459420.1, XP_010423066.1, XP_010452860.2, XP_010491494.1
OG0006138	XP_013622851.1	XP_010423102.1, XP_010491468.1, XP_010452822.1
OG0006139	XP_013625742.1, XP_013608791.1	XP_010491455.1, XP_010423115.1, XP_010452811.1
OG0006140	XP_013610657.1, XP_013619018.1	XP_010452792.1, XP_010423129.1, XP_010491439.1
OG0006141	XP_013623381.1, XP_013609017.1	XP_010452754.1, XP_019097207.1
OG0006142	XP_013607217.1, XP_013612313.1	XP_010491386.1, XP_010423180.1, XP_010452733.1
OG0006143	XP_013607400.1, XP_013625849.1	XP_010430580.1, XP_010455957.1, XP_010422513.1
OG0006144	XP_013621862.1, XP_013611483.1	XP_019089067.1, XP_019084159.1, XP_010455962.1
OG0006145	XP_013623316.1	XP_010455971.1, XP_010422502.1
OG0006146	XP_013619463.1	XP_019090603.1, XP_010430799.1, XP_019090602.1, XP_019084153.1
OG0006147	XP_013608630.1	XP_010422483.1, XP_010455984.1, XP_010430803.1
OG0006148	XP_013608628.1, XP_013629034.1	XP_010430808.1, XP_010422480.1, XP_010455909.1
OG0006149	XP_013601880.1, XP_013608638.1	XP_010455907.1, XP_010422477.1
OG0006150	XP_013598541.1, XP_013619504.1	XP_010448475.1, XP_010433683.1, XP_010438925.1
OG0006151	XP_013605225.1, XP_013602044.1	XP_010448493.1, XP_010438944.1, XP_019086908.1
OG0006152	XP_013633323.1, XP_013636662.1, XP_013636695.1	XP_010510823.1, XP_010473093.1
OG0006153	XP_013631351.1, XP_013626245.1	XP_010473096.1, XP_010417852.1, XP_010510819.1
OG0006154	XP_013632009.1, XP_013625896.1	XP_010473121.1, XP_010417882.1, XP_010510786.1
OG0006155	XP_013636787.1, XP_013637637.1	XP_010417884.1, XP_010473124.1, XP_010510770.1
OG0006156	XP_013634817.1, XP_013634582.1	XP_010473171.1, XP_010417927.1, XP_010510729.1
OG0006157	XP_013622673.1, XP_013635578.1	XP_010414606.1, XP_010470155.1, XP_010510697.1, XP_019098760.1
OG0006158	XP_013633299.1, XP_013633289.1	XP_010418828.1, XP_010470132.1
OG0006159	XP_013633748.1	XP_010510670.1, XP_010470125.1, XP_010414579.1
OG0006160	XP_013631578.1, XP_013630559.1	XP_010414529.1, XP_010510627.1, XP_010470085.1
OG0006161	XP_013635863.1, XP_013635511.1	XP_010470081.1, XP_010414522.1, XP_010510622.1
OG0006162	XP_013635190.1, XP_013635319.1	XP_010414490.1, XP_010510589.1, XP_010470052.1
OG0006163	XP_013616004.1, XP_013588729.1	XP_010471214.1, XP_010415915.1, XP_010428047.1
OG0006164	XP_013631733.1	XP_010414386.1, XP_010510492.2, XP_010469955.1
OG0006165	XP_013636138.1	XP_010414367.1, XP_010510473.1, XP_010469943.1
OG0006166	XP_013633309.1	XP_019085234.1
OG0006166	XP_013636136.1	XP_010414370.1, XP_010469942.1, XP_010510474.1
OG0006167	XP_013632677.1	XP_019083057.1
OG0006168	XP_013630917.1, XP_013636841.1, XP_013622508.1	XP_010414321.1, XP_010510417.1, XP_010469904.1
OG0006169	XP_013634780.1, XP_013627753.1, XP_013635199.1	XP_010414288.1, XP_010469881.1, XP_010510390.1
OG0006170	XP_013634930.1, XP_013634737.1	XP_010469868.1, XP_010414279.1, XP_010510376.1
OG0006171	XP_013632182.1, XP_013622472.1	XP_010414278.1, XP_010469867.1, XP_010510375.1
OG0006172	XP_013635742.1, XP_013634676.1	XP_010510367.1, XP_010469858.1, XP_010414271.1
OG0006173	XP_013637522.1, XP_013629100.1	XP_010414232.1, XP_010510299.1, XP_010469811.1
OG0006174	XP_013622080.1, XP_013636508.1	XP_010414209.1, XP_010469788.1, XP_010510279.1
OG0006175	XP_013632038.1	XP_010414201.1, XP_010469784.1
OG0006176	XP_013631015.1, XP_013635897.1	XP_010469778.1, XP_010510264.1, XP_010414193.1
OG0006177	XP_013628158.1, XP_013633579.1	XP_010510187.1, XP_010414114.1, XP_010469719.1
OG0006178	XP_013628154.1	XP_010469692.1, XP_019083009.1, XP_010510182.1, XP_019082538.1
OG0006179	XP_013637460.1, XP_013637126.1	XP_010510154.1, XP_010469678.1, XP_010414084.1
OG0006180	XP_013631425.1, XP_013622377.1	XP_010414082.1, XP_010510152.1, XP_010469674.1
OG0006181	XP_013635629.1, XP_013627842.1	XP_010413983.1, XP_010469574.1, XP_010510000.1
OG0006182	XP_013633562.1	XP_010413986.1, XP_010469577.1, XP_010510007.1
OG0006182	XP_013631653.1	XP_010473892.1
OG0006183	XP_013631355.1, XP_013628894.1, XP_013636170.1	XP_010510024.1, XP_010469592.1, XP_010414001.1
OG0006184	XP_013635289.1	XP_010414023.1, XP_010469625.1, XP_010510077.1, XP_010435303.1
OG0006185	XP_013631835.1, XP_013632218.1	XP_010413923.1, XP_010509944.1, XP_010469525.1, XP_010469526.1
OG0006186	XP_013612811.1, XP_013621426.1	XP_010494312.1, XP_010481873.1, XP_010442036.1
OG0006187	XP_013598843.1	XP_010490069.2, XP_010466687.1, XP_010512493.1
OG0006188	XP_013607336.1, XP_013616670.1	XP_010441975.1, XP_010481816.1, XP_010481814.1, XP_010495652.1, XP_010441977.1, XP_010494369.1
OG0006189	XP_013599345.1, XP_013608575.1	XP_010481795.1, XP_010494387.1, XP_010441927.1
OG0006190	XP_013621479.1, XP_013597936.1	XP_010494394.1, XP_010441936.1
OG0006191	XP_013610130.1, XP_013598130.1, XP_013620880.1	XP_010494405.1, XP_010441944.1, XP_010481782.1
OG0006192	XP_013599709.1	XP_010438897.1, XP_010433656.1, XP_010448448.1
OG0006193	XP_013592335.1	XP_010479158.1, XP_010461552.1, XP_010500277.1
OG0006194	XP_013589911.1, XP_013603200.1	XP_010461505.1, XP_010479105.1, XP_010500211.1
OG0006195	XP_013584948.1, XP_013594644.1, XP_013627730.1	XP_010499268.1, XP_010460534.1, XP_010478126.1
OG0006196	XP_013629612.1	XP_010499281.1, XP_010460555.1, XP_010478140.1
OG0006197	XP_013593055.1, XP_013623457.1, XP_013638451.1	XP_019090782.1, XP_010499355.1
OG0006198	XP_013625812.1, XP_013596774.1	XP_010499381.1, XP_010460648.1, XP_010478226.1
OG0006199	XP_013587025.1, XP_013629688.1	XP_010460649.1, XP_010499386.1
OG0006200	XP_013627923.1, XP_013585289.1	XP_010460665.1, XP_010499405.1, XP_010478250.1
OG0006201	XP_013596024.1, XP_013626487.1	XP_010460693.1, XP_010478279.1, XP_010499436.1
OG0006202	XP_013596832.1, XP_013627768.1, XP_013584975.1	XP_010499445.1, XP_010460707.1
OG0006203	XP_013621726.1, XP_013638611.1	XP_010460709.1, XP_010499448.1, XP_010478293.1
OG0006204	XP_013622169.1, XP_013585513.1	XP_010462979.1, XP_010499494.1, XP_010478347.1
OG0006205	XP_013593759.1, XP_013611938.1	XP_010430407.1, XP_010460773.1, XP_010431713.1
OG0006206	XP_013627131.1, XP_013584942.1	XP_010501653.1, XP_010460781.1, XP_010460783.1, XP_010478376.1
OG0006207	XP_013626369.1, XP_013584963.1	XP_010499522.1, XP_010478378.1, XP_010460784.1
OG0006208	XP_013585154.1	XP_010478399.1, XP_010499541.1, XP_010460806.1
OG0006209	XP_013623067.1, XP_013638733.1	XP_010499559.1, XP_010462990.1, XP_010478415.1
OG0006210	XP_013622986.1	XP_010460829.1, XP_010478424.1, XP_010499569.1
OG0006211	XP_013585906.1, XP_013635723.1	XP_010499573.1, XP_019094632.1, XP_010460834.1
OG0006212	XP_013594956.1, XP_013639499.1	XP_010460841.1, XP_010501660.1, XP_010480756.1, XP_010480775.1, XP_010463017.1, XP_010501671.1
OG0006213	XP_013595821.1, XP_013584442.1	XP_010478578.1, XP_010460957.1, XP_010499681.1, XP_010463038.1, XP_010463039.1
OG0006214	XP_013583838.1, XP_013584027.1, XP_013614488.1	XP_010461001.1, XP_010478598.1, XP_010499725.1
OG0006215	XP_013587088.1, XP_013587305.1	XP_010478626.1, XP_010461027.1
OG0006216	XP_013612678.1, XP_013629636.1	XP_010461635.1, XP_010484205.1, XP_010444362.1
OG0006217	XP_013586232.1, XP_013586275.1	XP_010461041.1, XP_019099340.1, XP_010478645.1
OG0006218	XP_013596001.1	XP_010506924.1
OG0006219	XP_013599420.1, XP_013621461.1	XP_010425056.1, XP_010502296.1
OG0006220	XP_013596087.1, XP_013614368.1	XP_010502356.1, XP_010514115.1, XP_010425133.1
OG0006221	XP_013606519.1, XP_013618269.1	XP_010502373.1, XP_010425147.1, XP_010514121.1
OG0006222	XP_013637833.1	XP_019097143.1, XP_010506597.1, XP_010465907.1
OG0006223	XP_013607583.1	XP_010444724.1, XP_010484582.1, XP_010464814.1
OG0006224	XP_013597483.1, XP_013619750.1	XP_010484574.1, XP_010484576.1, XP_010464781.1, XP_010444719.1
OG0006225	XP_013607417.1, XP_013587456.1, XP_013616335.1, XP_013593247.1	XP_010444649.1
OG0006226	XP_013619917.1, XP_013627015.1	XP_010463826.1, XP_010444619.1, XP_010484452.1, XP_010484450.1
OG0006227	XP_013619048.1, XP_013626012.1	XP_010444609.1, XP_010484441.1, XP_019094440.1
OG0006228	XP_013625923.1, XP_013618886.1, XP_013606218.1	XP_010462068.1, XP_010484340.1, XP_010444508.1
OG0006229	XP_013628399.1, XP_013616541.1	XP_010484345.1, XP_010444512.1, XP_010462975.1
OG0006230	XP_013612082.1, XP_013628398.1	XP_010463003.1, XP_010484349.1, XP_010444515.1
OG0006231	XP_013613639.1, XP_013622099.1	XP_010484381.1, XP_010444540.1, XP_010463203.1
OG0006232	XP_013609268.1, XP_013613624.1, XP_013625690.1	XP_010484324.1, XP_010444494.1, XP_010462197.1
OG0006233	XP_013628100.1, XP_013609091.1	XP_010462275.1, XP_010484315.1, XP_010444486.1
OG0006234	XP_013608938.1, XP_013623003.1	XP_010484300.1, XP_010444464.1, XP_010462481.1
OG0006235	XP_013619857.1	XP_010484289.1, XP_010444452.1, XP_010462563.1
OG0006236	XP_013619312.1, XP_013623106.1	XP_010444429.1, XP_010484276.1, XP_010462706.1
OG0006237	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1	XP_010484258.1, XP_010462863.1, XP_010444410.1
OG0006238	XP_013610766.1, XP_013628988.1	XP_010444358.1, XP_010484202.1
OG0006239	XP_013618321.1, XP_013622668.1	XP_010484179.1, XP_010444337.1, XP_010461381.1
OG0006240	XP_013621375.1, XP_013629676.1	XP_010461234.1, XP_019088489.1, XP_010484162.1
OG0006241	XP_013611385.1, XP_013622013.1	XP_010461084.1, XP_010484148.1, XP_010444307.1
OG0006242	XP_013606008.1, XP_013622626.1	XP_010444257.1, XP_010484098.1, XP_010460398.1
OG0006243	XP_013612552.1, XP_013622101.1	XP_010444187.1, XP_019093778.1, XP_010484034.1
OG0006244	XP_013621901.1	XP_019095863.1, XP_019093732.1, XP_019093739.1, XP_010459673.1, XP_019093752.1, XP_019093736.1, XP_019088372.1
OG0006245	XP_013623556.1, XP_013609034.1	XP_010444161.1, XP_010459519.1, XP_010484012.1
OG0006246	XP_013631102.1, XP_013634117.1	XP_010509680.1, XP_010516666.1, XP_010504989.1
OG0006247	XP_013628571.1, XP_013613189.1	XP_010444137.1, XP_010483994.1, XP_010459346.1
OG0006248	XP_013606466.1, XP_013628573.1	XP_010459323.1, XP_010444132.1, XP_010483992.1
OG0006249	XP_013609285.1	XP_010511209.1, XP_010414917.1
OG0006250	XP_013613229.1, XP_013630604.1	XP_010444109.1, XP_010459092.1
OG0006251	XP_013609188.1, XP_013630255.1	XP_010444108.1, XP_010459079.1, XP_010483974.1
OG0006252	XP_013604579.1, XP_013621805.1	XP_010483902.1, XP_010444044.1, XP_010458525.1
OG0006253	XP_013625384.1, XP_013621690.1	XP_010444080.1, XP_010458832.1, XP_010483947.1
OG0006254	XP_013618995.1, XP_013610143.1, XP_013625897.1	XP_010444053.1, XP_010458449.1, XP_010483910.1
OG0006255	XP_013621797.1, XP_013610593.1	XP_019095491.1, XP_010458428.1, XP_010444057.1
OG0006256	XP_013613061.1, XP_013620975.1	XP_010444062.1, XP_010483921.1, XP_010458375.1
OG0006257	XP_013616587.1, XP_013596262.1	XP_010443985.1, XP_010457560.1, XP_010483843.1
OG0006258	XP_013599223.1	XP_010443946.1, XP_010443947.1, XP_010483795.1, XP_010457182.1
OG0006259	XP_013612918.1, XP_013598291.1	XP_010483788.1, XP_010443937.1, XP_010457056.1
OG0006261	XP_013592952.1, XP_013612405.1, XP_013606823.1	XP_010483757.1, XP_010443914.1, XP_010456883.1
OG0006262	XP_013595689.1, XP_013618814.1	XP_010443912.1, XP_010483755.1, XP_010456880.1
OG0006263	XP_013597477.1	XP_010456855.1, XP_019093220.1, XP_010483751.1, XP_010443908.1
