Orthogroup	Brassica_oleracea	Arabidopsis_arenosa
OG0006946	XP_013619973.1	jg30305
OG0006947	XP_013613980.1, XP_013599887.1	jg30307
OG0006948	XP_013605931.1, XP_013613973.1	jg30309
OG0006949	XP_013603727.1, XP_013603420.1	jg30321
OG0006950	XP_013583795.1	jg30356
OG0006951	XP_013586527.1, XP_013600166.1	jg6068, jg30370
OG0006952	XP_013602073.1, XP_013638867.1	jg30384
OG0006953	XP_013605255.1, XP_013600853.1, XP_013584426.1	jg30416
OG0006954	XP_013586633.1, XP_013605108.1	jg30449
OG0006955	XP_013585944.1, XP_013595940.1	jg30479
OG0006956	XP_013586512.1	jg30482
OG0006958	XP_013586031.1, XP_013597487.1, XP_013604512.1	jg30601
OG0006959	XP_013584211.1, XP_013615152.1	jg30627
OG0006960	XP_013639170.1, XP_013602660.1, XP_013595825.1	jg30635
OG0006961	XP_013596067.1, XP_013602778.1, XP_013584538.1	jg30647
OG0006962	XP_013587107.1	jg30687
OG0006963	XP_013638384.1	jg30695
OG0006964	XP_013595426.1, XP_013602520.1, XP_013584026.1	jg30735
OG0006965	XP_013603642.1, XP_013638141.1	jg30739
OG0006966	XP_013597070.1, XP_013603645.1, XP_013584119.1	jg30742
OG0006967	XP_013603581.1, XP_013597244.1, XP_013584890.1	jg30766
OG0006968	XP_013598951.1, XP_013621532.1	jg20600
OG0006969	XP_013622804.1, XP_013587714.1, XP_013639202.1	jg11312
OG0006970	XP_013591359.1, XP_013589845.1	jg2800
OG0006971	XP_013592825.1	jg2751, jg2753
OG0006972	XP_013591627.1, XP_013620450.1	jg2720
OG0006973	XP_013591016.1, XP_013619392.1, XP_013590545.1	jg2598
OG0006974	XP_013594253.1, XP_013603291.1, XP_013623383.1	jg10071
OG0006975	XP_013596094.1, XP_013591827.1	jg10068
OG0006976	XP_013594548.1, XP_013597268.1	jg27856, jg27099
OG0006977	XP_013613894.1, XP_013608699.1	jg578
OG0006978	XP_013609898.1	jg592
OG0006979	XP_013610475.1, XP_013635339.1, XP_013610181.1	jg677
OG0006980	XP_013637406.1, XP_013611428.1	jg693
OG0006981	XP_013583687.1, XP_013612821.1	jg773
OG0006982	XP_013600405.1	jg794
OG0006983	XP_013593175.1, XP_013637967.1	jg31258
OG0006984	XP_013609456.1, XP_013586239.1	jg867
OG0006985	XP_013623245.1	jg877, jg876
OG0006986	XP_013605075.1, XP_013611047.1	jg1178
OG0006987	XP_013611718.1, XP_013612333.1	jg430
OG0006989	XP_013608611.1, XP_013608610.1, XP_013607671.1	jg361
OG0006990	XP_013592244.1, XP_013592344.1	jg12863
OG0006991	XP_013617687.1, XP_013596941.1	jg20401
OG0006992	XP_013606636.1, XP_013616028.1, XP_013595432.1	jg20397
OG0006993	XP_013598766.1, XP_013616391.1	jg20388
OG0006994	XP_013607197.1, XP_013616537.1, XP_013598228.1	jg20282
OG0006995	XP_013611132.1, XP_013620411.1	jg20272
OG0006996	XP_013620712.1, XP_013598123.1	jg8249, jg25371
OG0006997	XP_013593085.1	jg20670
OG0006998	XP_013613053.1, XP_013622914.1	jg7805
OG0006999	XP_013600254.1, XP_013630725.1	jg9484
OG0007000	XP_013595346.1, XP_013637426.1	jg9461
OG0007001	XP_013585074.1, XP_013603721.1	jg32877
OG0007002	XP_013599936.1	jg32891
OG0007003	XP_013616056.1, XP_013592293.1	jg3153
OG0007004	XP_013588412.1, XP_013592294.1	jg3149
OG0007006	XP_013630517.1, XP_013604089.1	jg8302, jg8309
OG0007007	XP_013592919.1, XP_013622401.1	jg8357
OG0007008	XP_013621880.1, XP_013599169.1, XP_013617665.1	jg8384
OG0007009	XP_013599253.1, XP_013628354.1, XP_013597742.1	jg8410
OG0007010	XP_013583309.1, XP_013596554.1, XP_013626266.1	jg8411
OG0007011	XP_013626908.1	jg8514
OG0007012	XP_013593591.1, XP_013635747.1	jg8555
OG0007013	XP_013619798.1, XP_013592941.1	jg8573
OG0007014	XP_013622063.1, XP_013627200.1	jg8596
OG0007015	XP_013628222.1, XP_013583356.1	jg8617
OG0007016	XP_013604871.1, XP_013621706.1	jg8646
OG0007017	XP_013601841.1	jg8664
OG0007018	XP_013593037.1, XP_013630452.1	jg8665
OG0007019	XP_013599016.1	jg8708
OG0007020	XP_013598032.1	jg8735
OG0007021	XP_013621762.1, XP_013597625.1	jg8764
OG0007022	XP_013597329.1, XP_013626126.1	jg8771
OG0007023	XP_013593000.1	jg8794
OG0007024	XP_013606324.1	jg813
OG0007025	XP_013625424.1, XP_013616383.1	jg8845
OG0007027	XP_013636375.1, XP_013598160.1	jg8857
OG0007028	XP_013623558.1	jg8867
OG0007029	XP_013589112.1, XP_013597148.1, XP_013627821.1	jg8874
OG0007030	XP_013595808.1, XP_013625402.1, XP_013619600.1	jg8882
OG0007031	XP_013614690.1, XP_013616422.1, XP_013600266.1	jg9171
OG0007033	XP_013595724.1, XP_013584380.1	jg9164
OG0007034	XP_013630150.1, XP_013603754.1, XP_013598216.1	jg9134
OG0007035	XP_013633188.1, XP_013622645.1, XP_013595912.1	jg9132
OG0007036	XP_013623038.1, XP_013613181.1	jg9116
OG0007037	XP_013626957.1, XP_013638596.1, XP_013596164.1	jg9109
OG0007038	XP_013634638.1	jg18484
OG0007039	XP_013604828.1, XP_013636805.1	jg17228
OG0007040	XP_013626330.1, XP_013601710.1	jg9074
OG0007041	XP_013625591.1, XP_013636715.1	jg9059
OG0007042	XP_013626615.1, XP_013628125.1	jg9020
OG0007043	XP_013612958.1, XP_013622533.1	jg27363
OG0007044	XP_013595464.1	jg9005
OG0007045	XP_013607695.1, XP_013599357.1	jg8995
OG0007046	XP_013599343.1, XP_013630579.1	jg8975
OG0007047	XP_013584272.1, XP_013639799.1, XP_013598699.1	jg8972
OG0007049	XP_013595278.1	jg8958
OG0007050	XP_013595319.1, XP_013627702.1	jg8955
OG0007051	XP_013606026.1	jg9197
OG0007052	XP_013602656.1	jg9199
OG0007053	XP_013596528.1, XP_013589951.1	jg9270
OG0007054	XP_013590380.1, XP_013628126.1, XP_013596833.1	jg9271
OG0007055	XP_013628165.1, XP_013597445.1	jg9283
OG0007056	XP_013622531.1, XP_013593137.1	jg9287
OG0007057	XP_013598392.1	jg9303
OG0007058	XP_013584561.1, XP_013598183.1, XP_013626182.1	jg9307
OG0007059	XP_013621878.1, XP_013599394.1, XP_013607295.1	jg9329
OG0007060	XP_013629380.1, XP_013606666.1, XP_013598704.1	jg26651
OG0007061	XP_013593817.1, XP_013615652.1	jg26717
OG0007062	XP_013591152.1, XP_013588808.1	jg2888
OG0007063	XP_013590358.1, XP_013591133.1	jg2871
OG0007064	XP_013590705.1, XP_013617213.1, XP_013619249.1	jg2855
OG0007065	XP_013597000.1, XP_013587101.1	jg30915, jg32006
OG0007066	XP_013586908.1, XP_013600538.1	jg30926
OG0007067	XP_013584289.1	jg31012
OG0007068	XP_013626165.1	jg17227
OG0007069	XP_013623623.1, XP_013610383.1	jg8043
OG0007070	XP_013610495.1, XP_013614056.1	jg8089
OG0007071	XP_013629931.1, XP_013612362.1	jg8158
OG0007072	XP_013611708.1	jg8137
OG0007073	XP_013626331.1, XP_013619800.1	jg8120
OG0007074	XP_013611288.1	jg8106
OG0007075	XP_013628269.1, XP_013620120.1	jg8172
OG0007076	XP_013619585.1, XP_013610225.1	jg8224
OG0007077	XP_013611182.1, XP_013603412.1	jg8244
OG0007078	XP_013627462.1	jg16780, jg19498
OG0007079	XP_013628538.1, XP_013585637.1	jg31231
OG0007080	XP_013598449.1	jg10062
OG0007081	XP_013603866.1, XP_013589561.1, XP_013596598.1	jg9622
OG0007082	XP_013604211.1, XP_013639081.1	jg28566
OG0007084	XP_013603791.1, XP_013585280.1, XP_013603995.1	jg30218
OG0007085	XP_013601497.1, XP_013584795.1	jg30264
OG0007087	XP_013585812.1, XP_013627232.1	jg31097
OG0007088	XP_013584301.1, XP_013622481.1, XP_013596999.1	jg31217
OG0007089	XP_013638297.1, XP_013625894.1	jg31233, jg31234
OG0007090	XP_013638953.1, XP_013595671.1, XP_013625892.1	jg31253
OG0007093	XP_013590783.1, XP_013615762.1, XP_013590809.1, XP_013617229.1	jg2883
OG0007094	XP_013608135.1	jg26661, jg26343
OG0007095	XP_013597453.1	jg28218
OG0007095	XP_013597066.1	jg17093
OG0007096	XP_013617717.1, XP_013620234.1, XP_013620233.1	jg12914
OG0007097	XP_013609905.1, XP_013596362.1	jg13242
OG0007098	XP_013606308.1, XP_013616412.1, XP_013593209.1	jg13707
OG0007099	XP_013610595.1, XP_013596539.1, XP_013619387.1	jg13856
OG0007100	XP_013627867.1	jg14122
OG0007101	XP_013624661.1	jg14475, jg14472, jg14471
OG0007102	XP_013600833.1, XP_013633788.1	jg15120
OG0007103	XP_013605508.1, XP_013591858.1	jg15249
OG0007104	XP_013629218.1, XP_013629219.1	jg15920
OG0007105	XP_013616843.1, XP_013622850.1	jg5701
OG0007106	XP_013617890.1	jg6579
OG0007107	XP_013627597.1	jg7271
OG0007108	XP_013610234.1	jg7577
OG0007109	XP_013603646.1	jg9804
OG0007110	XP_013596493.1, XP_013585355.1	jg9853
OG0007112	XP_013597282.1, XP_013597115.1, XP_013626087.1	jg10693
OG0007113	XP_013609413.1	jg12310
OG0007115	XP_013616451.1, XP_013598992.1	jg21358
OG0007116	XP_013614012.1, XP_013593442.1	jg21547
OG0007117	YP_004927479.1	jg137, jg291
OG0007127	XP_013624859.1, XP_013621555.1	jg6997, jg6986, jg32674, jg7007
OG0007128	XP_013636562.1	jg16403, jg16395, jg16411
OG0007129	XP_013593594.1	jg10218
OG0007130	XP_013616374.1, XP_013606478.1	jg22234
OG0007131	XP_013611065.1, XP_013628436.1	jg23305
OG0007132	XP_013603440.1, XP_013623328.1	jg14662
OG0007133	XP_013605760.1, XP_013622885.1	jg14656
OG0007134	XP_013626136.1	jg14635
OG0007135	XP_013617675.1, XP_013623014.1, XP_013622103.1	jg14596
OG0007136	XP_013591362.1, XP_013627321.1	jg14592
OG0007137	XP_013614724.1	jg12902
OG0007138	XP_013619291.1, XP_013595268.1	jg12918
OG0007139	XP_013623195.1	jg9477
OG0007140	XP_013599372.1, XP_013621679.1	jg12973
OG0007141	XP_013620901.1	jg13032
OG0007142	XP_013634559.1, XP_013635315.1	jg18951
OG0007143	XP_013593092.1	jg20387
OG0007144	XP_013590826.1, XP_013620156.1	jg3488
OG0007145	XP_013615271.1, XP_013606088.1	jg5605
OG0007146	XP_013623055.1, XP_013609572.1	jg5599
OG0007147	XP_013618882.1, XP_013609222.1	jg5578
OG0007148	XP_013619663.1, XP_013610008.1, XP_013608410.1	jg5576
OG0007149	XP_013626927.1, XP_013610106.1	jg5553
OG0007150	XP_013609354.1, XP_013618301.1	jg5547
OG0007151	XP_013614385.1, XP_013612017.1	jg5522
OG0007152	XP_013610486.1, XP_013627095.1	jg5507
OG0007153	XP_013618404.1, XP_013607265.1	jg5487
OG0007154	XP_013621473.1, XP_013606214.1	jg12320
OG0007155	XP_013609729.1, XP_013629406.1	jg5481
OG0007156	XP_013629348.1, XP_013616808.1	jg5471
OG0007157	XP_013628191.1	jg5454
OG0007158	XP_013621330.1, XP_013611218.1	jg5437
OG0007159	XP_013634964.1, XP_013631376.1	jg18778
OG0007160	XP_013606380.1, XP_013625161.1	jg5406
OG0007161	XP_013625170.1, XP_013618375.1	jg5398
OG0007162	XP_013620472.1, XP_013611393.1	jg5380
OG0007163	XP_013621850.1, XP_013611396.1	jg5379
OG0007164	XP_013628551.1, XP_013618337.1	jg5349
OG0007165	XP_013620396.1, XP_013628668.1	jg5326
OG0007166	XP_013620461.1, XP_013628574.1	jg5317
OG0007167	XP_013618839.1, XP_013606182.1	jg5316
OG0007168	XP_013618669.1, XP_013625248.1	jg5312
OG0007169	XP_013632792.1, XP_013606202.1, XP_013630753.1	jg5304
OG0007170	XP_013610370.1, XP_013620503.1	jg5298
OG0007172	XP_013612416.1	jg7409
OG0007173	XP_013611467.1, XP_013630265.1	jg5240
OG0007174	XP_013611465.1, XP_013630264.1	jg5239
OG0007175	XP_013611512.1, XP_013622047.1	jg5236
OG0007176	XP_013619634.1, XP_013609603.1	jg5225
OG0007177	XP_013613122.1	jg5219, jg14219
OG0007178	XP_013608452.1, XP_013623794.1, XP_013628015.1	jg5216
OG0007179	XP_013609604.1, XP_013628425.1	jg5214
OG0007180	XP_013628422.1	jg5212
OG0007181	XP_013622015.1	jg5210
OG0007182	XP_013629517.1, XP_013612075.1	jg5209
OG0007183	XP_013620534.1, XP_013612875.1	jg5186
OG0007184	XP_013606785.1, XP_013621260.1	jg5182, jg22414
OG0007185	XP_013623344.1, XP_013616206.1	jg5181
OG0007186	XP_013620725.1, XP_013612006.1	jg5176
OG0007187	XP_013611953.1, XP_013621045.1	jg5175
OG0007188	XP_013619813.1	jg21511
OG0007189	XP_013620307.1, XP_013609151.1	jg5169
OG0007190	XP_013611742.1, XP_013620309.1	jg5164
OG0007191	XP_013611741.1, XP_013625513.1	jg5163
OG0007192	XP_013611612.1, XP_013620238.1	jg5152
OG0007193	XP_013630169.1, XP_013611980.1	jg5144
OG0007194	XP_013627083.1	jg22420
OG0007195	XP_013609964.1	jg5122
OG0007196	XP_013605985.1, XP_013630224.1	jg5114
OG0007197	XP_013607375.1, XP_013620558.1	jg5080
OG0007198	XP_013611488.1, XP_013629064.1	jg5051
OG0007199	XP_013625182.1	jg5044
OG0007200	XP_013626618.1, XP_013610127.1	jg5032
OG0007201	XP_013597788.1	jg13769, jg13771
OG0007202	XP_013625631.1	jg5010
OG0007203	XP_013623326.1, XP_013606803.1	jg4980
OG0007204	XP_013610733.1, XP_013616543.1, XP_013627404.1	jg4976
OG0007205	XP_013601844.1, XP_013598633.1	jg10058
OG0007206	XP_013618740.1, XP_013609097.1	jg4965
OG0007207	XP_013630796.1, XP_013611864.1	jg4897
OG0007208	XP_013610431.1, XP_013619001.1	jg4888
OG0007209	XP_013619333.1, XP_013596841.1	jg21349
OG0007210	XP_013612838.1, XP_013629128.1	jg4878
OG0007211	XP_013620996.1, XP_013609929.1	jg4861
OG0007212	XP_013625193.1, XP_013618729.1	jg4846
OG0007213	XP_013612272.1	jg4840, jg4837
OG0007214	XP_013629585.1, XP_013613500.1	jg4830
OG0007215	XP_013606513.1, XP_013621919.1	jg4803
OG0007216	XP_013611502.1, XP_013619371.1, XP_013627049.1	jg4771
OG0007217	XP_013610218.1, XP_013618942.1	jg4742
OG0007218	XP_013629315.1, XP_013611208.1	jg4720
OG0007219	XP_013626621.1, XP_013611481.1	jg4710
OG0007221	XP_013612992.1, XP_013625634.1	jg4664
OG0007222	XP_013622922.1, XP_013606136.1	jg4660
OG0007223	XP_013621049.1, XP_013626176.1	jg4631
OG0007224	XP_013630651.1, XP_013616132.1	jg7874
OG0007225	XP_013621365.1, XP_013629795.1	jg7905
OG0007226	XP_013619777.1, XP_013613057.1	jg7906
OG0007227	XP_013628254.1	jg7917
OG0007228	XP_013636545.1, XP_013597704.1	jg9968
OG0007229	XP_013593845.1	jg9985
OG0007230	XP_013597149.1, XP_013599487.1	jg10008
OG0007231	XP_013636631.1, XP_013636587.1	jg17465
OG0007232	XP_013623675.1, XP_013635316.1	jg17547
OG0007233	XP_013614417.1, XP_013635055.1	jg17589
OG0007234	XP_013634548.1	jg17634
OG0007235	XP_013627366.1, XP_013626848.1	jg17647
OG0007237	XP_013633838.1, XP_013631408.1	jg17703
OG0007238	XP_013629417.1, XP_013636164.1	jg17726
OG0007239	XP_013634154.1, XP_013631440.1	jg17792
OG0007240	XP_013634157.1, XP_013635865.1	jg17804
OG0007241	XP_013628297.1, XP_013635861.1	jg17811
OG0007242	XP_013637309.1, XP_013627905.1	jg17832
OG0007243	XP_013637290.1, XP_013614500.1	jg17864
OG0007244	XP_013631062.1, XP_013615198.1	jg17870
OG0007245	XP_013633834.1, XP_013633853.1	jg17898
OG0007246	XP_013634911.1	jg17899
OG0007247	XP_013631913.1, XP_013631122.1	jg17987
OG0007248	XP_013637106.1, XP_013631128.1	jg17988
OG0007249	XP_013633315.1, XP_013623494.1, XP_013632673.1	jg18038
OG0007250	XP_013636380.1, XP_013634417.1	jg18043
OG0007251	XP_013614482.1, XP_013618558.1	jg6073
OG0007252	XP_013634552.1	jg18078
OG0007253	XP_013636512.1, XP_013635417.1	jg18092
OG0007254	XP_013631325.1, XP_013636346.1	jg18151
OG0007255	XP_013636723.1, XP_013630700.1	jg18152
OG0007256	XP_013632216.1, XP_013631722.1	jg18165
OG0007257	XP_013636349.1, XP_013633511.1	jg18199
OG0007258	XP_013625126.1	jg18206
OG0007259	XP_013635225.1, XP_013633345.1	jg18274
OG0007260	XP_013626947.1, XP_013634909.1, XP_013634644.1	jg18317
OG0007261	XP_013633346.1, XP_013627818.1	jg18305
OG0007262	XP_013634637.1, XP_013626279.1	jg18298
OG0007263	XP_013629164.1, XP_013636959.1	jg18346
OG0007264	XP_013631103.1, XP_013636127.1	jg18366
OG0007265	XP_013629996.1	jg32075, jg18371
OG0007266	XP_013630625.1	jg18377
OG0007267	XP_013630768.1, XP_013637046.1	jg18380, jg12222
OG0007268	XP_013636696.1, XP_013634537.1	jg18395
OG0007269	XP_013629861.1, XP_013637063.1	jg18435
OG0007270	XP_013634517.1, XP_013633359.1	jg18437, jg12217
OG0007271	XP_013594273.1	jg20808
OG0007272	XP_013616661.1, XP_013599405.1	jg20774
OG0007273	XP_013638033.1	jg9950
OG0007274	XP_013594054.1, XP_013599727.1	jg9935
OG0007275	XP_013593102.1	jg9903
OG0007276	XP_013617964.1	jg9893
OG0007277	XP_013602507.1	jg32756
OG0007278	XP_013586446.1, XP_013599787.1	jg32753
OG0007279	XP_013592811.1, XP_013605542.1	jg32728
OG0007280	XP_013592331.1, XP_013605232.1	jg32745
OG0007281	XP_013605230.1, XP_013592330.1	jg32746
OG0007282	XP_013637901.1, XP_013593953.1	jg31294
OG0007283	XP_013629288.1	jg31315
OG0007284	XP_013598795.1, XP_013613550.1	jg31329
OG0007285	XP_013584723.1, XP_013593614.1, XP_013623583.1	jg31363
OG0007286	XP_013625549.1	jg31385
OG0007287	XP_013592934.1	jg31425
OG0007288	XP_013587349.1, XP_013629954.1	jg31427
OG0007289	XP_013594058.1, XP_013622254.1	jg31444
OG0007290	XP_013622521.1, XP_013584314.1	jg31454
OG0007291	XP_013639473.1, XP_013594623.1	jg31476, jg33222, jg31475
OG0007292	XP_013594192.1, XP_013584876.1, XP_013623507.1	jg31547
OG0007293	XP_013623182.1, XP_013638085.1	jg32588, jg31568
OG0007294	XP_013625441.1, XP_013589298.1, XP_013585049.1	jg31578
OG0007295	XP_013638361.1, XP_013628872.1	jg31582
OG0007296	XP_013630279.1, XP_013598469.1	jg31589
OG0007297	XP_013587486.1	jg31604
OG0007299	XP_013594239.1, XP_013638161.1	jg31635
OG0007300	XP_013619901.1, XP_013584839.1, XP_013596862.1	jg31661
OG0007302	XP_013619285.1, XP_013596776.1	jg31691
OG0007303	XP_013586699.1	jg31742
OG0007304	XP_013604032.1, XP_013638904.1	jg31754
OG0007305	XP_013604878.1, XP_013584070.1	jg31778
OG0007306	XP_013631381.1, XP_013585888.1	jg31843
OG0007307	XP_013585887.1	jg31849
OG0007308	XP_013602905.1, XP_013584317.1	jg31854
OG0007309	XP_013587706.1, XP_013613867.1	jg31870
OG0007310	XP_013638047.1, XP_013638505.1	jg31890
OG0007311	XP_013586227.1, XP_013586299.1	jg31898
OG0007312	XP_013620884.1, XP_013598456.1	jg13063
OG0007313	XP_013596609.1, XP_013618767.1	jg13101
OG0007314	XP_013612000.1, XP_013594068.1	jg13103
OG0007315	XP_013609687.1, XP_013597731.1	jg13117
OG0007316	XP_013596079.1, XP_013616663.1, XP_013616172.1	jg13135
OG0007317	XP_013606084.1, XP_013621021.1	jg23717
OG0007318	XP_013608800.1, XP_013593514.1	jg23659
OG0007319	XP_013597621.1, XP_013615073.1, XP_013609606.1	jg23645
OG0007320	XP_013618145.1, XP_013606189.1	jg23643
OG0007321	XP_013615832.1, XP_013594109.1	jg9611
OG0007322	XP_013612677.1, XP_013593021.1	jg23634
OG0007323	XP_013629013.1, XP_013611140.1	jg23598
OG0007324	XP_013625479.1	jg23585
OG0007325	XP_013623447.1, XP_013618642.1	jg23584
OG0007327	XP_013610367.1, XP_013613631.1, XP_013624399.1	jg23547
OG0007328	XP_013622144.1, XP_013613635.1	jg23541
OG0007329	XP_013623621.1	jg23517
OG0007330	XP_013625238.1	jg23488
OG0007331	XP_013619577.1, XP_013609911.1	jg23486
OG0007332	XP_013625215.1, XP_013610909.1	jg23472
OG0007333	XP_013624415.1	jg23458
OG0007334	XP_013638594.1	jg28486
OG0007335	XP_013618795.1, XP_013630734.1	jg23447
OG0007336	XP_013630305.1, XP_013616061.1	jg23446
OG0007337	XP_013628595.1	jg23440
OG0007338	XP_013609619.1, XP_013619806.1, XP_013625190.1	jg23427
OG0007339	XP_013625867.1, XP_013611319.1	jg23404
OG0007340	XP_013621303.1, XP_013629768.1	jg23391
OG0007341	XP_013622706.1	jg23389
OG0007342	XP_013609750.1	jg23375
OG0007343	XP_013611384.1, XP_013629027.1	jg23364, jg23369
OG0007344	XP_013630002.1, XP_013620870.1	jg23356
OG0007345	XP_013629039.1, XP_013613230.1	jg23289
OG0007346	XP_013622048.1, XP_013616062.1	jg23287
OG0007347	XP_013626072.1, XP_013612754.1	jg23284
OG0007348	XP_013612753.1, XP_013626813.1	jg23282
OG0007349	XP_013626660.1, XP_013610101.1	jg23278
OG0007350	XP_013625359.1, XP_013609966.1	jg23231
OG0007351	XP_013616549.1, XP_013625531.1	jg23197
OG0007352	XP_013618482.1, XP_013625763.1	jg23196
OG0007353	XP_013621848.1, XP_013617962.1	jg23179
OG0007354	XP_013629123.1, XP_013620236.1	jg23142
OG0007355	XP_013631998.1, XP_013600377.1	jg11428
OG0007356	XP_013609192.1, XP_013594199.1	jg23114
OG0007357	XP_013597619.1, XP_013608991.1	jg23107
OG0007358	XP_013614653.1, XP_013599109.1	jg23103
OG0007359	XP_013598810.1, XP_013606298.1	jg23100
OG0007360	XP_013613339.1, XP_013595539.1	jg23078
OG0007361	XP_013611625.1, XP_013598330.1	jg23047
OG0007362	XP_013597468.1	jg23035
OG0007363	XP_013612979.1, XP_013598882.1	jg23034
OG0007364	XP_013594016.1, XP_013606046.1	jg6148
OG0007365	XP_013593720.1	jg6209
OG0007366	XP_013610763.1, XP_013593324.1	jg6219
OG0007367	XP_013609385.1, XP_013597852.1	jg6225
OG0007368	XP_013612740.1, XP_013599023.1	jg6240
OG0007369	XP_013594101.1	jg6269
OG0007370	XP_013595933.1, XP_013618954.1	jg6278
OG0007371	XP_013619432.1, XP_013597554.1	jg6293
OG0007372	XP_013613172.1, XP_013598521.1	jg6311
OG0007374	XP_013620822.1	jg6330
OG0007375	XP_013597972.1, XP_013610146.1	jg6331
OG0007376	XP_013598458.1, XP_013613312.1	jg6338
OG0007377	XP_013616479.1, XP_013596799.1	jg6375
OG0007378	XP_013596801.1, XP_013609125.1	jg6378
OG0007379	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1	jg6379
OG0007380	XP_013616598.1, XP_013594163.1	jg6414
OG0007381	XP_013619187.1, XP_013596106.1	jg6434
OG0007382	XP_013621665.1, XP_013595283.1	jg6439
OG0007383	XP_013611519.1, XP_013593794.1	jg6455, jg27426
OG0007384	XP_013620497.1, XP_013611249.1	jg5799
OG0007385	XP_013606235.1, XP_013629062.1	jg5794
OG0007386	XP_013621099.1, XP_013611112.1	jg5830
OG0007387	XP_013616882.1, XP_013611108.1, XP_013630524.1	jg5831
OG0007388	XP_013611989.1, XP_013628525.1, XP_013621117.1	jg5840
OG0007390	XP_013621380.1, XP_013606607.1	jg5848
OG0007391	XP_013611343.1	jg5857
OG0007392	XP_013627537.1	jg5874
OG0007393	XP_013619207.1, XP_013625234.1	jg5879
OG0007394	XP_013606501.1, XP_013616381.1	jg5914
OG0007395	XP_013626352.1, XP_013607120.1	jg5939
OG0007396	XP_013609198.1, XP_013620480.1	jg5955
OG0007397	XP_013620325.1, XP_013622808.1	jg5959
OG0007398	XP_013620289.1, XP_013620291.1, XP_013611093.1	jg5963
OG0007399	XP_013621217.1, XP_013612486.1	jg5981
OG0007400	XP_013611155.1, XP_013628212.1	jg5992
OG0007401	XP_013621766.1, XP_013606341.1	jg5999
OG0007402	XP_013611725.1, XP_013629117.1	jg6055
