Orthogroup	Brassica_oleracea	Capsella_rubella
OG0007324	XP_013625479.1	XP_006280337.2
OG0007325	XP_013623447.1, XP_013618642.1	XP_006279483.1
OG0007326	XP_013613602.1, XP_013630548.1	XP_023645010.1
OG0007327	XP_013610367.1, XP_013613631.1, XP_013624399.1	XP_006282319.1
OG0007328	XP_013622144.1, XP_013613635.1	XP_006280072.1
OG0007329	XP_013623621.1, XP_013613628.1	XP_006280422.2
OG0007330	XP_013625238.1	XP_006280757.1
OG0007331	XP_013619577.1, XP_013609911.1	XP_006281667.1
OG0007332	XP_013625215.1, XP_013610909.1	XP_006280921.1
OG0007333	XP_013624415.1	XP_006282086.1
OG0007335	XP_013618795.1, XP_013630734.1	XP_006279853.1
OG0007336	XP_013630305.1, XP_013616061.1	XP_006279847.1
OG0007337	XP_013628595.1	XP_006279993.1
OG0007338	XP_013609619.1, XP_013619806.1, XP_013625190.1	XP_023637322.1
OG0007339	XP_013625867.1, XP_013611319.1	XP_006281329.1
OG0007340	XP_013621303.1, XP_013629768.1	XP_006281488.1
OG0007341	XP_013622706.1	XP_006279637.1
OG0007342	XP_013609750.1	XP_006282266.1
OG0007343	XP_013611384.1, XP_013629027.1	XP_006279958.2
OG0007344	XP_013630002.1, XP_013620870.1	XP_006280952.1
OG0007345	XP_013629039.1, XP_013613230.1	XP_006280553.1
OG0007346	XP_013622048.1, XP_013616062.1	XP_006280654.1
OG0007347	XP_013626072.1, XP_013612754.1	XP_006281376.1
OG0007348	XP_013612753.1, XP_013626813.1	XP_006281149.1
OG0007349	XP_013626660.1, XP_013610101.1	XP_006282142.1
OG0007350	XP_013625359.1, XP_013609966.1	XP_006280949.1
OG0007351	XP_013616549.1, XP_013625531.1	XP_006281035.2
OG0007352	XP_013618482.1, XP_013625763.1	XP_006280864.1
OG0007353	XP_013621848.1, XP_013617962.1	XP_006280610.1
OG0007354	XP_013629123.1, XP_013620236.1	XP_023635731.1
OG0007355	XP_013631998.1, XP_013600377.1	XP_006284542.1
OG0007356	XP_013609192.1, XP_013594199.1	XP_006281764.1
OG0007357	XP_013597619.1, XP_013608991.1	XP_006281687.2
OG0007358	XP_013614653.1, XP_013599109.1	XP_006280030.1
OG0007360	XP_013613339.1, XP_013595539.1	XP_006280822.1
OG0007361	XP_013611625.1, XP_013598330.1	XP_023637329.1
OG0007362	XP_013597468.1	XP_023633535.1
OG0007363	XP_013612979.1, XP_013598882.1	XP_006280281.2
OG0007364	XP_013594016.1, XP_013606046.1	XP_006288391.1
OG0007365	XP_013593720.1	XP_006288359.1
OG0007366	XP_013610763.1, XP_013593324.1	XP_006286557.1
OG0007367	XP_013609385.1, XP_013597852.1	XP_006288585.1
OG0007368	XP_013612740.1, XP_013599023.1	XP_023635927.1
OG0007369	XP_013594101.1	XP_006289001.1
OG0007370	XP_013595933.1, XP_013618954.1	XP_006288613.1
OG0007371	XP_013619432.1, XP_013597554.1	XP_006288072.1
OG0007372	XP_013613172.1, XP_013598521.1	XP_006287394.1
OG0007374	XP_013620822.1	XP_023637708.1
OG0007375	XP_013597972.1, XP_013610146.1	XP_023637707.1
OG0007376	XP_013598458.1, XP_013613312.1	XP_023635958.1
OG0007377	XP_013616479.1, XP_013596799.1	XP_006287981.1, XP_006289494.1
OG0007378	XP_013596801.1, XP_013609125.1	XP_006288628.1
OG0007379	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1	XP_006288745.1
OG0007380	XP_013616598.1, XP_013594163.1	XP_006287080.1
OG0007381	XP_013619187.1, XP_013596106.1	XP_006288767.1
OG0007382	XP_013621665.1, XP_013595283.1	XP_006286384.1
OG0007383	XP_013611519.1, XP_013593794.1	XP_006288826.1
OG0007384	XP_013620497.1, XP_013611249.1	XP_023635832.1
OG0007385	XP_013606235.1, XP_013629062.1	XP_006287675.2
OG0007386	XP_013621099.1, XP_013611112.1	XP_006288189.1
OG0007387	XP_013616882.1, XP_013611108.1, XP_013630524.1	XP_006287100.1
OG0007388	XP_013611989.1, XP_013628525.1, XP_013621117.1	XP_006289267.1
OG0007389	XP_013621379.1, XP_013623433.1, XP_013610464.1	XP_006289190.1
OG0007390	XP_013621380.1, XP_013606607.1	XP_006289623.2
OG0007391	XP_013611343.1	XP_006288554.1
OG0007392	XP_013627537.1	XP_006290058.1
OG0007393	XP_013619207.1, XP_013625234.1	XP_006288232.2
OG0007394	XP_013606501.1, XP_013616381.1	XP_023637303.1
OG0007395	XP_013626352.1, XP_013607120.1	XP_006288672.1
OG0007396	XP_013609198.1, XP_013620480.1	XP_006288695.1
OG0007397	XP_013620325.1, XP_013622808.1	XP_023636170.1
OG0007398	XP_013620289.1, XP_013620291.1, XP_013611093.1	XP_006286896.1
OG0007399	XP_013621217.1, XP_013612486.1	XP_006286832.1
OG0007400	XP_013611155.1, XP_013628212.1	XP_006288462.1
OG0007401	XP_013621766.1, XP_013606341.1	XP_006287376.1
OG0007402	XP_013611725.1, XP_013629117.1	XP_023636153.1
OG0007403	XP_013627776.1	XP_006289732.1
OG0007404	XP_013628750.1, XP_013620552.1	XP_006289692.1
OG0007405	XP_013623562.1, XP_013608990.1	XP_006287779.1
OG0007406	XP_013614224.1, XP_013630609.1	XP_023637354.1
OG0007407	XP_013620912.1, XP_013628868.1	XP_006280175.2
OG0007408	XP_013611526.1, XP_013620878.1	XP_023639542.1
OG0007409	XP_013610120.1, XP_013630121.1	XP_006281551.1
OG0007410	XP_013585914.1, XP_013604277.1	XP_023644589.1
OG0007411	XP_013627283.1	XP_006281434.2
OG0007412	XP_013620686.1	XP_006282172.1
OG0007413	XP_013609717.1, XP_013619377.1	XP_006280933.2
OG0007414	XP_013612288.1	XP_006280985.1
OG0007415	XP_013636009.1, XP_013628306.1	XP_023640944.1
OG0007416	XP_013621527.1, XP_013621716.1	XP_023640880.1
OG0007417	XP_013610841.1	XP_006282087.1
OG0007419	XP_013607261.1	XP_006279627.1
OG0007420	XP_013612845.1, XP_013626275.1	XP_023645705.1
OG0007421	XP_013626308.1, XP_013619362.1	XP_006280320.1
OG0007422	XP_013606892.1, XP_013616514.1	XP_006280863.1
OG0007423	XP_013612451.1, XP_013630628.1	XP_006281118.1
OG0007424	XP_013623219.1, XP_013613123.1	XP_006279957.1
OG0007425	XP_013614701.1, XP_013610256.1	XP_006281173.1
OG0007426	XP_013612469.1, XP_013627203.1	XP_006284632.1
OG0007427	XP_013610489.1, XP_013619704.1	XP_006282219.1
OG0007428	XP_013625947.1, XP_013620278.1	XP_006281381.1
OG0007429	XP_013629024.1, XP_013629022.1	XP_006280408.2
OG0007430	XP_013612749.1, XP_013619357.1	XP_006279741.1
OG0007431	XP_013621617.1, XP_013612908.1	XP_006280689.1
OG0007432	XP_013620009.1, XP_013610756.1	XP_006281929.1
OG0007433	XP_013627372.1, XP_013619352.1	XP_006282100.1
OG0007434	XP_013606727.1, XP_013619390.1	XP_006280349.1
OG0007435	XP_013606172.1, XP_013622022.1	XP_006280298.1
OG0007436	XP_013620571.1, XP_013612901.1	XP_023635075.1
OG0007437	XP_013615875.1	XP_006280860.1
OG0007438	XP_013613139.1, XP_013627238.1	XP_023645056.1
OG0007439	XP_013611576.1, XP_013620668.1	XP_006279916.1
OG0007440	XP_013606659.1, XP_013621215.1	XP_006279626.1
OG0007441	XP_013613988.1, XP_013607121.1	XP_023637306.1
OG0007442	XP_013621602.1, XP_013610460.1	XP_006281519.1
OG0007443	XP_013608936.1	XP_006281106.1
OG0007444	XP_013596773.1	XP_006285528.1
OG0007445	XP_013612557.1, XP_013619759.1	XP_006282268.1
OG0007446	XP_013608185.1, XP_013623874.1, XP_013617006.1	XP_023633407.1
OG0007447	XP_013608183.1, XP_013628926.1	XP_006279592.2
OG0007448	XP_013626155.1, XP_013606913.1	XP_023640493.1
OG0007449	XP_013604850.1	XP_006292916.1
OG0007451	XP_013622000.1, XP_013605443.1	XP_006291034.1
OG0007452	XP_013615964.1, XP_013609368.1	XP_006280953.1
OG0007453	XP_013621545.1, XP_013612683.1	XP_023641170.1
OG0007454	XP_013606183.1	XP_023645845.1
OG0007455	XP_013615943.1, XP_013606548.1	XP_006287533.1
OG0007456	XP_013612022.1	XP_006288215.1
OG0007457	XP_013606357.1	XP_006288678.1
OG0007458	XP_013630106.1	XP_006287974.1
OG0007459	XP_013609505.1, XP_013629278.1	XP_006288596.1, XP_006286566.1
OG0007460	XP_013622218.1, XP_013606944.1	XP_023636279.1
OG0007461	XP_013612966.1, XP_013622352.1	XP_006287883.1
OG0007462	XP_013612986.1	XP_006287717.1
OG0007463	XP_013612135.1, XP_013630694.1	XP_006287297.1
OG0007464	XP_013608511.1, XP_013608510.1, XP_013619834.1	XP_006290100.1
OG0007465	XP_013626658.1, XP_013611493.1	XP_006290093.1
OG0007466	XP_013618721.1	XP_006288643.1
OG0007467	XP_013611872.1, XP_013619323.1	XP_006288654.1
OG0007468	XP_013611096.1	XP_006287622.1
OG0007469	XP_013613329.1, XP_013618596.1	XP_006286489.1
OG0007470	XP_013620143.1, XP_013628467.1	XP_006287970.1
OG0007471	XP_013619442.1, XP_013609266.1	XP_006288265.2
OG0007472	XP_013629457.1, XP_013612347.1, XP_013619146.1	XP_006286481.1
OG0007473	XP_013623664.1, XP_013609374.1	XP_006287516.1
OG0007474	XP_013619563.1, XP_013613023.1	XP_006286833.1
OG0007475	XP_013583912.1	XP_006288691.2, XP_006296622.1
OG0007476	XP_013611681.1, XP_013616509.1, XP_013616742.1	XP_006289149.1
OG0007477	XP_013614451.1, XP_013621108.1	XP_006289547.1
OG0007478	XP_013629469.1	XP_006289785.1
OG0007479	XP_013618344.1, XP_013608684.1	XP_023636453.1
OG0007480	XP_013622972.1	XP_006290989.1
OG0007481	XP_013633263.1	XP_006296476.1
OG0007482	XP_013608554.1, XP_013608553.1, XP_013613146.1	XP_006287667.1
OG0007483	XP_013606397.1	XP_006287634.1
OG0007484	XP_013607172.1, XP_013616638.1	XP_006288605.1
OG0007485	XP_013615944.1, XP_013621425.1, XP_013621424.1, XP_013609673.1	XP_006288341.2
OG0007486	XP_013585721.1	XP_023641544.1
OG0007487	XP_013622935.1, XP_013612080.1	XP_023635850.1
OG0007488	XP_013623580.1, XP_013609277.1	XP_006287552.1
OG0007489	XP_013609874.1, XP_013627025.1	XP_023637182.1
OG0007490	XP_013619130.1, XP_013622628.1	XP_023636751.1
OG0007491	XP_013630168.1, XP_013610799.1	XP_023635974.1
OG0007492	XP_013606361.1	XP_006289002.1
OG0007493	XP_013630275.1, XP_013616435.1	XP_006288058.1
OG0007494	XP_013618691.1, XP_013606422.1	XP_006287256.1
OG0007495	XP_013621983.1, XP_013607017.1	XP_006287534.1
OG0007496	XP_013628914.1	XP_006287885.1
OG0007497	XP_013622354.1	XP_006288271.1
OG0007498	XP_013620117.1, XP_013628124.1	XP_006279345.1
OG0007499	XP_013587989.1, XP_013632036.1	XP_006283644.2
OG0007500	XP_013590438.1, XP_013633712.1	XP_006283718.1
OG0007501	XP_013589294.1, XP_013631744.1	XP_006283614.2
OG0007502	XP_013636926.1, XP_013591494.1	XP_006284002.1
OG0007503	XP_013589770.1, XP_013592248.1	XP_006300949.1
OG0007504	XP_013592128.1, XP_013592187.1	XP_006302052.2
OG0007505	XP_013620402.1	XP_006302189.2
OG0007506	XP_013591246.1, XP_013615126.1	XP_006302240.1
OG0007507	XP_013620862.1, XP_013591711.1	XP_006300673.1
OG0007508	XP_013589849.1, XP_013618378.1	XP_023643632.1
OG0007509	XP_013591127.1, XP_013591940.1	XP_006300498.1
OG0007510	XP_013588693.1, XP_013592542.1	XP_006300815.1
OG0007511	XP_013603885.1, XP_013632143.1	XP_006298318.1
OG0007512	XP_013591157.1, XP_013618390.1	XP_023643056.1
OG0007513	XP_013588418.1	XP_006302502.1
OG0007514	XP_013619497.1, XP_013588796.1	XP_023644153.1
OG0007516	XP_013591303.1, XP_013588576.1	XP_023643035.1
OG0007517	XP_013620369.1, XP_013591301.1	XP_006301292.1
OG0007518	XP_013623024.1, XP_013588306.1	XP_006302731.2
OG0007519	XP_013615912.1, XP_013590172.1	XP_006302567.1
OG0007520	XP_013592612.1, XP_013619025.1	XP_006301840.1
OG0007521	XP_013592242.1	XP_006302525.1
OG0007522	XP_013592094.1, XP_013588502.1	XP_006302488.1
OG0007523	XP_013590214.1, XP_013590835.1	XP_006302124.1
OG0007524	XP_013588118.1	XP_006302909.1
OG0007525	XP_013620634.1, XP_013590618.1	XP_023643424.1
OG0007526	XP_013590617.1, XP_013618916.1, XP_013619066.1	XP_006301166.2
OG0007527	XP_013591731.1	XP_006300594.1
OG0007528	XP_013591436.1, XP_013618282.1	XP_006302393.1
OG0007529	XP_013592818.1, XP_013588038.1	XP_006302133.1
OG0007530	XP_013590995.1, XP_013590695.1	XP_006300367.1
OG0007531	XP_013589704.1, XP_013590942.1	XP_006302710.1
OG0007532	XP_013591059.1	XP_006301250.1
OG0007533	XP_013621502.1	XP_006302213.1
OG0007534	XP_013620253.1, XP_013589460.1	XP_006301259.1
OG0007535	XP_013590923.1, XP_013590569.1	XP_006301451.1
OG0007536	XP_013591846.1, XP_013619590.1	XP_006302690.1
OG0007537	XP_013590261.1	XP_006301363.1
OG0007538	XP_013589690.1	XP_006291987.1
OG0007538	XP_013590275.1	XP_006302754.1
OG0007539	XP_013591146.1, XP_013618416.1	XP_006301599.1
OG0007540	XP_013592746.1, XP_013621161.1	XP_006301887.1
OG0007541	XP_013587754.1, XP_013621154.1	XP_006302134.1
OG0007542	XP_013598828.1	XP_006290511.1
OG0007543	XP_013588152.1, XP_013591754.1	XP_006300630.1
OG0007544	XP_013587816.1, XP_013591836.1	XP_006302529.1
OG0007545	XP_013599099.1, XP_013611575.1	XP_006296985.1
OG0007546	XP_013595831.1	XP_006298646.1
OG0007547	XP_013595723.1, XP_013612933.1	XP_006299646.1
OG0007548	XP_013593101.1, XP_013630445.1	XP_006299902.1
OG0007549	XP_013595370.1, XP_013603164.1	XP_006291765.1
OG0007550	XP_013585905.1, XP_013596326.1	XP_006291812.1
OG0007551	XP_013605757.1, XP_013601152.1	XP_006293131.1
OG0007552	XP_013626445.1, XP_013607323.1	XP_006281306.1
OG0007553	XP_013612044.1	XP_006280901.1
OG0007554	XP_013628646.1	XP_006291760.1
OG0007555	XP_013614618.1, XP_013591314.1	XP_006306665.1
OG0007556	XP_013629685.1, XP_013588025.1	XP_006305348.1
OG0007557	XP_013594258.1	XP_023638260.1
OG0007558	XP_013627370.1, XP_013627023.1, XP_013623042.1	XP_006307597.2
OG0007559	XP_013588107.1, XP_013590205.1	XP_006305837.1
OG0007560	XP_013625748.1	XP_006304226.1
OG0007561	XP_013587800.1, XP_013590238.1	XP_006307069.2
OG0007562	XP_013592084.1, XP_013627271.1	XP_006303363.2
OG0007563	XP_013613486.1	XP_006304315.1
OG0007564	XP_013592679.1, XP_013630403.1	XP_006306910.1
OG0007565	XP_013590302.1, XP_013625530.1	XP_006307191.1
OG0007566	XP_013614625.1, XP_013634346.1	XP_006294872.1
OG0007567	XP_013632062.1, XP_013632438.1	XP_006296104.1
OG0007568	XP_013625212.1, XP_013633604.1	XP_023639835.1
OG0007569	XP_013631941.1, XP_013616602.1	XP_006290826.1
OG0007570	XP_013621854.1	XP_006290745.1, XP_006279395.2
OG0007571	XP_013612183.1	XP_023641416.1
OG0007572	XP_013611815.1	XP_023634813.1
OG0007573	XP_013606333.1	XP_006279561.1
OG0007574	XP_013620770.1, XP_013613185.1	XP_006279485.1
OG0007575	XP_013620753.1, XP_013609409.1	XP_023635118.1
OG0007576	XP_013606570.1, XP_013620483.1	XP_006280090.1
OG0007577	XP_013629491.1, XP_013621096.1	XP_006280044.1
OG0007578	XP_013622411.1	XP_006280184.1
OG0007579	XP_013621299.1, XP_013587785.1	XP_006280367.1
OG0007580	XP_013615058.1, XP_013615293.1	XP_006306789.2, XP_006282564.1
OG0007581	XP_013602391.1, XP_013588050.1, XP_013633866.1	XP_006284506.2
OG0007582	XP_013632165.1	XP_006282600.2
OG0007583	XP_013632020.1	XP_006284212.1
OG0007584	XP_013602461.1	XP_006284538.2
OG0007585	XP_013613641.1, XP_013637116.1	XP_006283246.1
OG0007586	XP_013605124.1	XP_006283302.1
OG0007587	XP_013605749.1	XP_006283531.2
OG0007588	XP_013636278.1	XP_006282443.1
OG0007589	XP_013628852.1, XP_013636279.1	XP_006283701.1
OG0007590	XP_013622511.1	XP_006285669.2
OG0007591	XP_013638943.1	XP_023634954.1
OG0007592	XP_013601979.1	XP_006282514.1
OG0007593	XP_013603608.1, XP_013594293.1	XP_006285217.1
OG0007594	XP_013603150.1, XP_013589819.1	XP_006285268.1, XP_006279096.1
OG0007595	XP_013591487.1, XP_013589253.1	XP_023635013.1
OG0007598	XP_013590960.1, XP_013592831.1	XP_006300826.1
OG0007599	XP_013619825.1, XP_013590944.1	XP_006303029.1
OG0007600	XP_013591984.1, XP_013588850.1	XP_006302810.1
OG0007601	XP_013588523.1, XP_013592873.1	XP_006301097.1
OG0007602	XP_013590414.1, XP_013590360.1	XP_006302251.1
OG0007603	XP_013589974.1	XP_006300550.2
OG0007604	XP_013620982.1, XP_013591813.1	XP_006301143.1
OG0007605	XP_013616051.1, XP_013592864.1	XP_006302897.1
OG0007606	XP_013592785.1, XP_013618204.1	XP_006302742.2
OG0007607	XP_013592629.1, XP_013612871.1	XP_006302328.1
OG0007608	XP_013612218.1	XP_006283639.1
OG0007609	XP_013592060.1	XP_006300869.1
OG0007610	XP_013592305.1, XP_013621548.1	XP_006302571.1
OG0007611	XP_013592887.1	XP_023633694.1
OG0007612	XP_013585447.1, XP_013603560.1	XP_006282820.1
OG0007613	XP_013593488.1, XP_013605899.1, XP_013596780.1	XP_023635659.1
OG0007614	XP_013603028.1, XP_013622153.1, XP_013638369.1	XP_006285300.1
OG0007615	XP_013598929.1, XP_013598242.1	XP_006283327.1
OG0007616	XP_013612251.1	XP_023645995.1, XP_023640900.1
OG0007617	XP_013596036.1	XP_006291140.2
OG0007618	XP_013601605.1, XP_013595038.1	XP_006292560.1
OG0007619	XP_013609174.1, XP_013606936.1	XP_006300873.2
OG0007620	XP_013606273.1, XP_013606797.1	XP_006301318.1
OG0007621	XP_013633737.1	XP_006282843.1
OG0007622	XP_013589887.1	XP_006284753.1
OG0007623	XP_013620366.1, XP_013597786.1	XP_023638261.1
OG0007625	XP_013619259.1	XP_006281215.2
OG0007626	XP_013598101.1	XP_006290601.1
OG0007627	XP_013616533.1, XP_013612179.1	XP_006290382.1
OG0007628	XP_013613409.1, XP_013597284.1	XP_006293066.1
OG0007629	XP_013606378.1, XP_013613426.1	XP_006292029.1
OG0007630	XP_013613395.1, XP_013597304.1	XP_023638373.1
OG0007631	XP_013606331.1, XP_013593486.1	XP_006290838.1
OG0007632	XP_013596684.1	XP_006292902.2
OG0007633	XP_013620680.1, XP_013632519.1, XP_013609861.1	XP_006281168.1
OG0007634	XP_013590377.1, XP_013590697.1, XP_013619336.1	XP_006301524.1
OG0007635	XP_013620742.1, XP_013588071.1, XP_013592169.1	XP_006302005.1
OG0007636	XP_013616164.1, XP_013591693.1	XP_006302641.1
OG0007637	XP_013619298.1, XP_013592830.1	XP_006301936.1
OG0007638	XP_013619305.1, XP_013592829.1	XP_006302260.1
OG0007639	XP_013628136.1, XP_013593143.1	XP_023642319.1
OG0007641	XP_013593052.1, XP_013616677.1	XP_023637149.1
OG0007642	XP_013620181.1, XP_013596035.1	XP_006280347.2
OG0007643	XP_013613346.1, XP_013595680.1	XP_006281137.1
OG0007644	XP_013595652.1	XP_006281117.2
OG0007645	XP_013621455.1, XP_013598689.1	XP_006280560.1
OG0007646	XP_013619492.1, XP_013593808.1	XP_006279616.1
OG0007647	XP_013609433.1, XP_013595997.1	XP_006280800.1
OG0007649	XP_013609049.1, XP_013595404.1	XP_023639323.1
OG0007650	XP_013602420.1, XP_013636175.1	XP_006285336.1
OG0007651	XP_013593264.1, XP_013597566.1, XP_013616169.1	XP_006280245.1
OG0007652	XP_013591623.1	XP_006306346.1, XP_006279513.1
OG0007653	XP_013590011.1, XP_013584006.1	XP_023645453.1
OG0007654	XP_013586555.1, XP_013596339.1	XP_006285002.1
OG0007655	XP_013587930.1, XP_013621714.1	XP_006306237.1
OG0007656	XP_013629444.1	XP_006306595.1
OG0007657	XP_013589838.1	XP_006304231.1
OG0007658	XP_013627289.1, XP_013584757.1	XP_006304574.1
OG0007659	XP_013587779.1	XP_006304507.1
OG0007660	XP_013588713.1, XP_013626995.1	XP_006306296.1
OG0007661	XP_013592320.1, XP_013626594.1	XP_006307335.1
OG0007663	XP_013630470.1, XP_013588586.1	XP_006304800.1
OG0007664	XP_013591951.1, XP_013592902.1	XP_006304889.1
OG0007665	XP_013625343.1, XP_013615101.1, XP_013589820.1	XP_006305524.1
OG0007666	XP_013605322.1, XP_013586535.1	XP_006307177.1
OG0007667	XP_013627384.1, XP_013591212.1	XP_006307107.1
OG0007668	XP_013592012.1, XP_013621760.1	XP_006306297.1
OG0007669	XP_013590689.1, XP_013626551.1	XP_006304343.1
OG0007670	XP_013615543.1, XP_013587818.1	XP_006305362.1, XP_006306194.1
OG0007671	XP_013586698.1	XP_006304958.1
OG0007672	XP_013612854.1	XP_006281946.1
OG0007673	XP_013599635.1	XP_006293595.1
OG0007674	XP_013632156.1, XP_013616642.1	XP_006280430.2
OG0007675	XP_013612880.1, XP_013637191.1	XP_006279965.1
OG0007676	XP_013630857.1, XP_013637511.1	XP_023639507.1
OG0007677	XP_013633643.1, XP_013634192.1	XP_006294638.1
OG0007678	XP_013622353.1	XP_006295284.1
OG0007679	XP_013637217.1, XP_013623115.1	XP_006293825.2
OG0007680	XP_013631127.1, XP_013631443.1	XP_006296039.1
OG0007681	XP_013635564.1, XP_013635262.1	XP_006295172.1
OG0007682	XP_013635842.1, XP_013635646.1	XP_023640554.1, XP_006307028.1
OG0007683	XP_013631004.1	XP_006295160.1
OG0007684	XP_013631845.1, XP_013622442.1	XP_006294696.2
OG0007685	XP_013629409.1, XP_013636258.1, XP_013636437.1	XP_006293570.1
OG0007686	XP_013609154.1	XP_006281348.1
OG0007687	XP_013637232.1, XP_013633720.1	XP_006295109.1
OG0007688	XP_013634832.1, XP_013627358.1, XP_013634757.1	XP_006295043.1
OG0007689	XP_013586545.1	XP_006304035.1
OG0007690	XP_013637580.1	XP_006295617.1
OG0007691	XP_013626800.1, XP_013633824.1	XP_006295062.1
OG0007692	XP_013591310.1, XP_013598561.1	XP_006282736.2
OG0007693	XP_013626299.1, XP_013600512.1	XP_006282800.1
OG0007694	XP_013597177.1	XP_006282471.1
OG0007695	XP_013622123.1, XP_013597314.1, XP_013639751.1	XP_006282609.1
OG0007696	XP_013615849.1, XP_013624214.1, XP_013624209.1	XP_006282804.2
OG0007697	XP_013616970.1, XP_013593573.1	XP_023635261.1
OG0007698	XP_013600314.1, XP_013593515.1	XP_023634532.1
OG0007699	XP_013618779.1, XP_013592946.1	XP_006283488.1
OG0007700	XP_013603814.1, XP_013605318.1	XP_006283799.1
OG0007701	XP_013604423.1, XP_013597532.1	XP_006283775.1
OG0007702	XP_013596098.1, XP_013583340.1	XP_006285463.1
OG0007703	XP_013593671.1, XP_013637493.1	XP_006284139.1
OG0007704	XP_013600916.1, XP_013638954.1	XP_006284129.1
OG0007705	XP_013597719.1, XP_013638807.1	XP_006283484.1
OG0007706	XP_013587551.1	XP_006285372.1
OG0007707	XP_013609865.1	XP_006279620.1
OG0007708	XP_013595306.1, XP_013604701.1	XP_023638341.1
OG0007709	XP_013595341.1	XP_006291860.1
OG0007710	XP_013593722.1, XP_013586867.1	XP_006290377.1
OG0007711	XP_013602897.1, XP_013596248.1	XP_006292776.1
OG0007712	XP_013599701.1, XP_013595754.1	XP_006291865.1
OG0007713	XP_013597402.1, XP_013602138.1	XP_006291985.1
OG0007714	XP_013622907.1, XP_013637030.1	XP_006284373.1
OG0007715	XP_013609190.1, XP_013593310.1	XP_006283603.1
OG0007716	XP_013621176.1, XP_013626073.1	XP_006279826.1
OG0007717	XP_013612390.1, XP_013620515.1	XP_006282311.1
