Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_NCBI
OG0009482	XP_013627058.1, XP_013600653.1, XP_013631535.1	XP_002876290.1
OG0009483	XP_013589766.1, XP_013605834.1	XP_020881680.1
OG0009484	XP_013605374.1, XP_013591930.1	XP_002876277.1
OG0009485	XP_013602178.1	XP_020881416.1
OG0009486	XP_013633026.1, XP_013631950.1, XP_013599585.1	XP_020881252.1
OG0009487	XP_013589987.1, XP_013602041.1	XP_020882037.1
OG0009488	XP_013605716.1, XP_013590139.1, XP_013588177.1	XP_020880993.1
OG0009489	XP_013633033.1, XP_013591886.1	XP_002877971.1
OG0009490	XP_013634684.1	XP_002877965.2
OG0009491	XP_013605139.1	XP_020881263.1
OG0009492	XP_013589866.1, XP_013602554.1	XP_020882385.1
OG0009493	XP_013600283.1, XP_013635154.1	XP_002877960.1
OG0009494	XP_013599961.1, XP_013588068.1	XP_002877956.1
OG0009495	XP_013585066.1, XP_013596184.1	XP_002893137.1
OG0009496	XP_013636488.1, XP_013605480.1	XP_002876238.1
OG0009497	XP_013590810.1, XP_013636263.1	XP_020881326.1
OG0009498	XP_013613510.1, XP_013592272.1	XP_020880625.1
OG0009499	XP_013590661.1	XP_020882275.1
OG0009500	XP_013603906.1, XP_013591214.1	XP_020881976.1
OG0009501	XP_013591861.1, XP_013600193.1	XP_020882285.1
OG0009502	XP_013602847.1, XP_013635147.1	XP_002877903.2
OG0009503	XP_013592753.1, XP_013632109.1	XP_020881381.1
OG0009504	XP_013604862.1	XP_002877890.1
OG0009505	XP_013602016.1	XP_002876157.1
OG0009506	XP_013606700.1	XP_002864283.1
OG0009507	XP_013619119.1	XP_002864265.1
OG0009508	XP_013615257.1, XP_013611540.1	XP_020885204.1
OG0009509	XP_013611541.1, XP_013618230.1	XP_002864250.1
OG0009510	XP_013608649.1	XP_020872011.1
OG0009511	XP_013626517.1	XP_002864244.1
OG0009512	XP_013611292.1, XP_013627783.1	XP_002864237.1
OG0009513	XP_013606114.1	XP_020866449.1
OG0009514	XP_013601580.1, XP_013598455.1	XP_002870182.1
OG0009515	XP_013630048.1, XP_013622563.1	XP_020889494.1
OG0009516	XP_013625496.1, XP_013593656.1	XP_002885656.1
OG0009517	XP_013625448.1	XP_002885694.1, XP_002885686.1, XP_002883585.1
OG0009518	XP_013593307.1	XP_020888718.1
OG0009519	XP_013598251.1, XP_013622356.1	XP_002885629.1
OG0009520	XP_013595366.1	XP_002885639.1
OG0009521	XP_013589924.1	XP_020891491.1
OG0009522	XP_013588221.1, XP_013618199.1	XP_020891684.1
OG0009523	XP_013589925.1, XP_013588607.1	XP_020891343.1
OG0009524	XP_013590150.1, XP_013617116.1	XP_020890351.1
OG0009525	XP_013621474.1, XP_013588482.1	XP_020890350.1
OG0009526	XP_013591908.1, XP_013615693.1	XP_020890661.1
OG0009527	XP_013591760.1, XP_013591839.1	XP_020890573.1
OG0009528	XP_013592773.1	XP_020891137.1
OG0009529	XP_013588180.1, XP_013621685.1	XP_002887161.1
OG0009530	XP_013620125.1, XP_013590085.1	XP_002888638.1
OG0009531	XP_013588652.1, XP_013588413.1	XP_020891777.1
OG0009532	XP_013592807.1, XP_013589597.1	XP_020891732.1
OG0009533	XP_013619415.1, XP_013590734.1	XP_002887172.2
OG0009534	XP_013589916.1, XP_013616043.1	XP_002887182.2
OG0009535	XP_013630206.1	XP_002870472.2
OG0009536	XP_013594683.1, XP_013624818.1, XP_013637205.1	XP_020874640.1
OG0009537	XP_013616181.1, XP_013594215.1	XP_002865682.1
OG0009538	XP_013596411.1	XP_002884095.2
OG0009539	XP_013612815.1, XP_013596314.1	XP_002886149.1
OG0009540	XP_013599381.1, XP_013607194.1	XP_002884146.1
OG0009541	XP_013610776.1	XP_002886248.2
OG0009542	XP_013595826.1, XP_013604304.1	XP_020886456.1
OG0009543	XP_013606613.1, XP_013604302.1	XP_020886453.1
OG0009544	XP_013610295.1, XP_013595967.1	XP_020885899.1
OG0009545	XP_013629103.1, XP_013636492.1	XP_020883226.1
OG0009546	XP_013635138.1, XP_013635019.1	XP_020884298.1
OG0009547	XP_013631342.1, XP_013631048.1	XP_020883147.1
OG0009548	XP_013636065.1	XP_020885563.1
OG0009549	XP_013627772.1, XP_013635488.1	XP_002879888.1
OG0009550	XP_013629864.1	XP_020884297.1
OG0009551	XP_013632376.1, XP_013637636.1	XP_002879873.1
OG0009552	XP_013630667.1, XP_013631236.1	XP_020885047.1
OG0009553	XP_013634150.1, XP_013635577.1	XP_002881718.1
OG0009554	XP_013633792.1, XP_013634008.1	XP_002879865.1
OG0009555	XP_013627342.1, XP_013635267.1	XP_020884759.1
OG0009556	XP_013635394.1, XP_013635415.1	XP_020883885.1
OG0009557	XP_013625814.1, XP_013634093.1	XP_020885674.1
OG0009558	XP_013631030.1, XP_013631460.1	XP_020885427.1
OG0009559	XP_013622683.1	XP_020885108.1
OG0009560	XP_013637148.1	XP_002879823.1
OG0009561	XP_013633645.1, XP_013625321.1	XP_020885114.1
OG0009562	XP_013634815.1, XP_013634267.1	XP_002879812.2
OG0009563	XP_013630551.1, XP_013628694.1	XP_020881675.1
OG0009564	XP_013634185.1, XP_013634580.1	XP_002881660.1
OG0009565	XP_013635281.1, XP_013596823.1	XP_020885188.1, XP_020871527.1
OG0009566	XP_013634123.1	XP_020883756.1
OG0009567	XP_013636901.1, XP_013622084.1	XP_002881637.1
OG0009568	XP_013634168.1, XP_013637297.1	XP_002881631.1
OG0009569	XP_013633986.1	XP_002879771.1
OG0009570	XP_013634889.1, XP_013623964.1	XP_020885330.1
OG0009571	XP_013621927.1	XP_002879764.1
OG0009572	XP_013637347.1	XP_020885243.1
OG0009573	XP_013622379.1, XP_013637538.1	XP_020883841.1
OG0009574	XP_013622381.1	XP_020883843.1
OG0009575	XP_013631304.1, XP_013625090.1	XP_020885084.1
OG0009576	XP_013631305.1, XP_013625091.1	XP_002879756.2
OG0009577	XP_013625083.1, XP_013634670.1	XP_020882855.1
OG0009578	XP_013637530.1	XP_002881599.1
OG0009579	XP_013626400.1, XP_013634483.1	XP_020882676.1
OG0009580	XP_013622245.1	XP_020883346.1, XP_002881574.1
OG0009581	XP_013637536.1, XP_013631786.1	XP_020885159.1
OG0009582	XP_013629220.1, XP_013636378.1	XP_020884790.1
OG0009583	XP_013626303.1, XP_013632045.1	XP_002881557.1
OG0009584	XP_013598870.1	XP_002875070.1
OG0009585	XP_013630018.1, XP_013631418.1	XP_002879711.1
OG0009586	XP_013632504.1	XP_020882729.1
OG0009587	XP_013635243.1, XP_013635180.1	XP_020884875.1
OG0009588	XP_013631424.1, XP_013622614.1	XP_020883436.1
OG0009589	XP_013634046.1, XP_013635107.1	XP_020882859.1
OG0009590	XP_013607278.1, XP_013594041.1	XP_002875109.1
OG0009591	XP_013634850.1, XP_013630874.1	XP_002879662.1
OG0009592	XP_013607378.1, XP_013630791.1	XP_002874500.1
OG0009593	XP_013633663.1, XP_013626567.1	XP_002879658.1
OG0009594	XP_013623029.1, XP_013634090.1	XP_002881491.1
OG0009595	XP_013630086.1, XP_013636775.1	XP_020884272.1
OG0009596	XP_013634352.1, XP_013626208.1	XP_002881482.1
OG0009597	XP_013628428.1, XP_013636542.1	XP_002879630.2
OG0009598	XP_013607423.1	XP_020877677.1
OG0009599	XP_013621113.1, XP_013611842.1	XP_020877750.1
OG0009600	XP_013622303.1, XP_013611538.1	XP_002872684.1
OG0009601	XP_013607089.1, XP_013629423.1	XP_002874796.2
OG0009602	XP_013609336.1	XP_002874806.1
OG0009603	XP_013616464.1	XP_002875075.1
OG0009604	XP_013609047.1	XP_002874817.1
OG0009605	XP_013620346.1, XP_013609582.1	XP_020877674.1
OG0009606	XP_013620057.1, XP_013619902.1	XP_020877741.1
OG0009607	XP_013617486.1, XP_013609714.1	XP_020877728.1
OG0009608	XP_013621326.1, XP_013630705.1	XP_002874771.1
OG0009609	XP_013637267.1, XP_013603790.1	XP_020884100.1
OG0009610	XP_013630879.1, XP_013605161.1	XP_020884326.1
OG0009611	XP_013623542.1	XP_020883409.1
OG0009613	XP_013602852.1, XP_013634412.1	XP_020882745.1
OG0009614	XP_013635274.1, XP_013603824.1	XP_002880404.1
OG0009615	XP_013604942.1, XP_013637595.1	XP_002880505.1
OG0009616	XP_013602157.1, XP_013631208.1	XP_020885336.1
OG0009617	XP_013636686.1	XP_002880525.1
OG0009618	XP_013634724.1	XP_020885751.1
OG0009619	XP_013634097.1, XP_013599530.1	XP_002880669.1
OG0009620	XP_013631619.1	XP_002878825.1
OG0009621	XP_013603041.1, XP_013625879.1	XP_020882784.1
OG0009622	XP_013615640.1, XP_013605100.1	XP_020884443.1
OG0009623	XP_013605004.1, XP_013636843.1	XP_020883372.1
OG0009624	XP_013603610.1, XP_013633272.1	XP_020882815.1
OG0009625	XP_013601349.1, XP_013587913.1	XP_002869708.1
OG0009626	XP_013585962.1, XP_013591697.1, XP_013615557.1	XP_002893967.1
OG0009627	XP_013631073.1	XP_002880700.1
OG0009628	XP_013631072.1	XP_002891232.1
OG0009629	XP_013600012.1, XP_013637463.1	XP_020869568.1
OG0009630	XP_013587760.1, XP_013638450.1	XP_020869395.1
OG0009631	XP_013599822.1	XP_020868806.1
OG0009632	XP_013588034.1, XP_013638213.1	XP_020870139.1
OG0009633	XP_013606236.1, XP_013588483.1	XP_020868640.1
OG0009634	XP_013583633.1	XP_020868500.1
OG0009635	XP_013587103.1	XP_002893773.1
OG0009636	XP_013612186.1	XP_002872460.1
OG0009637	XP_013594106.1, XP_013630030.1	XP_002872459.2
OG0009638	XP_013607059.1	XP_020877467.1
OG0009639	XP_013606164.1	XP_020877477.1
OG0009640	XP_013618085.1, XP_013610232.1	XP_002872510.1
OG0009641	XP_013621958.1	XP_020878669.1
OG0009642	XP_013626653.1	XP_020879539.1
OG0009643	XP_013615345.1	XP_020878346.1
OG0009644	XP_013621956.1, XP_013612425.1	XP_020878080.1
OG0009645	XP_013611665.1, XP_013618533.1	XP_020876840.1
OG0009646	XP_013619196.1, XP_013609435.1	XP_002873939.1
OG0009647	XP_013616050.1, XP_013606522.1	XP_002871876.1
OG0009648	XP_013618821.1, XP_013612694.1	XP_020876088.1
OG0009649	XP_013620961.1, XP_013608682.1	XP_020876781.1
OG0009650	XP_013615990.1, XP_013593110.1	XP_020878691.1
OG0009651	XP_013608671.1, XP_013594137.1	XP_020875862.1
OG0009652	XP_013593779.1, XP_013593609.1	XP_020879066.1
OG0009653	XP_013594001.1	XP_002872246.1
OG0009654	XP_013612799.1, XP_013593508.1	XP_002872252.1
OG0009655	XP_013591958.1, XP_013614629.1	XP_002876899.1
OG0009656	XP_013618078.1, XP_013595388.1	XP_020876942.1
OG0009657	XP_013616256.1, XP_013598393.1	XP_020876875.1
OG0009658	XP_013618588.1, XP_013612539.1	XP_020876935.1
OG0009659	XP_013593140.1, XP_013618403.1	XP_002874372.1
OG0009660	XP_013599242.1, XP_013615792.1	XP_002874422.1
OG0009661	XP_013614004.1	XP_002886005.1
OG0009662	XP_013603742.1, XP_013610645.1	XP_020888825.1
OG0009663	XP_013593129.1	XP_020887554.1
OG0009664	XP_013608802.1, XP_013593615.1	XP_002886273.1
OG0009665	XP_013605859.1, XP_013610183.1	XP_020887675.1
OG0009666	XP_013596316.1, XP_013605582.1	XP_002886281.1
OG0009667	XP_013594284.1	XP_020887862.1
OG0009668	XP_013629588.1	XP_020869543.1
OG0009669	XP_013622291.1	XP_020880060.1
OG0009670	XP_013622290.1	XP_020882529.1
OG0009671	XP_013635938.1, XP_013635988.1	XP_020885097.1
OG0009672	XP_013594079.1, XP_013599380.1	XP_020883158.1
OG0009673	XP_013636476.1	XP_002880338.1, XP_002867172.1
OG0009674	XP_013636726.1	XP_020874861.1, XP_020884407.1
OG0009675	XP_013637189.1	XP_020874885.1, XP_002882136.1
OG0009676	XP_013636130.1	XP_020874876.1, XP_020884406.1
OG0009677	XP_013629680.1	XP_020882912.1
OG0009678	XP_013633677.1, XP_013634703.1	XP_002882126.1
OG0009679	XP_013637287.1, XP_013636820.1	XP_002880262.1
OG0009680	XP_013637286.1, XP_013636877.1	XP_002880260.1
OG0009681	XP_013637014.1, XP_013631662.1	XP_002880255.1
OG0009682	XP_013637084.1, XP_013631111.1	XP_020884075.1
OG0009683	XP_013617745.1, XP_013595279.1	XP_020873640.1
OG0009684	XP_013625202.1	XP_002882072.1
OG0009685	XP_013637091.1, XP_013629009.1	XP_020883109.1
OG0009686	XP_013632367.1, XP_013637121.1, XP_013632368.1	XP_020884577.1, XP_020891119.1
OG0009687	XP_013592876.1, XP_013599587.1	XP_002891292.1
OG0009688	XP_013614729.1	XP_020885825.1, XP_002862557.2
OG0009689	XP_013626358.1, XP_013614727.1	XP_020883020.1
OG0009690	XP_013634450.1, XP_013634626.1	XP_002880221.1
OG0009691	XP_013635678.1, XP_013636887.1	XP_002882050.1
OG0009692	XP_013626080.1, XP_013593850.1, XP_013635524.1	XP_020883402.1
OG0009693	XP_013637317.1, XP_013631465.1	XP_020885574.1
OG0009694	XP_013628908.1, XP_013633614.1	XP_020883901.1
OG0009696	XP_013631178.1	XP_002882023.1
OG0009697	XP_013633576.1, XP_013633641.1	XP_020885584.1
OG0009698	XP_013634704.1, XP_013632348.1	XP_002882016.2
OG0009699	XP_013635382.1, XP_013635009.1	XP_020882833.1
OG0009700	XP_013632431.1, XP_013632053.1, XP_013632462.1	XP_002880168.1
OG0009701	XP_013622217.1, XP_013637494.1	XP_002882003.2
OG0009702	XP_013625920.1, XP_013633850.1	XP_002882001.1
OG0009703	XP_013627636.1, XP_013634813.1	XP_002880158.1
OG0009704	XP_013634221.1, XP_013635109.1	XP_002880154.1
OG0009705	XP_013637282.1	XP_002880152.1
OG0009706	XP_013635469.1, XP_013630341.1	XP_002881977.1
OG0009707	XP_013633878.1, XP_013631693.1	XP_002880111.1
OG0009708	XP_013634610.1, XP_013627167.1	XP_002880093.1
OG0009709	XP_013623315.1, XP_013637158.1	XP_002880085.2
OG0009710	XP_013630354.1, XP_013632407.1	XP_020884221.1
OG0009711	XP_013630959.1, XP_013631602.1	XP_002881907.1
OG0009712	XP_013633459.1, XP_013625521.1	XP_020883360.1
OG0009713	XP_013625201.1, XP_013631227.1	XP_020883301.1
OG0009714	XP_013631723.1	XP_002881895.1
OG0009715	XP_013634063.1, XP_013633559.1	XP_020885826.1
OG0009716	XP_013629371.1, XP_013631548.1	XP_020884148.1
OG0009717	XP_013623486.1, XP_013636617.1	XP_020885411.1
OG0009718	XP_013637201.1, XP_013615291.1, XP_013629606.1	XP_020885406.1
OG0009719	XP_013598767.1, XP_013607215.1	XP_020868342.1
OG0009720	XP_013635337.1	XP_002881875.1
OG0009721	XP_013634230.1, XP_013635915.1	XP_020885461.1
OG0009722	XP_013636735.1, XP_013623988.1	XP_020885459.1
OG0009723	XP_013635312.1, XP_013636087.1	XP_002879984.1, XP_002862495.1
OG0009724	XP_013636082.1, XP_013631093.1	XP_020867124.1, XP_020885340.1
OG0009725	XP_013632252.1, XP_013636086.1	XP_002879982.1
OG0009726	XP_013636081.1, XP_013636336.1	XP_020884269.1
OG0009727	XP_013622280.1, XP_013631224.1	XP_020884199.1
OG0009728	XP_013636094.1, XP_013635983.1	XP_020884032.1
OG0009729	XP_013634980.1, XP_013634769.1	XP_020884034.1
OG0009730	XP_013634053.1, XP_013631187.1	XP_020883889.1
OG0009731	XP_013638124.1	XP_020886333.1
OG0009732	XP_013612115.1, XP_013597890.1	XP_020887097.1
OG0009733	XP_013587155.1	XP_020886317.1
OG0009734	XP_013586121.1, XP_013628505.1	XP_002884306.1
OG0009735	XP_013584592.1, XP_013634721.1	XP_020886899.1
OG0009736	XP_013583476.1, XP_013584598.1	XP_002884317.1
OG0009737	XP_013623465.1, XP_013637197.1	XP_020887334.1
OG0009738	XP_013625727.1, XP_013586930.1	XP_020886871.1
OG0009739	XP_013584981.1, XP_013622560.1	XP_002882254.1
OG0009740	XP_013635797.1, XP_013584986.1	XP_020887905.1
OG0009741	XP_013631283.1, XP_013585481.1	XP_020887187.1
OG0009742	XP_013621799.1, XP_013584829.1	XP_002884362.1
OG0009743	XP_013587497.1, XP_013619991.1	XP_002884363.1
OG0009744	XP_013638732.1, XP_013584115.1	XP_020888670.1
OG0009745	XP_013622365.1	XP_020887852.1
OG0009746	XP_013585844.1, XP_013616544.1	XP_020887017.1
OG0009747	XP_013639829.1, XP_013585390.1	XP_002884425.1
OG0009748	XP_013586102.1	XP_020889020.1
OG0009749	XP_013584590.1, XP_013622014.1	XP_002882351.1
OG0009750	XP_013586458.1, XP_013584434.1	XP_002882363.1
OG0009751	XP_013628174.1	XP_020886591.1
OG0009752	XP_013613989.1, XP_013625267.1	XP_020888471.1
OG0009753	XP_013613994.1	XP_020888964.1
OG0009754	XP_013613995.1, XP_013613956.1, XP_013628380.1	XP_020888965.1
OG0009755	XP_013616207.1, XP_013613986.1	XP_020886530.1
OG0009756	XP_013638061.1, XP_013629271.1	XP_002882382.1
OG0009757	XP_013585521.1	XP_020888680.1, XP_020886541.1
OG0009758	XP_013586929.1	XP_020887059.1
OG0009759	XP_013584244.1, XP_013639261.1	XP_002882397.1
OG0009760	XP_013586971.1, XP_013629523.1	XP_020887072.1
OG0009761	XP_013583748.1	XP_020887654.1
OG0009762	XP_013625926.1, XP_013583853.1, XP_013588968.1	XP_002884557.2
OG0009763	XP_013585286.1	XP_002882456.2
OG0009764	XP_013638516.1, XP_013622384.1	XP_002882459.1
OG0009765	XP_013586094.1, XP_013628740.1	XP_020886810.1
OG0009766	XP_013626587.1	XP_002884578.1
OG0009767	XP_013585535.1	XP_002884589.1
OG0009768	XP_013623368.1, XP_013583976.1	XP_020887671.1
OG0009769	XP_013636973.1, XP_013622976.1	XP_020888898.1
OG0009770	XP_013600659.1, XP_013590038.1	XP_020873835.1
OG0009771	XP_013585000.1, XP_013627044.1	XP_020885978.1
OG0009772	XP_013617342.1, XP_013628770.1, XP_013638338.1	XP_002882509.1
OG0009773	XP_013617987.1, XP_013637880.1	XP_002884625.1
OG0009774	XP_013583446.1, XP_013589510.1	XP_002882512.1
OG0009775	XP_013626628.1, XP_013585041.1	XP_002882516.1
OG0009776	XP_013583654.1, XP_013615276.1	XP_020886553.1
OG0009777	XP_013590051.1, XP_013587149.1	XP_002884641.1
OG0009778	XP_013638522.1, XP_013616327.1	XP_020889414.1
OG0009779	XP_013637847.1, XP_013628393.1	XP_020887273.1
OG0009780	XP_013638654.1, XP_013625906.1	XP_020885965.1
OG0009781	XP_013619988.1, XP_013586533.1	XP_020886391.1
OG0009782	XP_013619217.1, XP_013615242.1	XP_002882549.1
OG0009783	XP_013635698.1, XP_013638619.1	XP_020886253.1
OG0009784	XP_013636093.1	XP_002882562.1
OG0009785	XP_013626574.1, XP_013586037.1	XP_002882563.1
OG0009786	XP_013627374.1, XP_013584620.1	XP_020888170.1
OG0009787	XP_013596372.1, XP_013589387.1	XP_020872159.1
OG0009788	XP_013620621.1, XP_013587414.1	XP_020887426.1
OG0009789	XP_013628391.1, XP_013584763.1	XP_020889442.1
OG0009790	XP_013615138.1	XP_020887357.1
OG0009791	XP_013589416.1, XP_013584036.1	XP_002882599.1
OG0009792	XP_013616775.1	XP_002882604.1
OG0009793	XP_013627954.1	XP_002884726.1, XP_002862960.2
OG0009794	XP_013624156.1	XP_020888591.1
OG0009795	XP_013584586.1, XP_013626877.1	XP_002884733.1
OG0009796	XP_013638386.1, XP_013594777.1	XP_020888370.1
OG0009797	XP_013625468.1, XP_013584085.1	XP_020888737.1
OG0009798	XP_013583555.1	XP_002882654.1
OG0009799	XP_013630373.1	XP_020887297.1
OG0009800	XP_013614951.1, XP_013583658.1	XP_020888890.1
OG0009801	XP_013616078.1, XP_013586554.1	XP_002884795.1
OG0009802	XP_013610720.1	XP_002871106.1, XP_020888985.1
OG0009804	XP_013586732.1, XP_013585445.1	XP_002882690.1
OG0009805	XP_013584281.1, XP_013583426.1	XP_002884817.1
OG0009806	XP_013637731.1, XP_013619957.1	XP_020887368.1
OG0009807	XP_013619045.1	XP_020890125.1, XP_020888217.1
OG0009808	XP_013586093.1, XP_013584222.1	XP_020888260.1
OG0009809	XP_013638037.1, XP_013619474.1	XP_002884847.1
OG0009810	XP_013587277.1	XP_020888254.1, XP_020888252.1
OG0009811	XP_013586063.1, XP_013628484.1	XP_020888201.1
OG0009812	XP_013585594.1, XP_013584750.1	XP_020888231.1
OG0009813	XP_013587465.1	XP_020888277.1
OG0009814	XP_013628863.1, XP_013586139.1	XP_020888278.1
OG0009815	XP_013586143.1	XP_020888309.1
OG0009816	XP_013628369.1, XP_013638069.1	XP_020888293.1
OG0009817	XP_013611501.1, XP_013587042.1	XP_020888234.1
OG0009818	XP_013586308.1, XP_013611420.1	XP_020888232.1
OG0009819	XP_013606910.1	XP_020878756.1
OG0009820	XP_013636505.1, XP_013638134.1	XP_020887931.1
OG0009821	XP_013637876.1, XP_013622306.1	XP_020885935.1
OG0009822	XP_013627950.1, XP_013593773.1	XP_020886355.1
OG0009823	XP_013611138.1, XP_013628243.1	XP_002882800.1
OG0009824	XP_013611090.1, XP_013586839.1	XP_020889344.1
OG0009825	XP_013611078.1, XP_013584489.1	XP_020889348.1
OG0009826	XP_013587591.1, XP_013628950.1	XP_020889349.1
OG0009827	XP_013585212.1, XP_013625610.1	XP_020888530.1
OG0009828	XP_013618307.1, XP_013623099.1	XP_020887694.1
OG0009829	XP_013628314.1, XP_013610938.1	XP_002884963.1
OG0009830	XP_013594209.1, XP_013584931.1	XP_002882830.1
OG0009831	XP_013627978.1, XP_013638035.1	XP_002884975.1
OG0009832	XP_013583683.1	XP_020872509.1, XP_020888551.1
OG0009833	XP_013610793.1, XP_013585369.1	XP_002882842.1
OG0009834	XP_013610672.1	XP_002885011.1
OG0009835	XP_013637660.1	XP_002882873.1
OG0009836	XP_013586274.1	XP_020886985.1
OG0009837	XP_013628004.1, XP_013615123.1	XP_002885027.1, XP_020888655.1
OG0009838	XP_013628325.1, XP_013610534.1	XP_020889365.1
OG0009839	XP_013595650.1	XP_002865562.1
OG0009840	XP_013586900.1, XP_013610473.1	XP_020886672.1
OG0009841	XP_013586849.1, XP_013610457.1	XP_002885044.1
OG0009842	XP_013584213.1, XP_013633642.1	XP_002885053.1
OG0009843	XP_013586470.1, XP_013608436.1, XP_013624036.1	XP_002885068.1
OG0009844	XP_013584747.1, XP_013584024.1	XP_020886654.1
OG0009845	XP_013595534.1	XP_020873709.1
OG0009846	XP_013626991.1	XP_020887184.1
OG0009847	XP_013596023.1, XP_013610600.1, XP_013638829.1	XP_020887186.1
OG0009848	XP_013583938.1, XP_013638378.1	XP_002885078.2
OG0009849	XP_013626448.1, XP_013638029.1	XP_002885083.1
OG0009850	XP_013619295.1, XP_013638339.1	XP_002882952.1
OG0009851	XP_013628683.1, XP_013587627.1	XP_002885111.1
OG0009852	XP_013617558.1, XP_013637993.1	XP_020887887.1
OG0009853	XP_013619517.1, XP_013584312.1	XP_020889011.1
OG0009854	XP_013609703.1, XP_013638270.1	XP_002882983.1
OG0009855	XP_013584989.1	XP_002885130.1
OG0009856	XP_013584134.1	XP_020888624.1
OG0009857	XP_013637713.1	XP_020889183.1
OG0009858	XP_013587439.1, XP_013622256.1	XP_020889145.1
OG0009859	XP_013630076.1, XP_013586644.1	XP_020889118.1
OG0009860	XP_013609410.1, XP_013609401.1	XP_002883054.1
OG0009862	XP_013637726.1, XP_013584617.1	XP_020889154.1
OG0009863	XP_013629890.1, XP_013609103.1	XP_002883095.1
OG0009864	XP_013622812.1, XP_013587611.1	XP_002883104.1
OG0009865	XP_013615867.1, XP_013604084.1, XP_013632972.1	XP_002877681.1
OG0009866	XP_013627169.1, XP_013587444.1	XP_020886620.1
OG0009867	XP_013608753.1, XP_013585921.1	XP_002883123.1
OG0009868	XP_013618201.1, XP_013595310.1	XP_020881088.1
OG0009869	XP_013585455.1, XP_013616253.1	XP_002885254.1
OG0009870	XP_013614990.1, XP_013583895.1, XP_013615385.1	XP_020887393.1
OG0009871	XP_013595106.1, XP_013584810.1	XP_020889438.1
OG0009872	XP_013639139.1	XP_002883140.1
