Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0007396	XP_013609198.1, XP_013620480.1	XP_024011495.1
OG0007397	XP_013620325.1, XP_013622808.1	XP_006400662.1
OG0007398	XP_013620289.1, XP_013620291.1, XP_013611093.1	XP_006400668.1
OG0007399	XP_013621217.1, XP_013612486.1	XP_006400686.1
OG0007400	XP_013628212.1	XP_006400699.1
OG0007401	XP_013621766.1, XP_013606341.1	XP_006400704.1
OG0007402	XP_013611725.1, XP_013629117.1	XP_006400751.1
OG0007404	XP_013628750.1, XP_013620552.1	XP_006400779.1
OG0007405	XP_013623562.1, XP_013608990.1	XP_006400783.1
OG0007406	XP_013614224.1, XP_013630609.1	XP_006400803.1
OG0007407	XP_013620912.1, XP_013628868.1	XP_024011517.1
OG0007408	XP_013611526.1, XP_013620878.1	XP_024011577.1
OG0007409	XP_013610120.1, XP_013630121.1	XP_006400840.1
OG0007410	XP_013585914.1, XP_013604277.1	XP_006393417.1
OG0007411	XP_013627283.1	XP_006400886.1
OG0007412	XP_013620686.1	XP_006401932.1
OG0007413	XP_013609717.1, XP_013619377.1	XP_006400892.1
OG0007414	XP_013612288.1	XP_006400895.1
OG0007415	XP_013636009.1, XP_013628306.1	XP_006410663.1
OG0007416	XP_013621527.1, XP_013621716.1	XP_006400926.1
OG0007417	XP_013610841.1	XP_006400972.1
OG0007419	XP_013607261.1	XP_006401003.1
OG0007420	XP_013612845.1, XP_013626275.1	XP_006401014.1
OG0007421	XP_013626308.1, XP_013619362.1	XP_006401031.2
OG0007422	XP_013606892.1, XP_013616514.1	XP_006401043.1
OG0007423	XP_013612451.1	XP_006401051.1
OG0007424	XP_013623219.1, XP_013613123.1	XP_006401073.1
OG0007425	XP_013610256.1	XP_006401075.1
OG0007426	XP_013612469.1, XP_013627203.1	XP_006401078.1
OG0007427	XP_013610489.1, XP_013619704.1	XP_006401139.1
OG0007428	XP_013625947.1, XP_013620278.1	XP_006401159.1
OG0007429	XP_013629024.1, XP_013629022.1	XP_006401163.1
OG0007430	XP_013612749.1, XP_013619357.1	XP_006401166.1
OG0007431	XP_013621617.1, XP_013612908.1	XP_006401182.1
OG0007432	XP_013620009.1, XP_013610756.1	XP_006401206.1
OG0007433	XP_013627372.1, XP_013619352.1	XP_006402075.1
OG0007434	XP_013606727.1, XP_013619390.1	XP_006401256.1
OG0007435	XP_013606172.1, XP_013622022.1	XP_006401252.1
OG0007436	XP_013620571.1, XP_013612901.1	XP_006401244.1
OG0007437	XP_013615875.1	XP_024012697.1
OG0007438	XP_013627238.1	XP_024012563.1
OG0007439	XP_013611576.1, XP_013620668.1	XP_006401272.2
OG0007440	XP_013606659.1, XP_013621215.1	XP_006401311.1
OG0007441	XP_013613988.1, XP_013607121.1	XP_006401366.1
OG0007442	XP_013621602.1, XP_013610460.1	XP_006401377.1
OG0007443	XP_013608936.1	XP_006401398.1
OG0007444	XP_013596773.1	XP_006412929.1
OG0007445	XP_013612557.1, XP_013619759.1	XP_006401435.1
OG0007446	XP_013608185.1, XP_013623874.1, XP_013617006.1	XP_024011188.1
OG0007447	XP_013608183.1, XP_013628926.1	XP_006401500.1
OG0007448	XP_013626155.1, XP_013606913.1	XP_006401508.1
OG0007449	XP_013604850.1	XP_006404125.1
OG0007450	XP_013621637.1	XP_024013510.1
OG0007451	XP_013622000.1, XP_013605443.1	XP_006404219.1
OG0007452	XP_013615964.1, XP_013609368.1	XP_006401626.1
OG0007453	XP_013621545.1, XP_013612683.1	XP_006401592.1
OG0007454	XP_013606183.1	XP_024011912.1
OG0007455	XP_013606548.1	XP_006396437.1
OG0007456	XP_013612022.1	XP_006396441.1
OG0007457	XP_013606357.1	XP_006396485.1
OG0007458	XP_013630106.1	XP_006396503.1
OG0007459	XP_013609505.1, XP_013629278.1	XP_006399228.1
OG0007460	XP_013622218.1, XP_013606944.1	XP_006399212.2
OG0007461	XP_013612966.1, XP_013622352.1	XP_006399207.1
OG0007462	XP_013612986.1	XP_006399181.1
OG0007463	XP_013612135.1, XP_013630694.1	XP_006399144.1
OG0007464	XP_013608511.1, XP_013608510.1, XP_013619834.1	XP_006399122.1
OG0007465	XP_013626658.1, XP_013611493.1	XP_006399120.1
OG0007466	XP_013618721.1, XP_013612353.1	XP_006399100.1
OG0007467	XP_013619323.1	XP_006399044.1
OG0007468	XP_013611096.1	XP_006399022.1
OG0007469	XP_013613329.1, XP_013618596.1	XP_006398986.1
OG0007470	XP_013620143.1, XP_013628467.1	XP_006398983.1
OG0007471	XP_013619442.1, XP_013609266.1	XP_006398934.1
OG0007472	XP_013629457.1, XP_013612347.1, XP_013619146.1	XP_024011657.1
OG0007473	XP_013623664.1, XP_013609374.1	XP_024011775.1
OG0007474	XP_013619563.1, XP_013613023.1	XP_006398874.1
OG0007475	XP_013583912.1	XP_006407598.1
OG0007476	XP_013611681.1, XP_013616509.1, XP_013616742.1	XP_006398850.1
OG0007477	XP_013614451.1, XP_013621108.1	XP_024009640.1, XP_006398842.1
OG0007479	XP_013618344.1, XP_013608684.1	XP_006398790.1
OG0007480	XP_013622972.1	XP_006402113.1
OG0007482	XP_013608554.1, XP_013608553.1, XP_013613146.1	XP_006398765.1
OG0007483	XP_013606397.1	XP_006398763.1
OG0007484	XP_013607172.1, XP_013616638.1	XP_006398758.2
OG0007485	XP_013615944.1, XP_013621425.1, XP_013621424.1, XP_013609673.1	XP_006398728.1
OG0007486	XP_013622522.1	XP_006398722.1
OG0007487	XP_013622935.1, XP_013612080.1	XP_006398711.1
OG0007488	XP_013623580.1, XP_013609277.1	XP_006398701.1
OG0007489	XP_013609874.1, XP_013627025.1	XP_006398702.1
OG0007490	XP_013619130.1, XP_013622628.1	XP_006398703.1
OG0007491	XP_013630168.1, XP_013610799.1	XP_006398707.1
OG0007492	XP_013606361.1	XP_006398685.1
OG0007493	XP_013630275.1, XP_013616435.1	XP_006398654.1
OG0007494	XP_013618691.1, XP_013606422.1	XP_006398653.1
OG0007495	XP_013621983.1, XP_013607017.1	XP_006398643.1
OG0007496	XP_013628914.1	XP_006398636.2
OG0007497	XP_013622354.1	XP_006398629.1
OG0007498	XP_013620117.1, XP_013628124.1	XP_006398573.1
OG0007499	XP_013587989.1, XP_013632036.1	XP_006405403.1
OG0007500	XP_013590438.1, XP_013633712.1	XP_006405306.1
OG0007501	XP_013589294.1, XP_013631744.1	XP_006405296.1
OG0007502	XP_013636926.1, XP_013591494.1	XP_006405279.1
OG0007503	XP_013589770.1, XP_013592248.1	XP_006389715.1
OG0007504	XP_013592128.1, XP_013592187.1	XP_006389807.1
OG0007506	XP_013591246.1, XP_013615126.1	XP_006389814.1
OG0007507	XP_013620862.1, XP_013591711.1	XP_006389822.1
OG0007508	XP_013589849.1, XP_013618378.1	XP_006389831.1
OG0007509	XP_013591127.1, XP_013591940.1	XP_006389853.1
OG0007510	XP_013588693.1, XP_013592542.1	XP_024006710.1
OG0007511	XP_013603885.1, XP_013632143.1	XP_006402248.1
OG0007512	XP_013591157.1, XP_013618390.1	XP_006389902.1
OG0007513	XP_013590384.1, XP_013588418.1	XP_006389921.1
OG0007514	XP_013619497.1, XP_013588796.1	XP_006389925.1
OG0007516	XP_013591303.1, XP_013588576.1	XP_006389930.1
OG0007517	XP_013620369.1, XP_013591301.1	XP_006389932.1
OG0007518	XP_013623024.1, XP_013588306.1	XP_024011267.1
OG0007519	XP_013615912.1, XP_013590172.1	XP_006389963.1
OG0007520	XP_013592612.1, XP_013619025.1	XP_006389964.1
OG0007521	XP_013592242.1	XP_006389969.1
OG0007522	XP_013592094.1, XP_013588502.1	XP_006390000.1
OG0007523	XP_013590214.1, XP_013590835.1	XP_006390019.1
OG0007524	XP_013588118.1	XP_006390031.1
OG0007525	XP_013620634.1, XP_013590618.1	XP_024007482.1
OG0007526	XP_013590617.1, XP_013618916.1, XP_013619066.1	XP_006390055.1
OG0007527	XP_013591731.1	XP_006390073.1
OG0007528	XP_013591436.1, XP_013618282.1	XP_006390087.1
OG0007529	XP_013592818.1, XP_013588038.1	XP_006390109.1
OG0007530	XP_013590995.1, XP_013590695.1	XP_006390115.1
OG0007531	XP_013589704.1, XP_013590942.1	XP_006390119.1
OG0007532	XP_013591059.1	XP_006390125.1
OG0007533	XP_013621502.1	XP_006390146.1
OG0007534	XP_013620253.1, XP_013589460.1	XP_006390158.1
OG0007535	XP_013590923.1, XP_013590569.1	XP_006390218.1
OG0007536	XP_013591846.1, XP_013619590.1	XP_006390241.1
OG0007537	XP_013590261.1	XP_006390243.1
OG0007538	XP_013589690.1, XP_013590275.1	XP_024008392.1
OG0007539	XP_013591146.1	XP_024010392.1
OG0007540	XP_013592746.1, XP_013621161.1	XP_006390271.1
OG0007541	XP_013587754.1, XP_013621154.1	XP_006390284.1
OG0007542	XP_013598828.1	XP_006395325.1
OG0007543	XP_013588152.1, XP_013591754.1	XP_006390336.2
OG0007544	XP_013587816.1, XP_013591836.1	XP_006390354.1
OG0007545	XP_013599099.1, XP_013611575.1	XP_006409312.1
OG0007546	XP_013595831.1	XP_006409305.1
OG0007547	XP_013595723.1, XP_013612933.1	XP_006409301.1
OG0007548	XP_013593101.1, XP_013630445.1	XP_006409248.1
OG0007549	XP_013595370.1, XP_013603164.1	XP_006404087.1
OG0007550	XP_013585905.1, XP_013596326.1	XP_006404088.1
OG0007551	XP_013605757.1	XP_006404093.1
OG0007552	XP_013626445.1, XP_013607323.1	XP_006401558.1
OG0007553	XP_013612044.1	XP_006401561.1
OG0007554	XP_013628646.1	XP_006404356.1
OG0007555	XP_013614618.1, XP_013591314.1	XP_006392561.2
OG0007556	XP_013629685.1, XP_013588025.1	XP_006392597.1
OG0007557	XP_013616558.1, XP_013594258.1	XP_006398501.1
OG0007558	XP_013627370.1, XP_013627023.1, XP_013623042.1	XP_006392662.1
OG0007559	XP_013588107.1, XP_013590205.1	XP_006392675.1
OG0007560	XP_013625748.1	XP_006392680.1
OG0007561	XP_013587800.1, XP_013590238.1	XP_006392709.1
OG0007562	XP_013592084.1	XP_006392739.1
OG0007563	XP_013613486.1	XP_006392791.1
OG0007564	XP_013592679.1, XP_013630403.1	XP_006392803.1
OG0007565	XP_013590302.1, XP_013625530.1	XP_006392838.1
OG0007566	XP_013614625.1, XP_013634346.1	XP_006410779.1
OG0007567	XP_013632062.1, XP_013632438.1	XP_006410798.1
OG0007568	XP_013625212.1, XP_013633604.1	XP_006410804.1
OG0007569	XP_013631941.1, XP_013616602.1	XP_006419077.1
OG0007570	XP_013621854.1	XP_006419120.1
OG0007571	XP_013612183.1	XP_006402165.1
OG0007572	XP_013611815.1	XP_006402114.1
OG0007573	XP_013606333.1	XP_006401764.1, XP_024009650.1
OG0007574	XP_013620770.1, XP_013613185.1	XP_006401750.1
OG0007575	XP_013620753.1, XP_013609409.1	XP_006401748.1
OG0007576	XP_013606570.1, XP_013620483.1	XP_006401742.1
OG0007577	XP_013629491.1, XP_013621096.1	XP_006402220.1
OG0007578	XP_013622411.1	XP_006402127.1
OG0007579	XP_013621299.1, XP_013587785.1	XP_006397414.1
OG0007580	XP_013615058.1, XP_013615293.1	XP_006403088.1
OG0007581	XP_013602391.1, XP_013588050.1, XP_013633866.1	XP_006395958.1
OG0007582	XP_013632165.1	XP_024005034.1
OG0007583	XP_013632020.1	XP_006414963.1
OG0007584	XP_013602461.1	XP_006414949.1
OG0007585	XP_013613641.1, XP_013637116.1	XP_006414920.1
OG0007586	XP_013605124.1	XP_006414898.2
OG0007587	XP_013605749.1	XP_006414863.2
OG0007588	XP_013636278.1	XP_006414737.1
OG0007589	XP_013628852.1, XP_013636279.1	XP_006414736.1
OG0007590	XP_013622511.1	XP_024005091.1, XP_006410619.1
OG0007591	XP_013638943.1	XP_024005187.1
OG0007592	XP_013601979.1	XP_024016513.1, XP_006414644.1
OG0007593	XP_013603608.1, XP_013594293.1	XP_006414635.1
OG0007594	XP_013603150.1, XP_013589819.1	XP_006414565.1
OG0007595	XP_013589253.1	XP_006414556.1
OG0007597	XP_013627938.1, XP_013596239.1	XP_006414453.2
OG0007598	XP_013590960.1	XP_006390602.1
OG0007599	XP_013619825.1, XP_013590944.1	XP_006390592.1
OG0007600	XP_013591984.1	XP_024007146.1
OG0007601	XP_013588523.1, XP_013592873.1	XP_006390565.1
OG0007602	XP_013590414.1, XP_013590360.1	XP_006390506.1
OG0007603	XP_013589974.1	XP_024008509.1
OG0007604	XP_013620982.1, XP_013591813.1	XP_006390420.1
OG0007605	XP_013616051.1, XP_013592864.1	XP_006390414.1
OG0007606	XP_013592785.1, XP_013618204.1	XP_006390394.1
OG0007607	XP_013592629.1, XP_013612871.1	XP_006391130.1
OG0007608	XP_013612218.1	XP_006402043.1
OG0007609	XP_013615780.1	XP_006391073.2
OG0007610	XP_013621548.1	XP_006391066.1
OG0007611	XP_013592887.1	XP_024005894.1
OG0007612	XP_013585447.1, XP_013603560.1	XP_024010080.1
OG0007613	XP_013593488.1, XP_013605899.1, XP_013596780.1	XP_006412933.1
OG0007614	XP_013603028.1, XP_013622153.1, XP_013638369.1	XP_006412918.1
OG0007615	XP_013598929.1, XP_013598242.1	XP_006412863.2
OG0007616	XP_013612251.1	XP_006403563.1
OG0007617	XP_013596036.1	XP_024007066.1
OG0007619	XP_013609174.1, XP_013606936.1	XP_006391734.1
OG0007620	XP_013606273.1, XP_013606797.1	XP_006391689.1
OG0007621	XP_013633737.1	XP_024014575.1
OG0007622	XP_013589887.1	XP_024014606.1
OG0007623	XP_013620366.1, XP_013597786.1	XP_006395284.1
OG0007625	XP_013619259.1	XP_006395065.1
OG0007626	XP_013598101.1	XP_006395464.1
OG0007627	XP_013616533.1, XP_013612179.1	XP_006395478.1
OG0007628	XP_013613409.1, XP_013597284.1	XP_006395520.1
OG0007629	XP_013606378.1, XP_013613426.1	XP_006395528.1
OG0007630	XP_013613395.1, XP_013597304.1	XP_006395531.1
OG0007631	XP_013606331.1, XP_013593486.1	XP_006395561.1
OG0007632	XP_013596684.1	XP_006395580.1
OG0007633	XP_013620680.1, XP_013632519.1, XP_013609861.1	XP_006402032.1
OG0007634	XP_013590697.1, XP_013619336.1	XP_006390945.1
OG0007635	XP_013592169.1	XP_006390953.1
OG0007636	XP_013591693.1	XP_006390957.1
OG0007637	XP_013619298.1, XP_013592830.1	XP_006390964.1
OG0007638	XP_013619305.1, XP_013592829.1	XP_006390965.1
OG0007639	XP_013628136.1, XP_013593143.1	XP_006396123.1
OG0007641	XP_013593052.1, XP_013616677.1	XP_006398323.1
OG0007642	XP_013620181.1, XP_013596035.1	XP_006398311.1
OG0007643	XP_013613346.1, XP_013595680.1	XP_006395169.2
OG0007644	XP_013595652.1	XP_024011012.1
OG0007645	XP_013621455.1, XP_013598689.1	XP_006398293.1
OG0007646	XP_013619492.1, XP_013593808.1	XP_006398290.1
OG0007647	XP_013609433.1, XP_013595997.1	XP_006398289.1
OG0007649	XP_013609049.1, XP_013595404.1	XP_006398210.1
OG0007650	XP_013602420.1, XP_013636175.1	XP_006395941.1
OG0007651	XP_013593264.1, XP_013597566.1, XP_013616169.1	XP_006398191.1
OG0007652	XP_013591623.1	XP_006393248.1
OG0007653	XP_013590011.1, XP_013584006.1	XP_006393245.1
OG0007654	XP_013586555.1, XP_013596339.1	XP_006413267.1
OG0007655	XP_013587930.1, XP_013621714.1	XP_024006322.1
OG0007656	XP_013629444.1	XP_024006362.1
OG0007657	XP_013589838.1	XP_006393162.1
OG0007658	XP_013627289.1, XP_013584757.1	XP_006393130.1
OG0007659	XP_013587779.1	XP_006393098.1
OG0007660	XP_013588713.1, XP_013626995.1	XP_006393070.1
OG0007661	XP_013592320.1, XP_013626594.1	XP_006393057.1
OG0007662	XP_013622127.1, XP_013590094.1, XP_013588022.1	XP_006393024.1
OG0007663	XP_013630470.1, XP_013588586.1	XP_024006239.1
OG0007664	XP_013591951.1, XP_013592902.1	XP_006392999.1
OG0007665	XP_013625343.1, XP_013615101.1, XP_013589820.1	XP_006392976.1
OG0007666	XP_013605322.1, XP_013586535.1	XP_006418077.1
OG0007667	XP_013627384.1, XP_013591212.1	XP_006392964.1
OG0007668	XP_013592012.1, XP_013621760.1	XP_006392953.1
OG0007669	XP_013590689.1, XP_013626551.1	XP_024006303.1
OG0007670	XP_013615543.1, XP_013587818.1	XP_006392872.1
OG0007671	XP_013586698.1	XP_006416683.1
OG0007672	XP_013612854.1	XP_006403358.1
OG0007673	XP_013599635.1	XP_024014101.1
OG0007674	XP_013632156.1, XP_013616642.1	XP_006403341.1
OG0007675	XP_013612880.1, XP_013637191.1	XP_006403338.1
OG0007676	XP_013630857.1, XP_013637511.1	XP_024003808.1
OG0007677	XP_013633643.1, XP_013634192.1	XP_024003747.1
OG0007678	XP_013637097.1, XP_013622353.1	XP_006410531.1
OG0007679	XP_013637217.1, XP_013623115.1	XP_024016807.1
OG0007680	XP_013631127.1, XP_013631443.1	XP_006410539.1
OG0007681	XP_013635564.1, XP_013635262.1	XP_006410545.1
OG0007682	XP_013635842.1, XP_013635646.1	XP_006410585.1
OG0007683	XP_013631004.1	XP_024003780.1
OG0007684	XP_013631845.1, XP_013622442.1	XP_006410603.1
OG0007685	XP_013629409.1, XP_013636258.1, XP_013636437.1	XP_024016673.1
OG0007686	XP_013609154.1	XP_006395053.1
OG0007687	XP_013637232.1, XP_013633720.1	XP_006410705.1
OG0007688	XP_013634832.1, XP_013627358.1, XP_013634757.1	XP_006410739.1
OG0007689	XP_013586545.1	XP_006417655.1
OG0007690	XP_013637580.1	XP_006410758.1
OG0007691	XP_013626800.1, XP_013633824.1	XP_006410760.1
OG0007692	XP_013591310.1, XP_013598561.1	XP_006413979.1
OG0007693	XP_013626299.1, XP_013600512.1	XP_006414000.1
OG0007694	XP_013597177.1	XP_006414039.1
OG0007695	XP_013622123.1, XP_013597314.1, XP_013639751.1	XP_006414089.1
OG0007696	XP_013615849.1, XP_013624214.1, XP_013624209.1	XP_006414101.1
OG0007697	XP_013616970.1, XP_013593573.1	XP_006414115.1
OG0007698	XP_013600314.1, XP_013593515.1	XP_006414155.1
OG0007699	XP_013618779.1, XP_013592946.1	XP_006414160.1
OG0007700	XP_013603814.1, XP_013605318.1	XP_006414169.1
OG0007701	XP_013604423.1, XP_013597532.1	XP_006414183.1
OG0007702	XP_013596098.1, XP_013583340.1	XP_006414184.1
OG0007703	XP_013593671.1, XP_013637493.1	XP_006414195.1
OG0007704	XP_013600916.1, XP_013638954.1	XP_024005509.1
OG0007705	XP_013597719.1, XP_013638807.1	XP_006414206.1
OG0007706	XP_013587551.1	XP_006414231.2
OG0007707	XP_013609865.1	XP_006398331.1
OG0007708	XP_013595306.1, XP_013604701.1	XP_006403947.1
OG0007709	XP_013595341.1	XP_006403954.1
OG0007710	XP_013593722.1, XP_013586867.1	XP_024013653.1
OG0007711	XP_013602897.1, XP_013596248.1	XP_024013722.1
OG0007712	XP_013599701.1, XP_013595754.1	XP_006403994.1
OG0007713	XP_013597402.1, XP_013602138.1	XP_006403996.1
OG0007714	XP_013622907.1, XP_013637030.1	XP_006413536.1
OG0007715	XP_013609190.1, XP_013593310.1	XP_006413548.1
OG0007716	XP_013621176.1, XP_013626073.1	XP_024012679.1
OG0007717	XP_013620515.1	XP_006401826.1
OG0007718	XP_013618430.1	XP_006401836.1
OG0007719	XP_013618246.1	XP_006401921.1
OG0007720	XP_013621391.1, XP_013612489.1	XP_006401980.1
OG0007722	XP_013627345.1	XP_006402039.1
OG0007723	XP_013628615.1, XP_013620775.1	XP_006402047.1
OG0007724	XP_013593546.1	XP_006396089.1, XP_006403308.1
OG0007725	XP_013622070.1	XP_024016163.1
OG0007726	XP_013612565.1, XP_013598643.1	XP_006409539.1
OG0007727	XP_013621898.1, XP_013593108.1	XP_024016525.1
OG0007728	XP_013595608.1, XP_013629694.1	XP_006409450.1
OG0007729	XP_013595400.1, XP_013611606.1	XP_006409415.1
OG0007730	XP_013629190.1, XP_013598295.1	XP_006409372.1
OG0007731	XP_013622437.1	XP_024016446.1
OG0007732	XP_013599204.1, XP_013625809.1	XP_006409334.1
OG0007733	XP_013599298.1	XP_006413474.2
OG0007734	XP_013593765.1, XP_013599246.1	XP_006413492.1
OG0007735	XP_013619833.1, XP_013595232.1	XP_006413488.1
OG0007736	XP_013598127.1, XP_013616539.1	XP_006413523.1
OG0007737	XP_013627394.1	XP_006413550.1
OG0007738	XP_013599074.1	XP_006413600.1
OG0007739	XP_013593540.1, XP_013634329.1	XP_006413609.1
OG0007740	XP_013616753.1	XP_024005479.1
OG0007741	XP_013630480.1, XP_013598454.1	XP_006413650.2
OG0007742	XP_013632393.1, XP_013632326.1, XP_013593376.1	XP_006413670.1
OG0007743	XP_013596680.1, XP_013589555.1	XP_006413677.1
OG0007744	XP_013606473.1	XP_024015350.1
OG0007745	XP_013614142.1, XP_013597945.1	XP_006413916.1
OG0007746	XP_013595794.1, XP_013597934.1	XP_006413907.1
OG0007747	XP_013594245.1, XP_013630606.1	XP_006413896.1
OG0007748	XP_013598438.1, XP_013629429.1, XP_013604566.1	XP_006413888.1
OG0007750	XP_013598148.1, XP_013599144.1	XP_006413878.1
OG0007751	XP_013626828.1, XP_013602421.1	XP_006413863.1
OG0007752	XP_013602410.1, XP_013622982.1	XP_006413777.1
OG0007753	XP_013597903.1, XP_013604010.1	XP_006413747.1
OG0007754	XP_013614536.1	XP_006413737.1
OG0007755	XP_013625927.1, XP_013608584.1	XP_006400335.1
OG0007756	XP_013614875.1, XP_013609547.1	XP_006393862.1
OG0007757	XP_013621802.1	XP_006397186.1
OG0007758	XP_013618090.1	XP_006405271.1
OG0007759	XP_013621019.1	XP_006403367.1
OG0007760	XP_013602409.1, XP_013596296.1	XP_006414348.1
OG0007761	XP_013605551.1, XP_013592285.1	XP_024005512.1
OG0007762	XP_013596510.1, XP_013620176.1	XP_006414307.1
OG0007763	XP_013600048.1, XP_013607634.1	XP_006414303.1
OG0007764	XP_013592428.1, XP_013603976.1	XP_006414296.1
OG0007765	XP_013622548.1, XP_013638150.1	XP_006407932.1
OG0007766	XP_013586688.1, XP_013621116.1	XP_006408556.2
OG0007767	XP_013627077.1, XP_013585517.1	XP_006408520.2
OG0007768	XP_013639193.1, XP_013585413.1	XP_006408508.2
OG0007769	XP_013585411.1, XP_013639069.1	XP_006408507.1
OG0007770	XP_013585414.1	XP_006408504.1, XP_006409231.1
OG0007772	XP_013618617.1, XP_013609020.1	XP_006393820.1
OG0007773	XP_013613588.1	XP_006413331.1
OG0007773	XP_013607034.1	XP_006393827.1
OG0007774	XP_013607899.1, XP_013607588.1, XP_013595892.1	XP_006393831.2
OG0007775	XP_013599858.1	XP_006403920.1
OG0007776	XP_013599639.1, XP_013636561.1	XP_006402294.1
OG0007777	XP_013599840.1, XP_013632023.1	XP_006402298.1
OG0007778	XP_013635710.1	XP_006402302.1
OG0007779	XP_013600641.1, XP_013631741.1	XP_006402324.1
OG0007781	XP_013604754.1	XP_006402377.1
OG0007782	XP_013634381.1, XP_013603473.1, XP_013591022.1	XP_006402402.1
OG0007783	XP_013590396.1, XP_013604102.1, XP_013632223.1	XP_006402403.1
OG0007784	XP_013604603.1, XP_013588097.1	XP_006402409.1
OG0007785	XP_013605861.1	XP_024012901.1
OG0007786	XP_013603064.1	XP_006402429.1
OG0007787	XP_013588925.1, XP_013602261.1	XP_006402444.1
OG0007788	XP_013588912.1	XP_006402447.1
OG0007789	XP_013602935.1, XP_013588010.1	XP_024012896.1
OG0007790	XP_013592454.1	XP_006409459.1
OG0007791	XP_013637451.1	XP_024012787.1
OG0007792	XP_013631814.1, XP_013599536.1	XP_006402497.1
OG0007793	XP_013590190.1	XP_006402499.2
OG0007794	XP_013631576.1	XP_024012847.1
OG0007795	XP_013603875.1, XP_013635699.1	XP_006402558.2
OG0007796	XP_013635117.1, XP_013592258.1, XP_013590929.1	XP_006402569.1
OG0007797	XP_013591689.1, XP_013631942.1	XP_006402587.1
OG0007798	XP_013602169.1, XP_013633736.1	XP_006402609.1
OG0007799	XP_013599882.1, XP_013637174.1	XP_024012776.1
OG0007800	XP_013636111.1	XP_006397551.1
OG0007801	XP_013604025.1, XP_013591196.1	XP_006402662.1
