Orthogroup	Arabis_alpina	Odontarrhena_muralis
OG0011080	Aa_G242340.h1.t1	Om004G157290
OG0011081	Aa_G148540.h1.t1	Om007G278900
OG0011082	Aa_G148690.h1.t1	Om007G278780
OG0011083	Aa_G148700.h1.t1	Om007G278770
OG0011084	Aa_G346370.h1.t1	Om007G279680
OG0011085	Aa_G359460.h1.t1	Om007G280760
OG0011086	Aa_G555090.h1.t1	Om007G281050
OG0011087	Aa_G159360.h1.t1	Om007G281430
OG0011088	Aa_G477900.h1.t1	Om007G282200
OG0011089	Aa_G199770.h1.t1, Aa_G142670.h1.t1	Om007G282380
OG0011090	Aa_G465370.h1.t1	Om007G282550
OG0011091	Aa_G243180.h1.t1, Aa_G243160.h1.t1	Om007G283140
OG0011092	Aa_G60070.h1.t1	Om007G283460
OG0011093	Aa_G18070.h1.t1	Om007G283740
OG0011094	Aa_G502960.h1.t1	Om007G283800
OG0011095	Aa_G326580.h1.t1	Om007G284000
OG0011096	Aa_G393060.h1.t1	Om007G284540
OG0011097	Aa_G432300.h1.t1	Om007G285220
OG0011098	Aa_G342500.h1.t1	Om007G284830
OG0011099	Aa_G236360.h1.t1	Om007G285270
OG0011100	Aa_G594390.h1.t1	Om007G285280
OG0011101	Aa_G102170.h1.t1	Om007G308090
OG0011102	Aa_G36220.h1.t1	Om004G149290
OG0011103	Aa_G233540.h1.t1	Om004G147390
OG0011105	Aa_G363770.h1.t1	Om001G019380
OG0011106	Aa_G326900.h1.t1	Om002G042800
OG0011107	Aa_G593130.h1.t1, Aa_G491180.h1.t1, Aa_G253420.h1.t1	Om002G042690
OG0011108	Aa_G52680.h1.t1	Om002G042430, Om008G349300
OG0011109	Aa_G597510.h1.t1	Om007G281940
OG0011110	Aa_G52300.h1.t1	Om002G088660
OG0011111	Aa_G188520.h1.t1	Om008G328060
OG0011112	Aa_G124090.h1.t1	Om008G328110
OG0011114	Aa_G86650.h1.t1	Om001G018840
OG0011115	Aa_G86660.h1.t1	Om001G018830
OG0011117	Aa_G42220.h1.t1	Om002G044010
OG0011118	Aa_G250410.h1.t1	Om002G044090
OG0011120	Aa_G181180.h1.t1	Om006G241280
OG0011121	Aa_G45080.h1.t1	Om002G045310
OG0011122	Aa_G304920.h1.t1	Om002G046170
OG0011123	Aa_G719860.h1.t1, Aa_G4850.h1.t1	Om002G047050
OG0011124	Aa_G4730.h1.t1	Om002G046960
OG0011125	Aa_G4940.h1.t1, Aa_G4930.h1.t1	Om002G047160
OG0011127	Aa_G269330.h1.t1	Om002G048180
OG0011128	Aa_G163180.h1.t1	Om002G048460
OG0011129	Aa_G163120.h1.t1	Om002G048540
OG0011130	Aa_G196690.h1.t1	Om008G334020
OG0011131	Aa_G49790.h1.t1	Om002G049010
OG0011132	Aa_G28510.h1.t1	Om002G050170
OG0011133	Aa_G258660.h1.t1	Om002G050790
OG0011134	Aa_G302080.h1.t1	Om002G050960
OG0011135	Aa_G24150.h1.t1	Om002G051390
OG0011136	Aa_G24140.h1.t1	Om002G051400
OG0011137	Aa_G717050.h2.t1, Aa_G717050.h1.t1	Om008G329610
OG0011138	Aa_G292260.h1.t1	Om008G330810
OG0011139	Aa_G451110.h1.t1	Om008G331440
OG0011140	Aa_G216860.h1.t1	Om008G332790
OG0011141	Aa_G594370.h1.t1	Om008G333160
OG0011142	Aa_G354190.h1.t1	Om008G337790
OG0011143	Aa_G282180.h1.t1	Om008G337470
OG0011144	Aa_G135680.h1.t1	Om008G336290, Om004G149220
OG0011145	Aa_G30070.h1.t1	Om008G335820
OG0011146	Aa_G249290.h1.t1	Om008G335700
OG0011147	Aa_G487710.h1.t1	Om008G335230
OG0011148	Aa_G619750.h1.t1	Om008G335040
OG0011149	Aa_G150930.h1.t1	Om008G334770
OG0011150	Aa_G66260.h1.t1	Om008G334080
OG0011154	Aa_G179760.h1.t1	Om005G196950
OG0011155	Aa_G179820.h1.t1	Om005G196980
OG0011157	Aa_G349090.h1.t1, Aa_G319330.h1.t1	Om005G198310
OG0011158	Aa_G349070.h1.t1	Om005G198330
OG0011159	Aa_G278330.h1.t1	Om005G199010
OG0011160	Aa_G278300.h1.t1	Om005G199040
OG0011162	Aa_G655360.h1.t1	Om005G201570
OG0011163	Aa_G615500.h1.t1	Om005G201770
OG0011164	Aa_G266380.h1.t1	Om005G202210
OG0011165	Aa_G612220.h1.t1	Om005G202480, Om008G325310
OG0011167	Aa_G532570.h1.t1	Om005G186470
OG0011168	Aa_G121910.h1.t1	Om005G205420, Om005G205460
OG0011169	Aa_G487240.h1.t1	Om004G144400
OG0011170	Aa_G281120.h1.t1	Om004G144760
OG0011171	Aa_G126610.h1.t1	Om004G145000
OG0011172	Aa_G254990.h1.t1	Om004G145390
OG0011173	Aa_G814390.h1.t1	Om004G146170
OG0011176	Aa_G442210.h1.t1	Om004G147250
OG0011177	Aa_G233480.h1.t1	Om005G228230, Om005G228240
OG0011178	Aa_G431820.h1.t1	Om005G211730
OG0011181	Aa_G181360.h1.t1	Om004G148350
OG0011183	Aa_G130220.h1.t1, Aa_G130230.h1.t1, Aa_G291130.h1.t1	Om005G178220
OG0011185	Aa_G205330.h1.t1	Om008G355850
OG0011186	Aa_G7900.h1.t1, Aa_G166570.h1.t1, Aa_G353780.h1.t1	Om007G286060
OG0011187	Aa_G29680.h1.t1	Om007G286640
OG0011190	Aa_G151430.h1.t1	Om007G316430
OG0011190	Aa_G151460.h1.t1	Om007G316460
OG0011191	Aa_G162580.h1.t1	Om004G153120, Om018G373820
OG0011193	Aa_G11860.h1.t1	Om004G154860
OG0011194	Aa_G428720.h1.t1	Om004G154370
OG0011195	Aa_G100230.h1.t1	Om004G153590
OG0011196	Aa_G651760.h1.t1	Om004G155730
OG0011197	Aa_G77590.h1.t1	Om004G155900
OG0011198	Aa_G10130.h1.t1	Om004G156400
OG0011199	Aa_G93090.h1.t1	Om005G194450
OG0011200	Aa_G92990.h1.t1	Om005G194360
OG0011202	Aa_G569580.h1.t1	Om005G193880
OG0011203	Aa_G118570.h1.t1	Om005G193680
OG0011204	Aa_G26580.h1.t1	Om005G192520
OG0011207	Aa_G298990.h1.t1	Om005G191250, Om005G204040
OG0011208	Aa_G338910.h1.t1	Om005G191030
OG0011209	Aa_G469900.h1.t1	Om005G190540
OG0011210	Aa_G43400.h1.t1	Om005G189660
OG0011211	Aa_G564000.h1.t1	Om005G189110
OG0011212	Aa_G446470.h1.t1	Om005G188840
OG0011213	Aa_G171330.h1.t1, Aa_G491470.h1.t1	Om005G188510
OG0011214	Aa_G19250.h1.t1	Om005G187060
OG0011215	Aa_G406640.h1.t1	Om007G276090
OG0011216	Aa_G80670.h1.t1	Om005G186890
OG0011217	Aa_G488160.h1.t1, Aa_G488160.h2.t1	Om005G186710
OG0011218	Aa_G29490.h1.t1	Om007G286910
OG0011219	Aa_G369450.h1.t1	Om002G076730, Om005G186040
OG0011220	Aa_G275800.h1.t1	Om005G185010
OG0011221	Aa_G275910.h1.t1, Aa_G275900.h1.t1, Aa_G275920.h1.t1	Om005G184860, Om005G184850
OG0011222	Aa_G22320.h1.t1	Om005G184380
OG0011223	Aa_G22880.h1.t1	Om007G276700, Om005G183850
OG0011224	Aa_G140120.h1.t1	Om005G183480
OG0011225	Aa_G140080.h1.t1	Om005G183440
OG0011226	Aa_G140040.h1.t1	Om001G027580, Om007G307260, Om005G183410
OG0011227	Aa_G139990.h1.t1	Om005G183360
OG0011228	Aa_G79410.h1.t1	Om005G182940
OG0011229	Aa_G79340.h1.t1	Om005G182850
OG0011230	Aa_G767980.h1.t1	Om005G182770
OG0011231	Aa_G477720.h1.t1	Om005G181840
OG0011232	Aa_G38900.h1.t1	Om005G181540
OG0011233	Aa_G655370.h1.t1	Om005G180970
OG0011234	Aa_G134880.h1.t1	Om005G180460
OG0011235	Aa_G134820.h1.t1	Om005G180520
OG0011236	Aa_G134650.h1.t1	Om005G180800
OG0011237	Aa_G135030.h1.t1	Om005G180270
OG0011238	Aa_G135110.h1.t1	Om005G180210
OG0011239	Aa_G358000.h1.t1, Aa_G741770.h1.t1	Om005G180090
OG0011240	Aa_G358050.h1.t1	Om005G180050
OG0011241	Aa_G6860.h1.t1	Om005G219210, Om005G179720
OG0011242	Aa_G6620.h1.t1	Om005G179530
OG0011243	Aa_G6540.h1.t1	Om005G179420
OG0011244	Aa_G6460.h1.t1	Om005G179350
OG0011245	Aa_G290750.h1.t1	Om005G178680
OG0011246	Aa_G106100.h1.t1	Om003G104380, Om005G177750
OG0011247	Aa_G354750.h1.t1	Om007G301930
OG0011248	Aa_G72680.h1.t1	Om007G301500
OG0011249	Aa_G72810.h1.t1	Om007G301650
OG0011250	Aa_G354690.h1.t1	Om007G301840
OG0011251	Aa_G7860.h1.t1	Om007G300960
OG0011252	Aa_G321080.h1.t1	Om007G300050
OG0011253	Aa_G539790.h1.t1	Om007G298380
OG0011255	Aa_G728830.h1.t1	Om007G297950
OG0011256	Aa_G264880.h1.t1	Om007G297120
OG0011257	Aa_G264840.h1.t1	Om007G297160
OG0011258	Aa_G106480.h1.t1	Om007G296460
OG0011259	Aa_G286660.h1.t1	Om005G211160, Om005G211120
OG0011260	Aa_G416080.h1.t1	Om007G295880
OG0011261	Aa_G449380.h1.t1	Om007G295780
OG0011262	Aa_G372460.h1.t1	Om007G295470
OG0011263	Aa_G120330.h1.t1	Om007G294960
OG0011267	Aa_G146620.h1.t1	Om007G294200
OG0011268	Aa_G120170.h1.t1	Om007G294030
OG0011269	Aa_G251120.h1.t1	Om007G293480
OG0011270	Aa_G458310.h1.t1, Aa_G565260.h1.t1	Om007G303290
OG0011271	Aa_G577950.h1.t1	Om007G303440
OG0011272	Aa_G296710.h1.t1	Om020G374630, Om007G303520
OG0011275	Aa_G589230.h1.t1	Om007G290150
OG0011276	Aa_G28560.h1.t1	Om007G309290, Om010G364910
OG0011277	Aa_G717970.h1.t1	Om004G161310
OG0011279	Aa_G209790.h1.t1	Om004G170520
OG0011280	Aa_G195170.h1.t1	Om004G171000
OG0011281	Aa_G464260.h1.t1	Om004G171390
OG0011283	Aa_G170410.h1.t1	Om004G171540
OG0011284	Aa_G170470.h1.t1, Aa_G243020.h1.t1	Om004G171640, Om004G137240
OG0011285	Aa_G40630.h1.t1	Om002G055880
OG0011286	Aa_G73110.h1.t1	Om004G172880
OG0011288	Aa_G539210.h1.t1	Om006G240370
OG0011289	Aa_G539220.h1.t1	Om006G240380
OG0011290	Aa_G70660.h1.t1	Om006G240110
OG0011291	Aa_G267320.h1.t1	Om006G239950
OG0011292	Aa_G169050.h1.t1	Om006G239490
OG0011293	Aa_G392330.h1.t1	Om006G239350
OG0011294	Aa_G46100.h1.t1	Om006G238840
OG0011295	Aa_G46250.h1.t1	Om006G238690
OG0011296	Aa_G475020.h1.t1	Om006G238490, Om006G238460
OG0011297	Aa_G630840.h1.t1	Om006G238330
OG0011298	Aa_G94950.h1.t1	Om006G237040
OG0011299	Aa_G401140.h1.t1	Om006G236490
OG0011300	Aa_G621030.h1.t1	Om006G235070
OG0011301	Aa_G148080.h1.t1	Om006G247240
OG0011302	Aa_G147980.h1.t1	Om006G247350
OG0011303	Aa_G344340.h1.t1	Om006G247820
OG0011304	Aa_G344320.h1.t1	Om006G247840
OG0011305	Aa_G344200.h1.t1	Om006G247950
OG0011306	Aa_G451320.h1.t1	Om006G257670
OG0011307	Aa_G473090.h1.t1	Om006G258400
OG0011308	Aa_G555500.h1.t1	Om006G258410
OG0011310	Aa_G109800.h1.t1, Aa_G109790.h1.t1	Om006G258640
OG0011311	Aa_G109760.h1.t1	Om006G258660
OG0011312	Aa_G52870.h1.t1	Om006G259650
OG0011313	Aa_G712080.h1.t1, Aa_G411730.h1.t1	Om006G260980
OG0011314	Aa_G737480.h1.t1	Om006G261810
OG0011315	Aa_G523000.h1.t1	Om006G261850, Om004G145800, Om004G145880
OG0011316	Aa_G343900.h1.t1	Om006G263090
OG0011317	Aa_G30180.h1.t1	Om005G194110
OG0011318	Aa_G318710.h1.t1	Om006G267190
OG0011319	Aa_G318730.h1.t1	Om006G267210
OG0011321	Aa_G208430.h1.t1	Om006G267670
OG0011322	Aa_G115910.h1.t1	Om006G269080
OG0011323	Aa_G490440.h1.t1	Om006G268300
OG0011324	Aa_G490400.h1.t1	Om006G267580
OG0011325	Aa_G924840.h1.t1, Aa_G427080.h1.t1	Om007G317690
OG0011326	Aa_G218630.h1.t1	Om005G211330
OG0011327	Aa_G218560.h1.t1	Om005G211410
OG0011328	Aa_G285650.h1.t1	Om005G211760
OG0011329	Aa_G423730.h1.t1	Om005G210630
OG0011330	Aa_G159510.h1.t1	Om005G210540
OG0011331	Aa_G540900.h1.t1	Om005G209180
OG0011332	Aa_G585170.h1.t1	Om005G209000
OG0011333	Aa_G259620.h1.t1, Aa_G697920.h1.t1	Om004G143190
OG0011334	Aa_G101690.h1.t1	Om005G207740
OG0011335	Aa_G17610.h1.t1	Om005G207550
OG0011336	Aa_G17670.h1.t1	Om005G207460
OG0011337	Aa_G163380.h1.t1	Om005G207160
OG0011338	Aa_G214040.h1.t1	Om005G206860
OG0011340	Aa_G149340.h1.t1	Om005G206090
OG0011341	Aa_G245830.h1.t1	Om005G205940
OG0011342	Aa_G1093280.h1.t1, Aa_G721800.h2.t1, Aa_G721800.h3.t1, Aa_G721800.h1.t1	Om004G143130
OG0011344	Aa_G604310.h1.t1	Om004G133510
OG0011346	Aa_G129250.h1.t1	Om004G134840
OG0011348	Aa_G111220.h1.t1	Om004G136240
OG0011349	Aa_G64940.h1.t1	Om004G137550
OG0011350	Aa_G64910.h1.t1, Aa_G822040.h1.t1	Om004G137590
OG0011351	Aa_G301250.h1.t1	Om001G025070
OG0011352	Aa_G128390.h1.t1	Om007G287750
OG0011353	Aa_G375650.h1.t1	Om008G342810
OG0011354	Aa_G348760.h1.t1	Om004G137930
OG0011355	Aa_G259380.h1.t1	Om004G137690
OG0011356	Aa_G64430.h1.t1	Om004G138550
OG0011358	Aa_G283720.h1.t1	Om004G139590
OG0011359	Aa_G30510.h1.t1	Om006G260540, Om006G260490, Om004G140220
OG0011360	Aa_G30450.h1.t1	Om004G140290
OG0011361	Aa_G187320.h1.t1	Om004G142310
OG0011363	Aa_G21460.h1.t1	Om004G130620
OG0011364	Aa_G312060.h1.t1	Om004G130400
OG0011365	Aa_G385760.h1.t1	Om004G130010
OG0011366	Aa_G720260.h1.t1	Om002G056820
OG0011367	Aa_G290300.h1.t1	Om002G056890
OG0011369	Aa_G374020.h1.t1	Om002G057180
OG0011370	Aa_G374000.h1.t1	Om002G057200
OG0011371	Aa_G176180.h1.t1	Om002G057730
OG0011372	Aa_G207890.h1.t1, Aa_G3720.h1.t1	Om002G058100
OG0011373	Aa_G614370.h1.t1, Aa_G643060.h1.t1	Om002G058260
OG0011374	Aa_G237650.h1.t1	Om002G058650
OG0011375	Aa_G237590.h1.t1	Om002G058760
OG0011376	Aa_G76680.h1.t1, Aa_G76650.h1.t1	Om002G058990
OG0011377	Aa_G317690.h1.t1	Om002G059460
OG0011378	Aa_G74290.h1.t1, Aa_G74280.h1.t1	Om003G092690
OG0011379	Aa_G1430.h1.t1	Om003G106550
OG0011380	Aa_G1350.h1.t1	Om002G060130
OG0011381	Aa_G1190.h1.t1	Om002G060280
OG0011382	Aa_G1030.h1.t1	Om002G060500
OG0011383	Aa_G443930.h1.t1	Om002G060580
OG0011384	Aa_G234970.h1.t1	Om002G060680
OG0011385	Aa_G471370.h1.t1	Om002G060830
OG0011386	Aa_G223440.h1.t1	Om002G062110
OG0011387	Aa_G223540.h1.t1	Om002G062290
OG0011388	Aa_G565940.h1.t1	Om002G062380
OG0011389	Aa_G532820.h1.t1	Om002G062410
OG0011390	Aa_G53640.h1.t1	Om002G063970
OG0011391	Aa_G497750.h1.t1	Om002G064460
OG0011392	Aa_G176930.h1.t1	Om002G064660, Om001G018250
OG0011393	Aa_G549440.h1.t1	Om002G065170, Om002G065150
OG0011394	Aa_G104720.h1.t1	Om002G065590
OG0011395	Aa_G669750.h1.t1	Om001G035790, Om002G065820
OG0011396	Aa_G108100.h1.t1	Om002G066230
OG0011397	Aa_G240040.h1.t1	Om002G066500
OG0011398	Aa_G371370.h1.t1	Om002G066650
OG0011399	Aa_G371380.h1.t1	Om002G066660
OG0011400	Aa_G371420.h1.t1	Om002G066690
OG0011401	Aa_G164580.h1.t1	Om002G067150
OG0011402	Aa_G152540.h1.t1	Om002G067910
OG0011403	Aa_G254480.h1.t1	Om002G068140, Om004G147820
OG0011404	Aa_G250550.h1.t1	Om002G068250
OG0011405	Aa_G133320.h1.t1	Om002G068590
OG0011406	Aa_G430410.h1.t1	Om002G069230
OG0011407	Aa_G399640.h1.t1	Om002G069880
OG0011408	Aa_G455820.h1.t1	Om002G069940
OG0011409	Aa_G384930.h1.t1	Om002G070360
OG0011410	Aa_G603110.h1.t1	Om006G267960
OG0011411	Aa_G212400.h1.t1	Om002G070830
OG0011412	Aa_G212350.h1.t1	Om002G070910
OG0011413	Aa_G391650.h1.t1	Om002G071680
OG0011414	Aa_G504320.h1.t1	Om002G072010, Om002G072060, Om002G071980
OG0011415	Aa_G358490.h1.t1	Om002G073140
OG0011416	Aa_G26860.h1.t1	Om004G131850, Om002G073790
OG0011417	Aa_G400000.h1.t1	Om002G074260
OG0011418	Aa_G76870.h1.t1	Om002G074770
OG0011419	Aa_G77070.h1.t1	Om002G075080
OG0011421	Aa_G330.h1.t1	Om002G077120
OG0011422	Aa_G194540.h1.t1	Om002G078970
OG0011423	Aa_G378690.h1.t1, Aa_G890940.h1.t1	Om003G103480
OG0011424	Aa_G116400.h1.t1	Om002G077810
OG0011425	Aa_G116350.h1.t1	Om006G271480
OG0011426	Aa_G579490.h1.t1, Aa_G326200.h1.t1	Om005G206180
OG0011427	Aa_G196610.h1.t1	Om002G077480
OG0011428	Aa_G105460.h1.t1, Aa_G87500.h1.t1	Om002G079130
OG0011429	Aa_G384580.h1.t1	Om002G081760
OG0011430	Aa_G81630.h1.t1	Om002G082150
OG0011431	Aa_G110350.h1.t1	Om002G082190
OG0011432	Aa_G344750.h1.t1	Om002G084260
OG0011433	Aa_G197400.h1.t1	Om002G084870
OG0011434	Aa_G325950.h1.t1	Om002G085760
OG0011435	Aa_G415520.h1.t1	Om002G085630
OG0011436	Aa_G185810.h1.t1	Om002G086360
OG0011438	Aa_G143490.h1.t1	Om002G087100
OG0011439	Aa_G64090.h1.t1	Om002G087510
OG0011440	Aa_G513450.h1.t1	Om002G087800
OG0011441	Aa_G212220.h1.t1	Om002G087940
OG0011442	Aa_G194830.h1.t1	Om002G088230
OG0011443	Aa_G505070.h1.t1	Om002G088630
OG0011444	Aa_G344700.h1.t1, Aa_G440820.h1.t1	Om008G326090
OG0011445	Aa_G610360.h1.t1	Om003G091600
OG0011447	Aa_G74200.h1.t1	Om003G092830
OG0011448	Aa_G74110.h1.t1	Om003G092960, Om003G093000, Om003G092940
OG0011449	Aa_G677560.h1.t1	Om003G095230
OG0011451	Aa_G166380.h1.t1	Om008G329900, Om008G329880
OG0011452	Aa_G152420.h1.t1	Om002G068030
OG0011453	Aa_G513240.h1.t1	Om003G098160
OG0011454	Aa_G110630.h1.t1	Om003G099370
OG0011455	Aa_G57520.h1.t1	Om003G099930
OG0011456	Aa_G461400.h1.t1	Om003G100290
OG0011457	Aa_G139260.h1.t1	Om003G100380
OG0011458	Aa_G562830.h1.t1	Om008G339710
OG0011459	Aa_G406510.h1.t1	Om008G339720
OG0011460	Aa_G281350.h1.t1	Om001G004910
OG0011461	Aa_G12130.h1.t1	Om008G340140
OG0011462	Aa_G300340.h1.t1	Om006G256460
OG0011463	Aa_G339210.h1.t1	Om006G256320
OG0011464	Aa_G248910.h1.t1	Om007G290380
OG0011465	Aa_G111400.h1.t1	Om006G255470
OG0011466	Aa_G111360.h1.t1	Om006G255420, Om006G255430
OG0011467	Aa_G395680.h1.t1	Om006G255300
OG0011468	Aa_G211620.h1.t1	Om006G255050
OG0011469	Aa_G200880.h1.t1	Om001G021920
OG0011471	Aa_G511060.h1.t1	Om006G253020
OG0011472	Aa_G381350.h1.t1	Om006G252760
OG0011473	Aa_G601470.h1.t1	Om006G252190
OG0011474	Aa_G494910.h1.t1	Om006G251470
OG0011475	Aa_G591590.h1.t1, Aa_G591520.h1.t1, Aa_G591550.h1.t1	Om006G251260
OG0011476	Aa_G483470.h1.t1	Om003G119850
OG0011478	Aa_G238660.h1.t1	Om003G120140
OG0011479	Aa_G114920.h1.t1	Om003G120660
OG0011480	Aa_G221120.h1.t1	Om003G121480
OG0011481	Aa_G98510.h1.t1	Om003G121600
OG0011482	Aa_G80820.h1.t1	Om005G186740
OG0011483	Aa_G367910.h1.t1, Aa_G686890.h1.t1	Om003G123750
OG0011484	Aa_G416680.h1.t1	Om006G253270
OG0011485	Aa_G77260.h1.t1	Om003G125120
OG0011486	Aa_G353950.h1.t1	Om003G125690
OG0011487	Aa_G58000.h1.t1, Aa_G53680.h1.t1	Om003G126010
OG0011488	Aa_G17120.h1.t1	Om008G321510
OG0011489	Aa_G128100.h1.t1	Om003G126910
OG0011490	Aa_G33510.h1.t1	Om003G127100
OG0011491	Aa_G33520.h1.t1	Om003G127110
OG0011492	Aa_G33560.h1.t1	Om003G127240
OG0011493	Aa_G2300.h1.t1	Om003G127470
OG0011494	Aa_G775390.h1.t1	Om003G127910
OG0011495	Aa_G167710.h1.t1	Om003G128010
OG0011496	Aa_G167790.h1.t1	Om003G128100
OG0011497	Aa_G236540.h1.t1	Om003G128340
OG0011499	Aa_G163700.h1.t1	Om003G128940
OG0011500	Aa_G273030.h1.t1	Om003G129180
OG0011501	Aa_G273260.h1.t1	Om003G129400
OG0011502	Aa_G610100.h1.t1, Aa_G530930.h1.t1, Aa_G597250.h1.t1, Aa_G159980.h1.t1, Aa_G23190.h1.t1, Aa_G35540.h1.t1	Om004G152690, Om008G340240
OG0011503	Aa_G451300.h1.t1	Om006G257690
OG0011504	Aa_G620600.h1.t1	Om004G133280, Om008G338870, Om007G313310
OG0011505	Aa_G11470.h1.t1	Om006G258100
OG0011507	Aa_G178560.h1.t1	Om006G256920
OG0011508	Aa_G213560.h1.t1	Om006G251760
OG0011510	Aa_G2150.h1.t1	Om003G127280
OG0011511	Aa_G566480.h1.t1	Om008G359150
OG0011514	Aa_G113450.h1.t1	Om008G340880
OG0011515	Aa_G337550.h1.t1	Om008G333790
OG0011516	Aa_G281660.h1.t1	Om004G136790
OG0011517	Aa_G577510.h1.t1	Om004G140990, Om004G141000
OG0011518	Aa_G577500.h1.t1	Om004G141010
OG0011519	Aa_G107290.h1.t1	Om001G020060
OG0011520	Aa_G44670.h1.t1	Om001G022660
OG0011521	Aa_G828630.h1.t1	Om001G025140
OG0011523	Aa_G219930.h1.t1	Om005G183090
OG0011525	Aa_G151800.h1.t1, Aa_G151810.h1.t1	Om005G186170
OG0011526	Aa_G432840.h1.t1, Aa_G232710.h1.t1, Aa_G432850.h1.t1	Om005G190050, Om005G190060
OG0011527	Aa_G548740.h1.t1	Om005G224050
OG0011528	Aa_G109530.h1.t1, Aa_G109530.h2.t1	Om005G193410
OG0011531	Aa_G349030.h1.t1	Om005G198380
OG0011532	Aa_G188700.h1.t1	Om005G198700
OG0011533	Aa_G334110.h1.t1	Om005G203010
OG0011534	Aa_G454190.h1.t1	Om005G204100
OG0011535	Aa_G166090.h1.t1	Om005G204620
OG0011536	Aa_G280780.h1.t1	Om005G206190
OG0011537	Aa_G81870.h1.t1	Om005G210930
OG0011538	Aa_G285630.h1.t1	Om005G211780
OG0011539	Aa_G303710.h1.t1	Om005G212810
OG0011544	Aa_G576230.h1.t1	Om002G088040
OG0011545	Aa_G627450.h1.t1	Om002G088490
OG0011546	Aa_G244970.h1.t1	Om002G086960
OG0011548	Aa_G535000.h1.t1	Om002G057950
OG0011549	Aa_G324470.h1.t1	Om002G052690
OG0011550	Aa_G264650.h1.t1	Om004G177110
OG0011551	Aa_G337150.h1.t1	Om004G173630
OG0011552	Aa_G181590.h1.t1	Om004G173060
OG0011554	Aa_G613230.h1.t1, Aa_G748470.h1.t1	Om001G011250
OG0011556	Aa_G389860.h1.t1	Om007G290910
OG0011557	Aa_G130890.h1.t1	Om007G287940
OG0011558	Aa_G589110.h1.t1	Om007G280870
OG0011559	Aa_G486100.h1.t1	Om004G164540
OG0011560	Aa_G441940.h1.t1	Om003G116970
OG0011561	Aa_G155030.h1.t1	Om004G162150
OG0011563	Aa_G372270.h1.t1	Om003G115100
OG0011565	Aa_G308000.h1.t1	Om003G119080
OG0011566	Aa_G31470.h1.t1	Om006G248010
OG0011567	Aa_G68290.h1.t1	Om006G241760
OG0011568	Aa_G478100.h1.t1	Om006G241360
OG0011569	Aa_G181230.h1.t1	Om006G241230
OG0011570	Aa_G181450.h1.t1	Om006G240970
OG0011571	Aa_G268300.h1.t1	Om006G233480, Om006G233490
OG0011578	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1	Om005G211250
OG0011582	Aa_G85510.h1.t1	Om007G282030
OG0011586	Aa_G97290.h1.t1, Aa_G97280.h1.t1	Om001G032020, Om001G032050
OG0011603	Aa_G187490.h1.t1	Om001G023290
OG0011604	Aa_G187480.h1.t1	Om001G023310
OG0011605	Aa_G450000.h1.t1	Om001G023790
OG0011606	Aa_G23810.h1.t1	Om001G023480
OG0011608	Aa_G158730.h1.t1	Om001G024340
OG0011609	Aa_G301330.h1.t1	Om001G024950
OG0011610	Aa_G426600.h1.t1	Om002G086050
OG0011611	Aa_G659200.h1.t1	Om001G026080
OG0011612	Aa_G489450.h1.t1	Om001G026270
OG0011613	Aa_G489420.h1.t1	Om001G026310
OG0011614	Aa_G432040.h1.t1	Om001G026380
OG0011615	Aa_G432060.h1.t1	Om007G304090
OG0011616	Aa_G632590.h1.t1	Om001G026710
OG0011617	Aa_G190680.h1.t1	Om001G027030
OG0011618	Aa_G431990.h1.t1, Aa_G351760.h1.t1, Aa_G59810.h1.t1	Om001G027940
OG0011619	Aa_G80770.h1.t1	Om005G186800
OG0011620	Aa_G74850.h1.t1	Om001G028460
OG0011621	Aa_G596820.h1.t1, Aa_G424860.h1.t1	Om001G029510
OG0011622	Aa_G153880.h1.t1	Om001G029550
OG0011623	Aa_G713010.h1.t1	Om008G339840
OG0011624	Aa_G26500.h1.t1	Om001G029930
OG0011625	Aa_G9030.h1.t1	Om006G243220
OG0011627	Aa_G297610.h1.t1, Aa_G297600.h1.t1	Om005G206410
OG0011628	Aa_G68250.h1.t1	Om006G241800
OG0011629	Aa_G258790.h1.t1	Om001G032450
OG0011630	Aa_G667950.h1.t1	Om001G032840
OG0011631	Aa_G118840.h1.t1	Om001G034230
OG0011632	Aa_G299210.h1.t1	Om007G291890
OG0011633	Aa_G299250.h1.t1	Om007G291930
OG0011635	Aa_G434700.h1.t1	Om007G292190
OG0011636	Aa_G434800.h1.t1, Aa_G434780.h1.t1	Om007G292280
OG0011637	Aa_G302430.h1.t1	Om007G277240
OG0011638	Aa_G489280.h1.t1	Om007G277110, Om007G277100
OG0011639	Aa_G489300.h1.t1	Om007G277080
OG0011640	Aa_G109350.h1.t1	Om007G276830
OG0011641	Aa_G16500.h1.t1	Om007G276660
OG0011642	Aa_G16670.h1.t1	Om007G276480
OG0011643	Aa_G296000.h1.t1	Om007G276240
OG0011644	Aa_G406660.h1.t1	Om007G276070
OG0011645	Aa_G406690.h1.t1	Om007G276050
OG0011646	Aa_G49360.h1.t1	Om007G275800
OG0011647	Aa_G91710.h1.t1	Om004G153660
OG0011648	Aa_G62090.h1.t1	Om005G215990
OG0011649	Aa_G371740.h1.t1	Om007G279670
OG0011650	Aa_G256300.h1.t1	Om005G216150
OG0011651	Aa_G316170.h1.t1	Om005G216420
