Orthogroup	Arabis_alpina	Brassica_napus
OG0007114	Aa_G236990.h1.t1	XP_013728987.2, XP_013728201.2, XP_013720862.1, XP_013654908.2
OG0007116	Aa_G376870.h1.t1	XP_013728825.2, XP_048626463.1, XP_013662339.1, XP_048602342.1
OG0007117	Aa_G539780.h1.t1	XP_048602361.1, XP_013649844.1, XP_048607954.1, XP_022567554.1
OG0007118	Aa_G158110.h1.t1	XP_048598219.1, XP_048626689.1, XP_013667848.1, XP_048602367.1, XP_013649835.2
OG0007119	Aa_G158120.h1.t1	XP_013667849.2, XP_013667576.2, XP_048626690.1, XP_013649833.2, XP_048604802.1
OG0007120	Aa_G461550.h1.t1	XP_048595569.1
OG0007121	Aa_G334610.h1.t1	XP_013680578.1, XP_022573213.2, XP_048629282.1, XP_013680737.1, XP_048598195.1
OG0007122	Aa_G192860.h1.t1	XP_048604990.1, XP_013652417.2, XP_048602391.1, NP_001302749.1, NP_001303138.1
OG0007123	Aa_G33740.h1.t1	XP_013681897.2, XP_013730262.2, XP_013667482.1, XP_013683187.2
OG0007124	Aa_G759060.h1.t1, Aa_G128820.h1.t1	XP_013682035.2, XP_013730541.1, XP_048624967.1, XP_022558505.2
OG0007125	Aa_G112590.h1.t1	XP_013660849.2, XP_048625688.1, XP_013678161.1, XP_048629319.1, XP_013678022.2
OG0007126	Aa_G40970.h1.t1	XP_013675302.2, XP_048626257.1, XP_048629315.1, XP_013674464.1, XP_022562928.1, XP_013647270.2
OG0007127	Aa_G414030.h1.t1	XP_013698370.2, XP_022547974.2, XP_013687298.2, XP_048617881.1
OG0007128	Aa_G502210.h1.t1	XP_048629361.1, XP_048601884.1, XP_022561420.1, XP_048603949.1, XP_048595326.1, XP_013733004.1
OG0007130	Aa_G91520.h1.t1	XP_013660817.2, XP_022558744.1, XP_013644075.2, XP_013672121.1
OG0007131	Aa_G382440.h1.t1	XP_048591201.1, XP_048618168.1, XP_048595294.1, XP_022571457.1
OG0007132	Aa_G447250.h1.t1	XP_013657918.2, XP_013724323.1, XP_013721264.1, XP_013647378.2, XP_013705415.2
OG0007133	Aa_G102130.h1.t1	XP_048591233.1, XP_013644294.1, XP_013677699.2, XP_013699668.1
OG0007134	Aa_G139090.h1.t1	XP_013644193.2, XP_013644329.1, XP_013724344.2, XP_013659085.2
OG0007135	Aa_G717950.h1.t1	XP_048598313.1, XP_013667927.1, XP_022554346.1, XP_013728214.1, XP_022554612.1
OG0007136	Aa_G672350.h1.t1	XP_048603069.1, XP_048602663.1, XP_048598481.1, XP_013743242.1
OG0007137	Aa_G386370.h1.t1	XP_013715372.1, XP_048623175.1, XP_013710127.1, XP_048607666.1
OG0007138	Aa_G494050.h1.t1	XP_013723760.2, XP_013722546.1, XP_048598520.1, XP_013670839.1
OG0007139	Aa_G19770.h1.t1	XP_013728239.2, XP_022554340.1, XP_022557354.1, XP_013679681.1
OG0007140	Aa_G19760.h1.t1	XP_022549283.1, XP_013666058.1, XP_022557356.1, XP_013702635.1
OG0007141	Aa_G414820.h1.t1	XP_013715580.2, XP_013684186.1
OG0007142	Aa_G170330.h1.t1	XP_048604515.1, XP_048629305.1, XP_013678529.1, XP_013724075.1
OG0007143	Aa_G634240.h1.t1	XP_048598564.1, XP_013737838.2, XP_013724314.1, XP_013678543.1
OG0007144	Aa_G304050.h1.t1	XP_013724405.2, XP_013653815.2, XP_013737809.1, XP_022549381.1
OG0007145	Aa_G303970.h1.t1	XP_013678547.1, XP_013724385.2, XP_013715528.2, XP_048623232.1
OG0007146	Aa_G73150.h1.t1	XP_022554205.1, XP_013724551.2
OG0007147	Aa_G181440.h1.t1	XP_013663190.1, XP_048599100.1
OG0007148	Aa_G539400.h1.t1	XP_048617902.1, XP_013643773.1, XP_013741383.1, XP_048595354.1
OG0007149	Aa_G539370.h1.t1	XP_013644019.1, XP_013643770.2, XP_013741385.1, XP_013659127.2
OG0007150	Aa_G539350.h1.t1	XP_013699949.2, XP_013678149.1, XP_013643766.2, XP_013644022.1
OG0007151	Aa_G398120.h1.t1	XP_013669880.2, XP_013660879.1, XP_013660977.1, XP_013706974.1, XP_013643717.1
OG0007152	Aa_G398160.h1.t1	XP_013706971.1, XP_048591076.1, XP_013700248.1, XP_013678109.1
OG0007153	Aa_G169100.h1.t1	XP_048604301.1, XP_048602347.1, XP_013643699.2, XP_048617921.1
OG0007154	Aa_G719340.h1.t1	XP_013700428.2, XP_013678102.2, XP_013643700.2, XP_048617922.1
OG0007155	Aa_G46080.h1.t1, Aa_G630450.h1.t1	XP_013659166.1, XP_013708777.1, XP_013647149.1, XP_013700533.1, XP_048604331.1
OG0007156	Aa_G46210.h1.t1	XP_013661013.2, XP_013724655.1, XP_013643447.2, XP_013707870.2
OG0007157	Aa_G46220.h1.t1	XP_013724599.1, XP_013659170.2, XP_013710081.2, XP_013643451.2
OG0007158	Aa_G106870.h1.t1	XP_048638568.1, XP_022552608.1, XP_048590847.1, XP_048607610.1
OG0007159	Aa_G143160.h1.t1	XP_048625719.1, XP_048626296.1, XP_048628274.1, XP_048604342.1, XP_013700645.2
OG0007160	Aa_G143270.h1.t1	XP_048625725.1, XP_013659177.2, XP_013724623.2, XP_022543365.2, XP_013643502.2
OG0007161	Aa_G104840.h1.t1	XP_022543357.2, XP_013736880.1, XP_013655594.2, XP_013661056.2
OG0007162	Aa_G104850.h1.t1	XP_013661057.1, XP_013655595.1, XP_013736881.1, XP_013643518.2
OG0007163	Aa_G165640.h1.t1	XP_013730932.1, XP_013654641.2, XP_013659179.1
OG0007164	Aa_G94740.h1.t1	XP_013677613.2, XP_013661069.1, XP_013707184.1, XP_013736986.1
OG0007165	Aa_G94810.h1.t1	XP_013665528.2, XP_013665514.1
OG0007166	Aa_G620770.h1.t1	XP_013736942.1, XP_013707347.1
OG0007167	Aa_G401210.h1.t1	XP_013661096.1, XP_048625741.1, XP_013736903.1, XP_013697731.2
OG0007168	Aa_G13490.h1.t1	XP_048631195.1, XP_048603320.1, XP_013660227.2, XP_022561988.2
OG0007169	Aa_G13590.h1.t1	XP_048631140.1, XP_048603322.1, XP_013701500.1, XP_013721018.2, XP_013733698.1
OG0007170	Aa_G13710.h1.t1, Aa_G654520.h1.t1	XP_013704038.2, XP_048595437.1, XP_013642900.2, XP_013733791.1
OG0007171	Aa_G621080.h1.t1	XP_013721034.2, XP_013642921.1, XP_013697588.2, XP_013700859.2, XP_013659199.2
OG0007172	Aa_G331100.h1.t1	XP_048621861.1
OG0007173	Aa_G406300.h1.t1	XP_022556441.1, XP_013642932.2, XP_013661197.1, XP_013693838.2
OG0007174	Aa_G147940.h1.t1	XP_013737727.2, XP_048598938.1, XP_048619714.1, XP_013682406.1, XP_013732385.3
OG0007175	Aa_G11450.h1.t1	XP_013752391.1, XP_013695807.1, XP_013741296.1, XP_013741255.2
OG0007176	Aa_G690750.h1.t1	XP_013752329.1, XP_013746862.1, XP_013745533.1, XP_013684698.2
OG0007177	Aa_G548930.h1.t1, Aa_G225270.h1.t1	XP_013714403.1, XP_013642392.1
OG0007178	Aa_G710670.h1.t1	XP_013672118.1, XP_022568600.1, XP_013705065.3, XP_048627395.1, XP_013737729.2
OG0007179	Aa_G409510.h1.t1	XP_048603327.1, XP_048629742.1, XP_048631133.1
OG0007180	Aa_G296300.h1.t1	XP_013708051.1, XP_048600850.1
OG0007181	Aa_G88880.h1.t1	XP_013642586.2, XP_013647837.1
OG0007182	Aa_G33820.h1.t1	XP_013652950.2, XP_013681048.1
OG0007183	Aa_G672720.h1.t1	XP_022563141.1, XP_048628903.1, XP_048628906.1, XP_013729800.1
OG0007184	Aa_G208420.h1.t1	XP_013675821.3, XP_013748675.2, XP_048632295.1, XP_013677303.1
OG0007185	Aa_G192390.h1.t1	XP_013642725.2, XP_013721248.2, XP_013685207.1, XP_013656719.2
OG0007186	Aa_G337680.h1.t1	XP_013652135.2, XP_048590806.1, XP_022543215.2, XP_048607550.1
OG0007187	Aa_G449640.h1.t1	XP_048603758.1, XP_013671050.2, XP_048616327.1, XP_048591943.1
OG0007188	Aa_G335140.h1.t1	XP_013701832.2, XP_013649222.3, XP_048591890.1, XP_013706895.2
OG0007189	Aa_G81010.h1.t1	XP_013692728.2, XP_013741919.2
OG0007191	Aa_G553960.h1.t1	XP_013649877.1, XP_048615957.1, XP_022549689.2, NP_001302754.1, XP_013649367.2
OG0007192	Aa_G347580.h1.t1	XP_048591845.1, XP_013693924.1, XP_013698917.2, XP_013649384.2
OG0007194	Aa_G144500.h1.t1	XP_022568985.1, XP_022560130.1, XP_022560352.2, XP_013743726.1
OG0007195	Aa_G144470.h1.t1, Aa_G144480.h1.t1	XP_048603921.1, XP_048607829.1, XP_022568582.1, XP_013678036.2
OG0007196	Aa_G510860.h1.t1	XP_048616077.1, XP_013654604.1, XP_048617589.1, XP_013669864.1
OG0007197	Aa_G163350.h1.t1	XP_048592095.1, XP_013699212.1, XP_013651181.3, XP_022560976.1
OG0007198	Aa_G342030.h1.t1	XP_013741169.1, XP_013700971.1, XP_048592103.1, XP_013717412.1, XP_013655292.1
OG0007199	Aa_G367170.h1.t1	XP_048592111.1, XP_013702069.2, XP_013690973.2, XP_013690980.2
OG0007200	Aa_G56730.h1.t1, Aa_G56720.h1.t1	XP_013729195.2, XP_048613030.1
OG0007201	Aa_G245850.h1.t1	XP_013676390.2, XP_013649503.2
OG0007202	Aa_G259710.h1.t1	XP_013649521.1, XP_013672393.1, XP_013728566.1, XP_013649001.2, XP_048631366.1, XP_013691372.1
OG0007203	Aa_G230410.h1.t1	XP_048599084.1
OG0007204	Aa_G508900.h1.t1	XP_013649979.1, XP_013650161.2, XP_013693943.1, XP_013712778.3, XP_048616311.1
OG0007205	Aa_G121500.h1.t1	XP_013664477.2, XP_048591705.1, XP_013693297.2, XP_048627343.1, XP_048630657.1, XP_013693807.1
OG0007207	Aa_G104240.h1.t1	XP_013648703.2, XP_048617723.1
OG0007208	Aa_G104330.h1.t1	XP_022570442.1, XP_013650056.2, XP_013648706.2, XP_048638193.1, XP_022571463.1
OG0007209	Aa_G165080.h1.t1	XP_013718832.1, XP_013672305.1, XP_048591726.1, XP_048616861.1
OG0007210	Aa_G111160.h1.t1	XP_013674887.1, XP_022564479.2, XP_013701397.2, XP_013717884.1
OG0007211	Aa_G87730.h1.t1	XP_048591732.1, XP_013721136.2, XP_013700991.1, XP_013717868.1
OG0007212	Aa_G87900.h1.t1	XP_013717812.1, XP_013698969.1, XP_048603677.1, XP_048626311.1, XP_048613993.1
OG0007213	Aa_G64950.h1.t1	XP_013693400.1, XP_013686985.2, XP_013698518.1, XP_022544960.2
OG0007214	Aa_G64920.h1.t1	XP_013693392.1, XP_013686988.2, XP_013717968.2, XP_013702476.1
OG0007215	Aa_G476930.h1.t1	XP_013648885.1, XP_013682528.1, XP_013702375.1, XP_013649939.1
OG0007216	Aa_G477040.h1.t1	XP_013682516.2, XP_013648877.1, XP_013672195.1, XP_048613769.1
OG0007217	Aa_G64440.h1.t1	XP_022558745.2, XP_048603633.1, XP_048592217.1, XP_048617409.1
OG0007218	Aa_G64470.h1.t1	XP_013648875.1, XP_013682515.1, XP_013700625.1, XP_013649785.2
OG0007219	Aa_G547200.h1.t1	XP_013726486.1, XP_013676735.1, XP_013701732.2, XP_013649773.2
OG0007220	Aa_G567810.h1.t1, Aa_G785580.h1.t1	XP_013649666.1, XP_022560683.1, XP_013726364.1, XP_048615992.1
OG0007221	Aa_G634060.h1.t1	XP_013700892.1, XP_013649604.1, XP_013676603.1, XP_048613409.1
OG0007222	Aa_G13210.h1.t1	XP_048612454.1, XP_048612456.1, XP_048612458.1, XP_022574689.2, XP_048612452.1, XP_022557854.1
OG0007223	Aa_G433620.h1.t1	XP_013702513.2, XP_048591777.1, XP_013649586.1, XP_013699353.1
OG0007224	Aa_G199250.h1.t1	XP_048613278.1, XP_048604528.1, XP_013649548.1, XP_048617327.1
OG0007225	Aa_G780420.h1.t1, Aa_G780430.h1.t1, Aa_G476910.h1.t1	XP_013648649.2, XP_013676326.1, XP_048631610.1, XP_013693960.1, XP_013714595.1
OG0007226	Aa_G335500.h1.t1	XP_048592350.1, XP_013685901.1, XP_048626328.1, XP_013719122.1, XP_013674897.1
OG0007227	Aa_G137240.h1.t1	XP_013750223.2, XP_048615240.1, XP_013645129.3, XP_048600694.1
OG0007228	Aa_G336940.h1.t1	XP_048617566.1, XP_048592379.1, XP_048591685.1, XP_013729935.2
OG0007229	Aa_G145280.h1.t1	XP_013702210.1, XP_013648619.2, XP_048617573.1, XP_013650271.2
OG0007230	Aa_G265790.h1.t1	XP_013648608.2, XP_013702146.1
OG0007231	Aa_G179720.h1.t1, Aa_G462570.h1.t1	XP_013692132.1, XP_048638328.1
OG0007232	Aa_G706630.h1.t1	XP_048612143.1, XP_013678621.1, XP_013648556.1
OG0007233	Aa_G21770.h1.t1	NP_001303212.1, NP_001302514.1, XP_048628921.1, XP_048626365.1, XP_048617598.1, XP_013650317.1
OG0007234	Aa_G21710.h1.t1	XP_013727011.1, XP_013650322.2, XP_048591671.1, XP_013698516.1
OG0007235	Aa_G21640.h1.t1	XP_013650326.2, XP_013726944.1, XP_013700799.1, XP_013652070.1
OG0007237	Aa_G160130.h1.t1	XP_013682903.2, XP_048622368.1, XP_013662218.2, XP_013711653.2, XP_013641466.2
OG0007238	Aa_G497460.h1.t1	XP_048611963.1, XP_048612066.1, XP_013694570.1
OG0007239	Aa_G142660.h1.t1, Aa_G385660.h1.t1	XP_013648559.1, XP_013641964.1
OG0007240	Aa_G90400.h1.t1, Aa_G290280.h1.t1	XP_013695406.1, XP_022572099.2, XP_048615167.1
OG0007241	Aa_G369120.h1.t1, Aa_G290250.h1.t1	XP_013673206.1, XP_013647168.1, XP_048632359.1, XP_013693159.1
OG0007243	Aa_G207870.h1.t1	XP_013646252.2, XP_013646365.1, XP_013737787.1, XP_013749826.2
OG0007244	Aa_G243350.h1.t1	XP_048595616.1, XP_013668655.2, XP_013640057.2, XP_013728511.1
OG0007245	Aa_G458810.h1.t1	XP_013736234.1, XP_013686345.1, XP_022575443.2, XP_013749757.1
OG0007246	Aa_G483830.h1.t1	XP_013673290.1, XP_013701960.2, XP_022560600.1
OG0007247	Aa_G340230.h1.t1	XP_013682346.1, XP_013736255.1, XP_013719776.1, XP_013677254.1
OG0007248	Aa_G234980.h1.t1	XP_048632419.1, XP_013681150.1, XP_013697338.1, XP_013701254.2
OG0007249	Aa_G424010.h1.t1	XP_013702798.1, XP_013696816.1, XP_013714713.1, XP_013676001.1
OG0007250	Aa_G507880.h1.t1	XP_013693877.1, XP_013702004.1, XP_013682825.1, XP_013645001.2
OG0007251	Aa_G32200.h1.t1	XP_013676078.2, XP_013680641.1, XP_013699321.1, XP_048627979.1, XP_013695453.1
OG0007252	Aa_G32250.h1.t1	XP_013736316.2, XP_013703010.1, XP_013749756.1, XP_048627978.1, XP_013697903.1
OG0007253	Aa_G241920.h1.t1	XP_013643722.2, XP_013672424.1
OG0007254	Aa_G241910.h1.t1	XP_013643676.1, XP_048602172.1, XP_022559104.1, XP_048635737.1
OG0007255	Aa_G241830.h1.t1	XP_013694016.1, XP_048635734.1, XP_048628586.1, XP_048627429.1, XP_013672429.1, XP_048602170.1
OG0007256	Aa_G223400.h1.t1	XP_013672439.1, XP_048594921.1, XP_013749734.2, XP_048612944.1
OG0007257	Aa_G170920.h1.t1, Aa_G492350.h1.t1, Aa_G434820.h1.t1	XP_013732438.3, XP_022568811.1, XP_013749403.3
OG0007258	Aa_G56910.h1.t1	XP_048631364.1, XP_013749556.1, XP_013696222.2, XP_022572157.2, XP_013653368.1
OG0007259	Aa_G107700.h1.t1	XP_013730990.1, XP_013698063.1, XP_013648041.2, XP_048635678.1
OG0007260	Aa_G53540.h1.t1	XP_022551924.1, XP_013687002.2, XP_022562632.2, XP_022560046.2
OG0007261	Aa_G498890.h1.t1	NP_001302868.1, NP_001302999.1, XP_013749481.1, XP_013732356.2, XP_048614414.1
OG0007262	Aa_G498910.h1.t1	XP_048629806.1, XP_048635644.1, XP_013732361.1, XP_013725483.1, XP_013642398.1
OG0007263	Aa_G176950.h1.t1	XP_022575337.1, XP_013685993.2, XP_013718745.1, XP_013642267.1, XP_022550914.1
OG0007264	Aa_G86810.h1.t1	XP_013685975.1, XP_013685976.2
OG0007265	Aa_G181830.h1.t1	XP_013684682.2, XP_013642159.1, XP_013732529.2, XP_013732654.1
OG0007266	Aa_G390050.h1.t1, Aa_G628240.h1.t1	XP_022575322.1, XP_022568320.1, XP_013686180.1, XP_013641943.1
OG0007267	Aa_G669780.h1.t1	XP_013641790.1, XP_013686163.1, XP_013744095.2, XP_013749376.1
OG0007268	Aa_G342850.h1.t1	XP_013744108.1, XP_013749364.2, XP_048635584.1, XP_013721425.1, XP_022568705.1
OG0007269	Aa_G371340.h1.t1	XP_048614736.1, XP_013712985.2, XP_048637111.1, XP_013691053.2, XP_013741067.1
OG0007270	Aa_G464560.h1.t1, Aa_G371400.h1.t1	XP_013670086.1, XP_013675122.2, XP_048609143.1, XP_013736429.1
OG0007271	Aa_G611850.h1.t1	XP_022543020.2, XP_013641445.2, XP_013724573.2, XP_048635526.1, XP_013697387.1
OG0007272	Aa_G20190.h1.t1	XP_022555305.1, XP_048630743.1, XP_048634883.1, XP_013672856.1
OG0007273	Aa_G164560.h1.t1	XP_013641226.2, XP_013666823.1, XP_013707409.2, XP_048635378.1, XP_013721329.1, XP_022554907.1
OG0007274	Aa_G50600.h1.t1	XP_048635334.1, XP_013725049.2, XP_013698184.2, XP_013640981.2
OG0007275	Aa_G152530.h1.t1	XP_048635316.1, XP_013725071.1, XP_013695209.1, XP_013684951.2, XP_013684987.1
OG0007276	Aa_G136650.h1.t1	XP_022556860.2, XP_013685021.2, XP_048630316.1, XP_013693027.1
OG0007277	Aa_G430390.h1.t1	XP_013672500.2, XP_013639867.1, XP_048630312.1, XP_013718252.2, XP_013698015.1
OG0007278	Aa_G538270.h1.t1	XP_013690479.1, XP_048635247.1, XP_013674647.1, XP_013674656.2
OG0007279	Aa_G229440.h1.t1	XP_048593407.1, XP_048600423.1, XP_013743123.1, XP_048630249.1, XP_048635251.1, XP_013692580.1
OG0007280	Aa_G229430.h1.t1	XP_013743125.1, XP_048628226.1, XP_013692579.1, XP_013736602.1, XP_013685057.1
OG0007281	Aa_G434060.h1.t1	XP_013690484.1, XP_013746748.1, XP_048630250.1, XP_013741144.1, XP_013681209.1
OG0007282	Aa_G698510.h1.t1	XP_013687364.2, XP_013640193.1, XP_013741190.2, XP_048630346.1, XP_048631581.1
OG0007283	Aa_G603130.h1.t1	XP_048593228.1, XP_048600375.1, XP_048631578.1, XP_048628874.1, XP_013736785.1
OG0007284	Aa_G198890.h1.t1	XP_022572298.1, XP_013662078.1, XP_048629070.1, XP_013647903.1, XP_013712705.2
OG0007285	Aa_G198900.h1.t1	XP_013736578.1, XP_013662077.1, XP_013647904.2, XP_048635217.1, XP_013714317.1
OG0007286	Aa_G212420.h1.t1	XP_022555353.1, XP_013736572.1, XP_013683715.1, XP_048635211.1, XP_048627827.1
OG0007287	Aa_G95440.h1.t1	XP_013641965.1, XP_013751650.2
OG0007288	Aa_G280080.h1.t1	XP_013751665.1, XP_013641967.1, XP_048627843.1, NP_001302527.1, XP_013693187.1
OG0007290	Aa_G428250.h1.t1	XP_013677192.1, XP_013653028.1, XP_022575881.1, XP_048601653.1
OG0007291	Aa_G178940.h1.t1	XP_013677187.1, XP_013652639.2, XP_048601648.1
OG0007292	Aa_G358500.h1.t1	XP_013685449.1, XP_048607514.1, XP_013742470.2, XP_013747725.1
OG0007293	Aa_G225000.h1.t1	XP_013706109.1, XP_013747716.1
OG0007294	Aa_G26950.h1.t1	XP_013640623.2, XP_013714558.2, XP_022571313.1, XP_048592547.1
OG0007295	Aa_G491200.h1.t1	XP_013640630.2, XP_022562701.2, XP_013743084.1, XP_013655140.1
OG0007296	Aa_G105480.h1.t1	XP_013661359.2, XP_013688471.1, XP_013685103.2, XP_013736729.2
OG0007297	Aa_G477590.h1.t1	XP_013647645.2, XP_013692167.1, XP_048626801.1
OG0007298	Aa_G105540.h1.t1	XP_013736740.2, XP_013685116.2, XP_013661363.2, XP_013688476.1
OG0007299	Aa_G61080.h1.t1	XP_013653885.1, XP_013705655.1, XP_048595555.1, XP_013727441.1
OG0007300	Aa_G543440.h1.t1	XP_048624534.1, XP_013655840.2
OG0007301	Aa_G542200.h1.t1	XP_013643521.2, XP_013677465.1, XP_013724942.1, XP_013664404.2
OG0007302	Aa_G383760.h2.t1	XP_013690436.1
OG0007303	Aa_G329690.h1.t1	XP_048607170.1, XP_013645842.2, XP_013749091.1, XP_013743803.1
OG0007304	Aa_G235750.h1.t1, Aa_G235760.h1.t1	XP_013651436.1, XP_013677036.2, XP_048618538.1
OG0007305	Aa_G185800.h1.t1	XP_048625858.1, XP_022548142.1, XP_013729278.1, XP_048631109.1, XP_013652763.1, XP_013727215.1, XP_013741527.2
OG0007306	Aa_G244840.h1.t1, Aa_G244850.h1.t1	XP_013670927.1, XP_013732754.1, XP_022544301.2, XP_022568369.1
OG0007307	Aa_G230160.h1.t1	XP_013660201.1, XP_013732481.2, XP_013696699.2, XP_013671730.2
OG0007308	Aa_G422320.h1.t1	XP_013686133.1, XP_013747780.1, XP_048593077.1, XP_048618511.1
OG0007309	Aa_G40170.h1.t1	XP_048600618.1, XP_048604573.1, XP_022568310.1, XP_013685663.1
OG0007310	Aa_G193220.h1.t1	XP_022554077.2, XP_022571080.2, XP_022559871.1, XP_013640409.1
OG0007311	Aa_G231490.h1.t1	XP_048629863.1, XP_048636894.1, XP_013700696.1, XP_048629426.1, XP_048637690.1, XP_022559789.1
OG0007313	Aa_G127770.h1.t1	XP_013640439.1, XP_013662925.1, XP_048628083.1, XP_048629678.1, XP_013714865.1
OG0007314	Aa_G465580.h1.t1	XP_048628218.1, XP_048628208.1, XP_013745470.1, XP_013700357.2, XP_013672142.1, XP_013700373.2
OG0007315	Aa_G568090.h1.t1	XP_048616417.1, XP_013701497.2, XP_048616618.1, XP_048636920.1
OG0007316	Aa_G219750.h1.t1	XP_048606507.1, XP_048594424.1, XP_048629574.1, XP_013640375.2, XP_048616415.1
OG0007317	Aa_G166340.h1.t1	XP_048630009.1, XP_013749038.2, XP_048617741.1, XP_013640736.2, XP_013716956.2
OG0007318	Aa_G225080.h1.t1	XP_013640750.1, XP_048616393.1, XP_013752517.1, XP_048617739.1
OG0007319	Aa_G181000.h1.t1	XP_013681064.1, XP_013735847.1, XP_013720689.1, XP_048591369.1
OG0007320	Aa_G95940.h1.t1	XP_048615066.1, XP_013719058.1, XP_048636325.1, XP_048636328.1, XP_022570511.2, XP_048635543.1
OG0007321	Aa_G161150.h1.t1	XP_013719976.1, XP_013719974.1, XP_048622598.1, XP_013654648.1, XP_013719964.1
OG0007322	Aa_G273790.h1.t1	XP_013677491.2, XP_013733532.2, XP_013676371.2, XP_048635554.1, XP_013727328.1, XP_048629899.1, XP_048613032.1
OG0007323	Aa_G110790.h1.t1	XP_048612550.1, XP_022575184.1, XP_013719981.2, XP_013655603.2
OG0007324	Aa_G57670.h1.t1	XP_048593544.1, XP_013708096.2, XP_013649076.2, NP_001303028.1, XP_013641188.2
OG0007325	Aa_G189750.h1.t1	XP_013641163.2, XP_022560907.1
OG0007326	Aa_G380630.h1.t1	XP_013741569.1, XP_048618831.1
OG0007327	Aa_G689480.h1.t1	XP_013737381.1, XP_013706178.2, XP_013701332.1, XP_013743822.2
OG0007329	Aa_G528020.h1.t1	XP_013700796.2, XP_013674311.1, XP_022570537.2, XP_048629209.1, XP_013691954.1
OG0007331	Aa_G300270.h1.t1	XP_048632719.1, XP_022561971.1, XP_048620529.1, XP_013698893.2
OG0007332	Aa_G300290.h1.t1, Aa_G757690.h1.t1	XP_013663169.1, XP_013721166.1, XP_013742708.1, XP_022556702.1
OG0007333	Aa_G114570.h1.t1	XP_013721130.2, XP_013659817.1, XP_048633980.1, XP_013690433.1, XP_013746594.1
OG0007334	Aa_G328480.h1.t1	XP_013742128.2, XP_013686671.1, XP_013703343.1, XP_013737088.1, XP_048597047.1
OG0007335	Aa_G639160.h1.t1	XP_013742130.2, XP_013686658.1, XP_013737087.2, XP_013730644.1
OG0007336	Aa_G622320.h1.t1, Aa_G622340.h1.t1	XP_013678072.1, XP_013663092.1, XP_048616994.1, XP_048592948.1
OG0007337	Aa_G236120.h1.t1	XP_013734383.1, XP_013644403.1, XP_013699099.1
OG0007338	Aa_G178550.h1.t1	XP_013745643.2, XP_013737134.2, XP_048627759.1, XP_013662953.2, XP_048620509.1
OG0007339	Aa_G300560.h1.t1	XP_013727633.1, XP_013742483.1, XP_013711820.1, XP_013711977.1
OG0007340	Aa_G511010.h1.t1	XP_048610846.1, XP_013742501.2, XP_048633929.1, XP_013660708.1
OG0007341	Aa_G482000.h1.t1	XP_013702120.2, XP_013711317.2
OG0007342	Aa_G462090.h1.t1	XP_013708433.1, XP_013690447.1
OG0007343	Aa_G9740.h1.t1	XP_048594848.1, XP_013685814.2, XP_013697885.2, XP_013663312.1
OG0007344	Aa_G386990.h1.t1	XP_013711020.2, XP_013655922.1, XP_013742367.1, XP_013672160.1, XP_022544644.2
OG0007345	Aa_G660620.h1.t1	XP_013742192.1, XP_022573653.1
OG0007346	Aa_G562550.h1.t1	XP_013699309.1, XP_048597155.1, XP_048597156.1, NP_001302930.1, XP_013742213.1
OG0007347	Aa_G114140.h1.t1	XP_013663662.1, XP_013687295.2, XP_013708160.1, XP_013712662.1
OG0007348	Aa_G114160.h1.t1	XP_013688029.2, XP_013663664.1, XP_022572069.2, XP_013724409.1
OG0007349	Aa_G451450.h1.t1	XP_022564723.1, XP_048597243.1
OG0007350	Aa_G353990.h1.t1	XP_013712122.1, XP_013707850.2, XP_013648241.1
OG0007351	Aa_G765200.h1.t1	XP_013741986.2, XP_022556621.2, XP_022563146.2, XP_022546980.1
OG0007352	Aa_G81140.h1.t1	XP_013741929.1, XP_013644356.2, XP_013711190.2, XP_013712197.1
OG0007353	Aa_G2390.h1.t1	XP_013741902.1, XP_013692732.2
OG0007354	Aa_G2460.h1.t1	XP_022547010.2, XP_013749459.2, XP_048591650.1, XP_022568123.1
OG0007355	Aa_G336760.h1.t1, Aa_G704630.h1.t1	XP_048597356.1, XP_048620912.1, XP_013741835.1, XP_013692663.1
OG0007356	Aa_G256010.h1.t1	XP_013724791.2, XP_048627143.1, XP_013742774.1, XP_048631256.1, XP_013656664.1, XP_013721379.2
OG0007357	Aa_G216890.h1.t1	XP_048608543.1, XP_048609425.1, XP_022574891.2
OG0007358	Aa_G531320.h1.t1	XP_022551689.2, XP_013685949.2
OG0007360	Aa_G2520.h1.t1	XP_013741899.2, XP_013691387.2, XP_013660020.1, XP_013639963.1, XP_048591651.1, XP_048616261.1
OG0007361	Aa_G63460.h1.t1	XP_022548471.1, XP_013714292.1, XP_013751933.3, XP_013715767.1, XP_013706626.1
OG0007363	Aa_G12070.h1.t1	XP_013691993.1, XP_013747390.2, XP_013747391.3, XP_013691995.1
OG0007365	Aa_G406000.h1.t1	XP_048636610.1, XP_048629216.1, XP_048609492.1, XP_022574015.2, XP_013747299.1
OG0007367	Aa_G293420.h1.t1	XP_048632537.1, XP_048626424.1, XP_013672468.2, XP_048601666.1
OG0007368	Aa_G348720.h1.t1	XP_013718502.2, XP_013669841.1, XP_013700659.1, XP_048591583.1, XP_013652444.2
OG0007369	Aa_G547180.h1.t1	XP_013726392.1, XP_013681754.1
OG0007370	Aa_G324900.h1.t1	XP_013667167.2, XP_048601200.1, XP_013703130.1, XP_013751300.2
