Orthogroup	Arabis_alpina	Cardamine_amara
OG0006985	Aa_G78770.h1.t1	evm.model.RL_1.657.1.687c87eb
OG0006986	Aa_G174600.h1.t1	evm.model.RL_1.684
OG0006987	Aa_G174130.h1.t1, Aa_G263060.h1.t1	evm.model.RL_1.731
OG0006988	Aa_G24110.h1.t1	evm.model.RL_1.805
OG0006989	Aa_G115370.h1.t1	evm.model.RL_6.2140
OG0006990	Aa_G641350.h1.t1	evm.model.RL_6.2131
OG0006991	Aa_G224260.h1.t1	evm.model.RL_6.2118
OG0006992	Aa_G38130.h1.t1	evm.model.RL_6.2095
OG0006993	Aa_G451150.h1.t1	evm.model.RL_6.2086
OG0006994	Aa_G461830.h1.t1	evm.model.RL_6.2072
OG0006995	Aa_G412580.h1.t1	evm.model.RL_6.2042
OG0006996	Aa_G745890.h1.t1	evm.model.RL_6.2048
OG0006997	Aa_G269520.h1.t1	evm.model.RL_6.1999
OG0006998	Aa_G594360.h1.t1	evm.model.RL_6.1989
OG0006999	Aa_G594410.h1.t1	evm.model.RL_6.1984
OG0007000	Aa_G594420.h1.t1	evm.model.RL_6.1983
OG0007001	Aa_G286480.h1.t1	evm.model.RL_6.1676
OG0007002	Aa_G286500.h1.t1	evm.model.RL_6.1678
OG0007003	Aa_G354160.h1.t1	evm.model.RL_6.1699
OG0007004	Aa_G550040.h1.t1	evm.model.RL_6.1703
OG0007005	Aa_G177470.h1.t1	evm.model.RL_6.1712
OG0007007	Aa_G426210.h1.t1	evm.model.RL_6.1740
OG0007008	Aa_G548160.h1.t1	evm.model.RL_6.1872
OG0007009	Aa_G29990.h1.t1	evm.model.RL_6.1876, evm.model.RL_6.1858
OG0007010	Aa_G30100.h1.t1	evm.model.RL_6.1849
OG0007011	Aa_G491330.h1.t1	evm.model.RL_6.1845
OG0007012	Aa_G249300.h1.t1	evm.model.RL_6.1839
OG0007013	Aa_G115280.h1.t1	evm.model.RL_6.1892
OG0007014	Aa_G66250.h1.t1	evm.model.RL_6.1933
OG0007016	Aa_G140680.h1.t1	evm.model.RL_5.1437
OG0007017	Aa_G21610.h1.t1	evm.model.RL_3.2404
OG0007018	Aa_G65550.h1.t1	evm.model.RL_5.1479
OG0007020	Aa_G131930.h1.t1	evm.model.RL_5.1527
OG0007021	Aa_G131980.h1.t1	evm.model.RL_5.1532
OG0007022	Aa_G275000.h1.t1	evm.model.RL_5.1555
OG0007023	Aa_G347870.h1.t1	evm.model.RL_3.1624
OG0007024	Aa_G278380.h1.t1	evm.model.RL_5.1598
OG0007025	Aa_G278320.h1.t1	evm.model.RL_5.1603
OG0007026	Aa_G535620.h1.t1	evm.model.RL_5.1616
OG0007027	Aa_G557430.h1.t1	evm.model.RL_5.1626
OG0007028	Aa_G119020.h1.t1	evm.model.RL_5.1696
OG0007029	Aa_G493830.h1.t1	evm.model.RL_5.1732, evm.model.RL_5.1734
OG0007030	Aa_G33180.h1.t1, Aa_G493820.h1.t1	evm.model.RL_5.1735
OG0007031	Aa_G371580.h1.t1	evm.model.RL_5.1756
OG0007032	Aa_G371590.h1.t1	evm.model.RL_5.1757
OG0007033	Aa_G89600.h1.t1	evm.model.RL_5.1788
OG0007034	Aa_G544320.h1.t1	evm.model.RL_5.1801
OG0007035	Aa_G119540.h1.t1	evm.model.RL_5.3673
OG0007036	Aa_G334080.h1.t1	evm.model.RL_5.3656
OG0007037	Aa_G374470.h1.t1	evm.model.RL_5.3611
OG0007038	Aa_G329470.h1.t1	evm.model.RL_5.3569
OG0007039	Aa_G710560.h1.t1	evm.model.RL_5.3563
OG0007042	Aa_G160320.h1.t1	evm.model.RL_3.1580
OG0007043	Aa_G62380.h1.t1	evm.model.RL_5.3424
OG0007044	Aa_G487260.h1.t1	evm.model.RL_5.3400
OG0007045	Aa_G562120.h1.t1	evm.model.RL_5.3387
OG0007046	Aa_G352740.h1.t1	evm.model.RL_5.3364
OG0007047	Aa_G596310.h1.t1	evm.model.RL_5.3242
OG0007048	Aa_G474470.h1.t1	evm.model.RL_5.3193
OG0007049	Aa_G61730.h1.t1	evm.model.RL_5.3178
OG0007050	Aa_G92240.h1.t1	evm.model.RL_2.1946
OG0007051	Aa_G92170.h1.t1	evm.model.RL_2.1968
OG0007052	Aa_G130200.h1.t1	evm.model.RL_2.1982.2.687c86e4
OG0007053	Aa_G483490.h1.t1, Aa_G423230.h1.t1, Aa_G101910.h1.t1	evm.model.RL_8.1263
OG0007054	Aa_G121490.h1.t1, Aa_G279160.h1.t1, Aa_G291810.h1.t1	evm.model.RL_2.2278
OG0007055	Aa_G310010.h1.t1	evm.model.RL_6.335
OG0007056	Aa_G499160.h1.t1	evm.model.RL_6.243
OG0007057	Aa_G152830.h1.t1, Aa_G150820.h1.t1	evm.model.RL_6.1904
OG0007058	Aa_G375070.h1.t1	evm.model.RL_6.185
OG0007059	Aa_G91770.h1.t1	evm.model.RL_6.120
OG0007060	Aa_G36610.h1.t1	evm.model.RL_6.14
OG0007062	Aa_G393300.h1.t1	evm.model.RL_5.1302
OG0007065	Aa_G584910.h1.t1	evm.model.RL_5.1174
OG0007066	Aa_G26670.h1.t1	evm.model.RL_5.1159
OG0007067	Aa_G26610.h1.t1, Aa_G26590.h1.t1	evm.model.RL_5.1153
OG0007068	Aa_G10850.h1.t1	evm.model.RL_5.1108
OG0007069	Aa_G270630.h1.t1	evm.model.RL_5.1104
OG0007070	Aa_G647510.h1.t1	evm.model.RL_5.1056
OG0007072	Aa_G232690.h1.t1	evm.model.RL_5.981
OG0007073	Aa_G232660.h1.t1	evm.model.RL_5.979
OG0007074	Aa_G457660.h1.t1	evm.model.RL_5.968
OG0007075	Aa_G457610.h1.t1	evm.model.RL_5.966
OG0007076	Aa_G446480.h1.t1	evm.model.RL_5.894
OG0007077	Aa_G171310.h1.t1	evm.model.RL_5.864
OG0007078	Aa_G160900.h1.t1	evm.model.RL_5.832
OG0007079	Aa_G160910.h1.t1	evm.model.RL_5.831
OG0007080	Aa_G394800.h1.t1	evm.model.RL_5.788
OG0007081	Aa_G19280.h1.t1	evm.model.RL_5.761
OG0007082	Aa_G80720.h1.t1	evm.model.RL_5.740
OG0007083	Aa_G151740.h1.t1	evm.model.RL_5.686
OG0007084	Aa_G196960.h1.t1	evm.model.RL_6.2794
OG0007085	Aa_G310580.h1.t1	evm.model.RL_5.601
OG0007086	Aa_G275830.h1.t1	evm.model.RL_5.582
OG0007087	Aa_G275850.h1.t1	evm.model.RL_5.580
OG0007088	Aa_G22330.h1.t1	evm.model.RL_5.540
OG0007089	Aa_G124230.h1.t1	evm.model.RL_8.1193
OG0007090	Aa_G432660.h1.t1	evm.model.RL_2.2826
OG0007091	Aa_G469740.h1.t1	evm.model.RL_5.480
OG0007092	Aa_G140160.h1.t1, Aa_G140150.h1.t1	evm.model.RL_5.466
OG0007093	Aa_G219950.h1.t1	evm.model.RL_5.429
OG0007094	Aa_G286280.h1.t1	evm.model.RL_5.348.1.687c88ab
OG0007095	Aa_G477790.h1.t1	evm.model.RL_5.329
OG0007096	Aa_G39000.h1.t1	evm.model.RL_5.319
OG0007097	Aa_G38920.h1.t1	evm.model.RL_5.311
OG0007098	Aa_G38870.h1.t1	evm.model.RL_5.307
OG0007099	Aa_G341220.h1.t1	evm.model.RL_5.281
OG0007100	Aa_G134910.h1.t1	evm.model.RL_5.249
OG0007101	Aa_G134580.h1.t1	evm.model.RL_5.240
OG0007102	Aa_G6950.h1.t1	evm.model.RL_5.155
OG0007103	Aa_G6930.h1.t1	evm.model.RL_5.153
OG0007104	Aa_G6850.h1.t1	evm.model.RL_5.149
OG0007105	Aa_G6830.h1.t1, Aa_G427100.h1.t1	evm.model.RL_5.147
OG0007107	Aa_G122850.h1.t1	evm.model.RL_7.1233
OG0007108	Aa_G106170.h1.t1	evm.model.RL_8.2914
OG0007109	Aa_G258200.h1.t1	evm.model.RL_4.2189
OG0007111	Aa_G72670.h1.t1	evm.model.RL_4.2194
OG0007112	Aa_G72790.h1.t1	evm.model.RL_4.2205
OG0007113	Aa_G7980.h1.t1	evm.model.RL_4.2149
OG0007114	Aa_G236990.h1.t1	evm.model.RL_4.2097
OG0007116	Aa_G376870.h1.t1	evm.model.RL_4.2071
OG0007117	Aa_G539780.h1.t1	evm.model.RL_4.2000
OG0007118	Aa_G158110.h1.t1	evm.model.RL_4.1981
OG0007119	Aa_G158120.h1.t1	evm.model.RL_4.1980
OG0007120	Aa_G162180.h1.t1, Aa_G461550.h1.t1	evm.model.RL_4.1945
OG0007121	Aa_G334610.h1.t1	evm.model.RL_4.1920
OG0007122	Aa_G192860.h1.t1	evm.model.RL_4.1901
OG0007123	Aa_G33740.h1.t1	evm.model.RL_4.1784.1.687c86d5
OG0007124	Aa_G759060.h1.t1, Aa_G128820.h1.t1	evm.model.RL_4.1735
OG0007125	Aa_G112590.h1.t1	evm.model.RL_4.1125
OG0007126	Aa_G40970.h1.t1	evm.model.RL_4.1114
OG0007127	Aa_G414030.h1.t1	evm.model.RL_4.1072
OG0007128	Aa_G502210.h1.t1	evm.model.RL_4.1039
OG0007129	Aa_G565270.h1.t1	evm.model.RL_4.966
OG0007130	Aa_G91520.h1.t1	evm.model.RL_4.926
OG0007131	Aa_G382440.h1.t1	evm.model.RL_4.876
OG0007133	Aa_G102130.h1.t1	evm.model.RL_4.790
OG0007134	Aa_G139090.h1.t1	evm.model.RL_4.838
OG0007135	Aa_G717950.h1.t1	evm.model.RL_4.2274
OG0007136	Aa_G672350.h1.t1	evm.model.RL_4.2849
OG0007137	Aa_G386370.h1.t1	evm.model.RL_4.2870
OG0007138	Aa_G494050.h1.t1	evm.model.RL_4.2887
OG0007139	Aa_G19770.h1.t1	evm.model.RL_4.2276
OG0007140	Aa_G19760.h1.t1	evm.model.RL_4.2277
OG0007141	Aa_G414820.h1.t1	evm.model.RL_4.2910
OG0007142	Aa_G170330.h1.t1	evm.model.RL_4.2987
OG0007143	Aa_G634240.h1.t1	evm.model.RL_4.3031
OG0007144	Aa_G304050.h1.t1	evm.model.RL_4.3051
OG0007145	Aa_G303970.h1.t1	evm.model.RL_4.3045
OG0007146	Aa_G73150.h1.t1	evm.model.RL_4.3082
OG0007147	Aa_G181440.h1.t1	evm.model.RL_4.1706
OG0007148	Aa_G539400.h1.t1	evm.model.RL_4.1165
OG0007149	Aa_G539370.h1.t1	evm.model.RL_4.1168
OG0007150	Aa_G539350.h1.t1	evm.model.RL_4.1169
OG0007151	Aa_G398120.h1.t1	evm.model.RL_4.1226
OG0007152	Aa_G398160.h1.t1	evm.model.RL_4.1229
OG0007153	Aa_G169100.h1.t1	evm.model.RL_4.1245
OG0007154	Aa_G719340.h1.t1	evm.model.RL_4.1246
OG0007155	Aa_G46080.h1.t1, Aa_G630450.h1.t1	evm.model.RL_4.1303
OG0007156	Aa_G46210.h1.t1	evm.model.RL_4.1323
OG0007157	Aa_G46220.h1.t1	evm.model.RL_4.1324
OG0007158	Aa_G106870.h1.t1	evm.model.RL_7.1497
OG0007159	Aa_G143160.h1.t1	evm.model.RL_4.1364
OG0007160	Aa_G143270.h1.t1	evm.model.RL_4.1373
OG0007161	Aa_G104840.h1.t1	evm.model.RL_4.1396
OG0007162	Aa_G104850.h1.t1	evm.model.RL_4.1397
OG0007163	Aa_G165640.h1.t1	evm.model.RL_8.2155
OG0007164	Aa_G94740.h1.t1	evm.model.RL_8.2161
OG0007165	Aa_G94810.h1.t1	evm.model.RL_8.2166
OG0007166	Aa_G620770.h1.t1	evm.model.RL_8.2195
OG0007167	Aa_G401210.h1.t1	evm.model.RL_8.2229
OG0007168	Aa_G13490.h1.t1	evm.model.RL_8.2313
OG0007169	Aa_G13590.h1.t1	evm.model.RL_8.2321
OG0007170	Aa_G13710.h1.t1, Aa_G654520.h1.t1	evm.model.RL_8.2329
OG0007171	Aa_G621080.h1.t1	evm.model.RL_8.2347
OG0007172	Aa_G331100.h1.t1	evm.model.RL_7.1578, evm.model.RL_7.1577
OG0007173	Aa_G406300.h1.t1	evm.model.RL_8.2371
OG0007174	Aa_G147940.h1.t1	evm.model.RL_8.1951
OG0007175	Aa_G11450.h1.t1	evm.model.RL_7.1296
OG0007176	Aa_G690750.h1.t1	evm.model.RL_7.1416
OG0007177	Aa_G548930.h1.t1, Aa_G225270.h1.t1	evm.model.RL_7.1436
OG0007178	Aa_G710670.h1.t1	evm.model.RL_7.1564
OG0007179	Aa_G409510.h1.t1	evm.model.RL_8.2338, evm.model.RL_7.1585
OG0007180	Aa_G296300.h1.t1	evm.model.RL_7.1620
OG0007181	Aa_G88880.h1.t1	evm.model.RL_7.1675
OG0007182	Aa_G33820.h1.t1	evm.model.RL_7.1765
OG0007183	Aa_G672720.h1.t1	evm.model.RL_7.1836
OG0007184	Aa_G208420.h1.t1	evm.model.RL_7.1844
OG0007185	Aa_G192390.h1.t1	evm.model.RL_7.1917
OG0007186	Aa_G337680.h1.t1	evm.model.RL_7.1971
OG0007187	Aa_G449640.h1.t1	evm.model.RL_3.1123
OG0007188	Aa_G335140.h1.t1	evm.model.RL_3.1118
OG0007189	Aa_G81010.h1.t1	evm.model.RL_7.225
OG0007190	Aa_G24220.h1.t1	evm.model.RL_1.796
OG0007191	Aa_G553960.h1.t1	evm.model.RL_3.1322
OG0007192	Aa_G347580.h1.t1	evm.model.RL_3.1345
OG0007194	Aa_G144500.h1.t1	evm.model.RL_3.1383
OG0007195	Aa_G144470.h1.t1, Aa_G144480.h1.t1	evm.model.RL_3.1384
OG0007196	Aa_G510860.h1.t1	evm.model.RL_3.1393
OG0007197	Aa_G163350.h1.t1	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	Aa_G342030.h1.t1	evm.model.RL_3.1496
OG0007199	Aa_G367170.h1.t1, Aa_G214060.h1.t1	evm.model.RL_3.1504
OG0007200	Aa_G56730.h1.t1, Aa_G56720.h1.t1	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	Aa_G245850.h1.t1	evm.model.RL_3.1570
OG0007202	Aa_G259710.h1.t1	evm.model.RL_3.1589
OG0007204	Aa_G508900.h1.t1	evm.model.RL_3.2230
OG0007205	Aa_G121500.h1.t1	evm.model.RL_3.2170
OG0007206	Aa_G366870.h1.t1	evm.model.RL_4.322
OG0007207	Aa_G104240.h1.t1	evm.model.RL_3.2137
OG0007208	Aa_G104330.h1.t1	evm.model.RL_3.2129
OG0007209	Aa_G165080.h1.t1	evm.model.RL_3.2083
OG0007210	Aa_G111160.h1.t1	evm.model.RL_3.2053
OG0007211	Aa_G87730.h1.t1	evm.model.RL_3.2038
OG0007212	Aa_G87900.h1.t1	evm.model.RL_3.2019
OG0007213	Aa_G64950.h1.t1	evm.model.RL_3.1985
OG0007214	Aa_G64920.h1.t1	evm.model.RL_3.1982
OG0007215	Aa_G476930.h1.t1	evm.model.RL_3.1910.1.687c84bd
OG0007216	Aa_G477040.h1.t1	evm.model.RL_3.1904
OG0007217	Aa_G64440.h1.t1	evm.model.RL_3.1897
OG0007218	Aa_G64470.h1.t1	evm.model.RL_3.1894
OG0007219	Aa_G547200.h1.t1	evm.model.RL_3.1863
OG0007220	Aa_G567810.h1.t1, Aa_G785580.h1.t1	evm.model.RL_3.1784
OG0007221	Aa_G634060.h1.t1	evm.model.RL_3.1726
OG0007222	Aa_G13210.h1.t1	evm.model.RL_6.1225
OG0007223	Aa_G433620.h1.t1	evm.model.RL_3.1670
OG0007224	Aa_G199250.h1.t1	evm.model.RL_3.1632
OG0007225	Aa_G780420.h1.t1, Aa_G780430.h1.t1, Aa_G476910.h1.t1	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	Aa_G335500.h1.t1	evm.model.RL_3.2266
OG0007227	Aa_G137240.h1.t1	evm.model.RL_1.961
OG0007228	Aa_G336940.h1.t1	evm.model.RL_3.2331
OG0007229	Aa_G145280.h1.t1	evm.model.RL_3.2339
OG0007230	Aa_G265790.h1.t1	evm.model.RL_3.2361
OG0007232	Aa_G706630.h1.t1	evm.model.RL_3.2471
OG0007233	Aa_G21770.h1.t1	evm.model.RL_3.2389
OG0007234	Aa_G21710.h1.t1	evm.model.RL_3.2394
OG0007235	Aa_G21640.h1.t1	evm.model.RL_3.2402
OG0007236	Aa_G21450.h1.t1	evm.model.RL_3.2416, evm.model.RL_3.2480
OG0007237	Aa_G160130.h1.t1	evm.model.RL_5.1430
OG0007238	Aa_G497460.h1.t1	evm.model.RL_3.2450
OG0007239	Aa_G142660.h1.t1, Aa_G385660.h1.t1	evm.model.RL_3.2454
OG0007240	Aa_G90400.h1.t1	evm.model.RL_1.1294
OG0007241	Aa_G369120.h1.t1, Aa_G290250.h1.t1	evm.model.RL_1.1205
OG0007243	Aa_G207870.h1.t1	evm.model.RL_1.1288
OG0007244	Aa_G243350.h1.t1	evm.model.RL_1.1300
OG0007245	Aa_G458810.h1.t1	evm.model.RL_1.1338
OG0007246	Aa_G483830.h1.t1	evm.model.RL_1.1343
OG0007247	Aa_G340230.h1.t1	evm.model.RL_1.1383
OG0007248	Aa_G234980.h1.t1	evm.model.RL_1.1463
OG0007249	Aa_G424010.h1.t1	evm.model.RL_1.1478
OG0007250	Aa_G507880.h1.t1	evm.model.RL_1.1483
OG0007251	Aa_G32200.h1.t1	evm.model.RL_1.1500
OG0007252	Aa_G32250.h1.t1	evm.model.RL_1.1505
OG0007253	Aa_G241920.h1.t1	evm.model.RL_1.1527
OG0007254	Aa_G241910.h1.t1	evm.model.RL_1.1528.1.687c87ed
OG0007255	Aa_G241830.h1.t1	evm.model.RL_1.1537
OG0007256	Aa_G223400.h1.t1	evm.model.RL_1.1543
OG0007257	Aa_G170920.h1.t1, Aa_G492350.h1.t1, Aa_G434820.h1.t1	evm.model.RL_1.1745
OG0007258	Aa_G56910.h1.t1	evm.model.RL_1.1632
OG0007259	Aa_G107700.h1.t1	evm.model.RL_1.1644
OG0007260	Aa_G53540.h1.t1	evm.model.RL_1.1668
OG0007261	Aa_G498890.h1.t1	evm.model.RL_1.1696
OG0007262	Aa_G498910.h1.t1	evm.model.RL_1.1698
OG0007263	Aa_G176950.h1.t1	evm.model.RL_1.1707
OG0007264	Aa_G86810.h1.t1	evm.model.RL_4.1042
OG0007265	Aa_G181830.h1.t1	evm.model.RL_1.1728
OG0007266	Aa_G390050.h1.t1, Aa_G628240.h1.t1	evm.model.RL_1.1758
OG0007267	Aa_G669780.h1.t1	evm.model.RL_1.1787
OG0007268	Aa_G342850.h1.t1	evm.model.RL_1.1798
OG0007269	Aa_G371340.h1.t1	evm.model.RL_1.1832
OG0007270	Aa_G464560.h1.t1, Aa_G371400.h1.t1	evm.model.RL_1.1840
OG0007271	Aa_G611850.h1.t1	evm.model.RL_1.1846
OG0007272	Aa_G20190.h1.t1	evm.model.RL_1.1852
OG0007273	Aa_G164560.h1.t1	evm.model.RL_1.1875
OG0007274	Aa_G50600.h1.t1	evm.model.RL_1.1918
OG0007275	Aa_G152530.h1.t1	evm.model.RL_1.1941
OG0007276	Aa_G136650.h1.t1	evm.model.RL_1.2014
OG0007277	Aa_G430390.h1.t1	evm.model.RL_1.2040
OG0007278	Aa_G538270.h1.t1	evm.model.RL_1.2079
OG0007279	Aa_G229440.h1.t1	evm.model.RL_1.2063
OG0007280	Aa_G229430.h1.t1	evm.model.RL_1.2061
OG0007281	Aa_G434060.h1.t1	evm.model.RL_1.2054
OG0007282	Aa_G698510.h1.t1	evm.model.RL_1.2124
OG0007283	Aa_G603130.h1.t1	evm.model.RL_1.2127
OG0007284	Aa_G198890.h1.t1	evm.model.RL_1.2139
OG0007285	Aa_G198900.h1.t1	evm.model.RL_1.2140
OG0007286	Aa_G212420.h1.t1	evm.model.RL_1.2156
OG0007287	Aa_G95440.h1.t1	evm.model.RL_1.2168
OG0007288	Aa_G280080.h1.t1	evm.model.RL_1.2172
OG0007290	Aa_G428250.h1.t1	evm.model.RL_1.2271
OG0007291	Aa_G178940.h1.t1	evm.model.RL_1.2277
OG0007292	Aa_G358500.h1.t1	evm.model.RL_1.2301
OG0007293	Aa_G225000.h1.t1	evm.model.RL_1.2311
OG0007294	Aa_G26950.h1.t1	evm.model.RL_1.2336
OG0007295	Aa_G491200.h1.t1	evm.model.RL_1.2350
OG0007296	Aa_G105480.h1.t1	evm.model.RL_1.2597
OG0007297	Aa_G477590.h1.t1	evm.model.RL_6.925
OG0007298	Aa_G105540.h1.t1	evm.model.RL_1.2591.1.687c87f0
OG0007299	Aa_G61080.h1.t1	evm.model.RL_1.2737
OG0007301	Aa_G542200.h1.t1, Aa_G542190.h1.t1	evm.model.RL_1.2889
OG0007302	Aa_G296670.h1.t1, Aa_G296670.h2.t1, Aa_G383760.h2.t1, Aa_G383760.h1.t1	evm.model.RL_1.2913
OG0007303	Aa_G329690.h1.t1	evm.model.RL_1.2953
OG0007305	Aa_G185800.h1.t1	evm.model.RL_1.3071
OG0007306	Aa_G244840.h1.t1, Aa_G244850.h1.t1	evm.model.RL_1.3108
OG0007307	Aa_G230160.h1.t1	evm.model.RL_1.3140
OG0007308	Aa_G422320.h1.t1	evm.model.RL_1.3218
OG0007309	Aa_G40170.h1.t1	evm.model.RL_1.1165
OG0007310	Aa_G193220.h1.t1	evm.model.RL_5.3937
OG0007311	Aa_G231490.h1.t1	evm.model.RL_5.3914
OG0007313	Aa_G127770.h1.t1	evm.model.RL_5.3845
OG0007314	Aa_G465580.h1.t1	evm.model.RL_5.3720
OG0007315	Aa_G568090.h1.t1	evm.model.RL_5.1864
OG0007316	Aa_G219750.h1.t1	evm.model.RL_5.1871.1.687c88b7
OG0007317	Aa_G166340.h1.t1	evm.model.RL_5.1898
OG0007318	Aa_G225080.h1.t1	evm.model.RL_5.1913
OG0007319	Aa_G181000.h1.t1	evm.model.RL_5.2030
OG0007320	Aa_G95940.h1.t1	evm.model.RL_5.2088
OG0007321	Aa_G161150.h1.t1	evm.model.RL_5.2139
OG0007322	Aa_G273790.h1.t1	evm.model.RL_5.2124
OG0007323	Aa_G110790.h1.t1	evm.model.RL_5.2171
OG0007324	Aa_G57670.h1.t1	evm.model.RL_5.2186
OG0007325	Aa_G189750.h1.t1	evm.model.RL_5.2219
OG0007326	Aa_G380630.h1.t1	evm.model.RL_2.1171
OG0007327	Aa_G689480.h1.t1	evm.model.RL_2.1167
OG0007328	Aa_G327190.h1.t1	evm.model.RL_2.1135
OG0007329	Aa_G528020.h1.t1	evm.model.RL_6.1571
OG0007331	Aa_G300270.h1.t1	evm.model.RL_7.1182
OG0007332	Aa_G300290.h1.t1, Aa_G757690.h1.t1	evm.model.RL_7.1179
OG0007333	Aa_G114570.h1.t1	evm.model.RL_7.1151
OG0007334	Aa_G328480.h1.t1	evm.model.RL_7.1136
OG0007335	Aa_G639160.h1.t1	evm.model.RL_7.1135
OG0007337	Aa_G236120.h1.t1	evm.model.RL_7.1207
OG0007338	Aa_G178550.h1.t1	evm.model.RL_7.1219
OG0007339	Aa_G300560.h1.t1	evm.model.RL_7.939
OG0007340	Aa_G511010.h1.t1	evm.model.RL_7.917, evm.model.RL_7.920
OG0007341	Aa_G482000.h1.t1	evm.model.RL_7.887
OG0007342	Aa_G462090.h1.t1	evm.model.RL_7.815_evm.model.RL_7.816
OG0007343	Aa_G9740.h1.t1	evm.model.RL_2.2760
OG0007344	Aa_G386990.h1.t1	evm.model.RL_7.778
OG0007345	Aa_G660620.h1.t1	evm.model.RL_7.720
OG0007346	Aa_G562550.h1.t1	evm.model.RL_7.681
OG0007347	Aa_G114140.h1.t1	evm.model.RL_7.495
OG0007348	Aa_G114160.h1.t1	evm.model.RL_7.493
OG0007349	Aa_G451450.h1.t1	evm.model.RL_2.986
OG0007350	Aa_G353990.h1.t1	evm.model.RL_7.304
OG0007351	Aa_G765200.h1.t1	evm.model.RL_7.295
OG0007352	Aa_G81140.h1.t1	evm.model.RL_7.237
OG0007353	Aa_G2390.h1.t1	evm.model.RL_7.166
OG0007354	Aa_G2460.h1.t1	evm.model.RL_7.153
OG0007355	Aa_G704630.h1.t1	evm.model.RL_7.44
OG0007356	Aa_G256010.h1.t1	evm.model.RL_5.3703
OG0007357	Aa_G216890.h1.t1	evm.model.RL_6.2008
OG0007359	Aa_G698170.h1.t1	evm.model.RL_7.1112
OG0007360	Aa_G2520.h1.t1	evm.model.RL_7.147
OG0007361	Aa_G63460.h1.t1	evm.model.RL_4.12
OG0007363	Aa_G12070.h1.t1	evm.model.RL_6.1528
OG0007365	Aa_G406000.h1.t1	evm.model.RL_6.1580
OG0007367	Aa_G293420.h1.t1	evm.model.RL_1.2258
OG0007368	Aa_G348720.h1.t1	evm.model.RL_3.1950
OG0007370	Aa_G324900.h1.t1	evm.model.RL_2.2715
OG0007371	Aa_G270420.h1.t1, Aa_G332220.h1.t1, Aa_G453260.h1.t1, Aa_G453230.h1.t1, Aa_G270460.h1.t1, Aa_G453290.h1.t1	evm.model.RL_2.3145
OG0007372	Aa_G38760.h1.t1	evm.model.RL_5.297, evm.model.RL_6.507
OG0007373	Aa_G246070.h1.t1	evm.model.RL_5.1097
OG0007374	Aa_G515460.h1.t1, Aa_G515430.h1.t1	evm.model.RL_1.1688
OG0007375	Aa_G726230.h1.t1	evm.model.RL_6.786
OG0007376	Aa_G233790.h1.t1	evm.model.RL_1.1519
OG0007381	Aa_G244590.h1.t1	evm.model.RL_2.1452
OG0007382	Aa_G648630.h1.t1, Aa_G176360.h1.t1	evm.model.RL_2.1372
OG0007384	Aa_G362370.h1.t1	evm.model.RL_6.826
OG0007385	Aa_G781200.h1.t1	evm.model.RL_4.1936
OG0007388	Aa_G307360.h1.t1	evm.model.RL_8.1807
OG0007390	Aa_G144310.h2.t1, Aa_G144310.h1.t1, Aa_G908890.h1.t1, Aa_G908890.h2.t1	evm.model.RL_8.2191
OG0007392	Aa_G479240.h1.t1	evm.model.RL_2.32, evm.model.RL_2.33
OG0007393	Aa_G426670.h1.t1	evm.model.RL_1.3039
OG0007396	Aa_G560090.h1.t1	evm.model.RL_7.2496
OG0007400	Aa_G683380.h1.t1	evm.model.RL_8.1300
OG0007404	Aa_G442300.h1.t1, Aa_G73730.h1.t1	evm.model.RL_7.1661
OG0007413	Aa_G716110.h1.t1	evm.model.RL_2.2337
OG0007414	Aa_G644720.h1.t1	evm.model.RL_2.2365
OG0007415	Aa_G55500.h1.t1	evm.model.RL_2.2367
OG0007416	Aa_G317830.h1.t1	evm.model.RL_2.2382
OG0007417	Aa_G182790.h1.t1	evm.model.RL_2.2392
OG0007419	Aa_G628390.h1.t1	evm.model.RL_2.2473
OG0007420	Aa_G177610.h1.t1	evm.model.RL_2.2490
OG0007421	Aa_G301280.h1.t1	evm.model.RL_2.2503
OG0007422	Aa_G506660.h1.t1	evm.model.RL_2.2522
OG0007423	Aa_G543310.h1.t1	evm.model.RL_2.2526
OG0007425	Aa_G673440.h1.t1	evm.model.RL_2.2572
OG0007426	Aa_G33070.h1.t1	evm.model.RL_2.2620
OG0007427	Aa_G32970.h1.t1	evm.model.RL_2.2635
OG0007428	Aa_G399010.h1.t1	evm.model.RL_2.2650
OG0007429	Aa_G59710.h1.t1	evm.model.RL_2.2654
OG0007430	Aa_G59780.h1.t1	evm.model.RL_2.2662
OG0007431	Aa_G59840.h1.t1	evm.model.RL_2.2629, evm.model.RL_2.2665
OG0007432	Aa_G74630.h1.t1	evm.model.RL_2.2683
OG0007433	Aa_G76480.h1.t1	evm.model.RL_2.2312
OG0007434	Aa_G394950.h1.t1	evm.model.RL_2.2727
OG0007435	Aa_G394960.h1.t1	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644
OG0007436	Aa_G395000.h1.t1	evm.model.RL_2.2731
OG0007437	Aa_G395030.h1.t1	evm.model.RL_2.2733
