Orthogroup	Arabis_alpina	Aethionema_saxatile
OG0007603	Aa_G31830.h1.t1	As002G049470
OG0007604	Aa_G31490.h1.t1	As002G049960
OG0007605	Aa_G502220.h1.t1	As002G050100
OG0007606	Aa_G19680.h1.t1	As002G050240
OG0007607	Aa_G385380.h1.t1	As007G162250, As002G050510
OG0007608	Aa_G385310.h1.t1	As002G050580
OG0007609	Aa_G155220.h1.t1	As002G050630
OG0007610	Aa_G155100.h1.t1	As002G050750
OG0007611	Aa_G138290.h1.t1	As002G050880
OG0007612	Aa_G256680.h1.t1	As002G050980
OG0007613	Aa_G256480.h1.t1	As002G051150
OG0007614	Aa_G233080.h1.t1	As002G051200
OG0007615	Aa_G663520.h1.t1	As002G051310
OG0007616	Aa_G267670.h1.t1	As002G051480
OG0007617	Aa_G116820.h1.t1	As002G051800
OG0007618	Aa_G116800.h1.t1	As002G051820
OG0007619	Aa_G84500.h1.t1	As002G052020
OG0007620	Aa_G373450.h1.t1	As002G052200
OG0007621	Aa_G168470.h1.t1	As002G052610
OG0007622	Aa_G130460.h2.t1, Aa_G130460.h1.t1	As002G054000
OG0007623	Aa_G635950.h1.t1	As002G054180
OG0007624	Aa_G210830.h1.t1	As002G054260
OG0007625	Aa_G210760.h1.t1	As002G054330
OG0007626	Aa_G665900.h1.t1	As002G054700
OG0007627	Aa_G701540.h1.t1	As002G054730
OG0007628	Aa_G611220.h1.t1	As002G054930
OG0007629	Aa_G504170.h1.t1, Aa_G84920.h1.t1	As002G055450
OG0007630	Aa_G564950.h1.t1	As002G055510
OG0007632	Aa_G152280.h1.t1	As003G056210
OG0007633	Aa_G575630.h1.t1	As003G056350
OG0007634	Aa_G287460.h1.t1	As003G056410
OG0007635	Aa_G758940.h1.t1	As003G056470
OG0007636	Aa_G423100.h1.t1	As003G056830
OG0007637	Aa_G320480.h1.t1	As003G057290
OG0007638	Aa_G203360.h1.t1	As003G057330
OG0007639	Aa_G244610.h1.t1	As003G057410
OG0007640	Aa_G78180.h1.t1, Aa_G190820.h1.t1	As003G057600
OG0007641	Aa_G455360.h1.t1	As003G057780
OG0007642	Aa_G204100.h1.t1	As003G058150
OG0007644	Aa_G131070.h1.t1	As003G058290
OG0007645	Aa_G581680.h1.t1	As003G058640
OG0007646	Aa_G621200.h1.t1	As003G058900
OG0007647	Aa_G41810.h1.t1	As004G086180, As003G059420
OG0007648	Aa_G317990.h1.t1	As003G059450
OG0007649	Aa_G472160.h1.t1	As003G059710
OG0007650	Aa_G696120.h1.t1	As003G060110
OG0007651	Aa_G371040.h1.t1	As003G060230
OG0007652	Aa_G517270.h1.t1	As003G060310
OG0007653	Aa_G419810.h1.t1	As003G060380
OG0007654	Aa_G736900.h1.t1	As003G060510
OG0007656	Aa_G585510.h1.t1	As003G060680, As004G085030
OG0007657	Aa_G19930.h1.t1	As003G060890
OG0007658	Aa_G171500.h1.t1	As003G061000
OG0007659	Aa_G360270.h1.t1	As003G061020
OG0007660	Aa_G240840.h1.t1	As003G061680
OG0007661	Aa_G417310.h1.t1	As003G061830
OG0007662	Aa_G500530.h1.t1	As003G062020
OG0007663	Aa_G107880.h1.t1	As003G062600, As004G083690
OG0007664	Aa_G107930.h1.t1	As003G062640
OG0007665	Aa_G124880.h1.t1, Aa_G1059510.h1.t1	As003G062770
OG0007666	Aa_G57230.h1.t1	As003G063120
OG0007667	Aa_G372580.h1.t1	As003G063470
OG0007668	Aa_G514220.h1.t1	As003G064170
OG0007669	Aa_G82580.h1.t1	As003G064450
OG0007670	Aa_G29390.h1.t1	As003G065430
OG0007671	Aa_G438540.h1.t1	As003G065880
OG0007672	Aa_G29450.h1.t1	As003G066810
OG0007673	Aa_G174320.h1.t1	As003G067020, As008G191680
OG0007674	Aa_G48050.h1.t1, Aa_G48080.h1.t1	As003G068540
OG0007675	Aa_G329880.h1.t1	As003G068870
OG0007676	Aa_G393100.h1.t1	As003G068950, As006G121750, As011G266980
OG0007677	Aa_G472940.h1.t1	As003G069090
OG0007678	Aa_G650820.h1.t1	As003G069190
OG0007679	Aa_G348060.h1.t1	As003G069840
OG0007681	Aa_G389850.h1.t1	As003G070870
OG0007682	Aa_G279760.h1.t1	As003G071260, As012G274930
OG0007683	Aa_G279780.h1.t1	As003G071280
OG0007684	Aa_G216320.h1.t1	As003G071350
OG0007685	Aa_G174730.h1.t1, Aa_G426410.h1.t1	As003G071760
OG0007686	Aa_G456330.h1.t1	As003G071850, As010G236490
OG0007687	Aa_G376330.h1.t1	As003G072110
OG0007688	Aa_G514670.h1.t1	As003G072240
OG0007689	Aa_G514630.h1.t1	As003G072290
OG0007690	Aa_G179400.h1.t1	As003G072520
OG0007691	Aa_G467500.h1.t1	As003G072710
OG0007692	Aa_G342340.h1.t1	As003G072730, As003G072750
OG0007693	Aa_G223170.h1.t1	As003G072960
OG0007694	Aa_G214220.h1.t1	As003G073210
OG0007695	Aa_G490930.h1.t1	As007G179490, As003G073250
OG0007696	Aa_G139460.h1.t1	As003G073340
OG0007697	Aa_G153260.h1.t1	As003G073830
OG0007698	Aa_G661980.h1.t1	As003G073980
OG0007699	Aa_G95220.h1.t1	As003G074030
OG0007700	Aa_G95210.h1.t1, Aa_G95200.h1.t1	As003G074040
OG0007701	Aa_G237370.h1.t1	As003G074180
OG0007702	Aa_G294490.h1.t1	As003G074430
OG0007703	Aa_G294330.h1.t1	As003G074580
OG0007704	Aa_G437410.h1.t1	As003G074820
OG0007705	Aa_G557580.h1.t1	As003G074990
OG0007706	Aa_G374900.h1.t1	As003G075150
OG0007707	Aa_G676600.h1.t1	As003G076310, As007G182140
OG0007708	Aa_G589720.h1.t1	As004G076700
OG0007709	Aa_G554820.h1.t1	As004G077200
OG0007710	Aa_G365220.h1.t1	As004G078010
OG0007711	Aa_G264030.h1.t1	As004G078720
OG0007712	Aa_G263940.h1.t1	As004G078790
OG0007713	Aa_G296930.h1.t1	As004G078900
OG0007714	Aa_G165500.h1.t1	As004G078920
OG0007715	Aa_G299240.h1.t1	As004G078940
OG0007716	Aa_G253720.h1.t1	As004G079590
OG0007717	Aa_G52170.h1.t1	As004G079720
OG0007719	Aa_G3260.h1.t1	As004G080100
OG0007720	Aa_G97680.h1.t1	As004G080430
OG0007721	Aa_G12590.h1.t1	As004G080950
OG0007722	Aa_G248890.h1.t1	As004G080990
OG0007723	Aa_G339550.h1.t1	As004G081130
OG0007724	Aa_G146040.h1.t1	As004G081250
OG0007725	Aa_G305810.h1.t1	As004G081340
OG0007726	Aa_G438730.h1.t1	As004G081410
OG0007727	Aa_G438760.h1.t1	As004G081420
OG0007728	Aa_G440080.h1.t1	As004G081720
OG0007729	Aa_G332150.h1.t1	As004G081790
OG0007730	Aa_G581130.h1.t1	As004G082240
OG0007731	Aa_G425060.h1.t1	As004G083650
OG0007732	Aa_G275350.h1.t1	As004G084180
OG0007733	Aa_G6150.h1.t1	As004G084400
OG0007734	Aa_G452370.h1.t1	As004G084650
OG0007735	Aa_G94120.h1.t1	As004G085160
OG0007736	Aa_G338010.h1.t1, Aa_G1007700.h1.t1, Aa_G1007700.h2.t1	As004G085390
OG0007737	Aa_G320570.h1.t1	As004G085640
OG0007738	Aa_G257020.h1.t1	As004G085990
OG0007739	Aa_G68390.h1.t1	As004G086010
OG0007740	Aa_G798900.h1.t1	As004G086080
OG0007741	Aa_G123790.h1.t1	As004G087040
OG0007742	Aa_G98790.h1.t1	As004G087600
OG0007743	Aa_G290920.h1.t1	As004G087870
OG0007744	Aa_G118020.h1.t1	As004G088070
OG0007745	Aa_G766740.h1.t1, Aa_G207260.h1.t1	As004G088360
OG0007746	Aa_G566490.h1.t1	As004G088470
OG0007748	Aa_G58300.h1.t1	As004G088700
OG0007749	Aa_G206370.h1.t1	As004G088750
OG0007750	Aa_G160480.h1.t1	As004G088970
OG0007751	Aa_G73190.h1.t1, Aa_G73160.h1.t1	As009G214560, As004G089000
OG0007752	Aa_G160400.h1.t1	As004G089070
OG0007753	Aa_G26270.h1.t1	As004G089120
OG0007754	Aa_G115050.h1.t1	As004G089510
OG0007755	Aa_G714140.h1.t1, Aa_G63550.h1.t1	As004G091350, As004G091390
OG0007756	Aa_G584010.h1.t1	As004G092060
OG0007757	Aa_G246590.h1.t1	As009G212100, As004G092180
OG0007758	Aa_G342540.h1.t1	As004G092630
OG0007759	Aa_G356270.h1.t1	As004G093490
OG0007760	Aa_G378040.h1.t1	As004G093780
OG0007761	Aa_G66710.h1.t1	As004G094050
OG0007762	Aa_G206580.h1.t1	As004G094850
OG0007763	Aa_G574810.h1.t1	As004G095370, As011G255340
OG0007764	Aa_G295170.h1.t1	As004G096450, As011G253760
OG0007765	Aa_G298390.h1.t1	As004G097770
OG0007766	Aa_G185090.h1.t1	As004G098220
OG0007767	Aa_G184900.h1.t1	As004G098420
OG0007768	Aa_G184820.h1.t1	As004G098510
OG0007769	Aa_G12920.h1.t1	As005G098880
OG0007770	Aa_G206240.h1.t1	As005G099130, As005G099110, As005G099120
OG0007771	Aa_G206140.h1.t1	As005G099200, As005G099190
OG0007772	Aa_G226110.h1.t1	As005G099560
OG0007773	Aa_G249850.h1.t1	As005G099660
OG0007774	Aa_G249950.h1.t1	As005G099730
OG0007775	Aa_G249960.h1.t1	As005G099750
OG0007776	Aa_G332590.h1.t1	As005G100460
OG0007777	Aa_G196950.h1.t1	As005G100520
OG0007778	Aa_G381080.h1.t1	As005G100880
OG0007779	Aa_G16880.h1.t1	As005G100990
OG0007780	Aa_G16900.h1.t1	As005G101010
OG0007781	Aa_G16910.h1.t1	As005G101040
OG0007782	Aa_G16940.h1.t1	As005G101070
OG0007783	Aa_G16950.h1.t1	As005G101080
OG0007784	Aa_G17070.h1.t1	As005G101160
OG0007785	Aa_G15950.h1.t1	As005G101390
OG0007786	Aa_G16270.h1.t1	As005G101740
OG0007787	Aa_G467070.h1.t1	As005G102300
OG0007788	Aa_G288460.h1.t1	As005G102800
OG0007789	Aa_G100530.h1.t1	As005G103080
OG0007790	Aa_G595230.h1.t1	As005G103160
OG0007791	Aa_G360650.h1.t1	As005G103300
OG0007792	Aa_G488920.h1.t1	As005G104450
OG0007793	Aa_G415340.h1.t1	As005G104780
OG0007794	Aa_G67240.h1.t1	As005G105020
OG0007795	Aa_G230760.h1.t1	As005G105180
OG0007796	Aa_G53890.h1.t1	As005G106420, As006G142140
OG0007797	Aa_G54120.h1.t1	As005G106670
OG0007798	Aa_G908450.h1.t1, Aa_G654010.h1.t1	As005G106860
OG0007799	Aa_G18620.h1.t1	As005G106980
OG0007800	Aa_G18710.h1.t1	As005G107100
OG0007801	Aa_G85270.h1.t1	As005G107440
OG0007802	Aa_G85350.h1.t1	As005G107540
OG0007803	Aa_G506880.h1.t1	As005G107580
OG0007804	Aa_G506890.h1.t1	As005G107590
OG0007805	Aa_G260690.h1.t1	As005G107780
OG0007806	Aa_G789610.h1.t1	As005G108810, As005G107820
OG0007807	Aa_G456520.h1.t1	As005G108000
OG0007808	Aa_G226350.h1.t1	As005G108770
OG0007811	Aa_G140730.h1.t1	As005G109220
OG0007812	Aa_G191770.h1.t1	As005G109340
OG0007813	Aa_G181600.h1.t1	As005G109430
OG0007814	Aa_G181380.h1.t1	As005G109910
OG0007815	Aa_G181150.h1.t1	As005G109990
OG0007817	Aa_G15440.h1.t1	As005G111960
OG0007818	Aa_G314260.h1.t1	As005G112250
OG0007819	Aa_G404790.h1.t1	As005G112500
OG0007820	Aa_G404750.h1.t1	As008G198270, As005G112570
OG0007821	Aa_G444280.h1.t1	As005G112620
OG0007822	Aa_G444250.h1.t1	As005G112660
OG0007823	Aa_G8900.h1.t1, Aa_G8910.h1.t1	As005G113030
OG0007824	Aa_G447570.h1.t1	As005G113460
OG0007825	Aa_G173760.h1.t1	As005G113670
OG0007826	Aa_G127310.h1.t1	As005G113900
OG0007827	Aa_G127230.h1.t1, Aa_G127230.h2.t1	As005G114010
OG0007828	Aa_G478600.h1.t1	As005G114200
OG0007829	Aa_G234740.h1.t1	As005G114470
OG0007830	Aa_G33940.h1.t1	As005G114630
OG0007831	Aa_G550760.h1.t1	As005G114930
OG0007832	Aa_G1093940.h1.t1	As005G115250
OG0007833	Aa_G345590.h1.t1	As005G115820
OG0007834	Aa_G246290.h1.t1	As005G115970
OG0007835	Aa_G320900.h1.t1	As005G116020
OG0007836	Aa_G320830.h1.t1	As005G116110
OG0007837	Aa_G472770.h1.t1	As005G116120
OG0007838	Aa_G75160.h1.t1	As005G116370
OG0007840	Aa_G268220.h1.t1	As005G116920
OG0007841	Aa_G268270.h1.t1	As005G117000
OG0007842	Aa_G306120.h1.t1	As005G117540
OG0007843	Aa_G21010.h1.t1	As005G117680
OG0007844	Aa_G20860.h1.t1	As005G117830
OG0007845	Aa_G20840.h1.t1	As005G117850
OG0007846	Aa_G37230.h1.t1	As005G118320
OG0007847	Aa_G37270.h1.t1	As005G118350
OG0007848	Aa_G159150.h1.t1	As005G118400
OG0007849	Aa_G81340.h1.t1	As005G118720
OG0007850	Aa_G81330.h1.t1	As005G118730
OG0007851	Aa_G524520.h1.t1, Aa_G500320.h1.t1	As005G118830
OG0007852	Aa_G23530.h1.t1	As005G119030
OG0007853	Aa_G383060.h1.t1	As005G119260
OG0007854	Aa_G383180.h1.t1	As005G119330, As010G221280
OG0007855	Aa_G165830.h1.t1	As005G119420
OG0007857	Aa_G43810.h1.t1	As005G120310
OG0007858	Aa_G326330.h1.t1	As005G120510
OG0007859	Aa_G44060.h1.t1	As005G120540
OG0007860	Aa_G724620.h1.t1	As006G121250
OG0007861	Aa_G425560.h1.t1	As006G121380
OG0007862	Aa_G53240.h1.t1, Aa_G356870.h1.t1	As006G121780
OG0007863	Aa_G67900.h1.t1	As006G122040
OG0007864	Aa_G67840.h1.t1	As006G122090
OG0007865	Aa_G624600.h1.t1	As006G122370
OG0007866	Aa_G46810.h1.t1	As006G122570
OG0007867	Aa_G46540.h1.t1	As006G122920
OG0007868	Aa_G191650.h1.t1	As006G123080
OG0007869	Aa_G577370.h1.t1	As006G123110
OG0007870	Aa_G99740.h1.t1	As006G123140
OG0007871	Aa_G188770.h1.t1	As006G123520
OG0007872	Aa_G188850.h1.t1	As006G123570
OG0007873	Aa_G189110.h1.t1	As006G123810
OG0007874	Aa_G187700.h1.t1	As006G123990
OG0007875	Aa_G215310.h1.t1	As006G124350
OG0007876	Aa_G89730.h1.t1	As006G124670
OG0007877	Aa_G208550.h1.t1	As006G125220
OG0007878	Aa_G208600.h1.t1	As006G125270
OG0007879	Aa_G208660.h1.t1	As006G125310, As008G196130
OG0007880	Aa_G243720.h1.t1	As006G125650
OG0007881	Aa_G243740.h1.t1	As006G125670
OG0007882	Aa_G424790.h1.t1	As006G125690
OG0007883	Aa_G404560.h1.t1	As006G126070
OG0007884	Aa_G243680.h1.t1	As006G126120
OG0007885	Aa_G154800.h1.t1	As008G194640, As006G126930
OG0007887	Aa_G589090.h1.t1	As006G127530
OG0007888	Aa_G263140.h1.t1	As006G127650
OG0007890	Aa_G22710.h1.t1	As006G127730, As008G193570
OG0007891	Aa_G85970.h1.t1	As006G127810
OG0007892	Aa_G159340.h1.t1	As006G128030
OG0007893	Aa_G249110.h1.t1	As006G128140
OG0007894	Aa_G119300.h1.t1	As006G128170
OG0007895	Aa_G35420.h1.t1	As006G128290
OG0007896	Aa_G441400.h1.t1	As006G128450
OG0007897	Aa_G135350.h1.t1	As006G128460
OG0007898	Aa_G832170.h1.t1	As006G129430
OG0007899	Aa_G324760.h1.t1	As006G129440
OG0007900	Aa_G405380.h1.t1	As006G129790
OG0007901	Aa_G18170.h1.t1	As006G129830
OG0007902	Aa_G18010.h1.t1	As006G129940
OG0007903	Aa_G466710.h1.t1	As006G130240
OG0007904	Aa_G90650.h1.t1	As006G130560
OG0007905	Aa_G2950.h1.t1	As006G131190
OG0007906	Aa_G414700.h1.t1	As006G131510
OG0007907	Aa_G371780.h1.t1	As006G131650
OG0007908	Aa_G734340.h1.t1	As006G131740
OG0007909	Aa_G107220.h1.t1	As006G132380
OG0007910	Aa_G196270.h1.t1	As006G132570
OG0007911	Aa_G7920.h1.t1	As006G132860, As009G200510
OG0007912	Aa_G553350.h1.t1	As006G133110
OG0007913	Aa_G72890.h1.t1	As006G133400
OG0007914	Aa_G426070.h1.t1, Aa_G442310.h1.t1	As006G133970
OG0007915	Aa_G227920.h1.t1	As006G134170
OG0007916	Aa_G14720.h1.t1	As006G134830
OG0007917	Aa_G14670.h1.t1	As006G134870
OG0007918	Aa_G321060.h1.t1	As006G134890, As009G201310
OG0007919	Aa_G71680.h1.t1	As006G135130
OG0007920	Aa_G42570.h1.t1	As006G135370
OG0007921	Aa_G42240.h1.t1	As006G135670
OG0007922	Aa_G250360.h1.t1	As006G135800
OG0007923	Aa_G250260.h1.t1	As006G135880
OG0007924	Aa_G111720.h1.t1	As006G136110
OG0007925	Aa_G47620.h1.t1	As009G203430, As006G136480
OG0007926	Aa_G45090.h1.t1	As006G136880
OG0007927	Aa_G553070.h1.t1	As006G137360
OG0007928	Aa_G4370.h1.t1	As006G137900
OG0007929	Aa_G4420.h1.t1	As006G137940
OG0007930	Aa_G4600.h1.t1	As006G138110
OG0007931	Aa_G4860.h1.t1	As006G138210
OG0007932	Aa_G4680.h1.t1	As006G138340
OG0007933	Aa_G4950.h1.t1	As009G206580, As006G138430
OG0007934	Aa_G5010.h1.t1	As006G138470
OG0007935	Aa_G75530.h1.t1	As006G138630
OG0007936	Aa_G75790.h1.t1	As006G138780
OG0007937	Aa_G75720.h1.t1	As006G138840
OG0007938	Aa_G51130.h1.t1	As006G139070
OG0007939	Aa_G205820.h1.t1	As006G139390
OG0007940	Aa_G205930.h1.t1	As006G139520
OG0007941	Aa_G163080.h1.t1	As006G139700
OG0007942	Aa_G49920.h1.t1	As006G140130
OG0007943	Aa_G43570.h1.t1, Aa_G49990.h1.t1	As006G140180
OG0007944	Aa_G50040.h1.t1	As006G140200
OG0007945	Aa_G47400.h1.t1	As006G140220
OG0007946	Aa_G47380.h1.t1	As006G140240
OG0007947	Aa_G47370.h1.t1	As006G140250
OG0007948	Aa_G680940.h1.t1	As006G140690
OG0007949	Aa_G78810.h1.t1	As006G140810
OG0007950	Aa_G174710.h1.t1	As006G141050
OG0007951	Aa_G174460.h1.t1	As006G141220
OG0007952	Aa_G174290.h1.t1	As006G141400
OG0007953	Aa_G564490.h1.t1, Aa_G174180.h1.t1	As006G141490
OG0007954	Aa_G174170.h1.t1	As006G141500
OG0007955	Aa_G258640.h1.t1	As006G141690
OG0007956	Aa_G302040.h1.t1	As006G141840
OG0007957	Aa_G377210.h1.t1	As006G142100
OG0007958	Aa_G494600.h1.t1	As006G142770
OG0007959	Aa_G499640.h1.t1, Aa_G499630.h1.t1	As006G142800
OG0007960	Aa_G677200.h1.t1	As006G142820
OG0007961	Aa_G292290.h1.t1	As006G142990
OG0007962	Aa_G38240.h1.t1	As006G143150
OG0007964	Aa_G269490.h1.t1	As006G144270
OG0007965	Aa_G550060.h1.t1	As006G144610
OG0007966	Aa_G505630.h1.t1	As006G144640
OG0007967	Aa_G177490.h1.t1	As006G144730
OG0007969	Aa_G11770.h1.t1	As006G145090
OG0007970	Aa_G409390.h1.t1	As006G145230
OG0007971	Aa_G231890.h1.t1	As006G145480
OG0007972	Aa_G135720.h1.t1	As006G145520
OG0007973	Aa_G531190.h1.t1	As006G145690
OG0007974	Aa_G457200.h1.t1	As006G145840
OG0007975	Aa_G576730.h1.t1	As006G146570
OG0007976	Aa_G617070.h2.t1, Aa_G617070.h1.t1	As006G146760
OG0007978	Aa_G115290.h1.t1	As006G146960
OG0007979	Aa_G378850.h1.t1	As006G147600
OG0007980	Aa_G66280.h1.t1	As006G147980
OG0007981	Aa_G542790.h1.t1	As006G148510
OG0007982	Aa_G24580.h1.t1	As006G149020
OG0007983	Aa_G163860.h1.t1	As007G152010
OG0007984	Aa_G66490.h1.t1	As007G152770
OG0007985	Aa_G103760.h1.t1	As007G153170
OG0007986	Aa_G80310.h1.t1	As007G154300
OG0007987	Aa_G55250.h1.t1	As007G154490
OG0007988	Aa_G379830.h1.t1	As007G154580
OG0007989	Aa_G718690.h1.t1	As007G154780
OG0007991	Aa_G89010.h1.t1	As007G154880
OG0007992	Aa_G119030.h1.t1	As007G155060
OG0007993	Aa_G119130.h1.t1	As007G155110
OG0007994	Aa_G627750.h1.t1	As007G155270
OG0007995	Aa_G407820.h1.t1	As007G155640
OG0007996	Aa_G407800.h1.t1	As007G155660
OG0007997	Aa_G323710.h1.t1	As010G238350, As007G155760
OG0007998	Aa_G323740.h1.t1	As007G155800
OG0007999	Aa_G329280.h1.t1	As007G156060
OG0008000	Aa_G329290.h1.t1	As007G156070
OG0008001	Aa_G266550.h1.t1	As007G156150
OG0008003	Aa_G436650.h1.t1	As007G156480
OG0008004	Aa_G334130.h1.t1	As007G156880
OG0008005	Aa_G111140.h1.t1	As010G237040, As007G156900
OG0008006	Aa_G477460.h1.t1	As007G157040
OG0008007	Aa_G331060.h1.t1	As007G157260
OG0008008	Aa_G374420.h1.t1	As010G236370, As007G157380
OG0008009	Aa_G374400.h1.t1	As007G157410
OG0008010	Aa_G215640.h1.t1	As007G157420, As010G236320
OG0008011	Aa_G374380.h1.t1	As007G157440
OG0008012	Aa_G86930.h1.t1	As007G157580
OG0008013	Aa_G86830.h1.t1	As007G157670
OG0008014	Aa_G292630.h1.t1	As007G158270
OG0008015	Aa_G292690.h1.t1	As007G158330
OG0008016	Aa_G198710.h1.t1	As007G158540
OG0008017	Aa_G372730.h1.t1	As007G158630
OG0008018	Aa_G367180.h1.t1	As007G159200
OG0008019	Aa_G62370.h1.t1	As007G159590
OG0008020	Aa_G487270.h1.t1	As010G233280, As007G159740
OG0008021	Aa_G352710.h1.t1, Aa_G352720.h1.t1	As007G160100
OG0008022	Aa_G587360.h1.t1	As007G161140
OG0008023	Aa_G587350.h1.t1	As007G161150
OG0008024	Aa_G596270.h1.t1	As007G161220
OG0008025	Aa_G218570.h1.t1	As007G161500
OG0008026	Aa_G61690.h1.t1	As007G161840
OG0008027	Aa_G475510.h1.t1	As007G162140
OG0008028	Aa_G475520.h1.t1	As007G162150
OG0008029	Aa_G415700.h1.t1	As007G162260
OG0008030	Aa_G92290.h1.t1	As007G162670
OG0008031	Aa_G320700.h1.t1	As007G162730
OG0008032	Aa_G92250.h1.t1	As007G162780
OG0008033	Aa_G367130.h1.t1	As007G162970
OG0008034	Aa_G92180.h1.t1	As007G163040
OG0008035	Aa_G353680.h1.t1	As007G164310
OG0008036	Aa_G442030.h1.t1	As007G164390
OG0008038	Aa_G90910.h1.t1	As007G164690
OG0008039	Aa_G90930.h1.t1	As007G164750
OG0008040	Aa_G360390.h1.t1	As007G166640
OG0008041	Aa_G1820.h1.t1	As007G166690
OG0008042	Aa_G155630.h1.t1	As007G177540
OG0008043	Aa_G41500.h1.t1	As007G177920
OG0008044	Aa_G670620.h1.t1	As007G178190, As007G178250
OG0008045	Aa_G253060.h1.t1	As007G179570
OG0008046	Aa_G449830.h1.t1	As007G179800
OG0008047	Aa_G540290.h1.t1	As007G179960
OG0008049	Aa_G224810.h1.t1	As007G179980
OG0008050	Aa_G311530.h1.t1	As007G180130
OG0008051	Aa_G311490.h1.t1	As007G180160
OG0008052	Aa_G100320.h1.t1	As007G180580
OG0008053	Aa_G651750.h1.t1	As007G180650
OG0008054	Aa_G279310.h1.t1	As007G180680
OG0008055	Aa_G50390.h1.t1	As007G180960
OG0008056	Aa_G314720.h1.t1	As007G181760
OG0008057	Aa_G314680.h1.t1	As007G181800
OG0008058	Aa_G10140.h1.t1	As007G181910
OG0008059	Aa_G121050.h1.t1	As008G182330
OG0008060	Aa_G668540.h1.t1	As008G182400
OG0008061	Aa_G668560.h1.t1, Aa_G668570.h1.t1	As008G182430
OG0008062	Aa_G375710.h1.t1	As008G182500
OG0008063	Aa_G284130.h1.t1	As008G182650
OG0008064	Aa_G523760.h1.t1	As008G182810
OG0008065	Aa_G117720.h1.t1	As008G182990
OG0008066	Aa_G458150.h1.t1	As008G183360
OG0008067	Aa_G585800.h1.t1	As008G183410
OG0008069	Aa_G501030.h1.t1	As008G184200
OG0008070	Aa_G26690.h1.t1	As008G184290
OG0008071	Aa_G26680.h1.t1	As008G184300
OG0008072	Aa_G319770.h1.t1	As008G184630
OG0008073	Aa_G10790.h1.t1	As008G184730
OG0008074	Aa_G270640.h1.t1	As008G184810
OG0008075	Aa_G298910.h1.t1	As008G185300
OG0008076	Aa_G338870.h1.t1	As008G185520
OG0008078	Aa_G594230.h1.t1	As008G185810
OG0008079	Aa_G469880.h1.t1	As008G185980
OG0008080	Aa_G688390.h1.t1	As008G186010
OG0008081	Aa_G535910.h1.t1	As008G186980
OG0008082	Aa_G226560.h1.t1, Aa_G226540.h1.t1	As008G187220
OG0008083	Aa_G446350.h1.t1	As008G187430
OG0008084	Aa_G495660.h1.t1	As008G187870
OG0008085	Aa_G160850.h1.t1	As008G187970
OG0008086	Aa_G318980.h1.t1	As008G188130
OG0008087	Aa_G92620.h1.t1, Aa_G80730.h1.t1	As008G189490
OG0008088	Aa_G442640.h1.t1	As008G189820
OG0008089	Aa_G442620.h1.t1	As008G189840
OG0008090	Aa_G769790.h1.t1	As008G192490
OG0008091	Aa_G182210.h1.t1	As008G192990
OG0008092	Aa_G663690.h1.t1	As008G193100
OG0008093	Aa_G22670.h1.t1	As008G193300
OG0008094	Aa_G22430.h1.t1	As008G193340
OG0008095	Aa_G22560.h1.t1	As008G193500
OG0008096	Aa_G22680.h1.t1	As008G193550
OG0008097	Aa_G22750.h1.t1	As008G193600
OG0008098	Aa_G22770.h1.t1	As008G193630
OG0008099	Aa_G22920.h1.t1	As008G193780, As008G193800
OG0008100	Aa_G706790.h1.t1	As008G194080
OG0008101	Aa_G220660.h1.t1, Aa_G114740.h1.t1	As008G194340
OG0008102	Aa_G79460.h1.t1	As008G194660
OG0008103	Aa_G493510.h1.t1	As008G195440
OG0008104	Aa_G209510.h1.t1	As008G195720
OG0008105	Aa_G38880.h1.t1	As008G196020
OG0008106	Aa_G38770.h1.t1	As008G196150
OG0008107	Aa_G38740.h1.t1	As008G196170
OG0008108	Aa_G423550.h1.t1	As008G196400
OG0008109	Aa_G134860.h1.t1	As008G196790
OG0008110	Aa_G134840.h1.t1	As008G196810
OG0008111	Aa_G134830.h1.t1	As008G196820
OG0008112	Aa_G134800.h1.t1	As008G196850
OG0008113	Aa_G134610.h1.t1	As008G196990
OG0008114	Aa_G135120.h1.t1	As008G197230
OG0008115	Aa_G358030.h1.t1	As008G197320
OG0008116	Aa_G228310.h1.t1	As008G197370
OG0008117	Aa_G6770.h1.t1	As008G197640
OG0008118	Aa_G6340.h1.t1	As008G197970
OG0008119	Aa_G6370.h1.t1	As008G198000
OG0008120	Aa_G6380.h1.t1	As008G198010
OG0008122	Aa_G290650.h1.t1	As008G198470
OG0008123	Aa_G291100.h1.t1	As008G199010
OG0008124	Aa_G106190.h1.t1	As008G199540
OG0008125	Aa_G106280.h1.t1	As008G199620
OG0008126	Aa_G258110.h1.t1	As009G199990
OG0008127	Aa_G72760.h1.t1	As009G200160
OG0008128	Aa_G7870.h1.t1	As009G200450
OG0008129	Aa_G7880.h1.t1	As009G200460
OG0008130	Aa_G7970.h1.t1	As009G200570
OG0008131	Aa_G431370.h1.t1	As009G200930
OG0008132	Aa_G133070.h1.t1, Aa_G431430.h1.t1	As009G201000
OG0008133	Aa_G431440.h1.t1	As009G201010
OG0008134	Aa_G59270.h1.t1	As009G202010
OG0008135	Aa_G157930.h1.t1	As009G202410
OG0008136	Aa_G157980.h1.t1	As009G202440
OG0008137	Aa_G158030.h1.t1	As009G202490
OG0008138	Aa_G489990.h1.t1	As009G202570
