Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0009640	AT4G10360.1	XP_010437167.1, XP_010455434.1, XP_010421956.1
OG0009641	AT4G10610.1	XP_010421975.1, XP_010436881.1, XP_010455455.1
OG0009642	AT4G10640.1	XP_010455460.1, XP_010436842.1, XP_010421989.1, XP_010424509.1, XP_010424510.1, XP_010424511.1
OG0009643	AT4G10720.1	XP_010455464.1
OG0009644	AT4G10790.1	XP_010436755.1, XP_010455471.1, XP_010422003.1
OG0009645	AT4G11790.1	XP_010455591.1, XP_010422131.1, XP_010434139.1
OG0009646	AT5G19260.1	XP_010454195.1, XP_010420725.1, XP_010492982.1
OG0009647	AT5G19280.2	XP_010420727.1, XP_019090559.1, XP_010492983.1
OG0009648	AT5G26330.1	XP_010493895.1, XP_010454981.1, XP_010421501.1
OG0009649	AT5G26570.1	XP_010454990.1, XP_010493900.1
OG0009650	AT5G26740.1	XP_010455003.1, XP_019083967.1, XP_010493910.1
OG0009651	AT5G26670.1	XP_010421519.1, XP_010493919.1, XP_010455015.1
OG0009652	AT5G26770.5	XP_010493931.1, XP_010455028.1, XP_010421534.1
OG0009653	AT5G26940.1	XP_010456741.1, XP_010455061.1, XP_010421551.1, XP_010493946.1
OG0009654	AT5G27920.1	XP_010455073.1, XP_010493966.1, XP_010421562.1
OG0009655	AT2G03820.1	XP_010502402.1, XP_010514150.1
OG0009656	AT5G27740.1	XP_010421579.1, XP_010493977.1, XP_010455088.1
OG0009657	AT5G27610.1	XP_010455109.1, XP_010421595.1
OG0009658	AT5G27450.1	XP_010421608.1, XP_010455121.1, XP_010494008.1
OG0009659	AT5G27430.1	XP_010494010.1, XP_010421612.1, XP_010455126.1
OG0009660	AT5G28290.1	XP_010455170.1, XP_010421685.1, XP_010494088.1
OG0009661	AT2G20020.1	XP_010416401.1, XP_010489107.1, XP_010467944.1
OG0009662	AT2G20080.1	XP_010467940.1, XP_010490300.1, XP_010416317.1
OG0009663	AT2G20180.2	XP_010467931.1, XP_010489088.1, XP_010416208.1
OG0009664	AT2G20310.1	XP_010495924.1, XP_010489063.1, XP_010415955.1
OG0009665	AT2G20362.1	XP_010467836.1, XP_010415881.1, XP_010489050.1
OG0009666	AT2G20470.1	XP_019096249.1, XP_010415655.1, XP_019092727.1
OG0009667	AT2G20815.3	XP_010467957.1, XP_010468776.1, XP_010490263.1
OG0009668	AT3G46220.2	XP_010503241.1, XP_010514954.1, XP_010426061.1
OG0009669	AT3G46210.1	XP_010514947.1, XP_010503239.1, XP_010426057.1
OG0009670	AT3G46200.1	XP_019102258.1, XP_010503233.1, XP_010426053.1
OG0009671	AT2G48060.2	XP_010512797.1
OG0009672	AT2G48020.1	XP_019100688.1, XP_010507821.2
OG0009673	AT2G47980.1	XP_010506848.1, XP_010518519.1
OG0009674	AT2G47940.1	XP_010507830.1, XP_010506841.1
OG0009675	AT2G47900.3	XP_010507835.1, XP_010506831.1, XP_010518507.1
OG0009676	AT2G47890.1	XP_010506829.2, XP_010518506.2, XP_010507837.1
OG0009677	AT2G47820.1	XP_010507844.1, XP_010506823.1, XP_019082452.1
OG0009678	AT2G47670.1	XP_010506807.1, XP_010507863.1, XP_010518481.1
OG0009679	AT2G46735.1	XP_010506690.2, XP_010507979.1, XP_010518350.1
OG0009680	AT2G46710.1	XP_010506687.1, XP_010518349.1, XP_010507982.1
OG0009681	AT2G46630.1	XP_010506676.1, XP_010518341.1, XP_010507990.1
OG0009682	AT2G46510.1	XP_010506659.1, XP_010518324.1, XP_010508006.1
OG0009683	AT4G27120.1	XP_019089044.1, XP_010433401.1, XP_010438656.1
OG0009684	AT2G46505.1	XP_019101149.1, XP_010508007.1, XP_010518323.1, XP_010506658.1
OG0009685	AT2G46500.1	XP_010518322.1, XP_010508009.1, XP_010506657.1
OG0009686	AT2G46455.2	XP_010506651.1, XP_010508016.1, XP_010518317.1
OG0009687	AT1G44575.1	XP_010461444.1, XP_010479050.1, XP_010500150.1
OG0009688	AT2G46250.1	XP_010508048.1, XP_010518294.1, XP_010506623.1, XP_010512827.1
OG0009689	AT2G46225.2	XP_010506619.1, XP_010518288.1, XP_010508051.1
OG0009690	AT2G46160.1	XP_010508059.1, XP_019082422.1, XP_010506614.1
OG0009691	AT2G46080.1	XP_010506604.1, XP_010518269.1, XP_010508065.1
OG0009692	AT2G46020.2	XP_010507764.1
OG0009693	AT2G45750.1	XP_010508116.1, XP_010518192.1, XP_010506552.1
OG0009694	AT2G45730.1	XP_010518199.1, XP_010508122.1
OG0009695	AT2G45720.1	XP_010506527.1, XP_010508117.1
OG0009696	AT2G45640.1	XP_010518185.1, XP_010508133.1, XP_010506544.1
OG0009697	AT2G45500.5	XP_010508161.1, XP_010506502.1
OG0009698	AT2G45490.1	XP_010508163.1, XP_010518169.1, XP_019096019.1
OG0009699	AT2G45420.1	XP_010508173.1, XP_010413062.1, XP_010506484.1
OG0009700	AT2G45270.1	XP_010508193.1, XP_010506467.1, XP_010518144.1
OG0009701	AT2G45260.1	XP_010508197.1, XP_010518141.1, XP_010506463.1
OG0009702	AT2G45200.2	XP_010518133.1, XP_010508201.1, XP_010506458.1
OG0009703	AT2G45130.1	XP_010508209.1, XP_010506449.1, XP_010518125.1
OG0009704	AT2G45050.1	XP_010518115.1, XP_010506442.1, XP_010508217.1
OG0009705	AT1G45332.1, AT2G45030.1	XP_010506440.1, XP_010508219.1, XP_010518112.1
OG0009706	AT2G44730.1	XP_010508260.1, XP_010518077.1, XP_010506405.1
OG0009707	AT2G44420.2	XP_010518039.1, XP_010508297.1, XP_010506366.1
OG0009708	AT2G44190.1	XP_010518011.1, XP_010506332.1, XP_010508325.1
OG0009709	AT2G44130.1	XP_010518004.1, XP_010506327.1, XP_010508332.1
OG0009710	AT2G43800.1	XP_010517960.1, XP_010506281.1, XP_010508372.1
OG0009711	AT2G43490.1	XP_019082362.1, XP_010506226.1, XP_010508423.1
OG0009712	AT2G43370.1	XP_010508439.1, XP_010517898.1, XP_010506207.1
OG0009713	AT2G43320.1	XP_010506201.1, XP_010508446.1, XP_010517889.1
OG0009714	AT2G43290.1	XP_010506196.1, XP_010508448.1, XP_010517888.1
OG0009715	AT2G43050.1	XP_010508475.1, XP_010506161.1
OG0009716	AT2G43040.1	XP_010508476.1, XP_010506159.1
OG0009717	AT2G42940.1	XP_010508503.1, XP_010517840.1
OG0009718	AT2G42890.1	XP_010506142.1, XP_010508505.1, XP_010517836.1
OG0009719	AT5G46730.1	XP_019086956.1, XP_010494854.1, XP_010481421.1
OG0009720	AT2G42820.1	XP_010508523.1, XP_010517825.2
OG0009721	AT2G42570.1	XP_010517784.1
OG0009722	AT2G42560.1	XP_010508555.1, XP_010506084.1, XP_010517781.1
OG0009723	AT2G42410.3	XP_010508577.1, XP_010517767.1
OG0009724	AT2G42400.1	XP_010517762.1, XP_010508578.1
OG0009725	AT2G42360.1	XP_010517755.1, XP_010506058.1, XP_010508584.1
OG0009726	AT2G42320.1	XP_010506045.1, XP_010517748.1, XP_010508591.1
OG0009727	AT2G41710.4	XP_010508684.1, XP_010517665.1, XP_010505961.1
OG0009728	AT2G41820.1	XP_010517672.1, XP_010505972.1, XP_010508671.1
OG0009729	AT2G41850.1	XP_010507688.1, XP_010413001.1, XP_010508675.1
OG0009730	AT2G41475.1	XP_010508716.1, XP_010505927.1, XP_010517640.1
OG0009732	AT5G47020.1	XP_019095487.1, XP_010445772.1, XP_010494911.1
OG0009733	AT3G01120.1	XP_010429549.1, XP_010485423.1, XP_010463584.1
OG0009734	AT3G02170.1	XP_010463610.1, XP_010451241.1, XP_010485453.1
OG0009735	AT3G02360.1	XP_010477172.1, XP_010478914.1, XP_010485479.1
OG0009736	AT3G02410.1	XP_010485486.1, XP_010463644.1, XP_010486759.1
OG0009737	AT3G02550.1	XP_010463667.1, XP_010498637.1, XP_010485564.1
OG0009738	AT3G02600.1	XP_010485576.1, XP_010463677.1, XP_010499263.1
OG0009739	AT3G02840.1	XP_010502050.1, XP_010485614.1, XP_010463713.1
OG0009740	AT3G02910.1	XP_010485623.1, XP_010503306.1, XP_010463725.1
OG0009741	AT3G03140.1	XP_010485649.1, XP_010506908.1, XP_010463763.1
OG0009742	AT3G03200.1	XP_010507160.1, XP_010485657.1, XP_010463767.1
OG0009743	AT3G03220.1	XP_010463770.1, XP_010485659.1, XP_010507648.1
OG0009744	AT3G03420.1	XP_010485683.1, XP_010463792.1, XP_010510521.1
OG0009745	AT3G03570.1	XP_010463810.1, XP_010485701.1, XP_010512066.1
OG0009746	AT3G03950.3	XP_010485764.1, XP_010463864.1
OG0009747	AT3G04060.1	XP_010518044.1, XP_010485777.1, XP_010463878.1
OG0009748	AT3G04340.1	XP_010463913.1, XP_010485805.1, XP_010414047.1
OG0009749	AT3G04460.2	XP_010485821.1, XP_010415110.1, XP_010463922.1
OG0009750	AT3G04570.1	XP_010463937.1, XP_010416191.1, XP_010485834.1
OG0009751	AT3G04580.1	XP_010416294.1, XP_010463938.1, XP_010485836.1
OG0009752	AT3G04630.3	XP_019096297.1, XP_019092015.1, XP_019099861.1
OG0009753	AT3G04670.1	XP_010485848.1, XP_010417626.1, XP_010463951.1
OG0009754	AT3G04700.1	XP_010468011.1, XP_010463956.1, XP_010485853.1, XP_010417937.1
OG0009755	AT3G04730.1	XP_010485858.1, XP_010463960.1, XP_010418365.1
OG0009756	AT3G04910.1	XP_019097011.1, XP_010420004.1, XP_010463978.1
OG0009757	AT3G05000.1	XP_010485895.1
OG0009758	AT3G05070.1	XP_010485909.1, XP_010464015.1, XP_010422930.1
OG0009759	AT3G05155.1	XP_010485922.1, XP_010424124.1, XP_010464027.1
OG0009760	AT3G05670.1	XP_010430694.1, XP_010464100.1, XP_010486029.1
OG0009761	AT3G06050.1	XP_010435466.1, XP_010486090.1, XP_010486092.1, XP_010464170.1
OG0009762	AT3G06070.1	XP_010464173.1
OG0009763	AT3G06230.1	XP_010417979.1, XP_010468043.1, XP_010468042.1, XP_010489696.1, XP_010489694.1
OG0009764	AT3G06270.1	XP_010437614.1, XP_010486121.1, XP_010464197.1
OG0009765	AT3G06290.1	XP_010464198.1, XP_010486124.1, XP_019100249.1
OG0009766	AT3G06420.1	XP_010486150.1, XP_010439795.1, XP_010464214.1
OG0009767	AT3G06540.1	XP_010464228.1, XP_010441681.1, XP_010486164.1
OG0009768	AT3G66654.1	XP_010486183.1, XP_010443061.1, XP_010464248.1
OG0009769	AT3G06790.1	XP_010486211.1, XP_010464270.1, XP_010445020.1
OG0009770	AT4G26810.1	XP_010433434.1, XP_010448207.1, XP_010438693.1
OG0009771	AT3G06890.1	XP_019093897.1, XP_010486218.1, XP_010464282.1
OG0009772	AT3G07070.1	XP_010486239.1, XP_010448002.1
OG0009773	AT3G07090.1	XP_010448096.1, XP_010464298.2, XP_010486241.1
OG0009774	AT3G07120.1	XP_010486253.1, XP_010448797.1, XP_010464291.1
OG0009775	AT3G07195.2	XP_010464330.1, XP_010486263.1, XP_010449820.1
OG0009776	AT3G07300.3	XP_010464343.1, XP_010450495.1
OG0009777	AT3G07310.1	XP_010451051.1, XP_010464350.1, XP_010486277.1
OG0009778	AT3G07350.1	XP_010486283.1, XP_010451469.1, XP_010464355.1
OG0009779	AT3G07540.1	XP_010453534.1, XP_010486316.1, XP_010464382.1
OG0009780	AT3G07630.1	XP_010464398.1, XP_010486331.1, XP_010456023.1
OG0009781	AT3G07650.1	XP_019100549.1, XP_010464401.1, XP_010486334.1
OG0009782	AT3G07770.1	XP_010464416.1, XP_010457327.1, XP_010486347.1
OG0009783	AT3G07940.1	XP_010486369.1, XP_010464440.1, XP_010460091.1
OG0009784	AT3G07950.1	XP_010460274.1, XP_010464441.1, XP_010486372.1
OG0009785	AT3G07960.1	XP_010464442.1, XP_010460460.1, XP_010486373.1
OG0009786	AT3G07970.1	XP_010464443.1, XP_010418201.1, XP_010486374.1
OG0009787	AT4G27810.1	XP_010433305.1, XP_010438547.1, XP_010448074.1
OG0009788	AT3G08030.1	XP_010486384.1, XP_010461096.1, XP_010464451.1
OG0009789	AT3G08500.1	XP_010461613.1, XP_010464458.1, XP_010486387.1
OG0009790	AT3G08620.1	XP_010486402.1, XP_010464471.1, XP_010462948.1
OG0009791	AT3G09020.1	XP_010468320.1, XP_010486456.1, XP_010464534.1
OG0009792	AT3G09085.1	XP_010469013.1, XP_010486468.1, XP_010464547.1
OG0009793	AT3G09280.1	XP_010470877.1, XP_010471071.1, XP_010464568.1, XP_010486491.1
OG0009794	AT3G09330.1, AT3G09340.1	XP_010486499.1, XP_010471796.1, XP_010464575.1, XP_019096198.1, XP_010471703.1, XP_010464576.1
OG0009795	AT3G09400.1	XP_010472551.1, XP_019092471.1, XP_019096627.1
OG0009796	AT3G09830.1	XP_010486557.1, XP_010477459.1, XP_010464638.1
OG0009797	AT3G09980.1	XP_010464658.1, XP_010479518.1
OG0009798	AT3G10130.1	XP_010464672.1, XP_010486603.1, XP_010480740.1, XP_010412663.1
OG0009799	AT3G10140.1	XP_019096248.1, XP_010480964.1, XP_010464679.1
OG0009800	AT3G10350.2	XP_010464707.1, XP_010483045.1, XP_010486636.1
OG0009801	AT3G10520.1	XP_010485254.1, XP_010464728.1, XP_010486665.1
OG0009802	AT5G04630.1	XP_010490979.1, XP_010423555.1
OG0009803	AT1G66245.1	XP_010513585.1, XP_010470499.1, XP_010415169.1
OG0009804	AT3G10680.1	XP_010486683.1, XP_010493783.1, XP_010464748.1, XP_019092849.1
OG0009805	AT3G10870.1	XP_010486708.1, XP_010491291.1, XP_010464778.1
OG0009806	AT3G10960.1	XP_010490154.1, XP_010486718.1
OG0009807	AT3G11040.3, AT3G61010.1	XP_019101166.1, XP_010464801.1, XP_010486748.1
OG0009808	AT3G11430.1	XP_010486795.1, XP_010495717.1, XP_010464845.1
OG0009809	AT3G11490.1	XP_010464860.1, XP_010496221.1
OG0009810	AT3G11890.2, AT3G11860.1	XP_010486854.1, XP_010498187.1, XP_010464917.1
OG0009811	AT3G11960.1	XP_010498325.1, XP_010486871.1, XP_010464941.1
OG0009812	AT3G11980.1	XP_010498364.1, XP_010464945.1, XP_010486875.2
OG0009813	AT3G12050.1	XP_010486888.1, XP_010464956.1, XP_010498462.1
OG0009814	AT3G12150.1	XP_010464967.1, XP_010498659.1, XP_010486909.1
OG0009815	AT3G12210.2	XP_010498739.1, XP_010486915.1, XP_010464972.1
OG0009816	AT3G12290.1	XP_010486927.1, XP_010464993.1, XP_010498863.1
OG0009817	AT3G12360.1	XP_010465006.1, XP_010486937.1, XP_010498952.1
OG0009818	AT3G12560.1	XP_010486979.1, XP_010465029.1, XP_010499156.1
OG0009819	AT4G10100.1	XP_019090135.1
OG0009820	AT3G12710.1	XP_010465048.1, XP_010486996.1, XP_010499388.1
OG0009821	AT2G07640.1, AT3G12800.1	XP_010499495.1, XP_010487005.1, XP_010465060.1
OG0009822	AT3G12820.1	XP_010487009.1, XP_010499552.1, XP_010465061.1
OG0009823	AT3G12980.1	XP_010465084.1, XP_010418930.1, XP_010487036.1
OG0009824	AT3G13060.2	XP_010499876.1, XP_010465106.1, XP_010487047.1
OG0009825	AT3G13065.1	XP_010499921.1, XP_010465107.1, XP_010487048.1
OG0009826	AT3G13070.1	XP_010487053.1, XP_010465109.1, XP_010499942.1
OG0009827	AT3G13227.1	XP_010487072.1, XP_010497189.1, XP_010465142.1
OG0009828	AT3G13235.1	XP_010465154.1, XP_010500284.1
OG0009829	AT3G13360.2	XP_019101517.1, XP_010465167.1, XP_019096565.1
OG0009830	AT3G13540.1	XP_010500684.1, XP_010465196.1, XP_010487115.1
OG0009831	AT3G13620.1	XP_010500780.1, XP_010468155.1
OG0009832	AT3G13740.3	XP_010487144.1, XP_010465235.1, XP_010501122.1
OG0009833	AT3G13750.1	XP_010465236.1, XP_010501131.1, XP_010487145.1
OG0009834	AT3G14075.1	XP_010487193.1, XP_010501604.1, XP_010465288.1
OG0009835	AT3G14220.1	XP_010487222.1, XP_010501784.1, XP_010465315.1
OG0009836	AT3G14240.1	XP_010501809.1, XP_010465317.1, XP_010487224.1
OG0009837	AT3G14260.1	XP_010468165.2, XP_010489828.2, XP_010501814.1
OG0009838	AT3G14270.1	XP_010465319.1, XP_010487226.1
OG0009839	AT5G42180.1	XP_010442190.1, XP_010494150.1
OG0009840	AT3G14350.1	XP_010465325.1, XP_010501850.1
OG0009841	AT3G14430.1	XP_019101804.1, XP_019092617.1, XP_019096868.1
OG0009842	AT3G14740.2	XP_019096144.1, XP_010502051.1, XP_019092597.1
OG0009843	AT3G15110.1	XP_010502493.1, XP_010487326.1, XP_010465452.1
OG0009844	AT3G15115.1	XP_010487327.1, XP_010502504.1, XP_010465453.1
OG0009845	AT4G26730.1, AT2G16030.1	XP_010433446.1, XP_010448218.1, XP_010438704.1
OG0009846	AT3G15260.1	XP_010487347.1, XP_010502701.1, XP_010465476.1
OG0009847	AT3G15270.1	XP_010502692.1, XP_010487346.1, XP_010465475.1
OG0009848	AT3G15300.1	XP_010502738.1, XP_010487350.1, XP_010465479.1
OG0009849	AT3G15353.1	XP_019102000.1, XP_019096220.1, XP_010465497.1
OG0009850	AT3G15550.1	XP_010503155.1, XP_010465527.1, XP_010487382.1
OG0009851	AT3G15840.1	XP_010465576.1, XP_010487425.1, XP_010503513.1
OG0009852	AT3G16130.1	XP_019102156.1, XP_019092586.1, XP_019096270.1
OG0009853	AT3G16150.1	XP_010465623.1, XP_010503884.1, XP_010487465.1
OG0009854	AT3G16170.1	XP_010487468.1, XP_010465627.1, XP_010503906.1
OG0009855	AT3G16210.1	XP_010487472.1, XP_010465634.1
OG0009856	AT3G16320.1	XP_010487487.1, XP_010504139.1, XP_010465654.1
OG0009857	AT3G16370.1	XP_010465660.1, XP_010504217.1, XP_010487495.1
OG0009858	AT3G16850.1	XP_010504717.1, XP_010487555.1, XP_010465709.1
OG0009859	AT3G16857.2	XP_010504728.1, XP_010487556.1, XP_010465710.1
OG0009860	AT3G17210.1	XP_010487595.1, XP_010505132.1, XP_010465748.1
OG0009861	AT4G27570.1, AT4G27560.1	XP_010445097.2, XP_010448115.1, XP_010433351.1
OG0009862	AT3G17810.1	XP_010465839.1, XP_010487677.1
OG0009863	AT3G17900.1	XP_010506097.1, XP_010487691.1, XP_010465853.1
OG0009864	AT3G18050.1	XP_010487719.1, XP_010506313.1, XP_010465880.1
OG0009865	AT3G49500.1	XP_010503608.1, XP_019084821.1, XP_019102296.1
OG0009866	AT3G18260.1	XP_010487741.1, XP_010506647.1, XP_010465914.1
OG0009867	AT3G18290.1	XP_010465918.1, XP_010506712.1, XP_010487744.1
OG0009868	AT2G02370.1	XP_010425013.1, XP_010514009.1, XP_010502250.1
OG0009869	AT3G18380.2	XP_010506846.1, XP_010487758.1, XP_010465930.1
OG0009870	AT3G18420.1	XP_010506898.1, XP_010487768.1, XP_010465942.1
OG0009871	AT3G18510.1	XP_019096216.1, XP_019092116.1, XP_019102550.1
OG0009872	AT3G18560.1	XP_010465963.1, XP_010487781.1, XP_010506990.1, XP_010497524.1
OG0009873	AT3G18620.1	XP_010487785.1, XP_010465971.1, XP_010507042.1
OG0009874	AT3G18660.2	XP_010465976.1, XP_010487789.1, XP_010507061.1
OG0009875	AT3G18790.1	XP_010465993.1, XP_010507145.1
OG0009876	AT3G18960.1, AT4G01580.1	XP_010487826.1, XP_010466029.1
OG0009877	AT3G19010.1	XP_010466038.1, XP_010487831.1
OG0009878	AT3G19050.1	XP_010489930.1, XP_010507393.1, XP_019092244.1
OG0009879	AT3G19090.2	XP_010507427.1, XP_010466043.1, XP_010487835.1
OG0009880	AT3G19160.1	XP_010489934.1, XP_010419888.1, XP_010468282.1
OG0009881	AT2G01180.3	XP_019099955.1, XP_010424853.1
OG0009882	AT3G19500.1	XP_010487895.1, XP_010507790.1, XP_010466099.1
OG0009883	AT3G19510.1	XP_010507796.1, XP_010487897.1, XP_010466095.1
OG0009884	AT3G19650.1	XP_010507888.1, XP_010487910.1, XP_010466121.1
OG0009885	AT3G19670.1	XP_019097112.1, XP_010466124.1, XP_010507899.1
OG0009886	AT3G19850.1	XP_010466148.1, XP_010487937.1, XP_010508120.1
OG0009887	AT1G11800.1	XP_010493338.1, XP_010476118.1, XP_010458587.1
OG0009888	AT3G19970.1	XP_010508311.1, XP_010466167.1, XP_010487955.1
OG0009889	AT3G20190.1	XP_010487987.1
OG0009890	AT3G20200.1	XP_010508613.1, XP_010489966.1, XP_019096251.1
OG0009891	AT3G20260.1	XP_010466208.1, XP_010508706.1, XP_010487996.1
OG0009892	AT3G20320.1	XP_010488003.1, XP_010508787.1, XP_010466217.1
OG0009893	AT3G20660.1	XP_010466268.1, XP_010509193.1, XP_010488051.1, XP_010488054.1
OG0009894	AT3G20880.1	XP_019096225.1, XP_019092955.1
OG0009895	AT5G39220.1	XP_010450832.1, XP_010435823.1
OG0009896	AT5G38865.1	XP_010441015.1, XP_010435796.1, XP_010450860.1
OG0009897	AT2G24490.1	XP_010429427.1, XP_010417207.1, XP_010472457.1
OG0009898	AT5G38660.2	XP_010450883.1, XP_010440989.1, XP_010435779.1
OG0009899	AT5G38530.1	XP_010440970.1, XP_010450898.1
OG0009900	AT5G38200.1	XP_010435720.1, XP_010450955.1
OG0009901	AT5G37380.1	XP_010450492.1, XP_010440846.1, XP_010435569.1
OG0009902	AT5G36890.1	XP_010467338.1, XP_019084054.1, XP_019092353.1, XP_019086608.1
OG0009903	AT5G36790.1, AT5G36700.1	XP_010440793.1, XP_010435508.1, XP_010450448.1
OG0009904	AT5G47830.1	XP_010482035.1, XP_010445932.1, XP_010439034.1
OG0009905	AT3G23430.1	XP_010488399.1, XP_010466678.1
OG0009906	AT3G23410.1	XP_010512451.1, XP_010488398.1, XP_010466677.1
OG0009907	AT3G23130.1	XP_010488353.1, XP_010466623.1, XP_010512086.1, XP_010468404.1
OG0009908	AT3G22942.1	XP_010488328.1, XP_010511917.1, XP_010466588.1
OG0009909	AT2G20860.1	XP_010467759.1, XP_010488982.1
OG0009910	AT3G22780.1	XP_010488309.1, XP_010511676.1, XP_019092756.1
OG0009911	AT3G22420.3	XP_010466521.1, XP_010488267.1, XP_010511322.1
OG0009912	AT3G22300.1	XP_010466509.1, XP_010488253.1, XP_010511234.1
OG0009913	AT3G22260.2	XP_010466500.1, XP_010488245.1, XP_010511146.1
OG0009914	AT3G22070.1	XP_010488219.1, XP_010466472.1, XP_010510878.1
OG0009915	AT3G29040.1	XP_010502957.1, XP_010430872.1
OG0009916	AT3G21890.1	XP_010466453.1, XP_010488212.1, XP_010510772.1
OG0009917	AT3G21880.2	XP_010466454.1, XP_010488213.1, XP_019082952.1
OG0009918	AT3G21820.1	XP_010510704.1, XP_010488205.1, XP_010466447.1
OG0009919	AT3G21720.1	XP_010466429.1, XP_010510529.1, XP_010488192.1
OG0009920	AT3G21490.1	XP_010510281.1, XP_010466390.1, XP_010488162.1
OG0009921	AT3G21330.1	XP_010466371.1, XP_010488147.1, XP_010510125.1
OG0009922	AT4G30370.1	XP_010438187.1, XP_010432993.1, XP_010447726.1
OG0009923	AT4G30320.1	XP_010438193.1, XP_010433001.1, XP_010447736.1
OG0009924	AT5G51510.1	XP_010442656.1, XP_010443385.1
OG0009925	AT4G30060.1	XP_010433033.1, XP_010447776.1, XP_010438226.1
OG0009926	AT4G29940.1	XP_010438239.1, XP_010447789.1, XP_010433046.1
OG0009927	AT1G66330.1	XP_010511558.1, XP_010415173.1, XP_010470504.1
OG0009928	AT1G64970.1	XP_010482058.1, XP_010439382.1, XP_010471311.1
OG0009929	AT1G65440.1	XP_010415081.1, XP_019093830.1
OG0009930	AT1G54440.2	XP_010515250.1, XP_019096537.1, XP_010467494.1
OG0009931	AT5G18970.1	XP_010454154.1, XP_010420678.1, XP_010496742.1
OG0009932	AT5G18910.1	XP_010454141.1, XP_010492930.1
OG0009933	AT5G30510.1	XP_010494128.1, XP_010455216.1, XP_010421722.1
OG0009934	AT5G28750.1	XP_010455196.1, XP_010421703.1, XP_010495580.1
OG0009935	AT5G28770.2	XP_010421705.1, XP_010494111.1, XP_010455198.1
OG0009936	AT5G28830.1	XP_010455213.1, XP_010494112.1
OG0009937	AT5G48970.1	XP_010482181.1
OG0009938	AT5G48960.1	XP_010442346.1, XP_010439871.1, XP_010482172.1
OG0009939	AT5G50340.1	XP_010442516.1, XP_010442003.1
OG0009940	AT3G52190.1	XP_010515673.1, XP_010503949.1, XP_010426827.1
OG0009941	AT3G52115.1	XP_010426809.1, XP_010503928.1, XP_010515659.1
OG0009942	AT3G52100.1	XP_010412731.2, XP_010503924.1, XP_019084845.1
OG0009943	AT3G52060.1	XP_010426800.1, XP_010503920.1, XP_010515652.1
OG0009944	AT3G51895.2	XP_010503899.1, XP_010515628.1, XP_010426769.1
OG0009945	AT3G51490.2	XP_010515555.1, XP_010426703.1, XP_010503840.1
OG0009946	AT3G51380.1	XP_010426695.1, XP_010515549.1, XP_010503832.1
OG0009947	AT3G51280.1	XP_010515530.1, XP_010426680.1, XP_010503819.1
OG0009948	AT3G51220.1	XP_010515518.1, XP_010426666.1, XP_010503807.1
OG0009949	AT1G02145.3	XP_019098013.1, XP_010496471.1, XP_010496684.1
OG0009950	AT1G02080.1	XP_010496448.1, XP_019098039.1
OG0009951	AT1G02065.1	XP_010480322.1, XP_010496481.1, XP_019096728.1
OG0009952	AT1G02020.1	XP_010497685.1, XP_010457048.1, XP_010457046.1, XP_010474833.1
OG0009953	AT1G01650.1	XP_010474771.1, XP_010480022.1
OG0009954	AT1G01580.2	XP_010480116.1, XP_010474762.1, XP_010457106.1
OG0009955	AT4G31500.1	XP_010447503.1, XP_010438031.2
OG0009956	AT1G01310.1	XP_010474723.1, XP_010480399.1, XP_010457138.1
OG0009957	AT1G01250.1	XP_010457145.1, XP_010480467.1, XP_010474716.1
OG0009958	AT1G01190.2	XP_010480585.1, XP_010457158.1, XP_010474708.1
OG0009959	AT1G01120.1	XP_010474700.1, XP_010480647.1
OG0009960	AT1G01060.1	XP_010457176.1, XP_010474690.1, XP_010480692.1
OG0009961	AT1G02400.1	XP_010457215.1, XP_010480945.1, XP_010474653.1
