Orthogroup	Arabidopsis_thaliana	Raphanus_sativus
OG0006039	AT1G12080.2	XP_018466694.1, XP_018447512.1
OG0006040	AT1G17090.1	XP_018449588.1, XP_018450956.1, XP_018488804.1
OG0006041	AT1G26600.2	XP_018460432.1, XP_018450077.1, XP_018487427.1, XP_018461212.1, XP_018437673.1
OG0006042	AT1G25370.1	XP_018448074.1, XP_018448080.1, XP_018491392.1
OG0006043	AT1G25280.1	XP_018438921.1, XP_018451762.1, XP_018432597.1
OG0006045	AT1G43610.1, AT1G43600.1	XP_018474123.1
OG0006046	AT1G56415.1	XP_018438812.1
OG0006047	AT3G10410.1	XP_018432622.1, XP_018491372.1, XP_018439650.1
OG0006049	AT2G01150.2	XP_018436723.1, XP_018461650.1, XP_018436992.1, XP_018453274.1
OG0006050	AT2G04038.1	XP_018437634.1, XP_018481694.1, XP_018458396.1, XP_018455018.1
OG0006051	AT2G10440.1	XP_018478246.1, XP_018438730.1, XP_018455522.1, XP_018454094.1
OG0006053	AT3G50570.2	XP_018437200.1
OG0006055	AT4G18510.1	XP_018450191.1, XP_018464518.1, XP_018482481.1, XP_018460606.1, XP_018482480.1
OG0006056	AT4G18150.1	XP_018471408.1
OG0006057	AT5G43290.1	XP_018464688.1, XP_018455514.1
OG0006058	AT5G48905.1	XP_018479356.1, XP_018475665.1, XP_018475666.1, XP_018454044.1, XP_018490569.1
OG0006059	AT5G53010.1	XP_018474173.1, XP_018472957.1, XP_018474174.1
OG0006060	ATCG01110.1	YP_009046971.1
OG0006061	AT2G04622.1, AT3G03828.1	XP_018458370.1
OG0006061	AT3G03826.1	XP_018488328.1
OG0006062	AT2G24000.1	XP_018440596.1
OG0006075	AT4G30460.1	XP_018457145.1, XP_018481003.1
OG0006076	AT4G30600.1	XP_018471167.1, XP_018461848.1, XP_018480489.1
OG0006077	AT4G30630.1	XP_018480501.1, XP_018454951.1
OG0006078	AT4G23030.1	XP_018482813.1, XP_018470469.1
OG0006079	AT3G47380.1	XP_018438008.1
OG0006081	AT3G48140.1	XP_018487042.1, XP_018439982.1
OG0006082	AT2G01080.1	XP_018439270.1, XP_018441436.1
OG0006083	AT2G01120.2	XP_018464397.1, XP_018441331.1
OG0006084	AT2G01450.1	XP_018456904.1, XP_018484340.1, XP_018440010.1
OG0006085	AT2G01480.1	XP_018462605.1, XP_018478209.1, XP_018433157.1
OG0006086	AT5G18130.1	XP_018472613.1, XP_018442943.1
OG0006087	AT2G27190.1	XP_018483314.1
OG0006088	AT5G17690.3	XP_018446134.1, XP_018446135.1, XP_018466348.1
OG0006089	AT5G17580.2	XP_018459148.1
OG0006090	AT5G17160.1	XP_018445123.1, XP_018472966.1, XP_018467650.1, XP_018470948.1
OG0006091	AT5G17070.1	XP_018470950.1, XP_018479343.1, XP_018474547.1, XP_018458850.1
OG0006092	AT1G61630.1	XP_018467276.1
OG0006093	AT3G18550.3	XP_018439441.1
OG0006094	AT5G16390.1	XP_018475803.1, XP_018467113.1, XP_018447413.1
OG0006095	AT5G16280.1	XP_018476749.1, XP_018461361.1, XP_018445908.1, XP_018446324.1
OG0006096	AT5G16170.1	XP_018462579.1, XP_018445347.1, XP_018475003.1
OG0006097	AT5G15770.1	XP_018449962.1, XP_018442655.1, XP_018446250.1
OG0006098	AT3G28960.1	XP_018463891.1, XP_018437497.1, XP_018437558.1
OG0006099	AT5G15680.1	XP_018476004.1, XP_018470198.1
OG0006100	AT5G15630.1	XP_018453246.1, XP_018474607.1, XP_018472663.1
OG0006101	AT5G15580.1	XP_018445962.1, XP_018471051.1
OG0006102	AT5G15400.1	XP_018471055.1, XP_018445788.1
OG0006103	AT5G15350.1	XP_018476991.1, XP_018476990.1, XP_018442896.1
OG0006104	AT5G15310.1	XP_018443122.1, XP_018475579.1, XP_018471012.1
OG0006105	AT5G15190.1	XP_018474727.1, XP_018475369.1, XP_018444861.1
OG0006106	AT3G05680.1	XP_018490802.1, XP_018490938.1, XP_018488280.1, XP_018490806.1
OG0006107	AT4G30270.1	XP_018447552.1, XP_018464179.1, XP_018448544.1
OG0006108	AT2G19950.2	XP_018454363.1, XP_018452433.1
OG0006109	AT4G12130.1	XP_018452946.1, XP_018461046.1, XP_018476922.1
OG0006110	AT5G14720.1	XP_018471660.1, XP_018446429.1
OG0006111	AT5G14710.1	XP_018471661.1, XP_018472971.1, XP_018474948.1
OG0006112	AT5G28740.1	XP_018464916.1, XP_018464917.1
OG0006113	AT2G01430.1	XP_018481701.1, XP_018437349.1, XP_018455112.1, XP_018455149.1
OG0006114	AT5G14360.1	XP_018473710.1, XP_018473711.1, XP_018448213.1, XP_018466856.1
OG0006115	AT5G14340.1	XP_018473706.1, XP_018473707.1, XP_018444880.1
OG0006116	AT5G14320.1	XP_018473709.1, XP_018446555.1, XP_018473708.1
OG0006117	AT5G37350.1, AT2G24990.1	XP_018461468.1, XP_018477822.1
OG0006118	AT5G13820.1	XP_018452586.1, XP_018460997.1, XP_018473297.1, XP_018456552.1
OG0006119	AT5G13730.1	XP_018448811.1, XP_018442843.1, XP_018465575.1
OG0006120	AT5G13530.1	XP_018475743.1
OG0006121	AT5G13480.2	XP_018471176.1, XP_018476271.1
OG0006122	AT5G13470.1	XP_018468226.1, XP_018445466.1
OG0006123	AT5G13290.2	XP_018445367.1
OG0006124	AT5G13250.1	XP_018475034.1, XP_018445358.1
OG0006125	AT5G12990.1	XP_018444808.1, XP_018469181.1, XP_018475578.1
OG0006126	AT5G12930.1	XP_018468299.1, XP_018468289.1, XP_018474602.1
OG0006127	AT5G12470.1	XP_018476839.1, XP_018444580.1, XP_018444545.1
OG0006128	AT5G12440.10	XP_018446414.1, XP_018446103.1
OG0006129	AT5G12410.1	XP_018473410.1, XP_018473424.1, XP_018442694.1, XP_018442682.1
OG0006130	AT5G11790.1	XP_018462095.1, XP_018473517.1, XP_018471133.1
OG0006131	AT5G11500.1	XP_018445431.1, XP_018442445.1, XP_018491403.1
OG0006132	AT5G11240.1	XP_018446520.1, XP_018450645.1
OG0006133	AT5G10050.1	XP_018476854.1
OG0006134	AT5G09600.1, AT4G32210.1	XP_018471160.1, XP_018446453.1
OG0006135	AT5G08660.1	XP_018471178.1, XP_018445579.1
OG0006136	AT5G08620.1	XP_018446139.1
OG0006137	AT5G08530.1	XP_018474511.1, XP_018446154.1
OG0006138	AT5G08370.1	XP_018473053.1
OG0006139	AT5G08290.1	XP_018445875.1, XP_018473556.1
OG0006140	AT5G08150.1	XP_018444923.1, XP_018469206.1
OG0006141	AT5G07890.1	XP_018476996.1, XP_018476997.1, XP_018442868.1
OG0006142	AT5G07670.1	XP_018446939.1, XP_018449516.1
OG0006143	AT4G02980.1	XP_018453091.1, XP_018453044.1, XP_018473263.1
OG0006144	AT4G03020.1	XP_018472706.1, XP_018457848.1
OG0006145	AT4G03100.1	XP_018475742.1
OG0006146	AT4G03220.1	XP_018455106.1
OG0006147	AT4G03250.1	XP_018465805.1, XP_018457400.1
OG0006148	AT4G03260.1	XP_018456769.1, XP_018476544.1, XP_018476404.1
OG0006149	AT4G03290.1	XP_018455191.1
OG0006150	AT4G25130.1	XP_018484620.1, XP_018484600.1, XP_018472015.1, XP_018471978.1
OG0006151	AT4G24990.1	XP_018472244.1, XP_018447554.1
OG0006152	AT2G27040.1	XP_018485102.1, XP_018477050.1, XP_018436555.1, XP_018436253.1, XP_018439696.1
OG0006153	AT2G27080.1	XP_018477154.1, XP_018474783.1
OG0006154	AT2G27310.1	XP_018466851.1, XP_018474544.1, XP_018444397.1
OG0006155	AT2G27460.1	XP_018440862.1, XP_018485225.1, XP_018478871.1
OG0006156	AT2G27775.2	XP_018438319.1
OG0006157	AT2G28085.1	XP_018475396.1, XP_018475332.1, XP_018438315.1
OG0006158	AT2G28180.1	XP_018479832.1, XP_018479816.1, XP_018479815.1
OG0006159	AT4G09070.1, AT2G28230.1	XP_018434595.1
OG0006160	AT2G28390.1	XP_018433726.1, XP_018438392.1, XP_018473895.1, XP_018473897.1
OG0006161	AT2G28440.1	XP_018441831.1, XP_018438393.1, XP_018467454.1
OG0006162	AT2G28710.1	XP_018437975.1, XP_018481891.1, XP_018475222.1
OG0006163	AT1G71950.1	XP_018463201.1, XP_018468192.1, XP_018452477.1
OG0006164	AT2G29420.1	XP_018478124.1, XP_018478076.1
OG0006165	AT2G29530.3	XP_018436953.1, XP_018460788.1, XP_018481186.1
OG0006167	AT2G29640.1	XP_018436263.1
OG0006168	AT2G30020.1	XP_018441563.1, XP_018477824.1, XP_018473426.1
OG0006169	AT2G30230.1	XP_018480958.1, XP_018475150.1, XP_018438043.1
OG0006170	AT2G30340.2	XP_018433132.1, XP_018481717.1, XP_018485159.1
OG0006171	AT2G30350.2	XP_018479844.1, XP_018485158.1, XP_018472954.1
OG0006172	AT2G30395.1	XP_018482543.1, XP_018438432.1
OG0006173	AT2G30700.1	XP_018485351.1
OG0006174	AT2G30860.1	XP_018472765.1, XP_018483621.1
OG0006175	AT2G30920.1	XP_018480453.1
OG0006176	AT2G30970.1	XP_018477457.1, XP_018441334.1
OG0006177	AT2G31570.1	XP_018475762.1, XP_018434378.1
OG0006178	AT2G31600.1	XP_018475763.1
OG0006179	AT2G31790.1	XP_018433020.1, XP_018483216.1
OG0006180	AT2G31810.1	XP_018433765.1, XP_018483219.1, XP_018472531.1
OG0006181	AT2G32550.2	XP_018436327.1, XP_018475570.1, XP_018475588.1
OG0006182	AT2G32520.2	XP_018438833.1
OG0006183	AT2G32400.1	XP_018484884.1, XP_018476697.1, XP_018440327.1
OG0006184	AT2G32230.1	XP_018433480.1
OG0006185	AT2G32960.1	XP_018434735.1, XP_018484170.1
OG0006186	AT5G43320.1	XP_018456943.1, XP_018456940.1, XP_018441991.1
OG0006187	AT3G23530.1, AT3G23510.1	XP_018491472.1
OG0006188	AT5G43860.1	XP_018441738.1
OG0006189	AT5G43940.2	XP_018457799.1, XP_018485206.1
OG0006190	AT5G43990.2	XP_018441034.1, XP_018484161.1, XP_018461692.1
OG0006191	AT5G44070.1	XP_018484828.1, XP_018434074.1
OG0006192	AT4G25315.1	XP_018478424.1, XP_018455012.1
OG0006193	AT1G47550.2	XP_018440245.1
OG0006194	AT1G46264.1	XP_018445529.1, XP_018486637.1, XP_018449180.1
OG0006195	AT1G27740.1	XP_018489315.1, XP_018450222.1
OG0006196	AT1G27910.1	XP_018451361.1
OG0006197	AT1G28310.2	XP_018491104.1, XP_018447882.1, XP_018469654.1
OG0006198	AT1G28510.1	XP_018465137.1, XP_018463740.1, XP_018489604.1
OG0006199	AT1G28520.1	XP_018438981.1, XP_018440222.1, XP_018448021.1, XP_018463741.1
OG0006200	AT1G28815.1	XP_018451851.1, XP_018451836.1, XP_018489006.1
OG0006201	AT1G29195.1	XP_018488751.1, XP_018450379.1, XP_018449577.1
OG0006202	AT1G29290.1	XP_018449703.1, XP_018465600.1
OG0006203	AT1G29330.1	XP_018447066.1, XP_018447070.1, XP_018450293.1, XP_018493060.1, XP_018468704.1
OG0006204	AT1G29760.1	XP_018449440.1, XP_018474400.1, XP_018463647.1
OG0006205	AT1G29960.1, AT1G23465.1	XP_018445947.1
OG0006206	AT1G30050.1	XP_018449836.1, XP_018486578.1
OG0006207	AT1G30080.1	XP_018449585.1, XP_018449579.1, XP_018480689.1
OG0006208	AT1G30190.1	XP_018486689.1, XP_018485916.1
OG0006209	AT1G30320.1	XP_018450599.1, XP_018450788.1, XP_018490721.1
OG0006210	AT1G30380.1	XP_018447747.1, XP_018447726.1
OG0006211	AT1G30440.1	XP_018488918.1, XP_018438377.1, XP_018482128.1
OG0006212	AT1G30473.1	XP_018474688.1, XP_018474700.1
OG0006213	AT1G31310.1	XP_018489666.1, XP_018489614.1
OG0006214	AT1G31812.1	XP_018467742.1, XP_018451289.1, XP_018451291.1
OG0006215	AT1G32080.1	XP_018457661.1, XP_018486680.1
OG0006216	AT5G64300.1	XP_018457785.1, XP_018492946.1
OG0006217	AT1G32230.1	XP_018445870.1, XP_018451278.1, XP_018459301.1
OG0006219	AT2G02860.1	XP_018461251.1, XP_018461249.1, XP_018478455.1, XP_018435148.1, XP_018462378.1
OG0006220	AT2G03440.1	XP_018478530.1, XP_018434258.1
OG0006221	AT2G03510.1	XP_018454479.1, XP_018452630.1, XP_018435695.1
OG0006222	AT3G18240.1, AT4G21460.2	XP_018432595.1, XP_018432593.1
OG0006223	AT5G66840.1	XP_018457858.1, XP_018459869.1
OG0006224	AT5G66870.1	XP_018439148.1, XP_018459866.1
OG0006225	AT5G67420.1	XP_018454565.1, XP_018436481.1, XP_018433951.1
OG0006226	AT5G67620.1	XP_018435554.1, XP_018487233.1
OG0006227	AT5G65870.1	XP_018437471.1, XP_018491207.1, XP_018491206.1
OG0006228	AT5G65590.1	XP_018488802.1
OG0006229	AT5G65530.1	XP_018488462.1, XP_018490554.1, XP_018466250.1, XP_018435005.1
OG0006230	AT5G65500.2	XP_018457509.1, XP_018492135.1, XP_018488453.1
OG0006231	AT5G65310.1	XP_018441050.1, XP_018493585.1
OG0006232	AT5G65170.1	XP_018434926.1, XP_018485670.1
OG0006233	AT5G65120.1	XP_018486537.1, XP_018455440.1, XP_018455438.1
OG0006234	AT5G65000.1	XP_018454595.1, XP_018454554.1, XP_018490505.1, XP_018493201.1
OG0006235	AT5G64905.1	XP_018435559.1
OG0006236	AT5G64810.1	XP_018452360.1, XP_018437665.1, XP_018493549.1
OG0006237	AT5G64680.3	XP_018435720.1, XP_018436665.1
OG0006238	AT5G64270.1	XP_018456331.1, XP_018461892.1, XP_018485986.1
OG0006239	AT5G64080.1	XP_018436787.1, XP_018466644.1, XP_018488476.1
OG0006240	AT5G63970.1	XP_018434835.1, XP_018466051.1, XP_018492758.1
OG0006241	AT5G63860.1	XP_018452191.1, XP_018485876.1
OG0006242	AT5G63550.2	XP_018456442.1, XP_018488144.1, XP_018488471.1
OG0006243	AT5G63110.1	XP_018466012.1, XP_018457671.1, XP_018492345.1
OG0006244	AT5G63010.1	XP_018486482.1, XP_018492664.1
OG0006245	AT5G62960.1	XP_018493140.1, XP_018493141.1, XP_018452511.1
OG0006246	AT2G34980.1	XP_018436804.1, XP_018466576.1
OG0006247	AT5G62810.1	XP_018493012.1, XP_018492921.1, XP_018452032.1
OG0006248	AT5G62790.2	XP_018452610.1, XP_018485735.1, XP_018485724.1
OG0006249	AT1G54770.1, AT5G30495.1	XP_018461284.1, XP_018454514.1
OG0006250	AT5G62600.1	XP_018452177.1, XP_018490327.1, XP_018461746.1
OG0006251	AT5G62580.1	XP_018456306.1, XP_018467157.1, XP_018461744.1
OG0006252	AT5G62390.1	XP_018471600.1, XP_018461629.1, XP_018493089.1
OG0006253	AT5G62350.1	XP_018485808.1, XP_018434250.1, XP_018462432.1
OG0006254	AT5G62260.1	XP_018434366.1, XP_018454477.1, XP_018486880.1
OG0006255	AT5G62240.1	XP_018488148.1, XP_018454089.1
OG0006256	AT5G62190.1	XP_018457739.1, XP_018439912.1
OG0006257	AT5G61620.1	XP_018461292.1, XP_018481580.1
OG0006258	AT5G61290.1	XP_018460508.1
OG0006259	AT5G61230.1	XP_018456469.1, XP_018466698.1, XP_018488993.1
OG0006261	AT5G60980.2	XP_018492469.1, XP_018452269.1
OG0006262	AT5G60970.1	XP_018488994.1, XP_018455057.1, XP_018437652.1
OG0006263	AT5G60950.1	XP_018455136.1, XP_018437648.1, XP_018490902.1
OG0006264	AT5G23080.1	XP_018484201.1, XP_018465376.1, XP_018457258.1
OG0006265	AT5G23290.1	XP_018484145.1, XP_018484128.1, XP_018456990.1, XP_018455606.1
OG0006266	AT5G23300.1	XP_018484142.1, XP_018484126.1, XP_018456987.1, XP_018454075.1
OG0006267	AT5G23530.1	XP_018456044.1, XP_018444288.1, XP_018478841.1
OG0006268	AT5G23630.1	XP_018439505.1, XP_018455969.1
OG0006269	AT5G24110.1	XP_018462229.1, XP_018454829.1, XP_018481348.1
OG0006270	AT5G24120.1	XP_018478471.1, XP_018478472.1, XP_018452621.1
OG0006271	AT5G24800.1	XP_018464015.1, XP_018439024.1, XP_018483928.1
OG0006272	AT5G24810.2	XP_018439015.1, XP_018464017.1, XP_018483927.1
OG0006273	AT5G25160.1	XP_018465704.1, XP_018464068.1, XP_018435112.1, XP_018459218.1
OG0006274	AT5G25510.1	XP_018483157.1, XP_018457915.1, XP_018441174.1
OG0006275	AT5G25800.2	XP_018458422.1, XP_018478445.1
OG0006276	AT5G25810.1	XP_018460132.1, XP_018478352.1, XP_018456156.1, XP_018454728.1
OG0006277	AT5G25830.1	XP_018456159.1, XP_018460134.1, XP_018460135.1, XP_018478673.1
OG0006278	AT5G26170.1	XP_018483378.1
OG0006279	AT5G19460.1, AT5G19470.2	XP_018442354.1
OG0006280	AT5G19390.1	XP_018470752.1, XP_018470753.1, XP_018443952.1
OG0006281	AT5G19700.1	XP_018469782.1, XP_018444689.1
OG0006282	AT5G19900.1	XP_018476717.1, XP_018446262.1
OG0006283	AT5G20040.3	XP_018467979.1, XP_018468442.1, XP_018475604.1
OG0006284	AT5G20180.1	XP_018476785.1, XP_018476772.1, XP_018476774.1, XP_018468609.1
OG0006285	AT5G49450.1	XP_018454823.1, XP_018482996.1, XP_018482997.1
OG0006286	AT5G20310.1	XP_018474266.1, XP_018443858.1, XP_018443862.1
OG0006287	AT5G20610.1	XP_018470863.1, XP_018466692.1, XP_018446632.1, XP_018443382.1
OG0006289	AT5G21960.1	XP_018474848.1, XP_018469468.1, XP_018445254.1
OG0006290	AT5G22080.1	XP_018463716.1, XP_018456958.1, XP_018442980.1
OG0006291	AT5G22110.1	XP_018437750.1, XP_018437767.1, XP_018459289.1
OG0006292	AT5G22220.2	XP_018445774.1, XP_018443113.1, XP_018476916.1
OG0006293	AT5G60660.1	XP_018442152.1, XP_018471586.1, XP_018474653.1
OG0006294	AT5G60580.2	XP_018446948.1
OG0006295	AT5G60190.1	XP_018454351.1, XP_018474627.1
OG0006296	AT2G20060.1	XP_018435203.1, XP_018438196.1
OG0006297	AT5G59800.1	XP_018455482.1, XP_018472598.1
OG0006298	AT5G58930.1	XP_018457933.1
OG0006299	AT5G58850.1	XP_018472526.1, XP_018469808.1
OG0006300	AT5G58350.1	XP_018470904.1, XP_018457065.1, XP_018476431.1, XP_018473728.1
OG0006301	AT4G22600.1	XP_018469263.1
OG0006302	AT5G25230.1, AT1G06220.1	XP_018490362.1, XP_018449058.1
OG0006303	AT5G58230.1	XP_018452522.1, XP_018472578.1
OG0006304	AT5G58070.1	XP_018455654.1, XP_018455655.1, XP_018472700.1
OG0006305	AT4G17300.2	XP_018447595.1, XP_018449302.1, XP_018451303.1
OG0006306	AT5G57720.1	XP_018465311.1, XP_018469723.1
OG0006307	AT5G57630.1, AT5G57565.4	XP_018452880.1, XP_018474412.1
OG0006308	AT5G57620.1	XP_018469009.1, XP_018474743.1
OG0006309	AT5G10330.1, AT1G71920.2	XP_018449087.1
OG0006310	AT5G57270.1	XP_018476956.1, XP_018454331.1, XP_018454328.1
OG0006311	AT5G57015.1	XP_018452055.1, XP_018476336.1, XP_018468243.1
OG0006312	AT5G57070.1	XP_018468079.1, XP_018466478.1, XP_018455987.1
OG0006313	AT3G49650.1	XP_018488193.1, XP_018485611.1
OG0006314	AT5G56940.1	XP_018452501.1, XP_018452306.1
OG0006316	AT5G56520.1	XP_018455898.1, XP_018455495.1
OG0006317	AT5G56510.1	XP_018475058.1, XP_018460522.1
OG0006318	AT5G56270.1	XP_018472516.1, XP_018456972.1
OG0006319	AT5G56090.1	XP_018457456.1
OG0006320	AT5G55140.1	XP_018452072.1, XP_018468137.1
OG0006321	AT5G32440.3	XP_018490470.1, XP_018491138.1
OG0006322	AT5G54660.1	XP_018464601.1, XP_018455720.1, XP_018468220.1
OG0006323	AT3G49530.1	XP_018432767.1, XP_018441133.1
OG0006324	AT3G49220.3	XP_018493154.1, XP_018439933.1, XP_018471955.1
OG0006325	AT3G49180.1	XP_018458894.1
OG0006326	AT3G48890.1	XP_018433042.1, XP_018486982.1
OG0006327	AT3G48750.1	XP_018485944.1, XP_018433724.1
OG0006328	AT5G54130.2	XP_018448104.1, XP_018466653.1
OG0006329	AT5G54170.1	XP_018473490.1, XP_018484751.1
OG0006330	AT4G02370.1	XP_018473321.1
OG0006331	AT4G02760.3	XP_018456963.1
OG0006332	AT5G07280.1	XP_018443102.1
OG0006333	AT5G07310.1	XP_018469262.1, XP_018475288.1, XP_018444463.1
OG0006334	AT1G57610.1	XP_018478284.1, XP_018434350.1
OG0006335	AT5G06990.1	XP_018449238.1, XP_018442420.1, XP_018444045.1
OG0006336	AT5G06760.1	XP_018444366.1, XP_018475121.1, XP_018464231.1
OG0006337	AT5G06570.3	XP_018475345.1, XP_018444246.1
OG0006338	AT5G06530.1	XP_018469824.1, XP_018469260.1, XP_018446616.1
OG0006339	AT5G06430.1	XP_018442516.1
OG0006340	AT5G06360.1	XP_018455447.1, XP_018455510.1, XP_018444054.1
OG0006341	AT5G06320.1	XP_018472755.1, XP_018473310.1, XP_018472754.1, XP_018446932.1
OG0006343	AT3G46560.1	XP_018452877.1, XP_018452872.1
OG0006344	AT5G05440.1	XP_018445341.1, XP_018476516.1, XP_018474992.1, XP_018463418.1
OG0006345	AT5G05360.1	XP_018446075.1, XP_018446088.1
OG0006346	AT5G05180.1	XP_018443399.1, XP_018446253.1, XP_018476088.1
OG0006347	AT5G05080.1	XP_018472850.1
OG0006348	AT5G04930.1	XP_018443900.1, XP_018475442.1
OG0006349	AT5G04890.1	XP_018461905.1, XP_018461904.1, XP_018467164.1, XP_018443394.1, XP_018475449.1
OG0006350	AT5G04885.2	XP_018445945.1, XP_018445943.1, XP_018475444.1
OG0006351	AT5G04530.1	XP_018470155.1, XP_018444748.1, XP_018444744.1
OG0006352	AT5G04500.1	XP_018454117.1
OG0006353	AT5G04490.1	XP_018442864.1, XP_018442867.1, XP_018475782.1
OG0006354	AT5G04410.1	XP_018446980.1, XP_018471279.1, XP_018476111.1
OG0006355	AT1G76705.1, AT5G03960.2	XP_018444646.1, XP_018469490.1
OG0006356	AT5G03880.1	XP_018446602.1, XP_018473525.1
OG0006357	AT5G03370.1	XP_018474660.1
OG0006358	AT5G03210.2	XP_018474821.1, XP_018445342.1
OG0006359	AT5G03150.1	XP_018470362.1, XP_018473110.1, XP_018443047.1
OG0006360	AT5G03050.1	XP_018470612.1
OG0006362	AT5G02770.1	XP_018471838.1, XP_018476811.1, XP_018446612.1, XP_018446619.1
OG0006363	AT5G02370.1	XP_018475612.1, XP_018475973.1
OG0006364	AT5G02460.1	XP_018444399.1, XP_018473035.1, XP_018453553.1
OG0006365	AT5G02470.1	XP_018467492.1, XP_018443975.1, XP_018443980.1, XP_018472740.1
OG0006366	AT5G02280.1	XP_018445675.1, XP_018475615.1, XP_018472510.1, XP_018464804.1
OG0006367	AT5G02050.1	XP_018472879.1, XP_018463574.1, XP_018466186.1
OG0006368	AT3G45100.1	XP_018445143.1, XP_018464780.1
OG0006369	AT5G48180.1	XP_018467106.1, XP_018477594.1
OG0006370	AT5G01380.1	XP_018445127.1, XP_018475903.1, XP_018469212.1
OG0006371	AT3G18310.1	XP_018486380.1
OG0006372	AT5G41940.1	XP_018442137.1, XP_018484298.1
OG0006373	AT1G20570.3, AT1G80260.1	XP_018442548.1, XP_018443577.1, XP_018471578.1
OG0006375	AT1G80410.2	XP_018445798.1, XP_018471117.1
OG0006376	AT2G26000.2	XP_018470616.1
OG0006377	AT1G80700.1, AT1G80980.1	XP_018444340.1, XP_018467022.1, XP_018453327.1
OG0006378	AT1G79600.1	XP_018470832.1, XP_018446884.1
OG0006379	AT1G79390.1	XP_018466524.1
OG0006380	AT1G79380.1	XP_018453406.1, XP_018457392.1, XP_018443806.1
OG0006383	AT1G78160.2	XP_018468970.1, XP_018468977.1, XP_018489623.1, XP_018455192.1
OG0006384	AT1G77770.1	XP_018452049.1, XP_018468678.1
OG0006385	AT1G77330.1	XP_018449395.1
OG0006386	AT4G17895.1	XP_018478482.1, XP_018462656.1, XP_018449982.1
OG0006387	AT1G76955.1	XP_018465391.1, XP_018465826.1
OG0006388	AT1G76890.2	XP_018478956.1, XP_018446613.1
OG0006389	AT1G76420.1	XP_018468921.1, XP_018444483.1
OG0006390	AT1G75730.1	XP_018445445.1, XP_018463657.1
OG0006391	AT1G75710.1	XP_018470540.1, XP_018443152.1, XP_018462825.1, XP_018465970.1
OG0006392	AT1G75580.1	XP_018444447.1, XP_018462476.1, XP_018444505.1
OG0006393	AT1G75360.1	XP_018469296.1, XP_018444591.1, XP_018444590.1
OG0006394	AT1G75240.1	XP_018459174.1, XP_018444874.1
OG0006395	AT1G61570.1	XP_018443983.1, XP_018460685.1
OG0006396	AT2G17350.1	XP_018489016.1
OG0006397	AT2G17710.1	XP_018488745.1, XP_018440664.1, XP_018433426.1
OG0006398	AT3G49790.1	XP_018472319.1, XP_018450102.1, XP_018477253.1, XP_018477254.1
OG0006399	AT3G49780.1	XP_018437495.1, XP_018449327.1, XP_018472321.1, XP_018472322.1
OG0006400	AT5G54580.1	XP_018465666.1, XP_018463075.1, XP_018476940.1
OG0006401	AT3G47650.1	XP_018485548.1, XP_018439616.1
OG0006402	AT3G06483.1	XP_018485491.1, XP_018490522.1
OG0006403	AT1G55900.1	XP_018440546.1, XP_018450690.1, XP_018450689.1
OG0006404	AT1G55775.1	XP_018448908.1, XP_018448911.1, XP_018438628.1
OG0006405	AT1G55770.1	XP_018450306.1, XP_018450840.1, XP_018467099.1, XP_018438778.1, XP_018489565.1
OG0006406	AT1G55550.1	XP_018448881.1, XP_018448903.1, XP_018464268.1
OG0006407	AT2G03800.2	XP_018441019.1, XP_018478160.1
OG0006408	AT1G55340.1	XP_018447811.1, XP_018460269.1
OG0006409	AT1G55090.1	XP_018451556.1
OG0006410	AT1G54160.1	XP_018442683.1, XP_018489439.1
OG0006411	AT1G54120.1	XP_018451622.1, XP_018478921.1, XP_018489578.1
OG0006412	AT1G54030.1	XP_018489202.1, XP_018450665.1, XP_018450666.1
OG0006413	AT1G53650.1	XP_018486402.1, XP_018458828.1
OG0006414	AT1G53580.1	XP_018446107.1, XP_018447867.1
OG0006415	AT1G53070.1	XP_018482915.1, XP_018487078.1
OG0006416	AT1G53050.1	XP_018451035.1, XP_018491611.1
OG0006417	AT2G35940.1	XP_018476369.1, XP_018440077.1, XP_018483627.1
OG0006418	AT2G36026.1	XP_018437289.1, XP_018481683.1, XP_018481692.1
