Orthogroup	Arabidopsis_thaliana	Conringia_planisiliqua
OG0012168	AT4G26070.2	CP19_g18034_DN3_SP5_c.t1
OG0012170	AT4G19550.2	CP6_g6859_DN3_SP0_c.t1
OG0012171	AT4G17980.2	CP6_g7026_DN3_SP1_c.t1
OG0012173	AT4G14950.1	CP6_g7417_DN3_SP8_c.t1
OG0012175	AT5G48560.1	CP2_g48774_DN3_SP3_c.t1
OG0012176	AT5G48640.1	CP2_g48763_DN3_SP8_c.t1
OG0012178	AT5G49130.1	CP2_g48721_DN3_SP6_c.t1
OG0012179	AT5G49170.1	CP2_g48719_DN3_SP0_c.t1
OG0012180	AT5G49215.1	CP2_g48714_DN3_SP3_c.t1
OG0012181	AT5G50590.1, AT5G50690.1	CP8_g52918_DN3_SP2_c.t1
OG0012182	AT5G52020.1	CP8_g53144_DN3_SP0_c.t1
OG0012183	AT5G54060.1	CP8_g53377_DN3_SP0_c.t1
OG0012184	AT5G62120.1	CP2_g48093_DN3_SP0_c.t1
OG0012191	AT3G28216.1	CP2_g50500_DN3_SP0_c.t1
OG0012208	AT4G27250.1	CP5_g1288_DN3_SP1_c.t1
OG0012209	AT4G30510.1	CP5_g947_DN3_SP8_c.t1
OG0012210	AT4G30610.1	CP5_g938_DN3_SP8_c.t1
OG0012211	AT3G46510.1	CP3_g14756_DN3_SP8_c.t1
OG0012212	AT3G42630.1	CP3_g14725_DN3_SP0_c.t1
OG0012213	AT3G48560.1	CP3_g14519_DN3_SP0_c.t1
OG0012214	AT3G48540.1	CP3_g14522_DN3_SP8_c.t1
OG0012215	AT3G48330.4	CP3_g14553_DN3_SP8_c.t1
OG0012216	AT3G48250.1	CP3_g14560_DN3_SP0_c.t1
OG0012217	AT3G48200.1	CP3_g14565_DN3_SP8_c.t1
OG0012218	AT3G47830.1	CP3_g14610_DN3_SP3_c.t1
OG0012219	AT2G01630.1	CP13_g19650_DN3_SP8_c.t1
OG0012220	AT2G01680.1	CP13_g19645_DN3_SP8_c.t1
OG0012221	AT2G01750.2	CP13_g19636_DN3_SP8_c.t1
OG0012222	AT2G01910.1	CP13_g19618_DN3_SP8_c.t1
OG0012224	AT5G40530.3	CP5_g1361_DN3_SP4_c.t1
OG0012225	AT5G40510.2	CP5_g1363_DN3_SP4_c.t1, CP4_g24835_DN3_SP2_c.t1
OG0012226	AT5G40490.1	CP5_g1365_DN3_SP6_c.t1
OG0012227	AT5G40420.1	CP5_g1374_DN3_SP3_c.t1
OG0012228	AT5G18140.1	CP8_g54519_DN3_SP0_c.t1
OG0012229	AT5G17610.1	CP11_g32210_DN3_SP4_c.t1
OG0012230	AT5G17420.1	CP11_g32230_DN3_SP8_c.t1
OG0012231	AT5G17370.2	CP11_g32235_DN3_SP1_c.t1
OG0012232	AT5G17250.1	CP11_g32250_DN3_SP3_c.t1
OG0012234	AT5G17170.1	CP11_g32258_DN3_SP8_c.t1
OG0012235	AT5G17010.1	CP11_g32265_DN3_SP8_c.t1
OG0012236	AT5G16960.1	CP11_g32267_DN3_SP3_c.t1
OG0012237	AT5G16920.1	CP11_g32271_DN3_SP0_c.t1
OG0012238	AT5G16780.1	CP11_g32287_DN3_SP3_c.t1
OG0012239	AT5G16715.1	CP11_g32296_DN3_SP8_c.t1
OG0012240	AT1G24470.1	CP7_g45176_DN2_SP7_c.t1
OG0012241	AT5G16480.1	CP11_g32323_DN3_SP6_c.t1
OG0012242	AT5G16290.1	CP11_g32342_DN3_SP6_c.t1
OG0012243	AT5G16210.1	CP11_g32351_DN3_SP8_c.t1
OG0012244	AT5G16080.1	CP11_g32363_DN3_SP0_c.t1
OG0012246	AT5G15920.1	CP11_g32379_DN3_SP4_c.t1
OG0012247	AT5G15910.1	CP11_g32380_DN3_SP7_c.t1
OG0012248	AT5G15880.1	CP11_g32383_DN3_SP6_c.t1
OG0012249	AT5G15760.1	CP11_g32396_DN3_SP2_c.t1
OG0012250	AT4G26120.2	CP19_g18027_DN3_SP1_c.t1
OG0012251	AT5G15730.2	CP11_g32399_DN3_SP8_c.t1
OG0012252	AT5G15710.1	CP11_g32402_DN2_SP0_c.t1
OG0012253	AT5G15700.2	CP11_g32403_DN3_SP4_c.t1
OG0012254	AT5G15480.1	CP11_g32423_DN3_SP0_c.t1
OG0012255	AT5G15410.1	CP11_g32429_DN3_SP8_c.t1
OG0012257	AT5G15390.1	CP11_g32431_DN3_SP4_c.t1
OG0012258	AT5G15280.1	CP11_g32441_DN2_SP0_c.t1
OG0012259	AT5G15265.1	CP11_g32443_DN3_SP0_c.t1
OG0012260	AT5G15260.1	CP11_g32444_DN2_SP0_c.t1
OG0012261	AT3G01410.1	CP10_g42157_DN3_SP0_c.t1
OG0012262	AT5G14870.1	CP12_g30639_DN3_SP8_c.t1
OG0012263	AT5G14850.1	CP11_g32485_DN3_SP0_c.t1
OG0012264	AT5G14760.1	CP11_g32491_DN3_SP8_c.t1
OG0012265	AT5G14740.1	CP11_g32493_DN3_SP7_c.t1
OG0012266	AT5G14600.1	CP11_g32507_DN3_SP8_c.t1
OG0012267	AT5G14590.1	CP11_g32508_DN3_SP8_c.t1
OG0012268	AT5G14460.1	CP11_g32521_DN3_SP8_c.t1
OG0012269	AT5G14430.1	CP11_g32524_DN3_SP8_c.t1
OG0012270	AT5G14400.2	CP11_g32527_DN3_SP7_c.t1
OG0012271	AT5G14310.1	CP11_g32538_DN3_SP8_c.t1
OG0012272	AT5G14010.1	CP11_g32567_DN3_SP0_c.t1
OG0012273	AT5G13970.1	CP11_g32571_DN3_SP0_c.t1
OG0012274	AT5G13610.1	CP11_g32609_DN3_SP5_c.t1
OG0012275	AT5G13310.1	CP11_g32635_DN3_SP0_c.t1
OG0012276	AT5G13260.1	CP11_g32641_DN3_SP6_c.t1
OG0012277	AT5G13240.3	CP11_g32643_DN3_SP8_c.t1
OG0012278	AT1G24540.1	CP7_g45184_DN3_SP0_c.t1
OG0012280	AT5G12970.1	CP11_g32669_DN3_SP0_c.t1
OG0012281	AT5G12890.1	CP11_g32676_DN3_SP0_c.t1
OG0012282	AT5G12860.1	CP11_g32679_DN3_SP8_c.t1
OG0012283	AT4G00120.1	CP8_g54674_DN2_SP0_c.t1
OG0012285	AT5G12270.1	CP11_g32705_DN3_SP0_c.t1
OG0012286	AT5G12220.1	CP11_g32711_DN3_SP0_c.t1
OG0012287	AT5G11870.2	CP11_g32743_DN3_SP6_c.t1
OG0012288	AT5G11840.1	CP11_g32746_DN3_SP8_c.t1
OG0012289	AT5G11800.1	CP11_g32751_DN3_SP8_c.t1
OG0012290	AT2G01650.1	CP13_g19648_DN3_SP4_c.t1
OG0012291	AT5G11690.1	CP11_g32765_DN3_SP0_c.t1
OG0012292	AT5G11680.1	CP11_g32766_DN3_SP8_c.t1
OG0012293	AT5G11650.1	CP11_g32769_DN3_SP8_c.t1
OG0012294	AT5G11640.1	CP11_g32770_DN3_SP8_c.t1
OG0012295	AT5G11620.1	CP11_g32772_DN3_SP0_c.t1
OG0012297	AT5G11520.1	CP11_g32782_DN3_SP8_c.t1
OG0012298	AT5G11490.2	CP11_g32785_DN3_SP8_c.t1
OG0012299	AT5G11430.1, AT3G29639.1	CP11_g32791_DN3_SP0_c.t1
OG0012300	AT5G11390.1	CP11_g32793_DN3_SP1_c.t1
OG0012301	AT5G11380.1	CP11_g32794_DN3_SP7_c.t1
OG0012302	AT5G11330.1	CP11_g32798_DN3_SP1_c.t1
OG0012303	AT5G11280.1	CP11_g32804_DN3_SP6_c.t1
OG0012304	AT5G11190.1	CP11_g32813_DN2_SP6_c.t1
OG0012305	AT5G10870.1	CP11_g32842_DN3_SP5_c.t1
OG0012306	AT5G10950.1	CP11_g32835_DN3_SP0_c.t1
OG0012308	AT5G10790.1	CP11_g32847_DN3_SP8_c.t1
OG0012309	AT2G25090.1	CP16_g55227_DN2_SP4_c.t1
OG0012310	AT5G10630.4	CP11_g32863_DN3_SP6_c.t1
OG0012312	AT5G10470.2	CP11_g32880_DN3_SP6_c.t1
OG0012313	AT5G10210.1	CP11_g32908_DN3_SP0_c.t1
OG0012314	AT5G10080.1	CP11_g32921_DN3_SP0_c.t1
OG0012315	AT5G09820.2	CP11_g32950_DN3_SP3_c.t1
OG0012316	AT5G09790.2	CP11_g32953_DN3_SP2_c.t1
OG0012317	AT5G09470.1	CP11_g32979_DN3_SP7_c.t1
OG0012318	AT5G09400.1	CP11_g32987_DN3_SP8_c.t1
OG0012319	AT5G09390.1	CP11_g32988_DN3_SP2_c.t1
OG0012320	AT5G09300.1	CP11_g32998_DN3_SP4_c.t1
OG0012321	AT5G08740.1	CP11_g33010_DN3_SP7_c.t1
OG0012322	AT5G08720.1	CP11_g33012_DN3_SP5_c.t1
OG0012323	AT5G08710.1	CP11_g33013_DN3_SP8_c.t1
OG0012324	AT5G08650.1	CP11_g33019_DN3_SP8_c.t1
OG0012325	AT5G08310.1	CP11_g33061_DN3_SP0_c.t1
OG0012326	AT5G08120.1	CP11_g33080_DN3_SP2_c.t1
OG0012327	AT5G08110.3	CP11_g33082_DN3_SP1_c.t1
OG0012328	AT5G07810.1	CP11_g33114_DN3_SP1_c.t1
OG0012329	AT5G07790.1	CP11_g33116_DN3_SP0_c.t1
OG0012330	AT5G07730.1	CP11_g33122_DN3_SP0_c.t1
OG0012331	AT5G07720.1	CP11_g33123_DN3_SP0_c.t1
OG0012332	AT5G07710.1	CP11_g33124_DN3_SP0_c.t1
OG0012333	AT4G02820.1	CP11_g32014_DN3_SP7_c.t1
OG0012334	AT4G03030.1	CP11_g31991_DN2_SP0_c.t1
OG0012335	AT4G03180.1	CP11_g31977_DN3_SP0_c.t1
OG0012336	AT4G03200.1	CP11_g31975_DN3_SP8_c.t1
OG0012337	AT4G03330.1	CP11_g31963_DN3_SP8_c.t1
OG0012339	AT4G24740.1	CP19_g18177_DN3_SP8_c.t1
OG0012340	AT4G24730.1	CP19_g18178_DN2_SP0_c.t1
OG0012341	AT4G24700.1	CP19_g18181_DN3_SP0_c.t1
OG0012342	AT2G26600.1	CP24_g46961_DN3_SP4_c.t1
OG0012343	AT2G26700.1	CP24_g47293_DN3_SP6_c.t1
OG0012344	AT2G26900.1	CP4_g24846_DN3_SP8_c.t1
OG0012345	AT2G26980.4	CP4_g26571_DN3_SP8_c.t1
OG0012346	AT2G27060.1	CP4_g26172_DN3_SP1_c.t1
OG0012347	AT2G27090.1	CP4_g26247_DN3_SP2_c.t1
OG0012349	AT2G27470.1	CP4_g26072_DN3_SP2_c.t1
OG0012350	AT2G27580.1	CP4_g26031_DN3_SP0_c.t1
OG0012351	AT2G27690.1	CP4_g26024_DN3_SP0_c.t1
OG0012352	AT2G27920.1	CP4_g25972_DN3_SP5_c.t1
OG0012353	AT2G28060.1	CP4_g25959_DN3_SP0_c.t1
OG0012354	AT2G28070.1	CP4_g25956_DN3_SP8_c.t1
OG0012355	AT2G28130.1	CP4_g25943_DN3_SP0_c.t1
OG0012356	AT2G28260.1	CP4_g25925_DN3_SP8_c.t1
OG0012357	AT2G28305.1	CP4_g25924_DN3_SP8_c.t1
OG0012358	AT2G02148.1	CP13_g19593_DN3_SP5_c.t1
OG0012359	AT2G28330.1	CP4_g25920_DN2_SP0_c.t1
OG0012360	AT2G28370.1	CP4_g25914_DN3_SP8_c.t1
OG0012361	AT2G28420.1	CP4_g25908_DN2_SP0_c.t1
OG0012362	AT2G28510.1	CP4_g25894_DN3_SP0_c.t1
OG0012363	AT2G28550.3	CP4_g25775_DN3_SP0_c.t1
OG0012364	AT2G28830.1	CP4_g25860_DN3_SP0_c.t1
OG0012365	AT1G03290.1	CP1_g36740_DN3_SP0_c.t1
OG0012366	AT2G29090.1	CP4_g25834_DN3_SP7_c.t1
OG0012367	AT2G29620.1	CP4_g25788_DN3_SP0_c.t1
OG0012369	AT2G26240.1	CP18_g12192_DN3_SP0_c.t1
OG0012371	AT2G29950.1	CP4_g25769_DN2_SP0_c.t1
OG0012372	AT5G42100.1	CP19_g17817_DN3_SP4_c.t1
OG0012373	AT2G30330.1	CP4_g25723_DN3_SP7_c.t1
OG0012374	AT2G30575.1	CP4_g25699_DN3_SP2_c.t1
OG0012375	AT2G30600.5	CP4_g25696_DN3_SP8_c.t1
OG0012376	AT2G30720.1	CP4_g25686_DN3_SP8_c.t1
OG0012378	AT2G30880.1	CP4_g25674_DN3_SP7_c.t1
OG0012379	AT2G30900.1	CP4_g25671_DN3_SP0_c.t1
OG0012380	AT2G30933.1	CP4_g25666_DN3_SP0_c.t1
OG0012381	AT2G31070.1	CP4_g25651_DN2_SP0_c.t1
OG0012382	AT2G31170.1	CP4_g25635_DN3_SP8_c.t1
OG0012383	AT2G31370.1	CP4_g25612_DN3_SP6_c.t1
OG0012384	AT2G31690.1	CP4_g25584_DN2_SP0_c.t1
OG0012385	AT2G31840.1	CP4_g25570_DN3_SP6_c.t1
OG0012386	AT2G31890.1	CP4_g25565_DN3_SP7_c.t1
OG0012387	AT2G31930.1	CP4_g25561_DN1_SP0_c.t1
OG0012388	AT2G31970.1	CP4_g25554_DN3_SP8_c.t1
OG0012389	AT2G32000.1	CP4_g25549_DN3_SP8_c.t1
OG0012390	AT2G32120.1	CP4_g25538_DN3_SP0_c.t1
OG0012391	AT2G32150.1	CP4_g25537_DN3_SP4_c.t1
OG0012392	AT2G32640.1	CP4_g25534_DN3_SP8_c.t1
OG0012393	AT2G32500.2	CP4_g25524_DN3_SP0_c.t1
OG0012394	AT2G32290.1	CP4_g25506_DN3_SP2_c.t1
OG0012395	AT2G32840.1	CP4_g25470_DN3_SP0_c.t1
OG0012396	AT2G33170.1	CP4_g25436_DN3_SP7_c.t1
OG0012397	AT2G33205.5	CP4_g25432_DN3_SP5_c.t1
OG0012398	AT2G33250.1	CP4_g25425_DN3_SP0_c.t1
OG0012399	AT2G33260.2	CP4_g25423_DN3_SP6_c.t1
OG0012400	AT5G43430.4	CP13_g20285_DN3_SP8_c.t1
OG0012401	AT5G43630.1	CP13_g20263_DN3_SP0_c.t1
OG0012402	AT5G43670.1	CP13_g20252_DN3_SP7_c.t1
OG0012403	AT5G43770.1	CP13_g20242_DN3_SP0_c.t1
OG0012404	AT5G43820.1	CP13_g20237_DN3_SP0_c.t1
OG0012405	AT5G43890.1	CP13_g20227_DN3_SP8_c.t1
OG0012406	AT5G43950.1	CP13_g20218_DN3_SP0_c.t1
OG0012407	AT5G44000.1	CP13_g20212_DN3_SP5_c.t1
OG0012408	AT5G44010.4	CP13_g20210_DN3_SP0_c.t1
OG0012409	AT5G44030.2	CP13_g20208_DN3_SP8_c.t1
OG0012410	AT5G44040.1	CP13_g20207_DN3_SP0_c.t1
OG0012411	AT5G44060.1	CP13_g20205_DN2_SP0_c.t1
OG0012412	AT5G44080.1	CP13_g20202_DN3_SP0_c.t1
OG0012413	AT5G44200.1	CP13_g20188_DN3_SP8_c.t1
OG0012414	AT4G03420.1	CP11_g31950_DN3_SP8_c.t1
OG0012415	AT4G03415.1	CP11_g31953_DN3_SP8_c.t1
OG0012416	AT4G25160.1	CP19_g18132_DN3_SP5_c.t1
OG0012417	AT4G25180.1	CP19_g18129_DN3_SP0_c.t1
OG0012418	AT4G25280.1	CP19_g18118_DN3_SP2_c.t1
OG0012419	AT4G25350.1	CP19_g18110_DN3_SP2_c.t1
OG0012420	AT4G25360.1	CP19_g18109_DN3_SP4_c.t1
OG0012423	AT4G25620.1	CP19_g18082_DN3_SP3_c.t1
OG0012424	AT4G25650.2	CP19_g18077_DN3_SP4_c.t1
OG0012425	AT4G16310.1	CP6_g7219_DN3_SP1_c.t1
OG0012426	AT1G47870.1	CP1_g38359_DN3_SP2_c.t1
OG0012428	AT1G47655.1	CP10_g43548_DN2_SP0_c.t1, CP1_g38407_DN3_SP0_c.t1
OG0012429	AT1G47530.1	CP1_g38432_DN3_SP8_c.t1
OG0012430	AT1G47480.1	CP1_g38438_DN3_SP2_c.t1
OG0012431	AT1G45110.1	CP1_g38648_DN3_SP5_c.t1
OG0012432	AT1G45230.1	CP1_g38530_DN3_SP6_c.t1
OG0012433	AT3G29130.2	CP13_g19133_DN3_SP8_c.t1
OG0012434	AT1G45545.2	CP1_g38527_DN3_SP0_c.t1
OG0012435	AT1G46480.1	CP1_g38516_DN3_SP2_c.t1
OG0012436	AT1G27695.1	CP7_g45114_DN3_SP6_c.t1
OG0012437	AT1G19750.1, AT1G27840.3	CP7_g45102_DN3_SP5_c.t1
OG0012438	AT1G27880.1	CP7_g45100_DN3_SP6_c.t1
OG0012439	AT1G27990.1	CP7_g45090_DN3_SP7_c.t1
OG0012440	AT1G28080.2	CP7_g45085_DN1_SP0_c.t1
OG0012441	AT1G28140.1	CP7_g45079_DN3_SP4_c.t1
OG0012442	AT1G28200.1	CP7_g45073_DN3_SP6_c.t1
OG0012443	AT1G28220.1	CP7_g45071_DN3_SP0_c.t1
OG0012444	AT5G36710.2, AT5G36800.2	CP5_g1950_DN3_SP0_c.t1
OG0012445	AT1G28480.1	CP7_g45040_DN2_SP0_c.t1
OG0012446	AT1G28530.1	CP7_g45034_DN3_SP2_c.t1
OG0012447	AT1G28680.1	CP7_g45020_DN3_SP3_c.t1
OG0012448	AT1G29010.1	CP7_g45014_DN3_SP0_c.t1
OG0012449	AT1G29100.2	CP7_g45002_DN3_SP0_c.t1
OG0012450	AT1G29170.1	CP7_g44997_DN3_SP0_c.t1
OG0012451	AT4G28030.1	CP5_g1200_DN3_SP5_c.t1
OG0012452	AT1G29790.1	CP7_g44915_DN2_SP0_c.t1
OG0012453	AT1G29830.3, AT1G29820.1	CP7_g44911_DN3_SP7_c.t1
OG0012454	AT1G30210.1	CP7_g44880_DN3_SP0_c.t1
OG0012455	AT1G30290.2	CP7_g44872_DN3_SP0_c.t1
OG0012456	AT1G30750.1	CP7_g44819_DN2_SP0_c.t1
OG0012457	AT1G31020.1	CP7_g44797_DN3_SP2_c.t1
OG0012458	AT1G31335.1	CP7_g44766_DN1_SP0_c.t1
OG0012459	AT1G31440.1	CP7_g44759_DN3_SP6_c.t1
OG0012460	AT1G31720.1	CP7_g44745_DN3_SP0_c.t1
OG0012461	AT1G31860.1	CP7_g44720_DN3_SP7_c.t1
OG0012462	AT1G31930.1	CP7_g44713_DN3_SP8_c.t1
OG0012463	AT1G32070.2	CP7_g44695_DN3_SP8_c.t1
OG0012464	AT1G32090.1	CP7_g44693_DN3_SP8_c.t1
OG0012465	AT1G32180.1	CP7_g44681_DN3_SP2_c.t1
OG0012466	AT1G32440.1	CP7_g44648_DN3_SP8_c.t1
OG0012467	AT1G32370.2	CP7_g44653_DN3_SP7_c.t1
OG0012468	AT1G32410.1	CP7_g44650_DN3_SP7_c.t1
OG0012469	AT1G32640.1	CP7_g44629_DN2_SP0_c.t1
OG0012470	AT2G02500.1	CP13_g19565_DN3_SP8_c.t1
OG0012471	AT2G02570.1	CP13_g19561_DN3_SP6_c.t1
OG0012472	AT2G02970.1	CP13_g19539_DN3_SP2_c.t1
OG0012473	AT2G03070.1	CP13_g19534_DN3_SP5_c.t1
OG0012474	AT2G03420.1	CP13_g19506_DN3_SP4_c.t1
OG0012475	AT2G03670.1	CP13_g19488_DN3_SP8_c.t1
OG0012476	AT5G66720.1	CP2_g47596_DN3_SP1_c.t1
OG0012477	AT5G67130.1	CP2_g47640_DN3_SP8_c.t1
OG0012478	AT5G67170.1	CP2_g47646_DN3_SP1_c.t1
OG0012479	AT5G67210.1	CP2_g47650_DN3_SP0_c.t1
OG0012480	AT5G67340.1	CP2_g47664_DN3_SP0_c.t1
OG0012481	AT5G67520.1	CP2_g47685_DN3_SP2_c.t1
OG0012482	AT5G67530.1	CP2_g47686_DN3_SP8_c.t1
OG0012483	AT5G65890.1	CP2_g47702_DN3_SP8_c.t1
OG0012484	AT5G65720.1	CP2_g47720_DN3_SP0_c.t1
OG0012485	AT5G65685.5	CP2_g47724_DN3_SP2_c.t1
OG0012486	AT5G65630.1	CP2_g47731_DN3_SP2_c.t1
OG0012487	AT5G65460.3	CP2_g47749_DN3_SP8_c.t1
OG0012488	AT5G65450.2	CP2_g47750_DN3_SP1_c.t1
OG0012489	AT4G08940.1	CP20_g3871_DN3_SP0_c.t1
OG0012491	AT5G65200.1	CP2_g47779_DN3_SP0_c.t1
OG0012492	AT5G64970.1	CP2_g47800_DN3_SP8_c.t1
OG0012493	AT5G64860.1	CP2_g47810_DN3_SP8_c.t1
OG0012494	AT5G64780.1	CP2_g47819_DN3_SP3_c.t1
OG0012495	AT5G64580.1	CP2_g47841_DN3_SP8_c.t1
OG0012496	AT5G64520.4	CP2_g47847_DN2_SP1_c.t1
OG0012497	AT5G64500.1	CP2_g47851_DN3_SP6_c.t1
OG0012498	AT5G64470.2	CP2_g47854_DN3_SP4_c.t1
OG0012499	AT5G64360.2	CP2_g47865_DN3_SP0_c.t1
OG0012500	AT5G64340.1	CP2_g47869_DN2_SP0_c.t1
OG0012501	AT5G64250.2	CP2_g47878_DN3_SP6_c.t1
OG0012502	AT5G64190.2	CP2_g47884_DN3_SP5_c.t1
OG0012503	AT5G64170.2	CP2_g47886_DN3_SP0_c.t1
OG0012504	AT5G64150.1	CP2_g47888_DN3_SP0_c.t1
OG0012505	AT5G64050.1	CP2_g47900_DN3_SP8_c.t1
OG0012506	AT5G63640.1	CP2_g47943_DN3_SP8_c.t1
OG0012507	AT5G63620.1	CP2_g47945_DN3_SP8_c.t1
OG0012508	AT5G63540.2	CP2_g47954_DN3_SP0_c.t1
OG0012509	AT2G13540.1	CP15_g35501_DN3_SP8_c.t1
OG0012510	AT5G63320.1	CP2_g47975_DN3_SP0_c.t1
OG0012511	AT5G63290.1	CP2_g47978_DN3_SP4_c.t1
OG0012512	AT5G63280.1	CP2_g47979_DN3_SP1_c.t1
OG0012513	AT5G63200.1	CP2_g47988_DN3_SP7_c.t1
OG0012514	AT5G63060.1	CP2_g48003_DN3_SP8_c.t1
OG0012515	AT5G63050.1	CP2_g48004_DN2_SP3_c.t1
OG0012516	AT5G62930.2	CP2_g48015_DN3_SP8_c.t1
OG0012517	AT5G62920.1	CP2_g48016_DN3_SP5_c.t1
OG0012518	AT5G62840.1	CP2_g48023_DN3_SP8_c.t1
OG0012519	AT5G62760.1	CP2_g48029_DN3_SP5_c.t1
OG0012520	AT5G62730.1	CP2_g48032_DN3_SP4_c.t1
OG0012522	AT5G62650.1	CP2_g48038_DN3_SP8_c.t1
OG0012523	AT5G62550.1	CP2_g48047_DN3_SP0_c.t1
OG0012524	AT1G18850.1	CP7_g45868_DN3_SP0_c.t1
OG0012525	AT5G62490.1	CP2_g48055_DN3_SP3_c.t1
OG0012526	AT5G62370.1	CP2_g48068_DN3_SP0_c.t1
OG0012527	AT5G62040.1	CP2_g48101_DN3_SP8_c.t1
OG0012531	AT5G61510.1	CP2_g48153_DN3_SP7_c.t1
OG0012532	AT5G61490.1	CP2_g48155_DN3_SP0_c.t1
OG0012533	AT5G61450.1	CP2_g48159_DN3_SP5_c.t1
OG0012535	AT5G61120.1	CP2_g48203_DN3_SP0_c.t1
OG0012536	AT5G61090.1	CP2_g48204_DN3_SP0_c.t1
OG0012537	AT5G61040.1	CP2_g48206_DN3_SP0_c.t1
OG0012538	AT5G61010.1	CP2_g48208_DN3_SP0_c.t1
OG0012539	AT3G28660.1, AT3G28640.1	CP13_g19181_DN3_SP0_c.t1
OG0012540	AT5G23030.1	CP2_g48235_DN3_SP2_c.t1
OG0012541	AT5G23050.1	CP2_g48237_DN3_SP5_c.t1
OG0012542	AT5G23070.1	CP2_g48239_DN2_SP0_c.t1
OG0012543	AT5G23170.1	CP2_g48249_DN3_SP0_c.t1
OG0012544	AT5G23210.1	CP2_g48253_DN3_SP4_c.t1
OG0012545	AT5G23395.1	CP2_g48271_DN3_SP1_c.t1
OG0012546	AT5G23430.1	CP2_g48275_DN3_SP8_c.t1
OG0012548	AT5G23920.1	CP2_g48314_DN3_SP8_c.t1
OG0012549	AT5G24090.1	CP2_g48326_DN2_SP5_c.t1
OG0012550	AT5G24240.1	CP2_g48343_DN3_SP1_c.t1
OG0012551	AT5G24260.1	CP2_g48344_DN3_SP6_c.t1
OG0012552	AT5G24360.2	CP2_g48359_DN3_SP2_c.t1
OG0012553	AT5G24390.1	CP2_g48361_DN3_SP2_c.t1
OG0012554	AT3G45770.1	CP3_g14857_DN3_SP7_c.t1
OG0012555	AT5G24750.1	CP2_g48391_DN3_SP3_c.t1
OG0012556	AT5G06050.1	CP11_g33301_DN3_SP5_c.t1
OG0012557	AT5G24850.1	CP2_g48402_DN3_SP6_c.t1
OG0012558	AT5G25210.2	CP2_g48428_DN1_SP0_c.t1
OG0012559	AT5G25240.1	CP2_g48431_DN3_SP0_c.t1
OG0012560	AT5G25270.1	CP2_g48435_DN3_SP1_c.t1
OG0012561	AT5G25310.1	CP2_g48439_DN3_SP1_c.t1
OG0012562	AT5G25390.2	CP2_g48445_DN2_SP1_c.t1
OG0012563	AT5G25430.1	CP2_g48452_DN3_SP8_c.t1
OG0012564	AT5G25560.3	CP2_g48465_DN3_SP8_c.t1
OG0012565	AT5G25570.3	CP2_g48467_DN3_SP3_c.t1
OG0012566	AT5G26030.1	CP2_g48498_DN3_SP8_c.t1
OG0012567	AT4G24660.2	CP19_g18185_DN3_SP0_c.t1
OG0012568	AT5G19485.1	CP8_g54385_DN3_SP8_c.t1
OG0012569	AT5G19473.2	CP8_g54387_DN2_SP0_c.t1
OG0012570	AT5G19620.1	CP8_g54370_DN3_SP8_c.t1
OG0012571	AT5G19910.2	CP8_g54333_DN3_SP6_c.t1
OG0012572	AT5G19930.1	CP8_g54331_DN3_SP7_c.t1
OG0012573	AT5G19970.1	CP11_g32229_DN1_SP0_c.t1
OG0012574	AT5G20080.1	CP8_g54316_DN3_SP8_c.t1
OG0012575	AT5G20120.1	CP8_g54312_DN3_SP7_c.t1
OG0012577	AT5G20370.1	CP8_g54284_DN2_SP0_c.t1
OG0012578	AT5G20860.2	CP8_g54242_DN3_SP3_c.t1
OG0012579	AT5G21040.1	CP8_g54224_DN3_SP0_c.t1
OG0012582	AT5G21326.1	CP8_g54207_DN3_SP8_c.t1
OG0012583	AT5G21930.1	CP8_g54200_DN3_SP8_c.t1
OG0012584	AT5G21970.1	CP8_g54196_DN3_SP0_c.t1
OG0012585	AT5G22020.1	CP8_g54191_DN3_SP4_c.t1
OG0012586	AT5G22040.1	CP8_g54189_DN3_SP3_c.t1
OG0012587	AT2G26440.1	CP18_g12030_DN2_SP1_c.t1
OG0012589	AT5G22210.1	CP8_g53779_DN1_SP0_c.t1
OG0012590	AT5G22260.1	CP8_g54173_DN3_SP8_c.t1
OG0012591	AT5G22620.1	CP8_g54141_DN3_SP0_c.t1
OG0012593	AT5G22820.2	CP8_g54124_DN3_SP0_c.t1
OG0012594	AT5G22830.1	CP8_g54123_DN3_SP8_c.t1
OG0012595	AT5G60750.1	CP8_g54097_DN3_SP7_c.t1
OG0012596	AT5G60730.1	CP8_g54095_DN3_SP8_c.t1
OG0012597	AT5G60720.1	CP8_g54094_DN3_SP4_c.t1
OG0012598	AT5G60650.1	CP8_g54086_DN2_SP0_c.t1
OG0012599	AT5G60630.1	CP8_g54083_DN2_SP0_c.t1
OG0012600	AT5G60590.2	CP8_g54080_DN3_SP8_c.t1
OG0012601	AT5G60460.1	CP8_g54068_DN3_SP0_c.t1
OG0012602	AT5G60070.1	CP8_g54030_DN3_SP6_c.t1
OG0012603	AT5G60050.1	CP8_g54028_DN3_SP8_c.t1
OG0012604	AT5G60040.2	CP8_g54027_DN3_SP8_c.t1
OG0012606	AT5G59500.1	CP8_g53961_DN2_SP0_c.t1
OG0012607	AT5G59440.3	CP8_g53955_DN3_SP6_c.t1
OG0012609	AT5G58760.1	CP8_g53879_DN3_SP8_c.t1
