Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0006036	AT4G27610.1	XP_009143618.1, XP_033141814.1, XP_009137673.1
OG0006037	AT2G03710.1	XP_009129078.1, XP_033136451.1, XP_009152152.2
OG0006038	AT1G05730.1, AT1G05740.1	XP_009118575.1
OG0006039	AT1G12080.2	XP_009118114.1, XP_009110673.1, XP_009148614.1
OG0006040	AT1G17090.1	XP_009110428.1, XP_033136151.1, XP_033128972.1
OG0006041	AT1G26600.2	XP_033133892.1, XP_009115380.1, XP_009103096.2
OG0006042	AT1G25370.1	XP_033133405.1, XP_009115304.2, XP_009103062.1
OG0006043	AT1G25280.1	XP_009115300.1, XP_009109871.1, XP_009103059.1
OG0006044	AT5G56480.1	XP_009120162.1
OG0006045	AT1G43610.1, AT1G43600.1	XP_033140207.1, XP_033141537.1, XP_033144738.1
OG0006047	AT3G10410.1	XP_033147846.1, XP_009135107.1, XP_018508897.1
OG0006049	AT2G01150.2	XP_009101366.1, XP_033139712.1, XP_009114249.1
OG0006050	AT2G04038.1	XP_033139879.1, XP_033128423.1, XP_033136460.1
OG0006051	AT2G10440.1	XP_009151761.2, XP_033141031.1, XP_033136477.1
OG0006053	AT3G50570.2	XP_009115723.1
OG0006055	AT4G18510.1	XP_033133289.1, XP_033129858.1, XP_033144293.1, XP_033144294.1
OG0006056	AT4G18150.1	XP_033129027.1
OG0006057	AT5G43290.1	XP_009114005.3
OG0006058	AT5G48905.1	XP_018515171.1, XP_033135219.1
OG0006061	AT2G04622.1, AT3G03828.1	XP_018512200.1
OG0006061	AT3G03826.1	XP_018509463.1
OG0006062	AT2G24000.1	XP_009117259.1
OG0006075	AT4G30460.1	XP_009127787.1, XP_009137923.1
OG0006076	AT4G30600.1	XP_009127729.1, XP_009137943.1
OG0006077	AT4G30630.1	XP_009137949.1, XP_009127718.1
OG0006078	AT4G23030.1	XP_033143978.1, XP_033144019.1
OG0006079	AT3G47380.1	XP_009149923.1
OG0006081	AT3G48140.1	XP_009150210.1, XP_009149843.1
OG0006082	AT2G01080.1	XP_009101375.1, XP_009107095.1
OG0006083	AT2G01120.2	XP_009101367.1
OG0006084	AT2G01450.1	XP_009114235.2, XP_009129239.2, XP_009101350.1
OG0006085	AT2G01480.1	XP_009101345.1, XP_009129233.1
OG0006086	AT5G18130.1	XP_009131637.1, XP_009126240.1, XP_009121008.1
OG0006087	AT2G27190.1	XP_009140744.2, XP_009140743.2
OG0006088	AT5G17690.3	XP_009107543.1, XP_009126200.1
OG0006089	AT5G17580.2	XP_009107530.1
OG0006090	AT5G17160.1	XP_009131582.1, XP_009126161.1
OG0006091	AT5G17070.1	XP_033145013.1, XP_009126160.1
OG0006092	AT1G61630.1	XP_009104893.1
OG0006093	AT3G18550.3	XP_009112665.1, XP_009135582.1
OG0006094	AT5G16390.1	XP_009131537.1, XP_009126109.1
OG0006095	AT5G16280.1	XP_033139547.1, XP_033143156.1, XP_033138485.1
OG0006096	AT5G16170.1	XP_009126098.2, XP_009121508.1, XP_009131526.1
OG0006097	AT5G15770.1	XP_009126066.1, XP_009121549.1
OG0006098	AT3G28960.1	XP_009151822.1, XP_009129341.1
OG0006099	AT5G15680.1	XP_033143458.1, XP_009126063.1
OG0006100	AT5G15630.1	XP_009126060.1, XP_009131486.1, XP_033138820.1
OG0006101	AT5G15580.1	XP_009121563.2, XP_009126057.1
OG0006102	AT5G15400.1	XP_009126046.1, XP_009121577.1
OG0006103	AT5G15350.1	XP_009131460.1, XP_009121580.1
OG0006104	AT5G15310.1	XP_009121584.1, XP_009131458.1, XP_009126044.1
OG0006105	AT5G15190.1	XP_009126037.2, XP_009131448.2, XP_009121601.1
OG0006106	AT3G05680.1	XP_009134848.1
OG0006107	AT4G30270.1	XP_009137907.1, XP_009108993.1, XP_009127941.1
OG0006108	AT2G19950.2	XP_009112638.1, XP_033130586.1
OG0006109	AT4G12130.1	XP_009114634.1, XP_009134256.1
OG0006110	AT5G14720.1	XP_033139891.1, XP_009121638.2
OG0006111	AT5G14710.1	XP_009125998.1, XP_009131421.1
OG0006112	AT5G28740.1	XP_009129815.1
OG0006113	AT2G01430.1	XP_018515064.1, XP_009129242.1
OG0006114	AT5G14360.1	XP_009131401.1, XP_009125970.1
OG0006115	AT5G14340.1	XP_009131398.1, XP_009121674.1
OG0006116	AT5G14320.1	XP_009121676.1, XP_009131397.1
OG0006117	AT5G37350.1, AT2G24990.1	XP_009140606.1
OG0006118	AT5G13820.1	XP_009125947.1, XP_009131363.1
OG0006119	AT5G13730.1	XP_009125938.3, XP_009121736.1
OG0006120	AT5G13530.1	XP_009131350.1
OG0006121	AT5G13480.2	XP_009125914.1, XP_009131339.2
OG0006122	AT5G13470.1	XP_009125917.2, XP_009121763.1
OG0006123	AT5G13290.2	XP_009121777.1
OG0006124	AT5G13250.1	XP_033142481.1, XP_009121780.1, XP_009125898.1
OG0006125	AT5G12990.1	XP_009121817.1, XP_009125874.1, XP_009131309.1
OG0006126	AT5G12930.1	XP_009125870.1, XP_009131302.1
OG0006127	AT5G12470.1	XP_009131288.1, XP_009121838.2
OG0006128	AT5G12440.10	XP_018512615.1, XP_009121847.1
OG0006129	AT5G12410.1	XP_009131281.1, XP_033137902.1
OG0006130	AT5G11790.1	XP_009131230.1, XP_009125830.1, XP_033141926.1
OG0006131	AT5G11500.1	XP_009121940.1, XP_009131209.1
OG0006132	AT5G11240.1	XP_009121972.1, XP_009125797.1
OG0006133	AT5G10050.1	XP_009131137.1
OG0006134	AT5G09600.1, AT4G32210.1	XP_009122525.1
OG0006135	AT5G08660.1	XP_009125741.1, XP_009122483.1
OG0006136	AT5G08620.1	XP_009122477.1
OG0006137	AT5G08530.1	XP_009131078.1, XP_009122464.1
OG0006138	AT5G08370.1	XP_009131060.1
OG0006139	AT5G08290.1	XP_009122442.1
OG0006140	AT5G08150.1	XP_009122427.1, XP_009125718.1
OG0006141	AT5G07890.1	XP_009131017.1, XP_009122407.1
OG0006142	AT5G07670.1	XP_009122321.1, XP_009125698.1
OG0006143	AT4G02980.1	XP_009111246.1, XP_009134379.1
OG0006144	AT4G03020.1	XP_009134378.1, XP_009122234.1
OG0006145	AT4G03100.1	XP_009134373.1
OG0006146	AT4G03220.1	XP_033140175.1
OG0006147	AT4G03250.1	XP_009121986.1
OG0006148	AT4G03260.1	XP_009121973.1, XP_009134366.1
OG0006149	AT4G03290.1	XP_009121939.1
OG0006150	AT4G25130.1	XP_009137497.1, XP_009138887.1
OG0006151	AT4G24990.1	XP_009137487.1, XP_009138735.1, XP_009109232.1
OG0006152	AT2G27040.1	XP_009140756.1, XP_009103572.1
OG0006153	AT2G27080.1	XP_009140759.1, XP_009133912.1
OG0006154	AT2G27310.1	XP_009140794.1, XP_009133902.1
OG0006155	AT2G27460.1	XP_009103600.1, XP_009140802.1
OG0006156	AT2G27775.2	XP_009103620.1, XP_009140822.1
OG0006157	AT2G28085.1	XP_033143912.1, XP_033132161.1
OG0006158	AT2G28180.1	XP_009140972.2, XP_033145139.1
OG0006159	AT4G09070.1, AT2G28230.1	XP_009103656.1
OG0006160	AT2G28390.1	XP_033131349.1, XP_009133879.1
OG0006161	AT2G28440.1	XP_009103689.2, XP_009140904.1
OG0006162	AT2G28710.1	XP_009103709.1, XP_033145176.1
OG0006163	AT1G71950.1	XP_009127886.1, XP_009105859.2
OG0006164	AT2G29420.1	XP_009140998.1
OG0006165	AT2G29530.3	XP_009144367.1, XP_009141009.1
OG0006166	AT2G29540.3	XP_033145186.1
OG0006167	AT2G29640.1	XP_033148473.1
OG0006168	AT2G30020.1	XP_009144337.1, XP_018513674.2, XP_009132708.1
OG0006169	AT2G30230.1	XP_033142569.1, XP_033148185.1
OG0006170	AT2G30340.2	XP_009144310.1, XP_009141058.1
OG0006171	AT2G30350.2	XP_009141060.1, XP_009132726.1
OG0006172	AT2G30395.1	XP_033146580.1, XP_009144306.1
OG0006173	AT2G30700.1	XP_018514118.1, XP_009132748.1
OG0006174	AT2G30860.1	XP_009132756.1, XP_009141109.2
OG0006175	AT2G30920.1	XP_009141112.1
OG0006176	AT2G30970.1	XP_009141117.2
OG0006177	AT2G31570.1	XP_009132803.1, XP_009144194.1
OG0006178	AT3G53860.1, AT2G31600.1	XP_009132806.1
OG0006179	AT2G31790.1	XP_009144048.1, XP_009141182.1
OG0006180	AT2G31810.1	XP_009144045.2, XP_033145496.1, XP_033143737.1
OG0006181	AT2G32550.2	XP_033147672.1, XP_033130010.1, XP_009132856.1
OG0006182	AT2G32520.2	XP_009143999.2
OG0006183	AT2G32400.1	XP_009132850.2, XP_009143983.2
OG0006184	AT2G32230.1	XP_009143953.1
OG0006185	AT2G32960.1	XP_009143913.1, XP_009141284.1
OG0006186	AT5G43320.1	XP_009114002.1, XP_009123888.1
OG0006187	AT3G23530.1, AT3G23510.1	XP_033130723.1
OG0006188	AT5G43860.1	XP_009113977.1, XP_009123914.2
OG0006189	AT5G43940.2	XP_009101752.1, XP_009113962.2
OG0006190	AT5G43990.2	XP_009123925.1, XP_009101747.1
OG0006191	AT5G44070.1	XP_033137159.1, XP_009101739.3, XP_033140608.1
OG0006192	AT4G25315.1	XP_009137513.1, XP_009139119.1
OG0006193	AT1G47550.2	XP_009118931.1
OG0006194	AT1G46264.1	XP_009119797.1, XP_009107442.1
OG0006195	AT1G27740.1	XP_009113735.1, XP_009109778.2
OG0006196	AT1G27910.1	XP_009109770.1
OG0006197	AT1G28310.2	XP_009102919.1, XP_009109737.1, XP_009113678.2
OG0006198	AT1G28510.1	XP_009109710.1, XP_009102900.1
OG0006199	AT1G28520.1	XP_009113648.1, XP_009109707.1
OG0006200	AT1G28815.1	XP_009109695.1, XP_009113635.1
OG0006201	AT1G29195.1	XP_009102874.1, XP_009109681.1
OG0006202	AT1G29290.1	XP_009102864.1, XP_033133546.1, XP_033136317.1
OG0006203	AT1G29330.1	XP_009109672.1
OG0006204	AT1G29760.1	XP_009109635.2, XP_009115217.1
OG0006205	AT1G29960.1, AT1G23465.1	XP_009122556.1
OG0006206	AT1G30050.1	XP_009109627.3, XP_009115196.1
OG0006207	AT1G30080.1	XP_009109623.1, XP_009115194.1
OG0006208	AT1G30190.1	XP_033130703.1, XP_009115184.1
OG0006209	AT1G30320.1	XP_009109595.2, XP_009115166.1
OG0006210	AT1G30380.1	NP_001288887.1
OG0006211	AT1G30440.1	XP_009115147.1, XP_009109587.1, XP_009140160.1
OG0006212	AT1G30473.1	XP_009115142.1
OG0006213	AT1G31310.1	XP_009102667.1, XP_009114993.1
OG0006214	AT1G31812.1	XP_009114963.1, XP_009145229.2, XP_009108102.1
OG0006215	AT1G32080.1	XP_009114919.1, XP_009145211.1
OG0006216	AT5G64300.1	XP_009112127.1, XP_009150506.1
OG0006217	AT1G32230.1	XP_009114902.1, XP_009107993.1
OG0006219	AT2G02860.1	XP_033130026.1, XP_009129114.1
OG0006220	AT2G03440.1	XP_009152193.2, XP_009129093.1
OG0006221	AT2G03510.1	XP_009114153.1
OG0006222	AT3G18240.1, AT4G21460.2	XP_009145917.1
OG0006223	AT5G66840.1	XP_009112336.2
OG0006224	AT5G66870.1	XP_009103474.1
OG0006225	AT5G67420.1	XP_009112217.1, XP_009130544.1, XP_009103421.1
OG0006226	AT5G67620.1	XP_009112211.1, XP_009150682.1
OG0006227	AT5G65870.1	XP_009130530.1, XP_009150676.1
OG0006228	AT5G65590.1	XP_009150649.2, XP_033140795.1, XP_033135178.1
OG0006229	AT5G65530.1	XP_009150644.1, XP_009130517.1
OG0006230	AT5G65500.2	XP_009112188.2, XP_009150641.1
OG0006231	AT5G65310.1	XP_009130506.1, XP_009150623.1
OG0006232	AT5G65170.1	XP_033137297.1, XP_009130495.1, XP_009150599.1
OG0006233	AT5G65120.1	XP_033128202.1, XP_009112170.1
OG0006234	AT5G65000.1	XP_009112167.1, XP_009150575.1
OG0006235	AT5G64905.1	XP_033139349.1
OG0006236	AT5G64810.1	XP_009112159.1, NP_001288926.1, XP_009150558.1
OG0006237	AT5G64680.3	XP_009130464.1
OG0006238	AT5G64270.1	XP_009112125.1, XP_009150499.1
OG0006239	AT5G64080.1	XP_009130438.1, XP_009150478.1
OG0006240	AT5G63970.1	XP_033141715.1, XP_009150461.1
OG0006241	AT5G63860.1	XP_009130277.1, XP_009112108.1, XP_009150449.1
OG0006242	AT5G63550.2	XP_009112087.1, XP_009150409.1
OG0006243	AT5G63110.1	XP_009112060.1, XP_009150370.2
OG0006244	AT5G63010.1	XP_009150365.1
OG0006245	AT5G62960.1	XP_009150361.1, XP_009112046.1
OG0006246	AT2G34980.1	XP_009143718.2
OG0006247	AT5G62810.1	XP_009151402.1, XP_009112034.1
OG0006248	AT5G62790.2	XP_009112033.1, XP_009151404.1
OG0006249	AT1G54770.1, AT5G30495.1	XP_009111916.1
OG0006250	AT5G62600.1	XP_009112027.1, XP_009151380.1
OG0006251	AT5G62580.1	XP_009112026.1, XP_009151379.1
OG0006252	AT5G62390.1	XP_009134948.1, XP_009151360.2
OG0006253	AT5G62350.1	XP_009151354.1, XP_009130208.1
OG0006254	AT5G62260.1	XP_009130205.1, XP_009112016.1, XP_033130066.1
OG0006255	AT5G62240.1	XP_009151342.1, XP_033134780.1
OG0006256	AT5G62190.1	XP_009112011.2, XP_033141845.1
OG0006257	AT5G61620.1	XP_009130166.1, XP_033144966.1
OG0006258	AT5G61290.1	XP_009136458.2
OG0006259	AT5G61230.1	XP_009111983.2, XP_009136447.1
OG0006261	AT5G60980.2	XP_009136423.1, XP_009130140.1, XP_009111969.1
OG0006262	AT5G60970.1	XP_009136422.1, XP_018511839.1
OG0006263	AT5G60950.1	XP_009136418.1
OG0006264	AT5G23080.1	XP_009136393.1, XP_009111955.2
OG0006265	AT5G23290.1	XP_009150865.1, XP_009141478.1
OG0006266	AT5G23300.1	XP_009150863.1, XP_009141470.1
OG0006267	AT5G23530.1	XP_009141562.1, XP_009150882.1
OG0006268	AT5G23630.1	XP_009130107.1, XP_033135753.1
OG0006269	AT5G24110.1	XP_009141913.1, NP_001288989.1
OG0006270	AT5G24120.1	XP_009150942.1, XP_009141935.1
OG0006271	AT5G24800.1	XP_009130000.1, XP_009151003.3
OG0006272	AT5G24810.2	XP_009129999.1, XP_009151006.1
OG0006273	AT5G25160.1	XP_033134702.1, XP_009129986.1, XP_009151040.1
OG0006274	AT5G25510.1	XP_009151080.1, XP_009129957.1
OG0006275	AT5G25800.2	XP_009129944.1, XP_009151101.1
OG0006276	AT5G25810.1	XP_033129722.1, XP_033134494.1
OG0006277	AT5G25830.1	XP_009111680.1, XP_009151105.1
OG0006278	AT5G26170.1	XP_009151123.1
OG0006279	AT5G19460.1, AT5G19470.2	XP_033138611.1
OG0006280	AT5G19390.1	XP_009126358.1, XP_009120891.1
OG0006281	AT5G19700.1	XP_018512096.2, XP_033138603.1
OG0006282	AT5G19900.1	XP_009131759.2, XP_009120847.1
OG0006283	AT5G20040.3	XP_009126411.2, XP_009131765.1
OG0006284	AT5G20180.1	XP_009126427.1
OG0006285	AT5G49450.1	XP_009111876.1, XP_009151297.1
OG0006286	AT5G20310.1	XP_033142552.1, XP_009121353.2
OG0006287	AT5G20610.1	XP_033141329.1, XP_009120793.1
OG0006289	AT5G21960.1	XP_033140509.1, XP_009131845.1, XP_009120702.1
OG0006290	AT5G22080.1	XP_009126522.1
OG0006291	AT5G22110.1	XP_009133907.1
OG0006292	AT5G22220.2	XP_009120677.1, XP_009131867.1
OG0006293	AT5G60660.1	XP_009120600.1, XP_009126591.2, XP_009131906.1
OG0006294	AT5G60580.2	XP_018511275.1
OG0006295	AT5G60190.1	XP_009120538.1, XP_009131942.1
OG0006296	AT2G20060.1	XP_009117510.1, XP_033130583.1
OG0006297	AT5G59800.1	XP_033137988.1, XP_033143205.1
OG0006298	AT5G58930.1	XP_009120400.2
OG0006299	AT5G58850.1	XP_009132027.1, XP_009126728.2
OG0006300	AT5G58350.1	XP_009126757.2, XP_033137700.1, XP_009132059.2
OG0006301	AT4G22600.1	XP_033142721.1
OG0006302	AT5G25230.1, AT1G06220.1	XP_009111003.2, XP_018515449.2
OG0006303	AT5G58230.1	XP_009126769.1, XP_009120334.1, XP_009132073.2
OG0006304	AT5G58070.1	XP_009126793.1, XP_009132084.1
OG0006305	AT4G17300.2	XP_009108309.1, XP_009144600.1
OG0006306	AT5G57720.1	XP_009126820.1, XP_009126892.1
OG0006307	AT5G57630.1, AT5G57565.4	XP_018510743.1, XP_009132114.1
OG0006308	AT5G57620.1	XP_009126826.1, XP_009132117.1
OG0006309	AT5G10330.1, AT1G71920.2	XP_018508230.1, XP_009127883.1
OG0006310	AT5G57270.1	XP_009132138.1, XP_009120251.1
OG0006311	AT5G57015.1	XP_009120217.1, XP_009132156.1, XP_009126905.2
OG0006312	AT5G57070.1	XP_009126904.1, XP_009120226.1
OG0006313	AT3G49650.1	XP_009150132.1
OG0006314	AT5G56940.1	XP_009120207.2, XP_009126916.1
OG0006316	AT5G56520.1	XP_009120164.1
OG0006317	AT5G56510.1	XP_009126936.1, XP_009132291.1, XP_009120163.1
OG0006318	AT5G56270.1	XP_009132317.1, NP_001288958.1
OG0006319	AT5G56090.1	XP_009120121.1
OG0006320	AT5G55140.1	XP_033138731.1, XP_009143850.1, XP_009127025.2
OG0006321	AT5G32440.3	XP_009109664.1, XP_009115235.1
OG0006322	AT5G54660.1	XP_009119996.1, XP_009127077.1
OG0006323	AT3G49530.1	XP_009150140.1, XP_009149732.1
OG0006324	AT3G49220.3	XP_009150156.2, XP_009149756.1, XP_009151913.2
OG0006325	AT3G49180.1	XP_009151859.1
OG0006326	AT3G48890.1	XP_009149786.1, XP_009150169.1
OG0006327	AT3G48750.1	XP_009151520.1, XP_009149797.1
OG0006328	AT5G54130.2	XP_009119943.1, XP_009127113.1
OG0006329	AT5G54170.1	XP_009132450.1, XP_009119952.1
OG0006330	AT4G02370.1	XP_009144577.1, XP_009134438.1
OG0006331	AT4G02760.3	XP_009111257.2
OG0006332	AT5G07280.1	XP_009122355.1
OG0006333	AT5G07310.1	XP_009125683.1, XP_009132220.1, XP_009122352.1
OG0006334	AT1G57610.1	XP_009104723.2, XP_009123002.2
OG0006335	AT5G06990.1	XP_009125670.1, XP_009122390.1
OG0006336	AT5G06760.1	XP_009122290.1, XP_009130961.1
OG0006337	AT5G06570.3	XP_009130947.1, XP_009122268.1
OG0006338	AT5G06530.1	XP_009125649.2, XP_009122262.2
OG0006339	AT5G06430.1	XP_009122250.1
OG0006340	AT5G06360.1	XP_009125643.1, XP_009122240.1
OG0006341	AT5G06320.1	XP_033145097.1, XP_009122244.1
OG0006343	AT3G46560.1	XP_009113038.1, XP_009124342.1
OG0006344	AT5G05440.1	XP_009122151.1, XP_033145099.1
OG0006345	AT5G05360.1	XP_009122145.1
OG0006346	AT5G05180.1	XP_009122903.1, XP_009130872.1
OG0006347	AT5G05080.1	XP_033137348.1, XP_009130859.1
OG0006348	AT5G04930.1	XP_009122546.1, XP_009130848.1
OG0006349	AT5G04890.1	XP_009125580.2, XP_009130846.1
OG0006350	AT5G04885.2	XP_033138163.1, XP_009130844.1
OG0006351	AT5G04530.1	XP_009125563.2, XP_009122587.1
OG0006352	AT5G04500.1	XP_009122589.2, XP_009125562.1
OG0006353	AT5G04490.1	XP_009122590.1, XP_009130827.1
OG0006354	AT5G04410.1	XP_018511235.2, XP_009130821.2
OG0006355	AT1G76705.1, AT5G03960.2	XP_033137434.1, XP_018512290.1
OG0006356	AT5G03880.1	XP_009122663.1, XP_009130789.2
OG0006357	AT5G03370.1	XP_009130716.1
OG0006358	AT5G03210.2	XP_009130725.1, XP_009122727.1, XP_033137657.1, XP_009125486.1
OG0006359	AT5G03150.1	XP_009130730.1, XP_009122729.2
OG0006360	AT5G03050.1	XP_009125476.1
OG0006362	AT5G02770.1	XP_009125461.1, XP_009122757.1
OG0006363	AT5G02370.1	XP_009130698.1, XP_033137559.1
OG0006364	AT5G02460.1	XP_009130703.1, XP_009125451.1
OG0006365	AT5G02470.1	XP_009122777.2, XP_009130705.1
OG0006366	AT5G02280.1	XP_009122789.1, XP_009130692.1
OG0006367	AT5G02050.1	XP_009130679.1, XP_009122813.1
OG0006368	AT3G45100.1	XP_033137567.1, XP_033139795.1
OG0006369	AT5G48180.1	XP_009129713.1, XP_009151618.1
OG0006370	AT5G01380.1	XP_009130657.1, XP_009125422.1
OG0006371	AT3G18310.1	XP_009145903.1
OG0006372	AT5G41940.1	XP_033130475.1, XP_009140133.1
OG0006373	AT1G20570.3, AT1G80260.1	XP_009128439.1
OG0006375	AT1G80410.2	XP_009104460.1, XP_009128424.1, XP_009106749.1
OG0006376	AT2G26000.2	XP_009128411.1
OG0006377	AT1G80700.1, AT1G80980.1	XP_009104479.1, XP_009106723.1
OG0006378	AT1G79600.1	XP_033141820.1, XP_009104515.1
OG0006379	AT1G79390.1	XP_009104535.1
OG0006380	AT1G79380.1	XP_009106659.1, XP_009104534.1
OG0006381	AT1G78460.1	XP_009106555.1
OG0006382	AT1G78410.1	XP_009128295.2
OG0006383	AT1G78160.2	XP_033140019.1, XP_009106464.2
OG0006384	AT1G77770.1	XP_009104603.1, XP_009128252.1
OG0006385	AT1G77330.1	XP_009128223.3, XP_009106397.2
OG0006386	AT4G17895.1	XP_009136881.1, XP_009108344.1
OG0006388	AT1G76890.2	XP_009104653.1, XP_009128204.1, XP_009106348.1
OG0006389	AT1G76420.1	XP_009128177.1, XP_009106303.1
OG0006390	AT1G75730.1	XP_009128128.1, XP_033131625.1
OG0006391	AT1G75710.1	XP_009128127.2, XP_009106219.1
OG0006392	AT1G75580.1	XP_033131315.1, XP_009106208.1, XP_033141528.1
OG0006393	AT1G75360.1	XP_033140573.1, XP_009106190.1
OG0006394	AT1G75240.1	XP_009104712.1, XP_009128086.1, XP_009106180.1
OG0006395	AT1G61570.1	XP_009104719.1, XP_009106172.1
OG0006396	AT2G17350.1	XP_009121128.1, XP_009150842.1
OG0006397	AT2G17710.1	XP_009150772.1, XP_009121089.1
OG0006398	AT3G49790.1	XP_009101417.1, XP_009136518.1
OG0006399	AT3G49780.1	XP_009115662.1, XP_009101405.1
OG0006400	AT5G54580.1	XP_009119982.1, XP_009132436.1
OG0006401	AT3G47650.1	XP_009150229.1, XP_009149886.1
OG0006402	AT3G06483.1	XP_009134901.1, XP_033147482.1
OG0006403	AT1G55900.1	XP_009144731.1, XP_009106820.1
OG0006404	AT1G55775.1	XP_033133655.1, XP_033148486.1
OG0006405	AT1G55770.1	XP_009106828.1, XP_033147042.1, XP_033129303.1
OG0006406	AT1G55550.1	XP_009147502.2, XP_009106862.1
OG0006407	AT2G03800.2	XP_009152146.1
OG0006408	AT1G55340.1	XP_009147507.1, XP_009103728.1, XP_009106882.2
OG0006409	AT1G55090.1	XP_009147528.1, XP_009106910.1
OG0006410	AT1G54160.1	XP_009147543.2, XP_009107064.1
OG0006411	AT1G54120.1	XP_009106936.1
OG0006412	AT1G54030.1	XP_009107060.1, XP_009147559.1, XP_009106946.1
OG0006413	AT1G53650.1	XP_033147241.1, XP_009123971.1, XP_033128666.1
OG0006414	AT1G53580.1	XP_009147589.2, XP_009106968.1
OG0006415	AT1G53070.1	XP_009147635.2, XP_009147636.1
OG0006416	AT1G53050.1	XP_009107008.2, XP_009144802.1
OG0006417	AT2G35940.1	XP_018513364.2, XP_033147427.1, XP_009141536.1
OG0006418	AT2G36026.1	XP_009143620.2, XP_009141556.1
OG0006420	AT4G18490.3	XP_009131858.1, XP_009136934.2
OG0006421	AT3G44330.1	XP_009123309.1, XP_009150276.1
OG0006422	AT3G44370.1	XP_009150296.1
OG0006423	AT3G29770.1	XP_033140759.1
OG0006424	AT5G33320.1	XP_009108071.1
OG0006425	AT5G53050.4	XP_009132504.1, XP_033137321.1
OG0006426	AT5G53110.1	XP_009127194.1, XP_009119849.1
OG0006427	AT5G49940.1	XP_009134034.1, XP_009118906.1
OG0006428	AT5G50330.1	XP_009123860.1
OG0006429	AT4G13250.1	XP_009107686.1, XP_009139641.1
OG0006430	AT4G13350.1	XP_009107693.1, XP_009139636.1
OG0006431	AT4G13450.1	XP_033148736.1, XP_033146643.1, XP_009107702.1
OG0006432	AT4G13720.2	XP_009139600.1
OG0006433	AT4G14110.1	XP_009139563.1, XP_009108099.1
OG0006434	AT4G14365.1	XP_009125093.2, XP_009107223.1
OG0006435	AT1G74510.1	XP_018508856.1, XP_033141084.1, XP_009106118.1
OG0006436	AT4G15430.1	XP_009147329.2, XP_009107840.1
OG0006437	AT4G15475.1	XP_009136697.1
OG0006438	AT4G15650.1	XP_009136706.1, XP_033133435.1
OG0006439	AT4G15770.1	XP_009146738.2, XP_009107861.2, XP_009136713.1
OG0006440	AT4G15930.1	XP_009107870.1, XP_009136731.1
OG0006441	AT1G72790.1	XP_009104843.1, XP_009105946.2
OG0006442	AT1G73210.1	XP_009105969.1, XP_009127979.1
OG0006443	AT1G73530.1	XP_009104806.1
OG0006445	AT1G73730.1	XP_009128008.1, XP_009104797.1, XP_009106032.1
OG0006446	AT1G73760.1	XP_009104796.1, XP_009106036.1
OG0006447	AT1G73885.1	XP_009104786.1, XP_009128015.1
OG0006448	AT1G73940.1	XP_009106048.1
OG0006449	AT1G78340.1	XP_009106542.1, XP_009104574.1
OG0006450	AT1G74470.1	XP_009128047.2, XP_009106116.2
OG0006451	AT1G74800.1	XP_009104744.1, XP_009106136.1
OG0006452	AT1G74840.1	XP_009128066.1, XP_009106138.1
OG0006453	AT1G68730.1	XP_009127663.1, XP_009105422.1, XP_033148632.1
OG0006454	AT1G68850.1	XP_009105019.2, XP_009105436.2, XP_009127676.2
OG0006455	AT1G69230.1, AT1G26355.1	XP_009127712.1
OG0006456	AT4G28540.1	XP_009137799.1, XP_009129544.1, XP_009109084.1
OG0006457	AT4G28700.1	XP_009137804.1, XP_009129394.1
OG0006458	AT4G28820.3	XP_009137809.1, XP_009129269.1
OG0006459	AT4G28890.1	XP_009129172.1, XP_009137814.1
OG0006460	AT4G28910.1	XP_033133138.1, XP_009137815.1, XP_009129148.1
OG0006461	AT4G29230.1	XP_009128919.2
OG0006462	AT1G63970.1	XP_009112788.2, XP_009112907.1
OG0006463	AT5G50840.2	XP_009132689.1, XP_033144234.1, XP_009127335.2
OG0006464	AT2G03810.1	XP_018511988.2, XP_018510007.1, XP_009152145.1
OG0006465	AT3G29270.1	XP_009129304.1, XP_033129716.1
OG0006466	AT3G30340.1	XP_009111806.1, XP_009151753.1, XP_009129678.1
OG0006467	AT3G28690.2	XP_009129364.1
OG0006468	AT3G43860.1	XP_009150280.1, XP_009123277.1
OG0006469	AT2G47210.1	XP_033147195.1, XP_009118835.1
OG0006470	AT3G27550.2	XP_009151946.1
OG0006471	AT3G27390.1	XP_009129419.1, XP_009151966.1
OG0006472	AT3G27350.2	XP_009151969.1, XP_009129422.1
OG0006473	AT3G27200.1	XP_009129442.1, XP_009151984.1
OG0006474	AT3G27090.1	XP_009129450.1, XP_009111555.1, XP_009151992.1
OG0006475	AT3G26360.1	XP_009129511.1, XP_009152063.1
