Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata_NCBI
OG0011866	AT1G18170.1	XP_002890264.1
OG0011867	AT1G18420.1	XP_020866338.1
OG0011868	AT1G18440.1	XP_020866334.1
OG0011869	AT1G18730.1	XP_002890298.2
OG0011870	AT1G19230.2	XP_020869810.1
OG0011871	AT1G19500.1	XP_020870090.1
OG0011872	AT1G19520.1	XP_002890344.1
OG0011873	AT1G19600.1	XP_002890348.1
OG0011874	AT1G19950.1	XP_002890359.1
OG0011875	AT1G20020.1	XP_020869310.1
OG0011876	AT1G20080.1	XP_002890369.1
OG0011877	AT1G20370.1	XP_020866917.1, XP_002893107.1
OG0011878	AT1G20430.1	XP_020870822.1
OG0011879	AT1G20480.1	XP_020869903.1
OG0011880	AT1G20575.1	XP_002893120.1
OG0011881	AT1G20610.1	XP_020868623.1
OG0011882	AT1G65520.1	XP_002888421.1
OG0011883	AT1G20770.1	XP_020869598.1
OG0011884	AT1G20780.1	XP_002890408.1
OG0011885	AT1G20830.1	XP_002890412.2
OG0011886	AT1G21690.3	XP_020866892.1
OG0011887	AT1G21695.1	XP_020866894.1
OG0011888	AT1G22660.4	XP_002890525.1
OG0011889	AT4G16430.1	XP_002870159.1
OG0011890	AT1G22740.1	XP_002890529.2
OG0011891	AT2G23800.1	XP_002880528.1
OG0011892	AT1G22882.1	XP_002890541.1
OG0011893	AT1G22910.3	XP_020869421.1
OG0011894	AT1G71695.1	XP_002887381.1
OG0011895	AT5G35960.1	XP_002870457.1
OG0011896	AT1G71520.1	XP_002887377.1
OG0011897	AT3G28700.1	XP_002875463.1
OG0011898	AT1G71190.1	XP_020889942.1
OG0011899	AT1G71040.1	XP_020890811.1
OG0011900	AT1G71000.1	XP_020865996.1
OG0011901	AT1G70880.1	XP_002888803.1
OG0011902	AT1G70480.2	XP_002887303.1
OG0011903	AT1G70210.1	XP_002887287.2
OG0011904	AT1G32760.1	XP_020870711.1
OG0011905	AT2G25625.1	XP_002878868.1
OG0011906	AT1G63300.1	XP_020891228.1
OG0011907	AT1G62981.1	XP_002887987.2
OG0011908	AT1G62980.1	XP_002887988.1
OG0011909	AT1G62840.1	XP_020890419.1
OG0011910	AT1G62830.1	XP_002886450.1
OG0011911	AT1G62710.1	XP_020890775.1
OG0011912	AT1G62350.2	XP_002888032.2
OG0011913	AT1G62340.1	XP_002886474.1
OG0011914	AT1G62300.1	XP_020891444.1
OG0011915	AT1G61900.1	XP_020891335.1
OG0011916	AT1G61795.1	XP_002888068.1
OG0011917	AT1G61770.1	XP_020891340.1
OG0011918	AT1G61667.2	XP_002888076.1
OG0011919	AT2G05920.1	XP_002885806.1
OG0011920	AT1G61010.1	XP_020890059.1
OG0011921	AT1G60995.1	XP_020890064.1
OG0011922	AT1G60770.1	XP_002886593.1
OG0011923	AT1G60550.1	XP_002886610.1
OG0011924	AT1G60390.1	XP_020865632.1
OG0011925	AT1G60190.1	XP_020889590.1
OG0011926	AT1G60140.1	XP_002886635.1
OG0011927	AT1G59970.1	XP_020890648.1
OG0011928	AT1G59910.1	XP_002886649.1
OG0011929	AT1G59850.1	XP_002886651.1
OG0011930	AT1G59740.1	XP_002888185.1
OG0011931	AT1G59730.1	XP_002886664.2
OG0011932	AT1G58210.1	XP_020865979.1
OG0011933	AT1G57700.1	XP_020869664.1
OG0011934	AT1G56500.1	XP_020867630.1
OG0011935	AT1G56440.1	XP_020868287.1
OG0011936	AT1G56290.1	XP_002891949.1
OG0011937	AT1G56280.2	XP_002894634.1
OG0011938	AT1G64150.1	XP_002886361.1
OG0011939	AT1G64180.1	XP_020890603.1
OG0011940	AT1G64500.1	XP_002887881.1
OG0011941	AT1G64550.1	XP_020891133.1
OG0011942	AT1G64570.1	XP_002887874.1
OG0011943	AT1G64625.1	XP_020889580.1
OG0011944	AT1G64640.1	XP_020890379.1
OG0011945	AT5G46420.1	XP_020881096.1
OG0011947	AT5G67120.1	XP_020880974.1
OG0011948	AT5G46580.1	XP_002863397.1
OG0011949	AT5G46620.1	XP_020871718.1
OG0011950	AT4G24320.1	XP_020873529.1
OG0011951	AT5G46690.1	XP_002865169.1
OG0011952	AT5G47635.1	XP_002863328.1
OG0011953	AT5G47660.1	XP_002865109.1
OG0011954	AT5G47720.2	XP_020884614.1
OG0011955	AT5G47760.1	XP_020871669.1
OG0011956	AT1G26550.1	XP_002893399.1
OG0011957	AT5G33280.1	XP_020874631.1
OG0011958	AT4G03620.1	XP_002872760.1
OG0011959	AT4G05430.3	XP_002872756.2
OG0011960	AT2G25770.1	XP_002878882.1
OG0011961	AT4G05070.1	XP_002874831.2
OG0011962	AT4G29400.1	XP_002869432.1
OG0011963	AT4G29900.1	XP_020872501.1
OG0011964	AT4G16160.2	XP_002870177.1
OG0011965	AT5G35410.1	XP_020874832.1
OG0011966	AT2G39725.1	XP_020884001.1
OG0011967	AT4G16210.1	XP_002868151.1
OG0011968	AT1G48300.1	XP_002891423.1
OG0011969	AT1G48405.1	XP_020868385.1, XP_002894110.1
OG0011970	AT1G48420.1	XP_002894112.1
OG0011971	AT1G23890.2	XP_002893312.1
OG0011972	AT1G48540.1	XP_002891442.1
OG0011973	AT1G48560.2	XP_020870765.1
OG0011974	AT1G48960.1	XP_020868359.1
OG0011975	AT2G24500.1	XP_020884357.1
OG0011976	AT1G74890.1	XP_002888998.1
OG0011977	AT4G38120.3	XP_020872820.1
OG0011978	AT4G38160.3	XP_020872839.1
OG0011979	AT4G38260.1	XP_002868841.1
OG0011980	AT2G45250.2, AT4G38280.1	XP_020872533.1
OG0011981	AT4G38360.2	XP_002866793.1
OG0011982	AT4G38440.1	XP_020874959.1
OG0011983	AT4G38760.1	XP_020874399.1
OG0011984	AT4G39040.1	XP_002868881.1
OG0011985	AT4G39050.1	XP_002866829.1
OG0011986	AT4G39070.1	XP_020872126.1
OG0011987	AT4G39320.1	XP_002866840.1
OG0011988	AT4G39370.3	XP_002866845.1
OG0011989	AT4G39390.1	XP_020875175.1
OG0011990	AT4G39680.1	XP_002868923.1
OG0011991	AT4G38020.1	XP_002868951.1
OG0011992	AT4G37925.1	XP_020873032.1
OG0011993	AT4G37770.1	XP_020875639.1
OG0011994	AT4G37590.1	XP_020874345.1
OG0011995	AT4G37540.1	XP_020875549.1
OG0011996	AT4G37490.1	XP_020874624.1
OG0011997	AT4G37460.1	XP_002866946.1
OG0011998	AT4G36920.1	XP_020874971.1
OG0011999	AT4G37030.1	XP_002866972.1
OG0012000	AT4G37040.1	XP_002866973.1
OG0012001	AT4G37080.2	XP_020872293.1
OG0012002	AT4G37090.1	XP_002866975.1
OG0012003	AT4G37200.1	XP_020872898.1
OG0012004	AT4G36780.1	XP_002866992.1
OG0012005	AT4G36710.1	XP_020872480.1
OG0012006	AT4G36700.1	XP_020872568.1
OG0012007	AT1G63810.1	XP_020891515.1
OG0012008	AT4G36380.1	XP_002867019.1
OG0012009	AT4G36160.2	XP_020875750.1
OG0012010	AT4G36120.1	XP_020872760.1
OG0012011	AT4G33500.1	XP_020875380.1
OG0012012	AT2G24040.1	XP_002878715.1
OG0012013	AT4G35470.1	XP_020874461.1
OG0012014	AT4G34960.1	XP_020872749.1
OG0012015	AT4G34910.1	XP_020874610.1
OG0012016	AT4G34790.1	XP_002869126.1
OG0012017	AT4G34350.1	XP_002867122.1
OG0012018	AT4G34270.1	XP_020872185.1
OG0012019	AT4G34260.1	XP_002869161.1
OG0012020	AT4G34250.1	XP_020875583.1
OG0012021	AT5G49070.1	XP_002865701.1
OG0012022	AT4G34140.1	XP_020875536.1
OG0012023	AT1G65352.1	XP_002886902.1
OG0012023	AT5G23035.1	XP_002874107.2
OG0012024	AT4G32510.2	XP_020872658.1
OG0012025	AT4G32560.1	XP_020874676.1
OG0012026	AT4G32605.1	XP_020875747.1
OG0012027	AT4G32710.1	XP_002869253.1
OG0012028	AT4G32750.1	XP_002867228.1
OG0012029	AT4G32850.8	XP_020872874.1
OG0012030	AT4G32880.1	XP_020874560.1
OG0012031	AT4G33140.1	XP_002869222.1
OG0012032	AT4G33240.1	XP_020874768.1
OG0012033	AT4G33350.1	XP_020875466.1
OG0012034	AT4G33390.1	XP_002869216.1
OG0012035	AT4G33760.1	XP_002867161.1
OG0012036	AT4G33800.1	XP_020874998.1
OG0012037	AT4G33910.1	XP_020875450.1
OG0012038	AT4G34090.3	XP_002867136.1
OG0012039	AT4G32010.1	XP_002869299.1
OG0012040	AT4G31920.1	XP_002867269.1
OG0012041	AT4G31820.1	XP_020874219.1
OG0012042	AT4G31770.1	XP_002867279.1
OG0012043	AT4G31720.1	XP_020875177.1
OG0012044	AT4G31250.1	XP_020873033.1
OG0012045	AT2G18196.1	XP_002886158.1
OG0012046	AT4G31060.1	XP_002869347.1
OG0012047	AT4G31040.1	XP_002867316.1
OG0012048	AT4G30820.16	XP_020872122.1
OG0012049	AT3G47660.4	XP_020880466.1
OG0012050	AT3G24250.1	XP_002885606.2
OG0012051	AT3G23930.1	XP_002885628.1
OG0012052	AT1G72710.1	XP_020891088.1
OG0012053	AT3G19790.1	XP_002885328.1
OG0012053	AT1G80625.1	XP_002889282.1
OG0012054	AT1G72340.2	XP_002887431.1
OG0012055	AT1G23230.1	XP_020866571.1
OG0012056	AT1G23320.1	XP_002893278.1
OG0012057	AT1G23400.1	XP_002893285.1
OG0012058	AT1G23740.1	XP_020867540.1
OG0012059	AT1G23900.1	XP_020867765.1
OG0012060	AT1G24020.1	XP_020869216.1
OG0012061	AT1G24160.1	XP_020867325.1
OG0012062	AT1G26930.1	XP_020870208.1
OG0012063	AT1G26450.1	XP_002890656.1
OG0012064	AT1G26330.2	XP_020868572.1
OG0012065	AT5G09890.2	XP_020876646.1
OG0012066	AT4G02220.1	XP_002874928.1
OG0012067	AT4G02020.1	XP_020879460.1
OG0012068	AT4G01900.1	XP_002874951.1
OG0012069	AT4G01897.1	XP_002872869.1
OG0012070	AT4G01880.1	XP_020876304.1
OG0012071	AT4G01870.2	XP_020876303.1
OG0012072	AT4G01840.1	XP_020878932.1
OG0012073	AT4G01790.1	XP_002874956.1
OG0012074	AT4G01660.1	XP_020876672.1
OG0012075	AT4G00800.1	XP_020879213.1
OG0012076	AT4G00950.1	XP_020879172.1
OG0012077	AT4G00770.1	XP_020877070.1
OG0012078	AT2G01770.1	XP_002876777.2
OG0012079	AT4G00525.1	XP_020879544.1
OG0012080	AT4G00500.1	XP_002872948.1
OG0012081	AT4G00355.1	XP_020878723.1
OG0012082	AT4G00295.1	XP_020876519.1
OG0012083	AT4G00234.1, AT4G00290.1	XP_002872959.1
OG0012084	AT1G73440.1	XP_002872968.1
OG0012085	AT4G00080.1	XP_020878711.1
OG0012087	AT2G20920.1	XP_002878525.1
OG0012088	AT2G20940.1	XP_002880352.1
OG0012089	AT2G21100.1	XP_002880356.2
OG0012090	AT2G21120.1	XP_020885060.1
OG0012091	AT4G26450.1	XP_020873324.1
OG0012092	AT4G26000.1	XP_020873438.1
OG0012093	AT4G26980.1	XP_002867531.1
OG0012094	AT4G27110.1	XP_002867522.2
OG0012095	AT4G27640.1	XP_002867489.1
OG0012096	AT4G28190.2	XP_020874855.1
OG0012097	AT4G28210.1	XP_002869515.1
OG0012098	AT2G03780.1	XP_020880424.1
OG0012099	AT3G25597.1	XP_020882206.1
OG0012100	AT4G00420.2	XP_002890129.1
OG0012101	AT1G23790.1	XP_002890596.1
OG0012102	AT1G26580.1	XP_020870378.1
OG0012103	AT1G26210.1	XP_002893412.1
OG0012104	AT1G26200.3	XP_020869083.1
OG0012105	AT1G27470.1	XP_020870878.1
OG0012106	AT1G32928.1	XP_002891017.1
OG0012108	AT4G05553.1	XP_020886345.1, XP_020881793.1, XP_020881750.1
OG0012109	AT1G47317.1	XP_002891349.1, XP_002885478.1, XP_002891348.1
OG0012109	AT2G21465.1	XP_002880382.1
OG0012110	AT1G52690.1	XP_020869186.1
OG0012111	AT5G07770.3, AT5G07780.1	XP_020878890.1
OG0012111	AT5G07760.2	XP_020890333.1
OG0012113	AT1G68160.1	XP_020891774.1
OG0012114	AT1G68795.1	XP_020889996.1
OG0012115	AT1G71470.1	XP_002887375.1
OG0012115	AT3G22090.1	XP_002883341.1
OG0012116	AT3G17360.3	XP_020889081.1
OG0012117	AT3G22180.1	XP_020886692.1
OG0012118	AT2G12646.1	XP_020887773.1, XP_002885865.1
OG0012119	AT2G16790.3	XP_020887479.1
OG0012120	AT2G21820.1	XP_002880399.2
OG0012121	AT2G23270.1	XP_002878673.1
OG0012122	AT2G23760.4	XP_002880524.2
OG0012123	AT2G23970.1	XP_002862818.1, XP_002878711.1
OG0012124	AT2G24540.1	XP_020885200.1
OG0012125	AT2G24640.1	XP_020884871.1
OG0012126	AT2G25070.1	XP_002880649.1
OG0012127	AT2G25735.1	XP_002880703.1
OG0012128	AT2G27520.1	XP_020885430.1, XP_020885816.1
OG0012129	AT2G34600.1	XP_020884611.1, XP_002862641.1
OG0012130	AT2G35612.1	XP_020885630.1
OG0012132	AT2G41460.1	XP_020883886.1
OG0012133	AT2G44010.1	XP_020885056.1
OG0012134	AT2G44910.1	XP_002881989.1
OG0012135	AT2G02147.1	XP_002875117.1
OG0012136	AT2G03750.1	XP_020880422.1
OG0012137	AT3G25970.1	XP_020879624.1
OG0012138	AT3G27250.1	XP_020882167.1
OG0012139	AT3G28340.1	XP_002877098.1
OG0012140	AT3G28750.1	XP_020881954.1
OG0012141	AT3G28917.1	XP_002875479.1
OG0012142	AT3G29810.1	XP_020882071.1
OG0012144	AT3G44610.1	XP_020882058.1
OG0012146	AT3G48100.1	XP_002877596.1
OG0012147	AT3G50060.1	XP_020882288.1
OG0012148	AT3G51680.1	XP_002877816.1
OG0012149	AT3G53010.1	XP_002877897.1
OG0012150	AT3G57750.1	XP_020881364.1
OG0012151	AT3G59410.2	XP_020881013.1
OG0012152	AT5G10520.1	XP_020876736.1
OG0012153	AT5G10570.1	XP_020876742.1
OG0012154	AT5G11990.1	XP_002873543.1
OG0012155	AT5G15500.2	XP_002873729.2
OG0012156	AT5G17810.1	XP_020877800.1
OG0012157	AT5G17880.1	XP_020877772.1
OG0012159	AT5G20490.2	XP_020878729.1
OG0012160	AT4G08180.1	XP_020877452.1
OG0012161	AT4G12240.1	XP_020877699.1
OG0012162	AT4G24470.3	XP_020873632.1
OG0012163	AT4G02390.1	XP_002874918.1
OG0012164	AT4G33030.1	XP_020874519.1
OG0012165	AT4G30730.1, AT4G30750.1	XP_002867330.1
OG0012166	AT4G30350.1	XP_020873913.1
OG0012167	AT4G26200.1	XP_020873473.1
OG0012168	AT4G26070.2	XP_002869630.1
OG0012169	AT4G22390.1	XP_002867771.1, XP_020883259.1
OG0012170	AT4G19550.2	XP_002867932.1
OG0012171	AT4G17980.2	XP_020874762.1
OG0012173	AT4G14950.1	XP_020874827.1
OG0012174	AT5G38490.1	XP_002868769.1
OG0012175	AT5G48560.1	XP_020871306.1
OG0012176	AT5G48640.1	XP_002865656.1
OG0012177	AT5G49100.1	XP_002865709.1
OG0012178	AT5G49130.1	XP_002863962.2
OG0012179	AT5G49170.1	XP_020878413.1
OG0012180	AT5G49215.1	XP_020871309.1
OG0012181	AT5G50590.1, AT5G50690.1	XP_002864070.2
OG0012182	AT5G52020.1	XP_002865890.1
OG0012183	AT5G54060.1	XP_020879128.1
OG0012184	AT5G62110.1	XP_020881426.1
OG0012185	AT5G64210.1	XP_020870016.1, XP_020883691.1
OG0012186	ATCG00020.1	YP_009357247.1
OG0012187	AT4G05630.1	XP_002872665.1
OG0012187	AT4G12617.1	XP_002872664.1
OG0012188	AT5G06020.1	XP_020886096.1
OG0012188	AT5G06030.1, AT5G06040.1	XP_002883929.1
OG0012189	AT1G08985.1	XP_020880708.1, XP_002886734.1
OG0012190	AT5G53410.1, AT5G52080.1, AT2G18320.1, AT2G27540.1	XP_020871200.1, XP_020889928.1, XP_020873003.1, XP_020870421.1
OG0012191	AT3G28216.1	XP_020870957.1
OG0012208	AT4G27250.1	XP_002867517.1
OG0012209	AT4G30510.1	XP_002867343.2
OG0012210	AT4G30610.1	XP_002869369.1
OG0012211	AT3G46510.1	XP_002877490.1
OG0012212	AT3G42630.1	XP_020882248.1
OG0012213	AT3G48560.1	XP_002877617.1
OG0012214	AT3G48540.1	XP_002877616.1
OG0012215	AT3G48330.4	XP_002877607.2
OG0012216	AT3G48250.1	XP_002877605.1
OG0012217	AT3G48200.1	XP_020880351.1
OG0012218	AT3G47830.1	XP_002875868.1
OG0012219	AT2G01630.1	XP_020881065.1
OG0012220	AT2G01680.1	XP_020880006.1
OG0012221	AT2G01750.2	XP_020881052.1
OG0012222	AT2G01910.1	XP_020880016.1
OG0012223	AT5G03100.1	XP_020879237.1
OG0012224	AT5G40530.3	XP_020874718.1
OG0012225	AT5G40510.2	XP_002870697.1
OG0012226	AT5G40490.1	XP_020874715.1
OG0012227	AT5G40420.1	XP_020874719.1
OG0012228	AT5G18140.1	XP_002871804.1
OG0012229	AT5G17610.1	XP_002871775.1
OG0012230	AT5G17420.1	XP_002873827.1
OG0012231	AT5G17370.2	XP_020876548.1
OG0012232	AT5G17250.1	XP_020878189.1
OG0012233	AT5G17200.1	XP_020878777.1
OG0012234	AT5G17170.1	XP_020878714.1
OG0012235	AT5G17010.1	XP_002873804.1
OG0012236	AT5G16960.1	XP_002873800.1
OG0012237	AT5G16920.1	XP_020877757.1
OG0012238	AT5G16780.1	XP_020879324.1
OG0012239	AT5G16715.1	XP_020879452.1
OG0012240	AT1G24470.1	XP_020870683.1
OG0012241	AT5G16480.1	XP_020878293.1
OG0012242	AT5G16290.1	XP_020878118.1
OG0012243	AT5G16210.1	XP_020877573.1
OG0012244	AT5G16080.1	XP_020875903.1
OG0012245	AT5G16000.1	XP_002871697.1
OG0012246	AT5G15920.1	XP_002871691.1
OG0012247	AT5G15910.1	XP_002871690.2
OG0012248	AT5G15880.1	XP_002871689.1
OG0012249	AT5G15760.1	XP_020876607.1
OG0012250	AT4G26120.2	XP_002869627.2
OG0012251	AT5G15730.2	XP_002871681.1
OG0012252	AT5G15710.1	XP_002871679.1
OG0012253	AT5G15700.2	XP_020876567.1
OG0012254	AT5G15480.1	XP_002873727.1
OG0012255	AT5G15410.1	XP_020876569.1
OG0012256	AT4G08840.1	XP_002872417.2
OG0012257	AT5G15390.1	XP_002871664.1
OG0012258	AT5G15280.1	XP_002871658.1
OG0012259	AT5G15265.1	XP_002871656.1
OG0012260	AT5G15260.1	XP_020877608.1
OG0012261	AT3G01410.1	XP_020886969.1
OG0012262	AT5G14870.1	XP_020876121.1
OG0012263	AT5G14850.1	XP_002873694.1
OG0012264	AT5G14760.1	XP_020877355.1
OG0012265	AT5G14740.1	XP_020877102.1
OG0012266	AT5G14600.1	XP_020877562.1
OG0012267	AT5G14590.1	XP_020877560.1
OG0012268	AT5G14460.1	XP_020879038.1
OG0012269	AT5G14430.1	XP_020879515.1
OG0012270	AT5G14400.2	XP_002871617.2
OG0012271	AT5G14310.1	XP_020876223.1
OG0012272	AT5G14010.1	XP_020877911.1
OG0012273	AT5G13970.1	XP_002873642.1
OG0012274	AT5G13610.1	XP_020879295.1
OG0012275	AT5G13310.1	XP_020878728.1
OG0012276	AT5G13260.1	XP_020878061.1
OG0012277	AT5G13240.3	XP_020878685.1
OG0012278	AT1G24540.1	XP_002893443.1
OG0012279	AT5G13160.1	XP_002871549.1
OG0012280	AT5G12970.1	XP_020879210.1
OG0012281	AT5G12890.1	XP_002873585.1
OG0012282	AT5G12860.1	XP_002873582.1
OG0012283	AT4G00120.1	XP_020879179.1
OG0012284	AT5G12460.1	XP_002871529.2, XP_002873576.2
OG0012285	AT5G12270.1	XP_002873560.1
OG0012286	AT5G12220.1	XP_020878339.1
OG0012287	AT5G11870.2	XP_002871502.2
OG0012288	AT5G11840.1	XP_002873532.1
OG0012289	AT5G11800.1	XP_020877546.1
OG0012290	AT2G01650.1	XP_020880913.1
OG0012291	AT5G11690.1	XP_002871488.1
OG0012292	AT5G11680.1	XP_002871487.1
OG0012293	AT5G11650.1	XP_020877003.1
OG0012294	AT5G11640.1	XP_020877004.1
OG0012295	AT5G11620.1	XP_002873525.1
OG0012296	AT5G11590.1	XP_020879573.1
OG0012297	AT5G11520.1	XP_002873517.1
OG0012298	AT5G11490.2	XP_020877986.1
OG0012299	AT5G11430.1	XP_020878518.1
OG0012300	AT5G11390.1	XP_020877050.1
OG0012301	AT5G11380.1	XP_020877048.1
OG0012302	AT5G11330.1	XP_002873507.1
OG0012303	AT5G11280.1	XP_020878181.1
OG0012304	AT5G11190.1	XP_002871461.1
OG0012305	AT5G10870.1	XP_002873482.1
OG0012306	AT5G10950.1	XP_020876739.1
OG0012307	AT5G10810.1	XP_002873478.1
OG0012308	AT5G10790.1	XP_002871441.1
OG0012309	AT2G25090.1	XP_002880650.1
OG0012310	AT5G10630.4	XP_020876715.1
OG0012311	AT5G10610.1	XP_020876735.1
OG0012312	AT5G10470.2	XP_020876707.1
OG0012313	AT5G10210.1	XP_002871411.1
OG0012314	AT5G10080.1	XP_020879333.1
OG0012315	AT5G09820.2	XP_020877957.1
OG0012316	AT5G09790.2	XP_020877400.1
OG0012317	AT5G09470.1	XP_002873403.1
OG0012318	AT5G09400.1	XP_020878492.1
OG0012319	AT5G09390.1	XP_002871367.1
OG0012320	AT5G09300.1	XP_002873392.1
OG0012321	AT5G08740.1	XP_002873381.1
OG0012322	AT5G08720.1	XP_020878500.1
OG0012323	AT5G08710.1	XP_020878629.1
OG0012324	AT5G08650.1	XP_020877934.1
OG0012325	AT5G08310.1	XP_020879323.1
OG0012326	AT5G08120.1	XP_020877080.1
OG0012327	AT5G08110.3	XP_020877079.1
OG0012328	AT5G07810.1	XP_020878017.1
OG0012329	AT5G07790.1	XP_020878813.1
OG0012330	AT5G07730.1	XP_020878893.1
OG0012331	AT5G07720.1	XP_002871288.1
OG0012332	AT5G07710.1	XP_020878892.1
OG0012333	AT4G02820.1	XP_020878943.1
OG0012334	AT4G03030.1	XP_002872800.1
OG0012335	AT4G03180.1	XP_002874878.1
OG0012336	AT4G03200.1	XP_002874877.1
OG0012337	AT4G03330.1	XP_020876446.1
OG0012338	AT4G24760.1	XP_020873571.1
OG0012339	AT4G24740.1	XP_002867648.1
OG0012340	AT4G24730.1	XP_020873751.1
OG0012341	AT4G24700.1	XP_002867652.1
OG0012342	AT2G26600.1	XP_020884078.1
OG0012343	AT2G26700.1	XP_020885766.1
OG0012344	AT2G26900.1	XP_002880845.1
OG0012345	AT2G26980.4	XP_020884351.1
OG0012346	AT2G27060.1	XP_002879042.1
OG0012347	AT2G27090.1	XP_020884259.1
OG0012348	AT2G16390.2	XP_020887838.1
OG0012349	AT2G27470.1	XP_020883388.1
OG0012350	AT2G27580.1	XP_002878119.1, XP_002879152.1
OG0012351	AT2G27690.1	XP_020871131.1, XP_002880978.1
OG0012352	AT2G27920.1	XP_020883800.1
OG0012353	AT2G28060.1	XP_020883823.1
OG0012354	AT2G28070.1	XP_002880954.1
OG0012355	AT2G28130.1	XP_020883802.1
OG0012356	AT2G28260.1	XP_002880939.1
OG0012357	AT2G28305.1	XP_020884515.1
OG0012358	AT2G02148.1	XP_020881083.1
OG0012359	AT2G28330.1	XP_020884173.1
OG0012360	AT2G28370.1	XP_020885495.1
OG0012361	AT2G28420.1	XP_002880927.1
OG0012362	AT2G28510.1	XP_020884919.1, XP_020884920.1
OG0012363	AT2G28550.3	XP_020884607.1
OG0012364	AT2G28830.1	XP_002881013.1
OG0012365	AT1G03290.1	XP_002889451.1
OG0012366	AT2G29090.1	XP_020885163.1
OG0012367	AT2G29620.1	XP_002881060.1
OG0012368	AT2G29760.1	XP_002879234.1
OG0012369	AT2G26240.1	XP_002880770.1
OG0012370	AT2G29940.1	XP_020885268.1
OG0012371	AT2G29950.1	XP_020885270.1
OG0012372	AT5G42100.1	XP_002868559.1
OG0012373	AT2G30330.1	XP_002881101.1
OG0012374	AT2G30575.1	XP_002881120.1
OG0012375	AT2G30600.5	XP_020883558.1
OG0012376	AT2G30720.1	XP_020885402.1
OG0012377	AT2G30780.1	XP_020884710.1, XP_020885749.1
OG0012378	AT2G30880.1	XP_002881137.1
OG0012379	AT2G30900.1	XP_002862622.1
OG0012380	AT2G30933.1	XP_002881139.1
OG0012381	AT2G31070.1	XP_002881153.1
OG0012382	AT2G31170.1	XP_020885226.1
OG0012383	AT2G31370.1	XP_020884899.1
OG0012384	AT2G31690.1	XP_002881190.2
OG0012385	AT2G31840.1	XP_002881198.1
OG0012386	AT2G31890.1	XP_002881203.1
OG0012387	AT2G31930.1	XP_020873876.1, XP_002879350.1
OG0012388	AT2G31970.1	XP_020884073.1
OG0012389	AT2G32000.1	XP_020884419.1
OG0012390	AT2G32120.1	XP_020885053.1, XP_002862884.1
OG0012391	AT2G32150.1	XP_002879366.1
OG0012392	AT2G32640.1	XP_020883685.1
OG0012393	AT2G32500.2	XP_002881229.1
OG0012394	AT2G32290.1	XP_020884384.1
OG0012395	AT2G32840.1	XP_002881247.1
OG0012396	AT2G33170.1	XP_020884076.1
OG0012397	AT2G33205.5	XP_020882928.1
OG0012398	AT2G33250.1	XP_002879441.1
OG0012399	AT2G33260.2	XP_020883272.1
OG0012400	AT5G43430.4	XP_002865423.1
OG0012401	AT5G43630.1	XP_020887962.1
OG0012402	AT5G43670.1	XP_020871030.1
OG0012403	AT5G43770.1	XP_020871043.1
OG0012404	AT5G43820.1	XP_020885185.1
OG0012405	AT5G43890.1	XP_002863626.1
OG0012406	AT5G43950.1	XP_020871710.1
OG0012407	AT5G44000.1	XP_020887901.1, XP_002863619.1
OG0012408	AT5G44010.4	XP_020878789.1
OG0012409	AT5G44030.2	XP_020880688.1
OG0012410	AT5G44040.1	XP_020880696.1
OG0012411	AT5G44060.1	XP_020871349.1
OG0012412	AT5G44080.1	XP_002863613.2
OG0012413	AT5G44200.1	XP_020871801.1
OG0012414	AT4G03420.1	XP_002874864.1
OG0012415	AT4G03415.1	XP_002872779.1
OG0012416	AT4G25160.1	XP_020873272.1
OG0012417	AT4G25180.1	XP_002867621.1
OG0012418	AT4G25280.1	XP_020873675.1
OG0012419	AT4G25350.1	XP_020873312.1
OG0012420	AT4G25360.1	XP_002869677.1
OG0012421	AT4G25420.1	XP_020873541.1
OG0012422	AT4G25600.1	XP_020873655.1
OG0012423	AT4G25620.1	XP_020873493.1
OG0012424	AT4G25650.2	XP_020873416.1
OG0012425	AT4G16310.1	XP_020873959.1
OG0012426	AT1G47870.1	XP_020870512.1
OG0012428	AT1G47655.1	XP_002891377.1
OG0012429	AT1G47530.1	XP_020869089.1
OG0012430	AT1G47480.1	XP_002891362.1
OG0012431	AT1G45110.1	XP_002891309.1
OG0012432	AT1G45230.1	XP_020870252.1
OG0012433	AT3G29130.2	XP_002877157.2
OG0012434	AT1G45545.2	XP_002894022.2
OG0012435	AT1G46480.1	XP_002894029.1
OG0012436	AT1G27695.1	XP_020868010.1
OG0012437	AT1G19750.1, AT1G27840.3	XP_002893491.1
OG0012438	AT1G27880.1	XP_020866376.1
OG0012439	AT1G27990.1	XP_002893498.1
OG0012440	AT1G28080.2	XP_002890758.2
OG0012441	AT1G28140.1	XP_020868780.1
OG0012442	AT1G28200.1	XP_002893510.1
OG0012443	AT1G28220.1	XP_020870291.1
OG0012444	AT5G36710.2, AT5G36800.2	XP_020874241.1
OG0012445	AT1G28480.1	XP_020870351.1
OG0012446	AT1G28530.1	XP_002893534.1
OG0012447	AT1G28680.1	XP_020868720.1
OG0012448	AT1G29010.1	XP_002890787.1
OG0012449	AT1G29100.2	XP_002890791.2
OG0012450	AT1G29170.1	XP_002893550.1
OG0012451	AT4G28030.1	XP_002867472.1
OG0012452	AT1G29790.1	XP_002890831.2
