Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0009755	AT3G04730.1	XP_013616207.1, XP_013613986.1
OG0009756	AT3G04910.1	XP_013638061.1, XP_013629271.1
OG0009757	AT3G05000.1	XP_013585521.1
OG0009758	AT3G05070.1	XP_013586929.1
OG0009759	AT3G05155.1	XP_013584244.1, XP_013639261.1
OG0009760	AT3G05670.1	XP_013586971.1, XP_013629523.1
OG0009761	AT3G06050.1	XP_013583748.1
OG0009762	AT3G06070.1	XP_013625926.1, XP_013583853.1, XP_013588968.1
OG0009763	AT3G06230.1	XP_013585286.1
OG0009764	AT3G06270.1	XP_013638516.1, XP_013622384.1
OG0009765	AT3G06290.1	XP_013586094.1, XP_013628740.1
OG0009766	AT3G06420.1	XP_013626587.1
OG0009767	AT3G06540.1	XP_013585535.1
OG0009768	AT3G66654.1	XP_013623368.1, XP_013583976.1
OG0009769	AT3G06790.1	XP_013636973.1, XP_013622976.1
OG0009770	AT4G26810.1	XP_013600659.1, XP_013590038.1
OG0009771	AT3G06890.1	XP_013585000.1, XP_013627044.1
OG0009772	AT3G07070.1	XP_013617342.1, XP_013628770.1, XP_013638338.1
OG0009773	AT3G07090.1	XP_013617987.1, XP_013637880.1
OG0009774	AT3G07120.1	XP_013583446.1, XP_013589510.1
OG0009775	AT3G07195.2	XP_013626628.1, XP_013585041.1
OG0009776	AT3G07300.3	XP_013583654.1, XP_013615276.1
OG0009777	AT3G07310.1	XP_013590051.1, XP_013587149.1
OG0009778	AT3G07350.1	XP_013638522.1, XP_013616327.1
OG0009779	AT3G07540.1	XP_013637847.1, XP_013628393.1
OG0009780	AT3G07630.1	XP_013638654.1, XP_013625906.1
OG0009781	AT3G07650.1	XP_013619988.1, XP_013586533.1
OG0009782	AT3G07770.1	XP_013619217.1, XP_013615242.1
OG0009783	AT3G07940.1	XP_013635698.1, XP_013638619.1
OG0009784	AT3G07950.1	XP_013636093.1
OG0009785	AT3G07960.1	XP_013626574.1, XP_013586037.1
OG0009786	AT3G07970.1	XP_013627374.1, XP_013584620.1
OG0009787	AT4G27810.1	XP_013596372.1, XP_013589387.1
OG0009788	AT3G08030.1	XP_013620621.1, XP_013587414.1
OG0009789	AT3G08500.1	XP_013628391.1, XP_013584763.1
OG0009790	AT3G08620.1	XP_013615138.1
OG0009791	AT3G09020.1	XP_013589416.1, XP_013584036.1
OG0009792	AT3G09085.1	XP_013616775.1
OG0009793	AT3G09280.1	XP_013627954.1
OG0009794	AT3G09330.1, AT3G09340.1	XP_013624156.1
OG0009795	AT3G09400.1	XP_013584586.1, XP_013626877.1
OG0009796	AT3G09830.1	XP_013638386.1, XP_013594777.1
OG0009797	AT3G09980.1	XP_013625468.1, XP_013584085.1
OG0009798	AT3G10130.1	XP_013583555.1
OG0009799	AT3G10140.1	XP_013630373.1
OG0009800	AT3G10350.2	XP_013614951.1, XP_013583658.1
OG0009801	AT3G10520.1	XP_013616078.1, XP_013586554.1
OG0009802	AT5G04630.1, AT3G10560.1	XP_013610720.1
OG0009804	AT3G10680.1	XP_013586732.1, XP_013585445.1
OG0009805	AT3G10870.1	XP_013584281.1, XP_013583426.1
OG0009806	AT3G10960.1	XP_013637731.1, XP_013619957.1
OG0009807	AT3G11040.3, AT3G61010.1	XP_013619045.1
OG0009808	AT3G11430.1	XP_013586093.1, XP_013584222.1
OG0009809	AT3G11490.1	XP_013638037.1, XP_013619474.1
OG0009810	AT3G11890.2, AT3G11860.1	XP_013587277.1
OG0009811	AT3G11960.1	XP_013586063.1, XP_013628484.1
OG0009812	AT3G11980.1	XP_013585594.1, XP_013584750.1
OG0009813	AT3G12050.1	XP_013587465.1
OG0009814	AT3G12150.1	XP_013628863.1, XP_013586139.1
OG0009815	AT3G12210.2	XP_013586143.1
OG0009816	AT3G12290.1	XP_013628369.1, XP_013638069.1
OG0009817	AT3G12360.1	XP_013611501.1, XP_013587042.1
OG0009818	AT3G12560.1	XP_013586308.1, XP_013611420.1
OG0009819	AT4G10100.1	XP_013606910.1
OG0009820	AT3G12710.1	XP_013636505.1, XP_013638134.1
OG0009821	AT2G07640.1, AT3G12800.1	XP_013637876.1, XP_013622306.1
OG0009822	AT3G12820.1	XP_013627950.1, XP_013593773.1
OG0009823	AT3G12980.1	XP_013611138.1, XP_013628243.1
OG0009824	AT3G13060.2	XP_013611090.1, XP_013586839.1
OG0009825	AT3G13065.1	XP_013611078.1, XP_013584489.1
OG0009826	AT3G13070.1	XP_013587591.1, XP_013628950.1
OG0009827	AT3G13227.1	XP_013585212.1, XP_013625610.1
OG0009828	AT3G13235.1	XP_013618307.1, XP_013623099.1
OG0009829	AT3G13360.2	XP_013628314.1, XP_013610938.1
OG0009830	AT3G13540.1	XP_013594209.1, XP_013584931.1
OG0009831	AT3G13620.1	XP_013627978.1, XP_013638035.1
OG0009832	AT3G13740.3	XP_013583683.1
OG0009833	AT3G13750.1	XP_013610793.1, XP_013585369.1
OG0009834	AT3G14075.1	XP_013610672.1
OG0009835	AT3G14220.1	XP_013637660.1
OG0009836	AT3G14240.1	XP_013586274.1
OG0009837	AT3G14260.1	XP_013628004.1, XP_013615123.1
OG0009838	AT3G14270.1	XP_013628325.1, XP_013610534.1
OG0009839	AT5G42180.1	XP_013595650.1
OG0009840	AT3G14350.1	XP_013586900.1, XP_013610473.1
OG0009841	AT3G14430.1	XP_013586849.1, XP_013610457.1
OG0009842	AT3G14740.2	XP_013584213.1, XP_013633642.1
OG0009843	AT3G15110.1	XP_013586470.1, XP_013608436.1, XP_013624036.1
OG0009844	AT3G15115.1	XP_013584747.1, XP_013584024.1
OG0009845	AT4G26730.1, AT2G16030.1	XP_013595534.1
OG0009846	AT3G15260.1	XP_013626991.1
OG0009847	AT3G15270.1	XP_013596023.1, XP_013610600.1, XP_013638829.1
OG0009848	AT3G15300.1	XP_013583938.1, XP_013638378.1
OG0009849	AT3G15353.1	XP_013626448.1, XP_013638029.1
OG0009850	AT3G15550.1	XP_013619295.1, XP_013638339.1
OG0009851	AT3G15840.1	XP_013628683.1, XP_013587627.1
OG0009852	AT3G16130.1	XP_013617558.1, XP_013637993.1
OG0009853	AT3G16150.1	XP_013619517.1, XP_013584312.1
OG0009854	AT3G16170.1	XP_013609703.1, XP_013638270.1
OG0009855	AT3G16210.1	XP_013584989.1
OG0009856	AT3G16320.1	XP_013584134.1
OG0009857	AT3G16370.1	XP_013637713.1
OG0009858	AT3G16850.1	XP_013587439.1, XP_013622256.1
OG0009859	AT3G16857.2	XP_013630076.1, XP_013586644.1
OG0009860	AT3G17210.1	XP_013609410.1, XP_013609401.1
OG0009862	AT3G17810.1	XP_013637726.1, XP_013584617.1
OG0009863	AT3G17900.1	XP_013629890.1, XP_013609103.1
OG0009864	AT3G18050.1	XP_013622812.1, XP_013587611.1
OG0009865	AT3G49500.1	XP_013615867.1, XP_013604084.1, XP_013632972.1
OG0009866	AT3G18260.1	XP_013627169.1, XP_013587444.1
OG0009867	AT3G18290.1	XP_013608753.1, XP_013585921.1
OG0009868	AT2G02370.1	XP_013618201.1, XP_013595310.1
OG0009869	AT3G18380.2	XP_013585455.1, XP_013616253.1
OG0009870	AT3G18420.1	XP_013614990.1, XP_013583895.1, XP_013615385.1
OG0009871	AT3G18510.1	XP_013595106.1, XP_013584810.1
OG0009872	AT3G18560.1	XP_013639139.1
OG0009873	AT3G18620.1	XP_013623388.1, XP_013637799.1
OG0009874	AT3G18660.2	XP_013585071.1, XP_013619096.1
OG0009875	AT3G18790.1	XP_013587310.1
OG0009876	AT3G18960.1, AT4G01580.1	XP_013638791.1
OG0009877	AT3G19010.1	XP_013586559.1, XP_013584091.1
OG0009878	AT3G19050.1	XP_013586312.1
OG0009879	AT3G19090.2	XP_013627115.1, XP_013584645.1
OG0009880	AT3G19160.1	XP_013627391.1, XP_013591409.1
OG0009881	AT2G01180.3	XP_013606213.1, XP_013593890.1
OG0009882	AT3G19500.1	XP_013608418.1, XP_013584378.1
OG0009883	AT3G19510.1, AT3G19530.1	XP_013608408.1, XP_013587327.1
OG0009884	AT3G19650.1	XP_013638499.1
OG0009885	AT3G19670.1	XP_013587049.1
OG0009886	AT3G19850.1	XP_013610344.1
OG0009887	AT1G11800.1	XP_013600408.1
OG0009888	AT3G19970.1	XP_013629171.1, XP_013638605.1
OG0009889	AT3G20190.1	XP_013615041.1, XP_013622516.1
OG0009890	AT3G20200.1	XP_013587667.1
OG0009891	AT3G20260.1	XP_013586998.1
OG0009892	AT3G20320.1	XP_013638519.1, XP_013608265.1
OG0009893	AT3G20660.1	XP_013587717.1
OG0009894	AT3G20880.1	XP_013585320.1, XP_013594912.1
OG0009895	AT5G39220.1	XP_013634514.1, XP_013634606.1
OG0009896	AT5G38865.1	XP_013631532.1, XP_013635197.1
OG0009897	AT2G24490.1	XP_013634372.1
OG0009898	AT5G38660.2	XP_013588494.1
OG0009899	AT5G38530.1	XP_013633993.1, XP_013631641.1
OG0009900	AT5G38200.1	XP_013634838.1, XP_013588812.1
OG0009901	AT5G37380.1	XP_013605213.1
OG0009902	AT5G36890.1	XP_013590293.1, XP_013631000.1
OG0009903	AT5G36790.1, AT5G36700.1	XP_013637333.1
OG0009904	AT5G47830.1	XP_013597782.1, XP_013620894.1
OG0009905	AT3G23430.1	XP_013618400.1, XP_013594049.1
OG0009906	AT3G23410.1	XP_013623521.1, XP_013599013.1
OG0009907	AT3G23130.1	XP_013597382.1, XP_013592211.1
OG0009908	AT3G22942.1	XP_013625688.1
OG0009909	AT2G20860.1	XP_013605486.1
OG0009910	AT3G22780.1	XP_013622497.1, XP_013587689.1
OG0009911	AT3G22420.3	XP_013630064.1, XP_013637751.1
OG0009912	AT3G22300.1	XP_013625739.1, XP_013583584.1
OG0009913	AT3G22260.2	XP_013625557.1, XP_013615479.1, XP_013639013.1
OG0009914	AT3G22070.1	XP_013584711.1, XP_013585560.1
OG0009915	AT3G29040.1, AT3G21970.1	XP_013623150.1, XP_013614542.1, XP_013627173.1
OG0009916	AT3G21890.1	XP_013585104.1, XP_013591608.1
OG0009917	AT3G21880.2	XP_013590127.1
OG0009918	AT3G21820.1	XP_013583712.1
OG0009919	AT3G21720.1	XP_013623551.1, XP_013638345.1
OG0009920	AT3G21490.1	XP_013622775.1, XP_013585375.1
OG0009921	AT3G21330.1	XP_013584279.1, XP_013627418.1
OG0009922	AT4G30370.1	XP_013626281.1, XP_013600774.1
OG0009923	AT4G30320.1	XP_013592061.1, XP_013596899.1
OG0009924	AT5G51510.1	XP_013609256.1
OG0009925	AT4G30060.1	XP_013623061.1, XP_013596884.1
OG0009926	AT4G29940.1	XP_013626825.1, XP_013630653.1
OG0009927	AT1G66330.1	XP_013616260.1, XP_013588294.1
OG0009928	AT1G64970.1	XP_013612576.1, XP_013616053.1
OG0009929	AT1G65440.1	XP_013591501.1
OG0009930	AT1G54440.2	XP_013607879.1
OG0009931	AT5G18970.1	XP_013612415.1, XP_013626573.1
OG0009932	AT5G18910.1	XP_013613679.1, XP_013627599.1
OG0009933	AT5G30510.1	XP_013593093.1, XP_013612293.1
OG0009934	AT5G28750.1	XP_013595494.1, XP_013609121.1
OG0009935	AT5G28770.2	XP_013593484.1
OG0009936	AT5G28830.1	XP_013607019.1
OG0009937	AT5G48970.1	XP_013609971.1, XP_013598300.1
OG0009938	AT5G48960.1	XP_013593861.1, XP_013612361.1
OG0009939	AT5G50340.1	XP_013622752.1
OG0009940	AT3G52190.1	XP_013634625.1, XP_013602145.1
OG0009941	AT3G52115.1	XP_013632066.1
OG0009942	AT3G52100.1	XP_013594073.1, XP_013599830.1
OG0009943	AT3G52060.1	XP_013636097.1, XP_013605034.1
OG0009944	AT3G51895.2	XP_013593775.1, XP_013599908.1
OG0009945	AT3G51490.2	XP_013586880.1, XP_013602985.1
OG0009946	AT3G51380.1	XP_013599222.1, XP_013604986.1
OG0009947	AT3G51280.1	XP_013594222.1
OG0009948	AT3G51220.1	XP_013603438.1, XP_013596761.1
OG0009949	AT1G02145.3	XP_013601034.1, XP_013585432.1
OG0009950	AT1G02080.1	XP_013591460.1, XP_013601914.1
OG0009951	AT1G02065.1	XP_013601038.1, XP_013584300.1
OG0009952	AT1G02020.1	XP_013588057.1
OG0009953	AT1G01650.1	XP_013604882.1, XP_013638346.1
OG0009954	AT1G01580.2	XP_013584353.1, XP_013599870.1
OG0009955	AT4G31500.1	XP_013605048.1
OG0009956	AT1G01310.1	XP_013600565.1, XP_013585418.1
OG0009957	AT1G01250.1	XP_013584306.1, XP_013602946.1
OG0009958	AT1G01190.2	XP_013602814.1
OG0009959	AT1G01120.1	XP_013605204.1, XP_013585622.1
OG0009960	AT1G01060.1	XP_013615749.1, XP_013630031.1, XP_013587350.1
OG0009961	AT1G02400.1	XP_013635108.1, XP_013585757.1
OG0009962	AT1G02460.1	XP_013602712.1, XP_013584493.1
OG0009963	AT1G02740.1	XP_013602045.1
OG0009964	AT1G02750.1	XP_013600702.1, XP_013583700.1
OG0009965	AT1G02816.1	XP_013584074.1, XP_013603413.1
OG0009966	AT1G03010.1	XP_013604569.1, XP_013638887.1
OG0009967	AT1G03020.1	XP_013584859.1
OG0009968	AT1G03080.1	XP_013604361.1, XP_013585207.1
OG0009969	AT1G03100.1	XP_013638544.1
OG0009970	AT1G03190.1	XP_013604908.1
OG0009971	AT1G03470.1	XP_013600164.1, XP_013583901.1
OG0009972	AT1G03530.1	XP_013585135.1
OG0009973	AT1G03620.12	XP_013584825.1
OG0009974	AT1G03630.1	XP_013599571.1, XP_013587521.1
OG0009975	AT1G03840.1	XP_013603373.1, XP_013584045.1
OG0009976	AT1G03890.1	XP_013601897.1, XP_013603897.1
OG0009977	AT1G03950.1	XP_013584127.1
OG0009978	AT1G04000.1	XP_013587595.1, XP_013600643.1
OG0009979	AT1G04310.1	XP_013638399.1, XP_013599690.1
OG0009980	AT1G04500.1	XP_013585156.1, XP_013603365.1
OG0009981	AT1G04540.1	XP_013600673.1, XP_013639095.1
OG0009982	AT1G04650.1	XP_013605045.1
OG0009983	AT1G04670.1	XP_013603809.1, XP_013585210.1
OG0009984	AT1G04700.1	XP_013585966.1
OG0009985	AT1G04780.1	XP_013603312.1, XP_013586877.1
OG0009986	AT1G04790.1	XP_013588411.1, XP_013586731.1
OG0009987	AT1G05200.1	XP_013605247.1, XP_013587218.1
OG0009988	AT1G05205.1	XP_013587222.1, XP_013605248.1
OG0009989	AT1G05420.2	XP_013602986.1, XP_013584548.1
OG0009990	AT1G05450.2	XP_013603563.1, XP_013586240.1
OG0009991	AT1G05500.1	XP_013599778.1, XP_013587524.1
OG0009992	AT1G05577.1	XP_013603707.1, XP_013639045.1
OG0009993	AT1G06010.1	XP_013603424.1, XP_013603398.1, XP_013617003.1
OG0009994	AT1G06060.1	XP_013599471.1
OG0009995	AT1G06250.1	XP_013586349.1, XP_013605660.1
OG0009996	AT1G06280.1	XP_013603628.1, XP_013603746.1
OG0009997	AT1G06380.1	XP_013605601.1
OG0009998	AT1G06530.1	XP_013585789.1
OG0010000	AT1G06660.1	XP_013602509.1, XP_013586399.1
OG0010001	AT1G07260.1	XP_013586254.1
OG0010002	AT1G07430.1	XP_013600837.1, XP_013583682.1
OG0010003	AT1G07620.2	XP_013603211.1, XP_013585361.1
OG0010004	AT1G07980.1	XP_013584066.1, XP_013604077.1
OG0010005	AT1G08030.1	XP_013638466.1, XP_013602487.1
OG0010006	AT1G08135.1	XP_013614524.1, XP_013603214.1
OG0010007	AT1G08220.1	XP_013602389.1, XP_013602355.1
OG0010008	AT1G08320.1	XP_013638917.1, XP_013602588.1
OG0010009	AT1G08340.1	XP_013587262.1
OG0010010	AT1G08450.1	XP_013605493.1, XP_013604376.1
OG0010011	AT1G08500.1	XP_013602183.1, XP_013603576.1
OG0010012	AT1G08570.1	XP_013587205.1, XP_013605780.1
OG0010013	AT1G08580.1	XP_013587206.1, XP_013605781.1
OG0010014	AT1G08620.3	XP_013585603.1
OG0010015	AT1G27300.1	XP_013593174.1, XP_013637966.1
OG0010016	AT1G08660.1	XP_013600162.1
OG0010017	AT1G08700.1	XP_013586194.1
OG0010018	AT1G08780.1	XP_013614866.1
OG0010019	AT1G65420.1	XP_013590980.1, XP_013614028.1
OG0010020	AT1G08830.1	XP_013638847.1
OG0010021	AT1G08845.2	XP_013602413.1
OG0010022	AT1G09060.3	XP_013605483.1
OG0010023	AT3G03776.2	XP_013605122.1
OG0010024	AT1G09320.1	XP_013585592.1, XP_013614639.1
OG0010025	AT1G09370.1	XP_013639147.1, XP_013639145.1, XP_013585319.1, XP_013614640.1
OG0010026	AT1G09410.1, AT1G56690.1	XP_013612203.1
OG0010027	AT1G09530.1	XP_013638454.1, XP_013599535.1
OG0010028	AT1G09540.1	XP_013603204.1, XP_013584656.1
OG0010029	AT1G10500.1	XP_013605474.1, XP_013583688.1
OG0010030	AT1G10650.1	XP_013638690.1, XP_013599542.1
OG0010031	AT1G10657.1	XP_013603652.1, XP_013584386.1
OG0010032	AT1G10660.1	XP_013583846.1, XP_013602311.1
OG0010033	AT1G10740.1	XP_013600545.1, XP_013600535.1
OG0010034	AT1G10760.1	XP_013604660.1, XP_013604503.1
OG0010035	AT1G10875.1	XP_013603577.1
OG0010036	AT1G10890.1	XP_013585934.1
OG0010037	AT4G15950.1	XP_013618563.1
OG0010038	AT1G11125.1	XP_013603625.1, XP_013584654.1
OG0010039	AT1G11160.1	XP_013601923.1
OG0010040	AT1G11390.1	XP_013599665.1, XP_013583498.1
OG0010041	AT1G11400.1	XP_013601955.1, XP_013583515.1
OG0010042	AT1G11530.1	XP_013602686.1
OG0010043	AT5G28237.1	XP_013600716.1, XP_013587315.1
OG0010044	AT1G61850.2	XP_013611944.1
OG0010045	AT1G11720.2	XP_013585774.1, XP_013604748.1
OG0010046	AT1G11820.2	XP_013602117.1
OG0010047	AT1G11840.6	XP_013602125.1, XP_013638332.1
OG0010048	AT1G11915.1	XP_013584427.1
OG0010049	AT1G12150.1	XP_013603525.1, XP_013604387.1
OG0010050	AT1G12360.1	XP_013605774.1, XP_013638056.1
OG0010051	AT1G12940.1, AT4G14358.1	XP_013602340.1
OG0010052	AT1G12980.1	XP_013601837.1, XP_013639179.1
OG0010053	AT1G13020.1	XP_013599617.1, XP_013601053.1
OG0010054	AT1G13270.1	XP_013602416.1, XP_013604887.1
OG0010055	AT1G13340.1	XP_013600797.1
OG0010056	AT1G13740.1	XP_013583643.1, XP_013605499.1
OG0010057	AT1G13870.1	XP_013599717.1, XP_013600157.1
OG0010058	AT1G14060.1	XP_013603686.1, XP_013602399.1
OG0010059	AT1G13940.1	XP_013605816.1, XP_013604488.1
OG0010060	AT1G14200.1	XP_013638849.1, XP_013605415.1
OG0010061	AT1G14220.1	XP_013603796.1, XP_013603406.1
OG0010062	AT1G14270.1	XP_013638390.1, XP_013600785.1
OG0010063	AT2G26430.1	XP_013593599.1
OG0010064	AT1G14630.1	XP_013603138.1, XP_013584739.1
OG0010065	AT1G14970.1	XP_013602445.1, XP_013639026.1
OG0010066	AT1G14990.2	XP_013603016.1
OG0010067	AT1G15010.1	XP_013584609.1, XP_013605395.1
OG0010068	AT1G15040.1	XP_013599792.1, XP_013637887.1
OG0010069	AT1G15240.2	XP_013585900.1, XP_013604558.1
OG0010070	AT1G15415.1	XP_013604120.1, XP_013604026.1, XP_013587295.1
OG0010071	AT1G15440.1	XP_013639237.1, XP_013605452.1
OG0010072	AT1G15550.1	XP_013603860.1, XP_013584150.1
OG0010073	AT1G15670.1	XP_013583851.1, XP_013602587.1
OG0010074	AT1G15970.1	XP_013604097.1, XP_013603181.1
OG0010075	AT1G16022.1	XP_013605785.1, XP_013585171.1
OG0010076	AT1G16330.1	XP_013639251.1, XP_013587139.1, XP_013602597.1
OG0010077	AT1G16370.1	XP_013639032.1, XP_013585001.1
OG0010078	AT1G16390.1	XP_013603939.1
OG0010079	AT1G16510.1	XP_013603396.1, XP_013584423.1
OG0010080	AT1G16530.1	XP_013603353.1
OG0010082	AT1G16880.1	XP_013605276.1, XP_013585550.1
OG0010083	AT1G17110.2	XP_013586181.1, XP_013605376.1
OG0010084	AT1G17147.1	XP_013637899.1, XP_013603358.1
OG0010085	AT1G17380.1	XP_013600459.1, XP_013602378.1
OG0010086	AT4G09360.1	XP_013589507.1
OG0010087	AT1G17665.1	XP_013583753.1
OG0010089	AT1G18197.2	XP_013639253.1
OG0010090	AT1G18300.1	XP_013638806.1, XP_013604771.1
OG0010091	AT1G18460.1	XP_013604294.1, XP_013605445.1
OG0010092	AT1G18580.1	XP_013637927.1, XP_013604906.1
OG0010093	AT1G18630.1	XP_013639273.1, XP_013604135.1
OG0010094	AT1G18670.3	XP_013605354.1, XP_013605911.1
OG0010095	AT1G18740.1	XP_013586304.1, XP_013605838.1
OG0010096	AT1G18890.1	XP_013638157.1, XP_013605256.1
OG0010097	AT1G19210.1	XP_013605109.1, XP_013600333.1
OG0010098	AT1G19270.1	XP_013637743.1, XP_013600736.1
OG0010099	AT1G19400.1	XP_013638470.1, XP_013604373.1
OG0010100	AT1G19440.1	XP_013587470.1, XP_013604372.1
OG0010101	AT1G19485.1	XP_013585940.1, XP_013599658.1
OG0010102	AT1G19640.1	XP_013584159.1
OG0010103	AT1G19700.1	XP_013601523.1, XP_013587448.1
OG0010104	AT1G19800.1	XP_013638426.1, XP_013604266.1
OG0010105	AT1G19920.1	XP_013605365.1, XP_013587513.1
OG0010106	AT1G19960.1	XP_013596420.1, XP_013603141.1
OG0010107	AT1G19980.1	XP_013596309.1, XP_013602088.1
OG0010108	AT1G19990.1	XP_013583678.1, XP_013596519.1
OG0010109	AT1G20180.1	XP_013584495.1, XP_013603443.1
OG0010110	AT1G20190.1	XP_013594126.1
OG0010111	AT1G20640.1	XP_013598530.1, XP_013585973.1
OG0010112	AT1G20850.1	XP_013593831.1, XP_013600864.1, XP_013607973.1
OG0010113	AT1G20860.2	XP_013639311.1, XP_013639312.1, XP_013603169.1
OG0010114	AT1G20990.1	XP_013614959.1
OG0010115	AT1G21090.1	XP_013596281.1, XP_013587662.1
OG0010116	AT1G22015.1	XP_013596897.1, XP_013603343.1
OG0010117	AT1G22030.1	XP_013602690.1, XP_013583899.1
OG0010118	AT1G22040.1	XP_013587038.1
OG0010119	AT2G01620.1	XP_013620756.1, XP_013597088.1
OG0010120	AT1G22250.1	XP_013594132.1, XP_013584882.1
OG0010121	AT1G22620.1	XP_013604990.1, XP_013598907.1
OG0010122	AT1G22700.1	XP_013592970.1, XP_013637714.1
OG0010123	AT1G22710.1	XP_013598534.1, XP_013586960.1
OG0010124	AT1G22970.1	XP_013638106.1
OG0010125	AT1G23090.1	XP_013592958.1, XP_013587467.1
OG0010126	AT1G71930.1	XP_013590608.1, XP_013619775.1
OG0010127	AT1G71870.1	XP_013619238.1, XP_013590337.1
OG0010128	AT1G71865.1	XP_013587821.1
OG0010129	AT1G71692.1	XP_013619231.1, XP_013591051.1, XP_013590486.1
OG0010130	AT1G70690.1	XP_013590091.1, XP_013618354.1
OG0010132	AT1G70505.1	XP_013618258.1, XP_013614129.1
OG0010133	AT1G70430.3	XP_013592381.1, XP_013618957.1
OG0010134	AT1G70420.1	XP_013618918.1
OG0010135	AT1G70410.2	XP_013587809.1, XP_013620521.1
OG0010136	AT1G70370.1	XP_013591744.1, XP_013592737.1
OG0010137	AT1G70280.2	XP_013588253.1, XP_013589756.1
OG0010138	AT1G70230.1	XP_013589759.1, XP_013588069.1
OG0010139	AT1G70000.1	XP_013619006.1, XP_013588316.1
OG0010140	AT1G33240.1	XP_013591866.1, XP_013604806.1
OG0010141	AT3G43270.1	XP_013622405.1
OG0010142	AT5G42540.2	XP_013637433.1
OG0010144	AT1G63170.1	XP_013612342.1
OG0010145	AT1G63020.1	XP_013637356.1, XP_013613080.1
OG0010146	AT1G63010.5	XP_013612230.1, XP_013612070.1
OG0010147	AT1G62640.1	XP_013606973.1, XP_013612547.1
OG0010148	AT1G62320.3	XP_013607297.1
OG0010149	AT1G33330.1	XP_013588282.1
OG0010150	AT1G61660.1	XP_013606267.1, XP_013602811.1
OG0010151	AT1G61610.1	XP_013595005.1, XP_013595105.1, XP_013634326.1
OG0010152	AT1G61590.1	XP_013606300.1
OG0010153	AT1G61340.1	XP_013635184.1, XP_013585160.1
OG0010154	AT1G61260.1	XP_013637164.1, XP_013609223.1
OG0010155	AT1G61240.1	XP_013606772.1, XP_013617510.1
OG0010156	AT1G60960.1	XP_013606654.1, XP_013616440.1
OG0010157	AT1G60670.2	XP_013619126.1, XP_013611330.1
OG0010158	AT1G60640.1	XP_013605810.1, XP_013634368.1
OG0010159	AT1G60160.1	XP_013605544.1
OG0010160	AT1G60060.1	XP_013619237.1, XP_013608932.1
OG0010161	AT1G59990.1	XP_013585523.1
OG0010162	AT1G59750.1	XP_013605265.1
OG0010163	AT1G59650.1	XP_013606475.1
OG0010164	AT1G58420.1	XP_013614983.1, XP_013610354.1
OG0010165	AT1G58370.2	XP_013610782.1
OG0010167	AT4G01190.2	XP_013607447.1
OG0010168	AT1G58215.1	XP_013612084.1, XP_013605013.1
OG0010169	AT1G58120.1	XP_013609542.1, XP_013587131.1
OG0010170	AT1G57590.1	XP_013615081.1
OG0010171	AT4G15510.1	XP_013601672.1, XP_013605216.1
OG0010172	AT1G64090.2	XP_013606779.1, XP_013608736.1
OG0010173	AT1G64380.1	XP_013609377.1
OG0010174	AT1G64400.1	XP_013611629.1
OG0010175	AT4G08230.1	XP_013626074.1
OG0010176	AT5G46650.1	XP_013596672.1, XP_013610538.1
OG0010177	AT5G46780.1	XP_013593279.1, XP_013618275.1
OG0010178	AT5G46795.1	XP_013619855.1
OG0010179	AT5G47680.1	XP_013611124.1
OG0010180	AT5G47690.3	XP_013620444.1, XP_013597811.1
OG0010181	AT5G44730.1	XP_013635164.1, XP_013596867.1
OG0010182	AT5G44700.1	XP_013615965.1, XP_013613601.1
OG0010183	AT5G42720.1	XP_013631068.1
OG0010184	AT5G44550.1	XP_013619572.1, XP_013596479.1
OG0010185	AT5G44480.1	XP_013607128.1, XP_013598737.1
OG0010186	AT4G24275.1	XP_013639647.1, XP_013597378.1
OG0010187	AT4G04980.1	XP_013610318.1, XP_013607901.1
OG0010188	AT4G29360.2	XP_013622242.1, XP_013601353.1
OG0010189	AT4G29658.2	XP_013586276.1
OG0010190	AT4G29830.1	XP_013596482.1, XP_013629159.1
OG0010192	AT1G48790.1	XP_013599928.1, XP_013587968.1
OG0010193	AT1G48930.1	XP_013637895.1, XP_013592627.1
OG0010194	AT1G48990.1	XP_013613756.1, XP_013591086.1
OG0010195	AT1G49010.1	XP_013588722.1, XP_013613751.1
OG0010196	AT1G49350.1	XP_013583880.1, XP_013614205.1
OG0010197	AT1G74950.1	XP_013592346.1, XP_013618140.1
OG0010198	AT1G74930.1	XP_013590474.1, XP_013588750.1
OG0010199	AT4G38240.1	XP_013595225.1
OG0010200	AT4G38250.1	XP_013595228.1
OG0010201	AT4G38430.1	XP_013597762.1
OG0010202	AT4G38520.1	XP_013598230.1, XP_013630829.1
OG0010203	AT4G38620.1	XP_013629672.1, XP_013596010.1
OG0010204	AT4G38630.1	XP_013629671.1, XP_013593673.1
OG0010205	AT4G38960.3	XP_013626311.1, XP_013595857.1
OG0010206	AT4G39190.1	XP_013595344.1
OG0010207	AT4G39260.1	XP_013607255.1, XP_013629021.1
OG0010208	AT4G39350.1	XP_013600406.1
