Orthogroup	Arabidopsis_thaliana	Noccaea_praecox
OG0008917	AT5G62560.1	Np001G0072100
OG0008918	AT5G62520.1	Np001G0072600
OG0008919	AT5G62420.1	Np001G0073900
OG0008920	AT5G62360.1	Np001G0075000
OG0008921	AT5G62290.1	Np001G0075500
OG0008922	AT5G62150.1	Np001G0077800
OG0008923	AT5G62050.1	Np001G0079100
OG0008924	AT5G62020.1	Np001G0084400
OG0008925	AT5G61980.1	Np001G0084800
OG0008926	AT5G61850.2	Np001G0086200
OG0008927	AT5G61770.2	Np001G0087300
OG0008928	AT5G61440.1	Np001G0092100
OG0008929	AT5G61150.1	Np001G0095500
OG0008930	AT5G23040.1	Np001G0100200
OG0008931	AT5G23150.1	Np001G0102000
OG0008932	AT5G23190.1	Np001G0102500
OG0008933	AT5G23310.1	Np001G0103900
OG0008934	AT5G23340.1	Np001G0104300
OG0008935	AT5G23450.3	Np001G0105700
OG0008936	AT5G23490.2	Np001G0106200
OG0008937	AT5G23550.1	Np001G0106900
OG0008938	AT5G23940.1	Np001G0110700
OG0008939	AT5G24230.1	Np001G0114100
OG0008940	AT5G24400.1	Np001G0117500
OG0008942	AT5G24580.1	Np001G0118900
OG0008943	AT5G24600.1	Np001G0119300
OG0008944	AT5G24710.1	Np001G0120100
OG0008945	AT5G24930.1	Np001G0122600
OG0008946	AT5G24970.2	Np001G0122800
OG0008947	AT5G25150.1	Np001G0124600
OG0008948	AT5G25170.1	Np001G0125200
OG0008949	AT5G25265.1	Np001G0126500
OG0008950	AT5G25340.1	Np001G0128100
OG0008951	AT5G25790.2	Np001G0133700
OG0008952	AT5G25840.1	Np001G0134900
OG0008953	AT5G26220.1	Np001G0138300
OG0008954	AT5G19560.4	Np003G1476000
OG0008955	AT5G19650.1	Np003G1477400
OG0008956	AT5G19610.1	Np003G1476500
OG0008957	AT5G19600.1	Np003G1476400
OG0008958	AT5G19590.1	Np003G1476300
OG0008959	AT5G19570.1	Np003G1476100
OG0008960	AT5G19730.1	Np003G1478100
OG0008961	AT4G07670.1	Np003G1478200
OG0008962	AT5G19750.1	Np003G1478300
OG0008963	AT5G19890.1	Np003G1481000
OG0008964	AT5G19920.1	Np003G1481300
OG0008965	AT5G20130.2	Np003G1483800
OG0008967	AT5G20200.1	Np003G1484500
OG0008969	AT5G20500.1	Np003G1487700
OG0008970	AT5G20700.1	Np003G1490200
OG0008971	AT5G20850.1	Np003G1491600
OG0008972	AT5G20870.1	Np003G1491800
OG0008973	AT5G20950.3	Np003G1493200
OG0008974	AT5G20980.1	Np003G1493700
OG0008975	AT5G21050.1	Np003G1494400
OG0008976	AT5G21070.1	Np003G1494900
OG0008977	AT5G21920.1	Np003G1498500
OG0008978	AT5G22030.2	Np003G1499800
OG0008979	AT5G22190.1	Np003G1502300, Np007G3794200
OG0008980	AT5G22350.1	Np003G1504000
OG0008981	AT5G22390.1	Np003G1504300
OG0008982	AT5G22630.1	Np003G1507500
OG0008983	AT5G54010.1	Np003G1621400, Np003G1621300
OG0008984	AT5G22850.1	Np003G1510000
OG0008985	AT5G23000.1	Np003G1513100
OG0008986	AT5G60700.2	Np003G1514800
OG0008987	AT5G60340.1	Np003G1519200
OG0008988	AT5G60210.3	Np003G1520400
OG0008989	AT5G59980.2	Np003G1523100
OG0008990	AT5G59950.5	Np003G1523400
OG0008991	AT5G59790.1	Np003G1525700
OG0008992	AT5G59865.1	Np003G1524800
OG0008993	AT5G59760.1	Np003G1526000
OG0008994	AT5G59140.1	Np003G1534600
OG0008995	AT5G59180.1	Np003G1535200
OG0008996	AT5G59010.1	Np003G1537000
OG0008997	AT5G58970.1	Np003G1537300
OG0008999	AT5G58650.1	Np003G1541900
OG0009000	AT5G58410.1	Np003G1545700
OG0009001	AT5G58300.1	Np003G1547000
OG0009002	AT5G58160.1	Np003G1548800
OG0009003	AT1G20970.1	Np004G2344600
OG0009004	AT5G58040.1	Np003G1550200
OG0009005	AT1G78520.1	Np002G0733200
OG0009006	AT5G57880.1	Np003G1552000
OG0009007	AT5G57625.1	Np003G1557200
OG0009008	AT5G57550.1	Np003G1558500
OG0009009	AT5G57370.1	Np003G1560600
OG0009010	AT5G57300.1	Np003G1561400
OG0009011	AT5G57280.1	Np003G1561900
OG0009012	AT5G57200.1	Np003G1563200
OG0009013	AT5G57180.2	Np003G1563400
OG0009015	AT5G56980.1	Np003G1566800
OG0009016	AT5G56970.1	Np003G1567300
OG0009017	AT5G56880.1	Np003G1569100
OG0009018	AT5G56840.1	Np003G1569700
OG0009019	AT5G56790.1	Np003G1571400
OG0009020	AT5G56750.1	Np003G1571800
OG0009021	AT5G56580.1	Np003G1574000
OG0009022	AT5G56550.1	Np003G1574500
OG0009023	AT5G56360.1	Np003G1579600
OG0009024	AT5G56340.1	Np003G1579800
OG0009025	AT5G56220.1	Np003G1582100
OG0009026	AT5G56290.1	Np003G1581000
OG0009027	AT5G55970.1	Np003G1585600
OG0009028	AT5G55960.1	Np003G1586200
OG0009029	AT5G55860.1	Np003G1587000
OG0009030	AT5G55620.1	Np003G1593800
OG0009031	AT5G55610.1	Np003G1593900
OG0009032	AT5G55540.1	Np003G1595400
OG0009034	AT5G55210.1	Np003G1603900
OG0009035	AT5G55135.1	Np003G1604800
OG0009036	AT5G55130.1	Np003G1605100
OG0009037	AT5G55060.1	Np003G1606400
OG0009038	AT5G54980.1	Np003G1607500
OG0009039	AT3G49540.1	Np001G0505100
OG0009040	AT3G49260.3	Np001G0502100
OG0009041	AT3G49240.1	Np001G0501900
OG0009042	AT3G49100.1	Np001G0499500
OG0009043	AT3G49050.1	Np001G0499000
OG0009044	AT3G48900.2	Np001G0496100
OG0009045	AT3G48770.1	Np003G1782600, Np001G0494200
OG0009046	AT5G54200.1	Np003G1624000
OG0009047	AT5G54270.1	Np003G1625100
OG0009048	AT4G02350.1	Np003G1867900
OG0009049	AT4G02780.1	Np003G1860800
OG0009050	AT2G25737.1	Np006G3633900
OG0009051	AT5G07410.1, AT1G69940.1	Np003G1333600
OG0009052	AT5G35660.1	Np005G3102400
OG0009053	AT1G64600.1	Np002G1246600
OG0009054	AT5G06839.3	Np003G1325600
OG0009055	AT5G06680.1, AT1G37010.1	Np003G1323500
OG0009056	AT5G06440.4	Np003G1320100
OG0009057	AT5G06400.1	Np003G1318100, Np003G1319700
OG0009058	AT5G06280.1	Np003G1316600
OG0009059	AT5G06250.4	Np003G1315800
OG0009060	AT5G18480.1	Np003G1463200
OG0009061	AT5G18475.1	Np003G1460700, Np003G1463100
OG0009062	AT1G25240.2	Np004G2094700
OG0009063	AT5G06070.1	Np003G1313600
OG0009064	AT1G24610.1	Np004G2095200
OG0009065	AT5G05990.1	Np003G1312600, Np004G2360000
OG0009066	AT5G05987.1	Np003G1312500
OG0009067	AT5G05770.1	Np003G1307700
OG0009068	AT5G05690.1	Np003G1307000
OG0009069	AT1G07780.1, AT5G05590.1, AT1G29410.2	Np003G1306000
OG0009070	AT5G05460.1	Np003G1304800
OG0009071	AT5G05390.1	Np003G1304300
OG0009072	AT5G05290.1	Np003G1302800
OG0009073	AT5G05200.1	Np003G1300200
OG0009074	AT5G05190.1	Np003G1300100
OG0009075	AT2G42770.1	Np006G3280000
OG0009076	AT5G05070.1	Np003G1298600
OG0009077	AT5G04990.1	Np003G1297400
OG0009078	AT5G04980.2	Np003G1297300
OG0009079	AT5G04830.1	Np003G1294700
OG0009080	AT5G04440.1	Np003G1290400
OG0009081	AT5G04320.2	Np003G1288800
OG0009082	AT5G04250.1	Np003G1287700
OG0009083	AT5G04200.1	Np003G1287000
OG0009084	AT4G00370.1	Np003G1894000
OG0009086	AT5G03940.1	Np003G1284400
OG0009087	AT5G03870.1	Np003G1283700
OG0009088	AT5G03795.1	Np003G1282600
OG0009089	AT5G03760.1	Np003G1282200
OG0009090	AT5G03730.1	Np003G1281800
OG0009091	AT5G50870.2	Np003G1716400
OG0009092	AT5G03670.1	Np003G1281100
OG0009093	AT5G03540.3	Np003G1279500
OG0009094	AT5G03530.1	Np003G1279400
OG0009095	AT5G03320.1	Np003G1275300
OG0009096	AT5G03230.1	Np003G1273900
OG0009097	AT5G03170.1	Np003G1273100
OG0009098	AT5G02880.1	Np003G1270800
OG0009100	AT5G02520.2	Np003G1267600
OG0009101	AT5G02390.1	Np003G1265600
OG0009102	AT5G02230.3	Np003G1264300
OG0009103	AT5G02130.1	Np003G1262500
OG0009104	AT5G02020.1	Np003G1261300
OG0009105	AT5G01590.1	Np003G1253200
OG0009106	AT4G00005.1, AT5G01640.1	Np003G1252700
OG0009108	AT5G01760.1	Np003G1251600
OG0009109	AT5G01800.1	Np003G1251200
OG0009110	AT5G01790.1	Np003G1251300
OG0009111	AT5G01990.1	Np003G1248800
OG0009112	AT5G40610.1	Np005G3180500
OG0009113	AT5G40840.2	Np005G3183300
OG0009114	AT5G40850.1	Np005G3183400
OG0009115	AT3G27030.1	Np001G0216100
OG0009116	AT5G41050.1	Np005G3187800
OG0009117	AT5G41080.1	Np005G3188100
OG0009118	AT5G41100.1	Np005G3188300
OG0009119	AT3G07930.3	Np002G1060300
OG0009120	AT5G41970.1	Np005G3201900
OG0009121	AT1G79985.1	Np002G0703900
OG0009122	AT1G79940.1	Np002G0703100
OG0009123	AT1G79910.1	Np002G0702600
OG0009124	AT1G79850.1	Np002G0702100
OG0009125	AT1G80040.1	Np002G0704600
OG0009126	AT1G80110.1	Np002G0705200
OG0009127	AT1G80130.1	Np002G0705400
OG0009128	AT1G80150.1	Np002G0705700
OG0009129	AT1G80190.5	Np005G3096700
OG0009130	AT1G80240.1	Np002G0706900
OG0009131	AT1G80350.1	Np002G0707800
OG0009132	AT1G80540.1	Np002G0710000
OG0009133	AT1G80580.1	Np002G0710600
OG0009134	AT1G80630.1	Np002G0711400
OG0009135	AT1G80640.1	Np002G0711500
OG0009136	AT1G80770.6	Np002G0713300
OG0009137	AT1G80850.1	Np002G0714400
OG0009138	AT1G80940.1	Np002G0716100
OG0009139	AT1G79720.1	Np002G0716300
OG0009140	AT1G79690.1	Np002G0716800
OG0009141	AT1G79480.1	Np002G0721200
OG0009142	AT1G79090.1	Np002G0726100
OG0009143	AT1G78940.2	Np002G0728000
OG0009144	AT1G78790.1	Np002G0730000
OG0009145	AT1G78710.1	Np002G0731200
OG0009146	AT1G78590.2	Np002G0732500
OG0009147	AT1G78420.1	Np002G0734400
OG0009148	AT1G78390.1	Np002G0734700
OG0009149	AT1G78380.1	Np002G0734800
OG0009150	AT1G78100.1	Np002G0738300
OG0009151	AT1G78060.1	Np002G0739200
OG0009152	AT1G77850.2	Np002G0743400
OG0009153	AT3G43920.2	Np001G0436800
OG0009154	AT1G77750.1	Np002G0744900
OG0009155	AT1G77690.1	Np002G0745700
OG0009156	AT1G77400.1	Np002G0750100
OG0009157	AT1G77390.1	Np002G0750200
OG0009158	AT1G77280.1	Np002G0751700
OG0009159	AT1G77220.1	Np002G0752300
OG0009160	AT1G77120.1	Np002G0753800
OG0009161	AT1G76990.1	Np002G0755100
OG0009163	AT1G76490.1	Np002G0763900
OG0009164	AT1G76440.1	Np002G0764300
OG0009165	AT1G76310.3	Np002G0766500, Np003G1597600, Np003G1598900
OG0009166	AT1G76140.1	Np002G0769000
OG0009167	AT1G35435.1	Np004G1917500
OG0009168	AT3G13940.1	Np005G3120400, Np007G4063900
OG0009169	AT1G76010.1	Np002G0771000
OG0009170	AT1G75930.1	Np002G0771600
OG0009171	AT1G75690.1	Np002G0776500
OG0009172	AT2G11890.1	Np007G3801300
OG0009173	AT1G75340.1	Np002G0781100
OG0009174	AT1G75250.1	Np002G0782000
OG0009175	AT1G75210.1	Np002G0782400
OG0009176	AT2G17580.1	Np007G3757100
OG0009177	AT2G17620.1	Np007G3756900
OG0009178	AT2G17695.3	Np007G3755600
OG0009179	AT2G17890.1	Np007G3752400
OG0009180	AT3G49900.2	Np001G0510200
OG0009181	AT5G54600.1	Np003G1632400
OG0009182	AT5G54590.2	Np003G1632300
OG0009183	AT5G54570.1	Np003G1631800
OG0009184	AT1G54330.1	Np004G1901100
OG0009185	AT1G56000.1, AT1G55980.1	Np004G1904000
OG0009186	AT1G55915.2	Np004G1905100
OG0009187	AT1G55860.1, AT1G70320.1	Np004G1905800, Np004G1905000
OG0009188	AT1G55690.1	Np004G1907700
OG0009189	AT1G55325.2	Np004G1912300
OG0009190	AT1G55260.1	Np004G1913200
OG0009191	AT1G54050.1	Np004G1920600
OG0009192	AT1G53800.2	Np004G1924400
OG0009193	AT1G53760.1	Np004G1924600
OG0009194	AT1G53730.2	Np004G1925000
OG0009196	AT1G53510.1	Np004G1928500
OG0009197	AT1G53490.1	Np004G1928700
OG0009198	AT1G53460.1	Np004G1929900, Np004G1928900
OG0009199	AT1G68470.1	Np002G0890800, Np002G0891600
OG0009200	AT1G53190.1	Np004G1933600
OG0009201	AT2G36000.1	Np006G3397200
OG0009202	AT2G36050.1	Np006G3396800
OG0009203	AT2G36200.2	Np006G3395100
OG0009204	AT2G36230.1	Np006G3394800
OG0009205	AT2G36450.1	Np006G3391300
OG0009206	AT4G26220.1	Np005G2796100
OG0009207	AT2G36850.1	Np006G3382600
OG0009209	AT3G44990.1	Np001G0447000
OG0009210	AT3G44680.1	Np001G0442900
OG0009211	AT3G28970.1	Np001G0193000
OG0009212	AT4G06634.1	Np003G1750200
OG0009213	AT5G50180.1	Np003G1737000
OG0009214	AT5G53030.1	Np003G1648500
OG0009215	AT5G35910.1	Np005G3107900, Np005G3106200
OG0009216	AT5G35080.1	Np005G3096200
OG0009217	AT5G35630.1	Np005G3101700
OG0009218	AT4G12750.1	Np005G3074400
OG0009219	AT4G12800.2	Np005G3075400
OG0009220	AT4G13400.1	Np005G3088900
OG0009221	AT4G14200.1	Np005G3060300
OG0009222	AT4G14210.1	Np005G3059700
OG0009223	AT4G38050.1	Np005G2625900
OG0009224	AT4G14750.3	Np005G3043000
OG0009225	AT4G14780.1	Np005G3042400
OG0009227	AT4G15210.1	Np005G3034400
OG0009228	AT4G15470.1	Np005G3028900
OG0009229	AT4G15530.5	Np005G3027900
OG0009230	AT1G73010.1	Np002G0816400
OG0009231	AT1G73050.1	Np002G0815900
OG0009232	AT1G73100.1	Np002G0815000
OG0009233	AT1G73170.3	Np002G0814200
OG0009234	AT1G73480.1	Np002G0810800
OG0009235	AT1G73540.1	Np002G0810200
OG0009237	AT1G73840.1	Np002G0802000
OG0009238	AT1G73920.1	Np002G0806700, Np002G0800900
OG0009239	AT1G74100.1	Np002G0797000
OG0009240	AT1G74110.1	Np002G0796600
OG0009241	AT5G49150.2	Np001G0167000
OG0009242	AT1G74260.1	Np002G0794700
OG0009243	AT1G74370.1	Np002G0793400
OG0009244	AT1G68585.1	Np002G0888700
OG0009245	AT1G68810.1	Np002G0883100
OG0009246	AT1G68920.1	Np002G0878800
OG0009247	AT1G69040.2	Np002G0876200
OG0009248	AT1G69260.1	Np002G0873300
OG0009249	AT4G28500.1	Np005G2763500
OG0009250	AT4G28640.2	Np005G2761400
OG0009251	AT4G28660.2	Np005G2761200
OG0009252	AT4G28730.1	Np005G2759800
OG0009253	AT4G28830.1	Np005G2758800
OG0009254	AT4G29000.1	Np005G2757000
OG0009255	AT5G53170.1	Np003G1644300
OG0009256	AT1G63850.1	Np002G1233100
OG0009257	AT1G63855.4	Np002G1233200
OG0009258	AT1G64000.1	Np002G1235100
OG0009259	AT5G39970.1	Np005G3164400
OG0009260	AT2G04700.1	Np006G3415700
OG0009261	AT5G40250.1	Np005G3171500
OG0009262	AT5G40260.1	Np005G3171700
OG0009263	AT5G40290.1, AT5G40270.1	Np005G3172600, Np004G1950200
OG0009264	AT5G50860.1	Np003G1716600
OG0009265	AT3G29760.2	Np001G0186600
OG0009266	AT3G27810.1	Np001G0204000
OG0009267	AT3G27700.1	Np001G0204900
OG0009268	AT3G27640.1	Np001G0205600
OG0009269	AT2G47190.1	Np006G3217600
OG0009270	AT3G27570.1	Np001G0206200
OG0009271	AT3G27340.1	Np001G0209200
OG0009272	AT3G27000.1	Np001G0216800
OG0009273	AT3G26980.1	Np001G0217100
OG0009274	AT3G26990.1	Np001G0217200
OG0009275	AT3G26940.1	Np001G0217400
OG0009276	AT3G26932.1	Np001G0217600
OG0009277	AT3G26910.3	Np001G0218700
OG0009278	AT3G26890.1	Np001G0218900
OG0009279	AT3G26770.1	Np001G0220300
OG0009280	AT3G26670.1	Np001G0222700
OG0009281	AT3G26430.1	Np001G0225600
OG0009282	AT3G26420.1	Np001G0225700
OG0009283	AT3G26410.1	Np001G0225800
OG0009284	AT3G25930.1	Np001G0231300
OG0009285	AT3G25920.1	Np001G0231900
OG0009286	AT3G25840.1	Np001G0233700
OG0009287	AT5G50175.1	Np003G1737300
OG0009288	AT3G25710.1	Np001G0235400
OG0009289	AT5G50780.1	Np003G1720600
OG0009290	AT1G69490.1	Np002G0869700
OG0009291	AT1G69370.1	Np002G0872300
OG0009292	AT5G42250.1	Np001G0429200
OG0009293	AT5G45970.1	Np001G0364000
OG0009294	AT5G45840.1	Np001G0362200
OG0009295	AT5G48520.2	Np001G0176000
OG0009296	AT5G45720.1	Np001G0368500
OG0009297	AT5G45710.1	Np001G0368600
OG0009298	AT5G45330.1	Np001G0374500
OG0009299	AT1G65032.1	Np002G0916600
OG0009300	AT5G45110.1	Np001G0382700
OG0009301	AT5G45040.1	Np001G0384300
OG0009302	AT1G49740.1	Np004G1977500
OG0009303	AT1G50200.2	Np004G1969200
OG0009304	AT1G50300.1	Np004G1968400
OG0009305	AT1G50380.2	Np004G1967700
OG0009306	AT1G50430.1	Np007G3983100, Np004G1967300
OG0009307	AT1G15280.2	Np004G2410800
OG0009308	AT1G51410.1	Np004G1956600
OG0009309	AT1G51700.1	Np004G1952800
OG0009310	AT1G51730.1	Np004G1952500
OG0009311	AT1G51940.1	Np004G1950300
OG0009312	AT1G52565.1	Np004G1942900
OG0009313	AT1G52580.1	Np004G1942700
OG0009314	AT1G52680.1	Np004G1941900
OG0009315	AT1G53000.2	Np004G1937100
OG0009316	AT5G42970.1	Np001G0419800
OG0009317	AT2G33585.1	Np006G3440100
OG0009318	AT2G33710.2	Np006G3438000
OG0009319	AT2G33800.1	Np006G3433600
OG0009320	AT2G33990.1	Np006G3431000
OG0009321	AT2G34050.1	Np006G3429500
OG0009322	AT2G34180.1	Np006G3427200
OG0009323	AT2G34520.1	Np006G3419600
OG0009324	AT2G34555.1	Np006G3419300
OG0009325	AT2G34630.2	Np006G3418000
OG0009326	AT2G34650.1	Np006G3417800
OG0009327	AT2G34730.1	Np006G3416400
OG0009328	AT2G34830.2	Np006G3413500
OG0009329	AT2G34860.1	Np006G3413400
OG0009330	AT2G34910.1	Np006G3411900
OG0009331	AT2G35155.1	Np006G3408700
OG0009332	AT2G35260.1	Np006G3407500
OG0009333	AT2G35420.1	Np006G3406300
OG0009335	AT2G35650.1	Np006G3401900
OG0009336	AT2G35765.1	Np006G3400200
OG0009337	AT2G35790.1	Np006G3399900
OG0009338	AT2G35800.1	Np006G3399500
OG0009339	AT4G19420.4	Np005G2899500
OG0009340	AT2G39780.1	Np005G3075200
OG0009341	AT4G19140.1	Np005G2902400
OG0009342	AT4G18890.1	Np005G2906900
OG0009343	AT4G18990.1	Np005G2904900
OG0009344	AT4G19003.1	Np005G2904700, Np005G3027000
OG0009345	AT4G18040.1	Np005G2926600
OG0009346	AT4G17940.1	Np005G2929000
OG0009347	AT4G17800.1	Np005G2934400
OG0009348	AT4G17790.1	Np005G2934500
OG0009349	AT4G17650.1	Np005G2939000
OG0009350	AT4G17260.1	Np005G2958000
OG0009351	AT4G17240.1	Np005G2959200
OG0009352	AT4G17220.1	Np005G2959500
OG0009354	AT3G50950.1	Np001G0526300
OG0009355	AT3G50900.1	Np001G0525300
OG0009356	AT1G17240.2	Np004G2389200
OG0009357	AT3G50780.1	Np001G0523900
OG0009358	AT3G50660.1	Np001G0521700
OG0009359	AT3G50560.1	Np001G0520600
OG0009360	AT3G50530.2	Np001G0520400
OG0009361	AT3G50440.1	Np001G0519700, Np001G0519000
OG0009362	AT3G50420.1	Np001G0518700, Np001G0519400
OG0009363	AT4G23490.1	Np005G2835500
OG0009364	AT5G50230.1	Np003G1736300
OG0009365	AT5G52380.1	Np003G1660100
OG0009367	AT5G51840.1	Np003G1674600
OG0009368	AT5G51400.1	Np003G1845500
OG0009369	AT3G42880.1	Np001G0431100
OG0009370	AT2G11910.1	Np007G3801200
OG0009371	AT2G14170.1	Np007G3795400
OG0009372	AT2G15560.1	Np007G3781600
OG0009373	AT2G15695.1	Np007G3780600
OG0009374	AT2G15760.1	Np007G3780300
OG0009375	AT2G16250.1	Np007G3775600
OG0009376	AT2G16750.1	Np007G3768700
OG0009377	AT3G62330.1	Np001G0686100
OG0009378	AT2G17220.1	Np007G3761800
OG0009379	AT2G17250.1	Np007G3761400
OG0009380	AT4G24090.1	Np005G2828400
OG0009381	AT4G24050.1	Np005G2829000
OG0009382	AT4G23885.1	Np005G2831200
OG0009383	AT4G23910.1	Np005G2830700
OG0009384	AT4G23010.3	Np005G2844400
OG0009385	AT4G22980.1	Np005G2845600
OG0009386	AT4G22750.1	Np005G2848300
OG0009387	AT4G22620.1	Np005G2850200
OG0009388	AT4G22320.1	Np005G2855900
OG0009389	AT4G22130.1	Np005G2858500
OG0009390	AT5G41880.1	Np005G3188500
OG0009391	AT4G21920.1	Np005G2862900, Np004G2027500
OG0009392	AT5G41760.1	Np005G3199900
OG0009393	AT4G20000.1	Np005G2887700
OG0009394	AT4G20190.1	Np005G2885800
OG0009395	AT4G20280.1	Np005G2884900
OG0009396	AT4G20400.1	Np005G2883000
OG0009397	AT4G20410.2	Np005G2882900
OG0009398	AT4G20740.1	Np005G2882300
OG0009400	AT1G16970.1	Np004G2392400
OG0009401	AT4G21070.1	Np005G2874300
OG0009403	AT4G21330.1	Np005G2877200
OG0009404	AT2G03350.1	Np001G0247100
OG0009406	AT2G20760.1	Np007G3716800
OG0009407	AT5G42120.1	Np006G3614800
OG0009408	AT4G16330.2	Np005G3003000, Np001G0686700
OG0009409	AT4G16450.1	Np005G3000000
OG0009410	AT4G16535.1	Np005G2994900
OG0009411	AT4G16580.1	Np005G2994000
OG0009412	AT4G16660.2	Np005G2989100
OG0009413	AT4G16710.1	Np002G1021500, Np005G2987800
OG0009414	AT4G17040.1	Np005G2963200
OG0009415	AT4G17070.1	Np005G3194000
OG0009416	AT3G01790.1	Np007G4251700
OG0009417	AT3G01670.2	Np007G4249900
OG0009418	AT3G01650.1	Np007G4249700
OG0009419	AT3G01480.1	Np007G4247700
OG0009420	AT3G01380.2	Np007G4246600
OG0009421	AT5G66680.1	Np001G0009700
OG0009422	AT5G66470.1	Np001G0007200
OG0009423	AT5G66460.1	Np001G0007100
OG0009424	AT3G47840.1	Np001G0007000
OG0009425	AT5G66440.1	Np001G0006700
OG0009426	AT5G66210.1	Np001G0003500
OG0009427	AT5G66170.2	Np001G0003100
OG0009428	AT3G63260.1	Np001G0697400
OG0009429	AT3G63240.1	Np001G0697100
OG0009430	AT3G63110.1	Np001G0695500
OG0009431	AT3G62980.1	Np001G0693700
OG0009432	AT3G62920.1	Np001G0693100
OG0009433	AT3G62410.1	Np001G0687000
OG0009434	AT3G62390.1	Np001G0686800
OG0009435	AT3G62280.1	Np001G0685600
OG0009436	AT3G61960.1	Np001G0681100
OG0009437	AT3G61930.1	Np001G0680900
OG0009439	AT3G61850.4	Np001G0679300
OG0009440	AT3G61830.1	Np001G0679100
OG0009441	AT3G61670.1	Np001G0675700
OG0009442	AT3G61360.1	Np001G0672100
OG0009444	AT3G61200.1	Np001G0669700
OG0009445	AT3G61130.1	Np001G0668900
OG0009446	AT3G61060.2	Np001G0668300
OG0009447	AT3G60660.1	Np003G1472000, Np001G0664800
OG0009448	AT3G60590.3	Np001G0663500
OG0009449	AT3G60530.1	Np001G0662900
OG0009450	AT3G60520.1	Np001G0662800
OG0009451	AT3G60480.3	Np001G0662400
OG0009452	AT3G60460.1	Np001G0662200
OG0009453	AT3G59950.1	Np001G0652600
OG0009454	AT3G59490.2	Np001G0647300
OG0009455	AT3G59470.2	Np001G0647100
OG0009456	AT3G59350.6	Np001G0646300
OG0009457	AT3G59300.3	Np001G0645800
OG0009458	AT3G59260.1	Np001G0645300
OG0009459	AT3G58970.1	Np001G0641800
OG0009460	AT3G58790.1	Np001G0637400
OG0009461	AT3G58720.3	Np006G3347600, Np001G0636700
OG0009462	AT3G58640.1	Np001G0635800
OG0009463	AT3G58550.1	Np001G0634300
OG0009464	AT3G58450.1	Np001G0633000, Np001G0632800
OG0009465	AT3G58190.1	Np001G0630300
OG0009466	AT3G58140.1	Np001G0629800
OG0009467	AT3G58000.1	Np001G0628000
OG0009468	AT3G57860.1	Np001G0626500
OG0009470	AT3G57120.1	Np001G0616600
OG0009471	AT3G57060.2	Np001G0615700
OG0009472	AT3G56940.1	Np001G0614100
OG0009473	AT3G56930.1	Np001G0614000
OG0009474	AT3G56510.1	Np001G0606900
OG0009475	AT3G56290.1	Np001G0604500
OG0009476	AT3G55970.1	Np001G0599300
OG0009477	AT3G55850.5	Np001G0598200
OG0009479	AT3G55420.1	Np001G0591000
OG0009480	AT3G55370.3	Np001G0590300
OG0009481	AT3G55270.1	Np001G0588500
OG0009482	AT3G55250.1	Np001G0588300
OG0009483	AT3G54950.1	Np001G0584400
OG0009484	AT3G54920.1	Np001G0583900
OG0009485	AT3G54750.3	Np002G1185700, Np001G0579200
OG0009486	AT3G54720.1	Np001G0578900
OG0009487	AT3G54680.1	Np001G0578000
OG0009488	AT3G54360.1	Np001G0574500
OG0009489	AT3G54350.1	Np001G0574400
OG0009490	AT3G54270.1	Np001G0573600
OG0009491	AT3G54220.1	Np001G0573100
OG0009492	AT3G54170.1	Np001G0572500
OG0009493	AT3G54150.1	Np001G0572300
OG0009494	AT3G54120.1	Np001G0572000
OG0009495	AT1G20890.1	Np004G2345600
OG0009496	AT3G54050.1	Np001G0571300
OG0009497	AT3G53850.1	Np001G0567700
OG0009498	AT3G53490.1	Np001G0563300
OG0009499	AT3G53220.1	Np001G0559900
OG0009500	AT3G53200.1	Np001G0559800
OG0009501	AT3G53190.1	Np001G0559700
OG0009503	AT3G52870.1	Np001G0551000
OG0009504	AT3G52860.1	Np001G0550900
OG0009505	AT3G52570.1	Np001G0547300
OG0009506	AT5G53800.1	Np003G1616300
OG0009508	AT5G53570.2	Np003G1636700
OG0009509	AT5G53560.1	Np003G1636800
OG0009510	AT5G53486.4	Np003G1638200
OG0009511	AT5G53460.1	Np003G1638500
OG0009512	AT5G53350.1	Np003G1641200
OG0009513	AT5G53330.1	Np003G1641500
OG0009515	AT3G24515.3	Np007G3871400
OG0009516	AT3G24570.1	Np007G3872800
OG0009518	AT2G05830.1	Np007G3894700
OG0009519	AT3G23920.1	Np007G3863500
OG0009520	AT3G24315.1	Np007G3868300
OG0009521	AT1G66680.1	Np002G0944400, Np002G1014100
OG0009522	AT1G67170.1	Np002G0927700
OG0009523	AT1G67325.2	Np002G0920800
OG0009524	AT1G67350.1	Np002G0919900
OG0009525	AT1G67360.1	Np002G0919800
OG0009526	AT1G67560.1	Np002G0913800
OG0009527	AT1G67690.1	Np002G0912000
OG0009528	AT1G67950.2	Np002G0903900
OG0009529	AT1G67970.1	Np002G0903700
OG0009530	AT1G68110.1	Np002G0899300
OG0009531	AT1G68130.1	Np002G0898900
OG0009532	AT1G68190.2	Np002G0897600
OG0009533	AT1G68230.2	Np002G0897000
OG0009534	AT1G68440.1	Np002G0892000
OG0009535	AT5G36210.1	Np005G3107800
OG0009536	AT5G36250.2	Np005G3108400
OG0009537	AT5G48830.2	Np001G0171000
OG0009538	AT2G18000.2	Np001G0214800, Np007G3750800
