Orthogroup	Alyssum_gmelinii	Rorippa_islandica
OG0010120	Ag034G4017800	Roisl.0191s0058.1.p
OG0010121	Ag034G4023700	Roisl.0191s0095.1.p
OG0010122	Ag034G4025600	Roisl.0191s0105.1.p
OG0010123	Ag034G4025800	Roisl.0191s0106.1.p
OG0010124	Ag034G4032400	Roisl.0191s0133.1.p
OG0010125	Ag034G4035400	Roisl.0191s0145.1.p
OG0010126	Ag034G4037300	Roisl.0019s0323.1.p
OG0010127	Ag034G4039400	Roisl.0019s0330.1.p
OG0010128	Ag034G4039700	Roisl.0019s0332.1.p
OG0010129	Ag034G4043300	Roisl.0019s0357.1.p
OG0010130	Ag034G4057400	Roisl.0019s0462.1.p
OG0010131	Ag034G4061300	Roisl.0019s0476.1.p
OG0010132	Ag034G4062700	Roisl.0019s0483.1.p
OG0010133	Ag034G4064200	Roisl.0019s0494.1.p
OG0010134	Ag034G4064300	Roisl.0019s0495.1.p
OG0010135	Ag034G4064400	Roisl.0019s0496.1.p
OG0010136	Ag034G4064500	Roisl.0019s0497.1.p
OG0010137	Ag034G4066700	Roisl.0019s0506.1.p
OG0010138	Ag034G4067800	Roisl.0019s0509.1.p
OG0010139	Ag034G4072300	Roisl.0019s0533.1.p
OG0010140	Ag052G4856600	Roisl.0040s0107.1.p
OG0010141	Ag024G2856900, Ag024G2857100, Ag002G0093800	Roisl.0208s0023.1.p
OG0010142	Ag002G0099000, Ag024G2852200	Roisl.0055s0035.1.p
OG0010143	Ag002G0109900	Roisl.0010s0199.1.p
OG0010144	Ag002G0150700	Roisl.0010s0136.1.p
OG0010145	Ag002G0162500	Roisl.0010s0103.1.p
OG0010146	Ag002G0162600	Roisl.0010s0104.1.p
OG0010147	Ag002G0176000	Roisl.0010s0049.1.p
OG0010148	Ag002G0185200	Roisl.0209s0575.1.p
OG0010149	Ag002G0192000	Roisl.0040s0086.1.p
OG0010150	Ag002G0200500	Roisl.0209s0675.1.p
OG0010151	Ag002G0202800	Roisl.0209s0684.1.p
OG0010152	Ag002G0203000	Roisl.0209s0686.1.p
OG0010153	Ag002G0210500	Roisl.0209s0722.1.p
OG0010154	Ag002G0212200	Roisl.0209s0725.1.p
OG0010155	Ag002G0212600	Roisl.0209s0728.1.p
OG0010156	Ag002G0221000	Roisl.0214s0534.1.p
OG0010157	Ag002G0228900	Roisl.0214s0575.1.p
OG0010158	Ag002G0229600	Roisl.0214s0578.1.p
OG0010159	Ag002G0239900	Roisl.0214s0622.1.p
OG0010160	Ag002G0242400	Roisl.0214s0627.1.p
OG0010161	Ag002G0244100	Roisl.0214s0634.1.p
OG0010163	Ag002G0250600	Roisl.0214s0681.1.p
OG0010164	Ag002G0252500	Roisl.0214s0716.1.p
OG0010165	Ag002G0252900	Roisl.0214s0731.1.p, Roisl.0214s0724.1.p
OG0010167	Ag019G2522700, Ag002G0258800	Roisl.0191s0535.1.p
OG0010168	Ag002G0259700	Roisl.0214s0754.1.p
OG0010169	Ag002G0260100	Roisl.0214s0765.1.p
OG0010170	Ag002G0264800	Roisl.0214s0856.1.p
OG0010171	Ag002G0267700	Roisl.0002s0150.1.p
OG0010172	Ag024G2863000	Roisl.0050s0090.1.p
OG0010173	Ag024G2884700	Roisl.0050s0054.1.p
OG0010175	Ag024G2895800	Roisl.0020s0028.1.p
OG0010176	Ag016G2301000	Roisl.0005s0132.1.p
OG0010177	Ag016G2309800	Roisl.0005s0113.1.p
OG0010178	Ag016G2310200	Roisl.0005s0111.1.p
OG0010179	Ag016G2333800	Roisl.0005s0012.1.p
OG0010180	Ag016G2333900	Roisl.0005s0011.1.p
OG0010181	Ag016G2342800	Roisl.0012s0334.1.p
OG0010182	Ag016G2344000	Roisl.0012s0330.1.p
OG0010183	Ag016G2350500	Roisl.0055s0056.1.p
OG0010184	Ag016G2354500	Roisl.0012s0294.1.p
OG0010185	Ag016G2355500	Roisl.0012s0286.1.p
OG0010186	Ag016G2356900	Roisl.0008s0245.1.p
OG0010187	Ag016G2392000	Roisl.0082s0257.1.p
OG0010188	Ag065G5118600	Roisl.0044s0089.1.p
OG0010189	Ag065G5123400	Roisl.0019s0041.1.p, Roisl.0044s0117.1.p, Roisl.0019s0052.1.p, Roisl.0019s0054.1.p, Roisl.0019s0028.1.p, Roisl.0044s0115.1.p
OG0010191	Ag011G1114500, Ag011G1115000, Ag025G2911400, Ag011G1114900	Roisl.0001s0205.1.p
OG0010192	Ag025G2944200	Roisl.0013s0072.1.p
OG0010193	Ag025G2949600	Roisl.0013s0058.1.p
OG0010194	Ag025G2953200	Roisl.0013s0052.1.p
OG0010195	Ag025G2954000	Roisl.0013s0048.1.p
OG0010196	Ag025G2968100	Roisl.0013s0014.1.p
OG0010197	Ag072G5254700	Roisl.0004s0403.1.p
OG0010198	Ag072G5255100	Roisl.0004s0405.1.p
OG0010199	Ag011G1027400	Roisl.0115s0766.1.p
OG0010200	Ag011G1027500	Roisl.0115s0765.1.p
OG0010201	Ag011G1028800	Roisl.0115s0753.1.p
OG0010202	Ag011G1029800	Roisl.0115s0744.1.p
OG0010203	Ag011G1031300	Roisl.0115s0735.1.p
OG0010204	Ag011G1031400	Roisl.0115s0734.1.p
OG0010205	Ag011G1037800	Roisl.0115s0705.1.p
OG0010206	Ag011G1042900	Roisl.0115s0679.1.p
OG0010207	Ag011G1043900	Roisl.0214s0338.1.p
OG0010208	Ag011G1044700	Roisl.0115s0659.1.p
OG0010209	Ag011G1047700	Roisl.0115s0649.1.p
OG0010210	Ag011G1055000	Roisl.0001s0494.1.p
OG0010211	Ag011G1057800	Roisl.0001s0488.1.p
OG0010212	Ag011G1058500	Roisl.0001s0481.1.p
OG0010213	Ag011G1059300	Roisl.0001s0477.1.p
OG0010214	Ag011G1064100	Roisl.0001s0447.1.p
OG0010215	Ag011G1065000	Roisl.0001s0439.1.p
OG0010216	Ag011G1065300	Roisl.0001s0438.1.p
OG0010217	Ag011G1065600	Roisl.0001s0436.1.p
OG0010218	Ag011G1070500	Roisl.0001s0410.1.p
OG0010219	Ag011G1072200	Roisl.0001s0402.1.p
OG0010220	Ag011G1075600	Roisl.0001s0395.1.p
OG0010221	Ag011G1077400	Roisl.0001s0382.1.p
OG0010222	Ag011G1078300	Roisl.0001s0374.1.p
OG0010223	Ag011G1080500	Roisl.0001s0358.1.p
OG0010224	Ag011G1081400	Roisl.0001s0351.1.p
OG0010225	Ag011G1084300	Roisl.0001s0341.1.p
OG0010226	Ag011G1091500	Roisl.0075s0180.1.p
OG0010227	Ag011G1093900	Roisl.0001s0295.1.p
OG0010228	Ag011G1097700	Roisl.0001s0274.1.p
OG0010229	Ag011G1098100	Roisl.0001s0272.1.p
OG0010230	Ag011G1101000	Roisl.0001s0257.1.p, Roisl.0214s0217.1.p
OG0010231	Ag011G1108200	Roisl.0001s0224.1.p
OG0010232	Ag011G1115400	Roisl.0001s0203.1.p
OG0010233	Ag011G1115900	Roisl.0001s0197.1.p
OG0010234	Ag011G1131700	Roisl.0001s0136.1.p
OG0010235	Ag011G1133900	Roisl.0001s0130.1.p
OG0010236	Ag011G1141700	Roisl.0075s0190.1.p, Roisl.0001s0115.1.p
OG0010237	Ag011G1144700	Roisl.0001s0102.1.p
OG0010238	Ag011G1147700	Roisl.0001s0079.1.p
OG0010239	Ag011G1149000	Roisl.0001s0072.1.p
OG0010240	Ag011G1151400	Roisl.0001s0056.1.p
OG0010241	Ag011G1151800	Roisl.0001s0052.1.p
OG0010242	Ag011G1152300	Roisl.0001s0051.1.p
OG0010243	Ag011G1153100	Roisl.0001s0046.1.p
OG0010244	Ag011G1153300	Roisl.0015s0063.1.p
OG0010245	Ag011G1154400	Roisl.0001s0042.1.p
OG0010246	Ag011G1189700, Ag011G1174900	Roisl.0003s0342.1.p
OG0010247	Ag011G1177500	Roisl.0003s0279.1.p
OG0010248	Ag011G1179300	Roisl.0003s0286.1.p
OG0010249	Ag011G1181700	Roisl.0003s0291.1.p, Roisl.0003s0297.1.p
OG0010250	Ag011G1186500	Roisl.0003s0328.1.p
OG0010251	Ag011G1186900, Ag011G1186700	Roisl.0003s0330.1.p
OG0010252	Ag011G1189800	Roisl.0003s0344.1.p, Roisl.0066s0306.1.p
OG0010253	Ag011G1191000	Roisl.0003s0347.1.p
OG0010254	Ag011G1194300	Roisl.0008s0260.1.p
OG0010255	Ag011G1195800	Roisl.0008s0272.1.p
OG0010256	Ag011G1196400	Roisl.0008s0274.1.p
OG0010257	Ag011G1197200	Roisl.0008s0279.1.p
OG0010258	Ag011G1197400	Roisl.0008s0280.1.p
OG0010259	Ag011G1198500	Roisl.0008s0282.1.p
OG0010260	Ag011G1198600	Roisl.0008s0283.1.p
OG0010262	Ag011G1207500	Roisl.0214s0215.1.p
OG0010263	Ag011G1218000	Roisl.0008s0344.1.p
OG0010264	Ag011G1220100	Roisl.0008s0354.1.p
OG0010265	Ag011G1224200	Roisl.0003s0230.1.p
OG0010266	Ag011G1237100	Roisl.0003s0199.1.p
OG0010267	Ag011G1240700	Roisl.0003s0190.1.p
OG0010268	Ag011G1241000	Roisl.0003s0188.1.p
OG0010269	Ag011G1248500	Roisl.0003s0170.1.p
OG0010270	Ag011G1250600	Roisl.0003s0168.1.p
OG0010271	Ag011G1250700	Roisl.0003s0167.1.p, Roisl.0001s0162.1.p
OG0010272	Ag011G1255300	Roisl.0003s0156.1.p
OG0010274	Ag011G1269700	Roisl.0003s0101.1.p
OG0010275	Ag011G1270500	Roisl.0003s0096.1.p
OG0010276	Ag064G5106400	Roisl.0053s0283.1.p
OG0010277	Ag064G5107200	Roisl.0053s0278.1.p
OG0010278	Ag018G2435900	Roisl.0019s0223.1.p
OG0010279	Ag018G2437100	Roisl.0019s0235.1.p
OG0010280	Ag018G2443300	Roisl.0019s0272.1.p
OG0010281	Ag018G2443900	Roisl.0019s0284.1.p
OG0010282	Ag018G2444500	Roisl.0019s0285.1.p
OG0010283	Ag018G2448600	Roisl.0019s0308.1.p
OG0010284	Ag018G2449200	Roisl.0019s0313.1.p
OG0010285	Ag018G2451800	Roisl.0019s0322.1.p
OG0010286	Ag018G2469900	Roisl.0191s0289.1.p
OG0010287	Ag018G2470600	Roisl.0191s0293.1.p
OG0010288	Ag018G2472500	Roisl.0191s0311.1.p
OG0010289	Ag018G2475700	Roisl.0191s0339.1.p
OG0010290	Ag018G2478800	Roisl.0191s0368.1.p
OG0010291	Ag018G2481600	Roisl.0191s0396.1.p
OG0010292	Ag018G2484100	Roisl.0015s0098.1.p
OG0010293	Ag019G2488300	Roisl.0191s0677.1.p
OG0010294	Ag019G2488700	Roisl.0191s0676.1.p
OG0010295	Ag019G2489900	Roisl.0191s0672.1.p
OG0010296	Ag019G2490100	Roisl.0191s0670.1.p
OG0010297	Ag019G2492700	Roisl.0191s0659.1.p
OG0010298	Ag019G2493300	Roisl.0191s0653.1.p
OG0010299	Ag019G2495700	Roisl.0191s0587.1.p
OG0010300	Ag019G2496000	Roisl.0191s0590.1.p
OG0010301	Ag019G2501100	Roisl.0191s0608.1.p
OG0010302	Ag019G2501400	Roisl.0025s0064.1.p
OG0010303	Ag019G2504300	Roisl.0191s0621.1.p
OG0010304	Ag019G2508700	Roisl.0191s0641.1.p
OG0010305	Ag019G2508900	Roisl.0191s0642.1.p
OG0010306	Ag019G2510500	Roisl.0191s0646.1.p
OG0010307	Ag019G2517800	Roisl.0191s0558.1.p, Roisl.0191s0549.1.p
OG0010308	Ag019G2524500	Roisl.0191s0529.1.p
OG0010309	Ag019G2525400	Roisl.0191s0525.1.p
OG0010310	Ag019G2528800	Roisl.0191s0512.1.p
OG0010311	Ag019G2529600	Roisl.0191s0506.1.p
OG0010312	Ag019G2529700	Roisl.0191s0500.1.p
OG0010313	Ag019G2530200	Roisl.0191s0495.1.p
OG0010314	Ag019G2530800	Roisl.0191s0491.1.p
OG0010315	Ag019G2532400	Roisl.0191s0478.1.p
OG0010316	Ag019G2537900	Roisl.0015s0045.1.p
OG0010317	Ag019G2540200	Roisl.0018s0231.1.p
OG0010318	Ag019G2551100	Roisl.0063s0017.1.p
OG0010319	Ag019G2551700	Roisl.0063s0021.1.p
OG0010320	Ag010G0983400	Roisl.0015s0070.1.p
OG0010321	Ag010G0986400	Roisl.0191s0414.1.p
OG0010322	Ag010G0988900	Roisl.0191s0402.1.p
OG0010323	Ag010G0989000	Roisl.0082s0081.1.p
OG0010324	Ag010G0993000	Roisl.0022s0294.1.p
OG0010325	Ag010G1004700	Roisl.0022s0363.1.p
OG0010326	Ag010G1004800	Roisl.0022s0364.1.p
OG0010327	Ag010G1005400	Roisl.0022s0374.1.p
OG0010328	Ag010G1008100	Roisl.0022s0394.1.p
OG0010329	Ag010G1009500	Roisl.0022s0404.1.p
OG0010330	Ag010G1009700	Roisl.0022s0406.1.p
OG0010331	Ag010G1010000	Roisl.0022s0409.1.p
OG0010332	Ag010G1011200	Roisl.0022s0413.1.p
OG0010333	Ag010G1021500	Roisl.0022s0479.1.p, Roisl.0022s0478.1.p
OG0010334	Ag010G1023300	Roisl.0022s0493.1.p
OG0010335	Ag010G1023900	Roisl.0022s0499.1.p
OG0010336	Ag010G1024200	Roisl.0022s0503.1.p
OG0010337	Ag085G5413500	Roisl.0011s0273.1.p
OG0010338	Ag085G5414100	Roisl.0011s0275.1.p
OG0010339	Ag085G5415400	Roisl.0011s0285.1.p
OG0010340	Ag085G5419500	Roisl.0011s0322.1.p
OG0010437	Ag047G4541300, Ag046G4529900	Roisl.0003s0060.1.p
OG0010438	Ag047G4541700, Ag046G4530500	Roisl.0003s0063.1.p
OG0010439	Ag047G4544900, Ag046G4531300	Roisl.0003s0066.1.p
OG0010440	Ag047G4545100, Ag046G4531500	Roisl.0003s0069.1.p
OG0010441	Ag047G4547800, Ag046G4535500	Roisl.0003s0076.1.p
OG0010442	Ag046G4537200, Ag047G4550000	Roisl.0003s0084.1.p
OG0010443	Ag033G3497900, Ag093G5458500	Roisl.0026s0001.1.p
OG0010444	Ag033G3500400, Ag093G5461200	Roisl.0091s0002.1.p
OG0010445	Ag055G4902300	Roisl.0209s0365.1.p
OG0010446	Ag055G4912500	Roisl.0046s0785.1.p
OG0010447	Ag055G4916000	Roisl.0046s0778.1.p
OG0010448	Ag055G4918200	Roisl.0053s0097.1.p, Roisl.0053s0098.1.p, Roisl.0046s0770.1.p
OG0010449	Ag055G4919800	Roisl.0046s0761.1.p
OG0010450	Ag055G4924500	Roisl.0046s0712.1.p
OG0010451	Ag055G4928000	Roisl.0046s0726.1.p
OG0010452	Ag055G4929900	Roisl.0046s0732.1.p
OG0010453	Ag055G4931400	Roisl.0046s0685.1.p
OG0010454	Ag035G4080900, Ag074G5267500	Roisl.0011s0009.1.p
OG0010455	Ag035G4075800, Ag074G5271100	Roisl.0011s0071.1.p
OG0010456	Ag074G5271400, Ag035G4075100	Roisl.0011s0133.1.p
OG0010457	Ag074G5274200	Roisl.0011s0103.1.p
OG0010458	Ag074G5276300	Roisl.0011s0085.1.p
OG0010459	Ag005G0788400	Roisl.0009s0199.1.p
OG0010460	Ag005G0790200	Roisl.0009s0214.1.p
OG0010461	Ag013G1341900	Roisl.0210s1511.1.p
OG0010462	Ag013G1346300	Roisl.0210s1485.1.p
OG0010463	Ag013G1348500	Roisl.0210s1479.1.p
OG0010464	Ag013G1356100	Roisl.0210s1461.1.p
OG0010465	Ag013G1360500	Roisl.0210s1452.1.p
OG0010466	Ag013G1363000	Roisl.0210s1448.1.p
OG0010467	Ag013G1364800	Roisl.0210s1437.1.p
OG0010468	Ag013G1366600	Roisl.0210s1431.1.p
OG0010469	Ag013G1369400	Roisl.0210s1419.1.p
OG0010470	Ag013G1380300, Ag034G3732400	Roisl.0091s0955.1.p
OG0010471	Ag013G1382000	Roisl.0210s1374.1.p
OG0010472	Ag013G1382600	Roisl.0210s1368.1.p
OG0010473	Ag013G1386200	Roisl.0210s1350.1.p
OG0010474	Ag013G1386600	Roisl.0210s1348.1.p
OG0010475	Ag013G1389200	Roisl.0210s1336.1.p
OG0010476	Ag013G1395200	Roisl.0210s1316.1.p
OG0010477	Ag013G1395800	Roisl.0210s1314.1.p
OG0010478	Ag013G1397600	Roisl.0210s1304.1.p
OG0010479	Ag013G1398300, Ag862G5518100	Roisl.0028s0884.1.p
OG0010480	Ag013G1413400	Roisl.0210s1245.1.p
OG0010481	Ag013G1413600	Roisl.0210s1243.1.p
OG0010482	Ag013G1422700	Roisl.0210s1212.1.p
OG0010483	Ag013G1430500, Ag013G1430700	Roisl.0210s1192.1.p
OG0010485	Ag013G1437700	Roisl.0210s1175.1.p
OG0010486	Ag013G1438000	Roisl.0210s1172.1.p
OG0010487	Ag013G1441400	Roisl.0210s1165.1.p
OG0010488	Ag013G1443200	Roisl.0075s0116.1.p
OG0010489	Ag013G1447200	Roisl.0210s1136.1.p
OG0010490	Ag013G1455600	Roisl.0210s1088.1.p
OG0010491	Ag013G1459100	Roisl.0210s1077.1.p
OG0010492	Ag013G1459300	Roisl.0210s1076.1.p
OG0010493	Ag013G1459400	Roisl.0210s1075.1.p
OG0010494	Ag013G1461700	Roisl.0210s1066.1.p
OG0010495	Ag013G1462600	Roisl.0210s1062.1.p
OG0010496	Ag013G1465000, Ag017G2412000	Roisl.0210s1047.1.p
OG0010497	Ag013G1466200	Roisl.0210s1040.1.p
OG0010498	Ag013G1474900	Roisl.0210s1009.1.p
OG0010499	Ag013G1475000	Roisl.0210s1008.1.p
OG0010500	Ag013G1479600	Roisl.0210s0989.1.p
OG0010501	Ag013G1480700	Roisl.0210s0981.1.p
OG0010503	Ag013G1484200	Roisl.0210s0976.1.p
OG0010504	Ag013G1484300	Roisl.0075s0010.1.p
OG0010505	Ag013G1487300	Roisl.0210s0953.1.p
OG0010506	Ag013G1488100	Roisl.0210s0949.1.p
OG0010507	Ag013G1489700	Roisl.0210s0937.1.p
OG0010508	Ag013G1490000	Roisl.0210s0934.1.p
OG0010509	Ag013G1496100	Roisl.0210s0908.1.p
OG0010510	Ag013G1496300, Ag031G3239100, Ag031G3238500, Ag014G1783500	Roisl.0210s0907.1.p
OG0010511	Ag013G1498500	Roisl.0210s0892.1.p
OG0010512	Ag013G1500600	Roisl.0210s0872.1.p
OG0010513	Ag013G1502000	Roisl.0210s0868.1.p
OG0010514	Ag013G1502600	Roisl.0210s0863.1.p
OG0010515	Ag013G1509900	Roisl.0210s0833.1.p
OG0010516	Ag013G1514200	Roisl.0210s0810.1.p
OG0010517	Ag013G1515100, Ag011G1242800	Roisl.0003s0293.1.p
OG0010518	Ag013G1515300	Roisl.0210s0804.1.p
OG0010519	Ag018G2472400, Ag048G4699600, Ag013G1524300	Roisl.0210s0761.1.p
OG0010520	Ag013G1525300, Ag013G1525400, Ag013G1525200	Roisl.0210s0758.1.p
OG0010521	Ag013G1527300	Roisl.0210s0750.1.p
OG0010522	Ag013G1530800	Roisl.0210s0725.1.p
OG0010523	Ag013G1537600	Roisl.0210s0694.1.p
OG0010524	Ag013G1539200	Roisl.0210s0685.1.p
OG0010525	Ag013G1543000	Roisl.0210s0670.1.p
OG0010526	Ag013G1544700	Roisl.0210s0656.1.p
OG0010527	Ag013G1546200	Roisl.0210s0648.1.p
OG0010528	Ag013G1546600	Roisl.0049s0031.1.p, Roisl.0210s0644.1.p
OG0010529	Ag016G2401600, Ag013G1550400, Ag029G3110300	Roisl.0049s0023.1.p
OG0010530	Ag013G1553000, Ag027G3054000	Roisl.0115s0528.1.p
OG0010531	Ag013G1553700	Roisl.0210s0599.1.p
OG0010532	Ag013G1553800	Roisl.0210s0597.1.p
OG0010533	Ag013G1554700	Roisl.0210s0591.1.p
OG0010534	Ag013G1556200	Roisl.0210s0587.1.p
OG0010535	Ag013G1556300	Roisl.0210s0586.1.p
OG0010536	Ag013G1562100	Roisl.0210s0546.1.p
OG0010537	Ag013G1563000	Roisl.0210s0537.1.p
OG0010538	Ag013G1565100	Roisl.0210s0521.1.p
OG0010539	Ag013G1568300	Roisl.0210s0503.1.p
OG0010540	Ag013G1571700, Ag033G3647700	Roisl.0082s0378.1.p
OG0010541	Ag013G1571900	Roisl.0082s0376.1.p
OG0010542	Ag013G1572200	Roisl.0082s0368.1.p
OG0010543	Ag013G1574200	Roisl.0082s0354.1.p
OG0010544	Ag013G1574300	Roisl.0082s0353.1.p
OG0010545	Ag013G1574400	Roisl.0082s0352.1.p
OG0010546	Ag013G1574700	Roisl.0082s0349.1.p
OG0010548	Ag013G1576600	Roisl.0082s0336.1.p
OG0010549	Ag013G1577900, Ag013G1578000	Roisl.0022s0153.1.p
OG0010550	Ag013G1578500	Roisl.0022s0150.1.p
OG0010551	Ag013G1581100, Ag013G1581200	Roisl.0082s0478.1.p, Roisl.0082s0479.1.p, Roisl.0082s0475.1.p, Roisl.0082s0476.1.p
OG0010552	Ag063G5067900, Ag013G1581500	Roisl.0022s0122.1.p
OG0010553	Ag013G1587700	Roisl.0029s0018.1.p, Roisl.0029s0015.1.p
OG0010554	Ag013G1587900	Roisl.0029s0017.1.p
OG0010555	Ag013G1588500, Ag013G1588400	Roisl.0091s0043.1.p, Roisl.0209s0511.1.p
OG0010556	Ag013G1591800	Roisl.0204s0115.1.p, Roisl.0204s0119.1.p
OG0010557	Ag013G1594400	Roisl.0204s0073.1.p
OG0010558	Ag013G1596600	Roisl.0204s0038.1.p
OG0010559	Ag013G1597600	Roisl.0204s0025.1.p
OG0010560	Ag013G1598100	Roisl.0204s0021.1.p
OG0010561	Ag013G1598600	Roisl.0204s0012.1.p
OG0010562	Ag013G1599300	Roisl.0082s0539.1.p
OG0010563	Ag013G1602800	Roisl.0082s0569.1.p
OG0010564	Ag013G1603700	Roisl.0082s0579.1.p
OG0010565	Ag013G1605000	Roisl.0082s0595.1.p
OG0010566	Ag022G2680700, Ag013G1606100	Roisl.0082s0604.1.p
OG0010567	Ag013G1607800	Roisl.0082s0626.1.p
OG0010568	Ag013G1611700	Roisl.0082s0663.1.p
OG0010569	Ag013G1614800	Roisl.0082s0708.1.p
OG0010570	Ag014G2076300, Ag013G1615000	Roisl.0209s0526.1.p, Roisl.0209s0520.1.p
OG0010571	Ag013G1621400	Roisl.0082s0749.1.p
OG0010572	Ag013G1623700	Roisl.0033s0003.1.p
OG0010574	Ag013G1635600	Roisl.0033s0066.1.p
OG0010575	Ag013G1637700	Roisl.0033s0090.1.p
OG0010576	Ag015G2188400, Ag013G1639600	Roisl.0046s0626.1.p
OG0010577	Ag013G1640400	Roisl.0033s0158.1.p
OG0010578	Ag013G1640700	Roisl.0033s0155.1.p
OG0010579	Ag013G1641500	Roisl.0033s0145.1.p
OG0010580	Ag013G1644000	Roisl.0033s0119.1.p, Roisl.0007s0796.1.p
OG0010581	Ag013G1644100	Roisl.0033s0118.1.p
OG0010582	Ag013G1649300	Roisl.0017s0505.1.p
OG0010583	Ag013G1652200	Roisl.0017s0484.1.p
OG0010584	Ag013G1653100	Roisl.0017s0474.1.p
OG0010585	Ag013G1655100, Ag034G3842100	Roisl.0017s0463.1.p
OG0010586	Ag013G1656000	Roisl.0017s0457.1.p
OG0010587	Ag013G1658900	Roisl.0017s0439.1.p
OG0010588	Ag013G1659300	Roisl.0198s0055.1.p
OG0010589	Ag013G1660500	Roisl.0028s0643.1.p
OG0010590	Ag013G1660600	Roisl.0028s0642.1.p
OG0010591	Ag013G1662700, Ag013G1662500	Roisl.0028s0629.1.p
OG0010592	Ag013G1663000	Roisl.0028s0625.1.p
OG0010593	Ag013G1663400	Roisl.0028s0619.1.p
OG0010594	Ag013G1668600	Roisl.0028s0667.1.p
OG0010595	Ag013G1670000	Roisl.0028s0677.1.p
OG0010596	Ag013G1670500	Roisl.0028s0683.1.p
OG0010597	Ag013G1671100	Roisl.0028s0687.1.p
OG0010598	Ag013G1675600	Roisl.0028s0741.1.p
OG0010599	Ag013G1678800	Roisl.0012s0122.1.p
OG0010600	Ag011G1031200, Ag013G1679600	Roisl.0115s0736.1.p
OG0010601	Ag013G1680000	Roisl.0012s0136.1.p
OG0010602	Ag085G5417100, Ag013G1683900	Roisl.0012s0188.1.p
OG0010603	Ag013G1688500	Roisl.0012s0235.1.p
OG0010604	Ag013G1690300	Roisl.0082s0316.1.p
OG0010605	Ag013G1690500	Roisl.0082s0318.1.p
OG0010606	Ag013G1690800	Roisl.0082s0320.1.p
OG0010607	Ag013G1691400	Roisl.0082s0325.1.p
OG0010608	Ag013G1691900	Roisl.0082s0330.1.p
OG0010609	Ag013G1701300	Roisl.0013s0166.1.p
OG0010610	Ag013G1702100	Roisl.0013s0178.1.p
OG0010611	Ag013G1702300	Roisl.0013s0179.1.p
OG0010612	Ag013G1705700	Roisl.0013s0221.1.p
OG0010613	Ag013G1707000	Roisl.0015s0126.1.p
OG0010614	Ag013G1709100	Roisl.0066s0378.1.p
OG0010615	Ag013G1712600	Roisl.0213s0034.1.p
OG0010616	Ag013G1716600	Roisl.0213s0067.1.p
OG0010617	Ag013G1718600	Roisl.0213s0085.1.p
OG0010618	Ag013G1721000	Roisl.0213s0101.1.p
OG0010619	Ag013G1721900	Roisl.0213s0108.1.p
OG0010620	Ag013G1722500	Roisl.0213s0116.1.p
OG0010621	Ag013G1726000	Roisl.0213s0147.1.p
OG0010622	Ag013G1733700	Roisl.0213s0216.1.p
OG0010623	Ag013G1734300	Roisl.0213s0224.1.p
OG0010624	Ag013G1737200	Roisl.0213s0247.1.p
OG0010625	Ag013G1738200	Roisl.0213s0258.1.p
OG0010626	Ag013G1740400	Roisl.0213s0266.1.p
OG0010627	Ag013G1741300	Roisl.0213s0273.1.p
OG0010628	Ag013G1741800	Roisl.0213s0276.1.p
OG0010629	Ag013G1742000	Roisl.0213s0277.1.p
OG0010630	Ag013G1742700	Roisl.0213s0287.1.p
OG0010631	Ag013G1744000	Roisl.0213s0297.1.p
OG0010632	Ag013G1745300	Roisl.0213s0308.1.p
OG0010633	Ag013G1745400	Roisl.0213s0309.1.p
OG0010634	Ag075G5306900, Ag034G3756100, Ag013G1750000	Roisl.0009s0014.1.p
OG0010636	Ag013G1752400	Roisl.0213s0359.1.p
OG0010637	Ag013G1753300	Roisl.0213s0373.1.p
OG0010638	Ag013G1753500	Roisl.0213s0377.1.p
OG0010639	Ag013G1754500	Roisl.0213s0392.1.p
OG0010640	Ag013G1755300	Roisl.0213s0396.1.p
OG0010641	Ag013G1759500	Roisl.0213s0435.1.p
OG0010643	Ag013G1761100	Roisl.0213s0451.1.p
OG0010644	Ag013G1762500	Roisl.0213s0464.1.p
OG0010646	Ag013G1763400	Roisl.0213s0475.1.p
OG0010648	Ag013G1765600	Roisl.0213s0511.1.p
OG0010649	Ag013G1767400	Roisl.0209s0189.1.p
OG0010650	Ag013G1768500	Roisl.0209s0176.1.p
OG0010651	Ag002G0164500, Ag013G1769900	Roisl.0209s0159.1.p
OG0010652	Ag013G1770100	Roisl.0209s0158.1.p
OG0010653	Ag013G1770400	Roisl.0209s0156.1.p
OG0010654	Ag062G5051700	Roisl.0011s0157.1.p
OG0010655	Ag062G5052700	Roisl.0011s0172.1.p
OG0010656	Ag062G5053000	Roisl.0011s0174.1.p
OG0010657	Ag062G5056700, Ag003G0378000	Roisl.0028s0061.1.p, Roisl.0028s0341.1.p
OG0010658	Ag062G5057700	Roisl.0011s0196.1.p
OG0010659	Ag062G5059000	Roisl.0011s0201.1.p
OG0010660	Ag062G5062800	Roisl.0011s0253.1.p
OG0010661	Ag004G0417400	Roisl.0024s0601.1.p
OG0010662	Ag004G0418500	Roisl.0024s0589.1.p
OG0010663	Ag004G0419200	Roisl.0024s0583.1.p
OG0010664	Ag004G0420100	Roisl.0024s0574.1.p
OG0010665	Ag004G0420600	Roisl.0024s0569.1.p
OG0010666	Ag004G0422400	Roisl.0024s0552.1.p
