Orthogroup	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
OG0060989																	CP15_g35545_DN2_SP0_c.t1						
OG0060990																	CP15_g35547_DN1_SP0_c.t1						
OG0060991																	CP15_g35557_DN3_SP0_c.t1						
OG0060992																	CP15_g35593_DN2_SP0_c.t1						
OG0060993																	CP15_g35655_DN3_SP0_c.t1						
OG0060994																	CP15_g35668_DN1_SP0_c.t1						
OG0060995																	CP15_g35669_DN1_SP0_c.t1						
OG0060996																	CP15_g35678_DN2_SP0_c.t1						
OG0060997																	CP15_g35683_DN1_SP0_c.t1						
OG0060998																	CP15_g35685_DN1_SP0_c.t1						
OG0060999																	CP15_g35686_DN1_SP0_c.t1						
OG0061000																	CP15_g35707_DN2_SP0_c.t1						
OG0061001																	CP15_g35756_DN3_SP0_c.t1						
OG0061002																	CP15_g35787_DN1_SP0_c.t1						
OG0061003																	CP15_g35810_DN1_SP0_c.t1						
OG0061004																	CP15_g35828_DN1_SP0_c.t1						
OG0061005																	CP15_g35829_DN1_SP0_c.t1						
OG0061006																	CP15_g35831_DN1_SP0_c.t1						
OG0061007																	CP15_g35832_DN1_SP0_c.t1						
OG0061008																	CP15_g35846_DN3_SP0_c.t1						
OG0061009																	CP15_g35866_DN1_SP0_c.t1						
OG0061010																	CP15_g35876_DN1_SP0_c.t1						
OG0061011																	CP15_g35898_DN3_SP0_c.t1						
OG0061012																	CP15_g35900_DN1_SP0_c.t1						
OG0061013																	CP15_g35957_DN3_SP0_c.t1						
OG0061014																	CP15_g35970_DN1_SP0_c.t1						
OG0061015																	CP15_g35979_DN1_SP0_c.t1						
OG0061016																	CP15_g36015_DN2_SP0_c.t1						
OG0061017																	CP15_g36029_DN1_SP0_c.t1						
OG0061018																	CP15_g36033_DN3_SP0_c.t1						
OG0061019																	CP15_g36059_DN2_SP0_c.t1						
OG0061020																	CP15_g36063_DN3_SP0_c.t1						
OG0061021																	CP15_g36067_DN2_SP0_c.t1						
OG0061022																	CP15_g36081_DN1_SP0_c.t1						
OG0061023																	CP15_g36099_DN2_SP0_c.t1						
OG0061024																	CP15_g36138_DN2_SP0_c.t1						
OG0061025																	CP15_g36149_DN1_SP0_c.t1						
OG0061026																	CP15_g36198_DN1_SP0_c.t1						
OG0061027																	CP15_g36199_DN2_SP0_c.t1						
OG0061028																	CP15_g36202_DN2_SP0_c.t1						
OG0061029																	CP15_g36230_DN2_SP0_c.t1						
OG0061030																	CP15_g36266_DN3_SP0_c.t1						
OG0061031																	CP15_g36270_DN1_SP0_c.t1						
OG0061032																	CP15_g36283_DN1_SP0_c.t1						
OG0061033																	CP15_g36284_DN3_SP0_c.t1						
OG0061034																	CP16_g54738_DN3_SP8_c.t1						
OG0061035																	CP16_g54765_DN1_SP0_c.t1						
OG0061036																	CP16_g54776_DN2_SP0_c.t1						
OG0061037																	CP16_g54780_DN3_SP0_c.t1						
OG0061038																	CP16_g54784_DN2_SP0_c.t1						
OG0061039																	CP16_g54819_DN2_SP0_c.t1						
OG0061040																	CP16_g54829_DN3_SP0_c.t1						
OG0061041																	CP16_g54832_DN1_SP0_c.t1						
OG0061042																	CP16_g54834_DN2_SP0_c.t1						
OG0061043																	CP16_g54908_DN2_SP0_c.t1						
OG0061044																	CP16_g54926_DN3_SP0_c.t1						
OG0061045																	CP16_g54929_DN2_SP0_c.t1						
OG0061046																	CP16_g54933_DN2_SP0_c.t1						
OG0061047																	CP16_g54970_DN1_SP0_c.t1						
OG0061048																	CP16_g54980_DN3_SP0_c.t1						
OG0061049																	CP16_g55011_DN2_SP0_c.t1						
OG0061050																	CP16_g55039_DN2_SP0_c.t1						
OG0061051																	CP16_g55049_DN3_SP0_c.t1						
OG0061052																	CP16_g55055_DN2_SP0_c.t1						
OG0061053																	CP16_g55072_DN2_SP0_c.t1						
OG0061054																	CP16_g55156_DN2_SP0_c.t1						
OG0061055																	CP16_g55160_DN1_SP0_c.t1						
OG0061056																	CP16_g55162_DN1_SP0_c.t1						
OG0061057																	CP16_g55191_DN1_SP0_c.t1						
OG0061058																	CP16_g55197_DN2_SP0_c.t1						
OG0061059																	CP16_g55230_DN2_SP0_c.t1						
OG0061060																	CP16_g55254_DN1_SP0_c.t1						
OG0061061																	CP16_g55257_DN1_SP0_c.t1						
OG0061062																	CP16_g55258_DN2_SP0_c.t1						
OG0061063																	CP16_g55264_DN2_SP0_c.t1						
OG0061064																	CP16_g55277_DN1_SP0_c.t1						
OG0061065																	CP16_g55312_DN2_SP0_c.t1						
OG0061066																	CP16_g55316_DN1_SP0_c.t1						
OG0061067																	CP16_g55324_DN2_SP0_c.t1						
OG0061068																	CP16_g55348_DN3_SP0_c.t1						
OG0061069																	CP16_g55366_DN2_SP0_c.t1						
OG0061070																	CP16_g55368_DN2_SP0_c.t1						
OG0061071																	CP16_g55369_DN1_SP0_c.t1						
OG0061072																	CP16_g55371_DN2_SP0_c.t1						
OG0061073																	CP16_g55416_DN1_SP0_c.t1						
OG0061074																	CP16_g55466_DN2_SP0_c.t1						
OG0061075																	CP16_g55468_DN1_SP0_c.t1						
OG0061076																	CP16_g55481_DN2_SP0_c.t1						
OG0061077																	CP16_g55503_DN1_SP0_c.t1						
OG0061078																	CP16_g55528_DN1_SP0_c.t1						
OG0061079																	CP16_g55534_DN3_SP0_c.t1						
OG0061080																	CP16_g55542_DN2_SP0_c.t1						
OG0061081																	CP16_g55543_DN2_SP0_c.t1						
OG0061082																	CP16_g55544_DN1_SP0_c.t1						
OG0061083																	CP16_g55590_DN1_SP0_c.t1						
OG0061084																	CP16_g55592_DN2_SP0_c.t1						
OG0061085																	CP16_g55609_DN2_SP0_c.t1						
OG0061086																	CP16_g55612_DN1_SP0_c.t1						
OG0061087																	CP16_g55623_DN1_SP0_c.t1						
OG0061088																	CP16_g55648_DN1_SP0_c.t1						
OG0061089																	CP16_g55697_DN2_SP0_c.t1						
OG0061090																	CP16_g55698_DN2_SP0_c.t1						
OG0061091																	CP16_g55708_DN2_SP0_c.t1						
OG0061092																	CP16_g55710_DN1_SP0_c.t1						
OG0061093																	CP16_g55713_DN2_SP0_c.t1						
OG0061094																	CP16_g55719_DN2_SP0_c.t1						
OG0061095																	CP16_g55728_DN1_SP0_c.t1						
OG0061096																	CP16_g55730_DN3_SP0_c.t1						
OG0061097																	CP17_g4999_DN2_SP0_c.t1						
OG0061098																	CP17_g5008_DN3_SP0_c.t1						
OG0061099																	CP17_g5032_DN1_SP0_c.t1						
OG0061100																	CP17_g5053_DN2_SP0_c.t1						
OG0061101																	CP17_g5079_DN1_SP0_c.t1						
OG0061102																	CP17_g5080_DN2_SP0_c.t1						
OG0061103																	CP17_g5081_DN1_SP0_c.t1						
OG0061104																	CP17_g5101_DN2_SP0_c.t1						
OG0061105																	CP17_g5119_DN2_SP0_c.t1						
OG0061106																	CP17_g5133_DN2_SP0_c.t1						
OG0061107																	CP17_g5165_DN1_SP0_c.t1						
OG0061108																	CP17_g5180_DN1_SP0_c.t1						
OG0061109																	CP17_g5181_DN2_SP0_c.t1						
OG0061110																	CP17_g5217_DN2_SP0_c.t1						
OG0061111																	CP17_g5253_DN1_SP0_c.t1						
OG0061112																	CP17_g5302_DN1_SP0_c.t1						
OG0061113																	CP17_g5308_DN3_SP0_c.t1						
OG0061114																	CP17_g5326_DN1_SP0_c.t1						
OG0061115																	CP17_g5389_DN1_SP0_c.t1						
OG0061116																	CP17_g5399_DN1_SP0_c.t1						
OG0061117																	CP17_g5453_DN2_SP0_c.t1						
OG0061118																	CP17_g5454_DN2_SP0_c.t1						
OG0061119																	CP17_g5466_DN3_SP0_c.t1						
OG0061120																	CP17_g5492_DN2_SP0_c.t1						
OG0061121																	CP17_g5535_DN2_SP0_c.t1						
OG0061122																	CP17_g5574_DN2_SP0_c.t1						
OG0061123																	CP17_g5592_DN2_SP0_c.t1						
OG0061124																	CP17_g5599_DN2_SP0_c.t1						
OG0061125																	CP17_g5648_DN2_SP0_c.t1						
OG0061126																	CP17_g5673_DN2_SP0_c.t1						
OG0061127																	CP17_g5711_DN3_SP0_c.t1						
OG0061128																	CP17_g5732_DN2_SP0_c.t1						
OG0061129																	CP17_g5757_DN1_SP0_c.t1						
OG0061130																	CP17_g5758_DN2_SP0_c.t1						
OG0061131																	CP17_g5789_DN1_SP0_c.t1						
OG0061132																	CP17_g5806_DN2_SP0_c.t1						
OG0061133																	CP17_g5807_DN1_SP0_c.t1						
OG0061134																	CP17_g5811_DN1_SP0_c.t1						
OG0061135																	CP17_g5818_DN1_SP0_c.t1						
OG0061136																	CP17_g5830_DN2_SP0_c.t1						
OG0061137																	CP17_g5857_DN2_SP0_c.t1						
OG0061138																	CP17_g5871_DN1_SP0_c.t1						
OG0061139																	CP17_g5881_DN1_SP0_c.t1						
OG0061140																	CP17_g5882_DN1_SP0_c.t1						
OG0061141																	CP17_g5911_DN1_SP0_c.t1						
OG0061142																	CP17_g5912_DN3_SP0_c.t1						
OG0061143																	CP17_g5980_DN3_SP0_c.t1						
OG0061144																	CP17_g5992_DN1_SP0_c.t1						
OG0061145																	CP17_g5993_DN2_SP0_c.t1						
OG0061146																	CP17_g6098_DN1_SP0_c.t1						
OG0061147																	CP17_g6212_DN1_SP0_c.t1						
OG0061148																	CP17_g6275_DN3_SP0_c.t1						
OG0061149																	CP17_g6298_DN2_SP0_c.t1						
OG0061150																	CP17_g6336_DN2_SP0_c.t1						
OG0061151																	CP17_g6341_DN2_SP0_c.t1						
OG0061152																	CP18_g11440_DN1_SP0_c.t1						
OG0061153																	CP18_g11442_DN2_SP0_c.t1						
OG0061154																	CP18_g11495_DN1_SP0_c.t1						
OG0061155																	CP18_g11499_DN1_SP0_c.t1						
OG0061156																	CP18_g11507_DN2_SP0_c.t1						
OG0061157																	CP18_g11508_DN1_SP0_c.t1						
OG0061158																	CP18_g11514_DN3_SP0_c.t1						
OG0061159																	CP18_g11523_DN1_SP0_c.t1						
OG0061160																	CP18_g11546_DN2_SP0_c.t1						
OG0061161																	CP18_g11547_DN3_SP0_c.t1						
OG0061162																	CP18_g11565_DN1_SP0_c.t1						
OG0061163																	CP18_g11570_DN2_SP0_c.t1						
OG0061164																	CP18_g11584_DN3_SP0_c.t1						
OG0061165																	CP18_g11617_DN3_SP0_c.t1						
OG0061166																	CP18_g11645_DN1_SP0_c.t1						
OG0061167																	CP18_g11722_DN1_SP0_c.t1						
OG0061168																	CP18_g11726_DN2_SP0_c.t1						
OG0061169																	CP18_g11749_DN1_SP0_c.t1						
OG0061170																	CP18_g11831_DN3_SP0_c.t1						
OG0061171																	CP18_g11839_DN3_SP0_c.t1						
OG0061172																	CP18_g11880_DN1_SP0_c.t1						
OG0061173																	CP18_g11916_DN1_SP0_c.t1						
OG0061174																	CP18_g11922_DN2_SP0_c.t1						
OG0061175																	CP18_g11932_DN1_SP0_c.t1						
OG0061176																	CP18_g11944_DN1_SP0_c.t1						
OG0061177																	CP18_g11946_DN1_SP0_c.t1						
OG0061178																	CP18_g11955_DN2_SP0_c.t1						
OG0061179																	CP18_g11961_DN1_SP0_c.t1						
OG0061180																	CP18_g11983_DN1_SP0_c.t1						
OG0061181																	CP18_g12005_DN2_SP0_c.t1						
OG0061182																	CP18_g12008_DN2_SP0_c.t1						
OG0061183																	CP18_g12023_DN1_SP0_c.t1						
OG0061184																	CP18_g12048_DN3_SP0_c.t1						
OG0061185																	CP18_g12062_DN1_SP0_c.t1						
OG0061186																	CP18_g12064_DN2_SP0_c.t1						
OG0061187																	CP18_g12075_DN1_SP0_c.t1						
OG0061188																	CP18_g12076_DN1_SP0_c.t1						
OG0061189																	CP18_g12106_DN1_SP0_c.t1						
OG0061190																	CP18_g12135_DN1_SP0_c.t1						
OG0061191																	CP18_g12136_DN2_SP0_c.t1						
OG0061192																	CP18_g12137_DN1_SP0_c.t1						
OG0061193																	CP18_g12147_DN2_SP0_c.t1						
OG0061194																	CP18_g12148_DN1_SP0_c.t1						
OG0061195																	CP18_g12155_DN1_SP0_c.t1						
OG0061196																	CP18_g12163_DN1_SP0_c.t1						
OG0061197																	CP18_g12169_DN2_SP0_c.t1						
OG0061198																	CP18_g12174_DN1_SP0_c.t1						
OG0061199																	CP18_g12182_DN3_SP0_c.t1						
OG0061200																	CP18_g12190_DN2_SP0_c.t1						
OG0061201																	CP18_g12215_DN1_SP0_c.t1						
OG0061202																	CP18_g12222_DN3_SP0_c.t1						
OG0061203																	CP18_g12233_DN2_SP0_c.t1						
OG0061204																	CP18_g12257_DN2_SP0_c.t1						
OG0061205																	CP18_g12281_DN1_SP0_c.t1						
OG0061206																	CP18_g12287_DN3_SP0_c.t1						
OG0061207																	CP18_g12294_DN1_SP0_c.t1						
OG0061208																	CP18_g12342_DN1_SP0_c.t1						
OG0061209																	CP18_g12353_DN2_SP0_c.t1						
OG0061210																	CP18_g12391_DN1_SP0_c.t1						
OG0061211																	CP18_g12400_DN2_SP0_c.t1						
OG0061212																	CP18_g12453_DN1_SP0_c.t1						
OG0061213																	CP18_g12482_DN1_SP0_c.t1						
OG0061214																	CP18_g12495_DN1_SP0_c.t1						
OG0061215																	CP18_g12507_DN2_SP0_c.t1						
OG0061216																	CP18_g12514_DN2_SP0_c.t1						
OG0061217																	CP18_g12541_DN1_SP0_c.t1						
OG0061218																	CP18_g12542_DN1_SP0_c.t1						
OG0061219																	CP18_g12553_DN1_SP0_c.t1						
OG0061220																	CP18_g12562_DN2_SP0_c.t1						
OG0061221																	CP18_g12566_DN1_SP0_c.t1						
OG0061222																	CP18_g12599_DN1_SP0_c.t1						
OG0061223																	CP18_g12625_DN2_SP0_c.t1						
OG0061224																	CP19_g17886_DN3_SP7_c.t1						
OG0061225																	CP19_g17923_DN1_SP0_c.t1						
OG0061226																	CP19_g17926_DN3_SP0_c.t1						
OG0061227																	CP19_g17941_DN1_SP0_c.t1						
OG0061228																	CP19_g17964_DN3_SP2_c.t1						
OG0061229																	CP19_g17996_DN3_SP0_c.t1						
OG0061230																	CP19_g18070_DN3_SP0_c.t1						
OG0061231																	CP19_g18146_DN3_SP0_c.t1						
OG0061232																	CP19_g18170_DN2_SP0_c.t1						
OG0061233																	CP19_g18201_DN2_SP0_c.t1						
OG0061234																	CP19_g18260_DN3_SP0_c.t1						
OG0061235																	CP19_g18347_DN2_SP0_c.t1						
OG0061236																	CP19_g18361_DN2_SP0_c.t1						
OG0061237																	CP19_g18405_DN1_SP0_c.t1						
OG0061238																	CP19_g18431_DN1_SP0_c.t1						
OG0061239																	CP19_g18480_DN3_SP0_c.t1						
OG0061240																	CP19_g18500_DN3_SP0_c.t1						
OG0061241																	CP20_g3830_DN1_SP0_c.t1						
OG0061242																	CP20_g3872_DN2_SP0_c.t1						
OG0061243																	CP20_g3916_DN2_SP0_c.t1						
OG0061244																	CP20_g3919_DN3_SP0_c.t1						
OG0061245																	CP20_g3920_DN2_SP0_c.t1						
OG0061246																	CP20_g3922_DN2_SP0_c.t1						
OG0061247																	CP20_g3925_DN1_SP0_c.t1						
OG0061248																	CP20_g3933_DN3_SP0_c.t1						
OG0061249																	CP20_g3935_DN1_SP0_c.t1						
OG0061250																	CP20_g3957_DN1_SP0_c.t1						
OG0061251																	CP20_g3977_DN2_SP0_c.t1						
OG0061252																	CP20_g3985_DN2_SP0_c.t1						
OG0061253																	CP20_g4067_DN1_SP0_c.t1						
OG0061254																	CP20_g4090_DN1_SP0_c.t1						
OG0061255																	CP20_g4097_DN2_SP0_c.t1						
OG0061256																	CP20_g4115_DN3_SP0_c.t1						
OG0061257																	CP20_g4155_DN1_SP0_c.t1						
OG0061258																	CP20_g4182_DN1_SP0_c.t1						
OG0061259																	CP20_g4224_DN2_SP0_c.t1						
OG0061260																	CP20_g4235_DN3_SP0_c.t1						
OG0061261																	CP20_g4261_DN1_SP0_c.t1						
OG0061262																	CP20_g4265_DN1_SP0_c.t1						
OG0061263																	CP20_g4273_DN2_SP0_c.t1						
OG0061264																	CP20_g4301_DN1_SP0_c.t1						
OG0061265																	CP20_g4347_DN2_SP0_c.t1						
OG0061266																	CP20_g4427_DN2_SP0_c.t1						
OG0061267																	CP21_g10525_DN1_SP0_c.t1						
OG0061268																	CP21_g10883_DN1_SP0_c.t1						
OG0061269																	CP21_g10918_DN1_SP0_c.t1						
OG0061270																	CP21_g10920_DN3_SP0_c.t1						
OG0061271																	CP21_g10962_DN3_SP0_c.t1						
OG0061272																	CP21_g11010_DN3_SP0_c.t1						
OG0061273																	CP21_g11028_DN1_SP0_c.t1						
OG0061274																	CP21_g11031_DN1_SP0_c.t1						
OG0061275																	CP21_g11045_DN1_SP0_c.t1						
OG0061276																	CP21_g11095_DN1_SP0_c.t1						
OG0061277																	CP21_g11141_DN2_SP0_c.t1						
OG0061278																	CP21_g11175_DN1_SP0_c.t1						
OG0061279																	CP21_g11183_DN1_SP0_c.t1						
OG0061280																	CP22_g17114_DN1_SP0_c.t1						
OG0061281																	CP22_g17133_DN2_SP0_c.t1						
OG0061282																	CP22_g17205_DN3_SP0_c.t1						
OG0061283																	CP22_g17223_DN2_SP0_c.t1						
OG0061284																	CP22_g17228_DN2_SP0_c.t1						
OG0061285																	CP22_g17256_DN2_SP0_c.t1						
OG0061286																	CP22_g17257_DN2_SP0_c.t1						
OG0061287																	CP22_g17265_DN2_SP0_c.t1						
OG0061288																	CP22_g17266_DN1_SP0_c.t1						
OG0061289																	CP22_g17299_DN1_SP0_c.t1						
OG0061290																	CP22_g17311_DN2_SP0_c.t1						
OG0061291																	CP22_g17313_DN1_SP0_c.t1						
OG0061292																	CP22_g17327_DN3_SP0_c.t1						
OG0061293																	CP22_g17342_DN2_SP0_c.t1						
OG0061294																	CP22_g17348_DN2_SP0_c.t1						
OG0061295																	CP22_g17363_DN2_SP0_c.t1						
