Orthogroup	Brassica_napus	Noccaea_praecox
OG0005943	XP_013730365.1, XP_013670988.1, XP_048592511.1, XP_013706242.2, XP_013685438.2, XP_022570669.1	Np007G385550
OG0005944	XP_013746487.2, XP_013660170.1, XP_013655141.2, XP_013726554.1, XP_048592474.1	Np007G387350
OG0005945	XP_013701405.2, XP_022545224.1	Np007G388340
OG0005946	XP_013693118.1, XP_013662613.1, XP_048592589.1, XP_013672378.1, XP_013656890.2, XP_013685456.1	Np005G309380
OG0005947	XP_022561347.1, XP_013736696.1, XP_013707793.1, XP_013729276.1	Np007G378910
OG0005948	XP_013655846.2, XP_013741198.1, XP_013681933.1	Np001G043460, Np007G377000
OG0005949	XP_013643383.1, XP_013685195.1	Np007G375020
OG0005950	XP_013729041.1, XP_013652862.2, XP_013680215.1, XP_022566106.2, XP_013652967.1	Np007G374670
OG0005951	XP_013653484.1, XP_013695864.2, XP_013652734.2, XP_048619735.1	Np007G373420
OG0005952	XP_013670901.2, XP_013744439.2, XP_013664447.1, XP_013732465.2, XP_013671731.2, XP_013696702.2	Np007G373160
OG0005953	XP_013732483.2, XP_013701238.1, XP_048618610.1, XP_022545209.1	Np007G372510
OG0005954	XP_013682646.1, XP_013652634.1, XP_048597533.1, XP_022570779.1, XP_013664355.1	Np007G372250
OG0005955	XP_013649413.1, XP_013725259.2, XP_048629837.1, XP_013668608.2, XP_013698669.1	Np004G190520
OG0005956	XP_048637684.1, XP_013692267.2, XP_013714876.1, XP_048594352.1	Np004G190820
OG0005957	XP_048625429.1, XP_048607853.1, XP_013668094.1, XP_013710032.1	Np003G137610, Np007G406440
OG0005958	XP_013702180.2, XP_048637721.1, XP_013721834.2	Np004G193750
OG0005959	XP_013672175.1, XP_022559810.1, XP_013700358.1, XP_048628499.1, XP_048628206.1, XP_013745471.1, XP_022545759.1	Np004G194180
OG0005960	XP_013670056.2, XP_048636321.1, XP_022576044.2, XP_013719991.1, XP_013655579.1	Np004G199050
OG0005961	XP_013655576.2, XP_013719993.2, XP_013727323.1, XP_048635557.1, XP_022575178.1	Np004G198920, Np002G080920
OG0005962	XP_048593560.1, XP_048593625.1, XP_048622189.1, XP_048637981.1, XP_048637984.1, XP_048617751.1	Np004G199980
OG0005963	XP_013715401.1, XP_013742919.1, XP_013654713.1, XP_013708466.1, XP_013692514.1, XP_013744117.1	Np005G302100
OG0005964	XP_013705564.2, XP_013672570.1, XP_013686677.1, XP_013742115.2	Np001G054490
OG0005965	XP_013686715.1, XP_013742694.1, XP_048620518.1, XP_013662963.2	Np001G053690
OG0005966	XP_048592972.1, XP_013687339.1, XP_013742446.2, XP_013708790.1, XP_013708828.1	Np001G057910
OG0005967	XP_013742304.1, XP_022557868.1	Np001G060000
OG0005968	XP_022564617.2, XP_013663434.2, XP_013702749.2, XP_013648022.2	Np001G060380
OG0005969	XP_013663373.1, XP_013701678.1, XP_013743010.1, XP_048633889.1, XP_013742218.1	Np001G061420, Np001G061430
OG0005970	XP_048593011.1, XP_013746405.1, XP_013695249.1, XP_013708443.2, XP_013663354.2	Np001G061550
OG0005971	XP_013706108.1, XP_013652023.2, XP_013746399.1, XP_022553981.1, XP_013752487.1, XP_013710383.1	Np001G062230
OG0005972	NP_001303181.1, NP_001302875.1, XP_048597178.1, XP_048620715.1	Np001G062240
OG0005973	XP_022564101.2, XP_013643623.2, XP_048626608.1, XP_013648319.2, XP_013724431.2	Np001G064380
OG0005974	XP_013644352.2, XP_013741935.2, XP_013711191.2, XP_013712421.1, XP_013652041.2	Np001G067100
OG0005975	XP_013709601.1, XP_048597315.1	Np004G246240, Np001G067710
OG0005976	XP_013699423.2, XP_013648449.2, XP_048609852.1, XP_048634244.1, XP_013663896.2	Np001G067470
OG0005977	XP_013706563.1, XP_013648530.2	Np001G036900, Np005G285110, Np005G295750, Np005G295740, Np001G069870
OG0005978	XP_013741804.1, NP_001302789.1, XP_013664041.2, XP_013664040.2, XP_013692692.2	Np001G069990
OG0005979	XP_048637762.1, XP_048637761.1, XP_048616385.1, XP_048606484.1, XP_022546410.2	Np004G195810
OG0005981	XP_013644378.1, XP_013734406.1, XP_022546792.2, XP_013663023.1, XP_048627775.1, XP_013737144.1, XP_013672420.2	Np001G053170
OG0005982	XP_013746366.1, XP_048597275.1, XP_048620800.1, XP_048617769.1, XP_048591619.1	Np001G065370
OG0005983	NP_001302543.1, XP_013662888.1, XP_013704055.1, XP_022571479.1, XP_013698158.2, XP_013704057.2	Np001G035500
OG0005986	XP_048617383.1, XP_048592185.1	Np002G079450, Np002G079420
OG0005987	XP_013708611.1, XP_013656388.2, XP_013705330.1, XP_013741598.1, XP_013669962.1, XP_022548575.2	Np005G277030
OG0005988	XP_013664212.2, XP_013735171.1, XP_013702143.2, XP_013656253.2, XP_048636187.1, XP_048615442.1	Np005G263500
OG0005989	XP_013640290.1, XP_022546144.1, XP_048597819.1, XP_022564582.2, XP_013646438.1, XP_022559320.1	Np004G249050
OG0005990	XP_022570755.1	Np004G238370
OG0005990	XP_013658521.1, XP_013658522.2, XP_013645275.1	Np004G239710
OG0005991	XP_022573443.2, XP_048620294.1	Np005G284300, Np005G284270
OG0005992	XP_013652288.1, XP_013700817.1, XP_013652242.2, XP_013705381.1, XP_013716133.2, XP_013663799.1	Np002G089570
OG0005993	XP_013651282.2, XP_013651281.2, XP_048617373.1, XP_048592194.1	Np002G079640
OG0005995	XP_013652663.2, XP_013675940.2	Np007G371730
OG0005996	XP_013644719.2, XP_022550943.1, XP_013695824.1, XP_013719723.2, XP_048628055.1	Np007G404880
OG0005997	XP_013651952.2, XP_048608947.1, XP_022559448.1, XP_013673303.2, XP_048608046.1, XP_022575922.1, XP_013640151.1	Np007G410170
OG0005998	XP_013715347.2, XP_013746785.1	Np002G119010, Np002G118980, Np006G341300, Np003G132910, Np005G299730
OG0005999	XP_048631855.1, XP_048608715.1	Np006G359360
OG0006001	XP_022571013.1, XP_013743320.2, XP_013689969.2, XP_013700950.2, XP_013651862.1	Np005G318180
OG0006002	XP_048595466.1, XP_048625814.1, XP_013710643.2	Np001G003790
OG0006004	XP_022564564.2, XP_048626179.1, XP_022566814.2	Np007G418590
OG0006007	XP_048633004.1, XP_022562574.2	Np005G299460
OG0006016	XP_013670962.1, XP_048637658.1, XP_013685584.1, XP_013707070.2	Np005G275810
OG0006017	XP_013730583.1, XP_013653489.1, XP_048620088.1, XP_013732765.1, XP_013670931.1	Np007G373720
OG0006018	XP_013703750.1, XP_013738279.1, XP_013670811.2, XP_013688866.1	Np005G273350
OG0006019	XP_048597441.1, XP_013708038.2, XP_022573880.2, XP_013743834.2	Np006G366650
OG0006020	XP_048636805.1, XP_048601259.1, XP_048619219.1, XP_013738354.1	Np005G272860
OG0006021	XP_048638013.1, XP_048613840.1	Np004G251090
OG0006022	XP_013720296.2, XP_048606423.1, XP_013750418.2, XP_013707187.2	Np005G272330
OG0006023	XP_048636608.1, XP_048601234.1, XP_048621526.1, XP_048619229.1	Np005G272240
OG0006024	XP_022573885.2, XP_048612353.1, XP_013660742.1, XP_013664051.2	Np006G365460
OG0006025	XP_013678670.1, XP_048593868.1, XP_013667655.1, XP_013657796.2	Np004G213510
OG0006026	XP_013654872.1, XP_013700831.1, XP_013655377.1, XP_013701296.2	Np005G263710
OG0006027	XP_013664195.1, XP_013735198.1, XP_013738429.1, XP_048619292.1	Np005G263810
OG0006028	XP_048619290.1, XP_013656248.2, XP_013701978.2	Np005G263820
OG0006029	XP_013656072.1, XP_013704006.1, XP_013729251.2, XP_013712634.1, XP_013736692.2	Np007G378560
OG0006030	XP_013724977.2, XP_022572799.1, XP_013656170.2, XP_013666769.1, XP_013648406.2, XP_022569997.2	Np005G265290
OG0006031	XP_013731036.1, XP_013669728.1, XP_048593194.1, XP_013654849.2, XP_048619332.1	Np005G265410
OG0006032	XP_013670615.2, XP_013707052.2, XP_048622463.1, XP_013725548.2, XP_022570641.1, XP_013656162.2	Np005G265470
OG0006033	XP_048598992.1, XP_013660694.1	Np003G151610
OG0006034	XP_013712713.1, XP_013644548.2, XP_013709127.2, XP_013693313.2	Np004G215830
OG0006035	XP_048635163.1, XP_013749163.1, XP_013682888.1	Np004G219640
OG0006036	XP_048615056.1, XP_013742645.1, XP_048635494.1, XP_048614475.1	Np004G205340
OG0006037	XP_013717881.2, XP_013715101.2	Np004G205670
OG0006038	XP_048623135.1, XP_048601844.1, XP_013737201.2, XP_013737339.2, XP_013737338.2	Np005G296380
OG0006039	XP_048625490.1, XP_013688199.1, XP_048626192.1, XP_013743567.2, XP_048628848.1, XP_013703406.1, XP_013737366.1	Np005G299990
OG0006040	XP_022569142.1, XP_022556507.1	Np002G106280
OG0006041	XP_048595869.1, XP_013661721.1	Np002G113060
OG0006042	XP_048610431.1, XP_013747184.2, XP_022575371.2	Np003G171470, Np002G115730
OG0006043	XP_048600833.1, XP_013747150.1	Np002G115950, Np002G115960
OG0006044	XP_048613929.1, XP_013676284.1, XP_013716311.2, XP_013708620.2	Np004G247840
OG0006045	XP_048604230.1, XP_013697445.2, XP_048629498.1, XP_013644858.1	Np001G029800
OG0006046	NP_001302838.1, XP_048607079.1, NP_001303196.1	Np007G389590
OG0006047	XP_013728357.1, XP_013684412.1, XP_013672293.1, XP_048637296.1, NP_001302878.1	Np001G027740
OG0006049	XP_013714890.1, XP_048624472.1, XP_048599781.1, XP_048630768.1, XP_048628714.1, XP_013664979.2	Np001G026190
OG0006050	XP_013691756.1, XP_013640143.2, XP_013646562.1, XP_013649492.1, XP_013702718.1	Np002G083680
OG0006051	XP_013687351.1, XP_013713014.1, XP_013705336.1	Np001G025220
OG0006052	XP_013675124.1, XP_048630051.1, XP_013686683.1, XP_048631315.1, XP_013641254.1, XP_013706357.1	Np001G024710
OG0006053	XP_022570857.2, XP_048637192.1	Np001G024010
OG0006054	XP_013657330.1, XP_013677835.2	Np004G244500
OG0006055	XP_022560066.2, XP_022552777.1, XP_013677400.2, XP_013644828.1	Np001G023200
OG0006056	XP_048618018.1, XP_013644730.3	Np001G022390
OG0006058	XP_048600696.1, XP_048628327.1, XP_048628819.1, XP_022560415.2, XP_013670159.2, XP_013668586.1, XP_022563033.1, XP_013644667.2	Np001G021110
OG0006059	XP_013644650.2, XP_048591337.1, XP_013670876.2, XP_048628263.1, XP_013697941.2	Np001G020910
OG0006060	XP_013697912.2, XP_048600807.1, XP_013724859.2, XP_022543595.2, XP_013644647.3	Np001G020870
OG0006061	XP_048618088.1, XP_048591313.1, XP_048628340.1, XP_013720835.2, XP_048602939.1	Np001G020180
OG0006062	XP_013692211.2, XP_013693186.1, XP_048600950.1, XP_048628338.1, XP_048602940.1	Np001G020150
OG0006063	XP_013726713.1, XP_013711244.2, XP_048591309.1	Np001G019960
OG0006064	XP_013717908.1, XP_048627529.1, XP_013666627.1	Np001G019680
OG0006065	XP_013666618.2, XP_048627522.1, XP_013677575.2, XP_048591283.1, XP_013703913.1	Np001G019310
OG0006066	XP_013705384.1, XP_013647445.1, XP_013665662.1, XP_048627524.1, XP_013675193.1	Np001G019180
OG0006067	XP_048595283.1, XP_013696022.1, XP_048618130.1, XP_048591271.1, XP_048601191.1	Np001G018560
OG0006068	XP_013680983.1, XP_013700714.1	Np002G094160, Np002G094250
OG0006069	XP_013698552.1, XP_048590786.1, XP_013676687.2, XP_013738492.2, XP_013722445.2, XP_022544799.2	Np002G096860
OG0006071	XP_013658927.2, XP_013644781.1, XP_013661517.2, XP_048595682.1	Np002G124400
OG0006072	XP_013644782.1, XP_013659301.2	Np002G124380
OG0006073	XP_013747911.1, XP_013686147.1, XP_013661570.1, XP_013688440.1	Np002G122850
OG0006074	XP_013733383.3, XP_013748077.1	Np002G122480
OG0006075	XP_013726416.1, XP_013661602.1, NP_001302915.1, XP_048625906.1, XP_048609754.1	Np002G121300
OG0006076	XP_013752087.2, XP_013690999.1, XP_013647870.2, XP_048612700.1	Np006G330480
OG0006077	XP_013687788.1, XP_013727344.1, XP_013647860.2, XP_013752093.2, XP_013690625.2	Np006G330630
OG0006078	XP_013750357.1, XP_022575592.2, XP_013684582.2, XP_013736056.2	Np007G413500
OG0006079	XP_022562732.2, XP_048615250.1, XP_048606163.1, XP_048632318.1, XP_013640889.2, XP_048609909.1	Np007G411930
OG0006080	XP_013750249.2, XP_013750347.1	Np007G411090
OG0006081	XP_048598526.1, XP_013684191.1, XP_013719041.1, XP_048602969.1	Np003G131760
OG0006082	XP_048626701.1, XP_022569154.1	Np007G408950
OG0006084	XP_013683955.2, XP_048606859.1, XP_013691061.1, XP_013664039.1	Np003G172850
OG0006085	XP_048604072.1, XP_048610455.1, XP_013640535.1, XP_013683315.1	Np003G184350
OG0006086	XP_013720069.1, XP_013644082.2	Np003G167790, Np003G167800, Np003G167780
OG0006087	XP_013740029.1, XP_022550487.1, XP_013707697.3, XP_013738074.2	Np005G280450, Np005G280410
OG0006088	XP_013709519.1, XP_048598737.1, XP_013650228.1, XP_048609949.1	Np003G164730
OG0006089	XP_013738039.2, XP_022550541.2	Np005G277150
OG0006090	XP_048598751.1, XP_013714362.1, XP_013740383.2, XP_013686619.1, XP_013676265.1	Np003G163670
OG0006091	XP_013677326.2, XP_048626583.1, XP_013698242.2, XP_048629500.1, XP_048620149.1, XP_048626350.1, XP_013752007.2	Np001G029820
OG0006092	XP_048603185.1, XP_013686680.1, XP_048624711.1, XP_013665736.1	Np003G161360
OG0006093	XP_013686032.2, XP_048603143.1, XP_013730831.2, XP_022556856.1	Np003G162480
OG0006094	XP_013717222.2, XP_013714742.2, XP_013719418.1, XP_048630382.1, XP_048598783.1	Np003G163150
OG0006095	XP_013719416.1, XP_048598787.1, XP_013733649.1, XP_013640707.2	Np003G163340
OG0006096	XP_013642280.1, XP_013640701.1, XP_013686489.1	Np003G163410
OG0006097	XP_013704156.2, XP_013665152.1, XP_013645080.1, XP_048629414.1, XP_013717199.2, XP_013704741.2	Np003G160610
OG0006098	XP_013682704.2, XP_048608286.1, XP_048603100.1, XP_013685556.2	Np003G159270
OG0006099	XP_013667012.2, XP_013729135.1, XP_048603079.1, XP_048603080.1, XP_048603087.1, XP_048606948.1	Np003G157130
OG0006100	XP_022554540.1, XP_013740323.1	Np003G155880
OG0006101	XP_013696192.1, XP_013696177.2, XP_013713845.1, XP_013681714.1, XP_013733098.2	Np003G155720
OG0006102	XP_013699072.1, XP_048594127.1, XP_013641502.2, XP_013749838.2	Np004G240880
OG0006103	XP_048598909.1, XP_013722163.2, XP_013683109.2, XP_013684007.2	Np003G155070
OG0006104	XP_048597736.1, XP_048621272.1, XP_022563145.2, XP_022547195.2	Np004G243090
OG0006105	XP_022553842.2, XP_013740270.3, XP_048628596.1, XP_013665839.2, XP_013722225.2, XP_022556372.2, XP_013714012.3	Np003G155040
OG0006106	XP_013752203.1, XP_022567071.2, XP_013667996.1, XP_013668022.1	Np003G139300
OG0006107	XP_013752175.1, XP_013716529.2, XP_013720840.1, XP_048598336.1	Np003G139230
OG0006108	XP_013720813.1, XP_013668061.2, XP_013678590.2, XP_048625533.1, XP_013661877.1	Np003G138120
OG0006109	XP_048602763.1, XP_048626252.1, XP_013712388.2, XP_013714698.2, XP_013666130.1, XP_013701088.1	Np003G136600
OG0006110	XP_013651686.2, XP_048625349.1, XP_048598405.1, XP_013712361.1, XP_048603617.1, XP_048626272.1	Np003G136420
OG0006111	XP_013680732.2, XP_048603448.1, XP_048598412.1, XP_013741388.2, XP_013681711.1, XP_013740140.2	Np003G135760
OG0006112	XP_013692111.1, XP_048603353.1, XP_048625376.1, XP_013715561.2	Np003G135160
OG0006113	XP_022554279.1, XP_013680355.3, XP_013692389.2, XP_048602688.1	Np003G134620
OG0006114	XP_013692206.1, XP_013715668.2, XP_013680368.1, XP_013680418.2	Np003G134300
OG0006115	XP_013715619.2, XP_048623131.1, XP_048598468.1, XP_048623130.1	Np003G134270
OG0006116	XP_048598503.1, XP_022566456.1, XP_013725873.2	Np003G133700
OG0006117	XP_048629537.1, XP_013678276.2, XP_048629943.1, XP_048637827.1, XP_048629079.1, XP_048627440.1	Np001G008480
OG0006118	XP_048594650.1, XP_048622115.1, XP_013726585.2, XP_048594647.1	Np005G295550
OG0006119	XP_013738319.1, XP_022557537.2, XP_013728535.2, XP_013724827.2	Np005G294510
OG0006121	XP_013741322.2, XP_013706078.1, XP_022574622.2, XP_013723433.2	Np005G292900
OG0006122	XP_048618902.1, XP_048632807.1, XP_048638289.1, XP_013671102.2	Np005G291760
OG0006123	XP_022569635.1, XP_048601439.1, XP_022570048.2, XP_013654786.2, XP_013741643.2	Np005G291640
OG0006124	XP_013695553.2, XP_048629130.1, XP_013654783.2, XP_013705616.2, XP_013669830.1, XP_013668891.1	Np005G291460
OG0006125	XP_048594715.1, XP_048607330.1, XP_013718445.2, XP_048626725.1	Np005G289730, Np005G289710
OG0006126	XP_013735104.1, XP_013735009.2	Np006G361590
OG0006127	XP_048595931.1, XP_048601496.1, XP_048631603.1, XP_013717430.2, XP_013737520.2	Np005G288430
OG0006128	XP_013737540.2, XP_048618939.1, XP_013717303.2, XP_048601544.1, XP_048596207.1	Np005G287500
OG0006129	XP_022555811.2, XP_013701375.2, XP_013724568.2, XP_048627138.1, XP_013669714.1	Np005G287710
OG0006130	XP_022572549.1, XP_013717248.1, XP_013728441.1, XP_048607373.1	Np005G286800
OG0006131	XP_013741414.2, XP_013717235.2, XP_013647040.1, XP_013731859.2	Np005G286220
OG0006132	XP_013738129.1, XP_022550404.1	Np005G284810
OG0006133	XP_013738056.2, XP_013669871.1	Np005G302080
OG0006134	XP_048597110.1, XP_048600291.1, XP_013737666.2, XP_013694124.1	Np005G283500
OG0006135	XP_048597196.1, NP_001302929.1, XP_022562103.2, XP_048618957.1	Np005G283410
OG0006136	NP_001303233.2, NP_001302722.1, XP_048619024.1, XP_013740732.2	Np005G283190
OG0006137	XP_013710276.2, XP_013669925.2, XP_013737717.2, XP_022561234.1	Np005G282890
OG0006138	XP_013736885.1, XP_013687915.2, XP_013671764.2, XP_013684083.1	Np003G179430
OG0006139	XP_048636313.1, XP_013639876.1, XP_022550660.1, XP_048617707.1, XP_013717520.1	Np004G208360
OG0006140	XP_022561221.2, XP_013667442.2, XP_013675690.1, XP_013671038.2	Np004G202390
OG0006141	XP_013693144.1, XP_013703286.1, XP_048637120.1, XP_013732589.1, XP_013708280.2, XP_013707710.2	Np004G202990
OG0006142	XP_013671512.2, XP_013671509.2	Np005G282750
OG0006143	XP_013725398.2, XP_048611224.1, XP_013734750.2, XP_048631783.1	Np006G326220
OG0006144	XP_022575197.1, XP_013685319.2, XP_013727926.2, XP_013662501.1	Np004G210630
OG0006145	XP_013656964.1, XP_013685305.1, XP_013662492.1, XP_013685410.1, XP_048592605.1	Np004G210840
OG0006146	XP_048615506.1, XP_048629820.1, XP_048616899.1, XP_013749630.2, XP_013667424.2, XP_048621779.1	Np004G201570
OG0006147	XP_022548396.1, XP_022564136.1	Np004G211310
OG0006148	XP_013656939.1, XP_013677021.1	Np004G211350
OG0006149	NP_001303043.1, XP_013698341.1, XP_022555676.1, XP_013656902.2	Np004G212050
OG0006150	XP_022562354.2, XP_013651538.1, XP_048606217.1, XP_013655097.2, XP_013659673.1, XP_048614873.1	Np004G212340
OG0006151	XP_013693506.1, XP_013662620.1, XP_022570508.1, XP_013656896.2	Np004G212380
OG0006152	XP_013696300.2, XP_013697147.1, XP_013655096.2, XP_048606228.1	Np004G212450
OG0006153	XP_013669916.2, XP_013655074.1, XP_013718457.2, XP_022548373.1	Np004G213290
OG0006154	XP_048626673.1, XP_013657790.1, XP_013665986.1, XP_013651512.1	Np004G241480
OG0006155	XP_013662469.1, XP_013707219.1	Np004G213750
OG0006156	XP_013662463.1, XP_013706488.1, XP_013656806.2, XP_013670199.1, XP_013746893.3	Np004G213830
OG0006157	XP_013733037.1, XP_048607255.1, XP_013656466.2, XP_013641458.1, XP_013646552.2	Np005G267220
OG0006158	XP_048619372.1, XP_013656630.1, XP_048607306.1, XP_048601008.1, XP_013739326.2	Np005G268410
OG0006159	XP_013648895.3, XP_048623155.1, XP_048631372.1, XP_013705689.1	Np005G268760
OG0006160	XP_013655015.1, XP_013691158.1, XP_013723052.2, XP_013737025.2	Np005G269310
OG0006161	XP_013733570.1, XP_048600955.1	Np005G262270
OG0006162	XP_013691034.1, XP_013647551.1, XP_013707059.1	Np005G261390
OG0006163	XP_013652822.2, XP_048630625.1, XP_013685715.1, XP_013656743.1, XP_013706073.1, XP_013644895.1	Np005G260490
OG0006164	XP_013706105.2, XP_013741954.2	Np005G312100
OG0006165	XP_013732792.1, XP_013672587.1, XP_048592864.1, XP_013742992.2, XP_013703694.1, XP_013672044.1	Np005G313560
OG0006166	XP_013675263.1, XP_013743041.2, XP_013703805.1	Np005G314030
OG0006167	XP_048620006.1, XP_013732406.2, XP_048636114.1, XP_013750710.1	Np007G419020
OG0006168	XP_013696049.2, XP_013711290.2, XP_013644549.1, XP_013697569.1	Np004G215740
OG0006169	XP_048595019.1, XP_048612577.1, XP_013642099.1, XP_013694755.2	Np004G216630
OG0006170	XP_048632916.1, XP_048631483.1, XP_013679426.1, XP_013692491.1, XP_048631420.1, XP_022557485.2, XP_013752277.2, XP_048628888.1	Np006G339570
OG0006171	XP_013719759.1, XP_013735130.3	Np003G177350
OG0006172	XP_048606868.1, XP_048631930.1, XP_022576142.2	Np003G175640
OG0006173	XP_013719221.1, XP_048634398.1, XP_048636662.1, XP_013752310.1, XP_048609526.1, XP_048636661.1	Np006G343070
OG0006174	XP_013719171.1, XP_048634396.1, XP_013680760.1, XP_013734250.1	Np006G343340
OG0006175	XP_013750265.2, XP_013727851.2	Np001G042820
OG0006176	XP_013719732.1, XP_013732865.2, XP_048624498.1, XP_013656087.2	Np003G177710
OG0006177	XP_013735564.1, XP_013719766.2	Np003G178340
OG0006178	XP_022569867.1, XP_013669582.1	Np003G178820
OG0006179	XP_013735531.1, XP_048606926.1, XP_048631149.1, XP_013698160.2	Np003G180870
OG0006180	XP_048612754.1, XP_013730700.2, XP_048630818.1, XP_013714032.1, XP_048596782.1	Np003G181310
OG0006181	XP_013714248.1, XP_013662153.2	Np003G181490
OG0006182	XP_013712882.1, XP_048596761.1, XP_048632010.1, XP_013680954.2	Np003G181840
OG0006183	XP_013676960.1, XP_013661133.1, XP_013656123.1, XP_013678651.2	Np003G182910
OG0006184	XP_022555036.1, XP_013735484.2, XP_013672593.2, XP_013662059.1	Np003G183330
OG0006185	XP_013676798.2, XP_013735473.1, XP_013726303.2, XP_048596740.1, XP_013662022.2	Np003G183590
OG0006186	XP_013671917.1, XP_013661984.2	Np003G184630
