Orthogroup	Brassica_napus	Erysimum_linariifolium
OG0008979	XP_048609964.1, XP_048634825.1, XP_013683217.2, XP_013738941.2	El006G301390
OG0008980	XP_048634871.1, XP_013698633.1	El006G301700
OG0008981	XP_048636791.1, XP_048610254.1, XP_048633847.1, XP_048609936.1	El006G301940
OG0008982	XP_048630578.1, XP_013748817.2, XP_013721114.1	El006G302410, El002G090440
OG0008983	XP_013733961.1, XP_013683271.1, XP_048633821.1	El006G302450, El006G302480
OG0008984	XP_013734936.2, XP_013744622.1, XP_048610830.1, XP_048630416.1, XP_048636855.1	El006G303650
OG0008985	XP_022552791.2, XP_048610436.1, XP_013691065.1, XP_013747131.1	El006G304170
OG0008986	XP_048633786.1, XP_013718332.1, XP_013651827.2	El006G304190
OG0008987	XP_013747137.2, XP_013643844.1, XP_013647698.2	El006G304370
OG0008988	XP_048633783.1, XP_013690844.2, XP_013729539.2, XP_013647693.2	El006G304400
OG0008989	XP_013744154.2, XP_022557003.2, XP_048592838.1, XP_048610461.1	El006G304900
OG0008990	XP_013747126.2, XP_013744202.2, XP_013740679.1, XP_013733793.1	El006G304940
OG0008991	XP_013744147.2, XP_048610074.1, XP_013692153.1, XP_013647669.2	El006G305300
OG0008992	XP_013692859.2, XP_013720131.2, XP_013743946.2, XP_013647677.2, XP_013746548.2	El006G305450
OG0008993	XP_013651799.2, XP_013687512.1, XP_013743948.2, XP_013720082.1	El006G305720
OG0008994	XP_013720462.1, XP_013747074.1	El006G306280
OG0008995	XP_013686090.1, XP_013647632.1, XP_013720531.1	El006G306300
OG0008996	XP_013692306.2, XP_013720518.1, XP_013744002.2	El006G307450
OG0008997	XP_013651729.1	El006G307090, El006G307290
OG0008998	XP_013720494.1, XP_013747079.1, XP_048631863.1, XP_013696029.2	El006G307210
OG0008999	XP_048591488.1	El006G306680
OG0009000	XP_013696252.1, XP_013744030.2, XP_048612429.1	El006G307520
OG0009001	XP_013658831.2, XP_013710901.1, XP_013722035.2, XP_013745984.2	El006G311510
OG0009002	XP_013664005.2, XP_022571808.2, XP_013698264.2	El006G313790
OG0009003	XP_048608753.1, XP_048631878.1, XP_013696899.1, XP_013744068.2	El006G313820
OG0009004	XP_013739883.2, XP_013705744.1, XP_013709847.2, XP_013655588.1	El003G156710
OG0009005	XP_013742975.1, XP_013671603.1, XP_013712631.1, XP_013709851.2	El003G156760
OG0009006	XP_048619107.1, XP_048619893.1, XP_013709846.1, XP_013711742.1	El003G157270
OG0009007	XP_048614340.1, XP_013730612.1, XP_013729724.2	El005G235610
OG0009008	XP_022570292.2, XP_013730603.2, XP_048614342.1	El005G235590
OG0009009	XP_022570295.1, XP_013730604.1, XP_048614346.1	El005G235580
OG0009010	XP_048631584.1, XP_048636270.1, XP_013729791.2	El005G235330
OG0009011	XP_048632130.1, XP_013684260.1, XP_013729811.2, XP_048636280.1	El005G235340
OG0009012	XP_048629969.1, XP_013689815.2, XP_013735610.2, XP_013684270.2	El005G235170
OG0009013	XP_013703504.1, XP_013738102.1, XP_013742297.2, XP_022567255.2	El003G158100
OG0009014	XP_013725695.1, XP_048593702.1, XP_022573217.2, XP_048600235.1	El003G157380
OG0009015	XP_013725699.1, XP_013654982.1, XP_013742449.1, XP_013742066.1	El003G157510
OG0009016	XP_013684229.2, XP_022571946.2, XP_048614309.1, XP_013750975.2	El005G236060
OG0009017	XP_013735672.2, XP_013684206.2, XP_048636994.1, XP_048614289.1	El005G236340
OG0009018	XP_048606002.1, XP_013735700.2, XP_013682574.2, XP_048601991.1	El005G236720
OG0009019	XP_048636229.1, XP_048614263.1, XP_048606015.1, XP_013735706.2	El005G236840
OG0009020	XP_013750922.2, XP_048636165.1, XP_013735732.2, XP_022571970.2	El005G237100
OG0009021	XP_048601972.1, XP_013732191.1, XP_013750915.1, XP_048614237.1	El005G237200
OG0009022	XP_013732343.2, XP_013732189.2, XP_048601964.1	El005G237350
OG0009023	XP_013732168.2, XP_048600840.1, XP_048636201.1, XP_048614216.1	El005G237420
OG0009024	XP_048636212.1, XP_048614221.1	El005G237430
OG0009025	XP_013752011.2, XP_048602274.1, XP_048591339.1	El005G237750
OG0009026	XP_048636196.1, XP_013712939.2	El005G238050
OG0009027	XP_048601741.1, XP_022570618.2, XP_048636179.1	El005G238560
OG0009028	XP_022542964.2, XP_048591789.1, XP_048636174.1, XP_013740262.2	El005G238660
OG0009029	XP_013731658.2, NP_001303189.1, XP_048591746.1	El005G238670
OG0009030	XP_048614550.1, XP_013725984.1, XP_013735761.1, XP_013745050.1	El005G238900
OG0009031	XP_048636151.1, XP_048614530.1, XP_013745057.1, XP_013735767.2	El005G239040
OG0009032	XP_013750446.1, XP_013735777.2, XP_013750777.2, XP_013750781.2	El005G239240
OG0009033	XP_013750776.2, XP_013735775.2, XP_013750445.1	El005G239350
OG0009034	XP_022559152.1, XP_022571977.2, XP_013729725.2, XP_048620524.1	El005G239440
OG0009036	XP_013740892.2, XP_048606063.1, XP_048636125.1, XP_013750691.2	El005G240010
OG0009037	XP_013750695.1, XP_013750730.1	El005G240060
OG0009038	XP_022559330.2, XP_048615392.1, XP_013684492.2, XP_013735944.2	El005G240620
OG0009039	XP_013735934.1, XP_048606069.1	El005G240640
OG0009040	XP_013735919.2, XP_013684469.1, XP_022571818.2, XP_013697949.2	El005G241230
OG0009041	XP_048636058.1, XP_013697721.2, XP_048632255.1, XP_048606081.1	El005G241460
OG0009042	XP_013750665.2, XP_013696373.1, XP_048628663.1, XP_048626169.1, XP_048628826.1	El005G241760
OG0009043	XP_048615354.1, XP_013750656.1, XP_013687913.1, XP_013735889.1	El005G241920
OG0009044	XP_048636032.1, XP_013684676.1, XP_013681021.1	El005G242180
OG0009045	XP_048617626.1, XP_022559324.1, XP_013750636.2	El005G242360
OG0009046	XP_013647380.2, XP_013647398.2, XP_013659082.2, XP_013724333.1	El007G347060
OG0009047	XP_048629777.1, XP_022575013.1	El005G242570
OG0009048	XP_048606108.1, XP_013684650.2	El005G242610
OG0009049	XP_013750564.2, XP_022559575.1, XP_048629764.1, XP_013748616.1	El005G242640
OG0009050	XP_013671955.2, XP_048593092.1	El005G243390
OG0009051	XP_048597377.1, XP_048597346.1, XP_048620928.1	El006G312150
OG0009052	XP_048637654.1, XP_013670958.1	El005G265950, El005G266070
OG0009053	XP_013724058.2, XP_048616149.1, XP_013750493.2, XP_013697701.1	El005G243490
OG0009054	XP_013724064.1, XP_048600788.1, XP_013736007.1, XP_013684616.1	El005G243550
OG0009055	XP_013749632.2, XP_048616902.1, XP_022545504.2, XP_013698662.2	El002G129290
OG0009056	XP_048611165.1, XP_048634611.1, XP_013686108.1	El006G288990
OG0009057	XP_013683627.2, XP_013734513.1, XP_013744915.2, XP_013687741.2	El006G289060
OG0009058	XP_013687299.1, XP_013747871.1, XP_048611160.1, XP_013744921.2, XP_048611157.1, XP_048634606.1	El006G289110
OG0009059	XP_048634603.1, XP_013691668.2, XP_013752188.2, XP_013752173.2	El006G289210
OG0009060	XP_013690704.2, XP_013744937.1, XP_048609367.1, XP_013748065.2	El006G289250
OG0009061	XP_013740583.2, XP_048608573.1, XP_013695770.1, XP_013752169.1	El006G289380
OG0009062	XP_013744840.1, XP_013677140.2, XP_048636443.1, XP_013731939.2	El006G290120
OG0009063	XP_013748320.1, XP_013690556.1, XP_013675010.1, XP_013674888.2	El006G290130
OG0009064	XP_013752228.2, XP_013691735.1, XP_013747378.1, XP_013675004.1	El006G290380
OG0009065	XP_013748287.2, XP_022557961.2, XP_022554823.1, XP_013734609.1	El006G290800
OG0009066	XP_013752223.2, XP_013712451.1, XP_013690711.1	El006G290500
OG0009067	XP_013748279.2, XP_048609416.1, XP_013699135.2, XP_013745134.1	El006G290900
OG0009068	XP_013748255.1, XP_013698806.1, XP_013703704.1, XP_013745121.2	El006G291400
OG0009069	XP_013715985.2, XP_013715963.1, XP_048617084.1, XP_013652279.2	El004G218740
OG0009070	XP_013703373.1, XP_048631690.1, XP_048634563.1, XP_013702681.1	El006G291420
OG0009071	XP_048631423.1, XP_048628885.1, XP_048610579.1, XP_048630472.1, XP_022574932.1	El006G294720
OG0009072	XP_013681176.1, XP_048631494.1, XP_013752275.2, XP_013692355.1	El006G294650
OG0009073	XP_013683586.2, XP_013734372.2, XP_048628916.1, XP_048631417.1	El006G294620
OG0009074	XP_013646591.1, XP_013713837.1, XP_013659848.1, XP_013659806.1	El001G023180
OG0009075	XP_013647422.2, XP_013734360.2, XP_013748428.1, XP_048628436.1, XP_048610559.1	El006G294250
OG0009076	XP_022575978.2, XP_048628441.1, XP_048636552.1, XP_013691669.2, XP_048611034.1	El006G294090
OG0009077	XP_013734348.2, XP_013688829.2, XP_048611042.1, XP_048634497.1	El006G293610
OG0009078	XP_013688872.1, XP_048631646.1, XP_013684056.2, XP_048636522.1	El006G293480
OG0009079	XP_013752241.2, XP_013691302.2, XP_013682654.1, XP_048634521.1	El006G293110
OG0009080	XP_013723936.1, XP_013734718.1	El006G292420
OG0009081	XP_013700789.1, XP_048636500.1, XP_013752262.2	El006G292410
OG0009082	XP_013703784.1, XP_013734666.2, XP_013748249.1, XP_013707607.1	El006G291580
OG0009083	XP_013705588.2, XP_013734668.1, XP_013748251.2, XP_013705652.1	El006G291590
OG0009084	XP_048631667.1, XP_013723918.1, XP_013748367.2, XP_013650239.1	El006G292230
OG0009085	XP_013701890.2, XP_013745103.2, XP_013734677.2	El006G291710
OG0009086	XP_013734684.2, XP_013732526.2	El006G291870
OG0009087	XP_048631672.1, XP_048608519.1, XP_013699359.1, XP_013747460.2	El006G291880
OG0009088	XP_013662090.2, XP_013680211.1, XP_013683611.2, XP_013734314.2	El006G295170
OG0009089	XP_013662202.2, XP_048621204.1, XP_013641527.1, XP_022558727.2	El002G099310
OG0009090	XP_048597670.1, XP_013711127.2, XP_013641528.3, XP_013749606.2	El002G099330
OG0009091	XP_013712385.2, XP_013662205.2, XP_048638298.1	El002G099460
OG0009092	XP_013702999.1, XP_013682895.2, XP_013749851.2, XP_013641498.2	El002G099530
OG0009093	XP_013710717.1, XP_048597664.1, XP_013646586.2, XP_013673800.1	El002G099640
OG0009094	XP_048638306.1, XP_013750449.2, XP_013659561.2, XP_013710216.2	El002G099710
OG0009095	XP_022546063.2, XP_013702122.1, XP_013710872.2, XP_013662242.2	El002G100040
OG0009096	XP_048614126.1	El002G100170
OG0009097	XP_013696078.1, XP_048597642.1, XP_048621161.1	El002G100400
OG0009098	XP_013710173.1, XP_013710208.1, XP_013746933.2, XP_013646624.1	El002G100490
OG0009099	XP_013641646.1, XP_013659026.1, XP_013710686.1, XP_013710562.1	El002G100520
OG0009100	XP_013711217.1, XP_013682947.2, XP_013660453.1, XP_013641611.1	El002G100870
OG0009101	XP_013710793.2, XP_013682964.2, XP_013744567.2, XP_013641567.1	El002G101320
OG0009102	XP_013744594.1, XP_048638350.1, XP_048622383.1	El002G101460
OG0009103	XP_048622384.1, XP_013682972.2, XP_013733236.3, XP_013646656.2	El002G101490
OG0009104	XP_013744616.2, XP_048638367.1	El002G101780
OG0009105	XP_013641810.2, XP_013723307.2, XP_013657271.1, XP_048622400.1	El002G102330
OG0009106	XP_013657261.2, XP_013727092.1, XP_013723375.2, XP_013641830.2	El002G102760
OG0009107	XP_013683031.1, XP_013657257.2	El003G158280
OG0009108	XP_048594074.1, XP_013683034.1, XP_048638418.1, XP_013723332.2	El002G102810
OG0009109	XP_013683037.1, XP_013657254.1, XP_048614176.1	El002G102830
OG0009110	XP_013696870.1, XP_013657235.3, XP_022546035.2, XP_013728090.1	El002G103270
OG0009111	XP_013737939.2, XP_013729476.1, XP_013642010.1, XP_013641918.2	El002G104240
OG0009112	XP_013705629.2, XP_013651663.2, XP_048612671.1	El002G104250
OG0009113	XP_013741495.1, XP_013727409.1, XP_022570962.1, XP_048592761.1	El002G104530
OG0009114	XP_013742042.2, XP_048638502.1	El002G105350
OG0009115	XP_013651631.1, XP_013669936.1, XP_013704003.1, XP_013642324.2	El002G105490
OG0009116	XP_013648925.2, XP_013648924.1, XP_013711576.1, XP_013711887.1	El001G024930
OG0009117	XP_013728285.1, XP_013722101.2	El002G106370
OG0009118	XP_048594009.1, XP_013728280.1, XP_013695305.1, XP_013752334.1	El002G106490
OG0009119	XP_048618695.1, XP_013733650.3, XP_013748576.1, XP_013697414.2	El002G106500
OG0009120	XP_013697771.1, XP_013697280.1, XP_048618667.1, XP_048592712.1	El002G107810
OG0009121	NP_001303050.1, XP_013725969.1, XP_013696813.1, XP_013706432.2	El002G107840
OG0009122	XP_013725994.2, XP_048614919.1, XP_013727254.2, XP_013653372.1	El002G108360
OG0009123	NP_001302541.1, XP_022571082.1, XP_048593993.1	El002G108670
OG0009125	XP_013653308.2, XP_013665639.1	El002G109120, El002G109130, El003G188910
OG0009126	XP_013657213.1, XP_022569918.1, XP_022569314.1, XP_048596875.1	El002G109960, El002G136990
OG0009127	XP_013741989.1, XP_022566901.1, XP_048593971.1	El002G110190
OG0009128	XP_048592665.1, XP_013731938.1, XP_013662733.1, XP_022546720.1	El002G111420
OG0009129	XP_013721769.1, XP_022544487.1	El002G111320
OG0009130	XP_048592019.1, XP_013701625.1, XP_013649880.1, XP_048615926.1	El004G220410
OG0009131	XP_013642078.1, XP_013697306.1, XP_013651579.1, XP_013721750.1	El002G111150
OG0009132	XP_013696971.1, XP_013642086.2, XP_048606767.1, XP_048593941.1	El002G110890
OG0009133	XP_013655156.1, XP_013655188.2, XP_013657106.1, XP_013655187.1	El002G110820, El002G110690
OG0009134	XP_013712569.2, XP_013721789.1, XP_013657108.1, XP_013657176.1	El002G111680
OG0009135	XP_013662800.1, XP_013711556.2, XP_013662806.1, XP_013642118.1, XP_013696866.2	El002G112020
OG0009136	XP_013642119.1, XP_048614989.1, XP_013659747.2, XP_013710244.2	El002G112040
OG0009137	XP_013659726.2, XP_013696124.2, XP_013710770.2, XP_013659725.2	El002G112360
OG0009138	XP_022545951.1, XP_013657202.1	El003G179110, El002G112410
OG0009139	XP_048592639.1, XP_013721552.2, XP_013662548.1, XP_048615005.1	El002G112640
OG0009140	XP_048592635.1, XP_013721641.1, XP_013662533.1, XP_013697842.2	El002G112960
OG0009141	XP_013670195.2, XP_013669931.1, XP_013644229.2, XP_013741517.1	El003G160490
OG0009142	XP_013653194.2, XP_048595851.1, XP_048595849.1, XP_048626082.1, XP_048626087.1, XP_048626084.1	El007G345110
OG0009143	XP_048619311.1, XP_048619058.1, XP_048597611.1, XP_013692378.2	El003G160220
OG0009144	XP_013670238.2, XP_013671235.2, XP_013737964.2, XP_022570407.2	El003G159900
OG0009145	XP_013706281.2, XP_013657005.1, XP_013671252.2, XP_013739553.2	El003G159800
OG0009146	XP_048633700.1, XP_013687326.2, XP_013664027.2, XP_013712606.1	El006G315070
OG0009148	XP_013664036.1, XP_013685564.1, XP_048633689.1, XP_022565897.1	El006G315820
OG0009149	XP_048633693.1, XP_013743920.1, XP_013685567.1, XP_048597399.1	El006G315740
OG0009150	XP_048597420.1, XP_048633668.1, XP_048612351.1	El006G316850
OG0009151	XP_048597427.1, XP_022564107.1, XP_013743868.1, XP_013743753.1	El006G317150
OG0009152	XP_013710682.1, XP_013660060.1, XP_013747015.1, XP_013743767.1	El006G317770
OG0009153	XP_048612333.1, XP_013747002.3, XP_013710476.1, XP_013664097.2	El006G318090
OG0009154	XP_013687073.1, XP_048633614.1, XP_048597450.1, XP_013711547.1	El006G318580
OG0009155	XP_048612305.1, XP_013664116.2, XP_022564119.1	El006G318880
OG0009156	XP_013647411.2, XP_013740550.1, XP_048597016.1, XP_013659785.1	El001G021750
OG0009157	XP_048633582.1, XP_013725565.2, XP_048597471.1	El006G319640
OG0009158	XP_013743616.2, XP_013725584.1, XP_013708421.2, XP_013660081.2	El006G319790
OG0009159	XP_013717064.1, XP_013672519.1	El006G320470
OG0009160	XP_013707991.1, XP_048597503.1	El006G321220
OG0009161	XP_013708025.1, XP_022547076.1, XP_013716904.2, XP_048612217.1	El006G321580
OG0009162	XP_013670306.3, XP_013736997.2, XP_013677765.1, XP_048622361.1	El002G099080
OG0009163	XP_013730982.2, XP_013710732.2, XP_013646572.2, XP_013696152.1	El002G098820
OG0009164	XP_013730976.2, XP_013710084.1, XP_048614043.1, XP_013646569.1	El002G098650
OG0009165	XP_048597705.1, XP_013712153.1, XP_013693546.2, XP_022576434.2	El002G098090
OG0009166	XP_013693711.2, XP_048596542.1, XP_013710086.1	El002G098060
OG0009167	XP_013673144.2, XP_022576431.1, XP_013710201.2, XP_013664674.1	El002G097820
OG0009168	XP_013710979.2, XP_013731101.1, XP_013677820.1, XP_013657344.1	El002G096930
OG0009169	XP_013655235.1, XP_013675214.2, XP_013709803.1, XP_048638150.1, XP_013694396.3	El002G096960
OG0009170	XP_048597743.1, XP_013709808.1, XP_048638177.1, XP_013694404.1	El002G096550
OG0009171	XP_013671749.2, XP_013742626.2	El002G095830
OG0009172	XP_013710060.2, XP_048594202.1, XP_048638142.1, XP_048613957.1	El002G095160
OG0009173	XP_013641201.2, XP_022558839.1, XP_013657450.2, XP_013711042.1	El002G095040
OG0009174	XP_013645374.1, XP_013695121.1, XP_013659533.2, XP_013657433.1	El002G094670
OG0009175	XP_013657779.2, XP_013711061.2, XP_013716410.2, XP_048621338.1	El002G093830
OG0009176	XP_048594223.1, XP_013657775.2, XP_013716143.2, XP_013708395.2	El002G093810
OG0009177	XP_048630408.1, XP_013645618.2, XP_013653110.1, XP_013711086.1	El002G093710
OG0009178	XP_048638069.1, XP_013750800.1, XP_022546136.1	El002G093230
OG0009179	XP_013640960.1, XP_013697576.2, XP_013657721.1	El002G092670
OG0009180	XP_013640947.1, XP_013696715.1, XP_013657730.2	El002G092880
OG0009181	XP_048597828.1, XP_013716093.3, XP_013693604.1, XP_013640994.2	El002G092330
OG0009182	XP_022547293.2, XP_013672601.2, XP_013711763.2, XP_013641016.2	El002G092100
OG0009183	XP_013746306.1, XP_013715072.1	El002G092030
OG0009184	XP_022546156.1, XP_013750881.1, XP_048613866.1	El002G091840
OG0009185	XP_013716449.2, XP_013672607.1	El002G091720
OG0009186	XP_048599072.1, XP_013741052.1, XP_013722015.1, XP_013674666.2	El001G060260
OG0009187	XP_013641044.2, XP_013707813.1, XP_013672621.2, XP_013716465.1	El002G091580
OG0009188	XP_013657628.1, XP_013750901.1, XP_013711283.1, XP_022576316.2	El002G091530
OG0009189	XP_013672630.1, XP_013716476.2, XP_013641071.2, XP_048613847.1	El002G091300
OG0009190	XP_013716477.2, XP_013672631.1, XP_013708383.1, XP_013646462.2	El002G091310
OG0009191	XP_022576308.2, XP_048613849.1, XP_022564586.2	El002G091330
OG0009192	XP_013641065.2, XP_013711160.2, XP_013678706.1, XP_013657653.2	El002G091350
OG0009193	XP_013716131.1, XP_013670298.1, XP_013655315.1, XP_048622209.1	El002G091230
OG0009194	XP_013657644.2, XP_013678686.1, XP_013672643.1, XP_013716417.2	El002G091170
OG0009195	XP_048638006.1, XP_022559490.1, XP_013729520.1, XP_013657585.2	El002G090690
OG0009196	XP_048638014.1, XP_013641093.2, XP_013672647.2, XP_048597848.1	El002G091050
OG0009197	XP_013710629.2, XP_013641157.2	El002G090280
OG0009198	XP_048613818.1, XP_013688198.2, XP_048621403.1, XP_013716198.1	El002G089970
OG0009200	XP_013698275.1, XP_013723202.2, XP_048621572.1, XP_013657512.1	El002G088840
OG0009201	XP_022571084.1, XP_013657509.1, XP_022558552.2	El002G088780
OG0009202	XP_022546537.1, XP_013660343.1, XP_013716409.1, XP_048597898.1	El002G088670
OG0009203	XP_022548861.2, XP_022546205.1, XP_013660643.1	El002G088640
OG0009204	XP_048597906.1, XP_048594272.1, XP_013659045.2	El002G088340
OG0009205	XP_013660607.1, XP_022571185.2, XP_013665681.1	El002G088070
OG0009206	XP_048613749.1, XP_013665697.2, XP_013716304.1	El002G087590
OG0009207	XP_013666683.2, XP_013687190.2, XP_013716100.2	El002G087570
OG0009208	XP_013666551.2	El002G087440
OG0009209	XP_013719252.1, XP_013686459.1, XP_048612081.1	El004G234320
OG0009210	XP_022546213.2, XP_013666428.1, XP_013696754.1	El002G087050
OG0009211	XP_013666443.2, XP_013720425.1, XP_022546219.2	El002G086900
OG0009212	XP_013720527.1, XP_022546218.2, XP_013666446.2, XP_013697285.1	El002G086850
OG0009213	XP_013658991.2, XP_013654612.2, XP_013694214.1, XP_013665033.1	El002G086550
OG0009214	XP_013666384.2, XP_013666496.2, XP_022556976.1, XP_022547239.2	El002G086260
OG0009215	XP_048613675.1, XP_048599356.1, XP_013664839.2	El002G085880
OG0009216	XP_048598008.1, XP_048597944.1, XP_013719182.2, XP_013693831.2	El002G085310
OG0009217	XP_048623004.1, XP_013664868.1, XP_048599308.1, XP_048613640.1	El002G084880
OG0009218	XP_048622573.1, XP_013660306.1, XP_048613638.1, XP_013719270.1	El002G084810
OG0009219	XP_013693108.1, XP_013719148.1, XP_013708585.2, XP_048621836.1	El002G084510
OG0009220	XP_013665014.1, XP_013694091.2	El002G084240
OG0009221	XP_013673014.2, XP_013647753.2, XP_013665604.2, XP_013693993.2	El002G084160
OG0009222	XP_048621810.1, XP_013697834.2, XP_013666383.1	El002G083930
OG0009223	XP_013666354.2, XP_048613605.1	El002G083860
OG0009224	XP_013666348.2, XP_013696288.1	El002G083810
OG0009225	XP_048599273.1, XP_013698359.1, XP_013673032.2, XP_013677210.2	El002G083680
OG0009226	XP_013666331.2, XP_013695236.1, XP_013677200.1, XP_013670388.1	El002G083600
OG0009227	XP_013670390.1, XP_013664825.2, XP_013665002.1, XP_013695172.1	El002G083530
