Orthogroup	Arabis_alpina	Conringia_planisiliqua
OG0007308	Aa_G489290.h1.t1	CP7_g44684_DN3_SP8_c.t1
OG0007309	Aa_G109190.h1.t1	CP7_g44675_DN3_SP6_c.t1
OG0007310	Aa_G109320.h1.t1	CP7_g44651_DN3_SP6_c.t1
OG0007311	Aa_G109360.h1.t1	CP7_g44647_DN3_SP8_c.t1
OG0007312	Aa_G484270.h1.t1	CP13_g19562_DN3_SP8_c.t1
OG0007313	Aa_G279500.h1.t1	CP13_g19537_DN3_SP4_c.t1
OG0007314	Aa_G279520.h1.t1	CP13_g19535_DN3_SP0_c.t1
OG0007315	Aa_G171990.h1.t1	CP13_g19527_DN3_SP0_c.t1
OG0007316	Aa_G480330.h1.t1	CP13_g19512_DN3_SP8_c.t1
OG0007317	Aa_G147050.h1.t1	CP2_g47597_DN3_SP8_c.t1
OG0007318	Aa_G165830.h1.t1	CP2_g47651_DN3_SP8_c.t1
OG0007319	Aa_G383080.h1.t1	CP2_g47665_DN2_SP0_c.t1
OG0007320	Aa_G383060.h1.t1	CP2_g47668_DN3_SP8_c.t1
OG0007321	Aa_G716110.h1.t1	CP5_g1178_DN3_SP8_c.t1
OG0007323	Aa_G500320.h1.t1, Aa_G524520.h1.t1	CP2_g47715_DN3_SP3_c.t1
OG0007324	Aa_G81320.h1.t1	CP2_g47725_DN3_SP7_c.t1
OG0007325	Aa_G81330.h1.t1	CP2_g47726_DN3_SP8_c.t1
OG0007326	Aa_G527000.h1.t1	CP2_g47748_DN3_SP8_c.t1
OG0007327	Aa_G37400.h1.t1	CP2_g47762_DN3_SP0_c.t1
OG0007328	Aa_G37330.h1.t1	CP2_g47767_DN3_SP8_c.t1
OG0007329	Aa_G585340.h1.t1, Aa_G804580.h1.t1	CP2_g47789_DN3_SP8_c.t1
OG0007330	Aa_G20860.h1.t1	CP2_g47816_DN3_SP8_c.t1
OG0007331	Aa_G20880.h1.t1	CP2_g47818_DN3_SP8_c.t1
OG0007332	Aa_G21010.h1.t1	CP2_g47832_DN3_SP8_c.t1
OG0007333	Aa_G306120.h1.t1	CP2_g47845_DN3_SP0_c.t1
OG0007335	Aa_G51420.h1.t1	CP2_g47856_DN3_SP2_c.t1
OG0007336	Aa_G51430.h1.t1	CP2_g47857_DN3_SP0_c.t1
OG0007337	Aa_G51490.h1.t1	CP2_g47862_DN3_SP0_c.t1
OG0007338	Aa_G51550.h1.t1	CP2_g47867_DN3_SP8_c.t1
OG0007339	Aa_G268370.h1.t1	CP2_g47890_DN3_SP8_c.t1
OG0007340	Aa_G268240.h1.t1	CP2_g49281_DN3_SP0_c.t1, CP2_g47905_DN3_SP1_c.t1
OG0007341	Aa_G268220.h1.t1	CP2_g47907_DN3_SP8_c.t1
OG0007343	Aa_G76100.h1.t1	CP2_g47927_DN3_SP8_c.t1
OG0007344	Aa_G76060.h1.t1	CP2_g47931_DN3_SP8_c.t1
OG0007345	Aa_G472770.h1.t1	CP2_g47990_DN3_SP7_c.t1
OG0007346	Aa_G320850.h1.t1	CP2_g47993_DN3_SP8_c.t1
OG0007347	Aa_G320890.h1.t1	CP2_g47996_DN3_SP4_c.t1
OG0007348	Aa_G320900.h1.t1	CP2_g47997_DN3_SP0_c.t1
OG0007349	Aa_G320940.h1.t1	CP2_g48001_DN1_SP0_c.t1
OG0007350	Aa_G621080.h1.t1	CP2_g48028_DN2_SP0_c.t1
OG0007351	Aa_G13520.h1.t1	CP2_g48059_DN3_SP3_c.t1
OG0007352	Aa_G13510.h1.t1	CP2_g48060_DN1_SP0_c.t1
OG0007353	Aa_G315960.h1.t1	CP2_g48077_DN3_SP0_c.t1
OG0007354	Aa_G61450.h1.t1	CP2_g48108_DN3_SP5_c.t1
OG0007355	Aa_G206580.h1.t1	CP6_g7638_DN3_SP3_c.t1
OG0007356	Aa_G583360.h1.t1	CP2_g48136_DN2_SP0_c.t1
OG0007357	Aa_G401150.h1.t1	CP2_g48144_DN3_SP0_c.t1
OG0007358	Aa_G401180.h1.t1	CP2_g48148_DN3_SP4_c.t1
OG0007359	Aa_G401210.h1.t1	CP2_g48151_DN3_SP8_c.t1
OG0007360	Aa_G448800.h1.t1	CP2_g48170_DN1_SP0_c.t1
OG0007361	Aa_G94900.h1.t1	CP2_g48207_DN3_SP1_c.t1
OG0007362	Aa_G94750.h1.t1	CP2_g48217_DN3_SP7_c.t1
OG0007363	Aa_G94740.h1.t1	CP2_g48218_DN3_SP8_c.t1
OG0007364	Aa_G97940.h1.t1	CP2_g48242_DN3_SP0_c.t1
OG0007365	Aa_G143180.h1.t1	CP2_g48288_DN3_SP5_c.t1
OG0007366	Aa_G578240.h1.t1	CP2_g48298_DN2_SP0_c.t1
OG0007367	Aa_G630830.h1.t1	CP2_g48303_DN3_SP8_c.t1
OG0007368	Aa_G475040.h1.t1	CP2_g48313_DN3_SP1_c.t1
OG0007369	Aa_G46170.h1.t1	CP2_g48339_DN3_SP8_c.t1
OG0007370	Aa_G630450.h1.t1, Aa_G46080.h1.t1	CP2_g48345_DN3_SP8_c.t1
OG0007371	Aa_G45530.h1.t1	CP2_g48356_DN3_SP6_c.t1
OG0007372	Aa_G45380.h1.t1	CP2_g48373_DN3_SP1_c.t1
OG0007374	Aa_G45240.h1.t1, Aa_G45240.h2.t1	CP2_g48383_DN3_SP5_c.t1
OG0007375	Aa_G45230.h1.t1	CP2_g48384_DN3_SP0_c.t1
OG0007376	Aa_G392320.h1.t1	CP2_g48388_DN3_SP7_c.t1
OG0007378	Aa_G398130.h1.t1	CP2_g48416_DN3_SP1_c.t1
OG0007379	Aa_G398120.h1.t1	CP2_g48417_DN3_SP3_c.t1
OG0007380	Aa_G70650.h1.t1	CP2_g48444_DN3_SP8_c.t1
OG0007381	Aa_G550370.h1.t1	CP2_g48456_DN2_SP1_c.t1
OG0007382	Aa_G552760.h1.t1	CP2_g48462_DN3_SP0_c.t1
OG0007383	Aa_G539320.h1.t1	CP2_g48477_DN3_SP8_c.t1
OG0007384	Aa_G181380.h1.t1	CP8_g54394_DN3_SP1_c.t1
OG0007385	Aa_G181320.h1.t1	CP8_g54399_DN3_SP8_c.t1
OG0007386	Aa_G181160.h1.t1	CP8_g54364_DN3_SP8_c.t1
OG0007387	Aa_G181150.h1.t1	CP8_g54363_DN3_SP8_c.t1
OG0007388	Aa_G478050.h1.t1	CP8_g54348_DN3_SP0_c.t1
OG0007389	Aa_G230410.h1.t1	CP8_g54341_DN3_SP4_c.t1
OG0007390	Aa_G230400.h1.t1	CP8_g54340_DN3_SP1_c.t1
OG0007391	Aa_G68390.h1.t1	CP8_g54329_DN3_SP6_c.t1
OG0007392	Aa_G68240.h1.t1	CP8_g54314_DN3_SP0_c.t1
OG0007393	Aa_G68190.h1.t1	CP8_g54310_DN3_SP8_c.t1
OG0007394	Aa_G15520.h1.t1	CP8_g54272_DN3_SP7_c.t1
OG0007395	Aa_G314260.h1.t1	CP8_g54248_DN3_SP0_c.t1
OG0007396	Aa_G672100.h1.t1	CP8_g54236_DN3_SP0_c.t1
OG0007397	Aa_G633710.h1.t1, Aa_G633710.h2.t1	CP8_g54232_DN3_SP3_c.t1
OG0007398	Aa_G404830.h1.t1	CP8_g54229_DN3_SP2_c.t1
OG0007399	Aa_G444230.h1.t1	CP8_g54211_DN3_SP0_c.t1
OG0007400	Aa_G9020.h1.t1	CP8_g54199_DN3_SP1_c.t1
OG0007401	Aa_G8900.h1.t1, Aa_G8910.h1.t1	CP8_g54194_DN3_SP8_c.t1
OG0007402	Aa_G447570.h1.t1	CP8_g54153_DN3_SP7_c.t1
OG0007404	Aa_G173780.h1.t1	CP8_g54133_DN3_SP1_c.t1
OG0007405	Aa_G173760.h1.t1	CP8_g54130_DN3_SP7_c.t1
OG0007406	Aa_G629220.h1.t1	CP8_g54107_DN3_SP5_c.t1
OG0007407	Aa_G127310.h1.t1	CP8_g54101_DN3_SP8_c.t1
OG0007408	Aa_G127230.h1.t1, Aa_G127230.h2.t1	CP8_g54093_DN2_SP1_c.t1
OG0007409	Aa_G478600.h1.t1	CP8_g54074_DN3_SP1_c.t1
OG0007410	Aa_G110790.h1.t1	CP1_g38289_DN3_SP8_c.t1
OG0007411	Aa_G34010.h1.t1	CP8_g54029_DN3_SP0_c.t1
OG0007412	Aa_G101900.h1.t1	CP8_g53100_DN3_SP8_c.t1
OG0007413	Aa_G33940.h1.t1	CP8_g54022_DN3_SP2_c.t1
OG0007414	Aa_G33910.h1.t1	CP8_g54020_DN3_SP8_c.t1
OG0007415	Aa_G263940.h1.t1	CP4_g25235_DN3_SP1_c.t1
OG0007416	Aa_G550760.h1.t1	CP8_g53993_DN3_SP8_c.t1
OG0007418	Aa_G1093940.h1.t1	CP17_g5867_DN1_SP0_c.t1
OG0007419	Aa_G345470.h1.t1	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1
OG0007420	Aa_G345590.h1.t1	CP8_g53911_DN3_SP3_c.t1
OG0007421	Aa_G246290.h1.t1	CP8_g53891_DN3_SP8_c.t1
OG0007422	Aa_G148020.h1.t1	CP8_g53880_DN3_SP5_c.t1
OG0007423	Aa_G147940.h1.t1	CP8_g53874_DN3_SP8_c.t1
OG0007424	Aa_G93810.h1.t1	CP8_g53851_DN3_SP8_c.t1
OG0007425	Aa_G93800.h1.t1	CP8_g53850_DN3_SP0_c.t1
OG0007427	Aa_G31640.h1.t1	CP8_g53800_DN3_SP8_c.t1
OG0007428	Aa_G31760.h1.t1	CP8_g53783_DN3_SP7_c.t1
OG0007429	Aa_G31790.h1.t1, Aa_G31780.h1.t1	CP8_g53782_DN3_SP1_c.t1
OG0007430	Aa_G31830.h1.t1	CP8_g53776_DN3_SP1_c.t1
OG0007431	Aa_G227750.h1.t1	CP8_g53761_DN2_SP5_c.t1
OG0007432	Aa_G607630.h1.t1	CP8_g53739_DN2_SP0_c.t1
OG0007433	Aa_G313080.h1.t1	CP8_g52919_DN3_SP2_c.t1
OG0007434	Aa_G168140.h1.t1	CP8_g53693_DN3_SP4_c.t1
OG0007435	Aa_G168110.h1.t1	CP8_g53695_DN3_SP8_c.t1
OG0007436	Aa_G331630.h1.t1	CP8_g53705_DN3_SP8_c.t1
OG0007437	Aa_G331640.h1.t1	CP8_g53706_DN3_SP0_c.t1
OG0007438	Aa_G69010.h1.t1	CP8_g53710_DN3_SP8_c.t1
OG0007439	Aa_G355110.h1.t1	CP8_g53678_DN3_SP4_c.t1
OG0007440	Aa_G232860.h1.t1	CP8_g53647_DN3_SP8_c.t1
OG0007441	Aa_G216660.h1.t1	CP8_g53604_DN3_SP8_c.t1
OG0007442	Aa_G253210.h1.t1	CP8_g53595_DN3_SP8_c.t1
OG0007444	Aa_G689960.h1.t1	CP5_g1133_DN3_SP4_c.t1
OG0007445	Aa_G48490.h1.t1	CP8_g53544_DN3_SP1_c.t1
OG0007446	Aa_G483110.h1.t1	CP8_g53483_DN3_SP0_c.t1
OG0007447	Aa_G701990.h1.t1	CP8_g53473_DN3_SP4_c.t1
OG0007448	Aa_G542630.h1.t1	CP8_g53464_DN2_SP0_c.t1
OG0007449	Aa_G356280.h1.t1, Aa_G225260.h1.t1	CP3_g14416_DN3_SP2_c.t1
OG0007450	Aa_G102680.h1.t1	CP3_g14462_DN2_SP0_c.t1
OG0007451	Aa_G426090.h1.t1	CP3_g14499_DN3_SP5_c.t1
OG0007452	Aa_G88120.h1.t1	CP8_g53382_DN3_SP8_c.t1
OG0007453	Aa_G516250.h1.t1	CP8_g53401_DN3_SP8_c.t1
OG0007454	Aa_G335480.h1.t1	CP8_g53402_DN3_SP8_c.t1
OG0007455	Aa_G577370.h1.t1	CP11_g32080_DN3_SP8_c.t1
OG0007456	Aa_G99740.h1.t1	CP11_g32076_DN3_SP5_c.t1
OG0007457	Aa_G188770.h1.t1	CP11_g32030_DN3_SP0_c.t1
OG0007458	Aa_G188880.h1.t1	CP11_g32017_DN3_SP8_c.t1
OG0007459	Aa_G495790.h1.t1	CP11_g33149_DN3_SP3_c.t1
OG0007460	Aa_G504170.h1.t1, Aa_G84920.h1.t1	CP11_g33168_DN3_SP7_c.t1
OG0007461	Aa_G564950.h1.t1	CP11_g33173_DN2_SP2_c.t1
OG0007462	Aa_G244420.h1.t1	CP11_g33295_DN3_SP8_c.t1
OG0007465	Aa_G414660.h1.t1	CP11_g33239_DN2_SP0_c.t1
OG0007467	Aa_G261380.h1.t1	CP11_g33322_DN3_SP4_c.t1
OG0007468	Aa_G464220.h1.t1, Aa_G560600.h1.t1, Aa_G88840.h1.t1	CP11_g33339_DN3_SP0_c.t1
OG0007469	Aa_G353250.h1.t1	CP11_g33370_DN3_SP1_c.t1
OG0007470	Aa_G353290.h1.t1, Aa_G352520.h1.t1	CP11_g33373_DN1_SP0_c.t1
OG0007472	Aa_G73250.h1.t1	CP11_g33435_DN3_SP0_c.t1
OG0007473	Aa_G181600.h1.t1	CP11_g33462_DN3_SP7_c.t1
OG0007474	Aa_G140730.h1.t1	CP11_g33474_DN3_SP1_c.t1
OG0007475	Aa_G322240.h1.t1	CP10_g42980_DN3_SP0_c.t1
OG0007476	Aa_G337140.h1.t1	CP11_g33500_DN3_SP4_c.t1
OG0007477	Aa_G789610.h1.t1	CP11_g33508_DN3_SP8_c.t1
OG0007478	Aa_G509390.h1.t1	CP11_g33535_DN3_SP3_c.t1
OG0007479	Aa_G170180.h1.t1	CP11_g33552_DN3_SP8_c.t1
OG0007480	Aa_G170190.h1.t1	CP6_g7553_DN3_SP8_c.t1
OG0007482	Aa_G451920.h1.t1	CP11_g33574_DN3_SP0_c.t1
OG0007483	Aa_G451900.h1.t1	CP11_g33576_DN3_SP8_c.t1
OG0007485	Aa_G260670.h1.t1	CP11_g33607_DN3_SP0_c.t1
OG0007486	Aa_G260640.h1.t1	CP11_g33612_DN3_SP3_c.t1
OG0007487	Aa_G506880.h1.t1	CP11_g33625_DN3_SP5_c.t1
OG0007488	Aa_G85290.h1.t1	CP11_g33637_DN3_SP1_c.t1
OG0007489	Aa_G85300.h1.t1	CP11_g33636_DN3_SP0_c.t1
OG0007490	Aa_G5930.h1.t1, Aa_G85310.h1.t1	CP11_g33635_DN3_SP5_c.t1
OG0007491	Aa_G85350.h1.t1	CP11_g33629_DN2_SP0_c.t1
OG0007492	Aa_G274560.h1.t1	CP11_g33652_DN3_SP0_c.t1
OG0007493	Aa_G18620.h1.t1	CP11_g33680_DN2_SP0_c.t1
OG0007494	Aa_G18610.h1.t1	CP11_g33681_DN3_SP4_c.t1
OG0007495	Aa_G490130.h1.t1	CP11_g33691_DN3_SP8_c.t1
OG0007496	Aa_G612090.h1.t1	CP11_g33696_DN3_SP0_c.t1
OG0007497	Aa_G613110.h1.t1, Aa_G54130.h1.t1	CP11_g33706_DN3_SP8_c.t1
OG0007499	Aa_G298390.h1.t1	CP19_g17932_DN3_SP8_c.t1
OG0007500	Aa_G185090.h1.t1	CP19_g17844_DN3_SP7_c.t1
OG0007501	Aa_G185010.h1.t1	CP19_g17836_DN3_SP5_c.t1
OG0007502	Aa_G184890.h1.t1	CP19_g17821_DN3_SP7_c.t1
OG0007503	Aa_G239120.h1.t1	CP9_g29734_DN3_SP7_c.t1
OG0007504	Aa_G410430.h1.t1	CP9_g29661_DN3_SP0_c.t1
OG0007505	Aa_G21460.h1.t1	CP2_g50704_DN2_SP0_c.t1
OG0007507	Aa_G21610.h1.t1	CP9_g29641_DN3_SP3_c.t1
OG0007508	Aa_G21680.h1.t1	CP9_g29634_DN3_SP2_c.t1
OG0007509	Aa_G293630.h1.t1	CP9_g29612_DN3_SP7_c.t1
OG0007510	Aa_G265740.h1.t1	CP9_g29602_DN3_SP8_c.t1
OG0007511	Aa_G145430.h1.t1	CP5_g1629_DN3_SP4_c.t1
OG0007512	Aa_G336930.h1.t1	CP9_g29567_DN3_SP5_c.t1
OG0007513	Aa_G80350.h1.t1	CP9_g29551_DN3_SP0_c.t1
OG0007514	Aa_G444580.h1.t1	CP9_g29547_DN3_SP0_c.t1
OG0007515	Aa_G444570.h1.t1	CP9_g29546_DN3_SP8_c.t1
OG0007516	Aa_G444540.h1.t1	CP9_g29543_DN3_SP7_c.t1
OG0007517	Aa_G444520.h1.t1	CP9_g29541_DN3_SP8_c.t1
OG0007518	Aa_G457970.h1.t1	CP9_g29514_DN3_SP7_c.t1
OG0007519	Aa_G335490.h1.t1	CP9_g29507_DN3_SP5_c.t1
OG0007520	Aa_G335500.h1.t1	CP9_g29506_DN3_SP4_c.t1
OG0007521	Aa_G656400.h1.t1	CP9_g29499_DN3_SP8_c.t1
OG0007522	Aa_G508920.h1.t1	CP9_g29469_DN3_SP7_c.t1
OG0007523	Aa_G197910.h1.t1	CP9_g29453_DN3_SP2_c.t1
OG0007524	Aa_G204330.h1.t1	CP9_g29444_DN3_SP1_c.t1
OG0007525	Aa_G121610.h1.t1	CP1_g39157_DN2_SP0_c.t1, CP9_g29422_DN3_SP0_c.t1
OG0007526	Aa_G121590.h1.t1	CP9_g29419_DN3_SP0_c.t1
OG0007527	Aa_G129470.h1.t1	CP9_g29405_DN3_SP0_c.t1
OG0007528	Aa_G129320.h1.t1	CP9_g29390_DN3_SP8_c.t1
OG0007529	Aa_G104330.h1.t1	CP9_g29367_DN3_SP0_c.t1
OG0007530	Aa_G104380.h1.t1	CP9_g29362_DN1_SP0_c.t1
OG0007531	Aa_G215680.h1.t1	CP9_g29359_DN3_SP0_c.t1
OG0007532	Aa_G215620.h1.t1	CP9_g29352_DN3_SP0_c.t1
OG0007533	Aa_G164960.h1.t1	CP9_g29334_DN3_SP8_c.t1
OG0007535	Aa_G87730.h1.t1	CP9_g29268_DN3_SP0_c.t1
OG0007536	Aa_G87900.h1.t1	CP9_g29250_DN3_SP0_c.t1
OG0007537	Aa_G410740.h1.t1	CP9_g29249_DN3_SP0_c.t1
OG0007538	Aa_G410820.h1.t1	CP9_g29241_DN3_SP7_c.t1
OG0007539	Aa_G730120.h1.t1	CP9_g29226_DN1_SP0_c.t1
OG0007540	Aa_G730110.h1.t1	CP9_g29225_DN2_SP3_c.t1
OG0007541	Aa_G64880.h1.t1	CP9_g29208_DN3_SP6_c.t1
OG0007542	Aa_G234320.h1.t1	CP13_g19152_DN3_SP8_c.t1
OG0007543	Aa_G348880.h1.t1	CP9_g29157_DN3_SP7_c.t1
OG0007544	Aa_G259460.h1.t1	CP9_g29143_DN3_SP8_c.t1
OG0007545	Aa_G314490.h1.t1	CP10_g43805_DN3_SP1_c.t1
OG0007546	Aa_G855330.h1.t1	CP10_g43798_DN3_SP0_c.t1
OG0007547	Aa_G199500.h1.t1, Aa_G199510.h1.t1	CP10_g43796_DN3_SP6_c.t1
OG0007548	Aa_G261570.h1.t1	CP10_g43747_DN3_SP6_c.t1
OG0007549	Aa_G53030.h1.t1	CP3_g14382_DN3_SP8_c.t1
OG0007550	Aa_G52950.h1.t1	CP3_g14383_DN3_SP0_c.t1
OG0007551	Aa_G52900.h1.t1	CP3_g14388_DN3_SP7_c.t1
OG0007552	Aa_G123470.h1.t1	CP8_g53426_DN2_SP0_c.t1
OG0007553	Aa_G123500.h1.t1	CP8_g53423_DN3_SP0_c.t1
OG0007554	Aa_G296300.h1.t1	CP3_g14637_DN3_SP4_c.t1
OG0007555	Aa_G205570.h1.t1	CP7_g46467_DN3_SP5_c.t1
OG0007556	Aa_G378660.h1.t1	CP7_g46431_DN3_SP8_c.t1
OG0007557	Aa_G639540.h1.t1	CP13_g19697_DN3_SP8_c.t1
OG0007558	Aa_G109730.h1.t1, Aa_G231500.h1.t1	CP7_g46377_DN3_SP0_c.t1
OG0007560	Aa_G375400.h1.t1	CP7_g46361_DN3_SP0_c.t1
OG0007561	Aa_G118260.h1.t1	CP7_g46336_DN3_SP0_c.t1
OG0007562	Aa_G127840.h1.t1	CP7_g46308_DN3_SP3_c.t1
OG0007563	Aa_G74150.h1.t1	CP7_g46261_DN3_SP7_c.t1
OG0007564	Aa_G603620.h1.t1	CP7_g46251_DN3_SP8_c.t1
OG0007565	Aa_G396730.h1.t1	CP7_g46225_DN3_SP8_c.t1
OG0007566	Aa_G550040.h1.t1	CP4_g25135_DN3_SP7_c.t1
OG0007567	Aa_G282200.h1.t1	CP4_g25118_DN3_SP8_c.t1
OG0007568	Aa_G282280.h1.t1	CP4_g25112_DN3_SP8_c.t1
OG0007569	Aa_G208420.h1.t1	CP4_g25501_DN3_SP6_c.t1, CP3_g14933_DN3_SP3_c.t1
OG0007570	Aa_G240480.h1.t1	CP3_g15151_DN3_SP8_c.t1
OG0007571	Aa_G336430.h1.t1	CP8_g52624_DN3_SP6_c.t1
OG0007572	Aa_G442840.h1.t1	CP8_g52847_DN3_SP0_c.t1
OG0007573	Aa_G308760.h1.t1	CP8_g53242_DN3_SP0_c.t1
OG0007574	Aa_G656280.h1.t1	CP8_g53266_DN3_SP3_c.t1
OG0007575	Aa_G656270.h1.t1	CP8_g53269_DN3_SP4_c.t1
OG0007576	Aa_G381520.h1.t1	CP8_g53276_DN3_SP8_c.t1
OG0007577	Aa_G82880.h1.t1	CP8_g52168_DN3_SP8_c.t1
OG0007578	Aa_G125920.h1.t1	CP8_g52826_DN3_SP0_c.t1
OG0007579	Aa_G266910.h1.t1	CP14_g22989_DN3_SP1_c.t1
OG0007580	Aa_G589720.h1.t1	CP5_g2287_DN3_SP2_c.t1
OG0007581	Aa_G584010.h1.t1	CP5_g2149_DN3_SP5_c.t1
OG0007582	Aa_G255340.h1.t1	CP6_g9625_DN3_SP2_c.t1
OG0007583	Aa_G311110.h1.t1	CP6_g8629_DN1_SP0_c.t1
OG0007584	Aa_G183920.h1.t1	CP6_g8654_DN3_SP3_c.t1
OG0007585	Aa_G66710.h1.t1	CP6_g8033_DN3_SP1_c.t1
OG0007586	Aa_G67540.h1.t1	CP6_g7968_DN3_SP0_c.t1
OG0007587	Aa_G79790.h1.t1	CP345_g23894_DN3_SP0_c.t1, CP6_g7676_DN3_SP4_c.t1, CP6_g7673_DN3_SP1_c.t1
OG0007588	Aa_G574810.h1.t1	CP6_g7516_DN3_SP8_c.t1
OG0007589	Aa_G574800.h1.t1	CP6_g7515_DN3_SP8_c.t1
OG0007590	Aa_G498450.h1.t1	CP6_g7484_DN1_SP0_c.t1
OG0007591	Aa_G206380.h1.t1, Aa_G562240.h1.t1	CP6_g7451_DN3_SP0_c.t1
OG0007592	Aa_G31030.h1.t1	CP6_g7446_DN3_SP0_c.t1
OG0007593	Aa_G31120.h1.t1	CP6_g7439_DN3_SP0_c.t1
OG0007595	Aa_G482200.h1.t1	CP6_g7387_DN3_SP2_c.t1
OG0007599	Aa_G341830.h1.t1	CP9_g28943_DN3_SP4_c.t1
OG0007600	Aa_G303430.h1.t1	CP9_g28971_DN3_SP5_c.t1
OG0007601	Aa_G303420.h1.t1, Aa_G303440.h1.t1	CP9_g28972_DN3_SP7_c.t1
OG0007602	Aa_G567780.h1.t1	CP9_g29016_DN3_SP0_c.t1
OG0007603	Aa_G567760.h1.t1	CP9_g29018_DN2_SP8_c.t1
OG0007605	Aa_G547160.h1.t1	CP9_g29092_DN3_SP8_c.t1
OG0007606	Aa_G64550.h1.t1	CP9_g29110_DN3_SP3_c.t1
OG0007607	Aa_G110390.h1.t1, Aa_G998130.h1.t1	CP9_g28433_DN3_SP0_c.t1
OG0007608	Aa_G949150.h1.t1, Aa_G616590.h1.t1, Aa_G616560.h1.t1	CP8_g52968_DN3_SP8_c.t1
OG0007610	Aa_G305320.h1.t1	CP9_g28488_DN3_SP1_c.t1
OG0007611	Aa_G644720.h1.t1	CP5_g1149_DN3_SP1_c.t1
OG0007613	Aa_G339360.h1.t1	CP5_g1134_DN3_SP5_c.t1
OG0007615	Aa_G69560.h1.t1	CP5_g1077_DN3_SP1_c.t1
OG0007616	Aa_G94200.h1.t1	CP8_g53278_DN3_SP0_c.t1
OG0007617	Aa_G276860.h1.t1, Aa_G276850.h1.t1	CP13_g19365_DN3_SP5_c.t1
OG0007619	Aa_G234510.h1.t1	CP2_g48914_DN3_SP8_c.t1
OG0007620	Aa_G361540.h1.t1	CP2_g48885_DN3_SP4_c.t1
OG0007621	Aa_G157280.h1.t1, Aa_G313700.h1.t1, Aa_G592980.h1.t1	CP5_g1467_DN3_SP5_c.t1
OG0007622	Aa_G151590.h1.t1, Aa_G157260.h1.t1	CP5_g1466_DN2_SP0_c.t1
OG0007623	Aa_G247740.h1.t1	CP13_g19118_DN3_SP8_c.t1
OG0007624	Aa_G337670.h1.t1, Aa_G301090.h1.t1	CP3_g15595_DN3_SP0_c.t1
OG0007625	Aa_G619000.h1.t1	CP2_g48695_DN3_SP8_c.t1
OG0007626	Aa_G424630.h1.t1	CP13_g19284_DN3_SP6_c.t1
OG0007627	Aa_G508070.h1.t1	CP13_g19295_DN3_SP7_c.t1
OG0007628	Aa_G541890.h1.t1	CP13_g19331_DN3_SP2_c.t1, CP13_g19332_DN3_SP3_c.t1
OG0007629	Aa_G25550.h1.t1	CP13_g19339_DN3_SP0_c.t1
OG0007630	Aa_G25580.h1.t1	CP13_g19342_DN3_SP6_c.t1
OG0007631	Aa_G276790.h1.t1	CP13_g19371_DN3_SP8_c.t1
OG0007632	Aa_G83250.h1.t1	CP13_g19393_DN3_SP0_c.t1
OG0007633	Aa_G153050.h1.t1	CP8_g52987_DN3_SP2_c.t1
OG0007635	Aa_G144560.h1.t1	CP9_g28595_DN3_SP5_c.t1
OG0007636	Aa_G529220.h1.t1	CP9_g28592_DN3_SP8_c.t1
OG0007637	Aa_G623850.h1.t1	CP9_g28590_DN3_SP1_c.t1
OG0007638	Aa_G636730.h1.t1	CP9_g28589_DN3_SP7_c.t1
OG0007639	Aa_G116270.h1.t1	CP17_g5965_DN3_SP8_c.t1
OG0007641	Aa_G206370.h1.t1	CP13_g19887_DN3_SP8_c.t1
OG0007642	Aa_G58300.h1.t1	CP13_g19892_DN3_SP4_c.t1
OG0007643	Aa_G28490.h1.t1	CP2_g48775_DN2_SP6_c.t1
OG0007644	Aa_G822590.h1.t1, Aa_G58220.h1.t1	CP13_g19900_DN3_SP8_c.t1
OG0007645	Aa_G58170.h1.t1	CP13_g19906_DN3_SP8_c.t1
OG0007649	Aa_G290920.h1.t1	CP13_g19991_DN3_SP1_c.t1
OG0007650	Aa_G246590.h1.t1	CP5_g2121_DN3_SP8_c.t1
OG0007651	Aa_G357850.h1.t1	CP13_g20001_DN2_SP8_c.t1
OG0007652	Aa_G513290.h1.t1, Aa_G12400.h1.t1	CP1_g38156_DN3_SP6_c.t1
OG0007653	Aa_G513310.h1.t1	CP1_g38153_DN3_SP2_c.t1
OG0007654	Aa_G720.h1.t1	CP19_g18060_DN3_SP4_c.t1
OG0007655	Aa_G574960.h1.t1	CP1_g38095_DN3_SP3_c.t1
OG0007656	Aa_G440630.h1.t1	CP1_g38086_DN3_SP7_c.t1
OG0007657	Aa_G334800.h1.t1	CP1_g38080_DN3_SP1_c.t1
OG0007658	Aa_G36820.h1.t1	CP1_g38058_DN3_SP3_c.t1
OG0007659	Aa_G410610.h1.t1	CP1_g38030_DN3_SP1_c.t1
OG0007661	Aa_G582110.h1.t1	CP1_g37984_DN3_SP2_c.t1
OG0007663	Aa_G611050.h1.t1	CP1_g37960_DN3_SP0_c.t1
OG0007664	Aa_G166340.h1.t1	CP1_g37952_DN3_SP1_c.t1
OG0007665	Aa_G677550.h1.t1	CP1_g37928_DN3_SP2_c.t1
OG0007666	Aa_G286290.h1.t1	CP1_g36581_DN3_SP8_c.t1
OG0007667	Aa_G219780.h1.t1	CP1_g37912_DN3_SP0_c.t1
OG0007668	Aa_G219750.h1.t1	CP1_g37908_DN3_SP8_c.t1
OG0007669	Aa_G256010.h1.t1	CP1_g37886_DN1_SP0_c.t1
