Orthogroup	Arabis_alpina	Camelina_sativa
OG0007130	Aa_G54580.h1.t1	XP_010446867.1, XP_010482847.1, XP_010443016.1
OG0007131	Aa_G75350.h1.t1	XP_010444216.2, XP_010484056.1, XP_010460084.1
OG0007132	Aa_G197650.h1.t1	XP_010515164.1, XP_010503477.1, XP_010426341.1
OG0007133	Aa_G253600.h1.t1	XP_010503467.1, XP_010426330.1, XP_010515157.1
OG0007134	Aa_G556700.h1.t1, Aa_G492150.h1.t1	XP_010515135.1, XP_010515137.1, XP_010503447.1, XP_010426292.1
OG0007135	Aa_G492000.h1.t1	XP_010515107.1, XP_010503410.1, XP_010426265.1
OG0007136	Aa_G492040.h1.t1	XP_010515102.1, XP_010507287.1, XP_010426255.1
OG0007137	Aa_G623700.h1.t1	XP_010502058.1, XP_010424843.1, XP_010496936.1, XP_010513812.1
OG0007138	Aa_G251420.h1.t1	XP_010424862.1, XP_010502092.1, XP_010513840.1
OG0007139	Aa_G195740.h1.t1	XP_019089552.1, XP_019086696.1, XP_010447838.1, XP_010438286.1
OG0007140	Aa_G244060.h1.t1	XP_010513900.1, XP_010424945.1, XP_010502152.1
OG0007141	Aa_G323290.h1.t1	XP_019101787.1, XP_010513986.1, XP_010513988.1, XP_010513985.1, XP_010424995.1, XP_010502230.1
OG0007142	Aa_G115300.h1.t1	XP_010505385.1, XP_010517065.1, XP_010509268.1
OG0007143	Aa_G26380.h1.t1	XP_010494856.1, XP_010481419.1, XP_010441551.1
OG0007144	Aa_G485920.h1.t1	XP_010416782.1, XP_010428929.1, XP_010472019.1
OG0007145	Aa_G106630.h1.t1	XP_019085555.1, XP_010492733.1, XP_010453974.1, XP_010420501.1
OG0007146	Aa_G325650.h1.t1, Aa_G580240.h1.t1	XP_010420496.1, XP_010492726.1, XP_010453966.1
OG0007147	Aa_G192840.h1.t1	XP_010453941.1, XP_010492700.1, XP_010420469.1
OG0007148	Aa_G192860.h1.t1	XP_010420464.1, XP_010453937.1, XP_010492696.1
OG0007149	Aa_G334610.h1.t1	XP_010492671.1, XP_010453910.1, XP_010420434.1
OG0007150	Aa_G334670.h1.t1	XP_010453902.1, XP_010420426.1, XP_010492660.1
OG0007151	Aa_G162200.h1.t1	XP_010492628.1, XP_010420403.1
OG0007153	Aa_G158120.h1.t1	XP_010424128.1, XP_010453823.1, XP_010492571.1
OG0007154	Aa_G158110.h1.t1	XP_010420358.1, XP_010453822.1, XP_010495229.1
OG0007155	Aa_G158030.h1.t1	XP_010420348.1, XP_010492564.1, XP_010453817.1
OG0007156	Aa_G157930.h1.t1	XP_010453805.1, XP_010492553.2, XP_010424120.2
OG0007157	Aa_G96780.h1.t1	XP_010495221.1, XP_010453790.1, XP_010492513.2, XP_010420317.1
OG0007158	Aa_G59270.h1.t1	XP_010492491.1, XP_010453765.1, XP_010420291.1
OG0007159	Aa_G426210.h1.t1	XP_010513023.1, XP_010516865.1, XP_010505191.1
OG0007160	Aa_G383460.h1.t1	XP_010420258.1, XP_010492430.1, XP_010453729.1
OG0007161	Aa_G376790.h1.t1, Aa_G249280.h1.t1	XP_010492422.1, XP_010420249.1, XP_010453717.1
OG0007162	Aa_G133070.h1.t1, Aa_G431430.h1.t1	XP_019090431.1, XP_019084191.1, XP_010492398.1
OG0007163	Aa_G431440.h1.t1	XP_010420218.1, XP_010453692.1, XP_010492396.1
OG0007164	Aa_G321010.h1.t1	XP_010492350.1, XP_010453653.1, XP_010420181.1
OG0007165	Aa_G499760.h1.t1	XP_010492323.1, XP_019083815.1, XP_010453632.1
OG0007166	Aa_G450410.h1.t1	XP_010424099.1, XP_010453624.1, XP_010492316.1
OG0007167	Aa_G450400.h1.t1	XP_010453622.1, XP_010420140.1, XP_010492315.1
OG0007168	Aa_G644330.h1.t1	XP_010453619.1, XP_010492309.1, XP_010420138.1
OG0007169	Aa_G7980.h1.t1	XP_010492300.1, XP_010420131.1, XP_010453612.1
OG0007170	Aa_G7920.h1.t1	XP_010492291.1, XP_019084715.1, XP_010453604.1
OG0007171	Aa_G262290.h1.t1	XP_010419476.1, XP_010512633.1, XP_010468897.1, XP_010413279.1
OG0007171	Aa_G114250.h1.t1, Aa_G175650.h1.t1, Aa_G233670.h1.t1	XP_010513706.1
OG0007172	Aa_G129080.h1.t1	XP_010436890.1, XP_010421973.1, XP_019090309.1
OG0007173	Aa_G72760.h1.t1	XP_010453542.1, XP_010420054.1, XP_010492225.1
OG0007174	Aa_G72770.h1.t1	XP_010453541.1, XP_010492224.1, XP_010420052.1
OG0007175	Aa_G72790.h1.t1	XP_010453539.1, XP_010420049.1, XP_010492221.1
OG0007176	Aa_G72900.h1.t1	XP_019083805.1, XP_010453524.1, XP_019097617.1
OG0007178	Aa_G354720.h1.t1	XP_010453509.1, XP_010492191.1, XP_010420023.1
OG0007179	Aa_G354730.h1.t1	XP_010453506.1, XP_010420022.1, XP_010420021.1, XP_010492188.1
OG0007180	Aa_G354750.h1.t1	XP_010492186.1, XP_010453503.1, XP_010420018.1
OG0007182	Aa_G556000.h1.t1	XP_010456524.1, XP_010420014.1, XP_010492180.1
OG0007183	Aa_G209560.h1.t1, Aa_G209550.h1.t1	XP_010419981.1, XP_010453476.1, XP_010492153.1
OG0007185	Aa_G209490.h1.t1	XP_010492145.1, XP_010453465.1, XP_010419968.1
OG0007186	Aa_G209430.h1.t1	XP_010419958.1, XP_010492133.1, XP_010453453.1
OG0007187	Aa_G209420.h1.t1	XP_010419957.2, XP_010492131.1, XP_010453452.1
OG0007188	Aa_G382480.h1.t1	XP_019087607.1, XP_019087452.1, XP_010440246.1, XP_010445967.2, XP_010440254.1
OG0007189	Aa_G388310.h1.t1	XP_010453436.1, XP_010419942.1, XP_010492118.1
OG0007190	Aa_G717960.h1.t1	XP_010419939.1, XP_010453431.1, XP_010419938.1, XP_010492112.1
OG0007191	Aa_G717950.h1.t1	XP_010453429.1, XP_010419932.1, XP_010492110.1
OG0007192	Aa_G19680.h1.t1	XP_010419915.1, XP_010492090.1, XP_010453411.1
OG0007193	Aa_G19550.h1.t1	XP_010453391.1, XP_010492078.1, XP_010419904.1
OG0007194	Aa_G571570.h1.t1, Aa_G647650.h1.t1, Aa_G647660.h1.t1, Aa_G647640.h1.t1	XP_010483051.1, XP_010443221.1, XP_019092171.1
OG0007195	Aa_G385310.h1.t1	XP_010453363.1, XP_010419873.1, XP_010492050.1
OG0007196	Aa_G155220.h1.t1	XP_010492044.1, XP_010453360.1, XP_010419868.1
OG0007197	Aa_G138290.h1.t1	XP_010419827.1, XP_010491998.1, XP_010453307.1
OG0007198	Aa_G256480.h1.t1	XP_010491967.1, XP_019083783.1, XP_010453274.1
OG0007199	Aa_G233080.h1.t1	XP_010419788.1, XP_010453268.1
OG0007200	Aa_G663520.h1.t1	XP_010419775.1, XP_010491947.1, XP_010453257.1
OG0007202	Aa_G267630.h1.t1	XP_010453227.1, XP_010491922.1, XP_019084179.1
OG0007203	Aa_G116820.h1.t1	XP_010419720.1, XP_010453192.1, XP_010491882.1
OG0007204	Aa_G116780.h1.t1	XP_019097704.1, XP_010419714.1
OG0007205	Aa_G92280.h1.t1	XP_010433800.1, XP_010439069.1, XP_010448591.1
OG0007206	Aa_G158470.h1.t1	XP_010491858.1, XP_010419691.1, XP_010453178.1
OG0007207	Aa_G168510.h1.t1	XP_010491744.1, XP_010453101.1, XP_010422821.1
OG0007208	Aa_G711460.h1.t1, Aa_G98340.h1.t1	XP_010453093.1, XP_010422827.1, XP_010491734.1
OG0007209	Aa_G102280.h1.t1	XP_010442237.1, XP_010493628.1, XP_010482066.1
OG0007210	Aa_G98240.h1.t1	XP_010453075.1, XP_010491720.1, XP_010422836.1
OG0007211	Aa_G159100.h1.t1	XP_010453059.1, XP_010422856.1, XP_010491697.1
OG0007212	Aa_G356470.h1.t1	XP_010422883.1, XP_010453040.1, XP_010491670.1
OG0007213	Aa_G579950.h1.t1	XP_010491667.1, XP_010453035.1, XP_010422886.1
OG0007214	Aa_G458440.h1.t1	XP_010453023.1, XP_010422900.1, XP_010491657.1
OG0007215	Aa_G152800.h1.t1	XP_010422933.1, XP_010452986.1, XP_010491628.1
OG0007216	Aa_G231050.h1.t1	XP_010452948.1
OG0007217	Aa_G130460.h2.t1, Aa_G130460.h1.t1	XP_010423017.1, XP_010452904.1, XP_010491544.1
OG0007218	Aa_G635950.h1.t1	XP_019098081.1, XP_019090258.1, XP_010423041.1
OG0007219	Aa_G210830.h1.t1	XP_010423057.1, XP_010452864.1, XP_010491498.1
OG0007220	Aa_G691930.h1.t1	XP_010491463.1, XP_010423107.1
OG0007221	Aa_G665900.h1.t1	XP_010423126.1, XP_010491441.1, XP_010452794.1
OG0007222	Aa_G701540.h1.t1	XP_010491437.1, XP_010423130.1, XP_010452791.1
OG0007223	Aa_G611220.h1.t1	XP_010452759.1, XP_010423159.1, XP_010491410.1
OG0007224	Aa_G189010.h1.t1	XP_010430485.1, XP_010422521.1, XP_010455936.1
OG0007225	Aa_G189190.h1.t1	XP_010430668.1, XP_019084156.1, XP_019090608.1
OG0007226	Aa_G189220.h1.t1	XP_010422503.2, XP_019089073.1
OG0007227	Aa_G187700.h1.t1	XP_010430780.1, XP_010422489.1
OG0007228	Aa_G353680.h1.t1	XP_010433694.1, XP_010438929.1, XP_010448484.1
OG0007229	Aa_G622920.h1.t1, Aa_G622920.h2.t1, Aa_G427150.h1.t1	XP_010438958.1, XP_010448509.1, XP_010433715.1
OG0007230	Aa_G130200.h1.t1	XP_010497506.1, XP_019089053.1, XP_019088275.1, XP_010433739.1
OG0007231	Aa_G2950.h1.t1	XP_010417819.1, XP_019100847.1, XP_010473057.1
OG0007232	Aa_G432290.h1.t1	XP_019083584.1, XP_010473083.1, XP_019101058.1, XP_010474529.1
OG0007233	Aa_G662590.h1.t1	XP_010417863.1, XP_010473106.1, XP_010510808.1
OG0007234	Aa_G319260.h1.t1	XP_010473120.1, XP_010510787.1, XP_010417881.1
OG0007235	Aa_G362370.h1.t1	XP_010417894.1, XP_010473132.1, XP_010510778.1
OG0007236	Aa_G266940.h1.t1, Aa_G541870.h1.t1	XP_019094133.1, XP_010510766.1, XP_019093405.1
OG0007237	Aa_G371220.h1.t1	XP_010473165.1, XP_010417920.1, XP_010510737.1
OG0007238	Aa_G466710.h1.t1	XP_019093935.1, XP_010417940.1, XP_010510714.1
OG0007239	Aa_G18010.h1.t1	XP_010470102.1, XP_010414550.1, XP_010510642.1
OG0007240	Aa_G18170.h1.t1	XP_010510625.1, XP_010470083.1, XP_010414526.1
OG0007241	Aa_G405380.h1.t1	XP_010414520.1, XP_010470077.1, XP_010510620.1
OG0007242	Aa_G60100.h1.t1	XP_010470062.1, XP_010474004.1, XP_010414499.1, XP_010510610.1
OG0007243	Aa_G460130.h1.t1	XP_010414472.1, XP_010470041.1, XP_010510571.1
OG0007244	Aa_G243190.h1.t1	XP_010414464.1, XP_010470027.1, XP_010510563.1
OG0007246	Aa_G459860.h1.t1	XP_010414451.2, XP_010510547.1, XP_010470007.2
OG0007247	Aa_G154160.h1.t1	XP_010418783.2, XP_010414362.1, XP_010469925.1, XP_010510450.1
OG0007248	Aa_G302680.h1.t1	XP_010469927.1, XP_010414361.1, XP_010510452.1
OG0007249	Aa_G85510.h1.t1	XP_019093829.1, XP_019101418.1
OG0007250	Aa_G25080.h1.t1	XP_010414316.1, XP_010469898.1, XP_010510412.1
OG0007252	Aa_G249110.h1.t1	XP_010469862.1, XP_010414274.1, XP_010510370.1
OG0007253	Aa_G159320.h1.t1	XP_010469849.1, XP_010510349.1, XP_010414260.1
OG0007254	Aa_G263140.h1.t1	XP_010510260.1, XP_010469774.1, XP_010414190.1
OG0007255	Aa_G263120.h1.t1	XP_010469773.1, XP_010414187.1, XP_010510259.1
OG0007256	Aa_G589090.h1.t1	XP_010414178.1, XP_010510236.1, XP_010469757.1
OG0007257	Aa_G167490.h1.t1	XP_010469703.1, XP_010414132.1, XP_010510203.1
OG0007258	Aa_G889290.h1.t1, Aa_G889290.h2.t1, Aa_G292020.h1.t1, Aa_G167430.h1.t1, Aa_G509080.h1.t1	XP_010469712.1, XP_010414126.1, XP_010510194.1
OG0007260	Aa_G243580.h1.t1	XP_010413991.1, XP_010510013.1
OG0007261	Aa_G243680.h1.t1	XP_010513132.1, XP_010418695.1, XP_010469605.1
OG0007262	Aa_G243740.h1.t1	XP_010469620.1, XP_010414017.1, XP_010510058.1
OG0007263	Aa_G257810.h1.t1	XP_019082530.1, XP_010509979.1, XP_010469555.1
OG0007265	Aa_G148660.h1.t1	XP_010509959.1, XP_019094153.1, XP_010413935.1
OG0007266	Aa_G148690.h1.t1	XP_010469531.1, XP_010509947.1, XP_010413926.1
OG0007268	Aa_G183690.h1.t1	XP_010469517.1, XP_010413915.1, XP_010509927.1
OG0007269	Aa_G208700.h1.t1	XP_010469485.1, XP_010413882.1, XP_010509898.1
OG0007270	Aa_G208670.h1.t1	XP_010509896.1, XP_010469482.1, XP_010413873.1
OG0007271	Aa_G89730.h1.t1	XP_010494378.1, XP_010481803.1, XP_019087733.1
OG0007272	Aa_G215310.h1.t1	XP_010494422.1, XP_010441919.1, XP_010481769.1
OG0007274	Aa_G90910.h1.t1	XP_010438895.1, XP_010448447.1, XP_010433655.1
OG0007275	Aa_G29660.h1.t1	XP_010448397.1, XP_010433607.1
OG0007276	Aa_G586320.h1.t1, Aa_G29580.h1.t1	XP_010448385.1, XP_010438838.1, XP_010433596.1
OG0007277	Aa_G438570.h1.t1, Aa_G438500.h1.t1	XP_019098405.1, XP_010500254.1, XP_010461527.1, XP_010479130.1
OG0007278	Aa_G438540.h1.t1	XP_019091781.1, XP_010479124.1, XP_010500247.1
OG0007279	Aa_G309640.h1.t1	XP_010479103.1, XP_010461502.1, XP_010500209.1
OG0007280	Aa_G171110.h1.t1	XP_010461519.1, XP_010500242.1, XP_010479121.1
OG0007281	Aa_G171100.h1.t1	XP_010479120.1, XP_010500241.1, XP_010461518.1
OG0007282	Aa_G130880.h1.t1	XP_010499265.1, XP_010478123.1, XP_019094457.1, XP_010460532.1
OG0007283	Aa_G613740.h1.t1	XP_010478151.1, XP_010499293.1, XP_010460568.1
OG0007284	Aa_G48050.h1.t1, Aa_G48080.h1.t1	XP_010478169.1, XP_010499307.1, XP_010460581.1
OG0007285	Aa_G430700.h1.t1	XP_010478206.1, XP_010499361.1, XP_010460625.1
OG0007286	Aa_G650860.h1.t1	XP_010499394.1, XP_010460656.1, XP_010478234.1
OG0007287	Aa_G366280.h1.t1	XP_010499432.1, XP_010460685.1, XP_010478271.1
OG0007288	Aa_G366300.h1.t1, Aa_G374460.h1.t1	XP_019099262.1, XP_010478274.1, XP_010460687.1
OG0007289	Aa_G348060.h1.t1	XP_010460696.1, XP_010499440.1, XP_010478283.1
OG0007290	Aa_G223690.h1.t1	XP_010499446.1, XP_010462962.1, XP_010478291.1, XP_019098779.1
OG0007292	Aa_G655020.h1.t1	XP_010460780.1
OG0007293	Aa_G417020.h1.t1	XP_010499550.1, XP_010460817.1, XP_010478406.1
OG0007295	Aa_G389850.h1.t1	XP_010499567.1, XP_010460826.1, XP_010478422.1
OG0007296	Aa_G138680.h1.t1	XP_010478432.1, XP_010460835.1
OG0007297	Aa_G138740.h1.t1	XP_019094482.1, XP_010460847.1, XP_019099288.1
OG0007298	Aa_G279780.h1.t1	XP_010501669.1, XP_010463011.1
OG0007299	Aa_G216320.h1.t1	XP_010499624.1, XP_010478512.1, XP_010460885.1
OG0007300	Aa_G476220.h1.t1	XP_010460904.1, XP_019099315.1, XP_010478529.1
OG0007301	Aa_G476210.h1.t1	XP_010499642.1, XP_010460905.1, XP_010478530.1
OG0007302	Aa_G355800.h1.t1	XP_010499655.1, XP_010460922.1, XP_010478546.1
OG0007303	Aa_G414290.h1.t1	XP_010499677.1, XP_010499678.1, XP_010480800.1
OG0007304	Aa_G414390.h1.t1	XP_010478885.1, XP_010460964.1, XP_010499687.1, XP_019098703.1
OG0007305	Aa_G368860.h1.t1, Aa_G434770.h1.t1	XP_010460976.1, XP_010499701.1
OG0007306	Aa_G489220.h1.t1	XP_019099337.1, XP_019095053.1
OG0007307	Aa_G915050.h1.t1, Aa_G489240.h1.t1, Aa_G489250.h1.t1	XP_010499757.1, XP_010478632.1, XP_010461030.1
OG0007308	Aa_G489290.h1.t1	XP_010499761.1, XP_019090876.1, XP_010478638.1
OG0007309	Aa_G109190.h1.t1	XP_010499772.1, XP_010461043.1, XP_019094272.1
OG0007310	Aa_G109320.h1.t1	XP_010461064.1, XP_010499788.1, XP_010478663.1
OG0007311	Aa_G109360.h1.t1	XP_010478666.1, XP_010499794.1, XP_010461068.1
OG0007312	Aa_G484270.h1.t1	XP_010502268.1, XP_010425033.1
OG0007313	Aa_G279500.h1.t1	XP_010502310.1, XP_010425075.1, XP_010514069.1
OG0007314	Aa_G279520.h1.t1	XP_010514071.1, XP_010502311.1, XP_010425076.1
OG0007315	Aa_G171990.h1.t1	XP_010514086.1, XP_010425104.1, XP_010502327.1
OG0007316	Aa_G480330.h1.t1	XP_010514101.1, XP_010502347.1, XP_010425121.1
OG0007317	Aa_G147050.h1.t1	XP_010464997.1, XP_010444746.1, XP_010484596.1
OG0007318	Aa_G165830.h1.t1	XP_010484529.1, XP_010464346.1, XP_010444679.1
OG0007319	Aa_G383080.h1.t1	XP_010464182.1, XP_019088081.1, XP_010484514.1
OG0007320	Aa_G383060.h1.t1	XP_019088761.1, XP_010484512.1, XP_010464160.1
OG0007321	Aa_G716110.h1.t1	XP_010448010.1, XP_010433246.1, XP_010438491.1
OG0007322	Aa_G23680.h1.t1	XP_010484495.1, XP_010464031.1, XP_010444645.1
OG0007323	Aa_G500320.h1.t1, Aa_G524520.h1.t1	XP_019088573.1, XP_010463542.1, XP_010484419.1
OG0007324	Aa_G81320.h1.t1	XP_010444580.1, XP_010484406.1, XP_010463476.1
OG0007325	Aa_G81330.h1.t1	XP_010444578.1, XP_019096092.1, XP_010463469.1
OG0007326	Aa_G527000.h1.t1	XP_010444520.1, XP_010463027.1
OG0007327	Aa_G37400.h1.t1	XP_010463188.1, XP_010444537.1, XP_010484376.1
OG0007328	Aa_G37330.h1.t1	XP_010484382.1, XP_010463220.1, XP_010444542.1
OG0007329	Aa_G585340.h1.t1, Aa_G804580.h1.t1	XP_010444483.1, XP_010485317.1, XP_010462294.1
OG0007330	Aa_G20860.h1.t1	XP_010462696.1, XP_010484274.1
OG0007331	Aa_G20880.h1.t1	XP_010462737.1, XP_010444426.1, XP_010484272.1
OG0007332	Aa_G21010.h1.t1	XP_010484255.1, XP_010462881.1, XP_010444406.1
OG0007333	Aa_G306120.h1.t1	XP_019087692.1, XP_010461950.1
OG0007335	Aa_G51420.h1.t1	XP_010444378.1, XP_010461835.1, XP_010484225.1
OG0007336	Aa_G51430.h1.t1	XP_010444375.1, XP_010461794.1, XP_010484227.1
OG0007337	Aa_G51490.h1.t1	XP_010484220.1, XP_010461736.1, XP_019092146.1, XP_010444372.1
OG0007338	Aa_G51550.h1.t1	XP_010444367.1, XP_010461691.1, XP_010484215.1
OG0007339	Aa_G268370.h1.t1	XP_010484184.1, XP_010444342.1, XP_010461427.1
OG0007340	Aa_G268240.h1.t1	XP_010444323.1, XP_010461293.1
OG0007341	Aa_G268220.h1.t1	XP_010484166.1, XP_010461252.1
OG0007343	Aa_G76100.h1.t1	XP_019095947.1, XP_010444304.1, XP_010461069.1
OG0007344	Aa_G76060.h1.t1	XP_010444295.1, XP_010484132.1, XP_010460978.1
OG0007345	Aa_G472770.h1.t1	XP_010459939.1, XP_010484044.1, XP_010444198.1, XP_010444199.1
OG0007346	Aa_G320850.h1.t1	XP_019095408.1, XP_010444196.1, XP_010459922.1
OG0007347	Aa_G320890.h1.t1	XP_010459871.1, XP_010444193.1, XP_010484040.1
OG0007348	Aa_G320900.h1.t1	XP_010484035.1, XP_010497706.1, XP_010459891.1
OG0007349	Aa_G320940.h1.t1	XP_010484031.1, XP_010459810.1, XP_010444183.1, XP_010497695.2
OG0007350	Aa_G621080.h1.t1	XP_010444131.1, XP_010483990.1, XP_010459310.1
OG0007351	Aa_G13520.h1.t1	XP_010444092.1, XP_010458929.1, XP_010483956.1
OG0007352	Aa_G13510.h1.t1	XP_010458917.1, XP_010483955.1, XP_010444091.1
OG0007353	Aa_G315960.h1.t1	XP_010483908.1, XP_010458474.1, XP_010444052.1
OG0007354	Aa_G61450.h1.t1	XP_010483886.1, XP_019093454.1, XP_010444030.1
OG0007355	Aa_G206580.h1.t1	XP_010495839.1, XP_010450156.1, XP_010435221.1
OG0007356	Aa_G583360.h1.t1	XP_010483848.1, XP_010443989.1, XP_010485275.1, XP_010457606.1
OG0007357	Aa_G401150.h1.t1	XP_010483839.1, XP_010443982.1, XP_010457527.1
OG0007358	Aa_G401180.h1.t1	XP_010483834.1, XP_010457479.1, XP_010443975.1
OG0007359	Aa_G401210.h1.t1	XP_010483825.1, XP_010457429.1, XP_010443974.1
OG0007360	Aa_G448800.h1.t1	XP_010483800.1, XP_010443954.1, XP_010457239.1
OG0007361	Aa_G94900.h1.t1	XP_010456933.1, XP_010483766.1, XP_010443921.1
OG0007362	Aa_G94750.h1.t1	XP_010456840.1
OG0007363	Aa_G94740.h1.t1	XP_010456834.1, XP_010443903.1
OG0007364	Aa_G97940.h1.t1	XP_010454591.1, XP_010493423.1, XP_010424246.1
OG0007365	Aa_G143180.h1.t1	XP_010493482.1, XP_010454650.1, XP_010421167.1
OG0007366	Aa_G578240.h1.t1	XP_019090598.1, XP_010493492.1, XP_010421178.1
OG0007367	Aa_G630830.h1.t1	XP_010493498.2, XP_010454663.1, XP_010421184.1
OG0007368	Aa_G475040.h1.t1	XP_010493520.1, XP_010421198.1, XP_010454675.1
OG0007369	Aa_G46170.h1.t1	XP_019083920.1, XP_019089909.1, XP_019097902.1
OG0007370	Aa_G630450.h1.t1, Aa_G46080.h1.t1	XP_010493571.1, XP_010421243.1, XP_010493507.1, XP_010454728.1
OG0007371	Aa_G45530.h1.t1	XP_010493580.1, XP_010421261.1, XP_010454739.1
OG0007372	Aa_G45380.h1.t1	XP_019083930.1, XP_010454765.1, XP_010493609.1
OG0007374	Aa_G45240.h1.t1, Aa_G45240.h2.t1	XP_010421292.1, XP_010454791.1, XP_019097949.1
OG0007375	Aa_G45230.h1.t1	XP_010454785.1, XP_010421290.1, XP_010493711.1
OG0007376	Aa_G392320.h1.t1	XP_010454795.1, XP_010421305.1, XP_010493716.2
OG0007377	Aa_G398160.h1.t1	XP_010454828.1, XP_019083946.1
OG0007378	Aa_G398130.h1.t1	XP_010421356.1, XP_010454831.1, XP_010493754.1
OG0007379	Aa_G398120.h1.t1	XP_010421357.1, XP_010454832.1, XP_010493755.1
OG0007380	Aa_G70650.h1.t1	XP_010454864.1, XP_010493792.1, XP_010424312.1
OG0007381	Aa_G550370.h1.t1	XP_010454881.1, XP_010421402.1, XP_010493805.1, XP_010454882.1, XP_010421404.1
OG0007382	Aa_G552760.h1.t1	XP_010493815.1, XP_010421411.1, XP_010454894.1
OG0007383	Aa_G539320.h1.t1	XP_010456711.1
OG0007384	Aa_G181380.h1.t1	XP_019090579.1, XP_010492997.1, XP_019084212.1, XP_019098502.1
OG0007385	Aa_G181320.h1.t1	XP_010420736.1, XP_010495305.1, XP_010454207.1
OG0007386	Aa_G181160.h1.t1	XP_010493045.1, XP_010454252.1, XP_010420782.1
OG0007387	Aa_G181150.h1.t1	XP_010493048.1, XP_010454253.1, XP_010420783.1
OG0007388	Aa_G478050.h1.t1	XP_010454261.1, XP_010420794.1, XP_010493057.1
OG0007389	Aa_G230410.h1.t1	XP_010493066.1, XP_010420805.1, XP_010454274.1
OG0007390	Aa_G230400.h1.t1	XP_010454276.1, XP_010424188.1, XP_010493067.1, XP_010495308.2
OG0007391	Aa_G68390.h1.t1	XP_010493084.1, XP_010420816.1, XP_010454285.1
OG0007392	Aa_G68240.h1.t1	XP_019084680.1, XP_019097797.1, XP_010495149.1, XP_019089480.1, XP_010493112.1, XP_010454308.1
OG0007393	Aa_G68190.h1.t1	XP_010454318.1, XP_010420853.1, XP_010493122.1
OG0007394	Aa_G15520.h1.t1	XP_010420889.1, XP_010454357.1, XP_010493157.1
OG0007395	Aa_G314260.h1.t1	XP_019097615.1, XP_010454384.1, XP_010420924.1
OG0007396	Aa_G672100.h1.t1	XP_010493203.1, XP_010420936.1, XP_010454402.1
OG0007397	Aa_G633710.h1.t1, Aa_G633710.h2.t1	XP_010493210.1, XP_010420943.1, XP_010454409.1
OG0007398	Aa_G404830.h1.t1	XP_010420945.1, XP_010454411.1, XP_010493213.1
OG0007399	Aa_G444230.h1.t1	XP_010493238.1, XP_010420964.1, XP_010454438.1
OG0007400	Aa_G9020.h1.t1	XP_010420983.1, XP_010454456.1, XP_010493253.1
OG0007401	Aa_G8900.h1.t1, Aa_G8910.h1.t1	XP_010420987.1, XP_010493255.1, XP_019090711.1
OG0007402	Aa_G447570.h1.t1	XP_010421034.1, XP_010454507.1, XP_010493329.1
OG0007404	Aa_G173780.h1.t1	XP_010454541.1, XP_010424230.1, XP_010493373.1
OG0007405	Aa_G173760.h1.t1	XP_010454552.1
OG0007406	Aa_G629220.h1.t1	XP_019089933.1, XP_010421093.1, XP_010493404.1
OG0007407	Aa_G127310.h1.t1	XP_010443884.1, XP_010483733.1, XP_010456751.1
OG0007408	Aa_G127230.h1.t1, Aa_G127230.h2.t1	XP_010456685.1, XP_010443874.1, XP_010483723.1
OG0007409	Aa_G478600.h1.t1	XP_010443851.1, XP_010456527.1
OG0007410	Aa_G110790.h1.t1	XP_010461658.1, XP_010500363.1, XP_010479261.1
OG0007411	Aa_G34010.h1.t1	XP_010477535.1, XP_010455887.1, XP_010443798.1, XP_010483652.1
OG0007412	Aa_G101900.h1.t1	XP_010442669.1, XP_010443520.1, XP_010482502.1
OG0007413	Aa_G33940.h1.t1	XP_010443789.1, XP_010483646.1, XP_010455813.1
OG0007414	Aa_G33910.h1.t1	XP_010455772.1, XP_010483642.1, XP_010443784.1
OG0007415	Aa_G263940.h1.t1	XP_010509665.1, XP_010516676.1, XP_010505003.1
OG0007416	Aa_G550760.h1.t1	XP_010443743.1, XP_010455415.1, XP_010483614.1
OG0007417	Aa_G27930.h1.t1	XP_010483552.1, XP_010454891.1, XP_010443686.1
OG0007418	Aa_G1093940.h1.t1	XP_010485220.1
OG0007419	Aa_G345470.h1.t1	XP_010443659.1, XP_010454666.1, XP_010483528.1
OG0007420	Aa_G345590.h1.t1	XP_010443653.1, XP_010483517.1, XP_010454577.1
OG0007421	Aa_G246290.h1.t1	XP_010454344.1, XP_010443636.1, XP_010483494.1
OG0007422	Aa_G148020.h1.t1	XP_010454243.1, XP_010483483.1, XP_010443627.1
OG0007423	Aa_G147940.h1.t1	XP_010443618.1, XP_010454144.1, XP_010483473.1
OG0007424	Aa_G93810.h1.t1	XP_019088795.1, XP_010483449.1, XP_010453794.1
OG0007425	Aa_G93800.h1.t1	XP_019097382.1, XP_010483448.1, XP_010443587.1, XP_010453783.1
OG0007426	Aa_G93750.h1.t1	XP_010435546.1, XP_010440822.1, XP_010450471.1
OG0007427	Aa_G31640.h1.t1	XP_010483364.1, XP_010453077.1, XP_010506835.1, XP_010443514.1
OG0007428	Aa_G31760.h1.t1	XP_010483336.1, XP_010452866.1, XP_010443494.1
OG0007429	Aa_G31790.h1.t1, Aa_G31780.h1.t1	XP_010483334.1, XP_010443493.2, XP_010452842.1
OG0007430	Aa_G31830.h1.t1	XP_010452812.1, XP_010483319.1, XP_010443489.1
OG0007431	Aa_G227750.h1.t1	XP_010443467.1, XP_010483296.1, XP_010452640.1
OG0007432	Aa_G607630.h1.t1	XP_010452071.1, XP_010443427.1, XP_010446166.1, XP_010483254.1
