Orthogroup	Arabis_alpina	Cardamine_hirsuta
OG0011935	Aa_G365900.h1.t1	CARHR055170
OG0011936	Aa_G123160.h1.t1	CARHR172220, CARHR289840
OG0011937	Aa_G123150.h1.t1	CARHR289830, CARHR166650
OG0011938	Aa_G681170.h1.t1	CARHR046790
OG0011939	Aa_G135520.h1.t1	CARHR046760
OG0011940	Aa_G488470.h1.t1	CARHR046450
OG0011941	Aa_G488540.h1.t1	CARHR046390
OG0011942	Aa_G683720.h1.t1	CARHR046380
OG0011943	Aa_G277450.h1.t1	CARHR046290
OG0011944	Aa_G277470.h1.t1	CARHR046280
OG0011945	Aa_G208090.h1.t1	CARHR175340
OG0011946	Aa_G160480.h1.t1	CARHR175050
OG0011948	Aa_G160410.h1.t1	CARHR175000
OG0011949	Aa_G160350.h1.t1	CARHR174890
OG0011950	Aa_G92230.h1.t1	CARHR231740
OG0011951	Aa_G26280.h1.t1	CARHR174810
OG0011952	Aa_G63370.h1.t1	CARHR173680
OG0011953	Aa_G63400.h1.t1	CARHR173650
OG0011954	Aa_G63450.h1.t1	CARHR173600
OG0011955	Aa_G63490.h1.t1, Aa_G566750.h1.t1	CARHR173560
OG0011956	Aa_G814390.h1.t1	CARHR025420
OG0011957	Aa_G205330.h1.t1	CARHR286860
OG0011958	Aa_G577810.h1.t1	CARHR252040
OG0011959	Aa_G42000.h1.t1	CARHR252150
OG0011960	Aa_G173220.h1.t1	CARHR115470
OG0011961	Aa_G137390.h1.t1	CARHR252480
OG0011962	Aa_G507360.h1.t1	CARHR237220
OG0011963	Aa_G57100.h1.t1	CARHR237800
OG0011964	Aa_G461380.h1.t1	CARHR222530
OG0011965	Aa_G589730.h1.t1	CARHR261980
OG0011966	Aa_G451110.h1.t1	CARHR134570
OG0011967	Aa_G689470.h1.t1	CARHR222590
OG0011968	Aa_G110880.h1.t1	CARHR037910
OG0011970	Aa_G110770.h1.t1, Aa_G110780.h1.t1	CARHR038040
OG0011971	Aa_G562100.h1.t1	CARHR024290
OG0011972	Aa_G110680.h1.t1	CARHR038150
OG0011973	Aa_G110650.h1.t1	CARHR284500
OG0011974	Aa_G273810.h1.t1	CARHR038970
OG0011975	Aa_G309960.h1.t1	CARHR117530
OG0011976	Aa_G477060.h1.t1	CARHR068210
OG0011977	Aa_G841540.h1.t1	CARHR143600
OG0011978	Aa_G487050.h1.t1	CARHR293940
OG0011979	Aa_G541070.h1.t1	CARHR294050
OG0011980	Aa_G541120.h1.t1	CARHR294070
OG0011981	Aa_G219370.h1.t1	CARHR294100
OG0011982	Aa_G219290.h1.t1	CARHR294170
OG0011983	Aa_G137970.h1.t1	CARHR294450, CARHR053140, CARHR053160
OG0011984	Aa_G468070.h1.t1	CARHR247710
OG0011985	Aa_G468080.h1.t1	CARHR247700
OG0011986	Aa_G468090.h1.t1	CARHR247690
OG0011987	Aa_G352090.h1.t1	CARHR247390
OG0011988	Aa_G539070.h1.t1, Aa_G553680.h1.t1	CARHR247340
OG0011989	Aa_G472590.h1.t1	CARHR247320
OG0011990	Aa_G693480.h1.t1	CARHR247040
OG0011991	Aa_G294440.h1.t1	CARHR246430
OG0011992	Aa_G237310.h1.t1	CARHR246340
OG0011993	Aa_G95170.h1.t1	CARHR246160
OG0011994	Aa_G683390.h1.t1	CARHR245980
OG0011995	Aa_G153260.h1.t1	CARHR245930
OG0011996	Aa_G153290.h1.t1	CARHR245890
OG0011997	Aa_G552920.h1.t1, Aa_G153320.h1.t1	CARHR245860
OG0011998	Aa_G575880.h1.t1	CARHR245590
OG0011999	Aa_G139540.h1.t1	CARHR245480
OG0012000	Aa_G139560.h1.t1	CARHR245470
OG0012001	Aa_G214260.h1.t1	CARHR245440
OG0012002	Aa_G214250.h1.t1	CARHR245420
OG0012003	Aa_G363210.h1.t1	CARHR245300
OG0012004	Aa_G223190.h1.t1	CARHR245140
OG0012005	Aa_G223110.h1.t1	CARHR245060
OG0012006	Aa_G223100.h1.t1	CARHR245050
OG0012007	Aa_G670470.h1.t1	CARHR047390
OG0012008	Aa_G179460.h1.t1	CARHR244710
OG0012009	Aa_G453310.h1.t1	CARHR244580
OG0012010	Aa_G285800.h1.t1	CARHR244520
OG0012012	Aa_G166770.h1.t1	CARHR118310
OG0012013	Aa_G396510.h1.t1	CARHR243800
OG0012014	Aa_G724140.h1.t1	CARHR243240
OG0012015	Aa_G84850.h1.t1	CARHR243180
OG0012016	Aa_G385070.h1.t1	CARHR243090
OG0012017	Aa_G258880.h1.t1	CARHR242430
OG0012018	Aa_G258810.h1.t1	CARHR242510
OG0012019	Aa_G258790.h1.t1	CARHR242530
OG0012020	Aa_G499500.h1.t1	CARHR242540
OG0012021	Aa_G382500.h1.t1, Aa_G612980.h1.t1	CARHR182650
OG0012022	Aa_G97300.h1.t1	CARHR242710
OG0012024	Aa_G9750.h1.t1	CARHR240430
OG0012025	Aa_G596820.h1.t1, Aa_G424860.h1.t1	CARHR240530
OG0012026	Aa_G153880.h1.t1	CARHR240580
OG0012027	Aa_G425230.h1.t1	CARHR240690
OG0012028	Aa_G647010.h1.t1	CARHR240740
OG0012029	Aa_G26500.h1.t1	CARHR240850
OG0012030	Aa_G740180.h1.t1	CARHR240880
OG0012031	Aa_G432630.h1.t1	CARHR241160
OG0012032	Aa_G288250.h1.t1	CARHR241290
OG0012033	Aa_G376590.h1.t1	CARHR241390
OG0012034	Aa_G376530.h1.t1	CARHR241430
OG0012035	Aa_G214600.h1.t1	CARHR241850
OG0012036	Aa_G609450.h1.t1	CARHR241890
OG0012037	Aa_G614970.h1.t1	CARHR242000
OG0012038	Aa_G274310.h1.t1	CARHR242200
OG0012039	Aa_G264550.h1.t1	CARHR239910
OG0012040	Aa_G98620.h1.t1	CARHR239840
OG0012041	Aa_G74850.h1.t1	CARHR239740
OG0012042	Aa_G74720.h1.t1	CARHR239670
OG0012043	Aa_G74620.h1.t1	CARHR239610
OG0012044	Aa_G32990.h1.t1	CARHR239140
OG0012045	Aa_G184810.h1.t1	CARHR213490
OG0012046	Aa_G521300.h1.t1	CARHR238970
OG0012047	Aa_G521320.h1.t1	CARHR238950
OG0012048	Aa_G273430.h1.t1	CARHR238660
OG0012049	Aa_G296330.h1.t1	CARHR156340
OG0012051	Aa_G694800.h1.t1	CARHR100340
OG0012052	Aa_G187320.h1.t1	CARHR065630
OG0012055	Aa_G62590.h1.t1	CARHR023690
OG0012057	Aa_G62410.h1.t1	CARHR023840
OG0012058	Aa_G487230.h1.t1	CARHR024130
OG0012059	Aa_G562110.h1.t1	CARHR024300
OG0012060	Aa_G273980.h1.t1, Aa_G273980.h2.t1	CARHR024320
OG0012061	Aa_G281120.h1.t1	CARHR024540
OG0012062	Aa_G314020.h1.t1	CARHR025010
OG0012063	Aa_G539010.h1.t1	CARHR025510
OG0012064	Aa_G92090.h1.t1	CARHR025590
OG0012065	Aa_G36220.h1.t1	CARHR203450
OG0012066	Aa_G191630.h1.t1	CARHR250440
OG0012067	Aa_G191410.h1.t1	CARHR249660
OG0012068	Aa_G46730.h1.t1	CARHR249910
OG0012069	Aa_G46720.h1.t1	CARHR249870
OG0012070	Aa_G46690.h1.t1	CARHR249840
OG0012071	Aa_G46680.h1.t1	CARHR249830
OG0012072	Aa_G46650.h1.t1, Aa_G95480.h1.t1	CARHR249800
OG0012073	Aa_G46600.h1.t1	CARHR249760
OG0012074	Aa_G46820.h1.t1	CARHR250010
OG0012075	Aa_G78420.h1.t1	CARHR249530
OG0012076	Aa_G67810.h1.t1	CARHR249390
OG0012078	Aa_G243980.h1.t1	CARHR144350
OG0012079	Aa_G511690.h1.t1	CARHR248680
OG0012080	Aa_G417480.h1.t1, Aa_G511710.h1.t1	CARHR248620
OG0012081	Aa_G299930.h1.t1	CARHR248450
OG0012082	Aa_G242250.h1.t1	CARHR248360
OG0012083	Aa_G242300.h1.t1	CARHR248350
OG0012084	Aa_G136200.h1.t1	CARHR248180
OG0012085	Aa_G136140.h1.t1	CARHR248120
OG0012086	Aa_G106190.h1.t1	CARHR248020
OG0012087	Aa_G36450.h1.t1	CARHR111820
OG0012088	Aa_G650430.h1.t1, Aa_G36470.h1.t1	CARHR174220
OG0012089	Aa_G638800.h1.t1	CARHR111940
OG0012090	Aa_G638810.h1.t1	CARHR111950
OG0012091	Aa_G63920.h1.t1	CARHR234010
OG0012092	Aa_G146850.h1.t1	CARHR233510
OG0012093	Aa_G363780.h1.t1	CARHR234590
OG0012094	Aa_G512260.h1.t1	CARHR234760
OG0012095	Aa_G291800.h1.t1	CARHR235340
OG0012097	Aa_G512390.h1.t1	CARHR235920
OG0012098	Aa_G560120.h1.t1	CARHR146190
OG0012099	Aa_G329060.h1.t1	CARHR146570
OG0012100	Aa_G322230.h1.t1	CARHR016360
OG0012101	Aa_G487270.h1.t1	CARHR024210
OG0012102	Aa_G617590.h1.t1	CARHR025390
OG0012104	Aa_G283540.h1.t1	CARHR025710
OG0012105	Aa_G415720.h1.t1	CARHR027080
OG0012106	Aa_G517740.h1.t1	CARHR032250
OG0012110	Aa_G465490.h1.t1	CARHR042820
OG0012113	Aa_G218570.h1.t1	CARHR060840
OG0012114	Aa_G395910.h1.t1	CARHR061620
OG0012116	Aa_G53640.h1.t1	CARHR092680
OG0012117	Aa_G603120.h1.t1	CARHR098070
OG0012118	Aa_G105440.h1.t1	CARHR105100
OG0012119	Aa_G70110.h1.t1	CARHR107040
OG0012122	Aa_G11920.h1.t1	CARHR114590
OG0012123	Aa_G166820.h1.t1	CARHR184670
OG0012124	Aa_G41560.h1.t1	CARHR117500
OG0012125	Aa_G41470.h1.t1	CARHR117290
OG0012126	Aa_G393030.h1.t1	CARHR116640
OG0012132	Aa_G236350.h1.t1	CARHR136580
OG0012134	Aa_G175330.h1.t1	CARHR140150
OG0012136	Aa_G560090.h1.t1	CARHR146140
OG0012137	Aa_G83440.h1.t1	CARHR146950
OG0012138	Aa_G424640.h1.t1	CARHR148510
OG0012139	Aa_G303200.h1.t1	CARHR292630
OG0012140	Aa_G142460.h1.t1	CARHR151750
OG0012141	Aa_G234290.h1.t1	CARHR151950
OG0012144	Aa_G311740.h1.t1	CARHR151540
OG0012146	Aa_G561390.h1.t1	CARHR156830
OG0012147	Aa_G404290.h1.t1	CARHR159130
OG0012148	Aa_G178580.h1.t1	CARHR161280
OG0012149	Aa_G212780.h1.t1	CARHR162900
OG0012150	Aa_G317250.h1.t1	CARHR168070
OG0012151	Aa_G340580.h1.t1	CARHR169810, CARHR169800
OG0012152	Aa_G98270.h1.t1	CARHR202770
OG0012153	Aa_G98330.h1.t1	CARHR202720
OG0012153	Aa_G1019580.h1.t1	CARHR202730
OG0012154	Aa_G215890.h1.t1	CARHR201140
OG0012155	Aa_G431480.h1.t1	CARHR197810
OG0012157	Aa_G474100.h1.t1	CARHR195290
OG0012158	Aa_G126270.h1.t1	CARHR194290
OG0012159	Aa_G15580.h1.t1	CARHR192320
OG0012160	Aa_G151070.h1.t1	CARHR259310
OG0012161	Aa_G35030.h1.t1	CARHR254000
OG0012162	Aa_G92160.h1.t1	CARHR231860
OG0012163	Aa_G99670.h1.t1	CARHR250580
OG0012164	Aa_G58480.h1.t1	CARHR241040
OG0012166	Aa_G227670.h1.t1	CARHR238250
OG0012167	Aa_G38500.h1.t1	CARHR233740
OG0012168	Aa_G5850.h1.t1	CARHR233580
OG0012170	Aa_G460290.h1.t1	CARHR226350
OG0012171	Aa_G575610.h1.t1	CARHR224750
OG0012172	Aa_G461400.h1.t1	CARHR222540
OG0012173	Aa_G443350.h1.t1, Aa_G749620.h1.t1	CARHR221570
OG0012176	Aa_G649890.h1.t1	CARHR183320
OG0012178	Aa_G9430.h1.t1	CARHR182580
OG0012180	Aa_G9500.h1.t1	CARHR182450
OG0012181	Aa_G313090.h1.t1	CARHR257670
OG0012182	Aa_G683380.h1.t1	CARHR264950
OG0012183	Aa_G88170.h1.t1	CARHR267220
OG0012185	Aa_G268440.h1.t1	CARHR278130, CARHR278120
OG0012186	Aa_G838780.h1.t1	CARHR281830
OG0012191	Aa_G67590.h1.t1	CARHR153110
OG0012208	Aa_G129620.h1.t1	CARHR234890
OG0012209	Aa_G489430.h1.t1	CARHR238400
OG0012210	Aa_G262460.h1.t1	CARHR238480
OG0012211	Aa_G99380.h1.t1	CARHR155290
OG0012212	Aa_G500700.h1.t1	CARHR153640
OG0012213	Aa_G523000.h1.t1	CARHR157360
OG0012214	Aa_G533380.h1.t1	CARHR157340
OG0012215	Aa_G390180.h1.t1	CARHR157070
OG0012216	Aa_G363970.h1.t1	CARHR157010
OG0012217	Aa_G556680.h1.t1	CARHR156950
OG0012218	Aa_G377260.h1.t1	CARHR156520
OG0012219	Aa_G692200.h1.t1	CARHR144200
OG0012220	Aa_G244110.h1.t1	CARHR144250
OG0012221	Aa_G244020.h1.t1	CARHR144320
OG0012222	Aa_G280950.h1.t1	CARHR144500
OG0012224	Aa_G612810.h1.t1	CARHR261450
OG0012225	Aa_G459560.h1.t1	CARHR261470
OG0012226	Aa_G459590.h1.t1	CARHR261480
OG0012227	Aa_G495330.h1.t1	CARHR261590
OG0012228	Aa_G145000.h1.t1, Aa_G144990.h1.t1	CARHR194930
OG0012229	Aa_G387570.h1.t1	CARHR195570
OG0012230	Aa_G264900.h1.t1	CARHR195790
OG0012231	Aa_G264840.h1.t1	CARHR195840
OG0012232	Aa_G334630.h1.t1	CARHR195960
OG0012233	Aa_G309570.h1.t1	CARHR196010
OG0012234	Aa_G309620.h1.t1	CARHR196050
OG0012235	Aa_G499370.h1.t1	CARHR196170
OG0012236	Aa_G162160.h1.t1	CARHR196190
OG0012237	Aa_G162210.h1.t1	CARHR196240
OG0012238	Aa_G162370.h1.t1	CARHR196380, CARHR196420
OG0012239	Aa_G79120.h1.t1, Aa_G95450.h1.t1, Aa_G644310.h1.t1	CARHR196470
OG0012240	Aa_G61710.h1.t1	CARHR026660
OG0012242	Aa_G96800.h1.t1	CARHR197020
OG0012243	Aa_G412300.h1.t1, Aa_G782260.h1.t1	CARHR197100
OG0012244	Aa_G59310.h1.t1	CARHR197230
OG0012245	Aa_G379140.h1.t1	CARHR197320
OG0012246	Aa_G186930.h1.t1, Aa_G305500.h1.t1	CARHR197390
OG0012247	Aa_G305480.h1.t1	CARHR197400
OG0012248	Aa_G57370.h1.t1	CARHR197420
OG0012249	Aa_G383520.h1.t1	CARHR197570
OG0012250	Aa_G43060.h1.t1	CARHR233640
OG0012251	Aa_G376820.h1.t1, Aa_G213880.h1.t1	CARHR197600
OG0012252	Aa_G376850.h1.t1	CARHR197630
OG0012253	Aa_G376860.h1.t1	CARHR197640
OG0012254	Aa_G236900.h1.t1	CARHR197830
OG0012255	Aa_G236960.h1.t1	CARHR197900
OG0012257	Aa_G236980.h1.t1	CARHR197920
OG0012258	Aa_G321070.h1.t1	CARHR198030
OG0012259	Aa_G321050.h1.t1	CARHR198050
OG0012260	Aa_G321040.h1.t1	CARHR198060
OG0012261	Aa_G326940.h1.t1	CARHR075560
OG0012262	Aa_G306080.h1.t1	CARHR198480
OG0012263	Aa_G7990.h1.t1	CARHR198500
OG0012264	Aa_G7940.h1.t1	CARHR198550, CARHR150190
OG0012265	Aa_G7910.h1.t1	CARHR198570
OG0012266	Aa_G524140.h1.t1	CARHR198720
OG0012267	Aa_G524150.h1.t1	CARHR198730
OG0012268	Aa_G258090.h1.t1	CARHR198850
OG0012269	Aa_G258120.h1.t1	CARHR198880
OG0012270	Aa_G258160.h1.t1	CARHR198910
OG0012271	Aa_G72680.h1.t1	CARHR199020
OG0012273	Aa_G354760.h1.t1	CARHR199420
OG0012274	Aa_G526420.h1.t1	CARHR199830
OG0012275	Aa_G19560.h1.t1	CARHR200130
OG0012276	Aa_G19510.h1.t1	CARHR200190
OG0012277	Aa_G19490.h1.t1	CARHR200210
OG0012278	Aa_G474510.h1.t1	CARHR026550
OG0012279	Aa_G385390.h1.t1	CARHR200310
OG0012280	Aa_G155170.h1.t1	CARHR200490
OG0012281	Aa_G155090.h1.t1	CARHR200560
OG0012282	Aa_G155040.h1.t1	CARHR200590
OG0012283	Aa_G136190.h1.t1	CARHR248170
OG0012284	Aa_G154990.h1.t1	CARHR200640
OG0012285	Aa_G256680.h1.t1	CARHR200830
OG0012286	Aa_G256610.h1.t1	CARHR200900
OG0012287	Aa_G278990.h1.t1	CARHR201290
OG0012288	Aa_G756420.h1.t1	CARHR201320
OG0012290	Aa_G692180.h1.t1	CARHR144220
OG0012291	Aa_G267560.h1.t1, Aa_G267540.h1.t1	CARHR201530
OG0012292	Aa_G267530.h1.t1	CARHR201540
OG0012293	Aa_G267490.h1.t1	CARHR201570
OG0012294	Aa_G267480.h1.t1	CARHR201580
OG0012295	Aa_G711960.h1.t1	CARHR201600
OG0012296	Aa_G681990.h1.t1	CARHR201630
OG0012297	Aa_G116860.h1.t1	CARHR201700
OG0012298	Aa_G116830.h1.t1	CARHR201730
OG0012299	Aa_G116770.h1.t1	CARHR201800
OG0012300	Aa_G158440.h1.t1	CARHR201870
OG0012301	Aa_G158450.h1.t1	CARHR201880
OG0012302	Aa_G158480.h1.t1	CARHR201940
OG0012303	Aa_G158530.h1.t1	CARHR201980
OG0012304	Aa_G84640.h1.t1	CARHR202130
OG0012305	Aa_G967750.h1.t1, Aa_G168790.h1.t1	CARHR202410
OG0012306	Aa_G168880.h1.t1	CARHR202340
OG0012307	Aa_G168710.h1.t1	CARHR202480
OG0012308	Aa_G168690.h1.t1, Aa_G793320.h1.t1	CARHR202510
OG0012309	Aa_G393010.h1.t1	CARHR116620
OG0012310	Aa_G168480.h1.t1	CARHR202670
OG0012311	Aa_G168460.h1.t1	CARHR202710
OG0012312	Aa_G366110.h1.t1, Aa_G98220.h1.t1	CARHR202820
OG0012313	Aa_G159010.h1.t1	CARHR203080
OG0012314	Aa_G458460.h1.t1	CARHR203210
OG0012315	Aa_G152870.h1.t1	CARHR203580
OG0012316	Aa_G309210.h1.t1	CARHR203620
OG0012317	Aa_G231000.h1.t1	CARHR203910
OG0012318	Aa_G365580.h1.t1	CARHR204010
OG0012319	Aa_G365560.h1.t1	CARHR204020
OG0012320	Aa_G130490.h1.t1, Aa_G130490.h2.t1	CARHR204110
OG0012321	Aa_G130340.h1.t1	CARHR204260
OG0012322	Aa_G521510.h1.t1	CARHR204290
OG0012323	Aa_G521500.h1.t1	CARHR204300
OG0012324	Aa_G521450.h1.t1	CARHR204330
OG0012326	Aa_G392880.h1.t1	CARHR205070
OG0012327	Aa_G392870.h1.t1	CARHR205080
OG0012328	Aa_G76450.h1.t1	CARHR205370
OG0012329	Aa_G76430.h1.t1	CARHR205390
OG0012330	Aa_G76390.h1.t1	CARHR205420
OG0012331	Aa_G76380.h1.t1	CARHR205430
OG0012333	Aa_G188910.h1.t1	CARHR251190
OG0012334	Aa_G189130.h1.t1	CARHR251420
OG0012335	Aa_G187660.h1.t1	CARHR251610
OG0012336	Aa_G187680.h1.t1	CARHR251630
OG0012337	Aa_G187810.h1.t1	CARHR251760
OG0012338	Aa_G130170.h1.t1	CARHR232140
OG0012339	Aa_G130180.h1.t1	CARHR232110
OG0012340	Aa_G627760.h1.t1	CARHR232100
OG0012341	Aa_G470810.h1.t1	CARHR232080
OG0012342	Aa_G536200.h1.t1	CARHR118510
OG0012343	Aa_G321240.h1.t1	CARHR118780
OG0012344	Aa_G594390.h1.t1	CARHR119060
OG0012345	Aa_G432310.h1.t1	CARHR119230
OG0012347	Aa_G606190.h1.t1	CARHR119420
OG0012348	Aa_G529390.h1.t1	CARHR106640
OG0012349	Aa_G35900.h1.t1	CARHR120120
OG0012352	Aa_G466700.h1.t1	CARHR120600
OG0012353	Aa_G277890.h1.t1, Aa_G277890.h2.t1	CARHR120760
OG0012354	Aa_G202230.h1.t1	CARHR120780
OG0012355	Aa_G430670.h1.t1	CARHR120970
OG0012356	Aa_G502960.h1.t1	CARHR121180
OG0012357	Aa_G140510.h1.t1	CARHR121220
OG0012358	Aa_G323310.h1.t1	CARHR144820
OG0012359	Aa_G18070.h1.t1	CARHR121260
OG0012360	Aa_G18140.h1.t1	CARHR121320
OG0012361	Aa_G18180.h1.t1	CARHR121370
OG0012363	Aa_G158280.h1.t1	CARHR121560
OG0012364	Aa_G248310.h1.t1	CARHR121980
OG0012365	Aa_G135110.h1.t1	CARHR005950, CARHR002590
OG0012366	Aa_G425700.h1.t1	CARHR122370
OG0012367	Aa_G199800.h1.t1	CARHR122940
OG0012368	Aa_G477900.h1.t1	CARHR123110
OG0012369	Aa_G709530.h1.t1	CARHR115050
OG0012370	Aa_G530810.h1.t1	CARHR123160
OG0012371	Aa_G470510.h1.t1	CARHR123190
OG0012372	Aa_G184830.h1.t1	CARHR212430
OG0012373	Aa_G119330.h1.t1	CARHR123650
OG0012374	Aa_G470370.h1.t1	CARHR124040
OG0012375	Aa_G351170.h1.t1	CARHR124070
OG0012376	Aa_G310910.h1.t1	CARHR124220
OG0012377	Aa_G359810.h1.t1	CARHR124250
OG0012378	Aa_G86010.h1.t1	CARHR124360
OG0012379	Aa_G86030.h1.t1	CARHR124380
OG0012380	Aa_G86100.h1.t1	CARHR124440
OG0012381	Aa_G561790.h1.t1	CARHR124600
OG0012382	Aa_G359490.h1.t1	CARHR124770
OG0012383	Aa_G167500.h1.t1	CARHR125000
OG0012385	Aa_G154780.h1.t1	CARHR125530
OG0012386	Aa_G154730.h1.t1	CARHR125600
OG0012388	Aa_G154640.h1.t1	CARHR125720
OG0012389	Aa_G154590.h1.t1	CARHR125770
OG0012390	Aa_G346380.h1.t1	CARHR125910
OG0012391	Aa_G346420.h1.t1	CARHR125920
OG0012392	Aa_G346450.h1.t1	CARHR126480
OG0012393	Aa_G243560.h1.t1	CARHR126330
OG0012394	Aa_G243730.h1.t1	CARHR126100
OG0012395	Aa_G148570.h1.t1	CARHR126790
OG0012396	Aa_G183630.h1.t1	CARHR127150
OG0012397	Aa_G363630.h1.t1	CARHR127200
OG0012398	Aa_G363560.h1.t1	CARHR127250
OG0012399	Aa_G363550.h1.t1	CARHR127270
OG0012400	Aa_G519810.h1.t1	CARHR180150
OG0012401	Aa_G359950.h1.t1	CARHR006260
OG0012402	Aa_G203780.h1.t1	CARHR179940
OG0012403	Aa_G316890.h1.t1	CARHR179710
OG0012404	Aa_G316850.h1.t1	CARHR179660
OG0012405	Aa_G89760.h1.t1	CARHR179540
OG0012406	Aa_G89680.h1.t1	CARHR179450, CARHR179420
OG0012407	Aa_G89630.h1.t1	CARHR179340
OG0012408	Aa_G89580.h1.t1	CARHR179280
OG0012409	Aa_G89560.h1.t1	CARHR179260
OG0012410	Aa_G89550.h1.t1	CARHR179250
OG0012411	Aa_G89540.h1.t1	CARHR179230
OG0012412	Aa_G89520.h1.t1	CARHR179200
OG0012413	Aa_G215320.h1.t1	CARHR179060
OG0012414	Aa_G384380.h1.t1	CARHR251820
OG0012415	Aa_G384390.h1.t1	CARHR251810
OG0012416	Aa_G353760.h1.t1	CARHR232550
OG0012417	Aa_G353790.h1.t1	CARHR232580
OG0012418	Aa_G90890.h1.t1	CARHR232690
OG0012419	Aa_G90940.h1.t1	CARHR232760
OG0012420	Aa_G90960.h1.t1	CARHR232770
OG0012421	Aa_G91000.h1.t1	CARHR232830
OG0012422	Aa_G29700.h1.t1	CARHR233020, CARHR223180
OG0012423	Aa_G29680.h1.t1	CARHR233040
OG0012424	Aa_G29650.h1.t1	CARHR233090
OG0012425	Aa_G29540.h1.t1	CARHR222680
OG0012426	Aa_G29500.h1.t1	CARHR037470
OG0012427	Aa_G29490.h1.t1	CARHR037450
OG0012428	Aa_G29380.h1.t1	CARHR037290
OG0012429	Aa_G332870.h1.t1	CARHR037100
OG0012430	Aa_G332910.h1.t1	CARHR037040
OG0012431	Aa_G533080.h1.t1	CARHR293210, CARHR036210
OG0012432	Aa_G128410.h1.t1	CARHR036450
OG0012433	Aa_G247600.h1.t1	CARHR152280
OG0012434	Aa_G128390.h1.t1	CARHR036470
OG0012435	Aa_G171170.h1.t1	CARHR036610
OG0012436	Aa_G130900.h1.t1	CARHR027190
OG0012437	Aa_G130790.h1.t1	CARHR027300
OG0012438	Aa_G130770.h1.t1	CARHR027560
OG0012439	Aa_G613730.h1.t1	CARHR027420
OG0012441	Aa_G48120.h1.t1	CARHR027610
OG0012442	Aa_G48170.h1.t1	CARHR027690
OG0012443	Aa_G48190.h1.t1	CARHR027710
OG0012444	Aa_G65170.h1.t1	CARHR216380
OG0012446	Aa_G650830.h1.t1	CARHR028010
OG0012447	Aa_G205000.h1.t1	CARHR028130
OG0012448	Aa_G408510.h1.t1	CARHR028190
OG0012449	Aa_G366270.h1.t1	CARHR028410
OG0012450	Aa_G366330.h1.t1	CARHR028480
OG0012451	Aa_G391290.h1.t1	CARHR235730
OG0012452	Aa_G69710.h1.t1, Aa_G108300.h1.t1	CARHR029170
OG0012453	Aa_G657760.h1.t1	CARHR029610
OG0012454	Aa_G538600.h1.t1	CARHR029220
OG0012455	Aa_G482970.h1.t1	CARHR029680
OG0012457	Aa_G355790.h1.t1	CARHR005140, CARHR030550
OG0012458	Aa_G414370.h1.t1	CARHR030800
OG0012459	Aa_G434700.h1.t1	CARHR030960
OG0012460	Aa_G463080.h1.t1	CARHR031020
OG0012461	Aa_G194260.h1.t1	CARHR031200
OG0012462	Aa_G194210.h1.t1	CARHR031270
OG0012463	Aa_G608270.h1.t1	CARHR031420
OG0012464	Aa_G302430.h1.t1	CARHR031440
OG0012465	Aa_G489300.h1.t1	CARHR031550
OG0012466	Aa_G109350.h1.t1	CARHR031890
OG0012467	Aa_G109300.h1.t1	CARHR031750
OG0012468	Aa_G109330.h1.t1	CARHR031860, CARHR031840
OG0012469	Aa_G16560.h1.t1	CARHR032070
OG0012470	Aa_G484310.h1.t1	CARHR145060
OG0012471	Aa_G344930.h1.t1	CARHR145100
OG0012472	Aa_G146410.h1.t1	CARHR145390
OG0012473	Aa_G279530.h1.t1	CARHR213680
OG0012474	Aa_G480400.h1.t1	CARHR145760
OG0012475	Aa_G281900.h1.t1	CARHR146000
OG0012476	Aa_G147040.h1.t1	CARHR281000
OG0012477	Aa_G165950.h1.t1	CARHR280520
OG0012478	Aa_G165880.h1.t1	CARHR280460
OG0012479	Aa_G165840.h1.t1	CARHR280420
OG0012480	Aa_G383090.h1.t1	CARHR280270
OG0012481	Aa_G23600.h1.t1	CARHR280070
OG0012482	Aa_G23590.h1.t1	CARHR280050
OG0012483	Aa_G23430.h1.t1	CARHR279890
OG0012484	Aa_G500380.h1.t1	CARHR279720
OG0012485	Aa_G81310.h1.t1	CARHR279670
OG0012486	Aa_G81390.h1.t1	CARHR279590
OG0012487	Aa_G526990.h1.t1	CARHR279440
OG0012488	Aa_G526980.h1.t1	CARHR279430
OG0012489	Aa_G97640.h1.t1	CARHR259950
OG0012490	Aa_G37260.h1.t1	CARHR279190
OG0012491	Aa_G37180.h1.t1	CARHR279110
OG0012492	Aa_G20690.h1.t1	CARHR293800
OG0012493	Aa_G20800.h1.t1	CARHR278870
OG0012494	Aa_G20890.h1.t1	CARHR278770
OG0012495	Aa_G21110.h1.t1	CARHR278550
OG0012496	Aa_G306140.h1.t1	CARHR278490
OG0012497	Aa_G51370.h1.t1, Aa_G27210.h1.t1	CARHR278460
OG0012498	Aa_G51400.h1.t1	CARHR278430
OG0012499	Aa_G51530.h1.t1	CARHR278300
OG0012500	Aa_G51560.h1.t1	CARHR278270
OG0012501	Aa_G51660.h1.t1	CARHR278160
OG0012503	Aa_G268410.h1.t1	CARHR278080
OG0012504	Aa_G138330.h1.t1, Aa_G268390.h1.t1	CARHR278060
OG0012505	Aa_G268290.h1.t1, Aa_G340790.h1.t1	CARHR277960
OG0012506	Aa_G75950.h1.t1	CARHR277520
