Orthogroup	Arabis_alpina	Eutrema_salsugineum
OG0011887	Aa_G454190.h1.t1	XP_006416275.2
OG0011888	Aa_G372770.h1.t1	XP_006416175.1
OG0011889	Aa_G49470.h1.t1	XP_024004378.1
OG0011890	Aa_G121750.h1.t1, Aa_G121750.h2.t1	XP_006416164.2
OG0011891	Aa_G312590.h1.t1	XP_006404866.1
OG0011892	Aa_G121910.h1.t1	XP_006416146.1
OG0011893	Aa_G399780.h1.t1	XP_024008460.1
OG0011894	Aa_G149340.h1.t1	XP_006390756.1
OG0011895	Aa_G280780.h1.t1	XP_006395925.2
OG0011897	Aa_G142400.h1.t1	XP_006395350.1
OG0011898	Aa_G56710.h1.t1	XP_006390795.1
OG0011899	Aa_G232110.h1.t1	XP_006390812.1
OG0011900	Aa_G214040.h1.t1	XP_006390818.1
OG0011902	Aa_G101700.h1.t1	XP_006390884.2
OG0011903	Aa_G222010.h1.t1	XP_006390912.1
OG0011904	Aa_G167080.h1.t1	XP_006415152.1
OG0011905	Aa_G35830.h1.t1	XP_006405233.1
OG0011906	Aa_G167420.h1.t1, Aa_G316610.h1.t1	XP_006391751.1
OG0011907	Aa_G274740.h1.t1	XP_006391799.1
OG0011909	Aa_G357230.h1.t1	XP_006391815.1
OG0011910	Aa_G357240.h1.t1, Aa_G202710.h1.t1	XP_006391816.1
OG0011911	Aa_G262880.h1.t1	XP_006391830.1
OG0011912	Aa_G408890.h1.t1	XP_006391900.2
OG0011914	Aa_G489080.h1.t1	XP_006391908.1
OG0011915	Aa_G328600.h1.t1	XP_006391949.1
OG0011916	Aa_G35700.h1.t1	XP_006391962.1
OG0011917	Aa_G592990.h1.t1	XP_006391967.1
OG0011918	Aa_G149980.h1.t1	XP_006391981.1
OG0011919	Aa_G579520.h1.t1	XP_006396129.1
OG0011920	Aa_G271960.h1.t1, Aa_G271950.h1.t1	XP_024016034.1
OG0011921	Aa_G271980.h1.t1	XP_006392070.1
OG0011922	Aa_G318340.h1.t1	XP_006392119.1
OG0011923	Aa_G600650.h1.t1	XP_006392153.1
OG0011924	Aa_G564640.h1.t1	XP_006392169.1
OG0011925	Aa_G147480.h1.t1	XP_006392180.1
OG0011926	Aa_G147540.h1.t1	XP_006392184.1
OG0011927	Aa_G182430.h1.t1	XP_024013342.1
OG0011928	Aa_G5910.h1.t1	XP_024016082.1
OG0011930	Aa_G491750.h1.t1	XP_006392243.1
OG0011931	Aa_G441070.h1.t1, Aa_G281540.h1.t1	XP_006392244.1
OG0011932	Aa_G656800.h1.t1	XP_024004233.1
OG0011933	Aa_G362000.h1.t1	XP_006392368.1
OG0011934	Aa_G7600.h1.t1	XP_024015390.1
OG0011935	Aa_G365900.h1.t1	XP_006392426.1
OG0011936	Aa_G123160.h1.t1	XP_006392451.1
OG0011937	Aa_G123150.h1.t1	XP_024005308.1
OG0011938	Aa_G681170.h1.t1	XP_006391665.1
OG0011939	Aa_G135520.h1.t1	XP_006391661.1
OG0011940	Aa_G488470.h1.t1	XP_006391612.1
OG0011941	Aa_G488540.h1.t1	XP_006391608.1
OG0011942	Aa_G683720.h1.t1	XP_006391607.1
OG0011943	Aa_G277450.h1.t1	XP_024016278.1
OG0011944	Aa_G277470.h1.t1	XP_006391595.2
OG0011945	Aa_G208090.h1.t1	XP_006398336.1
OG0011946	Aa_G160480.h1.t1	XP_006398347.1
OG0011948	Aa_G160410.h1.t1	XP_024010938.1
OG0011949	Aa_G160350.h1.t1	XP_006398357.1
OG0011950	Aa_G92230.h1.t1	XP_006413445.1
OG0011951	Aa_G26280.h1.t1	XP_006398364.1
OG0011952	Aa_G63370.h1.t1	XP_006398462.1
OG0011953	Aa_G63400.h1.t1	XP_006398465.1
OG0011954	Aa_G63450.h1.t1	XP_024010969.1
OG0011955	Aa_G63490.h1.t1, Aa_G566750.h1.t1	XP_006398478.1
OG0011957	Aa_G205330.h1.t1	XP_006395982.1
OG0011958	Aa_G577810.h1.t1	XP_006396589.2
OG0011959	Aa_G42000.h1.t1	XP_006396600.2
OG0011960	Aa_G173220.h1.t1	XP_006408869.1
OG0011961	Aa_G137390.h1.t1	XP_006396635.1
OG0011962	Aa_G507360.h1.t1	XP_006412844.1
OG0011963	Aa_G57100.h1.t1	XP_006412795.1
OG0011964	Aa_G461380.h1.t1	XP_024005643.1
OG0011965	Aa_G589730.h1.t1	XP_006405548.1
OG0011966	Aa_G451110.h1.t1	XP_024003962.1
OG0011967	Aa_G689470.h1.t1	XP_006414377.1
OG0011968	Aa_G110880.h1.t1	XP_006393443.1
OG0011970	Aa_G110770.h1.t1, Aa_G110780.h1.t1	XP_006393414.1
OG0011971	Aa_G562100.h1.t1	XP_006416047.1
OG0011972	Aa_G110680.h1.t1	XP_006393396.1
OG0011973	Aa_G110650.h1.t1	XP_006393394.1
OG0011974	Aa_G273810.h1.t1	XP_006393325.1
OG0011975	Aa_G309960.h1.t1	XP_006404984.1
OG0011976	Aa_G477060.h1.t1	XP_024009452.1
OG0011977	Aa_G615270.h1.t1, Aa_G487020.h1.t1	XP_024004639.1
OG0011978	Aa_G487050.h1.t1	XP_006394460.1
OG0011979	Aa_G541070.h1.t1	XP_006411616.1
OG0011980	Aa_G541120.h1.t1	XP_006411619.1
OG0011981	Aa_G219370.h1.t1	XP_006411622.1
OG0011982	Aa_G219290.h1.t1	XP_024004532.1
OG0011983	Aa_G137970.h1.t1	XP_006411665.1
OG0011984	Aa_G468070.h1.t1	XP_006411701.1
OG0011985	Aa_G468080.h1.t1	XP_006411702.1
OG0011986	Aa_G468090.h1.t1	XP_006411703.1
OG0011987	Aa_G352090.h1.t1	XP_006411734.1
OG0011988	Aa_G539070.h1.t1, Aa_G553680.h1.t1	XP_006411740.1
OG0011989	Aa_G472590.h1.t1	XP_006411742.1
OG0011990	Aa_G693480.h1.t1	XP_006411762.1
OG0011991	Aa_G294440.h1.t1	XP_006411825.1
OG0011992	Aa_G237310.h1.t1	XP_006411836.1
OG0011993	Aa_G95170.h1.t1	XP_006411853.1
OG0011994	Aa_G683390.h1.t1	XP_006411871.1
OG0011995	Aa_G153260.h1.t1	XP_006411876.1
OG0011996	Aa_G153290.h1.t1	XP_006411880.1
OG0011997	Aa_G552920.h1.t1, Aa_G153320.h1.t1	XP_006411883.2
OG0011998	Aa_G575880.h1.t1	XP_024005745.1
OG0011999	Aa_G139540.h1.t1	XP_006411931.1
OG0012001	Aa_G214260.h1.t1	XP_006411937.2
OG0012002	Aa_G214250.h1.t1	XP_006411938.1
OG0012003	Aa_G363210.h1.t1	XP_006411947.1
OG0012004	Aa_G223190.h1.t1	XP_006411962.1
OG0012005	Aa_G223110.h1.t1	XP_006411970.1
OG0012007	Aa_G670470.h1.t1	XP_024015308.1, XP_024005662.1
OG0012008	Aa_G179460.h1.t1	XP_006412009.1
OG0012009	Aa_G453310.h1.t1	XP_006412021.1
OG0012010	Aa_G285800.h1.t1	XP_006412023.1
OG0012011	Aa_G328790.h1.t1	XP_006412350.1
OG0012012	Aa_G166770.h1.t1	XP_024014188.1
OG0012013	Aa_G396510.h1.t1	XP_006412099.1
OG0012014	Aa_G724140.h1.t1	XP_006412168.1
OG0012015	Aa_G84850.h1.t1	XP_006412174.2
OG0012016	Aa_G385070.h1.t1	XP_006412184.1
OG0012017	Aa_G258880.h1.t1	XP_006412237.1
OG0012018	Aa_G258810.h1.t1	XP_006412246.1
OG0012019	Aa_G258790.h1.t1	XP_006412250.1
OG0012020	Aa_G499500.h1.t1	XP_006412251.1
OG0012021	Aa_G382500.h1.t1, Aa_G612980.h1.t1	XP_006395096.1
OG0012022	Aa_G97300.h1.t1	XP_006412269.1
OG0012023	Aa_G13760.h1.t1	XP_006394368.2
OG0012024	Aa_G9750.h1.t1	XP_006412469.1
OG0012025	Aa_G596820.h1.t1, Aa_G424860.h1.t1	XP_006412456.1
OG0012026	Aa_G153880.h1.t1	XP_006412450.1
OG0012027	Aa_G425230.h1.t1	XP_006412439.1
OG0012028	Aa_G647010.h1.t1	XP_006412435.1
OG0012029	Aa_G26500.h1.t1	XP_024004436.1
OG0012030	Aa_G740180.h1.t1	XP_006412419.1
OG0012031	Aa_G432630.h1.t1	XP_006412389.1
OG0012032	Aa_G288250.h1.t1	XP_006412375.1
OG0012033	Aa_G376590.h1.t1	XP_006412368.1
OG0012034	Aa_G376530.h1.t1	XP_006412364.1
OG0012035	Aa_G214600.h1.t1	XP_006412315.1
OG0012036	Aa_G609450.h1.t1	XP_006412309.2
OG0012037	Aa_G598350.h1.t1	XP_006412300.1
OG0012038	Aa_G274310.h1.t1	XP_006412279.1
OG0012039	Aa_G264550.h1.t1	XP_006412526.1
OG0012040	Aa_G98620.h1.t1	XP_006412536.2
OG0012041	Aa_G74850.h1.t1	XP_006412550.1
OG0012042	Aa_G74720.h1.t1	XP_006412556.1
OG0012043	Aa_G74620.h1.t1	XP_006412565.1
OG0012044	Aa_G32990.h1.t1	XP_006412614.1
OG0012045	Aa_G184810.h1.t1	XP_006405273.1
OG0012046	Aa_G521300.h1.t1	XP_006412635.2
OG0012047	Aa_G521320.h1.t1	XP_006412637.1
OG0012049	Aa_G296330.h1.t1	XP_024013501.1
OG0012051	Aa_G694800.h1.t1	XP_006418771.1
OG0012052	Aa_G187320.h1.t1	XP_006390629.1
OG0012055	Aa_G62590.h1.t1	XP_024007851.1
OG0012057	Aa_G62410.h1.t1	XP_006416086.1
OG0012058	Aa_G487230.h1.t1	XP_006416058.1
OG0012059	Aa_G562110.h1.t1	XP_006416045.1
OG0012060	Aa_G273980.h1.t1, Aa_G273980.h2.t1	XP_006416036.1
OG0012061	Aa_G281120.h1.t1	XP_024008301.1
OG0012062	Aa_G314020.h1.t1	XP_006415980.1
OG0012063	Aa_G539010.h1.t1	XP_006415924.1
OG0012064	Aa_G92090.h1.t1	XP_024007740.1
OG0012065	Aa_G36220.h1.t1	XP_006392087.1
OG0012066	Aa_G191630.h1.t1	XP_006396428.1
OG0012067	Aa_G191410.h1.t1	XP_006396400.1
OG0012068	Aa_G46730.h1.t1	XP_006396387.1
OG0012069	Aa_G46720.h1.t1	XP_006396385.1
OG0012070	Aa_G46690.h1.t1	XP_006396378.1, XP_006396383.1
OG0012071	Aa_G46680.h1.t1	XP_024009853.1, XP_006396381.2
OG0012072	Aa_G46650.h1.t1, Aa_G95480.h1.t1	XP_006396375.1
OG0012073	Aa_G46600.h1.t1	XP_006396370.1
OG0012074	Aa_G46820.h1.t1	XP_006396362.1
OG0012075	Aa_G78420.h1.t1	XP_006396337.2
OG0012076	Aa_G67810.h1.t1	XP_006396319.1
OG0012078	Aa_G243980.h1.t1	XP_006395851.1
OG0012079	Aa_G511690.h1.t1	XP_006396250.1
OG0012080	Aa_G417480.h1.t1, Aa_G511710.h1.t1	XP_006396248.1
OG0012081	Aa_G299930.h1.t1	XP_006396236.1
OG0012082	Aa_G242250.h1.t1	XP_024009897.1
OG0012083	Aa_G242260.h1.t1	XP_006396225.2
OG0012084	Aa_G72460.h1.t1, Aa_G136200.h1.t1	XP_006396212.1
OG0012085	Aa_G136140.h1.t1	XP_006396206.1
OG0012087	Aa_G36450.h1.t1	XP_006404536.1
OG0012088	Aa_G650430.h1.t1, Aa_G36470.h1.t1	XP_006404538.1
OG0012089	Aa_G638800.h1.t1	XP_006404548.1
OG0012090	Aa_G638810.h1.t1	XP_006404550.1
OG0012091	Aa_G63920.h1.t1	XP_006413181.1
OG0012092	Aa_G146850.h1.t1	XP_006413243.1
OG0012093	Aa_G363780.h1.t1	XP_024004497.1, XP_006413120.1
OG0012094	Aa_G512260.h1.t1	XP_006413106.2
OG0012095	Aa_G291800.h1.t1	XP_024005088.1
OG0012097	Aa_G512390.h1.t1	XP_006412983.1
OG0012098	Aa_G560120.h1.t1	XP_006395673.1
OG0012099	Aa_G329060.h1.t1	XP_006395642.1
OG0012100	Aa_G322230.h1.t1	XP_006416874.2
OG0012101	Aa_G487270.h1.t1	XP_006416055.1
OG0012102	Aa_G617590.h1.t1	XP_006415934.2
OG0012104	Aa_G283540.h1.t1	XP_024008424.1
OG0012105	Aa_G415720.h1.t1	XP_006415755.1
OG0012106	Aa_G517740.h1.t1	XP_006415138.1, XP_006415180.1
OG0012110	Aa_G465490.h1.t1	XP_006392886.1, XP_006392881.1, XP_006392890.1, XP_006392883.1, XP_006392888.1, XP_006392892.1, XP_006392879.1
OG0012111	Aa_G76410.h1.t1, Aa_G76420.h1.t1	XP_006399255.2, XP_006399259.2
OG0012113	Aa_G218570.h1.t1	XP_006391178.1
OG0012114	Aa_G395910.h1.t1	XP_006391096.1
OG0012115	Aa_G117950.h1.t1	XP_006406213.1
OG0012116	Aa_G53640.h1.t1	XP_024015768.1
OG0012117	Aa_G603120.h1.t1	XP_006406202.1
OG0012118	Aa_G105440.h1.t1	XP_024016638.1
OG0012119	Aa_G70110.h1.t1	XP_006409389.2
OG0012122	Aa_G11920.h1.t1	XP_006404859.1
OG0012123	Aa_G166820.h1.t1	XP_006404893.1
OG0012124	Aa_G41560.h1.t1	XP_006404987.1
OG0012125	Aa_G41470.h1.t1	XP_006405001.1
OG0012126	Aa_G393030.h1.t1	XP_006405102.1
OG0012132	Aa_G236350.h1.t1	XP_024003649.1
OG0012134	Aa_G175330.h1.t1	XP_006397669.1
OG0012136	Aa_G560090.h1.t1	XP_024007375.1
OG0012137	Aa_G83440.h1.t1	XP_006395607.1
OG0012138	Aa_G424640.h1.t1	XP_006395465.1
OG0012139	Aa_G303200.h1.t1	XP_006395371.1
OG0012140	Aa_G142460.h1.t1	XP_024007426.1
OG0012141	Aa_G234290.h1.t1	XP_024007461.1
OG0012144	Aa_G311740.h1.t1	XP_006419119.1
OG0012146	Aa_G561390.h1.t1	XP_006404297.1
OG0012147	Aa_G404290.h1.t1	XP_006404067.1
OG0012148	Aa_G178580.h1.t1	XP_024013790.1
OG0012149	Aa_G212780.h1.t1	XP_006403737.2
OG0012150	Aa_G317250.h1.t1	XP_006402845.1
OG0012151	Aa_G340580.h1.t1	XP_024012816.1
OG0012152	Aa_G98270.h1.t1	XP_006399550.1
OG0012153	Aa_G98330.h1.t1, Aa_G1019580.h1.t1	XP_024012283.1
OG0012154	Aa_G215890.h1.t1	XP_024012684.1
OG0012155	Aa_G431480.h1.t1	XP_006400071.1
OG0012158	Aa_G126260.h1.t1	XP_006400423.2
OG0012159	Aa_G15580.h1.t1	XP_006400612.1
OG0012160	Aa_G151070.h1.t1	XP_006397334.1
OG0012161	Aa_G35030.h1.t1	XP_006396784.2
OG0012162	Aa_G92160.h1.t1	XP_006413426.1
OG0012163	Aa_G99670.h1.t1	XP_006396446.1
OG0012164	Aa_G58480.h1.t1	XP_006412399.1
OG0012166	Aa_G227670.h1.t1	XP_006412716.1
OG0012167	Aa_G38500.h1.t1	XP_006413217.1
OG0012168	Aa_G5850.h1.t1	XP_006413236.2
OG0012170	Aa_G460290.h1.t1	XP_024005116.1
OG0012171	Aa_G575610.h1.t1	XP_006414166.1
OG0012172	Aa_G461400.h1.t1	XP_006414381.1
OG0012173	Aa_G443350.h1.t1, Aa_G749620.h1.t1	XP_006414616.1
OG0012176	Aa_G649890.h1.t1	XP_006395155.1
OG0012178	Aa_G9430.h1.t1	XP_006395092.1
OG0012180	Aa_G9500.h1.t1	XP_006395083.1
OG0012181	Aa_G313090.h1.t1	XP_006402076.1
OG0012182	Aa_G683380.h1.t1	XP_006401877.1
OG0012183	Aa_G88170.h1.t1	XP_006401632.1
OG0012185	Aa_G268440.h1.t1	XP_006394185.1
OG0012194	Aa_G1088770.h1.t1, Aa_G1117700.h4.t1, Aa_G1117700.h13.t1, Aa_G1117700.h18.t1, Aa_G1117700.h12.t1, Aa_G1117700.h11.t1, Aa_G1117700.h7.t1, Aa_G1117700.h17.t1, Aa_G1117700.h1.t1, Aa_G1117700.h2.t1, Aa_G1117700.h8.t1, Aa_G1117700.h16.t1, Aa_G1117700.h14.t1, Aa_G1117700.h5.t1, Aa_G1117700.h15.t1, Aa_G1117700.h3.t1, Aa_G1117700.h10.t1, Aa_G1117700.h6.t1, Aa_G1117700.h9.t1	XP_024008026.1
OG0012208	Aa_G129620.h1.t1	XP_024005521.1
OG0012209	Aa_G489430.h1.t1	XP_024005323.1
OG0012210	Aa_G262460.h1.t1	XP_006412682.1
OG0012211	Aa_G99380.h1.t1	XP_006418891.1
OG0012212	Aa_G500700.h1.t1	XP_006418860.1
OG0012213	Aa_G523000.h1.t1	XP_006404238.1, XP_006404237.1
OG0012214	Aa_G533380.h1.t1	XP_006404240.1
OG0012215	Aa_G390180.h1.t1	XP_006404276.1
OG0012216	Aa_G363970.h1.t1	XP_006404282.1
OG0012217	Aa_G556680.h1.t1	XP_006404286.1
OG0012218	Aa_G377260.h1.t1	XP_006404333.1
OG0012219	Aa_G692200.h1.t1	XP_006395867.1
OG0012220	Aa_G244110.h1.t1	XP_006395862.1
OG0012221	Aa_G244020.h1.t1	XP_006395855.1
OG0012222	Aa_G280950.h1.t1	XP_006395832.2
OG0012224	Aa_G612810.h1.t1	XP_006405482.1
OG0012225	Aa_G459560.h1.t1	XP_006405483.1
OG0012226	Aa_G459590.h1.t1	XP_024014591.1
OG0012227	Aa_G495330.h1.t1	XP_006405494.1
OG0012228	Aa_G145000.h1.t1, Aa_G144990.h1.t1	XP_006400361.1
OG0012229	Aa_G387570.h1.t1	XP_024011792.1
OG0012230	Aa_G264900.h1.t1	XP_006400279.1
OG0012231	Aa_G264840.h1.t1	XP_006400274.2
OG0012232	Aa_G334630.h1.t1	XP_006400257.1
OG0012233	Aa_G309570.h1.t1	XP_006400250.1
OG0012234	Aa_G309620.h1.t1	XP_006400247.1
OG0012235	Aa_G499370.h1.t1	XP_006400240.1
OG0012236	Aa_G162160.h1.t1	XP_024012327.1
OG0012237	Aa_G162210.h1.t1	XP_006400234.1
OG0012238	Aa_G162370.h1.t1	XP_006400220.1
OG0012239	Aa_G79120.h1.t1, Aa_G95450.h1.t1, Aa_G644310.h1.t1	XP_006400212.1
OG0012240	Aa_G61710.h1.t1	XP_006415805.1
OG0012242	Aa_G96800.h1.t1	XP_006400166.1
OG0012243	Aa_G412300.h1.t1, Aa_G782260.h1.t1	XP_024011691.1
OG0012244	Aa_G59310.h1.t1	XP_006400140.1
OG0012245	Aa_G379140.h1.t1	XP_006400129.1
OG0012246	Aa_G186930.h1.t1, Aa_G305500.h1.t1	XP_006400118.1
OG0012247	Aa_G305480.h1.t1	XP_006400117.1
OG0012248	Aa_G57370.h1.t1	XP_006400114.1
OG0012249	Aa_G383520.h1.t1	XP_006400100.1
OG0012250	Aa_G43060.h1.t1	XP_006413224.1
OG0012251	Aa_G213880.h1.t1	XP_006400094.1
OG0012252	Aa_G376850.h1.t1	XP_006400091.1
OG0012253	Aa_G376860.h1.t1	XP_006400090.1
OG0012254	Aa_G236900.h1.t1	XP_006400068.1, XP_006418861.1
OG0012255	Aa_G236960.h1.t1	XP_006400062.1
OG0012257	Aa_G236980.h1.t1	XP_006400060.1
OG0012258	Aa_G321070.h1.t1	XP_024012477.1
OG0012259	Aa_G321050.h1.t1	XP_024012505.1
OG0012260	Aa_G321040.h1.t1	XP_006400043.1
OG0012261	Aa_G326940.h1.t1	XP_024015229.1
OG0012262	Aa_G306080.h1.t1	XP_006400000.1
OG0012263	Aa_G7990.h1.t1	XP_006399998.1
OG0012264	Aa_G7940.h1.t1	XP_024011935.1
OG0012265	Aa_G7910.h1.t1	XP_006399988.2
OG0012266	Aa_G524140.h1.t1	XP_006399972.1
OG0012267	Aa_G524150.h1.t1	XP_006399971.2
OG0012268	Aa_G258090.h1.t1	XP_006399958.1
OG0012269	Aa_G258120.h1.t1	XP_006399954.1
OG0012270	Aa_G258160.h1.t1	XP_024012541.1
OG0012271	Aa_G72680.h1.t1	XP_006399941.1
OG0012273	Aa_G354760.h1.t1	XP_006399900.1
OG0012274	Aa_G526420.h1.t1	XP_006399855.1
OG0012275	Aa_G19560.h1.t1	XP_006399822.1
OG0012276	Aa_G19510.h1.t1	XP_006399817.1
OG0012277	Aa_G19490.h1.t1	XP_006399814.1
OG0012278	Aa_G474510.h1.t1	XP_006415814.1
OG0012279	Aa_G385390.h1.t1	XP_006399804.1
OG0012280	Aa_G155170.h1.t1	XP_006399782.1
OG0012281	Aa_G155090.h1.t1	XP_006399775.1
OG0012282	Aa_G155040.h1.t1	XP_006399771.1
OG0012283	Aa_G136190.h1.t1	XP_006396210.2
OG0012284	Aa_G154990.h1.t1	XP_024012217.1
OG0012285	Aa_G256680.h1.t1	XP_006399742.1
OG0012286	Aa_G256610.h1.t1	XP_006399738.1
OG0012287	Aa_G278990.h1.t1	XP_006399706.1
OG0012288	Aa_G756420.h1.t1	XP_006399699.1
OG0012289	Aa_G267680.h1.t1	XP_006399694.1
OG0012290	Aa_G692180.h1.t1	XP_006395865.1
OG0012291	Aa_G267560.h1.t1, Aa_G267540.h1.t1	XP_024012214.1
OG0012292	Aa_G267530.h1.t1	XP_006399679.1
OG0012293	Aa_G267490.h1.t1	XP_006399673.1
OG0012294	Aa_G267480.h1.t1	XP_006399672.1
OG0012295	Aa_G711960.h1.t1	XP_006399669.1
OG0012296	Aa_G681990.h1.t1	XP_006399666.1
OG0012297	Aa_G116860.h1.t1	XP_006399658.1
OG0012298	Aa_G116830.h1.t1	XP_006399655.1
OG0012299	Aa_G116770.h1.t1	XP_006399648.1
OG0012300	Aa_G158440.h1.t1	XP_006399640.1
OG0012301	Aa_G158450.h1.t1	XP_006399639.1
OG0012302	Aa_G158480.h1.t1	XP_006399635.1
OG0012303	Aa_G158530.h1.t1	XP_006399630.1
OG0012304	Aa_G84640.h1.t1	XP_006399617.1
OG0012305	Aa_G168790.h1.t1	XP_006399583.1
OG0012306	Aa_G168880.h1.t1	XP_024012702.1
OG0012307	Aa_G168710.h1.t1	XP_006399578.1
OG0012308	Aa_G168690.h1.t1, Aa_G793320.h1.t1	XP_006399576.1
OG0012309	Aa_G393010.h1.t1	XP_006405105.1
OG0012310	Aa_G168480.h1.t1	XP_024012446.1
OG0012311	Aa_G168460.h1.t1	XP_006399557.1
OG0012312	Aa_G366110.h1.t1, Aa_G98220.h1.t1	XP_006399543.1
OG0012313	Aa_G159010.h1.t1	XP_006399514.1
OG0012314	Aa_G458460.h1.t1	XP_006399498.1
OG0012315	Aa_G152870.h1.t1	XP_006399465.1
OG0012316	Aa_G309210.h1.t1	XP_006402226.1, XP_024011983.1
OG0012317	Aa_G231000.h1.t1	XP_006399426.1
OG0012318	Aa_G365580.h1.t1	XP_006399416.1
OG0012319	Aa_G365560.h1.t1	XP_024012547.1
OG0012320	Aa_G130490.h1.t1, Aa_G130490.h2.t1	XP_006399404.1
OG0012321	Aa_G130340.h1.t1	XP_006399386.1
OG0012322	Aa_G521510.h1.t1	XP_024012178.1
OG0012323	Aa_G521500.h1.t1	XP_006399382.1
OG0012324	Aa_G521450.h1.t1	XP_006399372.1
OG0012325	Aa_G319160.h1.t1	XP_006399321.1
OG0012326	Aa_G392880.h1.t1	XP_006399298.1
OG0012327	Aa_G392870.h1.t1	XP_024012105.1
OG0012328	Aa_G76450.h1.t1	XP_006399262.1
OG0012329	Aa_G76430.h1.t1	XP_006399260.2
OG0012330	Aa_G76390.h1.t1	XP_006399254.1
OG0012331	Aa_G76380.h1.t1	XP_006399253.1
OG0012333	Aa_G188910.h1.t1	XP_006396507.1
OG0012334	Aa_G189130.h1.t1	XP_006396531.1
OG0012335	Aa_G187660.h1.t1	XP_006396546.1
OG0012336	Aa_G187680.h1.t1	XP_006396548.1
OG0012337	Aa_G187810.h1.t1	XP_006396560.1
OG0012338	Aa_G130170.h1.t1	XP_006413387.1
OG0012339	Aa_G130180.h1.t1	XP_006413390.1
OG0012340	Aa_G627760.h1.t1	XP_006413391.1
OG0012341	Aa_G470810.h1.t1	XP_006413396.1
OG0012342	Aa_G536200.h1.t1	XP_006419181.1
OG0012343	Aa_G321240.h1.t1	XP_006397281.1
OG0012344	Aa_G594390.h1.t1	XP_006411101.1
OG0012345	Aa_G432310.h1.t1	XP_006408599.1
OG0012347	Aa_G606190.h1.t1	XP_006408664.1
OG0012348	Aa_G529390.h1.t1	XP_006409440.1
OG0012349	Aa_G35900.h1.t1	XP_024003731.1
OG0012352	Aa_G466700.h1.t1	XP_006409806.1
OG0012353	Aa_G277890.h1.t1, Aa_G277890.h2.t1	XP_006409821.1
OG0012354	Aa_G202230.h1.t1	XP_006409825.1
OG0012355	Aa_G430670.h1.t1	XP_024003832.1
OG0012356	Aa_G502960.h1.t1	XP_006409852.1
OG0012357	Aa_G140510.h1.t1	XP_024016701.1
OG0012358	Aa_G323310.h1.t1	XP_024007540.1
OG0012359	Aa_G18070.h1.t1	XP_006409858.1
OG0012360	Aa_G18140.h1.t1	XP_006409862.1
OG0012361	Aa_G18180.h1.t1	XP_006409867.1
OG0012363	Aa_G158280.h1.t1	XP_006409883.1
OG0012364	Aa_G248310.h1.t1	XP_006409918.1
OG0012365	Aa_G135110.h1.t1	XP_024008693.1
OG0012366	Aa_G425700.h1.t1	XP_006409955.1
OG0012367	Aa_G199800.h1.t1	XP_024003887.1
OG0012368	Aa_G477900.h1.t1	XP_006410036.1
OG0012370	Aa_G530810.h1.t1	XP_006410044.1
OG0012371	Aa_G470510.h1.t1	XP_006410045.2
OG0012372	Aa_G184830.h1.t1	XP_006405275.1
OG0012373	Aa_G119330.h1.t1	XP_006410124.1
OG0012374	Aa_G470370.h1.t1	XP_024004240.1
OG0012375	Aa_G351170.h1.t1	XP_006410166.1
OG0012376	Aa_G310910.h1.t1	XP_006410113.2, XP_006410174.1
OG0012377	Aa_G359810.h1.t1	XP_006410178.1
OG0012378	Aa_G86010.h1.t1	XP_006410186.1
OG0012379	Aa_G86030.h1.t1	XP_024003923.1
OG0012380	Aa_G86100.h1.t1	XP_006410193.1
OG0012381	Aa_G561790.h1.t1	XP_006410230.1
OG0012382	Aa_G359490.h1.t1	XP_006410246.1
OG0012383	Aa_G167500.h1.t1	XP_006410269.1
OG0012385	Aa_G154780.h1.t1	XP_006410313.1
OG0012386	Aa_G154730.h1.t1	XP_006410320.1
OG0012388	Aa_G154640.h1.t1	XP_006410332.1
OG0012389	Aa_G154590.h1.t1	XP_024004210.1
OG0012390	Aa_G346380.h1.t1	XP_006410348.1
OG0012391	Aa_G346420.h1.t1	XP_006410349.1
OG0012392	Aa_G346450.h1.t1	XP_006410394.1
OG0012393	Aa_G243560.h1.t1	XP_006410383.1
OG0012394	Aa_G243730.h1.t1	XP_024004235.1
OG0012395	Aa_G148570.h1.t1	XP_024003830.1
OG0012396	Aa_G183630.h1.t1	XP_006410453.2
OG0012397	Aa_G363630.h1.t1	XP_024003670.1
OG0012398	Aa_G363560.h1.t1	XP_006410465.1
OG0012399	Aa_G363550.h1.t1	XP_006410467.1
OG0012400	Aa_G519810.h1.t1	XP_006403238.2
OG0012401	Aa_G359950.h1.t1	XP_006403213.1
OG0012402	Aa_G203780.h1.t1	XP_006403208.1
OG0012403	Aa_G316890.h1.t1	XP_006403194.2
OG0012404	Aa_G316850.h1.t1	XP_006403177.1
OG0012405	Aa_G374240.h1.t1, Aa_G89760.h1.t1	XP_006403167.1
OG0012406	Aa_G89680.h1.t1	XP_006403160.2
OG0012407	Aa_G89630.h1.t1	XP_006403153.1
OG0012408	Aa_G89580.h1.t1	XP_024013285.1
OG0012409	Aa_G89560.h1.t1	XP_006403149.1
OG0012410	Aa_G89550.h1.t1	XP_006403148.2
OG0012411	Aa_G89540.h1.t1	XP_006403147.1
OG0012412	Aa_G89520.h1.t1	XP_006403144.1
OG0012413	Aa_G215320.h1.t1	XP_006403129.1
OG0012414	Aa_G384380.h1.t1	XP_024009891.1
OG0012415	Aa_G384390.h1.t1	XP_006396571.1
