Orthogroup	Arabis_alpina	Arabidopsis_arenosa
OG0008178	Aa_G428250.h1.t1	jg26632
OG0008179	Aa_G293440.h1.t1	jg26613
OG0008180	Aa_G261500.h1.t1	jg26600
OG0008181	Aa_G543600.h1.t1	jg26581
OG0008182	Aa_G391640.h1.t1	jg26551
OG0008183	Aa_G51870.h1.t1, Aa_G408730.h1.t1	jg26532
OG0008184	Aa_G413540.h1.t1	jg26527
OG0008185	Aa_G413600.h1.t1	jg26524
OG0008186	Aa_G280080.h1.t1	jg26511
OG0008187	Aa_G212420.h1.t1	jg26479
OG0008188	Aa_G326750.h1.t1	jg26465
OG0008189	Aa_G326740.h1.t1	jg13517
OG0008189	Aa_G326760.h1.t1	jg26464
OG0008190	Aa_G698510.h1.t1	jg26436
OG0008191	Aa_G603130.h1.t1	jg26440
OG0008192	Aa_G384930.h1.t1	jg26429
OG0008193	Aa_G640070.h1.t1	jg12962
OG0008194	Aa_G388600.h1.t1	jg26342
OG0008195	Aa_G229440.h1.t1	jg26336
OG0008196	Aa_G229430.h1.t1	jg26332
OG0008197	Aa_G279930.h1.t1	jg9387
OG0008198	Aa_G279910.h1.t1	jg9388
OG0008199	Aa_G368090.h1.t1	jg9391
OG0008200	Aa_G620360.h1.t1	jg9393
OG0008201	Aa_G172860.h1.t1	jg9400
OG0008202	Aa_G543310.h1.t1	jg9404
OG0008203	Aa_G506660.h1.t1	jg9417
OG0008204	Aa_G289470.h1.t1	jg9427
OG0008205	Aa_G214910.h1.t1, Aa_G966540.h1.t1	jg2116
OG0008206	Aa_G282740.h1.t1	jg2024
OG0008207	Aa_G359630.h1.t1	jg1984
OG0008208	Aa_G213070.h1.t1	jg1725
OG0008208	Aa_G996260.h1.t1	jg1731, jg1740
OG0008209	Aa_G669770.h1.t1, Aa_G882550.h1.t1	jg1214
OG0008210	Aa_G62070.h1.t1	jg1554, jg6688
OG0008211	Aa_G456080.h1.t1	jg18374
OG0008212	Aa_G6720.h1.t1	jg1522
OG0008213	Aa_G256280.h1.t1	jg1520
OG0008214	Aa_G83560.h1.t1	jg5755
OG0008215	Aa_G126140.h1.t1	jg5736
OG0008216	Aa_G280280.h1.t1	jg5704
OG0008217	Aa_G280200.h1.t1	jg5695
OG0008218	Aa_G416080.h1.t1	jg5684, jg3119
OG0008219	Aa_G411000.h1.t1	jg5666
OG0008221	Aa_G236270.h1.t1, Aa_G447140.h1.t1	jg12861
OG0008223	Aa_G28550.h1.t1	jg21385
OG0008224	Aa_G328480.h1.t1	jg15167
OG0008225	Aa_G478780.h1.t1	jg15149
OG0008226	Aa_G114570.h1.t1	jg15146
OG0008227	Aa_G114500.h1.t1	jg15134
OG0008228	Aa_G300360.h1.t1	jg15124
OG0008229	Aa_G87970.h1.t1	jg15097
OG0008230	Aa_G236030.h1.t1	jg15074
OG0008231	Aa_G178550.h1.t1	jg15072, jg15065
OG0008232	Aa_G726980.h1.t1	jg15051
OG0008233	Aa_G122850.h1.t1	jg15038
OG0008234	Aa_G326340.h1.t1	jg15000
OG0008235	Aa_G106280.h1.t1	jg28402
OG0008236	Aa_G290650.h1.t1	jg28513
OG0008237	Aa_G6370.h1.t1	jg15142, jg28552
OG0008238	Aa_G6380.h1.t1	jg28553
OG0008239	Aa_G6470.h1.t1, Aa_G6480.h1.t1	jg28565, jg28564
OG0008240	Aa_G6770.h1.t1	jg28598
OG0008241	Aa_G6950.h1.t1	jg28613
OG0008242	Aa_G228310.h1.t1	jg28627
OG0008243	Aa_G358030.h1.t1	jg28634
OG0008244	Aa_G135120.h1.t1	jg28642
OG0008245	Aa_G135100.h1.t1	jg28646
OG0008246	Aa_G135050.h1.t1	jg28651
OG0008247	Aa_G134860.h1.t1	jg28670
OG0008248	Aa_G134840.h1.t1	jg28672
OG0008249	Aa_G134830.h1.t1	jg28673
OG0008250	Aa_G134690.h1.t1	jg28689
OG0008251	Aa_G134610.h1.t1	jg28698
OG0008252	Aa_G400270.h1.t1	jg28716
OG0008253	Aa_G400310.h1.t1	jg28721
OG0008254	Aa_G217720.h1.t1	jg28736
OG0008255	Aa_G320700.h1.t1	jg10056
OG0008256	Aa_G38740.h1.t1	jg28761
OG0008257	Aa_G38870.h1.t1	jg28774
OG0008258	Aa_G38880.h1.t1	jg28775
OG0008259	Aa_G217800.h1.t1	jg28811
OG0008260	Aa_G493510.h1.t1	jg28833
OG0008261	Aa_G218990.h1.t1	jg28864
OG0008262	Aa_G219070.h1.t1	jg28871
OG0008263	Aa_G219090.h1.t1	jg28875
OG0008264	Aa_G79280.h1.t1	jg28880
OG0008265	Aa_G79330.h1.t1	jg28885
OG0008266	Aa_G219970.h1.t1	jg28922
OG0008267	Aa_G220020.h1.t1	jg28926
OG0008268	Aa_G114740.h1.t1, Aa_G220660.h1.t1	jg28934
OG0008269	Aa_G220650.h1.t1	jg28935
OG0008270	Aa_G140050.h1.t1	jg28947
OG0008271	Aa_G140130.h1.t1	jg28955
OG0008272	Aa_G469740.h1.t1	jg28971
OG0008273	Aa_G22850.h1.t1	jg28991
OG0008274	Aa_G22790.h1.t1	jg28997
OG0008275	Aa_G22430.h1.t1	jg29026
OG0008276	Aa_G22410.h1.t1	jg29027
OG0008277	Aa_G663690.h1.t1	jg29057
OG0008278	Aa_G182230.h1.t1	jg29073
OG0008279	Aa_G182210.h1.t1	jg29075
OG0008280	Aa_G275850.h1.t1	jg29083
OG0008281	Aa_G275830.h1.t1	jg29085
OG0008282	Aa_G257680.h1.t1, Aa_G686500.h1.t1	jg29118
OG0008284	Aa_G151800.h1.t1, Aa_G151810.h1.t1	jg29185
OG0008285	Aa_G442640.h1.t1	jg29217
OG0008286	Aa_G442620.h1.t1	jg29219
OG0008287	Aa_G442580.h1.t1	jg29223
OG0008288	Aa_G92620.h1.t1, Aa_G80730.h1.t1	jg29240
OG0008289	Aa_G19280.h1.t1	jg29259
OG0008290	Aa_G19180.h1.t1	jg29269
OG0008291	Aa_G394800.h1.t1	jg29289
OG0008292	Aa_G697320.h1.t1, Aa_G238080.h1.t1	jg21954
OG0008293	Aa_G161020.h1.t1	jg29336
OG0008294	Aa_G160850.h1.t1	jg29350
OG0008295	Aa_G550210.h1.t1	jg29366
OG0008296	Aa_G440230.h1.t1	jg29375
OG0008297	Aa_G171310.h1.t1	jg29379
OG0008299	Aa_G495660.h1.t1	jg29390
OG0008300	Aa_G165500.h1.t1	jg29394
OG0008301	Aa_G446350.h1.t1	jg29398
OG0008302	Aa_G446400.h1.t1	jg29411
OG0008303	Aa_G226560.h1.t1, Aa_G226540.h1.t1	jg29428
OG0008304	Aa_G535910.h1.t1	jg29459
OG0008305	Aa_G240660.h1.t1	jg9864
OG0008306	Aa_G457660.h1.t1	jg29515
OG0008307	Aa_G572760.h1.t1	jg29524
OG0008308	Aa_G688400.h1.t1	jg29568
OG0008309	Aa_G688390.h1.t1	jg29569
OG0008310	Aa_G469880.h1.t1	jg29586
OG0008311	Aa_G548740.h1.t1	jg730
OG0008312	Aa_G338870.h1.t1	jg29625
OG0008313	Aa_G647510.h1.t1	jg29626
OG0008314	Aa_G299000.h1.t1	jg29637
OG0008315	Aa_G270640.h1.t1	jg29686
OG0008316	Aa_G10850.h1.t1	jg29688
OG0008317	Aa_G10790.h1.t1	jg29694
OG0008318	Aa_G10770.h1.t1	jg29696
OG0008320	Aa_G26640.h1.t1	jg29757
OG0008321	Aa_G26680.h1.t1	jg29761
OG0008322	Aa_G26690.h1.t1	jg29762
OG0008323	Aa_G584910.h1.t1	jg29781
OG0008324	Aa_G164230.h1.t1	jg29797
OG0008325	Aa_G109510.h1.t1	jg29821
OG0008326	Aa_G585800.h1.t1	jg29871
OG0008327	Aa_G599470.h1.t1	jg29868
OG0008328	Aa_G676720.h1.t1	jg29890
OG0008329	Aa_G93080.h1.t1, Aa_G93070.h1.t1	jg29906
OG0008330	Aa_G117730.h1.t1	jg29917
OG0008331	Aa_G117720.h1.t1	jg29918
OG0008332	Aa_G393300.h1.t1	jg29935
OG0008333	Aa_G523760.h1.t1	jg29941
OG0008334	Aa_G115510.h1.t1	jg29946
OG0008335	Aa_G676340.h1.t1	jg29958
OG0008337	Aa_G284130.h1.t1	jg29964
OG0008338	Aa_G121210.h1.t1	jg30013
OG0008339	Aa_G375710.h1.t1	jg29975
OG0008340	Aa_G278140.h1.t1	jg12939
OG0008341	Aa_G668570.h1.t1, Aa_G668560.h1.t1	jg29986
OG0008342	Aa_G668540.h1.t1	jg29989
OG0008343	Aa_G121050.h1.t1	jg29997
OG0008344	Aa_G163870.h1.t1	jg30025
OG0008345	Aa_G163860.h1.t1	jg30026
OG0008346	Aa_G707370.h1.t1	jg30071
OG0008347	Aa_G66490.h1.t1	jg30113
OG0008348	Aa_G103760.h1.t1	jg30179, jg30156, jg30167
OG0008349	Aa_G131920.h1.t1	jg30190
OG0008350	Aa_G560590.h1.t1	jg1801
OG0008351	Aa_G278290.h1.t1	jg30296
OG0008352	Aa_G379830.h1.t1	jg30343
OG0008354	Aa_G55250.h1.t1	jg30353
OG0008355	Aa_G718690.h1.t1	jg30359
OG0008356	Aa_G132310.h1.t1	jg30361
OG0008357	Aa_G119030.h1.t1	jg30385
OG0008358	Aa_G119100.h1.t1	jg30387
OG0008359	Aa_G119130.h1.t1	jg30389
OG0008361	Aa_G493830.h1.t1	jg30425
OG0008362	Aa_G493820.h1.t1	jg30426
OG0008363	Aa_G762130.h1.t1	jg30431
OG0008364	Aa_G407800.h1.t1	jg30456
OG0008365	Aa_G329250.h1.t1	jg30506
OG0008366	Aa_G329280.h1.t1	jg30512
OG0008367	Aa_G329290.h1.t1	jg30513
OG0008368	Aa_G643700.h1.t1	jg30519
OG0008369	Aa_G266370.h1.t1	jg30539
OG0008370	Aa_G436650.h1.t1	jg30556
OG0008371	Aa_G622570.h1.t1	jg30577
OG0008372	Aa_G119540.h1.t1	jg30605
OG0008373	Aa_G546730.h1.t1	jg30619
OG0008374	Aa_G334130.h1.t1	jg30629
OG0008375	Aa_G60710.h1.t1	jg30649
OG0008376	Aa_G331060.h1.t1	jg30680
OG0008377	Aa_G374420.h1.t1	jg30692
OG0008378	Aa_G374380.h1.t1	jg30697
OG0008379	Aa_G86940.h1.t1	jg30705
OG0008380	Aa_G86930.h1.t1	jg30706
OG0008381	Aa_G86830.h1.t1	jg30716
OG0008382	Aa_G454180.h1.t1	jg30722
OG0008383	Aa_G329450.h1.t1	jg30741
OG0008384	Aa_G166160.h1.t1	jg30767
OG0008385	Aa_G292690.h1.t1	jg30795
OG0008386	Aa_G367180.h1.t1	jg30865
OG0008387	Aa_G289300.h1.t1	jg7481
OG0008388	Aa_G367310.h1.t1	jg30873
OG0008389	Aa_G245810.h1.t1	jg2805
OG0008390	Aa_G319460.h1.t1	jg2784
OG0008391	Aa_G297550.h1.t1	jg2767
OG0008392	Aa_G297630.h1.t1	jg2755
OG0008393	Aa_G170710.h1.t1	jg2744
OG0008394	Aa_G56760.h1.t1	jg2739
OG0008395	Aa_G214090.h1.t1	jg2723
OG0008396	Aa_G214070.h1.t1	jg2721
OG0008397	Aa_G342030.h1.t1	jg2712
OG0008398	Aa_G163350.h1.t1	jg2693
OG0008399	Aa_G101680.h1.t1	jg2654
OG0008400	Aa_G521040.h1.t1	jg2646
OG0008401	Aa_G221970.h1.t1	jg2629
OG0008402	Aa_G221940.h1.t1	jg2627
OG0008403	Aa_G332020.h1.t1	jg10070
OG0008404	Aa_G380470.h1.t1	jg31951
OG0008405	Aa_G107930.h1.t1	jg31978
OG0008406	Aa_G324270.h1.t1	jg447
OG0008407	Aa_G72490.h1.t1	jg544
OG0008408	Aa_G72480.h1.t1	jg545
OG0008409	Aa_G72470.h1.t1	jg546
OG0008410	Aa_G95410.h1.t1, Aa_G95400.h1.t1	jg573
OG0008411	Aa_G274760.h1.t1	jg599
OG0008412	Aa_G415700.h1.t1	jg31271
OG0008413	Aa_G18480.h1.t1	jg683
OG0008414	Aa_G472910.h1.t1	jg31368
OG0008415	Aa_G400850.h1.t1	jg771
OG0008416	Aa_G400810.h1.t1	jg776
OG0008417	Aa_G149990.h1.t1, Aa_G149960.h1.t1	jg785
OG0008418	Aa_G341990.h1.t1	jg856
OG0008420	Aa_G645840.h1.t1	jg962
OG0008421	Aa_G225920.h1.t1	jg1002
OG0008422	Aa_G282490.h1.t1	jg1101
OG0008423	Aa_G282520.h1.t1	jg1105
OG0008424	Aa_G11200.h1.t1, Aa_G348410.h1.t1	jg1168
OG0008425	Aa_G167210.h1.t1	jg1240, jg1215
OG0008426	Aa_G229590.h1.t1	jg1309
OG0008427	Aa_G233480.h1.t1	jg31194
OG0008428	Aa_G186250.h1.t1	jg396
OG0008429	Aa_G270040.h1.t1	jg393
OG0008430	Aa_G488490.h1.t1	jg379
OG0008431	Aa_G277390.h1.t1	jg371
OG0008432	Aa_G615250.h1.t1	jg357
OG0008433	Aa_G160500.h1.t1	jg20421
OG0008434	Aa_G160430.h1.t1	jg20404
OG0008435	Aa_G295500.h1.t1	jg20375
OG0008436	Aa_G523250.h1.t1	jg20371
OG0008437	Aa_G63440.h1.t1	jg20265
OG0008438	Aa_G63470.h1.t1	jg20262
OG0008442	Aa_G577840.h1.t1	jg20758
OG0008443	Aa_G41860.h1.t1	jg7785
OG0008444	Aa_G631470.h1.t1	jg7779
OG0008445	Aa_G798900.h1.t1	jg7762
OG0008446	Aa_G257020.h1.t1	jg7750
OG0008447	Aa_G301220.h1.t1	jg9430
OG0008448	Aa_G461410.h1.t1	jg11039
OG0008449	Aa_G689480.h1.t1	jg11038
OG0008450	Aa_G57540.h1.t1	jg32885
OG0008451	Aa_G57580.h1.t1	jg32890
OG0008452	Aa_G110850.h1.t1	jg32908
OG0008453	Aa_G161150.h1.t1	jg32954
OG0008454	Aa_G464600.h1.t1	jg32969
OG0008455	Aa_G716930.h1.t1	jg33021
OG0008456	Aa_G477010.h1.t1	jg3146
OG0008457	Aa_G374900.h1.t1	jg8419
OG0008458	Aa_G557580.h1.t1	jg8468
OG0008459	Aa_G437420.h1.t1	jg8488
OG0008460	Aa_G486240.h1.t1	jg8503
OG0008461	Aa_G294330.h1.t1	jg8515
OG0008462	Aa_G237290.h1.t1	jg8537
OG0008463	Aa_G237370.h1.t1	jg8549
OG0008464	Aa_G615880.h1.t1	jg8551
OG0008465	Aa_G95210.h1.t1, Aa_G95200.h1.t1	jg8560
OG0008466	Aa_G661990.h1.t1	jg8565
OG0008467	Aa_G661980.h1.t1	jg8567
OG0008469	Aa_G402110.h1.t1	jg8609
OG0008470	Aa_G139460.h1.t1	jg8624
OG0008471	Aa_G214220.h1.t1	jg8638
OG0008473	Aa_G223170.h1.t1	jg8661
OG0008474	Aa_G342290.h1.t1	jg8675
OG0008475	Aa_G179590.h1.t1	jg8685
OG0008476	Aa_G179400.h1.t1	jg8704
OG0008477	Aa_G514670.h1.t1	jg8739
OG0008478	Aa_G157020.h1.t1, Aa_G157010.h1.t1	jg8769
OG0008479	Aa_G426370.h1.t1, Aa_G396490.h1.t1	jg8798
OG0008480	Aa_G379300.h1.t1	jg8819
OG0008481	Aa_G293830.h1.t1	jg8814
OG0008482	Aa_G548440.h1.t1	jg8813
OG0008483	Aa_G724130.h1.t1	jg8859
OG0008484	Aa_G385130.h1.t1	jg8868
OG0008485	Aa_G547700.h1.t1	jg8894
OG0008486	Aa_G614640.h1.t1	jg8896
OG0008487	Aa_G144840.h1.t1	jg8909
OG0008488	Aa_G737720.h1.t1	jg8937
OG0008489	Aa_G97330.h1.t1	jg8949
OG0008490	Aa_G395000.h1.t1	jg9169
OG0008491	Aa_G395020.h1.t1	jg9168
OG0008492	Aa_G395030.h1.t1	jg9167
OG0008493	Aa_G395050.h1.t1	jg9165
OG0008494	Aa_G9640.h1.t1	jg9137
OG0008495	Aa_G425190.h1.t1	jg9121
OG0008496	Aa_G58550.h1.t1	jg9089
OG0008497	Aa_G432660.h1.t1	jg9072
OG0008498	Aa_G432610.h1.t1	jg9067
OG0008499	Aa_G288290.h1.t1	jg9062
OG0008500	Aa_G328880.h1.t1	jg9036
OG0008501	Aa_G214580.h1.t1	jg8992
OG0008502	Aa_G274220.h1.t1	jg8967
OG0008503	Aa_G274260.h1.t1	jg8963
OG0008504	Aa_G274290.h1.t1	jg8961
OG0008505	Aa_G394950.h1.t1	jg9180
OG0008506	Aa_G394910.h1.t1	jg9183
OG0008507	Aa_G45780.h1.t1	jg9211
OG0008508	Aa_G59780.h1.t1	jg9253
OG0008509	Aa_G59710.h1.t1	jg9261
OG0008510	Aa_G860280.h1.t1	jg30529, jg9262
OG0008511	Aa_G32970.h1.t1	jg9273
OG0008512	Aa_G33070.h1.t1	jg9285
OG0008513	Aa_G436810.h1.t1, Aa_G436810.h2.t1, Aa_G436850.h1.t1	jg16898, jg16894
OG0008514	Aa_G179120.h1.t1	jg26663
OG0008515	Aa_G358500.h1.t1	jg26677
OG0008516	Aa_G199100.h1.t1	jg26683
OG0008517	Aa_G199090.h1.t1	jg26684
OG0008518	Aa_G568380.h1.t1	jg26724
OG0008519	Aa_G187250.h1.t1	jg2899
OG0008520	Aa_G187130.h1.t1, Aa_G187140.h1.t1	jg2887
OG0008521	Aa_G187100.h1.t1	jg2885
OG0008522	Aa_G199250.h1.t1	jg2873
OG0008523	Aa_G347870.h1.t1	jg2866
OG0008524	Aa_G347940.h1.t1	jg2861
OG0008525	Aa_G347950.h1.t1	jg2860
OG0008526	Aa_G252160.h1.t1, Aa_G252140.h1.t1	jg2854
OG0008527	Aa_G252130.h1.t1	jg2853
OG0008528	Aa_G252090.h1.t1, Aa_G46980.h1.t1	jg2849
OG0008529	Aa_G62610.h1.t1	jg30884
OG0008530	Aa_G62480.h1.t1	jg30905
OG0008531	Aa_G62370.h1.t1	jg30917
OG0008532	Aa_G352740.h1.t1	jg31011
OG0008533	Aa_G126620.h1.t1	jg31026
OG0008534	Aa_G617570.h1.t1	jg31099
OG0008535	Aa_G490150.h1.t1	jg31130
OG0008536	Aa_G475520.h1.t1	jg31256
OG0008537	Aa_G367130.h1.t1	jg10028
OG0008538	Aa_G46540.h1.t1	jg8016
OG0008540	Aa_G46810.h1.t1	jg8071
OG0008541	Aa_G46860.h1.t1, Aa_G347350.h1.t1, Aa_G443950.h1.t1	jg8078
OG0008542	Aa_G347390.h1.t1	jg8083
OG0008543	Aa_G53150.h1.t1	jg8097
OG0008544	Aa_G67840.h1.t1	jg8135
OG0008545	Aa_G67880.h1.t1	jg8130
OG0008546	Aa_G67900.h1.t1	jg8128
OG0008547	Aa_G53240.h1.t1, Aa_G356870.h1.t1	jg8104
OG0008548	Aa_G724620.h1.t1	jg8170
OG0008549	Aa_G425560.h1.t1	jg8183
OG0008550	Aa_G299860.h2.t1, Aa_G299860.h1.t1	jg8198
OG0008551	Aa_G69780.h1.t1	jg9791
OG0008552	Aa_G36610.h1.t1	jg16508
OG0008553	Aa_G61670.h1.t1	jg31224
OG0008554	Aa_G442200.h1.t1	jg31177
OG0008555	Aa_G596310.h1.t1	jg31158
OG0008556	Aa_G587350.h1.t1	jg31154
OG0008557	Aa_G587360.h1.t1	jg31152
OG0008558	Aa_G227920.h1.t1	jg9806
OG0008559	Aa_G234070.h1.t1	jg9757
OG0008560	Aa_G183300.h1.t1	jg9710
OG0008561	Aa_G107220.h1.t1	jg9711
OG0008563	Aa_G141560.h1.t1	jg9685
OG0008564	Aa_G291810.h1.t1, Aa_G279160.h1.t1, Aa_G121490.h1.t1	jg9680
OG0008565	Aa_G1820.h1.t1	jg9647
OG0008566	Aa_G469130.h1.t1	jg31091
OG0008567	Aa_G391300.h1.t1	jg9635
OG0008568	Aa_G200880.h1.t1	jg9633
OG0008569	Aa_G232890.h1.t1	jg9632
OG0008570	Aa_G231300.h1.t1	jg9629
OG0008571	Aa_G44430.h1.t1	jg9603
OG0008572	Aa_G22920.h1.t1	jg28986
OG0008573	Aa_G457670.h1.t1, Aa_G91510.h1.t1	jg29516
OG0008574	Aa_G284070.h1.t1	jg29969
OG0008575	Aa_G562120.h1.t1	jg30962
OG0008576	Aa_G617620.h1.t1	jg31094
OG0008577	Aa_G442260.h1.t1	jg31170
OG0008580	Aa_G494400.h1.t1, Aa_G127730.h1.t1	jg32555
OG0008581	Aa_G382660.h1.t1	jg32604
OG0008582	Aa_G273870.h1.t1, Aa_G184270.h1.t1	jg32632, jg32612
OG0008583	Aa_G317680.h1.t1	jg25460
OG0008583	Aa_G355420.h1.t1	jg33589
OG0008584	Aa_G234480.h1.t1	jg503
OG0008586	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1	jg2387
OG0008587	Aa_G305310.h1.t1	jg2481
OG0008590	Aa_G134150.h1.t1	jg24469
OG0008592	Aa_G327400.h1.t1	jg25375
OG0008594	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1	jg26548
OG0008596	Aa_G279310.h1.t1	jg16593
OG0008599	Aa_G375070.h1.t1	jg16708
OG0008600	Aa_G253050.h1.t1	jg16794
OG0008601	Aa_G162600.h1.t1	jg16883
OG0008602	Aa_G271140.h1.t1	jg16903
OG0008603	Aa_G35780.h1.t1	jg17162
OG0008605	Aa_G657420.h1.t1	jg18521
OG0008606	Aa_G509960.h1.t1	jg12945
OG0008607	Aa_G120880.h1.t1	jg13404
OG0008609	Aa_G514460.h1.t1	jg13805
OG0008611	Aa_G354650.h1.t1	jg5223
OG0008612	Aa_G162180.h1.t1, Aa_G461550.h1.t1	jg5524
OG0008615	Aa_G742240.h1.t1, Aa_G225530.h1.t1	jg7587
OG0008616	Aa_G404970.h1.t1	jg9107
OG0008617	Aa_G387280.h1.t1	jg9811
OG0008618	Aa_G92290.h1.t1	jg10061
OG0008619	Aa_G68700.h1.t1	jg10064
OG0008621	Aa_G1034760.h1.t1, Aa_G1034760.h2.t1, Aa_G1032340.h1.t1	jg11507
OG0008622	Aa_G32630.h1.t1	jg20929
OG0008623	Aa_G28540.h1.t1	jg21196, jg21387, jg21386
OG0008625	Aa_G28480.h1.t1	jg21404
OG0008626	Aa_G540540.h1.t1	jg21472
OG0008628	Aa_G313110.h1.t1	jg21727
OG0008629	Aa_G134160.h1.t1	jg22060
OG0008630	Aa_G669050.h1.t1	jg22082
OG0008649	Aa_G158870.h1.t1	jg9371
OG0008650	Aa_G646070.h1.t1	jg9368
OG0008651	Aa_G360280.h1.t1	jg10220
OG0008652	Aa_G171510.h1.t1	jg10223
OG0008653	Aa_G656930.h1.t1	jg14448
OG0008654	Aa_G500670.h1.t1	jg14461
OG0008655	Aa_G737480.h1.t1	jg14676
OG0008656	Aa_G522990.h1.t1	jg14673
OG0008657	Aa_G226570.h1.t1	jg29429
OG0008658	Aa_G197630.h1.t1	jg14664
OG0008659	Aa_G420590.h1.t1	jg14601
OG0008660	Aa_G710670.h1.t1	jg14622
OG0008661	Aa_G343900.h1.t1	jg14626
OG0008662	Aa_G623660.h1.t1	jg12896
OG0008663	Aa_G312300.h1.t1	jg12986
OG0008664	Aa_G245090.h1.t1	jg12661
OG0008665	Aa_G396210.h1.t1	jg5652
OG0008666	Aa_G106460.h1.t1	jg5624
OG0008667	Aa_G106470.h1.t1	jg5622
OG0008668	Aa_G325620.h1.t1	jg5602
OG0008670	Aa_G523380.h1.t1	jg5557
OG0008671	Aa_G79050.h1.t1	jg5506
OG0008672	Aa_G79080.h1.t1	jg5505
OG0008674	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1	jg5499
OG0008675	Aa_G447900.h1.t1	jg5497
OG0008676	Aa_G489990.h1.t1	jg5489
OG0008677	Aa_G157980.h1.t1	jg5474
OG0008678	Aa_G96770.h1.t1	jg5455
OG0008679	Aa_G265180.h1.t1	jg19809
OG0008680	Aa_G96870.h1.t1	jg5446
OG0008681	Aa_G59240.h1.t1	jg5439
OG0008682	Aa_G59280.h1.t1	jg5436
OG0008683	Aa_G56490.h1.t1	jg5422
OG0008684	Aa_G383470.h1.t1	jg5405
OG0008685	Aa_G383490.h1.t1	jg5402
OG0008686	Aa_G383500.h1.t1	jg5401
OG0008687	Aa_G116370.h1.t1	jg27176
OG0008689	Aa_G421080.h1.t1	jg5385
OG0008690	Aa_G727100.h1.t1	jg5359
OG0008691	Aa_G321060.h1.t1	jg5354
OG0008692	Aa_G148580.h1.t1	jg18365
OG0008693	Aa_G499790.h1.t1, Aa_G843420.h1.t1, Aa_G843420.h2.t1	jg5327
OG0008694	Aa_G54570.h1.t1	jg28810
OG0008695	Aa_G471370.h1.t1	jg25590
OG0008696	Aa_G72740.h1.t1	jg5241
OG0008697	Aa_G72810.h1.t1	jg5234
OG0008698	Aa_G290000.h1.t1	jg5203
OG0008700	Aa_G48380.h1.t1, Aa_G48390.h1.t1	jg22383
OG0008701	Aa_G209450.h1.t1	jg5177
OG0008702	Aa_G388300.h1.t1	jg5168
OG0008703	Aa_G19600.h1.t1	jg5148
OG0008704	Aa_G19530.h1.t1	jg5142
OG0008705	Aa_G385380.h1.t1	jg5129
OG0008706	Aa_G385370.h1.t1	jg5128
OG0008707	Aa_G385330.h1.t1	jg5124
OG0008708	Aa_G385300.h1.t1	jg5121
OG0008711	Aa_G491610.h1.t1, Aa_G491600.h1.t1	jg5084
OG0008712	Aa_G138200.h1.t1	jg5075
OG0008713	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1	jg5074
OG0008714	Aa_G256670.h1.t1	jg5069
OG0008715	Aa_G256580.h1.t1	jg5059
OG0008716	Aa_G215880.h1.t1	jg5038
OG0008717	Aa_G215850.h1.t1	jg5036
OG0008718	Aa_G279030.h1.t1	jg5030
OG0008719	Aa_G279020.h1.t1	jg5029
OG0008720	Aa_G278960.h1.t1	jg5023
OG0008721	Aa_G116900.h1.t1	jg4988
OG0008722	Aa_G158490.h1.t1	jg4961
OG0008723	Aa_G441940.h1.t1	jg22337
OG0008724	Aa_G84680.h1.t1	jg4942
OG0008725	Aa_G486110.h1.t1	jg4929
OG0008726	Aa_G486100.h1.t1	jg4928
OG0008727	Aa_G168600.h1.t1	jg4902
OG0008728	Aa_G168500.h1.t1	jg4896
OG0008729	Aa_G98230.h1.t1	jg4877
OG0008730	Aa_G356480.h1.t1	jg4844
OG0008731	Aa_G196010.h1.t1	jg4827
OG0008732	Aa_G152750.h1.t1	jg4808
OG0008735	Aa_G130500.h2.t1, Aa_G130500.h1.t1	jg4746
OG0008736	Aa_G130420.h1.t1	jg4737, jg33794
OG0008737	Aa_G210880.h1.t1	jg4715
OG0008738	Aa_G210850.h1.t1	jg4712
OG0008739	Aa_G142430.h1.t1	jg13654
OG0008740	Aa_G125940.h1.t1	jg21700
OG0008741	Aa_G210680.h1.t1	jg4692
OG0008742	Aa_G319270.h1.t1	jg4669
OG0008743	Aa_G392820.h1.t1	jg4652
OG0008744	Aa_G587760.h1.t1	jg4635, jg14359
OG0008745	Aa_G611230.h1.t1	jg4632
OG0008746	Aa_G76460.h1.t1	jg4623
OG0008747	Aa_G471580.h1.t1	jg4602
OG0008748	Aa_G188900.h1.t1	jg7865
OG0008749	Aa_G188920.h1.t1	jg7868
OG0008750	Aa_G189240.h1.t1	jg7908
OG0008751	Aa_G187620.h1.t1, Aa_G189250.h1.t1	jg7909
OG0008752	Aa_G187770.h1.t1	jg7924
OG0008753	Aa_G353730.h1.t1	jg9960
OG0008754	Aa_G577690.h1.t1	jg21760
OG0008755	Aa_G130080.h1.t1	jg9982
OG0008756	Aa_G130090.h1.t1	jg9983
OG0008757	Aa_G67750.h1.t1	jg8145
OG0008758	Aa_G205310.h1.t1	jg17438
OG0008759	Aa_G1660.h1.t1	jg17442
OG0008760	Aa_G3080.h1.t1	jg17511
