Orthogroup	Arabis_alpina	Raphanus_sativus
OG0007470	Aa_G353290.h1.t1, Aa_G352520.h1.t1	XP_018444459.1, XP_018472594.1
OG0007471	Aa_G331810.h1.t1	XP_018465799.1
OG0007472	Aa_G73250.h1.t1	XP_018475779.1, XP_018471214.1
OG0007473	Aa_G181600.h1.t1	XP_018473151.1, XP_018443249.1, XP_018444322.1
OG0007474	Aa_G140730.h1.t1	XP_018451417.1, XP_018444319.1
OG0007475	Aa_G322240.h1.t1	XP_018467422.1
OG0007476	Aa_G337140.h1.t1	XP_018442640.1, XP_018456175.1
OG0007477	Aa_G789610.h1.t1	XP_018474870.1
OG0007478	Aa_G509390.h1.t1	XP_018476412.1, XP_018475979.1
OG0007479	Aa_G170180.h1.t1	XP_018472185.1, XP_018442562.1, XP_018443141.1
OG0007480	Aa_G170190.h1.t1	XP_018447472.1
OG0007482	Aa_G451920.h1.t1	XP_018443233.1, XP_018453098.1
OG0007483	Aa_G451900.h1.t1	XP_018442222.1
OG0007484	Aa_G456520.h1.t1	XP_018457499.1
OG0007485	Aa_G260670.h1.t1	XP_018444120.1
OG0007486	Aa_G260640.h1.t1	XP_018472562.1
OG0007487	Aa_G506880.h1.t1	XP_018472950.1, XP_018446086.1, XP_018446099.1
OG0007488	Aa_G85290.h1.t1	XP_018473028.1
OG0007489	Aa_G85300.h1.t1	XP_018475047.1
OG0007490	Aa_G5930.h1.t1, Aa_G85310.h1.t1	XP_018468768.1, XP_018472878.1
OG0007491	Aa_G85350.h1.t1	XP_018476570.1, XP_018446517.1, XP_018446516.1
OG0007492	Aa_G274560.h1.t1	XP_018446881.1
OG0007493	Aa_G18620.h1.t1	XP_018475232.1, XP_018449449.1
OG0007494	Aa_G18610.h1.t1	XP_018469887.1, XP_018442316.1
OG0007495	Aa_G490130.h1.t1	XP_018475233.1, XP_018462425.1
OG0007496	Aa_G612090.h1.t1	XP_018462426.1, XP_018475236.1
OG0007497	Aa_G613110.h1.t1, Aa_G54130.h1.t1	XP_018473142.1, XP_018475242.1
OG0007499	Aa_G298390.h1.t1	XP_018477412.1, XP_018443700.1, XP_018444228.1
OG0007500	Aa_G185090.h1.t1	XP_018442814.1, XP_018478168.1
OG0007501	Aa_G185010.h1.t1	XP_018445124.1, XP_018478327.1
OG0007502	Aa_G184890.h1.t1	XP_018484370.1, XP_018458767.1, XP_018464137.1
OG0007503	Aa_G239120.h1.t1	XP_018446452.1, XP_018457494.1, XP_018462395.1
OG0007504	Aa_G410430.h1.t1	XP_018445965.1
OG0007507	Aa_G21610.h1.t1	XP_018445920.1
OG0007508	Aa_G21680.h1.t1	XP_018442796.1, XP_018455869.1
OG0007509	Aa_G293630.h1.t1	XP_018457802.1, XP_018445642.1
OG0007510	Aa_G265740.h1.t1	XP_018452519.1, XP_018444094.1
OG0007511	Aa_G145430.h1.t1	XP_018466317.1, XP_018480521.1
OG0007512	Aa_G336930.h1.t1	XP_018443779.1, XP_018443802.1, XP_018454542.1
OG0007513	Aa_G80350.h1.t1	XP_018456492.1
OG0007514	Aa_G444580.h1.t1	XP_018456263.1, XP_018456496.1
OG0007515	Aa_G444570.h1.t1	XP_018466896.1, XP_018456250.1
OG0007516	Aa_G444540.h1.t1	XP_018457673.1, XP_018442748.1
OG0007517	Aa_G444520.h1.t1	XP_018461544.1, XP_018456445.1
OG0007518	Aa_G457970.h1.t1	XP_018456713.1, XP_018456711.1
OG0007519	Aa_G335490.h1.t1	XP_018472206.1, XP_018472122.1, XP_018442758.1
OG0007520	Aa_G335500.h1.t1	XP_018457162.1, XP_018472207.1
OG0007521	Aa_G656400.h1.t1	XP_018455867.1, XP_018452990.1
OG0007522	Aa_G508920.h1.t1	XP_018445763.1
OG0007523	Aa_G197910.h1.t1	XP_018452434.1, XP_018443083.1, XP_018443057.1
OG0007524	Aa_G204330.h1.t1	XP_018466447.1, XP_018472337.1, XP_018452232.1
OG0007525	Aa_G121610.h1.t1	XP_018471024.1, XP_018468832.1
OG0007526	Aa_G121590.h1.t1	XP_018464585.1, XP_018459897.1
OG0007527	Aa_G129470.h1.t1	XP_018468890.1, XP_018455742.1, XP_018455745.1
OG0007528	Aa_G129320.h1.t1	XP_018442816.1, XP_018468238.1, XP_018466954.1
OG0007529	Aa_G104330.h1.t1	XP_018443939.1, XP_018457873.1
OG0007530	Aa_G104380.h1.t1	XP_018462118.1, XP_018465107.1, XP_018455063.1
OG0007531	Aa_G215680.h1.t1	XP_018455560.1
OG0007532	Aa_G215620.h1.t1	XP_018444871.1
OG0007533	Aa_G455480.h1.t1	XP_018446408.1
OG0007533	Aa_G164960.h1.t1	XP_018484734.1
OG0007535	Aa_G87730.h1.t1	XP_018445884.1
OG0007536	Aa_G87900.h1.t1	XP_018443019.1, XP_018464870.1, XP_018469341.1
OG0007537	Aa_G410740.h1.t1	XP_018445881.1, XP_018460079.1, XP_018464869.1
OG0007539	Aa_G730120.h1.t1	XP_018471412.1
OG0007540	Aa_G730110.h1.t1	XP_018463479.1, XP_018471411.1
OG0007541	Aa_G64880.h1.t1	XP_018462824.1, XP_018442300.1, XP_018470539.1
OG0007542	Aa_G234320.h1.t1	XP_018453118.1, XP_018482948.1, XP_018482949.1
OG0007543	Aa_G348880.h1.t1	XP_018442217.1, XP_018460678.1, XP_018446590.1
OG0007544	Aa_G259460.h1.t1	XP_018446462.1, XP_018446811.1, XP_018446817.1
OG0007545	Aa_G314490.h1.t1	XP_018441216.1, XP_018457050.1
OG0007546	Aa_G855330.h1.t1	XP_018437100.1, XP_018487309.1
OG0007547	Aa_G199500.h1.t1, Aa_G199510.h1.t1	XP_018433879.1, XP_018457147.1
OG0007548	Aa_G261570.h1.t1	XP_018433065.1, XP_018486004.1
OG0007549	Aa_G53030.h1.t1	XP_018481052.1, XP_018481066.1, XP_018436786.1
OG0007550	Aa_G52950.h1.t1	XP_018469128.1, XP_018481067.1, XP_018481055.1
OG0007551	Aa_G52900.h1.t1	XP_018441805.1, XP_018471447.1
OG0007552	Aa_G123470.h1.t1	XP_018474952.1, XP_018454664.1
OG0007553	Aa_G123500.h1.t1	XP_018469505.1, XP_018469972.1, XP_018452381.1
OG0007554	Aa_G296300.h1.t1	XP_018485546.1
OG0007555	Aa_G205570.h1.t1	XP_018439587.1
OG0007556	Aa_G378660.h1.t1	XP_018447770.1, XP_018489765.1
OG0007557	Aa_G639540.h1.t1	XP_018438728.1, XP_018461651.1, XP_018441775.1
OG0007558	Aa_G109730.h1.t1, Aa_G231500.h1.t1	XP_018448004.1, XP_018448005.1
OG0007560	Aa_G375400.h1.t1	XP_018488548.1, XP_018447684.1
OG0007561	Aa_G118260.h1.t1	XP_018443207.1, XP_018488754.1
OG0007562	Aa_G127840.h1.t1	XP_018465797.1, XP_018443347.1, XP_018449657.1
OG0007563	Aa_G74150.h1.t1	XP_018487063.1
OG0007564	Aa_G603620.h1.t1	XP_018486565.1, XP_018451037.1
OG0007565	Aa_G396730.h1.t1	XP_018469797.1, XP_018447508.1
OG0007566	Aa_G550040.h1.t1	XP_018481378.1, XP_018437389.1
OG0007567	Aa_G282200.h1.t1	XP_018434014.1, XP_018483007.1
OG0007568	Aa_G282280.h1.t1	XP_018476780.1, XP_018476779.1, XP_018434463.1
OG0007569	Aa_G208420.h1.t1	XP_018433665.1
OG0007570	Aa_G240480.h1.t1	XP_018433089.1, XP_018433037.1, XP_018433069.1
OG0007571	Aa_G336430.h1.t1	XP_018457154.1, XP_018459730.1
OG0007572	Aa_G442840.h1.t1	XP_018457182.1, XP_018460991.1
OG0007573	Aa_G308760.h1.t1	XP_018452123.1, XP_018455774.1
OG0007574	Aa_G656280.h1.t1	XP_018444428.1, XP_018464751.1, XP_018452724.1
OG0007575	Aa_G656270.h1.t1	XP_018449704.1, XP_018462464.1
OG0007576	Aa_G381520.h1.t1	XP_018453627.1, XP_018452559.1, XP_018471312.1
OG0007577	Aa_G82880.h1.t1	XP_018460478.1, XP_018457732.1, XP_018471818.1
OG0007578	Aa_G125920.h1.t1	XP_018459264.1, XP_018473580.1
OG0007579	Aa_G266910.h1.t1	XP_018460963.1, XP_018444128.1, XP_018445647.1
OG0007580	Aa_G589720.h1.t1	XP_018460156.1
OG0007581	Aa_G584010.h1.t1	XP_018448063.1, XP_018458105.1
OG0007582	Aa_G255340.h1.t1	XP_018478651.1
OG0007583	Aa_G311110.h1.t1	XP_018447073.1
OG0007584	Aa_G183920.h1.t1	XP_018448166.1
OG0007585	Aa_G66710.h1.t1	XP_018484311.1
OG0007586	Aa_G67540.h1.t1	XP_018472129.1, XP_018463917.1
OG0007587	Aa_G79790.h1.t1	XP_018451372.1, XP_018450488.1
OG0007588	Aa_G574810.h1.t1	XP_018451368.1, XP_018483525.1
OG0007589	Aa_G574800.h1.t1	XP_018451370.1, XP_018483527.1, XP_018466294.1
OG0007590	Aa_G498450.h1.t1	XP_018475732.1, XP_018475723.1
OG0007591	Aa_G206380.h1.t1, Aa_G562240.h1.t1	XP_018457996.1
OG0007592	Aa_G31030.h1.t1	XP_018470228.1
OG0007593	Aa_G31120.h1.t1	XP_018463473.1, XP_018448148.1, XP_018469513.1
OG0007594	Aa_G346180.h1.t1	XP_018450758.1, XP_018442389.1
OG0007595	Aa_G482200.h1.t1	XP_018481917.1, XP_018479583.1, XP_018467662.1
OG0007598	Aa_G147300.h1.t1	XP_018444656.1
OG0007599	Aa_G341830.h1.t1	XP_018469699.1, XP_018455504.1
OG0007600	Aa_G303430.h1.t1	XP_018443033.1
OG0007601	Aa_G303420.h1.t1, Aa_G303440.h1.t1	XP_018445004.1, XP_018457296.1
OG0007602	Aa_G567780.h1.t1	XP_018452462.1, XP_018445749.1
OG0007603	Aa_G567760.h1.t1	XP_018443528.1
OG0007605	Aa_G547160.h1.t1	XP_018469455.1, XP_018461852.1
OG0007606	Aa_G64550.h1.t1	XP_018445816.1, XP_018469815.1
OG0007607	Aa_G110390.h1.t1, Aa_G998130.h1.t1	XP_018443039.1, XP_018459113.1
OG0007608	Aa_G949150.h1.t1, Aa_G616590.h1.t1, Aa_G616560.h1.t1	XP_018457316.1
OG0007609	Aa_G277820.h1.t1	XP_018457417.1
OG0007610	Aa_G305320.h1.t1	XP_018456859.1, XP_018472094.1
OG0007611	Aa_G644720.h1.t1	XP_018444988.1, XP_018477450.1
OG0007613	Aa_G339360.h1.t1	XP_018450710.1, XP_018447353.1, XP_018469653.1
OG0007614	Aa_G182790.h1.t1	XP_018449557.1, XP_018468600.1
OG0007615	Aa_G69560.h1.t1	XP_018478086.1, XP_018460076.1, XP_018471338.1
OG0007616	Aa_G94200.h1.t1	XP_018467303.1, XP_018466670.1, XP_018466669.1
OG0007617	Aa_G276860.h1.t1, Aa_G276850.h1.t1	XP_018481029.1
OG0007619	Aa_G234510.h1.t1	XP_018453023.1, XP_018453342.1
OG0007620	Aa_G361540.h1.t1	XP_018454276.1, XP_018454734.1
OG0007621	Aa_G313700.h1.t1, Aa_G592980.h1.t1	XP_018477717.1, XP_018477720.1
OG0007622	Aa_G151590.h1.t1, Aa_G157260.h1.t1	XP_018446242.1
OG0007623	Aa_G247740.h1.t1	XP_018440115.1, XP_018484566.1, XP_018458469.1
OG0007624	Aa_G337670.h1.t1, Aa_G301090.h1.t1	XP_018454180.1, XP_018467525.1, XP_018489465.1
OG0007625	Aa_G619000.h1.t1	XP_018437323.1
OG0007626	Aa_G424630.h1.t1	XP_018482740.1, XP_018482741.1, XP_018482738.1, XP_018457666.1
OG0007627	Aa_G508070.h1.t1	XP_018462283.1, XP_018452637.1
OG0007628	Aa_G541890.h1.t1	XP_018438470.1, XP_018461421.1
OG0007629	Aa_G25550.h1.t1	XP_018453036.1, XP_018439683.1
OG0007630	Aa_G25580.h1.t1	XP_018434931.1, XP_018483624.1, XP_018483626.1
OG0007631	Aa_G276790.h1.t1	XP_018480764.1, XP_018477647.1, XP_018477629.1
OG0007632	Aa_G83250.h1.t1	XP_018433532.1, XP_018481850.1
OG0007633	Aa_G153050.h1.t1	XP_018455075.1
OG0007634	Aa_G555370.h1.t1	XP_018444226.1, XP_018444233.1, XP_018454683.1, XP_018467551.1, XP_018468630.1
OG0007635	Aa_G144560.h1.t1	XP_018471201.1, XP_018464480.1
OG0007636	Aa_G529220.h1.t1	XP_018472347.1, XP_018452182.1
OG0007637	Aa_G623850.h1.t1	XP_018468146.1, XP_018454553.1
OG0007638	Aa_G636730.h1.t1	XP_018467985.1, XP_018452574.1, XP_018456447.1
OG0007639	Aa_G116270.h1.t1	XP_018485789.1
OG0007641	Aa_G206370.h1.t1	XP_018462515.1, XP_018434455.1, XP_018440262.1
OG0007642	Aa_G58300.h1.t1	XP_018435781.1, XP_018480927.1
OG0007643	Aa_G28490.h1.t1	XP_018478337.1
OG0007644	Aa_G822590.h1.t1, Aa_G58220.h1.t1	XP_018453037.1, XP_018453015.1
OG0007645	Aa_G58170.h1.t1	XP_018433163.1, XP_018483695.1
OG0007646	Aa_G58130.h1.t1	XP_018483693.1, XP_018460119.1, XP_018483694.1
OG0007649	Aa_G290920.h1.t1	XP_018457929.1, XP_018478349.1
OG0007650	Aa_G246590.h1.t1	XP_018449644.1, XP_018458123.1
OG0007651	Aa_G357850.h1.t1	XP_018477984.1
OG0007652	Aa_G513290.h1.t1, Aa_G12400.h1.t1	XP_018450042.1, XP_018437230.1
OG0007653	Aa_G513310.h1.t1	XP_018453875.1, XP_018488852.1
OG0007654	Aa_G720.h1.t1	XP_018468602.1, XP_018481457.1
OG0007655	Aa_G574960.h1.t1	XP_018451764.1
OG0007656	Aa_G440630.h1.t1	XP_018451400.1
OG0007657	Aa_G334800.h1.t1	XP_018458191.1
OG0007658	Aa_G36820.h1.t1	XP_018485096.1, XP_018490275.1
OG0007659	Aa_G410610.h1.t1	XP_018436162.1
OG0007660	Aa_G584120.h1.t1, Aa_G584150.h1.t1	XP_018488000.1, XP_018478217.1
OG0007661	Aa_G582110.h1.t1	XP_018483133.1, XP_018491277.1, XP_018449520.1
OG0007663	Aa_G611050.h1.t1	XP_018466034.1, XP_018449142.1, XP_018491990.1
OG0007664	Aa_G166340.h1.t1	XP_018440257.1, XP_018492036.1
OG0007665	Aa_G677550.h1.t1	XP_018449392.1, XP_018443652.1
OG0007666	Aa_G286290.h1.t1	XP_018451320.1, XP_018440686.1
OG0007667	Aa_G219780.h1.t1	XP_018450613.1
OG0007668	Aa_G219750.h1.t1	XP_018436929.1, XP_018451524.1, XP_018460807.1
OG0007669	Aa_G256010.h1.t1	XP_018466604.1
OG0007670	Aa_G173600.h1.t1	XP_018442456.1, XP_018442443.1
OG0007671	Aa_G278360.h1.t1	XP_018468555.1, XP_018490948.1
OG0007672	Aa_G150490.h1.t1	XP_018456604.1, XP_018457896.1
OG0007673	Aa_G311540.h1.t1	XP_018440416.1
OG0007674	Aa_G150360.h1.t1	XP_018475825.1, XP_018436531.1
OG0007675	Aa_G581130.h1.t1	XP_018454161.1, XP_018484953.1, XP_018484930.1
OG0007676	Aa_G332150.h1.t1	XP_018484901.1, XP_018441864.1
OG0007677	Aa_G440080.h1.t1	XP_018433876.1, XP_018478342.1
OG0007678	Aa_G438760.h1.t1	XP_018433651.1, XP_018467463.1, XP_018473355.1
OG0007679	Aa_G438730.h1.t1	XP_018442058.1, XP_018474753.1
OG0007680	Aa_G305810.h1.t1	XP_018441819.1, XP_018460521.1, XP_018484350.1
OG0007682	Aa_G12080.h1.t1	XP_018478434.1, XP_018439697.1
OG0007683	Aa_G12130.h1.t1	XP_018483128.1
OG0007684	Aa_G291620.h1.t1	XP_018476612.1, XP_018476613.1
OG0007686	Aa_G576480.h1.t1	XP_018466620.1, XP_018454737.1, XP_018483031.1
OG0007687	Aa_G11080.h1.t1	XP_018482138.1, XP_018434612.1, XP_018434613.1
OG0007688	Aa_G24710.h1.t1	XP_018467469.1, XP_018474831.1, XP_018480751.1
OG0007689	Aa_G80810.h1.t1	XP_018492455.1, XP_018479958.1
OG0007690	Aa_G286480.h1.t1	XP_018441720.1
OG0007691	Aa_G286500.h1.t1	XP_018474909.1, XP_018483003.1, XP_018482920.1
OG0007693	Aa_G78200.h1.t1	XP_018447153.1, XP_018462862.1
OG0007694	Aa_G203420.h1.t1	XP_018469981.1, XP_018469983.1
OG0007695	Aa_G339910.h1.t1	XP_018449386.1, XP_018470233.1
OG0007697	Aa_G45870.h1.t1, Aa_G155370.h1.t1	XP_018462846.1, XP_018453897.1, XP_018454130.1
OG0007698	Aa_G758940.h1.t1	XP_018451787.1, XP_018477218.1
OG0007699	Aa_G287460.h1.t1	XP_018471641.1, XP_018477633.1, XP_018460906.1
OG0007700	Aa_G575630.h1.t1	XP_018470545.1, XP_018451512.1
OG0007701	Aa_G152280.h1.t1	XP_018467885.1, XP_018467871.1, XP_018483856.1
OG0007702	Aa_G152300.h1.t1	XP_018481481.1, XP_018469071.1
OG0007704	Aa_G604440.h1.t1	XP_018448088.1, XP_018448085.1, XP_018453976.1
OG0007705	Aa_G520170.h1.t1	XP_018482979.1, XP_018452516.1
OG0007707	Aa_G524860.h1.t1, Aa_G113340.h1.t1	XP_018455139.1
OG0007708	Aa_G326330.h1.t1	XP_018482662.1, XP_018480374.1
OG0007709	Aa_G451320.h1.t1	XP_018480365.1, XP_018480380.1
OG0007710	Aa_G451310.h1.t1	XP_018478987.1, XP_018480366.1, XP_018468624.1
OG0007711	Aa_G309410.h1.t1	XP_018437117.1, XP_018459326.1
OG0007712	Aa_G113220.h1.t1	XP_018433138.1, XP_018480593.1
OG0007713	Aa_G620590.h1.t1	XP_018464856.1, XP_018482433.1, XP_018436956.1
OG0007714	Aa_G240840.h1.t1	XP_018447682.1, XP_018450536.1
OG0007715	Aa_G55690.h1.t1	XP_018444042.1, XP_018485342.1
OG0007716	Aa_G312620.h1.t1	XP_018457445.1, XP_018474612.1
OG0007717	Aa_G629820.h1.t1	XP_018452194.1, XP_018467980.1
OG0007718	Aa_G396880.h1.t1, Aa_G491480.h1.t1, Aa_G66060.h1.t1, Aa_G372050.h1.t1	XP_018468489.1
OG0007719	Aa_G101860.h1.t1	XP_018459054.1, XP_018454392.1, XP_018454768.1
OG0007720	Aa_G466560.h1.t1	XP_018457054.1
OG0007722	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1	XP_018474806.1
OG0007723	Aa_G124220.h1.t1	XP_018476895.1, XP_018470974.1
OG0007724	Aa_G194480.h1.t1	XP_018493136.1
OG0007725	Aa_G269070.h1.t1	XP_018452760.1
OG0007726	Aa_G384620.h1.t1	XP_018461390.1, XP_018452109.1, XP_018440753.1
OG0007727	Aa_G347030.h1.t1	XP_018485405.1, XP_018440093.1
OG0007728	Aa_G110290.h1.t1	XP_018441298.1, XP_018491463.1
OG0007729	Aa_G313520.h1.t1	XP_018438969.1, XP_018455805.1
OG0007730	Aa_G544700.h1.t1	XP_018492422.1, XP_018437310.1
OG0007731	Aa_G548920.h1.t1	XP_018464588.1
OG0007732	Aa_G306380.h1.t1	XP_018488702.1
OG0007733	Aa_G186960.h1.t1	XP_018471525.1, XP_018472374.1, XP_018464771.1
OG0007734	Aa_G500530.h1.t1	XP_018470459.1
OG0007735	Aa_G226790.h1.t1	XP_018469940.1, XP_018482581.1
OG0007736	Aa_G417310.h1.t1	XP_018483565.1, XP_018472130.1
OG0007737	Aa_G55670.h1.t1	XP_018448953.1, XP_018451937.1, XP_018448950.1
OG0007738	Aa_G19980.h1.t1	XP_018478478.1, XP_018478464.1, XP_018444479.1
OG0007739	Aa_G19930.h1.t1	XP_018477962.1, XP_018472441.1
OG0007740	Aa_G585490.h1.t1	XP_018447534.1
OG0007741	Aa_G736900.h1.t1	XP_018461286.1, XP_018463995.1, XP_018470986.1
OG0007742	Aa_G419820.h1.t1	XP_018478503.1
OG0007743	Aa_G517270.h1.t1	XP_018480971.1
OG0007744	Aa_G277410.h1.t1	XP_018452343.1
OG0007745	Aa_G204100.h1.t1	XP_018449916.1, XP_018469266.1
OG0007746	Aa_G204030.h1.t1	XP_018458512.1, XP_018470428.1
OG0007747	Aa_G203900.h1.t1	XP_018447126.1, XP_018480503.1
OG0007748	Aa_G201460.h1.t1	XP_018484533.1, XP_018451302.1, XP_018471945.1
OG0007749	Aa_G909660.h2.t1, Aa_G909660.h1.t1, Aa_G909660.h3.t1, Aa_G7160.h1.t1, Aa_G188840.h1.t1	XP_018464030.1, XP_018473434.1
OG0007750	Aa_G221230.h1.t1	XP_018480807.1, XP_018467964.1
OG0007751	Aa_G581680.h1.t1	XP_018449914.1, XP_018443861.1
OG0007752	Aa_G318040.h1.t1	XP_018471658.1, XP_018447263.1
OG0007753	Aa_G472160.h1.t1	XP_018481922.1, XP_018448026.1
OG0007754	Aa_G298550.h1.t1	XP_018469535.1
OG0007755	Aa_G70400.h1.t1	XP_018476115.1, XP_018445559.1
OG0007756	Aa_G147010.h1.t1	XP_018437154.1, XP_018454972.1
OG0007757	Aa_G184600.h1.t1	XP_018473276.1, XP_018473306.1, XP_018473232.1, XP_018473245.1
OG0007758	Aa_G243310.h1.t1	XP_018447735.1, XP_018448159.1
OG0007759	Aa_G612970.h1.t1	XP_018458086.1
OG0007760	Aa_G49440.h1.t1	XP_018460246.1, XP_018469637.1
OG0007761	Aa_G49220.h1.t1, Aa_G253020.h1.t1	XP_018449082.1
OG0007762	Aa_G296090.h1.t1	XP_018481906.1, XP_018450005.1, XP_018457809.1
OG0007763	Aa_G296030.h1.t1	XP_018449086.1, XP_018452951.1, XP_018460061.1
OG0007764	Aa_G295980.h1.t1	XP_018457312.1, XP_018460064.1, XP_018449078.1, XP_018464854.1
OG0007765	Aa_G50040.h1.t1	XP_018440181.1, XP_018486595.1
OG0007766	Aa_G52500.h1.t1	XP_018438070.1
OG0007767	Aa_G553350.h1.t1	XP_018489878.1, XP_018490235.1
OG0007768	Aa_G327020.h1.t1	XP_018439172.1, XP_018436452.1, XP_018453925.1, XP_018488766.1, XP_018461474.1
OG0007769	Aa_G327010.h1.t1	XP_018439170.1
OG0007770	Aa_G326990.h1.t1	XP_018461471.1, XP_018465434.1
OG0007772	Aa_G43900.h1.t1	XP_018467062.1, XP_018452983.1
OG0007773	Aa_G44020.h1.t1	XP_018444819.1, XP_018452766.1
OG0007774	Aa_G44060.h1.t1	XP_018437505.1, XP_018463817.1
OG0007775	Aa_G122680.h1.t1	XP_018433830.1, XP_018458444.1
OG0007776	Aa_G272960.h1.t1	XP_018459636.1
OG0007777	Aa_G336780.h1.t1	XP_018459659.1
OG0007778	Aa_G336740.h1.t1	XP_018462960.1, XP_018480203.1, XP_018483466.1, XP_018492311.1
OG0007779	Aa_G364400.h1.t1	XP_018486197.1, XP_018486240.1, XP_018478402.1
OG0007781	Aa_G167740.h1.t1	XP_018445939.1
OG0007782	Aa_G2530.h1.t1	XP_018463298.1, XP_018489612.1
OG0007783	Aa_G2520.h1.t1	XP_018445440.1, XP_018491082.1, XP_018463299.1
OG0007784	Aa_G2460.h1.t1	XP_018488408.1, XP_018446964.1
OG0007785	Aa_G2430.h1.t1	XP_018493593.1
OG0007786	Aa_G2270.h1.t1	XP_018488796.1, XP_018488805.1
OG0007787	Aa_G33540.h1.t1	XP_018465477.1, XP_018444922.1, XP_018489278.1
OG0007788	Aa_G33510.h1.t1	XP_018460097.1, XP_018460086.1, XP_018444911.1
OG0007789	Aa_G128040.h1.t1	XP_018492823.1, XP_018446195.1
OG0007790	Aa_G572540.h1.t1	XP_018445584.1, XP_018466981.1, XP_018459064.1
OG0007791	Aa_G81010.h1.t1	XP_018477240.1
OG0007792	Aa_G81160.h1.t1	XP_018477706.1, XP_018485644.1, XP_018485719.1
OG0007793	Aa_G81180.h1.t1	XP_018443600.1, XP_018491591.1, XP_018491663.1
OG0007794	Aa_G57830.h1.t1	XP_018478633.1, XP_018478618.1
OG0007796	Aa_G354040.h1.t1	XP_018482269.1, XP_018458426.1
OG0007797	Aa_G77340.h1.t1	XP_018444890.1, XP_018488326.1, XP_018460388.1
OG0007798	Aa_G103370.h1.t1	XP_018491416.1, XP_018476781.1
OG0007799	Aa_G218950.h1.t1	XP_018487154.1, XP_018461319.1, XP_018459094.1
OG0007800	Aa_G445410.h1.t1	XP_018440513.1
OG0007801	Aa_G322930.h1.t1	XP_018489948.1, XP_018444780.1
OG0007802	Aa_G322980.h1.t1	XP_018444823.1, XP_018485750.1
OG0007803	Aa_G686840.h1.t1	XP_018465569.1, XP_018432577.1, XP_018460705.1
OG0007804	Aa_G686870.h1.t1	XP_018466146.1, XP_018460712.1, XP_018442143.1
OG0007805	Aa_G340590.h1.t1	XP_018492107.1, XP_018446978.1
OG0007806	Aa_G125400.h1.t1	XP_018434089.1, XP_018475326.1
OG0007807	Aa_G262230.h1.t1	XP_018459986.1, XP_018486274.1
OG0007808	Aa_G262310.h1.t1	XP_018460419.1, XP_018484182.1
OG0007809	Aa_G114310.h1.t1	XP_018466785.1, XP_018466594.1, XP_018489517.1
OG0007810	Aa_G114300.h1.t1	XP_018466236.1
OG0007811	Aa_G114230.h1.t1	XP_018486242.1, XP_018464595.1, XP_018480576.1
OG0007812	Aa_G114180.h1.t1	XP_018485906.1, XP_018481277.1, XP_018481436.1
OG0007813	Aa_G114100.h1.t1	XP_018488434.1, XP_018445504.1
OG0007814	Aa_G98520.h1.t1	XP_018484512.1, XP_018461789.1, XP_018461782.1, XP_018446267.1
OG0007815	Aa_G142860.h1.t1	XP_018459261.1, XP_018459262.1, XP_018473008.1
OG0007816	Aa_G317370.h1.t1	XP_018480970.1
OG0007817	Aa_G114720.h1.t1	XP_018442326.1, XP_018491618.1
OG0007818	Aa_G114810.h1.t1	XP_018464974.1, XP_018489369.1
OG0007819	Aa_G370550.h1.t1	XP_018443895.1, XP_018490194.1
OG0007820	Aa_G513080.h1.t1	XP_018491158.1
OG0007821	Aa_G513090.h1.t1	XP_018491157.1, XP_018445265.1
OG0007822	Aa_G171090.h1.t1	XP_018446235.1, XP_018463766.1, XP_018432539.1
OG0007823	Aa_G268570.h1.t1, Aa_G268580.h1.t1	XP_018461229.1, XP_018461230.1
OG0007824	Aa_G102130.h1.t1	XP_018483969.1, XP_018461202.1, XP_018439709.1
OG0007825	Aa_G359130.h1.t1	XP_018488491.1, XP_018462839.1
OG0007826	Aa_G287270.h1.t1	XP_018491343.1, XP_018485003.1
OG0007827	Aa_G386990.h1.t1	XP_018486901.1, XP_018463160.1
OG0007828	Aa_G462060.h1.t1	XP_018485997.1
OG0007829	Aa_G665380.h1.t1	XP_018491893.1
OG0007830	Aa_G511030.h1.t1	XP_018446979.1, XP_018491964.1
OG0007831	Aa_G318980.h1.t1	XP_018477092.1, XP_018486309.1, XP_018489709.1
OG0007832	Aa_G416680.h1.t1	XP_018489708.1, XP_018486308.1
OG0007833	Aa_G300560.h1.t1	XP_018484437.1, XP_018491554.1
OG0007834	Aa_G300500.h1.t1	XP_018488892.1, XP_018480988.1
OG0007835	Aa_G300490.h1.t1	XP_018486700.1, XP_018443867.1
OG0007836	Aa_G300480.h1.t1	XP_018490434.1
OG0007837	Aa_G277000.h1.t1	XP_018490977.1, XP_018480418.1
OG0007838	Aa_G348550.h1.t1	XP_018458881.1, XP_018458882.1, XP_018492708.1
OG0007839	Aa_G10810.h1.t1	XP_018437315.1, XP_018451244.1
OG0007840	Aa_G393770.h1.t1	XP_018446381.1, XP_018458833.1, XP_018488669.1
OG0007841	Aa_G297370.h1.t1	XP_018486428.1, XP_018478846.1, XP_018464153.1
OG0007842	Aa_G744990.h1.t1	XP_018486530.1, XP_018478229.1
OG0007843	Aa_G402250.h1.t1	XP_018491491.1, XP_018446580.1
OG0007844	Aa_G211610.h1.t1	XP_018442532.1
OG0007845	Aa_G395680.h1.t1	XP_018485642.1, XP_018477799.1, XP_018482842.1
