Orthogroup	Arabis_alpina	Arabidopsis_lyrata_Rawat
OG0008617	Aa_G387280.h1.t1	AL7G26510
OG0008618	Aa_G92290.h1.t1	AL7G29070
OG0008619	Aa_G68700.h1.t1	AL7G29100
OG0008621	Aa_G1034760.h1.t1, Aa_G1034760.h2.t1, Aa_G1032340.h1.t1	AL9U10090
OG0008622	Aa_G32630.h1.t1	AL8G17490
OG0008623	Aa_G28540.h1.t1	AL8G21350, AL8G21340
OG0008625	Aa_G28480.h1.t1	AL43U10060, AL8G21570
OG0008626	Aa_G540540.h1.t1	AL8G22150
OG0008628	Aa_G313110.h1.t1	AL8G24830
OG0008629	Aa_G134160.h1.t1	AL8G28100, AL726U10010
OG0008630	Aa_G669050.h1.t1	AL8G28330
OG0008649	Aa_G158870.h1.t1	AL7G21740
OG0008650	Aa_G646070.h1.t1	AL7G21710
OG0008651	Aa_G360280.h1.t1	AL7G30450
OG0008652	Aa_G171510.h1.t1	nbis-gene-1792
OG0008653	Aa_G656930.h1.t1	AL5G25530
OG0008654	Aa_G500670.h1.t1	AL5G25730
OG0008655	Aa_G737480.h1.t1	AL5G28030
OG0008656	Aa_G522990.h1.t1	AL5G28000
OG0008657	Aa_G226570.h1.t1	AL1G21190
OG0008658	Aa_G197630.h1.t1	AL5G27890
OG0008659	Aa_G420590.h1.t1	AL5G27320
OG0008660	Aa_G710670.h1.t1	AL5G27480
OG0008661	Aa_G343900.h1.t1	AL5G27520
OG0008662	Aa_G623660.h1.t1	AL5G10010
OG0008663	Aa_G312300.h1.t1	AL5G10940
OG0008664	Aa_G245090.h1.t1	AL1G65850, AL7G49340
OG0008665	Aa_G396210.h1.t1	AL6G29320
OG0008666	Aa_G106460.h1.t1	AL6G28960
OG0008667	Aa_G106470.h1.t1	AL6G28940
OG0008668	Aa_G325620.h1.t1	AL6G28770
OG0008669	Aa_G176180.h1.t1	AL3G25920
OG0008670	Aa_G523380.h1.t1	AL6G28370
OG0008671	Aa_G79050.h1.t1	AL6G27770
OG0008672	Aa_G79080.h1.t1	AL6G27760
OG0008673	Aa_G79130.h1.t1	AL6G27710
OG0008674	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1	AL6G27690
OG0008675	Aa_G447900.h1.t1	AL6G27670
OG0008676	Aa_G489990.h1.t1	AL6G27590
OG0008677	Aa_G157980.h1.t1	AL6G27430
OG0008678	Aa_G96770.h1.t1	AL6G27220
OG0008679	Aa_G265180.h1.t1	AL4G43560
OG0008680	Aa_G96870.h1.t1	AL6G27110
OG0008681	Aa_G59240.h1.t1	AL6G27030
OG0008682	Aa_G59280.h1.t1	AL6G26990
OG0008683	Aa_G56490.h1.t1	AL6G26830
OG0008684	Aa_G383470.h1.t1	AL6G26650
OG0008685	Aa_G383490.h1.t1	AL6G26630
OG0008686	Aa_G383500.h1.t1	AL6G26620
OG0008687	Aa_G116370.h1.t1	AL3G43760
OG0008688	Aa_G421110.h1.t1	AL6G26490
OG0008689	Aa_G421080.h1.t1	AL6G26460
OG0008691	Aa_G321060.h1.t1	AL6G26140
OG0008692	Aa_G148580.h1.t1	AL4G28350
OG0008693	Aa_G499790.h1.t1, Aa_G843420.h1.t1, Aa_G843420.h2.t1	AL6G25870
OG0008694	Aa_G54570.h1.t1	AL1G14590
OG0008695	Aa_G471370.h1.t1	AL450U10010, AL3G28020
OG0008696	Aa_G72740.h1.t1	AL6G24940
OG0008697	Aa_G72810.h1.t1	AL6G24860
OG0008698	Aa_G290000.h1.t1	AL6G24570
OG0008700	Aa_G48380.h1.t1, Aa_G48390.h1.t1	AL8G31030
OG0008701	Aa_G209450.h1.t1	AL6G24280
OG0008702	Aa_G388300.h1.t1	AL6G24170
OG0008703	Aa_G19600.h1.t1	AL6G23960
OG0008704	Aa_G19530.h1.t1	AL6G23900
OG0008705	Aa_G385380.h1.t1	AL6G23750
OG0008706	Aa_G385370.h1.t1	AL6G23740
OG0008707	Aa_G385330.h1.t1	AL6G23700
OG0008708	Aa_G385300.h1.t1	AL6G23670
OG0008711	Aa_G491610.h1.t1, Aa_G491600.h1.t1	AL6G23250
OG0008712	Aa_G138200.h1.t1	AL6G23130
OG0008713	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1	AL6G23120
OG0008714	Aa_G256670.h1.t1	AL6G23070
OG0008715	Aa_G256580.h1.t1	AL6G22970
OG0008716	Aa_G215880.h1.t1	AL6G22770
OG0008717	Aa_G215850.h1.t1	AL6G22740
OG0008718	Aa_G279030.h1.t1	AL6G22670
OG0008719	Aa_G279020.h1.t1	AL6G22660
OG0008720	Aa_G278960.h1.t1	AL6G22610
OG0008721	Aa_G116900.h1.t1	AL6G22230
OG0008722	Aa_G158490.h1.t1	AL6G21960
OG0008723	Aa_G441940.h1.t1	AL8G30630
OG0008724	Aa_G84680.h1.t1	AL6G21750
OG0008725	Aa_G486110.h1.t1	AL6G21600
OG0008726	Aa_G486100.h1.t1	AL6G21590
OG0008727	Aa_G168600.h1.t1	AL6G21270
OG0008728	Aa_G168500.h1.t1	AL6G21180
OG0008729	Aa_G98230.h1.t1	AL6G21000
OG0008730	Aa_G356480.h1.t1	AL6G20610, AL6G20640
OG0008731	Aa_G196010.h1.t1	AL6G20480
OG0008732	Aa_G152750.h1.t1	AL6G20300
OG0008733	Aa_G516730.h1.t1	AL6G20110
OG0008734	Aa_G130530.h1.t1	AL6G19730
OG0008735	Aa_G130500.h2.t1, Aa_G130500.h1.t1	AL6G19700
OG0008736	Aa_G130420.h1.t1	AL6G19610
OG0008737	Aa_G210880.h1.t1	AL6G19310
OG0008738	Aa_G210850.h1.t1	AL6G19280
OG0008739	Aa_G142430.h1.t1	AL5G18450
OG0008740	Aa_G125940.h1.t1	AL58U10010, nbis-gene-2082
OG0008741	Aa_G210680.h1.t1	AL6G18880
OG0008742	Aa_G319270.h1.t1	AL6G18640
OG0008743	Aa_G392820.h1.t1	AL6G18430
OG0008744	Aa_G587760.h1.t1	AL6G18290
OG0008745	Aa_G611230.h1.t1	AL6G18250
OG0008746	Aa_G76460.h1.t1	AL6G18160
OG0008747	Aa_G471580.h1.t1	AL6G17890
OG0008748	Aa_G188900.h1.t1	AL6G50120
OG0008749	Aa_G188920.h1.t1	AL6G50100
OG0008750	Aa_G189240.h1.t1	AL6G49840
OG0008751	Aa_G187620.h1.t1, Aa_G189250.h1.t1	AL6G49830
OG0008752	Aa_G187770.h1.t1	AL6G49650
OG0008753	Aa_G353730.h1.t1	nbis-gene-1782
OG0008754	Aa_G577690.h1.t1	AL8G25230
OG0008755	Aa_G130080.h1.t1	AL7G28290
OG0008756	Aa_G130090.h1.t1	AL7G28300
OG0008757	Aa_G67750.h1.t1	AL6G52500
OG0008758	Aa_G205310.h1.t1	AL4G19660
OG0008759	Aa_G1660.h1.t1	AL4G19700
OG0008760	Aa_G3080.h1.t1	AL4G19990
OG0008762	Aa_G529630.h1.t1	AL4G21140
OG0008763	Aa_G342500.h1.t1	AL4G21210
OG0008764	Aa_G180190.h1.t1	AL4G21290, AL128U10030
OG0008765	Aa_G55720.h1.t1	AL4G21320
OG0008766	Aa_G393060.h1.t1	AL5G38350, AL4G22810
OG0008768	Aa_G210650.h1.t1	AL4G22560
OG0008769	Aa_G19590.h1.t1	AL4G22490
OG0008770	Aa_G371190.h1.t1, Aa_G614940.h1.t1	AL4G22470
OG0008771	Aa_G434840.h1.t1	AL4G22360
OG0008772	Aa_G504390.h1.t1	AL4G22220
OG0008773	Aa_G326580.h1.t1	AL4G22070
OG0008774	Aa_G207680.h1.t1	AL4G22040
OG0008775	Aa_G568670.h1.t1	AL4G22030
OG0008776	Aa_G18150.h1.t1	AL4G21650
OG0008777	Aa_G18190.h1.t1	AL4G21590
OG0008778	Aa_G60070.h1.t1	AL4G23090
OG0008779	Aa_G627890.h1.t1	AL4G23150
OG0008780	Aa_G324760.h1.t1	AL4G23310
OG0008781	Aa_G832170.h1.t1	AL4G23320
OG0008782	Aa_G707890.h1.t1	AL4G23330
OG0008783	Aa_G460140.h1.t1	AL4G23400
OG0008784	Aa_G243140.h1.t1	AL4G23410
OG0008785	Aa_G412140.h1.t1	AL4G23500
OG0008786	Aa_G763050.h1.t1	AL4G23620
OG0008787	Aa_G541560.h1.t1	AL4G23960
OG0008788	Aa_G465370.h1.t1	AL558U10020, AL4G23970
OG0008789	Aa_G85620.h1.t1	AL4G24780
OG0008790	Aa_G135350.h1.t1	AL4G24840
OG0008791	Aa_G597530.h1.t1	AL4G24880
OG0008793	Aa_G35360.h1.t1	AL4G25130
OG0008794	Aa_G249090.h1.t1	AL4G25240
OG0008795	Aa_G159340.h1.t1	AL4G25400
OG0008796	Aa_G159360.h1.t1	AL4G25410
OG0008797	Aa_G365420.h1.t1	AL4G25610
OG0008799	Aa_G589110.h1.t1	AL4G26290
OG0008800	Aa_G589100.h1.t1	AL4G26300
OG0008801	Aa_G359460.h1.t1	AL4G26390
OG0008802	Aa_G343110.h1.t1	AL4G26480
OG0008803	Aa_G343080.h1.t1	AL4G26510
OG0008804	Aa_G167510.h1.t1	AL4G26600
OG0008805	Aa_G167460.h1.t1	AL4G26660
OG0008806	Aa_G445710.h1.t1	AL4G27010
OG0008807	Aa_G154800.h1.t1	AL4G27080
OG0008809	Aa_G346370.h1.t1	AL103U10030, AL4G27480
OG0008810	Aa_G117140.h1.t1	AL4G27900
OG0008811	Aa_G243720.h1.t1	AL4G27700
OG0008812	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1	AL9U11200
OG0008814	Aa_G183710.h1.t1	AL4G28310
OG0008815	Aa_G183620.h1.t1	nbis-gene-1068, AL569U10010
OG0008817	Aa_G208750.h1.t1	AL4G28960
OG0008818	Aa_G208740.h1.t1	AL4G28970
OG0008819	Aa_G208710.h1.t1	AL4G29000
OG0008820	Aa_G208660.h1.t1	AL4G29060
OG0008821	Aa_G208550.h1.t1	AL8G17080
OG0008824	Aa_G316920.h1.t1	AL37U10020, AL8G16510
OG0008825	Aa_G756680.h1.t1	AL8G16290
OG0008826	Aa_G756660.h1.t1	AL8G16270
OG0008827	Aa_G215260.h1.t1	AL7G28720
OG0008828	Aa_G215380.h1.t1	AL8G15750
OG0008830	Aa_G166570.h1.t1, Aa_G7900.h1.t1, Aa_G353780.h1.t1	AL7G27980
OG0008832	Aa_G90930.h1.t1	AL7G27790
OG0008833	Aa_G29460.h1.t1	AL1G54240
OG0008834	Aa_G29450.h1.t1	AL1G54110
OG0008835	Aa_G29390.h1.t1	AL1G54060
OG0008836	Aa_G332830.h1.t1	AL1G53890
OG0008837	Aa_G332880.h1.t1	AL1G53750
OG0008838	Aa_G150550.h1.t1, Aa_G513960.h1.t1	AL1G53710
OG0008839	Aa_G128490.h1.t1, Aa_G128480.h1.t1	AL1G52830
OG0008840	Aa_G767080.h1.t1	AL1G53210
OG0008841	Aa_G171130.h1.t1	AL1G53320
OG0008842	Aa_G130860.h1.t1	AL1G41260
OG0008843	Aa_G130720.h1.t1	AL1G41420
OG0008844	Aa_G48130.h1.t1	nbis-gene-166
OG0008845	Aa_G77040.h1.t1	AL3G40840
OG0008846	Aa_G329880.h1.t1	AL1G41860
OG0008847	Aa_G472920.h1.t1	AL1G42030
OG0008848	Aa_G456660.h1.t1	AL1G42770
OG0008849	Aa_G348080.h1.t1	AL1G42980
OG0008850	Aa_G348090.h1.t1	AL1G42990
OG0008851	Aa_G348140.h1.t1	AL1G43070
OG0008852	Aa_G108440.h1.t1	AL1G43490
OG0008853	Aa_G589230.h1.t1	AL8G22880
OG0008854	Aa_G108350.h1.t1	AL1G43580
OG0008855	Aa_G248910.h1.t1	AL1G43780
OG0008856	Aa_G248850.h1.t1	AL1G43880
OG0008857	Aa_G28330.h1.t1	AL1G44270
OG0008858	Aa_G279730.h1.t1	AL1G44710
OG0008859	Aa_G279760.h1.t1	AL1G44750
OG0008860	Aa_G216310.h1.t1	AL1G44820
OG0008861	Aa_G216400.h1.t1	AL1G45000
OG0008862	Aa_G476230.h1.t1	AL1G45150
OG0008863	Aa_G476180.h1.t1	AL1G45200
OG0008864	Aa_G355740.h1.t1	AL1G45380
OG0008866	Aa_G414300.h1.t1	AL1G49750
OG0008867	Aa_G442850.h1.t1	AL8G24600
OG0008868	Aa_G434750.h1.t1	AL1G49570
OG0008869	Aa_G194310.h1.t1	AL1G45900, AL5G22520
OG0008870	Aa_G194180.h1.t1	AL1G46050
OG0008871	Aa_G109250.h1.t1	AL1G46530
OG0008872	Aa_G16490.h1.t1	AL1G46800, AL1G48020
OG0008873	Aa_G52130.h1.t1	AL4G31330
OG0008874	Aa_G435350.h1.t1	AL5G11750
OG0008875	Aa_G146270.h1.t1, Aa_G146260.h1.t1	AL5G12400
OG0008876	Aa_G480380.h1.t1	AL5G13100, AL5G13140
OG0008877	Aa_G122740.h1.t1, Aa_G2350.h1.t1	AL5G44630
OG0008878	Aa_G147090.h1.t1	nbis-gene-2218
OG0008879	Aa_G147120.h1.t1	AL8G44670
OG0008880	Aa_G147140.h1.t1	AL8G44650
OG0008881	Aa_G180820.h1.t1	AL8G44450
OG0008882	Aa_G180840.h1.t1	AL8G44430
OG0008883	Aa_G696710.h1.t1	AL8G44400
OG0008884	Aa_G649310.h1.t1	AL8G44330
OG0008885	Aa_G482310.h1.t1	AL8G44250
OG0008886	Aa_G165770.h1.t1	AL8G44060
OG0008887	Aa_G383180.h1.t1	AL8G44030
OG0008888	Aa_G23650.h1.t1	AL8G43830
OG0008889	Aa_G23570.h1.t1	AL8G43750
OG0008890	Aa_G23470.h1.t1	AL8G43640
OG0008891	Aa_G81340.h1.t1	AL8G43310
OG0008892	Aa_G81370.h1.t1	AL8G43230
OG0008893	Aa_G81470.h1.t1	AL8G43140
OG0008894	Aa_G37270.h1.t1	AL8G42810
OG0008895	Aa_G37130.h1.t1	AL8G42640
OG0008897	Aa_G681050.h1.t1	AL8G42610
OG0008898	Aa_G704380.h1.t1	AL8G42530
OG0008899	Aa_G20740.h1.t1	AL8G42430
OG0008900	Aa_G20840.h1.t1	AL8G42300
OG0008901	Aa_G21050.h1.t1	AL8G42050
OG0008902	Aa_G51570.h1.t1	AL8G41690
OG0008903	Aa_G51690.h1.t1	AL8G41520
OG0008904	Aa_G268300.h1.t1	AL8G41320
OG0008905	Aa_G76210.h1.t1	AL8G41180
OG0008906	Aa_G76150.h1.t1	AL8G41120
OG0008907	Aa_G76070.h1.t1	AL8G41020
OG0008909	Aa_G75160.h1.t1	AL8G40540
OG0008910	Aa_G75330.h1.t1	AL8G40410
OG0008911	Aa_G472750.h1.t1	nbis-gene-2205
OG0008912	Aa_G406280.h1.t1	AL8G39960
OG0008913	Aa_G406190.h1.t1	AL8G39870
OG0008914	Aa_G406150.h1.t1	AL8G39780
OG0008915	Aa_G621050.h1.t1	AL8G39710
OG0008916	Aa_G13780.h1.t1	AL8G39620, AL584U10020
OG0008917	Aa_G13680.h1.t1	AL8G39450
OG0008918	Aa_G13630.h1.t1	AL8G39410
OG0008919	Aa_G13490.h1.t1	AL8G39300
OG0008920	Aa_G13430.h1.t1	AL8G39190
OG0008921	Aa_G315980.h1.t1	AL8G39110
OG0008922	Aa_G131080.h1.t1	AL8G38930
OG0008923	Aa_G131180.h1.t1	AL8G38820
OG0008924	Aa_G61400.h1.t1	AL8G38780
OG0008925	Aa_G61430.h1.t1	AL8G38740
OG0008926	Aa_G61540.h1.t1	AL8G38620
OG0008927	Aa_G435180.h1.t1	AL8G38530
OG0008928	Aa_G257110.h1.t1, Aa_G664910.h1.t1	AL8G38120
OG0008929	Aa_G94980.h1.t1	AL8G37800
OG0008930	Aa_G98000.h1.t1, Aa_G560750.h1.t1	AL6G34210
OG0008931	Aa_G97890.h1.t1	AL6G34340
OG0008932	Aa_G97870.h1.t1	AL6G34390
OG0008933	Aa_G104830.h1.t1	AL6G34570
OG0008934	Aa_G104810.h1.t1	AL6G34600
OG0008935	Aa_G143310.h1.t1	AL6G34740
OG0008936	Aa_G143290.h1.t1	AL6G34770
OG0008937	Aa_G143240.h1.t1	AL6G34830
OG0008938	Aa_G475070.h1.t1	AL6G35260
OG0008939	Aa_G46110.h1.t1	AL6G35650
OG0008940	Aa_G45460.h1.t1	AL6G35980
OG0008941	Aa_G45410.h1.t1	AL6G36020
OG0008942	Aa_G45280.h1.t1	AL6G36180
OG0008943	Aa_G45260.h1.t1	AL6G36210
OG0008944	Aa_G392310.h1.t1	AL6G36310
OG0008945	Aa_G596580.h1.t1	AL6G36600
OG0008947	Aa_G398080.h1.t1	AL6G36810
OG0008948	Aa_G398040.h1.t1	AL6G36830
OG0008949	Aa_G267300.h1.t1	AL6G36910
OG0008950	Aa_G70620.h1.t1	AL6G37070
OG0008951	Aa_G539340.h1.t1	AL6G37650
OG0008952	Aa_G574350.h1.t1	AL6G37790
OG0008953	Aa_G112850.h1.t1	AL6G38220
OG0008954	Aa_G181300.h1.t1	AL6G31070
OG0008955	Aa_G181250.h1.t1	AL6G31160
OG0008956	Aa_G181230.h1.t1	AL6G31120
OG0008957	Aa_G181220.h1.t1	AL6G31110
OG0008958	Aa_G181200.h1.t1	AL6G31100
OG0008959	Aa_G181180.h1.t1	AL6G31080
OG0008960	Aa_G478110.h1.t1	AL6G31250
OG0008961	Aa_G478100.h1.t1	AL6G31260
OG0008962	Aa_G478090.h1.t1	AL6G31270
OG0008964	Aa_G68410.h1.t1	AL6G31450
OG0008965	Aa_G68210.h1.t1, Aa_G171800.h1.t1	AL6G31680
OG0008966	Aa_G68170.h1.t1	AL6G31720
OG0008967	Aa_G68130.h1.t1	AL6G31760
OG0008968	Aa_G68090.h1.t1	AL6G31800
OG0008970	Aa_G15350.h1.t1	AL6G32260
OG0008971	Aa_G501670.h1.t1	AL6G32360
OG0008972	Aa_G501650.h1.t1	AL6G32410
OG0008973	Aa_G633680.h1.t1	AL6G32520
OG0008974	Aa_G404790.h1.t1	AL6G32550
OG0008975	Aa_G404750.h1.t1	AL6G32600
OG0008976	Aa_G404710.h1.t1	AL6G32630
OG0008977	Aa_G9040.h1.t1	nbis-gene-1547
OG0008978	Aa_G8860.h1.t1	AL6G32990
OG0008980	Aa_G459150.h1.t1	AL6G33370
OG0008981	Aa_G707140.h1.t1	AL6G33410
OG0008982	Aa_G173880.h1.t1	AL6G33660
OG0008983	Aa_G88180.h1.t1	AL8G29150
OG0008984	Aa_G815710.h1.t1	AL6G33960
OG0008985	Aa_G583140.h1.t1	AL6G34130
OG0008986	Aa_G127220.h1.t1	AL8G37290
OG0008987	Aa_G362180.h1.t1	AL8G36960
OG0008988	Aa_G234760.h1.t1	AL8G36820
OG0008989	Aa_G33930.h1.t1	AL8G36550
OG0008990	Aa_G33900.h1.t1	AL8G36520
OG0008991	Aa_G821710.h1.t1	AL8G36340
OG0008993	Aa_G448470.h1.t1	AL8G36280
OG0008995	Aa_G225480.h1.t1	AL8G35510
OG0008996	Aa_G345580.h1.t1	AL8G35390
OG0008997	Aa_G345630.h1.t1	AL8G35350
OG0008998	Aa_G345670.h1.t1	AL8G35320, AL139U10030, AL3G40430
OG0008999	Aa_G93990.h1.t1	AL8G34920
OG0009000	Aa_G344380.h1.t1	AL8G34570
OG0009001	Aa_G344260.h1.t1	AL8G34400
OG0009002	Aa_G31490.h1.t1	AL8G34260
OG0009003	Aa_G327720.h1.t1, Aa_G521170.h1.t1	AL1G34040
OG0009004	Aa_G31610.h1.t1	AL8G34140
OG0009005	Aa_G343750.h1.t1	AL2G38920
OG0009006	Aa_G31740.h1.t1	AL8G33930
OG0009007	Aa_G228170.h1.t1	AL8G33650
OG0009008	Aa_G575500.h1.t1	AL8G33530
OG0009009	Aa_G307420.h1.t1	AL8G33350
OG0009010	Aa_G307350.h1.t1	AL8G33270
OG0009011	Aa_G307330.h1.t1	AL8G33250
OG0009012	Aa_G69070.h1.t1	AL8G33170
OG0009013	Aa_G69040.h1.t1	AL8G33110
OG0009015	Aa_G641870.h1.t1	AL52U10060, AL8G32850
OG0009016	Aa_G197800.h1.t1	AL52U10040
OG0009017	Aa_G355120.h1.t1	AL8G32730
OG0009018	Aa_G21900.h1.t1	AL8G32690
OG0009019	Aa_G21980.h1.t1	AL8G32630
OG0009020	Aa_G22010.h1.t1	AL8G32590
OG0009021	Aa_G22200.h1.t1	AL8G32400
OG0009022	Aa_G232840.h1.t1	AL8G32370
OG0009023	Aa_G242720.h1.t1	AL8G32010
OG0009024	Aa_G242680.h1.t1	AL8G31990
OG0009025	Aa_G216620.h1.t1	AL8G31850, AL191U10010
OG0009026	Aa_G216550.h1.t1	AL8G31920
OG0009027	Aa_G441210.h1.t1	AL8G31550
OG0009028	Aa_G441220.h1.t1	AL8G31540, AL840U10010, AL8G31520
OG0009029	Aa_G673800.h1.t1	AL236U10010, AL8G31440
OG0009031	Aa_G48520.h1.t1	AL8G31180
OG0009032	Aa_G48430.h1.t1	AL8G31090
OG0009033	Aa_G48420.h1.t1	AL8G31080
OG0009034	Aa_G442060.h1.t1	AL8G30760
OG0009036	Aa_G441950.h1.t1	AL8G30640
OG0009037	Aa_G483090.h1.t1	AL8G30560, AL989U10010
OG0009038	Aa_G489810.h1.t1	AL8G30450
OG0009039	Aa_G225230.h1.t1	AL5G29360
OG0009040	Aa_G102540.h1.t1	AL5G29010
OG0009041	Aa_G102560.h1.t1	AL5G28970
OG0009042	Aa_G608650.h1.t1	AL5G28610
OG0009043	Aa_G411730.h1.t1	AL5G28560
OG0009044	Aa_G106860.h1.t1	AL5G28420
OG0009045	Aa_G426080.h1.t1	AL5G28270
OG0009046	Aa_G184110.h1.t1	AL8G29430
OG0009047	Aa_G54480.h1.t1	AL8G29600
OG0009048	Aa_G99730.h1.t1	AL6G50770
OG0009049	Aa_G188870.h1.t1	AL6G50150
OG0009050	Aa_G35760.h1.t1	AL4G17410
OG0009051	Aa_G275580.h1.t1	AL6G17710
OG0009053	Aa_G277400.h1.t1	AL2G10160
OG0009054	Aa_G386470.h1.t1	AL6G16960
OG0009055	Aa_G420750.h1.t1	AL6G16770
OG0009056	Aa_G414690.h1.t1	AL6G16530
OG0009057	Aa_G414740.h1.t1	AL6G16490
OG0009058	Aa_G414850.h1.t1	AL6G16320
OG0009059	Aa_G209780.h1.t1	AL6G16260
OG0009060	Aa_G449390.h1.t1	AL6G29740
OG0009061	Aa_G449380.h1.t1	AL6G29730
OG0009062	Aa_G233430.h1.t1	AL1G40120
OG0009063	Aa_G195310.h1.t1	AL6G16020
OG0009064	Aa_G431800.h1.t1	AL1G40300
OG0009065	Aa_G195260.h1.t1	AL6G15950
OG0009066	Aa_G195250.h1.t1	AL6G15940
OG0009068	Aa_G526550.h1.t1	AL6G15590
OG0009069	Aa_G464260.h1.t1	AL6G15480
OG0009070	Aa_G170410.h1.t1	AL6G15350
OG0009071	Aa_G170460.h1.t1	AL6G15290
OG0009072	Aa_G170570.h1.t1	AL6G15130
OG0009073	Aa_G353300.h1.t1	AL6G15040
OG0009074	Aa_G353310.h1.t1	AL6G15030
OG0009075	Aa_G374580.h1.t1, Aa_G757360.h1.t1	AL4G41380
OG0009076	Aa_G634260.h1.t1	AL6G14850, nbis-gene-1463
OG0009077	Aa_G303900.h1.t1	AL6G14700
OG0009078	Aa_G303890.h1.t1	AL6G14690
OG0009079	Aa_G331800.h1.t1	AL6G14490
OG0009080	Aa_G73110.h1.t1	AL6G14080
OG0009081	Aa_G181590.h1.t1	AL6G13940
OG0009082	Aa_G191770.h1.t1	AL6G13870
OG0009083	Aa_G140710.h1.t1	AL6G13820
OG0009084	Aa_G299910.h1.t1	AL6G53060
OG0009086	Aa_G259060.h1.t1	AL6G13540
OG0009087	Aa_G337170.h1.t1	AL6G13450
OG0009088	Aa_G226350.h1.t1	AL6G13370
OG0009089	Aa_G226380.h1.t1	AL6G13300
OG0009090	Aa_G226400.h1.t1	AL6G13260
OG0009091	Aa_G124240.h1.t1	AL8G25050
OG0009092	Aa_G519960.h1.t1	AL6G13180
OG0009093	Aa_G625630.h1.t1	AL6G12980
OG0009094	Aa_G170070.h1.t1	AL6G12970
OG0009095	Aa_G259900.h1.t1	AL6G12650
OG0009096	Aa_G456290.h1.t1	AL6G12520
OG0009097	Aa_G451910.h1.t1	AL6G12450
OG0009098	Aa_G260820.h1.t1	AL6G12160
OG0009099	Aa_G462870.h1.t1	AL1G51910
OG0009100	Aa_G506860.h1.t1	AL6G11780
OG0009101	Aa_G85270.h1.t1	AL6G11620
OG0009102	Aa_G274570.h1.t1	AL6G11470
OG0009103	Aa_G18880.h1.t1	AL6G11360
OG0009104	Aa_G18710.h1.t1	nbis-gene-1435
OG0009105	Aa_G53900.h1.t1	AL6G10460
OG0009106	Aa_G626120.h1.t1	AL6G10410
OG0009107	Aa_G481280.h1.t1	AL6G10350
OG0009108	Aa_G264680.h1.t1	AL8G21460, AL6G10270
OG0009109	Aa_G264640.h1.t1	AL6G10230
OG0009110	Aa_G264650.h1.t1	AL6G10240
OG0009111	Aa_G271690.h1.t1	AL6G10040
OG0009112	Aa_G266760.h1.t1	AL7G49190
OG0009113	Aa_G352850.h1.t1	AL7G48780
OG0009114	Aa_G427080.h1.t1, Aa_G924840.h1.t1	AL7G48760
OG0009115	Aa_G370870.h1.t1	AL7G48580
OG0009116	Aa_G298380.h1.t1	AL7G48500
OG0009117	Aa_G298350.h1.t1	AL7G48470
OG0009118	Aa_G298330.h1.t1	AL7G48450
OG0009119	Aa_G258610.h1.t1	AL3G19300
OG0009120	Aa_G184950.h1.t1	AL7G47250
OG0009121	Aa_G238990.h1.t1	AL2G41560
OG0009122	Aa_G239030.h1.t1	AL2G41600
OG0009123	Aa_G239080.h1.t1	AL2G41650
OG0009125	Aa_G706630.h1.t1	AL2G41500
OG0009126	Aa_G389050.h1.t1, Aa_G389010.h1.t1	AL2G41420
OG0009127	Aa_G385750.h1.t1	AL2G41400
OG0009128	Aa_G385730.h1.t1	AL2G41370
OG0009129	Aa_G385680.h1.t1	AL2G41320
OG0009130	Aa_G497480.h1.t1	AL2G41270
OG0009131	Aa_G312130.h1.t1	AL2G41150
OG0009132	Aa_G410440.h1.t1	AL2G40930
OG0009134	Aa_G21560.h1.t1, Aa_G21550.h1.t1, Aa_G21540.h1.t1	AL2G40810
OG0009135	Aa_G21570.h1.t1	AL2G40800
OG0009136	Aa_G21710.h1.t1	AL2G40620
OG0009137	Aa_G462540.h1.t1	AL2G40540
OG0009138	Aa_G293620.h1.t1	AL2G40440
OG0009139	Aa_G293640.h1.t1	AL2G40420
OG0009140	Aa_G293680.h1.t1	AL2G40390
OG0009141	Aa_G145410.h1.t1	AL2G40090
OG0009142	Aa_G444610.h1.t1	AL2G39550
OG0009143	Aa_G293080.h1.t1	AL2G39380
OG0009144	Aa_G457950.h1.t1	AL2G39190
OG0009145	Aa_G335470.h1.t1	AL2G39110
OG0009146	Aa_G656430.h1.t1	AL2G38990
OG0009147	Aa_G470670.h1.t1	AL2G38790
OG0009148	Aa_G470690.h1.t1	nbis-gene-615, AL60U10070
OG0009149	Aa_G780420.h1.t1, Aa_G780430.h1.t1	AL2G38740
OG0009150	Aa_G197890.h1.t1	AL2G38410
OG0009151	Aa_G204350.h1.t1, Aa_G424920.h1.t1, Aa_G139250.h1.t1	AL2G38350
OG0009152	Aa_G526860.h1.t1	AL2G38080
OG0009153	Aa_G17970.h1.t1, Aa_G697310.h1.t1	AL5G21950
OG0009154	Aa_G121560.h1.t1	AL2G37980, AL89U10030
OG0009156	Aa_G129240.h1.t1	AL2G37600
OG0009157	Aa_G129210.h1.t1	AL2G37590
OG0009158	Aa_G104290.h1.t1	AL2G37470
OG0009159	Aa_G104360.h1.t1	AL2G37390
