Orthogroup	Arabis_alpina	Rorippa_islandica
OG0010648	Aa_G542310.h1.t1	Roisl.0213s0511.1.p
OG0010649	Aa_G109290.h1.t1	Roisl.0209s0189.1.p
OG0010650	Aa_G16410.h1.t1	Roisl.0209s0176.1.p
OG0010652	Aa_G16550.h1.t1, Aa_G549300.h1.t1	Roisl.0209s0158.1.p
OG0010653	Aa_G16570.h1.t1	Roisl.0209s0156.1.p
OG0010654	Aa_G344920.h1.t1	Roisl.0011s0157.1.p
OG0010655	Aa_G146230.h1.t1	Roisl.0011s0172.1.p
OG0010656	Aa_G146250.h1.t1	Roisl.0011s0174.1.p
OG0010657	Aa_G374600.h1.t1	Roisl.0028s0061.1.p, Roisl.0028s0341.1.p
OG0010658	Aa_G279540.h1.t1	Roisl.0011s0196.1.p
OG0010659	Aa_G171930.h1.t1	Roisl.0011s0201.1.p
OG0010660	Aa_G480480.h1.t1	Roisl.0011s0253.1.p
OG0010661	Aa_G147060.h1.t1	Roisl.0024s0601.1.p
OG0010662	Aa_G147160.h1.t1	Roisl.0024s0589.1.p
OG0010663	Aa_G180730.h1.t1	Roisl.0024s0583.1.p
OG0010664	Aa_G180830.h1.t1	Roisl.0024s0574.1.p
OG0010666	Aa_G165940.h1.t1	Roisl.0024s0552.1.p
OG0010667	Aa_G165860.h1.t1	Roisl.0024s0547.1.p
OG0010668	Aa_G165850.h1.t1	Roisl.0024s0546.1.p
OG0010669	Aa_G165820.h1.t1	Roisl.0024s0543.1.p
OG0010670	Aa_G383040.h1.t1	Roisl.0024s0525.1.p
OG0010671	Aa_G383010.h1.t1	Roisl.0024s0522.1.p
OG0010672	Aa_G23630.h1.t1	Roisl.0024s0511.1.p, Roisl.0210s1731.1.p
OG0010673	Aa_G334270.h1.t1	Roisl.0214s0051.1.p
OG0010674	Aa_G23380.h1.t1	Roisl.0024s0483.1.p
OG0010675	Aa_G524590.h1.t1, Aa_G500330.h1.t1	Roisl.0024s0475.1.p
OG0010676	Aa_G500360.h1.t1	Roisl.0024s0473.1.p
OG0010677	Aa_G81350.h1.t1	Roisl.0024s0462.1.p
OG0010680	Aa_G37230.h1.t1	Roisl.0024s0413.1.p
OG0010681	Aa_G720630.h1.t1, Aa_G704370.h1.t1	Roisl.0024s0395.1.p
OG0010682	Aa_G20900.h1.t1	Roisl.0024s0364.1.p
OG0010683	Aa_G20950.h1.t1	Roisl.0024s0359.1.p
OG0010684	Aa_G21060.h1.t1	Roisl.0024s0347.1.p
OG0010685	Aa_G51520.h1.t1	Roisl.0024s0318.1.p
OG0010686	Aa_G51620.h1.t1	Roisl.0024s0309.1.p
OG0010688	Aa_G268420.h1.t1	Roisl.0024s0298.1.p
OG0010689	Aa_G268270.h1.t1	Roisl.0024s0283.1.p
OG0010690	Aa_G268200.h1.t1	Roisl.0024s0276.1.p
OG0010691	Aa_G76130.h1.t1	Roisl.0024s0265.1.p
OG0010692	Aa_G76090.h1.t1	Roisl.0024s0260.1.p
OG0010693	Aa_G76080.h1.t1	Roisl.0024s0259.1.p
OG0010694	Aa_G76040.h1.t1	Roisl.0024s0255.1.p
OG0010695	Aa_G75200.h1.t1	Roisl.0024s0223.1.p
OG0010696	Aa_G75270.h1.t1	Roisl.0024s0214.1.p
OG0010697	Aa_G372920.h1.t1	Roisl.0200s0020.1.p
OG0010698	Aa_G621030.h1.t1	Roisl.0024s0141.1.p
OG0010699	Aa_G13730.h1.t1	Roisl.0024s0129.1.p
OG0010700	Aa_G13640.h1.t1	Roisl.0024s0120.1.p
OG0010701	Aa_G315950.h1.t1	Roisl.0080s0021.1.p
OG0010702	Aa_G131070.h1.t1	Roisl.0080s0034.1.p
OG0010703	Aa_G435190.h1.t1	Roisl.0080s0076.1.p
OG0010704	Aa_G583390.h1.t1	Roisl.0080s0087.1.p
OG0010705	Aa_G448830.h1.t1	Roisl.0080s0117.1.p
OG0010706	Aa_G165580.h1.t1	Roisl.0080s0187.1.p
OG0010707	Aa_G97860.h1.t1	Roisl.0210s1984.1.p
OG0010708	Aa_G746030.h1.t1	Roisl.0210s1987.1.p
OG0010709	Aa_G746020.h1.t1	Roisl.0210s1988.1.p
OG0010711	Aa_G637270.h1.t1	Roisl.0210s2008.1.p
OG0010712	Aa_G143230.h1.t1	Roisl.0210s2026.1.p
OG0010713	Aa_G170360.h1.t1	Roisl.0042s0115.1.p
OG0010714	Aa_G475000.h1.t1	Roisl.0210s2056.1.p
OG0010715	Aa_G377430.h1.t1	Roisl.0046s0073.1.p
OG0010716	Aa_G377440.h1.t1	Roisl.0046s0074.1.p
OG0010717	Aa_G46230.h1.t1	Roisl.0046s0080.1.p
OG0010718	Aa_G46200.h1.t1	Roisl.0046s0083.1.p
OG0010719	Aa_G46160.h1.t1	Roisl.0046s0089.1.p
OG0010721	Aa_G45390.h1.t1	Roisl.0046s0125.1.p
OG0010722	Aa_G45320.h1.t1	Roisl.0046s0133.1.p
OG0010723	Aa_G45300.h1.t1	Roisl.0046s0137.1.p
OG0010724	Aa_G392330.h1.t1	Roisl.0046s0146.1.p
OG0010725	Aa_G169020.h1.t1	Roisl.0046s0168.1.p
OG0010726	Aa_G552750.h1.t1	Roisl.0046s0237.1.p
OG0010727	Aa_G539210.h1.t1	Roisl.0046s0242.1.p
OG0010728	Aa_G539220.h1.t1	Roisl.0046s0243.1.p
OG0010729	Aa_G170.h1.t1	Roisl.0049s0013.1.p
OG0010730	Aa_G574370.h1.t1	Roisl.0046s0269.1.p
OG0010731	Aa_G574380.h1.t1	Roisl.0046s0270.1.p
OG0010732	Aa_G112780.h1.t1, Aa_G112790.h1.t1	Roisl.0210s1669.1.p
OG0010733	Aa_G181340.h1.t1	Roisl.0210s1654.1.p
OG0010734	Aa_G181270.h1.t1	Roisl.0210s1682.1.p
OG0010735	Aa_G230460.h1.t1	Roisl.0210s1703.1.p
OG0010736	Aa_G230370.h1.t1	Roisl.0210s1711.1.p
OG0010737	Aa_G68290.h1.t1	Roisl.0210s1729.1.p
OG0010739	Aa_G68270.h1.t1	Roisl.0210s1732.1.p
OG0010740	Aa_G68230.h1.t1	Roisl.0210s1736.1.p
OG0010741	Aa_G68160.h1.t1	Roisl.0210s1745.1.p
OG0010742	Aa_G662230.h1.t1, Aa_G755180.h1.t1	Roisl.0210s1760.1.p
OG0010743	Aa_G15450.h1.t1	Roisl.0210s1786.1.p
OG0010744	Aa_G15370.h1.t1	Roisl.0210s1794.1.p
OG0010745	Aa_G314240.h1.t1	Roisl.0210s1799.1.p
OG0010746	Aa_G633720.h1.t1	Roisl.0210s1817.1.p
OG0010747	Aa_G444290.h1.t1	Roisl.0210s1837.1.p
OG0010748	Aa_G9110.h1.t1	Roisl.0210s1845.1.p
OG0010749	Aa_G9070.h1.t1	Roisl.0210s1849.1.p
OG0010750	Aa_G9060.h1.t1	Roisl.0210s1850.1.p
OG0010751	Aa_G9010.h1.t1	Roisl.0210s1855.1.p
OG0010752	Aa_G8880.h1.t1	Roisl.0210s1861.1.p
OG0010753	Aa_G8640.h1.t1	Roisl.0210s1886.1.p
OG0010754	Aa_G459180.h1.t1	Roisl.0210s1892.1.p
OG0010755	Aa_G447590.h1.t1	Roisl.0210s1907.1.p
OG0010756	Aa_G173990.h1.t1, Aa_G174000.h1.t1	Roisl.0210s1915.1.p
OG0010757	Aa_G173980.h1.t1, Aa_G374060.h1.t1	Roisl.0210s1916.1.p
OG0010758	Aa_G173930.h1.t1	Roisl.0189s0268.1.p, Roisl.0027s0045.1.p
OG0010759	Aa_G173910.h1.t1	Roisl.0210s1921.1.p
OG0010760	Aa_G470820.h1.t1	Roisl.0210s1939.1.p
OG0010761	Aa_G127280.h1.t1	Roisl.0080s0193.1.p
OG0010762	Aa_G337330.h1.t1	Roisl.0080s0223.1.p
OG0010763	Aa_G338290.h1.t1	Roisl.0080s0226.1.p
OG0010764	Aa_G362140.h1.t1	Roisl.0080s0233.1.p
OG0010765	Aa_G324960.h1.t1	Roisl.0028s0590.1.p
OG0010766	Aa_G28260.h1.t1	Roisl.0080s0318.1.p
OG0010767	Aa_G28210.h1.t1	Roisl.0080s0324.1.p
OG0010768	Aa_G28110.h1.t1	Roisl.0080s0333.1.p
OG0010769	Aa_G28100.h1.t1	Roisl.0080s0334.1.p
OG0010770	Aa_G28060.h1.t1	Roisl.0080s0339.1.p
OG0010772	Aa_G225500.h1.t1	Roisl.0080s0377.1.p
OG0010773	Aa_G345570.h1.t1	Roisl.0080s0385.1.p
OG0010774	Aa_G19190.h1.t1, Aa_G345640.h1.t1	Roisl.0080s0392.1.p
OG0010775	Aa_G148080.h1.t1	Roisl.0080s0407.1.p
OG0010776	Aa_G147970.h1.t1	Roisl.0080s0415.1.p, Roisl.0074s0005.1.p
OG0010777	Aa_G147960.h1.t1	Roisl.0080s0416.1.p
OG0010778	Aa_G344320.h1.t1	Roisl.0080s0459.1.p
OG0010779	Aa_G344220.h1.t1	Roisl.0080s0468.1.p
OG0010780	Aa_G344210.h1.t1	Roisl.0080s0469.1.p
OG0010781	Aa_G344200.h1.t1	Roisl.0080s0470.1.p
OG0010782	Aa_G31470.h1.t1	Roisl.0080s0476.1.p
OG0010783	Aa_G31550.h1.t1	Roisl.0080s0484.1.p
OG0010784	Aa_G31650.h1.t1	Roisl.0080s0494.1.p
OG0010785	Aa_G31620.h1.t1	Roisl.0080s0491.1.p
OG0010786	Aa_G31630.h1.t1	Roisl.0080s0492.1.p
OG0010787	Aa_G31670.h1.t1	Roisl.0080s0496.1.p
OG0010788	Aa_G31730.h1.t1	Roisl.0080s0506.1.p
OG0010789	Aa_G31810.h1.t1	Roisl.0080s0514.1.p
OG0010790	Aa_G227620.h1.t1	Roisl.0080s0518.1.p
OG0010791	Aa_G227640.h1.t1	Roisl.0080s0521.1.p
OG0010792	Aa_G227690.h1.t1	Roisl.0080s0528.1.p
OG0010793	Aa_G307740.h1.t1	Roisl.0080s0554.1.p
OG0010794	Aa_G69080.h1.t1	Roisl.0080s0583.1.p
OG0010795	Aa_G197840.h1.t1	Roisl.0080s0615.1.p
OG0010796	Aa_G22000.h1.t1	Roisl.0080s0633.1.p
OG0010797	Aa_G22020.h1.t1, Aa_G488010.h1.t1	Roisl.0080s0640.1.p
OG0010798	Aa_G22160.h1.t1	Roisl.0080s0654.1.p
OG0010799	Aa_G308010.h1.t1	Roisl.0080s0672.1.p
OG0010800	Aa_G216670.h1.t1	Roisl.0080s0709.1.p
OG0010801	Aa_G253190.h1.t1	Roisl.0080s0715.1.p
OG0010802	Aa_G537150.h1.t1	Roisl.0080s0725.1.p
OG0010803	Aa_G417990.h1.t1	Roisl.0080s0761.1.p
OG0010804	Aa_G418010.h1.t1	Roisl.0080s0763.1.p
OG0010805	Aa_G48500.h1.t1	Roisl.0080s0773.1.p
OG0010806	Aa_G199300.h1.t1	Roisl.0019s0254.1.p
OG0010807	Aa_G620600.h1.t1	Roisl.0046s1033.1.p
OG0010808	Aa_G59080.h1.t1	Roisl.0080s0794.1.p
OG0010810	Aa_G641460.h1.t1	Roisl.0080s0827.1.p
OG0010812	Aa_G149040.h1.t1	Roisl.0080s0846.1.p
OG0010813	Aa_G445120.h1.t1	Roisl.0046s0828.1.p
OG0010814	Aa_G106800.h1.t1	Roisl.0046s0820.1.p
OG0010815	Aa_G106930.h1.t1	Roisl.0046s0805.1.p
OG0010816	Aa_G141240.h1.t1	Roisl.0052s0066.1.p, Roisl.0184s0122.1.p
OG0010817	Aa_G88100.h1.t1	Roisl.0052s0040.1.p
OG0010818	Aa_G578850.h1.t1	Roisl.0052s0047.1.p
OG0010819	Aa_G54560.h1.t1	Roisl.0052s0014.1.p
OG0010820	Aa_G191670.h1.t1, Aa_G115790.h1.t1	Roisl.0191s0678.1.p
OG0010821	Aa_G90070.h1.t1, Aa_G90090.h1.t1	Roisl.0020s0015.1.p
OG0010822	Aa_G588700.h1.t1	Roisl.0082s0430.1.p
OG0010823	Aa_G179940.h1.t1	Roisl.0082s0421.1.p
OG0010824	Aa_G179950.h1.t1	Roisl.0082s0420.1.p
OG0010825	Aa_G188720.h1.t1	Roisl.0082s0407.1.p
OG0010826	Aa_G188750.h1.t1	Roisl.0082s0404.1.p
OG0010827	Aa_G188790.h1.t1	Roisl.0082s0401.1.p
OG0010828	Aa_G762810.h1.t1	Roisl.0210s0464.1.p
OG0010829	Aa_G244270.h1.t1	Roisl.0210s0453.1.p
OG0010830	Aa_G233510.h1.t1	Roisl.0191s0448.1.p
OG0010831	Aa_G244430.h1.t1	Roisl.0210s0437.1.p
OG0010832	Aa_G672360.h1.t1	Roisl.0210s0434.1.p
OG0010833	Aa_G640320.h1.t1	Roisl.0210s0433.1.p
OG0010835	Aa_G386450.h1.t1	Roisl.0210s0415.1.p
OG0010836	Aa_G494040.h1.t1	Roisl.0042s0004.1.p
OG0010837	Aa_G209760.h1.t1	Roisl.0042s0037.1.p
OG0010838	Aa_G209790.h1.t1	Roisl.0042s0040.1.p
OG0010839	Aa_G307570.h1.t1	Roisl.0042s0050.1.p
OG0010840	Aa_G307550.h1.t1	Roisl.0042s0052.1.p
OG0010841	Aa_G464280.h1.t1	Roisl.0042s0108.1.p
OG0010843	Aa_G170370.h1.t1	Roisl.0042s0117.1.p
OG0010844	Aa_G170470.h1.t1, Aa_G243020.h1.t1	Roisl.0042s0125.1.p
OG0010845	Aa_G927590.h1.t1, Aa_G170530.h1.t1	Roisl.0042s0132.1.p
OG0010848	Aa_G303950.h1.t1	Roisl.0042s0159.1.p
OG0010849	Aa_G331820.h1.t1	Roisl.0030s0205.1.p
OG0010850	Aa_G162580.h1.t1	Roisl.0021s0601.1.p
OG0010851	Aa_G73140.h1.t1	Roisl.0030s0176.1.p
OG0010852	Aa_G255000.h1.t1	Roisl.0191s0329.1.p
OG0010853	Aa_G181570.h1.t1	Roisl.0030s0162.1.p
OG0010854	Aa_G337150.h1.t1	Roisl.0030s0116.1.p
OG0010855	Aa_G226370.h1.t1	Roisl.0030s0101.1.p
OG0010856	Aa_G226390.h1.t1	Roisl.0030s0098.1.p
OG0010857	Aa_G520010.h1.t1, Aa_G324420.h1.t1	Roisl.0030s0086.1.p
OG0010858	Aa_G170170.h1.t1	Roisl.0030s0064.1.p
OG0010859	Aa_G456340.h1.t1	Roisl.0030s0045.1.p
OG0010860	Aa_G456330.h1.t1	Roisl.0006s0104.1.p
OG0010861	Aa_G451870.h1.t1	Roisl.0030s0027.1.p
OG0010862	Aa_G260700.h1.t1, Aa_G260710.h1.t1	Roisl.0034s0169.1.p
OG0010864	Aa_G260570.h1.t1	Roisl.0034s0162.1.p
OG0010865	Aa_G506890.h1.t1	Roisl.0034s0158.1.p
OG0010866	Aa_G274580.h1.t1	Roisl.0034s0129.1.p
OG0010867	Aa_G274510.h1.t1	Roisl.0034s0123.1.p
OG0010868	Aa_G18890.h1.t1	Roisl.0034s0120.1.p
OG0010869	Aa_G18700.h1.t1	Roisl.0034s0106.1.p
OG0010870	Aa_G18590.h1.t1	Roisl.0034s0098.1.p
OG0010871	Aa_G443040.h1.t1	Roisl.0034s0093.1.p
OG0010872	Aa_G612080.h1.t1	Roisl.0034s0081.1.p
OG0010873	Aa_G420130.h1.t1	Roisl.0034s0072.1.p, Roisl.0034s0077.1.p
OG0010874	Aa_G53820.h1.t1	Roisl.0034s0044.1.p
OG0010875	Aa_G264610.h1.t1	Roisl.0028s0212.1.p, Roisl.0034s0023.1.p
OG0010877	Aa_G271720.h1.t1	Roisl.0034s0009.1.p
OG0010878	Aa_G266710.h1.t1	Roisl.0009s0176.1.p
OG0010879	Aa_G266750.h1.t1	Roisl.0009s0173.1.p
OG0010880	Aa_G370890.h1.t1	Roisl.0009s0132.1.p
OG0010881	Aa_G298270.h1.t1	Roisl.0009s0110.1.p
OG0010882	Aa_G165370.h1.t1	Roisl.0009s0090.1.p
OG0010883	Aa_G165300.h1.t1	Roisl.0009s0085.1.p
OG0010884	Aa_G201130.h1.t1	Roisl.0009s0068.1.p
OG0010885	Aa_G506070.h1.t1	Roisl.0214s0510.1.p
OG0010886	Aa_G184850.h1.t1	Roisl.0200s0022.1.p
OG0010887	Aa_G239150.h1.t1	Roisl.0115s0007.1.p
OG0010888	Aa_G239230.h1.t1	Roisl.0115s0016.1.p
OG0010889	Aa_G239260.h1.t1	Roisl.0115s0018.1.p
OG0010890	Aa_G497400.h1.t1	Roisl.0115s0068.1.p, Roisl.0115s0067.1.p
OG0010891	Aa_G312060.h1.t1	Roisl.0115s0078.1.p
OG0010892	Aa_G21630.h1.t1	Roisl.0115s0114.1.p
OG0010893	Aa_G21770.h1.t1	Roisl.0115s0131.1.p
OG0010894	Aa_G265780.h1.t1	Roisl.0115s0160.1.p
OG0010895	Aa_G145270.h1.t1	Roisl.0115s0192.1.p
OG0010896	Aa_G444550.h1.t1	Roisl.0115s0221.1.p
OG0010897	Aa_G99350.h1.t1	Roisl.0209s0356.1.p
OG0010898	Aa_G335540.h1.t1	Roisl.0004s0026.1.p, Roisl.0209s0665.1.p
OG0010899	Aa_G397150.h1.t1, Aa_G397150.h2.t1, Aa_G237410.h1.t1	Roisl.0001s0415.1.p
OG0010901	Aa_G508930.h1.t1	Roisl.0004s0066.1.p
OG0010902	Aa_G508970.h1.t1	Roisl.0004s0074.1.p
OG0010903	Aa_G197880.h1.t1	Roisl.0004s0089.1.p
OG0010904	Aa_G204360.h1.t1	Roisl.0004s0091.1.p
OG0010905	Aa_G526840.h1.t1	Roisl.0004s0108.1.p
OG0010906	Aa_G121530.h1.t1	Roisl.0004s0126.1.p
OG0010907	Aa_G129450.h1.t1	Roisl.0004s0139.1.p
OG0010908	Aa_G129270.h1.t1	Roisl.0004s0155.1.p
OG0010909	Aa_G129250.h1.t1	Roisl.0004s0157.1.p
OG0010910	Aa_G141970.h1.t1, Aa_G104320.h1.t1	Roisl.0004s0172.1.p
OG0010911	Aa_G215610.h1.t1	Roisl.0004s0188.1.p
OG0010912	Aa_G111010.h1.t1	Roisl.0004s0232.1.p
OG0010913	Aa_G50950.h1.t1	Roisl.0115s0330.1.p
OG0010914	Aa_G490440.h1.t1	Roisl.0087s0015.1.p
OG0010915	Aa_G315400.h1.t1	Roisl.0004s0263.1.p
OG0010916	Aa_G750960.h1.t1	Roisl.0021s0612.1.p, Roisl.0021s0613.1.p
OG0010917	Aa_G410730.h1.t1	Roisl.0004s0287.1.p
OG0010918	Aa_G6700.h1.t1	Roisl.0210s0208.1.p
OG0010919	Aa_G822040.h1.t1, Aa_G64910.h1.t1	Roisl.0004s0324.1.p
OG0010920	Aa_G348770.h1.t1	Roisl.0004s0363.1.p
OG0010921	Aa_G259380.h1.t1	Roisl.0004s0382.1.p
OG0010922	Aa_G259420.h1.t1	Roisl.0004s0386.1.p
OG0010923	Aa_G199530.h1.t1	Roisl.0066s0194.1.p
OG0010924	Aa_G199540.h1.t1, Aa_G141620.h1.t1, Aa_G141650.h1.t1	Roisl.0066s0193.1.p
OG0010925	Aa_G329590.h1.t1	Roisl.0066s0177.1.p
OG0010926	Aa_G371370.h1.t1	Roisl.0074s0003.1.p
OG0010927	Aa_G123530.h1.t1	Roisl.0080s0887.1.p, Roisl.0015s0181.1.p
OG0010928	Aa_G630210.h1.t1	Roisl.0209s0459.1.p
OG0010929	Aa_G425850.h1.t1	Roisl.0209s0462.1.p
OG0010931	Aa_G205620.h1.t1	Roisl.0007s0779.1.p
OG0010932	Aa_G231490.h1.t1	Roisl.0006s0540.1.p
OG0010933	Aa_G118330.h1.t1	Roisl.0006s0488.1.p
OG0010934	Aa_G92320.h1.t1	Roisl.0179s0024.1.p
OG0010935	Aa_G504500.h1.t1	Roisl.0006s0448.1.p
OG0010936	Aa_G355410.h1.t1	Roisl.0006s0441.1.p
OG0010937	Aa_G74260.h1.t1	Roisl.0006s0425.1.p
OG0010938	Aa_G74220.h1.t1	Roisl.0006s0421.1.p
OG0010939	Aa_G650270.h1.t1	Roisl.0006s0390.1.p
OG0010940	Aa_G371750.h1.t1	Roisl.0198s0054.1.p
OG0010941	Aa_G381970.h1.t1	Roisl.0006s0385.1.p
OG0010942	Aa_G313370.h1.t1	Roisl.0028s1043.1.p
OG0010944	Aa_G177490.h1.t1	Roisl.0028s1050.1.p
OG0010945	Aa_G12220.h1.t1	Roisl.0054s0017.1.p
OG0010947	Aa_G402630.h1.t1	Roisl.0054s0038.1.p
OG0010948	Aa_G208430.h1.t1	Roisl.0027s0105.1.p
OG0010949	Aa_G192040.h1.t1	Roisl.0027s0089.1.p
OG0010950	Aa_G115910.h1.t1	Roisl.0037s0003.1.p
OG0010951	Aa_G247620.h1.t1	Roisl.0188s0054.1.p
OG0010952	Aa_G266950.h1.t1	Roisl.0213s0010.1.p
OG0010953	Aa_G246570.h1.t1	Roisl.0053s0069.1.p
OG0010954	Aa_G308740.h1.t1	Roisl.0031s0060.1.p
OG0010955	Aa_G73920.h1.t1	Roisl.0184s0041.1.p, Roisl.0214s0176.1.p
OG0010956	Aa_G201690.h1.t1	Roisl.0214s0075.1.p
OG0010957	Aa_G241700.h1.t1	Roisl.0213s0020.1.p
OG0010958	Aa_G183890.h1.t1	Roisl.0058s0050.1.p
OG0010959	Aa_G126890.h1.t1	Roisl.0058s0014.1.p
OG0010960	Aa_G198050.h1.t1	Roisl.0075s0056.1.p
OG0010961	Aa_G7420.h1.t1	Roisl.0075s0106.1.p
OG0010962	Aa_G367900.h1.t1	Roisl.0075s0123.1.p, Roisl.0075s0122.1.p
OG0010963	Aa_G378690.h1.t1, Aa_G890940.h1.t1	Roisl.0038s0019.1.p
OG0010964	Aa_G250840.h1.t1	Roisl.0075s0151.1.p
OG0010965	Aa_G408330.h1.t1	Roisl.0075s0168.1.p
OG0010966	Aa_G677800.h1.t1	Roisl.0082s0090.1.p
OG0010967	Aa_G498460.h1.t1	Roisl.0075s0216.1.p
OG0010968	Aa_G31070.h1.t1	Roisl.0002s0248.1.p
OG0010969	Aa_G443230.h1.t1	Roisl.0213s0854.1.p
OG0010970	Aa_G31270.h1.t1	Roisl.0002s0226.1.p
OG0010971	Aa_G25720.h1.t1	Roisl.0011s0433.1.p
OG0010973	Aa_G351590.h1.t1	Roisl.0002s0194.1.p
OG0010974	Aa_G496650.h1.t1	Roisl.0002s0161.1.p
OG0010975	Aa_G432430.h1.t1	Roisl.0002s0138.1.p
OG0010976	Aa_G532570.h1.t1	Roisl.0191s0009.1.p
OG0010977	Aa_G82890.h1.t1	Roisl.0214s0066.1.p
OG0010978	Aa_G327150.h1.t1	Roisl.0002s0091.1.p
OG0010979	Aa_G327200.h1.t1	Roisl.0002s0085.1.p
OG0010980	Aa_G551020.h1.t1	Roisl.0002s0094.1.p
OG0010981	Aa_G579220.h1.t1	Roisl.0019s0193.1.p
OG0010982	Aa_G341870.h1.t1	Roisl.0019s0172.1.p
OG0010984	Aa_G303450.h1.t1	Roisl.0019s0145.1.p
OG0010985	Aa_G303510.h1.t1	Roisl.0019s0141.1.p
OG0010988	Aa_G203150.h1.t1	Roisl.0019s0112.1.p
OG0010989	Aa_G286490.h1.t1	Roisl.0028s1015.1.p
OG0010990	Aa_G567770.h1.t1	Roisl.0019s0095.1.p
OG0010991	Aa_G30340.h1.t1	Roisl.0019s0092.1.p
OG0010992	Aa_G30370.h1.t1	Roisl.0019s0088.1.p
OG0010993	Aa_G30450.h1.t1	Roisl.0004s0515.1.p
OG0010994	Aa_G30510.h1.t1	Roisl.0004s0510.1.p
OG0010995	Aa_G98890.h1.t1	Roisl.0004s0489.1.p
OG0010996	Aa_G449850.h1.t1	Roisl.0004s0478.1.p
OG0010997	Aa_G283720.h1.t1	Roisl.0004s0466.1.p
OG0011001	Aa_G64430.h1.t1	Roisl.0004s0415.1.p
OG0011002	Aa_G64420.h1.t1	Roisl.0004s0414.1.p
OG0011003	Aa_G64410.h1.t1	Roisl.0004s0413.1.p
OG0011004	Aa_G423710.h1.t1	Roisl.0019s0697.1.p
OG0011005	Aa_G159510.h1.t1	Roisl.0019s0687.1.p
OG0011006	Aa_G305330.h1.t1	Roisl.0035s0003.1.p, Roisl.0019s0644.1.p
OG0011007	Aa_G283310.h1.t1	Roisl.0019s0640.1.p
OG0011008	Aa_G690530.h1.t1	Roisl.0019s0629.1.p
OG0011009	Aa_G538470.h1.t1	Roisl.0019s0602.1.p
OG0011010	Aa_G194960.h1.t1	Roisl.0213s0019.1.p
OG0011011	Aa_G187480.h1.t1	Roisl.0044s0018.1.p
OG0011012	Aa_G23810.h1.t1	Roisl.0044s0031.1.p
OG0011014	Aa_G186690.h1.t1	Roisl.0044s0045.1.p
OG0011015	Aa_G450000.h1.t1	Roisl.0044s0055.1.p
OG0011016	Aa_G304530.h1.t1	Roisl.0044s0056.1.p
OG0011017	Aa_G211250.h1.t1	Roisl.0213s0734.1.p
OG0011018	Aa_G631860.h1.t1	Roisl.0184s0195.1.p
OG0011019	Aa_G234450.h1.t1	Roisl.0010s0194.1.p
OG0011020	Aa_G65710.h1.t1	Roisl.0010s0197.1.p
OG0011021	Aa_G65820.h1.t1	Roisl.0010s0200.1.p
OG0011023	Aa_G361590.h1.t1	Roisl.0050s0106.1.p
OG0011024	Aa_G361580.h1.t1	Roisl.0050s0104.1.p
OG0011025	Aa_G151580.h1.t1	Roisl.0009s0270.1.p
OG0011026	Aa_G151390.h1.t1	Roisl.0213s0773.1.p
OG0011027	Aa_G356900.h1.t1	Roisl.0213s0765.1.p
OG0011028	Aa_G356850.h1.t1	Roisl.0009s0239.1.p
OG0011029	Aa_G149780.h1.t1	Roisl.0036s0023.1.p, Roisl.0009s0235.1.p
OG0011030	Aa_G567940.h1.t1, Aa_G398990.h1.t1	Roisl.0009s0232.1.p
OG0011031	Aa_G119940.h1.t1, Aa_G567930.h1.t1	Roisl.0009s0231.1.p, Roisl.0046s0850.1.p
OG0011032	Aa_G119950.h1.t1	Roisl.0002s0147.1.p
OG0011033	Aa_G247710.h1.t1	Roisl.0184s0196.1.p, Roisl.0025s0074.1.p
OG0011034	Aa_G34290.h1.t1	Roisl.0025s0033.1.p
OG0011035	Aa_G185310.h1.t1	Roisl.0025s0070.1.p
OG0011036	Aa_G17930.h1.t1	Roisl.0037s0063.1.p
OG0011037	Aa_G34130.h1.t1	Roisl.0011s0574.1.p
OG0011038	Aa_G263380.h1.t1	Roisl.0006s0147.1.p
OG0011039	Aa_G424670.h1.t1	Roisl.0011s0514.1.p
OG0011040	Aa_G120900.h1.t1	Roisl.0011s0491.1.p
OG0011041	Aa_G25540.h1.t1	Roisl.0011s0454.1.p
OG0011042	Aa_G25650.h2.t1, Aa_G25650.h1.t1	Roisl.0011s0439.1.p
OG0011043	Aa_G25780.h1.t1	Roisl.0011s0425.1.p
OG0011044	Aa_G276810.h1.t1	Roisl.0011s0417.1.p
OG0011045	Aa_G83320.h1.t1	Roisl.0011s0381.1.p
OG0011046	Aa_G257420.h1.t1	Roisl.0011s0359.1.p
OG0011047	Aa_G207040.h1.t1	Roisl.0011s0349.1.p
OG0011048	Aa_G207070.h1.t1	Roisl.0011s0345.1.p
OG0011049	Aa_G227070.h1.t1	Roisl.0011s0332.1.p
OG0011050	Aa_G227080.h1.t1	Roisl.0011s0331.1.p
OG0011051	Aa_G372910.h1.t1	Roisl.0019s0563.1.p
OG0011052	Aa_G585170.h1.t1	Roisl.0019s0567.1.p
OG0011053	Aa_G133910.h1.t1	Roisl.0213s0138.1.p
OG0011054	Aa_G540900.h1.t1	Roisl.0019s0577.1.p
OG0011055	Aa_G654890.h1.t1	Roisl.0019s0583.1.p
OG0011056	Aa_G626610.h1.t1	Roisl.0019s0595.1.p
OG0011057	Aa_G446060.h1.t1	Roisl.0019s0616.1.p
OG0011058	Aa_G446040.h1.t1	Roisl.0019s0614.1.p
OG0011060	Aa_G58190.h1.t1	Roisl.0005s0203.1.p
