Orthogroup	Capsella_rubella	Aethionema_saxatile
OG0009358	XP_023642875.1	As010G236250
OG0009359	XP_023643124.1	As010G236430
OG0009360	XP_006298460.1	As010G236460
OG0009361	XP_006301556.1	As010G236520
OG0009362	XP_006300884.2	As010G236590
OG0009363	XP_006302949.1	As010G237810
OG0009364	XP_006300634.1	As010G238360
OG0009365	XP_006302729.1	As010G238610
OG0009366	XP_006302833.1	As010G238630
OG0009367	XP_006302897.1	As010G239000
OG0009368	XP_006301143.1	As010G239030
OG0009369	XP_006302424.1	As010G239050
OG0009370	XP_006302692.1	As010G239700
OG0009371	XP_006300880.1	As010G240080
OG0009372	XP_006304212.1	As010G240120
OG0009373	XP_006303119.2, XP_023643108.1, XP_023643105.1, XP_006290234.2, XP_006302888.1	As010G240130
OG0009374	XP_006302218.1	As010G240160
OG0009375	XP_006302810.1	As010G240260
OG0009377	XP_023643754.1	As010G240790
OG0009378	XP_023643580.1	As010G241100
OG0009379	XP_006302822.1	As010G241190
OG0009381	XP_006302712.1	As010G241310
OG0009382	XP_023643186.1	As010G241470
OG0009383	XP_006302806.1	As010G241610
OG0009384	XP_006302015.2	As010G241650
OG0009385	XP_006302337.1	As010G241670
OG0009386	XP_006302566.1	As010G241980
OG0009387	XP_006302525.1	As010G242010
OG0009388	XP_006302116.2	As010G242030
OG0009389	XP_006301760.2	As010G242110
OG0009390	XP_023643969.1	As010G242300
OG0009391	XP_006302502.1	As010G242490
OG0009392	XP_006302129.2	As010G243160
OG0009393	XP_023642914.1	As010G243180
OG0009394	XP_006302564.1	As010G243320
OG0009395	XP_023643758.1	As010G243620
OG0009396	XP_006301335.1	As010G243980
OG0009397	XP_006302357.1	As010G244080
OG0009398	XP_006302956.1	As010G244290
OG0009399	XP_006301331.1	As010G244310
OG0009400	XP_006301046.1	As010G244450
OG0009401	XP_006298224.1	As011G244680
OG0009402	XP_006299058.1	As011G244840
OG0009403	XP_023641089.1	As011G244890
OG0009404	XP_006300119.1	As011G244900
OG0009405	XP_006299721.1	As011G245090
OG0009406	XP_006297605.1	As011G245260
OG0009407	XP_006298373.1	As011G245500
OG0009408	XP_006300095.1	As011G245700
OG0009409	XP_006298945.1	As011G246350
OG0009410	XP_006296819.1	As011G246370
OG0009411	XP_006300068.1	As011G246460
OG0009412	XP_006297156.1	As011G246510
OG0009413	XP_006298718.1	As011G246710
OG0009414	XP_006297267.1	As011G246840
OG0009415	XP_023642114.1	As011G246860
OG0009416	XP_006297504.1	As011G247180
OG0009417	XP_006299372.1	As011G247210
OG0009418	XP_006298103.1	As011G247230
OG0009419	XP_006298699.1	As011G247860
OG0009420	XP_023641316.1	As011G247980
OG0009421	XP_006297846.1	As011G248000
OG0009422	XP_006298164.2	As011G248030
OG0009423	XP_006299759.1	As011G248050
OG0009424	XP_023641560.1	As011G248300
OG0009425	XP_006297255.1	As011G248320
OG0009426	XP_006299171.1	As011G248370
OG0009427	XP_006298033.1	As011G249000
OG0009428	XP_006297662.1	As011G249040
OG0009429	XP_006297106.1	As011G249060
OG0009430	XP_006298852.1	As011G249350
OG0009431	XP_006298881.1	As011G249400
OG0009432	XP_006297081.1	As012G276930, As011G249410
OG0009433	XP_006286484.1	As011G249500
OG0009434	XP_006297847.1	As011G249700, As012G273820
OG0009435	XP_006297874.2	As011G250100
OG0009436	XP_006297776.1	As011G250330
OG0009437	XP_023641868.1	As011G250440
OG0009438	XP_006298499.1	As011G250680
OG0009439	XP_006298055.1	As011G250720
OG0009440	XP_023641863.1	As011G251070
OG0009441	XP_006299092.2	As011G251480
OG0009442	XP_006298893.1	As011G251590
OG0009443	XP_023641273.1	As011G251600
OG0009444	XP_006298094.1	As011G252010
OG0009445	XP_006299593.1	As011G252060
OG0009446	XP_006297900.1	As011G252580
OG0009447	XP_006298783.1	As011G252730
OG0009448	XP_023641572.1	As011G252750
OG0009449	XP_006297970.2	As011G252840
OG0009450	XP_006300196.1	As011G253130
OG0009451	XP_006300116.1, XP_006299141.1	As011G253280
OG0009452	XP_023642146.1	As011G253770
OG0009453	XP_006300003.1	As011G254280
OG0009454	XP_006296765.1	As011G254450
OG0009455	XP_023642765.1	As011G254840
OG0009456	XP_006296686.1	As011G255370
OG0009457	XP_006297022.1	As011G255380
OG0009458	XP_006297446.1	As011G257650
OG0009459	XP_006280007.1	As011G259020
OG0009460	XP_023634119.1	As011G259660
OG0009461	XP_023641295.1	As011G259670
OG0009462	XP_023641658.1	As011G260590
OG0009463	XP_006300066.1	As011G260720
OG0009464	XP_006297832.1	As011G260730
OG0009465	XP_006296803.1	As011G260910
OG0009466	XP_006288247.2	As011G262610
OG0009467	XP_006299551.1	As011G262870
OG0009468	XP_006297640.1	As011G262880
OG0009469	XP_006298159.1	As011G262910
OG0009470	XP_006298409.1	As011G262920
OG0009471	XP_023642741.1	As011G264240
OG0009472	XP_006297403.1	As011G264430
OG0009473	XP_006299821.1	As011G264460
OG0009474	XP_006297310.1	As011G264840
OG0009475	XP_006298137.1	As011G265230
OG0009476	XP_006299799.1	As011G265820
OG0009477	XP_006297590.1	As011G266250
OG0009478	XP_006299077.1	As011G266970
OG0009479	XP_006299260.1	As011G266990
OG0009480	XP_006298816.1	As011G267060
OG0009481	XP_006299305.1	As011G267130
OG0009482	XP_006299868.1	As011G267450
OG0009483	XP_006304022.1	As012G267870
OG0009484	XP_006307597.2	As012G268740
OG0009485	XP_006304226.1	As012G268870
OG0009486	XP_023632783.1	As012G269250
OG0009487	XP_006303266.1	As012G269450
OG0009488	XP_006304699.1	As012G269470
OG0009489	XP_006307019.1	As012G269690
OG0009490	XP_006303186.2	As012G269960
OG0009491	XP_006305471.1	As012G270110
OG0009492	XP_006306429.1	As012G270180
OG0009493	XP_023645800.1	As012G270670
OG0009494	XP_006304507.1	As012G271610
OG0009495	XP_006304254.1	As012G271760
OG0009496	XP_023633232.1	As012G272230
OG0009497	XP_006306237.1	As012G272380
OG0009498	XP_006306569.1	As012G272420
OG0009500	XP_006305174.1	As012G272670
OG0009501	XP_006303310.1	As012G272770
OG0009502	XP_023645453.1	As012G272800
OG0009503	XP_023638977.1	As012G273070
OG0009504	XP_006305410.1	As012G273290
OG0009505	XP_006306473.1	As012G273320
OG0009506	XP_006305592.1	As012G273350
OG0009507	XP_006294230.1	As012G275130
OG0009508	XP_023640706.1	As012G275230
OG0009509	XP_023640554.1, XP_006307028.1	As012G275440
OG0009510	XP_006290679.2	As012G275450
OG0009511	XP_006290689.1	As012G275640
OG0009512	XP_006291723.1	As012G275710
OG0009513	XP_006291074.1	As012G276410
OG0009514	XP_006290999.1	As012G276710
OG0009515	XP_006292242.2	As012G276780
OG0009516	XP_006291805.1	As012G277230
OG0009517	XP_023639241.1	As012G277710
OG0009518	XP_006291210.1	As012G278120
OG0009519	XP_006292719.1	As012G278300
OG0009520	XP_006292735.1	As012G278580
OG0009521	XP_006292209.1	As012G279180, As012G279190
OG0009522	XP_006291452.1	As012G279430
OG0009523	XP_006280555.2	As012G279850
OG0009524	XP_006291849.1	As012G280040
OG0009525	XP_023637979.1	As012G280100
OG0009526	XP_023639588.1	As012G280400
OG0009527	XP_023638191.1	As012G280410
OG0009528	XP_006290949.1	As012G280980
OG0009529	XP_006291398.1	As012G281780
OG0009530	XP_023639066.1	As012G282470
OG0009531	XP_006290951.1	As012G282490
OG0009532	XP_006290350.1	As012G282690
OG0009533	XP_006291922.1	As012G282790
OG0009534	XP_006291223.1	As012G283440
OG0009535	XP_023638522.1	As012G283500
OG0009536	XP_006290322.1	As012G283600
OG0009537	XP_006292283.1	As012G284410
OG0009538	XP_006291177.1	As012G284550
OG0009539	XP_006292973.1	As012G284620
OG0009540	XP_006290475.2	As012G285050
OG0009541	XP_023638009.1	As012G285150
OG0009542	XP_006291096.1	As012G285350
OG0009543	XP_006291674.1	As012G285500
OG0009544	XP_006288359.1	As012G286210
OG0009545	XP_006293294.1	As012G286640
OG0009546	XP_006291749.1	As012G286650
OG0009547	XP_006291944.1	As012G286810
OG0009548	XP_023638040.1	As012G287120
OG0009549	XP_006292176.1	As012G287300
OG0009550	XP_006292623.1	As012G287320
OG0009551	XP_006291512.1	As012G287580
OG0009552	XP_006292773.1	As012G288340
OG0009553	XP_023638055.1	As012G288350
OG0009554	XP_006293019.1	As012G288980
OG0009555	XP_006291308.1	As012G289080
OG0009556	XP_006292989.1	As012G289170
OG0009557	XP_006291359.1	As012G289460
OG0009635	XP_006298061.1	As011G267520
OG0009636	XP_006285196.2	As001G000990, As003G056310
OG0009637	XP_006284225.1	As001G001220, As009G211040
OG0009639	XP_023640835.1	As001G001670
OG0009640	XP_006285614.1	As001G001770
OG0009641	XP_006282534.1	As001G002120
OG0009642	XP_006282551.1	As001G002360
OG0009643	XP_006284084.2	As009G214200, As001G002400
OG0009644	XP_006288702.1	As001G002840
OG0009646	XP_006284912.1	As001G003310
OG0009647	XP_006305800.1, XP_006303465.1, XP_023632978.1	As001G003360
OG0009648	XP_006284737.1	As001G003970
OG0009649	XP_006283276.2	As001G004990
OG0009650	XP_006283109.1	As001G005880
OG0009651	XP_023642017.1, XP_006282989.1	As001G006070
OG0009652	XP_006284027.1	As001G006750
OG0009653	XP_023635183.1	As001G010190
OG0009654	XP_023636446.1	As001G012040, As001G012030
OG0009655	XP_006282895.1	As001G012270
OG0009656	XP_006285312.1	As001G012360
OG0009657	XP_006284949.1	As001G013740
OG0009658	XP_006297983.1	As011G262930
OG0009659	XP_006283682.1	As001G013920
OG0009660	XP_006284488.1	As001G014760
OG0009662	XP_006287001.1	As001G015030
OG0009663	XP_006284955.1	As001G015490
OG0009664	XP_006305190.1	As001G015670
OG0009665	XP_006305680.1	As001G016100, As001G016130, As001G016150, As001G016080
OG0009666	XP_006307042.1	As001G016360
OG0009667	XP_006305506.1	As001G016380
OG0009668	XP_006303381.1	As001G016450
OG0009669	XP_006279081.2, XP_006306899.2	As001G016810
OG0009670	XP_006305028.1	As001G016890
OG0009671	XP_006304564.1	As001G016980
OG0009672	XP_006303359.1	As001G017070
OG0009673	XP_023634794.1, XP_006305083.1	As001G017110
OG0009674	XP_006303928.1	As001G017130, As004G079770
OG0009675	XP_006305626.1	As001G017170
OG0009676	XP_023632632.1	As001G017180
OG0009677	XP_006305346.1	As001G017200
OG0009678	XP_006285173.1	As001G017420
OG0009679	XP_023635546.1	As001G017450
OG0009680	XP_006282965.1	As001G018100
OG0009681	XP_023633647.1	As001G018310
OG0009682	XP_006300807.1	As001G018940
OG0009683	XP_006303041.1	As001G019220
OG0009684	XP_006302295.1	As001G019250
OG0009685	XP_006302637.1	As001G019270
OG0009686	XP_006302042.1	As001G019540
OG0009687	XP_006302570.1	As001G019710
OG0009688	XP_006300434.1	As008G187290, As001G020180
OG0009689	XP_006302056.1	As001G020190, As001G020200
OG0009690	XP_006302316.1	As001G020470
OG0009691	XP_006301185.1	As001G021370, As001G021300
OG0009692	XP_023643181.1	As009G211840, As001G021390
OG0009693	XP_006302991.1	As001G021930
OG0009694	XP_023639132.1	As001G022310
OG0009695	XP_023638114.1	As001G022480
OG0009696	XP_006292389.2	As001G022500
OG0009697	XP_006292412.1	As001G022550
OG0009698	XP_006304251.2	As001G022560
OG0009699	XP_006291538.2	As001G022610
OG0009700	XP_006291589.1	As001G022760
OG0009701	XP_006307428.1	As008G182830, As001G023290
OG0009702	XP_006290683.1	As001G023360
OG0009703	XP_006291657.2	As001G023870
OG0009704	XP_006292771.2	As001G024330
OG0009705	XP_006291617.1	As001G024390
OG0009706	XP_006291111.1	As001G024410
OG0009707	XP_006291121.1	As001G024720
OG0009708	XP_006291336.2	As001G024730
OG0009709	XP_006290413.2	As001G024980
OG0009710	XP_006291140.2	As001G025370
OG0009711	XP_023638225.1	As001G025460
OG0009712	XP_006291573.1	As001G025650
OG0009713	XP_006291556.1	As001G025660
OG0009714	XP_006292822.1	As001G026360
OG0009715	XP_006293022.1	As001G026600
OG0009716	XP_006292529.1	As001G027450
OG0009717	XP_006290511.1	As001G027470
OG0009718	XP_006291578.1	As001G027540
OG0009719	XP_006291885.2	As001G027780
OG0009720	XP_006290837.1	As001G027960
OG0009721	XP_006291277.1	As001G027970
OG0009722	XP_006283142.1	As001G028070
OG0009723	XP_006302436.1	As001G028330
OG0009724	XP_006301498.1	As001G028340
OG0009725	XP_023644057.1	As001G028740
OG0009726	XP_023643337.1	As001G029100
OG0009727	XP_023643062.1	As001G029130
OG0009728	XP_006302752.1	As001G029400
OG0009729	XP_006300644.2	As001G029460
OG0009730	XP_006301973.1	As001G029470
OG0009731	XP_006302131.2	As001G029660
OG0009732	XP_006301779.1	As001G029700
OG0009733	XP_006302492.1	As001G029770
OG0009734	XP_023642850.1	As001G030310
OG0009735	XP_006300843.1	As001G030340
OG0009736	XP_006302089.1	As001G030500
OG0009737	XP_006302524.1	As001G030590
OG0009738	XP_006300370.1	As001G030870
OG0009739	XP_006301440.1	As001G031020
OG0009740	XP_006302430.1	As001G031150
OG0009741	XP_006302563.1	As001G031560
OG0009742	XP_006301544.1	As001G031710
OG0009743	XP_006303710.1	As001G031730
OG0009744	XP_006302067.1	As001G032270
OG0009745	XP_006295579.1	As002G032450
OG0009746	XP_023634091.1	As002G032570
OG0009747	XP_006282783.1	As002G032640
OG0009748	XP_006294890.1	As002G032950, As002G033130
OG0009749	XP_006293558.1	As002G033160
OG0009750	XP_006295236.1	As002G033590
OG0009751	XP_006295975.1	As002G033610
OG0009752	XP_006294585.1	As002G033630
OG0009753	XP_006296032.2	As002G033650
OG0009754	XP_006295098.1	As002G033690
OG0009755	XP_023640660.1	As002G033700
OG0009756	XP_006299709.1	As002G034150, As002G034120
OG0009757	XP_006298963.1	As002G034470, As002G034560, As002G034630
OG0009758	XP_006279664.1	As002G035300
OG0009760	XP_023642236.1, XP_006297667.1	As002G036650
OG0009761	XP_023642100.1	As002G036850
OG0009762	XP_006296704.1	As002G037130
OG0009763	XP_006296711.1	As002G037850
OG0009764	XP_006296688.1	As002G038830
OG0009765	XP_006298318.1	As002G040280
OG0009767	XP_023641416.1	As002G041820
OG0009768	XP_006280326.1	As002G041860
OG0009769	XP_006280250.1	As002G041980
OG0009770	XP_006280184.1	As002G042120
OG0009771	XP_006281278.1	As002G042740
OG0009772	XP_006280586.1	As002G043120
OG0009773	XP_006280292.1	As002G043130
OG0009774	XP_023640403.1	As002G043360
OG0009775	XP_006280628.1	As002G043400
OG0009776	XP_006288432.1	As002G043420
OG0009777	XP_006280621.1	As002G043720
OG0009778	XP_006280779.1	As002G043920
OG0009779	XP_006282112.1	As002G044040
OG0009780	XP_006280002.1	As002G044130
OG0009781	XP_006280961.1	As002G044180
OG0009782	XP_006280138.1	As002G044290
OG0009783	XP_006280963.1	As002G044610
OG0009784	XP_006279561.1	As002G044660
OG0009785	XP_006279963.1	As002G044680
OG0009786	XP_006282121.2	As002G044700
OG0009787	XP_006279677.1	As002G044750
OG0009788	XP_006279858.1	As002G044800
OG0009789	XP_006279604.1	As002G045070
OG0009790	XP_006281523.1	As002G045320
OG0009791	XP_006281795.1	As002G045590
OG0009792	XP_006279563.1	As002G045710
OG0009793	XP_006280970.1	As002G045760
OG0009794	XP_006280559.1	As002G045840
OG0009795	XP_006280962.1	As002G046060
OG0009796	XP_006281141.1	As002G046380
OG0009797	XP_006281165.1	As002G046480
OG0009798	XP_006280143.1	As002G046850
OG0009799	XP_006282076.1	As002G046990
OG0009800	XP_006280139.1	As002G047380
OG0009801	XP_006280293.1	As002G047470
OG0009802	XP_023638928.1	As002G047580
OG0009803	XP_023639322.1	As002G048050
OG0009804	XP_006281761.1	As002G048190
OG0009805	XP_006280707.1	As002G048260
OG0009806	XP_006280735.1	As002G048460
OG0009807	XP_006280948.2	As002G048510
OG0009808	XP_006279738.1	As002G048640
OG0009809	XP_006279674.1	As002G049220
OG0009810	XP_006279472.1	As002G049380
OG0009811	XP_006282050.1	As002G049420
OG0009812	XP_006281107.1	As002G049450
OG0009813	XP_006281450.1	As002G049820
OG0009814	XP_006280397.1	As002G049900
OG0009815	XP_006281594.1	As002G049920
OG0009816	XP_006291160.1	As002G050040
OG0009817	XP_006306707.1	As002G050200
OG0009818	XP_006288880.1	As002G050470
OG0009819	XP_006287412.2	As002G050500
OG0009820	XP_006287316.1	As002G050970
OG0009821	XP_023637449.1	As002G050990
OG0009822	XP_006288920.1	As002G051010
OG0009823	XP_006288949.1	As002G051020
OG0009824	XP_023636610.1	As002G051130
OG0009826	XP_006287382.1	As002G051260
OG0009827	XP_006288699.1	As002G051330
OG0009828	XP_006287000.1	As002G051720
OG0009829	XP_006287007.1	As002G051770
OG0009830	XP_006286928.1	As002G052170
OG0009831	XP_006286536.1	As002G052250
OG0009832	XP_023637226.1	As002G052330
OG0009833	XP_006286628.1	As002G052390
OG0009834	XP_006287980.1	As002G052900, As002G052890
OG0009835	XP_006287209.1	As002G053130
OG0009836	XP_006289146.1	As002G053750
OG0009837	XP_023637322.1	As002G053760
OG0009838	XP_006288823.2	As002G053960
OG0009839	XP_006286937.1	As002G054340
OG0009840	XP_023636012.1	As002G054480
OG0009841	XP_006288987.2	As002G054820
OG0009842	XP_006288943.1	As002G054900
OG0009843	XP_006288140.1	As002G055110
OG0009844	XP_006289951.1	As002G055280
OG0009845	XP_006292030.1	As003G055690
OG0009846	XP_006284323.1	As003G055840
OG0009847	XP_006284068.2	As003G056160
OG0009848	XP_006282855.1	As003G056710
OG0009849	XP_023635261.1	As003G056730
OG0009850	XP_006282804.2	As003G056890
OG0009851	XP_006285967.2	As003G057180
OG0009852	XP_006282457.1	As003G057380
OG0009853	XP_006283865.1	As003G057640
OG0009854	XP_006283887.1	As003G057760
OG0009855	XP_023635682.1	As003G058110
OG0009856	XP_006286293.1	As003G059000
OG0009857	XP_006284192.1	As003G059080
OG0009858	XP_006284907.1	As003G059810
OG0009859	XP_006282474.1	As003G059980
OG0009860	XP_023634182.1	As003G061010
OG0009861	XP_006285853.1	As003G061030
OG0009862	XP_006284275.1	As003G061410
OG0009863	XP_023635289.1	As003G061500
OG0009864	XP_023634389.1	As003G061550, As003G061530, As003G061540
OG0009865	XP_006282779.2	As003G062180
OG0009866	XP_006304672.1	As003G062290
OG0009867	XP_006305078.2	As003G063000
OG0009868	XP_006306856.1	As003G063240
OG0009869	XP_006307386.1	As003G063330
OG0009870	XP_006306779.1	As003G063340
OG0009871	XP_023632610.1	As003G063380
OG0009872	XP_023633002.1	As003G063940
OG0009873	XP_006305300.1	As003G064790
OG0009874	XP_023645221.1	As003G065500
OG0009875	XP_006306602.2	As003G066330
OG0009876	XP_006307222.1	As003G066780
OG0009877	XP_006303429.1	As003G068460
OG0009879	XP_023645719.1	As003G069930
OG0009880	XP_006305157.1	As003G070130
OG0009881	XP_006307132.1	As003G070150
OG0009882	XP_006304076.1	As003G070330
OG0009883	XP_006305775.1	As003G070470
OG0009884	XP_006303170.1	As003G070480
OG0009885	XP_006304331.1	As003G070790
OG0009886	XP_023644924.1	As003G070840
OG0009887	XP_006306714.1	As003G070860
OG0009888	XP_006303548.1	As003G071070
OG0009889	XP_006306276.1	As003G071320
OG0009890	XP_006304042.1	As003G071540
OG0009891	XP_023633710.1	As003G071690
OG0009892	XP_006283467.1	As003G071730
OG0009893	XP_006283880.2	As003G072440
OG0009894	XP_006283516.2	As003G072550
OG0009895	XP_006282615.2	As003G072880
OG0009896	XP_006286209.1	As003G072900
OG0009897	XP_006284125.1	As003G072980
OG0009898	XP_023634772.1	As003G073060
OG0009899	XP_023634605.1	As003G073220
OG0009900	XP_006284580.1	As003G073240
OG0009901	XP_006294990.1	As007G179610
OG0009902	XP_006284634.1	As003G073540
OG0009903	XP_006294004.2	As003G073680, As007G179700
OG0009904	XP_006283789.1	As003G073760
OG0009905	XP_006282580.1	As003G073880
OG0009906	XP_006282592.1	As003G074070
OG0009907	XP_006285339.1	As003G074140
OG0009908	XP_006285110.1	As003G074260
OG0009909	XP_006284007.1	As003G074390
OG0009910	XP_023634603.1	As003G074440
OG0009911	XP_006283532.1	As003G074700
OG0009912	XP_006284291.1	As003G074970
OG0009913	XP_006282455.1	As003G075040
OG0009914	XP_006284088.1	As003G075460
OG0009915	XP_006283047.1	As003G075810
OG0009916	XP_006284600.1	As003G075910
OG0009917	XP_006283022.1	As003G076650
OG0009918	XP_006285759.1	As004G076730
