Orthogroup	Capsella_rubella	Erysimum_linariifolium
OG0010461	XP_006296594.1	El005G259710
OG0010462	XP_006298954.1	El005G260100
OG0010463	XP_006297502.2	El005G260250
OG0010464	XP_006299664.1	El005G260380
OG0010465	XP_006299889.1	El005G260900
OG0010466	XP_006297098.1	El005G261810
OG0010467	XP_006298290.1	El005G267430
OG0010468	XP_006298866.1	El005G262620
OG0010469	XP_006297270.1	El005G262710
OG0010470	XP_006300104.1	El005G262930
OG0010471	XP_006299869.1	El005G263860
OG0010472	XP_006298151.1	El005G264400
OG0010473	XP_006298691.1	El005G265010
OG0010474	XP_006299932.1	El005G266710
OG0010475	XP_006299118.1	El005G266840, El005G266810
OG0010476	XP_023642552.1	El005G267520, El005G267450
OG0010477	XP_006299798.1	El005G269070
OG0010478	XP_006279410.1	El005G271400
OG0010479	XP_006298172.2	El005G272430
OG0010480	XP_006297541.1	El005G272920
OG0010481	XP_023642135.1	El005G273290
OG0010482	XP_006298607.1	El005G273320
OG0010483	XP_006297571.1	El005G273660
OG0010484	XP_006297913.1	El005G274150
OG0010485	XP_006296865.1	El005G274170
OG0010486	XP_006297442.2, XP_006279156.2	El005G274330
OG0010487	XP_006297300.1	El005G274550
OG0010488	XP_006296733.2	El005G276720
OG0010489	XP_006298555.1	El005G277990
OG0010490	XP_006297787.1	El005G278020
OG0010491	XP_006298772.1	El005G278120
OG0010492	XP_006298661.2	El005G278240
OG0010493	XP_006297820.1	El005G278400, El003G191340
OG0010494	XP_006300043.1	El005G278530
OG0010495	XP_023634187.1	El003G154820
OG0010496	XP_006299884.1	El005G278630
OG0010497	XP_006297221.1	El005G278820
OG0010498	XP_006298913.1	El005G279060
OG0010499	XP_023642747.1	El005G279080
OG0010500	XP_006303229.1	El002G141510
OG0010501	XP_006306665.1	El002G141400
OG0010502	XP_006307003.1	El002G140770
OG0010503	XP_006284109.1	El003G178810
OG0010504	XP_006306960.1	El002G136020
OG0010505	XP_023638097.1	El001G021770
OG0010506	XP_006306326.1	El002G135190
OG0010507	XP_023639025.1, XP_006307321.1	El002G135640
OG0010508	XP_006305844.1	El002G134970
OG0010509	XP_023645260.1	El002G134740
OG0010510	XP_006306988.1	El002G134700
OG0010511	XP_006304231.1	El002G134560
OG0010512	XP_006306346.1	El002G133600
OG0010513	XP_006304549.1	El002G132580
OG0010514	XP_006304522.1	El002G132970
OG0010515	XP_006304431.1	El002G132210, El007G347630
OG0010516	XP_006303235.1	El002G131940, El002G131970
OG0010517	XP_006303585.1	El002G131500
OG0010520	XP_006294696.2	El006G296720
OG0010521	XP_006294758.2	El006G296760
OG0010522	XP_006292122.1	El001G022370
OG0010523	XP_006292053.1	El001G022410
OG0010524	XP_006293169.1	El001G022420
OG0010525	XP_006292429.2	El001G022610
OG0010526	XP_006291291.1	El001G022630
OG0010527	XP_006290371.1	El001G022810
OG0010528	XP_006291927.2	El001G023430
OG0010529	XP_006290284.1	El003G179520, El001G023440
OG0010530	XP_006287221.1	El001G060220
OG0010531	XP_006291213.2	El001G023500
OG0010532	XP_023638664.1	El001G023820
OG0010533	XP_023638222.1	El001G023730
OG0010534	XP_006293114.1	El001G023800
OG0010535	XP_006293063.1	El001G024130
OG0010536	XP_006292585.1	El001G024190
OG0010537	XP_006291553.1	El001G024650, El001G059540, El002G085480, El002G086180, El001G028920
OG0010538	XP_006291923.1	El001G022210
OG0010539	XP_006291209.1	El001G025100
OG0010540	XP_006290790.1	El001G025440
OG0010541	XP_006291622.1	El001G025620
OG0010542	XP_006292665.1	El001G025940
OG0010543	XP_006291207.1	El001G025960
OG0010544	XP_023638323.1	El001G026060
OG0010545	XP_006291561.1	El001G026890
OG0010546	XP_006290653.1	El007G352640, El001G028220
OG0010547	XP_006291713.1	El001G028240
OG0010548	XP_006291036.1	El001G028290
OG0010550	XP_006290726.1	El001G030190
OG0010551	XP_023639110.1	El001G030370
OG0010552	XP_006290892.1	El001G030590
OG0010553	XP_006290665.1	El001G025090
OG0010554	XP_006290785.1	El001G031270
OG0010555	XP_006290490.1	El001G031360
OG0010556	XP_006293167.2	El001G032180
OG0010557	XP_023638322.1	El001G032360
OG0010558	XP_006292593.1	El001G033090
OG0010559	XP_006291893.1	El001G033100
OG0010560	XP_006292178.1	El001G033200
OG0010561	XP_006291382.1	El001G033260
OG0010562	XP_006292416.1	El001G033520
OG0010563	XP_023638688.1	El001G033990
OG0010564	XP_006290851.2	El001G034110
OG0010565	XP_006291781.1	El001G034120
OG0010566	XP_006291903.1	El001G034180
OG0010567	XP_006292210.2	El001G034760
OG0010568	XP_023638658.1	El001G035210
OG0010569	XP_006304382.2	El002G117090
OG0010570	XP_006291652.1	El001G035500
OG0010571	XP_006292742.2	El001G035600
OG0010572	XP_023645163.1	El002G099340
OG0010575	XP_006291403.1	El001G022400
OG0010576	XP_006291913.1	El001G025190
OG0010577	XP_023637843.1	El001G029460
OG0010578	XP_006295116.1	El006G289580
OG0010579	XP_006294727.1	El006G288770
OG0010580	XP_006284626.1	El003G152690
OG0010581	XP_006284612.1	El003G142780
OG0010582	XP_006307014.2	El002G084800
OG0010583	XP_023633220.1	El002G087720
OG0010585	XP_023645785.1	El002G090650
OG0010586	XP_006306028.1	El002G092350
OG0010587	XP_006305062.1	El002G095360
OG0010589	XP_006305058.1	El002G106590
OG0010590	XP_006302647.1	El004G222000
OG0010591	XP_006303051.1	El004G219270
OG0010592	XP_006302290.1	El004G218760
OG0010593	XP_006299270.2, XP_006299582.1	El005G270670
OG0010594	XP_006291234.2	El001G040820
OG0010595	XP_006293606.1	El006G305940
OG0010596	XP_023642336.1	El005G267800
OG0010597	XP_006298660.1	El005G260870
OG0010598	XP_023641120.1	El005G254570
OG0010599	XP_006299918.1	El005G250530
OG0010601	XP_006298177.1	El005G248520
OG0010602	XP_006297175.1	El005G248350
OG0010603	XP_006297140.1	El005G244580
OG0010604	XP_006297800.1	El005G244180
OG0010605	XP_023642399.1	El005G242470
OG0010607	XP_006296476.1	El006G315860
OG0010608	XP_006289575.1	El001G077260
OG0010609	XP_006290100.1	El001G075410
OG0010610	XP_006296024.1	El006G318760
OG0010611	XP_006295926.1	El006G320430
OG0010613	XP_006285724.1	El003G167270
OG0010614	XP_023633849.1	El003G167820
OG0010615	XP_006284270.1	El003G169540
OG0010616	XP_006303619.1	El002G116000
OG0010617	XP_006296512.1	El006G299160
OG0010618	XP_006288995.1	El001G072850
OG0010620	XP_006281503.1	El002G104060, El037G374590, El006G308170, El006G308180, El002G103410, El002G128050
OG0010621	XP_006288357.1	El001G067760
OG0010623	XP_006287384.1	El001G048260
OG0010624	XP_006286015.1	El003G153790, El003G154060, El003G153950
OG0010625	XP_023639032.1	El001G012140
OG0010626	XP_006288125.1	El001G058240
OG0010628	XP_006290207.1	El001G052310
OG0010629	XP_006287682.1	El001G055130
OG0010630	XP_006281048.1	El007G328340
OG0010632	XP_006306757.2	El002G097460
OG0010633	XP_023644866.1	El002G109440
OG0010634	XP_006306152.1	El002G127990
OG0010636	XP_006292642.2	El007G347390, El007G347330, El007G349230, El007G347120
OG0010637	XP_006306545.1	El002G135570
OG0010638	XP_006301499.1	El004G225280
OG0010639	XP_006299000.1	El005G267100
OG0010640	XP_006299240.1	El005G272080
OG0010644	XP_006287842.1	El001G047280
OG0010645	XP_006285661.1	El003G169840
OG0010660	XP_006285673.1	El003G155740
OG0010661	XP_006284665.1	El003G155620
OG0010662	XP_023635658.1	El003G155260
OG0010664	XP_006285065.1	El003G152830
OG0010665	XP_006285932.1	El003G152280
OG0010666	XP_006282906.1	El003G141650
OG0010667	XP_006282610.1	El003G151900
OG0010668	XP_006285357.1	El003G151710
OG0010669	XP_006284519.1	El003G151480
OG0010670	XP_006285419.1	El003G151160
OG0010671	XP_006283875.1	El003G150700
OG0010672	XP_006283708.1	El003G150160
OG0010673	XP_006284230.1	El003G149970
OG0010674	XP_006282997.1	El003G149480
OG0010675	XP_006282588.1	El003G149620
OG0010676	XP_006289308.1	El001G058270
OG0010677	XP_006284244.1	El003G148730
OG0010678	XP_006294479.1	El006G292780
OG0010679	XP_023634723.1	El003G148310, El005G264840
OG0010680	XP_023635444.1	El008G370570, El003G148460
OG0010681	XP_006284640.1	El006G308660, El003G148040
OG0010682	XP_006302246.1	El004G217420
OG0010683	XP_006283323.1	El003G147530
OG0010685	XP_006287629.1	El001G067860
OG0010686	XP_006306542.1	El002G118920
OG0010687	XP_006305591.2	El002G119380
OG0010688	XP_006285815.1	El003G169980
OG0010689	XP_006283753.1	El003G170030
OG0010690	XP_006284207.1	El003G170070
OG0010691	XP_023634932.1	El003G170800
OG0010692	XP_006284408.1	El003G171040
OG0010693	XP_006295379.1	El006G295270
OG0010694	XP_006286131.1	El003G171160
OG0010695	XP_006285376.1	El003G171240
OG0010696	XP_006285923.1	El003G171280
OG0010697	XP_006302958.1	El004G208670, El004G208430, El004G208620, El004G208520
OG0010698	XP_006291598.2	El001G027850
OG0010699	XP_023643052.1	El004G208370, El004G208530
OG0010700	XP_006301656.1	El004G206430
OG0010701	XP_023644186.1	El004G206290
OG0010702	XP_006301353.1	El004G204760
OG0010703	XP_023643204.1	El004G204640
OG0010704	XP_023643620.1	El004G203310
OG0010705	XP_006302972.2	El004G202170
OG0010706	XP_006302153.1	El004G202320
OG0010707	XP_023644094.1	El004G201770
OG0010708	XP_006301626.1	El004G201700
OG0010709	XP_006300514.1	El005G253550, El004G201630
OG0010710	XP_006300335.1	El004G201510
OG0010711	XP_006300393.1	El004G201400
OG0010712	XP_006300742.1	El004G201360
OG0010713	XP_023643409.1	El004G201330
OG0010714	XP_006300871.1	El004G201150
OG0010715	XP_006301870.1	El004G201080
OG0010716	XP_006300926.1	El004G200610, El001G076090
OG0010717	XP_006300844.1	El004G200100
OG0010718	XP_006301321.1	El004G199740
OG0010719	XP_006302869.2	El004G199230
OG0010720	XP_006302554.2	El004G199130
OG0010722	XP_023638294.1	El001G036050
OG0010723	XP_006293282.1	El001G036750
OG0010725	XP_006291510.1	El001G037620
OG0010726	XP_023637910.1	El001G037670
OG0010727	XP_006291472.2	El001G037760
OG0010728	XP_006290425.1	El001G037820
OG0010729	XP_006291006.1	El001G037920
OG0010730	XP_023639035.1	El001G038480
OG0010731	XP_006290881.1	El001G039580, El004G200350
OG0010732	XP_006303355.2, XP_006291891.1	El002G097030
OG0010733	XP_006290405.1	El001G040250
OG0010734	XP_006307110.1	El002G096800
OG0010735	XP_006292727.1	El001G040380
OG0010736	XP_006293198.1	El001G040490
OG0010737	XP_006292610.1	El001G040720
OG0010738	XP_006291293.1	El001G042530
OG0010739	XP_006290874.2	El001G042610
OG0010740	XP_023638187.1	El007G367000, El007G321870
OG0010741	XP_006292731.2	El001G043380
OG0010742	XP_006291010.2	El001G045980
OG0010743	XP_006302368.2	El004G216080
OG0010744	XP_006301983.1	El004G213250
OG0010745	XP_006301061.1	El004G211180
OG0010746	XP_023642768.1	El005G238830
OG0010747	XP_006283298.2	El003G181570
OG0010748	XP_006301683.1	El004G193790
OG0010749	XP_006301742.2	El004G193810
OG0010750	XP_006302082.2	El004G193950
OG0010751	XP_006303010.1	El004G194160
OG0010752	XP_006300830.1	El004G194200
OG0010753	XP_006300967.2	El004G194490, El004G194330
OG0010754	XP_006302019.1	El004G194680
OG0010755	XP_006302177.1	El004G195150
OG0010756	XP_006300713.1	El004G195680
OG0010757	XP_006301625.1	El004G197360
OG0010758	XP_006296626.1	El005G248280
OG0010759	XP_006285008.1	El003G158270
OG0010760	XP_006294675.2	El006G288130
OG0010761	XP_023639474.1	El006G288510
OG0010762	XP_006293783.1	El006G288440
OG0010763	XP_006296036.1	El006G288890
OG0010764	XP_006297864.1	El005G244170
OG0010765	XP_006299823.1	El005G244290
OG0010766	XP_023642240.1	El005G244610
OG0010767	XP_023642110.1	El005G245480
OG0010768	XP_006298444.1	El005G245540
OG0010769	XP_006298430.1	El005G245550
OG0010770	XP_006285330.1	El003G165560
OG0010772	XP_006300927.1	El004G195480
OG0010773	XP_006297068.2	El005G246490
OG0010774	XP_023633733.1	El003G149500
OG0010775	XP_006297789.1	El005G247070
OG0010776	XP_006299943.1	El005G247670
OG0010777	XP_006298272.1	El005G247890
OG0010778	XP_006298753.1	El005G248030
OG0010779	XP_006297316.1	El005G248050
OG0010780	XP_006299207.1	El005G248180
OG0010781	XP_006297041.2	El005G248190
OG0010782	XP_023636407.1	El001G011540
OG0010783	XP_023639571.1	El006G318540
OG0010784	XP_023636433.1	El007G344860
OG0010785	XP_006279960.1	El007G344820, El007G344810
OG0010786	XP_006281706.1	El007G343870
OG0010787	XP_023639983.1	El007G344110
OG0010788	XP_006281470.1	El007G344060
OG0010789	XP_006280983.1	El007G343850
OG0010790	XP_023633380.1, XP_006280042.1, XP_023633326.1	El007G343450
OG0010791	XP_006280951.1	El007G343120
OG0010792	XP_006280700.1	El007G342880
OG0010793	XP_006281814.1	El007G342630
OG0010794	XP_006281208.1	El007G342540
OG0010795	XP_006282172.1	El007G342170
OG0010796	XP_006280994.1	El007G341930
OG0010797	XP_006281075.1	El007G341400
OG0010798	XP_006281093.1	El007G339850
OG0010799	XP_023645995.1, XP_023640900.1	El007G340020
OG0010800	XP_006279555.1	El007G339650
OG0010801	XP_006280651.1	El007G339080
OG0010802	XP_006280352.1	El007G338430
OG0010803	XP_006279801.1	El007G338630, El007G338800
OG0010804	XP_006279886.1	El007G338920
OG0010805	XP_006281668.1	El007G337690
OG0010806	XP_006285402.1	El003G157240
OG0010807	XP_023638337.1	El007G337380
OG0010808	XP_023639392.1	El007G336600
OG0010809	XP_023645816.1	El007G336360, El004G207620
OG0010810	XP_006280160.1	El007G336180
OG0010811	XP_023641740.1	El007G335930
OG0010812	XP_006281140.1	El007G334810
OG0010813	XP_023637192.1	El007G334610
OG0010815	XP_006280009.1	El007G334030
OG0010816	XP_023639711.1	El007G333750
OG0010817	XP_006281337.1	El007G333540
OG0010818	XP_006288301.2	El001G068590
OG0010819	XP_006289580.1	El001G069050
OG0010820	XP_006287082.2	El001G069420, El006G316330
OG0010821	XP_006289727.1	El001G069720
OG0010822	XP_023636303.1	El001G069890
OG0010823	XP_006288522.2	El001G069950
OG0010824	XP_006289586.1	El001G070050
OG0010825	XP_006289615.1	El001G070100
OG0010826	XP_006288722.1	El001G070500
OG0010827	XP_006289990.1	El001G070530
OG0010828	XP_006289029.1	El001G070900
OG0010829	XP_006288135.1	El001G070950
OG0010830	XP_023637301.1	El001G071260
OG0010831	XP_006280200.1	El007G324570
OG0010832	XP_006287662.1	El001G071430
OG0010833	XP_006289107.1	El001G071940
OG0010834	XP_006289093.2	El001G071950
OG0010835	XP_006290209.2	El001G072310
OG0010836	XP_006297121.1	El001G072450
OG0010837	XP_006279670.1	El007G326290
OG0010838	XP_006287409.1	El001G073310
OG0010839	XP_006295015.1	El006G279650
OG0010840	XP_023635931.1	El001G074380
OG0010841	XP_006284054.1	El003G169860
OG0010842	XP_006283759.1	El003G169150
OG0010843	XP_006282929.2	El003G168790
OG0010844	XP_006284810.1	El003G168180
OG0010845	XP_006283342.1	El003G167980
OG0010846	XP_006285408.1	El003G167930
OG0010847	XP_006283652.1	El003G167860
OG0010848	XP_006282471.1	El003G167360
OG0010849	XP_006285425.1	El003G167060
OG0010850	XP_006284622.1	El003G166740
OG0010851	XP_006285958.2	El003G166380
OG0010852	XP_006282708.1	El003G166060
OG0010853	XP_006285387.1	El003G165310
OG0010854	XP_006283006.1	El003G165220
OG0010855	XP_006285265.1	El003G164770
OG0010856	XP_006285753.1	El003G164520
OG0010857	XP_023635224.1	El003G164460
OG0010858	XP_006284724.1	El003G164180
OG0010859	XP_006282569.1	El003G155750
OG0010860	XP_006284006.1	El003G161510
OG0010861	XP_006282677.1	El003G160740
OG0010862	XP_006303712.1	El002G121060
OG0010863	XP_023632687.1	El002G121370, El002G121290
OG0010864	XP_006306698.2	El002G121550
OG0010865	XP_006305306.1	El002G121720
OG0010866	XP_006305413.1	El002G123450
OG0010867	XP_006304169.1	El002G124390
OG0010868	XP_006306184.1	El002G125550
OG0010869	XP_006307209.1	El002G128020
OG0010870	XP_006303418.2	El002G127400
OG0010871	XP_006305293.1	El002G127180
OG0010872	XP_006303444.2	El002G129430
OG0010873	XP_006305956.2	El002G113700
OG0010874	XP_006305796.1	El002G113890
OG0010875	XP_023646001.1	El002G114280
OG0010876	XP_006303410.1	El002G114300
OG0010877	XP_006304922.1	El002G114350
OG0010878	XP_023632909.1	El002G114730, El002G114720
OG0010879	XP_006303201.1	El002G116430
OG0010880	XP_006305071.1	El002G117110
OG0010881	XP_006303892.1	El002G117270, El002G116820
OG0010882	XP_006304418.1	El002G117440
OG0010883	XP_023633241.1	El002G117680
OG0010885	XP_006285497.1	El003G146080
OG0010886	XP_006283101.1	El003G145860
OG0010887	XP_006297853.1	El005G276620
OG0010889	XP_006283643.1	El003G145480
OG0010890	XP_006283655.1	El003G144420
OG0010891	XP_006283495.1	El003G144500
OG0010892	XP_023634103.1	El003G144120, El003G143930
OG0010893	XP_006284174.1	El003G143600
OG0010894	XP_006284748.1	El003G143380
OG0010895	XP_006285220.1	El003G142830
OG0010896	XP_006284449.1	El003G142530
OG0010897	XP_006283462.1	El002G113420
OG0010898	XP_006282751.1	El003G142030
OG0010899	XP_006295233.1	El006G321720
OG0010900	XP_006294735.1	El006G321750
OG0010901	XP_006285345.1	El003G141740
OG0010902	XP_006286047.1	El003G141810
OG0010903	XP_023634625.1	El006G320190
OG0010904	XP_023635208.1	El006G320180, El001G060420
OG0010905	XP_023634557.1	El003G141620, El004G196130
OG0010906	XP_006283199.1	El003G184080
OG0010907	XP_006283923.2	El003G184540
OG0010908	XP_006283389.1	El003G185210
OG0010909	XP_023641586.1	El005G261660, El005G261720, El005G261610, El005G261650, El005G261710
OG0010910	XP_023635185.1	El003G186240
OG0010911	XP_023635360.1	El003G188210
OG0010912	XP_006282941.1	El003G188060
OG0010913	XP_006282712.1	El003G188480
OG0010914	XP_023634118.1	El003G188720
OG0010915	XP_006283563.2	El003G189550
OG0010916	XP_006294438.1	El006G296090
OG0010917	XP_023640136.1	El006G296040
OG0010918	XP_006295968.1	El006G295790
OG0010919	XP_006304295.1	El002G120130
OG0010920	XP_006288652.1	El001G009970, El006G305340
OG0010921	XP_006302035.1	El004G212650
OG0010922	XP_006286649.1	El001G010930
OG0010923	XP_006288921.1	El001G011390
OG0010924	XP_006286815.1	El001G011200
OG0010925	XP_006294491.1	El006G297050
OG0010926	XP_006296429.2	El006G297690, El006G297640
OG0010927	XP_006295076.1	El006G297920
OG0010928	XP_006294552.2	El006G298020
OG0010929	XP_023645569.1	El007G358730
OG0010930	XP_006281101.1	El007G357610
OG0010931	XP_006280516.1	El007G357500
OG0010932	XP_006280013.1	El007G357490
OG0010933	XP_006280425.1	El007G357280
OG0010934	XP_006280629.1	El007G352180, El007G356920
OG0010935	XP_006288744.1	El001G009210
OG0010936	XP_006289826.1	El001G008230
OG0010937	XP_006287590.1	El001G007690
OG0010938	XP_023637012.1	El001G006930
OG0010939	XP_006289487.1	El001G005600
OG0010940	XP_023636989.1	El001G005120
OG0010941	XP_006286915.1	El001G005070
OG0010942	XP_023637313.1	El001G005020, El005G255030
OG0010943	XP_006287054.1	El001G004970
OG0010944	XP_023642815.1	El007G361050
OG0010945	XP_006302227.1	El004G218730
OG0010946	XP_006280029.1	El007G363680, El007G363660
OG0010947	XP_006280755.1	El007G363930
OG0010948	XP_006281809.1	El007G364030
OG0010949	XP_006281678.1	El007G365040
OG0010950	XP_006280777.1	El007G365610
OG0010951	XP_023640198.1	El007G366250
OG0010952	XP_006282273.1	El007G366960
OG0010953	XP_006279493.1	El007G366500
OG0010954	XP_006297824.1	El005G269430
OG0010955	XP_006299002.1	El005G269410
OG0010956	XP_006286046.2	El003G183580
OG0010957	XP_006299727.1	El005G269320
OG0010958	XP_006283038.1	El003G179760
OG0010959	XP_006294824.1	El006G290040
OG0010960	XP_023634797.1	El003G177700
OG0010961	XP_006283805.1	El003G176610, El003G176490, El003G176360
OG0010962	XP_006284237.1	El003G176270, El003G176300, El003G176250
OG0010963	XP_006283161.1	El003G176110
OG0010964	XP_006284718.2	El003G176030, El003G176000
