Orthogroup	Capsella_rubella	Odontarrhena_muralis
OG0010390	XP_006300594.1	Om004G134500
OG0010391	XP_006302756.1	Om004G134850
OG0010392	XP_006292067.1	Om006G257230
OG0010393	XP_006302710.1	Om004G135120
OG0010394	XP_006302708.1	Om004G144610
OG0010395	XP_006307043.1	Om005G202240
OG0010396	XP_006302559.2	Om004G137730
OG0010397	XP_006301501.1	Om004G139980
OG0010398	XP_006302618.1	Om004G140020, Om004G140030
OG0010399	XP_023643537.1	Om004G140400
OG0010400	XP_006300550.2	Om004G140470
OG0010401	XP_023643675.1	Om004G140820
OG0010402	XP_006300977.2	Om004G140980
OG0010403	XP_023643746.1	Om004G141140
OG0010404	XP_006302030.2	Om004G141940
OG0010405	XP_006302041.1	Om004G142030
OG0010407	XP_023643020.1	Om004G142040
OG0010408	XP_006302359.2	Om004G142680
OG0010409	XP_023643575.1	Om004G132160
OG0010410	XP_006301134.1	Om004G131810
OG0010411	XP_023642902.1	Om004G131450
OG0010413	XP_023642970.1	Om004G130810
OG0010414	XP_006302247.1	Om004G130490
OG0010415	XP_006301505.1	Om004G130140
OG0010416	XP_023643437.1	Om004G130000, Om004G132560
OG0010417	XP_006280511.1	Om003G117110
OG0010418	XP_023641448.1	Om002G057130
OG0010419	XP_006298924.1	Om002G057370
OG0010421	XP_006298666.2	Om002G059110
OG0010422	XP_023641080.1	Om002G059390
OG0010423	XP_006296799.1	Om002G059430
OG0010424	XP_023642533.1	Om002G059470
OG0010425	XP_023642082.1	Om002G059870
OG0010426	XP_006287773.1	Om006G241780
OG0010427	XP_006298258.1	Om002G060480
OG0010428	XP_006298919.1	Om002G060650
OG0010429	XP_006298253.1	Om002G060950
OG0010430	XP_006298689.1	Om002G061290
OG0010431	XP_006298758.1	Om002G062400
OG0010432	XP_006283871.1	Om003G100460
OG0010433	XP_023642311.1	Om002G063960
OG0010434	XP_006299880.1	Om002G064200
OG0010435	XP_006298040.1	Om002G064640
OG0010436	XP_006298494.1	Om002G065180
OG0010437	XP_023641415.1	Om002G065300
OG0010438	XP_006296939.2	Om002G065360
OG0010439	XP_006298927.1	Om002G065540
OG0010440	XP_023641199.1	Om002G065670
OG0010441	XP_006298218.1	Om002G065940
OG0010442	XP_006297775.1	Om002G066130
OG0010443	XP_006299629.1	Om002G066160
OG0010444	XP_006296809.1	Om002G066310
OG0010445	XP_006304157.1	Om003G098150
OG0010446	XP_006298083.2	Om002G067060
OG0010447	XP_006299213.1	Om002G067100
OG0010448	XP_006296976.1	Om002G067260
OG0010449	XP_006297263.2	Om002G067270
OG0010450	XP_006307567.1	Om003G097090
OG0010451	XP_006297576.1	Om002G067840
OG0010452	XP_006298973.1	Om002G067870
OG0010453	XP_006297019.1	Om002G067880
OG0010454	XP_006296919.1	Om002G067930
OG0010455	XP_006297721.1	Om002G067940
OG0010456	XP_006296944.1	Om002G068200
OG0010457	XP_023641571.1	Om002G068330
OG0010458	XP_006300083.2	Om002G068380
OG0010459	XP_006297422.1	Om002G068550
OG0010460	XP_006297362.1	Om002G069030
OG0010461	XP_006296594.1	Om002G069550
OG0010462	XP_006298954.1	Om002G069840
OG0010463	XP_006297502.2	Om002G069970
OG0010464	XP_006299664.1	Om002G070050
OG0010465	XP_006299889.1	Om002G071250, Om002G071220, Om002G070340
OG0010466	XP_006297098.1	Om002G071110
OG0010467	XP_006298290.1	Om002G073800
OG0010468	XP_006298866.1	Om002G071400
OG0010469	XP_006297270.1	Om002G071430
OG0010470	XP_006300104.1	Om002G071540
OG0010471	XP_006299869.1	Om002G071750
OG0010472	XP_006298151.1	Om002G071830
OG0010473	XP_006298691.1	Om002G072410
OG0010474	XP_006299932.1	Om002G073050
OG0010475	XP_006299118.1	Om002G073120
OG0010476	XP_023642552.1	Om002G073810
OG0010477	XP_006299798.1	Om002G075340
OG0010478	XP_006279410.1	Om001G007390
OG0010479	XP_006298172.2	Om002G081010
OG0010480	XP_006297541.1	Om002G081750
OG0010481	XP_023642135.1	Om005G184970, Om008G320470, Om003G097340
OG0010482	XP_006298607.1	Om002G082090
OG0010483	XP_006297571.1	Om002G082510
OG0010484	XP_006297913.1	Om002G083100
OG0010485	XP_006296865.1	Om002G083190
OG0010486	XP_006297442.2, XP_006279156.2	Om002G083430
OG0010487	XP_006297300.1	Om002G083800
OG0010488	XP_006296733.2	Om002G085670
OG0010489	XP_006298555.1	Om002G087200
OG0010490	XP_006297787.1	Om002G087220, Om002G088680
OG0010491	XP_006298772.1	Om002G087380
OG0010492	XP_006298661.2	Om002G087500
OG0010494	XP_006300043.1	Om002G087860
OG0010495	XP_023634187.1	Om001G023660
OG0010496	XP_006299884.1	Om002G087930
OG0010497	XP_006297221.1	Om002G088160
OG0010498	XP_006298913.1	Om002G088360
OG0010499	XP_023642747.1	Om002G088370
OG0010500	XP_006303229.1	Om003G089410
OG0010501	XP_006306665.1	Om003G089480
OG0010502	XP_006307003.1	Om003G090060
OG0010503	XP_006284109.1	Om003G104550, Om003G104580
OG0010504	XP_006306960.1	Om003G095630
OG0010505	XP_023638097.1	Om006G257220
OG0010506	XP_006306326.1	Om003G096410
OG0010507	XP_023639025.1, XP_006307321.1	Om003G096020
OG0010508	XP_006305844.1	Om003G096640
OG0010509	XP_023645260.1	Om003G096950
OG0010510	XP_006306988.1	Om003G097000
OG0010511	XP_006304231.1	Om003G097210
OG0010512	XP_006279513.1, XP_006306346.1	Om003G098130
OG0010513	XP_006304549.1	Om003G099090
OG0010515	XP_006304431.1	Om003G099390
OG0010516	XP_006303235.1	Om003G099590
OG0010517	XP_006303585.1	Om003G099820
OG0010520	XP_006294696.2	Om008G339930
OG0010521	XP_006294758.2	Om008G340060
OG0010522	XP_006292122.1	Om006G256560
OG0010523	XP_006292053.1	Om006G256530
OG0010524	XP_006293169.1	Om006G256510
OG0010525	XP_006292429.2	Om006G256270
OG0010526	XP_006291291.1	Om006G256250
OG0010527	XP_006290371.1	Om006G255910
OG0010528	XP_006291927.2	Om006G255400
OG0010529	XP_006290284.1	Om006G255390
OG0010531	XP_006291213.2	Om006G255330
OG0010532	XP_023638664.1	Om006G254970
OG0010533	XP_023638222.1	Om006G255060
OG0010534	XP_006293114.1	Om006G254980
OG0010535	XP_006293063.1	Om006G254560
OG0010536	XP_006292585.1	Om006G254440
OG0010537	XP_006291553.1	Om006G254010
OG0010538	XP_006291923.1	Om006G256710
OG0010539	XP_006291209.1	Om006G253370
OG0010540	XP_006290790.1	Om006G253030
OG0010541	XP_006291622.1	Om006G252790
OG0010542	XP_006292665.1	Om006G252460
OG0010543	XP_006291207.1	Om006G252440
OG0010544	XP_023638323.1	Om006G252170
OG0010545	XP_006291561.1	Om006G251560
OG0010546	XP_006290653.1	Om003G119830
OG0010547	XP_006291713.1	Om003G119840
OG0010548	XP_006291036.1	Om003G119890
OG0010549	XP_006292695.1	Om003G122290
OG0010550	XP_006290726.1	Om003G122310
OG0010551	XP_023639110.1	Om003G122510
OG0010552	XP_006290892.1	Om003G123040
OG0010553	XP_006290665.1	Om006G253380
OG0010554	XP_006290785.1	Om003G123930
OG0010555	XP_006290490.1	Om003G124100
OG0010556	XP_006293167.2	Om003G125130
OG0010557	XP_023638322.1	Om003G125570
OG0010558	XP_006292593.1	Om003G126160
OG0010559	XP_006291893.1	Om003G126170
OG0010560	XP_006292178.1	Om003G126310
OG0010561	XP_006291382.1	Om003G126390
OG0010562	XP_006292416.1	Om003G126700
OG0010563	XP_023638688.1	Om003G127270
OG0010564	XP_006290851.2	Om003G127360
OG0010565	XP_006291781.1	Om003G127370
OG0010566	XP_006291903.1	Om003G127440
OG0010567	XP_006292210.2	Om003G128110
OG0010568	XP_023638658.1	Om003G128670
OG0010569	XP_006304382.2	Om003G128840, Om007G291030
OG0010570	XP_006291652.1	Om003G128980
OG0010571	XP_006292742.2	Om003G129070, Om004G140940
OG0010572	XP_023645163.1	Om005G195960
OG0010575	XP_006291403.1	Om006G256540
OG0010576	XP_006291913.1	Om006G253290
OG0010578	XP_006295116.1	Om008G330590
OG0010579	XP_006294727.1	Om008G329230
OG0010580	XP_006284626.1	Om001G026060
OG0010581	XP_006284612.1	Om001G040520
OG0010582	XP_006307014.2	Om005G179850
OG0010583	XP_023633220.1	Om005G182870
OG0010585	XP_023645785.1	Om005G185850
OG0010586	XP_006306028.1	Om005G187710
OG0010587	XP_006305062.1	Om005G191240
OG0010589	XP_006305058.1	Om005G204530
OG0010590	XP_006302647.1	Om005G207810
OG0010591	XP_006303051.1	Om005G210810
OG0010592	XP_006302290.1	Om005G211450
OG0010593	XP_006299270.2, XP_006299582.1	Om007G277970
OG0010594	XP_006291234.2	Om005G225730, Om005G225760, Om006G272470
OG0010595	XP_006293606.1	Om007G284170
OG0010596	XP_023642336.1	Om002G074140
OG0010597	XP_006298660.1	Om002G070310, Om002G078990
OG0010598	XP_023641120.1	Om002G064300
OG0010599	XP_006299918.1	Om002G059090
OG0010601	XP_006298177.1	Om002G056510
OG0010602	XP_006297175.1	Om002G056280
OG0010603	XP_006297140.1	Om002G051960
OG0010604	XP_006297800.1	Om002G051480
OG0010605	XP_023642399.1	Om002G049920
OG0010606	XP_006300078.1	Om002G046840
OG0010608	XP_006289575.1	Om004G172060
OG0010609	XP_006290100.1	Om004G170200
OG0010610	XP_006296064.2, XP_006296024.1	Om004G156900
OG0010611	XP_006295926.1	Om004G155720
OG0010613	XP_006285724.1	Om001G003220
OG0010614	XP_023635275.1, XP_023633849.1	Om001G002700
OG0010615	XP_006284270.1	Om001G000270
OG0010616	XP_006303619.1	Om007G290390
OG0010617	XP_006296512.1	Om007G278830
OG0010618	XP_006288995.1	Om004G167060, Om006G233710
OG0010621	XP_006288357.1	Om007G302120
OG0010623	XP_006287384.1	Om007G293230
OG0010624	XP_006286015.1	Om001G024580
OG0010625	XP_023639032.1	Om006G268610
OG0010626	XP_006288125.1	Om006G243680
OG0010628	XP_006290207.1	Om006G240590
OG0010629	XP_006287682.1	Om006G239280
OG0010630	XP_006281048.1	Om006G235620
OG0010633	XP_006304870.1	Om001G029390
OG0010634	XP_006306152.1	Om001G014060, Om007G278060
OG0010638	XP_006301499.1	Om004G141800
OG0010639	XP_006299000.1	Om002G073280
OG0010644	XP_006287842.1	Om007G303430
OG0010660	XP_006285673.1	Om001G022210
OG0010661	XP_006284665.1	Om001G022390
OG0010662	XP_023635658.1	Om001G023040
OG0010663	XP_006285688.1	Om001G024280
OG0010664	XP_006285065.1	Om003G099440, Om001G025780
OG0010665	XP_006285932.1	Om001G026670
OG0010666	XP_006282906.1	Om001G041900
OG0010667	XP_006282610.1	Om002G058370, Om001G027270
OG0010668	XP_006285357.1	Om001G027530
OG0010669	XP_006284519.1	Om001G027860
OG0010670	XP_006285419.1	Om001G028360
OG0010671	XP_006283875.1	Om001G028940
OG0010672	XP_006283708.1	Om001G029540
OG0010673	XP_006284230.1	Om001G029790
OG0010674	XP_006282997.1	Om001G030520
OG0010675	XP_006282588.1	Om004G151400
OG0010676	XP_006289308.1	Om006G243650
OG0010677	XP_006284244.1	Om001G031730
OG0010678	XP_006294479.1	Om008G335400
OG0010679	XP_023634723.1	Om001G032300
OG0010680	XP_023635444.1	Om001G031960
OG0010681	XP_006284640.1	Om001G032700
OG0010682	XP_006302246.1	Om005G212530
OG0010683	XP_006283323.1	Om001G033470
OG0010684	XP_006284478.1	Om001G034100
OG0010685	XP_006287629.1	Om004G160890
OG0010687	XP_006305591.2	Om007G277260
OG0010688	XP_006285815.1	Om007G276500
OG0010689	XP_006283753.1	Om007G276440
OG0010690	XP_006284207.1	Om007G276410
OG0010691	XP_023634932.1	Om007G275890
OG0010692	XP_006284408.1	Om007G275830
OG0010693	XP_006295379.1	Om008G338190
OG0010694	XP_006286131.1	Om007G275740
OG0010695	XP_006285376.1	Om007G275670
OG0010696	XP_006285923.1	Om007G275630
OG0010697	XP_006302958.1	Om005G217180
OG0010698	XP_006291598.2	Om003G119380
OG0010699	XP_023643052.1	Om001G024150, Om001G024170, Om005G216980
OG0010701	XP_023644186.1	Om011G365480, Om005G217970, Om003G100710
OG0010702	XP_006301353.1	Om020G374430, Om011G365000
OG0010703	XP_023643204.1	Om008G336160
OG0010704	XP_023643620.1	Om005G219180
OG0010705	XP_006302972.2	Om005G219770
OG0010706	XP_006302153.1	Om005G219720
OG0010707	XP_023644094.1	Om005G219980
OG0010708	XP_006301626.1	Om005G220040
OG0010709	XP_006300514.1	Om005G220070
OG0010710	XP_006300335.1	Om005G220150
OG0010711	XP_006300393.1	Om005G220430
OG0010712	XP_006300742.1	Om005G220440
OG0010713	XP_023643409.1	Om005G220540
OG0010714	XP_006300871.1	Om005G220660, Om005G220610
OG0010715	XP_006301870.1	Om005G220750
OG0010716	XP_006300926.1	Om005G221210
OG0010717	XP_006300844.1	Om005G222050
OG0010718	XP_006301321.1	Om005G222720
OG0010719	XP_006302869.2	Om005G223300
OG0010720	XP_006302554.2	Om005G223550
OG0010721	XP_023644069.1	Om005G223950
OG0010722	XP_023638294.1	Om006G275460
OG0010723	XP_006293282.1	Om002G071440
OG0010725	XP_006291510.1	Om002G086770
OG0010726	XP_023637910.1	Om006G274570
OG0010727	XP_006291472.2	Om006G274520
OG0010728	XP_006290425.1	Om006G274460
OG0010729	XP_006291006.1	Om006G274400
OG0010730	XP_023639035.1	Om006G274000
OG0010731	XP_006290881.1	Om006G273290
OG0010733	XP_006290405.1	Om006G272740
OG0010734	XP_006307110.1	Om005G192880
OG0010735	XP_006292727.1	Om006G272610
OG0010736	XP_006293198.1	Om006G272570
OG0010737	XP_006292610.1	Om006G272540
OG0010738	XP_006291293.1	Om006G271090
OG0010739	XP_006290874.2	Om006G271050
OG0010740	XP_023638187.1	Om006G269830
OG0010741	XP_006292731.2	Om006G270390
OG0010742	XP_006291010.2	Om005G228730
OG0010743	XP_006302368.2	Om005G213480
OG0010744	XP_006301983.1	Om005G215070
OG0010745	XP_006301061.1	Om005G215670
OG0010746	XP_023642768.1	Om002G045930
OG0010747	XP_006283298.2	Om003G108660
OG0010749	XP_006301742.2	Om007G307620
OG0010750	XP_006302082.2	Om005G228790
OG0010751	XP_006303010.1	Om005G228480
OG0010752	XP_006300830.1	Om005G228460
OG0010753	XP_006300967.2	Om005G228350
OG0010754	XP_006302019.1	Om005G227830
OG0010755	XP_006302177.1	Om005G227170
OG0010756	XP_006300713.1	Om005G226770
OG0010757	XP_006301625.1	Om005G225310
OG0010758	XP_006296626.1	Om002G056230
OG0010759	XP_006285008.1	Om001G018440
OG0010760	XP_006294675.2	Om008G328410
OG0010761	XP_023639474.1	Om008G328910
OG0010762	XP_006293783.1	Om008G328870
OG0010763	XP_006296036.1	Om008G329380
OG0010764	XP_006297864.1	Om002G051470
OG0010765	XP_006299823.1	Om002G051610
OG0010766	XP_023642240.1	Om002G051990
OG0010767	XP_023642110.1	Om002G053000
OG0010768	XP_006298444.1	Om002G053060
OG0010769	XP_006298430.1	Om002G053070
OG0010770	XP_006285330.1	Om001G005790
OG0010772	XP_006300927.1	Om001G036500
OG0010773	XP_006297068.2	Om002G054330
OG0010774	XP_023633733.1	Om001G030450
OG0010775	XP_006297789.1	Om002G055000
OG0010776	XP_006299943.1	Om002G055500
OG0010777	XP_006298272.1	Om002G055710
OG0010778	XP_006298753.1	Om002G055850
OG0010779	XP_006297316.1	Om002G055870
OG0010780	XP_006299207.1	Om002G056090
OG0010781	XP_006297041.2	Om005G216000, Om002G056100
OG0010782	XP_023636407.1	Om003G108730, Om006G252180
OG0010783	XP_023639571.1	Om003G106860
OG0010784	XP_023636433.1	Om003G106840
OG0010785	XP_006279960.1	Om003G109530
OG0010786	XP_006281706.1	Om004G165410
OG0010787	XP_023639983.1	Om004G132170
OG0010788	XP_006281470.1	Om004G167510
OG0010789	XP_006280983.1	Om003G111420
OG0010790	XP_023633380.1, XP_006280042.1, XP_023633326.1	Om003G111850
OG0010791	XP_006280951.1	Om007G285950
OG0010792	XP_006280700.1	Om005G201670
OG0010793	XP_006281814.1	Om003G112490
OG0010794	XP_006281208.1	Om001G025420
OG0010795	XP_006282172.1	Om003G112830
OG0010796	XP_006280994.1	Om003G113050
OG0010797	XP_006281075.1	Om003G113390
OG0010798	XP_006281093.1	Om003G114730
OG0010799	XP_023645995.1, XP_023640900.1	Om006G259070
OG0010800	XP_006279555.1	Om003G115010
OG0010801	XP_006280651.1	Om003G115270
OG0010802	XP_006280352.1	Om003G115860
OG0010803	XP_006279801.1	Om003G115550
OG0010804	XP_006279886.1	Om003G115400
OG0010805	XP_006281668.1	Om003G116370
OG0010806	XP_006285402.1	Om001G019540
OG0010807	XP_023638337.1	Om003G116680
OG0010808	XP_023639392.1	Om003G117570
OG0010809	XP_023645816.1	Om003G117870
OG0010810	XP_006280160.1	Om003G118120
OG0010811	XP_023641740.1	Om003G118480
OG0010812	XP_006281140.1	Om006G249820
OG0010813	XP_023637192.1	Om006G249640
OG0010815	XP_006280009.1	Om006G249080
OG0010816	XP_023639711.1	Om006G248470
OG0010817	XP_006281337.1	Om006G248200
OG0010818	XP_006288301.2	Om004G161790
OG0010819	XP_006289580.1	Om004G162240
OG0010820	XP_006287082.2	Om004G162730
OG0010821	XP_006289727.1	Om004G163140
OG0010822	XP_023636303.1	Om004G163350
OG0010823	XP_006288522.2	Om004G163450
OG0010824	XP_006289586.1	Om004G163510
OG0010825	XP_006289615.1	Om004G163600
OG0010826	XP_006288722.1	Om004G164260
OG0010827	XP_006289990.1	Om004G164290
OG0010828	XP_006289029.1	Om004G164510
OG0010829	XP_006288135.1	Om004G164580
OG0010830	XP_023637301.1	Om004G165070
OG0010831	XP_006280200.1	Om006G231620
OG0010833	XP_006289107.1	Om004G165970
OG0010834	XP_006289093.2	Om004G165980
OG0010835	XP_006290209.2	Om004G166420
OG0010836	XP_006297121.1	Om004G166650
OG0010838	XP_006287409.1	Om004G167490
OG0010839	XP_006295015.1	Om008G318590
OG0010840	XP_023635931.1	Om004G168930
OG0010841	XP_006284054.1	Om001G000080
OG0010842	XP_006283759.1	Om001G000710, Om001G000450, Om001G000500
OG0010844	XP_006284810.1	Om001G002210
OG0010845	XP_006283342.1	Om001G002500
OG0010846	XP_006285408.1	Om001G002580
OG0010847	XP_006283652.1	Om001G002660
OG0010848	XP_006282471.1, XP_006285745.1	Om001G003100, Om001G003050
OG0010853	XP_006285387.1	Om001G006240
OG0010854	XP_006283006.1	Om001G006360
OG0010855	XP_006285265.1	Om001G007040
OG0010856	XP_006285753.1	Om001G007440
OG0010857	XP_023635224.1	Om001G007490
OG0010858	XP_006284724.1	Om001G007830
OG0010859	XP_006282569.1	Om001G022200
OG0010860	XP_006284006.1	Om001G010760
OG0010861	XP_006282677.1	Om001G011580
OG0010862	XP_006303712.1	Om001G012160
OG0010863	XP_023632687.1	Om001G012360
OG0010864	XP_006306698.2	Om001G012420
OG0010865	XP_006305306.1	Om001G012480
OG0010866	XP_006305413.1	Om001G013540
OG0010868	XP_006306184.1	Om001G014940
OG0010869	XP_006307209.1	Om001G015360
OG0010870	XP_006303418.2	Om004G175520
OG0010871	XP_006305293.1	Om001G016000
OG0010872	XP_006303444.2	Om007G287310
OG0010873	XP_006305956.2	Om007G288340
OG0010874	XP_006305796.1	Om007G288560
OG0010875	XP_023646001.1	Om007G288850
OG0010876	XP_006303410.1	Om007G288860
OG0010877	XP_006304922.1	Om007G288910
OG0010878	XP_023632909.1	Om007G289240
OG0010879	XP_006303201.1	Om007G290720
OG0010880	XP_006305071.1	Om007G291050
OG0010881	XP_006303892.1	Om007G291270
OG0010882	XP_006304418.1	Om007G291420
OG0010883	XP_023633241.1	Om007G291670
OG0010884	XP_006285924.1	Om001G034990
OG0010885	XP_006285497.1	Om001G035670, Om001G035690
OG0010886	XP_006283101.1	Om001G036080
OG0010887	XP_006297853.1	Om002G085560, Om001G023780
OG0010889	XP_006283643.1	Om001G036670
OG0010890	XP_006283655.1	Om001G038190
OG0010891	XP_006283495.1	Om001G038280
OG0010892	XP_023634103.1	Om001G039030
OG0010893	XP_006284174.1	Om001G039590
OG0010894	XP_006284748.1	Om001G039770
OG0010895	XP_006285220.1	Om001G040470
OG0010896	XP_006284449.1	Om001G040870
OG0010897	XP_006283462.1	Om001G041420
OG0010898	XP_006282751.1	Om001G041490
OG0010899	XP_006295233.1	Om004G156610
OG0010900	XP_006294735.1	Om004G156630
OG0010901	XP_006285345.1	Om001G041830
OG0010902	XP_006286047.1	Om001G041760
OG0010903	XP_023634625.1	Om001G041690
OG0010904	XP_023635208.1	Om001G041680
OG0010905	XP_023634557.1	Om001G041930
OG0010906	XP_006283199.1	Om007G313530
OG0010907	XP_006283923.2	Om001G039380
OG0010909	XP_023641586.1	Om002G071030
OG0010910	XP_023635185.1	Om007G314360
OG0010911	XP_023635360.1	Om007G314970
OG0010912	XP_006282941.1	Om007G315010
OG0010913	XP_006282712.1	Om007G315190
OG0010914	XP_023634118.1	Om003G102170, Om007G315280
OG0010915	XP_006283563.2	Om007G315700
OG0010916	XP_006294438.1	Om008G339320
OG0010917	XP_023640136.1	Om008G339240
OG0010918	XP_006295968.1	Om008G338950
OG0010919	XP_006304295.1	Om007G276610
OG0010920	XP_006288652.1	Om007G296420
OG0010921	XP_006302035.1	Om008G343290, Om002G073970
OG0010922	XP_006286649.1	Om008G344690
OG0010923	XP_006288921.1	Om005G228760
OG0010924	XP_006286815.1	Om008G344890
OG0010925	XP_006294491.1	Om008G340310
OG0010926	XP_006296429.2	Om008G336840
OG0010927	XP_006295076.1	Om008G340680
OG0010928	XP_006294552.2	Om005G190040
OG0010929	XP_023645569.1	Om008G341260
OG0010930	XP_006281101.1	Om008G342010
OG0010931	XP_006280516.1	Om002G086910
OG0010932	XP_006280013.1	Om008G342240
OG0010933	XP_006280425.1	Om008G342340
OG0010934	XP_006280629.1	Om008G342650
OG0010935	XP_006288744.1	Om008G347050
OG0010936	XP_006289826.1	Om008G349980
OG0010937	XP_006287590.1	Om008G351270
OG0010938	XP_023637012.1	Om008G352370
OG0010939	XP_006289487.1	Om008G353870
OG0010940	XP_023636989.1	Om008G354420
OG0010941	XP_006286915.1	Om008G354530
OG0010942	XP_023637313.1	Om008G354620
OG0010943	XP_006287054.1	Om008G354770
OG0010944	XP_023642815.1	Om008G356200
OG0010945	XP_006302227.1	Om005G211500
OG0010946	XP_006280029.1	Om008G358460
OG0010947	XP_006280755.1	Om008G358710
OG0010948	XP_006281809.1	Om007G308920, Om003G110290, Om008G358830
OG0010949	XP_006281678.1	Om008G360050, Om003G110680
OG0010950	XP_006280777.1	Om008G361190
OG0010951	XP_023640198.1	Om008G361990
OG0010952	XP_006282273.1	Om007G302840, Om005G212690
