Orthogroup	Capsella_rubella	Cardamine_amara
OG0007101	XP_006305751.2	evm.model.RL_5.240
OG0007102	XP_006306600.1	evm.model.RL_5.155
OG0007103	XP_006307347.1	evm.model.RL_5.153
OG0007104	XP_006279280.2, XP_006304742.1	evm.model.RL_5.149
OG0007105	XP_023645463.1, XP_006285889.1, XP_006279282.2	evm.model.RL_5.147
OG0007106	XP_023645957.1	evm.model.RL_5.19.1.687c88a9
OG0007107	XP_006290290.1	evm.model.RL_7.1233
OG0007108	XP_023645988.1	evm.model.RL_8.2914
OG0007109	XP_006286583.1	evm.model.RL_4.2189
OG0007110	XP_006289133.1	evm.model.RL_4.2192
OG0007111	XP_006288790.1	evm.model.RL_4.2194
OG0007112	XP_006287113.1	evm.model.RL_4.2205
OG0007113	XP_006288419.1	evm.model.RL_4.2149
OG0007114	XP_006288784.1	evm.model.RL_4.2097
OG0007115	XP_006286841.1, XP_023637199.1	evm.model.RL_4.2114
OG0007116	XP_006286878.1	evm.model.RL_4.2071
OG0007117	XP_006286538.1	evm.model.RL_4.2000
OG0007118	XP_006287270.1	evm.model.RL_4.1981
OG0007119	XP_006288141.1	evm.model.RL_4.1980
OG0007120	XP_006288955.1	evm.model.RL_4.1945
OG0007121	XP_006290189.1	evm.model.RL_4.1920
OG0007122	XP_023636878.1	evm.model.RL_4.1901
OG0007123	XP_006287474.1	evm.model.RL_4.1784.1.687c86d5
OG0007124	XP_006287742.1	evm.model.RL_4.1735
OG0007125	XP_006286926.1	evm.model.RL_4.1125
OG0007126	XP_023637040.1	evm.model.RL_4.1114
OG0007127	XP_006290009.1	evm.model.RL_4.1072
OG0007128	XP_006286519.1	evm.model.RL_4.1039
OG0007129	XP_006287954.1	evm.model.RL_4.966
OG0007130	XP_006281254.1	evm.model.RL_4.926
OG0007131	XP_006280770.1	evm.model.RL_4.876
OG0007133	XP_006280190.1	evm.model.RL_4.790
OG0007134	XP_006281081.1	evm.model.RL_4.838
OG0007135	XP_006288037.1	evm.model.RL_4.2274
OG0007136	XP_006289710.1	evm.model.RL_4.2849
OG0007137	XP_006288803.1	evm.model.RL_4.2870
OG0007138	XP_006288164.1	evm.model.RL_4.2887
OG0007139	XP_006287212.1	evm.model.RL_4.2276
OG0007140	XP_006288814.1	evm.model.RL_4.2277
OG0007141	XP_006289999.1	evm.model.RL_4.2910
OG0007142	XP_023635921.1	evm.model.RL_4.2987
OG0007143	XP_006288507.1	evm.model.RL_4.3031
OG0007144	XP_006287219.1	evm.model.RL_4.3051
OG0007145	XP_006289521.1	evm.model.RL_4.3045
OG0007146	XP_006288296.1	evm.model.RL_4.3082
OG0007147	XP_006287950.1	evm.model.RL_4.1706
OG0007148	XP_006288129.1	evm.model.RL_4.1165
OG0007149	XP_006289163.1	evm.model.RL_4.1168
OG0007150	XP_006287378.1	evm.model.RL_4.1169
OG0007151	XP_006288745.1	evm.model.RL_4.1226
OG0007152	XP_006287981.1, XP_006289494.1	evm.model.RL_4.1229
OG0007153	XP_006286769.1	evm.model.RL_4.1245
OG0007154	XP_006288231.1	evm.model.RL_4.1246
OG0007155	XP_006288613.1	evm.model.RL_4.1303
OG0007156	XP_006287402.2	evm.model.RL_4.1323
OG0007157	XP_006288314.2	evm.model.RL_4.1324
OG0007158	XP_006291794.1	evm.model.RL_7.1497
OG0007159	XP_006289897.1	evm.model.RL_4.1364
OG0007160	XP_006288138.1	evm.model.RL_4.1373
OG0007161	XP_006287711.1	evm.model.RL_4.1396
OG0007162	XP_006288850.1	evm.model.RL_4.1397
OG0007163	XP_006282052.1	evm.model.RL_8.2155
OG0007164	XP_006280281.2	evm.model.RL_8.2161
OG0007165	XP_006280693.1	evm.model.RL_8.2166
OG0007166	XP_006281203.1	evm.model.RL_8.2195
OG0007167	XP_023632559.1	evm.model.RL_8.2229
OG0007168	XP_006282124.1	evm.model.RL_8.2313
OG0007169	XP_006280917.1	evm.model.RL_8.2321
OG0007170	XP_006280220.1	evm.model.RL_8.2329
OG0007171	XP_006280949.1	evm.model.RL_8.2347
OG0007172	XP_006290393.2	evm.model.RL_7.1578
OG0007173	XP_006280732.1, XP_006279846.1	evm.model.RL_8.2371
OG0007174	XP_006281118.1	evm.model.RL_8.1951
OG0007175	XP_006291611.1	evm.model.RL_7.1296
OG0007176	XP_006292132.1	evm.model.RL_7.1416
OG0007177	XP_023638241.1	evm.model.RL_7.1436
OG0007178	XP_006290817.1	evm.model.RL_7.1564
OG0007179	XP_006279959.1	evm.model.RL_8.2338
OG0007179	XP_006290560.1	evm.model.RL_7.1585
OG0007180	XP_006291760.1	evm.model.RL_7.1620
OG0007181	XP_006292235.2	evm.model.RL_7.1675
OG0007182	XP_006292104.1	evm.model.RL_7.1765
OG0007183	XP_006292759.2	evm.model.RL_7.1836
OG0007184	XP_006290826.1	evm.model.RL_7.1844
OG0007185	XP_006292677.1	evm.model.RL_7.1917
OG0007186	XP_006290429.1	evm.model.RL_7.1971
OG0007187	XP_006302407.1	evm.model.RL_3.1123
OG0007188	XP_023644114.1	evm.model.RL_3.1118
OG0007189	XP_006291716.1	evm.model.RL_7.225
OG0007190	XP_023641837.1	evm.model.RL_1.796
OG0007191	XP_023644088.1	evm.model.RL_3.1322
OG0007192	XP_006302342.1	evm.model.RL_3.1345
OG0007193	XP_006302734.2	evm.model.RL_3.1198
OG0007195	XP_023644301.1	evm.model.RL_3.1384
OG0007196	XP_006303019.1	evm.model.RL_3.1393
OG0007197	XP_006302873.1	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	XP_023643546.1	evm.model.RL_3.1496
OG0007199	XP_006300583.1, XP_023632730.1	evm.model.RL_3.1504
OG0007200	XP_006301010.1	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	XP_006302855.1	evm.model.RL_3.1570
OG0007202	XP_006302677.1	evm.model.RL_3.1589
OG0007203	XP_006289190.1	evm.model.RL_4.1663
OG0007204	XP_006300975.1	evm.model.RL_3.2230
OG0007205	XP_006300460.1	evm.model.RL_3.2170
OG0007206	XP_006285941.1	evm.model.RL_4.322
OG0007207	XP_006302591.1	evm.model.RL_3.2137
OG0007208	XP_006302133.1	evm.model.RL_3.2129
OG0007209	XP_006301259.1	evm.model.RL_3.2083
OG0007210	XP_006301620.1	evm.model.RL_3.2053
OG0007211	XP_006301451.1	evm.model.RL_3.2038
OG0007212	XP_006302690.1	evm.model.RL_3.2019
OG0007213	XP_023643459.1	evm.model.RL_3.1985
OG0007214	XP_023643874.1	evm.model.RL_3.1982
OG0007215	XP_006300328.1	evm.model.RL_3.1910.1.687c84bd
OG0007216	XP_006300491.1	evm.model.RL_3.1904
OG0007217	XP_006302562.2	evm.model.RL_3.1897
OG0007218	XP_023643684.1	evm.model.RL_3.1894
OG0007219	XP_023642846.1	evm.model.RL_3.1863
OG0007220	XP_006300512.1	evm.model.RL_3.1784
OG0007221	XP_006302743.2	evm.model.RL_3.1726
OG0007222	XP_006294586.1	evm.model.RL_6.1225
OG0007223	XP_006302100.1	evm.model.RL_3.1670
OG0007224	XP_023643149.1	evm.model.RL_3.1632
OG0007225	XP_006302801.1	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	XP_006301840.1	evm.model.RL_3.2266
OG0007227	XP_023642484.1	evm.model.RL_1.961
OG0007228	XP_006301697.1	evm.model.RL_3.2331
OG0007229	XP_006300360.1	evm.model.RL_3.2339
OG0007230	XP_006301913.1	evm.model.RL_3.2361
OG0007231	XP_006306900.2	evm.model.RL_7.1886
OG0007232	XP_006300358.1	evm.model.RL_3.2471
OG0007233	XP_006302528.1	evm.model.RL_3.2389
OG0007234	XP_006301140.1	evm.model.RL_3.2394
OG0007235	XP_006302811.1	evm.model.RL_3.2402
OG0007236	XP_006302184.1	evm.model.RL_3.2416, evm.model.RL_3.2480
OG0007237	XP_006306593.1	evm.model.RL_5.1430
OG0007238	XP_006303727.1	evm.model.RL_3.2450
OG0007239	XP_023642928.1	evm.model.RL_3.2454
OG0007240	XP_006300100.2	evm.model.RL_1.1200, evm.model.RL_1.1294
OG0007241	XP_006297672.1	evm.model.RL_1.1205
OG0007243	XP_006297518.1	evm.model.RL_1.1288
OG0007244	XP_006298101.1	evm.model.RL_1.1300
OG0007245	XP_006296843.1	evm.model.RL_1.1338
OG0007246	XP_006299671.1	evm.model.RL_1.1343
OG0007247	XP_023642351.1	evm.model.RL_1.1383
OG0007248	XP_006298390.1	evm.model.RL_1.1463
OG0007250	XP_006299741.1	evm.model.RL_1.1483
OG0007251	XP_006298791.1	evm.model.RL_1.1500
OG0007252	XP_006298512.1	evm.model.RL_1.1505
OG0007253	XP_006299634.1	evm.model.RL_1.1527
OG0007254	XP_006297115.1	evm.model.RL_1.1528.1.687c87ed
OG0007255	XP_006298133.1	evm.model.RL_1.1537
OG0007256	XP_006297618.2	evm.model.RL_1.1543
OG0007257	XP_006299498.2	evm.model.RL_1.1745
OG0007258	XP_006299552.2	evm.model.RL_1.1632
OG0007259	XP_006296888.1	evm.model.RL_1.1644
OG0007260	XP_006298577.1	evm.model.RL_1.1668
OG0007261	XP_006298110.1	evm.model.RL_1.1696
OG0007262	XP_006299873.1	evm.model.RL_1.1698
OG0007263	XP_006298977.1	evm.model.RL_1.1707
OG0007264	XP_023641577.1	evm.model.RL_4.1042
OG0007265	XP_006298386.1	evm.model.RL_1.1728
OG0007266	XP_006297109.1	evm.model.RL_1.1758
OG0007267	XP_006297199.1	evm.model.RL_1.1787
OG0007268	XP_006297926.1	evm.model.RL_1.1798
OG0007269	XP_006297417.2	evm.model.RL_1.1832
OG0007270	XP_006297872.1	evm.model.RL_1.1840
OG0007271	XP_023641345.1	evm.model.RL_1.1846
OG0007272	XP_006297212.2	evm.model.RL_1.1852
OG0007273	XP_006297520.1	evm.model.RL_1.1875
OG0007274	XP_006297736.1	evm.model.RL_1.1918
OG0007275	XP_006296794.1	evm.model.RL_1.1941
OG0007276	XP_023642727.1	evm.model.RL_1.2014
OG0007277	XP_006298157.1	evm.model.RL_1.2040
OG0007278	XP_006300191.1	evm.model.RL_1.2079
OG0007279	XP_006297976.1	evm.model.RL_1.2063
OG0007280	XP_006298617.1	evm.model.RL_1.2061
OG0007281	XP_006297948.1	evm.model.RL_1.2054
OG0007282	XP_006298614.1	evm.model.RL_1.2124
OG0007283	XP_023641622.1	evm.model.RL_1.2127
OG0007284	XP_006298011.1	evm.model.RL_1.2139
OG0007285	XP_006298438.1	evm.model.RL_1.2140
OG0007286	XP_006298746.1	evm.model.RL_1.2156
OG0007287	XP_006299670.2	evm.model.RL_1.2168
OG0007288	XP_023642485.1	evm.model.RL_1.2172
OG0007289	XP_006298111.1	evm.model.RL_1.2262
OG0007290	XP_006297936.1	evm.model.RL_1.2271
OG0007291	XP_006296979.1, XP_006296927.1	evm.model.RL_1.2277
OG0007292	XP_006297507.1	evm.model.RL_1.2301
OG0007293	XP_006297196.1	evm.model.RL_1.2311
OG0007294	XP_006298308.1	evm.model.RL_1.2336
OG0007295	XP_006296716.1	evm.model.RL_1.2350
OG0007296	XP_006300115.1	evm.model.RL_1.2597
OG0007297	XP_006295763.1, XP_006293517.1, XP_006286730.1	evm.model.RL_6.925
OG0007298	XP_006297461.1	evm.model.RL_1.2591.1.687c87f0
OG0007299	XP_006296617.2	evm.model.RL_1.2737
OG0007301	XP_006298034.1	evm.model.RL_1.2889
OG0007302	XP_006298842.1	evm.model.RL_1.2913
OG0007303	XP_006300131.1	evm.model.RL_1.2953
OG0007305	XP_006298804.1	evm.model.RL_1.3071
OG0007306	XP_023641516.1	evm.model.RL_1.3108
OG0007307	XP_006298182.1	evm.model.RL_1.3140
OG0007308	XP_006297759.1	evm.model.RL_1.3218
OG0007309	XP_006297280.1	evm.model.RL_1.1165
OG0007310	XP_006303152.1	evm.model.RL_5.3937
OG0007311	XP_023645808.1	evm.model.RL_5.3914
OG0007312	XP_006305837.1	evm.model.RL_5.3903
OG0007313	XP_006307089.1	evm.model.RL_5.3845
OG0007314	XP_006304887.1	evm.model.RL_5.3720
OG0007315	XP_006303216.2	evm.model.RL_5.1864
OG0007316	XP_006306297.1	evm.model.RL_5.1871.1.687c88b7
OG0007317	XP_006304889.1	evm.model.RL_5.1898
OG0007318	XP_006304879.1	evm.model.RL_5.1913
OG0007319	XP_006305613.1	evm.model.RL_5.2030
OG0007320	XP_006305107.1	evm.model.RL_5.2088
OG0007321	XP_006303438.1	evm.model.RL_5.2139
OG0007322	XP_006306550.1	evm.model.RL_5.2124
OG0007323	XP_023644589.1	evm.model.RL_5.2171
OG0007324	XP_006307583.1	evm.model.RL_5.2186
OG0007325	XP_023632605.1	evm.model.RL_5.2219
OG0007326	XP_006285255.1	evm.model.RL_2.1171
OG0007327	XP_006283974.1	evm.model.RL_2.1167
OG0007328	XP_006284766.1	evm.model.RL_2.1135
OG0007329	XP_006293953.1	evm.model.RL_6.1571
OG0007330	XP_006293570.1	evm.model.RL_6.1569
OG0007331	XP_006297966.1	evm.model.RL_7.1182
OG0007332	XP_006292069.1	evm.model.RL_7.1179
OG0007333	XP_006292558.1	evm.model.RL_7.1151
OG0007334	XP_006290607.1	evm.model.RL_7.1136
OG0007335	XP_006291053.1	evm.model.RL_7.1135
OG0007337	XP_006292505.1	evm.model.RL_7.1207
OG0007338	XP_006293287.1	evm.model.RL_7.1219
OG0007339	XP_006291188.1	evm.model.RL_7.939
OG0007340	XP_006290763.2	evm.model.RL_7.917, evm.model.RL_7.920
OG0007341	XP_006291772.1	evm.model.RL_7.887
OG0007342	XP_006291982.1	evm.model.RL_7.815_evm.model.RL_7.816
OG0007343	XP_006283519.1	evm.model.RL_2.2760
OG0007344	XP_006291276.1	evm.model.RL_7.778
OG0007345	XP_006292006.1	evm.model.RL_7.720
OG0007346	XP_023638030.1	evm.model.RL_7.681
OG0007347	XP_006291768.1	evm.model.RL_7.495
OG0007348	XP_006292621.1	evm.model.RL_7.493
OG0007349	XP_006290992.1	evm.model.RL_2.986
OG0007350	XP_006292195.2	evm.model.RL_7.304
OG0007351	XP_006291587.2	evm.model.RL_7.295
OG0007352	XP_006291217.1	evm.model.RL_7.237
OG0007353	XP_006290277.1	evm.model.RL_7.166
OG0007354	XP_006291055.1	evm.model.RL_7.153
OG0007355	XP_023639073.1	evm.model.RL_7.44
OG0007356	XP_006304343.1	evm.model.RL_5.3703
OG0007357	XP_006293764.1	evm.model.RL_6.2008
OG0007358	XP_006279498.1	evm.model.RL_8.1535
OG0007360	XP_006293116.1	evm.model.RL_7.147
OG0007361	XP_006280763.1	evm.model.RL_4.12
OG0007363	XP_006296326.1	evm.model.RL_6.1528
OG0007364	XP_006296464.1	evm.model.RL_6.1546
OG0007365	XP_023640216.1	evm.model.RL_6.1580
OG0007367	XP_006296631.1	evm.model.RL_1.2258
OG0007368	XP_006302653.1	evm.model.RL_3.1950
OG0007370	XP_006283917.1	evm.model.RL_2.2715
OG0007371	XP_023633916.1	evm.model.RL_2.3145
OG0007372	XP_006304014.1	evm.model.RL_5.297, evm.model.RL_6.507
OG0007373	XP_006305609.1	evm.model.RL_5.1097
OG0007374	XP_006299424.1	evm.model.RL_1.1688
OG0007376	XP_023642379.1	evm.model.RL_1.1519
OG0007380	XP_006283108.1	evm.model.RL_2.1693
OG0007381	XP_023633847.1	evm.model.RL_2.1452
OG0007382	XP_006285158.1, XP_006286268.1	evm.model.RL_2.1372
OG0007383	XP_006294145.1	evm.model.RL_2.1792, evm.model.RL_6.1525
OG0007384	XP_023640674.1	evm.model.RL_6.826
OG0007385	XP_006287470.1	evm.model.RL_4.1936
OG0007386	XP_006289303.1	evm.model.RL_4.981
OG0007388	XP_023635046.1	evm.model.RL_8.1807
OG0007392	XP_023634501.1	evm.model.RL_2.32, evm.model.RL_2.33
OG0007393	XP_006300221.1	evm.model.RL_1.3040
OG0007394	XP_006296272.1, XP_006295797.1, XP_023640361.1, XP_023640360.1, XP_006296320.1	evm.model.RL_6.154
OG0007396	XP_006291483.1	evm.model.RL_7.2496
OG0007400	XP_006281020.1	evm.model.RL_8.1300
OG0007402	XP_023638090.1, XP_023634270.1	evm.model.RL_2.1844
OG0007413	XP_006284345.1	evm.model.RL_2.2337
OG0007414	XP_023633694.1	evm.model.RL_2.2365
OG0007415	XP_006282981.2	evm.model.RL_2.2367
OG0007416	XP_023634208.1	evm.model.RL_2.2382
OG0007417	XP_006285300.1	evm.model.RL_2.2392
OG0007419	XP_006284173.1	evm.model.RL_2.2473
OG0007420	XP_006283498.1	evm.model.RL_2.2490
OG0007421	XP_006294529.2	evm.model.RL_2.2503
OG0007422	XP_006282765.1	evm.model.RL_2.2522
OG0007423	XP_023635190.1	evm.model.RL_2.2526
OG0007425	XP_006283330.1	evm.model.RL_2.2572
OG0007426	XP_006283637.1	evm.model.RL_2.2620
OG0007427	XP_006284480.1	evm.model.RL_2.2635
OG0007428	XP_006286247.1	evm.model.RL_2.2650
OG0007429	XP_023634069.1	evm.model.RL_2.2654
OG0007430	XP_006284466.1	evm.model.RL_2.2662
OG0007431	XP_006282567.1	evm.model.RL_2.2629, evm.model.RL_2.2665
OG0007432	XP_006282745.1	evm.model.RL_2.2683
OG0007433	XP_006285775.1	evm.model.RL_2.2312
OG0007434	XP_006282554.1	evm.model.RL_2.2727
OG0007435	XP_006283157.1	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644
OG0007436	XP_006285689.1	evm.model.RL_2.2731
OG0007437	XP_006284420.1	evm.model.RL_2.2733
OG0007438	XP_006283639.1	evm.model.RL_2.2740
OG0007439	XP_006286020.1	evm.model.RL_2.2767
OG0007440	XP_006283764.1	evm.model.RL_2.2787
OG0007441	XP_006283426.2	evm.model.RL_2.2836
OG0007442	XP_006284010.1	evm.model.RL_2.2827
OG0007443	XP_006285386.1	evm.model.RL_2.2854
OG0007444	XP_006283667.1	evm.model.RL_2.2853
OG0007445	XP_006284537.1	evm.model.RL_2.2892
OG0007446	XP_006284005.1	evm.model.RL_2.2944
OG0007448	XP_006284297.2	evm.model.RL_2.2920
OG0007449	XP_006285691.1	evm.model.RL_2.2918
OG0007450	XP_006284635.2	evm.model.RL_2.2914
OG0007451	XP_006285233.1	evm.model.RL_2.2969
OG0007452	XP_006286091.1	evm.model.RL_2.2974
OG0007453	XP_006284498.1	evm.model.RL_2.2983
OG0007454	XP_006286142.1	evm.model.RL_2.2985
OG0007455	XP_006282478.1	evm.model.RL_2.3001
OG0007456	XP_006284672.2	evm.model.RL_2.3020
OG0007457	XP_006304027.1	evm.model.RL_5.2824
OG0007458	XP_023645373.1	evm.model.RL_5.2797.4.687c88bd
OG0007459	XP_023645562.1	evm.model.RL_5.2795.1.687c88bd
OG0007460	XP_006303904.1	evm.model.RL_5.2764.1.687c88bd
OG0007461	XP_023632929.1	evm.model.RL_5.2748
OG0007462	XP_006303176.1	evm.model.RL_5.2743
OG0007463	XP_006303942.1	evm.model.RL_5.2737
OG0007464	XP_006282590.1	evm.model.RL_2.1242
OG0007465	XP_006286159.1	evm.model.RL_2.1220
OG0007466	XP_006282729.1	evm.model.RL_2.1196
OG0007467	XP_006282922.1	evm.model.RL_2.1185
OG0007468	XP_006302501.1	evm.model.RL_3.771.1.687c84bb
OG0007469	XP_023643201.1	evm.model.RL_3.748.2.687c84bb
OG0007470	XP_006285869.1	evm.model.RL_2.1076
OG0007471	XP_006302926.1	evm.model.RL_3.658
OG0007473	XP_023643805.1	evm.model.RL_3.567
OG0007474	XP_006302693.1	evm.model.RL_3.535
OG0007475	XP_006302267.1, XP_023643182.1	evm.model.RL_3.411
OG0007476	XP_006300585.2	evm.model.RL_3.363
OG0007477	XP_006306832.1	evm.model.RL_5.976
OG0007478	XP_006300732.1	evm.model.RL_3.332
OG0007479	XP_006301587.1	evm.model.RL_3.317
OG0007480	XP_006300326.1	evm.model.RL_3.313
OG0007481	XP_006291618.1	evm.model.RL_5.7
OG0007482	XP_023638260.1	evm.model.RL_7.2666
OG0007483	XP_023638132.1	evm.model.RL_7.2675
OG0007484	XP_006290562.1	evm.model.RL_7.2639
OG0007485	XP_006306862.1	evm.model.RL_5.1325
OG0007486	XP_006290789.1	evm.model.RL_7.2565
OG0007487	XP_023637839.1	evm.model.RL_7.2553.2.687c84bd
OG0007488	XP_006291078.1	evm.model.RL_7.2544
OG0007489	XP_006290926.1	evm.model.RL_7.2526
OG0007490	XP_006291384.1	evm.model.RL_7.2514
OG0007492	XP_006291958.1	evm.model.RL_7.2461
OG0007493	XP_006292736.1	evm.model.RL_7.2442
OG0007494	XP_006292111.1	evm.model.RL_7.2428
OG0007495	XP_006290838.1	evm.model.RL_7.2384
OG0007496	XP_023638036.1	evm.model.RL_7.2379
OG0007497	XP_006293066.1	evm.model.RL_7.2347
OG0007498	XP_023637924.1	evm.model.RL_7.2334
OG0007499	XP_023638267.1	evm.model.RL_7.2326
OG0007501	XP_006291939.1	evm.model.RL_7.2308
OG0007502	XP_006291775.1	evm.model.RL_7.2307
OG0007503	XP_006292017.1	evm.model.RL_7.2280
OG0007504	XP_006290572.1	evm.model.RL_7.2247
OG0007505	XP_023638401.1	evm.model.RL_7.2115.2.687c84bb
OG0007506	XP_006291449.1	evm.model.RL_7.2108
OG0007508	XP_023638774.1	evm.model.RL_7.2075
OG0007509	XP_006291358.1	evm.model.RL_7.2045
OG0007510	XP_006300299.1	evm.model.RL_3.1097
OG0007511	XP_006300743.1	evm.model.RL_3.1081
OG0007512	XP_023643876.1	evm.model.RL_3.1049
OG0007513	XP_023643540.1	evm.model.RL_3.993
OG0007514	XP_006302700.1	evm.model.RL_3.989
OG0007515	XP_006301644.1	evm.model.RL_3.960
OG0007516	XP_006303018.1	evm.model.RL_3.914
OG0007517	XP_023636846.1	evm.model.RL_4.1864
OG0007518	XP_006301812.1	evm.model.RL_3.20
OG0007519	XP_006303224.1	evm.model.RL_5.3894
OG0007520	XP_006300405.1	evm.model.RL_3.70
OG0007521	XP_006301318.1	evm.model.RL_3.89
OG0007522	XP_006300873.2	evm.model.RL_3.132
OG0007523	XP_023643226.1	evm.model.RL_3.165
OG0007524	XP_006302039.1	evm.model.RL_3.167
OG0007525	XP_006300849.1	evm.model.RL_3.180
OG0007526	XP_006301231.1	evm.model.RL_3.187
OG0007527	XP_006301856.1	evm.model.RL_3.244
OG0007528	XP_006302349.1	evm.model.RL_3.253
OG0007529	XP_006301659.2	evm.model.RL_3.262
OG0007530	XP_023641396.1	evm.model.RL_1.1162
OG0007531	XP_023641078.1	evm.model.RL_1.1160
OG0007532	XP_006299860.1	evm.model.RL_1.1159
OG0007533	XP_006300540.1, XP_006298138.1	evm.model.RL_1.1149
OG0007534	XP_006284669.1	evm.model.RL_2.2314
OG0007535	XP_006285002.1	evm.model.RL_2.2097
OG0007536	XP_006285906.1	evm.model.RL_2.2113
OG0007537	XP_006283906.1	evm.model.RL_2.2122
OG0007538	XP_006293992.2	evm.model.RL_6.2210
OG0007539	XP_006294143.1	evm.model.RL_6.2202
OG0007540	XP_006293704.1	evm.model.RL_6.2196
OG0007541	XP_006298117.1	evm.model.RL_1.824
OG0007542	XP_006297513.2	evm.model.RL_1.825
OG0007543	XP_006297844.1	evm.model.RL_1.830
OG0007544	XP_006297189.1	evm.model.RL_1.858
OG0007545	XP_006296961.1	evm.model.RL_1.862
OG0007546	XP_006296729.1	evm.model.RL_1.884
OG0007547	XP_006297732.1	evm.model.RL_1.893.1.687c87eb
OG0007548	XP_023636205.1	evm.model.RL_4.3158
OG0007549	XP_006299999.1	evm.model.RL_1.911
OG0007550	XP_006281180.1	evm.model.RL_1.919, evm.model.RL_1.871
OG0007551	XP_023641064.1	evm.model.RL_1.941
OG0007552	XP_006298719.1	evm.model.RL_1.959
OG0007554	XP_006298102.1	evm.model.RL_1.988
OG0007555	XP_006298380.1	evm.model.RL_1.1027
OG0007556	XP_023641495.1	evm.model.RL_1.1034.1.687c87ec
OG0007557	XP_006297848.1	evm.model.RL_1.1047
OG0007559	XP_006299102.2	evm.model.RL_1.1068
OG0007560	XP_006296618.1	evm.model.RL_1.1080
OG0007561	XP_006298573.1	evm.model.RL_1.1084
OG0007562	XP_006298425.1	evm.model.RL_1.1091
OG0007563	XP_006285510.1	evm.model.RL_2.2320.1.687c86e5
OG0007564	XP_006297768.2	evm.model.RL_1.1105
OG0007565	XP_006297385.1	evm.model.RL_1.1106
OG0007566	XP_006299443.1	evm.model.RL_1.1110
OG0007567	XP_023642255.1	evm.model.RL_1.1135
OG0007568	XP_023641654.1	evm.model.RL_1.1137
OG0007569	XP_006291780.1	evm.model.RL_7.644
OG0007570	XP_006280044.1	evm.model.RL_8.1058
OG0007571	XP_006282005.1	evm.model.RL_4.120
OG0007572	XP_006304153.1	evm.model.RL_5.2258
OG0007573	XP_006282100.1	evm.model.RL_8.1174
OG0007574	XP_006281172.1	evm.model.RL_8.1181
OG0007576	XP_023639779.1	evm.model.RL_8.1189
OG0007577	XP_006286258.1	evm.model.RL_2.2848
OG0007578	XP_006279826.1	evm.model.RL_8.1342
OG0007579	XP_006281057.1	evm.model.RL_8.1425, evm.model.RL_8.1427
OG0007581	XP_006280090.1	evm.model.RL_8.1408
OG0007582	XP_006279485.1	evm.model.RL_8.1401.1.687c855b
OG0007583	XP_006282071.2	evm.model.RL_8.1398
OG0007584	XP_006280226.1	evm.model.RL_8.1431.1.687c855b
OG0007585	XP_006280958.1	evm.model.RL_8.1436
OG0007586	XP_023635607.1	evm.model.RL_8.1503
OG0007587	XP_006282084.1	evm.model.RL_8.1485
OG0007588	XP_006280648.1	evm.model.RL_8.1530
OG0007589	XP_006281306.1	evm.model.RL_8.1545
OG0007590	XP_023640493.1	evm.model.RL_8.1584
OG0007591	XP_006282268.1	evm.model.RL_8.1643
OG0007592	XP_006280158.1	evm.model.RL_8.1672
OG0007593	XP_006280439.1	evm.model.RL_8.1687
OG0007594	XP_023637306.1	evm.model.RL_8.1697
OG0007595	XP_006304835.1	evm.model.RL_5.1021
OG0007596	XP_006279916.1	evm.model.RL_8.1763
OG0007597	XP_006280349.1	evm.model.RL_8.1777
OG0007598	XP_006280298.1	evm.model.RL_8.1779
OG0007599	XP_023641323.1	evm.model.RL_8.1784
OG0007600	XP_006281056.1	evm.model.RL_8.1815
OG0007601	XP_006281929.1	evm.model.RL_8.1820
OG0007602	XP_006280689.1	evm.model.RL_8.1841
OG0007603	XP_006279741.1	evm.model.RL_8.1855
OG0007604	XP_006279902.1	evm.model.RL_8.1891
OG0007605	XP_006289878.1	evm.model.RL_4.1040
OG0007606	XP_006286938.1	evm.model.RL_4.2285
OG0007607	XP_006286470.1	evm.model.RL_4.2310
