Orthogroup	Cochlearia_excelsa	Rorippa_islandica
OG0008091	g12331	Roisl.0074s0886.1.p
OG0008092	g12327	Roisl.0074s0879.1.p
OG0008093	g7378	Roisl.0074s0860.1.p
OG0008094	g12320	Roisl.0074s0855.1.p
OG0008095	g12319	Roisl.0074s0854.1.p
OG0008096	g7364	Roisl.0074s0836.1.p
OG0008097	g7363	Roisl.0074s0835.1.p
OG0008098	g13124	Roisl.0074s0824.1.p
OG0008099	g13125, g7350	Roisl.0074s0821.1.p
OG0008100	g12298, g7343	Roisl.0074s0811.1.p
OG0008101	g12297, g13129	Roisl.0074s0810.1.p
OG0008102	g7334	Roisl.0074s0796.1.p
OG0008103	g7318	Roisl.0074s0777.1.p
OG0008104	g12286	Roisl.0074s0773.1.p
OG0008105	g7309, g13140	Roisl.0074s0762.1.p
OG0008106	g7295, g13142	Roisl.0074s0745.1.p
OG0008107	g7293	Roisl.0074s0743.1.p
OG0008108	g12272	Roisl.0074s0742.1.p
OG0008109	g13145, g7290	Roisl.0074s0737.1.p
OG0008110	g12255, g13152	Roisl.0074s0703.1.p
OG0008111	g7264	Roisl.0074s0696.1.p
OG0008112	g13160	Roisl.0074s0677.1.p
OG0008113	g12243	Roisl.0074s0664.1.p, Roisl.0021s0521.1.p
OG0008114	g7237	Roisl.0074s0647.1.p
OG0008115	g13201	Roisl.0074s0595.1.p
OG0008116	g7205	Roisl.0074s0590.1.p
OG0008117	g12210, g7198	Roisl.0074s0580.1.p
OG0008118	g13207	Roisl.0074s0573.1.p, Roisl.0074s0572.1.p
OG0008119	g13210, g7189	Roisl.0074s0561.1.p
OG0008120	g7173, g12194	Roisl.0074s0542.1.p
OG0008122	g12180, g7163	Roisl.0074s0522.1.p
OG0008123	g7143, g12162	Roisl.0074s0486.1.p
OG0008124	g12160	Roisl.0074s0478.1.p
OG0008125	g12151, g7119	Roisl.0074s0457.1.p
OG0008126	g12150, g7118	Roisl.0074s0456.1.p
OG0008127	g12138	Roisl.0074s0405.1.p
OG0008128	g12115	Roisl.0074s0383.1.p, Roisl.0006s0571.1.p
OG0008129	g7063, g13244	Roisl.0074s0381.1.p
OG0008131	g7057, g12108	Roisl.0074s0370.1.p
OG0008132	g12102	Roisl.0074s0340.1.p
OG0008133	g7038, g12096	Roisl.0074s0327.1.p
OG0008134	g7020	Roisl.0074s0315.1.p
OG0008136	g13262	Roisl.0018s0383.1.p
OG0008137	g6996, g12073	Roisl.0074s0271.1.p
OG0008138	g12058, g6978	Roisl.0074s0235.1.p
OG0008139	g6954	Roisl.0074s0212.1.p
OG0008140	g6949	Roisl.0074s0205.1.p
OG0008141	g13287, g12046	Roisl.0074s0197.1.p
OG0008142	g6941	Roisl.0074s0196.1.p
OG0008143	g6919	Roisl.0074s0159.1.p
OG0008146	g12027	Roisl.0074s0142.1.p
OG0008149	g6882	Roisl.0074s0095.1.p
OG0008150	g13310	Roisl.0022s0507.1.p, Roisl.0074s0074.1.p
OG0008151	g13315, g11995	Roisl.0074s0064.1.p
OG0008152	g16918, g23266	Roisl.0003s0270.1.p
OG0008153	g13320	Roisl.0074s0057.1.p
OG0008154	g6853	Roisl.0074s0048.1.p
OG0008155	g6850	Roisl.0074s0045.1.p
OG0008156	g6825, g11974	Roisl.0074s0019.1.p
OG0008157	g11962	Roisl.0074s0007.1.p
OG0008158	g13337	Roisl.0028s0013.1.p
OG0008159	g13338, g6799	Roisl.0028s0015.1.p
OG0008160	g6793	Roisl.0115s0263.1.p
OG0008161	g22882	Roisl.0001s0320.1.p
OG0008162	g16759	Roisl.0200s0015.1.p
OG0008163	g6750	Roisl.0115s0341.1.p
OG0008164	g47191	Roisl.0091s0644.1.p
OG0008165	g13356	Roisl.0115s0371.1.p
OG0008167	g11888	Roisl.0115s0423.1.p
OG0008168	g6692	Roisl.0115s0440.1.p
OG0008169	g11879	Roisl.0115s0453.1.p
OG0008170	g6686	Roisl.0115s0457.1.p
OG0008171	g896	Roisl.0031s0051.1.p
OG0008172	g41227	Roisl.0031s0025.1.p
OG0008173	g888, g28385	Roisl.0031s0031.1.p
OG0008174	g46691	Roisl.0009s0310.1.p
OG0008175	g46726	Roisl.0213s0828.1.p
OG0008176	g45037	Roisl.0210s2192.1.p
OG0008177	g10301	Roisl.0206s0003.1.p
OG0008178	g11750	Roisl.0053s0315.1.p
OG0008179	g6515	Roisl.0053s0325.1.p
OG0008180	g13470	Roisl.0053s0341.1.p
OG0008181	g11761	Roisl.0053s0361.1.p
OG0008182	g11768	Roisl.0053s0393.1.p
OG0008183	g24515	Roisl.0053s0409.1.p
OG0008185	g6564	Roisl.0115s0641.1.p
OG0008186	g13434	Roisl.0115s0623.1.p
OG0008187	g13425	Roisl.0115s0600.1.p
OG0008188	g11820, g6591	Roisl.0115s0589.1.p
OG0008190	g13410	Roisl.0115s0559.1.p
OG0008191	g6595	Roisl.0115s0565.1.p
OG0008192	g11844	Roisl.0115s0553.1.p, Roisl.0053s0390.1.p, Roisl.0115s0562.1.p
OG0008193	g10775	Roisl.0011s0060.1.p
OG0008194	g11867	Roisl.0115s0497.1.p
OG0008195	g6672	Roisl.0115s0491.1.p
OG0008196	g6673	Roisl.0115s0489.1.p
OG0008197	g23421	Roisl.0003s0033.1.p
OG0008198	g23422	Roisl.0003s0032.1.p
OG0008199	g47734	Roisl.0003s0029.1.p
OG0008200	g23427	Roisl.0003s0026.1.p
OG0008201	g23435, g23431	Roisl.0003s0020.1.p
OG0008202	g23439	Roisl.0003s0017.1.p
OG0008203	g47724	Roisl.0003s0009.1.p
OG0008204	g23453	Roisl.0044s0131.1.p, Roisl.0003s0001.1.p
OG0008205	g44976	Roisl.0024s0023.1.p
OG0008206	g45041	Roisl.0209s0053.1.p
OG0008207	g45049	Roisl.0209s0030.1.p
OG0008208	g45140	Roisl.0083s0021.1.p
OG0008209	g43701	Roisl.0214s0788.1.p
OG0008210	g43827	Roisl.0083s0040.1.p
OG0008211	g43893	Roisl.0194s0005.1.p
OG0008212	g41134	Roisl.0189s0045.1.p
OG0008213	g41135	Roisl.0189s0048.1.p
OG0008214	g41730, g41445	Roisl.0210s1616.1.p
OG0008215	g29073	Roisl.0210s1596.1.p
OG0008216	g29060	Roisl.0210s1567.1.p
OG0008217	g29047	Roisl.0210s1560.1.p
OG0008218	g4921	Roisl.0210s1546.1.p
OG0008219	g29036, g41478	Roisl.0210s1532.1.p
OG0008220	g18503	Roisl.0046s0465.1.p
OG0008221	g25107, g25018	Roisl.0012s0090.1.p
OG0008222	g10224	Roisl.0036s0030.1.p
OG0008223	g10261	Roisl.0014s0069.1.p
OG0008224	g19242	Roisl.0046s1220.1.p
OG0008225	g19258	Roisl.0046s1206.1.p
OG0008226	g19262	Roisl.0046s1204.1.p
OG0008227	g2417	Roisl.0046s1195.1.p
OG0008228	g11335, g2426	Roisl.0046s1177.1.p
OG0008229	g19285	Roisl.0046s1155.1.p
OG0008230	g2460	Roisl.0046s1135.1.p
OG0008231	g19294	Roisl.0046s1133.1.p
OG0008232	g19295	Roisl.0046s1115.1.p
OG0008233	g19306, g2469	Roisl.0046s1101.1.p
OG0008234	g19322	Roisl.0046s1066.1.p
OG0008235	g49277, g26856, g30725	Roisl.0210s0009.1.p
OG0008236	g30769	Roisl.0210s0125.1.p
OG0008237	g49369	Roisl.0210s0174.1.p
OG0008238	g30772	Roisl.0210s0175.1.p
OG0008239	g49378	Roisl.0210s0186.1.p
OG0008240	g30796, g49390	Roisl.0210s0215.1.p
OG0008242	g49402	Roisl.0210s0251.1.p
OG0008243	g26903	Roisl.0210s0257.1.p
OG0008245	g30815	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p
OG0008246	g30818, g49414	Roisl.0210s0272.1.p
OG0008247	g49422	Roisl.0210s0291.1.p
OG0008248	g30833	Roisl.0210s0295.1.p
OG0008249	g30834, g26920	Roisl.0210s0296.1.p
OG0008250	g49427	Roisl.0210s0308.1.p
OG0008251	g49430	Roisl.0210s0316.1.p
OG0008252	g49437	Roisl.0210s0332.1.p
OG0008253	g30845	Roisl.0210s0337.1.p
OG0008254	g49445	Roisl.0210s0353.1.p
OG0008255	g47497	Roisl.0008s0241.1.p
OG0008256	g30871	Roisl.0210s0379.1.p
OG0008257	g49456	Roisl.0091s0695.1.p
OG0008258	g26939, g30877	Roisl.0091s0696.1.p
OG0008259	g30899, g49469	Roisl.0091s0732.1.p
OG0008260	g30906	Roisl.0091s0752.1.p
OG0008261	g30924	Roisl.0091s0783.1.p
OG0008262	g49492	Roisl.0091s0791.1.p
OG0008263	g30927, g49493	Roisl.0091s0794.1.p
OG0008264	g49496, g30930	Roisl.0091s0799.1.p
OG0008265	g49500	Roisl.0091s0803.1.p
OG0008266	g30952	Roisl.0091s0834.1.p
OG0008267	g49515	Roisl.0091s0839.1.p
OG0008268	g49517	Roisl.0091s0849.1.p
OG0008269	g26963	Roisl.0091s0850.1.p
OG0008270	g49527	Roisl.0091s0863.1.p
OG0008271	g49532, g30974	Roisl.0091s0875.1.p
OG0008272	g26970	Roisl.0091s0890.1.p
OG0008273	g30997, g26975	Roisl.0091s0908.1.p
OG0008274	g26977, g31003	Roisl.0091s0914.1.p
OG0008275	g49552	Roisl.0091s0944.1.p
OG0008276	g31025	Roisl.0091s0945.1.p
OG0008277	g49561	Roisl.0091s0972.1.p
OG0008278	g27001	Roisl.0091s0989.1.p
OG0008279	g31050	Roisl.0091s0991.1.p
OG0008280	g31055	Roisl.0091s1000.1.p
OG0008281	g27004, g31056	Roisl.0091s1002.1.p
OG0008282	g49583	Roisl.0091s1044.1.p
OG0008283	g31107	Roisl.0091s1097.1.p
OG0008284	g49613	Roisl.0091s1106.1.p
OG0008285	g31124, g49672	Roisl.0091s1141.1.p
OG0008286	g31126, g49671	Roisl.0091s1143.1.p
OG0008287	g31128	Roisl.0091s1147.1.p
OG0008288	g49657	Roisl.0091s1165.1.p
OG0008289	g31154	Roisl.0091s1183.1.p
OG0008290	g49638	Roisl.0091s1193.1.p
OG0008291	g27068, g31175	Roisl.0091s1210.1.p
OG0008292	g38331	Roisl.0031s0022.1.p
OG0008293	g27094	Roisl.0021s0003.1.p
OG0008294	g49702	Roisl.0021s0019.1.p
OG0008295	g49713, g31226	Roisl.0021s0038.1.p
OG0008296	g49720	Roisl.0021s0047.1.p
OG0008297	g31233	Roisl.0021s0050.1.p
OG0008298	g27102	Roisl.0191s0245.1.p
OG0008299	g49723	Roisl.0021s0065.1.p
OG0008300	g27106, g31238	Roisl.0021s0069.1.p
OG0008301	g31241	Roisl.0021s0072.1.p
OG0008302	g31243	Roisl.0021s0081.1.p
OG0008303	g31249	Roisl.0021s0097.1.p
OG0008304	g31264	Roisl.0021s0129.1.p
OG0008305	g47566	Roisl.0022s0250.1.p
OG0008306	g27137	Roisl.0021s0181.1.p
OG0008307	g27142	Roisl.0021s0190.1.p
OG0008308	g31316, g27155	Roisl.0021s0223.1.p
OG0008309	g49777	Roisl.0021s0224.1.p
OG0008310	g31321	Roisl.0021s0229.1.p
OG0008311	g31332	Roisl.0209s0627.1.p
OG0008312	g31338, g49784	Roisl.0021s0271.1.p
OG0008313	g31339, g49785	Roisl.0021s0273.1.p
OG0008314	g27178	Roisl.0021s0283.1.p
OG0008315	g27188, g31383	Roisl.0021s0332.1.p
OG0008316	g49821	Roisl.0021s0335.1.p
OG0008317	g49823, g31388	Roisl.0021s0340.1.p
OG0008318	g27190	Roisl.0021s0342.1.p
OG0008320	g49859	Roisl.0021s0391.1.p
OG0008321	g49861	Roisl.0021s0397.1.p
OG0008322	g49862	Roisl.0021s0398.1.p
OG0008323	g27210, g49871	Roisl.0021s0417.1.p
OG0008324	g31451	Roisl.0021s0432.1.p
OG0008325	g49877	Roisl.0021s0452.1.p
OG0008326	g27256	Roisl.0007s0757.1.p
OG0008327	g31486	Roisl.0007s0761.1.p
OG0008328	g31506	Roisl.0007s0733.1.p
OG0008329	g27264, g31519	Roisl.0007s0716.1.p
OG0008330	g27268	Roisl.0007s0705.1.p
OG0008331	g27269, g31527	Roisl.0007s0704.1.p
OG0008332	g27280	Roisl.0007s0687.1.p
OG0008333	g31537	Roisl.0007s0681.1.p
OG0008334	g49915	Roisl.0007s0676.1.p
OG0008335	g31550	Roisl.0007s0663.1.p
OG0008337	g27284, g31553	Roisl.0007s0657.1.p
OG0008338	g31586	Roisl.0007s0607.1.p
OG0008339	g31561	Roisl.0007s0643.1.p
OG0008341	g31569	Roisl.0007s0633.1.p
OG0008342	g49928	Roisl.0007s0630.1.p
OG0008343	g31574	Roisl.0007s0622.1.p
OG0008344	g31596, g27302	Roisl.0007s0592.1.p
OG0008345	g49939, g31597	Roisl.0007s0591.1.p
OG0008346	g31618	Roisl.0007s0551.1.p
OG0008347	g49965, g31642	Roisl.0007s0507.1.p
OG0008348	g31661	Roisl.0007s0461.1.p
OG0008349	g27352	Roisl.0007s0449.1.p
OG0008350	g41687, g44897	Roisl.0021s0641.1.p
OG0008351	g31722	Roisl.0007s0359.1.p
OG0008352	g31756	Roisl.0007s0314.1.p
OG0008353	g31763	Roisl.0007s0308.1.p
OG0008354	g31766	Roisl.0007s0305.1.p
OG0008355	g31772	Roisl.0007s0299.1.p
OG0008357	g31795	Roisl.0007s0273.1.p
OG0008359	g31797	Roisl.0007s0269.1.p
OG0008360	g27421	Roisl.0007s0245.1.p
OG0008361	g50061	Roisl.0007s0235.1.p
OG0008362	g50062	Roisl.0007s0234.1.p
OG0008363	g31816	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p
OG0008364	g50079, g31835	Roisl.0007s0198.1.p
OG0008365	g50099, g27442	Roisl.0007s0151.1.p
OG0008366	g31887	Roisl.0007s0148.1.p
OG0008367	g50105	Roisl.0007s0147.1.p
OG0008368	g31890	Roisl.0007s0141.1.p
OG0008369	g50119, g27450	Roisl.0007s0121.1.p
OG0008370	g31915, g50131	Roisl.0007s0103.1.p
OG0008371	g50134	Roisl.0007s0095.1.p
OG0008372	g31946	Roisl.0007s0069.1.p
OG0008373	g50150	Roisl.0007s0058.1.p
OG0008374	g50157, g27470	Roisl.0007s0049.1.p
OG0008375	g31964	Roisl.0007s0022.1.p
OG0008376	g31985	Roisl.0049s0041.1.p
OG0008377	g50192	Roisl.0049s0051.1.p
OG0008378	g31997	Roisl.0049s0055.1.p
OG0008379	g50201	Roisl.0049s0065.1.p
OG0008380	g50202	Roisl.0049s0066.1.p
OG0008381	g27491	Roisl.0049s0073.1.p
OG0008382	g27492	Roisl.0049s0078.1.p
OG0008383	g50211	Roisl.0191s0016.1.p
OG0008384	g27512	Roisl.0046s1191.1.p
OG0008385	g32027	Roisl.0191s0065.1.p
OG0008386	g32046, g50278	Roisl.0191s0140.1.p
OG0008387	g40354	Roisl.0213s0617.1.p
OG0008389	g45949	Roisl.0019s0338.1.p
OG0008390	g44649	Roisl.0019s0361.1.p
OG0008391	g45921	Roisl.0019s0377.1.p
OG0008392	g45917, g44656	Roisl.0019s0380.1.p
OG0008393	g45911	Roisl.0019s0402.1.p
OG0008394	g44662	Roisl.0019s0407.1.p
OG0008395	g45896	Roisl.0019s0422.1.p
OG0008396	g45894	Roisl.0019s0424.1.p
OG0008397	g45884	Roisl.0019s0437.1.p
OG0008398	g44678	Roisl.0019s0448.1.p
OG0008400	g45850	Roisl.0019s0499.1.p
OG0008401	g45833	Roisl.0019s0515.1.p
OG0008402	g45831	Roisl.0019s0517.1.p
OG0008404	g32648	Roisl.0209s0128.1.p, Roisl.0027s0094.1.p
OG0008405	g50690	Roisl.0040s0103.1.p
OG0008406	g40815	Roisl.0050s0092.1.p
OG0008407	g40846	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p
OG0008408	g44248	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p
OG0008409	g40847	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p
OG0008410	g40853	Roisl.0010s0129.1.p
OG0008411	g40866	Roisl.0010s0106.1.p
OG0008412	g27633	Roisl.0015s0109.1.p
OG0008413	g44225, g40912	Roisl.0209s0563.1.p
OG0008414	g50468	Roisl.0213s0103.1.p
OG0008415	g44195	Roisl.0209s0655.1.p
OG0008416	g40946	Roisl.0209s0659.1.p
OG0008417	g38262	Roisl.0209s0670.1.p
OG0008418	g44154	Roisl.0209s0740.1.p
OG0008420	g44124	Roisl.0214s0602.1.p
OG0008421	g41187, g41202	Roisl.0214s0643.1.p
OG0008422	g41050	Roisl.0214s0693.1.p
OG0008423	g44069	Roisl.0214s0695.1.p
OG0008424	g41061	Roisl.0214s0744.1.p
OG0008425	g41076	Roisl.0214s0793.1.p
OG0008426	g41078, g44021	Roisl.0214s0838.1.p
OG0008427	g50389	Roisl.0191s0451.1.p, Roisl.0191s0450.1.p
OG0008428	g40775	Roisl.0050s0055.1.p
OG0008429	g40768	Roisl.0050s0052.1.p
OG0008430	g40759	Roisl.0050s0040.1.p
OG0008431	g40749	Roisl.0050s0021.1.p
OG0008432	g40732	Roisl.0050s0005.1.p
OG0008433	g40633	Roisl.0005s0266.1.p
OG0008434	g40635	Roisl.0005s0142.1.p
OG0008435	g10914, g40663	Roisl.0005s0105.1.p
OG0008436	g10912	Roisl.0005s0098.1.p
OG0008437	g40723	Roisl.0005s0009.1.p
OG0008438	g10841	Roisl.0005s0006.1.p
OG0008439	g11050	Roisl.0012s0290.1.p
OG0008440	g18419, g16317	Roisl.0012s0288.1.p
OG0008441	g40486	Roisl.0012s0266.1.p
OG0008442	g40482	Roisl.0012s0258.1.p
OG0008444	g40464	Roisl.0082s0273.1.p
OG0008445	g40460	Roisl.0082s0261.1.p
OG0008446	g25556, g40457	Roisl.0082s0252.1.p
OG0008447	g16995	Roisl.0044s0139.1.p
OG0008448	g17594, g24387	Roisl.0002s0050.1.p
OG0008449	g17593	Roisl.0002s0049.1.p
OG0008450	g42114, g54040	Roisl.0013s0140.1.p
OG0008451	g28108, g54047	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p
OG0008452	g36302	Roisl.0013s0119.1.p
OG0008453	g28098, g36356	Roisl.0013s0077.1.p
OG0008454	g54099	Roisl.0013s0069.1.p
OG0008455	g54122	Roisl.0013s0024.1.p
OG0008456	g46174	Roisl.0004s0404.1.p
OG0008457	g22713	Roisl.0001s0520.1.p
OG0008458	g22732	Roisl.0001s0496.1.p
OG0008459	g22746	Roisl.0001s0478.1.p
OG0008460	g22764	Roisl.0001s0463.1.p
OG0008461	g22779	Roisl.0001s0340.1.p, Roisl.0001s0448.1.p
OG0008462	g22800, g18290	Roisl.0001s0427.1.p
OG0008463	g18287	Roisl.0001s0417.1.p
OG0008464	g22803	Roisl.0001s0412.1.p
OG0008465	g22812	Roisl.0001s0403.1.p
OG0008466	g18284	Roisl.0001s0399.1.p
OG0008467	g22818	Roisl.0001s0397.1.p
OG0008468	g22846	Roisl.0001s0356.1.p
OG0008469	g22849	Roisl.0001s0353.1.p
OG0008470	g22870	Roisl.0001s0331.1.p
OG0008471	g47979	Roisl.0001s0318.1.p
OG0008472	g22892	Roisl.0001s0306.1.p
OG0008473	g22902	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p
OG0008474	g22916	Roisl.0001s0280.1.p
OG0008475	g22922	Roisl.0001s0270.1.p
OG0008476	g47965, g22938	Roisl.0001s0253.1.p
OG0008477	g47946	Roisl.0001s0219.1.p
OG0008478	g47932	Roisl.0001s0192.1.p
OG0008479	g22998	Roisl.0001s0167.1.p
OG0008480	g23014	Roisl.0001s0141.1.p
OG0008481	g23010	Roisl.0001s0146.1.p
OG0008482	g47918, g23009	Roisl.0001s0147.1.p
OG0008483	g23038	Roisl.0001s0106.1.p
OG0008484	g23042	Roisl.0001s0091.1.p
OG0008485	g23075	Roisl.0001s0062.1.p
OG0008486	g47883	Roisl.0001s0060.1.p
OG0008487	g47880, g23086	Roisl.0001s0047.1.p
OG0008488	g23116	Roisl.0001s0020.1.p
OG0008489	g23134	Roisl.0001s0007.1.p
OG0008490	g47804	Roisl.0003s0238.1.p
OG0008491	g23278, g16930	Roisl.0003s0239.1.p
OG0008492	g16929	Roisl.0003s0240.1.p
OG0008493	g16926	Roisl.0003s0243.1.p
OG0008494	g23260	Roisl.0003s0274.1.p
OG0008495	g23248	Roisl.0003s0289.1.p
OG0008496	g23213, g47829	Roisl.0003s0333.1.p
OG0008497	g23205	Roisl.0003s0346.1.p
OG0008498	g23201, g47837	Roisl.0008s0258.1.p
OG0008499	g47840	Roisl.0008s0263.1.p
OG0008500	g18159	Roisl.0008s0287.1.p
OG0008501	g23155	Roisl.0008s0323.1.p
OG0008502	g47862	Roisl.0008s0352.1.p
OG0008503	g47863	Roisl.0008s0356.1.p
OG0008504	g23137	Roisl.0008s0358.1.p
OG0008505	g23282	Roisl.0003s0234.1.p
OG0008506	g23284	Roisl.0003s0232.1.p
OG0008507	g47796	Roisl.0003s0205.1.p
OG0008508	g23321	Roisl.0003s0164.1.p
OG0008509	g47782, g16955	Roisl.0003s0154.1.p
OG0008510	g23329	Roisl.0003s0153.1.p
OG0008511	g16959, g47777	Roisl.0003s0141.1.p
OG0008512	g47769, g23350	Roisl.0003s0130.1.p
OG0008513	g50976	Roisl.0004s0002.1.p
OG0008514	g11741	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p
OG0008515	g6486, g11734	Roisl.0053s0280.1.p
OG0008516	g6478	Roisl.0053s0274.1.p
OG0008517	g6477	Roisl.0053s0273.1.p
OG0008518	g11728	Roisl.0053s0255.1.p
OG0008519	g46008	Roisl.0019s0230.1.p
OG0008520	g46004	Roisl.0019s0241.1.p
OG0008521	g46002	Roisl.0019s0245.1.p
OG0008522	g44608	Roisl.0019s0261.1.p
OG0008523	g44611	Roisl.0019s0271.1.p
OG0008524	g44615	Roisl.0019s0282.1.p
OG0008525	g18007	Roisl.0019s0283.1.p
OG0008526	g44617	Roisl.0019s0290.1.p
OG0008527	g45961	Roisl.0019s0291.1.p
OG0008528	g45963	Roisl.0019s0294.1.p
OG0008529	g32064	Roisl.0191s0160.1.p
OG0008530	g50291	Roisl.0191s0172.1.p
OG0008531	g32101	Roisl.0191s0183.1.p
OG0008532	g50325, g27566	Roisl.0191s0274.1.p
OG0008533	g27573, g32123	Roisl.0191s0290.1.p
OG0008534	g50364	Roisl.0191s0361.1.p
OG0008535	g32170	Roisl.0191s0386.1.p
OG0008536	g27629	Roisl.0015s0093.1.p
OG0008537	g23834	Roisl.0022s0093.1.p
OG0008539	g28286, g1382	Roisl.0012s0053.1.p
OG0008540	g25423	Roisl.0191s0625.1.p
OG0008541	g39511	Roisl.0191s0630.1.p
OG0008542	g39508	Roisl.0191s0634.1.p
OG0008543	g39492	Roisl.0191s0650.1.p
OG0008544	g45261	Roisl.0191s0564.1.p
OG0008545	g39468	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p
OG0008546	g25400	Roisl.0191s0548.1.p
OG0008547	g39487	Roisl.0191s0524.1.p
OG0008548	g25371	Roisl.0191s0509.1.p
OG0008549	g25368	Roisl.0191s0493.1.p
OG0008550	g25363	Roisl.0191s0475.1.p
OG0008551	g47590	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p
OG0008552	g50849	Roisl.0063s0019.1.p
OG0008553	g50397	Roisl.0015s0068.1.p
OG0008554	g50384	Roisl.0191s0433.1.p
OG0008555	g50376	Roisl.0191s0413.1.p
OG0008556	g32190, g50373	Roisl.0191s0408.1.p
OG0008557	g50372	Roisl.0191s0407.1.p
OG0008558	g23696	Roisl.0022s0306.1.p
OG0008559	g17109	Roisl.0022s0361.1.p
OG0008560	g17088, g23637	Roisl.0022s0402.1.p
OG0008561	g23638, g17089	Roisl.0022s0401.1.p
OG0008562	g47629	Roisl.0022s0408.1.p
OG0008563	g17079, g23622	Roisl.0022s0423.1.p
OG0008564	g23618	Roisl.0022s0428.1.p
OG0008565	g23589	Roisl.0022s0463.1.p
OG0008567	g17070, g17115	Roisl.0022s0471.1.p
OG0008568	g17067	Roisl.0022s0473.1.p
OG0008569	g23581	Roisl.0022s0474.1.p
OG0008570	g17064	Roisl.0022s0477.1.p
OG0008571	g47662	Roisl.0022s0508.1.p
OG0008572	g30993	Roisl.0091s0903.1.p
OG0008573	g27138, g31298	Roisl.0021s0182.1.p
OG0008574	g31557	Roisl.0007s0650.1.p
OG0008575	g32085, g50308	Roisl.0191s0224.1.p
OG0008576	g50361, g32152	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p
OG0008577	g32200	Roisl.0191s0425.1.p
OG0008581	g53833	Roisl.0179s0078.1.p
OG0008582	g36358, g36354	Roisl.0179s0071.1.p
OG0008584	g40785	Roisl.0010s0191.1.p
OG0008585	g44123	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p
OG0008586	g18022, g18025, g44851	Roisl.0019s0735.1.p
OG0008587	g44783, g45768, g36533	Roisl.0019s0646.1.p
OG0008589	g18475	Roisl.0001s0549.1.p, Roisl.0053s0379.1.p
OG0008589	g7729	Roisl.0019s0809.1.p, Roisl.0039s0013.1.p
OG0008592	g7210	Roisl.0074s0602.1.p
OG0008594	g6553, g13452	Roisl.0053s0396.1.p
OG0008596	g50883, g38520	Roisl.0204s0155.1.p
OG0008598	g38472, g43539	Roisl.0046s0558.1.p
OG0008599	g38470	Roisl.0046s0555.1.p
OG0008600	g50952, g38437	Roisl.0006s0591.1.p
OG0008601	g50973	Roisl.0021s0604.1.p
OG0008602	g50979	Roisl.0004s0006.1.p
OG0008603	g38319, g51067	Roisl.0189s0073.1.p
OG0008604	g39892	Roisl.0033s0100.1.p
OG0008605	g37088, g51432	Roisl.0028s0824.1.p
OG0008607	g10525	Roisl.0011s0493.1.p
OG0008609	g10350	Roisl.0184s0225.1.p
OG0008611	g5214, g29322	Roisl.0210s1109.1.p
OG0008612	g13733, g29154	Roisl.0210s1398.1.p
OG0008615	g25675	Roisl.0213s0534.1.p
OG0008616	g23239	Roisl.0209s0756.1.p, Roisl.0209s0755.1.p, Roisl.0003s0315.1.p
OG0008617	g17132, g23701	Roisl.0022s0300.1.p
OG0008618	g47492, g23846	Roisl.0008s0235.1.p
OG0008619	g47489	Roisl.0008s0231.1.p
OG0008620	g40514	Roisl.0091s0296.1.p
OG0008621	g12314, g12313	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p
OG0008623	g1665	Roisl.0014s0070.1.p
OG0008624	g10290	Roisl.0014s0003.1.p
OG0008626	g10230, g5771, g5770	Roisl.0036s0033.1.p
OG0008627	g10212	Roisl.0036s0069.1.p
OG0008628	g28281	Roisl.0214s0244.1.p
OG0008629	g917	Roisl.0031s0112.1.p
OG0008630	g927, g28433	Roisl.0031s0136.1.p
OG0008631	g29581	Roisl.0210s0598.1.p
OG0008632	g17728	Roisl.0075s0167.1.p, Roisl.0075s0158.1.p, Roisl.0075s0165.1.p, Roisl.0075s0157.1.p, Roisl.0075s0166.1.p
OG0008633	g47376	Roisl.0210s1330.1.p, Roisl.0210s2122.1.p, Roisl.0041s0025.1.p, Roisl.0214s0605.1.p, Roisl.0057s0023.1.p, Roisl.0200s0018.1.p, Roisl.0011s0091.1.p, Roisl.0214s0141.1.p, Roisl.0006s0221.1.p, Roisl.0214s0166.1.p, Roisl.0012s0260.1.p, Roisl.0037s0033.1.p, Roisl.0051s0050.1.p, Roisl.0055s0058.1.p, Roisl.0198s0031.1.p, Roisl.0074s0711.1.p, Roisl.0064s0042.1.p, Roisl.0080s0179.1.p, Roisl.0019s0074.1.p, Roisl.0066s0150.1.p, Roisl.0021s0580.1.p, Roisl.0214s0781.1.p
OG0008649	g23398	Roisl.0003s0051.1.p
OG0008650	g47746	Roisl.0003s0055.1.p
OG0008651	g23919	Roisl.0091s0009.1.p
