Orthogroup	Cochlearia_excelsa	Arabidopsis_thaliana
OG0008316	g49821	AT1G12450.1
OG0008317	g49823, g31388	AT1G12500.1
OG0008318	g27190	AT1G12530.1
OG0008320	g49859	AT1G12990.1
OG0008321	g49861	AT1G13040.1
OG0008322	g49862	AT1G13050.1
OG0008323	g27210, g49871	AT1G13195.1
OG0008324	g31451	AT1G13330.1
OG0008325	g49877	AT1G13600.1
OG0008326	g27256	AT1G14000.1
OG0008327	g31486	AT1G13970.1
OG0008328	g31506	AT1G14180.1
OG0008329	g27264, g31519	AT1G14330.1
OG0008330	g27268	AT1G14420.1
OG0008331	g27269, g31527	AT1G14430.1
OG0008332	g27280	AT1G14540.1
OG0008333	g31537	AT1G14600.1
OG0008334	g49915	AT1G14660.1
OG0008335	g31550	AT1G14740.1
OG0008337	g31553	AT1G14780.1
OG0008338	g31586	AT1G15260.1
OG0008339	g31561	AT1G14890.1
OG0008341	g31569	AT1G15000.1
OG0008342	g49928	AT1G15020.2
OG0008343	g31574	AT1G15110.2
OG0008344	g31596, g27302	AT1G15390.1
OG0008345	g49939, g31597	AT1G15400.3
OG0008346	g31618	AT1G15810.1
OG0008347	g49965, g31642	AT1G16270.1
OG0008348	g31661	AT1G16740.1
OG0008349	g27352	AT1G16840.1
OG0008350	g41687, g44897	AT1G65030.1
OG0008351	g31722	AT1G17710.1
OG0008352	g31756	AT1G18210.1
OG0008353	g31763	AT1G18290.1
OG0008354	g31766	AT1G18320.1, AT3G10110.1
OG0008355	g31772	AT1G18370.1
OG0008357	g31795	AT1G18620.2
OG0008359	g31797	AT1G18660.4
OG0008360	g27421	AT1G18860.1
OG0008361	g50061	AT1G18990.1
OG0008362	g50062	AT1G19000.1
OG0008363	g31816	AT1G19050.1
OG0008364	g50079, g31835	AT1G19300.1
OG0008365	g50099, g27442	AT1G19835.1
OG0008366	g31887	AT1G19860.2
OG0008367	g50105	AT1G19870.1
OG0008368	g31890	AT1G19940.1
OG0008369	g50119, g27450	AT1G20110.1
OG0008370	g31915, g50131	AT1G20310.1
OG0008371	g50134	AT1G20410.1
OG0008372	g31946	AT1G20670.1
OG0008373	g50150	AT1G20760.1
OG0008374	g50157, g27470	AT1G20840.1
OG0008375	g31964	AT1G21065.1
OG0008376	g31985	AT1G21340.1
OG0008377	g50192	AT1G21450.1
OG0008378	g31997	AT1G21500.1
OG0008379	g50201	AT1G21580.1
OG0008380	g50202	AT1G21590.1
OG0008381	g27491	AT1G21660.1
OG0008382	g27492	AT1G21700.1
OG0008383	g50211	AT1G21900.1
OG0008385	g32027	AT1G22330.1
OG0008386	g32046, g50278	AT1G23040.1
OG0008387	g40354	AT4G11160.2
OG0008389	g45949	AT1G71820.2
OG0008390	g44649	AT1G71530.1
OG0008391	g45921	AT1G71360.2
OG0008392	g45917, g44656	AT5G24670.2
OG0008393	g45911	AT1G71200.4
OG0008394	g44662	AT1G71160.1
OG0008395	g45896	AT1G71030.1
OG0008396	g45894	AT1G71015.1
OG0008397	g45884	AT1G70920.1
OG0008398	g44678	AT1G70790.1
OG0008399	g45854, g22228	AT1G70460.1
OG0008400	g45850	AT1G70350.1
OG0008401	g45833	AT1G70180.2
OG0008402	g45831	AT1G70160.1
OG0008403	g17228	AT4G24130.1
OG0008404	g32648	AT1G32990.1
OG0008405	g50690	AT1G33270.1
OG0008406	g40815	AT1G64065.1
OG0008407	g40846	AT1G63270.1
OG0008408	g44248	AT1G63260.1
OG0008409	g40847	AT1G63250.1, AT2G07750.1
OG0008410	g40853	AT1G63120.1
OG0008411	g40866	AT1G62990.1
OG0008412	g27633	AT1G27435.1
OG0008413	g44225, g40912	AT1G62400.1
OG0008414	g50468	AT1G28395.1
OG0008415	g44195	AT1G61760.1
OG0008416	g40946	AT1G61720.1
OG0008417	g38262	AT1G61670.1
OG0008418	g44154	AT1G61150.1
OG0008420	g44124	AT1G60420.1
OG0008421	g41187, g41202	AT1G59980.1
OG0008422	g41050	AT1G59590.1
OG0008423	g44069	AT1G59540.1
OG0008424	g41061	AT1G58280.2
OG0008425	g41076	AT1G58025.2
OG0008426	g41078, g44021	AT1G57680.1
OG0008427	g50389	AT1G25275.3
OG0008428	g40775	AT1G64370.1
OG0008429	g40768	AT1G64390.1
OG0008430	g40759	AT1G64510.2
OG0008431	g40749	AT1G64590.1
OG0008432	g40732	AT1G64710.1
OG0008433	g40633	AT5G46460.1
OG0008434	g40635	AT5G46560.1
OG0008435	g10914, g40663	AT5G46860.1
OG0008436	g10912	AT5G46910.1
OG0008437	g40723	AT5G47710.1
OG0008438	g10841	AT5G47740.2
OG0008439	g11050	AT5G44540.1
OG0008440	g18419, g16317	AT5G44520.2
OG0008441	g40486	AT5G44350.1
OG0008442	g40482	AT5G44310.2
OG0008443	g25542	AT4G05210.1
OG0008444	g40464	AT4G05150.1
OG0008445	g40460	AT4G05010.1
OG0008446	g25556, g40457	AT4G04950.1
OG0008447	g16995	AT4G29890.1
OG0008448	g17594, g24387	AT4G16180.2
OG0008449	g17593	AT4G16190.1
OG0008450	g42114, g54040	AT1G48090.2
OG0008451	g28108, g54047	AT1G48130.1
OG0008452	g36302	AT1G48320.1
OG0008453	g28098, g36356	AT1G48745.1
OG0008454	g54099	AT1G48850.1
OG0008455	g54122	AT1G49230.1
OG0008456	g46174	AT1G74940.1
OG0008457	g22713	AT4G39520.1
OG0008458	g22732	AT4G39720.2
OG0008459	g22746	AT4G39870.1
OG0008460	g22764	AT4G39980.1
OG0008461	g22779	AT4G40080.1
OG0008462	g22800, g18290	AT4G37940.1
OG0008463	g18287	AT4G37870.1
OG0008464	g22803	AT4G37830.3
OG0008465	g22812	AT4G37740.1
OG0008466	g18284	AT4G37690.1, AT4G38310.1
OG0008467	g22818	AT4G37680.3, AT4G38320.1
OG0008468	g22846	AT4G37290.1
OG0008469	g22849	AT4G37260.1
OG0008470	g22870	AT4G36990.1
OG0008471	g47979	AT4G37130.1
OG0008472	g22892	AT4G36870.1
OG0008473	g22902	AT4G36760.2
OG0008474	g22916	AT4G36620.1
OG0008475	g22922	AT4G36520.1
OG0008476	g47965, g22938	AT4G36260.1
OG0008477	g47946	AT4G35940.1
OG0008478	g47932	AT4G35730.1
OG0008479	g22998	AT4G35490.1
OG0008480	g23014	AT4G35280.1
OG0008481	g23010	AT4G35320.1
OG0008483	g23038	AT4G34970.1
OG0008484	g23042	AT4G34850.1
OG0008485	g23075	AT4G34580.1
OG0008486	g47883	AT4G34560.1
OG0008487	g47880, g23086	AT4G34440.1
OG0008488	g23116	AT4G34230.1
OG0008489	g23134	AT4G34160.1
OG0008490	g47804	AT4G32270.1
OG0008491	g23278, g16930	AT4G32272.2
OG0008492	g16929	AT4G32280.1
OG0008493	g16926	AT4G32290.1
OG0008494	g23260	AT4G32540.2
OG0008495	g23248	AT4G32680.1
OG0008496	g23213, g47829	AT4G32980.1
OG0008497	g23205	AT4G33100.1
OG0008498	g23201, g47837	AT4G33160.2
OG0008499	g47840	AT4G33220.1
OG0008500	g18159	AT4G33467.1
OG0008501	g23155	AT4G33780.1
OG0008502	g47862, g23140	AT4G33985.1
OG0008503	g47863	AT4G34030.1
OG0008504	g23137	AT4G34050.3
OG0008505	g23282	AT4G32180.1
OG0008506	g23284	AT4G32160.1
OG0008507	g47796	AT4G31880.1
OG0008508	g23321	AT4G31510.1
OG0008509	g47782, g16955	AT4G31410.1
OG0008510	g23329	AT4G31400.1
OG0008511	g16959, g47777	AT4G31290.1
OG0008512	g47769, g23350	AT4G31140.1
OG0008513	g50976	AT2G24220.2
OG0008514	g11741	AT3G23900.1
OG0008515	g6486, g11734	AT3G24170.1
OG0008516	g6478	AT3G24120.2
OG0008517	g6477	AT3G24110.1
OG0008518	g11728	AT3G23940.1
OG0008519	g46008	AT1G72650.2
OG0008520	g46004	AT1G72530.2
OG0008521	g46002	AT2G09970.1, AT1G72510.1
OG0008522	g44608	AT1G72390.1
OG0008523	g44611	AT1G72310.1
OG0008524	g44615	AT1G72250.3
OG0008525	g18007	AT1G72240.1
OG0008526	g44617	AT1G72190.1
OG0008527	g45961	AT1G72180.1
OG0008528	g45963	AT1G72160.1
OG0008529	g32064	AT1G23205.1
OG0008530	g50291	AT1G23330.1
OG0008531	g32101	AT1G23440.1
OG0008532	g50325, g27566	AT1G27210.1
OG0008533	g27573, g32123	AT1G27090.1
OG0008534	g50364	AT1G26560.1
OG0008535	g32170	AT1G26270.1
OG0008536	g27629	AT1G27290.1
OG0008537	g23834	AT4G24490.1
OG0008538	g39538	AT4G02100.1
OG0008539	g28286, g1382	AT5G50760.1
OG0008540	g25423	AT4G01670.1
OG0008541	g39511	AT4G01600.1
OG0008542	g39508	AT4G01560.1
OG0008543	g39492	AT4G01410.1
OG0008544	g45261	AT3G06455.1, AT4G01000.1
OG0008545	g39468	AT4G01037.1
OG0008546	g25400	AT4G01050.2
OG0008547	g39487	AT4G01320.1
OG0008548	g25371	AT4G00720.1
OG0008549	g25368	AT4G00570.1
OG0008550	g25363	AT4G00450.1
OG0008551	g47590	AT4G26590.1
OG0008552	g50849	AT2G21050.1
OG0008553	g50397	AT1G24520.1
OG0008554	g50384	AT1G25380.1
OG0008555	g50376	AT1G25540.1
OG0008556	g32190, g50373	AT1G25580.1
OG0008557	g50372	AT1G25682.1, AT1G25988.1
OG0008558	g23696	AT4G26470.3
OG0008559	g17109	AT4G26940.1
OG0008560	g17088, g23637	AT4G27420.1
OG0008561	g23638, g17089	AT4G27410.3
OG0008562	g47629	AT4G27470.1
OG0008563	g17079, g23622	AT4G27600.1
OG0008564	g23618	AT4G27650.1, AT3G58390.1
OG0008565	g23589	AT4G27940.1
OG0008567	g17070, g17115	AT4G28025.1
OG0008568	g17067	AT4G28040.1
OG0008569	g23581	AT4G28050.1
OG0008570	g17064	AT4G28080.1
OG0008571	g47662	AT4G28340.1, AT4G28330.1
OG0008572	g30993	AT1G06340.1
OG0008573	g27138, g31298	AT1G11070.4
OG0008574	g31557	AT1G14840.1
OG0008575	g32085, g50308	AT1G23980.1
OG0008576	g50361, g32152	AT1G26620.1
OG0008577	g32200	AT1G25440.1
OG0008580	g28171, g28159	AT1G53790.2
OG0008581	g53833	AT1G44130.1
OG0008582	g36358, g36354	AT1G44318.1
OG0008584	g40785	AT1G63670.1
OG0008585	g44123	AT1G60240.1
OG0008586	g18022, g18025, g44851	AT1G68240.1
OG0008587	g44783, g45768, g36533	AT1G68990.2
OG0008588	g17959	AT1G77780.1
OG0008589	g18475	AT3G23165.1, AT3G23167.1, AT2G14935.1, AT3G04943.1
OG0008589	g7729	AT3G04945.1
OG0008592	g7210	AT3G13790.1
OG0008593	g13910	AT2G19820.1, AT2G19510.1, AT1G36000.1
OG0008594	g6553, g13452	AT3G23060.1
OG0008596	g38520	AT2G21780.1
OG0008598	g38472, g43539	AT2G22760.1
OG0008599	g38470	AT2G22790.1
OG0008600	g50952, g38437	AT2G23350.1
OG0008601	g50973	AT2G24150.1
OG0008602	g50979	AT2G24260.1
OG0008603	g38319, g51067	AT2G25690.1
OG0008604	g39892	AT2G30820.1
OG0008605	g37088, g51432	AT2G34200.1
OG0008607	g10525	AT3G27025.1
OG0008609	g10350	AT3G29400.1
OG0008611	g5214, g29322	AT5G14090.1
OG0008612	g13733, g29154	AT5G16950.1
OG0008615	g25675	AT4G11890.3
OG0008616	g23239	AT4G32820.2
OG0008617	g17132, g23701	AT4G26440.1
OG0008618	g47492, g23846	AT4G24204.3
OG0008619	g17222, g47489	AT4G24180.3
OG0008620	g40514	AT4G20080.1, AT5G44760.1
OG0008622	g6790	AT5G43160.1
OG0008623	g1665	AT5G48490.1, AT5G48485.1
OG0008624	g10290	AT5G48150.1
OG0008625	g1662	AT5G48580.1
OG0008626	g10230, g5771, g5770	AT5G48940.1
OG0008627	g10212	AT5G49120.1
OG0008628	g28281	AT5G50670.1, AT5G50570.1
OG0008629	g917	AT5G53390.1
OG0008630	g927, g28433	AT5G53590.1
OG0008632	g17728	AT4G14272.1, AT5G39645.1, AT4G14276.1, AT5G52605.1
OG0008649	g23398	AT4G30410.1
OG0008650	g47746	AT4G30440.1
OG0008651	g23919	AT4G23050.2
OG0008653	g19544	AT3G46640.3
OG0008654	g2822	AT3G46750.1
OG0008655	g19423	AT3G48580.1
OG0008656	g2704	AT3G48550.1
OG0008657	g27118	AT1G10417.4
OG0008658	g2708	AT3G48480.1
OG0008659	g19496	AT3G48000.1
OG0008660	g19486	AT3G48150.1
OG0008661	g19483	AT3G48187.1
OG0008662	g10829	AT2G01060.1
OG0008663	g10761	AT2G01820.1
OG0008664	g6156	AT5G40480.1
OG0008665	g29031	AT5G18120.1
OG0008666	g4950, g29017	AT5G17860.1
OG0008667	g29016	AT5G17850.1
OG0008669	g7233, g13188	AT3G13490.1
OG0008670	g29143	AT5G17290.1
OG0008671	g45739	AT5G16760.1
OG0008672	g5021	AT5G16750.1
OG0008673	g29178	AT5G16710.1
OG0008674	g29179	AT5G16690.1
OG0008675	g5028	AT5G16660.1
OG0008676	g29181	AT5G16620.1
OG0008677	g45733	AT5G16490.1
OG0008678	g5052	AT5G16320.1
OG0008679	g52170	AT2G44530.1
OG0008680	g45723	AT5G16220.1
OG0008681	g5062	AT5G16150.1
OG0008682	g29202	AT5G16110.1
OG0008683	g5076	AT5G15950.1
OG0008684	g29268, g29217, g5084	AT5G15802.1
OG0008685	g29219	AT5G15790.4
OG0008686	g29220	AT5G15780.1
OG0008687	g11578	AT2G06210.1
OG0008688	g5093, g29238	AT5G15640.1
OG0008689	g29239	AT5G15600.1
OG0008690	g29258	AT1G33320.1
OG0008691	g29261	AT5G15270.1
OG0008692	g39767	AT2G32850.2
OG0008693	g29276	AT5G15050.1
OG0008694	g40178	AT1G04870.2
OG0008695	g7078	AT3G15470.1
OG0008696	g5201	AT5G14260.1
OG0008697	g5209, g45653	AT5G14180.1
OG0008698	g5237, g5231	AT5G13920.2
OG0008700	g1017	AT5G55500.1
OG0008701	g5256	AT5G13670.1
OG0008702	g45623	AT5G13560.1
OG0008703	g5275, g13773, g50766	AT5G13340.1
OG0008704	g29364	AT5G13280.1
OG0008705	g5289	AT5G13150.1
OG0008706	g5291	AT5G13140.1
OG0008707	g29378	AT5G13100.1
OG0008708	g29374	AT5G13070.1
OG0008709	g45609	AT5G13060.1
OG0008711	g29396	AT5G12430.1
OG0008712	g45592	AT5G12330.4
OG0008713	g45591, g18351	AT5G12320.1
OG0008714	g5315, g29400	AT5G12260.1
OG0008715	g45587	AT5G12190.1
OG0008716	g5333	AT5G11980.1
OG0008717	g5335, g29418	AT5G11960.1
OG0008718	g29422	AT5G11910.4
OG0008719	g5339	AT5G11900.1
OG0008720	g5344	AT5G11850.1
OG0008721	g29437	AT5G11560.1
OG0008722	g5377	AT5G11320.1
OG0008723	g28506	AT5G55125.1
OG0008724	g5388	AT5G11130.1
OG0008725	g29469	AT5G11000.1
OG0008726	g45559	AT5G10990.1
OG0008727	g29483, g5403	AT5G10730.1
OG0008728	g29489	AT5G10650.1
OG0008729	g45540	AT5G10480.3
OG0008730	g5426, g29513	AT5G10150.1
OG0008731	g29524	AT5G10030.1
OG0008732	g29540	AT5G09880.1
OG0008733	g29550	AT5G09680.3
OG0008734	g29566	AT5G09330.1
OG0008735	g5467	AT5G09310.1
OG0008736	g5473	AT5G09225.1
OG0008737	g29574	AT5G08580.1
OG0008738	g5490	AT5G08560.1
OG0008739	g10402	AT3G28730.1
OG0008740	g1405	AT5G50360.1
OG0008741	g29586	AT5G08415.1
OG0008742	g5509	AT5G08240.1
OG0008743	g5519	AT5G08060.1
OG0008744	g5526	AT5G07950.1
OG0008745	g5531	AT5G07920.1
OG0008746	g29607	AT5G07820.1
OG0008747	g29621	AT5G07580.1
OG0008748	g39615	AT4G02810.1
OG0008749	g39620	AT4G02830.1
OG0008750	g39634	AT4G03110.1
OG0008751	g25501	AT4G03115.3
OG0008752	g45192, g39643	AT4G03280.1
OG0008753	g17182	AT4G25100.1
OG0008754	g1345, g23799	AT5G51020.1
OG0008755	g17188	AT4G24910.1
OG0008756	g17189	AT4G24900.1
OG0008757	g39463	AT4G00895.1
OG0008758	g40188	AT2G26670.1
OG0008759	g40185	AT2G26690.1
OG0008760	g40158	AT2G26800.2
OG0008762	g40125	AT2G27230.1
OG0008763	g40120	AT2G27290.1
OG0008764	g40116	AT2G27350.3
OG0008765	g40115	AT2G27370.1
OG0008766	g40096	AT2G27590.1
OG0008768	g40089	AT2G27740.1
OG0008769	g40086	AT2G27790.1
OG0008770	g40084	AT2G27810.4
OG0008771	g13583	AT2G27880.1
OG0008772	g37813	AT2G27980.1
OG0008773	g40069	AT2G28090.1
OG0008774	g40067	AT2G28110.1
OG0008775	g53382	AT2G28120.1
OG0008776	g40038	AT2G28380.1
OG0008777	g40034, g51077	AT2G28430.1
OG0008778	g37844, g39975	AT2G28600.1
OG0008779	g37845, g39981	AT2G28630.1
OG0008780	g40000	AT2G28780.1
OG0008781	g51098	AT2G28790.2
OG0008782	g37848, g40001	AT2G28800.1
OG0008784	g40003	AT2G28880.1
OG0008785	g40013	AT2G28950.1
OG0008786	g40015	AT2G29060.1
OG0008787	g51139	AT2G29400.1
OG0008788	g51158	AT2G29410.1
OG0008789	g39957	AT2G30010.2
OG0008790	g39952	AT2G30070.1
OG0008791	g37893, g5560	AT2G30105.1
OG0008792	g39944	AT2G30130.1
OG0008793	g51194	AT2G30280.1
OG0008794	g39916	AT2G30380.1
OG0008795	g51213	AT2G30520.1
OG0008796	g51216	AT2G30530.1
OG0008797	g39895	AT2G30710.1
OG0008798	g39873, g51233	AT2G31060.3
OG0008799	g51235	AT2G31100.1
OG0008800	g39869	AT2G31110.2
OG0008801	g51236	AT2G31190.1
OG0008802	g39854	AT2G31260.1
OG0008803	g39850	AT2G31280.3
OG0008804	g39845	AT2G31360.1
OG0008805	g51251	AT2G31410.1
OG0008806	g37914	AT2G31750.2
OG0008807	g51269	AT2G31820.1
OG0008809	g39812, g51291	AT2G32100.1
OG0008810	g51304	AT2G32510.1
OG0008811	g39790	AT2G32300.2
OG0008812	g24798	AT4G13070.1
OG0008814	g39768	AT2G32810.1
OG0008815	g51335	AT2G33180.1
OG0008816	g39750	AT2G33255.1
OG0008817	g39748, g51341	AT2G33310.2
OG0008818	g51342	AT2G33320.1
OG0008819	g51348	AT2G33350.5
OG0008820	g51352	AT2G33390.1
OG0008821	g39738	AT5G43310.1
OG0008822	g39723, g11107	AT5G43540.1
OG0008823	g11102	AT5G43650.1
OG0008824	g39713	AT5G43750.1
OG0008825	g39706	AT5G43850.1
OG0008826	g39704	AT5G43870.1
OG0008827	g23833	AT4G24500.1
OG0008828	g11059	AT5G44260.1
OG0008830	g23788	AT4G25170.2
OG0008831	g23787	AT4G25190.2
OG0008832	g17175	AT4G25340.1
OG0008833	g36265	AT1G47820.1, AT1G47813.1
OG0008834	g54016	AT1G47750.1
OG0008835	g36262	AT1G47670.1
OG0008836	g36250, g36257	AT1G47603.1
OG0008837	g54004	AT1G47510.1
OG0008838	g54003	AT1G47420.1
OG0008839	g36186	AT1G45180.1
OG0008840	g36200, g28134	AT1G45976.1
OG0008841	g53945	AT1G47200.1
OG0008842	g50434	AT1G27730.1
OG0008843	g32305	AT1G27930.1
OG0008844	g32320	AT1G28150.1
OG0008845	g11671	AT3G25160.1
OG0008846	g32331	AT1G28300.1
OG0008847	g32346	AT1G28400.1
OG0008848	g32375	AT1G29050.1
OG0008849	g32390	AT1G29220.2
OG0008850	g50503	AT1G29200.2
OG0008851	g32392	AT1G29280.1
OG0008852	g32408	AT1G29670.2
OG0008853	g10203	AT5G49270.1
OG0008854	g27689	AT1G29750.2
OG0008855	g32421	AT1G29940.1
OG0008856	g27693, g32429	AT1G29990.1
OG0008857	g32457	AT1G30330.2
OG0008858	g50552	AT1G30650.1
OG0008859	g27710	AT1G30690.1
OG0008860	g27713	AT1G30755.1
OG0008861	g50565	AT1G30820.1
OG0008862	g32502	AT1G30860.1
OG0008863	g27720	AT1G30910.1
OG0008865	g27751	AT1G31240.1
OG0008866	g32523, g27749	AT1G31300.1
OG0008867	g28262	AT5G50390.1
OG0008868	g50599	AT1G31480.1
OG0008869	g32540	AT1G31817.1
OG0008870	g32549	AT1G31970.1
OG0008871	g32608	AT1G32340.1
OG0008872	g32630	AT1G32550.2
OG0008873	g37131, g51514	AT2G35300.1
OG0008874	g10714, g10710	AT2G02480.1
OG0008875	g16701	AT2G02850.1
OG0008876	g10665	AT2G03390.1
OG0008877	g11157	AT3G62010.1
OG0008878	g41, g19652	AT5G66750.1
OG0008879	g19653	AT5G66780.1
OG0008880	g9644	AT5G66800.1
OG0008881	g9660	AT5G66930.3
OG0008882	g54	AT5G66950.1
OG0008883	g59	AT5G66980.1
OG0008884	g61	AT5G67030.1
OG0008885	g9663	AT5G67110.1
OG0008886	g9669	AT5G67270.1
OG0008887	g81	AT5G67300.1
OG0008888	g101	AT5G67470.1
OG0008889	g107	AT5G67550.1
OG0008890	g117, g9687	AT5G65925.1
OG0008891	g9699	AT5G65683.1
OG0008892	g9702	AT5G65640.1
OG0008893	g9704	AT5G65540.1
OG0008894	g9721	AT5G65250.1
OG0008895	g9724	AT5G65140.1
OG0008896	g176	AT5G65130.2
OG0008897	g9725, g178	AT5G65110.1
OG0008898	g197	AT5G65020.1
OG0008899	g18662	AT5G64930.1
OG0008900	g9743	AT5G64820.1
OG0008901	g9753	AT5G64640.1
OG0008902	g240, g9770	AT5G64330.1
OG0008903	g244	AT5G64230.1
OG0008905	g9796	AT5G63940.1
OG0008906	g266	AT5G63890.2
OG0008907	g272	AT5G63800.1
OG0008909	g9814	AT5G63480.1
OG0008910	g305	AT5G63350.1
OG0008911	g312	AT5G63220.1
OG0008912	g327	AT5G62940.1
OG0008913	g331	AT5G62865.1
OG0008914	g9840	AT5G62820.1
OG0008916	g342	AT5G62640.3
OG0008917	g352	AT5G62560.1
OG0008918	g9854	AT5G62520.1
OG0008919	g9860	AT5G62420.1
OG0008920	g9862	AT5G62360.1
OG0008921	g9865	AT5G62290.1
OG0008923	g9874, g382	AT5G62050.1
OG0008924	g385	AT5G62020.1
OG0008925	g9876	AT5G61980.1
OG0008926	g394	AT5G61850.2
OG0008927	g399	AT5G61770.2
OG0008928	g421	AT5G61440.1
OG0008929	g9920	AT5G61150.1
OG0008930	g458	AT5G23040.1
OG0008931	g465	AT5G23150.1
OG0008932	g468	AT5G23190.1
OG0008933	g9959	AT5G23310.1
OG0008934	g483	AT5G23340.1
OG0008935	g490, g9969	AT5G23450.3
OG0008936	g492	AT5G23490.2
OG0008937	g9973	AT5G23550.1
OG0008938	g511	AT5G23940.1
OG0008939	g524	AT5G24230.1
OG0008940	g10016, g10013	AT5G24400.1
OG0008942	g549	AT5G24580.1
OG0008943	g10021	AT5G24600.1
OG0008944	g10024	AT5G24710.1
OG0008945	g577, g10033	AT5G24930.1
OG0008946	g578	AT5G24970.2
OG0008947	g581	AT5G25150.1
OG0008948	g583	AT5G25170.1
OG0008949	g10049	AT5G25265.1
OG0008950	g10058	AT5G25340.1
OG0008952	g18551, g14921	AT5G25840.1
OG0008953	g638	AT5G26220.1
OG0008954	g29123	AT5G19560.4
OG0008955	g653, g28980	AT5G19650.1
OG0008956	g29128	AT5G19610.1
OG0008957	g29127, g656	AT5G19600.1
OG0008958	g657	AT5G19590.1
OG0008959	g659	AT5G19570.1
OG0008960	g28975	AT5G19730.1
OG0008962	g664	AT5G19750.1
OG0008963	g674, g28965	AT5G19890.1
OG0008964	g685	AT5G19920.1
OG0008965	g704	AT5G20130.2
OG0008966	g707, g41407	AT5G20165.3
OG0008967	g28946	AT5G20200.1
OG0008968	g711	AT5G20250.4
OG0008969	g41402, g28931	AT5G20500.1
OG0008970	g734	AT5G20700.1
OG0008971	g41387	AT5G20850.1
OG0008972	g41386	AT5G20870.1
OG0008973	g743	AT5G20950.3
OG0008974	g41379	AT5G20980.1
OG0008975	g746	AT5G21050.1
OG0008976	g28906, g748	AT5G21070.1
OG0008977	g28897	AT5G21920.1
OG0008978	g770	AT5G22030.2
OG0008980	g28873	AT5G22350.1
OG0008981	g28871	AT5G22390.1
OG0008982	g805	AT5G22630.1
OG0008983	g28450	AT5G54010.1
OG0008984	g816	AT5G22850.1
OG0008985	g41333	AT5G23000.1
OG0008986	g831	AT5G60700.2
OG0008988	g855, g28805	AT5G60210.3
OG0008989	g28785	AT5G59980.2
OG0008990	g28783	AT5G59950.5
OG0008991	g28763	AT5G59790.1
OG0008992	g41303	AT5G59865.1
OG0008993	g28761	AT5G59760.1
OG0008994	g39245	AT5G59140.1
OG0008995	g28706	AT5G59180.1
OG0008996	g1240	AT5G59010.1
OG0008997	g1236	AT5G58970.1
OG0008998	g1233	AT5G58940.1
OG0008999	g39273	AT5G58650.1
OG0009000	g1177	AT5G58410.1
OG0009001	g28698	AT5G58300.1
OG0009002	g1155	AT5G58160.1
OG0009003	g50163	AT1G20970.1
OG0009004	g28681	AT5G58040.1
OG0009005	g13643	AT1G78520.1
OG0009006	g28666	AT5G57880.1
OG0009007	g1118	AT5G57625.1
OG0009008	g1112	AT5G57550.1
OG0009009	g39307	AT5G57370.1
OG0009010	g28632	AT5G57300.1
OG0009011	g28631	AT5G57280.1
OG0009012	g28624	AT5G57200.1
OG0009013	g28622	AT5G57180.2
OG0009015	g1093	AT5G56980.1
OG0009016	g28592	AT5G56970.1
OG0009017	g28574	AT5G56880.1
OG0009018	g28571	AT5G56840.1
OG0009019	g28566	AT5G56790.1
OG0009020	g28564	AT5G56750.1
OG0009022	g28558	AT5G56550.1
OG0009023	g1068	AT5G56360.1
OG0009024	g28555	AT5G56340.1
OG0009025	g1057	AT5G56220.1
OG0009026	g1061	AT5G56290.1
OG0009027	g28536	AT5G55970.1
OG0009028	g1040	AT5G55960.1
OG0009029	g28530	AT5G55860.1
OG0009030	g1024	AT5G55620.1
OG0009031	g28523	AT5G55610.1
OG0009032	g28516	AT5G55540.1
OG0009033	g28515	AT5G55530.1
OG0009034	g28510	AT5G55210.1
OG0009035	g39384, g39388	AT5G55135.1
OG0009036	g28507, g997	AT5G55130.1
OG0009037	g39386, g992	AT5G55060.1
OG0009038	g28497	AT5G54980.1
OG0009039	g2622, g19396	AT3G49540.1
OG0009040	g2631	AT3G49260.3
OG0009041	g11382, g2633, g19413	AT3G49240.1
OG0009042	g2644	AT3G49100.1
OG0009043	g2649	AT3G49050.1
OG0009044	g19441, g19453	AT3G48900.2
OG0009045	g2688	AT3G48770.1
OG0009046	g948	AT5G54200.1
OG0009047	g39428	AT5G54270.1
OG0009048	g45233	AT4G02350.1
OG0009049	g39611	AT4G02780.1
OG0009050	g36847	AT2G25737.1
OG0009051	g5545	AT5G07410.1, AT1G69940.1
OG0009052	g25189	AT5G35660.1
OG0009053	g40748	AT1G64600.1
OG0009054	g29653	AT5G06839.3
OG0009055	g5589	AT5G06680.1, AT1G37010.1
OG0009056	g29678	AT5G06440.4
OG0009057	g5595	AT5G06400.1
OG0009058	g29687	AT5G06280.1
OG0009059	g5607	AT5G06250.4
OG0009060	g41472	AT5G18480.1
OG0009061	g4916	AT5G18475.1
OG0009062	g27616	AT1G25240.2
OG0009063	g29696	AT5G06070.1
OG0009064	g32241	AT1G24610.1
OG0009065	g29699	AT5G05990.1
OG0009066	g29700	AT5G05987.1
OG0009067	g29710	AT5G05770.1
OG0009068	g29719	AT5G05690.1
OG0009069	g29721	AT1G07780.1, AT5G05590.1, AT1G29410.2
OG0009070	g45428	AT5G05460.1
OG0009072	g5644	AT5G05290.1
OG0009073	g29738	AT5G05200.1
OG0009074	g29739	AT5G05190.1
OG0009075	g37462	AT2G42770.1
OG0009076	g29750, g5646	AT5G05070.1
OG0009077	g5650, g45409	AT5G04990.1
