Orthogroup	Rorippa_islandica	Raphanus_sativus
OG0009561	Roisl.0017s0357.1.p	XP_018472795.1
OG0009562	Roisl.0017s0343.1.p	XP_018461422.1, XP_018439036.1
OG0009563	Roisl.0011s0536.1.p	XP_018491171.1
OG0009564	Roisl.0017s0329.1.p	XP_018438285.1, XP_018480962.1
OG0009565	Roisl.0017s0325.1.p	XP_018437958.1, XP_018437957.1
OG0009566	Roisl.0017s0318.1.p	XP_018434921.1
OG0009567	Roisl.0017s0292.1.p	XP_018441188.1, XP_018476212.1
OG0009568	Roisl.0017s0285.1.p	XP_018478441.1, XP_018442039.1
OG0009569	Roisl.0017s0258.1.p	XP_018474671.1, XP_018458420.1, XP_018440900.1
OG0009570	Roisl.0017s0248.1.p	XP_018437981.1, XP_018472838.1
OG0009571	Roisl.0017s0247.1.p	XP_018472837.1
OG0009572	Roisl.0017s0239.1.p	XP_018439226.1, XP_018478311.1
OG0009573	Roisl.0017s0237.1.p	XP_018476902.1, XP_018476908.1, XP_018484791.1
OG0009574	Roisl.0017s0235.1.p	XP_018476905.1
OG0009575	Roisl.0017s0226.1.p	XP_018433090.1, XP_018476761.1
OG0009576	Roisl.0017s0225.1.p	XP_018433092.1, XP_018476765.1, XP_018476763.1
OG0009577	Roisl.0017s0216.1.p	XP_018475917.1, XP_018437522.1
OG0009578	Roisl.0017s0214.1.p	XP_018485141.1, XP_018476019.1
OG0009579	Roisl.0017s0194.1.p	XP_018474863.1, XP_018465020.1
OG0009580	Roisl.0017s0187.1.p	XP_018472952.1
OG0009581	Roisl.0017s0171.1.p	XP_018436525.1, XP_018477767.1
OG0009582	Roisl.0017s0164.1.p	XP_018476683.1, XP_018440192.1
OG0009583	Roisl.0017s0156.1.p	XP_018482497.1, XP_018482743.1
OG0009584	Roisl.0011s0032.1.p	XP_018436420.1, XP_018483019.1
OG0009585	Roisl.0017s0143.1.p	XP_018441846.1
OG0009586	Roisl.0017s0132.1.p	XP_018436370.1, XP_018474054.1
OG0009587	Roisl.0017s0086.1.p	XP_018465120.1, XP_018437483.1
OG0009588	Roisl.0017s0083.1.p	XP_018433915.1, XP_018473010.1, XP_018466079.1
OG0009589	Roisl.0017s0077.1.p	XP_018480701.1, XP_018433295.1
OG0009590	Roisl.0011s0110.1.p	XP_018478180.1, XP_018452847.1
OG0009591	Roisl.0017s0074.1.p	XP_018478763.1, XP_018478762.1
OG0009592	Roisl.0032s0087.1.p	XP_018452090.1, XP_018459947.1, XP_018472798.1
OG0009593	Roisl.0017s0066.1.p	XP_018477599.1, XP_018477319.1, XP_018475703.1
OG0009594	Roisl.0017s0052.1.p	XP_018472903.1, XP_018478623.1
OG0009595	Roisl.0017s0044.1.p	XP_018476384.1, XP_018439716.1
OG0009596	Roisl.0017s0028.1.p	XP_018439283.1, XP_018474619.1
OG0009597	Roisl.0017s0027.1.p	XP_018475933.1, XP_018483616.1
OG0009598	Roisl.0082s0152.1.p	XP_018460768.1, XP_018453805.1
OG0009599	Roisl.0082s0158.1.p	XP_018468812.1, XP_018476930.1, XP_018457020.1
OG0009600	Roisl.0082s0188.1.p, Roisl.0082s0190.1.p	XP_018472686.1
OG0009601	Roisl.0082s0240.1.p	XP_018453137.1, XP_018476671.1
OG0009602	Roisl.0082s0217.1.p	XP_018454627.1
OG0009603	Roisl.0011s0043.1.p	XP_018433705.1
OG0009604	Roisl.0082s0235.1.p	XP_018454485.1
OG0009605	Roisl.0209s0207.1.p	XP_018468564.1, XP_018455786.1
OG0009606	Roisl.0209s0232.1.p	XP_018458656.1
OG0009607	Roisl.0209s0237.1.p	XP_018455008.1, XP_018454962.1
OG0009608	Roisl.0209s0240.1.p	XP_018458657.1, XP_018476769.1
OG0009610	Roisl.0063s0050.1.p	XP_018484670.1, XP_018441189.1
OG0009611	Roisl.0082s0126.1.p	XP_018464791.1, XP_018463189.1
OG0009613	Roisl.0046s0652.1.p	XP_018481132.1, XP_018466259.1
OG0009614	Roisl.0046s0651.1.p	XP_018482206.1, XP_018438381.1
OG0009615	Roisl.0006s0579.1.p	XP_018480295.1, XP_018480296.1
OG0009616	Roisl.0021s0568.1.p	XP_018436685.1, XP_018481010.1
OG0009617	Roisl.0006s0552.1.p	XP_018459007.1, XP_018459008.1
OG0009618	Roisl.0004s0015.1.p	XP_018481712.1
OG0009619	Roisl.0023s0053.1.p	XP_018478627.1, XP_018441562.1
OG0009620	Roisl.0023s0012.1.p	XP_018477385.1
OG0009621	Roisl.0198s0051.1.p	XP_018488853.1, XP_018465798.1, XP_018459053.1
OG0009622	Roisl.0198s0059.1.p	XP_018492993.1
OG0009623	Roisl.0043s0038.1.p	XP_018483591.1, XP_018483588.1
OG0009624	Roisl.0040s0041.1.p	XP_018490160.1, XP_018479797.1
OG0009625	Roisl.0022s0109.1.p	XP_018469293.1, XP_018469014.1
OG0009626	Roisl.0185s0014.1.p	XP_018483932.1
OG0009627	Roisl.0017s0381.1.p	XP_018486075.1, XP_018483305.1
OG0009628	Roisl.0017s0310.1.p	XP_018483302.1, XP_018486074.1
OG0009629	Roisl.0210s2150.1.p	XP_018441924.1
OG0009630	Roisl.0210s2080.1.p	XP_018485398.1
OG0009631	Roisl.0048s0017.1.p	XP_018489532.1, XP_018464369.1, XP_018447164.1
OG0009632	Roisl.0048s0021.1.p	XP_018465902.1, XP_018464368.1
OG0009633	Roisl.0056s0060.1.p	XP_018457892.1
OG0009634	Roisl.0040s0049.1.p	XP_018459719.1, XP_018490544.1
OG0009635	Roisl.0040s0067.1.p	XP_018485397.1, XP_018493171.1
OG0009636	Roisl.0184s0135.1.p	XP_018459454.1, XP_018452164.1
OG0009637	Roisl.0184s0138.1.p	XP_018476965.1, XP_018447180.1
OG0009638	Roisl.0184s0025.1.p	XP_018453253.1, XP_018452929.1
OG0009639	Roisl.0184s0002.1.p	XP_018442352.1
OG0009640	Roisl.0020s0122.1.p	XP_018450544.1
OG0009641	Roisl.0057s0020.1.p	XP_018452111.1, XP_018452106.1, XP_018473097.1
OG0009642	Roisl.0057s0024.1.p	XP_018475139.1
OG0009644	Roisl.0057s0035.1.p	XP_018476897.1, XP_018456403.1
OG0009645	Roisl.0213s0542.1.p	XP_018457083.1, XP_018471867.1
OG0009646	Roisl.0210s1643.1.p	XP_018468548.1, XP_018443275.1
OG0009647	Roisl.0210s1644.1.p	XP_018448763.1, XP_018442322.1
OG0009648	Roisl.0046s0304.1.p	XP_018437001.1, XP_018435616.1, XP_018454692.1
OG0009649	Roisl.0046s0307.1.p	XP_018440826.1, XP_018435180.1, XP_018457138.1
OG0009650	Roisl.0046s0312.1.p	XP_018441666.1, XP_018477170.1
OG0009651	Roisl.0046s0322.1.p	XP_018456923.1
OG0009652	Roisl.0046s0334.1.p	XP_018478317.1, XP_018462675.1
OG0009653	Roisl.0046s0350.1.p	XP_018484287.1
OG0009654	Roisl.0046s0366.1.p	XP_018478887.1, XP_018466511.1
OG0009655	Roisl.0209s0065.1.p	XP_018446359.1
OG0009656	Roisl.0046s0382.1.p	XP_018436694.1, XP_018464477.1, XP_018484832.1
OG0009657	Roisl.0046s0396.1.p	XP_018433097.1, XP_018433094.1, XP_018484151.1
OG0009658	Roisl.0046s0407.1.p	XP_018441787.1, XP_018457580.1
OG0009659	Roisl.0046s0409.1.p	XP_018478965.1, XP_018441789.1
OG0009660	Roisl.0046s0462.1.p	XP_018484251.1, XP_018441967.1
OG0009661	Roisl.0214s0407.1.p	XP_018467037.1, XP_018438184.1
OG0009662	Roisl.0214s0413.1.p	XP_018437776.1, XP_018455764.1
OG0009663	Roisl.0214s0421.1.p	XP_018438191.1, XP_018438188.1
OG0009664	Roisl.0214s0434.1.p	XP_018454373.1, XP_018454368.1, XP_018434047.1
OG0009665	Roisl.0214s0440.1.p	XP_018437384.1, XP_018457936.1
OG0009666	Roisl.0214s0453.1.p	XP_018440427.1, XP_018440481.1
OG0009667	Roisl.0214s0509.1.p, Roisl.0214s0395.1.p	XP_018438546.1
OG0009668	Roisl.0209s0324.1.p	XP_018440336.1
OG0009669	Roisl.0209s0323.1.p, Roisl.0209s0321.1.p, Roisl.0209s0319.1.p	XP_018434025.1
OG0009670	Roisl.0209s0317.1.p	XP_018434024.1
OG0009671	Roisl.0067s0011.1.p	XP_018439576.1, XP_018439182.1, XP_018482862.1
OG0009672	Roisl.0067s0015.1.p	XP_018441624.1, XP_018439245.1, XP_018440110.1
OG0009673	Roisl.0067s0020.1.p	XP_018440848.1, XP_018440839.1
OG0009674	Roisl.0067s0023.1.p	XP_018484148.1, XP_018484094.1
OG0009675	Roisl.0067s0027.1.p	XP_018484471.1, XP_018484451.1
OG0009676	Roisl.0067s0029.1.p	XP_018434827.1, XP_018434836.1
OG0009677	Roisl.0067s0036.1.p	XP_018472662.1, XP_018462049.1, XP_018458607.1
OG0009678	Roisl.0067s0051.1.p	XP_018437976.1, XP_018480836.1
OG0009679	Roisl.0035s0066.1.p	XP_018484925.1, XP_018440366.1
OG0009680	Roisl.0035s0068.1.p	XP_018484924.1, XP_018440365.1
OG0009681	Roisl.0035s0077.1.p	XP_018485199.1, XP_018433263.1
OG0009682	Roisl.0035s0089.1.p	XP_018439865.1, XP_018485202.1
OG0009683	Roisl.0022s0379.1.p	XP_018472413.1
OG0009684	Roisl.0035s0090.1.p	XP_018439867.1, XP_018473064.1
OG0009685	Roisl.0035s0091.1.p	XP_018484440.1, XP_018476218.1
OG0009686	Roisl.0035s0097.1.p	XP_018438537.1, XP_018436464.1
OG0009687	Roisl.0179s0059.1.p	XP_018467982.1, XP_018447609.1
OG0009688	Roisl.0035s0125.1.p	XP_018434750.1, XP_018434757.1
OG0009689	Roisl.0035s0127.1.p	XP_018441386.1, XP_018441387.1
OG0009690	Roisl.0035s0135.1.p	XP_018437470.1, XP_018481707.1
OG0009691	Roisl.0035s0141.1.p	XP_018485232.1, XP_018464999.1
OG0009692	Roisl.0035s0147.1.p	XP_018475752.1, XP_018482502.1, XP_018479141.1
OG0009693	Roisl.0035s0174.1.p	XP_018478853.1, XP_018433754.1
OG0009694	Roisl.0035s0176.1.p	XP_018475671.1, XP_018440977.1
OG0009695	Roisl.0035s0177.1.p	XP_018475669.1, XP_018475668.1
OG0009696	Roisl.0035s0190.1.p	XP_018476179.1, XP_018476177.1
OG0009697	Roisl.0028s0029.1.p	XP_018434154.1, XP_018478861.1
OG0009698	Roisl.0028s0030.1.p	XP_018478605.1
OG0009699	Roisl.0028s0039.1.p	XP_018481520.1, XP_018440274.1
OG0009700	Roisl.0028s0058.1.p	XP_018440033.1
OG0009701	Roisl.0028s0059.1.p	XP_018476827.1, XP_018441655.1
OG0009702	Roisl.0028s0064.1.p	XP_018478089.1
OG0009703	Roisl.0028s0073.1.p	XP_018466162.1, XP_018481625.1
OG0009704	Roisl.0028s0080.1.p	XP_018436974.1
OG0009705	Roisl.0028s0082.1.p	XP_018441212.1
OG0009706	Roisl.0028s0114.1.p	XP_018464254.1, XP_018476963.1
OG0009707	Roisl.0028s0147.1.p	XP_018464482.1, XP_018437178.1, XP_018437167.1
OG0009708	Roisl.0028s0170.1.p	XP_018439869.1, XP_018474748.1
OG0009709	Roisl.0028s0177.1.p	XP_018472775.1, XP_018463097.1, XP_018441686.1
OG0009710	Roisl.0028s0211.1.p	XP_018473177.1, XP_018440107.1
OG0009711	Roisl.0028s0259.1.p	XP_018441268.1, XP_018477349.1
OG0009712	Roisl.0028s0271.1.p	XP_018481577.1, XP_018481608.1, XP_018461148.1
OG0009713	Roisl.0028s0276.1.p	XP_018472888.1, XP_018485134.1
OG0009714	Roisl.0028s0278.1.p	XP_018472925.1
OG0009715	Roisl.0028s0307.1.p	XP_018477906.1, XP_018463279.1
OG0009716	Roisl.0028s0309.1.p	XP_018475589.1, XP_018466483.1, XP_018439966.1
OG0009717	Roisl.0028s0320.1.p	XP_018440471.1
OG0009718	Roisl.0028s0324.1.p	XP_018476972.1
OG0009720	Roisl.0028s0333.1.p	XP_018483391.1
OG0009721	Roisl.0028s0357.1.p	XP_018482780.1, XP_018478624.1, XP_018436549.1, XP_018436550.1
OG0009722	Roisl.0028s0358.1.p	XP_018482352.1, XP_018482775.1
OG0009723	Roisl.0028s0372.1.p	XP_018484080.1
OG0009724	Roisl.0028s0373.1.p	XP_018433046.1
OG0009725	Roisl.0028s0381.1.p	XP_018435062.1, XP_018484079.1
OG0009726	Roisl.0028s0389.1.p	XP_018484075.1, XP_018441462.1
OG0009727	Roisl.0028s0446.1.p	XP_018433278.1
OG0009728	Roisl.0028s0437.1.p	XP_018440706.1, XP_018482942.1
OG0009729	Roisl.0028s0433.1.p	XP_018481943.1, XP_018438181.1
OG0009730	Roisl.0028s0472.1.p	XP_018477900.1, XP_018439306.1
OG0009732	Roisl.0005s0086.1.p	XP_018456254.1, XP_018483064.1
OG0009733	Roisl.0016s0112.1.p	XP_018488829.1, XP_018432675.1
OG0009734	Roisl.0016s0142.1.p	XP_018485688.1, XP_018491348.1
OG0009735	Roisl.0016s0164.1.p	XP_018490816.1
OG0009736	Roisl.0016s0167.1.p	XP_018464033.1, XP_018492987.1
OG0009737	Roisl.0016s0187.1.p	XP_018492744.1, XP_018433202.1
OG0009738	Roisl.0016s0193.1.p	XP_018485932.1
OG0009739	Roisl.0016s0215.1.p	XP_018493541.1, XP_018491798.1, XP_018491797.1
OG0009740	Roisl.0016s0225.1.p	XP_018434565.1, XP_018488972.1
OG0009741	Roisl.0016s0249.1.p	XP_018433592.1, XP_018492089.1
OG0009742	Roisl.0016s0255.1.p	XP_018489098.1
OG0009743	Roisl.0016s0257.1.p	XP_018493353.1, XP_018466903.1
OG0009744	Roisl.0016s0278.1.p	XP_018434907.1, XP_018487356.1
OG0009746	Roisl.0016s0335.1.p	XP_018486138.1, XP_018466336.1, XP_018438964.1
OG0009747	Roisl.0016s0348.1.p	XP_018438968.1, XP_018489808.1
OG0009748	Roisl.0016s0376.1.p	XP_018491240.1
OG0009749	Roisl.0016s0384.1.p	XP_018493055.1
OG0009756	Roisl.0039s0008.1.p	XP_018492869.1
OG0009758	Roisl.0039s0030.1.p	XP_018492429.1
OG0009759	Roisl.0039s0038.1.p	XP_018435321.1
OG0009760	Roisl.0039s0097.1.p	XP_018493311.1, XP_018485487.1
OG0009761	Roisl.0039s0147.1.p	XP_018491645.1
OG0009762	Roisl.0039s0149.1.p	XP_018488738.1, XP_018487365.1
OG0009764	Roisl.0079s0006.1.p	XP_018437033.1, XP_018486268.1
OG0009765	Roisl.0079s0007.1.p	XP_018492040.1, XP_018492054.1
OG0009766	Roisl.0079s0020.1.p	XP_018490400.1, XP_018493517.1, XP_018488980.1
OG0009767	Roisl.0079s0037.1.p	XP_018485718.1
OG0009768	Roisl.0079s0048.1.p	XP_018490181.1, XP_018492196.1
OG0009769	Roisl.0079s0069.1.p	XP_018486088.1, XP_018436965.1
OG0009770	Roisl.0022s0347.1.p	XP_018449683.1, XP_018467853.1
OG0009771	Roisl.0079s0077.1.p	XP_018491720.1, XP_018489647.1
OG0009772	Roisl.0079s0093.1.p	XP_018437863.1, XP_018491705.1, XP_018486476.1
OG0009773	Roisl.0079s0095.1.p	XP_018439559.1, XP_018491119.1
OG0009774	Roisl.0079s0099.1.p	XP_018485586.1, XP_018438100.1, XP_018491709.1
OG0009775	Roisl.0079s0107.1.p	XP_018490986.1, XP_018485401.1
OG0009776	Roisl.0079s0124.1.p	XP_018491500.1, XP_018438906.1, XP_018441876.1
OG0009777	Roisl.0079s0125.1.p	XP_018437987.1, XP_018491503.1
OG0009778	Roisl.0079s0128.1.p	XP_018487165.1, XP_018434768.1
OG0009779	Roisl.0079s0150.1.p	XP_018493241.1, XP_018493244.1
OG0009780	Roisl.0079s0161.1.p	XP_018486346.1, XP_018485661.1
OG0009781	Roisl.0079s0163.1.p	XP_018434555.1, XP_018486888.1
OG0009782	Roisl.0079s0178.1.p	XP_018439784.1, XP_018485970.1
OG0009783	Roisl.0079s0193.1.p	XP_018434018.1, XP_018486315.1
OG0009784	Roisl.0079s0194.1.p	XP_018433964.1, XP_018486774.1
OG0009785	Roisl.0079s0195.1.p	XP_018490925.1, XP_018438723.1
OG0009786	Roisl.0079s0196.1.p	XP_018493188.1, XP_018490353.1
OG0009787	Roisl.0022s0452.1.p	XP_018480979.1, XP_018469300.1
OG0009788	Roisl.0079s0203.1.p	XP_018433365.1
OG0009789	Roisl.0079s0206.1.p	XP_018485411.1, XP_018489309.1
OG0009790	Roisl.0079s0218.1.p	XP_018486467.1
OG0009791	Roisl.0079s0260.1.p	XP_018437580.1, XP_018437800.1, XP_018490545.1
OG0009792	Roisl.0079s0269.1.p	XP_018433605.1, XP_018439327.1
OG0009793	Roisl.0079s0285.1.p	XP_018490492.1
OG0009794	Roisl.0079s0291.1.p	XP_018488304.1
OG0009795	Roisl.0079s0297.1.p	XP_018489843.1, XP_018489592.1
OG0009796	Roisl.0079s0343.1.p	XP_018489184.1, XP_018438155.1, XP_018433628.1
OG0009797	Roisl.0074s1025.1.p	XP_018490184.1, XP_018462975.1, XP_018432519.1
OG0009798	Roisl.0074s1013.1.p	XP_018487193.1
OG0009799	Roisl.0074s1012.1.p	XP_018492807.1
OG0009800	Roisl.0074s0991.1.p	XP_018439651.1, XP_018488623.1
OG0009801	Roisl.0074s0964.1.p	XP_018441143.1, XP_018466053.1
OG0009802	Roisl.0030s0189.1.p	XP_018445460.1, XP_018445461.1
OG0009803	Roisl.0074s0956.1.p	XP_018489644.1, XP_018489645.1, XP_018488905.1, XP_018488904.1
OG0009804	Roisl.0074s0944.1.p	XP_018488914.1
OG0009805	Roisl.0074s0924.1.p	XP_018485416.1, XP_018435212.1
OG0009806	Roisl.0074s0914.1.p	XP_018486736.1, XP_018434869.1, XP_018439289.1
OG0009807	Roisl.0074s0904.1.p	XP_018436571.1
OG0009808	Roisl.0074s0864.1.p	XP_018462124.1, XP_018488624.1
OG0009809	Roisl.0074s0859.1.p	XP_018487280.1, XP_018462126.1, XP_018441910.1
OG0009810	Roisl.0074s0817.1.p	XP_018487112.1, XP_018485567.1
OG0009811	Roisl.0074s0809.1.p	XP_018491967.1
OG0009812	Roisl.0074s0806.1.p	XP_018490808.1, XP_018462719.1, XP_018437301.1
OG0009813	Roisl.0074s0797.1.p	XP_018432839.1
OG0009814	Roisl.0074s0786.1.p	XP_018486902.1, XP_018458692.1
OG0009815	Roisl.0074s0781.1.p	XP_018492732.1, XP_018492731.1
OG0009816	Roisl.0074s0775.1.p	XP_018490425.1, XP_018491886.1, XP_018491885.1
OG0009817	Roisl.0074s0770.1.p	XP_018435356.1, XP_018492984.1
OG0009818	Roisl.0074s0752.1.p	XP_018490595.1, XP_018441391.1
OG0009819	Roisl.0020s0078.1.p	XP_018470879.1, XP_018468183.1, XP_018454465.1
OG0009820	Roisl.0074s0735.1.p	XP_018434408.1, XP_018489771.1
OG0009821	Roisl.0074s0726.1.p	XP_018485716.1, XP_018485955.1
OG0009822	Roisl.0074s0724.1.p	XP_018435360.1, XP_018435359.1
OG0009823	Roisl.0074s0701.1.p	XP_018438824.1, XP_018491142.1
OG0009824	Roisl.0074s0695.1.p	XP_018441009.1, XP_018491539.1
OG0009825	Roisl.0074s0693.1.p	XP_018434186.1, XP_018489620.1
OG0009826	Roisl.0074s0692.1.p	XP_018432658.1, XP_018492505.1
OG0009827	Roisl.0074s0670.1.p	XP_018489385.1
OG0009828	Roisl.0074s0665.1.p	XP_018441337.1, XP_018486695.1
OG0009829	Roisl.0074s0656.1.p	XP_018488496.1, XP_018440122.1
OG0009830	Roisl.0074s0635.1.p	XP_018464235.1, XP_018490075.1
OG0009831	Roisl.0074s0626.1.p	XP_018490556.1, XP_018486386.1
OG0009832	Roisl.0074s0612.1.p	XP_018487293.1
OG0009833	Roisl.0074s0610.1.p	XP_018440008.1, XP_018491012.1
OG0009834	Roisl.0074s0565.1.p	XP_018435174.1, XP_018435191.1, XP_018463108.1
OG0009835	Roisl.0074s0545.1.p	XP_018434737.1, XP_018437206.1
OG0009837	Roisl.0074s0538.1.p	XP_018488936.1, XP_018461343.1
OG0009838	Roisl.0074s0537.1.p	XP_018488935.1, XP_018440431.1
OG0009839	Roisl.0075s0012.1.p	XP_018444253.1, XP_018441442.1
OG0009840	Roisl.0074s0528.1.p	XP_018487524.1, XP_018491991.1, XP_018440600.1
OG0009841	Roisl.0074s0518.1.p	XP_018493026.1, XP_018464678.1
OG0009842	Roisl.0074s0492.1.p	XP_018485604.1, XP_018461777.1
OG0009843	Roisl.0074s0455.1.p	XP_018492578.1
OG0009844	Roisl.0074s0454.1.p	XP_018489075.1, XP_018433342.1
OG0009845	Roisl.0022s0338.1.p	XP_018491250.1, XP_018480869.1
OG0009846	Roisl.0074s0439.1.p	XP_018490724.1, XP_018459438.1, XP_018490760.1
OG0009847	Roisl.0074s0440.1.p	XP_018490762.1
OG0009848	Roisl.0074s0436.1.p	XP_018439141.1, XP_018486941.1
OG0009849	Roisl.0074s0426.1.p	XP_018490786.1, XP_018466107.1
OG0009850	Roisl.0074s0395.1.p	XP_018493331.1
OG0009851	Roisl.0074s0367.1.p	XP_018493301.1, XP_018492474.1
OG0009852	Roisl.0074s0333.1.p	XP_018435424.1, XP_018486785.1
OG0009853	Roisl.0074s0331.1.p	XP_018438857.1, XP_018489144.1
OG0009854	Roisl.0074s0329.1.p	XP_018441773.1, XP_018485882.1
OG0009855	Roisl.0074s0324.1.p	XP_018489530.1, XP_018487543.1
OG0009856	Roisl.0074s0313.1.p	XP_018488588.1
OG0009857	Roisl.0074s0308.1.p, Roisl.0074s0307.1.p	XP_018486822.1
OG0009858	Roisl.0074s0259.1.p	XP_018432657.1, XP_018461240.1
OG0009859	Roisl.0074s0257.1.p	XP_018493413.1, XP_018463462.1
OG0009860	Roisl.0074s0218.1.p	XP_018435145.1
OG0009862	Roisl.0074s0157.1.p	XP_018486132.1, XP_018488263.1, XP_018440209.1
OG0009863	Roisl.0074s0147.1.p	XP_018492871.1, XP_018435449.1
OG0009864	Roisl.0074s0133.1.p	XP_018485831.1, XP_018485590.1
OG0009865	Roisl.0046s0885.1.p	XP_018470666.1
OG0009866	Roisl.0074s0105.1.p	XP_018489173.1, XP_018439135.1
OG0009867	Roisl.0074s0101.1.p	XP_018438581.1, XP_018490135.1
OG0009868	Roisl.0011s0139.1.p	XP_018483416.1, XP_018483414.1
OG0009869	Roisl.0074s0092.1.p	XP_018489863.1, XP_018438585.1
OG0009870	Roisl.0074s0088.1.p	XP_018493074.1
OG0009871	Roisl.0074s0081.1.p	XP_018488554.1, XP_018488572.1
OG0009872	Roisl.0074s0076.1.p	XP_018463894.1, XP_018436898.1
OG0009873	Roisl.0074s0070.1.p	XP_018493521.1, XP_018482566.1
OG0009874	Roisl.0074s0066.1.p	XP_018433053.1
OG0009875	Roisl.0074s0052.1.p	XP_018491133.1
OG0009876	Roisl.0074s0036.1.p	XP_018492012.1
OG0009877	Roisl.0074s0032.1.p	XP_018486659.1
OG0009878	Roisl.0074s0027.1.p	XP_018491406.1
OG0009879	Roisl.0074s0023.1.p	XP_018487584.1
OG0009880	Roisl.0074s0018.1.p	XP_018438446.1
OG0009881	Roisl.0011s0013.1.p	XP_018452017.1, XP_018441777.1
OG0009882	Roisl.0028s0016.1.p	XP_018437822.1, XP_018487094.1
OG0009883	Roisl.0028s0018.1.p	XP_018486856.1
OG0009884	Roisl.0115s0274.1.p	XP_018492675.1, XP_018458846.1
OG0009885	Roisl.0115s0277.1.p	XP_018493598.1, XP_018458852.1
OG0009886	Roisl.0115s0298.1.p	XP_018466526.1, XP_018464027.1
OG0009887	Roisl.0021s0267.1.p	XP_018458298.1, XP_018458297.1
OG0009888	Roisl.0115s0312.1.p	XP_018486299.1, XP_018485830.1
OG0009889	Roisl.0115s0335.1.p	XP_018438472.1, XP_018490031.1, XP_018490297.1
OG0009890	Roisl.0115s0336.1.p	XP_018435470.1, XP_018487600.1, XP_018489819.1
OG0009891	Roisl.0115s0343.1.p	XP_018489155.1, XP_018488859.1, XP_018487601.1, XP_018490734.1
OG0009892	Roisl.0115s0354.1.p	XP_018490778.1, XP_018439953.1, XP_018439941.1
OG0009893	Roisl.0115s0393.1.p	XP_018486185.1
OG0009894	Roisl.0115s0422.1.p	XP_018486739.1, XP_018458256.1
OG0009895	Roisl.0022s0071.1.p	XP_018481193.1, XP_018481881.1
OG0009896	Roisl.0213s0827.1.p	XP_018485346.1, XP_018463493.1
OG0009897	Roisl.0051s0031.1.p	XP_018478184.1
OG0009898	Roisl.0213s0803.1.p	XP_018443137.1, XP_018459844.1
OG0009899	Roisl.0213s0793.1.p	XP_018477934.1, XP_018477561.1
OG0009900	Roisl.0046s0041.1.p	XP_018483878.1, XP_018463825.1, XP_018459887.1
OG0009901	Roisl.0210s2198.1.p, Roisl.0210s2177.1.p	XP_018448621.1, XP_018467129.1
OG0009902	Roisl.0008s0096.1.p	XP_018485186.1
OG0009903	Roisl.0008s0086.1.p	XP_018483206.1
OG0009904	Roisl.0188s0128.1.p	XP_018483368.1
OG0009905	Roisl.0053s0345.1.p	XP_018433748.1, XP_018491702.1
OG0009906	Roisl.0053s0346.1.p	XP_018491703.1
OG0009907	Roisl.0053s0384.1.p	XP_018438719.1
OG0009908	Roisl.0053s0410.1.p	XP_018488891.1, XP_018436816.1, XP_018436819.1
OG0009909	Roisl.0214s0520.1.p	XP_018441172.1
OG0009910	Roisl.0115s0627.1.p	XP_018493471.1
OG0009911	Roisl.0115s0594.1.p	XP_018486260.1, XP_018486830.1
OG0009912	Roisl.0115s0581.1.p	XP_018488349.1, XP_018465171.1, XP_018486485.1
OG0009913	Roisl.0115s0577.1.p	XP_018486567.1, XP_018437103.1
OG0009914	Roisl.0115s0549.1.p	XP_018435119.1, XP_018489031.1, XP_018487021.1
OG0009916	Roisl.0115s0543.1.p	XP_018437116.1
OG0009917	Roisl.0115s0542.1.p	XP_018438218.1
OG0009918	Roisl.0115s0539.1.p	XP_018491558.1, XP_018491559.1
OG0009919	Roisl.0115s0527.1.p	XP_018458533.1, XP_018489512.1
OG0009920	Roisl.0115s0498.1.p	XP_018486157.1
OG0009921	Roisl.0115s0479.1.p	XP_018489296.1
OG0009922	Roisl.0003s0044.1.p	XP_018449745.1, XP_018468286.1
OG0009923	Roisl.0003s0040.1.p	XP_018446826.1, XP_018482103.1
OG0009924	Roisl.0189s0225.1.p	XP_018456040.1, XP_018454641.1, XP_018453065.1
OG0009925	Roisl.0003s0012.1.p	XP_018450298.1, XP_018482124.1
OG0009926	Roisl.0003s0003.1.p	XP_018472029.1, XP_018450297.1
OG0009927	Roisl.0055s0008.1.p	XP_018453767.1, XP_018442708.1
OG0009928	Roisl.0195s0016.1.p	XP_018444356.1
OG0009929	Roisl.0022s0044.1.p	XP_018470699.1, XP_018462715.1, XP_018446066.1
OG0009930	Roisl.0083s0033.1.p	XP_018464040.1
OG0009931	Roisl.0210s1607.1.p	XP_018444019.1, XP_018476600.1
OG0009932	Roisl.0210s1601.1.p	XP_018465276.1, XP_018475374.1
OG0009933	Roisl.0068s0006.1.p	XP_018461281.1, XP_018457730.1
OG0009934	Roisl.0046s0484.1.p	XP_018478492.1, XP_018454324.1
OG0009935	Roisl.0046s0485.1.p	XP_018464918.1, XP_018477740.1
OG0009936	Roisl.0046s0486.1.p	XP_018452515.1
OG0009937	Roisl.0036s0043.1.p	XP_018454781.1, XP_018484877.1
OG0009938	Roisl.0036s0042.1.p	XP_018433281.1
OG0009939	Roisl.0214s0195.1.p	XP_018459263.1, XP_018474668.1
OG0009940	Roisl.0046s1184.1.p	XP_018433927.1
OG0009941	Roisl.0046s1175.1.p	XP_018461675.1, XP_018458902.1
OG0009942	Roisl.0046s1172.1.p	XP_018482789.1, XP_018433563.1
