Orthogroup	Rorippa_islandica	Eutrema_salsugineum
OG0006043	Roisl.0191s0449.1.p	XP_006415851.1
OG0006046	Roisl.0019s0072.1.p, Roisl.0008s0007.1.p	XP_006392432.1
OG0006047	Roisl.0074s0982.1.p	XP_006407571.1
OG0006049	Roisl.0011s0011.1.p	XP_006398500.1
OG0006050	Roisl.0011s0309.1.p	XP_006395651.1
OG0006051	Roisl.0054s0004.1.p	XP_024007616.1
OG0006052	Roisl.0087s0016.1.p	XP_006414244.1
OG0006053	Roisl.0046s0998.1.p	XP_006404022.1
OG0006055	Roisl.0091s0463.1.p	XP_006414093.1
OG0006057	Roisl.0012s0091.1.p	XP_024013341.1
OG0006058	Roisl.0036s0021.1.p, Roisl.0036s0022.1.p, Roisl.0006s0582.1.p, Roisl.0036s0025.1.p	XP_006395136.1
OG0006059	Roisl.0031s0072.1.p	XP_024012251.1
OG0006062	Roisl.0021s0585.1.p	XP_024014183.1
OG0006068	Roisl.0010s0002.1.p, Roisl.0002s0179.1.p, Roisl.0209s0046.1.p, Roisl.0075s0041.1.p, Roisl.0053s0049.1.p, Roisl.0214s0172.1.p, Roisl.0019s0021.1.p, Roisl.0209s0047.1.p, Roisl.0075s0040.1.p, Roisl.0060s0021.1.p	XP_024009319.1, XP_024009320.1, XP_024015938.1, XP_024013295.1, XP_024014674.1, XP_024010336.1, XP_024004888.1, XP_024004021.1, XP_024014008.1, XP_024011328.1
OG0006075	Roisl.0003s0057.1.p	XP_006412704.2
OG0006076	Roisl.0003s0071.1.p, Roisl.0079s0025.1.p	XP_006412685.1
OG0006077	Roisl.0003s0074.1.p	XP_024005259.1
OG0006078	Roisl.0091s0012.1.p	XP_006413586.1
OG0006079	Roisl.0209s0441.1.p	XP_006404390.1
OG0006080	Roisl.0022s0030.1.p	XP_006404304.1
OG0006081	Roisl.0046s0724.1.p	XP_006404294.1
OG0006082	Roisl.0011s0004.1.p	XP_006398493.1
OG0006083	Roisl.0011s0008.1.p	XP_024010962.1
OG0006084	Roisl.0011s0038.1.p	XP_024010955.1
OG0006085	Roisl.0011s0042.1.p	XP_006398540.1
OG0006086	Roisl.0210s1520.1.p	XP_006400358.1
OG0006087	Roisl.0204s0139.1.p	XP_006396899.2
OG0006088	Roisl.0210s1468.1.p	XP_006400311.1
OG0006089	Roisl.0210s1457.1.p	XP_006400300.2
OG0006090	Roisl.0210s1411.1.p	XP_006400246.1
OG0006091	Roisl.0210s1407.1.p	XP_006400244.1
OG0006092	Roisl.0209s0679.1.p	XP_006391987.1
OG0006093	Roisl.0074s0077.1.p	XP_006406593.2
OG0006094	Roisl.0210s1337.1.p	XP_006400177.1
OG0006095	Roisl.0210s1326.1.p	XP_024011605.1
OG0006096	Roisl.0210s1315.1.p	XP_006400149.1
OG0006097	Roisl.0210s1273.1.p	XP_006400101.1
OG0006099	Roisl.0210s1264.1.p	XP_006400089.1
OG0006100	Roisl.0210s1260.1.p	XP_006400085.2
OG0006101	Roisl.0210s1257.1.p, Roisl.0184s0015.1.p	XP_024011465.1
OG0006102	Roisl.0010s0181.1.p, Roisl.0210s1241.1.p	XP_006400061.1
OG0006103	Roisl.0210s1239.1.p	XP_006400059.1
OG0006104	Roisl.0210s1235.1.p	XP_006400051.1
OG0006105	Roisl.0210s1222.1.p	XP_024012365.1
OG0006106	Roisl.0039s0100.1.p	XP_006408042.1
OG0006107	Roisl.0003s0036.1.p	XP_006412727.1
OG0006108	Roisl.0214s0398.1.p	XP_006408910.1
OG0006109	Roisl.0209s0215.1.p	XP_006396792.1
OG0006110	Roisl.0210s1174.1.p	XP_006399986.1
OG0006111	Roisl.0210s1173.1.p	XP_006399985.1
OG0006112	Roisl.0046s0483.1.p	XP_006395029.1
OG0006113	Roisl.0011s0036.1.p	XP_006398531.2
OG0006114	Roisl.0210s1137.1.p	XP_006399948.1
OG0006115	Roisl.0210s1134.1.p	XP_006399945.1
OG0006116	Roisl.0210s1132.1.p	XP_006399943.1
OG0006117	Roisl.0214s0008.1.p	XP_006405071.1
OG0006118	Roisl.0210s1078.1.p	XP_006399882.1
OG0006119	Roisl.0210s1069.1.p	XP_006399871.1
OG0006120	Roisl.0210s1048.1.p	XP_006399848.1
OG0006121	Roisl.0210s1043.1.p	XP_006399839.1
OG0006122	Roisl.0210s1042.1.p	XP_024012238.1
OG0006123	Roisl.0210s1019.1.p	XP_006399819.2
OG0006124	Roisl.0210s1015.1.p	XP_006399816.2
OG0006125	Roisl.0210s0988.1.p	XP_006399784.1
OG0006126	Roisl.0210s0983.1.p	XP_006399779.1
OG0006127	Roisl.0210s0972.1.p	XP_006399765.1
OG0006128	Roisl.0210s0968.1.p	XP_006399761.1
OG0006129	Roisl.0210s0965.1.p	XP_006399758.1
OG0006130	Roisl.0210s0904.1.p	XP_006399692.1
OG0006131	Roisl.0210s0867.1.p	XP_006399656.1
OG0006132	Roisl.0210s0839.1.p	XP_006399624.1
OG0006133	Roisl.0210s0720.1.p	XP_006399496.1
OG0006134	Roisl.0210s0671.1.p	XP_006399439.1
OG0006135	Roisl.0210s0618.1.p	XP_006399374.1
OG0006136	Roisl.0210s0614.1.p, Roisl.0042s0075.1.p	XP_006399368.1
OG0006137	Roisl.0210s0604.1.p	XP_006399353.1
OG0006138	Roisl.0210s0583.1.p	XP_006399328.1
OG0006139	Roisl.0210s0572.1.p	XP_024007091.1, XP_006399318.1
OG0006140	Roisl.0210s0557.1.p	XP_024012707.1
OG0006141	Roisl.0210s0529.1.p	XP_006399272.1
OG0006142	Roisl.0210s0508.1.p	XP_006399248.1
OG0006143	Roisl.0082s0371.1.p	XP_006396525.1
OG0006144	Roisl.0082s0365.1.p	XP_006396530.1
OG0006145	Roisl.0082s0358.1.p	XP_006396536.1
OG0006146	Roisl.0082s0345.1.p	XP_006396552.1
OG0006147	Roisl.0082s0342.1.p	XP_006396554.1
OG0006148	Roisl.0082s0341.1.p	XP_006396555.1
OG0006149	Roisl.0082s0337.1.p	XP_006396558.1
OG0006150	Roisl.0022s0155.1.p	XP_006413338.1
OG0006151	Roisl.0022s0142.1.p	XP_006413358.1
OG0006152	Roisl.0209s0510.1.p	XP_006408675.1
OG0006153	Roisl.0209s0496.1.p	XP_006408666.1
OG0006154	Roisl.0204s0097.1.p	XP_006408704.1
OG0006155	Roisl.0204s0069.1.p	XP_024003730.1
OG0006156	Roisl.0204s0023.1.p, Roisl.0204s0020.1.p	XP_006409785.1
OG0006157	Roisl.0082s0551.1.p	XP_006409827.1
OG0006158	Roisl.0082s0566.1.p	XP_024003935.1, XP_024003950.1
OG0006159	Roisl.0082s0577.1.p	XP_024003976.1, XP_006419016.1
OG0006160	Roisl.0082s0598.1.p	XP_006409864.1
OG0006161	Roisl.0082s0603.1.p	XP_006409869.2
OG0006162	Roisl.0082s0644.1.p	XP_006409904.1
OG0006163	Roisl.0019s0321.1.p	XP_006390725.1
OG0006164	Roisl.0209s0521.1.p, Roisl.0082s0730.1.p, Roisl.0082s0713.1.p	XP_006409999.1
OG0006165	Roisl.0082s0746.1.p	XP_006410010.1
OG0006166	Roisl.0082s0747.1.p	XP_006410011.1
OG0006167	Roisl.0082s0755.1.p	XP_024016744.1
OG0006168	Roisl.0033s0016.1.p	XP_006410054.2
OG0006169	Roisl.0033s0039.1.p	XP_006410141.1
OG0006170	Roisl.0033s0050.1.p	XP_006410122.1
OG0006171	Roisl.0033s0051.1.p	XP_006410121.1
OG0006172	Roisl.0033s0058.1.p	XP_006410116.1, XP_006410103.2
OG0006174	Roisl.0033s0102.1.p	XP_024004280.1
OG0006175	Roisl.0033s0161.1.p, Roisl.0033s0109.1.p	XP_006410191.1
OG0006176	Roisl.0033s0154.1.p	XP_006410200.1
OG0006177	Roisl.0017s0501.1.p	XP_006410291.1
OG0006178	Roisl.0017s0499.1.p	XP_006410293.1
OG0006179	Roisl.0017s0477.1.p	XP_006410308.1
OG0006180	Roisl.0017s0473.1.p	XP_006410309.1
OG0006181	Roisl.0028s0639.1.p	XP_024004204.1
OG0006182	Roisl.0028s0637.1.p	XP_006410385.1
OG0006183	Roisl.0028s0627.1.p	XP_006410372.1
OG0006184	Roisl.0017s0431.1.p	XP_006410352.1
OG0006185	Roisl.0028s0684.1.p	XP_006410434.1, XP_024013344.1
OG0006186	Roisl.0012s0095.1.p	XP_006403263.1
OG0006187	Roisl.0053s0339.1.p	XP_006406021.1
OG0006188	Roisl.0012s0186.1.p	XP_006403171.2
OG0006189	Roisl.0012s0201.1.p	XP_006403162.1
OG0006190	Roisl.0012s0209.1.p	XP_006403154.1
OG0006191	Roisl.0012s0221.1.p	XP_006403146.1
OG0006192	Roisl.0022s0175.1.p	XP_024005299.1
OG0006193	Roisl.0013s0196.1.p	XP_006393572.1
OG0006194	Roisl.0066s0354.1.p	XP_006393631.1
OG0006195	Roisl.0213s0038.1.p	XP_006415733.1
OG0006196	Roisl.0213s0048.1.p	XP_006415719.1
OG0006197	Roisl.0213s0091.1.p	XP_006415674.2
OG0006198	Roisl.0213s0113.1.p	XP_006415647.1
OG0006199	Roisl.0213s0114.1.p	XP_006415643.1
OG0006200	Roisl.0213s0137.1.p	XP_006415627.1
OG0006201	Roisl.0213s0167.1.p	XP_006415604.1
OG0006202	Roisl.0213s0178.1.p	XP_006415590.1
OG0006203	Roisl.0213s0184.1.p	XP_006415584.1
OG0006204	Roisl.0213s0236.1.p	XP_006415549.1
OG0006205	Roisl.0213s0259.1.p, Roisl.0111s0012.1.p	XP_006415529.1
OG0006206	Roisl.0213s0269.1.p	XP_006415518.1
OG0006207	Roisl.0213s0271.1.p	XP_006415516.1
OG0006208	Roisl.0213s0278.1.p	XP_006415503.1
OG0006209	Roisl.0213s0292.1.p	XP_006415487.1
OG0006210	Roisl.0028s0874.1.p	XP_006415479.1
OG0006211	Roisl.0213s0302.1.p	XP_006415473.1
OG0006212	Roisl.0213s0307.1.p	XP_024007966.1
OG0006213	Roisl.0213s0415.1.p	XP_024008957.1
OG0006214	Roisl.0213s0457.1.p	XP_006415294.1
OG0006215	Roisl.0213s0496.1.p	XP_006415255.1
OG0006216	Roisl.0024s0310.1.p	XP_006394169.1
OG0006217	Roisl.0209s0205.1.p	XP_006415236.1
OG0006218	Roisl.0011s0162.1.p	XP_006395763.1
OG0006219	Roisl.0011s0177.1.p	XP_006395753.1
OG0006220	Roisl.0011s0249.1.p	XP_024007666.1
OG0006221	Roisl.0011s0255.1.p	XP_006395697.1, XP_024016487.1, XP_024016486.1
OG0006222	Roisl.0074s0108.1.p	XP_006406632.1
OG0006223	Roisl.0024s0584.1.p	XP_024007084.1
OG0006224	Roisl.0209s0011.1.p, Roisl.0024s0581.1.p	XP_006393884.1
OG0006225	Roisl.0024s0519.1.p	XP_006393945.1
OG0006226	Roisl.0024s0495.1.p	XP_006393969.1
OG0006227	Roisl.0024s0486.1.p	XP_006393977.1
OG0006228	Roisl.0024s0453.1.p	XP_006394012.1
OG0006229	Roisl.0024s0449.1.p	XP_006394019.2
OG0006230	Roisl.0024s0446.1.p	XP_006394022.1
OG0006231	Roisl.0024s0424.1.p	XP_006394048.1
OG0006232	Roisl.0024s0407.1.p	XP_024007140.1
OG0006233	Roisl.0024s0401.1.p	XP_006394076.1
OG0006234	Roisl.0024s0391.1.p	XP_006394087.1
OG0006235	Roisl.0024s0380.1.p	XP_006394099.1
OG0006236	Roisl.0024s0368.1.p	XP_006394110.1
OG0006237	Roisl.0024s0353.1.p	XP_006394124.1
OG0006238	Roisl.0024s0307.1.p	XP_024006986.1
OG0006239	Roisl.0024s0288.1.p	XP_006394204.1
OG0006240	Roisl.0024s0277.1.p	XP_024006756.1
OG0006241	Roisl.0024s0264.1.p	XP_006394235.1
OG0006242	Roisl.0024s0234.1.p	XP_024007582.1
OG0006243	Roisl.0024s0186.1.p	XP_024007071.1
OG0006244	Roisl.0024s0172.1.p	XP_006394327.1
OG0006245	Roisl.0024s0168.1.p	XP_006394331.1
OG0006246	Roisl.0028s0912.1.p, Roisl.0018s0181.1.p	XP_006410654.1
OG0006247	Roisl.0024s0149.1.p	XP_006394350.1
OG0006248	Roisl.0024s0147.1.p	XP_006394351.1
OG0006249	Roisl.0068s0003.1.p	XP_024006977.1
OG0006250	Roisl.0024s0128.1.p	XP_006394374.1
OG0006251	Roisl.0024s0127.1.p	XP_006394375.1
OG0006252	Roisl.0080s0008.1.p	XP_006394404.1
OG0006253	Roisl.0080s0012.1.p	XP_006394408.1
OG0006254	Roisl.0080s0020.1.p	XP_006394415.1
OG0006255	Roisl.0080s0022.1.p	XP_024007587.1
OG0006256	Roisl.0080s0028.1.p	XP_006394423.1
OG0006257	Roisl.0080s0088.1.p	XP_006394486.1
OG0006258	Roisl.0080s0127.1.p, Roisl.0080s0126.1.p	XP_006394520.1
OG0006259	Roisl.0080s0133.1.p	XP_006394527.2
OG0006260	Roisl.0080s0138.1.p	XP_006394533.1
OG0006261	Roisl.0080s0161.1.p	XP_024006815.1
OG0006262	Roisl.0080s0165.1.p	XP_006394548.1
OG0006263	Roisl.0080s0168.1.p	XP_006394552.1
OG0006264	Roisl.0210s1973.1.p	XP_006394575.1
OG0006265	Roisl.0210s1994.1.p	XP_006394597.1
OG0006266	Roisl.0210s1995.1.p	XP_006394598.1
OG0006267	Roisl.0210s2020.1.p	XP_006394616.1
OG0006268	Roisl.0210s2001.1.p, Roisl.0210s2029.1.p	XP_006394626.1
OG0006269	Roisl.0046s0081.1.p	XP_006394669.1
OG0006270	Roisl.0046s0082.1.p	XP_006394670.1
OG0006271	Roisl.0046s0158.1.p	XP_006394731.1
OG0006272	Roisl.0046s0159.1.p	XP_006394732.1
OG0006273	Roisl.0046s0194.1.p	XP_006394765.1
OG0006274	Roisl.0046s0234.1.p	XP_006394804.1
OG0006275	Roisl.0046s0258.1.p	XP_006394828.1
OG0006276	Roisl.0046s0260.1.p	XP_006394830.1
OG0006277	Roisl.0046s0263.1.p	XP_006394835.1
OG0006278	Roisl.0046s0294.1.p	XP_006394862.1
OG0006279	Roisl.0210s1663.1.p	XP_006400506.1
OG0006280	Roisl.0210s1656.1.p	XP_006400498.1
OG0006281	Roisl.0210s1690.1.p	XP_006400532.1
OG0006282	Roisl.0210s1713.1.p	XP_024011664.1
OG0006283	Roisl.0210s1727.1.p	XP_006400569.1
OG0006284	Roisl.0210s1746.1.p	XP_024012196.1
OG0006285	Roisl.0036s0084.1.p	XP_006395062.1
OG0006286	Roisl.0210s1759.1.p	XP_006400599.1
OG0006287	Roisl.0210s1787.1.p	XP_006400623.1
OG0006289	Roisl.0210s1856.1.p	XP_006400701.1
OG0006290	Roisl.0210s1868.1.p	XP_006400713.1
OG0006291	Roisl.0210s1871.1.p	XP_024016051.1
OG0006292	Roisl.0210s1880.1.p	XP_024011739.1, XP_006400728.2
OG0006293	Roisl.0080s0205.1.p	XP_006400824.1
OG0006294	Roisl.0080s0215.1.p	XP_024012335.1
OG0006295	Roisl.0080s0248.1.p	XP_006400871.1
OG0006296	Roisl.0214s0411.1.p, Roisl.0066s0296.1.p	XP_024016043.1
OG0006297	Roisl.0080s0294.1.p	XP_006400914.1
OG0006298	Roisl.0080s0396.1.p	XP_006401024.1
OG0006299	Roisl.0080s0405.1.p	XP_006414488.1, XP_006401032.1
OG0006300	Roisl.0080s0460.1.p	XP_006401095.2
OG0006301	Roisl.0024s0165.1.p	XP_006413640.1
OG0006302	Roisl.0091s0891.1.p	XP_006417944.1
OG0006303	Roisl.0080s0472.1.p	XP_006401114.1
OG0006304	Roisl.0080s0487.1.p	XP_006401134.1, XP_006392955.2
OG0006305	Roisl.0091s0608.1.p	XP_006414245.1
OG0006306	Roisl.0080s0526.1.p, Roisl.0080s0527.1.p	XP_006401176.1
OG0006307	Roisl.0080s0536.1.p	XP_006401186.1
OG0006308	Roisl.0080s0538.1.p	XP_006401188.1
OG0006309	Roisl.0019s0324.1.p	XP_024009029.1
OG0006310	Roisl.0080s0575.1.p	XP_006401222.1
OG0006311	Roisl.0080s0606.1.p	XP_024011461.1
OG0006312	Roisl.0080s0599.1.p	XP_006401247.1
OG0006313	Roisl.0032s0102.1.p, Roisl.0046s0902.1.p	XP_006404118.1
OG0006314	Roisl.0080s0614.1.p	XP_006401264.1
OG0006315	Roisl.0195s0022.1.p	XP_024014665.1
OG0006316	Roisl.0080s0664.1.p	XP_024012117.1
OG0006317	Roisl.0080s0665.1.p	XP_006401313.1
OG0006318	Roisl.0080s0700.1.p	XP_006401355.1
OG0006319	Roisl.0080s0720.1.p	XP_006401379.1
OG0006320	Roisl.0080s0819.1.p	XP_006401489.1
OG0006321	Roisl.0213s0005.1.p	XP_006403051.1
OG0006322	Roisl.0080s0874.1.p	XP_006401548.1
OG0006323	Roisl.0046s0889.1.p	XP_006404132.1
OG0006324	Roisl.0046s0852.1.p	XP_006404164.1
OG0006325	Roisl.0046s0849.1.p	XP_006404167.1
OG0006326	Roisl.0210s2040.1.p, Roisl.0046s0812.1.p	XP_006404206.2
OG0006327	Roisl.0046s0798.1.p	XP_006404220.1
OG0006328	Roisl.0052s0039.1.p	XP_006401623.1
OG0006329	Roisl.0052s0045.1.p	XP_006401611.1
OG0006330	Roisl.0082s0443.1.p	XP_006396444.1
OG0006331	Roisl.0082s0395.1.p	XP_024010069.1
OG0006332	Roisl.0210s0465.1.p	XP_006399210.1
OG0006333	Roisl.0210s0470.1.p	XP_006399213.1
OG0006334	Roisl.0214s0854.1.p	XP_006392393.1
OG0006335	Roisl.0210s0435.1.p	XP_006399178.1
OG0006336	Roisl.0210s0408.1.p	XP_006399153.1
OG0006337	Roisl.0042s0005.1.p	XP_006399129.1
OG0006338	Roisl.0042s0009.1.p	XP_006399125.1
OG0006339	Roisl.0042s0017.1.p	XP_006399116.1
OG0006340	Roisl.0042s0024.1.p	XP_006399107.1
OG0006341	Roisl.0042s0028.1.p	XP_006399103.1
OG0006342	Roisl.0042s0038.1.p	XP_006399093.1
OG0006343	Roisl.0209s0357.1.p	XP_006418886.1, XP_006391811.1
OG0006344	Roisl.0042s0122.1.p	XP_006399005.1
OG0006345	Roisl.0042s0128.1.p	XP_006398999.1
OG0006346	Roisl.0042s0148.1.p	XP_006398980.1
OG0006348	Roisl.0042s0157.1.p	XP_006398949.1
OG0006349	Roisl.0030s0215.1.p	XP_006398942.1
OG0006350	Roisl.0030s0214.1.p	XP_006398941.1
OG0006351	Roisl.0030s0181.1.p	XP_006398912.1
OG0006352	Roisl.0006s0117.1.p, Roisl.0030s0178.1.p	XP_024012260.1
OG0006353	Roisl.0030s0177.1.p	XP_006398907.1
OG0006354	Roisl.0030s0169.1.p	XP_006398899.1
OG0006355	Roisl.0030s0121.1.p	XP_024012656.1
OG0006356	Roisl.0030s0115.1.p	XP_006398848.1
OG0006357	Roisl.0030s0058.1.p	XP_006398784.1, XP_024013271.1
OG0006358	Roisl.0030s0039.1.p	XP_024012348.1
OG0006359	Roisl.0030s0029.1.p	XP_006398762.1
OG0006360	Roisl.0030s0020.1.p	XP_024012321.1
OG0006361	Roisl.0030s0018.1.p	XP_006398753.1
OG0006362	Roisl.0034s0170.1.p	XP_006398729.1
OG0006363	Roisl.0034s0138.1.p	XP_006398697.1
OG0006364	Roisl.0034s0147.1.p	XP_006398705.2
OG0006365	Roisl.0034s0148.1.p	XP_006398706.1
OG0006366	Roisl.0034s0133.1.p	XP_024011417.1, XP_006409157.1
OG0006368	Roisl.0012s0045.1.p, Roisl.0027s0108.1.p	XP_006419069.1
OG0006369	Roisl.0014s0011.1.p	XP_006395209.1
OG0006370	Roisl.0034s0066.1.p	XP_006398620.1
OG0006371	Roisl.0074s0098.1.p	XP_006406618.2
OG0006372	Roisl.0009s0015.1.p	XP_006405293.1
OG0006373	Roisl.0115s0063.1.p	XP_006389775.1
OG0006374	Roisl.0019s0368.1.p	XP_006389779.1
OG0006375	Roisl.0115s0077.1.p	XP_006389790.1
OG0006377	Roisl.0115s0115.1.p	XP_006389826.1
OG0006378	Roisl.0115s0161.1.p	XP_006389868.1
OG0006379	Roisl.0115s0190.1.p	XP_024006940.1
OG0006380	Roisl.0115s0191.1.p	XP_024006933.1
OG0006381	Roisl.0082s0737.1.p, Roisl.0082s0738.1.p, Roisl.0004s0046.1.p	XP_024005851.1
OG0006382	Roisl.0004s0051.1.p	XP_006389986.1
OG0006383	Roisl.0004s0082.1.p	XP_006390016.2
OG0006384	Roisl.0004s0120.1.p	XP_024012726.1
OG0006385	Roisl.0004s0165.1.p	XP_006390099.1
OG0006386	Roisl.0091s0539.1.p	XP_024005822.1
OG0006388	Roisl.0004s0205.1.p	XP_006390147.1
OG0006389	Roisl.0004s0248.1.p	XP_006390199.1
OG0006390	Roisl.0004s0320.1.p	XP_006390277.1
OG0006391	Roisl.0004s0323.1.p	XP_006390280.1
OG0006392	Roisl.0004s0337.1.p	XP_006390291.1
OG0006393	Roisl.0004s0359.1.p	XP_006390317.2
OG0006394	Roisl.0004s0374.1.p	XP_006390329.1
OG0006395	Roisl.0209s0688.1.p	XP_006390341.1
OG0006396	Roisl.0066s0208.1.p	XP_006409324.1
OG0006397	Roisl.0066s0163.1.p	XP_024016496.1
OG0006398	Roisl.0046s0917.1.p	XP_006404102.1
OG0006399	Roisl.0046s0916.1.p	XP_006404103.1
OG0006400	Roisl.0080s0882.1.p	XP_006401559.1
OG0006401	Roisl.0209s0481.1.p	XP_006404355.1
OG0006402	Roisl.0079s0029.1.p	XP_006407940.1
OG0006403	Roisl.0021s0500.1.p	XP_006392588.1
OG0006404	Roisl.0021s0516.1.p	XP_024006305.1
OG0006405	Roisl.0021s0517.1.p	XP_006392605.1
OG0006406	Roisl.0021s0538.1.p	XP_006392624.1
OG0006407	Roisl.0011s0282.1.p	XP_006395672.2
OG0006408	Roisl.0021s0560.1.p	XP_006392646.1
OG0006409	Roisl.0006s0514.1.p, Roisl.0210s2074.1.p	XP_006392691.1
OG0006410	Roisl.0006s0494.1.p	XP_006392710.1
OG0006411	Roisl.0006s0490.1.p	XP_024006297.1
OG0006412	Roisl.0006s0477.1.p, Roisl.0006s0475.1.p	XP_006392726.1
OG0006413	Roisl.0006s0444.1.p	XP_024006018.1
OG0006414	Roisl.0006s0430.1.p	XP_006392779.1
OG0006415	Roisl.0006s0377.1.p	XP_006392836.1
OG0006416	Roisl.0006s0375.1.p	XP_006392837.1
OG0006417	Roisl.0028s1022.1.p	XP_006410765.1
OG0006418	Roisl.0028s1032.1.p	XP_006410776.1
OG0006419	Roisl.0191s0342.1.p	XP_006415950.1
OG0006420	Roisl.0091s0465.1.p	XP_024005618.1
OG0006421	Roisl.0037s0017.1.p	XP_006404470.1
OG0006422	Roisl.0037s0011.1.p	XP_006404464.1
OG0006423	Roisl.0054s0009.1.p	XP_006395265.1
OG0006424	Roisl.0214s0356.1.p, Roisl.0184s0081.1.p, Roisl.0213s0017.1.p	XP_024013082.1
OG0006425	Roisl.0031s0077.1.p	XP_024012346.1
OG0006426	Roisl.0031s0083.1.p	XP_006401744.1
OG0006427	Roisl.0214s0073.1.p	XP_006402207.1
OG0006428	Roisl.0214s0189.1.p	XP_006402132.1
OG0006429	Roisl.0058s0046.1.p	XP_006414943.1
OG0006430	Roisl.0058s0020.1.p	XP_006414927.1
OG0006431	Roisl.0053s0005.1.p	XP_006414900.1
OG0006432	Roisl.0075s0084.1.p	XP_006414862.1
OG0006433	Roisl.0075s0135.1.p	XP_006414801.1
OG0006434	Roisl.0075s0182.1.p	XP_024004544.1, XP_024004545.1
OG0006435	Roisl.0004s0448.1.p	XP_006390416.1
OG0006436	Roisl.0002s0163.1.p	XP_024005247.1
OG0006437	Roisl.0002s0156.1.p	XP_006414505.1
OG0006438	Roisl.0002s0135.1.p	XP_006414477.1
OG0006439	Roisl.0002s0105.1.p	XP_006414449.1
OG0006441	Roisl.0019s0217.1.p	XP_006390619.1
OG0006442	Roisl.0019s0163.1.p	XP_006390580.1
OG0006443	Roisl.0019s0131.1.p	XP_006390546.1
OG0006445	Roisl.0019s0103.1.p	XP_006390517.1
OG0006446	Roisl.0019s0100.1.p	XP_006390512.1
OG0006447	Roisl.0004s0519.1.p	XP_006390495.1
OG0006448	Roisl.0004s0514.1.p	XP_006390490.1
OG0006449	Roisl.0004s0061.1.p, Roisl.0004s0060.1.p	XP_006389996.1
OG0006450	Roisl.0004s0452.1.p	XP_006390419.1
OG0006451	Roisl.0004s0419.1.p	XP_006390388.1
OG0006452	Roisl.0004s0416.1.p	XP_024010902.1
OG0006454	Roisl.0019s0664.1.p	XP_006391087.1
OG0006455	Roisl.0019s0603.1.p	XP_006391041.1
OG0006457	Roisl.0044s0015.1.p	XP_006412923.1
OG0006458	Roisl.0044s0029.1.p	XP_024005609.1
OG0006459	Roisl.0044s0036.1.p	XP_006412899.1
OG0006460	Roisl.0044s0037.1.p	XP_006412898.1
OG0006461	Roisl.0044s0074.1.p	XP_006412861.1
OG0006462	Roisl.0050s0103.1.p	XP_024004397.1
OG0006463	Roisl.0012s0037.1.p	XP_006402056.1
OG0006464	Roisl.0011s0284.1.p	XP_006395670.1
OG0006465	Roisl.0184s0190.1.p	XP_006395292.1
OG0006466	Roisl.0185s0062.1.p	XP_006395253.1
OG0006467	Roisl.0025s0095.1.p	XP_024006736.1
OG0006468	Roisl.0037s0084.1.p	XP_006419158.1
OG0006469	Roisl.0035s0017.1.p	XP_006397913.1
OG0006470	Roisl.0011s0552.1.p	XP_006395420.2
OG0006471	Roisl.0011s0537.1.p	XP_024007428.1
OG0006472	Roisl.0011s0530.1.p	XP_006395449.1
OG0006473	Roisl.0011s0511.1.p	XP_006395473.1
OG0006474	Roisl.0011s0502.1.p	XP_006395485.1
OG0006475	Roisl.0011s0414.1.p	XP_006395562.1, XP_006395564.1
OG0006476	Roisl.0011s0413.1.p	XP_006395565.2
OG0006477	Roisl.0011s0382.1.p	XP_006395588.1
OG0006478	Roisl.0008s0247.1.p	XP_006413446.1
OG0006479	Roisl.0011s0350.1.p	XP_006395617.1
OG0006480	Roisl.0025s0034.1.p	XP_006395381.1
OG0006481	Roisl.0011s0325.1.p	XP_006395638.1
OG0006482	Roisl.0019s0544.1.p	XP_006390950.2
OG0006483	Roisl.0019s0545.1.p	XP_024013869.1
OG0006484	Roisl.0019s0579.1.p	XP_006390995.1
OG0006485	Roisl.0019s0581.1.p	XP_006390998.1
OG0006486	Roisl.0019s0593.1.p	XP_006391013.1
OG0006487	Roisl.0019s0621.1.p	XP_006391024.1
OG0006488	Roisl.0005s0220.1.p	XP_006398288.2
OG0006489	Roisl.0005s0245.1.p	XP_006398275.1
OG0006490	Roisl.0005s0290.1.p	XP_006398238.1
OG0006491	Roisl.0210s0130.1.p	XP_006418378.1
OG0006492	Roisl.0012s0386.1.p	XP_006398155.1
OG0006493	Roisl.0006s0023.1.p	XP_006393239.1
OG0006494	Roisl.0006s0032.1.p	XP_006393226.1
OG0006495	Roisl.0006s0051.1.p	XP_006393209.1
OG0006496	Roisl.0006s0067.1.p	XP_006393187.1
OG0006497	Roisl.0006s0100.1.p	XP_006393149.1
OG0006498	Roisl.0189s0129.1.p	XP_006401841.1
OG0006499	Roisl.0006s0214.1.p	XP_006393032.1
OG0006500	Roisl.0006s0216.1.p	XP_006393029.1
OG0006501	Roisl.0006s0289.1.p	XP_024006289.1
OG0006502	Roisl.0006s0272.1.p	XP_006392924.1
OG0006503	Roisl.0080s0863.1.p	XP_006391507.1
OG0006504	Roisl.0028s0811.1.p	XP_006410551.1
OG0006505	Roisl.0028s0863.1.p	XP_024016689.1
OG0006506	Roisl.0028s0865.1.p	XP_006410604.1
OG0006507	Roisl.0028s0869.1.p	XP_024004137.1
OG0006508	Roisl.0028s0893.1.p, Roisl.0028s0891.1.p	XP_006410633.1
OG0006509	Roisl.0028s0906.1.p	XP_006410648.1
