Orthogroup	Rorippa_islandica	Conringia_planisiliqua
OG0006819	Roisl.0074s0056.1.p	CP12_g30214_DN3_SP1_c.t1
OG0006820	Roisl.0074s0044.1.p	CP12_g30228_DN3_SP8_c.t1
OG0006821	Roisl.0007s0247.1.p	CP7_g45869_DN3_SP1_c.t1
OG0006822	Roisl.0115s0314.1.p	CP12_g30343_DN3_SP6_c.t1
OG0006823	Roisl.0115s0318.1.p	CP12_g30347_DN3_SP7_c.t1
OG0006824	Roisl.0115s0356.1.p	CP12_g30386_DN3_SP0_c.t1
OG0006825	Roisl.0115s0383.1.p	CP12_g30412_DN3_SP3_c.t1
OG0006826	Roisl.0115s0386.1.p	CP12_g30415_DN2_SP3_c.t1
OG0006827	Roisl.0115s0387.1.p, Roisl.0020s0179.1.p	CP12_g30416_DN3_SP8_c.t1
OG0006828	Roisl.0115s0412.1.p	CP12_g30437_DN3_SP0_c.t1
OG0006829	Roisl.0115s0426.1.p	CP12_g30447_DN3_SP4_c.t1
OG0006830	Roisl.0115s0443.1.p	CP12_g30459_DN3_SP3_c.t1
OG0006831	Roisl.0115s0460.1.p	CP12_g30469_DN3_SP8_c.t1
OG0006832	Roisl.0021s0028.1.p	CP1_g37268_DN3_SP7_c.t1
OG0006833	Roisl.0213s0787.1.p	CP5_g1636_DN3_SP7_c.t1
OG0006834	Roisl.0210s2214.1.p	CP5_g1799_DN3_SP8_c.t1
OG0006835	Roisl.0085s0002.1.p	CP2_g48832_DN3_SP8_c.t1
OG0006836	Roisl.0188s0127.1.p	CP2_g48837_DN3_SP8_c.t1
OG0006837	Roisl.0053s0305.1.p	CP12_g30752_DN3_SP2_c.t1
OG0006840	Roisl.0115s0507.1.p	CP12_g30517_DN3_SP0_c.t1
OG0006841	Roisl.0003s0005.1.p	CP5_g1010_DN3_SP3_c.t1
OG0006842	Roisl.0003s0002.1.p	CP5_g1013_DN3_SP3_c.t1
OG0006843	Roisl.0195s0001.1.p	CP31_g46763_DN3_SP1_c.t1
OG0006844	Roisl.0195s0012.1.p	CP36_g50964_DN2_SP0_c.t1
OG0006845	Roisl.0210s1582.1.p	CP8_g54469_DN3_SP8_c.t1
OG0006846	Roisl.0210s1579.1.p	CP8_g54472_DN3_SP4_c.t1
OG0006847	Roisl.0210s1553.1.p	CP8_g54493_DN3_SP7_c.t1
OG0006848	Roisl.0210s1536.1.p	CP8_g54507_DN3_SP8_c.t1
OG0006849	Roisl.0036s0090.1.p	CP59_g6677_DN3_SP0_c.t1
OG0006851	Roisl.0014s0039.1.p	CP2_g48791_DN3_SP8_c.t1
OG0006852	Roisl.0046s1221.1.p	CP3_g14108_DN3_SP0_c.t1
OG0006853	Roisl.0046s1123.1.p, Roisl.0046s1196.1.p	CP3_g14140_DN3_SP1_c.t1
OG0006854	Roisl.0046s1183.1.p	CP3_g14149_DN3_SP5_c.t1
OG0006855	Roisl.0046s1174.1.p	CP3_g14158_DN3_SP2_c.t1
OG0006856	Roisl.0046s1171.1.p	CP3_g14161_DN3_SP8_c.t1
OG0006857	Roisl.0046s1169.1.p	CP3_g14163_DN3_SP5_c.t1
OG0006858	Roisl.0046s1096.1.p	CP3_g14221_DN3_SP8_c.t1
OG0006859	Roisl.0046s1090.1.p	CP3_g14226_DN3_SP0_c.t1
OG0006860	Roisl.0046s1078.1.p	CP3_g14237_DN3_SP8_c.t1
OG0006861	Roisl.0046s1076.1.p	CP3_g14239_DN3_SP8_c.t1
OG0006862	Roisl.0210s0067.1.p	CP1_g36448_DN3_SP0_c.t1
OG0006863	Roisl.0210s0068.1.p	CP1_g36449_DN3_SP0_c.t1
OG0006864	Roisl.0210s0089.1.p	CP1_g36469_DN3_SP0_c.t1
OG0006865	Roisl.0210s0124.1.p	CP1_g36501_DN3_SP6_c.t1
OG0006867	Roisl.0210s0172.1.p	CP1_g36819_DN3_SP8_c.t1
OG0006868	Roisl.0210s0221.1.p	CP1_g36777_DN2_SP0_c.t1
OG0006869	Roisl.0210s0232.1.p	CP1_g36772_DN3_SP7_c.t1
OG0006870	Roisl.0210s0244.1.p	CP1_g36763_DN3_SP8_c.t1
OG0006871	Roisl.0210s0319.1.p	CP1_g36692_DN3_SP0_c.t1
OG0006872	Roisl.0210s0363.1.p	CP1_g36651_DN3_SP3_c.t1
OG0006874	Roisl.0091s0699.1.p	CP1_g36617_DN3_SP1_c.t1
OG0006875	Roisl.0091s0708.1.p	CP1_g36609_DN3_SP0_c.t1
OG0006876	Roisl.0091s0719.1.p	CP1_g36599_DN3_SP7_c.t1
OG0006877	Roisl.0027s0103.1.p	CP3_g14934_DN2_SP0_c.t1
OG0006878	Roisl.0091s0742.1.p	CP1_g36583_DN3_SP0_c.t1
OG0006879	Roisl.0091s0760.1.p	CP1_g36565_DN3_SP0_c.t1
OG0006880	Roisl.0091s0778.1.p	CP1_g36549_DN3_SP8_c.t1
OG0006882	Roisl.0091s0876.1.p	CP1_g36898_DN3_SP8_c.t1
OG0006883	Roisl.0091s0878.1.p	CP1_g36900_DN3_SP2_c.t1
OG0006884	Roisl.0091s0916.1.p	CP1_g36934_DN3_SP5_c.t1
OG0006885	Roisl.0091s0924.1.p	CP1_g36942_DN3_SP5_c.t1
OG0006886	Roisl.0091s0948.1.p	CP1_g36971_DN3_SP0_c.t1
OG0006887	Roisl.0091s0960.1.p	CP1_g36981_DN3_SP8_c.t1
OG0006888	Roisl.0091s0963.1.p	CP1_g36983_DN3_SP0_c.t1
OG0006889	Roisl.0008s0253.1.p	CP19_g18213_DN3_SP2_c.t1
OG0006890	Roisl.0091s1089.1.p	CP13_g20137_DN3_SP0_c.t1, CP1_g37088_DN3_SP2_c.t1
OG0006892	Roisl.0091s1110.1.p	CP1_g37109_DN3_SP7_c.t1
OG0006893	Roisl.0091s1118.1.p	CP4_g25800_DN2_SP0_c.t1, CP1_g37118_DN3_SP2_c.t1
OG0006894	Roisl.0091s1135.1.p	CP1_g37129_DN3_SP6_c.t1
OG0006895	Roisl.0091s1166.1.p	CP1_g37162_DN2_SP0_c.t1
OG0006896	Roisl.0091s1175.1.p	CP1_g37171_DN3_SP0_c.t1
OG0006897	Roisl.0091s1181.1.p	CP1_g37177_DN3_SP2_c.t1
OG0006898	Roisl.0091s1196.1.p	CP1_g37192_DN3_SP0_c.t1
OG0006899	Roisl.0091s1214.1.p	CP1_g37210_DN1_SP0_c.t1
OG0006900	Roisl.0021s0011.1.p	CP1_g37255_DN3_SP5_c.t1
OG0006901	Roisl.0021s0045.1.p	CP1_g37283_DN3_SP8_c.t1
OG0006902	Roisl.0021s0066.1.p	CP1_g37299_DN3_SP0_c.t1
OG0006903	Roisl.0214s0682.1.p	CP1_g37332_DN3_SP6_c.t1, CP2_g49378_DN3_SP3_c.t1
OG0006904	Roisl.0021s0115.1.p	CP1_g37341_DN3_SP7_c.t1
OG0006905	Roisl.0021s0152.1.p	CP1_g37376_DN3_SP0_c.t1
OG0006906	Roisl.0021s0178.1.p	CP1_g37400_DN3_SP7_c.t1
OG0006907	Roisl.0021s0192.1.p	CP1_g37412_DN3_SP5_c.t1
OG0006908	Roisl.0021s0195.1.p	CP1_g37415_DN3_SP8_c.t1
OG0006909	Roisl.0021s0197.1.p	CP1_g37417_DN3_SP0_c.t1
OG0006910	Roisl.0021s0203.1.p	CP1_g37421_DN3_SP8_c.t1
OG0006912	Roisl.0021s0243.1.p	CP1_g37458_DN3_SP0_c.t1
OG0006913	Roisl.0021s0247.1.p	CP1_g37462_DN2_SP0_c.t1
OG0006914	Roisl.0021s0261.1.p	CP1_g37475_DN3_SP0_c.t1
OG0006915	Roisl.0021s0263.1.p	CP1_g37477_DN3_SP0_c.t1
OG0006916	Roisl.0021s0303.1.p	CP1_g37519_DN3_SP8_c.t1
OG0006917	Roisl.0021s0317.1.p	CP1_g37528_DN3_SP8_c.t1
OG0006918	Roisl.0021s0331.1.p	CP1_g37542_DN3_SP8_c.t1
OG0006919	Roisl.0015s0035.1.p	CP8_g54661_DN3_SP5_c.t1
OG0006920	Roisl.0021s0351.1.p	CP1_g37564_DN3_SP0_c.t1
OG0006921	Roisl.0021s0388.1.p	CP1_g37597_DN3_SP8_c.t1
OG0006922	Roisl.0021s0396.1.p	CP1_g37603_DN3_SP0_c.t1
OG0006923	Roisl.0021s0474.1.p	CP1_g37675_DN3_SP5_c.t1
OG0006924	Roisl.0021s0490.1.p	CP1_g37690_DN2_SP0_c.t1
OG0006925	Roisl.0007s0768.1.p	CP1_g37692_DN3_SP3_c.t1
OG0006926	Roisl.0007s0762.1.p	CP1_g37698_DN3_SP7_c.t1
OG0006927	Roisl.0007s0711.1.p	CP1_g37742_DN3_SP7_c.t1
OG0006928	Roisl.0115s0172.1.p	CP1_g37764_DN3_SP3_c.t1
OG0006929	Roisl.0007s0654.1.p	CP1_g37789_DN3_SP3_c.t1
OG0006930	Roisl.0007s0653.1.p	CP1_g37790_DN3_SP8_c.t1
OG0006931	Roisl.0007s0623.1.p	CP1_g37815_DN3_SP0_c.t1
OG0006932	Roisl.0007s0611.1.p	CP1_g37827_DN3_SP5_c.t1
OG0006933	Roisl.0007s0596.1.p	CP7_g46194_DN2_SP5_c.t1
OG0006934	Roisl.0007s0587.1.p	CP7_g46185_DN3_SP1_c.t1
OG0006935	Roisl.0007s0556.1.p	CP7_g46157_DN3_SP6_c.t1
OG0006936	Roisl.0007s0550.1.p	CP7_g46152_DN3_SP8_c.t1
OG0006937	Roisl.0091s0297.1.p, Roisl.0007s0533.1.p	CP9_g29621_DN3_SP8_c.t1
OG0006938	Roisl.0007s0516.1.p	CP7_g46121_DN3_SP8_c.t1
OG0006939	Roisl.0025s0039.1.p	CP13_g19212_DN3_SP8_c.t1
OG0006941	Roisl.0007s0443.1.p	CP7_g46058_DN3_SP8_c.t1
OG0006943	Roisl.0007s0394.1.p	CP7_g46011_DN2_SP0_c.t1
OG0006944	Roisl.0007s0367.1.p	CP7_g45986_DN3_SP0_c.t1
OG0006945	Roisl.0007s0361.1.p	CP8_g53026_DN3_SP0_c.t1, CP7_g45980_DN3_SP1_c.t1, CP8_g53027_DN3_SP0_c.t1
OG0006947	Roisl.0007s0349.1.p	CP7_g45967_DN3_SP1_c.t1
OG0006948	Roisl.0007s0346.1.p	CP7_g45965_DN3_SP8_c.t1
OG0006949	Roisl.0007s0337.1.p	CP7_g45955_DN3_SP5_c.t1
OG0006950	Roisl.0028s0308.1.p, Roisl.0007s0302.1.p	CP7_g45922_DN3_SP5_c.t1
OG0006951	Roisl.0007s0288.1.p	CP7_g45909_DN3_SP0_c.t1
OG0006952	Roisl.0007s0274.1.p	CP7_g45894_DN3_SP3_c.t1
OG0006953	Roisl.0007s0243.1.p	CP7_g45865_DN3_SP7_c.t1
OG0006954	Roisl.0007s0205.1.p	CP7_g45834_DN3_SP8_c.t1
OG0006955	Roisl.0007s0179.1.p	CP7_g45805_DN2_SP0_c.t1
OG0006957	Roisl.0007s0117.1.p	CP7_g45748_DN3_SP0_c.t1
OG0006958	Roisl.0007s0074.1.p	CP7_g45704_DN3_SP8_c.t1
OG0006959	Roisl.0007s0051.1.p	CP7_g45687_DN3_SP0_c.t1
OG0006960	Roisl.0007s0043.1.p	CP7_g45678_DN3_SP0_c.t1
OG0006961	Roisl.0007s0030.1.p	CP7_g45666_DN2_SP0_c.t1
OG0006962	Roisl.0049s0047.1.p	CP7_g45639_DN3_SP8_c.t1
OG0006965	Roisl.0191s0014.1.p	CP7_g45592_DN3_SP8_c.t1
OG0006967	Roisl.0191s0040.1.p	CP7_g45579_DN3_SP0_c.t1
OG0006968	Roisl.0012s0394.1.p, Roisl.0214s0410.1.p	CP13_g20043_DN3_SP8_c.t1
OG0006969	Roisl.0075s0204.1.p	CP12_g29943_DN2_SP0_c.t1
OG0006970	Roisl.0019s0344.1.p	CP9_g28792_DN3_SP1_c.t1
OG0006971	Roisl.0019s0393.1.p	CP9_g28756_DN3_SP0_c.t1, CP9_g28757_DN3_SP8_c.t1
OG0006972	Roisl.0019s0425.1.p	CP9_g28727_DN3_SP5_c.t1
OG0006973	Roisl.0019s0536.1.p	CP9_g28606_DN2_SP0_c.t1
OG0006974	Roisl.0008s0224.1.p	CP19_g18241_DN3_SP8_c.t1
OG0006975	Roisl.0008s0227.1.p	CP19_g18238_DN3_SP1_c.t1
OG0006976	Roisl.0014s0072.1.p	CP5_g595_DN2_SP0_c.t1
OG0006978	Roisl.0010s0101.1.p	CP2_g48971_DN3_SP0_c.t1, CP2_g48972_DN3_SP0_c.t1
OG0006979	Roisl.0209s0555.1.p	CP2_g49034_DN3_SP8_c.t1
OG0006980	Roisl.0209s0576.1.p	CP2_g49050_DN3_SP0_c.t1
OG0006981	Roisl.0209s0657.1.p	CP2_g49101_DN3_SP0_c.t1
OG0006982	Roisl.0209s0683.1.p	CP2_g49112_DN3_SP8_c.t1
OG0006983	Roisl.0015s0095.1.p	CP7_g45152_DN3_SP0_c.t1
OG0006984	Roisl.0209s0760.1.p	CP2_g49194_DN3_SP0_c.t1, CP2_g49180_DN3_SP1_c.t1
OG0006986	Roisl.0214s0748.1.p	CP2_g49481_DN3_SP8_c.t1
OG0006987	Roisl.0050s0083.1.p	CP2_g48874_DN2_SP0_c.t1
OG0006989	Roisl.0050s0008.1.p	CP4_g26404_DN1_SP0_c.t1, CP4_g26405_DN2_SP0_c.t1, CP2_g48901_DN3_SP7_c.t1
OG0006990	Roisl.0200s0023.1.p	CP19_g17818_DN3_SP0_c.t1
OG0006991	Roisl.0005s0139.1.p	CP13_g19843_DN3_SP3_c.t1
OG0006992	Roisl.0005s0134.1.p	CP13_g19839_DN3_SP8_c.t1
OG0006993	Roisl.0005s0118.1.p	CP13_g19829_DN3_SP0_c.t1
OG0006994	Roisl.0005s0025.1.p	CP13_g19736_DN3_SP8_c.t1
OG0006995	Roisl.0005s0016.1.p	CP13_g19729_DN3_SP0_c.t1
OG0006996	Roisl.0005s0001.1.p	CP13_g19708_DN3_SP8_c.t1
OG0006997	Roisl.0012s0326.1.p	CP13_g20124_DN1_SP0_c.t1
OG0006998	Roisl.0082s0301.1.p	CP11_g31922_DN3_SP0_c.t1
OG0007000	Roisl.0044s0119.1.p	CP5_g1041_DN3_SP8_c.t1
OG0007001	Roisl.0013s0146.1.p	CP1_g38339_DN3_SP0_c.t1
OG0007002	Roisl.0013s0132.1.p, Roisl.0204s0136.1.p	CP10_g42730_DN3_SP2_c.t1, CP1_g38321_DN3_SP8_c.t1
OG0007003	Roisl.0004s0397.1.p	CP9_g29138_DN3_SP5_c.t1
OG0007004	Roisl.0004s0401.1.p	CP9_g29134_DN3_SP8_c.t1
OG0007005	Roisl.0004s0408.1.p	CP9_g29128_DN3_SP8_c.t1
OG0007006	Roisl.0115s0750.1.p	CP5_g28_DN3_SP8_c.t1
OG0007007	Roisl.0115s0712.1.p	CP5_g73_DN3_SP5_c.t1
OG0007008	Roisl.0115s0684.1.p	CP5_g96_DN3_SP4_c.t1
OG0007009	Roisl.0115s0653.1.p	CP5_g122_DN3_SP0_c.t1
OG0007011	Roisl.0001s0339.1.p, Roisl.0001s0449.1.p	CP5_g197_DN3_SP0_c.t1
OG0007012	Roisl.0001s0408.1.p	CP5_g233_DN3_SP7_c.t1
OG0007013	Roisl.0001s0391.1.p	CP5_g249_DN3_SP3_c.t1
OG0007015	Roisl.0001s0346.1.p	CP5_g292_DN3_SP0_c.t1
OG0007016	Roisl.0001s0309.1.p	CP5_g322_DN3_SP1_c.t1
OG0007017	Roisl.0001s0293.1.p	CP5_g343_DN3_SP5_c.t1
OG0007018	Roisl.0001s0292.1.p	CP5_g344_DN3_SP5_c.t1
OG0007019	Roisl.0001s0249.1.p	CP5_g389_DN3_SP8_c.t1
OG0007020	Roisl.0001s0223.1.p	CP5_g411_DN3_SP1_c.t1
OG0007021	Roisl.0001s0196.1.p	CP5_g436_DN3_SP6_c.t1
OG0007022	Roisl.0001s0191.1.p	CP5_g439_DN1_SP0_c.t1
OG0007023	Roisl.0001s0171.1.p	CP5_g457_DN3_SP1_c.t1
OG0007024	Roisl.0209s0698.1.p	CP2_g49125_DN3_SP8_c.t1
OG0007025	Roisl.0001s0120.1.p	CP5_g501_DN3_SP0_c.t1
OG0007027	Roisl.0001s0108.1.p	CP5_g512_DN3_SP3_c.t1
OG0007028	Roisl.0001s0092.1.p	CP5_g524_DN3_SP8_c.t1
OG0007029	Roisl.0001s0083.1.p	CP5_g531_DN2_SP0_c.t1
OG0007030	Roisl.0001s0074.1.p	CP5_g539_DN3_SP5_c.t1
OG0007031	Roisl.0003s0235.1.p	CP5_g785_DN3_SP5_c.t1
OG0007033	Roisl.0003s0244.1.p	CP5_g778_DN3_SP4_c.t1
OG0007034	Roisl.0003s0275.1.p	CP5_g752_DN3_SP8_c.t1
OG0007035	Roisl.0003s0277.1.p	CP5_g750_DN3_SP1_c.t1
OG0007036	Roisl.0003s0300.1.p	CP5_g736_DN3_SP6_c.t1
OG0007039	Roisl.0082s0517.1.p	CP18_g12568_DN3_SP0_c.t1
OG0007040	Roisl.0003s0345.1.p	CP5_g703_DN3_SP8_c.t1
OG0007041	Roisl.0008s0266.1.p	CP5_g688_DN3_SP8_c.t1
OG0007042	Roisl.0008s0298.1.p	CP5_g660_DN3_SP3_c.t1
OG0007043	Roisl.0188s0014.1.p	CP15_g35782_DN3_SP4_c.t1
OG0007044	Roisl.0008s0312.1.p	CP5_g644_DN3_SP8_c.t1
OG0007045	Roisl.0008s0320.1.p	CP5_g637_DN2_SP0_c.t1
OG0007046	Roisl.0008s0338.1.p	CP5_g625_DN3_SP8_c.t1
OG0007047	Roisl.0008s0341.1.p	CP5_g623_DN3_SP3_c.t1
OG0007048	Roisl.0008s0349.1.p	CP5_g620_DN3_SP0_c.t1
OG0007049	Roisl.0008s0361.1.p	CP5_g607_DN3_SP8_c.t1
OG0007050	Roisl.0008s0363.1.p	CP5_g603_DN3_SP8_c.t1
OG0007051	Roisl.0003s0217.1.p	CP5_g800_DN2_SP0_c.t1
OG0007052	Roisl.0003s0214.1.p	CP5_g804_DN3_SP8_c.t1
OG0007053	Roisl.0003s0145.1.p	CP5_g867_DN3_SP6_c.t1
OG0007054	Roisl.0003s0144.1.p	CP5_g868_DN2_SP0_c.t1
OG0007055	Roisl.0003s0132.1.p	CP5_g878_DN3_SP4_c.t1
OG0007056	Roisl.0003s0128.1.p	CP5_g882_DN3_SP8_c.t1
OG0007057	Roisl.0003s0110.1.p	CP5_g902_DN3_SP0_c.t1
OG0007058	Roisl.0003s0105.1.p	CP5_g905_DN3_SP2_c.t1
OG0007059	Roisl.0003s0090.1.p	CP5_g918_DN3_SP4_c.t1
OG0007060	Roisl.0053s0299.1.p	CP12_g30762_DN3_SP0_c.t1
OG0007061	Roisl.0053s0262.1.p	CP12_g30811_DN3_SP1_c.t1
OG0007062	Roisl.0019s0240.1.p	CP9_g28894_DN3_SP5_c.t1
OG0007064	Roisl.0019s0289.1.p	CP9_g28853_DN3_SP0_c.t1
OG0007065	Roisl.0191s0182.1.p	CP7_g45440_DN3_SP7_c.t1
OG0007066	Roisl.0191s0193.1.p	CP7_g45426_DN3_SP2_c.t1
OG0007067	Roisl.0191s0275.1.p	CP7_g45368_DN1_SP0_c.t1, CP1_g39216_DN3_SP0_c.t1, CP1_g39208_DN2_SP0_c.t1
OG0007068	Roisl.0082s0520.1.p	CP11_g32102_DN3_SP4_c.t1
OG0007069	Roisl.0191s0598.1.p	CP11_g32125_DN3_SP2_c.t1
OG0007070	Roisl.0191s0639.1.p	CP8_g54532_DN2_SP0_c.t1
OG0007071	Roisl.0191s0579.1.p	CP8_g54552_DN3_SP8_c.t1
OG0007073	Roisl.0191s0541.1.p	CP8_g54586_DN2_SP0_c.t1
OG0007074	Roisl.0191s0526.1.p	CP8_g54601_DN3_SP0_c.t1
OG0007075	Roisl.0191s0504.1.p	CP8_g54619_DN3_SP0_c.t1
OG0007076	Roisl.0015s0034.1.p	CP8_g54664_DN2_SP3_c.t1
OG0007077	Roisl.0015s0013.1.p	CP7_g46482_DN2_SP5_c.t1
OG0007078	Roisl.0046s0497.1.p	CP16_g55365_DN2_SP0_c.t1, CP16_g54717_DN2_SP0_c.t1
OG0007079	Roisl.0015s0073.1.p	CP7_g45175_DN3_SP0_c.t1
OG0007080	Roisl.0008s0233.1.p	CP19_g18232_DN3_SP0_c.t1
OG0007082	Roisl.0210s0187.1.p	CP1_g36808_DN3_SP0_c.t1
OG0007084	Roisl.0007s0435.1.p	CP7_g46051_DN1_SP0_c.t1
OG0007085	Roisl.0007s0389.1.p	CP7_g46006_DN3_SP0_c.t1
OG0007086	Roisl.0191s0184.1.p	CP7_g45438_DN3_SP0_c.t1
OG0007087	Roisl.0191s0358.1.p	CP7_g45294_DN3_SP0_c.t1
OG0007088	Roisl.0015s0062.1.p	CP7_g45189_DN2_SP0_c.t1
OG0007089	Roisl.0015s0075.1.p	CP7_g45173_DN3_SP8_c.t1
OG0007090	Roisl.0015s0092.1.p	CP7_g45156_DN3_SP8_c.t1
OG0007093	Roisl.0019s0247.1.p	CP9_g28889_DN3_SP1_c.t1
OG0007096	Roisl.0011s0018.1.p	CP13_g19691_DN3_SP0_c.t1
OG0007097	Roisl.0011s0342.1.p	CP13_g19433_DN3_SP1_c.t1
OG0007098	Roisl.0188s0078.1.p	CP13_g19142_DN2_SP8_c.t1
OG0007099	Roisl.0185s0042.1.p	CP2_g48855_DN3_SP3_c.t1
OG0007100	Roisl.0037s0043.1.p	CP3_g15489_DN2_SP0_c.t1, CP3_g15434_DN2_SP0_c.t1
OG0007102	Roisl.0046s1173.1.p	CP3_g14159_DN3_SP0_c.t1
OG0007103	Roisl.0046s1294.1.p	CP3_g14041_DN3_SP5_c.t1
OG0007105	Roisl.0210s1564.1.p	CP8_g54484_DN3_SP2_c.t1
OG0007107	Roisl.0060s0007.1.p	CP20_g4057_DN3_SP0_c.t1
OG0007108	Roisl.0213s0543.1.p	CP20_g4389_DN3_SP0_c.t1
OG0007110	Roisl.0022s0262.1.p	CP19_g18037_DN3_SP1_c.t1
OG0007112	Roisl.0091s0414.1.p	CP6_g6912_DN3_SP8_c.t1
OG0007113	Roisl.0046s0049.1.p	CP5_g1676_DN3_SP0_c.t1
OG0007114	Roisl.0005s0178.1.p, Roisl.0005s0179.1.p, Roisl.0005s0177.1.p	CP13_g19874_DN3_SP0_c.t1
OG0007115	Roisl.0014s0017.1.p	CP2_g48803_DN3_SP0_c.t1
OG0007116	Roisl.0198s0025.1.p	CP2_g48709_DN3_SP0_c.t1
OG0007119	Roisl.0214s0202.1.p	CP8_g52905_DN3_SP0_c.t1, CP8_g52901_DN1_SP0_c.t1, CP8_g52902_DN1_SP0_c.t1, CP8_g52898_DN3_SP0_c.t1
OG0007128	Roisl.0018s0466.1.p	CP3_g13077_DN1_SP0_c.t1
OG0007129	Roisl.0091s0007.1.p	CP19_g18365_DN3_SP6_c.t1
OG0007130	Roisl.0052s0012.1.p	CP8_g53412_DN3_SP8_c.t1
OG0007131	Roisl.0024s0207.1.p	CP2_g47976_DN3_SP6_c.t1
OG0007132	Roisl.0046s0768.1.p, Roisl.0053s0099.1.p	CP3_g14538_DN3_SP1_c.t1
OG0007133	Roisl.0046s0762.1.p	CP3_g14545_DN3_SP8_c.t1
OG0007134	Roisl.0046s0737.1.p	CP3_g14564_DN3_SP1_c.t1
OG0007135	Roisl.0046s0708.1.p	CP3_g14592_DN2_SP5_c.t1
OG0007136	Roisl.0046s0701.1.p	CP3_g14600_DN3_SP0_c.t1
OG0007137	Roisl.0011s0006.1.p	CP13_g19703_DN3_SP2_c.t1
OG0007138	Roisl.0011s0022.1.p	CP13_g19686_DN3_SP8_c.t1
OG0007139	Roisl.0044s0108.1.p, Roisl.0019s0034.1.p	CP5_g1045_DN2_SP0_c.t1
OG0007140	Roisl.0011s0072.1.p	CP13_g19642_DN3_SP8_c.t1
OG0007141	Roisl.0011s0130.1.p	CP13_g19591_DN3_SP1_c.t1
OG0007142	Roisl.0017s0144.1.p	CP4_g24940_DN3_SP6_c.t1
OG0007143	Roisl.0005s0116.1.p	CP13_g19828_DN3_SP5_c.t1, CP19_g17965_DN3_SP0_c.t1
OG0007144	Roisl.0004s0084.1.p	CP9_g29455_DN3_SP3_c.t1
OG0007146	Roisl.0210s1464.1.p	CP11_g32206_DN3_SP4_c.t1
OG0007147	Roisl.0210s1442.1.p	CP11_g32226_DN3_SP7_c.t1
OG0007148	Roisl.0210s1440.1.p	CP11_g32228_DN3_SP4_c.t1
OG0007149	Roisl.0210s1423.1.p	CP11_g32249_DN3_SP0_c.t1
OG0007150	Roisl.0210s1418.1.p	CP11_g32254_DN2_SP0_c.t1
OG0007151	Roisl.0210s1396.1.p	CP11_g32270_DN3_SP8_c.t1
OG0007152	Roisl.0210s1381.1.p	CP11_g32288_DN3_SP4_c.t1
OG0007153	Roisl.0210s1358.1.p	CP11_g32311_DN3_SP3_c.t1
OG0007154	Roisl.0210s1357.1.p	CP11_g32312_DN3_SP7_c.t1
OG0007155	Roisl.0210s1351.1.p	CP11_g32317_DN3_SP8_c.t1
OG0007156	Roisl.0210s1344.1.p	CP11_g32326_DN3_SP2_c.t1
OG0007157	Roisl.0210s1329.1.p	CP11_g32340_DN3_SP6_c.t1
OG0007158	Roisl.0210s1310.1.p	CP11_g32360_DN3_SP4_c.t1
OG0007160	Roisl.0210s1278.1.p	CP11_g32390_DN3_SP8_c.t1
OG0007161	Roisl.0210s1271.1.p	CP11_g32397_DN3_SP3_c.t1
OG0007162	Roisl.0210s1254.1.p	CP11_g32416_DN3_SP7_c.t1
OG0007163	Roisl.0210s1252.1.p	CP11_g32417_DN3_SP2_c.t1
OG0007164	Roisl.0210s1226.1.p	CP11_g32447_DN3_SP2_c.t1
OG0007165	Roisl.0210s1205.1.p	CP11_g32465_DN3_SP3_c.t1
OG0007166	Roisl.0210s1198.1.p	CP11_g32473_DN3_SP7_c.t1
OG0007167	Roisl.0210s1197.1.p	CP11_g32474_DN3_SP7_c.t1
OG0007168	Roisl.0210s1193.1.p	CP11_g32479_DN3_SP7_c.t1
OG0007169	Roisl.0210s1183.1.p	CP11_g32486_DN3_SP8_c.t1
OG0007170	Roisl.0210s1177.1.p	CP11_g32492_DN3_SP8_c.t1
OG0007172	Roisl.0057s0016.1.p	CP20_g4234_DN3_SP0_c.t1, CP20_g4233_DN1_SP0_c.t1
OG0007173	Roisl.0210s1125.1.p	CP11_g32544_DN3_SP8_c.t1
OG0007174	Roisl.0210s1124.1.p	CP11_g32545_DN3_SP3_c.t1
OG0007175	Roisl.0210s1122.1.p	CP11_g32547_DN3_SP8_c.t1
OG0007177	Roisl.0210s1105.1.p	CP11_g32563_DN2_SP0_c.t1
OG0007178	Roisl.0210s1102.1.p	CP11_g32566_DN3_SP2_c.t1
OG0007179	Roisl.0210s1100.1.p	CP11_g32568_DN3_SP1_c.t1
OG0007180	Roisl.0210s1098.1.p	CP11_g32570_DN3_SP8_c.t1
OG0007181	Roisl.0210s1096.1.p	CP11_g32572_DN3_SP2_c.t1
OG0007182	Roisl.0210s1095.1.p	CP11_g32574_DN3_SP0_c.t1
OG0007184	Roisl.0210s1068.1.p	CP11_g32598_DN3_SP7_c.t1
OG0007185	Roisl.0210s1067.1.p	CP11_g32599_DN3_SP8_c.t1
OG0007186	Roisl.0210s1061.1.p	CP11_g32605_DN3_SP7_c.t1
OG0007187	Roisl.0210s1060.1.p	CP11_g32606_DN3_SP8_c.t1
OG0007188	Roisl.0036s0063.1.p	CP2_g48727_DN2_SP0_c.t1
OG0007189	Roisl.0210s1052.1.p	CP11_g32613_DN3_SP8_c.t1
OG0007190	Roisl.0210s1046.1.p	CP11_g32618_DN3_SP0_c.t1
