Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_Rawat
OG0006654	Roisl.0017s0188.1.p	AL4G35320
OG0006655	Roisl.0017s0185.1.p	AL4G35240, AL811U10010
OG0006656	Roisl.0025s0090.1.p	AL5G18230
OG0006657	Roisl.0017s0175.1.p	AL4G35120
OG0006658	Roisl.0017s0160.1.p	AL4G34990
OG0006659	Roisl.0017s0152.1.p	AL4G34920
OG0006660	Roisl.0017s0098.1.p	AL4G34030
OG0006661	Roisl.0017s0087.1.p	AL4G33870
OG0006662	Roisl.0017s0079.1.p	AL4G34370, AL4G33760
OG0006663	Roisl.0017s0023.1.p	AL4G33110
OG0006664	Roisl.0082s0170.1.p	nbis-gene-1648
OG0006665	Roisl.0082s0218.1.p	AL6G48110
OG0006666	Roisl.0213s0537.1.p	AL6G46550, AL6G46540
OG0006667	Roisl.0213s0538.1.p	AL6G46530
OG0006668	Roisl.0210s1637.1.p	AL6G30630
OG0006669	Roisl.0063s0046.1.p	AL4G10390
OG0006670	Roisl.0063s0053.1.p	AL4G10510
OG0006671	Roisl.0082s0125.1.p	AL4G10750
OG0006672	Roisl.0046s0654.1.p	AL4G11170
OG0006673	Roisl.0046s0641.1.p	AL4G11320
OG0006674	Roisl.0046s0620.1.p	AL4G11660
OG0006675	Roisl.0006s0572.1.p	AL4G13530
OG0006676	Roisl.0082s0488.1.p	AL4G18380
OG0006677	Roisl.0214s0020.1.p	AL4G15860
OG0006678	Roisl.0022s0296.1.p	AL7G26550
OG0006679	Roisl.0022s0107.1.p	AL7G28580, AL1G53360
OG0006680	Roisl.0056s0062.1.p	AL1G48890
OG0006681	Roisl.0193s0012.1.p	AL1G48450
OG0006682	Roisl.0193s0006.1.p	AL1G48410
OG0006683	Roisl.0184s0156.1.p	AL6G43270
OG0006684	Roisl.0020s0055.1.p	AL6G43650
OG0006685	Roisl.0006s0008.1.p	AL1G56820
OG0006686	Roisl.0213s0605.1.p	AL6G45460
OG0006687	Roisl.0213s0604.1.p	AL6G45470
OG0006688	Roisl.0046s0311.1.p	AL6G38380
OG0006689	Roisl.0046s0375.1.p	AL6G39110
OG0006690	Roisl.0008s0257.1.p	AL7G28780
OG0006691	Roisl.0046s0395.1.p	AL6G39410
OG0006692	Roisl.0046s0399.1.p	AL6G39460
OG0006695	Roisl.0214s0399.1.p	AL3G48240
OG0006696	Roisl.0214s0431.1.p	AL3G47810
OG0006697	Roisl.0214s0443.1.p	AL3G53370
OG0006698	Roisl.0214s0447.1.p	AL3G53400
OG0006699	Roisl.0028s0257.1.p	AL7G49300
OG0006700	Roisl.0035s0073.1.p	AL4G46110, AL4G46130
OG0006701	Roisl.0035s0079.1.p	AL4G46030
OG0006702	Roisl.0035s0080.1.p	AL4G46020
OG0006703	Roisl.0035s0109.1.p	AL4G45700
OG0006704	Roisl.0035s0119.1.p	AL4G45600
OG0006705	Roisl.0035s0130.1.p, Roisl.0035s0128.1.p	AL4G45480
OG0006706	Roisl.0035s0150.1.p	AL4G45210
OG0006707	Roisl.0035s0167.1.p	AL4G45010
OG0006708	Roisl.0035s0182.1.p	AL4G44860
OG0006709	Roisl.0035s0187.1.p	AL4G44840
OG0006710	Roisl.0028s0037.1.p	AL4G44600
OG0006711	Roisl.0028s0062.1.p	AL4G44340
OG0006712	Roisl.0028s0079.1.p	AL4G44150
OG0006713	Roisl.0028s0088.1.p	AL4G44060
OG0006714	Roisl.0028s0089.1.p	AL4G44050
OG0006715	Roisl.0028s0110.1.p	AL4G43820
OG0006716	Roisl.0028s0156.1.p	AL4G43320
OG0006717	Roisl.0028s0193.1.p	nbis-gene-1156
OG0006718	Roisl.0028s0223.1.p	AL4G42540
OG0006719	Roisl.0028s0227.1.p	AL4G42500
OG0006720	Roisl.0028s0238.1.p, Roisl.0028s0239.1.p	AL4G42440
OG0006721	Roisl.0209s0034.1.p, Roisl.0028s0240.1.p	AL4G42430
OG0006722	Roisl.0028s0274.1.p	AL4G42020
OG0006723	Roisl.0028s0298.1.p	AL4G41790
OG0006724	Roisl.0028s0331.1.p	AL4G41450
OG0006725	Roisl.0028s0368.1.p	AL4G41030
OG0006726	Roisl.0028s0376.1.p	AL409U10010, AL4G40810
OG0006727	Roisl.0028s0393.1.p	AL4G40640
OG0006728	Roisl.0028s0467.1.p	AL4G39600
OG0006729	Roisl.0028s0477.1.p	AL4G39510
OG0006730	Roisl.0028s0492.1.p	AL4G39290
OG0006731	Roisl.0028s0495.1.p	AL4G39270
OG0006732	Roisl.0005s0075.1.p	AL8G11150
OG0006733	Roisl.0008s0276.1.p	AL7G18190
OG0006734	Roisl.0016s0113.1.p	AL3G11150
OG0006735	Roisl.0052s0010.1.p	AL8G29790
OG0006736	Roisl.0016s0163.1.p	AL3G11650
OG0006737	Roisl.0016s0198.1.p	AL3G12040
OG0006738	Roisl.0016s0216.1.p	AL3G12270
OG0006739	Roisl.0016s0218.1.p	AL3G12290
OG0006740	Roisl.0016s0245.1.p	AL3G12700
OG0006741	Roisl.0016s0274.1.p	AL3G13060
OG0006742	Roisl.0016s0297.1.p	AL3G13370
OG0006743	Roisl.0016s0314.1.p	AL3G13580
OG0006744	Roisl.0016s0320.1.p	AL3G13670
OG0006745	Roisl.0016s0380.1.p	AL3G14380
OG0006746	Roisl.0039s0055.1.p	AL3G15760
OG0006747	Roisl.0039s0057.1.p	AL3G15780
OG0006748	Roisl.0039s0072.1.p	AL3G16100
OG0006749	Roisl.0039s0081.1.p	AL3G16160
OG0006750	Roisl.0015s0067.1.p	AL1G40410
OG0006751	Roisl.0039s0138.1.p	AL3G16790
OG0006752	Roisl.0039s0139.1.p	AL3G16800
OG0006753	Roisl.0079s0068.1.p	AL3G17910
OG0006754	Roisl.0079s0075.1.p	AL3G18000
OG0006755	Roisl.0079s0116.1.p	AL759U10010, AL3G18550
OG0006756	Roisl.0079s0126.1.p	AL3G18620
OG0006757	Roisl.0014s0084.1.p	AL3G18630
OG0006758	Roisl.0079s0130.1.p	AL3G18670
OG0006759	Roisl.0079s0134.1.p	AL3G18720
OG0006760	Roisl.0079s0144.1.p	AL3G18830
OG0006761	Roisl.0079s0156.1.p	AL3G18940
OG0006762	Roisl.0079s0176.1.p	AL3G19110
OG0006763	Roisl.0079s0180.1.p	AL3G19160
OG0006764	Roisl.0079s0181.1.p	AL3G19170
OG0006765	Roisl.0079s0239.1.p	AL3G19830
OG0006766	Roisl.0079s0256.1.p	AL3G20000
OG0006767	Roisl.0079s0273.1.p	AL3G20230
OG0006768	Roisl.0079s0265.1.p	AL3G20110
OG0006769	Roisl.0079s0286.1.p	AL70U10010, AL3G20420
OG0006770	Roisl.0074s1020.1.p	AL3G21370
OG0006771	Roisl.0074s0863.1.p	AL3G22980
OG0006772	Roisl.0074s0919.1.p	AL3G22450
OG0006773	Roisl.0074s0906.1.p	AL3G22570
OG0006774	Roisl.0074s0905.1.p	AL3G22580, AL467U10020
OG0006775	Roisl.0074s0868.1.p	AL3G22940
OG0006776	Roisl.0074s0847.1.p	AL3G23160
OG0006777	Roisl.0074s0846.1.p, Roisl.0074s0968.1.p	AL3G23170
OG0006778	Roisl.0074s0843.1.p	AL3G23200, AL222U10010
OG0006779	Roisl.0074s0833.1.p	AL3G23280
OG0006780	Roisl.0074s0832.1.p	AL3G23290
OG0006781	Roisl.0074s0785.1.p	AL3G23840
OG0006782	Roisl.0074s0760.1.p	AL3G24130
OG0006783	Roisl.0074s0740.1.p	AL3G24340
OG0006784	Roisl.0074s0733.1.p	AL3G24410
OG0006785	Roisl.0074s0717.1.p	AL3G24580
OG0006786	Roisl.0074s0698.1.p	AL3G24720
OG0006787	Roisl.0033s0115.1.p	AL4G26460
OG0006788	Roisl.0074s0622.1.p	AL3G25630
OG0006789	Roisl.0074s0613.1.p	AL180U10020, AL3G25780
OG0006790	Roisl.0074s0584.1.p	AL3G26110
OG0006791	Roisl.0020s0044.1.p	AL6G43580, AL6G43570
OG0006792	Roisl.0074s0555.1.p	AL3G26410
OG0006793	Roisl.0074s0552.1.p	AL3G26440
OG0006794	Roisl.0074s0516.1.p	AL3G26820
OG0006795	Roisl.0074s0505.1.p	AL3G26930
OG0006796	Roisl.0074s0489.1.p	AL3G27080
OG0006797	Roisl.0074s0475.1.p	AL3G27240
OG0006798	Roisl.0074s0446.1.p	AL3G27580
OG0006799	Roisl.0074s0420.1.p	AL3G27870
OG0006800	Roisl.0074s0403.1.p	AL3G28090
OG0006801	Roisl.0074s0366.1.p	AL3G28510
OG0006802	Roisl.0074s0361.1.p	AL3G28530
OG0006803	Roisl.0074s0325.1.p	AL3G28890
OG0006804	Roisl.0074s0320.1.p	AL3G28950
OG0006805	Roisl.0210s0356.1.p	AL1G13810
OG0006806	Roisl.0074s0231.1.p	AL3G30080
OG0006807	Roisl.0074s0219.1.p	AL3G30230
OG0006808	Roisl.0074s0200.1.p	AL3G30500
OG0006809	Roisl.0074s0191.1.p	AL3G30590
OG0006811	Roisl.0074s0182.1.p	AL3G30680
OG0006812	Roisl.0074s0181.1.p	AL3G30690
OG0006814	Roisl.0074s0150.1.p	AL3G31030
OG0006815	Roisl.0074s0121.1.p	AL3G31340
OG0006816	Roisl.0074s0112.1.p	AL3G31420
OG0006817	Roisl.0074s0090.1.p	AL3G31690
OG0006818	Roisl.0074s0084.1.p	AL3G31770
OG0006819	Roisl.0074s0056.1.p	AL3G32120
OG0006820	Roisl.0074s0044.1.p	AL3G32250
OG0006821	Roisl.0007s0247.1.p	AL1G31380
OG0006822	Roisl.0115s0314.1.p	AL3G33640
OG0006823	Roisl.0115s0318.1.p	AL3G33680
OG0006824	Roisl.0115s0356.1.p	AL3G34060
OG0006825	Roisl.0115s0383.1.p	AL3G34380
OG0006826	Roisl.0115s0386.1.p	AL3G34430
OG0006827	Roisl.0115s0387.1.p, Roisl.0020s0179.1.p	AL3G34440
OG0006828	Roisl.0115s0412.1.p	AL3G34740
OG0006829	Roisl.0115s0426.1.p	AL3G34870
OG0006830	Roisl.0115s0443.1.p	AL3G35040
OG0006831	Roisl.0115s0460.1.p, Roisl.0115s0458.1.p	AL3G35200
OG0006832	Roisl.0021s0028.1.p	AL1G20430
OG0006834	Roisl.0210s2214.1.p	AL7G46220
OG0006835	Roisl.0085s0002.1.p	AL8G19860
OG0006836	Roisl.0188s0127.1.p	AL8G19790
OG0006837	Roisl.0053s0305.1.p	AL3G38650
OG0006838	Roisl.0115s0629.1.p	AL3G37120, AL166U10020
OG0006839	Roisl.0115s0591.1.p	AL3G36670
OG0006840	Roisl.0115s0507.1.p	AL3G35660
OG0006841	Roisl.0003s0005.1.p	AL7G22280
OG0006844	Roisl.0195s0012.1.p	AL2G19530
OG0006845	Roisl.0210s1582.1.p	AL6G29980
OG0006846	Roisl.0210s1579.1.p	AL6G29950
OG0006847	Roisl.0210s1553.1.p	AL6G29710
OG0006848	Roisl.0210s1536.1.p	AL6G29500
OG0006849	Roisl.0036s0090.1.p	AL8G23010
OG0006850	Roisl.0046s0487.1.p	AL6G40840
OG0006851	Roisl.0014s0039.1.p	AL8G21190
OG0006852	Roisl.0046s1221.1.p	AL5G33210
OG0006853	Roisl.0046s1196.1.p	AL5G32860
OG0006854	Roisl.0046s1183.1.p	AL5G32760
OG0006855	Roisl.0046s1174.1.p	AL5G32670
OG0006856	Roisl.0046s1171.1.p	AL5G32640
OG0006857	Roisl.0046s1169.1.p	AL3G35760
OG0006858	Roisl.0046s1096.1.p	AL5G31910
OG0006859	Roisl.0046s1090.1.p	AL5G31850
OG0006860	Roisl.0046s1078.1.p	AL5G31710
OG0006861	Roisl.0046s1076.1.p	AL5G31690
OG0006862	Roisl.0210s0067.1.p	AL1G10690
OG0006863	Roisl.0210s0068.1.p	AL1G10700
OG0006864	Roisl.0210s0089.1.p	AL1G10920
OG0006865	Roisl.0210s0124.1.p	AL1G11340
OG0006867	Roisl.0210s0172.1.p	AL1G11770
OG0006868	Roisl.0210s0221.1.p	AL1G12340
OG0006869	Roisl.0210s0232.1.p	AL1G12410
OG0006870	Roisl.0210s0244.1.p	AL1G12500
OG0006871	Roisl.0210s0319.1.p	AL1G13430
OG0006872	Roisl.0210s0363.1.p	AL1G13880
OG0006874	Roisl.0091s0699.1.p	AL1G14270
OG0006875	Roisl.0091s0708.1.p	AL1G14370
OG0006876	Roisl.0091s0719.1.p	AL1G14480
OG0006877	Roisl.0027s0103.1.p	AL5G23480
OG0006878	Roisl.0091s0742.1.p	AL1G14670
OG0006879	Roisl.0091s0760.1.p	AL1G14860
OG0006880	Roisl.0091s0778.1.p	AL1G15040
OG0006882	Roisl.0091s0876.1.p	AL1G16030
OG0006883	Roisl.0091s0878.1.p	AL1G16060
OG0006884	Roisl.0091s0916.1.p	AL1G16510
OG0006885	Roisl.0091s0924.1.p	AL1G16590
OG0006886	Roisl.0091s0948.1.p	AL1G16840
OG0006887	Roisl.0091s0960.1.p	AL1G16990
OG0006888	Roisl.0091s0963.1.p	AL1G17020
OG0006889	Roisl.0008s0253.1.p	AL7G28840
OG0006890	Roisl.0091s1089.1.p	AL1G18440
OG0006891	Roisl.0091s1104.1.p	AL1G18620
OG0006892	Roisl.0091s1110.1.p	AL1G18690
OG0006893	Roisl.0091s1118.1.p	AL1G18780
OG0006894	Roisl.0091s1135.1.p	AL1G18910
OG0006895	Roisl.0091s1166.1.p	AL1G19230
OG0006896	Roisl.0091s1175.1.p	AL1G19340
OG0006897	Roisl.0091s1181.1.p	AL1G19410
OG0006898	Roisl.0091s1196.1.p	AL1G19600
OG0006899	Roisl.0091s1214.1.p	AL1G19800
OG0006900	Roisl.0021s0011.1.p	AL1G20290
OG0006901	Roisl.0021s0045.1.p	AL1G20590
OG0006902	Roisl.0021s0066.1.p	AL1G20830
OG0006903	Roisl.0214s0682.1.p	AL2G17350
OG0006904	Roisl.0021s0115.1.p	AL1G21310
OG0006905	Roisl.0021s0152.1.p	AL1G21700
OG0006906	Roisl.0021s0178.1.p	AL1G22020
OG0006907	Roisl.0021s0192.1.p	AL1G22190
OG0006908	Roisl.0021s0195.1.p	AL1G22220
OG0006909	Roisl.0021s0197.1.p	AL1G22240
OG0006910	Roisl.0021s0203.1.p	AL1G22290
OG0006911	Roisl.0021s0208.1.p	AL1G22380
OG0006912	Roisl.0021s0243.1.p	AL1G22730
OG0006913	Roisl.0021s0247.1.p	AL1G22790
OG0006914	Roisl.0021s0261.1.p	AL1G22930
OG0006915	Roisl.0021s0263.1.p	AL1G22950
OG0006916	Roisl.0021s0303.1.p	AL1G23380
OG0006917	Roisl.0021s0317.1.p	AL1G23550
OG0006918	Roisl.0021s0331.1.p	AL1G23740
OG0006919	Roisl.0015s0035.1.p	AL6G53260
OG0006920	Roisl.0021s0351.1.p	AL1G24090, AL1G23980
OG0006921	Roisl.0021s0388.1.p	AL1G24590
OG0006922	Roisl.0021s0396.1.p	AL1G24680
OG0006923	Roisl.0021s0474.1.p	AL1G25500
OG0006924	Roisl.0021s0490.1.p	AL1G25710
OG0006925	Roisl.0007s0768.1.p	AL1G25730
OG0006926	Roisl.0007s0762.1.p	AL1G25800
OG0006927	Roisl.0007s0711.1.p	AL1G26260
OG0006928	Roisl.0007s0684.1.p	AL1G26540
OG0006929	Roisl.0007s0654.1.p	AL7G45360, AL1G26820
OG0006930	Roisl.0007s0653.1.p	AL1G26830
OG0006931	Roisl.0007s0623.1.p	AL1G27160
OG0006932	Roisl.0007s0611.1.p	AL1G27310
OG0006933	Roisl.0007s0596.1.p	AL1G27460
OG0006934	Roisl.0007s0587.1.p	AL1G27540
OG0006935	Roisl.0007s0556.1.p	AL1G27930
OG0006936	Roisl.0007s0550.1.p	AL1G27970
OG0006937	Roisl.0091s0297.1.p, Roisl.0007s0533.1.p	AL1G32490, AL1G28150
OG0006938	Roisl.0007s0516.1.p	AL1G28310
OG0006939	Roisl.0025s0039.1.p	AL5G17580
OG0006940	Roisl.0007s0448.1.p	AL1G29020
OG0006943	Roisl.0007s0394.1.p	AL1G29600
OG0006944	Roisl.0007s0367.1.p	AL1G29950
OG0006945	Roisl.0007s0361.1.p	AL1G30040
OG0006947	Roisl.0007s0349.1.p	AL1G30180
OG0006948	Roisl.0007s0346.1.p	AL1G30200
OG0006949	Roisl.0007s0337.1.p	AL1G30310
OG0006950	Roisl.0028s0308.1.p, Roisl.0007s0302.1.p	AL1G30720
OG0006951	Roisl.0007s0288.1.p	AL1G30910
OG0006952	Roisl.0007s0274.1.p	AL1G31050
OG0006953	Roisl.0007s0243.1.p	AL1G31450
OG0006954	Roisl.0007s0205.1.p	AL1G31800
OG0006955	Roisl.0007s0179.1.p	AL1G32260
OG0006956	Roisl.0007s0176.1.p	AL5G16560
OG0006957	Roisl.0007s0117.1.p	AL1G32960
OG0006958	Roisl.0007s0074.1.p	AL1G33580
OG0006959	Roisl.0007s0051.1.p	AL1G33830
OG0006960	Roisl.0007s0043.1.p	AL1G33920
OG0006961	Roisl.0007s0030.1.p	AL1G34090
OG0006962	Roisl.0049s0047.1.p	AL1G34510
OG0006963	Roisl.0049s0053.1.p, Roisl.0021s0399.1.p	AL1G34590
OG0006964	Roisl.0191s0006.1.p	AL1G35020
OG0006965	Roisl.0191s0014.1.p	AL1G35080
OG0006966	Roisl.0191s0017.1.p	AL1G35110
OG0006967	Roisl.0191s0040.1.p	AL1G35500
OG0006968	Roisl.0012s0394.1.p, Roisl.0214s0410.1.p	AL8G14060
OG0006969	Roisl.0075s0204.1.p	AL7G41600
OG0006970	Roisl.0019s0344.1.p	AL2G31350
OG0006971	Roisl.0019s0393.1.p	AL2G30900
OG0006972	Roisl.0019s0425.1.p	AL2G30570
OG0006973	Roisl.0019s0536.1.p	AL2G29210
OG0006974	Roisl.0008s0224.1.p	AL7G29170
OG0006975	Roisl.0008s0227.1.p	AL7G29140
OG0006977	Roisl.0010s0126.1.p	AL2G12430
OG0006978	Roisl.0010s0101.1.p	AL240U10020, AL2G12550
OG0006979	Roisl.0209s0555.1.p	AL2G13420
OG0006980	Roisl.0209s0576.1.p	AL2G13600
OG0006981	Roisl.0209s0657.1.p	AL2G14380
OG0006982	Roisl.0209s0683.1.p	AL2G14620
OG0006983	Roisl.0015s0095.1.p	AL1G40710
OG0006984	Roisl.0209s0760.1.p	AL2G15350
OG0006985	Roisl.0209s0774.1.p	AL2G15450
OG0006986	Roisl.0214s0748.1.p	AL2G18260
OG0006987	Roisl.0050s0083.1.p	AL2G10890
OG0006988	Roisl.0019s0553.1.p	nbis-gene-570
OG0006989	Roisl.0050s0008.1.p	AL2G10080
OG0006990	Roisl.0200s0023.1.p	AL7G47050
OG0006991	Roisl.0005s0139.1.p	AL8G11760
OG0006992	Roisl.0005s0134.1.p	AL8G11710
OG0006993	Roisl.0005s0118.1.p	AL8G11610
OG0006994	Roisl.0005s0025.1.p	AL8G10410
OG0006995	Roisl.0005s0016.1.p	AL8G10310
OG0006996	Roisl.0005s0001.1.p	AL3G25830
OG0006997	Roisl.0012s0326.1.p	AL8G14890
OG0006998	Roisl.0082s0301.1.p	AL6G49000
OG0006999	Roisl.0044s0105.1.p	AL7G22880
OG0007000	Roisl.0044s0119.1.p	AL7G22640
OG0007001	Roisl.0013s0146.1.p	AL1G54540, AL1G54590
OG0007002	Roisl.0013s0132.1.p, Roisl.0204s0136.1.p	AL1G54720
OG0007003	Roisl.0004s0397.1.p	AL2G34900
OG0007004	Roisl.0004s0401.1.p	AL2G34860
OG0007005	Roisl.0004s0408.1.p	AL2G34790
OG0007006	Roisl.0115s0750.1.p	AL7G10330
OG0007007	Roisl.0115s0712.1.p	AL7G10780
OG0007008	Roisl.0115s0684.1.p	AL7G11080
OG0007009	Roisl.0115s0653.1.p	AL7G11420
OG0007010	Roisl.0115s0652.1.p	AL7G11440
OG0007011	Roisl.0001s0339.1.p, Roisl.0001s0449.1.p	AL7G12430, AL7G12410
OG0007012	Roisl.0001s0408.1.p	AL7G12880
OG0007013	Roisl.0001s0391.1.p	AL7G13150
OG0007014	Roisl.0004s0462.1.p	AL7G13420
OG0007015	Roisl.0001s0346.1.p	AL7G13690
OG0007016	Roisl.0001s0309.1.p	AL2G36200, nbis-gene-1716, AL7G14010
OG0007017	Roisl.0001s0293.1.p	AL7G14280
OG0007018	Roisl.0001s0292.1.p	AL7G14290
OG0007019	Roisl.0001s0249.1.p	AL7G14830
OG0007020	Roisl.0001s0223.1.p	AL7G15060
OG0007021	Roisl.0001s0196.1.p	AL7G15350
OG0007022	Roisl.0001s0191.1.p	AL7G15400
OG0007023	Roisl.0001s0171.1.p	AL7G15630
OG0007024	Roisl.0209s0698.1.p	AL2G14790
OG0007025	Roisl.0001s0120.1.p	AL7G16110
OG0007027	Roisl.0001s0108.1.p	AL7G16230
OG0007028	Roisl.0001s0092.1.p	AL7G16350, AL446U10020
OG0007029	Roisl.0001s0083.1.p	AL7G16430
OG0007030	Roisl.0001s0074.1.p	AL7G16520
OG0007031	Roisl.0003s0235.1.p	AL7G19640
OG0007032	Roisl.0003s0236.1.p	AL7G19620
OG0007033	Roisl.0003s0244.1.p	AL7G19540
OG0007034	Roisl.0003s0275.1.p	AL7G19210
OG0007035	Roisl.0003s0277.1.p	AL7G19190
OG0007036	Roisl.0003s0300.1.p	AL7G19020
OG0007037	Roisl.0003s0313.1.p	AL7G18930
OG0007038	Roisl.0028s0784.1.p	AL4G29540
OG0007039	Roisl.0082s0517.1.p	AL4G18010
OG0007040	Roisl.0003s0345.1.p	AL7G18480
OG0007041	Roisl.0008s0266.1.p	AL7G18300
OG0007042	Roisl.0008s0298.1.p	AL7G17970
OG0007043	Roisl.0188s0014.1.p	AL3G44920
OG0007044	Roisl.0008s0312.1.p	AL7G17810
OG0007045	Roisl.0008s0320.1.p	AL7G17720
OG0007046	Roisl.0008s0338.1.p	AL7G17510
OG0007047	Roisl.0008s0341.1.p	AL7G17480
OG0007048	Roisl.0008s0349.1.p	AL7G17440
OG0007049	Roisl.0008s0361.1.p	AL7G17300
OG0007050	Roisl.0008s0363.1.p	AL7G17270
OG0007051	Roisl.0003s0217.1.p	AL7G19870
OG0007052	Roisl.0003s0214.1.p	AL7G19900
OG0007053	Roisl.0003s0145.1.p	AL7G20750
OG0007054	Roisl.0003s0144.1.p	AL7G20760
OG0007055	Roisl.0003s0132.1.p	AL7G20910
OG0007056	Roisl.0003s0128.1.p	AL7G20950
OG0007057	Roisl.0003s0110.1.p	AL7G21120
OG0007058	Roisl.0003s0105.1.p	AL7G21160
OG0007059	Roisl.0003s0090.1.p	AL7G21320
OG0007060	Roisl.0053s0299.1.p	AL3G38810
OG0007061	Roisl.0053s0262.1.p	AL3G39530
OG0007062	Roisl.0019s0240.1.p	AL2G32230
OG0007063	Roisl.0019s0263.1.p	AL2G32040
OG0007064	Roisl.0019s0289.1.p	AL2G31870
OG0007065	Roisl.0191s0182.1.p	AL1G37210
OG0007066	Roisl.0191s0193.1.p	AL1G37300
OG0007067	Roisl.0191s0275.1.p	AL1G38250
OG0007068	Roisl.0082s0520.1.p	AL4G17990
OG0007069	Roisl.0191s0598.1.p	AL6G51340
OG0007070	Roisl.0191s0639.1.p	AL6G51880
OG0007071	Roisl.0191s0579.1.p	AL6G52620
OG0007073	Roisl.0191s0541.1.p	nbis-gene-1672
OG0007074	Roisl.0191s0526.1.p	AL6G52100
OG0007075	Roisl.0191s0504.1.p	AL6G52770
OG0007076	Roisl.0015s0034.1.p	AL6G53280
OG0007077	Roisl.0015s0013.1.p	AL6G53490
OG0007078	Roisl.0046s0497.1.p	AL4G13130, AL4G40360
OG0007079	Roisl.0015s0073.1.p	AL1G40480
OG0007080	Roisl.0008s0233.1.p	AL7G29080
OG0007081	Roisl.0022s0486.1.p	AL7G24460
OG0007082	Roisl.0210s0187.1.p	AL1G14210, AL1G11910
OG0007083	Roisl.0021s0484.1.p	AL1G25600
OG0007084	Roisl.0007s0435.1.p	AL1G29130
OG0007085	Roisl.0007s0389.1.p	AL1G29660
OG0007086	Roisl.0191s0184.1.p	AL1G37240
OG0007087	Roisl.0191s0358.1.p	AL1G39140
OG0007088	Roisl.0015s0062.1.p	AL1G40340
OG0007089	Roisl.0015s0075.1.p	AL1G40500
OG0007090	Roisl.0015s0092.1.p	AL1G40680
OG0007093	Roisl.0019s0247.1.p	AL2G32180
OG0007095	Roisl.0021s0457.1.p	AL4G16640
OG0007096	Roisl.0011s0018.1.p	AL5G10190
OG0007097	Roisl.0011s0342.1.p	AL5G14360
OG0007098	Roisl.0188s0078.1.p	AL5G18890
OG0007099	Roisl.0185s0042.1.p	AL5G19910
OG0007100	Roisl.0037s0043.1.p	AL5G22200
OG0007101	Roisl.0209s0390.1.p	AL5G25860, AL5G25850
OG0007102	Roisl.0046s1173.1.p	AL5G32660
OG0007103	Roisl.0046s1294.1.p	AL5G34060
OG0007105	Roisl.0210s1564.1.p	AL6G29820
OG0007106	Roisl.0024s0024.1.p, Roisl.0014s0019.1.p, Roisl.0014s0035.1.p, Roisl.0012s0027.1.p	AL6G38680
OG0007107	Roisl.0060s0007.1.p	AL6G43200, AL6G43190
OG0007108	Roisl.0213s0543.1.p	AL6G46490
OG0007110	Roisl.0022s0262.1.p	AL7G26940
OG0007112	Roisl.0091s0414.1.p	AL7G35210
OG0007113	Roisl.0046s0049.1.p	AL7G52730
OG0007114	Roisl.0005s0178.1.p, Roisl.0005s0179.1.p	AL8G12040, AL8G12030
OG0007115	Roisl.0014s0017.1.p	AL8G20980, AL8G20990
OG0007116	Roisl.0198s0025.1.p	AL8G22840
OG0007117	Roisl.0059s0027.1.p	nbis-gene-488, nbis-gene-475, nbis-gene-821
OG0007117	Roisl.0059s0028.1.p	nbis-gene-489
OG0007128	Roisl.0018s0466.1.p	AL5G46080
OG0007129	Roisl.0091s0007.1.p	AL7G30430
OG0007130	Roisl.0052s0012.1.p	AL8G29730
OG0007131	Roisl.0024s0207.1.p	AL8G40390
OG0007132	Roisl.0046s0768.1.p, Roisl.0053s0099.1.p	AL5G27870
OG0007133	Roisl.0046s0762.1.p	AL5G27810
OG0007134	Roisl.0046s0737.1.p	AL5G27600
OG0007135	Roisl.0046s0708.1.p	AL5G27250
OG0007136	Roisl.0046s0701.1.p	AL5G27210
OG0007137	Roisl.0011s0006.1.p	AL5G10050
OG0007138	Roisl.0011s0022.1.p	AL5G10230
OG0007139	Roisl.0044s0108.1.p, Roisl.0019s0034.1.p	AL7G22820
OG0007140	Roisl.0011s0072.1.p	AL5G10810
OG0007141	Roisl.0011s0130.1.p	AL5G11440
OG0007142	Roisl.0017s0144.1.p	AL4G34810
OG0007143	Roisl.0005s0116.1.p	AL8G11590
OG0007144	Roisl.0004s0084.1.p	AL2G38450
OG0007145	Roisl.0210s1470.1.p	AL6G28800
OG0007146	Roisl.0210s1464.1.p	AL6G28740
OG0007147	Roisl.0210s1442.1.p	AL6G28520
OG0007148	Roisl.0210s1440.1.p	AL6G28500
OG0007149	Roisl.0210s1423.1.p	AL6G28310
OG0007150	Roisl.0210s1418.1.p	AL6G28260
OG0007151	Roisl.0210s1396.1.p	AL6G27930
OG0007152	Roisl.0210s1381.1.p	AL6G27790
OG0007153	Roisl.0210s1358.1.p	AL6G27560
OG0007154	Roisl.0210s1357.1.p	AL7G52670, AL7G52680
OG0007155	Roisl.0210s1351.1.p	AL6G27480
OG0007156	Roisl.0210s1344.1.p	AL6G27400
OG0007157	Roisl.0210s1329.1.p	AL6G27210
OG0007158	Roisl.0210s1310.1.p	AL6G27000
OG0007159	Roisl.0054s0021.1.p	AL4G32610
OG0007160	Roisl.0210s1278.1.p	AL6G26670
OG0007161	Roisl.0210s1271.1.p	AL6G26590
OG0007162	Roisl.0210s1254.1.p	AL6G26400
OG0007163	Roisl.0210s1252.1.p	AL6G26390
OG0007164	Roisl.0210s1226.1.p	AL6G26080
