Orthogroup	Rorippa_islandica	Arabidopsis_arenosa
OG0006666	Roisl.0213s0537.1.p	jg7583, jg7582
OG0006667	Roisl.0213s0538.1.p	jg7581
OG0006668	Roisl.0210s1637.1.p	jg5779
OG0006670	Roisl.0063s0053.1.p	jg16547
OG0006671	Roisl.0082s0125.1.p	jg16574
OG0006672	Roisl.0046s0654.1.p	jg16602
OG0006673	Roisl.0046s0641.1.p	jg16626
OG0006674	Roisl.0046s0620.1.p	jg16649
OG0006675	Roisl.0006s0572.1.p	jg16815
OG0006676	Roisl.0082s0488.1.p	jg10823, jg17261
OG0006677	Roisl.0214s0020.1.p	jg17015
OG0006678	Roisl.0022s0296.1.p	jg9815
OG0006679	Roisl.0022s0107.1.p	jg10016
OG0006680	Roisl.0056s0062.1.p	jg32113
OG0006681	Roisl.0193s0012.1.p	jg32071
OG0006682	Roisl.0193s0006.1.p	jg32067
OG0006683	Roisl.0184s0156.1.p	jg7277
OG0006684	Roisl.0020s0055.1.p	jg7328
OG0006685	Roisl.0006s0008.1.p	jg33069
OG0006686	Roisl.0213s0605.1.p	jg7490
OG0006687	Roisl.0213s0604.1.p	jg7491
OG0006688	Roisl.0046s0311.1.p	jg6545
OG0006689	Roisl.0046s0375.1.p	jg6612
OG0006690	Roisl.0008s0257.1.p	jg10033
OG0006691	Roisl.0046s0395.1.p	jg6642
OG0006692	Roisl.0046s0399.1.p	jg6647
OG0006695	Roisl.0214s0399.1.p	jg28196
OG0006696	Roisl.0214s0431.1.p	jg28239
OG0006697	Roisl.0214s0443.1.p	jg28256
OG0006698	Roisl.0214s0447.1.p	jg28259
OG0006699	Roisl.0028s0257.1.p	jg12665
OG0006700	Roisl.0035s0073.1.p	jg20073
OG0006701	Roisl.0035s0079.1.p	jg20067
OG0006702	Roisl.0035s0080.1.p	jg20066
OG0006703	Roisl.0035s0109.1.p	jg20040
OG0006704	Roisl.0035s0119.1.p	jg20032
OG0006705	Roisl.0035s0130.1.p, Roisl.0035s0128.1.p	jg20021
OG0006706	Roisl.0035s0150.1.p	jg19997
OG0006707	Roisl.0035s0167.1.p	jg19977
OG0006708	Roisl.0035s0182.1.p	jg19963
OG0006709	Roisl.0035s0187.1.p	jg19961
OG0006710	Roisl.0028s0037.1.p	jg19935
OG0006711	Roisl.0028s0062.1.p	jg19910
OG0006712	Roisl.0028s0079.1.p	jg19873
OG0006713	Roisl.0028s0088.1.p	jg19862
OG0006714	Roisl.0028s0089.1.p	jg19861
OG0006715	Roisl.0028s0110.1.p	jg19835
OG0006716	Roisl.0028s0156.1.p	jg19784
OG0006717	Roisl.0028s0193.1.p	jg19743
OG0006718	Roisl.0028s0223.1.p	jg19714
OG0006719	Roisl.0028s0227.1.p	jg19709
OG0006720	Roisl.0028s0238.1.p, Roisl.0028s0239.1.p	jg19702, jg19703
OG0006721	Roisl.0209s0034.1.p, Roisl.0028s0240.1.p	jg19701
OG0006722	Roisl.0028s0274.1.p	jg19664
OG0006723	Roisl.0028s0298.1.p	jg19638
OG0006724	Roisl.0028s0331.1.p	jg19605
OG0006725	Roisl.0028s0368.1.p	jg19565
OG0006726	Roisl.0028s0376.1.p	jg19543
OG0006727	Roisl.0028s0393.1.p	jg19529
OG0006728	Roisl.0028s0467.1.p	jg19437
OG0006729	Roisl.0028s0477.1.p	jg19428
OG0006730	Roisl.0028s0492.1.p	jg19411
OG0006731	Roisl.0028s0495.1.p	jg19407, jg19409
OG0006732	Roisl.0005s0075.1.p	jg20351
OG0006733	Roisl.0008s0276.1.p	jg9046
OG0006734	Roisl.0016s0113.1.p	jg23995
OG0006735	Roisl.0052s0010.1.p	jg22245, jg22249
OG0006736	Roisl.0016s0163.1.p	jg24050
OG0006737	Roisl.0016s0198.1.p	jg24086
OG0006738	Roisl.0016s0216.1.p	jg24107
OG0006739	Roisl.0016s0218.1.p	jg24110
OG0006740	Roisl.0016s0245.1.p	jg24139
OG0006741	Roisl.0016s0274.1.p	jg24180
OG0006742	Roisl.0016s0297.1.p	jg24207
OG0006743	Roisl.0016s0314.1.p	jg24225
OG0006744	Roisl.0016s0320.1.p	jg24234
OG0006745	Roisl.0016s0380.1.p	jg24316
OG0006746	Roisl.0039s0055.1.p	jg24431
OG0006747	Roisl.0039s0057.1.p	jg24434
OG0006748	Roisl.0039s0072.1.p	jg24455
OG0006749	Roisl.0039s0081.1.p	jg24464
OG0006750	Roisl.0015s0067.1.p	jg31223
OG0006751	Roisl.0039s0138.1.p	jg24528
OG0006752	Roisl.0039s0139.1.p	jg24529
OG0006753	Roisl.0079s0068.1.p	jg24628
OG0006754	Roisl.0079s0075.1.p	jg24637
OG0006755	Roisl.0079s0116.1.p	jg24678
OG0006756	Roisl.0079s0126.1.p	jg24685
OG0006757	Roisl.0014s0084.1.p	jg24687
OG0006758	Roisl.0079s0130.1.p	jg24691
OG0006759	Roisl.0079s0134.1.p	jg24695
OG0006760	Roisl.0079s0144.1.p	jg24706
OG0006761	Roisl.0079s0156.1.p	jg24715
OG0006762	Roisl.0079s0176.1.p	jg24733
OG0006763	Roisl.0079s0180.1.p	jg24736
OG0006764	Roisl.0079s0181.1.p	jg24737
OG0006765	Roisl.0079s0239.1.p	jg24797
OG0006766	Roisl.0079s0256.1.p	jg24816
OG0006767	Roisl.0079s0273.1.p	jg24837
OG0006768	Roisl.0079s0265.1.p	jg24826
OG0006769	Roisl.0079s0286.1.p	jg24852
OG0006770	Roisl.0074s1020.1.p	jg24935
OG0006771	Roisl.0074s0863.1.p	jg25095
OG0006772	Roisl.0074s0919.1.p	jg25037
OG0006773	Roisl.0074s0906.1.p	jg25051
OG0006774	Roisl.0074s0905.1.p	jg25052
OG0006775	Roisl.0074s0868.1.p	jg25092
OG0006776	Roisl.0074s0847.1.p	jg25112
OG0006777	Roisl.0074s0846.1.p, Roisl.0074s0968.1.p	jg25113
OG0006778	Roisl.0074s0843.1.p	jg25116
OG0006779	Roisl.0074s0833.1.p	jg25125
OG0006780	Roisl.0074s0832.1.p	jg25126
OG0006781	Roisl.0074s0785.1.p	jg25175
OG0006782	Roisl.0074s0760.1.p	jg25204
OG0006783	Roisl.0074s0740.1.p	jg25222
OG0006784	Roisl.0074s0733.1.p	jg25229
OG0006785	Roisl.0074s0717.1.p	jg25246
OG0006786	Roisl.0074s0698.1.p	jg25264
OG0006787	Roisl.0033s0115.1.p	jg18179, jg18183
OG0006788	Roisl.0074s0622.1.p	jg25355
OG0006789	Roisl.0074s0613.1.p	jg25366
OG0006790	Roisl.0074s0584.1.p	jg25397
OG0006791	Roisl.0020s0044.1.p	jg7314, jg7312
OG0006792	Roisl.0074s0555.1.p	jg25425
OG0006793	Roisl.0074s0552.1.p	jg25427
OG0006794	Roisl.0074s0516.1.p	jg25457
OG0006795	Roisl.0074s0505.1.p	jg25475
OG0006796	Roisl.0074s0489.1.p	jg25493
OG0006797	Roisl.0074s0475.1.p	jg25509
OG0006798	Roisl.0074s0446.1.p	jg25543
OG0006799	Roisl.0074s0420.1.p	jg25575
OG0006800	Roisl.0074s0403.1.p	jg25597
OG0006801	Roisl.0074s0366.1.p	jg25629
OG0006802	Roisl.0074s0361.1.p	jg25632
OG0006803	Roisl.0074s0325.1.p	jg25666
OG0006804	Roisl.0074s0320.1.p	jg25672
OG0006805	Roisl.0210s0356.1.p	jg28738
OG0006806	Roisl.0074s0231.1.p	jg25791
OG0006807	Roisl.0074s0219.1.p	jg25813
OG0006808	Roisl.0074s0200.1.p	jg25846
OG0006809	Roisl.0074s0191.1.p	jg25855
OG0006810	Roisl.0015s0081.1.p	jg12075, jg12093
OG0006811	Roisl.0074s0182.1.p	jg25862
OG0006812	Roisl.0074s0181.1.p	jg25863
OG0006813	Roisl.0074s0162.1.p	jg25885
OG0006814	Roisl.0074s0150.1.p	jg25902
OG0006815	Roisl.0074s0121.1.p	jg25936
OG0006816	Roisl.0074s0112.1.p	jg25943
OG0006817	Roisl.0074s0090.1.p	jg25971
OG0006818	Roisl.0074s0084.1.p	jg25978
OG0006819	Roisl.0074s0056.1.p	jg26009
OG0006820	Roisl.0074s0044.1.p	jg26022
OG0006821	Roisl.0007s0247.1.p	jg30412
OG0006822	Roisl.0115s0314.1.p	jg26148
OG0006823	Roisl.0115s0318.1.p	jg26151
OG0006824	Roisl.0115s0356.1.p	jg26189
OG0006825	Roisl.0115s0383.1.p	jg26212, jg16924
OG0006826	Roisl.0115s0386.1.p	jg26216
OG0006827	Roisl.0115s0387.1.p, Roisl.0020s0179.1.p	jg26217
OG0006828	Roisl.0115s0412.1.p	jg26251, jg12323
OG0006829	Roisl.0115s0426.1.p	jg26261
OG0006830	Roisl.0115s0443.1.p	jg26284
OG0006831	Roisl.0115s0460.1.p, Roisl.0115s0458.1.p	jg26301
OG0006832	Roisl.0021s0028.1.p	jg29357
OG0006835	Roisl.0085s0002.1.p	jg21273
OG0006836	Roisl.0188s0127.1.p	jg21244
OG0006837	Roisl.0053s0305.1.p	jg26638
OG0006838	Roisl.0115s0629.1.p	jg26515
OG0006839	Roisl.0115s0591.1.p	jg26467
OG0006840	Roisl.0115s0507.1.p	jg26351
OG0006841	Roisl.0003s0005.1.p	jg9423
OG0006842	Roisl.0003s0002.1.p	jg9426
OG0006843	Roisl.0195s0001.1.p	jg1798
OG0006844	Roisl.0195s0012.1.p	jg1765
OG0006845	Roisl.0210s1582.1.p	jg5718
OG0006846	Roisl.0210s1579.1.p	jg5715
OG0006847	Roisl.0210s1553.1.p	jg5690
OG0006848	Roisl.0210s1536.1.p	jg5671
OG0006849	Roisl.0036s0090.1.p	jg21569
OG0006850	Roisl.0046s0487.1.p	jg6862
OG0006851	Roisl.0014s0039.1.p	jg21374
OG0006852	Roisl.0046s1221.1.p	jg15168
OG0006853	Roisl.0046s1196.1.p	jg15135
OG0006854	Roisl.0046s1183.1.p	jg15126
OG0006855	Roisl.0046s1174.1.p	jg15121
OG0006856	Roisl.0046s1171.1.p	jg15118
OG0006857	Roisl.0046s1169.1.p	jg26361
OG0006858	Roisl.0046s1096.1.p	jg15033
OG0006859	Roisl.0046s1090.1.p	jg15026
OG0006860	Roisl.0046s1078.1.p	jg15012
OG0006861	Roisl.0046s1076.1.p	jg15010
OG0006862	Roisl.0210s0067.1.p	jg28453
OG0006864	Roisl.0210s0089.1.p	jg28473
OG0006865	Roisl.0210s0124.1.p	jg28511
OG0006867	Roisl.0210s0172.1.p	jg28550
OG0006868	Roisl.0210s0221.1.p	jg28604
OG0006869	Roisl.0210s0232.1.p	jg10967
OG0006870	Roisl.0210s0244.1.p	jg28619
OG0006871	Roisl.0210s0319.1.p	jg28703
OG0006872	Roisl.0210s0363.1.p	jg28745
OG0006874	Roisl.0091s0699.1.p	jg28779
OG0006875	Roisl.0091s0708.1.p	jg28788
OG0006876	Roisl.0091s0719.1.p	jg28798
OG0006877	Roisl.0027s0103.1.p	jg14254
OG0006878	Roisl.0091s0742.1.p	jg28818
OG0006879	Roisl.0091s0760.1.p	jg28844
OG0006880	Roisl.0091s0778.1.p	jg28861
OG0006882	Roisl.0091s0876.1.p	jg28956
OG0006883	Roisl.0091s0878.1.p	jg28959
OG0006884	Roisl.0091s0916.1.p	jg28999
OG0006885	Roisl.0091s0924.1.p	jg29007
OG0006886	Roisl.0091s0948.1.p	jg29030
OG0006887	Roisl.0091s0960.1.p	jg29047
OG0006888	Roisl.0091s0963.1.p	jg29051
OG0006889	Roisl.0008s0253.1.p	jg10041, jg10039
OG0006890	Roisl.0091s1089.1.p	jg29170
OG0006891	Roisl.0091s1104.1.p	jg29183
OG0006892	Roisl.0091s1110.1.p	jg29191
OG0006893	Roisl.0091s1118.1.p	jg29199
OG0006894	Roisl.0091s1135.1.p	jg29211
OG0006895	Roisl.0091s1166.1.p	jg29241
OG0006896	Roisl.0091s1175.1.p	jg29251
OG0006897	Roisl.0091s1181.1.p	jg29256
OG0006898	Roisl.0091s1196.1.p	jg29272
OG0006899	Roisl.0091s1214.1.p	jg29293
OG0006900	Roisl.0021s0011.1.p	jg29344
OG0006901	Roisl.0021s0045.1.p	jg29373
OG0006902	Roisl.0021s0066.1.p	jg29391
OG0006903	Roisl.0214s0682.1.p	jg1091
OG0006904	Roisl.0021s0115.1.p	jg29442
OG0006905	Roisl.0021s0152.1.p	jg29481
OG0006906	Roisl.0021s0178.1.p	jg29512
OG0006907	Roisl.0021s0192.1.p	jg29531
OG0006908	Roisl.0021s0195.1.p	jg29535
OG0006909	Roisl.0021s0197.1.p	jg29537
OG0006910	Roisl.0021s0203.1.p	jg29542, jg29544
OG0006911	Roisl.0021s0208.1.p	jg29553, jg29554
OG0006912	Roisl.0021s0243.1.p	jg29599
OG0006913	Roisl.0021s0247.1.p	jg29605
OG0006914	Roisl.0021s0261.1.p	jg29615
OG0006915	Roisl.0021s0263.1.p	jg29617
OG0006916	Roisl.0021s0303.1.p	jg29654
OG0006917	Roisl.0021s0317.1.p	jg29669
OG0006918	Roisl.0021s0331.1.p	jg1304, jg29685
OG0006919	Roisl.0015s0035.1.p	jg8223
OG0006920	Roisl.0021s0351.1.p	jg29713
OG0006921	Roisl.0021s0388.1.p	jg29753
OG0006922	Roisl.0021s0396.1.p	jg29760
OG0006923	Roisl.0021s0474.1.p	jg29837
OG0006924	Roisl.0021s0490.1.p	jg29857
OG0006925	Roisl.0007s0768.1.p	jg29859
OG0006926	Roisl.0007s0762.1.p	jg29865
OG0006927	Roisl.0007s0711.1.p	jg29912
OG0006928	Roisl.0007s0684.1.p	jg29937
OG0006929	Roisl.0007s0654.1.p	jg29965
OG0006930	Roisl.0007s0653.1.p	jg29966
OG0006931	Roisl.0007s0623.1.p	jg29995
OG0006932	Roisl.0007s0611.1.p	jg30009
OG0006933	Roisl.0007s0596.1.p	jg30022
OG0006934	Roisl.0007s0587.1.p	jg30031
OG0006935	Roisl.0007s0556.1.p	jg30068
OG0006936	Roisl.0007s0550.1.p	jg30072
OG0006937	Roisl.0091s0297.1.p, Roisl.0007s0533.1.p	jg30502, jg30090
OG0006938	Roisl.0007s0516.1.p	jg30107
OG0006939	Roisl.0025s0039.1.p	jg13566
OG0006940	Roisl.0007s0448.1.p	jg30203, jg30191
OG0006941	Roisl.0007s0443.1.p	jg30209
OG0006943	Roisl.0007s0394.1.p	jg30259
OG0006944	Roisl.0007s0367.1.p	jg30288
OG0006945	Roisl.0007s0361.1.p	jg30294
OG0006947	Roisl.0007s0349.1.p	jg30307
OG0006948	Roisl.0007s0346.1.p	jg30309
OG0006949	Roisl.0007s0337.1.p	jg30321
OG0006950	Roisl.0028s0308.1.p, Roisl.0007s0302.1.p	jg30356
OG0006951	Roisl.0007s0288.1.p	jg6068, jg30370
OG0006952	Roisl.0007s0274.1.p	jg30384
OG0006953	Roisl.0007s0243.1.p	jg30416
OG0006954	Roisl.0007s0205.1.p	jg30449
OG0006955	Roisl.0007s0179.1.p	jg30479
OG0006956	Roisl.0007s0176.1.p	jg13463
OG0006958	Roisl.0007s0074.1.p	jg30601
OG0006959	Roisl.0007s0051.1.p	jg30627
OG0006960	Roisl.0007s0043.1.p	jg30635
OG0006961	Roisl.0007s0030.1.p	jg30647
OG0006962	Roisl.0049s0047.1.p	jg30687
OG0006963	Roisl.0049s0053.1.p, Roisl.0021s0399.1.p	jg30695
OG0006964	Roisl.0191s0006.1.p	jg30735
OG0006965	Roisl.0191s0014.1.p	jg30739
OG0006966	Roisl.0191s0017.1.p	jg30742
OG0006967	Roisl.0191s0040.1.p	jg30766
OG0006968	Roisl.0012s0394.1.p, Roisl.0214s0410.1.p	jg20600
OG0006969	Roisl.0075s0204.1.p	jg11312
OG0006970	Roisl.0019s0344.1.p	jg2800
OG0006971	Roisl.0019s0393.1.p	jg2751, jg2753
OG0006972	Roisl.0019s0425.1.p	jg2720
OG0006973	Roisl.0019s0536.1.p	jg2598
OG0006974	Roisl.0008s0224.1.p	jg10071
OG0006975	Roisl.0008s0227.1.p	jg10068
OG0006976	Roisl.0014s0072.1.p	jg27099
OG0006977	Roisl.0010s0126.1.p	jg578
OG0006978	Roisl.0010s0101.1.p	jg592
OG0006979	Roisl.0209s0555.1.p	jg677
OG0006980	Roisl.0209s0576.1.p	jg693
OG0006981	Roisl.0209s0657.1.p	jg773
OG0006982	Roisl.0209s0683.1.p	jg794
OG0006983	Roisl.0015s0095.1.p	jg31258
OG0006984	Roisl.0209s0760.1.p	jg867
OG0006985	Roisl.0209s0774.1.p	jg877, jg876
OG0006986	Roisl.0214s0748.1.p	jg1178
OG0006987	Roisl.0050s0083.1.p	jg430
OG0006988	Roisl.0019s0553.1.p	jg2578, jg2576
OG0006989	Roisl.0050s0008.1.p	jg361
OG0006990	Roisl.0200s0023.1.p	jg12863
OG0006991	Roisl.0005s0139.1.p	jg20401
OG0006992	Roisl.0005s0134.1.p	jg20397
OG0006993	Roisl.0005s0118.1.p	jg20388
OG0006994	Roisl.0005s0025.1.p	jg20282
OG0006995	Roisl.0005s0016.1.p	jg20272
OG0006996	Roisl.0005s0001.1.p	jg8249, jg25371
OG0006997	Roisl.0012s0326.1.p	jg20670
OG0006998	Roisl.0082s0301.1.p	jg7805
OG0006999	Roisl.0044s0105.1.p	jg9484
OG0007000	Roisl.0044s0119.1.p	jg9461
OG0007001	Roisl.0013s0146.1.p	jg32877
OG0007002	Roisl.0013s0132.1.p, Roisl.0204s0136.1.p	jg32891
OG0007003	Roisl.0004s0397.1.p	jg3153
OG0007004	Roisl.0004s0401.1.p	jg3149
OG0007006	Roisl.0115s0750.1.p	jg8302, jg8309
OG0007007	Roisl.0115s0712.1.p	jg8357
OG0007008	Roisl.0115s0684.1.p	jg8384
OG0007009	Roisl.0115s0653.1.p	jg8410
OG0007010	Roisl.0115s0652.1.p	jg8411
OG0007011	Roisl.0001s0339.1.p, Roisl.0001s0449.1.p	jg8514
OG0007012	Roisl.0001s0408.1.p	jg8555
OG0007013	Roisl.0001s0391.1.p	jg8573
OG0007014	Roisl.0004s0462.1.p	jg8596
OG0007015	Roisl.0001s0346.1.p	jg8617
OG0007016	Roisl.0001s0309.1.p	jg8646
OG0007017	Roisl.0001s0293.1.p	jg8664
OG0007018	Roisl.0001s0292.1.p	jg8665
OG0007019	Roisl.0001s0249.1.p	jg8708
OG0007020	Roisl.0001s0223.1.p	jg8735
OG0007021	Roisl.0001s0196.1.p	jg8764
OG0007022	Roisl.0001s0191.1.p	jg8771
OG0007023	Roisl.0001s0171.1.p	jg8794
OG0007024	Roisl.0209s0698.1.p	jg813
OG0007025	Roisl.0001s0120.1.p	jg8845
OG0007027	Roisl.0001s0108.1.p	jg8857
OG0007028	Roisl.0001s0092.1.p	jg8867
OG0007029	Roisl.0001s0083.1.p	jg8874
OG0007030	Roisl.0001s0074.1.p	jg8882
OG0007031	Roisl.0003s0235.1.p	jg9171
OG0007032	Roisl.0003s0236.1.p	jg9170
OG0007033	Roisl.0003s0244.1.p	jg9164
OG0007034	Roisl.0003s0275.1.p	jg9134
OG0007035	Roisl.0003s0277.1.p	jg9132
OG0007036	Roisl.0003s0300.1.p	jg9116
OG0007037	Roisl.0003s0313.1.p	jg9109
OG0007038	Roisl.0028s0784.1.p	jg18484
OG0007039	Roisl.0082s0517.1.p	jg17228
OG0007040	Roisl.0003s0345.1.p	jg9074
OG0007041	Roisl.0008s0266.1.p	jg9059
OG0007042	Roisl.0008s0298.1.p	jg9020
OG0007043	Roisl.0188s0014.1.p	jg27363
OG0007044	Roisl.0008s0312.1.p	jg9005
OG0007045	Roisl.0008s0320.1.p	jg8995
OG0007046	Roisl.0008s0338.1.p	jg8975
OG0007047	Roisl.0008s0341.1.p	jg8972
OG0007049	Roisl.0008s0361.1.p	jg8958
OG0007050	Roisl.0008s0363.1.p	jg8955
OG0007051	Roisl.0003s0217.1.p	jg9197
OG0007053	Roisl.0003s0145.1.p	jg9270
OG0007054	Roisl.0003s0144.1.p	jg9271
OG0007055	Roisl.0003s0132.1.p	jg9283
OG0007056	Roisl.0003s0128.1.p	jg9287
OG0007057	Roisl.0003s0110.1.p	jg9303
OG0007058	Roisl.0003s0105.1.p	jg9307
OG0007059	Roisl.0003s0090.1.p	jg9329
OG0007060	Roisl.0053s0299.1.p	jg26651
OG0007061	Roisl.0053s0262.1.p	jg26717
OG0007062	Roisl.0019s0240.1.p	jg2888
OG0007063	Roisl.0019s0263.1.p	jg2871
OG0007064	Roisl.0019s0289.1.p	jg2855
OG0007065	Roisl.0191s0182.1.p	jg30915, jg32006
OG0007066	Roisl.0191s0193.1.p	jg30926
OG0007067	Roisl.0191s0275.1.p	jg31012
OG0007068	Roisl.0082s0520.1.p	jg17227
OG0007069	Roisl.0191s0598.1.p	jg8043
OG0007070	Roisl.0191s0639.1.p	jg8089
OG0007071	Roisl.0191s0579.1.p	jg8158
OG0007073	Roisl.0191s0541.1.p	jg8120
OG0007074	Roisl.0191s0526.1.p	jg8106
OG0007075	Roisl.0191s0504.1.p	jg8172
OG0007076	Roisl.0015s0034.1.p	jg8224
OG0007077	Roisl.0015s0013.1.p	jg8244
OG0007078	Roisl.0046s0497.1.p	jg16780, jg19498
OG0007079	Roisl.0015s0073.1.p	jg31231
OG0007080	Roisl.0008s0233.1.p	jg10062
OG0007081	Roisl.0022s0486.1.p	jg9622
OG0007082	Roisl.0210s0187.1.p	jg28566
OG0007083	Roisl.0021s0484.1.p	jg29847
OG0007084	Roisl.0007s0435.1.p	jg30218
OG0007085	Roisl.0007s0389.1.p	jg30264
OG0007086	Roisl.0191s0184.1.p	jg30918
OG0007087	Roisl.0191s0358.1.p	jg31097
OG0007088	Roisl.0015s0062.1.p	jg31217
OG0007089	Roisl.0015s0075.1.p	jg31233, jg31234
OG0007090	Roisl.0015s0092.1.p	jg31253
OG0007093	Roisl.0019s0247.1.p	jg2883
OG0007095	Roisl.0214s0412.1.p	jg28218
OG0007095	Roisl.0021s0457.1.p	jg17089
OG0007096	Roisl.0011s0018.1.p	jg12914
OG0007097	Roisl.0011s0342.1.p	jg13242
OG0007098	Roisl.0188s0078.1.p	jg13707
OG0007099	Roisl.0185s0042.1.p	jg13856
OG0007100	Roisl.0037s0043.1.p	jg14122
OG0007101	Roisl.0209s0390.1.p	jg14475, jg14472, jg14471
OG0007102	Roisl.0046s1173.1.p	jg15120
OG0007103	Roisl.0046s1294.1.p	jg15249
OG0007105	Roisl.0210s1564.1.p	jg5701
OG0007106	Roisl.0024s0024.1.p, Roisl.0014s0019.1.p, Roisl.0014s0035.1.p, Roisl.0012s0027.1.p	jg6579
OG0007107	Roisl.0060s0007.1.p	jg7271
OG0007108	Roisl.0213s0543.1.p	jg7577
OG0007110	Roisl.0022s0262.1.p	jg9853
OG0007112	Roisl.0091s0414.1.p	jg10693
OG0007114	Roisl.0005s0178.1.p, Roisl.0005s0179.1.p	jg20430, jg20429
OG0007115	Roisl.0014s0017.1.p	jg21358
OG0007116	Roisl.0198s0025.1.p	jg21547
OG0007117	Roisl.0059s0027.1.p	jg137, jg291
OG0007127	Roisl.0053s0002.1.p	jg6997, jg6986, jg32674, jg7007
OG0007128	Roisl.0018s0466.1.p	jg16403, jg16395, jg16411
OG0007129	Roisl.0091s0007.1.p	jg10218
OG0007130	Roisl.0052s0012.1.p	jg22234
OG0007131	Roisl.0024s0207.1.p	jg23305
OG0007132	Roisl.0046s0768.1.p, Roisl.0053s0099.1.p	jg14662
OG0007133	Roisl.0046s0762.1.p	jg14656
OG0007134	Roisl.0046s0737.1.p	jg14635
OG0007135	Roisl.0046s0708.1.p	jg14596
OG0007136	Roisl.0046s0701.1.p	jg14592
OG0007137	Roisl.0011s0006.1.p	jg12902
OG0007138	Roisl.0011s0022.1.p	jg12918
OG0007139	Roisl.0044s0108.1.p, Roisl.0019s0034.1.p	jg9477
OG0007140	Roisl.0011s0072.1.p	jg12973
OG0007141	Roisl.0011s0130.1.p	jg13032
OG0007142	Roisl.0017s0144.1.p	jg18951
OG0007143	Roisl.0005s0116.1.p	jg20387
OG0007144	Roisl.0004s0084.1.p	jg3488
OG0007145	Roisl.0210s1470.1.p	jg5605
OG0007146	Roisl.0210s1464.1.p	jg5599
OG0007147	Roisl.0210s1442.1.p	jg5578
OG0007148	Roisl.0210s1440.1.p	jg5576
OG0007149	Roisl.0210s1423.1.p	jg5553
OG0007150	Roisl.0210s1418.1.p	jg5547
OG0007151	Roisl.0210s1396.1.p	jg5522
OG0007152	Roisl.0210s1381.1.p	jg5507
OG0007153	Roisl.0210s1358.1.p	jg5487
OG0007154	Roisl.0210s1357.1.p	jg12320
OG0007155	Roisl.0210s1351.1.p	jg5481
OG0007156	Roisl.0210s1344.1.p	jg5471
OG0007157	Roisl.0210s1329.1.p	jg5454
OG0007158	Roisl.0210s1310.1.p	jg5437
OG0007159	Roisl.0054s0021.1.p	jg18778
OG0007160	Roisl.0210s1278.1.p	jg5406
OG0007161	Roisl.0210s1271.1.p	jg5398
OG0007162	Roisl.0210s1254.1.p	jg5380
OG0007163	Roisl.0210s1252.1.p	jg5379
OG0007164	Roisl.0210s1226.1.p	jg5349
OG0007165	Roisl.0210s1205.1.p	jg5326
OG0007166	Roisl.0210s1198.1.p	jg5317
OG0007167	Roisl.0210s1197.1.p	jg5316
OG0007168	Roisl.0210s1193.1.p	jg5312
OG0007169	Roisl.0210s1183.1.p	jg5304
OG0007170	Roisl.0210s1177.1.p	jg5298
OG0007172	Roisl.0057s0016.1.p	jg7409
OG0007173	Roisl.0210s1125.1.p	jg5240
OG0007174	Roisl.0210s1124.1.p	jg5239
OG0007175	Roisl.0210s1122.1.p	jg5236
OG0007176	Roisl.0210s1111.1.p	jg5225
OG0007177	Roisl.0210s1105.1.p	jg5219, jg14219
OG0007178	Roisl.0210s1102.1.p	jg5216
OG0007179	Roisl.0210s1100.1.p	jg5214
OG0007180	Roisl.0210s1098.1.p	jg5212
OG0007181	Roisl.0210s1096.1.p	jg5210
OG0007182	Roisl.0210s1095.1.p	jg5209
OG0007183	Roisl.0210s1072.1.p	jg5186
OG0007184	Roisl.0210s1068.1.p	jg5182, jg22414
OG0007185	Roisl.0210s1067.1.p	jg5181
OG0007186	Roisl.0210s1061.1.p	jg5176
OG0007188	Roisl.0036s0063.1.p	jg21511
OG0007189	Roisl.0210s1052.1.p	jg5169
OG0007190	Roisl.0210s1046.1.p	jg5164
OG0007191	Roisl.0210s1045.1.p	jg5163
OG0007192	Roisl.0210s1033.1.p	jg5152
OG0007193	Roisl.0210s1020.1.p	jg5144
OG0007194	Roisl.0080s0753.1.p	jg22420
OG0007195	Roisl.0210s0996.1.p	jg5122
OG0007196	Roisl.0210s0992.1.p	jg5114
OG0007197	Roisl.0210s0962.1.p	jg5080
OG0007198	Roisl.0210s0936.1.p	jg5051
OG0007199	Roisl.0210s0929.1.p	jg5044
OG0007200	Roisl.0210s0919.1.p	jg5032
OG0007201	Roisl.0184s0203.1.p	jg13769
OG0007201	Roisl.0184s0204.1.p	jg13771
OG0007202	Roisl.0210s0899.1.p	jg5010
OG0007203	Roisl.0210s0865.1.p	jg4980
OG0007204	Roisl.0210s0861.1.p	jg4976
OG0007205	Roisl.0008s0238.1.p	jg10058
OG0007206	Roisl.0210s0851.1.p	jg4965
OG0007207	Roisl.0210s0782.1.p	jg4897
OG0007208	Roisl.0210s0776.1.p	jg4888
OG0007209	Roisl.0014s0006.1.p	jg21349
OG0007210	Roisl.0210s0767.1.p	jg4878
OG0007211	Roisl.0210s0749.1.p	jg4861
OG0007212	Roisl.0210s0732.1.p	jg4846
OG0007213	Roisl.0210s0728.1.p	jg4840, jg4837
OG0007214	Roisl.0210s0721.1.p	jg4830
OG0007215	Roisl.0210s0695.1.p	jg4803
OG0007216	Roisl.0210s0663.1.p	jg4771
OG0007217	Roisl.0210s0640.1.p	jg4742
OG0007218	Roisl.0210s0615.1.p	jg4720
