Orthogroup	Rorippa_islandica	Alyssum_gmelinii
OG0008887	Roisl.0024s0533.1.p	Ag004G0424300
OG0008888	Roisl.0024s0513.1.p	Ag004G0426700
OG0008889	Roisl.0024s0505.1.p	Ag004G0427500
OG0008890	Roisl.0024s0492.1.p	Ag004G0429500
OG0008891	Roisl.0024s0463.1.p	Ag004G0433000
OG0008892	Roisl.0024s0460.1.p	Ag004G0433400
OG0008893	Roisl.0024s0450.1.p	Ag004G0435000
OG0008894	Roisl.0024s0417.1.p	Ag004G0440200
OG0008895	Roisl.0024s0403.1.p	Ag004G0441600
OG0008896	Roisl.0024s0402.1.p	Ag004G0441900
OG0008897	Roisl.0024s0400.1.p	Ag004G0442100
OG0008898	Roisl.0024s0393.1.p	Ag004G0443900
OG0008899	Roisl.0024s0383.1.p	Ag004G0445600
OG0008900	Roisl.0024s0371.1.p	Ag004G0447300
OG0008901	Roisl.0024s0348.1.p	Ag004G0450000
OG0008902	Roisl.0024s0313.1.p	Ag004G0454500
OG0008903	Roisl.0024s0303.1.p	Ag014G1994500, Ag004G0456100
OG0008904	Roisl.0024s0286.1.p	Ag004G0457900, Ag004G0458100
OG0008905	Roisl.0024s0274.1.p	Ag004G0460200
OG0008906	Roisl.0024s0267.1.p	Ag004G0461200
OG0008907	Roisl.0024s0258.1.p	Ag004G0462200
OG0008908	Roisl.0024s0246.1.p	Ag004G0465000
OG0008909	Roisl.0024s0225.1.p	Ag004G0467700
OG0008910	Roisl.0024s0210.1.p	Ag004G0470600
OG0008911	Roisl.0024s0198.1.p	Ag004G0471700
OG0008912	Roisl.0024s0166.1.p	Ag004G0476200
OG0008913	Roisl.0024s0156.1.p	Ag004G0477200
OG0008914	Roisl.0024s0150.1.p	Ag004G0478400
OG0008915	Roisl.0024s0143.1.p	Ag004G0479000
OG0008916	Roisl.0024s0135.1.p	Ag004G0480200
OG0008917	Roisl.0024s0124.1.p	Ag004G0482100
OG0008918	Roisl.0024s0119.1.p	Ag004G0482800
OG0008919	Roisl.0080s0004.1.p	Ag004G0484100
OG0008920	Roisl.0080s0011.1.p	Ag004G0486000
OG0008921	Roisl.0080s0017.1.p	Ag004G0486400
OG0008922	Roisl.0080s0035.1.p	Ag004G0488100
OG0008923	Roisl.0080s0046.1.p	Ag004G0489300
OG0008924	Roisl.0080s0049.1.p	Ag004G0489600
OG0008925	Roisl.0080s0053.1.p	Ag004G0490000
OG0008926	Roisl.0080s0067.1.p	Ag004G0492000
OG0008927	Roisl.0080s0075.1.p	Ag004G0493500
OG0008928	Roisl.0080s0110.1.p	Ag004G0498200
OG0008929	Roisl.0080s0146.1.p	Ag004G0503200
OG0008930	Roisl.0210s1969.1.p	Ag004G0509800
OG0008931	Roisl.0210s1980.1.p	Ag004G0511100
OG0008932	Roisl.0210s1983.1.p	Ag004G0511700
OG0008933	Roisl.0210s1996.1.p	Ag004G0512900
OG0008934	Roisl.0210s1999.1.p	Ag004G0513200
OG0008935	Roisl.0210s2013.1.p	Ag004G0515500
OG0008936	Roisl.0210s2016.1.p	Ag004G0515800
OG0008937	Roisl.0210s2027.1.p	Ag004G0516500
OG0008938	Roisl.0210s2062.1.p	Ag004G0521100
OG0008939	Roisl.0046s0091.1.p	Ag004G0526200
OG0008940	Roisl.0046s0118.1.p	Ag004G0528800
OG0008941	Roisl.0046s0122.1.p	Ag004G0529200
OG0008942	Roisl.0046s0138.1.p	Ag004G0532200
OG0008943	Roisl.0046s0140.1.p	Ag004G0532600
OG0008944	Roisl.0046s0148.1.p	Ag004G0533500
OG0008945	Roisl.0046s0173.1.p	Ag004G0536500
OG0008946	Roisl.0046s0176.1.p	Ag004G0536700
OG0008947	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p	Ag004G0539100
OG0008948	Roisl.0046s0195.1.p	Ag004G0539300
OG0008949	Roisl.0046s0204.1.p	Ag004G0540500
OG0008950	Roisl.0046s0219.1.p	Ag004G0541800
OG0008951	Roisl.0046s0253.1.p	Ag002G0174300, Ag004G0547300
OG0008952	Roisl.0046s0264.1.p	Ag004G0548100
OG0008953	Roisl.0046s0298.1.p	Ag004G0552100
OG0008954	Roisl.0210s1675.1.p	Ag004G0554500
OG0008955	Roisl.0210s1684.1.p	Ag004G0555400
OG0008956	Roisl.0210s1680.1.p	Ag004G0555900
OG0008957	Roisl.0210s1679.1.p	Ag004G0556000
OG0008958	Roisl.0210s1678.1.p	Ag004G0556100
OG0008959	Roisl.0210s1676.1.p	Ag004G0556500
OG0008960	Roisl.0210s1693.1.p	Ag004G0557000
OG0008961	Roisl.0210s1694.1.p	Ag004G0557100
OG0008962	Roisl.0210s1695.1.p	Ag004G0557200
OG0008963	Roisl.0210s1712.1.p	Ag004G0559100
OG0008964	Roisl.0210s1715.1.p	Ag004G0559900
OG0008965	Roisl.0210s1740.1.p	Ag004G0564400
OG0008966	Roisl.0210s1744.1.p	Ag004G0564800
OG0008967	Roisl.0210s1748.1.p	Ag004G0565600
OG0008968	Roisl.0210s1753.1.p	Ag004G0566300
OG0008969	Roisl.0210s1776.1.p	Ag004G0570600
OG0008970	Roisl.0210s1796.1.p	Ag004G0573100
OG0008971	Roisl.0210s1809.1.p	Ag004G0576900
OG0008972	Roisl.0210s1811.1.p	Ag004G0577100
OG0008973	Roisl.0210s1820.1.p	Ag004G0580400
OG0008974	Roisl.0210s1823.1.p	Ag004G0580800
OG0008975	Roisl.0210s1829.1.p	Ag004G0581500
OG0008976	Roisl.0210s1832.1.p	Ag004G0581900
OG0008977	Roisl.0210s1852.1.p	Ag004G0583800
OG0008978	Roisl.0210s1863.1.p	Ag004G0585500
OG0008979	Roisl.0210s1877.1.p	Ag004G0589300, Ag004G0587800
OG0008980	Roisl.0210s1897.1.p	Ag004G0594000
OG0008981	Roisl.0210s1902.1.p	Ag004G0594500
OG0008982	Roisl.0210s1924.1.p	Ag004G0598600
OG0008983	Roisl.0052s0029.1.p	Ag004G0601300
OG0008984	Roisl.0210s1944.1.p	Ag004G0602600
OG0008985	Roisl.0210s1963.1.p	Ag004G0610200
OG0008986	Roisl.0080s0199.1.p	Ag004G0612400
OG0008987	Roisl.0080s0235.1.p	Ag004G0620900
OG0008988	Roisl.0080s0246.1.p	Ag004G0622700
OG0008989	Roisl.0080s0271.1.p	Ag004G0629800
OG0008990	Roisl.0080s0274.1.p	Ag004G0630100
OG0008991	Roisl.0080s0295.1.p	Ag004G0632800
OG0008992	Roisl.0080s0285.1.p	Ag004G0633200
OG0008993	Roisl.0080s0298.1.p	Ag004G0634400
OG0008994	Roisl.0080s0369.1.p	Ag004G0650800
OG0008995	Roisl.0080s0373.1.p	Ag004G0651400, Ag022G2751700
OG0008996	Roisl.0080s0386.1.p	Ag004G0653500
OG0008997	Roisl.0080s0391.1.p	Ag004G0655200
OG0008998	Roisl.0080s0395.1.p	Ag004G0655800
OG0008999	Roisl.0080s0426.1.p	Ag004G0662800
OG0009000	Roisl.0080s0454.1.p	Ag004G0666400
OG0009001	Roisl.0080s0465.1.p	Ag004G0668600
OG0009002	Roisl.0080s0478.1.p	Ag004G0670500
OG0009003	Roisl.0010s0048.1.p	Ag004G0672500
OG0009004	Roisl.0080s0490.1.p	Ag004G0672700
OG0009005	Roisl.0004s0044.1.p	Ag004G0676800
OG0009006	Roisl.0080s0508.1.p	Ag004G0677800
OG0009007	Roisl.0080s0537.1.p	Ag004G0682500
OG0009008	Roisl.0080s0546.1.p	Ag004G0686200
OG0009009	Roisl.0080s0564.1.p	Ag004G0692300
OG0009010	Roisl.0080s0572.1.p	Ag004G0693700
OG0009011	Roisl.0080s0574.1.p	Ag004G0694000, Ag027G3038500
OG0009012	Roisl.0080s0584.1.p	Ag004G0695600
OG0009013	Roisl.0080s0586.1.p	Ag004G0696000
OG0009014	Roisl.0080s0587.1.p	Ag004G0696400
OG0009015	Roisl.0080s0610.1.p	Ag004G0703000
OG0009016	Roisl.0080s0611.1.p	Ag004G0703600
OG0009017	Roisl.0080s0621.1.p	Ag004G0706500
OG0009018	Roisl.0080s0625.1.p	Ag004G0707300
OG0009019	Roisl.0080s0636.1.p	Ag004G0709500
OG0009020	Roisl.0080s0632.1.p	Ag004G0710400
OG0009021	Roisl.0080s0658.1.p	Ag004G0712200
OG0009022	Roisl.0080s0661.1.p	Ag004G0712600
OG0009023	Roisl.0080s0690.1.p	Ag004G0720100
OG0009024	Roisl.0080s0692.1.p	Ag004G0720300
OG0009025	Roisl.0080s0705.1.p	Ag004G0723000
OG0009026	Roisl.0080s0698.1.p	Ag004G0724000
OG0009027	Roisl.0080s0737.1.p	Ag004G0730800
OG0009028	Roisl.0080s0738.1.p	Ag004G0731200
OG0009029	Roisl.0080s0748.1.p	Ag004G0733000
OG0009030	Roisl.0080s0771.1.p	Ag004G0736500
OG0009031	Roisl.0080s0772.1.p	Ag004G0736900
OG0009032	Roisl.0080s0781.1.p	Ag004G0739200
OG0009034	Roisl.0080s0811.1.p	Ag004G0745600
OG0009035	Roisl.0080s0820.1.p	Ag004G0746200
OG0009036	Roisl.0080s0822.1.p	Ag004G0746400
OG0009037	Roisl.0080s0831.1.p	Ag004G0748700
OG0009038	Roisl.0080s0840.1.p	Ag004G0750400
OG0009039	Roisl.0046s0890.1.p	Ag004G0759000
OG0009040	Roisl.0046s0855.1.p	Ag004G0764100
OG0009041	Roisl.0046s0853.1.p	Ag004G0764300
OG0009042	Roisl.0046s0831.1.p	Ag004G0768200
OG0009043	Roisl.0046s0826.1.p	Ag011G1241200, Ag004G0768900
OG0009044	Roisl.0046s0813.1.p	Ag004G0772100
OG0009045	Roisl.0046s0800.1.p	Ag004G0775200
OG0009046	Roisl.0052s0050.1.p	Ag004G0780500, Ag020G2557300
OG0009047	Roisl.0052s0022.1.p	Ag020G2555900, Ag004G0782600
OG0009048	Roisl.0082s0447.1.p	Ag022G2631500
OG0009049	Roisl.0082s0392.1.p	Ag022G2651000
OG0009050	Roisl.0078s0004.1.p	Ag022G2652300
OG0009051	Roisl.0210s0480.1.p	Ag022G2654000
OG0009052	Roisl.0053s0052.1.p	Ag022G2660700
OG0009053	Roisl.0050s0020.1.p	Ag024G2896300, Ag022G2667800, Ag016G2310000
OG0009054	Roisl.0210s0417.1.p	Ag022G2674900
OG0009055	Roisl.0210s0397.1.p	Ag022G2679200
OG0009056	Roisl.0042s0016.1.p	Ag022G2683500
OG0009057	Roisl.0042s0020.1.p	Ag022G2685100, Ag022G2685200, Ag002G0169300
OG0009058	Roisl.0042s0032.1.p	Ag022G2689200
OG0009059	Roisl.0042s0039.1.p	Ag022G2690000
OG0009060	Roisl.0210s1557.1.p	Ag060G5009800, Ag022G2693900
OG0009061	Roisl.0210s1556.1.p	Ag022G2694000, Ag060G5010000
OG0009062	Roisl.0191s0459.1.p	Ag022G2695100
OG0009063	Roisl.0042s0057.1.p	Ag022G2697400
OG0009064	Roisl.0015s0057.1.p	Ag022G2700700
OG0009065	Roisl.0042s0062.1.p	Ag022G2702800
OG0009066	Roisl.0042s0063.1.p	Ag022G2702900
OG0009067	Roisl.0042s0090.1.p	Ag022G2707400, Ag022G2707000
OG0009068	Roisl.0042s0100.1.p	Ag022G2708700
OG0009069	Roisl.0042s0107.1.p	Ag022G2710000
OG0009070	Roisl.0042s0120.1.p	Ag022G2713500
OG0009071	Roisl.0042s0124.1.p	Ag022G2714300
OG0009072	Roisl.0042s0135.1.p	Ag022G2716100
OG0009073	Roisl.0042s0145.1.p	Ag022G2718700
OG0009074	Roisl.0042s0147.1.p	Ag022G2718800
OG0009075	Roisl.0028s0338.1.p	Ag022G2720100, Ag002G0158700
OG0009077	Roisl.0042s0163.1.p	Ag022G2722700
OG0009078	Roisl.0042s0162.1.p	Ag022G2723300
OG0009079	Roisl.0030s0207.1.p	Ag022G2725700
OG0009080	Roisl.0030s0173.1.p	Ag022G2732900
OG0009081	Roisl.0030s0160.1.p	Ag022G2734900
OG0009082	Roisl.0030s0154.1.p	Ag022G2737100, Ag003G0318300
OG0009083	Roisl.0030s0148.1.p	Ag022G2738300
OG0009084	Roisl.0191s0470.1.p	Ag022G2739000
OG0009085	Roisl.0030s0126.1.p	Ag022G2741900
OG0009086	Roisl.0030s0120.1.p	Ag022G2742900
OG0009087	Roisl.0030s0113.1.p	Ag022G2744200
OG0009089	Roisl.0030s0100.1.p	Ag022G2745600
OG0009090	Roisl.0030s0097.1.p	Ag022G2746200
OG0009091	Roisl.0002s0227.1.p, Roisl.0012s0030.1.p	Ag015G2212700, Ag022G2748100
OG0009092	Roisl.0030s0090.1.p	Ag022G2748900
OG0009093	Roisl.0030s0075.1.p	Ag022G2752400
OG0009094	Roisl.0030s0074.1.p	Ag022G2752600
OG0009095	Roisl.0030s0053.1.p	Ag022G2756600
OG0009096	Roisl.0030s0041.1.p	Ag022G2758400
OG0009097	Roisl.0030s0034.1.p	Ag022G2760100
OG0009098	Roisl.0030s0005.1.p	Ag022G2766700
OG0009099	Roisl.0185s0008.1.p	Ag022G2771600
OG0009100	Roisl.0034s0156.1.p, Roisl.0042s0154.1.p	Ag022G2772700
OG0009101	Roisl.0034s0140.1.p	Ag022G2774100
OG0009102	Roisl.0034s0128.1.p	Ag022G2777300
OG0009103	Roisl.0034s0119.1.p	Ag022G2778400
OG0009104	Roisl.0034s0107.1.p	Ag022G2781400
OG0009105	Roisl.0034s0047.1.p	Ag022G2790300
OG0009106	Roisl.0034s0042.1.p	Ag022G2791000
OG0009107	Roisl.0034s0036.1.p	Ag022G2791800
OG0009108	Roisl.0034s0029.1.p	Ag022G2792900
OG0009109	Roisl.0091s0050.1.p	Ag022G2794100
OG0009110	Roisl.0034s0026.1.p	Ag022G2794300
OG0009111	Roisl.0034s0006.1.p	Ag022G2796500
OG0009112	Roisl.0009s0172.1.p	Ag075G5282800
OG0009113	Roisl.0009s0146.1.p	Ag075G5289100
OG0009114	Roisl.0009s0144.1.p	Ag075G5289200
OG0009116	Roisl.0009s0122.1.p	Ag075G5293500
OG0009117	Roisl.0009s0119.1.p	Ag075G5294500
OG0009118	Roisl.0009s0117.1.p	Ag075G5294700
OG0009119	Roisl.0079s0192.1.p	Ag075G5302000
OG0009120	Roisl.0009s0012.1.p	Ag075G5307200
OG0009121	Roisl.0115s0035.1.p	Ag048G4554200
OG0009122	Roisl.0115s0030.1.p	Ag048G4554700
OG0009123	Roisl.0115s0026.1.p	Ag033G3584100, Ag048G4555200
OG0009124	Roisl.0115s0020.1.p	Ag048G4556900
OG0009125	Roisl.0115s0040.1.p	Ag048G4559200, Ag011G1127100
OG0009126	Roisl.0115s0047.1.p	Ag048G4560700, Ag048G4560600
OG0009127	Roisl.0115s0049.1.p	Ag048G4561400
OG0009128	Roisl.0115s0052.1.p	Ag048G4561700
OG0009129	Roisl.0115s0056.1.p	Ag048G4562100, Ag023G2823100
OG0009130	Roisl.0115s0061.1.p	Ag048G4562600
OG0009131	Roisl.0115s0071.1.p	Ag048G4564100
OG0009132	Roisl.0115s0095.1.p	Ag048G4569200
OG0009133	Roisl.0115s0103.1.p	Ag048G4569900
OG0009134	Roisl.0115s0108.1.p	Ag048G4572400, Ag048G4572100
OG0009135	Roisl.0115s0109.1.p	Ag048G4572500
OG0009136	Roisl.0115s0126.1.p	Ag048G4577600, Ag011G1251400
OG0009137	Roisl.0115s0135.1.p	Ag048G4578700
OG0009138	Roisl.0115s0146.1.p	Ag048G4580900
OG0009139	Roisl.0115s0148.1.p	Ag048G4581200
OG0009140	Roisl.0115s0151.1.p	Ag048G4583000
OG0009141	Roisl.0115s0181.1.p	Ag048G4587300
OG0009142	Roisl.0115s0215.1.p	Ag048G4592300
OG0009143	Roisl.0115s0232.1.p	Ag048G4595300
OG0009144	Roisl.0115s0254.1.p	Ag048G4598300
OG0009145	Roisl.0004s0019.1.p	Ag048G4602500, Ag048G4602700, Ag048G4602600
OG0009146	Roisl.0004s0037.1.p	Ag048G4605700
OG0009147	Roisl.0004s0050.1.p	Ag048G4612200
OG0009148	Roisl.0004s0054.1.p	Ag048G4612800
OG0009149	Roisl.0004s0056.1.p	Ag048G4613200
OG0009150	Roisl.0004s0088.1.p	Ag048G4619500
OG0009151	Roisl.0004s0092.1.p	Ag048G4620800
OG0009152	Roisl.0004s0110.1.p	Ag048G4623800
OG0009153	Roisl.0037s0067.1.p	Ag048G4624700
OG0009154	Roisl.0004s0123.1.p	Ag048G4627000
OG0009155	Roisl.0004s0129.1.p	Ag048G4631400
OG0009156	Roisl.0004s0158.1.p, Roisl.0210s0235.1.p	Ag048G4641500
OG0009157	Roisl.0004s0159.1.p	Ag048G4641600
OG0009158	Roisl.0004s0169.1.p	Ag048G4645200
OG0009159	Roisl.0004s0176.1.p	Ag048G4646000
OG0009160	Roisl.0004s0185.1.p	Ag048G4647200
OG0009161	Roisl.0004s0192.1.p	Ag048G4648400
OG0009162	Roisl.0004s0200.1.p	Ag048G4650000
OG0009163	Roisl.0004s0240.1.p	Ag048G4660400
OG0009164	Roisl.0004s0246.1.p	Ag048G4662200
OG0009165	Roisl.0004s0260.1.p	Ag048G4669100
OG0009166	Roisl.0004s0279.1.p	Ag048G4677200
OG0009167	Roisl.0214s0909.1.p, Roisl.0006s0516.1.p, Roisl.0006s0515.1.p, Roisl.0213s0741.1.p, Roisl.0214s0558.1.p	Ag048G4679200
OG0009168	Roisl.0074s0583.1.p	Ag002G0214300, Ag014G1977000, Ag048G4680600
OG0009169	Roisl.0004s0294.1.p	Ag048G4681700
OG0009170	Roisl.0004s0299.1.p	Ag048G4685500
OG0009171	Roisl.0004s0325.1.p	Ag048G4696700
OG0009172	Roisl.0188s0011.1.p	Ag048G4709200, Ag026G2977500, Ag039G4228700
OG0009173	Roisl.0004s0361.1.p	Ag048G4711600
OG0009174	Roisl.0004s0373.1.p	Ag048G4715100
OG0009175	Roisl.0004s0377.1.p	Ag048G4715800
OG0009176	Roisl.0066s0183.1.p	Ag040G4344200
OG0009177	Roisl.0066s0181.1.p	Ag040G4344700
OG0009178	Roisl.0066s0169.1.p, Roisl.0066s0167.1.p, Roisl.0025s0018.1.p, Roisl.0025s0015.1.p, Roisl.0025s0017.1.p	Ag040G4345900
OG0009179	Roisl.0066s0134.1.p	Ag040G4351100
OG0009180	Roisl.0046s0929.1.p	Ag049G4725700
OG0009181	Roisl.0080s0879.1.p	Ag049G4731200
OG0009182	Roisl.0080s0880.1.p	Ag049G4731900
OG0009183	Roisl.0080s0883.1.p	Ag049G4732900
OG0009184	Roisl.0007s0807.1.p	Ag032G3419100
OG0009185	Roisl.0007s0769.1.p	Ag032G3423300
OG0009186	Roisl.0021s0498.1.p	Ag032G3425400
OG0009187	Roisl.0021s0506.1.p	Ag032G3426100
OG0009188	Roisl.0021s0524.1.p	Ag032G3428200
OG0009189	Roisl.0006s0543.1.p	Ag032G3444300, Ag032G3436700
OG0009190	Roisl.0006s0535.1.p	Ag032G3438400
OG0009191	Roisl.0006s0482.1.p	Ag032G3449100
OG0009192	Roisl.0006s0456.1.p	Ag032G3457400
OG0009193	Roisl.0006s0454.1.p	Ag032G3457700
OG0009194	Roisl.0006s0452.1.p	Ag032G3458000
OG0009195	Roisl.0006s0436.1.p	Ag032G3464000
OG0009196	Roisl.0006s0424.1.p	Ag032G3467500
OG0009197	Roisl.0006s0422.1.p	Ag032G3467700
OG0009198	Roisl.0006s0420.1.p	Ag032G3467900
OG0009200	Roisl.0006s0391.1.p	Ag032G3472300
OG0009201	Roisl.0028s1029.1.p	Ag054G4877000
OG0009202	Roisl.0028s1033.1.p	Ag054G4878000
OG0009203	Roisl.0028s1048.1.p	Ag054G4880700
OG0009204	Roisl.0028s1051.1.p	Ag054G4881900, Ag038G4159600
OG0009205	Roisl.0054s0023.1.p	Ag054G4888700
OG0009206	Roisl.0022s0282.1.p	Ag033G3526900
OG0009207	Roisl.0032s0060.1.p, Roisl.0017s0019.1.p	Ag054G4897500
OG0009208	Roisl.0020s0154.1.p, Roisl.0020s0155.1.p	Ag041G4355800, Ag009G0980500
OG0009209	Roisl.0027s0101.1.p	Ag009G0976900, Ag041G4359100
OG0009210	Roisl.0027s0038.1.p	Ag041G4360700, Ag009G0975300
OG0009211	Roisl.0188s0085.1.p	Ag041G4363800, Ag009G0970400
OG0009212	Roisl.0032s0077.1.p	Ag041G4369600, Ag076G5309500
OG0009213	Roisl.0214s0164.1.p	Ag041G4376800
OG0009214	Roisl.0031s0074.1.p	Ag082G5406200
OG0009215	Roisl.0053s0085.1.p	Ag007G0858000
OG0009216	Roisl.0015s0132.1.p, Roisl.0015s0143.1.p	Ag007G0861000
OG0009217	Roisl.0053s0050.1.p	Ag007G0865000
OG0009219	Roisl.0082s0044.1.p	Ag007G0866800
OG0009220	Roisl.0058s0029.1.p	Ag007G0882200
OG0009221	Roisl.0075s0148.1.p	Ag007G0893400
OG0009222	Roisl.0075s0149.1.p	Ag007G0893500
OG0009223	Roisl.0001s0437.1.p	Ag007G0895700, Ag063G5085900, Ag011G1065400, Ag063G5086000
OG0009224	Roisl.0002s0252.1.p	Ag007G0906700
OG0009225	Roisl.0002s0249.1.p	Ag007G0907600
OG0009226	Roisl.0002s0204.1.p	Ag007G0914700
OG0009227	Roisl.0002s0198.1.p	Ag007G0916500
OG0009228	Roisl.0002s0157.1.p	Ag007G0919900
OG0009229	Roisl.0002s0148.1.p	Ag007G0921400
OG0009230	Roisl.0019s0189.1.p	Ag078G5333000
OG0009231	Roisl.0019s0185.1.p	Ag078G5333700
OG0009232	Roisl.0019s0178.1.p	Ag078G5335300
OG0009233	Roisl.0019s0170.1.p, Roisl.0019s0169.1.p	Ag078G5339100
OG0009235	Roisl.0019s0130.1.p	Ag078G5349900
OG0009236	Roisl.0019s0110.1.p	Ag078G5354000
OG0009237	Roisl.0019s0091.1.p	Ag078G5360600
OG0009238	Roisl.0004s0516.1.p	Ag078G5363700
OG0009239	Roisl.0004s0493.1.p	Ag078G5369700
OG0009240	Roisl.0004s0492.1.p	Ag078G5370000
OG0009241	Roisl.0198s0011.1.p	Ag078G5376900
OG0009242	Roisl.0004s0476.1.p	Ag078G5378600
OG0009243	Roisl.0004s0468.1.p	Ag078G5380000
OG0009244	Roisl.0019s0696.1.p	Ag056G4935200
OG0009245	Roisl.0019s0671.1.p	Ag056G4941400
OG0009246	Roisl.0019s0653.1.p	Ag056G4944000
OG0009247	Roisl.0019s0642.1.p	Ag056G4944700
OG0009248	Roisl.0019s0607.1.p	Ag056G4948900
OG0009250	Roisl.0044s0011.1.p	Ag045G4511500
OG0009251	Roisl.0044s0013.1.p	Ag045G4512000
OG0009252	Roisl.0044s0020.1.p	Ag045G4514200
OG0009253	Roisl.0044s0030.1.p	Ag045G4516200
OG0009254	Roisl.0044s0046.1.p	Ag045G4518700
OG0009255	Roisl.0031s0091.1.p, Roisl.0002s0184.1.p	Ag092G5457300
OG0009256	Roisl.0050s0120.1.p, Roisl.0012s0008.1.p	Ag063G5084500, Ag002G0108900
OG0009257	Roisl.0050s0118.1.p	Ag063G5085100, Ag002G0108300
OG0009258	Roisl.0050s0100.1.p	Ag063G5090200, Ag002G0102600
OG0009259	Roisl.0009s0264.1.p	Ag071G5237700
OG0009260	Roisl.0213s0760.1.p	Ag071G5242900
OG0009261	Roisl.0009s0227.1.p	Ag071G5246300
OG0009262	Roisl.0009s0225.1.p	Ag071G5246500
OG0009263	Roisl.0009s0223.1.p	Ag071G5246900
OG0009264	Roisl.0012s0031.1.p	Ag012G1273900
OG0009265	Roisl.0054s0010.1.p	Ag012G1287400
OG0009266	Roisl.0011s0573.1.p	Ag012G1296400
OG0009267	Roisl.0011s0566.1.p	Ag012G1297900
OG0009268	Roisl.0007s0032.1.p, Roisl.0011s0561.1.p	Ag012G1300000
OG0009269	Roisl.0035s0019.1.p	Ag012G1302100, Ag003G0294200
OG0009270	Roisl.0011s0554.1.p	Ag012G1303500
OG0009271	Roisl.0011s0529.1.p	Ag012G1307600
OG0009272	Roisl.0011s0490.1.p	Ag012G1314100
OG0009273	Roisl.0011s0488.1.p	Ag012G1316000
OG0009274	Roisl.0011s0487.1.p	Ag012G1316100
OG0009275	Roisl.0011s0484.1.p	Ag012G1316700
OG0009276	Roisl.0011s0482.1.p	Ag012G1316900
OG0009277	Roisl.0011s0476.1.p	Ag012G1317100
OG0009278	Roisl.0011s0474.1.p	Ag012G1317300
OG0009279	Roisl.0011s0459.1.p, Roisl.0011s0458.1.p	Ag012G1320000
OG0009280	Roisl.0011s0442.1.p	Ag012G1321600
OG0009281	Roisl.0011s0420.1.p	Ag002G0153100, Ag012G1324800
OG0009282	Roisl.0011s0419.1.p	Ag012G1325200
OG0009283	Roisl.0011s0418.1.p	Ag012G1325300
OG0009284	Roisl.0011s0364.1.p	Ag012G1331300
OG0009285	Roisl.0011s0363.1.p	Ag012G1332200
OG0009286	Roisl.0011s0348.1.p	Ag012G1334500
OG0009287	Roisl.0214s0174.1.p	Ag012G1338500
OG0009288	Roisl.0011s0333.1.p	Ag012G1338800
OG0009289	Roisl.0012s0050.1.p	Ag057G4952000
OG0009290	Roisl.0019s0590.1.p	Ag057G4964000
OG0009291	Roisl.0019s0619.1.p	Ag057G4966600
OG0009293	Roisl.0005s0232.1.p	Ag006G0805300, Ag058G4977800
OG0009294	Roisl.0005s0254.1.p	Ag058G4970300, Ag006G0812300
OG0009295	Roisl.0014s0074.1.p	Ag006G0818000
OG0009296	Roisl.0005s0271.1.p	Ag006G0818800
OG0009297	Roisl.0005s0272.1.p	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200
OG0009298	Roisl.0005s0318.1.p	Ag006G0833500
OG0009299	Roisl.0021s0640.1.p	Ag019G2500700, Ag006G0839000
OG0009300	Roisl.0012s0390.1.p	Ag006G0840200
OG0009301	Roisl.0012s0373.1.p	Ag006G0842400
OG0009302	Roisl.0006s0038.1.p	Ag001G0008500
OG0009303	Roisl.0006s0080.1.p	Ag001G0024900
OG0009304	Roisl.0006s0087.1.p	Ag001G0025900
OG0009305	Roisl.0006s0093.1.p	Ag001G0029400, Ag001G0029500
OG0009306	Roisl.0006s0097.1.p	Ag001G0030300
OG0009307	Roisl.0007s0605.1.p	Ag001G0041300, Ag001G0041200, Ag034G3881700
OG0009308	Roisl.0006s0198.1.p	Ag001G0057300
OG0009309	Roisl.0006s0226.1.p	Ag001G0062800
OG0009310	Roisl.0006s0229.1.p	Ag001G0063300
OG0009311	Roisl.0006s0251.1.p	Ag001G0067800
OG0009312	Roisl.0006s0313.1.p	Ag001G0080900
OG0009313	Roisl.0006s0315.1.p	Ag001G0081100
OG0009314	Roisl.0006s0323.1.p	Ag001G0082800
OG0009315	Roisl.0006s0370.1.p	Ag001G0089500
OG0009316	Roisl.0214s0275.1.p	Ag023G2801800
OG0009317	Roisl.0028s0759.1.p	Ag023G2807000
OG0009318	Roisl.0028s0769.1.p	Ag023G2807900
OG0009319	Roisl.0028s0786.1.p	Ag023G2810200
OG0009320	Roisl.0028s0803.1.p	Ag023G2813100
OG0009321	Roisl.0028s0809.1.p	Ag019G2503300, Ag019G2502900, Ag023G2813900
OG0009322	Roisl.0028s0822.1.p	Ag023G2815900
OG0009323	Roisl.0028s0856.1.p	Ag034G3838200, Ag023G2819600
OG0009324	Roisl.0028s0862.1.p	Ag023G2820200
OG0009325	Roisl.0028s0871.1.p	Ag023G2821400
OG0009326	Roisl.0028s0873.1.p	Ag023G2822000
OG0009327	Roisl.0028s0883.1.p	Ag023G2824400
OG0009328	Roisl.0028s0897.1.p	Ag023G2825900
OG0009329	Roisl.0028s0899.1.p	Ag023G2827000
OG0009330	Roisl.0028s0905.1.p	Ag023G2828200
OG0009331	Roisl.0028s0931.1.p	Ag023G2833200
OG0009332	Roisl.0028s0944.1.p	Ag023G2835000
OG0009333	Roisl.0028s0959.1.p	Ag023G2837500
