Orthogroup	Rorippa_islandica	Camelina_sativa
OG0011220	Roisl.0091s0680.1.p	XP_010449701.1, XP_010434755.1, XP_010440095.1
OG0011221	Roisl.0091s0639.1.p	XP_010440067.1, XP_010434729.1, XP_010449683.1
OG0011222	Roisl.0091s0635.1.p	XP_010434726.1, XP_010449671.1, XP_010440063.1
OG0011223	Roisl.0091s0629.1.p	XP_010434718.1, XP_010440052.1, XP_010449667.1
OG0011224	Roisl.0209s0153.1.p	XP_010478696.1, XP_010499828.1, XP_010461101.1
OG0011225	Roisl.0209s0155.1.p	XP_010461104.1, XP_010478693.1
OG0011226	Roisl.0016s0044.1.p	XP_010496279.1, XP_010435652.1
OG0011227	Roisl.0024s0667.1.p	XP_010465921.1, XP_010484683.1
OG0011228	Roisl.0024s0676.1.p	XP_010484694.1, XP_010444849.1, XP_010466102.1
OG0011229	Roisl.0024s0680.1.p	XP_010484699.1, XP_010444858.1, XP_010466321.1, XP_010466313.1, XP_010444857.1
OG0011230	Roisl.0024s0681.1.p	XP_010444860.1, XP_010466350.1, XP_010484705.1
OG0011231	Roisl.0024s0683.1.p	XP_019087076.1, XP_010484706.1
OG0011232	Roisl.0018s0459.1.p	XP_019101761.1, XP_010413187.1, XP_019093658.1, XP_019093662.1
OG0011233	Roisl.0018s0454.1.p	XP_010512722.1, XP_010468883.1, XP_010413193.1
OG0011235	Roisl.0018s0416.1.p	XP_010512674.1, XP_010413241.1, XP_010468920.1
OG0011236	Roisl.0018s0391.1.p	XP_010468945.1, XP_010413270.1, XP_010512647.1
OG0011237	Roisl.0018s0375.1.p, Roisl.0018s0389.1.p	XP_010468949.1
OG0011238	Roisl.0018s0388.1.p	XP_010413276.1, XP_010468951.1
OG0011239	Roisl.0018s0387.1.p, Roisl.0018s0374.1.p	XP_019082771.1, XP_010468952.1, XP_019101752.1
OG0011240	Roisl.0018s0355.1.p	XP_010413294.1, XP_010468973.1, XP_010512611.1, XP_010418570.1
OG0011241	Roisl.0018s0325.1.p	XP_010512575.1, XP_010469002.1, XP_010413325.1
OG0011242	Roisl.0018s0465.1.p	XP_010469008.1, XP_010413333.1, XP_010512567.1
OG0011243	Roisl.0018s0319.1.p	XP_019094026.1, XP_010469033.1, XP_019101738.1, XP_010413334.1
OG0011244	Roisl.0018s0309.1.p	XP_010469025.1, XP_010413342.1, XP_010512555.1
OG0011245	Roisl.0018s0303.1.p	XP_010469119.1, XP_010413349.1, XP_010512549.1
OG0011246	Roisl.0018s0302.1.p	XP_010413350.1, XP_010512547.1
OG0011247	Roisl.0018s0269.1.p	XP_010413393.1, XP_010469083.1
OG0011248	Roisl.0018s0256.1.p	XP_010413425.1, XP_010469060.1, XP_010512473.1
OG0011249	Roisl.0018s0235.1.p	XP_010512453.1, XP_010469043.1
OG0011250	Roisl.0018s0207.1.p	XP_019093701.1, XP_010512415.1, XP_010413509.1
OG0011251	Roisl.0018s0206.1.p	XP_010413512.1, XP_010512414.1, XP_010469141.1
OG0011252	Roisl.0018s0191.1.p	XP_010469153.1, XP_010512403.1, XP_010413528.1
OG0011253	Roisl.0213s0625.1.p, Roisl.0018s0190.1.p	XP_010413529.1, XP_010469154.1, XP_010512402.1
OG0011254	Roisl.0018s0185.1.p, Roisl.0018s0182.1.p	XP_010469160.1, XP_010413537.1, XP_010512393.1
OG0011255	Roisl.0018s0160.1.p	XP_010413560.1, XP_010469184.1, XP_010512369.1
OG0011256	Roisl.0018s0133.1.p	XP_010512329.1, XP_010413591.1
OG0011257	Roisl.0018s0124.1.p	XP_010512321.1
OG0011258	Roisl.0018s0102.1.p	XP_010469258.1, XP_010413621.1, XP_010512283.1
OG0011259	Roisl.0018s0099.1.p, Roisl.0018s0097.1.p	XP_010413624.1, XP_010413625.1, XP_010469260.1, XP_010512281.1
OG0011260	Roisl.0018s0085.1.p	XP_010469275.1, XP_019101711.1, XP_010413648.1
OG0011261	Roisl.0018s0076.1.p	XP_010512241.1
OG0011262	Roisl.0044s0092.1.p	XP_010433101.1, XP_010438306.1, XP_010447860.1
OG0011263	Roisl.0018s0028.1.p	XP_010413745.1, XP_010512143.1, XP_010469364.1
OG0011264	Roisl.0018s0022.1.p	XP_010512135.1, XP_010516574.1, XP_010504884.1
OG0011265	Roisl.0018s0020.1.p	XP_010512131.1, XP_010516570.1, XP_010504880.1
OG0011266	Roisl.0018s0017.1.p	XP_010504876.1, XP_010512129.1
OG0011267	Roisl.0208s0013.1.p	XP_019098629.1, XP_010425834.1, XP_010503050.1
OG0011268	Roisl.0026s0031.1.p	XP_010427763.1, XP_010504815.1, XP_010516508.1
OG0011269	Roisl.0026s0034.1.p	XP_019100414.1
OG0011270	Roisl.0026s0081.1.p	XP_010504749.1, XP_010516450.1, XP_010427709.1
OG0011271	Roisl.0026s0174.1.p	XP_010427587.1, XP_010516326.1, XP_010504640.1
OG0011272	Roisl.0057s0032.1.p	XP_010436769.1, XP_010422001.2, XP_010455469.1
OG0011273	Roisl.0044s0136.1.p	XP_010433048.1, XP_010438243.1
OG0011274	Roisl.0019s0702.1.p	XP_010470804.1, XP_010415474.1, XP_010511853.1, XP_010511852.1
OG0011275	Roisl.0026s0211.1.p	XP_010504599.1, XP_010427539.1, XP_010516291.1
OG0011276	Roisl.0026s0212.1.p	XP_019102395.1, XP_010427538.1, XP_010504597.1
OG0011277	Roisl.0026s0215.1.p	XP_010427527.1, XP_010504590.1
OG0011278	Roisl.0026s0216.1.p	XP_010427530.1, XP_010516288.1, XP_010504591.1
OG0011279	Roisl.0046s1668.1.p	XP_010427499.1, XP_010504572.1, XP_010516272.1
OG0011280	Roisl.0046s1663.1.p	XP_010427493.1, XP_010504567.1, XP_010504566.1, XP_010516267.1
OG0011281	Roisl.0046s1661.1.p	XP_019100369.1, XP_010516266.1, XP_010427489.1
OG0011282	Roisl.0046s1637.1.p	XP_010516240.1, XP_010504538.1, XP_010427450.1
OG0011283	Roisl.0046s1635.1.p	XP_010427449.1, XP_010504530.1, XP_010516236.1
OG0011284	Roisl.0046s1615.1.p	XP_010504495.1, XP_010427420.1, XP_010516210.1
OG0011285	Roisl.0046s1614.1.p	XP_010516213.1, XP_010504496.1, XP_010427419.1
OG0011286	Roisl.0046s1597.1.p	XP_010427403.1, XP_010504475.1
OG0011287	Roisl.0046s1581.1.p	XP_010427389.1, XP_010504460.1, XP_010516177.1
OG0011288	Roisl.0046s1565.1.p	XP_010427363.1, XP_010516160.1, XP_010504436.1
OG0011289	Roisl.0046s1564.1.p	XP_010516159.1, XP_010427362.1, XP_010504435.1
OG0011290	Roisl.0046s1560.1.p	XP_010427356.1, XP_010504429.1, XP_010516154.1
OG0011291	Roisl.0046s1557.1.p	XP_010504427.1, XP_010516152.1, XP_010427354.1
OG0011292	Roisl.0046s1549.1.p	XP_010504417.1, XP_010516136.1, XP_010427338.1
OG0011293	Roisl.0084s0007.1.p	XP_010427285.1, XP_010504371.1, XP_010516084.1
OG0011294	Roisl.0046s1502.1.p	XP_010516063.1, XP_010427253.1
OG0011295	Roisl.0046s1500.1.p	XP_010516060.1, XP_010427245.1, XP_010504342.1
OG0011296	Roisl.0046s1471.1.p	XP_019102361.1, XP_010427208.1
OG0011297	Roisl.0046s1467.1.p	XP_010516024.1, XP_010427203.1
OG0011298	Roisl.0046s1464.1.p	XP_010504303.1, XP_010516017.1, XP_010427195.1
OG0011299	Roisl.0046s1454.1.p	XP_010504283.1, XP_010516007.1, XP_010427179.1
OG0011300	Roisl.0046s1451.1.p	XP_010427174.1, XP_010504276.1, XP_010516002.1
OG0011301	Roisl.0046s1450.1.p	XP_010427173.1, XP_010516001.1, XP_010504275.1
OG0011302	Roisl.0046s1446.1.p	XP_010427168.1, XP_010504272.1, XP_010515997.1
OG0011303	Roisl.0046s1432.1.p	XP_010427155.1, XP_010504252.1, XP_010515976.1, XP_010412770.1
OG0011304	Roisl.0046s1431.1.p	XP_010504251.1, XP_010515975.1, XP_010427150.1
OG0011305	Roisl.0046s1426.1.p	XP_010515968.1, XP_010504245.1, XP_010427141.1
OG0011306	Roisl.0046s1401.1.p	XP_010427090.1, XP_010515938.1
OG0011307	Roisl.0019s0808.1.p	XP_010437132.1, XP_019087853.1, XP_010415339.1, XP_010470674.1, XP_010511709.1
OG0011308	Roisl.0046s1379.1.p	XP_010515914.1, XP_010504190.1
OG0011309	Roisl.0046s1376.1.p	XP_010427061.1, XP_010504186.1, XP_010515908.1, XP_010515910.1
OG0011310	Roisl.0046s1367.1.p	XP_010427051.1, XP_010515895.1, XP_010504169.1
OG0011311	Roisl.0046s1335.1.p	XP_010515852.1, XP_019100310.1
OG0011312	Roisl.0046s1328.1.p	XP_010515844.1, XP_010504113.1, XP_010426999.1
OG0011313	Roisl.0046s1324.1.p	XP_010504109.1, XP_010426997.1, XP_010515837.1
OG0011314	Roisl.0046s1290.1.p	XP_010426946.1, XP_010515802.1
OG0011315	Roisl.0046s1269.1.p	XP_010504046.1, XP_010515773.1, XP_019084851.1
OG0011316	Roisl.0046s1262.1.p	XP_010515767.1, XP_010504039.1, XP_010426919.1
OG0011317	Roisl.0046s1240.1.p	XP_010426893.1, XP_010515746.1, XP_010504018.1
OG0011318	Roisl.0046s1237.1.p, Roisl.0066s0419.1.p	XP_010515736.1, XP_010426887.1, XP_010504012.1
OG0011319	Roisl.0052s0021.1.p	XP_010482837.1, XP_010443003.1, XP_010446745.1
OG0011320	Roisl.0184s0123.1.p, Roisl.0052s0065.1.p	XP_010442972.1, XP_010442971.1, XP_010446316.1, XP_010482807.1
OG0011321	Roisl.0184s0112.1.p	XP_010482792.1, XP_010442960.1, XP_010446168.1
OG0011322	Roisl.0184s0106.1.p	XP_010442953.1, XP_010482786.1, XP_010446103.1
OG0011323	Roisl.0184s0083.1.p	XP_010446010.1, XP_010442947.1, XP_010482779.1
OG0011324	Roisl.0031s0126.1.p	XP_010445886.1, XP_010442919.1
OG0011325	Roisl.0031s0108.1.p	XP_019096113.1, XP_010442892.1, XP_010445710.1
OG0011326	Roisl.0031s0097.1.p	XP_010445664.1, XP_010442880.1, XP_010482710.1
OG0011327	Roisl.0002s0061.1.p	XP_010449848.1, XP_010440204.1, XP_010434883.1
OG0011328	Roisl.0053s0200.1.p	XP_010513655.1, XP_010488574.1, XP_010466887.1
OG0011329	Roisl.0053s0194.1.p	XP_010513694.1, XP_010466901.1, XP_010488582.1
OG0011330	Roisl.0053s0188.1.p	XP_010466908.1, XP_010488590.1, XP_019098724.1
OG0011331	Roisl.0053s0171.1.p	XP_010466925.1, XP_010513810.1, XP_010488614.1
OG0011332	Roisl.0053s0165.1.p	XP_010488618.1, XP_010513915.2, XP_010466931.1
OG0011333	Roisl.0053s0154.1.p	XP_010514030.1, XP_010466942.1, XP_010488631.1
OG0011334	Roisl.0001s0529.1.p	XP_010488648.1, XP_010514175.1, XP_010466963.1
OG0011335	Roisl.0001s0525.1.p	XP_010466966.1, XP_010488656.1, XP_010514225.1
OG0011336	Roisl.0053s0431.1.p	XP_010488664.1, XP_019083624.1, XP_010466978.1
OG0011337	Roisl.0049s0034.1.p	XP_010514327.1, XP_010466979.1, XP_010488665.1
OG0011338	Roisl.0213s0754.1.p	XP_010518636.1, XP_010467028.1, XP_010488715.1
OG0011339	Roisl.0213s0689.1.p	XP_010412694.1, XP_010488772.1, XP_010467091.1
OG0011340	Roisl.0079s0321.1.p, Roisl.0014s0055.1.p	XP_019084453.1, XP_010488803.1, XP_010467134.1
OG0011341	Roisl.0024s0032.1.p	XP_010511498.1, XP_010496725.1, XP_010470544.1
OG0011342	Roisl.0024s0049.1.p	XP_010511586.1, XP_010470555.1, XP_010415219.1
OG0011343	Roisl.0024s0059.1.p	XP_010415230.1, XP_010511596.1, XP_010470570.1
OG0011344	Roisl.0024s0092.1.p	XP_019093180.1, XP_010415256.1, XP_010511622.1
OG0011345	Roisl.0019s0848.1.p	XP_010511656.1, XP_010415306.1, XP_010470635.1
OG0011346	Roisl.0019s0803.1.p	XP_010470678.1, XP_010415344.1, XP_010511714.1
OG0011347	Roisl.0019s0799.1.p	XP_010511722.1, XP_010415348.1, XP_010470685.1
OG0011348	Roisl.0019s0791.1.p	XP_010415359.1, XP_010470698.1, XP_010511730.1
OG0011349	Roisl.0019s0769.1.p	XP_010415399.1, XP_010470733.1, XP_010511765.1
OG0011350	Roisl.0015s0055.1.p	XP_010499148.1, XP_010477986.1, XP_010460421.1
OG0011351	Roisl.0019s0766.1.p	XP_010415417.1, XP_010470754.1, XP_010511790.1
OG0011352	Roisl.0019s0754.1.p	XP_010470747.1, XP_010419065.1, XP_010511779.1
OG0011353	Roisl.0019s0746.1.p	XP_019093573.1, XP_019101610.1, XP_019083236.1
OG0011354	Roisl.0019s0716.1.p	XP_010470789.1, XP_019083247.1, XP_010511829.1
OG0011355	Roisl.0019s0710.1.p	XP_010470796.1, XP_010511840.1, XP_010415465.1
OG0011356	Roisl.0019s0706.1.p	XP_010511846.1, XP_010470799.1, XP_010415470.1
OG0011357	Roisl.0014s0126.1.p	XP_010482120.1, XP_010493704.1, XP_010442310.1
OG0011358	Roisl.0066s0115.1.p	XP_010413128.1, XP_010467607.1, XP_010489499.1
OG0011359	Roisl.0066s0111.1.p	XP_010490425.1, XP_010467609.1, XP_010413119.1
OG0011360	Roisl.0066s0107.1.p	XP_010413908.1, XP_019096948.1, XP_010467613.1
OG0011361	Roisl.0066s0085.1.p	XP_010414081.1, XP_010467634.1
OG0011362	Roisl.0066s0083.1.p	XP_010467640.1, XP_010489530.1, XP_010489531.1, XP_010414122.1
OG0011363	Roisl.0066s0071.1.p	XP_010489539.1, XP_010467646.1, XP_010414224.1
OG0011364	Roisl.0066s0068.1.p	XP_010467651.1, XP_010489544.1, XP_010414258.1
OG0011365	Roisl.0066s0059.1.p	XP_010489552.1, XP_010414353.1, XP_010467665.1
OG0011366	Roisl.0066s0044.1.p	XP_010467684.1, XP_010489560.1, XP_010414421.1
OG0011367	Roisl.0066s0034.1.p	XP_010414560.1, XP_010489577.1, XP_010467697.1, XP_010467698.1
OG0011368	Roisl.0066s0012.1.p	XP_019096552.1, XP_010414828.1
OG0011369	Roisl.0066s0010.1.p	XP_010467731.1, XP_010489612.1, XP_010414851.1
OG0011370	Roisl.0066s0004.1.p	XP_010490405.1, XP_010414982.1, XP_010468750.1
OG0011371	Roisl.0206s0037.1.p	XP_010489454.1, XP_010415018.1, XP_010467742.1
OG0011372	Roisl.0206s0010.1.p	XP_010425656.1, XP_010489484.1, XP_010468807.1
OG0011373	Roisl.0214s0344.1.p	XP_010467892.1, XP_010489479.1, XP_010415380.1
OG0011374	Roisl.0214s0349.1.p	XP_010467897.1, XP_010415434.1
OG0011375	Roisl.0214s0363.1.p	XP_010495932.1, XP_010489144.1, XP_010416800.2
OG0011376	Roisl.0214s0382.1.p	XP_010416642.1, XP_010467926.1, XP_010489129.1
OG0011377	Roisl.0214s0383.1.p, Roisl.0044s0070.1.p	XP_010467925.1, XP_010489128.1, XP_010416640.1
OG0011378	Roisl.0028s0496.1.p	XP_010505891.1, XP_010508741.1, XP_010517612.1
OG0011379	Roisl.0028s0529.1.p	XP_010505852.1, XP_010508786.1, XP_019082302.1
OG0011380	Roisl.0028s0534.1.p	XP_010508791.1, XP_010505846.1
OG0011381	Roisl.0028s0536.1.p	XP_010517529.1, XP_010508795.1, XP_010505843.1
OG0011382	Roisl.0028s0538.1.p	XP_010508797.1, XP_010505840.1, XP_010517526.1
OG0011383	Roisl.0028s0557.1.p	XP_010505823.1, XP_010508819.1, XP_010412971.2
OG0011384	Roisl.0028s0596.1.p, Roisl.0028s0599.1.p	XP_010508872.1, XP_010505766.1, XP_010517458.1
OG0011385	Roisl.0028s0602.1.p	XP_010508876.1, XP_010517453.1, XP_010505763.1
OG0011386	Roisl.0017s0413.1.p	XP_010508895.1, XP_010505744.1, XP_010517435.1
OG0011387	Roisl.0017s0386.1.p	XP_010517386.1, XP_010505701.1, XP_010508935.1
OG0011388	Roisl.0017s0380.1.p	XP_010508938.1
OG0011389	Roisl.0017s0344.1.p	XP_010508989.1, XP_010517325.1
OG0011390	Roisl.0189s0147.1.p	XP_019095386.1, XP_019091174.1, XP_019087173.1
OG0011391	Roisl.0017s0295.1.p	XP_010505592.1, XP_010509041.1, XP_010517262.1
OG0011392	Roisl.0017s0277.1.p	XP_010505570.1, XP_010509074.1, XP_010517242.1
OG0011393	Roisl.0017s0276.1.p	XP_010505569.1, XP_010509076.1, XP_010517241.1
OG0011394	Roisl.0017s0269.1.p	XP_010505553.1, XP_019102531.1, XP_010509093.1
OG0011395	Roisl.0017s0262.1.p	XP_010509097.1, XP_010505546.1, XP_010517216.1
OG0011396	Roisl.0210s1343.1.p	XP_010492547.1, XP_019089859.1, XP_019089860.1, XP_019090353.1, XP_010492552.1, XP_019090036.1, XP_010492550.1, XP_019089861.1, XP_010492551.1, XP_010492544.1
OG0011397	Roisl.0009s0125.1.p	XP_010441265.1, XP_010436042.1, XP_010450577.1
OG0011398	Roisl.0017s0219.1.p	XP_010509130.1, XP_010507613.1, XP_010412928.1
OG0011399	Roisl.0027s0144.1.p	XP_010429669.1, XP_010417440.1, XP_010474474.1
OG0011400	Roisl.0017s0204.1.p	XP_010427156.1, XP_010517135.1, XP_010505464.1, XP_010509114.1
OG0011401	Roisl.0017s0198.1.p	XP_010517128.1, XP_010517129.1, XP_010505459.1, XP_010509184.1
OG0011402	Roisl.0213s0716.1.p	XP_010488756.1, XP_010467064.1, XP_010412572.1
OG0011403	Roisl.0017s0179.1.p, Roisl.0033s0162.1.p	XP_010517102.1, XP_010509218.1
OG0011404	Roisl.0017s0168.1.p	XP_010505418.1, XP_010517091.1, XP_010509229.1
OG0011405	Roisl.0017s0167.1.p	XP_010517090.1, XP_010505417.1, XP_010509230.1
OG0011406	Roisl.0017s0159.1.p	XP_010517083.1, XP_010509238.1, XP_010505410.1
OG0011407	Roisl.0017s0148.1.p	XP_010517069.1, XP_010505389.1, XP_010509261.1
OG0011408	Roisl.0017s0112.1.p	XP_010517037.1, XP_010505361.1
OG0011409	Roisl.0017s0102.1.p	XP_019100481.1, XP_010517026.1, XP_010509319.1
OG0011410	Roisl.0017s0067.1.p	XP_010516986.1, XP_010505304.1, XP_010509359.1
OG0011411	Roisl.0017s0053.1.p	XP_010509377.1, XP_010505279.1, XP_010516961.1
OG0011412	Roisl.0017s0036.1.p	XP_010505249.1, XP_010516935.1, XP_010509408.1
OG0011413	Roisl.0082s0173.1.p	XP_010496154.1, XP_010455721.1, XP_010433103.1
OG0011414	Roisl.0082s0199.1.p	XP_010432866.1, XP_010422267.1, XP_010496178.1
OG0011415	Roisl.0082s0234.1.p	XP_010422322.1, XP_010455788.1, XP_010432109.1
OG0011416	Roisl.0082s0236.1.p	XP_010432065.1, XP_019090244.1, XP_010422326.1
OG0011417	Roisl.0082s0250.1.p	XP_010455809.1, XP_019089346.1
OG0011418	Roisl.0209s0206.1.p	XP_010422175.1, XP_010455639.1, XP_010433799.1
OG0011419	Roisl.0213s0521.1.p	XP_010455633.1, XP_010433874.1
OG0011420	Roisl.0213s0524.1.p	XP_010422150.1, XP_010455619.1, XP_010433965.1
OG0011421	Roisl.0213s0525.1.p	XP_010424551.1, XP_010422153.1, XP_010455614.1
OG0011422	Roisl.0213s0530.1.p	XP_010455609.1, XP_010434047.1, XP_010422146.1
OG0011423	Roisl.0209s0223.1.p	XP_010422190.1, XP_010455665.1, XP_010433651.1
OG0011424	Roisl.0063s0032.1.p	XP_010472094.1, XP_010429010.1, XP_010416859.1
OG0011425	Roisl.0063s0033.1.p	XP_010429012.1, XP_010416860.1
OG0011426	Roisl.0082s0132.1.p	XP_010429062.1, XP_010416897.1, XP_019094130.1, XP_010497521.1
OG0011427	Roisl.0082s0111.1.p	XP_010416924.2, XP_010472164.1
OG0011428	Roisl.0204s0162.1.p	XP_019085073.1, XP_019093024.1
OG0011429	Roisl.0046s0627.1.p	XP_010472204.1, XP_010429122.1, XP_019093531.1, XP_010416966.1
OG0011430	Roisl.0046s0624.1.p	XP_019085718.1, XP_019082867.1, XP_019093532.1
OG0011431	Roisl.0046s0542.1.p	XP_010417045.1, XP_010472284.1, XP_010429220.1
OG0011432	Roisl.0006s0555.1.p	XP_010419289.1, XP_010429320.1, XP_010472368.1
OG0011433	Roisl.0004s0007.1.p	XP_010472430.1, XP_010417176.1, XP_010429397.1
OG0011434	Roisl.0023s0064.1.p	XP_019098607.1, XP_019085133.1, XP_010474458.1
OG0011435	Roisl.0023s0073.1.p	XP_010474461.1, XP_019085652.1, XP_010417308.1
OG0011436	Roisl.0023s0029.1.p	XP_010417284.1, XP_010429510.1, XP_010472522.1
OG0011437	Roisl.0214s0011.1.p	XP_010429483.1, XP_010417250.1, XP_010474449.2
OG0011438	Roisl.0051s0011.1.p	XP_010417189.1
OG0011439	Roisl.0015s0104.1.p	XP_010499217.1, XP_010460496.1, XP_010478073.1
OG0011440	Roisl.0015s0103.1.p	XP_010478069.1, XP_010460495.1
OG0011441	Roisl.0179s0122.1.p	XP_010461414.1, XP_010500116.1, XP_010479019.1
OG0011442	Roisl.0179s0067.1.p	XP_010500143.1, XP_010479048.1
OG0011443	Roisl.0179s0057.1.p, Roisl.0179s0051.1.p	XP_010461445.1, XP_010500152.1, XP_010479053.1
OG0011444	Roisl.0179s0053.1.p	XP_010479054.1, XP_010500153.1, XP_010461446.2
OG0011445	Roisl.0210s2161.1.p	XP_010478963.1, XP_010500079.1, XP_010497692.1, XP_010501808.1, XP_010461364.1
OG0011446	Roisl.0210s2157.1.p	XP_010461358.1, XP_010500077.1, XP_010511131.1
OG0011447	Roisl.0003s0247.1.p	XP_010432737.1, XP_010447407.1, XP_010445012.1
OG0011448	Roisl.0048s0030.1.p	XP_010500013.1, XP_010461290.1, XP_010496598.1
OG0011449	Roisl.0048s0015.1.p	XP_010461287.1, XP_010500011.1, XP_010478920.1
OG0011450	Roisl.0056s0023.1.p	XP_010461257.1, XP_010499975.1, XP_010478861.1
OG0011451	Roisl.0056s0027.1.p	XP_010499972.1, XP_010463128.1, XP_010478858.1
OG0011452	Roisl.0082s0533.1.p	XP_010478828.2, XP_010461237.1, XP_010499950.1
OG0011453	Roisl.0040s0053.1.p	XP_010499918.1, XP_010461199.1, XP_010478808.1
OG0011454	Roisl.0040s0059.1.p	XP_010461194.1, XP_010499910.1, XP_010478788.1
OG0011455	Roisl.0040s0070.1.p	XP_010478774.1, XP_010461182.1, XP_010499899.1
OG0011456	Roisl.0040s0090.1.p	XP_010478756.1, XP_010461163.1, XP_010499875.1
OG0011457	Roisl.0184s0148.1.p	XP_010455359.1, XP_010421874.1, XP_010438131.1
OG0011458	Roisl.0020s0040.1.p	XP_010421744.1, XP_010455256.1, XP_010436461.1, XP_010436447.1
OG0011459	Roisl.0032s0062.1.p	XP_019090658.1, XP_019089873.1, XP_010421806.2
OG0011460	Roisl.0032s0083.1.p	XP_010455313.1, XP_010421820.1, XP_010436077.1
OG0011461	Roisl.0020s0066.1.p	XP_010437690.1, XP_010421916.1, XP_010455396.1
OG0011462	Roisl.0020s0133.1.p	XP_010455441.1, XP_010421961.1
OG0011463	Roisl.0057s0021.1.p	XP_010436872.1, XP_010455456.1, XP_010421976.1
OG0011464	Roisl.0057s0033.1.p	XP_010455468.1, XP_010422000.1, XP_010436773.1
OG0011465	Roisl.0057s0039.1.p	XP_010422007.1, XP_010436694.1
OG0011466	Roisl.0195s0025.1.p, Roisl.0213s0623.1.p	XP_010422049.1, XP_010435520.1, XP_019090394.1
OG0011467	Roisl.0213s0572.1.p	XP_010434986.1, XP_010422093.1, XP_010455546.1
OG0011468	Roisl.0213s0575.1.p	XP_010434947.1, XP_010422094.1, XP_010455548.1
OG0011469	Roisl.0210s1621.1.p	XP_010420694.1, XP_010454172.1, XP_010492948.1
OG0011470	Roisl.0210s1634.1.p	XP_010420708.1, XP_010492965.1, XP_010456589.2
OG0011471	Roisl.0210s1640.1.p	XP_010454191.1, XP_010492976.1, XP_010420718.1
OG0011472	Roisl.0210s1649.1.p	XP_010492988.1, XP_010454204.1
OG0011473	Roisl.0046s0313.1.p	XP_010455004.1, XP_010493911.1, XP_010421512.1
OG0011474	Roisl.0046s0357.1.p	XP_010455070.1, XP_010493958.1, XP_019084267.1
OG0011475	Roisl.0046s0393.1.p	XP_010421589.1, XP_019090014.1, XP_010495539.1
OG0011476	Roisl.0046s0406.1.p	XP_010494007.1, XP_010421607.2, XP_010455119.1
OG0011477	Roisl.0046s0410.1.p	XP_010494012.1, XP_010455127.1, XP_010421634.1
OG0011478	Roisl.0046s0426.1.p	XP_010494030.1, XP_010455143.1, XP_010421647.1
OG0011479	Roisl.0046s0428.1.p	XP_010494032.1, XP_010455147.1
OG0011480	Roisl.0046s0446.1.p	XP_010494055.1, XP_019090043.1
OG0011481	Roisl.0046s0463.1.p	XP_010455171.1, XP_010494089.1, XP_010421687.1
OG0011482	Roisl.0214s0409.1.p, Roisl.0053s0417.1.p	XP_010467943.1, XP_010489105.1, XP_010416371.1
OG0011483	Roisl.0214s0422.1.p	XP_010489087.1
OG0011484	Roisl.0214s0428.1.p	XP_010416057.1, XP_010489075.1, XP_010495918.1
OG0011485	Roisl.0214s0441.1.p	XP_010467835.1, XP_010415869.1, XP_010489049.1
OG0011486	Roisl.0189s0266.1.p	XP_010442597.1, XP_010482443.1, XP_010426304.1
OG0011487	Roisl.0214s0454.1.p	XP_010489033.1, XP_010415681.1, XP_010467814.1
OG0011488	Roisl.0214s0471.1.p	XP_019092954.1, XP_019098968.1, XP_019096749.1
OG0011489	Roisl.0214s0475.1.p	XP_010467798.1, XP_010489019.1, XP_010415523.1
OG0011490	Roisl.0214s0490.1.p	XP_010467782.1, XP_010489008.1
OG0011491	Roisl.0214s0515.1.p	XP_010474973.1, XP_010467763.1, XP_010488987.1
OG0011492	Roisl.0067s0003.1.p	XP_019098718.1, XP_010507808.1, XP_010507802.1
OG0011493	Roisl.0033s0108.1.p	XP_010518527.1, XP_010507812.1
OG0011494	Roisl.0067s0007.1.p	XP_010497142.1, XP_010507815.1
OG0011495	Roisl.0055s0061.1.p, Roisl.0067s0019.1.p	XP_010518518.1, XP_010506847.1
OG0011496	Roisl.0067s0046.1.p	XP_010518489.1, XP_010507859.1
OG0011497	Roisl.0067s0055.1.p	XP_010506803.1, XP_010507869.1, XP_010518471.1
OG0011498	Roisl.0067s0067.1.p	XP_010452587.1, XP_010518454.1, XP_010506786.1, XP_010507883.1
OG0011499	Roisl.0067s0071.1.p	XP_010518447.1, XP_010507887.1
OG0011500	Roisl.0067s0079.1.p	XP_010518437.1, XP_010507894.1, XP_010506775.1
OG0011501	Roisl.0067s0082.1.p	XP_010413102.1, XP_010507896.1
OG0011502	Roisl.0035s0005.1.p	XP_010506764.1, XP_010507907.1, XP_010518424.1
OG0011503	Roisl.0035s0026.1.p	XP_010518405.1, XP_010506736.1, XP_010507925.1
OG0011504	Roisl.0035s0040.1.p	XP_019082437.1, XP_010506719.1, XP_010507945.1
OG0011505	Roisl.0035s0063.1.p	XP_010507974.1, XP_010518355.1
OG0011506	Roisl.0035s0075.1.p	XP_010518344.1, XP_010506679.1, XP_010507987.1
OG0011507	Roisl.0035s0084.1.p	XP_010506666.1, XP_010518331.1, XP_010507999.1
OG0011508	Roisl.0035s0132.1.p	XP_010512828.1, XP_010508056.1, XP_010506616.1, XP_010518285.1
OG0011509	Roisl.0035s0136.1.p	XP_010518278.1, XP_010506613.1, XP_010508060.1
OG0011510	Roisl.0035s0158.1.p	XP_010506569.1, XP_010518232.1, XP_010508097.1
