Orthogroup	Rorippa_islandica	Cardamine_hirsuta
OG0008469	Roisl.0001s0353.1.p	CARHR245660
OG0008470	Roisl.0001s0331.1.p	CARHR245510
OG0008471	Roisl.0001s0318.1.p	CARHR245380
OG0008472	Roisl.0001s0306.1.p	CARHR245240
OG0008473	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p	CARHR245120
OG0008474	Roisl.0001s0280.1.p	CARHR244960
OG0008475	Roisl.0001s0270.1.p	CARHR244830
OG0008476	Roisl.0001s0253.1.p	CARHR244660
OG0008477	Roisl.0001s0219.1.p	CARHR244340
OG0008478	Roisl.0001s0192.1.p	CARHR244060
OG0008479	Roisl.0001s0167.1.p	CARHR243820
OG0008480	Roisl.0001s0141.1.p	CARHR243600
OG0008481	Roisl.0001s0146.1.p	CARHR243650
OG0008482	Roisl.0001s0147.1.p	CARHR243660
OG0008483	Roisl.0001s0106.1.p	CARHR243250
OG0008484	Roisl.0001s0091.1.p	CARHR243140
OG0008485	Roisl.0001s0062.1.p	CARHR242820, CARHR153010
OG0008486	Roisl.0001s0060.1.p	CARHR242840
OG0008487	Roisl.0001s0047.1.p	CARHR242300
OG0008488	Roisl.0001s0020.1.p	CARHR242560
OG0008489	Roisl.0001s0007.1.p	CARHR242690
OG0008490	Roisl.0003s0238.1.p	CARHR240150
OG0008491	Roisl.0003s0239.1.p	CARHR240160
OG0008492	Roisl.0003s0240.1.p	CARHR240170
OG0008493	Roisl.0003s0243.1.p	CARHR240190
OG0008494	Roisl.0003s0274.1.p	CARHR240510
OG0008495	Roisl.0003s0289.1.p	CARHR240660
OG0008496	Roisl.0003s0333.1.p	CARHR240990
OG0008497	Roisl.0003s0346.1.p	CARHR241130
OG0008498	Roisl.0008s0258.1.p	CARHR241190
OG0008499	Roisl.0008s0263.1.p	CARHR241260
OG0008500	Roisl.0008s0287.1.p	CARHR241540
OG0008501	Roisl.0008s0323.1.p	CARHR241870
OG0008502	Roisl.0008s0352.1.p	CARHR242120
OG0008503	Roisl.0008s0356.1.p	CARHR242170
OG0008504	Roisl.0008s0358.1.p	CARHR242190
OG0008505	Roisl.0003s0234.1.p	CARHR240110
OG0008506	Roisl.0003s0232.1.p	CARHR240090
OG0008507	Roisl.0003s0205.1.p	CARHR239810
OG0008508	Roisl.0003s0164.1.p	CARHR239380
OG0008509	Roisl.0003s0154.1.p	CARHR239290
OG0008510	Roisl.0003s0153.1.p	CARHR239280
OG0008511	Roisl.0003s0141.1.p	CARHR239160
OG0008512	Roisl.0003s0130.1.p	CARHR239050
OG0008513	Roisl.0004s0002.1.p	CARHR117930
OG0008514	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p	CARHR099860
OG0008515	Roisl.0053s0280.1.p	CARHR100030
OG0008516	Roisl.0053s0274.1.p	CARHR100080
OG0008517	Roisl.0053s0273.1.p	CARHR100090
OG0008518	Roisl.0053s0255.1.p	CARHR100330
OG0008519	Roisl.0019s0230.1.p	CARHR065570
OG0008520	Roisl.0019s0241.1.p	CARHR065470
OG0008521	Roisl.0019s0245.1.p	CARHR065450
OG0008522	Roisl.0019s0261.1.p	CARHR065290
OG0008523	Roisl.0019s0271.1.p	CARHR065200
OG0008524	Roisl.0019s0282.1.p	CARHR065110
OG0008525	Roisl.0019s0283.1.p	CARHR065100
OG0008526	Roisl.0019s0290.1.p	CARHR065050
OG0008527	Roisl.0019s0291.1.p	CARHR065040
OG0008528	Roisl.0019s0294.1.p	CARHR065010
OG0008529	Roisl.0191s0160.1.p	CARHR023660
OG0008530	Roisl.0191s0172.1.p	CARHR023780
OG0008531	Roisl.0191s0183.1.p	CARHR023870
OG0008532	Roisl.0191s0274.1.p	CARHR024630
OG0008533	Roisl.0191s0290.1.p	CARHR024810
OG0008534	Roisl.0191s0361.1.p	CARHR025410
OG0008535	Roisl.0191s0386.1.p	CARHR025640
OG0008536	Roisl.0015s0093.1.p	CARHR026860
OG0008537	Roisl.0022s0093.1.p	CARHR231880
OG0008539	Roisl.0012s0053.1.p	CARHR257570
OG0008540	Roisl.0191s0625.1.p	CARHR250000
OG0008541	Roisl.0191s0630.1.p	CARHR250070
OG0008542	Roisl.0191s0634.1.p	CARHR250110
OG0008543	Roisl.0191s0650.1.p	CARHR250270
OG0008545	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p	CARHR249270
OG0008546	Roisl.0191s0548.1.p	CARHR249260
OG0008547	Roisl.0191s0524.1.p	CARHR249000
OG0008548	Roisl.0191s0509.1.p	CARHR248890
OG0008549	Roisl.0191s0493.1.p	CARHR248740
OG0008550	Roisl.0191s0475.1.p	CARHR248550
OG0008551	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p	CARHR234170
OG0008552	Roisl.0063s0019.1.p	CARHR111890
OG0008553	Roisl.0015s0068.1.p	CARHR026600
OG0008554	Roisl.0191s0433.1.p	CARHR026100
OG0008555	Roisl.0191s0413.1.p	CARHR025920
OG0008556	Roisl.0191s0408.1.p	CARHR025860
OG0008557	Roisl.0191s0407.1.p	CARHR025850
OG0008558	Roisl.0022s0306.1.p	CARHR234050
OG0008559	Roisl.0022s0361.1.p	CARHR234540
OG0008560	Roisl.0022s0402.1.p	CARHR235090
OG0008561	Roisl.0022s0401.1.p	CARHR235080
OG0008562	Roisl.0022s0408.1.p	CARHR235150
OG0008563	Roisl.0022s0423.1.p	CARHR235300
OG0008564	Roisl.0022s0428.1.p	CARHR235350
OG0008565	Roisl.0022s0463.1.p	CARHR235630
OG0008566	Roisl.0191s0348.1.p	CARHR025310
OG0008567	Roisl.0022s0471.1.p	CARHR235720
OG0008568	Roisl.0022s0473.1.p	CARHR235740
OG0008569	Roisl.0022s0474.1.p	CARHR235750
OG0008570	Roisl.0022s0477.1.p	CARHR235780
OG0008571	Roisl.0022s0508.1.p	CARHR236040
OG0008572	Roisl.0091s0903.1.p	CARHR005900, CARHR005960
OG0008573	Roisl.0021s0182.1.p	CARHR011260
OG0008574	Roisl.0007s0650.1.p	CARHR015380
OG0008575	Roisl.0191s0224.1.p	CARHR024310
OG0008576	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p	CARHR025350
OG0008577	Roisl.0191s0425.1.p	CARHR026020
OG0008581	Roisl.0179s0078.1.p	CARHR035820
OG0008582	Roisl.0179s0071.1.p	CARHR035900
OG0008583	Roisl.0074s0513.1.p	CARHR089290
OG0008583	Roisl.0006s0442.1.p	CARHR043920
OG0008584	Roisl.0010s0191.1.p	CARHR047670
OG0008585	Roisl.0214s0612.1.p	CARHR052710
OG0008585	Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p	CARHR052720
OG0008586	Roisl.0019s0735.1.p	CARHR060940
OG0008587	Roisl.0019s0646.1.p	CARHR061870
OG0008589	Roisl.0019s0809.1.p, Roisl.0039s0013.1.p	CARHR079250
OG0008590	Roisl.0039s0087.1.p	CARHR080000
OG0008590	Roisl.0039s0086.1.p	CARHR079990
OG0008591	Roisl.0074s0630.1.p	CARHR088270, CARHR088280, CARHR088290
OG0008592	Roisl.0074s0602.1.p	CARHR088560
OG0008596	Roisl.0204s0155.1.p	CARHR112830
OG0008597	Roisl.0046s0633.1.p	CARHR113160
OG0008598	Roisl.0046s0558.1.p	CARHR114040
OG0008599	Roisl.0046s0555.1.p	CARHR114070
OG0008600	Roisl.0006s0591.1.p	CARHR292980
OG0008601	Roisl.0021s0604.1.p	CARHR118140
OG0008602	Roisl.0004s0006.1.p	CARHR117840
OG0008603	Roisl.0189s0073.1.p	CARHR115560
OG0008604	Roisl.0033s0100.1.p	CARHR124290
OG0008605	Roisl.0028s0824.1.p	CARHR128290
OG0008606	Roisl.0011s0051.1.p	CARHR144110
OG0008607	Roisl.0011s0493.1.p	CARHR148230
OG0008609	Roisl.0184s0225.1.p	CARHR153060
OG0008610	Roisl.0210s0920.1.p	CARHR201210
OG0008611	Roisl.0210s1109.1.p	CARHR199260
OG0008612	Roisl.0210s1398.1.p	CARHR196210
OG0008613	Roisl.0046s0084.1.p	CARHR189440
OG0008615	Roisl.0213s0534.1.p	CARHR254410
OG0008617	Roisl.0022s0300.1.p	CARHR234000
OG0008618	Roisl.0008s0235.1.p	CARHR231620
OG0008619	Roisl.0008s0231.1.p	CARHR231590
OG0008620	Roisl.0091s0296.1.p	CARHR226890
OG0008622	Roisl.0012s0063.1.p	CARHR180750
OG0008623	Roisl.0014s0070.1.p	CARHR183590
OG0008624	Roisl.0014s0003.1.p	CARHR184190
OG0008626	Roisl.0036s0033.1.p	CARHR284640
OG0008627	Roisl.0036s0069.1.p	CARHR182620
OG0008628	Roisl.0214s0244.1.p	CARHR257710
OG0008629	Roisl.0031s0112.1.p	CARHR266520
OG0008630	Roisl.0031s0136.1.p	CARHR266720
OG0008631	Roisl.0210s0598.1.p	CARHR204510
OG0008632	Roisl.0075s0167.1.p, Roisl.0075s0158.1.p, Roisl.0075s0165.1.p, Roisl.0075s0157.1.p	CARHR216630
OG0008632	Roisl.0075s0166.1.p	CARHR220430
OG0008649	Roisl.0003s0051.1.p	CARHR238310
OG0008650	Roisl.0003s0055.1.p	CARHR238340
OG0008651	Roisl.0091s0009.1.p	CARHR230110
OG0008652	Roisl.0091s0013.1.p	CARHR230080
OG0008653	Roisl.0209s0366.1.p	CARHR155170
OG0008654	Roisl.0209s0383.1.p	CARHR154920
OG0008655	Roisl.0046s0783.1.p	CARHR157390
OG0008656	Roisl.0046s0780.1.p	CARHR157350
OG0008657	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p	CARHR010560
OG0008658	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p	CARHR157240
OG0008659	Roisl.0046s0714.1.p	CARHR156720
OG0008660	Roisl.0046s0725.1.p	CARHR156870
OG0008661	Roisl.0046s0742.1.p	CARHR156910, CARHR162400
OG0008662	Roisl.0011s0002.1.p	CARHR143610
OG0008663	Roisl.0011s0084.1.p	CARHR144380
OG0008664	Roisl.0009s0189.1.p	CARHR149540, CARHR261510
OG0008665	Roisl.0210s1519.1.p	CARHR194950
OG0008666	Roisl.0210s1487.1.p	CARHR195310
OG0008667	Roisl.0210s1486.1.p	CARHR195320
OG0008668	Roisl.0210s1467.1.p	CARHR195500
OG0008668	Roisl.0016s0296.1.p	CARHR077630
OG0008669	Roisl.0074s0640.1.p	CARHR088160
OG0008670	Roisl.0210s1426.1.p	CARHR195920
OG0008671	Roisl.0210s1380.1.p	CARHR196400
OG0008672	Roisl.0210s1379.1.p	CARHR196430
OG0008673	Roisl.0210s1372.1.p	CARHR196480
OG0008674	Roisl.0210s1369.1.p	CARHR196510
OG0008675	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p	CARHR196530
OG0008676	Roisl.0210s1360.1.p	CARHR196580
OG0008677	Roisl.0210s1347.1.p	CARHR196740
OG0008678	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p	CARHR196990
OG0008679	Roisl.0028s0133.1.p	CARHR139750
OG0008680	Roisl.0210s1320.1.p	CARHR197090
OG0008681	Roisl.0210s1313.1.p	CARHR197150
OG0008682	Roisl.0210s1309.1.p	CARHR197190
OG0008683	Roisl.0210s1294.1.p	CARHR197350
OG0008684	Roisl.0210s1277.1.p	CARHR197520
OG0008685	Roisl.0210s1275.1.p	CARHR197540
OG0008686	Roisl.0210s1274.1.p	CARHR197550
OG0008687	Roisl.0038s0038.1.p	CARHR103800
OG0008688	Roisl.0210s1261.1.p	CARHR197680
OG0008689	Roisl.0210s1258.1.p	CARHR197720
OG0008691	Roisl.0210s1231.1.p	CARHR198040
OG0008692	Roisl.0028s0673.1.p	CARHR126800
OG0008693	Roisl.0210s1208.1.p	CARHR198260
OG0008694	Roisl.0091s0731.1.p	CARHR004260
OG0008695	Roisl.0074s0409.1.p	CARHR090520
OG0008696	Roisl.0210s1127.1.p	CARHR199080
OG0008697	Roisl.0210s1120.1.p	CARHR199150
OG0008698	Roisl.0210s1090.1.p	CARHR199510
OG0008699	Roisl.0210s1085.1.p	CARHR199560
OG0008700	Roisl.0080s0785.1.p	CARHR268810
OG0008701	Roisl.0210s1063.1.p	CARHR199770
OG0008702	Roisl.0210s1051.1.p	CARHR199880
OG0008703	Roisl.0210s1026.1.p	CARHR200100
OG0008704	Roisl.0210s1018.1.p	CARHR200160
OG0008705	Roisl.0210s1003.1.p	CARHR200320
OG0008706	Roisl.0210s1002.1.p	CARHR200330
OG0008707	Roisl.0210s0998.1.p	CARHR200370
OG0008708	Roisl.0210s0995.1.p	CARHR200400
OG0008709	Roisl.0210s0994.1.p	CARHR200410
OG0008711	Roisl.0210s0967.1.p	CARHR200670
OG0008712	Roisl.0210s0957.1.p	CARHR200780
OG0008713	Roisl.0210s0956.1.p	CARHR200790
OG0008714	Roisl.0210s0951.1.p	CARHR200840
OG0008715	Roisl.0210s0943.1.p	CARHR200930
OG0008716	Roisl.0210s0925.1.p	CARHR201150
OG0008717	Roisl.0210s0923.1.p	CARHR201170
OG0008718	Roisl.0210s0916.1.p	CARHR201250
OG0008719	Roisl.0210s0915.1.p	CARHR201260
OG0008720	Roisl.0210s0910.1.p	CARHR201310
OG0008721	Roisl.0210s0873.1.p	CARHR201660
OG0008722	Roisl.0210s0848.1.p	CARHR201950
OG0008723	Roisl.0080s0823.1.p	CARHR268480
OG0008724	Roisl.0210s0830.1.p	CARHR202170
OG0008725	Roisl.0210s0814.1.p	CARHR202290
OG0008726	Roisl.0210s0813.1.p	CARHR202300
OG0008727	Roisl.0210s0788.1.p	CARHR202590
OG0008728	Roisl.0210s0781.1.p	CARHR202660
OG0008729	Roisl.0210s0766.1.p	CARHR202810
OG0008730	Roisl.0210s0731.1.p	CARHR203140
OG0008731	Roisl.0210s0717.1.p	CARHR203280
OG0008732	Roisl.0210s0699.1.p	CARHR203460
OG0008733	Roisl.0210s0680.1.p	CARHR203710
OG0008735	Roisl.0210s0636.1.p	CARHR204090
OG0008736	Roisl.0210s0631.1.p	CARHR204200
OG0008737	Roisl.0210s0611.1.p	CARHR204380
OG0008738	Roisl.0210s0608.1.p	CARHR204410
OG0008739	Roisl.0188s0119.1.p	CARHR151710
OG0008740	Roisl.0214s0199.1.p	CARHR258140
OG0008741	Roisl.0210s0589.1.p	CARHR204620
OG0008742	Roisl.0210s0566.1.p	CARHR204930
OG0008743	Roisl.0210s0548.1.p	CARHR205120
OG0008744	Roisl.0210s0536.1.p	CARHR205240
OG0008745	Roisl.0210s0532.1.p	CARHR205280
OG0008746	Roisl.0210s0523.1.p	CARHR205360
OG0008747	Roisl.0210s0501.1.p	CARHR205570
OG0008748	Roisl.0082s0389.1.p	CARHR251180
OG0008749	Roisl.0082s0387.1.p	CARHR251200
OG0008750	Roisl.0082s0357.1.p	CARHR251540
OG0008751	Roisl.0082s0356.1.p	CARHR251550
OG0008752	Roisl.0082s0338.1.p	CARHR251730
OG0008753	Roisl.0022s0152.1.p	CARHR232490
OG0008754	Roisl.0012s0011.1.p	CARHR257170
OG0008755	Roisl.0022s0134.1.p	CARHR232310
OG0008756	Roisl.0022s0133.1.p	CARHR232300
OG0008757	Roisl.0191s0572.1.p	CARHR249440
OG0008758	Roisl.0029s0067.1.p	CARHR118570
OG0008759	Roisl.0029s0059.1.p	CARHR118720
OG0008760	Roisl.0010s0016.1.p	CARHR118980
OG0008761	Roisl.0029s0006.1.p	CARHR119070
OG0008762	Roisl.0204s0124.1.p	CARHR119730
OG0008763	Roisl.0204s0108.1.p	CARHR119830
OG0008764	Roisl.0204s0085.1.p	CARHR119940
OG0008765	Roisl.0204s0084.1.p	CARHR119950
OG0008766	Roisl.0204s0051.1.p	CARHR121470
OG0008768	Roisl.0204s0027.1.p	CARHR120440
OG0008769	Roisl.0204s0022.1.p	CARHR120490
OG0008770	Roisl.0204s0017.1.p	CARHR120510
OG0008771	Roisl.0204s0009.1.p	CARHR120570
OG0008772	Roisl.0082s0544.1.p	CARHR120690
OG0008773	Roisl.0082s0553.1.p	CARHR120830
OG0008774	Roisl.0082s0558.1.p	CARHR120880
OG0008775	Roisl.0082s0560.1.p	CARHR120960
OG0008776	Roisl.0082s0597.1.p	CARHR121330
OG0008777	Roisl.0082s0602.1.p	CARHR121380
OG0008778	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p	CARHR121620
OG0008779	Roisl.0082s0633.1.p	CARHR121740
OG0008780	Roisl.0082s0649.1.p	CARHR121900
OG0008781	Roisl.0082s0650.1.p	CARHR121930
OG0008782	Roisl.0082s0651.1.p	CARHR121940
OG0008783	Roisl.0082s0659.1.p	CARHR122020
OG0008784	Roisl.0082s0660.1.p	CARHR122030
OG0008786	Roisl.0082s0693.1.p	CARHR122290
OG0008787	Roisl.0082s0728.1.p	CARHR122680
OG0008788	Roisl.0082s0729.1.p	CARHR122690
OG0008789	Roisl.0033s0015.1.p	CARHR123260
OG0008790	Roisl.0033s0021.1.p	CARHR123370
OG0008791	Roisl.0033s0025.1.p	CARHR123410
OG0008792	Roisl.0033s0029.1.p	CARHR123450
OG0008793	Roisl.0033s0043.1.p	CARHR123600
OG0008794	Roisl.0033s0056.1.p	CARHR123730
OG0008795	Roisl.0033s0070.1.p	CARHR123970
OG0008796	Roisl.0033s0074.1.p	CARHR123980
OG0008797	Roisl.0033s0094.1.p	CARHR124210
OG0008798	Roisl.0033s0142.1.p	CARHR124590
OG0008799	Roisl.0033s0132.1.p	CARHR124690
OG0008800	Roisl.0033s0131.1.p	CARHR124700
OG0008801	Roisl.0033s0120.1.p	CARHR124790
OG0008802	Roisl.0033s0114.1.p	CARHR124850
OG0008803	Roisl.0033s0110.1.p	CARHR124870
OG0008805	Roisl.0017s0520.1.p	CARHR125040
OG0008806	Roisl.0017s0479.1.p	CARHR125440
OG0008807	Roisl.0017s0472.1.p	CARHR125510
OG0008809	Roisl.0017s0437.1.p	CARHR125900
OG0008810	Roisl.0028s0636.1.p	CARHR126340
OG0008811	Roisl.0028s0616.1.p	CARHR126130
OG0008812	Roisl.0185s0059.1.p	CARHR218470
OG0008814	Roisl.0028s0668.1.p	CARHR126750
OG0008815	Roisl.0028s0708.1.p	CARHR127160
OG0008816	Roisl.0028s0720.1.p	CARHR127260
OG0008817	Roisl.0028s0728.1.p	CARHR127310
OG0008818	Roisl.0028s0729.1.p	CARHR127320
OG0008819	Roisl.0028s0732.1.p	CARHR127350
OG0008820	Roisl.0028s0737.1.p	CARHR127400
OG0008821	Roisl.0012s0093.1.p	CARHR180420
OG0008822	Roisl.0012s0125.1.p	CARHR180090
OG0008823	Roisl.0012s0139.1.p	CARHR006300
OG0008824	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p	CARHR179730
OG0008825	Roisl.0012s0184.1.p	CARHR179590
OG0008826	Roisl.0012s0187.1.p	CARHR179560, CARHR216610
OG0008827	Roisl.0022s0094.1.p	CARHR231890
OG0008828	Roisl.0012s0249.1.p	CARHR178950
OG0008829	Roisl.0082s0322.1.p	CARHR251860
OG0008829	Roisl.0210s0302.1.p	CARHR100500, CARHR004110
OG0008830	Roisl.0022s0159.1.p	CARHR232560
OG0008831	Roisl.0022s0161.1.p	CARHR232590
OG0008832	Roisl.0022s0178.1.p	CARHR232750
OG0008833	Roisl.0013s0172.1.p	CARHR037420
OG0008834	Roisl.0013s0177.1.p	CARHR037350
OG0008835	Roisl.0013s0183.1.p	CARHR037300
OG0008836	Roisl.0013s0190.1.p	CARHR037240
OG0008836	Roisl.0013s0191.1.p	CARHR037230
OG0008837	Roisl.0013s0202.1.p	CARHR037080
OG0008838	Roisl.0013s0209.1.p	CARHR037030
OG0008839	Roisl.0066s0384.1.p	CARHR036270
OG0008840	Roisl.0066s0359.1.p	CARHR036570
OG0008841	Roisl.0066s0337.1.p	CARHR036740
OG0008842	Roisl.0213s0037.1.p	CARHR027240
OG0008843	Roisl.0213s0050.1.p	CARHR027360
OG0008844	Roisl.0213s0074.1.p	CARHR027620
OG0008845	Roisl.0053s0159.1.p	CARHR101480
OG0008846	Roisl.0213s0090.1.p	CARHR027790
OG0008847	Roisl.0213s0104.1.p	CARHR027910
OG0008848	Roisl.0213s0149.1.p	CARHR028270
OG0008849	Roisl.0213s0172.1.p	CARHR028550
OG0008850	Roisl.0213s0173.1.p	CARHR028560
OG0008851	Roisl.0213s0177.1.p	CARHR028600
OG0008852	Roisl.0213s0222.1.p	CARHR029020
OG0008853	Roisl.0198s0029.1.p	CARHR182370, CARHR182330
OG0008854	Roisl.0213s0235.1.p	CARHR029120
OG0008855	Roisl.0213s0256.1.p	CARHR029500
OG0008856	Roisl.0213s0265.1.p	CARHR029400
OG0008857	Roisl.0213s0293.1.p	CARHR029710
OG0008858	Roisl.0213s0328.1.p	CARHR030130
OG0008859	Roisl.0213s0331.1.p	CARHR030160
OG0008860	Roisl.0213s0338.1.p	CARHR030220
OG0008861	Roisl.0213s0348.1.p	CARHR030290
OG0008862	Roisl.0213s0360.1.p	CARHR030350
OG0008863	Roisl.0213s0371.1.p	CARHR030480
OG0008864	Roisl.0213s0374.1.p	CARHR030510
OG0008865	Roisl.0213s0401.1.p	CARHR158120, CARHR030720
OG0008866	Roisl.0213s0414.1.p	CARHR030760
OG0008867	Roisl.0214s0211.1.p	CARHR258010
OG0008868	Roisl.0213s0432.1.p	CARHR287040
OG0008869	Roisl.0213s0459.1.p	CARHR031150
OG0008870	Roisl.0213s0476.1.p	CARHR031300
OG0008871	Roisl.0214s0449.1.p	CARHR103750
OG0008871	Roisl.0209s0191.1.p	CARHR031710
OG0008872	Roisl.0209s0165.1.p	CARHR032000
OG0008873	Roisl.0028s0948.1.p	CARHR129450
OG0008874	Roisl.0011s0147.1.p	CARHR145020
OG0008875	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p	CARHR145280
OG0008876	Roisl.0011s0245.1.p	CARHR145730
OG0008877	Roisl.0018s0330.1.p	CARHR172360
OG0008878	Roisl.0024s0598.1.p	CARHR280950
OG0008879	Roisl.0024s0595.1.p	CARHR280920
OG0008880	Roisl.0024s0593.1.p	CARHR280900
OG0008881	Roisl.0024s0575.1.p	CARHR280750
OG0008882	Roisl.0024s0573.1.p	CARHR280730
OG0008883	Roisl.0024s0570.1.p	CARHR280710
OG0008884	Roisl.0024s0563.1.p	CARHR036590, CARHR280630
OG0008885	Roisl.0024s0555.1.p	CARHR280540
OG0008886	Roisl.0024s0536.1.p	CARHR280350
OG0008887	Roisl.0024s0533.1.p	CARHR280310
OG0008888	Roisl.0024s0513.1.p	CARHR280120
OG0008889	Roisl.0024s0505.1.p	CARHR280040
OG0008890	Roisl.0024s0492.1.p	CARHR279940
OG0008891	Roisl.0024s0463.1.p	CARHR279640
OG0008892	Roisl.0024s0460.1.p	CARHR279610
OG0008893	Roisl.0024s0450.1.p	CARHR279520
OG0008894	Roisl.0024s0417.1.p	CARHR279200
OG0008895	Roisl.0024s0403.1.p	CARHR279050
OG0008896	Roisl.0024s0402.1.p	CARHR279040
OG0008897	Roisl.0024s0400.1.p	CARHR279020
OG0008898	Roisl.0024s0393.1.p	CARHR293750
OG0008899	Roisl.0024s0383.1.p	CARHR293840
OG0008900	Roisl.0024s0371.1.p	CARHR278830
OG0008901	Roisl.0024s0348.1.p	CARHR278610
OG0008902	Roisl.0024s0313.1.p	CARHR278260
OG0008903	Roisl.0024s0303.1.p	CARHR278150
OG0008904	Roisl.0024s0286.1.p	CARHR277970
OG0008905	Roisl.0024s0274.1.p	CARHR277850
OG0008906	Roisl.0024s0267.1.p	CARHR277790
OG0008907	Roisl.0024s0258.1.p	CARHR277710
OG0008908	Roisl.0024s0246.1.p	CARHR277550, CARHR277560, CARHR214160, CARHR262570, CARHR277580
OG0008909	Roisl.0024s0225.1.p	CARHR277330
OG0008910	Roisl.0024s0210.1.p	CARHR277190
OG0008911	Roisl.0024s0198.1.p	CARHR277070
OG0008912	Roisl.0024s0166.1.p	CARHR276750
OG0008913	Roisl.0024s0156.1.p	CARHR276660
OG0008914	Roisl.0024s0150.1.p	CARHR276600
OG0008915	Roisl.0024s0143.1.p	CARHR276530
OG0008916	Roisl.0024s0135.1.p	CARHR276450
OG0008917	Roisl.0024s0124.1.p	CARHR276340
OG0008918	Roisl.0024s0119.1.p	CARHR276300
OG0008919	Roisl.0080s0004.1.p	CARHR276210
OG0008920	Roisl.0080s0011.1.p	CARHR276140
OG0008921	Roisl.0080s0017.1.p	CARHR276070
OG0008922	Roisl.0080s0035.1.p	CARHR275920
OG0008923	Roisl.0080s0046.1.p	CARHR275840
OG0008924	Roisl.0080s0049.1.p	CARHR275810
OG0008925	Roisl.0080s0053.1.p	CARHR275780
OG0008926	Roisl.0080s0067.1.p	CARHR275620
OG0008927	Roisl.0080s0075.1.p	CARHR275530
OG0008928	Roisl.0080s0110.1.p	CARHR275200
OG0008929	Roisl.0080s0146.1.p	CARHR274840
OG0008930	Roisl.0210s1969.1.p	CARHR190490
OG0008931	Roisl.0210s1980.1.p	CARHR190380
OG0008932	Roisl.0210s1983.1.p	CARHR190350
OG0008933	Roisl.0210s1996.1.p	CARHR190230
OG0008934	Roisl.0210s1999.1.p	CARHR190200
OG0008935	Roisl.0210s2013.1.p	CARHR190060
OG0008936	Roisl.0210s2016.1.p	CARHR190030
OG0008937	Roisl.0210s2027.1.p	CARHR189940
OG0008938	Roisl.0210s2062.1.p	CARHR189620
OG0008939	Roisl.0046s0091.1.p	CARHR189310
OG0008940	Roisl.0046s0118.1.p	CARHR189020
OG0008942	Roisl.0046s0138.1.p	CARHR188870
OG0008943	Roisl.0046s0140.1.p	CARHR188850
OG0008944	Roisl.0046s0148.1.p	CARHR188770
OG0008945	Roisl.0046s0173.1.p	CARHR188510
OG0008946	Roisl.0046s0176.1.p	CARHR188480, CARHR150640, CARHR188460
OG0008947	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p	CARHR188340
OG0008948	Roisl.0046s0195.1.p	CARHR188320
OG0008949	Roisl.0046s0204.1.p	CARHR188220
OG0008950	Roisl.0046s0219.1.p	CARHR188060
OG0008951	Roisl.0046s0253.1.p	CARHR187630
OG0008952	Roisl.0046s0264.1.p	CARHR187560
OG0008953	Roisl.0046s0298.1.p	CARHR187150
OG0008954	Roisl.0210s1675.1.p	CARHR193340
OG0008955	Roisl.0210s1684.1.p	CARHR193260
OG0008956	Roisl.0210s1680.1.p	CARHR064710
OG0008957	Roisl.0210s1679.1.p	CARHR193300
OG0008958	Roisl.0210s1678.1.p	CARHR193310
OG0008959	Roisl.0210s1676.1.p	CARHR193330
OG0008960	Roisl.0210s1693.1.p	CARHR193170
OG0008961	Roisl.0210s1694.1.p	CARHR193160
OG0008962	Roisl.0210s1695.1.p	CARHR233770, CARHR193150
OG0008963	Roisl.0210s1712.1.p	CARHR192970
OG0008964	Roisl.0210s1715.1.p	CARHR192940
OG0008965	Roisl.0210s1740.1.p	CARHR192700
OG0008966	Roisl.0210s1744.1.p	CARHR192660
OG0008967	Roisl.0210s1748.1.p	CARHR192620
OG0008968	Roisl.0210s1753.1.p	CARHR192580
OG0008969	Roisl.0210s1776.1.p	CARHR192310
OG0008970	Roisl.0210s1796.1.p	CARHR192110
OG0008971	Roisl.0210s1809.1.p	CARHR192000
OG0008972	Roisl.0210s1811.1.p	CARHR191980
OG0008973	Roisl.0210s1820.1.p	CARHR191890
OG0008974	Roisl.0210s1823.1.p	CARHR191860
OG0008975	Roisl.0210s1829.1.p	CARHR191820
OG0008976	Roisl.0210s1832.1.p	CARHR191800
OG0008977	Roisl.0210s1852.1.p	CARHR191620
OG0008978	Roisl.0210s1863.1.p	CARHR191500
OG0008979	Roisl.0210s1877.1.p	CARHR191360
OG0008980	Roisl.0210s1897.1.p	CARHR191190
OG0008981	Roisl.0210s1902.1.p	CARHR191140
OG0008982	Roisl.0210s1924.1.p	CARHR190950
