Orthogroup	Rorippa_islandica	Capsella_rubella
OG0008477	Roisl.0001s0219.1.p	XP_006284061.1
OG0008478	Roisl.0001s0192.1.p	XP_006283590.2
OG0008479	Roisl.0001s0167.1.p	XP_023634155.1
OG0008480	Roisl.0001s0141.1.p	XP_023634716.1
OG0008481	Roisl.0001s0146.1.p	XP_006284702.1
OG0008482	Roisl.0001s0147.1.p	XP_006286192.1
OG0008483	Roisl.0001s0106.1.p	XP_006284672.2
OG0008484	Roisl.0001s0091.1.p	XP_006285956.1
OG0008485	Roisl.0001s0062.1.p	XP_006286142.1
OG0008486	Roisl.0001s0060.1.p	XP_006284498.1
OG0008487	Roisl.0001s0047.1.p	XP_006285233.1
OG0008488	Roisl.0001s0020.1.p	XP_006284005.1
OG0008489	Roisl.0001s0007.1.p	XP_006283905.1
OG0008490	Roisl.0003s0238.1.p	XP_006285689.1
OG0008491	Roisl.0003s0239.1.p	XP_006282661.1
OG0008492	Roisl.0003s0240.1.p	XP_006284420.1
OG0008493	Roisl.0003s0243.1.p	XP_006283914.1
OG0008494	Roisl.0003s0274.1.p	XP_006286020.1
OG0008495	Roisl.0003s0289.1.p	XP_006284289.1
OG0008496	Roisl.0003s0333.1.p	XP_006283680.1
OG0008497	Roisl.0003s0346.1.p	XP_006285283.1
OG0008498	Roisl.0008s0258.1.p	XP_006283815.1
OG0008499	Roisl.0008s0263.1.p	XP_006283426.2
OG0008500	Roisl.0008s0287.1.p	XP_023635183.1
OG0008501	Roisl.0008s0323.1.p	XP_006284537.1
OG0008502	Roisl.0008s0352.1.p	XP_006284635.2
OG0008503	Roisl.0008s0356.1.p	XP_006285691.1
OG0008504	Roisl.0008s0358.1.p	XP_006284297.2
OG0008505	Roisl.0003s0234.1.p	XP_006282554.1
OG0008506	Roisl.0003s0232.1.p	XP_006283209.1
OG0008507	Roisl.0003s0205.1.p	XP_023633932.1
OG0008508	Roisl.0003s0164.1.p	XP_006284466.1
OG0008509	Roisl.0003s0154.1.p	XP_023634069.1
OG0008510	Roisl.0003s0153.1.p	XP_006284065.1
OG0008512	Roisl.0003s0130.1.p	XP_006283637.1
OG0008513	Roisl.0004s0002.1.p	XP_006294420.1
OG0008514	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p	XP_023641123.1
OG0008515	Roisl.0053s0280.1.p	XP_006297507.1
OG0008516	Roisl.0053s0274.1.p	XP_023641504.1
OG0008517	Roisl.0053s0273.1.p	XP_023641505.1
OG0008518	Roisl.0053s0255.1.p	XP_006297247.1
OG0008519	Roisl.0019s0230.1.p	XP_023643580.1
OG0008520	Roisl.0019s0241.1.p	XP_023643659.1
OG0008521	Roisl.0019s0245.1.p	XP_006302918.1
OG0008522	Roisl.0019s0261.1.p	XP_023643149.1
OG0008523	Roisl.0019s0271.1.p	XP_006302551.1
OG0008524	Roisl.0019s0282.1.p	XP_023643818.1
OG0008525	Roisl.0019s0283.1.p	XP_006302881.2
OG0008526	Roisl.0019s0290.1.p	XP_006301744.2
OG0008527	Roisl.0019s0291.1.p	XP_006300302.1
OG0008528	Roisl.0019s0294.1.p	XP_006302172.1
OG0008529	Roisl.0191s0160.1.p	XP_006306219.1
OG0008530	Roisl.0191s0172.1.p	XP_006307417.1
OG0008531	Roisl.0191s0183.1.p	XP_006305600.1
OG0008532	Roisl.0191s0274.1.p	XP_006303932.1
OG0008533	Roisl.0191s0290.1.p	XP_006307636.1
OG0008534	Roisl.0191s0361.1.p	XP_006307269.1
OG0008535	Roisl.0191s0386.1.p	XP_006306992.1
OG0008536	Roisl.0015s0093.1.p	XP_006303401.1
OG0008537	Roisl.0022s0093.1.p	XP_006285129.1
OG0008539	Roisl.0012s0053.1.p	XP_006281172.1
OG0008540	Roisl.0191s0625.1.p	XP_006286549.1
OG0008541	Roisl.0191s0630.1.p	XP_006288567.2
OG0008542	Roisl.0210s1615.1.p, Roisl.0191s0634.1.p	XP_006288081.1
OG0008543	Roisl.0191s0650.1.p	XP_006288590.1
OG0008544	Roisl.0191s0564.1.p	XP_006287840.1
OG0008545	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p	XP_023636324.1
OG0008546	Roisl.0191s0548.1.p	XP_006286665.1
OG0008547	Roisl.0191s0524.1.p	XP_023636291.1
OG0008548	Roisl.0191s0509.1.p	XP_006289072.1
OG0008549	Roisl.0191s0493.1.p	XP_006287312.1
OG0008550	Roisl.0191s0475.1.p	XP_006286877.1
OG0008551	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p	XP_023633665.1
OG0008552	Roisl.0063s0019.1.p	XP_006294110.1
OG0008553	Roisl.0015s0068.1.p	XP_006305832.1
OG0008554	Roisl.0191s0433.1.p	XP_006304969.1
OG0008555	Roisl.0191s0413.1.p	XP_023645470.1
OG0008556	Roisl.0191s0408.1.p	XP_006307460.1
OG0008557	Roisl.0191s0407.1.p	XP_006305408.1
OG0008558	Roisl.0022s0306.1.p	XP_006285834.1
OG0008559	Roisl.0022s0361.1.p	XP_023634960.1
OG0008560	Roisl.0022s0402.1.p	XP_006286036.1
OG0008561	Roisl.0022s0401.1.p	XP_006284199.1
OG0008562	Roisl.0022s0408.1.p	XP_006282698.1
OG0008563	Roisl.0022s0423.1.p	XP_006284998.1
OG0008564	Roisl.0022s0428.1.p	XP_006283929.1
OG0008565	Roisl.0022s0463.1.p	XP_006283816.1
OG0008566	Roisl.0191s0348.1.p	XP_006305744.1
OG0008567	Roisl.0022s0471.1.p	XP_006284669.1
OG0008568	Roisl.0022s0473.1.p	XP_006286280.1, XP_006283985.1
OG0008569	Roisl.0022s0474.1.p	XP_006285537.1
OG0008570	Roisl.0022s0477.1.p	XP_006285510.1
OG0008571	Roisl.0022s0508.1.p	XP_006284665.1
OG0008572	Roisl.0091s0903.1.p	XP_006304456.1
OG0008573	Roisl.0021s0182.1.p	XP_006306774.1
OG0008574	Roisl.0007s0650.1.p	XP_006303938.1
OG0008575	Roisl.0191s0224.1.p	XP_023645578.1
OG0008576	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p	XP_006306753.1
OG0008577	Roisl.0191s0425.1.p	XP_006307606.1
OG0008581	Roisl.0179s0078.1.p	XP_006303534.1
OG0008582	Roisl.0179s0071.1.p	XP_006306152.1
OG0008583	Roisl.0074s0513.1.p	XP_023642533.1
OG0008584	Roisl.0010s0191.1.p	XP_006300810.1
OG0008585	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p	XP_006301572.1
OG0008586	Roisl.0019s0735.1.p	XP_006301038.1
OG0008587	Roisl.0019s0646.1.p	XP_006300685.1
OG0008588	Roisl.0004s0119.1.p	XP_023644331.1
OG0008591	Roisl.0074s0630.1.p	XP_006284958.1
OG0008592	Roisl.0074s0602.1.p	XP_023641526.1
OG0008594	Roisl.0053s0396.1.p	XP_023641177.1
OG0008596	Roisl.0204s0155.1.p	XP_006295251.1
OG0008597	Roisl.0046s0637.1.p, Roisl.0046s0633.1.p	XP_006296112.1
OG0008598	Roisl.0046s0558.1.p	XP_006295655.1
OG0008599	Roisl.0046s0555.1.p	XP_006294623.1
OG0008600	Roisl.0006s0591.1.p	XP_006295403.1
OG0008601	Roisl.0021s0604.1.p	XP_023640140.1
OG0008602	Roisl.0004s0006.1.p	XP_006294501.1
OG0008603	Roisl.0189s0073.1.p	XP_006294596.1
OG0008604	Roisl.0033s0100.1.p	XP_023640185.1
OG0008605	Roisl.0028s0824.1.p	XP_006294894.1
OG0008606	Roisl.0075s0155.1.p	XP_023634248.1
OG0008607	Roisl.0011s0493.1.p	XP_023638059.1
OG0008609	Roisl.0184s0225.1.p	XP_023638774.1
OG0008610	Roisl.0210s0920.1.p	XP_006304869.2
OG0008611	Roisl.0210s1109.1.p	XP_006288042.1
OG0008612	Roisl.0210s1398.1.p	XP_006288955.1
OG0008613	Roisl.0046s0085.1.p, Roisl.0046s0084.1.p	XP_006289749.1
OG0008615	Roisl.0213s0534.1.p	XP_023636296.1
OG0008617	Roisl.0022s0300.1.p	XP_006286239.1
OG0008618	Roisl.0008s0235.1.p	XP_006285527.2
OG0008619	Roisl.0008s0231.1.p	XP_023634400.1
OG0008620	Roisl.0091s0296.1.p	XP_006282847.1
OG0008621	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p	XP_006306442.2, XP_023641264.1
OG0008622	Roisl.0012s0063.1.p	XP_023644065.1
OG0008623	Roisl.0014s0070.1.p	XP_006281372.1
OG0008624	Roisl.0014s0003.1.p	XP_006280361.1
OG0008626	Roisl.0036s0033.1.p	XP_006281529.2
OG0008627	Roisl.0036s0069.1.p	XP_006281276.1
OG0008628	Roisl.0214s0244.1.p	XP_006280669.1
OG0008629	Roisl.0031s0112.1.p	XP_006282349.1
OG0008630	Roisl.0031s0136.1.p	XP_006281836.1
OG0008631	Roisl.0210s0598.1.p	XP_006290199.1
OG0008632	Roisl.0075s0167.1.p, Roisl.0075s0158.1.p, Roisl.0075s0165.1.p, Roisl.0075s0157.1.p	XP_023635640.1
OG0008632	Roisl.0075s0166.1.p	XP_006285438.1
OG0008649	Roisl.0003s0051.1.p	XP_006284621.1
OG0008650	Roisl.0003s0055.1.p	XP_006282616.1
OG0008651	Roisl.0091s0009.1.p	XP_023634182.1
OG0008652	Roisl.0091s0013.1.p	XP_006283777.1
OG0008653	Roisl.0209s0366.1.p	XP_006291468.1
OG0008654	Roisl.0209s0383.1.p	XP_006292737.1
OG0008655	Roisl.0046s0783.1.p	XP_006290291.1
OG0008656	Roisl.0046s0780.1.p	XP_006291957.1
OG0008657	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p	XP_006307644.2
OG0008658	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p	XP_023638656.1
OG0008659	Roisl.0046s0714.1.p	XP_006290873.1
OG0008660	Roisl.0046s0725.1.p	XP_006290817.1
OG0008661	Roisl.0046s0742.1.p	XP_006293299.1
OG0008662	Roisl.0011s0002.1.p	XP_006291618.1
OG0008663	Roisl.0011s0084.1.p	XP_006290562.1
OG0008664	Roisl.0009s0189.1.p	XP_006286079.1
OG0008665	Roisl.0210s1519.1.p	XP_006288371.1
OG0008666	Roisl.0210s1487.1.p	XP_023636765.1
OG0008667	Roisl.0210s1486.1.p	XP_006287410.1
OG0008668	Roisl.0210s1467.1.p	XP_006290217.1
OG0008669	Roisl.0074s0640.1.p	XP_006297234.2
OG0008670	Roisl.0210s1426.1.p	XP_006287994.2
OG0008671	Roisl.0210s1380.1.p	XP_006288234.1
OG0008672	Roisl.0210s1379.1.p	XP_006287043.1
OG0008673	Roisl.0210s1372.1.p	XP_006288493.1
OG0008674	Roisl.0210s1369.1.p	XP_006287135.1
OG0008675	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p	XP_006286588.1
OG0008676	Roisl.0210s1360.1.p	XP_023637316.1
OG0008677	Roisl.0210s1347.1.p	XP_006288816.1
OG0008678	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p	XP_006287669.1
OG0008679	Roisl.0028s0133.1.p	XP_006293481.1
OG0008680	Roisl.0210s1320.1.p	XP_006287611.1
OG0008681	Roisl.0210s1313.1.p	XP_006290178.1
OG0008682	Roisl.0210s1309.1.p	XP_006290174.2
OG0008683	Roisl.0210s1294.1.p	XP_023636345.1
OG0008684	Roisl.0210s1277.1.p	XP_023637160.1
OG0008685	Roisl.0210s1275.1.p	XP_006288594.1
OG0008686	Roisl.0210s1274.1.p	XP_006287924.1
OG0008687	Roisl.0038s0038.1.p	XP_023641657.1
OG0008688	Roisl.0210s1261.1.p	XP_006288208.1
OG0008689	Roisl.0210s1258.1.p	XP_006288895.1
OG0008691	Roisl.0210s1231.1.p	XP_006287327.1
OG0008692	Roisl.0028s0673.1.p	XP_006293803.1
OG0008693	Roisl.0210s1208.1.p	XP_006287781.1
OG0008694	Roisl.0091s0731.1.p	XP_006305064.1
OG0008695	Roisl.0074s0409.1.p	XP_006296948.1
OG0008696	Roisl.0210s1127.1.p	XP_023636005.1
OG0008697	Roisl.0210s1120.1.p	XP_006286780.1
OG0008698	Roisl.0210s1090.1.p	XP_006287906.2
OG0008699	Roisl.0210s1085.1.p	XP_006288357.1
OG0008700	Roisl.0080s0785.1.p	XP_006280279.1
OG0008701	Roisl.0210s1063.1.p	XP_006289509.1
OG0008702	Roisl.0210s1051.1.p	XP_006289625.1
OG0008703	Roisl.0210s1026.1.p	XP_006288520.2
OG0008704	Roisl.0210s1018.1.p	XP_023636491.1
OG0008705	Roisl.0210s1003.1.p	XP_006286470.1
OG0008706	Roisl.0210s1002.1.p	XP_006288301.2
OG0008707	Roisl.0210s0998.1.p	XP_023635912.1
OG0008708	Roisl.0210s0995.1.p	XP_006288748.1
OG0008709	Roisl.0210s0994.1.p	XP_006287114.2
OG0008711	Roisl.0210s0967.1.p	XP_006289580.1
OG0008712	Roisl.0210s0957.1.p	XP_023637004.1
OG0008713	Roisl.0210s0956.1.p	XP_023637026.1
OG0008714	Roisl.0210s0951.1.p	XP_023637449.1
OG0008715	Roisl.0210s0943.1.p	XP_006290134.1
OG0008716	Roisl.0210s0925.1.p	XP_006287382.1
OG0008717	Roisl.0210s0923.1.p	XP_006287999.2
OG0008718	Roisl.0210s0916.1.p	XP_006288247.2
OG0008719	Roisl.0210s0915.1.p	XP_006288699.1
OG0008720	Roisl.0210s0910.1.p	XP_006287037.1
OG0008721	Roisl.0210s0873.1.p	XP_006287000.1
OG0008722	Roisl.0210s0848.1.p	XP_006286661.1
OG0008723	Roisl.0080s0823.1.p	XP_006281884.1
OG0008724	Roisl.0210s0830.1.p	XP_006289990.1
OG0008725	Roisl.0210s0814.1.p	XP_006289029.1
OG0008726	Roisl.0210s0813.1.p	XP_006286600.1
OG0008727	Roisl.0210s0788.1.p	XP_006288148.2
OG0008728	Roisl.0210s0781.1.p	XP_006287358.1
OG0008729	Roisl.0210s0766.1.p	XP_023636026.1
OG0008730	Roisl.0210s0731.1.p	XP_006287841.1
OG0008731	Roisl.0210s0717.1.p	XP_023637284.1
OG0008732	Roisl.0210s0699.1.p	XP_023635812.1
OG0008733	Roisl.0210s0680.1.p	XP_006294981.1, XP_006281092.1
OG0008735	Roisl.0210s0636.1.p	XP_006288823.2
OG0008736	Roisl.0210s0631.1.p	XP_006288995.1
OG0008737	Roisl.0210s0611.1.p	XP_006286619.1
OG0008738	Roisl.0210s0608.1.p	XP_006287344.1
OG0008739	Roisl.0188s0119.1.p	XP_006290723.1
OG0008740	Roisl.0214s0199.1.p	XP_006281470.1
OG0008741	Roisl.0210s0589.1.p	XP_023635876.1
OG0008742	Roisl.0210s0566.1.p	XP_006288486.1
OG0008743	Roisl.0210s0548.1.p	XP_006288832.2
OG0008744	Roisl.0210s0536.1.p	XP_006286671.1
OG0008745	Roisl.0210s0532.1.p	XP_023636227.1
OG0008746	Roisl.0210s0523.1.p	XP_006287366.1
OG0008747	Roisl.0210s0501.1.p	XP_006288681.1
OG0008748	Roisl.0082s0389.1.p	XP_006290238.2
OG0008749	Roisl.0082s0387.1.p	XP_006289771.1
OG0008750	Roisl.0082s0357.1.p	XP_023636316.1
OG0008751	Roisl.0082s0356.1.p	XP_023636980.1
OG0008752	Roisl.0082s0338.1.p	XP_006288579.1
OG0008753	Roisl.0022s0152.1.p	XP_006282692.2
OG0008754	Roisl.0012s0011.1.p	XP_006280951.1
OG0008755	Roisl.0022s0134.1.p	XP_006282891.1
OG0008756	Roisl.0022s0133.1.p	XP_023634778.1
OG0008757	Roisl.0191s0572.1.p	XP_023635898.1
OG0008758	Roisl.0029s0067.1.p	XP_006294759.1
OG0008759	Roisl.0029s0059.1.p	XP_023640220.1
OG0008760	Roisl.0010s0016.1.p	XP_006294144.1
OG0008761	Roisl.0029s0006.1.p	XP_006295470.1
OG0008762	Roisl.0204s0124.1.p	XP_006293814.1
OG0008763	Roisl.0204s0108.1.p	XP_006295039.1
OG0008764	Roisl.0204s0085.1.p	XP_006295919.1
OG0008765	Roisl.0204s0084.1.p	XP_006295716.1
OG0008766	Roisl.0204s0051.1.p	XP_006294344.2
OG0008767	Roisl.0027s0057.1.p	XP_006292872.2
OG0008768	Roisl.0204s0027.1.p	XP_006295096.1
OG0008769	Roisl.0204s0022.1.p	XP_006294958.1
OG0008770	Roisl.0204s0017.1.p	XP_006293456.1
OG0008771	Roisl.0204s0009.1.p	XP_006296291.1
OG0008772	Roisl.0082s0544.1.p	XP_006293606.1
OG0008773	Roisl.0082s0553.1.p	XP_006296363.1
OG0008774	Roisl.0082s0558.1.p	XP_006294207.1
OG0008775	Roisl.0082s0560.1.p	XP_023639861.1
OG0008776	Roisl.0082s0597.1.p	XP_006294226.1
OG0008777	Roisl.0082s0602.1.p	XP_006295281.2
OG0008778	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p	XP_006296151.1
OG0008779	Roisl.0082s0633.1.p	XP_006294126.1
OG0008780	Roisl.0082s0649.1.p	XP_006293705.1
OG0008781	Roisl.0082s0650.1.p	XP_006294865.1
OG0008782	Roisl.0082s0651.1.p	XP_006294177.1
OG0008783	Roisl.0082s0659.1.p	XP_006295153.1
OG0008784	Roisl.0082s0660.1.p	XP_006296496.1
OG0008785	Roisl.0082s0671.1.p	XP_006294844.1
OG0008786	Roisl.0082s0693.1.p	XP_023639734.1
OG0008787	Roisl.0082s0728.1.p	XP_023639895.1
OG0008788	Roisl.0082s0729.1.p	XP_023640181.1
OG0008789	Roisl.0033s0015.1.p	XP_006294335.1
OG0008790	Roisl.0033s0021.1.p	XP_006293768.1
OG0008791	Roisl.0033s0025.1.p	XP_023639708.1
OG0008792	Roisl.0033s0029.1.p	XP_006296371.1
OG0008793	Roisl.0033s0043.1.p	XP_006280685.1
OG0008794	Roisl.0033s0056.1.p	XP_006295686.1
OG0008795	Roisl.0033s0070.1.p	XP_006293884.1
OG0008796	Roisl.0033s0074.1.p	XP_006294422.1
OG0008797	Roisl.0033s0094.1.p	XP_006294232.1
OG0008798	Roisl.0033s0142.1.p	XP_006293809.1
OG0008799	Roisl.0033s0132.1.p	XP_006295721.1
OG0008800	Roisl.0033s0131.1.p	XP_006294476.1
OG0008801	Roisl.0033s0120.1.p	XP_023640558.1
OG0008802	Roisl.0033s0114.1.p	XP_006293670.1
OG0008803	Roisl.0033s0110.1.p	XP_006293452.1
OG0008805	Roisl.0017s0520.1.p	XP_006295020.1
OG0008806	Roisl.0017s0479.1.p	XP_006294187.1
OG0008807	Roisl.0017s0472.1.p	XP_023640585.1
OG0008809	Roisl.0017s0437.1.p	XP_006294903.1
OG0008810	Roisl.0028s0636.1.p	XP_006295854.1
OG0008811	Roisl.0028s0616.1.p	XP_006295920.1
OG0008812	Roisl.0185s0059.1.p	XP_006284109.1
OG0008814	Roisl.0028s0668.1.p	XP_006296364.2
OG0008815	Roisl.0028s0708.1.p	XP_006295125.1
OG0008816	Roisl.0028s0720.1.p	XP_006295661.1
OG0008817	Roisl.0028s0728.1.p	XP_023640799.1
OG0008818	Roisl.0028s0729.1.p	XP_006293875.1
OG0008819	Roisl.0028s0732.1.p	XP_023639758.1
OG0008820	Roisl.0028s0737.1.p	XP_006295303.1
OG0008821	Roisl.0012s0093.1.p	XP_023637053.1
OG0008822	Roisl.0012s0125.1.p	XP_006282017.1
OG0008823	Roisl.0012s0139.1.p	XP_006281612.1
OG0008824	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p	XP_006281002.2
OG0008825	Roisl.0012s0184.1.p	XP_006281163.1
OG0008826	Roisl.0012s0187.1.p	XP_023639888.1
OG0008827	Roisl.0022s0094.1.p	XP_023634676.1
OG0008828	Roisl.0012s0249.1.p	XP_006280675.1
OG0008830	Roisl.0022s0159.1.p	XP_006285532.1
OG0008831	Roisl.0022s0161.1.p	XP_023635453.1
OG0008832	Roisl.0022s0178.1.p	XP_006283679.1
OG0008833	Roisl.0013s0172.1.p	XP_023632978.1, XP_006303465.1, XP_006305800.1
OG0008834	Roisl.0013s0177.1.p	XP_023645824.1
OG0008835	Roisl.0013s0183.1.p	XP_006303973.1
OG0008836	Roisl.0013s0191.1.p	XP_006303222.1
OG0008837	Roisl.0013s0202.1.p	XP_006305305.1
OG0008838	Roisl.0013s0209.1.p	XP_006304153.1
OG0008839	Roisl.0066s0384.1.p	XP_006304899.2
OG0008840	Roisl.0066s0359.1.p	XP_006305179.2
OG0008841	Roisl.0066s0337.1.p	XP_006305686.1
OG0008842	Roisl.0213s0037.1.p	XP_006305558.1
OG0008843	Roisl.0213s0050.1.p	XP_006304065.1
OG0008844	Roisl.0213s0074.1.p	XP_006303429.1
OG0008845	Roisl.0053s0159.1.p	XP_006298252.2
OG0008846	Roisl.0213s0090.1.p	XP_006304381.1
OG0008847	Roisl.0213s0104.1.p	XP_006305292.1
OG0008848	Roisl.0213s0149.1.p	XP_006305057.1
OG0008849	Roisl.0213s0172.1.p	XP_006305267.1
OG0008850	Roisl.0213s0173.1.p	XP_006307011.1
OG0008851	Roisl.0213s0177.1.p	XP_006304099.1
OG0008852	Roisl.0213s0222.1.p	XP_006305157.1
OG0008853	Roisl.0198s0029.1.p	XP_006281794.1
OG0008854	Roisl.0213s0235.1.p	XP_006304465.2
OG0008855	Roisl.0213s0256.1.p	XP_023633093.1
OG0008856	Roisl.0213s0265.1.p	XP_006305775.1
OG0008857	Roisl.0213s0293.1.p	XP_006306714.1
OG0008858	Roisl.0213s0328.1.p	XP_006307568.1
OG0008859	Roisl.0213s0331.1.p	XP_006307148.1
OG0008860	Roisl.0213s0338.1.p	XP_006304418.1
OG0008861	Roisl.0213s0348.1.p	XP_023645795.1
OG0008862	Roisl.0213s0360.1.p	XP_006306855.1
OG0008863	Roisl.0213s0371.1.p	XP_023633241.1
OG0008864	Roisl.0213s0374.1.p	XP_006305545.2
OG0008865	Roisl.0213s0401.1.p	XP_006303745.1
OG0008866	Roisl.0213s0414.1.p	XP_006305502.1
OG0008867	Roisl.0214s0211.1.p	XP_006281706.1
OG0008868	Roisl.0213s0432.1.p	XP_023645373.1
OG0008869	Roisl.0213s0459.1.p	XP_006305412.1
OG0008870	Roisl.0213s0476.1.p	XP_006307193.1
OG0008871	Roisl.0209s0191.1.p	XP_006306899.2
OG0008872	Roisl.0209s0165.1.p	XP_006303359.1
OG0008873	Roisl.0028s0948.1.p	XP_006295968.1
OG0008874	Roisl.0011s0147.1.p	XP_023637910.1
OG0008875	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p	XP_006292005.2
OG0008876	Roisl.0011s0245.1.p	XP_023639035.1
OG0008877	Roisl.0018s0330.1.p, Roisl.0009s0326.1.p	XP_006290508.1
OG0008878	Roisl.0024s0598.1.p	XP_006280049.1
OG0008879	Roisl.0024s0595.1.p	XP_006281688.1
OG0008880	Roisl.0024s0593.1.p	XP_006279796.1
OG0008881	Roisl.0024s0575.1.p	XP_006281085.1
OG0008882	Roisl.0024s0573.1.p	XP_006282078.1
OG0008883	Roisl.0024s0570.1.p	XP_023632897.1
OG0008884	Roisl.0024s0563.1.p	XP_006280131.1
OG0008885	Roisl.0024s0555.1.p	XP_006282286.1
OG0008886	Roisl.0024s0536.1.p	XP_006279673.2
OG0008887	Roisl.0024s0533.1.p	XP_006279745.1
OG0008888	Roisl.0024s0513.1.p	XP_006279973.1
OG0008889	Roisl.0024s0505.1.p	XP_006280319.1
OG0008890	Roisl.0024s0492.1.p	XP_006281233.1
OG0008891	Roisl.0024s0463.1.p	XP_006280087.1
OG0008892	Roisl.0024s0460.1.p	XP_006280645.2
OG0008893	Roisl.0024s0450.1.p	XP_006280200.1
OG0008894	Roisl.0024s0417.1.p	XP_006280879.1
OG0008895	Roisl.0024s0403.1.p	XP_006280660.1
OG0008896	Roisl.0024s0402.1.p	XP_006280928.1
OG0008897	Roisl.0024s0400.1.p	XP_006279585.1
OG0008898	Roisl.0024s0393.1.p	XP_006279651.1
OG0008899	Roisl.0024s0383.1.p	XP_006280248.1
OG0008900	Roisl.0024s0371.1.p	XP_006282168.1
OG0008901	Roisl.0024s0348.1.p	XP_006280216.1
OG0008902	Roisl.0024s0313.1.p	XP_023635098.1
OG0008903	Roisl.0024s0303.1.p	XP_006280766.1
OG0008904	Roisl.0024s0286.1.p	XP_006280680.1
OG0008905	Roisl.0024s0274.1.p	XP_006279577.1
OG0008906	Roisl.0024s0267.1.p	XP_023640806.1
OG0008907	Roisl.0024s0258.1.p	XP_006282368.1
OG0008908	Roisl.0024s0246.1.p	XP_023632564.1
OG0008909	Roisl.0024s0225.1.p	XP_006281191.1
OG0008910	Roisl.0024s0210.1.p	XP_006282325.1
OG0008911	Roisl.0024s0198.1.p	XP_006281506.1
OG0008912	Roisl.0024s0166.1.p	XP_006280650.1
OG0008913	Roisl.0024s0156.1.p	XP_006281223.1
OG0008914	Roisl.0024s0150.1.p	XP_006279839.2
OG0008915	Roisl.0024s0143.1.p	XP_006280820.2
OG0008916	Roisl.0024s0135.1.p	XP_006280313.1
OG0008917	Roisl.0024s0124.1.p	XP_006280255.1
OG0008918	Roisl.0024s0119.1.p	XP_006281617.1
OG0008919	Roisl.0080s0004.1.p	XP_006282124.1
OG0008920	Roisl.0080s0011.1.p	XP_006281048.1
OG0008921	Roisl.0080s0017.1.p	XP_006281039.1
OG0008922	Roisl.0080s0035.1.p	XP_006281367.1
OG0008923	Roisl.0080s0046.1.p	XP_006280517.1
OG0008924	Roisl.0080s0049.1.p	XP_006280765.2
OG0008925	Roisl.0080s0053.1.p	XP_006280012.1
OG0008926	Roisl.0080s0067.1.p	XP_023645628.1
OG0008927	Roisl.0080s0075.1.p	XP_023639280.1
OG0008928	Roisl.0080s0110.1.p	XP_006280989.1
OG0008929	Roisl.0080s0146.1.p	XP_006280178.1
OG0008930	Roisl.0210s1969.1.p	XP_006288494.1
OG0008931	Roisl.0210s1980.1.p	XP_006286897.1
OG0008932	Roisl.0210s1983.1.p	XP_006286797.1
OG0008933	Roisl.0210s1996.1.p	XP_023637717.1
OG0008934	Roisl.0210s1999.1.p	XP_006287878.1
OG0008935	Roisl.0210s2013.1.p	XP_006286452.1
OG0008936	Roisl.0210s2016.1.p	XP_006287150.1
OG0008937	Roisl.0210s2027.1.p	XP_006286666.1
OG0008938	Roisl.0210s2062.1.p	XP_006287648.1
OG0008939	Roisl.0046s0091.1.p	XP_006289963.2
OG0008940	Roisl.0046s0118.1.p	XP_006289354.1
OG0008941	Roisl.0046s0122.1.p	XP_006286783.1
OG0008942	Roisl.0046s0138.1.p	XP_006288246.2
OG0008943	Roisl.0046s0140.1.p	XP_006288538.1
OG0008944	Roisl.0046s0148.1.p	XP_006286796.1
OG0008945	Roisl.0046s0173.1.p	XP_006287997.1
OG0008946	Roisl.0046s0176.1.p	XP_023637549.1
OG0008947	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p	XP_006286673.1
OG0008948	Roisl.0046s0195.1.p	XP_006288624.1
OG0008949	Roisl.0046s0204.1.p	XP_006289043.1
OG0008950	Roisl.0046s0219.1.p	XP_006286840.1
OG0008951	Roisl.0046s0253.1.p	XP_006287605.2
OG0008952	Roisl.0046s0264.1.p	XP_006290207.1
OG0008953	Roisl.0046s0298.1.p	XP_006288626.1
OG0008954	Roisl.0210s1675.1.p	XP_006289461.2
OG0008955	Roisl.0210s1684.1.p	XP_006288582.1
OG0008956	Roisl.0210s1680.1.p	XP_006290114.1
OG0008957	Roisl.0210s1679.1.p	XP_006286463.2
OG0008958	Roisl.0210s1678.1.p	XP_006288841.1
OG0008959	Roisl.0210s1676.1.p	XP_006289269.1
OG0008960	Roisl.0210s1693.1.p	XP_006287923.1
OG0008961	Roisl.0210s1694.1.p	XP_006289406.2
OG0008962	Roisl.0210s1695.1.p	XP_006289636.1
